Orthogroup	CCAP.longest_only	DYAK.longest_only
OG0001307	CCAP1982_LOCUS10909|CAD7002418.1|CCAP	LOC6533132|XP_002093858.1|DYAK
OG0001309	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP	LOC6537037|XP_002097604.1|DYAK
OG0001312	CCAP1982_LOCUS12830|CAD7004421.1|CCAP	LOC6533662|XP_002094368.1|DYAK, LOC6533663|XP_002094369.1|DYAK
OG0001313	CCAP1982_LOCUS20437|CAD7012343.1|CCAP, CCAP1982_LOCUS20438|CAD7012344.1|CCAP	LOC6530449|XP_002091365.1|DYAK
OG0001314	CCAP1982_LOCUS5817|CAD6997175.1|CCAP	LOC6527558|XP_002088648.1|DYAK
OG0001316	CCAP1982_LOCUS22757|CAD7014787.1|CCAP	LOC6531130|XP_002091964.1|DYAK
OG0001317	CCAP1982_LOCUS7889|CAD6999362.1|CCAP, CCAP1982_LOCUS7890|CAD6999363.1|CCAP	LOC6529021|XP_015054150.1|DYAK
OG0001319	CCAP1982_LOCUS6593|CAD6997976.1|CCAP	LOC6528210|XP_002089272.3|DYAK, LOC6528209|XP_002089271.1|DYAK
OG0001320	CCAP1982_LOCUS20037|CAD7011925.1|CCAP	LOC6530152|XP_002091094.1|DYAK
OG0001326	CCAP1982_LOCUS1119|CAD6992249.1|CCAP	LOC6538878|XP_039231311.1|DYAK
OG0001334	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP	LOC6538890|XP_002099394.1|DYAK
OG0001335	CCAP1982_LOCUS5161|CAD6996492.1|CCAP	LOC6536745|XP_002097317.1|DYAK
OG0001341	CCAP1982_LOCUS3260|CAD6994516.1|CCAP	LOC6538675|XP_002099194.1|DYAK
OG0001342	CCAP1982_LOCUS2024|CAD6993204.1|CCAP	LOC6538819|XP_002099332.2|DYAK
OG0001344	CCAP1982_LOCUS2156|CAD6993338.1|CCAP	LOC6538955|XP_002099458.1|DYAK
OG0001345	CCAP1982_LOCUS1741|CAD6992908.1|CCAP	LOC6536466|XP_002097047.1|DYAK
OG0001348	CCAP1982_LOCUS22946|CAD7014988.1|CCAP	LOC6525591|XP_002101426.1|DYAK
OG0001349	CCAP1982_LOCUS14892|CAD7006578.1|CCAP	LOC6532722|XP_015049571.1|DYAK
OG0001351	CCAP1982_LOCUS21830|CAD7013810.1|CCAP	LOC6528850|XP_002089882.1|DYAK
OG0001352	CCAP1982_LOCUS21313|CAD7013242.1|CCAP	LOC6529088|XP_039227734.1|DYAK
OG0001354	CCAP1982_LOCUS23423|CAD7015484.1|CCAP	LOC6531866|XP_015051586.1|DYAK
OG0001355	CCAP1982_LOCUS21737|CAD7013696.1|CCAP	LOC6531296|XP_002092100.1|DYAK
OG0001356	CCAP1982_LOCUS404|CAD6991479.1|CCAP	LOC6536573|XP_015047840.1|DYAK
OG0001357	CCAP1982_LOCUS12062|CAD7003622.1|CCAP	LOC6533356|XP_002094081.1|DYAK
OG0001358	CCAP1982_LOCUS14516|CAD7006187.1|CCAP	LOC6534185|XP_039230298.1|DYAK
OG0001359	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP	LOC6527053|XP_002088146.2|DYAK
OG0001360	CCAP1982_LOCUS21902|CAD7013888.1|CCAP	LOC6528841|XP_002089873.1|DYAK
OG0001361	CCAP1982_LOCUS11412|CAD7002948.1|CCAP	LOC6532524|XP_002093270.2|DYAK
OG0001362	CCAP1982_LOCUS11823|CAD7003364.1|CCAP	LOC6532518|XP_002093264.1|DYAK
OG0001363	CCAP1982_LOCUS87|CAD6991145.1|CCAP	LOC6535708|XP_002096335.1|DYAK
OG0001364	CCAP1982_LOCUS21222|CAD7013151.1|CCAP	LOC6529336|XP_039229217.1|DYAK
OG0001365	CCAP1982_LOCUS11263|CAD7002793.1|CCAP	LOC6532738|XP_002093480.1|DYAK
OG0001366	CCAP1982_LOCUS12991|CAD7004596.1|CCAP	LOC6533407|XP_039230181.1|DYAK
OG0001367	CCAP1982_LOCUS23136|CAD7015185.1|CCAP	LOC6531291|XP_039228984.1|DYAK
OG0001368	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP	LOC6528714|XP_015054042.1|DYAK
OG0001370	CCAP1982_LOCUS22021|CAD7014015.1|CCAP	LOC6531823|XP_002092610.1|DYAK
OG0001371	CCAP1982_LOCUS5717|CAD6997064.1|CCAP	LOC120320517|XP_039226243.1|DYAK, LOC26535280|XP_039233268.1|DYAK, LOC120320432|XP_039227206.1|DYAK
OG0001372	CCAP1982_LOCUS21855|CAD7013835.1|CCAP	LOC6531571|XP_039228892.1|DYAK
OG0001373	CCAP1982_LOCUS7766|CAD6999234.1|CCAP	LOC6528127|XP_039226472.1|DYAK
OG0001374	CCAP1982_LOCUS7146|CAD6998564.1|CCAP	LOC6530363|XP_002091289.1|DYAK
OG0001375	CCAP1982_LOCUS675|CAD6991768.1|CCAP	LOC6535322|XP_002095978.2|DYAK
OG0001376	CCAP1982_LOCUS22471|CAD7014475.1|CCAP	LOC6530278|XP_002091210.3|DYAK
OG0001377	CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP	LOC6526886|XP_002087986.2|DYAK
OG0001378	CCAP1982_LOCUS6408|CAD6997783.1|CCAP	LOC6527041|XP_002088134.2|DYAK
OG0001379	CCAP1982_LOCUS6710|CAD6998096.1|CCAP	LOC6526744|XP_015053452.1|DYAK
OG0001380	CCAP1982_LOCUS21334|CAD7013263.1|CCAP	LOC120320727|XP_039227140.1|DYAK, LOC120320548|XP_039226384.1|DYAK, LOC6529101|XP_039226380.1|DYAK
OG0001381	CCAP1982_LOCUS21553|CAD7013493.1|CCAP	LOC6531441|XP_002092244.3|DYAK
OG0001382	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP	LOC6526677|XP_002087783.3|DYAK
OG0001384	CCAP1982_LOCUS5835|CAD6997196.1|CCAP	LOC6529673|XP_002090666.1|DYAK
OG0001385	CCAP1982_LOCUS5650|CAD6996988.1|CCAP	LOC6527884|XP_002088956.2|DYAK
OG0001387	CCAP1982_LOCUS8048|CAD6999526.1|CCAP	LOC6526945|XP_002088043.1|DYAK
OG0001388	CCAP1982_LOCUS9027|CAD7000551.1|CCAP	LOC6527987|XP_002089054.1|DYAK
OG0001389	CCAP1982_LOCUS1903|CAD6993073.1|CCAP	LOC6537900|XP_002098441.2|DYAK
OG0001390	CCAP1982_LOCUS7880|CAD6999353.1|CCAP	LOC6526830|XP_002087931.2|DYAK
OG0001391	CCAP1982_LOCUS5828|CAD6997188.1|CCAP	LOC6529679|XP_002090672.1|DYAK
OG0001392	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP	LOC6524312|XP_002100171.1|DYAK
OG0001394	CCAP1982_LOCUS19538|CAD7011438.1|CCAP	LOC6528030|XP_002089097.1|DYAK
OG0001395	CCAP1982_LOCUS388|CAD6991463.1|CCAP	LOC6537226|XP_002097784.1|DYAK
OG0001397	CCAP1982_LOCUS4998|CAD6996319.1|CCAP	LOC6536649|XP_002097221.1|DYAK
OG0001399	CCAP1982_LOCUS21132|CAD7013050.1|CCAP	LOC6539180|XP_039226995.1|DYAK
OG0001400	CCAP1982_LOCUS6142|CAD6997503.1|CCAP	LOC6536909|XP_002097478.1|DYAK
OG0001401	CCAP1982_LOCUS13471|CAD7005109.1|CCAP	LOC6539417|XP_002086308.2|DYAK
OG0001402	CCAP1982_LOCUS14088|CAD7005737.1|CCAP	LOC6539623|XP_002086508.1|DYAK
OG0001403	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP	LOC6534913|XP_002095584.1|DYAK
OG0001404	CCAP1982_LOCUS20365|CAD7012269.1|CCAP	LOC6529942|XP_039228166.1|DYAK
OG0001405	CCAP1982_LOCUS20893|CAD7012792.1|CCAP	LOC6530514|XP_002091429.1|DYAK
OG0001407	CCAP1982_LOCUS12032|CAD7003583.1|CCAP	LOC6534335|XP_002095015.1|DYAK
OG0001408	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP	LOC6531508|XP_002092307.1|DYAK
OG0001411	CCAP1982_LOCUS2759|CAD6993975.1|CCAP	LOC6537322|XP_002097879.1|DYAK
OG0001412	CCAP1982_LOCUS8110|CAD6999586.1|CCAP	LOC6529541|XP_002090539.1|DYAK, LOC6527413|XP_002088505.3|DYAK
OG0001413	CCAP1982_LOCUS23079|CAD7015129.1|CCAP, CCAP1982_LOCUS23077|CAD7015127.1|CCAP, CCAP1982_LOCUS23078|CAD7015128.1|CCAP	LOC6531163|XP_002091992.1|DYAK, LOC6531164|XP_002091993.1|DYAK
OG0001415	CCAP1982_LOCUS20024|CAD7011913.1|CCAP	LOC6530490|XP_002091405.2|DYAK, LOC6530492|XP_002091407.1|DYAK
OG0001416	CCAP1982_LOCUS20705|CAD7012621.1|CCAP	LOC6527058|XP_002088151.1|DYAK
OG0001417	CCAP1982_LOCUS21009|CAD7012910.1|CCAP, CCAP1982_LOCUS21010|CAD7012911.1|CCAP, CCAP1982_LOCUS21011|CAD7012912.1|CCAP	LOC6525365|XP_002101201.2|DYAK
OG0001418	CCAP1982_LOCUS11084|CAD7002598.1|CCAP	LOC6532657|XP_002093401.1|DYAK, LOC6532655|XP_002093399.1|DYAK
OG0001429	CCAP1982_LOCUS1446|CAD6992597.1|CCAP	LOC6537359|XP_039231543.1|DYAK
OG0001430	CCAP1982_LOCUS1915|CAD6993088.1|CCAP	LOC6536981|XP_002097550.1|DYAK
OG0001437	CCAP1982_LOCUS1003|CAD6992121.1|CCAP	LOC6527704|XP_002088788.1|DYAK
OG0001438	CCAP1982_LOCUS1198|CAD6992334.1|CCAP	LOC6538137|XP_002098672.1|DYAK
OG0001439	CCAP1982_LOCUS2418|CAD6993608.1|CCAP	LOC6535858|XP_002096477.1|DYAK
OG0001443	CCAP1982_LOCUS1087|CAD6992217.1|CCAP	LOC6538852|XP_002099365.1|DYAK
OG0001444	CCAP1982_LOCUS3898|CAD6995177.1|CCAP	LOC6537640|XP_002098185.1|DYAK
OG0001445	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP	LOC6535280|XP_002095936.1|DYAK
OG0001446	CCAP1982_LOCUS2757|CAD6993972.1|CCAP	LOC6537837|XP_002098378.2|DYAK
OG0001447	CCAP1982_LOCUS61|CAD6991115.1|CCAP	LOC6537388|XP_002097944.2|DYAK
OG0001448	CCAP1982_LOCUS1118|CAD6992248.1|CCAP	LOC6538877|XP_039231310.1|DYAK
OG0001449	CCAP1982_LOCUS12143|CAD7003706.1|CCAP	LOC6531474|XP_002092273.1|DYAK
OG0001450	CCAP1982_LOCUS1353|CAD6992503.1|CCAP	LOC6528095|XP_002089162.1|DYAK
OG0001451	CCAP1982_LOCUS21472|CAD7013410.1|CCAP	LOC6528379|XP_039227599.1|DYAK
OG0001452	CCAP1982_LOCUS22575|CAD7014576.1|CCAP	LOC6530963|XP_039228007.1|DYAK
OG0001453	CCAP1982_LOCUS12525|CAD7004102.1|CCAP	LOC6539776|XP_002086662.2|DYAK
OG0001454	CCAP1982_LOCUS4208|CAD6995495.1|CCAP	LOC6536667|XP_002097239.1|DYAK
OG0001455	CCAP1982_LOCUS14934|CAD7006627.1|CCAP, CCAP1982_LOCUS14933|CAD7006626.1|CCAP	LOC6534378|XP_015050598.1|DYAK
OG0001456	CCAP1982_LOCUS23228|CAD7015281.1|CCAP, CCAP1982_LOCUS23229|CAD7015282.1|CCAP, CCAP1982_LOCUS23226|CAD7015279.1|CCAP	LOC6528893|XP_039227216.1|DYAK
OG0001457	CCAP1982_LOCUS23313|CAD7015368.1|CCAP	LOC6530012|XP_002090958.1|DYAK
OG0001458	CCAP1982_LOCUS21991|CAD7013982.1|CCAP	LOC6530383|XP_002091309.1|DYAK
OG0001459	CCAP1982_LOCUS12616|CAD7004197.1|CCAP, CCAP1982_LOCUS12627|CAD7004208.1|CCAP	LOC6533133|XP_002093859.1|DYAK
OG0001460	CCAP1982_LOCUS22491|CAD7014489.1|CCAP, CCAP1982_LOCUS22493|CAD7014491.1|CCAP	LOC6528448|XP_002089494.2|DYAK
OG0001462	CCAP1982_LOCUS12226|CAD7003792.1|CCAP	LOC6532775|XP_002093517.1|DYAK
OG0001463	CCAP1982_LOCUS4832|CAD6996139.1|CCAP	LOC6538489|XP_015048884.1|DYAK
OG0001465	CCAP1982_LOCUS23292|CAD7015347.1|CCAP	LOC6529362|XP_015052304.1|DYAK
OG0001466	CCAP1982_LOCUS8263|CAD6999737.1|CCAP	LOC6527410|XP_002088502.2|DYAK
OG0001467	CCAP1982_LOCUS8527|CAD7000023.1|CCAP	LOC6527262|XP_002088356.1|DYAK
OG0001468	CCAP1982_LOCUS12076|CAD7003637.1|CCAP, CCAP1982_LOCUS1503|CAD6992658.1|CCAP	LOC6532599|XP_015049453.1|DYAK
OG0001469	CCAP1982_LOCUS21877|CAD7013858.1|CCAP	LOC6530343|XP_002091270.1|DYAK, LOC6538468|XP_002098992.1|DYAK
OG0001470	CCAP1982_LOCUS14046|CAD7005694.1|CCAP	LOC6539727|XP_039229987.1|DYAK
OG0001471	CCAP1982_LOCUS10995|CAD7002506.1|CCAP	LOC6532301|XP_039230757.1|DYAK
OG0001472	CCAP1982_LOCUS12411|CAD7003989.1|CCAP	LOC6534431|XP_002095108.1|DYAK
OG0001473	CCAP1982_LOCUS2309|CAD6993496.1|CCAP	LOC6535264|XP_039232194.1|DYAK
OG0001474	CCAP1982_LOCUS22192|CAD7014186.1|CCAP	LOC6524011|XP_002099883.1|DYAK
OG0001475	CCAP1982_LOCUS21622|CAD7013566.1|CCAP	LOC6528859|XP_002089891.1|DYAK
OG0001476	CCAP1982_LOCUS23001|CAD7015044.1|CCAP	LOC6525800|XP_002101621.3|DYAK
OG0001478	CCAP1982_LOCUS6943|CAD6998341.1|CCAP	LOC6526309|XP_002087431.1|DYAK
OG0001480	CCAP1982_LOCUS7499|CAD6998952.1|CCAP	LOC6526302|XP_002087424.1|DYAK
OG0001481	CCAP1982_LOCUS7609|CAD6999063.1|CCAP, CCAP1982_LOCUS7608|CAD6999062.1|CCAP	LOC6529843|XP_039229184.1|DYAK
OG0001482	CCAP1982_LOCUS22940|CAD7014980.1|CCAP	LOC6531438|XP_002092241.1|DYAK
OG0001483	CCAP1982_LOCUS5446|CAD6996770.1|CCAP	LOC6539249|XP_039228148.1|DYAK
OG0001484	CCAP1982_LOCUS2927|CAD6994161.1|CCAP	LOC6526720|XP_002087823.1|DYAK
OG0001485	CCAP1982_LOCUS13494|CAD7005132.1|CCAP	LOC6535015|XP_002095683.2|DYAK
OG0001486	CCAP1982_LOCUS8832|CAD7000350.1|CCAP	LOC6527638|XP_002088726.1|DYAK
OG0001487	CCAP1982_LOCUS5886|CAD6997253.1|CCAP	LOC26536189|XP_015045210.1|DYAK
OG0001488	CCAP1982_LOCUS22517|CAD7014516.1|CCAP	LOC6529970|XP_002090916.2|DYAK
OG0001490	CCAP1982_LOCUS6385|CAD6997753.1|CCAP	LOC6526636|XP_002087744.1|DYAK
OG0001491	CCAP1982_LOCUS8226|CAD6999700.1|CCAP, CCAP1982_LOCUS8228|CAD6999702.1|CCAP	LOC6526553|XP_015053307.1|DYAK
OG0001495	CCAP1982_LOCUS22388|CAD7014394.1|CCAP	LOC6528540|XP_002089586.1|DYAK
OG0001497	CCAP1982_LOCUS22948|CAD7014991.1|CCAP, CCAP1982_LOCUS8341|CAD6999830.1|CCAP	LOC6528730|XP_002089765.1|DYAK
OG0001498	CCAP1982_LOCUS4395|CAD6995688.1|CCAP	LOC6536060|XP_002096670.2|DYAK
OG0001500	CCAP1982_LOCUS21162|CAD7013087.1|CCAP	LOC6530985|XP_002091823.1|DYAK
OG0001501	CCAP1982_LOCUS4853|CAD6996161.1|CCAP, CCAP1982_LOCUS384|CAD6991459.1|CCAP	LOC6536741|XP_002097313.1|DYAK
OG0001502	CCAP1982_LOCUS19881|CAD7011769.1|CCAP, CCAP1982_LOCUS19882|CAD7011770.1|CCAP	LOC6530475|XP_002091390.1|DYAK
OG0001503	CCAP1982_LOCUS20213|CAD7012114.1|CCAP, CCAP1982_LOCUS20215|CAD7012116.1|CCAP	LOC6528411|XP_039226209.1|DYAK
OG0001505	CCAP1982_LOCUS15016|CAD7006717.1|CCAP	LOC6531661|XP_039228435.1|DYAK
OG0001506	CCAP1982_LOCUS20292|CAD7012190.1|CCAP	LOC6530071|XP_002091017.1|DYAK
OG0001507	CCAP1982_LOCUS15035|CAD7006736.1|CCAP	LOC6530549|XP_039228062.1|DYAK
OG0001508	CCAP1982_LOCUS19705|CAD7011617.1|CCAP	LOC6530835|XP_002091718.1|DYAK
OG0001509	CCAP1982_LOCUS21064|CAD7012973.1|CCAP	LOC6530581|XP_002091494.2|DYAK
OG0001510	CCAP1982_LOCUS5603|CAD6996933.1|CCAP	LOC6528082|XP_002089149.1|DYAK
OG0001511	CCAP1982_LOCUS19858|CAD7011746.1|CCAP, CCAP1982_LOCUS19860|CAD7011748.1|CCAP	LOC6532172|XP_015051737.1|DYAK
OG0001512	CCAP1982_LOCUS12364|CAD7003942.1|CCAP	LOC6533326|XP_002094052.1|DYAK
OG0001513	CCAP1982_LOCUS14667|CAD7006345.1|CCAP, CCAP1982_LOCUS14668|CAD7006346.1|CCAP, CCAP1982_LOCUS14665|CAD7006343.1|CCAP	LOC6540104|XP_039230043.1|DYAK
OG0001517	CCAP1982_LOCUS2393|CAD6993582.1|CCAP	LOC6536085|XP_002096695.3|DYAK, LOC6538238|XP_002098765.1|DYAK
OG0001518	CCAP1982_LOCUS2328|CAD6993515.1|CCAP, CCAP1982_LOCUS2327|CAD6993514.1|CCAP	LOC6525290|XP_002101126.1|DYAK
OG0001519	CCAP1982_LOCUS4702|CAD6995996.1|CCAP	LOC6536011|XP_002096626.1|DYAK
OG0001521	CCAP1982_LOCUS6137|CAD6997495.1|CCAP, CCAP1982_LOCUS6136|CAD6997494.1|CCAP	LOC6529734|XP_002090727.1|DYAK
OG0001523	CCAP1982_LOCUS22347|CAD7014350.1|CCAP, CCAP1982_LOCUS22346|CAD7014349.1|CCAP, CCAP1982_LOCUS22348|CAD7014351.1|CCAP	LOC6531595|XP_002092392.1|DYAK, LOC6531594|XP_002092391.1|DYAK
OG0001524	CCAP1982_LOCUS20848|CAD7012744.1|CCAP	LOC6530242|XP_002091179.2|DYAK
OG0001537	CCAP1982_LOCUS7541|CAD6998994.1|CCAP	LOC6526316|XP_002087438.1|DYAK
OG0001539	CCAP1982_LOCUS22236|CAD7014233.1|CCAP	LOC6531813|XP_002092600.1|DYAK
OG0001540	CCAP1982_LOCUS8379|CAD6999869.1|CCAP, CCAP1982_LOCUS8380|CAD6999870.1|CCAP	LOC6526726|XP_002087829.1|DYAK
OG0001541	CCAP1982_LOCUS13746|CAD7005386.1|CCAP	LOC6535166|XP_002095828.1|DYAK
OG0001542	CCAP1982_LOCUS3519|CAD6994788.1|CCAP, CCAP1982_LOCUS3518|CAD6994787.1|CCAP	LOC6536558|XP_039231511.1|DYAK
OG0001549	CCAP1982_LOCUS7896|CAD6999369.1|CCAP	LOC6529515|XP_015052133.2|DYAK
OG0001550	CCAP1982_LOCUS2172|CAD6993354.1|CCAP	LOC6536500|XP_002097078.1|DYAK
OG0001551	CCAP1982_LOCUS3146|CAD6994394.1|CCAP	LOC6537822|XP_002098363.2|DYAK
OG0001552	CCAP1982_LOCUS3882|CAD6995161.1|CCAP	LOC6536332|XP_002096916.1|DYAK
OG0001554	CCAP1982_LOCUS1047|CAD6992172.1|CCAP	LOC6536531|XP_015047805.1|DYAK
OG0001555	CCAP1982_LOCUS8800|CAD7000315.1|CCAP	LOC6529636|XP_002090630.1|DYAK
OG0001556	CCAP1982_LOCUS21904|CAD7013890.1|CCAP	LOC6531128|XP_002091962.1|DYAK
OG0001559	CCAP1982_LOCUS1563|CAD6992718.1|CCAP, CCAP1982_LOCUS1557|CAD6992712.1|CCAP, CCAP1982_LOCUS1558|CAD6992713.1|CCAP	LOC6538745|XP_002099260.1|DYAK
OG0001560	CCAP1982_LOCUS4333|CAD6995627.1|CCAP	LOC6539897|XP_039231953.1|DYAK
OG0001561	CCAP1982_LOCUS1554|CAD6992709.1|CCAP, CCAP1982_LOCUS1545|CAD6992700.1|CCAP, CCAP1982_LOCUS1555|CAD6992710.1|CCAP, CCAP1982_LOCUS1546|CAD6992701.1|CCAP	LOC6537458|XP_002098014.1|DYAK
OG0001562	CCAP1982_LOCUS1189|CAD6992322.1|CCAP	LOC6527050|XP_002088143.1|DYAK
OG0001563	CCAP1982_LOCUS20081|CAD7011970.1|CCAP	LOC6535223|XP_039229482.1|DYAK
OG0001564	CCAP1982_LOCUS2912|CAD6994146.1|CCAP	LOC6537647|XP_039231850.1|DYAK
OG0001565	CCAP1982_LOCUS2206|CAD6993390.1|CCAP, CCAP1982_LOCUS2201|CAD6993385.1|CCAP	LOC6536171|XP_002096762.3|DYAK
OG0001566	CCAP1982_LOCUS2933|CAD6994168.1|CCAP	LOC6536563|XP_002097139.1|DYAK
OG0001567	CCAP1982_LOCUS20683|CAD7012598.1|CCAP	LOC6530297|XP_002091224.2|DYAK
OG0001568	CCAP1982_LOCUS4089|CAD6995371.1|CCAP, CCAP1982_LOCUS4088|CAD6995370.1|CCAP, CCAP1982_LOCUS4087|CAD6995368.1|CCAP, CCAP1982_LOCUS4081|CAD6995362.1|CCAP	LOC6537312|XP_039232413.1|DYAK
OG0001569	CCAP1982_LOCUS1296|CAD6992434.1|CCAP	LOC6536996|XP_002097565.1|DYAK
OG0001570	CCAP1982_LOCUS2355|CAD6993543.1|CCAP	LOC6536948|XP_002097517.1|DYAK
OG0001571	CCAP1982_LOCUS5652|CAD6996990.1|CCAP	LOC6528032|XP_002089099.1|DYAK
OG0001573	CCAP1982_LOCUS11587|CAD7003125.1|CCAP	LOC6533011|XP_015049767.1|DYAK
OG0001575	CCAP1982_LOCUS3773|CAD6995046.1|CCAP	LOC6538757|XP_002099271.1|DYAK
OG0001576	CCAP1982_LOCUS117|CAD6991178.1|CCAP	LOC6536606|XP_002097182.1|DYAK
OG0001577	CCAP1982_LOCUS9052|CAD7000578.1|CCAP	LOC6537990|XP_002098525.2|DYAK
OG0001580	CCAP1982_LOCUS23298|CAD7015353.1|CCAP, CCAP1982_LOCUS23296|CAD7015351.1|CCAP, CCAP1982_LOCUS23297|CAD7015352.1|CCAP	LOC6529366|XP_015052305.1|DYAK
OG0001582	CCAP1982_LOCUS22748|CAD7014775.1|CCAP	LOC6530092|XP_002091038.2|DYAK
OG0001583	CCAP1982_LOCUS22705|CAD7014727.1|CCAP	LOC6528492|XP_002089538.1|DYAK
OG0001584	CCAP1982_LOCUS10967|CAD7002478.1|CCAP	LOC6532291|XP_002093051.1|DYAK
OG0001586	CCAP1982_LOCUS11853|CAD7003396.1|CCAP	LOC6533311|XP_002094037.1|DYAK
OG0001587	CCAP1982_LOCUS23022|CAD7015066.1|CCAP	LOC6539196|XP_002086097.1|DYAK
OG0001588	CCAP1982_LOCUS21201|CAD7013129.1|CCAP	LOC6528464|XP_002089510.1|DYAK
OG0001589	CCAP1982_LOCUS5882|CAD6997249.1|CCAP	LOC6539157|XP_002086062.2|DYAK
OG0001590	CCAP1982_LOCUS20139|CAD7012036.1|CCAP	LOC6530950|XP_039228473.1|DYAK
OG0001592	CCAP1982_LOCUS8353|CAD6999841.1|CCAP	LOC6527394|XP_015053118.1|DYAK
OG0001593	CCAP1982_LOCUS8340|CAD6999829.1|CCAP	LOC6527385|XP_015053127.1|DYAK
OG0001594	CCAP1982_LOCUS8198|CAD6999668.1|CCAP	LOC6526840|XP_039227070.1|DYAK
OG0001595	CCAP1982_LOCUS5937|CAD6997304.1|CCAP, CCAP1982_LOCUS5948|CAD6997315.1|CCAP, CCAP1982_LOCUS22469|CAD7014473.1|CCAP, CCAP1982_LOCUS22468|CAD7014472.1|CCAP	LOC6530274|XP_015052626.1|DYAK
OG0001596	CCAP1982_LOCUS6097|CAD6997451.1|CCAP	LOC6529732|XP_002090725.1|DYAK
OG0001597	CCAP1982_LOCUS5570|CAD6996897.1|CCAP	LOC26536371|XP_015044621.2|DYAK
OG0001599	CCAP1982_LOCUS6415|CAD6997790.1|CCAP	LOC6527031|XP_002088125.1|DYAK
OG0001601	CCAP1982_LOCUS9239|CAD7000764.1|CCAP	LOC6528058|XP_002089125.1|DYAK
OG0001603	CCAP1982_LOCUS5630|CAD6996964.1|CCAP	LOC6527874|XP_002088946.1|DYAK
OG0001605	CCAP1982_LOCUS22126|CAD7014120.1|CCAP	LOC6528615|XP_002089658.1|DYAK
OG0001607	CCAP1982_LOCUS7005|CAD6998405.1|CCAP	LOC6529524|XP_002090526.1|DYAK
OG0001608	CCAP1982_LOCUS5486|CAD6996813.1|CCAP	LOC6529210|XP_015052226.1|DYAK
OG0001609	CCAP1982_LOCUS7242|CAD6998684.1|CCAP	LOC6530512|XP_002091427.2|DYAK
OG0001610	CCAP1982_LOCUS5695|CAD6997037.1|CCAP	LOC6529790|XP_002090774.1|DYAK
OG0001612	CCAP1982_LOCUS8268|CAD6999742.1|CCAP	LOC6527682|XP_002088768.1|DYAK
OG0001613	CCAP1982_LOCUS5623|CAD6996956.1|CCAP	LOC6528050|XP_002089117.1|DYAK
OG0001614	CCAP1982_LOCUS22551|CAD7014550.1|CCAP	LOC6528678|XP_039227172.1|DYAK
OG0001615	CCAP1982_LOCUS6168|CAD6997529.1|CCAP	LOC6539079|XP_015045325.1|DYAK
OG0001616	CCAP1982_LOCUS7604|CAD6999057.1|CCAP	LOC6527331|XP_002088423.1|DYAK
OG0001617	CCAP1982_LOCUS5479|CAD6996806.1|CCAP, CCAP1982_LOCUS5480|CAD6996807.1|CCAP	LOC6529759|XP_002090749.1|DYAK
OG0001619	CCAP1982_LOCUS5387|CAD6996703.1|CCAP	LOC6527820|XP_002088893.1|DYAK
OG0001620	CCAP1982_LOCUS20177|CAD7012077.1|CCAP	LOC6531896|XP_002092683.1|DYAK
OG0001621	CCAP1982_LOCUS22660|CAD7014672.1|CCAP, CCAP1982_LOCUS22659|CAD7014671.1|CCAP	LOC6531487|XP_002092286.1|DYAK
OG0001623	CCAP1982_LOCUS7557|CAD6999010.1|CCAP	LOC6526313|XP_002087435.1|DYAK
OG0001624	CCAP1982_LOCUS5456|CAD6996781.1|CCAP	LOC6527084|XP_002088177.1|DYAK
OG0001625	CCAP1982_LOCUS6407|CAD6997782.1|CCAP	LOC6529202|XP_002090209.1|DYAK
OG0001626	CCAP1982_LOCUS8185|CAD6999655.1|CCAP	LOC6527645|XP_002088733.1|DYAK
OG0001627	CCAP1982_LOCUS760|CAD6991866.1|CCAP	LOC6537213|XP_015048201.1|DYAK
OG0001628	CCAP1982_LOCUS314|CAD6991387.1|CCAP	LOC6538398|XP_002098922.1|DYAK
OG0001629	CCAP1982_LOCUS4164|CAD6995449.1|CCAP	LOC6529130|XP_002090141.2|DYAK
