Orthogroup	CCAP.longest_only	DMAU.longest_only
OG0000978	CCAP1982_LOCUS4767|CAD6996059.1|CCAP	LOC117136500|XP_033153335.1|DMAU, LOC117136501|XP_033153336.1|DMAU, LOC117145408|XP_033166939.1|DMAU
OG0000979	CCAP1982_LOCUS1023|CAD6992145.1|CCAP	LOC117135984|XP_033152488.1|DMAU, LOC117135987|XP_033152493.1|DMAU, LOC117135974|XP_033152473.1|DMAU, LOC117135983|XP_033152487.1|DMAU, LOC117135970|XP_033152467.1|DMAU, LOC117136909|XP_033153922.1|DMAU, LOC117142568|XP_033162516.1|DMAU, LOC117141586|XP_033160994.1|DMAU, LOC117135991|XP_033152497.1|DMAU
OG0000982	CCAP1982_LOCUS2938|CAD6994173.1|CCAP	LOC117144078|XP_033164982.1|DMAU, LOC117144892|XP_033166206.1|DMAU, LOC117145474|XP_033167041.1|DMAU
OG0000984	CCAP1982_LOCUS5396|CAD6996713.1|CCAP, CCAP1982_LOCUS9002|CAD7000524.1|CCAP	LOC117145709|XP_033167345.1|DMAU, LOC117150693|XP_033173597.1|DMAU
OG0000992	CCAP1982_LOCUS4021|CAD6995302.1|CCAP	LOC117136497|XP_033153331.1|DMAU, LOC117136495|XP_033153330.1|DMAU, LOC117145677|XP_033167303.1|DMAU
OG0000995	CCAP1982_LOCUS22836|CAD7014872.1|CCAP	LOC117139753|XP_033158209.1|DMAU, LOC117148390|XP_033171643.1|DMAU, LOC117147602|XP_033170443.1|DMAU
OG0000996	CCAP1982_LOCUS21390|CAD7013320.1|CCAP	LOC117136605|XP_033153480.1|DMAU
OG0000997	CCAP1982_LOCUS23125|CAD7015172.1|CCAP	LOC117137479|XP_033154847.1|DMAU
OG0000998	CCAP1982_LOCUS11159|CAD7002677.1|CCAP	LOC117140883|XP_033159924.1|DMAU
OG0001000	CCAP1982_LOCUS7177|CAD6998602.1|CCAP	LOC117138000|XP_033155677.1|DMAU
OG0001001	CCAP1982_LOCUS7241|CAD6998682.1|CCAP	LOC117135434|XP_033151487.1|DMAU
OG0001002	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP	LOC117150537|XP_033173354.1|DMAU
OG0001004	CCAP1982_LOCUS519|CAD6991602.1|CCAP	LOC117144222|XP_033165170.1|DMAU, LOC117143801|XP_033164536.1|DMAU
OG0001005	CCAP1982_LOCUS13375|CAD7004999.1|CCAP	LOC117145569|XP_033167169.1|DMAU, LOC117146731|XP_033169064.1|DMAU
OG0001006	CCAP1982_LOCUS13426|CAD7005058.1|CCAP	LOC117143775|XP_033164494.1|DMAU, LOC117139132|XP_033157173.1|DMAU
OG0001007	CCAP1982_LOCUS21101|CAD7013012.1|CCAP	LOC117135451|XP_033151526.1|DMAU
OG0001009	CCAP1982_LOCUS8077|CAD6999557.1|CCAP	LOC117144589|XP_033165758.1|DMAU, LOC117142760|XP_033162833.1|DMAU
OG0001013	CCAP1982_LOCUS13472|CAD7005110.1|CCAP	LOC117139125|XP_033157162.1|DMAU, LOC117140206|XP_033158884.1|DMAU
OG0001014	CCAP1982_LOCUS14739|CAD7006419.1|CCAP	LOC117139537|XP_033157801.1|DMAU, LOC117139896|XP_033158466.1|DMAU
OG0001019	CCAP1982_LOCUS3433|CAD6994698.1|CCAP	LOC117143230|XP_033163671.1|DMAU
OG0001021	CCAP1982_LOCUS20092|CAD7011981.1|CCAP	LOC117138340|XP_033156273.1|DMAU
OG0001024	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP	LOC117143889|XP_033164681.1|DMAU
OG0001025	CCAP1982_LOCUS14956|CAD7006653.1|CCAP	LOC117141213|XP_033160462.1|DMAU
OG0001026	CCAP1982_LOCUS21674|CAD7013623.1|CCAP	LOC117138590|XP_033156662.1|DMAU
OG0001027	CCAP1982_LOCUS11668|CAD7003208.1|CCAP	LOC117139527|XP_033157780.1|DMAU
OG0001028	CCAP1982_LOCUS8649|CAD7000156.1|CCAP	LOC117139617|XP_033157965.1|DMAU
OG0001031	CCAP1982_LOCUS6156|CAD6997517.1|CCAP	LOC117135175|XP_033151135.1|DMAU
OG0001034	CCAP1982_LOCUS13833|CAD7005473.1|CCAP	LOC117139496|XP_033157714.1|DMAU
OG0001042	CCAP1982_LOCUS1764|CAD6992931.1|CCAP	LOC117145224|XP_033166687.1|DMAU
OG0001044	CCAP1982_LOCUS21192|CAD7013119.1|CCAP, CCAP1982_LOCUS21189|CAD7013116.1|CCAP, CCAP1982_LOCUS21193|CAD7013120.1|CCAP	LOC117137282|XP_033154544.1|DMAU
OG0001045	CCAP1982_LOCUS20913|CAD7012813.1|CCAP	LOC117137462|XP_033154799.1|DMAU
OG0001046	CCAP1982_LOCUS19960|CAD7011851.1|CCAP	LOC117136290|XP_033153017.1|DMAU, LOC117136289|XP_033153016.1|DMAU
OG0001047	CCAP1982_LOCUS20366|CAD7012270.1|CCAP	LOC117135630|XP_033151896.1|DMAU
OG0001048	CCAP1982_LOCUS21371|CAD7013300.1|CCAP	LOC117137600|XP_033155008.1|DMAU
OG0001049	CCAP1982_LOCUS12233|CAD7003800.1|CCAP, CCAP1982_LOCUS12232|CAD7003799.1|CCAP	LOC117139765|XP_033158252.1|DMAU
OG0001050	CCAP1982_LOCUS11755|CAD7003293.1|CCAP	LOC117141344|XP_033160638.1|DMAU
OG0001051	CCAP1982_LOCUS7727|CAD6999191.1|CCAP	LOC117151072|XP_033174205.1|DMAU
OG0001052	CCAP1982_LOCUS5814|CAD6997172.1|CCAP	LOC117139580|XP_033157924.1|DMAU
OG0001054	CCAP1982_LOCUS3180|CAD6994429.1|CCAP	LOC117144668|XP_033165877.1|DMAU, LOC117144669|XP_033165878.1|DMAU
OG0001057	CCAP1982_LOCUS20701|CAD7012617.1|CCAP	LOC117143767|XP_033164484.1|DMAU
OG0001059	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP	LOC117140672|XP_033159613.1|DMAU, LOC117140865|XP_033159894.1|DMAU
OG0001060	CCAP1982_LOCUS398|CAD6991473.1|CCAP	LOC117144130|XP_033165045.1|DMAU
OG0001061	CCAP1982_LOCUS21406|CAD7013338.1|CCAP, CCAP1982_LOCUS4091|CAD6995373.1|CCAP	LOC117145881|XP_033167596.1|DMAU, LOC117146011|XP_033167821.1|DMAU
OG0001062	CCAP1982_LOCUS2581|CAD6993783.1|CCAP	LOC117145124|XP_033166536.1|DMAU, LOC117144193|XP_033165132.1|DMAU
OG0001063	CCAP1982_LOCUS20718|CAD7012631.1|CCAP, CCAP1982_LOCUS20715|CAD7012628.1|CCAP	LOC117147637|XP_033170494.1|DMAU, LOC117147439|XP_033170212.1|DMAU
OG0001065	CCAP1982_LOCUS14284|CAD7005946.1|CCAP	LOC117135782|XP_033152146.1|DMAU
OG0001073	CCAP1982_LOCUS2980|CAD6994218.1|CCAP	LOC117145592|XP_033167189.1|DMAU
OG0001074	CCAP1982_LOCUS22501|CAD7014499.1|CCAP	LOC117137602|XP_033155011.1|DMAU
OG0001075	CCAP1982_LOCUS14895|CAD7006581.1|CCAP	LOC117141868|XP_033161442.1|DMAU
OG0001077	CCAP1982_LOCUS4172|CAD6995457.1|CCAP	LOC117139669|XP_033158037.1|DMAU
OG0001079	CCAP1982_LOCUS12708|CAD7004289.1|CCAP	LOC117140380|XP_033159136.1|DMAU
OG0001080	CCAP1982_LOCUS11124|CAD7002641.1|CCAP	LOC117139716|XP_033158122.1|DMAU
OG0001081	CCAP1982_LOCUS996|CAD6992112.1|CCAP	LOC117145921|XP_033167670.1|DMAU
OG0001082	CCAP1982_LOCUS22051|CAD7014045.1|CCAP	LOC117137630|XP_033155053.1|DMAU
OG0001083	CCAP1982_LOCUS14891|CAD7006577.1|CCAP	LOC117147646|XP_033170507.1|DMAU, LOC117140875|XP_033159909.1|DMAU, LOC117148593|XP_033171962.1|DMAU, LOC117147840|XP_033170789.1|DMAU
OG0001084	CCAP1982_LOCUS21820|CAD7013799.1|CCAP	LOC117136168|XP_033152800.1|DMAU
OG0001085	CCAP1982_LOCUS21337|CAD7013266.1|CCAP	LOC117138186|XP_033155976.1|DMAU
OG0001086	CCAP1982_LOCUS21090|CAD7013000.1|CCAP	LOC117143507|XP_033164119.1|DMAU, LOC117135450|XP_033151523.1|DMAU
OG0001088	CCAP1982_LOCUS12834|CAD7004425.1|CCAP	LOC117139743|XP_033158195.1|DMAU
OG0001089	CCAP1982_LOCUS12321|CAD7003891.1|CCAP	LOC117139009|XP_033156993.1|DMAU
OG0001090	CCAP1982_LOCUS12515|CAD7004092.1|CCAP	LOC117141127|XP_033160341.1|DMAU
OG0001092	CCAP1982_LOCUS8406|CAD6999896.1|CCAP	LOC117147817|XP_033170762.1|DMAU, LOC117149947|XP_033172740.1|DMAU
OG0001093	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP	LOC117150686|XP_033173589.1|DMAU
OG0001094	CCAP1982_LOCUS6585|CAD6997967.1|CCAP, CCAP1982_LOCUS6594|CAD6997977.1|CCAP	LOC117148773|XP_033172264.1|DMAU
OG0001095	CCAP1982_LOCUS5633|CAD6996967.1|CCAP	LOC117136201|XP_033152841.1|DMAU
OG0001096	CCAP1982_LOCUS8252|CAD6999726.1|CCAP	LOC117146591|XP_033168805.1|DMAU
OG0001097	CCAP1982_LOCUS5730|CAD6997077.1|CCAP	LOC117138506|XP_033156529.1|DMAU
OG0001098	CCAP1982_LOCUS13085|CAD7004691.1|CCAP	LOC117139252|XP_033157358.1|DMAU
OG0001099	CCAP1982_LOCUS12524|CAD7004101.1|CCAP	LOC117141294|XP_033160564.1|DMAU
OG0001100	CCAP1982_LOCUS908|CAD6992026.1|CCAP	LOC117139977|XP_033158570.1|DMAU
OG0001101	CCAP1982_LOCUS20125|CAD7012014.1|CCAP	LOC117138569|XP_033156630.1|DMAU
OG0001102	CCAP1982_LOCUS14202|CAD7005860.1|CCAP	LOC117138978|XP_033156936.1|DMAU
OG0001103	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP	LOC117143515|XP_033164129.1|DMAU
OG0001104	CCAP1982_LOCUS20148|CAD7012046.1|CCAP	LOC117136429|XP_033153234.1|DMAU
OG0001106	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP	LOC117146335|XP_033168337.1|DMAU, LOC117146336|XP_033168344.1|DMAU
OG0001119	CCAP1982_LOCUS4136|CAD6995419.1|CCAP	LOC117140618|XP_033159525.1|DMAU
OG0001120	CCAP1982_LOCUS3124|CAD6994371.1|CCAP	LOC117142265|XP_033162022.1|DMAU
OG0001121	CCAP1982_LOCUS22189|CAD7014183.1|CCAP	LOC117135704|XP_033152011.1|DMAU
OG0001122	CCAP1982_LOCUS12577|CAD7004157.1|CCAP	LOC117139749|XP_033158201.1|DMAU
OG0001124	CCAP1982_LOCUS3530|CAD6994799.1|CCAP	LOC117144496|XP_033165574.1|DMAU, LOC117143886|XP_033164675.1|DMAU
OG0001125	CCAP1982_LOCUS12956|CAD7004560.1|CCAP	LOC117145250|XP_033166722.1|DMAU
OG0001126	CCAP1982_LOCUS12939|CAD7004542.1|CCAP, CCAP1982_LOCUS12934|CAD7004537.1|CCAP	LOC117140218|XP_033158899.1|DMAU
OG0001127	CCAP1982_LOCUS13446|CAD7005083.1|CCAP	LOC117139129|XP_033157170.1|DMAU
OG0001129	CCAP1982_LOCUS5497|CAD6996824.1|CCAP, CCAP1982_LOCUS5496|CAD6996823.1|CCAP	LOC117137095|XP_033154311.1|DMAU
OG0001130	CCAP1982_LOCUS5744|CAD6997091.1|CCAP	LOC117148663|XP_033172071.1|DMAU, LOC117150150|XP_033172843.1|DMAU, LOC117150147|XP_033172841.1|DMAU
OG0001131	CCAP1982_LOCUS10341|CAD7001852.1|CCAP	LOC117146307|XP_033168237.1|DMAU
OG0001133	CCAP1982_LOCUS6899|CAD6998290.1|CCAP	LOC117146590|XP_033168841.1|DMAU
OG0001134	CCAP1982_LOCUS20005|CAD7011894.1|CCAP	LOC117136270|XP_033152990.1|DMAU
OG0001135	CCAP1982_LOCUS54|CAD6991107.1|CCAP, CCAP1982_LOCUS53|CAD6991106.1|CCAP	LOC117144238|XP_033165198.1|DMAU
OG0001136	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP	LOC117146122|XP_033168010.1|DMAU
OG0001137	CCAP1982_LOCUS5134|CAD6996465.1|CCAP	LOC117145541|XP_033167127.1|DMAU
OG0001138	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP	LOC117139717|XP_033158123.1|DMAU
OG0001139	CCAP1982_LOCUS14528|CAD7006200.1|CCAP	LOC117142102|XP_033161878.1|DMAU
OG0001140	CCAP1982_LOCUS30|CAD6991082.1|CCAP, CCAP1982_LOCUS29|CAD6991081.1|CCAP	LOC117142450|XP_033162311.1|DMAU, LOC117149994|XP_033172773.1|DMAU, LOC117150058|XP_033172808.1|DMAU, LOC117150055|XP_033172807.1|DMAU
OG0001141	CCAP1982_LOCUS1431|CAD6992583.1|CCAP, CCAP1982_LOCUS1434|CAD6992585.1|CCAP	LOC117144982|XP_033166342.1|DMAU
OG0001142	CCAP1982_LOCUS1037|CAD6992159.1|CCAP	LOC117142463|XP_033162346.1|DMAU
OG0001142	CCAP1982_LOCUS1038|CAD6992161.1|CCAP	LOC117142464|XP_033162347.1|DMAU
OG0001144	CCAP1982_LOCUS20324|CAD7012226.1|CCAP	LOC117143956|XP_033164782.1|DMAU, LOC117136746|XP_033153668.1|DMAU
OG0001145	CCAP1982_LOCUS20697|CAD7012613.1|CCAP	LOC117137572|XP_033154969.1|DMAU, LOC117137573|XP_033154970.1|DMAU
OG0001146	CCAP1982_LOCUS14012|CAD7005655.1|CCAP	LOC117150745|XP_033173669.1|DMAU, LOC117148492|XP_033171763.1|DMAU
OG0001153	CCAP1982_LOCUS20531|CAD7012450.1|CCAP	LOC117136781|XP_033153723.1|DMAU, LOC117140045|XP_033158669.1|DMAU
OG0001154	CCAP1982_LOCUS5972|CAD6997338.1|CCAP	LOC117141760|XP_033161279.1|DMAU
OG0001157	CCAP1982_LOCUS4069|CAD6995350.1|CCAP, CCAP1982_LOCUS4068|CAD6995349.1|CCAP	LOC117142764|XP_033162836.1|DMAU
OG0001158	CCAP1982_LOCUS8483|CAD6999978.1|CCAP	LOC117140202|XP_033158882.1|DMAU
OG0001159	CCAP1982_LOCUS1413|CAD6992567.1|CCAP	LOC117145378|XP_033166894.1|DMAU
OG0001160	CCAP1982_LOCUS1437|CAD6992588.1|CCAP, CCAP1982_LOCUS1439|CAD6992590.1|CCAP	LOC117145793|XP_033167469.1|DMAU
OG0001161	CCAP1982_LOCUS44|CAD6991097.1|CCAP	LOC117143257|XP_033163717.1|DMAU
OG0001162	CCAP1982_LOCUS861|CAD6991974.1|CCAP	LOC117142422|XP_033162273.1|DMAU
OG0001163	CCAP1982_LOCUS1187|CAD6992319.1|CCAP	LOC117142675|XP_033162701.1|DMAU
OG0001164	CCAP1982_LOCUS3746|CAD6995015.1|CCAP, CCAP1982_LOCUS3747|CAD6995016.1|CCAP	LOC117145632|XP_033167243.1|DMAU
OG0001165	CCAP1982_LOCUS2339|CAD6993527.1|CCAP	LOC117138556|XP_033156607.1|DMAU
OG0001166	CCAP1982_LOCUS13125|CAD7004732.1|CCAP	LOC117141986|XP_033161691.1|DMAU
OG0001167	CCAP1982_LOCUS23222|CAD7015275.1|CCAP	LOC117137870|XP_033155479.1|DMAU
OG0001168	CCAP1982_LOCUS22756|CAD7014785.1|CCAP	LOC117135764|XP_033152120.1|DMAU
OG0001170	CCAP1982_LOCUS4015|CAD6995296.1|CCAP, CCAP1982_LOCUS8446|CAD6999937.1|CCAP, CCAP1982_LOCUS4014|CAD6995295.1|CCAP	LOC117143475|XP_033164080.1|DMAU
OG0001171	CCAP1982_LOCUS11094|CAD7002610.1|CCAP, CCAP1982_LOCUS11093|CAD7002609.1|CCAP	LOC117138994|XP_033156955.1|DMAU
OG0001172	CCAP1982_LOCUS23142|CAD7015192.1|CCAP, CCAP1982_LOCUS23145|CAD7015194.1|CCAP, CCAP1982_LOCUS23141|CAD7015190.1|CCAP	LOC117136589|XP_033153453.1|DMAU
OG0001173	CCAP1982_LOCUS137|CAD6991199.1|CCAP	LOC117142538|XP_033162477.1|DMAU
OG0001174	CCAP1982_LOCUS13231|CAD7004846.1|CCAP	LOC117139876|XP_033158424.1|DMAU
OG0001175	CCAP1982_LOCUS19961|CAD7011852.1|CCAP	LOC117136286|XP_033153012.1|DMAU
OG0001176	CCAP1982_LOCUS7150|CAD6998569.1|CCAP	LOC117135787|XP_033152166.1|DMAU
OG0001177	CCAP1982_LOCUS7053|CAD6998455.1|CCAP	LOC117138273|XP_033156135.1|DMAU
OG0001178	CCAP1982_LOCUS22089|CAD7014082.1|CCAP	LOC117136036|XP_033152550.1|DMAU
OG0001179	CCAP1982_LOCUS21397|CAD7013328.1|CCAP	LOC117137140|XP_033154331.1|DMAU
OG0001180	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP	LOC117146295|XP_033168200.1|DMAU
OG0001181	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP	LOC117139857|XP_033158398.1|DMAU
OG0001182	CCAP1982_LOCUS461|CAD6991542.1|CCAP	LOC117145299|XP_033166782.1|DMAU
OG0001185	CCAP1982_LOCUS235|CAD6991306.1|CCAP	LOC117144514|XP_033165622.1|DMAU, LOC117144512|XP_033165601.1|DMAU
OG0001186	CCAP1982_LOCUS4357|CAD6995650.1|CCAP	LOC117142573|XP_033162532.1|DMAU
OG0001187	CCAP1982_LOCUS20646|CAD7012561.1|CCAP	LOC117137936|XP_033155583.1|DMAU
OG0001188	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP	LOC117136156|XP_033152768.1|DMAU
OG0001191	CCAP1982_LOCUS19467|CAD7011363.1|CCAP	LOC117147354|XP_033170111.1|DMAU
OG0001192	CCAP1982_LOCUS5423|CAD6996743.1|CCAP	LOC117150487|XP_033173281.1|DMAU
OG0001193	CCAP1982_LOCUS1428|CAD6992580.1|CCAP	LOC117143581|XP_033164220.1|DMAU
OG0001195	CCAP1982_LOCUS21002|CAD7012903.1|CCAP	LOC117136540|XP_033153382.1|DMAU
OG0001200	CCAP1982_LOCUS4180|CAD6995465.1|CCAP	LOC117136880|XP_033153879.1|DMAU
OG0001201	CCAP1982_LOCUS703|CAD6991799.1|CCAP	LOC117142848|XP_033162973.1|DMAU
OG0001202	CCAP1982_LOCUS12204|CAD7003768.1|CCAP	LOC117147733|XP_033170622.1|DMAU, LOC117147728|XP_033170619.1|DMAU
OG0001203	CCAP1982_LOCUS9590|CAD7001118.1|CCAP, CCAP1982_LOCUS9348|CAD7000874.1|CCAP	LOC117146265|XP_033168130.1|DMAU
OG0001205	CCAP1982_LOCUS4555|CAD6995854.1|CCAP	LOC117142990|XP_033163233.1|DMAU
OG0001206	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP	LOC117145892|XP_033167624.1|DMAU
OG0001209	CCAP1982_LOCUS1956|CAD6993130.1|CCAP	LOC117143553|XP_033164185.1|DMAU
OG0001213	CCAP1982_LOCUS4317|CAD6995611.1|CCAP	LOC117144782|XP_033166042.1|DMAU
OG0001214	CCAP1982_LOCUS1460|CAD6992611.1|CCAP	LOC117142676|XP_033162706.1|DMAU
OG0001215	CCAP1982_LOCUS2002|CAD6993180.1|CCAP	LOC117145244|XP_033166716.1|DMAU
OG0001216	CCAP1982_LOCUS2004|CAD6993182.1|CCAP	LOC117142586|XP_033162547.1|DMAU
OG0001217	CCAP1982_LOCUS6159|CAD6997520.1|CCAP	LOC117138113|XP_033155907.1|DMAU
OG0001218	CCAP1982_LOCUS3380|CAD6994645.1|CCAP	LOC117142256|XP_033162009.1|DMAU
OG0001220	CCAP1982_LOCUS21522|CAD7013457.1|CCAP	LOC117137745|XP_033155220.1|DMAU
OG0001221	CCAP1982_LOCUS22041|CAD7014035.1|CCAP	LOC117137636|XP_033155058.1|DMAU
OG0001222	CCAP1982_LOCUS5153|CAD6996484.1|CCAP	LOC117146033|XP_033167855.1|DMAU
OG0001223	CCAP1982_LOCUS22608|CAD7014617.1|CCAP	LOC117138446|XP_033156450.1|DMAU
OG0001224	CCAP1982_LOCUS20318|CAD7012220.1|CCAP	LOC117137597|XP_033154999.1|DMAU
OG0001225	CCAP1982_LOCUS21678|CAD7013628.1|CCAP	LOC117135503|XP_033151618.1|DMAU
OG0001226	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP	LOC117135732|XP_033152067.1|DMAU
OG0001227	CCAP1982_LOCUS8848|CAD7000368.1|CCAP	LOC117144657|XP_033165851.1|DMAU
OG0001229	CCAP1982_LOCUS21558|CAD7013498.1|CCAP	LOC117136207|XP_033152853.1|DMAU
OG0001230	CCAP1982_LOCUS22839|CAD7014875.1|CCAP	LOC117135745|XP_033152086.1|DMAU
OG0001231	CCAP1982_LOCUS5440|CAD6996761.1|CCAP	LOC117145595|XP_033167204.1|DMAU
OG0001232	CCAP1982_LOCUS6770|CAD6998154.1|CCAP, CCAP1982_LOCUS6767|CAD6998152.1|CCAP, CCAP1982_LOCUS6769|CAD6998153.1|CCAP, CCAP1982_LOCUS6766|CAD6998151.1|CCAP	LOC117150641|XP_033173507.1|DMAU
OG0001233	CCAP1982_LOCUS8291|CAD6999768.1|CCAP	LOC117150670|XP_033173561.1|DMAU
OG0001234	CCAP1982_LOCUS19773|CAD7011689.1|CCAP	LOC117137741|XP_033155215.1|DMAU
OG0001235	CCAP1982_LOCUS7409|CAD6998860.1|CCAP	LOC117150322|XP_033173051.1|DMAU
OG0001236	CCAP1982_LOCUS14234|CAD7005894.1|CCAP	LOC117140025|XP_033158647.1|DMAU
OG0001237	CCAP1982_LOCUS96|CAD6991156.1|CCAP	LOC117140868|XP_033159898.1|DMAU, LOC117145515|XP_033167095.1|DMAU
OG0001238	CCAP1982_LOCUS5052|CAD6996373.1|CCAP	LOC117142360|XP_033162175.1|DMAU
OG0001240	CCAP1982_LOCUS286|CAD6991356.1|CCAP	LOC117145127|XP_033166538.1|DMAU
OG0001241	CCAP1982_LOCUS4194|CAD6995478.1|CCAP	LOC117138021|XP_033155719.1|DMAU
OG0001243	CCAP1982_LOCUS13382|CAD7005007.1|CCAP	LOC117139852|XP_033158390.1|DMAU
OG0001244	CCAP1982_LOCUS2040|CAD6993221.1|CCAP	LOC117142718|XP_033162771.1|DMAU
OG0001245	CCAP1982_LOCUS2940|CAD6994175.1|CCAP, CCAP1982_LOCUS2941|CAD6994176.1|CCAP	LOC117145201|XP_033166654.1|DMAU
OG0001247	CCAP1982_LOCUS21110|CAD7013024.1|CCAP	LOC117138439|XP_033156440.1|DMAU
OG0001251	CCAP1982_LOCUS4741|CAD6996035.1|CCAP	LOC117144286|XP_033165281.1|DMAU, LOC117144285|XP_033165279.1|DMAU
OG0001252	CCAP1982_LOCUS3201|CAD6994454.1|CCAP, CCAP1982_LOCUS3202|CAD6994455.1|CCAP	LOC117144536|XP_033165658.1|DMAU, LOC117144532|XP_033165654.1|DMAU
OG0001253	CCAP1982_LOCUS5362|CAD6996678.1|CCAP	LOC117147936|XP_033170972.1|DMAU, LOC117147836|XP_033170788.1|DMAU, LOC117147835|XP_033170787.1|DMAU, LOC117147830|XP_033170779.1|DMAU, LOC117137859|XP_033155464.1|DMAU
OG0001254	CCAP1982_LOCUS22056|CAD7014049.1|CCAP	LOC117138338|XP_033156267.1|DMAU
OG0001255	CCAP1982_LOCUS20294|CAD7012192.1|CCAP	LOC117137333|XP_033154615.1|DMAU
OG0001257	CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP	LOC117146323|XP_033168280.1|DMAU
OG0001258	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP	LOC117144508|XP_033165589.1|DMAU
OG0001260	CCAP1982_LOCUS3092|CAD6994336.1|CCAP	LOC117144726|XP_033165960.1|DMAU
OG0001262	CCAP1982_LOCUS13374|CAD7004998.1|CCAP	LOC117141945|XP_033161589.1|DMAU
OG0001263	CCAP1982_LOCUS1201|CAD6992337.1|CCAP	LOC117142271|XP_033162038.1|DMAU
OG0001264	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP	LOC117151015|XP_033174112.1|DMAU
OG0001266	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP	LOC117135964|XP_033152457.1|DMAU
OG0001267	CCAP1982_LOCUS3717|CAD6994986.1|CCAP	LOC117145054|XP_033166454.1|DMAU
OG0001269	CCAP1982_LOCUS20837|CAD7012733.1|CCAP	LOC117136556|XP_033153400.1|DMAU
OG0001270	CCAP1982_LOCUS1004|CAD6992122.1|CCAP	LOC117145234|XP_033166699.1|DMAU
OG0001271	CCAP1982_LOCUS22619|CAD7014628.1|CCAP	LOC117136325|XP_033153070.1|DMAU
OG0001272	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP	LOC117139445|XP_033157641.1|DMAU
OG0001273	CCAP1982_LOCUS3030|CAD6994269.1|CCAP	LOC117144074|XP_033164975.1|DMAU
OG0001274	CCAP1982_LOCUS14515|CAD7006186.1|CCAP	LOC117139532|XP_033157793.1|DMAU
OG0001276	CCAP1982_LOCUS11502|CAD7003039.1|CCAP	LOC117140779|XP_033159755.1|DMAU
