Orthogroup	CCAP.longest_only	DEUG.longest_only
OG0000482	CCAP1982_LOCUS441|CAD6991522.1|CCAP	LOC108111725|XP_017076767.1|DEUG
OG0000483	CCAP1982_LOCUS408|CAD6991483.1|CCAP	LOC108116583|XP_017084013.1|DEUG, LOC108116550|XP_017083977.1|DEUG
OG0000484	CCAP1982_LOCUS4492|CAD6995788.1|CCAP, CCAP1982_LOCUS4488|CAD6995784.1|CCAP	LOC108117209|XP_017085014.1|DEUG
OG0000484	CCAP1982_LOCUS4489|CAD6995785.1|CCAP	LOC108117205|XP_017085009.1|DEUG
OG0000485	CCAP1982_LOCUS14116|CAD7005768.1|CCAP	LOC108108644|XP_017072234.1|DEUG
OG0000486	CCAP1982_LOCUS21710|CAD7013667.1|CCAP, CCAP1982_LOCUS22884|CAD7014920.1|CCAP	LOC108109199|XP_017073124.1|DEUG, LOC108109197|XP_017073121.1|DEUG
OG0000487	CCAP1982_LOCUS21983|CAD7013974.1|CCAP	LOC108106298|XP_017068756.1|DEUG
OG0000487	CCAP1982_LOCUS21979|CAD7013970.1|CCAP, CCAP1982_LOCUS21981|CAD7013972.1|CCAP, CCAP1982_LOCUS21980|CAD7013971.1|CCAP, CCAP1982_LOCUS21976|CAD7013967.1|CCAP	LOC108106730|XP_017069456.1|DEUG
OG0000489	CCAP1982_LOCUS1170|CAD6992302.1|CCAP	LOC108109346|XP_017073294.1|DEUG
OG0000489	CCAP1982_LOCUS1171|CAD6992303.1|CCAP	LOC108111834|XP_017076928.1|DEUG
OG0000491	CCAP1982_LOCUS12181|CAD7003745.1|CCAP, CCAP1982_LOCUS12180|CAD7003744.1|CCAP	LOC108106697|XP_017069418.1|DEUG, LOC108106225|XP_017068640.1|DEUG, LOC108106696|XP_017069417.1|DEUG
OG0000492	CCAP1982_LOCUS22810|CAD7014843.1|CCAP	LOC108104591|XP_017066243.1|DEUG
OG0000494	CCAP1982_LOCUS6227|CAD6997588.1|CCAP	LOC108105826|XP_017068059.1|DEUG
OG0000495	CCAP1982_LOCUS22934|CAD7014974.1|CCAP, CCAP1982_LOCUS22857|CAD7014893.1|CCAP	LOC108103670|XP_017064718.1|DEUG
OG0000495	CCAP1982_LOCUS22933|CAD7014973.1|CCAP	LOC108112202|XP_017077506.1|DEUG
OG0000496	CCAP1982_LOCUS7748|CAD6999214.1|CCAP	LOC108102495|XP_017063001.1|DEUG
OG0000497	CCAP1982_LOCUS7339|CAD6998785.1|CCAP	LOC108107146|XP_017070039.1|DEUG
OG0000497	CCAP1982_LOCUS7343|CAD6998789.1|CCAP, CCAP1982_LOCUS7347|CAD6998793.1|CCAP	LOC108106968|XP_017069755.1|DEUG
OG0000498	CCAP1982_LOCUS412|CAD6991488.1|CCAP	LOC108116567|XP_017083996.1|DEUG, LOC108109315|XP_017073289.1|DEUG
OG0000498	CCAP1982_LOCUS414|CAD6991490.1|CCAP	LOC108116574|XP_017084004.1|DEUG
OG0000499	CCAP1982_LOCUS1341|CAD6992489.1|CCAP	LOC108105502|XP_017067615.1|DEUG
OG0000500	CCAP1982_LOCUS14122|CAD7005774.1|CCAP	LOC108108457|XP_017072000.1|DEUG
OG0000500	CCAP1982_LOCUS14118|CAD7005770.1|CCAP	LOC108108623|XP_017072211.1|DEUG
OG0000501	CCAP1982_LOCUS20961|CAD7012862.1|CCAP	LOC108110467|XP_017075023.1|DEUG, LOC108113339|XP_017079390.1|DEUG
OG0000504	CCAP1982_LOCUS11753|CAD7003291.1|CCAP	LOC108114636|XP_017081192.1|DEUG
OG0000506	CCAP1982_LOCUS3861|CAD6995138.1|CCAP	LOC108113704|XP_017079872.1|DEUG
OG0000506	CCAP1982_LOCUS3860|CAD6995137.1|CCAP	LOC108113760|XP_017079945.1|DEUG
OG0000508	CCAP1982_LOCUS11138|CAD7002655.1|CCAP	LOC108102768|XP_017063414.1|DEUG, LOC108104706|XP_017066413.1|DEUG
OG0000509	CCAP1982_LOCUS22430|CAD7014434.1|CCAP	LOC108112856|XP_017078668.1|DEUG
OG0000509	CCAP1982_LOCUS22451|CAD7014456.1|CCAP	LOC108112730|XP_017078457.1|DEUG
OG0000510	CCAP1982_LOCUS22883|CAD7014919.1|CCAP	LOC108106460|XP_017069014.1|DEUG
OG0000510	CCAP1982_LOCUS22881|CAD7014917.1|CCAP	LOC108106459|XP_017069013.1|DEUG
OG0000511	CCAP1982_LOCUS7895|CAD6999368.1|CCAP	LOC108110365|XP_017074906.1|DEUG
OG0000511	CCAP1982_LOCUS7894|CAD6999367.1|CCAP	LOC108118436|XP_017086630.1|DEUG
OG0000512	CCAP1982_LOCUS7057|CAD6998460.1|CCAP	LOC108112316|XP_017077636.1|DEUG
OG0000512	CCAP1982_LOCUS6661|CAD6998045.1|CCAP	LOC108114370|XP_017080810.1|DEUG
OG0000513	CCAP1982_LOCUS7011|CAD6998411.1|CCAP	LOC108106395|XP_017068892.1|DEUG
OG0000514	CCAP1982_LOCUS6954|CAD6998353.1|CCAP	LOC108104101|XP_017065487.1|DEUG
OG0000514	CCAP1982_LOCUS6964|CAD6998363.1|CCAP	LOC108104084|XP_017065469.1|DEUG
OG0000515	CCAP1982_LOCUS9878|CAD7001381.1|CCAP	LOC108102383|XP_017062810.1|DEUG
OG0000515	CCAP1982_LOCUS5206|CAD6996538.1|CCAP, CCAP1982_LOCUS1034|CAD6992156.1|CCAP	LOC108114405|XP_017080869.1|DEUG
OG0000517	CCAP1982_LOCUS14093|CAD7005742.1|CCAP, CCAP1982_LOCUS14091|CAD7005740.1|CCAP, CCAP1982_LOCUS14092|CAD7005741.1|CCAP	LOC108117344|XP_017085207.1|DEUG, LOC108117349|XP_017085213.1|DEUG
OG0000518	CCAP1982_LOCUS21631|CAD7013575.1|CCAP	LOC108104889|XP_017066709.1|DEUG, LOC108104897|XP_017066717.1|DEUG, LOC108109762|XP_017073924.1|DEUG, LOC108113993|XP_017080226.1|DEUG
OG0000523	CCAP1982_LOCUS4144|CAD6995427.1|CCAP	LOC108113770|XP_017079957.1|DEUG
OG0000524	CCAP1982_LOCUS2835|CAD6994063.1|CCAP	LOC108114639|XP_017081201.1|DEUG, LOC108115701|XP_017082760.1|DEUG, LOC108113792|XP_017079990.1|DEUG, LOC108113779|XP_017079969.1|DEUG
OG0000525	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP	LOC108104605|XP_017066265.1|DEUG, LOC108104555|XP_017066186.1|DEUG
OG0000526	CCAP1982_LOCUS5509|CAD6996836.1|CCAP	LOC108114811|XP_017081421.1|DEUG, LOC108109215|XP_017073149.1|DEUG
OG0000527	CCAP1982_LOCUS9186|CAD7000713.1|CCAP	LOC108111032|XP_017075848.1|DEUG
OG0000528	CCAP1982_LOCUS6932|CAD6998327.1|CCAP	LOC108110490|XP_017075057.1|DEUG
OG0000529	CCAP1982_LOCUS8941|CAD7000464.1|CCAP	LOC108110538|XP_017075108.1|DEUG
OG0000530	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP	LOC108114155|XP_017080435.1|DEUG
OG0000530	CCAP1982_LOCUS11386|CAD7002920.1|CCAP	LOC108113616|XP_017079769.1|DEUG
OG0000531	CCAP1982_LOCUS6164|CAD6997524.1|CCAP	LOC108108871|XP_017072578.1|DEUG, LOC108105668|XP_017067857.1|DEUG, LOC108112197|XP_017077500.1|DEUG
OG0000532	CCAP1982_LOCUS606|CAD6991693.1|CCAP	LOC108117098|XP_017084799.1|DEUG, LOC108117086|XP_017084747.1|DEUG
OG0000535	CCAP1982_LOCUS21016|CAD7012917.1|CCAP	LOC108112462|XP_017077804.1|DEUG, LOC108109288|XP_017073270.1|DEUG
OG0000536	CCAP1982_LOCUS14724|CAD7006404.1|CCAP	LOC108108090|XP_017071470.1|DEUG
OG0000537	CCAP1982_LOCUS21949|CAD7013938.1|CCAP	LOC108113355|XP_017079408.1|DEUG
OG0000538	CCAP1982_LOCUS19765|CAD7011681.1|CCAP	LOC108113053|XP_017078972.1|DEUG
OG0000538	CCAP1982_LOCUS19763|CAD7011678.1|CCAP	LOC108104551|XP_017066181.1|DEUG
OG0000539	CCAP1982_LOCUS338|CAD6991411.1|CCAP	LOC108113537|XP_017079621.1|DEUG
OG0000539	CCAP1982_LOCUS341|CAD6991414.1|CCAP	LOC108113649|XP_017079809.1|DEUG
OG0000540	CCAP1982_LOCUS7995|CAD6999471.1|CCAP	LOC108115548|XP_017082544.1|DEUG, LOC108115424|XP_017082349.1|DEUG
OG0000542	CCAP1982_LOCUS700|CAD6991796.1|CCAP	LOC108113718|XP_017079888.1|DEUG
OG0000542	CCAP1982_LOCUS5512|CAD6996839.1|CCAP	LOC108102311|XP_017062563.1|DEUG
OG0000543	CCAP1982_LOCUS22601|CAD7014610.1|CCAP	LOC108108882|XP_017072589.1|DEUG
OG0000544	CCAP1982_LOCUS11870|CAD7003414.1|CCAP	LOC108114631|XP_017081186.1|DEUG
OG0000544	CCAP1982_LOCUS4262|CAD6995551.1|CCAP	LOC108115167|XP_017081974.1|DEUG
OG0000545	CCAP1982_LOCUS2546|CAD6993748.1|CCAP	LOC108117292|XP_017085137.1|DEUG
OG0000548	CCAP1982_LOCUS13084|CAD7004690.1|CCAP	LOC108114171|XP_017080455.1|DEUG, LOC108114172|XP_017080456.1|DEUG
OG0000549	CCAP1982_LOCUS23354|CAD7015411.1|CCAP	LOC108109191|XP_017073115.1|DEUG
OG0000550	CCAP1982_LOCUS12168|CAD7003731.1|CCAP	LOC108105269|XP_017067238.1|DEUG
OG0000550	CCAP1982_LOCUS12162|CAD7003725.1|CCAP	LOC108104657|XP_017066328.1|DEUG
OG0000551	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP	LOC108112494|XP_017077851.1|DEUG
OG0000553	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP	LOC108110939|XP_017075722.1|DEUG
OG0000554	CCAP1982_LOCUS1799|CAD6992967.1|CCAP	LOC108116704|XP_017084210.1|DEUG, LOC108116705|XP_017084211.1|DEUG
OG0000555	CCAP1982_LOCUS11538|CAD7003075.1|CCAP	LOC108104636|XP_017066299.1|DEUG, LOC108107775|XP_017070959.1|DEUG
OG0000556	CCAP1982_LOCUS743|CAD6991844.1|CCAP	LOC108105371|XP_017067396.1|DEUG, LOC108116500|XP_017083922.1|DEUG
OG0000557	CCAP1982_LOCUS805|CAD6991916.1|CCAP	LOC108111741|XP_017076783.1|DEUG
OG0000557	CCAP1982_LOCUS804|CAD6991915.1|CCAP	LOC108111736|XP_017076779.1|DEUG
OG0000559	CCAP1982_LOCUS2187|CAD6993371.1|CCAP	LOC108112189|XP_017077528.1|DEUG
OG0000559	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP	LOC108118186|XP_017086234.1|DEUG
OG0000560	CCAP1982_LOCUS20229|CAD7012131.1|CCAP	LOC108113247|XP_017079283.1|DEUG, LOC108113246|XP_017079281.1|DEUG
OG0000561	CCAP1982_LOCUS14402|CAD7006067.1|CCAP	LOC108108172|XP_017071603.1|DEUG
OG0000561	CCAP1982_LOCUS14409|CAD7006074.1|CCAP	LOC108107573|XP_017070622.1|DEUG
OG0000562	CCAP1982_LOCUS13630|CAD7005273.1|CCAP	LOC108114401|XP_017080863.1|DEUG
OG0000562	CCAP1982_LOCUS13660|CAD7005303.1|CCAP	LOC108114579|XP_017081122.1|DEUG
OG0000564	CCAP1982_LOCUS10820|CAD7002332.1|CCAP	LOC108114025|XP_017080262.1|DEUG
OG0000564	CCAP1982_LOCUS10822|CAD7002334.1|CCAP	LOC108113996|XP_017080229.1|DEUG
OG0000566	CCAP1982_LOCUS3532|CAD6994801.1|CCAP	LOC108117297|XP_017085145.1|DEUG
OG0000566	CCAP1982_LOCUS14944|CAD7006638.1|CCAP	LOC108108062|XP_017071427.1|DEUG
OG0000568	CCAP1982_LOCUS1992|CAD6993168.1|CCAP	LOC108104311|XP_017065784.1|DEUG, LOC108115030|XP_017081764.1|DEUG
OG0000569	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP	LOC108110369|XP_017074911.1|DEUG
OG0000569	CCAP1982_LOCUS4158|CAD6995441.1|CCAP	LOC108117015|XP_017084672.1|DEUG
OG0000570	CCAP1982_LOCUS1165|CAD6992297.1|CCAP	LOC108116717|XP_017084227.1|DEUG
OG0000570	CCAP1982_LOCUS1164|CAD6992296.1|CCAP	LOC108116695|XP_017084198.1|DEUG
OG0000571	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP	LOC108116057|XP_017083247.1|DEUG
OG0000571	CCAP1982_LOCUS3940|CAD6995221.1|CCAP	LOC108115998|XP_017083159.1|DEUG
OG0000572	CCAP1982_LOCUS1969|CAD6993143.1|CCAP	LOC108116814|XP_017084352.1|DEUG
OG0000572	CCAP1982_LOCUS1961|CAD6993135.1|CCAP	LOC108116825|XP_017084364.1|DEUG
OG0000573	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP	LOC108108099|XP_017071489.1|DEUG, LOC108109145|XP_017073037.1|DEUG
OG0000574	CCAP1982_LOCUS11934|CAD7003483.1|CCAP	LOC108114187|XP_017080485.1|DEUG
OG0000574	CCAP1982_LOCUS11936|CAD7003485.1|CCAP	LOC108117259|XP_017085099.1|DEUG
OG0000575	CCAP1982_LOCUS10756|CAD7002260.1|CCAP	LOC108108107|XP_017071505.1|DEUG
OG0000575	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP	LOC108108142|XP_017071558.1|DEUG
OG0000577	CCAP1982_LOCUS7692|CAD6999153.1|CCAP	LOC108107058|XP_017069911.1|DEUG, LOC108107018|XP_017069854.1|DEUG
OG0000578	CCAP1982_LOCUS5470|CAD6996797.1|CCAP	LOC108110704|XP_017075336.1|DEUG
OG0000578	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP	LOC108113167|XP_017079171.1|DEUG
OG0000579	CCAP1982_LOCUS7710|CAD6999173.1|CCAP	LOC108116830|XP_017084370.1|DEUG
OG0000579	CCAP1982_LOCUS14550|CAD7006224.1|CCAP	LOC108114503|XP_017081011.1|DEUG
OG0000580	CCAP1982_LOCUS596|CAD6991683.1|CCAP	LOC108116459|XP_017083877.1|DEUG, LOC108116414|XP_017083787.1|DEUG
OG0000581	CCAP1982_LOCUS4884|CAD6996193.1|CCAP	LOC108110214|XP_017074681.1|DEUG
OG0000582	CCAP1982_LOCUS20143|CAD7012040.1|CCAP	LOC108116844|XP_017084432.1|DEUG, LOC108114379|XP_017080823.1|DEUG
OG0000582	CCAP1982_LOCUS20144|CAD7012042.1|CCAP	LOC108109179|XP_017073096.1|DEUG
OG0000583	CCAP1982_LOCUS22237|CAD7014234.1|CCAP	LOC108109045|XP_017072832.1|DEUG
OG0000585	CCAP1982_LOCUS11849|CAD7003391.1|CCAP	LOC108109897|XP_017074193.1|DEUG, LOC108109783|XP_017073951.1|DEUG, LOC108109781|XP_017073949.1|DEUG
OG0000592	CCAP1982_LOCUS7094|CAD6998505.1|CCAP	LOC108113022|XP_017078939.1|DEUG, LOC108106343|XP_017068812.1|DEUG
OG0000593	CCAP1982_LOCUS290|CAD6991360.1|CCAP	LOC108115956|XP_017083082.1|DEUG, LOC108104940|XP_017066791.1|DEUG
OG0000594	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP	LOC108116047|XP_017083234.1|DEUG, LOC108111724|XP_017076766.1|DEUG, LOC108114825|XP_017081448.1|DEUG
OG0000595	CCAP1982_LOCUS1188|CAD6992320.1|CCAP	LOC108116957|XP_017084601.1|DEUG
OG0000595	CCAP1982_LOCUS1912|CAD6993084.1|CCAP	LOC108115988|XP_017083137.1|DEUG
OG0000596	CCAP1982_LOCUS4258|CAD6995547.1|CCAP	LOC108116276|XP_017083552.1|DEUG, LOC108110693|XP_017075316.1|DEUG
OG0000597	CCAP1982_LOCUS2271|CAD6993458.1|CCAP	LOC108104001|XP_017065280.1|DEUG
OG0000598	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP	LOC108116917|XP_017084545.1|DEUG
OG0000599	CCAP1982_LOCUS12255|CAD7003822.1|CCAP	LOC108107664|XP_017070741.1|DEUG
OG0000600	CCAP1982_LOCUS23106|CAD7015156.1|CCAP	LOC108113328|XP_017079374.1|DEUG
OG0000601	CCAP1982_LOCUS5577|CAD6996904.1|CCAP	LOC108107110|XP_017069988.1|DEUG, LOC108110865|XP_017075601.1|DEUG
OG0000602	CCAP1982_LOCUS6527|CAD6997909.1|CCAP	LOC108111242|XP_017076134.1|DEUG
OG0000602	CCAP1982_LOCUS6526|CAD6997908.1|CCAP	LOC108110493|XP_017075061.1|DEUG
OG0000603	CCAP1982_LOCUS8475|CAD6999970.1|CCAP	LOC108117040|XP_017084699.1|DEUG, LOC108110507|XP_017075076.1|DEUG, LOC108106149|XP_017068538.1|DEUG
OG0000604	CCAP1982_LOCUS8179|CAD6999649.1|CCAP	LOC108110868|XP_017075604.1|DEUG
OG0000604	CCAP1982_LOCUS8178|CAD6999648.1|CCAP	LOC108110870|XP_017075605.1|DEUG
OG0000605	CCAP1982_LOCUS7962|CAD6999438.1|CCAP	LOC108115505|XP_017082486.1|DEUG
OG0000607	CCAP1982_LOCUS588|CAD6991675.1|CCAP	LOC108117020|XP_017084677.1|DEUG, LOC108117278|XP_017085120.1|DEUG, LOC108110244|XP_017074720.1|DEUG
OG0000608	CCAP1982_LOCUS21399|CAD7013330.1|CCAP	LOC108113538|XP_017079622.1|DEUG, LOC108113572|XP_017079653.1|DEUG
OG0000610	CCAP1982_LOCUS11659|CAD7003197.1|CCAP	LOC108108627|XP_017072216.1|DEUG, LOC108112393|XP_017077723.1|DEUG
OG0000611	CCAP1982_LOCUS20406|CAD7012311.1|CCAP	LOC108109142|XP_017073029.1|DEUG, LOC108113308|XP_017079349.1|DEUG
OG0000615	CCAP1982_LOCUS1729|CAD6992894.1|CCAP	LOC108109938|XP_017074228.1|DEUG, LOC108110053|XP_017074421.1|DEUG
OG0000617	CCAP1982_LOCUS1174|CAD6992306.1|CCAP	LOC108115802|XP_017082876.1|DEUG
OG0000617	CCAP1982_LOCUS1175|CAD6992307.1|CCAP	LOC108111820|XP_017076917.1|DEUG
OG0000618	CCAP1982_LOCUS3215|CAD6994470.1|CCAP	LOC108109549|XP_017073608.1|DEUG
OG0000619	CCAP1982_LOCUS22996|CAD7015039.1|CCAP	LOC108111979|XP_017077181.1|DEUG
OG0000620	CCAP1982_LOCUS22364|CAD7014367.1|CCAP	LOC108105014|XP_017066902.1|DEUG
OG0000620	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP	LOC108117355|XP_017085222.1|DEUG
OG0000622	CCAP1982_LOCUS14996|CAD7006697.1|CCAP	LOC108114602|XP_017081151.1|DEUG, LOC108108321|XP_017071838.1|DEUG
OG0000623	CCAP1982_LOCUS12757|CAD7004341.1|CCAP	LOC108102839|XP_017063521.1|DEUG
OG0000623	CCAP1982_LOCUS12360|CAD7003938.1|CCAP	LOC108102735|XP_017063372.1|DEUG
OG0000624	CCAP1982_LOCUS21663|CAD7013611.1|CCAP	LOC108113154|XP_017079152.1|DEUG
OG0000625	CCAP1982_LOCUS10908|CAD7002417.1|CCAP	LOC108107929|XP_017071244.1|DEUG, LOC108107930|XP_017071248.1|DEUG
OG0000626	CCAP1982_LOCUS22251|CAD7014248.1|CCAP	LOC108109243|XP_017073209.1|DEUG
OG0000627	CCAP1982_LOCUS13245|CAD7004860.1|CCAP	LOC108108604|XP_017072192.1|DEUG
OG0000628	CCAP1982_LOCUS6489|CAD6997870.1|CCAP	LOC108110580|XP_017075165.1|DEUG, LOC108110804|XP_017075523.1|DEUG
OG0000629	CCAP1982_LOCUS7865|CAD6999338.1|CCAP	LOC108116526|XP_017083953.1|DEUG, LOC108115487|XP_017082461.1|DEUG
OG0000630	CCAP1982_LOCUS6300|CAD6997670.1|CCAP	LOC108107029|XP_017069866.1|DEUG
OG0000630	CCAP1982_LOCUS6298|CAD6997668.1|CCAP	LOC108107090|XP_017069956.1|DEUG
OG0000631	CCAP1982_LOCUS8412|CAD6999902.1|CCAP	LOC108104117|XP_017065506.1|DEUG
OG0000632	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP	LOC108102667|XP_017063296.1|DEUG, LOC108102530|XP_017063056.1|DEUG
OG0000634	CCAP1982_LOCUS19966|CAD7011857.1|CCAP	LOC108112903|XP_017078749.1|DEUG
OG0000635	CCAP1982_LOCUS19400|CAD7011293.1|CCAP	LOC108109171|XP_017073084.1|DEUG, LOC108115221|XP_017082066.1|DEUG
OG0000639	CCAP1982_LOCUS14414|CAD7006080.1|CCAP	LOC108114134|XP_017080399.1|DEUG
OG0000642	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP	LOC108105728|XP_017067931.1|DEUG
OG0000643	CCAP1982_LOCUS2696|CAD6993903.1|CCAP	LOC108115752|XP_017082810.1|DEUG, LOC108115753|XP_017082811.1|DEUG, LOC108115750|XP_017082809.1|DEUG, LOC108115749|XP_017082808.1|DEUG
OG0000644	CCAP1982_LOCUS7601|CAD6999054.1|CCAP	LOC108114651|XP_017081212.1|DEUG, LOC108114007|XP_017080242.1|DEUG, LOC108113919|XP_017080114.1|DEUG
OG0000646	CCAP1982_LOCUS1477|CAD6992629.1|CCAP	LOC108116686|XP_017084188.1|DEUG, LOC108116025|XP_017083201.1|DEUG
OG0000650	CCAP1982_LOCUS11792|CAD7003332.1|CCAP	LOC108102382|XP_017062809.1|DEUG
OG0000651	CCAP1982_LOCUS13304|CAD7004921.1|CCAP	LOC108114205|XP_017080513.1|DEUG, LOC108108089|XP_017071469.1|DEUG
OG0000652	CCAP1982_LOCUS22325|CAD7014328.1|CCAP	LOC108113185|XP_017079201.1|DEUG
OG0000653	CCAP1982_LOCUS3695|CAD6994963.1|CCAP	LOC108111757|XP_017076803.1|DEUG, LOC108115014|XP_017081744.1|DEUG
OG0000654	CCAP1982_LOCUS12923|CAD7004526.1|CCAP	LOC108114343|XP_017080764.1|DEUG
OG0000655	CCAP1982_LOCUS22605|CAD7014614.1|CCAP	LOC108112546|XP_017077971.1|DEUG, LOC108102558|XP_017063118.1|DEUG
OG0000656	CCAP1982_LOCUS381|CAD6991456.1|CCAP	LOC108111793|XP_017076871.1|DEUG
OG0000657	CCAP1982_LOCUS6719|CAD6998105.1|CCAP	LOC108111009|XP_017075810.1|DEUG
OG0000660	CCAP1982_LOCUS20910|CAD7012810.1|CCAP	LOC108111148|XP_017076005.1|DEUG
OG0000661	CCAP1982_LOCUS8780|CAD7000290.1|CCAP	LOC108102739|XP_017063377.1|DEUG, LOC108102586|XP_017063176.1|DEUG
OG0000662	CCAP1982_LOCUS11314|CAD7002845.1|CCAP	LOC108108110|XP_017071509.1|DEUG
OG0000662	CCAP1982_LOCUS11155|CAD7002672.1|CCAP	LOC108117089|XP_017084776.1|DEUG
OG0000665	CCAP1982_LOCUS658|CAD6991747.1|CCAP, CCAP1982_LOCUS657|CAD6991746.1|CCAP, CCAP1982_LOCUS656|CAD6991745.1|CCAP, CCAP1982_LOCUS659|CAD6991748.1|CCAP, CCAP1982_LOCUS655|CAD6991744.1|CCAP	LOC108113690|XP_017079855.1|DEUG
OG0000665	CCAP1982_LOCUS654|CAD6991743.1|CCAP	LOC108113805|XP_017080003.1|DEUG
OG0000666	CCAP1982_LOCUS19703|CAD7011614.1|CCAP	LOC108109163|XP_017073075.1|DEUG
OG0000667	CCAP1982_LOCUS601|CAD6991688.1|CCAP	LOC108102454|XP_017062949.1|DEUG, LOC108116415|XP_017083789.1|DEUG
OG0000668	CCAP1982_LOCUS4197|CAD6995481.1|CCAP	LOC108116182|XP_017083415.1|DEUG
OG0000671	CCAP1982_LOCUS4225|CAD6995512.1|CCAP	LOC108110149|XP_017074553.1|DEUG
OG0000671	CCAP1982_LOCUS3971|CAD6995250.1|CCAP	LOC108116077|XP_017083284.1|DEUG
OG0000672	CCAP1982_LOCUS13691|CAD7005331.1|CCAP	LOC108105077|XP_017066990.1|DEUG
OG0000675	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP	LOC108106181|XP_017068592.1|DEUG
OG0000678	CCAP1982_LOCUS4210|CAD6995497.1|CCAP	LOC108117258|XP_017085098.1|DEUG, LOC108111145|XP_017076003.1|DEUG
OG0000683	CCAP1982_LOCUS2676|CAD6993882.1|CCAP	LOC108116667|XP_017084152.1|DEUG
OG0000684	CCAP1982_LOCUS1800|CAD6992968.1|CCAP	LOC108111733|XP_017076776.1|DEUG, LOC108116688|XP_017084190.1|DEUG
OG0000685	CCAP1982_LOCUS2796|CAD6994019.1|CCAP	LOC108110206|XP_017074671.1|DEUG
OG0000686	CCAP1982_LOCUS22639|CAD7014650.1|CCAP	LOC108113341|XP_017079391.1|DEUG
OG0000687	CCAP1982_LOCUS13133|CAD7004740.1|CCAP	LOC108108943|XP_017072687.1|DEUG, LOC108107575|XP_017070625.1|DEUG
OG0000688	CCAP1982_LOCUS22352|CAD7014355.1|CCAP	LOC108112525|XP_017077938.1|DEUG, LOC108118395|XP_017086560.1|DEUG, LOC108118306|XP_017086405.1|DEUG, LOC108117444|XP_017085353.1|DEUG, LOC108114749|XP_017081350.1|DEUG, LOC108116194|XP_017083427.1|DEUG, LOC108111830|XP_017076926.1|DEUG, LOC108118307|XP_017086406.1|DEUG
OG0000689	CCAP1982_LOCUS22767|CAD7014799.1|CCAP	LOC108104872|XP_017066687.1|DEUG, LOC108104871|XP_017066686.1|DEUG
OG0000691	CCAP1982_LOCUS11669|CAD7003209.1|CCAP	LOC108110679|XP_017075292.1|DEUG, LOC108108549|XP_017072116.1|DEUG
OG0000692	CCAP1982_LOCUS12234|CAD7003801.1|CCAP	LOC108113899|XP_017080094.1|DEUG
OG0000692	CCAP1982_LOCUS12235|CAD7003802.1|CCAP	LOC108113898|XP_017080093.1|DEUG
OG0000693	CCAP1982_LOCUS23258|CAD7015313.1|CCAP	LOC108105341|XP_017067326.1|DEUG
OG0000693	CCAP1982_LOCUS633|CAD6991720.1|CCAP	LOC108117269|XP_017085113.1|DEUG
OG0000695	CCAP1982_LOCUS8997|CAD7000519.1|CCAP	LOC108113459|XP_017079529.1|DEUG
OG0000695	CCAP1982_LOCUS8984|CAD7000506.1|CCAP	LOC108113466|XP_017079536.1|DEUG
OG0000696	CCAP1982_LOCUS8834|CAD7000352.1|CCAP	LOC108106081|XP_017068428.1|DEUG, LOC108106091|XP_017068439.1|DEUG
OG0000697	CCAP1982_LOCUS6273|CAD6997638.1|CCAP	LOC108113442|XP_017079501.1|DEUG
