Orthogroup	CCAP.longest_only	DFIC.longest_only
OG0001365	CCAP1982_LOCUS11263|CAD7002793.1|CCAP	LOC108093107|XP_017048537.1|DFIC, LOC108089004|XP_017042565.1|DFIC
OG0001366	CCAP1982_LOCUS12991|CAD7004596.1|CCAP	LOC108096355|XP_017053393.1|DFIC
OG0001367	CCAP1982_LOCUS23136|CAD7015185.1|CCAP	LOC108096795|XP_017054163.1|DFIC
OG0001368	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP	LOC108090480|XP_017044668.1|DFIC
OG0001370	CCAP1982_LOCUS22021|CAD7014015.1|CCAP	LOC108087732|XP_017040742.1|DFIC
OG0001371	CCAP1982_LOCUS5717|CAD6997064.1|CCAP	LOC108101621|XP_017061525.1|DFIC, LOC108086346|XP_017038736.1|DFIC, LOC108102202|XP_017062433.1|DFIC
OG0001372	CCAP1982_LOCUS21855|CAD7013835.1|CCAP	LOC108101854|XP_017061863.1|DFIC
OG0001373	CCAP1982_LOCUS7766|CAD6999234.1|CCAP	LOC108093443|XP_017048996.1|DFIC
OG0001374	CCAP1982_LOCUS7146|CAD6998564.1|CCAP	LOC108101528|XP_017061389.1|DFIC
OG0001375	CCAP1982_LOCUS675|CAD6991768.1|CCAP	LOC108091390|XP_017046060.1|DFIC
OG0001376	CCAP1982_LOCUS22471|CAD7014475.1|CCAP	LOC108086400|XP_017038791.1|DFIC
OG0001377	CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP	LOC108100852|XP_017060420.1|DFIC
OG0001378	CCAP1982_LOCUS6408|CAD6997783.1|CCAP	LOC108088219|XP_017041414.1|DFIC
OG0001379	CCAP1982_LOCUS6710|CAD6998096.1|CCAP	LOC108092522|XP_017047633.1|DFIC
OG0001380	CCAP1982_LOCUS21334|CAD7013263.1|CCAP	LOC108101343|XP_017061138.1|DFIC
OG0001381	CCAP1982_LOCUS21553|CAD7013493.1|CCAP	LOC108090430|XP_017044590.1|DFIC
OG0001382	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP	LOC108092364|XP_017047390.1|DFIC
OG0001384	CCAP1982_LOCUS5835|CAD6997196.1|CCAP	LOC108101177|XP_017060897.1|DFIC
OG0001385	CCAP1982_LOCUS5650|CAD6996988.1|CCAP	LOC108101194|XP_017060926.1|DFIC
OG0001386	CCAP1982_LOCUS5861|CAD6997226.1|CCAP, CCAP1982_LOCUS5869|CAD6997235.1|CCAP, CCAP1982_LOCUS5860|CAD6997225.1|CCAP	LOC108088938|XP_017042450.1|DFIC
OG0001387	CCAP1982_LOCUS8048|CAD6999526.1|CCAP	LOC108100877|XP_017060460.1|DFIC
OG0001388	CCAP1982_LOCUS9027|CAD7000551.1|CCAP	LOC108089206|XP_017042845.1|DFIC
OG0001389	CCAP1982_LOCUS1903|CAD6993073.1|CCAP	LOC108091710|XP_017046537.1|DFIC
OG0001390	CCAP1982_LOCUS7880|CAD6999353.1|CCAP	LOC108101278|XP_017061060.1|DFIC
OG0001391	CCAP1982_LOCUS5828|CAD6997188.1|CCAP	LOC108101169|XP_017060886.1|DFIC
OG0001392	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP	LOC108092972|XP_017048349.1|DFIC
OG0001394	CCAP1982_LOCUS19538|CAD7011438.1|CCAP	LOC108089179|XP_017042803.1|DFIC
OG0001395	CCAP1982_LOCUS388|CAD6991463.1|CCAP	LOC108098936|XP_017057630.1|DFIC
OG0001397	CCAP1982_LOCUS4998|CAD6996319.1|CCAP	LOC108102077|XP_017062209.1|DFIC
OG0001399	CCAP1982_LOCUS21132|CAD7013050.1|CCAP	LOC108086330|XP_017038720.1|DFIC
OG0001400	CCAP1982_LOCUS6142|CAD6997503.1|CCAP	LOC108087120|XP_017039791.1|DFIC
OG0001401	CCAP1982_LOCUS13471|CAD7005109.1|CCAP	LOC108100215|XP_017059481.1|DFIC
OG0001402	CCAP1982_LOCUS14088|CAD7005737.1|CCAP	LOC108096292|XP_017053254.1|DFIC, LOC108096459|XP_017053555.1|DFIC
OG0001403	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP	LOC108088928|XP_017042439.1|DFIC
OG0001404	CCAP1982_LOCUS20365|CAD7012269.1|CCAP	LOC108094886|XP_017051212.1|DFIC
OG0001405	CCAP1982_LOCUS20893|CAD7012792.1|CCAP	LOC108090766|XP_017045094.1|DFIC
OG0001407	CCAP1982_LOCUS12032|CAD7003583.1|CCAP	LOC108099890|XP_017059035.1|DFIC
OG0001408	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP	LOC108093661|XP_017049330.1|DFIC
OG0001411	CCAP1982_LOCUS2759|CAD6993975.1|CCAP	LOC108091902|XP_017046774.1|DFIC
OG0001412	CCAP1982_LOCUS8110|CAD6999586.1|CCAP	LOC108098225|XP_017056496.1|DFIC, LOC108092268|XP_017047290.1|DFIC
OG0001413	CCAP1982_LOCUS23079|CAD7015129.1|CCAP, CCAP1982_LOCUS23077|CAD7015127.1|CCAP, CCAP1982_LOCUS23078|CAD7015128.1|CCAP	LOC108093973|XP_017049869.1|DFIC, LOC108093977|XP_017049873.1|DFIC
OG0001415	CCAP1982_LOCUS20024|CAD7011913.1|CCAP	LOC108101798|XP_017061763.1|DFIC, LOC108101893|XP_017061942.1|DFIC
OG0001416	CCAP1982_LOCUS20705|CAD7012621.1|CCAP	LOC108088170|XP_017041332.1|DFIC, LOC108100298|XP_017059585.1|DFIC
OG0001417	CCAP1982_LOCUS21009|CAD7012910.1|CCAP, CCAP1982_LOCUS21010|CAD7012911.1|CCAP, CCAP1982_LOCUS21011|CAD7012912.1|CCAP	LOC108098069|XP_017056250.1|DFIC, LOC108098067|XP_017056247.1|DFIC, LOC108098068|XP_017056249.1|DFIC
OG0001418	CCAP1982_LOCUS11084|CAD7002598.1|CCAP	LOC108096002|XP_017052841.1|DFIC, LOC108095971|XP_017052806.1|DFIC
OG0001429	CCAP1982_LOCUS1446|CAD6992597.1|CCAP	LOC108091857|XP_017046726.1|DFIC
OG0001430	CCAP1982_LOCUS1915|CAD6993088.1|CCAP	LOC108091624|XP_017046409.1|DFIC
OG0001432	CCAP1982_LOCUS5220|CAD6996552.1|CCAP, CCAP1982_LOCUS5219|CAD6996551.1|CCAP	LOC108090553|XP_017044785.1|DFIC
OG0001437	CCAP1982_LOCUS1003|CAD6992121.1|CCAP	LOC108100978|XP_017060621.1|DFIC
OG0001438	CCAP1982_LOCUS1198|CAD6992334.1|CCAP	LOC108097493|XP_017055285.1|DFIC
OG0001439	CCAP1982_LOCUS2418|CAD6993608.1|CCAP	LOC108093349|XP_017048846.1|DFIC
OG0001443	CCAP1982_LOCUS1087|CAD6992217.1|CCAP	LOC108099432|XP_017058455.1|DFIC
OG0001444	CCAP1982_LOCUS3898|CAD6995177.1|CCAP	LOC108099544|XP_017058608.1|DFIC
OG0001445	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP	LOC108098565|XP_017057068.1|DFIC
OG0001446	CCAP1982_LOCUS2757|CAD6993972.1|CCAP	LOC108091654|XP_017046451.1|DFIC
OG0001447	CCAP1982_LOCUS61|CAD6991115.1|CCAP	LOC108102063|XP_017062182.1|DFIC
OG0001448	CCAP1982_LOCUS1118|CAD6992248.1|CCAP	LOC108099487|XP_017058536.1|DFIC
OG0001449	CCAP1982_LOCUS12143|CAD7003706.1|CCAP	LOC108093746|XP_017049501.1|DFIC
OG0001450	CCAP1982_LOCUS1353|CAD6992503.1|CCAP	LOC108088131|XP_017041280.1|DFIC
OG0001451	CCAP1982_LOCUS21472|CAD7013410.1|CCAP	LOC108094230|XP_017050178.1|DFIC
OG0001452	CCAP1982_LOCUS22575|CAD7014576.1|CCAP	LOC108096751|XP_017054095.1|DFIC
OG0001453	CCAP1982_LOCUS12525|CAD7004102.1|CCAP	LOC108093211|XP_017048662.1|DFIC
OG0001454	CCAP1982_LOCUS4208|CAD6995495.1|CCAP	LOC108097537|XP_017055376.1|DFIC
OG0001455	CCAP1982_LOCUS14934|CAD7006627.1|CCAP, CCAP1982_LOCUS14933|CAD7006626.1|CCAP	LOC108100431|XP_017059830.1|DFIC
OG0001456	CCAP1982_LOCUS23228|CAD7015281.1|CCAP, CCAP1982_LOCUS23229|CAD7015282.1|CCAP, CCAP1982_LOCUS23226|CAD7015279.1|CCAP	LOC108096608|XP_017053804.1|DFIC
OG0001457	CCAP1982_LOCUS23313|CAD7015368.1|CCAP	LOC108096621|XP_017053855.1|DFIC
OG0001458	CCAP1982_LOCUS21991|CAD7013982.1|CCAP	LOC108101451|XP_017061278.1|DFIC
OG0001459	CCAP1982_LOCUS12616|CAD7004197.1|CCAP, CCAP1982_LOCUS12627|CAD7004208.1|CCAP	LOC108093207|XP_017048659.1|DFIC
OG0001460	CCAP1982_LOCUS22491|CAD7014489.1|CCAP, CCAP1982_LOCUS22493|CAD7014491.1|CCAP	LOC108093762|XP_017049520.1|DFIC
OG0001462	CCAP1982_LOCUS12226|CAD7003792.1|CCAP	LOC108099150|XP_017057984.1|DFIC
OG0001463	CCAP1982_LOCUS4832|CAD6996139.1|CCAP	LOC108095855|XP_017052642.1|DFIC
OG0001465	CCAP1982_LOCUS23292|CAD7015347.1|CCAP	LOC108096952|XP_017054408.1|DFIC
OG0001466	CCAP1982_LOCUS8263|CAD6999737.1|CCAP	LOC108092271|XP_017047294.1|DFIC
OG0001467	CCAP1982_LOCUS8527|CAD7000023.1|CCAP	LOC108095266|XP_017051783.1|DFIC, LOC108098705|XP_017057307.1|DFIC
OG0001468	CCAP1982_LOCUS12076|CAD7003637.1|CCAP, CCAP1982_LOCUS1503|CAD6992658.1|CCAP	LOC108096427|XP_017053503.1|DFIC, LOC108096443|XP_017053530.1|DFIC, LOC108096444|XP_017053537.1|DFIC, LOC108096426|XP_017053500.1|DFIC
OG0001469	CCAP1982_LOCUS21877|CAD7013858.1|CCAP	LOC108093801|XP_017049594.1|DFIC
OG0001470	CCAP1982_LOCUS14046|CAD7005694.1|CCAP	LOC108100705|XP_017060222.1|DFIC
OG0001471	CCAP1982_LOCUS10995|CAD7002506.1|CCAP	LOC108100386|XP_017059730.1|DFIC
OG0001472	CCAP1982_LOCUS12411|CAD7003989.1|CCAP	LOC108089389|XP_017043061.1|DFIC
OG0001473	CCAP1982_LOCUS2309|CAD6993496.1|CCAP	LOC108098497|XP_017056905.1|DFIC
OG0001474	CCAP1982_LOCUS22192|CAD7014186.1|CCAP	LOC108097274|XP_017054961.1|DFIC
OG0001475	CCAP1982_LOCUS21622|CAD7013566.1|CCAP	LOC108093895|XP_017049740.1|DFIC
OG0001476	CCAP1982_LOCUS23001|CAD7015044.1|CCAP	LOC108088662|XP_017042079.1|DFIC
OG0001477	CCAP1982_LOCUS9219|CAD7000746.1|CCAP	LOC108087125|XP_017039813.1|DFIC
OG0001478	CCAP1982_LOCUS6943|CAD6998341.1|CCAP	LOC108091462|XP_017046163.1|DFIC
OG0001480	CCAP1982_LOCUS7499|CAD6998952.1|CCAP	LOC108091525|XP_017046276.1|DFIC
OG0001481	CCAP1982_LOCUS7609|CAD6999063.1|CCAP, CCAP1982_LOCUS7608|CAD6999062.1|CCAP	LOC108091264|XP_017045865.1|DFIC
OG0001482	CCAP1982_LOCUS22940|CAD7014980.1|CCAP	LOC108090307|XP_017044406.1|DFIC
OG0001483	CCAP1982_LOCUS5446|CAD6996770.1|CCAP	LOC108101605|XP_017061511.1|DFIC
OG0001484	CCAP1982_LOCUS2927|CAD6994161.1|CCAP	LOC108092335|XP_017047360.1|DFIC
OG0001485	CCAP1982_LOCUS13494|CAD7005132.1|CCAP	LOC108088306|XP_017041525.1|DFIC
OG0001486	CCAP1982_LOCUS8832|CAD7000350.1|CCAP	LOC108100897|XP_017060495.1|DFIC
OG0001487	CCAP1982_LOCUS5886|CAD6997253.1|CCAP	LOC108100495|XP_017059933.1|DFIC
OG0001488	CCAP1982_LOCUS22517|CAD7014516.1|CCAP	LOC108087873|XP_017040947.1|DFIC
OG0001489	CCAP1982_LOCUS6375|CAD6997743.1|CCAP, CCAP1982_LOCUS6361|CAD6997729.1|CCAP	LOC108101958|XP_017062035.1|DFIC
OG0001490	CCAP1982_LOCUS6385|CAD6997753.1|CCAP	LOC108092376|XP_017047406.1|DFIC
OG0001491	CCAP1982_LOCUS8226|CAD6999700.1|CCAP, CCAP1982_LOCUS8228|CAD6999702.1|CCAP	LOC108092513|XP_017047621.1|DFIC
OG0001495	CCAP1982_LOCUS22388|CAD7014394.1|CCAP	LOC108101494|XP_017061341.1|DFIC
OG0001497	CCAP1982_LOCUS22948|CAD7014991.1|CCAP, CCAP1982_LOCUS8341|CAD6999830.1|CCAP	LOC108090541|XP_017044764.1|DFIC
OG0001498	CCAP1982_LOCUS4395|CAD6995688.1|CCAP	LOC108093546|XP_017049131.1|DFIC
OG0001500	CCAP1982_LOCUS21162|CAD7013087.1|CCAP	LOC108095183|XP_017051658.1|DFIC
OG0001501	CCAP1982_LOCUS4853|CAD6996161.1|CCAP, CCAP1982_LOCUS384|CAD6991459.1|CCAP	LOC108087898|XP_017040965.1|DFIC
OG0001502	CCAP1982_LOCUS19881|CAD7011769.1|CCAP, CCAP1982_LOCUS19882|CAD7011770.1|CCAP	LOC108093941|XP_017049815.1|DFIC
OG0001503	CCAP1982_LOCUS20213|CAD7012114.1|CCAP, CCAP1982_LOCUS20215|CAD7012116.1|CCAP	LOC108093979|XP_017049876.1|DFIC
OG0001505	CCAP1982_LOCUS15016|CAD7006717.1|CCAP	LOC108093614|XP_017049230.1|DFIC
OG0001506	CCAP1982_LOCUS20292|CAD7012190.1|CCAP	LOC108096786|XP_017054150.1|DFIC
OG0001507	CCAP1982_LOCUS15035|CAD7006736.1|CCAP	LOC108090790|XP_017045126.1|DFIC
OG0001508	CCAP1982_LOCUS19705|CAD7011617.1|CCAP	LOC108094920|XP_017051259.1|DFIC
OG0001509	CCAP1982_LOCUS21064|CAD7012973.1|CCAP	LOC108096586|XP_017053774.1|DFIC
OG0001510	CCAP1982_LOCUS5603|CAD6996933.1|CCAP	LOC108088122|XP_017041265.1|DFIC
OG0001512	CCAP1982_LOCUS12364|CAD7003942.1|CCAP	LOC108086963|XP_017039565.1|DFIC
OG0001513	CCAP1982_LOCUS14667|CAD7006345.1|CCAP	LOC108100738|XP_017060265.1|DFIC
OG0001513	CCAP1982_LOCUS14668|CAD7006346.1|CCAP	LOC108101636|XP_017061538.1|DFIC
OG0001517	CCAP1982_LOCUS2393|CAD6993582.1|CCAP	LOC108095886|XP_017052686.1|DFIC
OG0001518	CCAP1982_LOCUS2328|CAD6993515.1|CCAP, CCAP1982_LOCUS2327|CAD6993514.1|CCAP	LOC108089601|XP_017043447.1|DFIC, LOC108094255|XP_017050209.1|DFIC
OG0001519	CCAP1982_LOCUS4702|CAD6995996.1|CCAP	LOC108098467|XP_017056864.1|DFIC
OG0001521	CCAP1982_LOCUS6137|CAD6997495.1|CCAP, CCAP1982_LOCUS6136|CAD6997494.1|CCAP	LOC108094432|XP_017050492.1|DFIC, LOC108094421|XP_017050482.1|DFIC, LOC108100424|XP_017059819.1|DFIC, LOC108093216|XP_017048675.1|DFIC, LOC108094422|XP_017050483.1|DFIC, LOC108100419|XP_017059805.1|DFIC
OG0001523	CCAP1982_LOCUS22347|CAD7014350.1|CCAP, CCAP1982_LOCUS22346|CAD7014349.1|CCAP, CCAP1982_LOCUS22348|CAD7014351.1|CCAP	LOC108096974|XP_017054441.1|DFIC, LOC108096973|XP_017054440.1|DFIC, LOC108096957|XP_017054414.1|DFIC
OG0001524	CCAP1982_LOCUS20848|CAD7012744.1|CCAP	LOC108093602|XP_017049217.1|DFIC
OG0001537	CCAP1982_LOCUS7541|CAD6998994.1|CCAP	LOC108091566|XP_017046328.1|DFIC
OG0001539	CCAP1982_LOCUS22236|CAD7014233.1|CCAP	LOC108101408|XP_017061223.1|DFIC
OG0001540	CCAP1982_LOCUS8379|CAD6999869.1|CCAP, CCAP1982_LOCUS8380|CAD6999870.1|CCAP	LOC108092442|XP_017047512.1|DFIC
OG0001541	CCAP1982_LOCUS13746|CAD7005386.1|CCAP	LOC108088762|XP_017042200.1|DFIC
OG0001542	CCAP1982_LOCUS3519|CAD6994788.1|CCAP, CCAP1982_LOCUS3518|CAD6994787.1|CCAP	LOC108097431|XP_017055193.1|DFIC
OG0001549	CCAP1982_LOCUS7896|CAD6999369.1|CCAP	LOC108098208|XP_017056455.1|DFIC
OG0001550	CCAP1982_LOCUS2172|CAD6993354.1|CCAP	LOC108087264|XP_017040060.1|DFIC, LOC108086670|XP_017039146.1|DFIC
OG0001551	CCAP1982_LOCUS3146|CAD6994394.1|CCAP	LOC108095640|XP_017052295.1|DFIC, LOC108091704|XP_017046531.1|DFIC
OG0001552	CCAP1982_LOCUS3882|CAD6995161.1|CCAP	LOC108099521|XP_017058576.1|DFIC
OG0001554	CCAP1982_LOCUS1047|CAD6992172.1|CCAP	LOC108098933|XP_017057627.1|DFIC
OG0001555	CCAP1982_LOCUS8800|CAD7000315.1|CCAP	LOC108101250|XP_017060995.1|DFIC
OG0001556	CCAP1982_LOCUS21904|CAD7013890.1|CCAP	LOC108090539|XP_017044762.1|DFIC
OG0001559	CCAP1982_LOCUS1563|CAD6992718.1|CCAP, CCAP1982_LOCUS1557|CAD6992712.1|CCAP, CCAP1982_LOCUS1558|CAD6992713.1|CCAP	LOC108092159|XP_017047168.1|DFIC
OG0001560	CCAP1982_LOCUS4333|CAD6995627.1|CCAP	LOC108098562|XP_017057058.1|DFIC
OG0001561	CCAP1982_LOCUS1554|CAD6992709.1|CCAP, CCAP1982_LOCUS1545|CAD6992700.1|CCAP, CCAP1982_LOCUS1555|CAD6992710.1|CCAP, CCAP1982_LOCUS1546|CAD6992701.1|CCAP	LOC108092071|XP_017047028.1|DFIC
OG0001562	CCAP1982_LOCUS1189|CAD6992322.1|CCAP	LOC108088160|XP_017041313.1|DFIC
OG0001563	CCAP1982_LOCUS20081|CAD7011970.1|CCAP	LOC108101135|XP_017060846.1|DFIC, LOC108101990|XP_017062074.1|DFIC
OG0001564	CCAP1982_LOCUS2912|CAD6994146.1|CCAP	LOC108099403|XP_017058398.1|DFIC
OG0001565	CCAP1982_LOCUS2206|CAD6993390.1|CCAP, CCAP1982_LOCUS2201|CAD6993385.1|CCAP	LOC108099453|XP_017058483.1|DFIC
OG0001566	CCAP1982_LOCUS2933|CAD6994168.1|CCAP	LOC108092044|XP_017046975.1|DFIC
OG0001567	CCAP1982_LOCUS20683|CAD7012598.1|CCAP	LOC108086421|XP_017038812.1|DFIC
OG0001568	CCAP1982_LOCUS4089|CAD6995371.1|CCAP, CCAP1982_LOCUS4088|CAD6995370.1|CCAP, CCAP1982_LOCUS4087|CAD6995368.1|CCAP, CCAP1982_LOCUS4081|CAD6995362.1|CCAP	LOC108091947|XP_017046825.1|DFIC
OG0001569	CCAP1982_LOCUS1296|CAD6992434.1|CCAP	LOC108091915|XP_017046789.1|DFIC
OG0001570	CCAP1982_LOCUS2355|CAD6993543.1|CCAP	LOC108087082|XP_017039751.1|DFIC
OG0001571	CCAP1982_LOCUS5652|CAD6996990.1|CCAP	LOC108089273|XP_017042935.1|DFIC
OG0001573	CCAP1982_LOCUS11587|CAD7003125.1|CCAP	LOC108096253|XP_017053197.1|DFIC
OG0001575	CCAP1982_LOCUS3773|CAD6995046.1|CCAP	LOC108092004|XP_017046922.1|DFIC
OG0001576	CCAP1982_LOCUS117|CAD6991178.1|CCAP	LOC108087384|XP_017040216.1|DFIC
OG0001577	CCAP1982_LOCUS9052|CAD7000578.1|CCAP	LOC108088491|XP_017041799.1|DFIC
OG0001580	CCAP1982_LOCUS23298|CAD7015353.1|CCAP, CCAP1982_LOCUS23296|CAD7015351.1|CCAP, CCAP1982_LOCUS23297|CAD7015352.1|CCAP	LOC108096842|XP_017054242.1|DFIC
OG0001582	CCAP1982_LOCUS22748|CAD7014775.1|CCAP	LOC108086764|XP_017039291.1|DFIC
OG0001583	CCAP1982_LOCUS22705|CAD7014727.1|CCAP	LOC108101529|XP_017061390.1|DFIC
OG0001584	CCAP1982_LOCUS10967|CAD7002478.1|CCAP	LOC108100156|XP_017059402.1|DFIC
OG0001586	CCAP1982_LOCUS11853|CAD7003396.1|CCAP	LOC108088249|XP_017041455.1|DFIC
OG0001587	CCAP1982_LOCUS23022|CAD7015066.1|CCAP	LOC108102088|XP_017062230.1|DFIC
OG0001588	CCAP1982_LOCUS21201|CAD7013129.1|CCAP	LOC108101547|XP_017061428.1|DFIC
OG0001589	CCAP1982_LOCUS5882|CAD6997249.1|CCAP	LOC108100411|XP_017059791.1|DFIC
OG0001590	CCAP1982_LOCUS20139|CAD7012036.1|CCAP	LOC108094746|XP_017050988.1|DFIC
OG0001592	CCAP1982_LOCUS8353|CAD6999841.1|CCAP	LOC108094493|XP_017050570.1|DFIC
OG0001593	CCAP1982_LOCUS8340|CAD6999829.1|CCAP	LOC108094515|XP_017050605.1|DFIC
OG0001594	CCAP1982_LOCUS8198|CAD6999668.1|CCAP	LOC108101266|XP_017061010.1|DFIC
OG0001595	CCAP1982_LOCUS5937|CAD6997304.1|CCAP, CCAP1982_LOCUS5948|CAD6997315.1|CCAP, CCAP1982_LOCUS22469|CAD7014473.1|CCAP, CCAP1982_LOCUS22468|CAD7014472.1|CCAP	LOC108086463|XP_017038877.1|DFIC
OG0001596	CCAP1982_LOCUS6097|CAD6997451.1|CCAP	LOC108094433|XP_017050493.1|DFIC
OG0001597	CCAP1982_LOCUS5570|CAD6996897.1|CCAP	LOC108093208|XP_017048663.1|DFIC
OG0001598	CCAP1982_LOCUS6570|CAD6997953.1|CCAP	LOC108102275|XP_017062518.1|DFIC
OG0001599	CCAP1982_LOCUS6415|CAD6997790.1|CCAP	LOC108088174|XP_017041341.1|DFIC
OG0001601	CCAP1982_LOCUS9239|CAD7000764.1|CCAP	LOC108093431|XP_017048980.1|DFIC
OG0001603	CCAP1982_LOCUS5630|CAD6996964.1|CCAP	LOC108097825|XP_017055835.1|DFIC
OG0001605	CCAP1982_LOCUS22126|CAD7014120.1|CCAP	LOC108090542|XP_017044765.1|DFIC
OG0001607	CCAP1982_LOCUS7005|CAD6998405.1|CCAP	LOC108098199|XP_017056426.1|DFIC
OG0001608	CCAP1982_LOCUS5486|CAD6996813.1|CCAP	LOC108095808|XP_017052571.1|DFIC
OG0001609	CCAP1982_LOCUS7242|CAD6998684.1|CCAP	LOC108101946|XP_017062021.1|DFIC
OG0001610	CCAP1982_LOCUS5695|CAD6997037.1|CCAP	LOC108098103|XP_017056308.1|DFIC, LOC108098353|XP_017056687.1|DFIC
OG0001612	CCAP1982_LOCUS8268|CAD6999742.1|CCAP	LOC108092762|XP_017047986.1|DFIC
OG0001613	CCAP1982_LOCUS5623|CAD6996956.1|CCAP	LOC108089192|XP_017042819.1|DFIC
OG0001614	CCAP1982_LOCUS22551|CAD7014550.1|CCAP	LOC108090535|XP_017044752.1|DFIC
OG0001615	CCAP1982_LOCUS6168|CAD6997529.1|CCAP	LOC108086333|XP_017038722.1|DFIC
OG0001616	CCAP1982_LOCUS7604|CAD6999057.1|CCAP	LOC108087516|XP_017040412.1|DFIC, LOC108093499|XP_017049078.1|DFIC
OG0001617	CCAP1982_LOCUS5479|CAD6996806.1|CCAP, CCAP1982_LOCUS5480|CAD6996807.1|CCAP	LOC108098328|XP_017056641.1|DFIC
OG0001619	CCAP1982_LOCUS5387|CAD6996703.1|CCAP	LOC108102157|XP_017062342.1|DFIC
OG0001620	CCAP1982_LOCUS20177|CAD7012077.1|CCAP	LOC108090953|XP_017045386.1|DFIC
OG0001621	CCAP1982_LOCUS22660|CAD7014672.1|CCAP, CCAP1982_LOCUS22659|CAD7014671.1|CCAP	LOC108093674|XP_017049342.1|DFIC
OG0001623	CCAP1982_LOCUS7557|CAD6999010.1|CCAP	LOC108091520|XP_017046269.1|DFIC
OG0001624	CCAP1982_LOCUS5456|CAD6996781.1|CCAP	LOC108094371|XP_017050404.1|DFIC
OG0001625	CCAP1982_LOCUS6407|CAD6997782.1|CCAP	LOC108094381|XP_017050432.1|DFIC
OG0001626	CCAP1982_LOCUS8185|CAD6999655.1|CCAP	LOC108100849|XP_017060418.1|DFIC
OG0001627	CCAP1982_LOCUS760|CAD6991866.1|CCAP	LOC108097524|XP_017055350.1|DFIC
OG0001628	CCAP1982_LOCUS314|CAD6991387.1|CCAP	LOC108095651|XP_017052305.1|DFIC
OG0001629	CCAP1982_LOCUS4164|CAD6995449.1|CCAP	LOC108101968|XP_017062039.1|DFIC
OG0001631	CCAP1982_LOCUS4669|CAD6995958.1|CCAP	LOC108091388|XP_017046058.1|DFIC
OG0001633	CCAP1982_LOCUS5110|CAD6996438.1|CCAP	LOC108102055|XP_017062171.1|DFIC
OG0001634	CCAP1982_LOCUS4190|CAD6995474.1|CCAP	LOC108093265|XP_017048736.1|DFIC
OG0001635	CCAP1982_LOCUS787|CAD6991897.1|CCAP	LOC108096022|XP_017052860.1|DFIC
OG0001636	CCAP1982_LOCUS500|CAD6991582.1|CCAP	LOC108098595|XP_017057146.1|DFIC
OG0001637	CCAP1982_LOCUS2588|CAD6993790.1|CCAP	LOC108099346|XP_017058314.1|DFIC
OG0001640	CCAP1982_LOCUS4427|CAD6995721.1|CCAP	LOC108087401|XP_017040231.1|DFIC, LOC108089085|XP_017042684.1|DFIC
OG0001641	CCAP1982_LOCUS523|CAD6991608.1|CCAP	LOC108102003|XP_017062090.1|DFIC
OG0001642	CCAP1982_LOCUS7454|CAD6998907.1|CCAP	LOC108097996|XP_017056122.1|DFIC
OG0001643	CCAP1982_LOCUS14069|CAD7005717.1|CCAP	LOC108100894|XP_017060492.1|DFIC, LOC108095005|XP_017051334.1|DFIC
OG0001644	CCAP1982_LOCUS14033|CAD7005680.1|CCAP	LOC108095467|XP_017052071.1|DFIC
OG0001645	CCAP1982_LOCUS21147|CAD7013069.1|CCAP	LOC108090879|XP_017045267.1|DFIC
OG0001647	CCAP1982_LOCUS20200|CAD7012101.1|CCAP, CCAP1982_LOCUS20197|CAD7012098.1|CCAP	LOC108094287|XP_017050269.1|DFIC
OG0001648	CCAP1982_LOCUS14220|CAD7005878.1|CCAP	LOC108086897|XP_017039447.1|DFIC
OG0001649	CCAP1982_LOCUS7144|CAD6998561.1|CCAP	LOC108101527|XP_017061388.1|DFIC
OG0001650	CCAP1982_LOCUS20338|CAD7012242.1|CCAP	LOC108095208|XP_017051705.1|DFIC
OG0001652	CCAP1982_LOCUS14192|CAD7005849.1|CCAP, CCAP1982_LOCUS14193|CAD7005850.1|CCAP, CCAP1982_LOCUS14191|CAD7005848.1|CCAP	LOC108099905|XP_017059054.1|DFIC
OG0001653	CCAP1982_LOCUS13526|CAD7005165.1|CCAP	LOC108088878|XP_017042362.1|DFIC
OG0001654	CCAP1982_LOCUS19405|CAD7011298.1|CCAP	LOC108093946|XP_017049831.1|DFIC
OG0001655	CCAP1982_LOCUS20689|CAD7012605.1|CCAP	LOC108090755|XP_017045076.1|DFIC
