Orthogroup	CCAP.longest_only	DBIA.longest_only
OG0000530	CCAP1982_LOCUS11386|CAD7002920.1|CCAP	LOC108034629|XP_016965056.1|DBIA
OG0000531	CCAP1982_LOCUS6164|CAD6997524.1|CCAP	LOC108033063|XP_016962715.1|DBIA, LOC108033755|XP_016963817.1|DBIA
OG0000532	CCAP1982_LOCUS606|CAD6991693.1|CCAP	LOC108030968|XP_016959657.1|DBIA, LOC108031297|XP_016960030.1|DBIA
OG0000535	CCAP1982_LOCUS21016|CAD7012917.1|CCAP	LOC108036271|XP_016967771.1|DBIA, LOC108029744|XP_016957726.1|DBIA
OG0000536	CCAP1982_LOCUS14724|CAD7006404.1|CCAP	LOC108034479|XP_016964862.1|DBIA
OG0000537	CCAP1982_LOCUS21949|CAD7013938.1|CCAP	LOC108030371|XP_016958728.1|DBIA
OG0000538	CCAP1982_LOCUS19765|CAD7011681.1|CCAP	LOC108022695|XP_016947257.1|DBIA
OG0000538	CCAP1982_LOCUS19763|CAD7011678.1|CCAP	LOC108029551|XP_016957358.1|DBIA
OG0000539	CCAP1982_LOCUS338|CAD6991411.1|CCAP	LOC108025110|XP_016950864.1|DBIA
OG0000539	CCAP1982_LOCUS341|CAD6991414.1|CCAP	LOC108025056|XP_016950801.1|DBIA
OG0000540	CCAP1982_LOCUS7995|CAD6999471.1|CCAP	LOC108034333|XP_016964701.1|DBIA, LOC108034336|XP_016964708.1|DBIA
OG0000542	CCAP1982_LOCUS700|CAD6991796.1|CCAP	LOC108026118|XP_016952310.1|DBIA
OG0000542	CCAP1982_LOCUS5512|CAD6996839.1|CCAP	LOC108035835|XP_016967070.1|DBIA
OG0000543	CCAP1982_LOCUS22601|CAD7014610.1|CCAP	LOC108029342|XP_016957024.1|DBIA
OG0000544	CCAP1982_LOCUS11870|CAD7003414.1|CCAP	LOC108028625|XP_016956035.1|DBIA
OG0000544	CCAP1982_LOCUS4262|CAD6995551.1|CCAP	LOC108027197|XP_016953992.1|DBIA
OG0000545	CCAP1982_LOCUS2546|CAD6993748.1|CCAP	LOC108024857|XP_016950488.1|DBIA
OG0000548	CCAP1982_LOCUS13084|CAD7004690.1|CCAP	LOC108028754|XP_016956214.1|DBIA, LOC108028755|XP_016956215.1|DBIA
OG0000549	CCAP1982_LOCUS23354|CAD7015411.1|CCAP	LOC108023001|XP_016947721.1|DBIA
OG0000550	CCAP1982_LOCUS12168|CAD7003731.1|CCAP	LOC108029960|XP_016957955.1|DBIA
OG0000550	CCAP1982_LOCUS12162|CAD7003725.1|CCAP	LOC108029649|XP_016957560.1|DBIA
OG0000551	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP	LOC108029867|XP_016957846.1|DBIA
OG0000553	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP	LOC108032740|XP_016962214.1|DBIA
OG0000554	CCAP1982_LOCUS1799|CAD6992967.1|CCAP	LOC108024390|XP_016949790.1|DBIA, LOC108024400|XP_016949801.1|DBIA
OG0000555	CCAP1982_LOCUS11538|CAD7003075.1|CCAP	LOC108028415|XP_016955726.1|DBIA, LOC108035617|XP_016966793.1|DBIA
OG0000556	CCAP1982_LOCUS743|CAD6991844.1|CCAP	LOC108033189|XP_016962920.1|DBIA, LOC108026411|XP_016952828.1|DBIA
OG0000557	CCAP1982_LOCUS805|CAD6991916.1|CCAP	LOC108031056|XP_016959746.1|DBIA
OG0000557	CCAP1982_LOCUS804|CAD6991915.1|CCAP	LOC108031197|XP_016959908.1|DBIA
OG0000559	CCAP1982_LOCUS2187|CAD6993371.1|CCAP	LOC108024742|XP_016950329.1|DBIA
OG0000559	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP	LOC108030518|XP_016958896.1|DBIA
OG0000560	CCAP1982_LOCUS20229|CAD7012131.1|CCAP	LOC108030393|XP_016958765.1|DBIA, LOC108030392|XP_016958763.1|DBIA
OG0000561	CCAP1982_LOCUS14402|CAD7006067.1|CCAP	LOC108035665|XP_016966862.1|DBIA
OG0000561	CCAP1982_LOCUS14409|CAD7006074.1|CCAP	LOC108035628|XP_016966811.1|DBIA
OG0000562	CCAP1982_LOCUS13630|CAD7005273.1|CCAP	LOC108028391|XP_016955694.1|DBIA
OG0000562	CCAP1982_LOCUS13660|CAD7005303.1|CCAP	LOC108028602|XP_016956010.1|DBIA
OG0000564	CCAP1982_LOCUS10820|CAD7002332.1|CCAP	LOC108028186|XP_016955337.1|DBIA
OG0000564	CCAP1982_LOCUS10822|CAD7002334.1|CCAP	LOC108028318|XP_016955536.1|DBIA
OG0000565	CCAP1982_LOCUS11648|CAD7003186.1|CCAP	LOC108027417|XP_016954348.1|DBIA, LOC108024102|XP_016949367.1|DBIA, LOC108031218|XP_016959941.1|DBIA
OG0000566	CCAP1982_LOCUS3532|CAD6994801.1|CCAP	LOC108025554|XP_016951579.1|DBIA
OG0000566	CCAP1982_LOCUS14944|CAD7006638.1|CCAP	LOC108035295|XP_016966352.1|DBIA
OG0000568	CCAP1982_LOCUS1992|CAD6993168.1|CCAP	LOC108025641|XP_016951666.1|DBIA, LOC108024992|XP_016950735.1|DBIA
OG0000569	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP	LOC108031533|XP_016960557.1|DBIA
OG0000569	CCAP1982_LOCUS4158|CAD6995441.1|CCAP	LOC108024068|XP_016949325.1|DBIA
OG0000570	CCAP1982_LOCUS1165|CAD6992297.1|CCAP	LOC108026433|XP_016952858.1|DBIA
OG0000570	CCAP1982_LOCUS1164|CAD6992296.1|CCAP	LOC108026381|XP_016952790.1|DBIA
OG0000571	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP	LOC108024706|XP_016950279.1|DBIA
OG0000571	CCAP1982_LOCUS3940|CAD6995221.1|CCAP	LOC108024646|XP_016950187.1|DBIA
OG0000572	CCAP1982_LOCUS1969|CAD6993143.1|CCAP	LOC108023503|XP_016948532.1|DBIA
OG0000572	CCAP1982_LOCUS1961|CAD6993135.1|CCAP	LOC108023378|XP_016948276.1|DBIA
OG0000573	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP	LOC108035398|XP_016966506.1|DBIA, LOC108026763|XP_016953392.1|DBIA
OG0000574	CCAP1982_LOCUS11934|CAD7003483.1|CCAP	LOC108035033|XP_016965867.1|DBIA
OG0000574	CCAP1982_LOCUS11936|CAD7003485.1|CCAP	LOC108031939|XP_016961209.1|DBIA
OG0000575	CCAP1982_LOCUS10756|CAD7002260.1|CCAP	LOC108030670|XP_016959185.1|DBIA
OG0000575	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP	LOC108030700|XP_016959227.1|DBIA
OG0000577	CCAP1982_LOCUS7692|CAD6999153.1|CCAP	LOC108034166|XP_016964461.1|DBIA, LOC108033812|XP_016963922.1|DBIA
OG0000578	CCAP1982_LOCUS5470|CAD6996797.1|CCAP	LOC108033910|XP_016964069.1|DBIA
OG0000578	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP	LOC108023048|XP_016947778.1|DBIA
OG0000579	CCAP1982_LOCUS7710|CAD6999173.1|CCAP	LOC108031224|XP_016959949.1|DBIA
OG0000579	CCAP1982_LOCUS14550|CAD7006224.1|CCAP	LOC108028826|XP_016956304.1|DBIA
OG0000580	CCAP1982_LOCUS596|CAD6991683.1|CCAP	LOC108024580|XP_016950068.1|DBIA, LOC108024584|XP_016950075.1|DBIA
OG0000581	CCAP1982_LOCUS4884|CAD6996193.1|CCAP	LOC108027287|XP_016954167.1|DBIA
OG0000582	CCAP1982_LOCUS20143|CAD7012040.1|CCAP	LOC108035086|XP_016965992.1|DBIA
OG0000582	CCAP1982_LOCUS20144|CAD7012042.1|CCAP	LOC108026803|XP_016953454.1|DBIA
OG0000583	CCAP1982_LOCUS22237|CAD7014234.1|CCAP	LOC108022480|XP_016946920.1|DBIA
OG0000585	CCAP1982_LOCUS11849|CAD7003391.1|CCAP	LOC108034752|XP_016965190.1|DBIA, LOC108034693|XP_016965123.1|DBIA, LOC108034755|XP_016965193.1|DBIA
OG0000592	CCAP1982_LOCUS7094|CAD6998505.1|CCAP	LOC108036646|XP_016968411.1|DBIA, LOC108022310|XP_016946659.1|DBIA
OG0000593	CCAP1982_LOCUS290|CAD6991360.1|CCAP	LOC108026085|XP_016952273.1|DBIA, LOC108025781|XP_016951888.1|DBIA
OG0000594	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP	LOC108026344|XP_016952738.1|DBIA, LOC108031145|XP_016959848.1|DBIA
OG0000595	CCAP1982_LOCUS1188|CAD6992320.1|CCAP	LOC108031940|XP_016961210.1|DBIA
OG0000595	CCAP1982_LOCUS1912|CAD6993084.1|CCAP	LOC108024707|XP_016950285.1|DBIA
OG0000596	CCAP1982_LOCUS4258|CAD6995547.1|CCAP	LOC108032215|XP_016961564.1|DBIA
OG0000597	CCAP1982_LOCUS2271|CAD6993458.1|CCAP	LOC108025194|XP_016950992.1|DBIA
OG0000598	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP	LOC108024902|XP_016950560.1|DBIA
OG0000599	CCAP1982_LOCUS12255|CAD7003822.1|CCAP	LOC108034732|XP_016965161.1|DBIA
OG0000600	CCAP1982_LOCUS23106|CAD7015156.1|CCAP	LOC108030425|XP_016958800.1|DBIA
OG0000601	CCAP1982_LOCUS5577|CAD6996904.1|CCAP	LOC108034107|XP_016964373.1|DBIA, LOC108027879|XP_016954986.1|DBIA
OG0000602	CCAP1982_LOCUS6527|CAD6997909.1|CCAP	LOC108032799|XP_016962295.1|DBIA
OG0000602	CCAP1982_LOCUS6526|CAD6997908.1|CCAP	LOC108032829|XP_016962334.1|DBIA
OG0000603	CCAP1982_LOCUS8475|CAD6999970.1|CCAP	LOC108024357|XP_016949750.1|DBIA, LOC108036054|XP_016967485.1|DBIA, LOC108036059|XP_016967491.1|DBIA, LOC108036085|XP_016967524.1|DBIA
OG0000604	CCAP1982_LOCUS8179|CAD6999649.1|CCAP	LOC108027882|XP_016954987.1|DBIA
OG0000604	CCAP1982_LOCUS8178|CAD6999648.1|CCAP	LOC108027932|XP_016955049.1|DBIA
OG0000605	CCAP1982_LOCUS7962|CAD6999438.1|CCAP	LOC108034341|XP_016964713.1|DBIA
OG0000607	CCAP1982_LOCUS588|CAD6991675.1|CCAP	LOC108032112|XP_016961434.1|DBIA, LOC108027400|XP_016954327.1|DBIA
OG0000608	CCAP1982_LOCUS21399|CAD7013330.1|CCAP	LOC108025099|XP_016950851.1|DBIA
OG0000610	CCAP1982_LOCUS11659|CAD7003197.1|CCAP	LOC108035965|XP_016967271.1|DBIA, LOC108022370|XP_016946740.1|DBIA
OG0000611	CCAP1982_LOCUS20406|CAD7012311.1|CCAP	LOC108022583|XP_016947095.1|DBIA, LOC108036672|XP_016968444.1|DBIA
OG0000615	CCAP1982_LOCUS1729|CAD6992894.1|CCAP	LOC108035760|XP_016966949.1|DBIA, LOC108031530|XP_016960554.1|DBIA
OG0000617	CCAP1982_LOCUS1174|CAD6992306.1|CCAP	LOC108024664|XP_016950220.1|DBIA
OG0000617	CCAP1982_LOCUS1175|CAD6992307.1|CCAP	LOC108027449|XP_016954389.1|DBIA
OG0000618	CCAP1982_LOCUS3215|CAD6994470.1|CCAP	LOC108032025|XP_016961324.1|DBIA
OG0000619	CCAP1982_LOCUS22996|CAD7015039.1|CCAP	LOC108030276|XP_016958593.1|DBIA
OG0000620	CCAP1982_LOCUS22364|CAD7014367.1|CCAP	LOC108024426|XP_016949833.1|DBIA
OG0000620	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP	LOC108029863|XP_016957845.1|DBIA
OG0000622	CCAP1982_LOCUS14996|CAD7006697.1|CCAP	LOC108028739|XP_016956194.1|DBIA, LOC108030669|XP_016959189.1|DBIA
OG0000623	CCAP1982_LOCUS12757|CAD7004341.1|CCAP	LOC108030969|XP_016959661.1|DBIA
OG0000623	CCAP1982_LOCUS12360|CAD7003938.1|CCAP	LOC108028449|XP_016955775.1|DBIA
OG0000624	CCAP1982_LOCUS21663|CAD7013611.1|CCAP	LOC108030303|XP_016958626.1|DBIA
OG0000625	CCAP1982_LOCUS10908|CAD7002417.1|CCAP	LOC108028381|XP_016955666.1|DBIA, LOC108028382|XP_016955669.1|DBIA
OG0000626	CCAP1982_LOCUS22251|CAD7014248.1|CCAP	LOC108022973|XP_016947687.1|DBIA
OG0000627	CCAP1982_LOCUS13245|CAD7004860.1|CCAP	LOC108028799|XP_016956272.1|DBIA
OG0000628	CCAP1982_LOCUS6489|CAD6997870.1|CCAP	LOC108032434|XP_016961746.1|DBIA, LOC108034271|XP_016964622.1|DBIA
OG0000629	CCAP1982_LOCUS7865|CAD6999338.1|CCAP	LOC108024370|XP_016949762.1|DBIA, LOC108033776|XP_016963865.1|DBIA
OG0000630	CCAP1982_LOCUS6300|CAD6997670.1|CCAP	LOC108034202|XP_016964522.1|DBIA
OG0000630	CCAP1982_LOCUS6298|CAD6997668.1|CCAP	LOC108034015|XP_016964238.1|DBIA
OG0000631	CCAP1982_LOCUS8412|CAD6999902.1|CCAP	LOC108033947|XP_016964125.1|DBIA
OG0000632	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP	LOC108027909|XP_016955019.1|DBIA, LOC108027781|XP_016954833.1|DBIA
OG0000635	CCAP1982_LOCUS19400|CAD7011293.1|CCAP	LOC108029714|XP_016957678.1|DBIA, LOC108032978|XP_016962542.1|DBIA
OG0000639	CCAP1982_LOCUS14414|CAD7006080.1|CCAP	LOC108028266|XP_016955448.1|DBIA
OG0000642	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP	LOC108022088|XP_016946422.1|DBIA, LOC108022211|XP_016946554.1|DBIA, LOC108028933|XP_016956440.1|DBIA
OG0000643	CCAP1982_LOCUS2696|CAD6993903.1|CCAP	LOC108024296|XP_016949686.1|DBIA, LOC108024297|XP_016949687.1|DBIA, LOC108035870|XP_016967109.1|DBIA
OG0000644	CCAP1982_LOCUS7601|CAD6999054.1|CCAP	LOC108030666|XP_016959181.1|DBIA, LOC108028697|XP_016956133.1|DBIA, LOC108028698|XP_016956134.1|DBIA
OG0000646	CCAP1982_LOCUS1477|CAD6992629.1|CCAP	LOC108026341|XP_016952734.1|DBIA, LOC108024636|XP_016950170.1|DBIA
OG0000650	CCAP1982_LOCUS11792|CAD7003332.1|CCAP	LOC108036023|XP_016967442.1|DBIA
OG0000651	CCAP1982_LOCUS13304|CAD7004921.1|CCAP	LOC108034888|XP_016965587.1|DBIA, LOC108035363|XP_016966450.1|DBIA
OG0000652	CCAP1982_LOCUS22325|CAD7014328.1|CCAP	LOC108036625|XP_016968386.1|DBIA
OG0000653	CCAP1982_LOCUS3695|CAD6994963.1|CCAP	LOC108027436|XP_016954373.1|DBIA, LOC108032925|XP_016962483.1|DBIA
OG0000654	CCAP1982_LOCUS12923|CAD7004526.1|CCAP	LOC108035010|XP_016965842.1|DBIA
OG0000655	CCAP1982_LOCUS22605|CAD7014614.1|CCAP	LOC108029636|XP_016957528.1|DBIA, LOC108027756|XP_016954798.1|DBIA
OG0000656	CCAP1982_LOCUS381|CAD6991456.1|CCAP	LOC108031829|XP_016961056.1|DBIA
OG0000657	CCAP1982_LOCUS6719|CAD6998105.1|CCAP	LOC108032751|XP_016962230.1|DBIA
OG0000660	CCAP1982_LOCUS20910|CAD7012810.1|CCAP	LOC108027908|XP_016955018.1|DBIA
OG0000661	CCAP1982_LOCUS8780|CAD7000290.1|CCAP	LOC108028534|XP_016955919.1|DBIA, LOC108027800|XP_016954865.1|DBIA
OG0000662	CCAP1982_LOCUS11314|CAD7002845.1|CCAP	LOC108035530|XP_016966688.1|DBIA
OG0000662	CCAP1982_LOCUS11155|CAD7002672.1|CCAP	LOC108031364|XP_016960132.1|DBIA
OG0000665	CCAP1982_LOCUS658|CAD6991747.1|CCAP, CCAP1982_LOCUS657|CAD6991746.1|CCAP, CCAP1982_LOCUS656|CAD6991745.1|CCAP, CCAP1982_LOCUS659|CAD6991748.1|CCAP, CCAP1982_LOCUS655|CAD6991744.1|CCAP	LOC108026350|XP_016952745.1|DBIA
OG0000665	CCAP1982_LOCUS654|CAD6991743.1|CCAP	LOC108026348|XP_016952742.1|DBIA
OG0000666	CCAP1982_LOCUS19703|CAD7011614.1|CCAP	LOC108029729|XP_016957700.1|DBIA
OG0000667	CCAP1982_LOCUS601|CAD6991688.1|CCAP	LOC108024249|XP_016949620.1|DBIA, LOC108024585|XP_016950077.1|DBIA
OG0000668	CCAP1982_LOCUS4197|CAD6995481.1|CCAP	LOC108025566|XP_016951584.1|DBIA
OG0000671	CCAP1982_LOCUS4225|CAD6995512.1|CCAP	LOC108031729|XP_016960894.1|DBIA
OG0000671	CCAP1982_LOCUS3971|CAD6995250.1|CCAP	LOC108024768|XP_016950370.1|DBIA
OG0000672	CCAP1982_LOCUS13691|CAD7005331.1|CCAP	LOC108024241|XP_016949611.1|DBIA
OG0000675	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP	LOC108033882|XP_016964015.1|DBIA
OG0000678	CCAP1982_LOCUS4210|CAD6995497.1|CCAP	LOC108024952|XP_016950678.1|DBIA, LOC108029195|XP_016956860.1|DBIA
OG0000683	CCAP1982_LOCUS2676|CAD6993882.1|CCAP	LOC108026243|XP_016952573.1|DBIA
OG0000684	CCAP1982_LOCUS1800|CAD6992968.1|CCAP	LOC108031144|XP_016959847.1|DBIA, LOC108024799|XP_016950408.1|DBIA
OG0000685	CCAP1982_LOCUS2796|CAD6994019.1|CCAP	LOC108027258|XP_016954109.1|DBIA
OG0000686	CCAP1982_LOCUS22639|CAD7014650.1|CCAP	LOC108030401|XP_016958774.1|DBIA
OG0000687	CCAP1982_LOCUS13133|CAD7004740.1|CCAP	LOC108026577|XP_016953018.1|DBIA, LOC108034522|XP_016964935.1|DBIA
OG0000688	CCAP1982_LOCUS22352|CAD7014355.1|CCAP	LOC108022488|XP_016946930.1|DBIA
OG0000689	CCAP1982_LOCUS22767|CAD7014799.1|CCAP	LOC108022271|XP_016946618.1|DBIA, LOC108022166|XP_016946499.1|DBIA
OG0000691	CCAP1982_LOCUS11669|CAD7003209.1|CCAP	LOC108036758|XP_016968576.1|DBIA, LOC108035947|XP_016967238.1|DBIA
OG0000692	CCAP1982_LOCUS12234|CAD7003801.1|CCAP	LOC108034774|XP_016965209.1|DBIA
OG0000692	CCAP1982_LOCUS12235|CAD7003802.1|CCAP	LOC108034414|XP_016964786.1|DBIA
OG0000693	CCAP1982_LOCUS23258|CAD7015313.1|CCAP	LOC108023625|XP_016948724.1|DBIA
OG0000693	CCAP1982_LOCUS633|CAD6991720.1|CCAP	LOC108031881|XP_016961134.1|DBIA
OG0000695	CCAP1982_LOCUS8997|CAD7000519.1|CCAP	LOC108024892|XP_016950523.1|DBIA
OG0000696	CCAP1982_LOCUS8834|CAD7000352.1|CCAP	LOC108036717|XP_016968506.1|DBIA
OG0000697	CCAP1982_LOCUS6273|CAD6997638.1|CCAP	LOC108027091|XP_016953800.1|DBIA
OG0000698	CCAP1982_LOCUS8717|CAD7000225.1|CCAP	LOC108029304|XP_016956996.1|DBIA
OG0000699	CCAP1982_LOCUS6551|CAD6997933.1|CCAP	LOC108034117|XP_016964386.1|DBIA, LOC108031225|XP_016959950.1|DBIA
OG0000700	CCAP1982_LOCUS7365|CAD6998816.1|CCAP	LOC108029188|XP_016956849.1|DBIA, LOC108027917|XP_016955029.1|DBIA
OG0000701	CCAP1982_LOCUS22532|CAD7014531.1|CCAP	LOC108029443|XP_016957181.1|DBIA
OG0000702	CCAP1982_LOCUS883|CAD6991997.1|CCAP	LOC108026164|XP_016952409.1|DBIA, LOC108026163|XP_016952386.1|DBIA
OG0000703	CCAP1982_LOCUS7246|CAD6998688.1|CCAP	LOC108030103|XP_016958279.1|DBIA
OG0000705	CCAP1982_LOCUS12768|CAD7004352.1|CCAP	LOC108028899|XP_016956410.1|DBIA, LOC108028884|XP_016956392.1|DBIA
OG0000710	CCAP1982_LOCUS23336|CAD7015392.1|CCAP	LOC108027098|XP_016953805.1|DBIA, LOC108022922|XP_016947622.1|DBIA
OG0000712	CCAP1982_LOCUS637|CAD6991724.1|CCAP	LOC108031543|XP_016960569.1|DBIA, LOC108030963|XP_016959652.1|DBIA
OG0000713	CCAP1982_LOCUS23194|CAD7015244.1|CCAP	LOC108030368|XP_016958726.1|DBIA
OG0000715	CCAP1982_LOCUS14124|CAD7005776.1|CCAP	LOC108028120|XP_016955257.1|DBIA
OG0000716	CCAP1982_LOCUS14228|CAD7005886.1|CCAP	LOC108029412|XP_016957175.1|DBIA, LOC108035372|XP_016966461.1|DBIA
OG0000717	CCAP1982_LOCUS13750|CAD7005390.1|CCAP	LOC108030783|XP_016959324.1|DBIA
OG0000719	CCAP1982_LOCUS12110|CAD7003673.1|CCAP	LOC108034944|XP_016965712.1|DBIA, LOC108035245|XP_016966268.1|DBIA
OG0000720	CCAP1982_LOCUS3915|CAD6995196.1|CCAP	LOC108024738|XP_016950324.1|DBIA, LOC108030988|XP_016959677.1|DBIA, LOC108027059|XP_016953757.1|DBIA, LOC108036266|XP_016967766.1|DBIA, LOC108022170|XP_016946503.1|DBIA, LOC108025120|XP_016950875.1|DBIA
OG0000721	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP	LOC108033493|XP_016963322.1|DBIA, LOC108033471|XP_016963296.1|DBIA
OG0000722	CCAP1982_LOCUS21839|CAD7013819.1|CCAP	LOC108022109|XP_016946441.1|DBIA, LOC108022110|XP_016946442.1|DBIA, LOC108022111|XP_016946443.1|DBIA
OG0000723	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP	LOC108036899|XP_016968768.1|DBIA
OG0000726	CCAP1982_LOCUS4572|CAD6995871.1|CCAP	LOC108025453|XP_016951446.1|DBIA, LOC108023479|XP_016948493.1|DBIA
OG0000728	CCAP1982_LOCUS2587|CAD6993789.1|CCAP	LOC108031450|XP_016960371.1|DBIA
OG0000729	CCAP1982_LOCUS3800|CAD6995077.1|CCAP	LOC108025515|XP_016951525.1|DBIA, LOC108025517|XP_016951527.1|DBIA
OG0000730	CCAP1982_LOCUS11317|CAD7002848.1|CCAP	LOC108033136|XP_016962847.1|DBIA, LOC108032433|XP_016961745.1|DBIA
OG0000731	CCAP1982_LOCUS21712|CAD7013669.1|CCAP	LOC108035519|XP_016966670.1|DBIA, LOC108029952|XP_016957943.1|DBIA
OG0000732	CCAP1982_LOCUS11935|CAD7003484.1|CCAP	LOC108035034|XP_016965868.1|DBIA
OG0000733	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP	LOC108026069|XP_016952254.1|DBIA, LOC108035381|XP_016966476.1|DBIA
OG0000734	CCAP1982_LOCUS11176|CAD7002699.1|CCAP	LOC108025692|XP_016951717.1|DBIA
OG0000734	CCAP1982_LOCUS11177|CAD7002700.1|CCAP	LOC108035374|XP_016966463.1|DBIA
OG0000735	CCAP1982_LOCUS5622|CAD6996955.1|CCAP	LOC108032775|XP_016962266.1|DBIA
OG0000736	CCAP1982_LOCUS7876|CAD6999349.1|CCAP	LOC108027663|XP_016954691.1|DBIA, LOC108027662|XP_016954690.1|DBIA
OG0000737	CCAP1982_LOCUS14759|CAD7006440.1|CCAP, CCAP1982_LOCUS14757|CAD7006438.1|CCAP	LOC108026062|XP_016952246.1|DBIA
OG0000737	CCAP1982_LOCUS21802|CAD7013779.1|CCAP	LOC108030161|XP_016958380.1|DBIA
OG0000739	CCAP1982_LOCUS4635|CAD6995933.1|CCAP	LOC108031098|XP_016959797.1|DBIA, LOC108032103|XP_016961421.1|DBIA
OG0000740	CCAP1982_LOCUS12477|CAD7004052.1|CCAP	LOC108027340|XP_016954282.1|DBIA, LOC108036734|XP_016968532.1|DBIA
OG0000740	CCAP1982_LOCUS7812|CAD6999283.1|CCAP	LOC108034609|XP_016965460.1|DBIA
OG0000740	CCAP1982_LOCUS851|CAD6991963.1|CCAP	LOC108031622|XP_016960716.1|DBIA
OG0000743	CCAP1982_LOCUS12884|CAD7004479.1|CCAP	LOC108029604|XP_016957473.1|DBIA, LOC108022318|XP_016946666.1|DBIA, LOC108022141|XP_016946472.1|DBIA
OG0000744	CCAP1982_LOCUS20285|CAD7012184.1|CCAP	LOC108036599|XP_016968348.1|DBIA
OG0000746	CCAP1982_LOCUS7111|CAD6998524.1|CCAP	LOC108026954|XP_016953656.1|DBIA, LOC108029399|XP_016957118.1|DBIA, LOC108029792|XP_016957794.1|DBIA
OG0000747	CCAP1982_LOCUS14652|CAD7006330.1|CCAP	LOC108030865|XP_016959500.1|DBIA
OG0000747	CCAP1982_LOCUS14644|CAD7006322.1|CCAP	LOC108030911|XP_016959585.1|DBIA
OG0000750	CCAP1982_LOCUS5975|CAD6997343.1|CCAP	LOC108022416|XP_016946792.1|DBIA, LOC108031073|XP_016959768.1|DBIA
OG0000753	CCAP1982_LOCUS3763|CAD6995033.1|CCAP	LOC108027421|XP_016954354.1|DBIA
OG0000755	CCAP1982_LOCUS2374|CAD6993561.1|CCAP	LOC108032125|XP_016961446.1|DBIA, LOC108031065|XP_016959759.1|DBIA
OG0000756	CCAP1982_LOCUS3474|CAD6994741.1|CCAP	LOC108026053|XP_016952236.1|DBIA
OG0000757	CCAP1982_LOCUS12322|CAD7003892.1|CCAP	LOC108035695|XP_016966903.1|DBIA
OG0000758	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP	LOC108035675|XP_016966872.1|DBIA, LOC108035594|XP_016966756.1|DBIA
OG0000759	CCAP1982_LOCUS11488|CAD7003025.1|CCAP	LOC108035597|XP_016966762.1|DBIA, LOC108035598|XP_016966763.1|DBIA
OG0000760	CCAP1982_LOCUS23060|CAD7015107.1|CCAP	LOC108026874|XP_016953552.1|DBIA
OG0000762	CCAP1982_LOCUS5527|CAD6996851.1|CCAP	LOC108036149|XP_016967625.1|DBIA
OG0000763	CCAP1982_LOCUS7967|CAD6999443.1|CCAP	LOC108034359|XP_016964736.1|DBIA
OG0000763	CCAP1982_LOCUS7966|CAD6999442.1|CCAP	LOC108033353|XP_016963152.1|DBIA
OG0000764	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP	LOC108031376|XP_016960212.1|DBIA, LOC108025767|XP_016951851.1|DBIA
OG0000767	CCAP1982_LOCUS13379|CAD7005004.1|CCAP	LOC108036673|XP_016946133.1|DBIA, LOC108030915|XP_016959594.1|DBIA
