Orthogroup	CCAP.longest_only	CQUI.longest_only
OG0001133	CCAP1982_LOCUS6900|CAD6998291.1|CCAP, CCAP1982_LOCUS6901|CAD6998292.1|CCAP, CCAP1982_LOCUS6888|CAD6998279.1|CCAP, CCAP1982_LOCUS6889|CAD6998280.1|CCAP, CCAP1982_LOCUS6904|CAD6998295.1|CCAP, CCAP1982_LOCUS6899|CAD6998290.1|CCAP	LOC6043724|XP_038111216.1|CQUI
OG0001134	CCAP1982_LOCUS20005|CAD7011894.1|CCAP	LOC6033084|XP_038114885.1|CQUI, LOC119767284|XP_038111486.1|CQUI, LOC119768949|XP_038116716.1|CQUI
OG0001135	CCAP1982_LOCUS54|CAD6991107.1|CCAP	LOC6034993|XP_038120309.1|CQUI
OG0001135	CCAP1982_LOCUS53|CAD6991106.1|CCAP	LOC6039748|XP_001849295.2|CQUI
OG0001136	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP	LOC6050340|XP_038118633.1|CQUI
OG0001137	CCAP1982_LOCUS5134|CAD6996465.1|CCAP	LOC6050281|XP_001866914.2|CQUI
OG0001138	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP	LOC6044622|XP_038109992.1|CQUI
OG0001139	CCAP1982_LOCUS14528|CAD7006200.1|CCAP	LOC6034191|XP_001844546.2|CQUI
OG0001153	CCAP1982_LOCUS20531|CAD7012450.1|CCAP	LOC6047706|XP_038117452.1|CQUI
OG0001154	CCAP1982_LOCUS5972|CAD6997338.1|CCAP	LOC6031240|XP_038109888.1|CQUI, LOC6044142|XP_038112928.1|CQUI
OG0001157	CCAP1982_LOCUS4065|CAD6995346.1|CCAP	LOC6037551|XP_038117504.1|CQUI
OG0001157	CCAP1982_LOCUS4069|CAD6995350.1|CCAP, CCAP1982_LOCUS4068|CAD6995349.1|CCAP	LOC6031419|XP_001842227.2|CQUI
OG0001158	CCAP1982_LOCUS8483|CAD6999978.1|CCAP	LOC6038004|XP_001847851.2|CQUI
OG0001159	CCAP1982_LOCUS1413|CAD6992567.1|CCAP, CCAP1982_LOCUS1411|CAD6992565.1|CCAP	LOC6047617|XP_038105916.1|CQUI
OG0001160	CCAP1982_LOCUS1437|CAD6992588.1|CCAP, CCAP1982_LOCUS1439|CAD6992590.1|CCAP	LOC6035059|XP_038105567.1|CQUI, LOC119765010|XP_001845295.2|CQUI
OG0001162	CCAP1982_LOCUS861|CAD6991974.1|CCAP, CCAP1982_LOCUS3527|CAD6994796.1|CCAP	LOC6037355|XP_038105872.1|CQUI
OG0001163	CCAP1982_LOCUS8994|CAD7000516.1|CCAP	LOC6040876|XP_038108802.1|CQUI
OG0001164	CCAP1982_LOCUS3746|CAD6995015.1|CCAP, CCAP1982_LOCUS3747|CAD6995016.1|CCAP	LOC6053766|XP_038105500.1|CQUI, LOC6042425|XP_038104494.1|CQUI
OG0001165	CCAP1982_LOCUS2339|CAD6993527.1|CCAP	LOC6040940|XP_001850268.2|CQUI
OG0001167	CCAP1982_LOCUS23222|CAD7015275.1|CCAP	LOC6053462|XP_038118279.1|CQUI
OG0001168	CCAP1982_LOCUS22756|CAD7014785.1|CCAP	LOC119769703|XP_038119060.1|CQUI
OG0001171	CCAP1982_LOCUS11094|CAD7002610.1|CCAP, CCAP1982_LOCUS11093|CAD7002609.1|CCAP, CCAP1982_LOCUS11087|CAD7002601.1|CCAP	LOC6038611|XP_038115237.1|CQUI
OG0001172	CCAP1982_LOCUS23142|CAD7015192.1|CCAP, CCAP1982_LOCUS23145|CAD7015194.1|CCAP, CCAP1982_LOCUS23141|CAD7015190.1|CCAP	LOC6040017|XP_038120821.1|CQUI
OG0001173	CCAP1982_LOCUS137|CAD6991199.1|CCAP	LOC6044092|XP_001861654.2|CQUI, LOC6039973|XP_038108775.1|CQUI, LOC6034249|XP_038113447.1|CQUI, LOC6048284|XP_001865224.1|CQUI
OG0001174	CCAP1982_LOCUS13231|CAD7004846.1|CCAP	LOC6030890|XP_001841766.1|CQUI
OG0001175	CCAP1982_LOCUS19961|CAD7011852.1|CCAP	LOC6041411|XP_001850674.1|CQUI
OG0001176	CCAP1982_LOCUS7150|CAD6998569.1|CCAP	LOC6032450|XP_038112002.1|CQUI
OG0001177	CCAP1982_LOCUS7053|CAD6998455.1|CCAP	LOC6033652|XP_038114034.1|CQUI
OG0001177	CCAP1982_LOCUS21403|CAD7013335.1|CCAP, CCAP1982_LOCUS21673|CAD7013622.1|CCAP, CCAP1982_LOCUS972|CAD6992094.1|CCAP, CCAP1982_LOCUS7049|CAD6998451.1|CCAP	LOC6053562|XP_001869619.2|CQUI
OG0001178	CCAP1982_LOCUS6924|CAD6998317.1|CCAP	LOC6034872|XP_001845141.1|CQUI
OG0001178	CCAP1982_LOCUS22089|CAD7014082.1|CCAP	LOC6033262|XP_038111957.1|CQUI
OG0001179	CCAP1982_LOCUS21397|CAD7013328.1|CCAP	LOC6036453|XP_038114387.1|CQUI
OG0001180	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP	LOC6033626|XP_038112234.1|CQUI
OG0001181	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP	LOC6046070|XP_038119931.1|CQUI
OG0001182	CCAP1982_LOCUS461|CAD6991542.1|CCAP	LOC6051010|XP_038121521.1|CQUI, LOC6051011|XP_038115128.1|CQUI
OG0001183	CCAP1982_LOCUS393|CAD6991469.1|CCAP	LOC6050625|XP_038121048.1|CQUI
OG0001184	CCAP1982_LOCUS14608|CAD7006285.1|CCAP	LOC119769600|XP_038118613.1|CQUI
OG0001185	CCAP1982_LOCUS235|CAD6991306.1|CCAP	LOC6047138|XP_038115095.1|CQUI
OG0001186	CCAP1982_LOCUS4357|CAD6995650.1|CCAP	LOC6041144|XP_001850444.1|CQUI
OG0001187	CCAP1982_LOCUS20646|CAD7012561.1|CCAP	LOC6033407|XP_038110520.1|CQUI, LOC6033409|XP_001843862.2|CQUI
OG0001188	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP	LOC6043678|XP_001861307.2|CQUI, LOC6043677|XP_001861306.2|CQUI
OG0001191	CCAP1982_LOCUS19467|CAD7011363.1|CCAP	LOC6040784|XP_038113888.1|CQUI, LOC6054211|XP_038113931.1|CQUI
OG0001192	CCAP1982_LOCUS5423|CAD6996743.1|CCAP	LOC6039652|XP_038112370.1|CQUI
OG0001193	CCAP1982_LOCUS1428|CAD6992580.1|CCAP	LOC119771227|XP_038122924.1|CQUI, LOC6052191|XP_038104147.1|CQUI, LOC6044486|XP_001861998.2|CQUI, LOC6038340|XP_001848155.1|CQUI
OG0001195	CCAP1982_LOCUS21002|CAD7012903.1|CCAP	LOC119767685|XP_038112768.1|CQUI
OG0001201	CCAP1982_LOCUS703|CAD6991799.1|CCAP	LOC6050447|XP_001867055.2|CQUI
OG0001202	CCAP1982_LOCUS12204|CAD7003768.1|CCAP	LOC6038175|XP_038104882.1|CQUI, LOC6038173|XP_001848004.2|CQUI, LOC6038176|XP_001848007.2|CQUI
OG0001203	CCAP1982_LOCUS9590|CAD7001118.1|CCAP	LOC6038320|XP_038122940.1|CQUI
OG0001203	CCAP1982_LOCUS9348|CAD7000874.1|CCAP	LOC6038329|XP_038110286.1|CQUI
OG0001205	CCAP1982_LOCUS4555|CAD6995854.1|CCAP	LOC6052900|XP_001869076.2|CQUI
OG0001206	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP	LOC6049919|XP_038114189.1|CQUI
OG0001209	CCAP1982_LOCUS1957|CAD6993131.1|CCAP, CCAP1982_LOCUS1956|CAD6993130.1|CCAP	LOC6051353|XP_038122782.1|CQUI
OG0001211	CCAP1982_LOCUS2793|CAD6994016.1|CCAP	LOC6034927|XP_001845192.2|CQUI
OG0001213	CCAP1982_LOCUS4317|CAD6995611.1|CCAP	LOC6039669|XP_001849233.2|CQUI, LOC6039670|XP_001849234.2|CQUI
OG0001214	CCAP1982_LOCUS1460|CAD6992611.1|CCAP	LOC6037486|XP_001847396.2|CQUI
OG0001215	CCAP1982_LOCUS2002|CAD6993180.1|CCAP	LOC6045600|XP_038104162.1|CQUI, LOC6045598|XP_038105791.1|CQUI
OG0001216	CCAP1982_LOCUS2004|CAD6993182.1|CCAP	LOC6045604|XP_038104859.1|CQUI, LOC6045606|XP_038106016.1|CQUI
OG0001217	CCAP1982_LOCUS6159|CAD6997520.1|CCAP	LOC6042395|XP_001851520.2|CQUI
OG0001218	CCAP1982_LOCUS3380|CAD6994645.1|CCAP	LOC6040898|XP_001850226.1|CQUI
OG0001220	CCAP1982_LOCUS21522|CAD7013457.1|CCAP	LOC6045532|XP_001862887.1|CQUI, LOC119769797|XP_038119366.1|CQUI
OG0001221	CCAP1982_LOCUS22041|CAD7014035.1|CCAP	LOC6043322|XP_038116069.1|CQUI
OG0001223	CCAP1982_LOCUS22608|CAD7014617.1|CCAP	LOC6036538|XP_038119459.1|CQUI
OG0001224	CCAP1982_LOCUS20318|CAD7012220.1|CCAP	LOC6036744|XP_001846743.1|CQUI
OG0001225	CCAP1982_LOCUS21678|CAD7013628.1|CCAP	LOC6033514|XP_038117574.1|CQUI, LOC6033515|XP_001843955.2|CQUI
OG0001226	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP	LOC6030868|XP_038117520.1|CQUI
OG0001227	CCAP1982_LOCUS8848|CAD7000368.1|CCAP, CCAP1982_LOCUS8849|CAD7000369.1|CCAP	LOC6037379|XP_038112500.1|CQUI
OG0001229	CCAP1982_LOCUS21558|CAD7013498.1|CCAP	LOC6033208|XP_038108952.1|CQUI
OG0001230	CCAP1982_LOCUS22839|CAD7014875.1|CCAP	LOC6042866|XP_038109988.1|CQUI
OG0001233	CCAP1982_LOCUS8291|CAD6999768.1|CCAP	LOC6034829|XP_038112300.1|CQUI
OG0001234	CCAP1982_LOCUS19773|CAD7011689.1|CCAP	LOC6036123|XP_001846216.1|CQUI
OG0001235	CCAP1982_LOCUS7409|CAD6998860.1|CCAP	LOC119766514|XP_038107036.1|CQUI, LOC6033616|XP_001844043.2|CQUI, LOC6033618|XP_001844045.2|CQUI
OG0001236	CCAP1982_LOCUS14234|CAD7005894.1|CCAP	LOC6046075|XP_001863329.2|CQUI
OG0001237	CCAP1982_LOCUS96|CAD6991156.1|CCAP	LOC6040473|XP_038114997.1|CQUI
OG0001238	CCAP1982_LOCUS5052|CAD6996373.1|CCAP	LOC6043265|XP_038121140.1|CQUI
OG0001240	CCAP1982_LOCUS286|CAD6991356.1|CCAP	LOC6045142|XP_001862540.2|CQUI, LOC6045143|XP_001862541.2|CQUI
OG0001241	CCAP1982_LOCUS4194|CAD6995478.1|CCAP	LOC6046394|XP_038116205.1|CQUI
OG0001243	CCAP1982_LOCUS13382|CAD7005007.1|CCAP	LOC6041156|XP_001850455.2|CQUI
OG0001244	CCAP1982_LOCUS2040|CAD6993221.1|CCAP	LOC6051908|XP_001868265.2|CQUI
OG0001245	CCAP1982_LOCUS2940|CAD6994175.1|CCAP, CCAP1982_LOCUS2941|CAD6994176.1|CCAP	LOC6039632|XP_038111436.1|CQUI, LOC6039633|XP_038111530.1|CQUI, LOC6039631|XP_038106272.1|CQUI, LOC6053173|XP_038106273.1|CQUI
OG0001247	CCAP1982_LOCUS21110|CAD7013024.1|CCAP	LOC6036721|XP_038108755.1|CQUI
OG0001257	CCAP1982_LOCUS10597|CAD7002109.1|CCAP, CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP	LOC6038325|XP_038121277.1|CQUI
OG0001260	CCAP1982_LOCUS3092|CAD6994336.1|CCAP	LOC6047698|XP_001864721.2|CQUI, LOC6047703|XP_038122417.1|CQUI
OG0001263	CCAP1982_LOCUS1201|CAD6992337.1|CCAP, CCAP1982_LOCUS1202|CAD6992338.1|CCAP	LOC6047408|XP_038111894.1|CQUI
OG0001264	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP	LOC6031873|XP_038111151.1|CQUI
OG0001266	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP	LOC6035643|XP_001845783.2|CQUI
OG0001267	CCAP1982_LOCUS3717|CAD6994986.1|CCAP	LOC6051047|XP_038122925.1|CQUI, LOC6044839|XP_038105651.1|CQUI
OG0001269	CCAP1982_LOCUS20837|CAD7012733.1|CCAP	LOC6034952|XP_001845211.1|CQUI
OG0001270	CCAP1982_LOCUS1004|CAD6992122.1|CCAP	LOC119767815|XP_038113307.1|CQUI, LOC6037485|XP_038104290.1|CQUI
OG0001271	CCAP1982_LOCUS22619|CAD7014628.1|CCAP	LOC6043921|XP_001861500.2|CQUI, LOC6043922|XP_001861501.1|CQUI
OG0001272	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP	LOC6038800|XP_038115010.1|CQUI
OG0001273	CCAP1982_LOCUS3030|CAD6994269.1|CCAP	LOC6044636|XP_001862124.1|CQUI, LOC6047353|XP_001864428.2|CQUI, LOC119767645|XP_038112581.1|CQUI, LOC6047352|XP_038106332.1|CQUI
OG0001274	CCAP1982_LOCUS14515|CAD7006186.1|CCAP	LOC6048052|XP_038120536.1|CQUI
OG0001276	CCAP1982_LOCUS11502|CAD7003039.1|CCAP	LOC6041249|XP_001850539.2|CQUI
OG0001277	CCAP1982_LOCUS13150|CAD7004758.1|CCAP	LOC6037285|XP_038119469.1|CQUI
OG0001278	CCAP1982_LOCUS11822|CAD7003363.1|CCAP, CCAP1982_LOCUS5248|CAD6996580.1|CCAP	LOC6036217|XP_038115918.1|CQUI
OG0001279	CCAP1982_LOCUS11832|CAD7003373.1|CCAP	LOC6036221|XP_001846296.1|CQUI
OG0001280	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP	LOC6038254|XP_038118225.1|CQUI
OG0001281	CCAP1982_LOCUS12999|CAD7004604.1|CCAP	LOC6034616|XP_038118327.1|CQUI, LOC6052807|XP_001869012.2|CQUI, LOC6052810|XP_038116188.1|CQUI
OG0001282	CCAP1982_LOCUS5546|CAD6996873.1|CCAP	LOC6035619|XP_001845768.2|CQUI, LOC119767190|XP_038111103.1|CQUI
OG0001283	CCAP1982_LOCUS22647|CAD7014659.1|CCAP	LOC6053152|XP_038119033.1|CQUI
OG0001284	CCAP1982_LOCUS6493|CAD6997874.1|CCAP	LOC6032448|XP_001843044.1|CQUI
OG0001285	CCAP1982_LOCUS11810|CAD7003351.1|CCAP	LOC6040540|XP_001849924.2|CQUI, LOC6032470|XP_001843063.1|CQUI
OG0001286	CCAP1982_LOCUS7999|CAD6999475.1|CCAP, CCAP1982_LOCUS7997|CAD6999473.1|CCAP	LOC6048784|XP_038109129.1|CQUI
OG0001287	CCAP1982_LOCUS907|CAD6992023.1|CCAP	LOC6041527|XP_001850775.2|CQUI, LOC6042657|XP_001853256.2|CQUI
OG0001288	CCAP1982_LOCUS6082|CAD6997436.1|CCAP	LOC6049426|XP_038107510.1|CQUI
OG0001289	CCAP1982_LOCUS7968|CAD6999444.1|CCAP	LOC6049419|XP_001866187.2|CQUI, LOC6049418|XP_001866186.2|CQUI, LOC6049417|XP_038107259.1|CQUI
OG0001290	CCAP1982_LOCUS8372|CAD6999862.1|CCAP, CCAP1982_LOCUS8371|CAD6999861.1|CCAP, CCAP1982_LOCUS8374|CAD6999864.1|CCAP	LOC6048341|XP_038111865.1|CQUI
OG0001291	CCAP1982_LOCUS21121|CAD7013037.1|CCAP	LOC6048800|XP_001865667.2|CQUI
OG0001294	CCAP1982_LOCUS4430|CAD6995724.1|CCAP	LOC6032208|XP_038117537.1|CQUI
OG0001295	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP	LOC6034917|XP_001845183.1|CQUI
OG0001296	CCAP1982_LOCUS23289|CAD7015344.1|CCAP, CCAP1982_LOCUS2727|CAD6993942.1|CCAP	LOC6047495|XP_038119702.1|CQUI
OG0001297	CCAP1982_LOCUS856|CAD6991969.1|CCAP	LOC6046059|XP_038117659.1|CQUI
OG0001298	CCAP1982_LOCUS2803|CAD6994026.1|CCAP	LOC6051290|XP_038120986.1|CQUI, LOC6045184|XP_038120344.1|CQUI
OG0001299	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP	LOC6049643|XP_038121699.1|CQUI, LOC6045696|XP_038115784.1|CQUI
OG0001300	CCAP1982_LOCUS4632|CAD6995930.1|CCAP	LOC6035030|XP_001845275.1|CQUI
OG0001301	CCAP1982_LOCUS19842|CAD7011729.1|CCAP	LOC6039153|XP_001848808.2|CQUI, LOC6039154|XP_001848809.2|CQUI
OG0001302	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP	LOC6047583|XP_001864626.2|CQUI
OG0001303	CCAP1982_LOCUS3529|CAD6994798.1|CCAP	LOC6045151|XP_001862551.1|CQUI
OG0001304	CCAP1982_LOCUS20156|CAD7012054.1|CCAP	LOC6051294|XP_038115861.1|CQUI
OG0001305	CCAP1982_LOCUS228|CAD6991299.1|CCAP	LOC6042960|XP_038116247.1|CQUI
OG0001306	CCAP1982_LOCUS4381|CAD6995674.1|CCAP	LOC6047141|XP_038115120.1|CQUI
OG0001307	CCAP1982_LOCUS10909|CAD7002418.1|CCAP	LOC6045564|XP_038118987.1|CQUI
OG0001309	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP	LOC6037560|XP_038120045.1|CQUI, LOC6037559|XP_001847457.2|CQUI
OG0001310	CCAP1982_LOCUS8196|CAD6999666.1|CCAP	LOC6047951|XP_038121204.1|CQUI
OG0001312	CCAP1982_LOCUS12830|CAD7004421.1|CCAP	LOC6043662|XP_038113256.1|CQUI
OG0001313	CCAP1982_LOCUS20437|CAD7012343.1|CCAP, CCAP1982_LOCUS20438|CAD7012344.1|CCAP	LOC6042364|XP_001851491.2|CQUI
OG0001314	CCAP1982_LOCUS5817|CAD6997175.1|CCAP	LOC119765376|XP_038105034.1|CQUI, LOC119768586|XP_038114575.1|CQUI, LOC6053091|XP_001869240.2|CQUI, LOC6047348|XP_038113711.1|CQUI, LOC6033905|XP_038106239.1|CQUI
OG0001326	CCAP1982_LOCUS1119|CAD6992249.1|CCAP	LOC6035538|XP_001845699.1|CQUI, LOC6040423|XP_038104928.1|CQUI
OG0001334	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP	LOC6037928|XP_038116113.1|CQUI, LOC6054650|XP_038122534.1|CQUI
OG0001335	CCAP1982_LOCUS5161|CAD6996492.1|CCAP	LOC6034790|XP_038104487.1|CQUI, LOC6034789|XP_038104575.1|CQUI
OG0001338	CCAP1982_LOCUS20121|CAD7012010.1|CCAP	LOC6052081|XP_001868402.1|CQUI
OG0001339	CCAP1982_LOCUS21893|CAD7013878.1|CCAP, CCAP1982_LOCUS21898|CAD7013883.1|CCAP	LOC6041047|XP_001850358.2|CQUI
OG0001341	CCAP1982_LOCUS9216|CAD7000743.1|CCAP, CCAP1982_LOCUS3260|CAD6994516.1|CCAP	LOC6037322|XP_001847247.2|CQUI
OG0001342	CCAP1982_LOCUS2025|CAD6993205.1|CCAP	LOC6035340|XP_038104390.1|CQUI
OG0001344	CCAP1982_LOCUS2156|CAD6993338.1|CCAP	LOC6049262|XP_038111703.1|CQUI, LOC6049278|XP_038113436.1|CQUI
OG0001345	CCAP1982_LOCUS1741|CAD6992908.1|CCAP	LOC6039603|XP_001849176.2|CQUI, LOC6035067|XP_001845303.1|CQUI
OG0001348	CCAP1982_LOCUS22946|CAD7014988.1|CCAP	LOC6035324|XP_001845539.2|CQUI
OG0001349	CCAP1982_LOCUS14892|CAD7006578.1|CCAP	LOC6031053|XP_038118485.1|CQUI
OG0001351	CCAP1982_LOCUS21830|CAD7013810.1|CCAP	LOC6039262|XP_001848897.2|CQUI
OG0001352	CCAP1982_LOCUS21313|CAD7013242.1|CCAP	LOC6039281|XP_038119488.1|CQUI
OG0001354	CCAP1982_LOCUS23423|CAD7015484.1|CCAP	LOC6047340|XP_038118747.1|CQUI
OG0001355	CCAP1982_LOCUS21737|CAD7013696.1|CCAP	LOC6041332|XP_001850609.1|CQUI, LOC119768576|XP_038114525.1|CQUI, LOC6041748|XP_001850966.2|CQUI, LOC6045513|XP_001862876.1|CQUI, LOC6046214|XP_001863443.2|CQUI
OG0001356	CCAP1982_LOCUS404|CAD6991479.1|CCAP	LOC6036243|XP_038119253.1|CQUI, LOC6050488|XP_038120895.1|CQUI
OG0001357	CCAP1982_LOCUS12062|CAD7003622.1|CCAP	LOC6040104|XP_001849570.2|CQUI
OG0001358	CCAP1982_LOCUS14516|CAD7006187.1|CCAP	LOC6048059|XP_038118974.1|CQUI
OG0001359	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP	LOC6050003|XP_038119402.1|CQUI, LOC6050011|XP_001866683.2|CQUI
OG0001360	CCAP1982_LOCUS21902|CAD7013888.1|CCAP	LOC6036534|XP_001846579.2|CQUI
OG0001361	CCAP1982_LOCUS11412|CAD7002948.1|CCAP	LOC6039413|XP_038114631.1|CQUI, LOC6031921|XP_038114630.1|CQUI
OG0001362	CCAP1982_LOCUS11823|CAD7003364.1|CCAP	LOC6036218|XP_001846293.1|CQUI
OG0001363	CCAP1982_LOCUS87|CAD6991145.1|CCAP	LOC6039410|XP_001849022.1|CQUI, LOC6047507|XP_001864556.2|CQUI
OG0001364	CCAP1982_LOCUS21222|CAD7013151.1|CCAP	LOC6045816|XP_038117771.1|CQUI, LOC6049405|XP_038110257.1|CQUI
OG0001365	CCAP1982_LOCUS11263|CAD7002793.1|CCAP	LOC6036529|XP_001846574.1|CQUI
OG0001366	CCAP1982_LOCUS12991|CAD7004596.1|CCAP	LOC6041992|XP_038118369.1|CQUI
OG0001367	CCAP1982_LOCUS23136|CAD7015185.1|CCAP	LOC6035628|XP_038118306.1|CQUI
OG0001368	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP, CCAP1982_LOCUS21726|CAD7013685.1|CCAP, CCAP1982_LOCUS21724|CAD7013683.1|CCAP	LOC6033581|XP_038118796.1|CQUI
OG0001370	CCAP1982_LOCUS22021|CAD7014015.1|CCAP	LOC6030780|XP_001841674.2|CQUI
OG0001372	CCAP1982_LOCUS21857|CAD7013837.1|CCAP	LOC119769633|XP_038118760.1|CQUI
OG0001372	CCAP1982_LOCUS21855|CAD7013835.1|CCAP	LOC6052802|XP_038118759.1|CQUI
OG0001373	CCAP1982_LOCUS7766|CAD6999234.1|CCAP, CCAP1982_LOCUS7769|CAD6999237.1|CCAP	LOC6041327|XP_038111903.1|CQUI
OG0001374	CCAP1982_LOCUS7146|CAD6998564.1|CCAP	LOC6032452|XP_001843048.1|CQUI
OG0001375	CCAP1982_LOCUS675|CAD6991768.1|CCAP	LOC119766164|XP_038106502.1|CQUI
OG0001376	CCAP1982_LOCUS22471|CAD7014475.1|CCAP	LOC6048889|XP_001865734.2|CQUI, LOC6048890|XP_001865735.2|CQUI
OG0001377	CCAP1982_LOCUS6994|CAD6998394.1|CCAP, CCAP1982_LOCUS7001|CAD6998401.1|CCAP, CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP	LOC6031968|XP_038112116.1|CQUI
OG0001378	CCAP1982_LOCUS6408|CAD6997783.1|CCAP	LOC6039573|XP_001849170.2|CQUI
OG0001379	CCAP1982_LOCUS6710|CAD6998096.1|CCAP	LOC6045361|XP_038113639.1|CQUI
OG0001381	CCAP1982_LOCUS21553|CAD7013493.1|CCAP	LOC6033216|XP_001843693.2|CQUI
OG0001382	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP	LOC6031266|XP_038109596.1|CQUI
OG0001384	CCAP1982_LOCUS5835|CAD6997196.1|CCAP	LOC6046637|XP_001863807.2|CQUI
OG0001385	CCAP1982_LOCUS5650|CAD6996988.1|CCAP	LOC6034387|XP_038110617.1|CQUI
OG0001386	CCAP1982_LOCUS5862|CAD6997227.1|CCAP, CCAP1982_LOCUS5870|CAD6997236.1|CCAP	LOC6048075|XP_038107435.1|CQUI
OG0001386	CCAP1982_LOCUS5861|CAD6997226.1|CCAP, CCAP1982_LOCUS5869|CAD6997235.1|CCAP, CCAP1982_LOCUS5860|CAD6997225.1|CCAP	LOC6053855|XP_038106997.1|CQUI
OG0001387	CCAP1982_LOCUS8048|CAD6999526.1|CCAP	LOC6047222|XP_001864306.1|CQUI, LOC6047224|XP_038112158.1|CQUI
OG0001388	CCAP1982_LOCUS9027|CAD7000551.1|CCAP	LOC6032182|XP_038109835.1|CQUI, LOC6032181|XP_038113802.1|CQUI, LOC6052123|XP_001868440.2|CQUI
OG0001389	CCAP1982_LOCUS1903|CAD6993073.1|CCAP	LOC6044883|XP_038121439.1|CQUI, LOC6038982|XP_038119289.1|CQUI
OG0001390	CCAP1982_LOCUS7880|CAD6999353.1|CCAP	LOC6043555|XP_038119180.1|CQUI
OG0001391	CCAP1982_LOCUS5828|CAD6997188.1|CCAP	LOC6048704|XP_038118530.1|CQUI
OG0001392	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP	LOC6041800|XP_001851015.2|CQUI
OG0001394	CCAP1982_LOCUS19538|CAD7011438.1|CCAP	LOC6046271|XP_038119136.1|CQUI, LOC119766035|XP_038106314.1|CQUI, LOC6052486|XP_038108722.1|CQUI
