Orthogroup	CCAP.longest_only	DGUA.longest_only
OG0001764	CCAP1982_LOCUS4898|CAD6996209.1|CCAP, CCAP1982_LOCUS4897|CAD6996208.1|CCAP	LOC117585464|XP_034130846.1|DGUA
OG0001765	CCAP1982_LOCUS22890|CAD7014926.1|CCAP	LOC117578807|XP_034120430.1|DGUA
OG0001766	CCAP1982_LOCUS9113|CAD7000639.1|CCAP	LOC117587946|XP_034134837.1|DGUA
OG0001767	CCAP1982_LOCUS6614|CAD6997998.1|CCAP	LOC117584521|XP_034129358.1|DGUA, LOC117584189|XP_034128847.1|DGUA
OG0001769	CCAP1982_LOCUS5427|CAD6996748.1|CCAP	LOC117588178|XP_034135185.1|DGUA
OG0001770	CCAP1982_LOCUS7906|CAD6999380.1|CCAP	LOC117584137|XP_034128781.1|DGUA
OG0001771	CCAP1982_LOCUS6984|CAD6998384.1|CCAP	LOC117582107|XP_034125564.1|DGUA
OG0001772	CCAP1982_LOCUS6455|CAD6997831.1|CCAP	LOC117584606|XP_034129506.1|DGUA
OG0001773	CCAP1982_LOCUS6278|CAD6997646.1|CCAP	LOC117588193|XP_034135209.1|DGUA
OG0001774	CCAP1982_LOCUS22837|CAD7014873.1|CCAP	LOC117586571|XP_034132627.1|DGUA
OG0001776	CCAP1982_LOCUS5458|CAD6996783.1|CCAP	LOC117584191|XP_034128849.1|DGUA
OG0001777	CCAP1982_LOCUS6724|CAD6998110.1|CCAP	LOC117584341|XP_034129064.1|DGUA
OG0001778	CCAP1982_LOCUS7663|CAD6999119.1|CCAP	LOC117584668|XP_034129587.1|DGUA
OG0001780	CCAP1982_LOCUS7239|CAD6998680.1|CCAP	LOC117578755|XP_034120332.1|DGUA
OG0001781	CCAP1982_LOCUS5691|CAD6997033.1|CCAP	LOC117587628|XP_034134380.1|DGUA
OG0001782	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP	LOC117587616|XP_034134363.1|DGUA
OG0001783	CCAP1982_LOCUS9017|CAD7000541.1|CCAP	LOC117583901|XP_034128465.1|DGUA
OG0001784	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP	LOC117582399|XP_034125977.1|DGUA
OG0001785	CCAP1982_LOCUS21527|CAD7013462.1|CCAP	LOC117592045|XP_034141420.1|DGUA
OG0001786	CCAP1982_LOCUS6869|CAD6998260.1|CCAP	LOC117584718|XP_034129659.1|DGUA
OG0001787	CCAP1982_LOCUS6865|CAD6998256.1|CCAP, CCAP1982_LOCUS6866|CAD6998257.1|CCAP	LOC117581850|XP_034125198.1|DGUA
OG0001788	CCAP1982_LOCUS19775|CAD7011691.1|CCAP	LOC117578701|XP_034120238.1|DGUA
OG0001789	CCAP1982_LOCUS11954|CAD7003504.1|CCAP	LOC117591871|XP_034141140.1|DGUA
OG0001790	CCAP1982_LOCUS8064|CAD6999543.1|CCAP, CCAP1982_LOCUS8065|CAD6999544.1|CCAP	LOC117584121|XP_034128763.1|DGUA
OG0001791	CCAP1982_LOCUS21402|CAD7013334.1|CCAP	LOC117592252|XP_034141780.1|DGUA
OG0001792	CCAP1982_LOCUS7676|CAD6999133.1|CCAP	LOC117581878|XP_034125235.1|DGUA
OG0001793	CCAP1982_LOCUS22137|CAD7014132.1|CCAP, CCAP1982_LOCUS22145|CAD7014139.1|CCAP	LOC117591608|XP_034140843.1|DGUA
OG0001794	CCAP1982_LOCUS6938|CAD6998334.1|CCAP, CCAP1982_LOCUS6939|CAD6998335.1|CCAP, CCAP1982_LOCUS6940|CAD6998336.1|CCAP	LOC117584666|XP_034129585.1|DGUA
OG0001795	CCAP1982_LOCUS7066|CAD6998469.1|CCAP	LOC117582435|XP_034126029.1|DGUA
OG0001797	CCAP1982_LOCUS10024|CAD7001527.1|CCAP, CCAP1982_LOCUS10018|CAD7001521.1|CCAP	LOC117590685|XP_034139476.1|DGUA
OG0001798	CCAP1982_LOCUS20411|CAD7012317.1|CCAP	LOC117592014|XP_034141359.1|DGUA
OG0001800	CCAP1982_LOCUS8862|CAD7000386.1|CCAP, CCAP1982_LOCUS8190|CAD6999660.1|CCAP, CCAP1982_LOCUS8189|CAD6999659.1|CCAP	LOC117584018|XP_034128640.1|DGUA
OG0001801	CCAP1982_LOCUS12750|CAD7004331.1|CCAP	LOC117589356|XP_034137133.1|DGUA
OG0001802	CCAP1982_LOCUS445|CAD6991526.1|CCAP	LOC117586519|XP_034132542.1|DGUA
OG0001803	CCAP1982_LOCUS953|CAD6992073.1|CCAP	LOC117586130|XP_034131886.1|DGUA, LOC117586117|XP_034131869.1|DGUA
OG0001804	CCAP1982_LOCUS4422|CAD6995715.1|CCAP	LOC117586655|XP_034132785.1|DGUA
OG0001805	CCAP1982_LOCUS10993|CAD7002504.1|CCAP	LOC117589210|XP_034136846.1|DGUA
OG0001806	CCAP1982_LOCUS359|CAD6991433.1|CCAP	LOC117585775|XP_034131351.1|DGUA
OG0001807	CCAP1982_LOCUS234|CAD6991305.1|CCAP	LOC117586313|XP_034132188.1|DGUA
OG0001808	CCAP1982_LOCUS4980|CAD6996299.1|CCAP	LOC117590190|XP_034138504.1|DGUA
OG0001809	CCAP1982_LOCUS4894|CAD6996206.1|CCAP	LOC117585899|XP_034131546.1|DGUA
OG0001811	CCAP1982_LOCUS7121|CAD6998534.1|CCAP, CCAP1982_LOCUS7122|CAD6998535.1|CCAP	LOC117583446|XP_034127640.1|DGUA
OG0001813	CCAP1982_LOCUS4477|CAD6995773.1|CCAP	LOC117586131|XP_034131907.1|DGUA
OG0001814	CCAP1982_LOCUS4359|CAD6995652.1|CCAP	LOC117586612|XP_034132693.1|DGUA
OG0001815	CCAP1982_LOCUS668|CAD6991760.1|CCAP	LOC117585442|XP_034130808.1|DGUA
OG0001816	CCAP1982_LOCUS20579|CAD7012495.1|CCAP	LOC117591865|XP_034141124.1|DGUA
OG0001817	CCAP1982_LOCUS20287|CAD7012186.1|CCAP	LOC117578767|XP_034120363.1|DGUA
OG0001819	CCAP1982_LOCUS20241|CAD7012144.1|CCAP	LOC117591831|XP_034141063.1|DGUA
OG0001820	CCAP1982_LOCUS21127|CAD7013045.1|CCAP	LOC117582574|XP_034126311.1|DGUA
OG0001821	CCAP1982_LOCUS7163|CAD6998585.1|CCAP, CCAP1982_LOCUS7162|CAD6998584.1|CCAP	LOC117590876|XP_034139792.1|DGUA
OG0001822	CCAP1982_LOCUS7154|CAD6998574.1|CCAP	LOC117591918|XP_034141201.1|DGUA
OG0001823	CCAP1982_LOCUS13376|CAD7005000.1|CCAP	LOC117579499|XP_034121292.1|DGUA
OG0001824	CCAP1982_LOCUS7026|CAD6998426.1|CCAP	LOC117582112|XP_034125575.1|DGUA
OG0001825	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP	LOC117592453|XP_034142108.1|DGUA
OG0001826	CCAP1982_LOCUS5581|CAD6996908.1|CCAP, CCAP1982_LOCUS21161|CAD7013086.1|CCAP	LOC117591286|XP_034140409.1|DGUA
OG0001827	CCAP1982_LOCUS20547|CAD7012467.1|CCAP	LOC117591944|XP_034141248.1|DGUA
OG0001829	CCAP1982_LOCUS19767|CAD7011683.1|CCAP	LOC117578857|XP_034120538.1|DGUA
OG0001830	CCAP1982_LOCUS20337|CAD7012240.1|CCAP	LOC117592655|XP_034142490.1|DGUA
OG0001831	CCAP1982_LOCUS14177|CAD7005833.1|CCAP	LOC117579876|XP_034121887.1|DGUA
OG0001832	CCAP1982_LOCUS21112|CAD7013026.1|CCAP	LOC117588400|XP_034135546.1|DGUA
OG0001833	CCAP1982_LOCUS21130|CAD7013048.1|CCAP	LOC117580809|XP_034123455.1|DGUA
OG0001834	CCAP1982_LOCUS1887|CAD6993056.1|CCAP	LOC117589909|XP_034138073.1|DGUA
OG0001837	CCAP1982_LOCUS22751|CAD7014780.1|CCAP	LOC117583755|XP_034128167.1|DGUA
OG0001838	CCAP1982_LOCUS22536|CAD7014535.1|CCAP	LOC117591848|XP_034141105.1|DGUA
OG0001839	CCAP1982_LOCUS7187|CAD6998612.1|CCAP, CCAP1982_LOCUS7186|CAD6998611.1|CCAP	LOC117592284|XP_034141841.1|DGUA
OG0001849	CCAP1982_LOCUS3184|CAD6994433.1|CCAP	LOC117585734|XP_034131270.1|DGUA
OG0001850	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP	LOC117590611|XP_034139292.1|DGUA
OG0001851	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP, CCAP1982_LOCUS10372|CAD7001885.1|CCAP, CCAP1982_LOCUS10370|CAD7001883.1|CCAP	LOC117590618|XP_034139302.1|DGUA
OG0001852	CCAP1982_LOCUS13290|CAD7004906.1|CCAP	LOC117586830|XP_034133002.1|DGUA
OG0001853	CCAP1982_LOCUS3612|CAD6994877.1|CCAP, CCAP1982_LOCUS3616|CAD6994881.1|CCAP, CCAP1982_LOCUS3614|CAD6994879.1|CCAP	LOC117583486|XP_034127688.1|DGUA
OG0001855	CCAP1982_LOCUS20317|CAD7012219.1|CCAP	LOC117592232|XP_034141757.1|DGUA
OG0001860	CCAP1982_LOCUS13420|CAD7005050.1|CCAP	LOC117579914|XP_034121943.1|DGUA
OG0001861	CCAP1982_LOCUS2989|CAD6994227.1|CCAP	LOC117583559|XP_034127817.1|DGUA
OG0001864	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP	LOC117589479|XP_034137328.1|DGUA
OG0001866	CCAP1982_LOCUS2419|CAD6993609.1|CCAP	LOC117589756|XP_034137828.1|DGUA
OG0001867	CCAP1982_LOCUS12895|CAD7004494.1|CCAP	LOC117588883|XP_034136300.1|DGUA
OG0001868	CCAP1982_LOCUS7780|CAD6999249.1|CCAP	LOC117588018|XP_034134944.1|DGUA
OG0001869	CCAP1982_LOCUS2409|CAD6993599.1|CCAP	LOC117589757|XP_034137833.1|DGUA
OG0001872	CCAP1982_LOCUS1125|CAD6992255.1|CCAP	LOC117583082|XP_034127150.1|DGUA
OG0001873	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP	LOC117590064|XP_034138277.1|DGUA
OG0001874	CCAP1982_LOCUS4109|CAD6995391.1|CCAP	LOC117585551|XP_034130964.1|DGUA
OG0001875	CCAP1982_LOCUS1759|CAD6992926.1|CCAP	LOC117583805|XP_034128277.1|DGUA
OG0001878	CCAP1982_LOCUS2349|CAD6993537.1|CCAP	LOC117589939|XP_034138116.1|DGUA
OG0001879	CCAP1982_LOCUS4169|CAD6995454.1|CCAP	LOC117584988|XP_034130102.1|DGUA
OG0001880	CCAP1982_LOCUS1363|CAD6992514.1|CCAP	LOC117585756|XP_034131303.1|DGUA
OG0001881	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP	LOC117583145|XP_034127225.1|DGUA
OG0001882	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP	LOC117583037|XP_034127089.1|DGUA
OG0001883	CCAP1982_LOCUS2229|CAD6993414.1|CCAP	LOC117582717|XP_034126530.1|DGUA
OG0001884	CCAP1982_LOCUS1429|CAD6992581.1|CCAP	LOC117589566|XP_034137507.1|DGUA
OG0001886	CCAP1982_LOCUS1050|CAD6992176.1|CCAP	LOC117583766|XP_034128209.1|DGUA
OG0001887	CCAP1982_LOCUS20351|CAD7012255.1|CCAP	LOC117592285|XP_034141838.1|DGUA
OG0001888	CCAP1982_LOCUS224|CAD6991295.1|CCAP	LOC117586548|XP_034132601.1|DGUA
OG0001890	CCAP1982_LOCUS2856|CAD6994087.1|CCAP	LOC117589186|XP_034136801.1|DGUA
OG0001891	CCAP1982_LOCUS2944|CAD6994179.1|CCAP	LOC117584985|XP_034130098.1|DGUA
OG0001893	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP	LOC117583364|XP_034127533.1|DGUA
OG0001894	CCAP1982_LOCUS22715|CAD7014737.1|CCAP	LOC117580383|XP_034122814.1|DGUA
OG0001895	CCAP1982_LOCUS9931|CAD7001434.1|CCAP	LOC117590642|XP_034139375.1|DGUA
OG0001896	CCAP1982_LOCUS10482|CAD7001996.1|CCAP	LOC117584608|XP_034129510.1|DGUA
OG0001897	CCAP1982_LOCUS2463|CAD6993655.1|CCAP	LOC117589546|XP_034137441.1|DGUA
OG0001899	CCAP1982_LOCUS1209|CAD6992345.1|CCAP	LOC117585235|XP_034130518.1|DGUA
OG0001901	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP	LOC117583903|XP_034128468.1|DGUA
OG0001903	CCAP1982_LOCUS2781|CAD6994000.1|CCAP	LOC117590077|XP_034138306.1|DGUA
OG0001904	CCAP1982_LOCUS2825|CAD6994050.1|CCAP	LOC117583679|XP_034128041.1|DGUA
OG0001906	CCAP1982_LOCUS1455|CAD6992606.1|CCAP, CCAP1982_LOCUS1453|CAD6992604.1|CCAP, CCAP1982_LOCUS1454|CAD6992605.1|CCAP	LOC117589498|XP_034137361.1|DGUA
OG0001908	CCAP1982_LOCUS2718|CAD6993930.1|CCAP	LOC117583590|XP_034127870.1|DGUA
OG0001910	CCAP1982_LOCUS3105|CAD6994350.1|CCAP	LOC117583180|XP_034127271.1|DGUA
OG0001911	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP	LOC117582789|XP_034126663.1|DGUA
OG0001912	CCAP1982_LOCUS2354|CAD6993542.1|CCAP	LOC117578673|XP_034120191.1|DGUA
OG0001914	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP	LOC117585355|XP_034130693.1|DGUA
OG0001915	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP	LOC117589153|XP_034136741.1|DGUA
OG0001916	CCAP1982_LOCUS21919|CAD7013905.1|CCAP	LOC117579221|XP_034120887.1|DGUA
OG0001917	CCAP1982_LOCUS10929|CAD7002439.1|CCAP	LOC117589188|XP_034136803.1|DGUA
OG0001918	CCAP1982_LOCUS11525|CAD7003062.1|CCAP	LOC117589296|XP_034136979.1|DGUA
OG0001919	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP	LOC117588108|XP_034135074.1|DGUA
OG0001920	CCAP1982_LOCUS12172|CAD7003736.1|CCAP	LOC117588843|XP_034136227.1|DGUA
OG0001921	CCAP1982_LOCUS14964|CAD7006661.1|CCAP	LOC117591755|XP_034140957.1|DGUA
OG0001922	CCAP1982_LOCUS7235|CAD6998676.1|CCAP	LOC117590257|XP_034138636.1|DGUA
OG0001924	CCAP1982_LOCUS5884|CAD6997251.1|CCAP	LOC117587819|XP_034134667.1|DGUA
OG0001925	CCAP1982_LOCUS13224|CAD7004835.1|CCAP	LOC117588852|XP_034136243.1|DGUA
OG0001926	CCAP1982_LOCUS14894|CAD7006580.1|CCAP	LOC117587028|XP_034133344.1|DGUA
OG0001928	CCAP1982_LOCUS12931|CAD7004534.1|CCAP	LOC117580358|XP_034122767.1|DGUA
OG0001929	CCAP1982_LOCUS12927|CAD7004530.1|CCAP	LOC117580174|XP_034122392.1|DGUA
OG0001930	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP	LOC117592698|XP_034142554.1|DGUA
OG0001931	CCAP1982_LOCUS14738|CAD7006418.1|CCAP	LOC117586991|XP_034133282.1|DGUA
OG0001932	CCAP1982_LOCUS14734|CAD7006414.1|CCAP	LOC117587265|XP_034133730.1|DGUA
OG0001933	CCAP1982_LOCUS20458|CAD7012364.1|CCAP	LOC117589373|XP_034137178.1|DGUA
OG0001934	CCAP1982_LOCUS11449|CAD7002986.1|CCAP	LOC117591104|XP_034140097.1|DGUA, LOC117591281|XP_034140370.1|DGUA
OG0001935	CCAP1982_LOCUS14888|CAD7006574.1|CCAP	LOC117588929|XP_034136395.1|DGUA
OG0001937	CCAP1982_LOCUS21341|CAD7013270.1|CCAP	LOC117592171|XP_034141658.1|DGUA
OG0001938	CCAP1982_LOCUS21455|CAD7013390.1|CCAP	LOC117591874|XP_034141139.1|DGUA
OG0001940	CCAP1982_LOCUS21655|CAD7013601.1|CCAP	LOC117591519|XP_034140708.1|DGUA
OG0001941	CCAP1982_LOCUS11356|CAD7002887.1|CCAP	LOC117588991|XP_034136483.1|DGUA
OG0001942	CCAP1982_LOCUS21879|CAD7013860.1|CCAP	LOC117578494|XP_034119919.1|DGUA
OG0001943	CCAP1982_LOCUS14883|CAD7006569.1|CCAP	LOC117588932|XP_034136399.1|DGUA
OG0001944	CCAP1982_LOCUS11128|CAD7002645.1|CCAP	LOC117587439|XP_034134012.1|DGUA
OG0001945	CCAP1982_LOCUS22711|CAD7014732.1|CCAP	LOC117580689|XP_034123209.1|DGUA
OG0001946	CCAP1982_LOCUS21691|CAD7013647.1|CCAP	LOC117581578|XP_034124823.1|DGUA
OG0001947	CCAP1982_LOCUS21692|CAD7013648.1|CCAP	LOC117578773|XP_034120370.1|DGUA
OG0001948	CCAP1982_LOCUS13820|CAD7005460.1|CCAP	LOC117588570|XP_034135857.1|DGUA
OG0001949	CCAP1982_LOCUS13077|CAD7004683.1|CCAP, CCAP1982_LOCUS13414|CAD7005043.1|CCAP, CCAP1982_LOCUS13076|CAD7004682.1|CCAP	LOC117591735|XP_034140938.1|DGUA
OG0001949	CCAP1982_LOCUS13083|CAD7004689.1|CCAP	LOC117586858|XP_034133045.1|DGUA
OG0001950	CCAP1982_LOCUS4560|CAD6995859.1|CCAP	LOC117586649|XP_034132774.1|DGUA
OG0001951	CCAP1982_LOCUS23274|CAD7015329.1|CCAP	LOC117592153|XP_034141610.1|DGUA
OG0001952	CCAP1982_LOCUS23010|CAD7015053.1|CCAP	LOC117592019|XP_034141406.1|DGUA
OG0001953	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP	LOC117589348|XP_034137151.1|DGUA
OG0001954	CCAP1982_LOCUS23202|CAD7015253.1|CCAP	LOC117578833|XP_034120498.1|DGUA
OG0001955	CCAP1982_LOCUS22670|CAD7014686.1|CCAP	LOC117591839|XP_034141096.1|DGUA
OG0001957	CCAP1982_LOCUS22307|CAD7014307.1|CCAP	LOC117578539|XP_034119998.1|DGUA
OG0001958	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP	LOC117581052|XP_034123784.1|DGUA
OG0001959	CCAP1982_LOCUS14238|CAD7005898.1|CCAP	LOC117586942|XP_034133199.1|DGUA
OG0001960	CCAP1982_LOCUS12222|CAD7003786.1|CCAP	LOC117587164|XP_034133568.1|DGUA
OG0001961	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP	LOC117587841|XP_034134700.1|DGUA
OG0001962	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP	LOC117580375|XP_034122802.1|DGUA
OG0001963	CCAP1982_LOCUS12183|CAD7003747.1|CCAP	LOC117589225|XP_034136866.1|DGUA
OG0001964	CCAP1982_LOCUS12354|CAD7003931.1|CCAP	LOC117580110|XP_034122277.1|DGUA
OG0001965	CCAP1982_LOCUS12704|CAD7004284.1|CCAP	LOC117587338|XP_034133867.1|DGUA
OG0001966	CCAP1982_LOCUS3040|CAD6994279.1|CCAP	LOC117583052|XP_034127105.1|DGUA
OG0001967	CCAP1982_LOCUS22780|CAD7014812.1|CCAP	LOC117581879|XP_034125239.1|DGUA
OG0001968	CCAP1982_LOCUS14972|CAD7006670.1|CCAP	LOC117579502|XP_034121296.1|DGUA
OG0001969	CCAP1982_LOCUS21687|CAD7013643.1|CCAP	LOC117578592|XP_034120072.1|DGUA
OG0001970	CCAP1982_LOCUS23267|CAD7015322.1|CCAP	LOC117592242|XP_034141768.1|DGUA
OG0001971	CCAP1982_LOCUS8403|CAD6999893.1|CCAP	LOC117586528|XP_034132556.1|DGUA
OG0001972	CCAP1982_LOCUS23021|CAD7015065.1|CCAP	LOC117590967|XP_034139919.1|DGUA
OG0001973	CCAP1982_LOCUS22029|CAD7014023.1|CCAP	LOC117580399|XP_034122839.1|DGUA
OG0001974	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP	LOC117591065|XP_034140061.1|DGUA
OG0001975	CCAP1982_LOCUS11501|CAD7003038.1|CCAP	LOC117589164|XP_034136761.1|DGUA
OG0001976	CCAP1982_LOCUS22353|CAD7014356.1|CCAP	LOC117592536|XP_034142296.1|DGUA
OG0001977	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP	LOC117584293|XP_034129005.1|DGUA
OG0001978	CCAP1982_LOCUS7617|CAD6999071.1|CCAP	LOC117582006|XP_034125393.1|DGUA
OG0001979	CCAP1982_LOCUS8860|CAD7000384.1|CCAP	LOC117581764|XP_034125057.1|DGUA
OG0001980	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP	LOC117581827|XP_034125162.1|DGUA
OG0001981	CCAP1982_LOCUS7875|CAD6999348.1|CCAP	LOC117582412|XP_034125993.1|DGUA
OG0001982	CCAP1982_LOCUS5569|CAD6996896.1|CCAP	LOC117587604|XP_034134346.1|DGUA
OG0001983	CCAP1982_LOCUS3020|CAD6994259.1|CCAP	LOC117587792|XP_034134629.1|DGUA
OG0001984	CCAP1982_LOCUS9240|CAD7000765.1|CCAP	LOC117588101|XP_034135062.1|DGUA
OG0001985	CCAP1982_LOCUS5651|CAD6996989.1|CCAP	LOC117588104|XP_034135066.1|DGUA
OG0001986	CCAP1982_LOCUS6409|CAD6997784.1|CCAP	LOC117587675|XP_034134458.1|DGUA
OG0001988	CCAP1982_LOCUS22258|CAD7014255.1|CCAP	LOC117592008|XP_034141352.1|DGUA
OG0001989	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP	LOC117582355|XP_034125902.1|DGUA
OG0001990	CCAP1982_LOCUS6088|CAD6997442.1|CCAP	LOC117584274|XP_034128981.1|DGUA
OG0001991	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP	LOC117587920|XP_034134798.1|DGUA
OG0001992	CCAP1982_LOCUS7304|CAD6998750.1|CCAP	LOC117581820|XP_034125154.1|DGUA
OG0001993	CCAP1982_LOCUS6510|CAD6997891.1|CCAP	LOC117591576|XP_034140784.1|DGUA
OG0001994	CCAP1982_LOCUS4040|CAD6995322.1|CCAP	LOC117585327|XP_034130657.1|DGUA
OG0001995	CCAP1982_LOCUS7864|CAD6999337.1|CCAP	LOC117588234|XP_034135275.1|DGUA
OG0001996	CCAP1982_LOCUS6834|CAD6998223.1|CCAP	LOC117584741|XP_034129714.1|DGUA
OG0001997	CCAP1982_LOCUS22833|CAD7014869.1|CCAP	LOC117586636|XP_034132755.1|DGUA
OG0001998	CCAP1982_LOCUS22838|CAD7014874.1|CCAP	LOC117586579|XP_034132639.1|DGUA
OG0001999	CCAP1982_LOCUS23214|CAD7015266.1|CCAP	LOC117580340|XP_034122740.1|DGUA
OG0002000	CCAP1982_LOCUS8817|CAD7000334.1|CCAP	LOC117582366|XP_034125915.1|DGUA
OG0002001	CCAP1982_LOCUS8682|CAD7000189.1|CCAP	LOC117582555|XP_034126272.1|DGUA
OG0002003	CCAP1982_LOCUS9016|CAD7000540.1|CCAP	LOC117584518|XP_034129353.1|DGUA
OG0002004	CCAP1982_LOCUS7661|CAD6999117.1|CCAP	LOC117582197|XP_034125695.1|DGUA
OG0002005	CCAP1982_LOCUS9022|CAD7000546.1|CCAP	LOC117590897|XP_034139819.1|DGUA
OG0002006	CCAP1982_LOCUS8852|CAD7000372.1|CCAP	LOC117584837|XP_034129859.1|DGUA
OG0002007	CCAP1982_LOCUS5813|CAD6997170.1|CCAP	LOC117587619|XP_034134367.1|DGUA
OG0002008	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP	LOC117590677|XP_034139444.1|DGUA
OG0002009	CCAP1982_LOCUS7153|CAD6998573.1|CCAP	LOC117581134|XP_034123955.1|DGUA
OG0002010	CCAP1982_LOCUS9018|CAD7000542.1|CCAP	LOC117583899|XP_034128461.1|DGUA
OG0002011	CCAP1982_LOCUS5797|CAD6997153.1|CCAP	LOC117588149|XP_034135138.1|DGUA
OG0002012	CCAP1982_LOCUS8101|CAD6999576.1|CCAP	LOC117582589|XP_034126326.1|DGUA
OG0002013	CCAP1982_LOCUS5842|CAD6997203.1|CCAP	LOC117587837|XP_034134690.1|DGUA
OG0002014	CCAP1982_LOCUS20407|CAD7012313.1|CCAP	LOC117586040|XP_034131779.1|DGUA
OG0002015	CCAP1982_LOCUS8287|CAD6999764.1|CCAP	LOC117581959|XP_034125332.1|DGUA
OG0002016	CCAP1982_LOCUS22546|CAD7014545.1|CCAP	LOC117578411|XP_034119760.1|DGUA
OG0002017	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP	LOC117584807|XP_034129816.1|DGUA
OG0002018	CCAP1982_LOCUS5457|CAD6996782.1|CCAP	LOC117591560|XP_034140755.1|DGUA
OG0002019	CCAP1982_LOCUS7335|CAD6998781.1|CCAP	LOC117582016|XP_034125428.1|DGUA
OG0002020	CCAP1982_LOCUS5558|CAD6996885.1|CCAP	LOC117587826|XP_034134677.1|DGUA
OG0002021	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP	LOC117581809|XP_034125145.1|DGUA
OG0002022	CCAP1982_LOCUS7961|CAD6999437.1|CCAP	LOC117583871|XP_034128408.1|DGUA
OG0002023	CCAP1982_LOCUS2755|CAD6993970.1|CCAP	LOC117589804|XP_034137907.1|DGUA
OG0002024	CCAP1982_LOCUS5710|CAD6997056.1|CCAP	LOC117584712|XP_034129648.1|DGUA
OG0002025	CCAP1982_LOCUS8538|CAD7000034.1|CCAP	LOC117581987|XP_034125370.1|DGUA
OG0002026	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP	LOC117579320|XP_034121023.1|DGUA
OG0002027	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP	LOC117591197|XP_034140231.1|DGUA
OG0002028	CCAP1982_LOCUS20133|CAD7012029.1|CCAP	LOC117587745|XP_034134601.1|DGUA
