Orthogroup	CCAP.longest_only	DMIR.longest_only
OG0000321	CCAP1982_LOCUS5968|CAD6997334.1|CCAP	LOC108162503|XP_033250000.1|DMIR
OG0000321	CCAP1982_LOCUS6789|CAD6998173.1|CCAP	LOC108162504|XP_017152768.1|DMIR
OG0000323	CCAP1982_LOCUS7856|CAD6999329.1|CCAP	LOC108162173|XP_017152255.1|DMIR
OG0000323	CCAP1982_LOCUS2694|CAD6993901.1|CCAP	LOC108157251|XP_017144716.1|DMIR
OG0000324	CCAP1982_LOCUS20550|CAD7012470.1|CCAP, CCAP1982_LOCUS20551|CAD7012471.1|CCAP	LOC117191147|XP_033252003.1|DMIR, LOC117191148|XP_033252004.1|DMIR, LOC117191153|XP_033252011.1|DMIR, LOC117191149|XP_033252005.1|DMIR, LOC117191157|XP_033252015.1|DMIR, LOC117191145|XP_033252001.1|DMIR, LOC117191150|XP_033252008.1|DMIR, LOC117191144|XP_033251999.1|DMIR, LOC117191645|XP_033252344.1|DMIR, LOC117191161|XP_033252018.1|DMIR, LOC117191139|XP_033251993.1|DMIR, LOC117191652|XP_033252350.1|DMIR, LOC117191133|XP_033251985.1|DMIR, LOC117191135|XP_033251987.1|DMIR, LOC117191126|XP_033251979.1|DMIR, LOC117191146|XP_033252002.1|DMIR, LOC117191131|XP_033251983.1|DMIR, LOC117190751|XP_033251704.1|DMIR, LOC117191653|XP_033252351.1|DMIR, LOC117191140|XP_033251994.1|DMIR, LOC117191136|XP_033251988.1|DMIR, LOC117191644|XP_033252343.1|DMIR, LOC117191647|XP_033252345.1|DMIR, LOC117191138|XP_033251992.1|DMIR, LOC117191129|XP_033251982.1|DMIR, LOC117191127|XP_033251980.1|DMIR, LOC117191122|XP_033251975.1|DMIR, LOC117187764|XP_033246469.1|DMIR, LOC117191117|XP_033251968.1|DMIR, LOC117191651|XP_033252349.1|DMIR, LOC117191132|XP_033251984.1|DMIR, LOC117191650|XP_033252347.1|DMIR, LOC117191142|XP_033251996.1|DMIR, LOC117191154|XP_033252012.1|DMIR, LOC117191155|XP_033252013.1|DMIR, LOC117191152|XP_033252010.1|DMIR, LOC117191159|XP_033252017.1|DMIR, LOC117191143|XP_033251998.1|DMIR, LOC117191654|XP_033252352.1|DMIR, LOC117191158|XP_033252016.1|DMIR, LOC117191125|XP_033251976.1|DMIR, LOC117191121|XP_033251974.1|DMIR, LOC117191120|XP_033251971.1|DMIR, LOC117191118|XP_033251969.1|DMIR, LOC117191119|XP_033251970.1|DMIR, LOC108158946|XP_017147258.2|DMIR, LOC117188145|XP_033247429.1|DMIR
OG0000325	CCAP1982_LOCUS14564|CAD7006238.1|CCAP	LOC108152056|XP_017136549.1|DMIR
OG0000325	CCAP1982_LOCUS14537|CAD7006209.1|CCAP, CCAP1982_LOCUS14573|CAD7006247.1|CCAP	LOC108152057|XP_017136551.1|DMIR
OG0000327	CCAP1982_LOCUS21685|CAD7013638.1|CCAP, CCAP1982_LOCUS21684|CAD7013637.1|CCAP, CCAP1982_LOCUS21688|CAD7013644.1|CCAP	LOC108158102|XP_017145760.1|DMIR, LOC108158103|XP_017145761.1|DMIR, LOC117192804|XP_033253450.1|DMIR, LOC108158104|XP_017145762.1|DMIR
OG0000328	CCAP1982_LOCUS11450|CAD7002987.1|CCAP	LOC108158070|XP_017145709.1|DMIR, LOC108165320|XP_017156843.1|DMIR, LOC108165319|XP_017156842.1|DMIR
OG0000331	CCAP1982_LOCUS7694|CAD6999156.1|CCAP	LOC108162578|XP_017152880.1|DMIR, LOC108162576|XP_017152874.2|DMIR, LOC117185724|XP_017152878.2|DMIR, LOC108162574|XP_017152867.1|DMIR, LOC108162577|XP_033248544.1|DMIR, LOC108162575|XP_033248541.1|DMIR, LOC108162573|XP_017152865.2|DMIR
OG0000332	CCAP1982_LOCUS2276|CAD6993463.1|CCAP	LOC108154931|XP_017140898.1|DMIR
OG0000333	CCAP1982_LOCUS14968|CAD7006666.1|CCAP	LOC108152973|XP_017138188.1|DMIR, LOC108152972|XP_017138184.1|DMIR
OG0000333	CCAP1982_LOCUS14967|CAD7006665.1|CCAP	LOC108152860|XP_017137973.1|DMIR
OG0000334	CCAP1982_LOCUS20995|CAD7012896.1|CCAP, CCAP1982_LOCUS19902|CAD7011792.1|CCAP	LOC117191291|XP_033252090.1|DMIR, LOC108159190|XP_017147734.1|DMIR
OG0000335	CCAP1982_LOCUS6099|CAD6997453.1|CCAP	LOC108161600|XP_017151376.1|DMIR
OG0000335	CCAP1982_LOCUS6100|CAD6997454.1|CCAP	LOC108164304|XP_033249914.1|DMIR
OG0000336	CCAP1982_LOCUS705|CAD6991802.1|CCAP	LOC108155221|XP_017141394.1|DMIR, LOC108156934|XP_017144183.1|DMIR, LOC108156641|XP_017143730.1|DMIR
OG0000337	CCAP1982_LOCUS4380|CAD6995673.1|CCAP	LOC108151160|XP_017135079.2|DMIR, LOC108153109|XP_017138384.1|DMIR, LOC108165326|XP_017156848.1|DMIR
OG0000338	CCAP1982_LOCUS10874|CAD7002380.1|CCAP	LOC108153019|XP_017138255.1|DMIR
OG0000338	CCAP1982_LOCUS23221|CAD7015274.1|CCAP	LOC108159926|XP_017149057.2|DMIR, LOC117185755|XP_033247238.1|DMIR
OG0000339	CCAP1982_LOCUS14878|CAD7006564.1|CCAP	LOC108150890|XP_017134689.1|DMIR, LOC108153728|XP_017139345.1|DMIR, LOC108153741|XP_017139360.1|DMIR
OG0000340	CCAP1982_LOCUS19733|CAD7011646.1|CCAP	LOC117194323|XP_033254784.1|DMIR, LOC117194848|XP_033255210.1|DMIR, LOC117194647|XP_033255054.1|DMIR, LOC117190576|XP_033251523.1|DMIR, LOC117194325|XP_033254786.1|DMIR, LOC117194490|XP_033254939.1|DMIR, LOC117189638|XP_033250648.1|DMIR, LOC117194438|XP_033254897.1|DMIR, LOC117190570|XP_033251518.1|DMIR, LOC117191725|XP_033252402.1|DMIR, LOC117191100|XP_033251954.1|DMIR, LOC117195133|XP_033255676.1|DMIR, LOC117194433|XP_033254890.1|DMIR, LOC117191727|XP_033252405.1|DMIR, LOC117193148|XP_033253768.1|DMIR, LOC117194465|XP_033254919.1|DMIR, LOC117194501|XP_033254945.1|DMIR, LOC117190575|XP_033251522.1|DMIR, LOC117194439|XP_033254898.1|DMIR, LOC117194611|XP_033255033.1|DMIR, LOC117194326|XP_033254787.1|DMIR, LOC117194440|XP_033254900.1|DMIR, LOC117194441|XP_033254901.1|DMIR, LOC117194442|XP_033254902.1|DMIR, LOC117190573|XP_033251521.1|DMIR, LOC117194648|XP_033255055.1|DMIR, LOC117190577|XP_033251525.1|DMIR, LOC117195148|XP_033255687.1|DMIR, LOC117193809|XP_033254414.1|DMIR, LOC117191724|XP_033252401.1|DMIR, LOC117190571|XP_033251520.1|DMIR, LOC117194850|XP_033255212.1|DMIR, LOC117195149|XP_033255688.1|DMIR, LOC117194489|XP_033254938.1|DMIR, LOC117195166|XP_033255696.1|DMIR, LOC117194364|XP_033254827.1|DMIR, LOC117193149|XP_033253769.1|DMIR, LOC117190569|XP_033251517.1|DMIR, LOC117189636|XP_033250646.1|DMIR, LOC117194435|XP_033254896.1|DMIR, LOC117189637|XP_033250647.1|DMIR, LOC117191726|XP_033252404.1|DMIR, LOC117193414|XP_033254056.1|DMIR, LOC117194646|XP_033255053.1|DMIR, LOC117189640|XP_033250651.1|DMIR, LOC108159780|XP_017148829.2|DMIR, LOC117187970|XP_033246897.1|DMIR
OG0000343	CCAP1982_LOCUS1051|CAD6992177.1|CCAP	LOC108155775|XP_017142323.1|DMIR
OG0000344	CCAP1982_LOCUS22694|CAD7014712.1|CCAP	LOC108159576|XP_017148509.1|DMIR
OG0000344	CCAP1982_LOCUS2029|CAD6993210.1|CCAP	LOC108155393|XP_017141666.1|DMIR
OG0000345	CCAP1982_LOCUS22702|CAD7014723.1|CCAP	LOC117193057|XP_033253681.1|DMIR, LOC108159911|XP_017149032.1|DMIR
OG0000345	CCAP1982_LOCUS20163|CAD7012061.1|CCAP	LOC108158417|XP_033248151.1|DMIR, LOC117192612|XP_033253220.1|DMIR
OG0000346	CCAP1982_LOCUS21350|CAD7013279.1|CCAP	LOC117191074|XP_033251934.1|DMIR, LOC108158475|XP_017146268.1|DMIR
OG0000347	CCAP1982_LOCUS12932|CAD7004535.1|CCAP	LOC108152709|XP_033242512.1|DMIR
OG0000347	CCAP1982_LOCUS8872|CAD7000397.1|CCAP	LOC108161768|XP_017151591.1|DMIR
OG0000349	CCAP1982_LOCUS5504|CAD6996831.1|CCAP, CCAP1982_LOCUS5503|CAD6996830.1|CCAP	LOC108162746|XP_017153112.1|DMIR, LOC117185993|XP_033241910.1|DMIR, LOC117185991|XP_033241906.1|DMIR, LOC117186000|XP_033241922.1|DMIR, LOC117185999|XP_033241921.1|DMIR, LOC117185998|XP_033241919.1|DMIR, LOC117185996|XP_033241914.1|DMIR, LOC117185995|XP_033241913.1|DMIR, LOC117185994|XP_033241911.1|DMIR, LOC117185997|XP_033241918.1|DMIR, LOC117185990|XP_033241905.1|DMIR, LOC117185992|XP_033241908.1|DMIR, LOC117186001|XP_033241923.1|DMIR, LOC117186004|XP_033241928.1|DMIR, LOC117186002|XP_033241925.1|DMIR, LOC117186003|XP_033241927.1|DMIR, LOC108165003|XP_033241903.1|DMIR, LOC108155699|XP_017142209.2|DMIR, LOC117186006|XP_033241930.1|DMIR, LOC117186005|XP_033241929.1|DMIR, LOC117189036|XP_033249813.1|DMIR, LOC108161148|XP_033249510.1|DMIR, LOC117188894|XP_033249331.1|DMIR, LOC117188895|XP_033249334.1|DMIR, LOC108163101|XP_017153678.1|DMIR, LOC117186007|XP_033241931.1|DMIR, LOC117194190|XP_033254738.1|DMIR, LOC117188893|XP_033249327.1|DMIR, LOC108163098|XP_033248519.1|DMIR
OG0000350	CCAP1982_LOCUS13445|CAD7005081.1|CCAP	LOC108151012|XP_017134862.1|DMIR, LOC108151011|XP_017134861.1|DMIR
OG0000350	CCAP1982_LOCUS13444|CAD7005080.1|CCAP	LOC108157039|XP_017144344.1|DMIR
OG0000351	CCAP1982_LOCUS19932|CAD7011822.1|CCAP	LOC108159766|XP_017148814.1|DMIR
OG0000353	CCAP1982_LOCUS1631|CAD6992792.1|CCAP, CCAP1982_LOCUS1641|CAD6992802.1|CCAP, CCAP1982_LOCUS1649|CAD6992810.1|CCAP	LOC108155801|XP_017142371.1|DMIR
OG0000353	CCAP1982_LOCUS5604|CAD6996934.1|CCAP	LOC108162840|XP_017153270.1|DMIR
OG0000354	CCAP1982_LOCUS8239|CAD6999713.1|CCAP	LOC108163352|XP_017154083.1|DMIR
OG0000355	CCAP1982_LOCUS21870|CAD7013851.1|CCAP	LOC108158852|XP_017147065.1|DMIR
OG0000355	CCAP1982_LOCUS21864|CAD7013844.1|CCAP	LOC108158706|XP_017146735.1|DMIR, LOC108158708|XP_017146737.1|DMIR
OG0000356	CCAP1982_LOCUS21448|CAD7013383.1|CCAP, CCAP1982_LOCUS21447|CAD7013382.1|CCAP	LOC108161706|XP_017151513.1|DMIR, LOC108161707|XP_017151516.1|DMIR
OG0000357	CCAP1982_LOCUS10331|CAD7001841.1|CCAP	LOC117191267|XP_033252071.1|DMIR
OG0000357	CCAP1982_LOCUS10551|CAD7002063.1|CCAP, CCAP1982_LOCUS10097|CAD7001603.1|CCAP	LOC117192927|XP_033253548.1|DMIR, LOC117190179|XP_033251130.1|DMIR, LOC117194003|XP_033254530.1|DMIR
OG0000359	CCAP1982_LOCUS14692|CAD7006370.1|CCAP	LOC108165272|XP_017156796.1|DMIR, LOC108151551|XP_017135706.1|DMIR, LOC108150883|XP_017134681.1|DMIR
OG0000361	CCAP1982_LOCUS5571|CAD6996898.1|CCAP	LOC108161910|XP_017151802.1|DMIR, LOC108164081|XP_017155155.2|DMIR
OG0000362	CCAP1982_LOCUS13419|CAD7005048.1|CCAP	LOC108164439|XP_017155629.1|DMIR
OG0000362	CCAP1982_LOCUS14636|CAD7006314.1|CCAP	LOC108151950|XP_017136377.1|DMIR, LOC108151433|XP_017135517.1|DMIR
OG0000363	CCAP1982_LOCUS4780|CAD6996073.1|CCAP	LOC108155053|XP_017141122.1|DMIR
OG0000363	CCAP1982_LOCUS11893|CAD7003437.1|CCAP, CCAP1982_LOCUS11894|CAD7003438.1|CCAP	LOC108152147|XP_017136746.1|DMIR
OG0000364	CCAP1982_LOCUS11303|CAD7002833.1|CCAP, CCAP1982_LOCUS11295|CAD7002825.1|CCAP, CCAP1982_LOCUS11297|CAD7002827.1|CCAP	LOC108151049|XP_033242186.1|DMIR
OG0000365	CCAP1982_LOCUS22064|CAD7014056.1|CCAP	LOC108160626|XP_017150234.2|DMIR, LOC117185766|XP_033247459.1|DMIR
OG0000365	CCAP1982_LOCUS7434|CAD6998887.1|CCAP	LOC108164206|XP_017155325.1|DMIR
OG0000366	CCAP1982_LOCUS89|CAD6991147.1|CCAP	LOC108157635|XP_017145265.1|DMIR
OG0000367	CCAP1982_LOCUS7492|CAD6998946.1|CCAP	LOC108151828|XP_017136186.1|DMIR
OG0000367	CCAP1982_LOCUS20529|CAD7012448.1|CCAP	LOC108159321|XP_017148001.1|DMIR
OG0000368	CCAP1982_LOCUS13421|CAD7005051.1|CCAP	LOC108153378|XP_017138839.1|DMIR
OG0000368	CCAP1982_LOCUS14032|CAD7005679.1|CCAP	LOC108153602|XP_017139182.1|DMIR
OG0000378	CCAP1982_LOCUS6736|CAD6998125.1|CCAP	LOC108154592|XP_017140388.1|DMIR
OG0000379	CCAP1982_LOCUS21660|CAD7013606.1|CCAP	LOC117191418|XP_033252182.1|DMIR, LOC108158658|XP_017146644.1|DMIR, LOC117190967|XP_033251846.1|DMIR, LOC108158657|XP_017146642.1|DMIR, LOC108160190|XP_017149513.1|DMIR
OG0000380	CCAP1982_LOCUS12650|CAD7004231.1|CCAP	LOC108160953|XP_017150733.1|DMIR, LOC117190133|XP_033251106.1|DMIR, LOC108160350|XP_017149801.1|DMIR
OG0000380	CCAP1982_LOCUS12649|CAD7004230.1|CCAP	LOC108165496|XP_017157042.1|DMIR
OG0000381	CCAP1982_LOCUS5374|CAD6996690.1|CCAP	LOC108163723|XP_017154662.1|DMIR
OG0000383	CCAP1982_LOCUS8613|CAD7000118.1|CCAP	LOC108162652|XP_017152974.1|DMIR
OG0000383	CCAP1982_LOCUS8611|CAD7000116.1|CCAP	LOC108161945|XP_017151870.1|DMIR
OG0000384	CCAP1982_LOCUS21415|CAD7013347.1|CCAP	LOC117191391|XP_033252165.1|DMIR, LOC108160312|XP_017149722.1|DMIR
OG0000384	CCAP1982_LOCUS21411|CAD7013343.1|CCAP, CCAP1982_LOCUS21405|CAD7013337.1|CCAP	LOC108160611|XP_017150214.1|DMIR, LOC117191066|XP_033251923.1|DMIR
OG0000386	CCAP1982_LOCUS2499|CAD6993693.1|CCAP	LOC108153778|XP_033243910.1|DMIR, LOC108157181|XP_017144593.1|DMIR
OG0000389	CCAP1982_LOCUS4106|CAD6995388.1|CCAP, CCAP1982_LOCUS4103|CAD6995385.1|CCAP	LOC108155707|XP_033245171.1|DMIR
OG0000389	CCAP1982_LOCUS19656|CAD7011568.1|CCAP	LOC108153105|XP_017138379.1|DMIR
OG0000390	CCAP1982_LOCUS21890|CAD7013874.1|CCAP	LOC117188720|XP_033248889.1|DMIR, LOC108162565|XP_017152852.1|DMIR
OG0000391	CCAP1982_LOCUS21905|CAD7013892.1|CCAP	LOC117190429|XP_033251401.1|DMIR, LOC108158732|XP_017146825.1|DMIR
OG0000391	CCAP1982_LOCUS21907|CAD7013893.1|CCAP	LOC108160797|XP_017150503.1|DMIR
OG0000392	CCAP1982_LOCUS6845|CAD6998235.1|CCAP	LOC108164101|XP_033249493.1|DMIR
OG0000393	CCAP1982_LOCUS7644|CAD6999099.1|CCAP	LOC108162496|XP_033249836.1|DMIR
OG0000393	CCAP1982_LOCUS7637|CAD6999091.1|CCAP	LOC108163840|XP_017154842.1|DMIR
OG0000395	CCAP1982_LOCUS13447|CAD7005084.1|CCAP	LOC108151023|XP_017134872.2|DMIR, LOC108151021|XP_017134869.1|DMIR
OG0000396	CCAP1982_LOCUS8304|CAD6999782.1|CCAP, CCAP1982_LOCUS8303|CAD6999781.1|CCAP, CCAP1982_LOCUS8305|CAD6999783.1|CCAP	LOC108163242|XP_017153894.1|DMIR
OG0000397	CCAP1982_LOCUS22197|CAD7014192.1|CCAP, CCAP1982_LOCUS22198|CAD7014193.1|CCAP	LOC108160285|XP_017149662.1|DMIR, LOC108160283|XP_017149658.1|DMIR, LOC108160284|XP_017149661.1|DMIR
OG0000399	CCAP1982_LOCUS1621|CAD6992781.1|CCAP	LOC108157406|XP_017144941.1|DMIR
OG0000399	CCAP1982_LOCUS3083|CAD6994327.1|CCAP	LOC108153671|XP_017139274.2|DMIR, LOC108165276|XP_033243088.1|DMIR, LOC108155544|XP_017141912.1|DMIR
OG0000403	CCAP1982_LOCUS1259|CAD6992395.1|CCAP	LOC108156639|XP_017143726.1|DMIR
OG0000403	CCAP1982_LOCUS22013|CAD7014006.1|CCAP	LOC108159904|XP_033251488.1|DMIR, LOC117188200|XP_033247574.1|DMIR, LOC108158715|XP_017146747.1|DMIR
OG0000404	CCAP1982_LOCUS1097|CAD6992227.1|CCAP	LOC108157375|XP_017144892.1|DMIR
OG0000406	CCAP1982_LOCUS11897|CAD7003443.1|CCAP	LOC108152980|XP_017138196.1|DMIR
OG0000406	CCAP1982_LOCUS21278|CAD7013207.1|CCAP	LOC108159836|XP_017148915.1|DMIR
OG0000407	CCAP1982_LOCUS12843|CAD7004436.1|CCAP	LOC108151557|XP_033243525.1|DMIR
OG0000407	CCAP1982_LOCUS12844|CAD7004437.1|CCAP	LOC108151555|XP_017135710.1|DMIR
OG0000408	CCAP1982_LOCUS7779|CAD6999248.1|CCAP	LOC108157814|XP_017145501.1|DMIR, LOC108163090|XP_017153665.1|DMIR
OG0000409	CCAP1982_LOCUS21376|CAD7013305.1|CCAP, CCAP1982_LOCUS21379|CAD7013308.1|CCAP	LOC117195109|XP_033255654.1|DMIR, LOC108160963|XP_017150747.1|DMIR, LOC108159085|XP_017147529.2|DMIR, LOC117188028|XP_033247062.1|DMIR
OG0000411	CCAP1982_LOCUS957|CAD6992077.1|CCAP	LOC108155024|XP_017141068.1|DMIR
OG0000411	CCAP1982_LOCUS6392|CAD6997762.1|CCAP	LOC108163826|XP_017154803.1|DMIR
OG0000412	CCAP1982_LOCUS13595|CAD7005237.1|CCAP	LOC108153098|XP_033242182.1|DMIR
OG0000413	CCAP1982_LOCUS275|CAD6991346.1|CCAP	LOC108153917|XP_017139502.1|DMIR
OG0000413	CCAP1982_LOCUS5039|CAD6996361.1|CCAP, CCAP1982_LOCUS5038|CAD6996360.1|CCAP, CCAP1982_LOCUS5040|CAD6996362.1|CCAP	LOC108153886|XP_017139475.1|DMIR
OG0000414	CCAP1982_LOCUS19440|CAD7011335.1|CCAP	LOC108158700|XP_017146724.1|DMIR, LOC117193227|XP_033253871.1|DMIR, LOC108159639|XP_017148593.1|DMIR
OG0000415	CCAP1982_LOCUS19715|CAD7011626.1|CCAP	LOC108159910|XP_017149030.1|DMIR, LOC117192339|XP_033252877.1|DMIR
OG0000415	CCAP1982_LOCUS19713|CAD7011624.1|CCAP	LOC117185889|XP_033253948.1|DMIR, LOC108160015|XP_017149237.1|DMIR, LOC117193778|XP_033254398.1|DMIR
OG0000417	CCAP1982_LOCUS1624|CAD6992785.1|CCAP	LOC108156857|XP_017144073.1|DMIR
OG0000417	CCAP1982_LOCUS1860|CAD6993024.1|CCAP, CCAP1982_LOCUS1861|CAD6993025.1|CCAP	LOC108155690|XP_017142152.1|DMIR
OG0000419	CCAP1982_LOCUS21861|CAD7013841.1|CCAP	LOC117188173|XP_033247510.1|DMIR, LOC108159405|XP_033252973.1|DMIR
OG0000421	CCAP1982_LOCUS8404|CAD6999894.1|CCAP	LOC108162793|XP_017153182.1|DMIR
OG0000421	CCAP1982_LOCUS8319|CAD6999803.1|CCAP	LOC108162228|XP_017152338.1|DMIR
OG0000422	CCAP1982_LOCUS4204|CAD6995489.1|CCAP	LOC108154969|XP_017140972.1|DMIR
OG0000423	CCAP1982_LOCUS19616|CAD7011527.1|CCAP	LOC108160457|XP_017149962.1|DMIR
OG0000423	CCAP1982_LOCUS19615|CAD7011526.1|CCAP	LOC108160113|XP_017149394.1|DMIR
OG0000424	CCAP1982_LOCUS19629|CAD7011540.1|CCAP	LOC108160036|XP_017149265.1|DMIR
OG0000424	CCAP1982_LOCUS19630|CAD7011542.1|CCAP	LOC108160037|XP_033247441.1|DMIR
OG0000425	CCAP1982_LOCUS20315|CAD7012217.1|CCAP	LOC108160994|XP_017150789.2|DMIR, LOC117188432|XP_033248202.1|DMIR
OG0000425	CCAP1982_LOCUS20895|CAD7012794.1|CCAP	LOC117193080|XP_033253699.1|DMIR, LOC108160823|XP_017150543.1|DMIR
OG0000426	CCAP1982_LOCUS4810|CAD6996114.1|CCAP, CCAP1982_LOCUS6894|CAD6998285.1|CCAP	LOC108159241|XP_017147854.1|DMIR
OG0000427	CCAP1982_LOCUS884|CAD6991998.1|CCAP, CCAP1982_LOCUS23104|CAD7015154.1|CCAP	LOC117193416|XP_033254058.1|DMIR, LOC117191964|XP_033252596.1|DMIR, LOC117194418|XP_033254878.1|DMIR
OG0000428	CCAP1982_LOCUS20636|CAD7012551.1|CCAP, CCAP1982_LOCUS20637|CAD7012552.1|CCAP	LOC108153730|XP_017139348.1|DMIR, LOC108153417|XP_017138907.1|DMIR, LOC108153416|XP_017138906.1|DMIR
OG0000429	CCAP1982_LOCUS20662|CAD7012577.1|CCAP, CCAP1982_LOCUS20663|CAD7012578.1|CCAP	LOC117193585|XP_033254216.1|DMIR, LOC108158060|XP_033246562.1|DMIR
OG0000429	CCAP1982_LOCUS20666|CAD7012581.1|CCAP, CCAP1982_LOCUS20665|CAD7012580.1|CCAP, CCAP1982_LOCUS20664|CAD7012579.1|CCAP	LOC117193586|XP_033254217.1|DMIR
OG0000433	CCAP1982_LOCUS10907|CAD7002416.1|CCAP	LOC108153625|XP_017139217.1|DMIR
OG0000434	CCAP1982_LOCUS20167|CAD7012067.1|CCAP	LOC108156697|XP_033245001.1|DMIR
OG0000434	CCAP1982_LOCUS22714|CAD7014736.1|CCAP	LOC117192772|XP_033253409.1|DMIR, LOC117192771|XP_033253408.1|DMIR, LOC117192773|XP_033253411.1|DMIR, LOC117192832|XP_033253484.1|DMIR, LOC117192774|XP_033253413.1|DMIR, LOC117192776|XP_033253417.1|DMIR, LOC108158710|XP_017146739.1|DMIR
OG0000437	CCAP1982_LOCUS5654|CAD6996993.1|CCAP	LOC108163191|XP_017153821.1|DMIR
OG0000437	CCAP1982_LOCUS7931|CAD6999405.1|CCAP	LOC108162928|XP_017153398.1|DMIR, LOC117188976|XP_033249646.1|DMIR
OG0000438	CCAP1982_LOCUS1066|CAD6992194.1|CCAP, CCAP1982_LOCUS1067|CAD6992195.1|CCAP	LOC108165069|XP_017156606.1|DMIR, LOC108154916|XP_017140864.1|DMIR
OG0000439	CCAP1982_LOCUS6443|CAD6997819.1|CCAP	LOC108163683|XP_017154597.1|DMIR
OG0000439	CCAP1982_LOCUS12270|CAD7003837.1|CCAP	LOC108153164|XP_017138458.1|DMIR
OG0000440	CCAP1982_LOCUS22496|CAD7014494.1|CCAP	LOC117192957|XP_033253571.1|DMIR, LOC117193248|XP_033253882.1|DMIR, LOC108159858|XP_017148946.1|DMIR
OG0000440	CCAP1982_LOCUS22497|CAD7014495.1|CCAP	LOC108158153|XP_017145864.1|DMIR
OG0000441	CCAP1982_LOCUS21648|CAD7013593.1|CCAP, CCAP1982_LOCUS21647|CAD7013592.1|CCAP	LOC117193709|XP_033254326.1|DMIR, LOC108158299|XP_017146028.1|DMIR
OG0000441	CCAP1982_LOCUS21646|CAD7013591.1|CCAP	LOC108158220|XP_017145937.1|DMIR
OG0000443	CCAP1982_LOCUS7793|CAD6999263.1|CCAP	LOC108152280|XP_017136987.1|DMIR, LOC108152279|XP_017136986.1|DMIR
OG0000444	CCAP1982_LOCUS11680|CAD7003219.1|CCAP	LOC108161226|XP_017150939.1|DMIR
OG0000444	CCAP1982_LOCUS11679|CAD7003218.1|CCAP	LOC108163856|XP_017154860.1|DMIR
OG0000446	CCAP1982_LOCUS20865|CAD7012761.1|CCAP	LOC108163225|XP_017153874.2|DMIR
OG0000446	CCAP1982_LOCUS13488|CAD7005126.1|CCAP	LOC117190415|XP_033251383.1|DMIR, LOC108158869|XP_033247965.1|DMIR
OG0000448	CCAP1982_LOCUS3324|CAD6994585.1|CCAP, CCAP1982_LOCUS3323|CAD6994584.1|CCAP	LOC108157671|XP_017145322.1|DMIR
OG0000449	CCAP1982_LOCUS11067|CAD7002580.1|CCAP	LOC108151450|XP_017135555.1|DMIR
OG0000449	CCAP1982_LOCUS6102|CAD6997459.1|CCAP	LOC108163338|XP_017154063.1|DMIR
OG0000453	CCAP1982_LOCUS3225|CAD6994480.1|CCAP	LOC108157357|XP_017144869.1|DMIR
OG0000453	CCAP1982_LOCUS3229|CAD6994484.1|CCAP, CCAP1982_LOCUS3228|CAD6994483.1|CCAP	LOC108157761|XP_017145433.1|DMIR
OG0000454	CCAP1982_LOCUS23327|CAD7015383.1|CCAP, CCAP1982_LOCUS23322|CAD7015378.1|CCAP, CCAP1982_LOCUS23324|CAD7015380.1|CCAP, CCAP1982_LOCUS23323|CAD7015379.1|CCAP, CCAP1982_LOCUS23320|CAD7015376.1|CCAP, CCAP1982_LOCUS23326|CAD7015382.1|CCAP, CCAP1982_LOCUS23321|CAD7015377.1|CCAP, CCAP1982_LOCUS23325|CAD7015381.1|CCAP	LOC108157785|XP_017145464.1|DMIR, LOC108152177|XP_017136797.1|DMIR
OG0000456	CCAP1982_LOCUS6580|CAD6997962.1|CCAP	LOC108162817|XP_033248630.1|DMIR
OG0000457	CCAP1982_LOCUS5601|CAD6996931.1|CCAP	LOC108162974|XP_033249578.1|DMIR
OG0000457	CCAP1982_LOCUS6131|CAD6997489.1|CCAP	LOC108161358|XP_017151090.1|DMIR
OG0000458	CCAP1982_LOCUS8276|CAD6999754.1|CCAP	LOC108161569|XP_033248596.1|DMIR
