Orthogroup	CCAP.longest_only	DPSE.longest_only
OG0001082	CCAP1982_LOCUS22051|CAD7014045.1|CCAP	LOC6901249|XP_015041521.2|DPSE, LOC117185001|XP_033240260.1|DPSE, LOC4804418|XP_015039936.2|DPSE
OG0001083	CCAP1982_LOCUS14891|CAD7006577.1|CCAP	LOC4813944|XP_015043482.2|DPSE
OG0001084	CCAP1982_LOCUS21820|CAD7013799.1|CCAP	LOC4803432|XP_033234250.1|DPSE
OG0001085	CCAP1982_LOCUS21337|CAD7013266.1|CCAP	LOC4804846|XP_001361339.4|DPSE
OG0001086	CCAP1982_LOCUS21090|CAD7013000.1|CCAP	LOC117183508|XP_033233297.1|DPSE
OG0001088	CCAP1982_LOCUS12834|CAD7004425.1|CCAP	LOC4812572|XP_001352769.3|DPSE
OG0001089	CCAP1982_LOCUS12321|CAD7003891.1|CCAP	LOC4812001|XP_015043708.1|DPSE
OG0001090	CCAP1982_LOCUS12515|CAD7004092.1|CCAP	LOC4812758|XP_001353549.4|DPSE
OG0001092	CCAP1982_LOCUS8406|CAD6999896.1|CCAP	LOC4817869|XP_001357352.1|DPSE
OG0001093	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP	LOC4816688|XP_015036785.2|DPSE
OG0001094	CCAP1982_LOCUS6594|CAD6997977.1|CCAP	LOC4816659|XP_033235894.1|DPSE
OG0001095	CCAP1982_LOCUS5633|CAD6996967.1|CCAP	LOC26532094|XP_033235366.1|DPSE
OG0001096	CCAP1982_LOCUS8252|CAD6999726.1|CCAP	LOC4817649|XP_015036401.2|DPSE
OG0001097	CCAP1982_LOCUS5730|CAD6997077.1|CCAP	LOC26534452|XP_033235754.1|DPSE
OG0001098	CCAP1982_LOCUS13085|CAD7004691.1|CCAP	LOC6898059|XP_002138145.1|DPSE, LOC4812994|XP_015043283.2|DPSE
OG0001099	CCAP1982_LOCUS12524|CAD7004101.1|CCAP	LOC6900934|XP_002134727.1|DPSE
OG0001100	CCAP1982_LOCUS908|CAD6992026.1|CCAP	LOC6897793|XP_015038081.2|DPSE
OG0001101	CCAP1982_LOCUS20125|CAD7012014.1|CCAP	LOC6898360|XP_015039601.2|DPSE
OG0001102	CCAP1982_LOCUS14202|CAD7005860.1|CCAP	LOC4813725|XP_001353688.4|DPSE
OG0001103	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP	LOC4800805|XP_001358015.1|DPSE
OG0001104	CCAP1982_LOCUS20148|CAD7012046.1|CCAP	LOC4803663|XP_001360346.3|DPSE
OG0001106	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP	LOC4811795|XP_015044320.1|DPSE
OG0001119	CCAP1982_LOCUS4136|CAD6995419.1|CCAP	LOC117185621|XP_033241653.1|DPSE
OG0001120	CCAP1982_LOCUS3124|CAD6994371.1|CCAP	LOC6896962|XP_015038892.2|DPSE
OG0001121	CCAP1982_LOCUS22188|CAD7014182.1|CCAP, CCAP1982_LOCUS22185|CAD7014179.1|CCAP, CCAP1982_LOCUS22180|CAD7014174.1|CCAP	LOC4803329|XP_015038995.1|DPSE
OG0001122	CCAP1982_LOCUS12577|CAD7004157.1|CCAP	LOC4812463|XP_015043937.1|DPSE
OG0001124	CCAP1982_LOCUS3530|CAD6994799.1|CCAP	LOC4802084|XP_015037603.2|DPSE
OG0001125	CCAP1982_LOCUS12956|CAD7004560.1|CCAP	LOC4801867|XP_001358895.1|DPSE
OG0001126	CCAP1982_LOCUS12939|CAD7004542.1|CCAP	LOC4813607|XP_033239582.1|DPSE
OG0001127	CCAP1982_LOCUS13446|CAD7005083.1|CCAP	LOC4813028|XP_001353284.3|DPSE
OG0001129	CCAP1982_LOCUS5497|CAD6996824.1|CCAP, CCAP1982_LOCUS5496|CAD6996823.1|CCAP	LOC4818013|XP_015035265.2|DPSE
OG0001130	CCAP1982_LOCUS5744|CAD6997091.1|CCAP	LOC4817313|XP_001356335.2|DPSE, LOC6899335|XP_033237248.1|DPSE
OG0001131	CCAP1982_LOCUS10341|CAD7001852.1|CCAP	LOC4811745|XP_015044302.1|DPSE
OG0001133	CCAP1982_LOCUS6899|CAD6998290.1|CCAP	LOC4816598|XP_015036647.2|DPSE
OG0001134	CCAP1982_LOCUS20005|CAD7011894.1|CCAP	LOC4804952|XP_001361433.5|DPSE
OG0001135	CCAP1982_LOCUS54|CAD6991107.1|CCAP, CCAP1982_LOCUS53|CAD6991106.1|CCAP	LOC4801643|XP_015037338.1|DPSE
OG0001136	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP	LOC6899331|XP_033241867.1|DPSE
OG0001137	CCAP1982_LOCUS5134|CAD6996465.1|CCAP	LOC4801808|XP_001358842.3|DPSE
OG0001138	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP	LOC4811972|XP_001352464.1|DPSE
OG0001139	CCAP1982_LOCUS14528|CAD7006200.1|CCAP	LOC6901088|XP_033238074.1|DPSE
OG0001140	CCAP1982_LOCUS30|CAD6991082.1|CCAP, CCAP1982_LOCUS29|CAD6991081.1|CCAP	LOC6896880|XP_003736293.3|DPSE
OG0001141	CCAP1982_LOCUS1431|CAD6992583.1|CCAP, CCAP1982_LOCUS1434|CAD6992585.1|CCAP	LOC4801552|XP_001358624.3|DPSE, LOC6897252|XP_002137421.3|DPSE, LOC117185006|XP_033240291.1|DPSE
OG0001142	CCAP1982_LOCUS1037|CAD6992159.1|CCAP	LOC4800884|XP_001358080.3|DPSE
OG0001142	CCAP1982_LOCUS1038|CAD6992161.1|CCAP	LOC4800885|XP_001358079.4|DPSE
OG0001144	CCAP1982_LOCUS20324|CAD7012226.1|CCAP	LOC6899102|XP_002139019.3|DPSE
OG0001145	CCAP1982_LOCUS20697|CAD7012613.1|CCAP	LOC4805124|XP_001361581.2|DPSE, LOC117183789|XP_033235111.1|DPSE, LOC6898790|XP_033235112.1|DPSE
OG0001146	CCAP1982_LOCUS14012|CAD7005655.1|CCAP	LOC6903444|XP_002132323.2|DPSE, LOC4815450|XP_001355548.2|DPSE
OG0001153	CCAP1982_LOCUS20531|CAD7012450.1|CCAP	LOC4811752|XP_015044220.1|DPSE
OG0001154	CCAP1982_LOCUS5972|CAD6997338.1|CCAP	LOC4816828|XP_015035714.1|DPSE
OG0001157	CCAP1982_LOCUS4069|CAD6995350.1|CCAP, CCAP1982_LOCUS4068|CAD6995349.1|CCAP	LOC4801388|XP_015037219.2|DPSE
OG0001158	CCAP1982_LOCUS8483|CAD6999978.1|CCAP	LOC4818018|XP_001357474.1|DPSE
OG0001159	CCAP1982_LOCUS1413|CAD6992567.1|CCAP	LOC4800475|XP_033232911.1|DPSE
OG0001160	CCAP1982_LOCUS1437|CAD6992588.1|CCAP, CCAP1982_LOCUS1439|CAD6992590.1|CCAP	LOC4801291|XP_001358411.3|DPSE
OG0001161	CCAP1982_LOCUS44|CAD6991097.1|CCAP	LOC4801646|XP_001358699.3|DPSE
OG0001162	CCAP1982_LOCUS861|CAD6991974.1|CCAP	LOC6897644|XP_002137787.2|DPSE
OG0001162	CCAP1982_LOCUS3527|CAD6994796.1|CCAP	LOC26534414|XP_015038082.2|DPSE
OG0001163	CCAP1982_LOCUS1187|CAD6992319.1|CCAP	LOC4802008|XP_015037536.1|DPSE
OG0001164	CCAP1982_LOCUS3746|CAD6995015.1|CCAP, CCAP1982_LOCUS3747|CAD6995016.1|CCAP	LOC6897399|XP_002137551.3|DPSE, LOC4801075|XP_001358235.4|DPSE
OG0001165	CCAP1982_LOCUS2339|CAD6993527.1|CCAP	LOC4804494|XP_001361049.2|DPSE
OG0001166	CCAP1982_LOCUS13125|CAD7004732.1|CCAP	LOC4812804|XP_033241108.1|DPSE
OG0001167	CCAP1982_LOCUS23222|CAD7015275.1|CCAP	LOC4804208|XP_033234467.1|DPSE
OG0001168	CCAP1982_LOCUS22756|CAD7014785.1|CCAP	LOC4804781|XP_001361290.3|DPSE
OG0001170	CCAP1982_LOCUS4015|CAD6995296.1|CCAP, CCAP1982_LOCUS8446|CAD6999937.1|CCAP, CCAP1982_LOCUS4014|CAD6995295.1|CCAP	LOC4801221|XP_001358344.1|DPSE
OG0001171	CCAP1982_LOCUS11094|CAD7002610.1|CCAP, CCAP1982_LOCUS11093|CAD7002609.1|CCAP	LOC4812710|XP_015044144.2|DPSE
OG0001172	CCAP1982_LOCUS23142|CAD7015192.1|CCAP, CCAP1982_LOCUS23145|CAD7015194.1|CCAP, CCAP1982_LOCUS23141|CAD7015190.1|CCAP	LOC6898305|XP_002138367.2|DPSE
OG0001173	CCAP1982_LOCUS137|CAD6991199.1|CCAP	LOC4801985|XP_001358997.2|DPSE
OG0001174	CCAP1982_LOCUS13231|CAD7004846.1|CCAP	LOC4814091|XP_033237973.1|DPSE
OG0001175	CCAP1982_LOCUS19961|CAD7011852.1|CCAP	LOC4804669|XP_001361194.1|DPSE
OG0001176	CCAP1982_LOCUS7150|CAD6998569.1|CCAP	LOC6896718|XP_002136932.2|DPSE, LOC4805490|XP_001361885.4|DPSE, LOC6898402|XP_033233982.1|DPSE
OG0001177	CCAP1982_LOCUS7053|CAD6998455.1|CCAP	LOC4817309|XP_015035988.2|DPSE
OG0001178	CCAP1982_LOCUS22089|CAD7014082.1|CCAP	LOC4804405|XP_001360974.2|DPSE
OG0001179	CCAP1982_LOCUS21397|CAD7013328.1|CCAP	LOC6898283|XP_033233305.1|DPSE
OG0001180	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP	LOC4811798|XP_001352365.3|DPSE
OG0001181	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP	LOC6903001|XP_002132723.3|DPSE, LOC6903002|XP_002132724.2|DPSE, LOC4813686|XP_001353168.2|DPSE
OG0001182	CCAP1982_LOCUS461|CAD6991542.1|CCAP	LOC4800548|XP_003736265.3|DPSE
OG0001185	CCAP1982_LOCUS235|CAD6991306.1|CCAP	LOC13036326|XP_015038289.2|DPSE
OG0001186	CCAP1982_LOCUS4357|CAD6995650.1|CCAP	LOC6903262|XP_002132961.1|DPSE, LOC4802992|XP_001359800.2|DPSE
OG0001187	CCAP1982_LOCUS20646|CAD7012561.1|CCAP	LOC4803986|XP_033234197.1|DPSE
OG0001188	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP	LOC4803383|XP_001360088.1|DPSE
OG0001191	CCAP1982_LOCUS19467|CAD7011363.1|CCAP	LOC4816122|XP_001355843.3|DPSE
OG0001192	CCAP1982_LOCUS5423|CAD6996743.1|CCAP	LOC6902344|XP_015036909.1|DPSE
OG0001193	CCAP1982_LOCUS1428|CAD6992580.1|CCAP	LOC4801555|XP_001358627.1|DPSE
OG0001195	CCAP1982_LOCUS21002|CAD7012903.1|CCAP	LOC4803585|XP_001360289.3|DPSE
OG0001200	CCAP1982_LOCUS4180|CAD6995465.1|CCAP	LOC6897470|XP_002137619.3|DPSE
OG0001201	CCAP1982_LOCUS703|CAD6991799.1|CCAP	LOC4803051|XP_001359852.3|DPSE
OG0001202	CCAP1982_LOCUS12204|CAD7003768.1|CCAP	LOC6902275|XP_002133802.3|DPSE
OG0001203	CCAP1982_LOCUS9590|CAD7001118.1|CCAP, CCAP1982_LOCUS9348|CAD7000874.1|CCAP	LOC6899873|XP_002135664.1|DPSE
OG0001205	CCAP1982_LOCUS4555|CAD6995854.1|CCAP	LOC4802429|XP_001359351.4|DPSE
OG0001206	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP	LOC6897369|XP_033232877.1|DPSE
OG0001209	CCAP1982_LOCUS1956|CAD6993130.1|CCAP	LOC4801425|XP_033241837.1|DPSE
OG0001211	CCAP1982_LOCUS2793|CAD6994016.1|CCAP	LOC6896931|XP_002137117.3|DPSE
OG0001213	CCAP1982_LOCUS4317|CAD6995611.1|CCAP	LOC6901199|XP_002133900.2|DPSE
OG0001214	CCAP1982_LOCUS1460|CAD6992611.1|CCAP	LOC6899001|XP_033235101.1|DPSE, LOC117184399|XP_033237406.1|DPSE, LOC117184398|XP_033237405.1|DPSE, LOC6899993|XP_002135359.2|DPSE
OG0001215	CCAP1982_LOCUS2002|CAD6993180.1|CCAP	LOC4801931|XP_001358949.2|DPSE
OG0001216	CCAP1982_LOCUS2004|CAD6993182.1|CCAP	LOC6897157|XP_002137337.3|DPSE
OG0001217	CCAP1982_LOCUS6159|CAD6997520.1|CCAP	LOC6902333|XP_033235687.1|DPSE
OG0001218	CCAP1982_LOCUS3380|CAD6994645.1|CCAP	LOC6900638|XP_002135011.2|DPSE, LOC4801220|XP_001358343.4|DPSE
OG0001220	CCAP1982_LOCUS21522|CAD7013457.1|CCAP	LOC4803483|XP_001360201.1|DPSE
OG0001221	CCAP1982_LOCUS22041|CAD7014035.1|CCAP	LOC4804422|XP_033234710.1|DPSE
OG0001222	CCAP1982_LOCUS5153|CAD6996484.1|CCAP	LOC4801606|XP_001358673.2|DPSE
OG0001223	CCAP1982_LOCUS22608|CAD7014617.1|CCAP	LOC4803331|XP_015038986.2|DPSE
OG0001224	CCAP1982_LOCUS20318|CAD7012220.1|CCAP	LOC4805676|XP_001362035.4|DPSE
OG0001225	CCAP1982_LOCUS21678|CAD7013628.1|CCAP	LOC6898694|XP_033234269.1|DPSE
OG0001226	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP	LOC4805096|XP_001361556.2|DPSE
OG0001227	CCAP1982_LOCUS8848|CAD7000368.1|CCAP	LOC4817820|XP_015035527.1|DPSE
OG0001229	CCAP1982_LOCUS21558|CAD7013498.1|CCAP	LOC26532507|XP_033233276.1|DPSE
OG0001230	CCAP1982_LOCUS22839|CAD7014875.1|CCAP	LOC4803805|XP_001360463.3|DPSE
OG0001231	CCAP1982_LOCUS5440|CAD6996761.1|CCAP	LOC4816431|XP_001356293.3|DPSE
OG0001232	CCAP1982_LOCUS6770|CAD6998154.1|CCAP, CCAP1982_LOCUS6767|CAD6998152.1|CCAP, CCAP1982_LOCUS6769|CAD6998153.1|CCAP, CCAP1982_LOCUS6766|CAD6998151.1|CCAP	LOC26532675|XP_015036275.2|DPSE
OG0001233	CCAP1982_LOCUS8291|CAD6999768.1|CCAP	LOC4817005|XP_001356468.3|DPSE
OG0001234	CCAP1982_LOCUS19773|CAD7011689.1|CCAP	LOC4805474|XP_001361869.3|DPSE
OG0001235	CCAP1982_LOCUS7409|CAD6998860.1|CCAP	LOC4817377|XP_015035812.2|DPSE
OG0001236	CCAP1982_LOCUS14234|CAD7005894.1|CCAP	LOC6900427|XP_002134818.2|DPSE
OG0001237	CCAP1982_LOCUS96|CAD6991156.1|CCAP	LOC6903962|XP_015035175.2|DPSE
OG0001238	CCAP1982_LOCUS5052|CAD6996373.1|CCAP	LOC4802203|XP_001359170.2|DPSE
OG0001239	CCAP1982_LOCUS4239|CAD6995527.1|CCAP	LOC4801350|XP_015037197.1|DPSE
OG0001240	CCAP1982_LOCUS286|CAD6991356.1|CCAP	LOC4802190|XP_033241866.1|DPSE
OG0001241	CCAP1982_LOCUS4194|CAD6995478.1|CCAP	LOC4804272|XP_001360854.3|DPSE
OG0001243	CCAP1982_LOCUS13382|CAD7005007.1|CCAP	LOC6902226|XP_002133754.3|DPSE, LOC6896655|XP_002136871.2|DPSE, LOC4812397|XP_015044038.2|DPSE
OG0001244	CCAP1982_LOCUS2040|CAD6993221.1|CCAP	LOC6901667|XP_033237859.1|DPSE, LOC4801365|XP_015037207.2|DPSE
OG0001245	CCAP1982_LOCUS2940|CAD6994175.1|CCAP, CCAP1982_LOCUS2941|CAD6994176.1|CCAP	LOC4801855|XP_033239485.1|DPSE
OG0001247	CCAP1982_LOCUS21110|CAD7013024.1|CCAP	LOC26532209|XP_015034947.2|DPSE, LOC26533614|XP_033233227.1|DPSE
OG0001251	CCAP1982_LOCUS4741|CAD6996035.1|CCAP	LOC6899467|XP_002136065.1|DPSE, LOC4802961|XP_001359774.3|DPSE
OG0001252	CCAP1982_LOCUS3201|CAD6994454.1|CCAP, CCAP1982_LOCUS3202|CAD6994455.1|CCAP	LOC5495521|XP_001358742.3|DPSE
OG0001253	CCAP1982_LOCUS5362|CAD6996678.1|CCAP	LOC4803664|XP_003736953.2|DPSE
OG0001254	CCAP1982_LOCUS22056|CAD7014049.1|CCAP	LOC26532548|XP_015039934.2|DPSE, LOC4804415|XP_015039935.1|DPSE
OG0001255	CCAP1982_LOCUS20294|CAD7012192.1|CCAP	LOC6901105|XP_002134581.2|DPSE, LOC6901110|XP_015042299.2|DPSE, LOC4804174|XP_001360778.3|DPSE, LOC6902067|XP_002133600.2|DPSE
OG0001257	CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP	LOC6899862|XP_033237228.1|DPSE
OG0001258	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP	LOC4801813|XP_001358847.3|DPSE
OG0001260	CCAP1982_LOCUS3092|CAD6994336.1|CCAP	LOC4800768|XP_001357983.3|DPSE
OG0001262	CCAP1982_LOCUS13374|CAD7004998.1|CCAP	LOC4813401|XP_033239113.1|DPSE
OG0001263	CCAP1982_LOCUS1201|CAD6992337.1|CCAP	LOC6903030|XP_002132754.2|DPSE, LOC4800363|XP_001357551.1|DPSE
OG0001264	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP	LOC4817390|XP_033236141.1|DPSE
OG0001266	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP	LOC4804459|XP_033233234.1|DPSE
OG0001267	CCAP1982_LOCUS3717|CAD6994986.1|CCAP	LOC4801468|XP_001358555.3|DPSE
OG0001268	CCAP1982_LOCUS2108|CAD6993292.1|CCAP	LOC6901895|XP_002133430.3|DPSE
OG0001269	CCAP1982_LOCUS20837|CAD7012733.1|CCAP	LOC4805402|XP_004444503.1|DPSE
OG0001270	CCAP1982_LOCUS1004|CAD6992122.1|CCAP	LOC4802676|XP_015037996.2|DPSE
OG0001271	CCAP1982_LOCUS22619|CAD7014628.1|CCAP	LOC4804090|XP_001360708.2|DPSE
OG0001272	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP	LOC4812928|XP_001353572.3|DPSE
OG0001273	CCAP1982_LOCUS3030|CAD6994269.1|CCAP	LOC4801197|XP_001358326.1|DPSE
OG0001274	CCAP1982_LOCUS14515|CAD7006186.1|CCAP	LOC4813404|XP_001353623.1|DPSE
OG0001276	CCAP1982_LOCUS11502|CAD7003039.1|CCAP	LOC4812521|XP_001352428.2|DPSE, LOC6903187|XP_002132886.2|DPSE
OG0001277	CCAP1982_LOCUS13150|CAD7004758.1|CCAP	LOC4812601|XP_001352718.4|DPSE, LOC26532975|XP_015043779.2|DPSE
OG0001279	CCAP1982_LOCUS11832|CAD7003373.1|CCAP	LOC4814065|XP_001354302.2|DPSE
OG0001280	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP	LOC4811982|XP_001352506.1|DPSE
OG0001281	CCAP1982_LOCUS12999|CAD7004604.1|CCAP	LOC4813110|XP_001353558.1|DPSE
OG0001282	CCAP1982_LOCUS5546|CAD6996873.1|CCAP	LOC4816453|XP_001356147.2|DPSE
OG0001283	CCAP1982_LOCUS22647|CAD7014659.1|CCAP	LOC4805357|XP_001361771.5|DPSE
OG0001284	CCAP1982_LOCUS6493|CAD6997874.1|CCAP	LOC26532607|XP_033236138.1|DPSE, LOC26532832|XP_015044419.2|DPSE
OG0001285	CCAP1982_LOCUS11810|CAD7003351.1|CCAP	LOC4812247|XP_001352806.3|DPSE
OG0001286	CCAP1982_LOCUS7999|CAD6999475.1|CCAP, CCAP1982_LOCUS7997|CAD6999473.1|CCAP	LOC6903082|XP_002132800.2|DPSE
OG0001287	CCAP1982_LOCUS907|CAD6992023.1|CCAP	LOC4803087|XP_001359886.4|DPSE
OG0001288	CCAP1982_LOCUS6082|CAD6997436.1|CCAP	LOC4817545|XP_001356954.3|DPSE
OG0001289	CCAP1982_LOCUS7968|CAD6999444.1|CCAP	LOC6903592|XP_002132459.2|DPSE
OG0001290	CCAP1982_LOCUS8372|CAD6999862.1|CCAP, CCAP1982_LOCUS8371|CAD6999861.1|CCAP	LOC6902868|XP_033236108.1|DPSE
OG0001291	CCAP1982_LOCUS21121|CAD7013037.1|CCAP	LOC4803521|XP_033234537.1|DPSE
OG0001294	CCAP1982_LOCUS4430|CAD6995724.1|CCAP	LOC4802707|XP_001359574.1|DPSE
OG0001295	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP	LOC6901158|XP_002133859.1|DPSE, LOC6897920|XP_002138022.2|DPSE
OG0001296	CCAP1982_LOCUS23289|CAD7015344.1|CCAP	LOC6898026|XP_002138115.2|DPSE
OG0001297	CCAP1982_LOCUS856|CAD6991969.1|CCAP	LOC6896748|XP_002136955.3|DPSE
OG0001298	CCAP1982_LOCUS2803|CAD6994026.1|CCAP	LOC4800861|XP_033240832.1|DPSE
OG0001299	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP	LOC6900072|XP_033238675.1|DPSE
OG0001300	CCAP1982_LOCUS4632|CAD6995930.1|CCAP	LOC4803141|XP_001359932.1|DPSE
OG0001301	CCAP1982_LOCUS19842|CAD7011729.1|CCAP	LOC4816254|XP_033236743.1|DPSE
OG0001302	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP	LOC4804969|XP_015040336.2|DPSE
OG0001303	CCAP1982_LOCUS3529|CAD6994798.1|CCAP	LOC4802085|XP_001359073.1|DPSE
OG0001304	CCAP1982_LOCUS20156|CAD7012054.1|CCAP	LOC4804875|XP_033233237.1|DPSE
OG0001305	CCAP1982_LOCUS228|CAD6991299.1|CCAP	LOC4802675|XP_003736787.1|DPSE
OG0001306	CCAP1982_LOCUS4381|CAD6995674.1|CCAP	LOC4802072|XP_001359065.3|DPSE
OG0001307	CCAP1982_LOCUS10909|CAD7002418.1|CCAP	LOC4812548|XP_001352694.1|DPSE, LOC6897898|XP_002138000.2|DPSE, LOC6900087|XP_033241476.1|DPSE
OG0001309	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP	LOC4802548|XP_001359446.4|DPSE
OG0001312	CCAP1982_LOCUS12830|CAD7004421.1|CCAP	LOC6900500|XP_002134889.2|DPSE
OG0001313	CCAP1982_LOCUS20437|CAD7012343.1|CCAP, CCAP1982_LOCUS20438|CAD7012344.1|CCAP	LOC4803950|XP_001360588.3|DPSE
OG0001314	CCAP1982_LOCUS5817|CAD6997175.1|CCAP	LOC6902715|XP_002133229.2|DPSE
OG0001316	CCAP1982_LOCUS22757|CAD7014787.1|CCAP	LOC4804779|XP_001361288.1|DPSE
OG0001317	CCAP1982_LOCUS7889|CAD6999362.1|CCAP, CCAP1982_LOCUS7890|CAD6999363.1|CCAP	LOC4816600|XP_015036643.2|DPSE, LOC117184572|XP_033238734.1|DPSE
OG0001319	CCAP1982_LOCUS6593|CAD6997976.1|CCAP	LOC4816460|XP_001356208.4|DPSE
OG0001320	CCAP1982_LOCUS20037|CAD7011925.1|CCAP	LOC6901565|XP_033238891.1|DPSE, LOC4803671|XP_001360352.4|DPSE, LOC6901820|XP_002134488.3|DPSE, LOC6897016|XP_002137201.3|DPSE
OG0001321	CCAP1982_LOCUS1849|CAD6993014.1|CCAP, CCAP1982_LOCUS20384|CAD7012288.1|CCAP, CCAP1982_LOCUS20385|CAD7012289.1|CCAP, CCAP1982_LOCUS20386|CAD7012290.1|CCAP	LOC6898160|XP_002138238.1|DPSE
OG0001326	CCAP1982_LOCUS1119|CAD6992249.1|CCAP	LOC4800395|XP_015038520.2|DPSE
OG0001334	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP	LOC4800384|XP_001357669.3|DPSE
OG0001335	CCAP1982_LOCUS5161|CAD6996492.1|CCAP	LOC4802587|XP_001359480.4|DPSE
OG0001339	CCAP1982_LOCUS21898|CAD7013883.1|CCAP	LOC4805092|XP_001361553.4|DPSE
OG0001341	CCAP1982_LOCUS3260|CAD6994516.1|CCAP	LOC4800440|XP_001357716.2|DPSE
OG0001342	CCAP1982_LOCUS2024|CAD6993204.1|CCAP	LOC6896715|XP_033235133.1|DPSE
OG0001344	CCAP1982_LOCUS2156|CAD6993338.1|CCAP	LOC4800328|XP_001357582.3|DPSE
OG0001345	CCAP1982_LOCUS1741|CAD6992908.1|CCAP	LOC4800776|XP_001357991.3|DPSE
OG0001348	CCAP1982_LOCUS22946|CAD7014988.1|CCAP	LOC6901208|XP_002133909.1|DPSE
OG0001349	CCAP1982_LOCUS14892|CAD7006578.1|CCAP	LOC4813943|XP_033238542.1|DPSE
OG0001351	CCAP1982_LOCUS21830|CAD7013810.1|CCAP	LOC4804081|XP_001360699.3|DPSE
OG0001352	CCAP1982_LOCUS21313|CAD7013242.1|CCAP	LOC6898659|XP_033234153.1|DPSE
OG0001354	CCAP1982_LOCUS23423|CAD7015484.1|CCAP	LOC4804539|XP_015039998.2|DPSE
OG0001355	CCAP1982_LOCUS21737|CAD7013696.1|CCAP	LOC4804222|XP_001360816.1|DPSE
OG0001356	CCAP1982_LOCUS404|CAD6991479.1|CCAP	LOC6897925|XP_033239001.1|DPSE
