Orthogroup	CCAP.longest_only	DSAN.longest_only
OG0000617	CCAP1982_LOCUS1175|CAD6992307.1|CCAP	LOC120454642|XP_039496076.1|DSAN
OG0000618	CCAP1982_LOCUS3215|CAD6994470.1|CCAP	LOC120452574|XP_039492791.1|DSAN
OG0000619	CCAP1982_LOCUS22996|CAD7015039.1|CCAP	LOC120446962|XP_039484151.1|DSAN
OG0000620	CCAP1982_LOCUS22364|CAD7014367.1|CCAP	LOC120455846|XP_039498251.1|DSAN
OG0000620	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP	LOC120449969|XP_039488609.1|DSAN
OG0000622	CCAP1982_LOCUS14996|CAD7006697.1|CCAP	LOC120449706|XP_039488257.1|DSAN, LOC120449297|XP_039487621.1|DSAN
OG0000623	CCAP1982_LOCUS12757|CAD7004341.1|CCAP	LOC120448348|XP_039486246.1|DSAN
OG0000623	CCAP1982_LOCUS12360|CAD7003938.1|CCAP	LOC120447978|XP_039485606.1|DSAN
OG0000624	CCAP1982_LOCUS21663|CAD7013611.1|CCAP	LOC120445800|XP_039482346.1|DSAN
OG0000625	CCAP1982_LOCUS10908|CAD7002417.1|CCAP	LOC120447651|XP_039485096.1|DSAN, LOC120447653|XP_039485100.1|DSAN
OG0000626	CCAP1982_LOCUS22251|CAD7014248.1|CCAP	LOC120445676|XP_039482165.1|DSAN
OG0000627	CCAP1982_LOCUS13245|CAD7004860.1|CCAP	LOC120449610|XP_039488112.1|DSAN
OG0000628	CCAP1982_LOCUS6489|CAD6997870.1|CCAP	LOC120458922|XP_039502706.1|DSAN, LOC120458476|XP_039502070.1|DSAN
OG0000629	CCAP1982_LOCUS7865|CAD6999338.1|CCAP	LOC120453441|XP_039494082.1|DSAN, LOC120457821|XP_039501255.1|DSAN
OG0000630	CCAP1982_LOCUS6300|CAD6997670.1|CCAP	LOC120446016|XP_039482704.1|DSAN
OG0000630	CCAP1982_LOCUS6298|CAD6997668.1|CCAP	LOC120446110|XP_039482838.1|DSAN
OG0000631	CCAP1982_LOCUS8412|CAD6999902.1|CCAP	LOC120456572|XP_039499397.1|DSAN
OG0000632	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP	LOC120458304|XP_039501838.1|DSAN, LOC120445148|XP_039481246.1|DSAN
OG0000635	CCAP1982_LOCUS19400|CAD7011293.1|CCAP	LOC120444703|XP_039480508.1|DSAN, LOC120455006|XP_039496760.1|DSAN
OG0000639	CCAP1982_LOCUS14414|CAD7006080.1|CCAP	LOC120450645|XP_039489733.1|DSAN
OG0000642	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP	LOC120446801|XP_039483892.1|DSAN, LOC120458492|XP_039502092.1|DSAN
OG0000643	CCAP1982_LOCUS2696|CAD6993903.1|CCAP	LOC120454279|XP_039495382.1|DSAN, LOC120454280|XP_039495383.1|DSAN, LOC120454277|XP_039495381.1|DSAN, LOC120454296|XP_039495425.1|DSAN
OG0000644	CCAP1982_LOCUS7601|CAD6999054.1|CCAP	LOC120448974|XP_039487168.1|DSAN, LOC120449769|XP_039488341.1|DSAN, LOC120449768|XP_039488340.1|DSAN
OG0000646	CCAP1982_LOCUS1477|CAD6992629.1|CCAP	LOC120451966|XP_039491925.1|DSAN, LOC120450876|XP_039490037.1|DSAN
OG0000650	CCAP1982_LOCUS11792|CAD7003332.1|CCAP	LOC120454824|XP_039496222.1|DSAN
OG0000651	CCAP1982_LOCUS13304|CAD7004921.1|CCAP	LOC120450344|XP_039489253.1|DSAN, LOC120450498|XP_039489478.1|DSAN
OG0000652	CCAP1982_LOCUS22325|CAD7014328.1|CCAP	LOC120458370|XP_039501927.1|DSAN
OG0000653	CCAP1982_LOCUS3695|CAD6994963.1|CCAP	LOC120451404|XP_039491006.1|DSAN, LOC120451413|XP_039491018.1|DSAN
OG0000654	CCAP1982_LOCUS12923|CAD7004526.1|CCAP	LOC120450105|XP_039488834.1|DSAN
OG0000655	CCAP1982_LOCUS22605|CAD7014614.1|CCAP	LOC120444469|XP_039480079.1|DSAN, LOC120443836|XP_039479127.1|DSAN
OG0000656	CCAP1982_LOCUS381|CAD6991456.1|CCAP	LOC120451785|XP_039491669.1|DSAN
OG0000657	CCAP1982_LOCUS6719|CAD6998105.1|CCAP	LOC120446297|XP_039483139.1|DSAN
OG0000660	CCAP1982_LOCUS20910|CAD7012810.1|CCAP	LOC120458163|XP_039501653.1|DSAN
OG0000661	CCAP1982_LOCUS8780|CAD7000290.1|CCAP	LOC120450274|XP_039489124.1|DSAN, LOC120453800|XP_039494611.1|DSAN
OG0000662	CCAP1982_LOCUS11314|CAD7002845.1|CCAP	LOC120450625|XP_039489706.1|DSAN
OG0000662	CCAP1982_LOCUS11155|CAD7002672.1|CCAP	LOC120451091|XP_039490415.1|DSAN
OG0000665	CCAP1982_LOCUS658|CAD6991747.1|CCAP, CCAP1982_LOCUS657|CAD6991746.1|CCAP, CCAP1982_LOCUS656|CAD6991745.1|CCAP, CCAP1982_LOCUS659|CAD6991748.1|CCAP, CCAP1982_LOCUS655|CAD6991744.1|CCAP	LOC120454654|XP_039496090.1|DSAN
OG0000665	CCAP1982_LOCUS654|CAD6991743.1|CCAP	LOC120454653|XP_039496089.1|DSAN
OG0000666	CCAP1982_LOCUS19703|CAD7011614.1|CCAP	LOC120444718|XP_039480530.1|DSAN
OG0000667	CCAP1982_LOCUS601|CAD6991688.1|CCAP	LOC120457002|XP_039500090.1|DSAN, LOC120454381|XP_039495553.1|DSAN
OG0000668	CCAP1982_LOCUS4197|CAD6995481.1|CCAP	LOC120457542|XP_039501020.1|DSAN, LOC120447464|XP_039484787.1|DSAN
OG0000671	CCAP1982_LOCUS4225|CAD6995512.1|CCAP	LOC120451856|XP_039491783.1|DSAN
OG0000671	CCAP1982_LOCUS3971|CAD6995250.1|CCAP	LOC120453960|XP_039494843.1|DSAN
OG0000672	CCAP1982_LOCUS13691|CAD7005331.1|CCAP	LOC120455084|XP_039496883.1|DSAN
OG0000675	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP	LOC120456273|XP_039498942.1|DSAN
OG0000678	CCAP1982_LOCUS4210|CAD6995497.1|CCAP	LOC120451872|XP_039491813.1|DSAN, LOC120458138|XP_039501616.1|DSAN
OG0000683	CCAP1982_LOCUS2676|CAD6993882.1|CCAP	LOC120454361|XP_039495520.1|DSAN
OG0000684	CCAP1982_LOCUS1800|CAD6992968.1|CCAP	LOC120453683|XP_039494434.1|DSAN, LOC120451566|XP_039491310.1|DSAN
OG0000685	CCAP1982_LOCUS2796|CAD6994019.1|CCAP	LOC120450973|XP_039490198.1|DSAN
OG0000686	CCAP1982_LOCUS22639|CAD7014650.1|CCAP	LOC120458110|XP_039501574.1|DSAN
OG0000687	CCAP1982_LOCUS13133|CAD7004740.1|CCAP	LOC120446241|XP_039483046.1|DSAN, LOC120447842|XP_039485382.1|DSAN
OG0000688	CCAP1982_LOCUS22352|CAD7014355.1|CCAP	LOC120445255|XP_039481476.1|DSAN
OG0000689	CCAP1982_LOCUS22767|CAD7014799.1|CCAP	LOC120458555|XP_039502171.1|DSAN, LOC120458554|XP_039502170.1|DSAN
OG0000691	CCAP1982_LOCUS11669|CAD7003209.1|CCAP	LOC120458570|XP_039502202.1|DSAN, LOC120448619|XP_039486665.1|DSAN
OG0000692	CCAP1982_LOCUS12234|CAD7003801.1|CCAP	LOC120449016|XP_039487227.1|DSAN
OG0000692	CCAP1982_LOCUS12235|CAD7003802.1|CCAP	LOC120447815|XP_039485324.1|DSAN
OG0000693	CCAP1982_LOCUS23258|CAD7015313.1|CCAP	LOC120456351|XP_039499071.1|DSAN
OG0000693	CCAP1982_LOCUS633|CAD6991720.1|CCAP	LOC120451508|XP_039491198.1|DSAN
OG0000695	CCAP1982_LOCUS8997|CAD7000519.1|CCAP	LOC120457964|XP_039501403.1|DSAN
OG0000695	CCAP1982_LOCUS8984|CAD7000506.1|CCAP	LOC120456656|XP_039499524.1|DSAN
OG0000696	CCAP1982_LOCUS8834|CAD7000352.1|CCAP	LOC120449745|XP_039488314.1|DSAN
OG0000697	CCAP1982_LOCUS6273|CAD6997638.1|CCAP	LOC120458583|XP_039502216.1|DSAN
OG0000698	CCAP1982_LOCUS8717|CAD7000225.1|CCAP	LOC120458807|XP_039502537.1|DSAN
OG0000699	CCAP1982_LOCUS6551|CAD6997933.1|CCAP	LOC120454037|XP_039494967.1|DSAN, LOC120454023|XP_039494946.1|DSAN
OG0000700	CCAP1982_LOCUS7365|CAD6998816.1|CCAP	LOC120457293|XP_039500688.1|DSAN, LOC120458189|XP_039501691.1|DSAN
OG0000701	CCAP1982_LOCUS22532|CAD7014531.1|CCAP	LOC120445978|XP_039482644.1|DSAN
OG0000702	CCAP1982_LOCUS883|CAD6991997.1|CCAP	LOC120452386|XP_039492535.1|DSAN, LOC120452384|XP_039492511.1|DSAN
OG0000703	CCAP1982_LOCUS7246|CAD6998688.1|CCAP	LOC120447202|XP_039484628.1|DSAN
OG0000705	CCAP1982_LOCUS12768|CAD7004352.1|CCAP	LOC120447910|XP_039485494.1|DSAN, LOC120447907|XP_039485490.1|DSAN
OG0000710	CCAP1982_LOCUS23336|CAD7015392.1|CCAP	LOC120451962|XP_039491920.1|DSAN, LOC120444757|XP_039480619.1|DSAN
OG0000712	CCAP1982_LOCUS637|CAD6991724.1|CCAP	LOC120454438|XP_039495667.1|DSAN, LOC120454436|XP_039495666.1|DSAN
OG0000713	CCAP1982_LOCUS23194|CAD7015244.1|CCAP	LOC120446250|XP_039483055.1|DSAN
OG0000715	CCAP1982_LOCUS14124|CAD7005776.1|CCAP	LOC120448797|XP_039486922.1|DSAN, LOC120448312|XP_039486193.1|DSAN
OG0000716	CCAP1982_LOCUS14228|CAD7005886.1|CCAP	LOC120456891|XP_039499923.1|DSAN, LOC120448924|XP_039487089.1|DSAN
OG0000717	CCAP1982_LOCUS13750|CAD7005390.1|CCAP	LOC120450008|XP_039488659.1|DSAN
OG0000719	CCAP1982_LOCUS12110|CAD7003673.1|CCAP	LOC120449995|XP_039488639.1|DSAN, LOC120448583|XP_039486592.1|DSAN
OG0000720	CCAP1982_LOCUS3915|CAD6995196.1|CCAP	LOC120452650|XP_039492902.1|DSAN, LOC120451165|XP_039490535.1|DSAN
OG0000721	CCAP1982_LOCUS8756|CAD7000266.1|CCAP, CCAP1982_LOCUS8755|CAD7000265.1|CCAP	LOC120458299|XP_039501832.1|DSAN, LOC120458300|XP_039501833.1|DSAN
OG0000722	CCAP1982_LOCUS21839|CAD7013819.1|CCAP	LOC120446336|XP_039483186.1|DSAN, LOC120446335|XP_039483185.1|DSAN, LOC120446334|XP_039483184.1|DSAN
OG0000723	CCAP1982_LOCUS23002|CAD7015045.1|CCAP, CCAP1982_LOCUS23011|CAD7015054.1|CCAP, CCAP1982_LOCUS22997|CAD7015040.1|CCAP, CCAP1982_LOCUS22989|CAD7015032.1|CCAP	LOC120445346|XP_039481617.1|DSAN, LOC120445185|XP_039481333.1|DSAN
OG0000726	CCAP1982_LOCUS4572|CAD6995871.1|CCAP	LOC120452320|XP_039492408.1|DSAN, LOC120452321|XP_039492409.1|DSAN
OG0000728	CCAP1982_LOCUS2587|CAD6993789.1|CCAP	LOC120453771|XP_039494542.1|DSAN
OG0000729	CCAP1982_LOCUS3800|CAD6995077.1|CCAP	LOC120451289|XP_039490774.1|DSAN, LOC120453437|XP_039494079.1|DSAN
OG0000730	CCAP1982_LOCUS11317|CAD7002848.1|CCAP	LOC120457188|XP_039500467.1|DSAN, LOC120446969|XP_039484176.1|DSAN
OG0000731	CCAP1982_LOCUS21712|CAD7013669.1|CCAP	LOC120449379|XP_039487747.1|DSAN, LOC120446487|XP_039483426.1|DSAN
OG0000732	CCAP1982_LOCUS11935|CAD7003484.1|CCAP	LOC120448613|XP_039486658.1|DSAN
OG0000733	CCAP1982_LOCUS11956|CAD7003506.1|CCAP, CCAP1982_LOCUS11588|CAD7003126.1|CCAP	LOC120452722|XP_039493020.1|DSAN, LOC120448293|XP_039486165.1|DSAN
OG0000734	CCAP1982_LOCUS11176|CAD7002699.1|CCAP	LOC120456995|XP_039500081.1|DSAN
OG0000734	CCAP1982_LOCUS11177|CAD7002700.1|CCAP	LOC120450499|XP_039489480.1|DSAN
OG0000735	CCAP1982_LOCUS5622|CAD6996955.1|CCAP	LOC120447158|XP_039484547.1|DSAN
OG0000736	CCAP1982_LOCUS7876|CAD6999349.1|CCAP	LOC120444109|XP_039479571.1|DSAN, LOC120444110|XP_039479573.1|DSAN
OG0000737	CCAP1982_LOCUS21802|CAD7013779.1|CCAP	LOC120444809|XP_039480695.1|DSAN
OG0000739	CCAP1982_LOCUS4635|CAD6995933.1|CCAP	LOC120451554|XP_039491288.1|DSAN, LOC120451553|XP_039491287.1|DSAN
OG0000740	CCAP1982_LOCUS851|CAD6991963.1|CCAP	LOC120451164|XP_039490534.1|DSAN
OG0000743	CCAP1982_LOCUS12884|CAD7004479.1|CCAP	LOC120450399|XP_039489328.1|DSAN, LOC120446654|XP_039483659.1|DSAN
OG0000744	CCAP1982_LOCUS20285|CAD7012184.1|CCAP	LOC120445341|XP_039481611.1|DSAN
OG0000746	CCAP1982_LOCUS7111|CAD6998524.1|CCAP	LOC120450433|XP_039489380.1|DSAN, LOC120458786|XP_039502501.1|DSAN
OG0000747	CCAP1982_LOCUS14652|CAD7006330.1|CCAP	LOC120449095|XP_039487337.1|DSAN
OG0000747	CCAP1982_LOCUS14644|CAD7006322.1|CCAP	LOC120449682|XP_039488227.1|DSAN
OG0000750	CCAP1982_LOCUS5975|CAD6997343.1|CCAP	LOC120446196|XP_039482979.1|DSAN, LOC120452781|XP_039493104.1|DSAN
OG0000753	CCAP1982_LOCUS3763|CAD6995033.1|CCAP	LOC120451405|XP_039491007.1|DSAN
OG0000755	CCAP1982_LOCUS2374|CAD6993561.1|CCAP	LOC120451610|XP_039491377.1|DSAN, LOC120451629|XP_039491420.1|DSAN
OG0000756	CCAP1982_LOCUS3474|CAD6994741.1|CCAP	LOC120452282|XP_039492347.1|DSAN
OG0000757	CCAP1982_LOCUS12322|CAD7003892.1|CCAP	LOC120449687|XP_039488237.1|DSAN
OG0000758	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP	LOC120448310|XP_039486189.1|DSAN, LOC120448308|XP_039486186.1|DSAN
OG0000759	CCAP1982_LOCUS11488|CAD7003025.1|CCAP	LOC120449421|XP_039487813.1|DSAN, LOC120449390|XP_039487765.1|DSAN
OG0000760	CCAP1982_LOCUS23060|CAD7015107.1|CCAP	LOC120446267|XP_039483079.1|DSAN
OG0000762	CCAP1982_LOCUS5527|CAD6996851.1|CCAP	LOC120443783|XP_039479046.1|DSAN
OG0000763	CCAP1982_LOCUS7967|CAD6999443.1|CCAP	LOC120457814|XP_039501245.1|DSAN
OG0000763	CCAP1982_LOCUS7966|CAD6999442.1|CCAP	LOC120457815|XP_039501246.1|DSAN
OG0000764	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP	LOC120454708|XP_039496187.1|DSAN, LOC120455673|XP_039498009.1|DSAN
OG0000767	CCAP1982_LOCUS13379|CAD7005004.1|CCAP	LOC120454112|XP_039495075.1|DSAN, LOC120449383|XP_039487752.1|DSAN
OG0000768	CCAP1982_LOCUS13967|CAD7005608.1|CCAP	LOC120449035|XP_039487252.1|DSAN
OG0000770	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP	LOC120443993|XP_039479405.1|DSAN
OG0000771	CCAP1982_LOCUS11323|CAD7002853.1|CCAP	LOC120450627|XP_039489709.1|DSAN, LOC120450626|XP_039489708.1|DSAN
OG0000772	CCAP1982_LOCUS7245|CAD6998687.1|CCAP	LOC120445453|XP_039481832.1|DSAN, LOC120447203|XP_039484631.1|DSAN
OG0000773	CCAP1982_LOCUS2181|CAD6993363.1|CCAP, CCAP1982_LOCUS2182|CAD6993364.1|CCAP	LOC120455093|XP_039496901.1|DSAN
OG0000774	CCAP1982_LOCUS7034|CAD6998434.1|CCAP, CCAP1982_LOCUS7765|CAD6999233.1|CCAP	LOC120444426|XP_039479994.1|DSAN, LOC120444427|XP_039480000.1|DSAN, LOC120444424|XP_039479993.1|DSAN
OG0000775	CCAP1982_LOCUS23219|CAD7015271.1|CCAP	LOC120447149|XP_039484530.1|DSAN, LOC120445689|XP_039482182.1|DSAN
OG0000778	CCAP1982_LOCUS4113|CAD6995395.1|CCAP	LOC120450456|XP_039489410.1|DSAN
OG0000785	CCAP1982_LOCUS2663|CAD6993869.1|CCAP	LOC120451561|XP_039491298.1|DSAN, LOC120452243|XP_039492304.1|DSAN
OG0000786	CCAP1982_LOCUS1450|CAD6992600.1|CCAP	LOC120454896|XP_039496485.1|DSAN
OG0000786	CCAP1982_LOCUS1451|CAD6992602.1|CCAP	LOC120451725|XP_039491565.1|DSAN
OG0000787	CCAP1982_LOCUS11438|CAD7002975.1|CCAP	LOC120450218|XP_039489026.1|DSAN, LOC120457321|XP_039500761.1|DSAN
OG0000788	CCAP1982_LOCUS11851|CAD7003393.1|CCAP	LOC120446414|XP_039483307.1|DSAN, LOC120447944|XP_039485556.1|DSAN
OG0000789	CCAP1982_LOCUS7762|CAD6999230.1|CCAP	LOC120444123|XP_039479611.1|DSAN, LOC120458655|XP_039502320.1|DSAN
OG0000790	CCAP1982_LOCUS7014|CAD6998414.1|CCAP	LOC120443927|XP_039479304.1|DSAN, LOC120443926|XP_039479303.1|DSAN
OG0000791	CCAP1982_LOCUS2495|CAD6993689.1|CCAP	LOC120451799|XP_039491688.1|DSAN, LOC120451390|XP_039490987.1|DSAN
OG0000792	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP	LOC120458644|XP_039502307.1|DSAN
OG0000793	CCAP1982_LOCUS1000|CAD6992116.1|CCAP	LOC120450868|XP_039490025.1|DSAN, LOC120455917|XP_039498360.1|DSAN
OG0000797	CCAP1982_LOCUS4428|CAD6995722.1|CCAP	LOC120450781|XP_039489874.1|DSAN, LOC120454499|XP_039495784.1|DSAN
OG0000798	CCAP1982_LOCUS20568|CAD7012491.1|CCAP	LOC120447178|XP_039484574.1|DSAN, LOC120447177|XP_039484570.1|DSAN
OG0000799	CCAP1982_LOCUS23391|CAD7015450.1|CCAP	LOC120453969|XP_039494854.1|DSAN
OG0000800	CCAP1982_LOCUS12705|CAD7004285.1|CCAP	LOC120447811|XP_039485321.1|DSAN
OG0000801	CCAP1982_LOCUS20234|CAD7012137.1|CCAP	LOC120445881|XP_039482462.1|DSAN, LOC120444270|XP_039479718.1|DSAN
OG0000802	CCAP1982_LOCUS12829|CAD7004420.1|CCAP	LOC120456940|XP_039500013.1|DSAN, LOC120455607|XP_039497922.1|DSAN
OG0000803	CCAP1982_LOCUS7929|CAD6999403.1|CCAP	LOC120455820|XP_039498222.1|DSAN, LOC120448514|XP_039486482.1|DSAN
OG0000804	CCAP1982_LOCUS21024|CAD7012927.1|CCAP	LOC120444647|XP_039480407.1|DSAN, LOC120451707|XP_039491541.1|DSAN
OG0000805	CCAP1982_LOCUS22507|CAD7014506.1|CCAP, CCAP1982_LOCUS22504|CAD7014503.1|CCAP, CCAP1982_LOCUS22503|CAD7014502.1|CCAP	LOC120446543|XP_039483492.1|DSAN, LOC120446578|XP_039483534.1|DSAN
OG0000806	CCAP1982_LOCUS8652|CAD7000159.1|CCAP	LOC120456731|XP_039499657.1|DSAN
OG0000807	CCAP1982_LOCUS14477|CAD7006149.1|CCAP	LOC120449645|XP_039488172.1|DSAN, LOC120449082|XP_039487320.1|DSAN, LOC120454383|XP_039495565.1|DSAN
OG0000810	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP	LOC120457617|XP_039501061.1|DSAN
OG0000811	CCAP1982_LOCUS23414|CAD7015474.1|CCAP	LOC120444327|XP_039479813.1|DSAN
OG0000813	CCAP1982_LOCUS7210|CAD6998639.1|CCAP	LOC120445997|XP_039482664.1|DSAN
OG0000814	CCAP1982_LOCUS189|CAD6991255.1|CCAP	LOC120445121|XP_039481202.1|DSAN
OG0000815	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP	LOC120458043|XP_039501486.1|DSAN
OG0000820	CCAP1982_LOCUS607|CAD6991694.1|CCAP	LOC120455095|XP_039496906.1|DSAN
OG0000820	CCAP1982_LOCUS20527|CAD7012446.1|CCAP	LOC120446226|XP_039483027.1|DSAN
OG0000823	CCAP1982_LOCUS2925|CAD6994160.1|CCAP	LOC120452150|XP_039492173.1|DSAN, LOC120452149|XP_039492172.1|DSAN, LOC120452151|XP_039492174.1|DSAN
OG0000824	CCAP1982_LOCUS3412|CAD6994677.1|CCAP	LOC120458685|XP_039502356.1|DSAN
OG0000825	CCAP1982_LOCUS8451|CAD6999943.1|CCAP, CCAP1982_LOCUS8452|CAD6999944.1|CCAP, CCAP1982_LOCUS19940|CAD7011830.1|CCAP	LOC120447781|XP_039485269.1|DSAN, LOC120449965|XP_039488607.1|DSAN
OG0000826	CCAP1982_LOCUS22257|CAD7014254.1|CCAP	LOC120446185|XP_039482961.1|DSAN
OG0000827	CCAP1982_LOCUS12545|CAD7004124.1|CCAP	LOC120449279|XP_039487596.1|DSAN, LOC120449276|XP_039487592.1|DSAN, LOC120449278|XP_039487594.1|DSAN, LOC120449280|XP_039487597.1|DSAN
OG0000828	CCAP1982_LOCUS3024|CAD6994263.1|CCAP	LOC120452032|XP_039492015.1|DSAN, LOC120452031|XP_039492013.1|DSAN
OG0000831	CCAP1982_LOCUS2876|CAD6994107.1|CCAP	LOC120448994|XP_039487194.1|DSAN
OG0000832	CCAP1982_LOCUS22663|CAD7014678.1|CCAP	LOC120444575|XP_039480270.1|DSAN
OG0000833	CCAP1982_LOCUS14574|CAD7006248.1|CCAP	LOC120450279|XP_039489129.1|DSAN
OG0000834	CCAP1982_LOCUS2133|CAD6993316.1|CCAP, CCAP1982_LOCUS2134|CAD6993317.1|CCAP, CCAP1982_LOCUS2135|CAD6993318.1|CCAP	LOC120452176|XP_039492218.1|DSAN
OG0000835	CCAP1982_LOCUS12097|CAD7003659.1|CCAP	LOC120447995|XP_039485626.1|DSAN
OG0000836	CCAP1982_LOCUS5624|CAD6996957.1|CCAP	LOC120444786|XP_039480663.1|DSAN, LOC120446466|XP_039483405.1|DSAN
OG0000839	CCAP1982_LOCUS770|CAD6991879.1|CCAP	LOC120454532|XP_039495840.1|DSAN, LOC120451944|XP_039491897.1|DSAN
OG0000841	CCAP1982_LOCUS4224|CAD6995511.1|CCAP	LOC120451377|XP_039490961.1|DSAN
OG0000842	CCAP1982_LOCUS21103|CAD7013014.1|CCAP	LOC120444150|XP_039479660.1|DSAN, LOC120453999|XP_039494901.1|DSAN
OG0000843	CCAP1982_LOCUS5498|CAD6996825.1|CCAP	LOC120444653|XP_039480427.1|DSAN
OG0000844	CCAP1982_LOCUS21108|CAD7013021.1|CCAP	LOC120444529|XP_039480210.1|DSAN, LOC120453662|XP_039494404.1|DSAN
OG0000846	CCAP1982_LOCUS1614|CAD6992773.1|CCAP	LOC120450891|XP_039490065.1|DSAN
OG0000847	CCAP1982_LOCUS7164|CAD6998586.1|CCAP	LOC120446471|XP_039483408.1|DSAN, LOC120444283|XP_039479732.1|DSAN
OG0000848	CCAP1982_LOCUS8247|CAD6999721.1|CCAP	LOC120458084|XP_039501535.1|DSAN
OG0000848	CCAP1982_LOCUS8237|CAD6999711.1|CCAP	LOC120445536|XP_039481937.1|DSAN
OG0000849	CCAP1982_LOCUS8441|CAD6999928.1|CCAP, CCAP1982_LOCUS8442|CAD6999929.1|CCAP, CCAP1982_LOCUS8443|CAD6999930.1|CCAP	LOC120458656|XP_039502321.1|DSAN, LOC120458664|XP_039502331.1|DSAN
OG0000850	CCAP1982_LOCUS22786|CAD7014819.1|CCAP	LOC120446442|XP_039483353.1|DSAN, LOC120446441|XP_039483352.1|DSAN
OG0000856	CCAP1982_LOCUS13873|CAD7005513.1|CCAP	LOC120456765|XP_039499697.1|DSAN, LOC120448942|XP_039487120.1|DSAN
OG0000858	CCAP1982_LOCUS3995|CAD6995275.1|CCAP	LOC120454674|XP_039496124.1|DSAN, LOC120454671|XP_039496121.1|DSAN
OG0000860	CCAP1982_LOCUS12607|CAD7004188.1|CCAP	LOC120447951|XP_039485571.1|DSAN, LOC120448017|XP_039485680.1|DSAN
OG0000861	CCAP1982_LOCUS23355|CAD7015412.1|CCAP	LOC120445935|XP_039482533.1|DSAN
OG0000863	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP	LOC120452710|XP_039493008.1|DSAN, LOC120451101|XP_039490441.1|DSAN
OG0000865	CCAP1982_LOCUS4953|CAD6996270.1|CCAP	LOC120457342|XP_039500785.1|DSAN, LOC120454494|XP_039495776.1|DSAN
OG0000866	CCAP1982_LOCUS8871|CAD7000396.1|CCAP	LOC120458947|XP_039502742.1|DSAN, LOC120458948|XP_039502745.1|DSAN
OG0000867	CCAP1982_LOCUS6476|CAD6997852.1|CCAP	LOC120456126|XP_039498692.1|DSAN
OG0000869	CCAP1982_LOCUS4368|CAD6995661.1|CCAP, CCAP1982_LOCUS4369|CAD6995662.1|CCAP	LOC120450850|XP_039489994.1|DSAN
OG0000870	CCAP1982_LOCUS20504|CAD7012418.1|CCAP	LOC120446059|XP_039482770.1|DSAN
OG0000871	CCAP1982_LOCUS19771|CAD7011687.1|CCAP	LOC120444943|XP_039480880.1|DSAN
OG0000872	CCAP1982_LOCUS21128|CAD7013046.1|CCAP	LOC120444483|XP_039480097.1|DSAN
OG0000873	CCAP1982_LOCUS11691|CAD7003230.1|CCAP	LOC120448886|XP_039487036.1|DSAN
OG0000875	CCAP1982_LOCUS14457|CAD7006125.1|CCAP	LOC120449630|XP_039488152.1|DSAN
OG0000878	CCAP1982_LOCUS20172|CAD7012072.1|CCAP, CCAP1982_LOCUS20173|CAD7012073.1|CCAP, CCAP1982_LOCUS20174|CAD7012074.1|CCAP, CCAP1982_LOCUS20175|CAD7012075.1|CCAP	LOC120446343|XP_039483198.1|DSAN, LOC120458936|XP_039502725.1|DSAN
OG0000885	CCAP1982_LOCUS3879|CAD6995158.1|CCAP	LOC120451838|XP_039491748.1|DSAN
OG0000886	CCAP1982_LOCUS2115|CAD6993301.1|CCAP	LOC120453092|XP_039493557.1|DSAN
OG0000888	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP	LOC120447461|XP_039484775.1|DSAN
OG0000889	CCAP1982_LOCUS13751|CAD7005391.1|CCAP	LOC120449582|XP_039488072.1|DSAN
OG0000890	CCAP1982_LOCUS23265|CAD7015320.1|CCAP	LOC120445596|XP_039482028.1|DSAN
