Orthogroup	CCAP.longest_only	AEAL.longest_only
OG0001232	CCAP1982_LOCUS6770|CAD6998154.1|CCAP, CCAP1982_LOCUS6767|CAD6998152.1|CCAP, CCAP1982_LOCUS6769|CAD6998153.1|CCAP, CCAP1982_LOCUS6766|CAD6998151.1|CCAP	LOC109421237|XP_019551265.2|AEAL
OG0001233	CCAP1982_LOCUS8292|CAD6999769.1|CCAP	LOC115265523|XP_029726924.1|AEAL
OG0001233	CCAP1982_LOCUS8291|CAD6999768.1|CCAP	LOC109432481|XP_029726919.1|AEAL, LOC109421338|XP_029727063.1|AEAL
OG0001234	CCAP1982_LOCUS19773|CAD7011689.1|CCAP	LOC109402517|XP_019530753.2|AEAL
OG0001235	CCAP1982_LOCUS7409|CAD6998860.1|CCAP	LOC109411688|XP_019540801.2|AEAL, LOC115262177|XP_029720326.1|AEAL, LOC109404615|XP_019533064.2|AEAL, LOC109411681|XP_029720322.1|AEAL
OG0001236	CCAP1982_LOCUS14234|CAD7005894.1|CCAP	LOC109414181|XP_029712491.1|AEAL
OG0001237	CCAP1982_LOCUS96|CAD6991156.1|CCAP	LOC109426266|XP_029707813.1|AEAL, LOC109421720|XP_029714000.1|AEAL
OG0001238	CCAP1982_LOCUS5052|CAD6996373.1|CCAP	LOC109413694|XP_029727320.1|AEAL
OG0001239	CCAP1982_LOCUS4239|CAD6995527.1|CCAP	LOC109402043|XP_029736149.1|AEAL
OG0001240	CCAP1982_LOCUS286|CAD6991356.1|CCAP	LOC109405745|XP_029710923.1|AEAL
OG0001241	CCAP1982_LOCUS4194|CAD6995478.1|CCAP	LOC109422597|XP_029712274.1|AEAL, LOC109402813|XP_029712227.1|AEAL
OG0001243	CCAP1982_LOCUS13382|CAD7005007.1|CCAP	LOC109399481|XP_019527482.2|AEAL
OG0001244	CCAP1982_LOCUS2040|CAD6993221.1|CCAP	LOC115267025|XP_029729659.1|AEAL, LOC109432004|XP_029724278.1|AEAL, LOC115267091|XP_029729808.1|AEAL, LOC109399824|XP_029729811.1|AEAL
OG0001245	CCAP1982_LOCUS2940|CAD6994175.1|CCAP, CCAP1982_LOCUS2941|CAD6994176.1|CCAP	LOC115262829|XP_029721582.1|AEAL, LOC109425844|XP_029721583.1|AEAL, LOC115262612|XP_029720867.1|AEAL, LOC115262767|XP_029721474.1|AEAL
OG0001247	CCAP1982_LOCUS21110|CAD7013024.1|CCAP	LOC109433490|XP_029710256.1|AEAL, LOC109410662|XP_029731649.1|AEAL
OG0001257	CCAP1982_LOCUS10597|CAD7002109.1|CCAP, CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP	LOC109424983|XP_029711672.1|AEAL, LOC109431126|XP_029730261.1|AEAL
OG0001258	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP	LOC115260011|XP_029716705.1|AEAL, LOC109422191|XP_019552379.2|AEAL, LOC109428477|XP_019559796.1|AEAL
OG0001260	CCAP1982_LOCUS3092|CAD6994336.1|CCAP	LOC115256411|XP_029710765.1|AEAL, LOC109427544|XP_019558657.2|AEAL, LOC115256617|XP_029711299.1|AEAL, LOC115256594|XP_029711260.1|AEAL, LOC115269374|XP_029733906.1|AEAL, LOC109427545|XP_019558658.1|AEAL
OG0001263	CCAP1982_LOCUS1201|CAD6992337.1|CCAP, CCAP1982_LOCUS1202|CAD6992338.1|CCAP	LOC109415630|XP_029730267.1|AEAL
OG0001264	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP	LOC115266784|XP_029729217.1|AEAL, LOC109433564|XP_029729246.1|AEAL, LOC109430179|XP_029729242.1|AEAL, LOC109421814|XP_029717586.1|AEAL, LOC115253729|XP_029717522.1|AEAL
OG0001266	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP	LOC115263718|XP_029722829.1|AEAL, LOC109425434|XP_019556248.2|AEAL, LOC109432218|XP_029722814.1|AEAL
OG0001267	CCAP1982_LOCUS3717|CAD6994986.1|CCAP	LOC115263657|XP_029722722.1|AEAL, LOC109400103|XP_029722959.1|AEAL, LOC115253611|XP_029722954.1|AEAL, LOC109621581|XP_029730493.1|AEAL, LOC109430341|XP_019561943.2|AEAL
OG0001269	CCAP1982_LOCUS20837|CAD7012733.1|CCAP	LOC109429328|XP_019560777.2|AEAL, LOC109401040|XP_019529067.2|AEAL
OG0001270	CCAP1982_LOCUS1004|CAD6992122.1|CCAP	LOC109424426|XP_019555076.2|AEAL, LOC109426294|XP_029721529.1|AEAL, LOC115253683|XP_029714169.1|AEAL, LOC115269325|XP_029733802.1|AEAL, LOC109415279|XP_019544701.2|AEAL
OG0001271	CCAP1982_LOCUS22619|CAD7014628.1|CCAP	LOC109423271|XP_019553748.2|AEAL, LOC109423269|XP_019553746.2|AEAL
OG0001272	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP	LOC109402588|XP_019530832.2|AEAL
OG0001273	CCAP1982_LOCUS3030|CAD6994269.1|CCAP	LOC109406565|XP_019535205.2|AEAL, LOC115265703|XP_029727526.1|AEAL, LOC109415843|XP_019545328.2|AEAL, LOC109418743|XP_029715739.1|AEAL, LOC109415844|XP_019545329.1|AEAL
OG0001274	CCAP1982_LOCUS14515|CAD7006186.1|CCAP	LOC115269683|XP_029734372.1|AEAL, LOC109404909|XP_029734943.1|AEAL, LOC115270107|XP_029734980.1|AEAL, LOC109400595|XP_019528628.2|AEAL, LOC115270106|XP_029734979.1|AEAL
OG0001276	CCAP1982_LOCUS11502|CAD7003039.1|CCAP	LOC109425655|XP_029734743.1|AEAL
OG0001277	CCAP1982_LOCUS13150|CAD7004758.1|CCAP	LOC109423359|XP_029725090.1|AEAL, LOC109401474|XP_029721727.1|AEAL
OG0001278	CCAP1982_LOCUS11822|CAD7003363.1|CCAP, CCAP1982_LOCUS5248|CAD6996580.1|CCAP	LOC115268895|XP_029732944.1|AEAL, LOC109403769|XP_029722460.1|AEAL
OG0001279	CCAP1982_LOCUS11832|CAD7003373.1|CCAP	LOC115254218|XP_029732946.1|AEAL, LOC115259606|XP_029716199.1|AEAL, LOC109420587|XP_019550498.2|AEAL, LOC115260841|XP_029718021.1|AEAL, LOC109407261|XP_019535814.2|AEAL, LOC115258603|XP_029714746.1|AEAL, LOC109413533|XP_019542761.2|AEAL, LOC109404211|XP_019532592.2|AEAL, LOC109416926|XP_019546586.1|AEAL
OG0001280	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP	LOC109424159|XP_029722010.1|AEAL, LOC115253833|XP_029710342.1|AEAL, LOC109430829|XP_019562461.1|AEAL
OG0001281	CCAP1982_LOCUS12999|CAD7004604.1|CCAP	LOC115254264|XP_029736044.1|AEAL, LOC109399532|XP_029736040.1|AEAL, LOC109404375|XP_019532768.1|AEAL, LOC115254263|XP_029736038.1|AEAL, LOC109404377|XP_029735738.1|AEAL, LOC115270449|XP_029736039.1|AEAL
OG0001282	CCAP1982_LOCUS5546|CAD6996873.1|CCAP	LOC109622166|XP_019931946.2|AEAL, LOC115269807|XP_029734460.1|AEAL, LOC115270436|XP_029736024.1|AEAL, LOC115269438|XP_029734080.1|AEAL, LOC115258972|XP_029715337.1|AEAL, LOC115258974|XP_029715338.1|AEAL
OG0001283	CCAP1982_LOCUS22647|CAD7014659.1|CCAP	LOC109405605|XP_019534212.2|AEAL
OG0001284	CCAP1982_LOCUS6493|CAD6997874.1|CCAP	LOC115266358|XP_029728399.1|AEAL, LOC109427900|XP_029723150.1|AEAL, LOC109428219|XP_029723153.1|AEAL, LOC115263996|XP_029723158.1|AEAL
OG0001285	CCAP1982_LOCUS11810|CAD7003351.1|CCAP	LOC109407533|XP_019536144.2|AEAL, LOC109428193|XP_019559437.2|AEAL, LOC115266363|XP_029728424.1|AEAL, LOC109427881|XP_029734304.1|AEAL
OG0001286	CCAP1982_LOCUS7999|CAD6999475.1|CCAP, CCAP1982_LOCUS7997|CAD6999473.1|CCAP	LOC109622823|XP_029714587.1|AEAL, LOC109397529|XP_029714595.1|AEAL
OG0001287	CCAP1982_LOCUS907|CAD6992023.1|CCAP	LOC109417665|XP_029709322.1|AEAL, LOC115255401|XP_029709329.1|AEAL, LOC109417666|XP_019547261.3|AEAL
OG0001288	CCAP1982_LOCUS6082|CAD6997436.1|CCAP	LOC109621380|XP_029732585.1|AEAL, LOC115268590|XP_029732564.1|AEAL
OG0001289	CCAP1982_LOCUS7968|CAD6999444.1|CCAP	LOC109398322|XP_019526217.2|AEAL, LOC109429831|XP_029729192.1|AEAL, LOC109429832|XP_029729191.1|AEAL, LOC109398331|XP_019526230.2|AEAL, LOC109398282|XP_019526155.2|AEAL
OG0001290	CCAP1982_LOCUS8372|CAD6999862.1|CCAP, CCAP1982_LOCUS8371|CAD6999861.1|CCAP, CCAP1982_LOCUS8374|CAD6999864.1|CCAP	LOC109411751|XP_029720185.1|AEAL
OG0001291	CCAP1982_LOCUS21121|CAD7013037.1|CCAP	LOC109412699|XP_019541866.2|AEAL, LOC115262189|XP_029720388.1|AEAL, LOC115262185|XP_029720380.1|AEAL
OG0001294	CCAP1982_LOCUS4430|CAD6995724.1|CCAP	LOC109428031|XP_029720704.1|AEAL
OG0001295	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP	LOC109427321|XP_019558396.2|AEAL
OG0001296	CCAP1982_LOCUS23289|CAD7015344.1|CCAP, CCAP1982_LOCUS2727|CAD6993942.1|CCAP	LOC115263973|XP_029723137.1|AEAL, LOC109418392|XP_029721394.1|AEAL
OG0001297	CCAP1982_LOCUS856|CAD6991969.1|CCAP	LOC109403034|XP_029724657.1|AEAL
OG0001298	CCAP1982_LOCUS2803|CAD6994026.1|CCAP	LOC115271076|XP_029736372.1|AEAL, LOC109402751|XP_029712232.1|AEAL
OG0001299	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP	LOC109415647|XP_019545096.2|AEAL, LOC109425050|XP_029727810.1|AEAL, LOC109416667|XP_029717986.1|AEAL, LOC109400170|XP_029727844.1|AEAL, LOC115260810|XP_029717992.1|AEAL
OG0001300	CCAP1982_LOCUS4632|CAD6995930.1|CCAP	LOC109404863|XP_029730231.1|AEAL
OG0001301	CCAP1982_LOCUS19842|CAD7011729.1|CCAP	LOC115268049|XP_029731831.1|AEAL, LOC109423386|XP_019553926.2|AEAL, LOC115254205|XP_029731856.1|AEAL, LOC109409546|XP_029731850.1|AEAL, LOC109423387|XP_029731947.1|AEAL
OG0001302	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP	LOC109409577|XP_019538575.2|AEAL, LOC109430467|XP_019562082.1|AEAL, LOC115268973|XP_029733111.1|AEAL
OG0001303	CCAP1982_LOCUS3529|CAD6994798.1|CCAP	LOC109405755|XP_019534367.2|AEAL
OG0001304	CCAP1982_LOCUS20156|CAD7012054.1|CCAP	LOC109422619|XP_029712250.1|AEAL
OG0001305	CCAP1982_LOCUS228|CAD6991299.1|CCAP	LOC109424108|XP_019554748.2|AEAL, LOC109408394|XP_029736004.1|AEAL
OG0001306	CCAP1982_LOCUS4381|CAD6995674.1|CCAP	LOC109431902|XP_029727831.1|AEAL, LOC115266069|XP_029727795.1|AEAL, LOC109404401|XP_019532794.2|AEAL
OG0001307	CCAP1982_LOCUS10909|CAD7002418.1|CCAP	LOC109401126|XP_019529151.2|AEAL, LOC109422683|XP_019553087.2|AEAL
OG0001309	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP	LOC109406154|XP_019534767.1|AEAL, LOC109406159|XP_019534772.2|AEAL, LOC109401790|XP_029710058.1|AEAL
OG0001310	CCAP1982_LOCUS8196|CAD6999666.1|CCAP	LOC109419536|XP_029715075.1|AEAL
OG0001312	CCAP1982_LOCUS12830|CAD7004421.1|CCAP	LOC109422322|XP_029708138.1|AEAL
OG0001313	CCAP1982_LOCUS20437|CAD7012343.1|CCAP, CCAP1982_LOCUS20438|CAD7012344.1|CCAP	LOC115254196|XP_029731204.1|AEAL, LOC109399588|XP_029731213.1|AEAL
OG0001314	CCAP1982_LOCUS5817|CAD6997175.1|CCAP	LOC109408951|XP_019537896.2|AEAL
OG0001326	CCAP1982_LOCUS1119|CAD6992249.1|CCAP	LOC115254736|XP_029708273.1|AEAL, LOC109421123|XP_029719625.1|AEAL, LOC109415200|XP_029710897.1|AEAL, LOC109426281|XP_019557293.2|AEAL
OG0001334	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP	LOC109425180|XP_029717616.1|AEAL, LOC115253810|XP_029714023.1|AEAL, LOC109425173|XP_029717621.1|AEAL
OG0001335	CCAP1982_LOCUS5161|CAD6996492.1|CCAP	LOC109412094|XP_019541280.1|AEAL, LOC109427342|XP_019558420.2|AEAL, LOC109412097|XP_029707539.1|AEAL, LOC109427354|XP_029733712.1|AEAL
OG0001338	CCAP1982_LOCUS20121|CAD7012010.1|CCAP	LOC109430336|XP_019561937.2|AEAL
OG0001339	CCAP1982_LOCUS21893|CAD7013878.1|CCAP, CCAP1982_LOCUS21898|CAD7013883.1|CCAP	LOC109400129|XP_019528163.2|AEAL, LOC109621258|XP_019931277.2|AEAL, LOC109622561|XP_019932516.2|AEAL
OG0001341	CCAP1982_LOCUS9216|CAD7000743.1|CCAP, CCAP1982_LOCUS3260|CAD6994516.1|CCAP	LOC109398471|XP_019526395.2|AEAL
OG0001342	CCAP1982_LOCUS2025|CAD6993205.1|CCAP	LOC109421111|XP_029710014.1|AEAL, LOC115255943|XP_029710037.1|AEAL
OG0001344	CCAP1982_LOCUS2156|CAD6993338.1|CCAP	LOC109423591|XP_029720533.1|AEAL, LOC109402459|XP_019530693.1|AEAL, LOC115264100|XP_029723287.1|AEAL, LOC109423594|XP_029723283.1|AEAL
OG0001345	CCAP1982_LOCUS1741|CAD6992908.1|CCAP	LOC109402412|XP_019530630.2|AEAL, LOC109423538|XP_019554067.2|AEAL, LOC109402443|XP_019530675.1|AEAL
OG0001348	CCAP1982_LOCUS22946|CAD7014988.1|CCAP	LOC109418066|XP_019547779.2|AEAL
OG0001349	CCAP1982_LOCUS14892|CAD7006578.1|CCAP	LOC109407770|XP_019536490.2|AEAL
OG0001351	CCAP1982_LOCUS21830|CAD7013810.1|CCAP	LOC109419691|XP_029733477.1|AEAL
OG0001352	CCAP1982_LOCUS21313|CAD7013242.1|CCAP	LOC115254554|XP_029708023.1|AEAL, LOC109415740|XP_019545217.2|AEAL
OG0001354	CCAP1982_LOCUS23423|CAD7015484.1|CCAP	LOC115256955|XP_029712021.1|AEAL, LOC109417878|XP_029725401.1|AEAL
OG0001355	CCAP1982_LOCUS21737|CAD7013696.1|CCAP	LOC115259327|XP_029715719.1|AEAL, LOC109407944|XP_019536686.1|AEAL, LOC109431510|XP_019563283.2|AEAL, LOC109413835|XP_019543106.1|AEAL
OG0001356	CCAP1982_LOCUS404|CAD6991479.1|CCAP	LOC109408027|XP_029735244.1|AEAL, LOC109405168|XP_019533733.2|AEAL, LOC109408089|XP_019536851.2|AEAL, LOC115269850|XP_029734492.1|AEAL
OG0001357	CCAP1982_LOCUS12062|CAD7003622.1|CCAP	LOC109400603|XP_029734998.1|AEAL, LOC115270110|XP_029734987.1|AEAL, LOC109404943|XP_019533441.1|AEAL
OG0001358	CCAP1982_LOCUS14516|CAD7006187.1|CCAP	LOC115253910|XP_029734981.1|AEAL, LOC109404941|XP_029734936.1|AEAL, LOC115269652|XP_029734348.1|AEAL, LOC109400600|XP_029734996.1|AEAL
OG0001359	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP	LOC109425685|XP_019556514.2|AEAL, LOC109422978|XP_019553427.1|AEAL, LOC109422959|XP_019553405.2|AEAL
OG0001360	CCAP1982_LOCUS21902|CAD7013888.1|CCAP	LOC115256976|XP_029712057.1|AEAL, LOC109622716|XP_019932694.1|AEAL, LOC109415868|XP_019545358.1|AEAL
OG0001361	CCAP1982_LOCUS11412|CAD7002948.1|CCAP	LOC115259395|XP_029715801.1|AEAL, LOC109403799|XP_019532244.2|AEAL, LOC115263322|XP_029722453.1|AEAL, LOC109416943|XP_029722481.1|AEAL, LOC109403757|XP_019532171.2|AEAL
OG0001362	CCAP1982_LOCUS11823|CAD7003364.1|CCAP	LOC109403770|XP_019532186.1|AEAL, LOC109416931|XP_019546590.1|AEAL
OG0001363	CCAP1982_LOCUS87|CAD6991145.1|CCAP	LOC109406369|XP_029722267.1|AEAL, LOC109403810|XP_029722363.1|AEAL, LOC115263267|XP_029722257.1|AEAL
OG0001364	CCAP1982_LOCUS21222|CAD7013151.1|CCAP	LOC115263159|XP_029721947.1|AEAL, LOC109424117|XP_029721943.1|AEAL, LOC109429844|XP_019561380.2|AEAL, LOC109398308|XP_019526201.2|AEAL
OG0001365	CCAP1982_LOCUS11263|CAD7002793.1|CCAP	LOC109431682|XP_019563486.1|AEAL
OG0001366	CCAP1982_LOCUS12991|CAD7004596.1|CCAP	LOC109397991|XP_019525867.2|AEAL, LOC109431662|XP_029730340.1|AEAL, LOC115267480|XP_029730347.1|AEAL
OG0001367	CCAP1982_LOCUS23136|CAD7015185.1|CCAP	LOC109398078|XP_029730551.1|AEAL, LOC115267582|XP_029730520.1|AEAL, LOC109399526|XP_029730510.1|AEAL
OG0001368	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP, CCAP1982_LOCUS21726|CAD7013685.1|CCAP, CCAP1982_LOCUS21724|CAD7013683.1|CCAP	LOC109404349|XP_029735721.1|AEAL, LOC109399512|XP_029736056.1|AEAL
OG0001370	CCAP1982_LOCUS22021|CAD7014015.1|CCAP	LOC109414239|XP_019543595.2|AEAL
OG0001371	CCAP1982_LOCUS5717|CAD6997064.1|CCAP	LOC115253735|XP_029728876.1|AEAL, LOC109408223|XP_029728880.1|AEAL
OG0001372	CCAP1982_LOCUS21855|CAD7013835.1|CCAP	LOC109418473|XP_029728843.1|AEAL, LOC109408904|XP_029728815.1|AEAL
OG0001373	CCAP1982_LOCUS7766|CAD6999234.1|CCAP, CCAP1982_LOCUS7769|CAD6999237.1|CCAP	LOC109397797|XP_029723962.1|AEAL, LOC115266340|XP_029728312.1|AEAL, LOC109428281|XP_029728477.1|AEAL, LOC115266389|XP_029728485.1|AEAL
OG0001374	CCAP1982_LOCUS7146|CAD6998564.1|CCAP	LOC109427897|XP_019559050.2|AEAL, LOC115263986|XP_029723147.1|AEAL
OG0001375	CCAP1982_LOCUS675|CAD6991768.1|CCAP	LOC109428178|XP_029715576.1|AEAL, LOC109427870|XP_029715349.1|AEAL, LOC109401180|XP_029712116.1|AEAL, LOC109401201|XP_019529218.2|AEAL
OG0001376	CCAP1982_LOCUS22471|CAD7014475.1|CCAP	LOC109412024|XP_019541216.2|AEAL, LOC109408014|XP_019536780.2|AEAL, LOC109408021|XP_019536792.2|AEAL, LOC115257656|XP_029713359.1|AEAL
OG0001377	CCAP1982_LOCUS6994|CAD6998394.1|CCAP, CCAP1982_LOCUS7001|CAD6998401.1|CCAP, CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP	LOC109433090|XP_029710985.1|AEAL, LOC109420215|XP_029710421.1|AEAL
OG0001378	CCAP1982_LOCUS6408|CAD6997783.1|CCAP	LOC109414033|XP_019543313.2|AEAL, LOC109404241|XP_029724933.1|AEAL
OG0001379	CCAP1982_LOCUS6691|CAD6998077.1|CCAP	LOC109429664|XP_029719848.1|AEAL
OG0001379	CCAP1982_LOCUS6710|CAD6998096.1|CCAP	LOC115264902|XP_029724803.1|AEAL, LOC109429421|XP_029733194.1|AEAL
OG0001380	CCAP1982_LOCUS21334|CAD7013263.1|CCAP	LOC115258732|XP_029714955.1|AEAL, LOC115258736|XP_029714960.1|AEAL, LOC115258668|XP_029714847.1|AEAL, LOC109398707|XP_019526632.2|AEAL, LOC109406768|XP_029714809.1|AEAL
OG0001381	CCAP1982_LOCUS21553|CAD7013493.1|CCAP	LOC115258888|XP_029715202.1|AEAL, LOC109410215|XP_019539283.2|AEAL
OG0001382	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP	LOC115255420|XP_029709403.1|AEAL, LOC115255409|XP_029709370.1|AEAL, LOC109417649|XP_029709342.1|AEAL
OG0001384	CCAP1982_LOCUS5835|CAD6997196.1|CCAP	LOC109423887|XP_019554490.2|AEAL, LOC109404823|XP_029727279.1|AEAL
OG0001385	CCAP1982_LOCUS5650|CAD6996988.1|CCAP	LOC109421435|XP_029726866.1|AEAL, LOC109432573|XP_019564462.2|AEAL, LOC109416633|XP_019546246.1|AEAL, LOC115261557|XP_029719294.1|AEAL
OG0001386	CCAP1982_LOCUS5862|CAD6997227.1|CCAP, CCAP1982_LOCUS5870|CAD6997236.1|CCAP	LOC115262054|XP_029719851.1|AEAL, LOC109429657|XP_029720003.1|AEAL, LOC109406510|XP_029719850.1|AEAL, LOC115262234|XP_029720494.1|AEAL
OG0001386	CCAP1982_LOCUS5861|CAD6997226.1|CCAP, CCAP1982_LOCUS5869|CAD6997235.1|CCAP, CCAP1982_LOCUS5860|CAD6997225.1|CCAP	LOC109406511|XP_029719858.1|AEAL, LOC109406530|XP_029720495.1|AEAL, LOC109429658|XP_029720005.1|AEAL, LOC115266961|XP_029729541.1|AEAL
OG0001387	CCAP1982_LOCUS8048|CAD6999526.1|CCAP	LOC109429643|XP_029719832.1|AEAL, LOC109622650|XP_029719985.1|AEAL, LOC109623408|XP_029719831.1|AEAL, LOC109429642|XP_029719984.1|AEAL
OG0001388	CCAP1982_LOCUS9027|CAD7000551.1|CCAP	LOC109429565|XP_029719898.1|AEAL, LOC109429982|XP_029719917.1|AEAL, LOC109429983|XP_019561538.2|AEAL
OG0001389	CCAP1982_LOCUS1903|CAD6993073.1|CCAP	LOC115268723|XP_029732721.1|AEAL, LOC115268721|XP_029732715.1|AEAL, LOC115261987|XP_029719806.1|AEAL, LOC109421768|XP_029732716.1|AEAL, LOC109428027|XP_029732743.1|AEAL
OG0001390	CCAP1982_LOCUS7880|CAD6999353.1|CCAP	LOC109407473|XP_029723563.1|AEAL, LOC109419242|XP_029723552.1|AEAL
OG0001391	CCAP1982_LOCUS5828|CAD6997188.1|CCAP	LOC109415473|XP_029724555.1|AEAL, LOC115254124|XP_029724145.1|AEAL
OG0001392	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP	LOC115254114|XP_029723018.1|AEAL, LOC109399740|XP_029723014.1|AEAL, LOC109402036|XP_029723017.1|AEAL
OG0001394	CCAP1982_LOCUS19538|CAD7011438.1|CCAP	LOC115269560|XP_029734224.1|AEAL, LOC109622075|XP_019931860.2|AEAL, LOC109420370|XP_019550253.2|AEAL
OG0001395	CCAP1982_LOCUS388|CAD6991463.1|CCAP	LOC109621259|XP_019931809.1|AEAL
OG0001397	CCAP1982_LOCUS4998|CAD6996319.1|CCAP	LOC115261197|XP_029718404.1|AEAL, LOC109422513|XP_029718411.1|AEAL, LOC109406152|XP_029718413.1|AEAL, LOC115261211|XP_029718422.1|AEAL, LOC115261195|XP_029718401.1|AEAL
OG0001398	CCAP1982_LOCUS5218|CAD6996550.1|CCAP	LOC115268911|XP_029732980.1|AEAL, LOC115258354|XP_029714300.1|AEAL
OG0001399	CCAP1982_LOCUS21132|CAD7013050.1|CCAP	LOC109428757|XP_029734015.1|AEAL, LOC109424534|XP_029709896.1|AEAL
OG0001400	CCAP1982_LOCUS6142|CAD6997503.1|CCAP	LOC109415897|XP_019545391.2|AEAL, LOC115254133|XP_029724468.1|AEAL
OG0001401	CCAP1982_LOCUS13471|CAD7005109.1|CCAP	LOC109403463|XP_029712834.1|AEAL
OG0001402	CCAP1982_LOCUS14088|CAD7005737.1|CCAP	LOC115257380|XP_029712769.1|AEAL, LOC109403447|XP_019531815.1|AEAL
OG0001403	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP	LOC115262659|XP_029721118.1|AEAL, LOC109424732|XP_029721057.1|AEAL
OG0001404	CCAP1982_LOCUS20364|CAD7012268.1|CCAP, CCAP1982_LOCUS20365|CAD7012269.1|CCAP	LOC109432689|XP_029723912.1|AEAL, LOC115254120|XP_029723927.1|AEAL
OG0001405	CCAP1982_LOCUS20893|CAD7012792.1|CCAP	LOC109408794|XP_029730753.1|AEAL, LOC109428939|XP_019560326.2|AEAL
OG0001407	CCAP1982_LOCUS12032|CAD7003583.1|CCAP	LOC109621453|XP_019931038.2|AEAL, LOC115254203|XP_029731755.1|AEAL
OG0001408	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP	LOC109411296|XP_019540373.2|AEAL, LOC109397098|XP_019524966.2|AEAL, LOC109622023|XP_029725054.1|AEAL
OG0001410	CCAP1982_LOCUS9933|CAD7001436.1|CCAP	LOC115269831|XP_029734473.1|AEAL, LOC115269490|XP_029734131.1|AEAL, LOC115267196|XP_029729928.1|AEAL, LOC115267461|XP_029730310.1|AEAL, LOC115258130|XP_029714031.1|AEAL, LOC115264714|XP_029724589.1|AEAL, LOC115267465|XP_029730314.1|AEAL, LOC115269025|XP_029733170.1|AEAL, LOC109412468|XP_029718854.1|AEAL, LOC115269924|XP_029734595.1|AEAL, LOC115269896|XP_029734559.1|AEAL, LOC115261844|XP_029719616.1|AEAL, LOC115268670|XP_029732642.1|AEAL, LOC109414733|XP_029729122.1|AEAL, LOC115264301|XP_029723833.1|AEAL, LOC109399035|XP_029720522.1|AEAL
OG0001429	CCAP1982_LOCUS1446|CAD6992597.1|CCAP	LOC109405374|XP_029715425.1|AEAL, LOC109413245|XP_029709614.1|AEAL, LOC109405399|XP_019534004.2|AEAL
OG0001430	CCAP1982_LOCUS1915|CAD6993088.1|CCAP	LOC109414630|XP_019544011.1|AEAL, LOC109424816|XP_019555548.2|AEAL, LOC109424967|XP_019555705.1|AEAL, LOC109431093|XP_029718287.1|AEAL
OG0001432	CCAP1982_LOCUS5220|CAD6996552.1|CCAP, CCAP1982_LOCUS5219|CAD6996551.1|CCAP	LOC109422158|XP_029710417.1|AEAL, LOC109428450|XP_019559761.2|AEAL
OG0001437	CCAP1982_LOCUS1003|CAD6992121.1|CCAP	LOC115269102|XP_029733347.1|AEAL, LOC109432612|XP_019564516.1|AEAL, LOC109422147|XP_019552335.1|AEAL, LOC115254221|XP_029733210.1|AEAL
OG0001438	CCAP1982_LOCUS1198|CAD6992334.1|CCAP	LOC109422027|XP_029711761.1|AEAL
