Orthogroup	CCAP.longest_only	DMEL.longest_only
OG0002327	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP	cu|NP_001097746.1|DMEL
OG0002328	CCAP1982_LOCUS6360|CAD6997728.1|CCAP	COX4|NP_610013.1|DMEL
OG0002329	CCAP1982_LOCUS7039|CAD6998440.1|CCAP	MFS3|NP_608572.1|DMEL
OG0002330	CCAP1982_LOCUS7041|CAD6998443.1|CCAP	Tfb4|NP_608574.2|DMEL
OG0002332	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP	CPT2|NP_647756.1|DMEL
OG0002333	CCAP1982_LOCUS21396|CAD7013327.1|CCAP	CG30423|NP_726490.3|DMEL
OG0002334	CCAP1982_LOCUS5410|CAD6996730.1|CCAP	CG11034|NP_608961.2|DMEL
OG0002335	CCAP1982_LOCUS21160|CAD7013083.1|CCAP	FANCI|NP_610429.2|DMEL
OG0002336	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP	nkd|NP_524788.2|DMEL
OG0002337	CCAP1982_LOCUS21529|CAD7013466.1|CCAP	Not1|NP_001286252.1|DMEL
OG0002338	CCAP1982_LOCUS6867|CAD6998258.1|CCAP	CG4502|NP_609103.1|DMEL
OG0002339	CCAP1982_LOCUS6814|CAD6998198.1|CCAP	Mad|NP_001259992.1|DMEL
OG0002340	CCAP1982_LOCUS6808|CAD6998192.1|CCAP	CG16965|NP_609528.3|DMEL
OG0002341	CCAP1982_LOCUS22766|CAD7014798.1|CCAP	sel|NP_610547.1|DMEL
OG0002342	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP	Pgant5|NP_001036338.1|DMEL
OG0002343	CCAP1982_LOCUS8470|CAD6999963.1|CCAP	vkg|NP_477190.1|DMEL
OG0002344	CCAP1982_LOCUS5714|CAD6997060.1|CCAP	rl|NP_001287635.1|DMEL
OG0002345	CCAP1982_LOCUS22692|CAD7014710.1|CCAP	CG8728|NP_610333.1|DMEL
OG0002346	CCAP1982_LOCUS5760|CAD6997112.1|CCAP	sip2|NP_723234.2|DMEL
OG0002347	CCAP1982_LOCUS22133|CAD7014128.1|CCAP	EndoG|NP_610737.1|DMEL
OG0002348	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP	mtsh|NP_609208.2|DMEL
OG0002349	CCAP1982_LOCUS22699|CAD7014720.1|CCAP	rnh1|NP_477315.1|DMEL
OG0002350	CCAP1982_LOCUS22693|CAD7014711.1|CCAP	drosha|NP_477436.1|DMEL
OG0002351	CCAP1982_LOCUS21263|CAD7013192.1|CCAP	Cpr49Ae|NP_610774.3|DMEL
OG0002352	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP	vg|NP_523723.1|DMEL
OG0002353	CCAP1982_LOCUS6170|CAD6997531.1|CCAP	CG40191|NP_001015174.1|DMEL
OG0002354	CCAP1982_LOCUS9019|CAD7000543.1|CCAP	CG9515|NP_001285769.1|DMEL
OG0002355	CCAP1982_LOCUS5445|CAD6996768.1|CCAP	CG17528|NP_001036462.1|DMEL
OG0002356	CCAP1982_LOCUS7063|CAD6998466.1|CCAP	Tpr2|NP_523584.1|DMEL
OG0002357	CCAP1982_LOCUS2050|CAD6993232.1|CCAP	CG7987|NP_650375.1|DMEL
OG0002360	CCAP1982_LOCUS5670|CAD6997009.1|CCAP	Amacr|NP_610054.1|DMEL
OG0002361	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP	CG8004|NP_649161.1|DMEL
OG0002362	CCAP1982_LOCUS8323|CAD6999807.1|CCAP	Slob|NP_001260212.1|DMEL
OG0002363	CCAP1982_LOCUS8482|CAD6999977.1|CCAP	mEFG1|NP_609105.1|DMEL
OG0002364	CCAP1982_LOCUS5679|CAD6997018.1|CCAP	Ndae1|NP_723263.2|DMEL
OG0002365	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP	Wnt4|NP_001260187.1|DMEL
OG0002366	CCAP1982_LOCUS7834|CAD6999306.1|CCAP	snsl|NP_001097086.1|DMEL
OG0002367	CCAP1982_LOCUS8059|CAD6999537.1|CCAP	AIF|NP_722765.2|DMEL
OG0002368	CCAP1982_LOCUS6261|CAD6997625.1|CCAP	slmo|NP_001097094.1|DMEL
OG0002369	CCAP1982_LOCUS8307|CAD6999786.1|CCAP	CG12702|NP_608355.1|DMEL
OG0002370	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP	NimA|NP_609691.6|DMEL
OG0002371	CCAP1982_LOCUS6034|CAD6997393.1|CCAP	Vajk3|NP_609690.1|DMEL
OG0002372	CCAP1982_LOCUS6639|CAD6998022.1|CCAP	ft|NP_477497.1|DMEL
OG0002373	CCAP1982_LOCUS7405|CAD6998856.1|CCAP	Cyt-c-p|NP_477176.1|DMEL
OG0002374	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP	Nmnat|NP_651315.2|DMEL
OG0002375	CCAP1982_LOCUS4339|CAD6995633.1|CCAP	lds|NP_524850.2|DMEL
OG0002376	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP	Hrb27C|NP_476869.1|DMEL
OG0002377	CCAP1982_LOCUS746|CAD6991847.1|CCAP	mRpL44|NP_649541.1|DMEL
OG0002378	CCAP1982_LOCUS14551|CAD7006225.1|CCAP	mRpL20|NP_524051.1|DMEL
OG0002379	CCAP1982_LOCUS190|CAD6991256.1|CCAP	CaBP1|NP_609792.1|DMEL
OG0002381	CCAP1982_LOCUS7135|CAD6998550.1|CCAP	RpS23|NP_610939.2|DMEL
OG0002383	CCAP1982_LOCUS14927|CAD7006620.1|CCAP	Gk2|NP_647655.1|DMEL
OG0002385	CCAP1982_LOCUS19558|CAD7011458.1|CCAP, CCAP1982_LOCUS19557|CAD7011457.1|CCAP	lgs|NP_651922.1|DMEL
OG0002386	CCAP1982_LOCUS95|CAD6991155.1|CCAP	CG4733|NP_650842.2|DMEL
OG0002387	CCAP1982_LOCUS455|CAD6991535.1|CCAP	Irk1|NP_001262861.1|DMEL
OG0002389	CCAP1982_LOCUS486|CAD6991568.1|CCAP	RpS3|NP_476632.1|DMEL
OG0002390	CCAP1982_LOCUS9598|CAD7001126.1|CCAP	CG6415|NP_609441.1|DMEL
OG0002391	CCAP1982_LOCUS20260|CAD7012158.1|CCAP	Camp|NP_611204.2|DMEL
OG0002392	CCAP1982_LOCUS12467|CAD7004042.1|CCAP	Rh50|NP_001369039.1|DMEL
OG0002393	CCAP1982_LOCUS11835|CAD7003376.1|CCAP	nxf2|NP_524111.3|DMEL
OG0002394	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP	Npl4|NP_651407.3|DMEL
OG0002395	CCAP1982_LOCUS4612|CAD6995910.1|CCAP	side-VI|NP_001036705.1|DMEL
OG0002396	CCAP1982_LOCUS21363|CAD7013292.1|CCAP	Xpc|NP_725451.1|DMEL
OG0002397	CCAP1982_LOCUS22193|CAD7014187.1|CCAP	kune|NP_610179.2|DMEL
OG0002399	CCAP1982_LOCUS21056|CAD7012965.1|CCAP	CCHa2-R|NP_001356958.1|DMEL
OG0002400	CCAP1982_LOCUS20461|CAD7012367.1|CCAP	nw|NP_001027435.2|DMEL
OG0002401	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP	CG32006|NP_726538.1|DMEL
OG0002402	CCAP1982_LOCUS5082|CAD6996408.1|CCAP	CG6006|NP_001097812.1|DMEL
OG0002403	CCAP1982_LOCUS5084|CAD6996411.1|CCAP	CG8925|NP_650526.1|DMEL
OG0002404	CCAP1982_LOCUS4227|CAD6995514.1|CCAP	CG12581|NP_649435.2|DMEL
OG0002405	CCAP1982_LOCUS5032|CAD6996354.1|CCAP	Orco|NP_001097687.1|DMEL
OG0002406	CCAP1982_LOCUS13328|CAD7004949.1|CCAP	GluRS-m|NP_648894.2|DMEL
OG0002407	CCAP1982_LOCUS132|CAD6991194.1|CCAP	CG1815|NP_651881.2|DMEL
OG0002408	CCAP1982_LOCUS4562|CAD6995861.1|CCAP	NKCC|NP_730938.1|DMEL
OG0002409	CCAP1982_LOCUS14214|CAD7005872.1|CCAP, CCAP1982_LOCUS14215|CAD7005873.1|CCAP, CCAP1982_LOCUS14219|CAD7005877.1|CCAP	CG3919|NP_001261840.1|DMEL
OG0002410	CCAP1982_LOCUS991|CAD6992107.1|CCAP, CCAP1982_LOCUS983|CAD6992100.1|CCAP	bnl|NP_732452.1|DMEL
OG0002411	CCAP1982_LOCUS243|CAD6991314.1|CCAP	Prosbeta3|NP_649858.1|DMEL
OG0002412	CCAP1982_LOCUS4146|CAD6995429.1|CCAP	l_3_80Fj|NP_001015316.1|DMEL
OG0002414	CCAP1982_LOCUS12880|CAD7004475.1|CCAP	CG9149|NP_612094.2|DMEL
OG0002415	CCAP1982_LOCUS816|CAD6991926.1|CCAP	svp|NP_001369011.1|DMEL
OG0002416	CCAP1982_LOCUS10185|CAD7001695.1|CCAP	CG32850|NP_726563.1|DMEL
OG0002417	CCAP1982_LOCUS6629|CAD6998012.1|CCAP	CG11454|NP_608497.1|DMEL
OG0002418	CCAP1982_LOCUS4198|CAD6995482.1|CCAP	Set1|NP_001104406.1|DMEL
OG0002420	CCAP1982_LOCUS14977|CAD7006675.1|CCAP	PHGPx|NP_728869.1|DMEL
OG0002421	CCAP1982_LOCUS409|CAD6991484.1|CCAP	CG17782|NP_651257.1|DMEL
OG0002422	CCAP1982_LOCUS875|CAD6991988.1|CCAP	unc-45|NP_524796.1|DMEL
OG0002423	CCAP1982_LOCUS13370|CAD7004994.1|CCAP	NaPi-III|NP_648441.1|DMEL
OG0002424	CCAP1982_LOCUS13321|CAD7004942.1|CCAP	RpS3A|NP_524618.1|DMEL
OG0002426	CCAP1982_LOCUS10970|CAD7002481.1|CCAP	CG13907|NP_612069.1|DMEL
OG0002427	CCAP1982_LOCUS9720|CAD7001222.1|CCAP	CG31997|NP_726539.1|DMEL
OG0002429	CCAP1982_LOCUS10885|CAD7002393.1|CCAP	Fife|NP_001261340.1|DMEL
OG0002431	CCAP1982_LOCUS20518|CAD7012435.1|CCAP	RpL11|NP_477054.1|DMEL
OG0002433	CCAP1982_LOCUS2410|CAD6993600.1|CCAP, CCAP1982_LOCUS1379|CAD6992530.1|CCAP	ATPsynD|NP_524402.1|DMEL
OG0002434	CCAP1982_LOCUS4179|CAD6995464.1|CCAP	SpdS|NP_731384.1|DMEL
OG0002436	CCAP1982_LOCUS20154|CAD7012052.1|CCAP	CG8067|NP_610922.1|DMEL
OG0002438	CCAP1982_LOCUS21115|CAD7013030.1|CCAP, CCAP1982_LOCUS21116|CAD7013031.1|CCAP	trr|NP_726773.2|DMEL
OG0002439	CCAP1982_LOCUS6259|CAD6997623.1|CCAP	Pfas|NP_477212.1|DMEL
OG0002440	CCAP1982_LOCUS14196|CAD7005853.1|CCAP	TrpRS-m|NP_649018.2|DMEL
OG0002441	CCAP1982_LOCUS19643|CAD7011555.1|CCAP	Mmp2|NP_995788.1|DMEL
OG0002442	CCAP1982_LOCUS19410|CAD7011304.1|CCAP	POSH|NP_523776.1|DMEL
OG0002444	CCAP1982_LOCUS20887|CAD7012785.1|CCAP	a|NP_524641.1|DMEL
OG0002445	CCAP1982_LOCUS19776|CAD7011692.1|CCAP	Echs1|NP_610910.1|DMEL
OG0002446	CCAP1982_LOCUS9930|CAD7001433.1|CCAP, CCAP1982_LOCUS20647|CAD7012562.1|CCAP	ave|NP_725413.1|DMEL
OG0002447	CCAP1982_LOCUS14545|CAD7006218.1|CCAP	Wbp2|NP_648607.3|DMEL
OG0002448	CCAP1982_LOCUS6875|CAD6998266.1|CCAP	eIF3k|NP_611604.1|DMEL
OG0002449	CCAP1982_LOCUS19915|CAD7011805.1|CCAP	CG6426|NP_611163.2|DMEL
OG0002450	CCAP1982_LOCUS4259|CAD6995548.1|CCAP	CG31278|NP_731494.1|DMEL
OG0002451	CCAP1982_LOCUS21043|CAD7012948.1|CCAP	CG30349|NP_610421.1|DMEL
OG0002452	CCAP1982_LOCUS20470|CAD7012376.1|CCAP	wrapper|NP_477404.1|DMEL
OG0002453	CCAP1982_LOCUS21137|CAD7013056.1|CCAP	Rtf1|NP_611665.1|DMEL
OG0002454	CCAP1982_LOCUS14790|CAD7006472.1|CCAP	CG13887|NP_612062.1|DMEL
OG0002455	CCAP1982_LOCUS14789|CAD7006471.1|CCAP	JMJD5|NP_612063.2|DMEL
OG0002456	CCAP1982_LOCUS21086|CAD7012995.1|CCAP	CG42741|NP_611747.2|DMEL
OG0002457	CCAP1982_LOCUS22622|CAD7014631.1|CCAP, CCAP1982_LOCUS22625|CAD7014634.1|CCAP	scra|NP_724582.1|DMEL
OG0002458	CCAP1982_LOCUS14258|CAD7005920.1|CCAP	CG13991|NP_609000.2|DMEL
OG0002459	CCAP1982_LOCUS20558|CAD7012480.1|CCAP, CCAP1982_LOCUS20557|CAD7012479.1|CCAP	mip120|NP_001163143.1|DMEL
OG0002460	CCAP1982_LOCUS19474|CAD7011373.1|CCAP, CCAP1982_LOCUS19477|CAD7011376.1|CCAP	CG30419|NP_611899.1|DMEL
OG0002461	CCAP1982_LOCUS20126|CAD7012016.1|CCAP	CG8950|NP_611184.1|DMEL
OG0002462	CCAP1982_LOCUS21073|CAD7012982.1|CCAP	CG10737|NP_001137711.1|DMEL
OG0002463	CCAP1982_LOCUS19586|CAD7011487.1|CCAP	Chi|NP_726403.2|DMEL
OG0002464	CCAP1982_LOCUS19412|CAD7011306.1|CCAP	CG14480|NP_611231.1|DMEL
OG0002465	CCAP1982_LOCUS19407|CAD7011300.1|CCAP	Tbce|NP_610197.2|DMEL
OG0002466	CCAP1982_LOCUS9881|CAD7001384.1|CCAP	Pur-alpha|NP_524624.1|DMEL
OG0002467	CCAP1982_LOCUS14722|CAD7006402.1|CCAP, CCAP1982_LOCUS14720|CAD7006400.1|CCAP	Lkr|NP_647968.3|DMEL
OG0002468	CCAP1982_LOCUS14379|CAD7006044.1|CCAP, CCAP1982_LOCUS14358|CAD7006023.1|CCAP	trn|NP_001261796.1|DMEL
OG0002469	CCAP1982_LOCUS2333|CAD6993520.1|CCAP, CCAP1982_LOCUS2754|CAD6993969.1|CCAP	Gel|NP_524865.2|DMEL
OG0002470	CCAP1982_LOCUS19759|CAD7011674.1|CCAP	CG8237|NP_610425.1|DMEL
OG0002471	CCAP1982_LOCUS20307|CAD7012206.1|CCAP	prel|NP_610487.3|DMEL
OG0002472	CCAP1982_LOCUS20039|CAD7011927.1|CCAP	CG42700|NP_001286339.1|DMEL
OG0002473	CCAP1982_LOCUS20859|CAD7012755.1|CCAP	CG34229|NP_001097276.1|DMEL
OG0002474	CCAP1982_LOCUS14634|CAD7006312.1|CCAP	RhoGAP71E|NP_001137956.1|DMEL
OG0002475	CCAP1982_LOCUS1091|CAD6992221.1|CCAP	RpS7|NP_651782.1|DMEL
OG0002476	CCAP1982_LOCUS20436|CAD7012342.1|CCAP	RpS16|NP_611685.1|DMEL
OG0002477	CCAP1982_LOCUS19393|CAD7011286.1|CCAP	CG11044|NP_611456.1|DMEL
OG0002478	CCAP1982_LOCUS19375|CAD7011267.1|CCAP	rib|NP_001261085.1|DMEL
OG0002479	CCAP1982_LOCUS20398|CAD7012302.1|CCAP	O-fut1|NP_610931.1|DMEL
OG0002480	CCAP1982_LOCUS20498|CAD7012412.1|CCAP	Gprk1|NP_001036438.1|DMEL
OG0002482	CCAP1982_LOCUS19873|CAD7011761.1|CCAP	CG34236|NP_001097303.2|DMEL
OG0002483	CCAP1982_LOCUS20516|CAD7012433.1|CCAP	CG4882|NP_477377.1|DMEL
OG0002484	CCAP1982_LOCUS23179|CAD7015231.1|CCAP	APC10|NP_611223.4|DMEL
OG0002485	CCAP1982_LOCUS19385|CAD7011277.1|CCAP	stmA|NP_001014513.1|DMEL
OG0002486	CCAP1982_LOCUS11788|CAD7003327.1|CCAP	CG14184|NP_649173.1|DMEL
OG0002487	CCAP1982_LOCUS5444|CAD6996766.1|CCAP	Slmap|NP_001036399.1|DMEL
OG0002488	CCAP1982_LOCUS11706|CAD7003244.1|CCAP	GlcT|NP_611636.1|DMEL
OG0002489	CCAP1982_LOCUS14330|CAD7005994.1|CCAP	nes|NP_524157.2|DMEL
OG0002490	CCAP1982_LOCUS19394|CAD7011287.1|CCAP	CG11099|NP_611457.1|DMEL
OG0002491	CCAP1982_LOCUS13991|CAD7005633.1|CCAP	MED1|NP_649341.1|DMEL
OG0002492	CCAP1982_LOCUS21025|CAD7012928.1|CCAP	pAbp|NP_476667.1|DMEL
OG0002493	CCAP1982_LOCUS19605|CAD7011513.1|CCAP	CG8272|NP_001260812.1|DMEL
OG0002494	CCAP1982_LOCUS4432|CAD6995726.1|CCAP	CG8301|NP_649915.1|DMEL
OG0002495	CCAP1982_LOCUS19455|CAD7011352.1|CCAP	igl|NP_477060.1|DMEL
OG0002496	CCAP1982_LOCUS346|CAD6991419.1|CCAP	Kaz-m1|NP_524507.1|DMEL
OG0002497	CCAP1982_LOCUS14877|CAD7006563.1|CCAP	CG4950|NP_648855.2|DMEL
OG0002498	CCAP1982_LOCUS13017|CAD7004622.1|CCAP	CG32437|NP_730625.1|DMEL
OG0002499	CCAP1982_LOCUS14754|CAD7006435.1|CCAP	CG13894|NP_612054.1|DMEL
OG0002501	CCAP1982_LOCUS5393|CAD6996710.1|CCAP, CCAP1982_LOCUS5394|CAD6996711.1|CCAP	CG15625|NP_608872.1|DMEL
OG0002502	CCAP1982_LOCUS22470|CAD7014474.1|CCAP	CG30026|NP_725049.3|DMEL, CG34054|NP_001033940.1|DMEL
OG0002511	CCAP1982_LOCUS1914|CAD6993087.1|CCAP	rin|NP_524907.2|DMEL
OG0002512	CCAP1982_LOCUS10665|CAD7002177.1|CCAP, CCAP1982_LOCUS10662|CAD7002174.1|CCAP	dati|NP_001245421.1|DMEL
OG0002513	CCAP1982_LOCUS3642|CAD6994907.1|CCAP, CCAP1982_LOCUS3604|CAD6994869.1|CCAP	Mpi|NP_649940.1|DMEL
OG0002516	CCAP1982_LOCUS3198|CAD6994451.1|CCAP	CLS|NP_651418.1|DMEL
OG0002518	CCAP1982_LOCUS1883|CAD6993051.1|CCAP	CG7126|NP_650709.3|DMEL
OG0002519	CCAP1982_LOCUS20405|CAD7012310.1|CCAP	Rbpn-5|NP_611545.1|DMEL
OG0002522	CCAP1982_LOCUS1874|CAD6993042.1|CCAP	Nup43|NP_650716.2|DMEL
OG0002523	CCAP1982_LOCUS1345|CAD6992493.1|CCAP	qless|NP_733425.1|DMEL
OG0002525	CCAP1982_LOCUS11270|CAD7002800.1|CCAP	Srp54k|NP_523931.1|DMEL
OG0002526	CCAP1982_LOCUS1599|CAD6992757.1|CCAP	Fkbp39|NP_524364.2|DMEL
OG0002527	CCAP1982_LOCUS1032|CAD6992154.1|CCAP	Oamb|NP_001262774.1|DMEL
OG0002529	CCAP1982_LOCUS4211|CAD6995498.1|CCAP	Sf3a1|NP_650583.1|DMEL
OG0002530	CCAP1982_LOCUS21801|CAD7013778.1|CCAP	CG10268|NP_609992.1|DMEL
OG0002531	CCAP1982_LOCUS6268|CAD6997633.1|CCAP	CG9135|NP_608985.1|DMEL
OG0002532	CCAP1982_LOCUS4166|CAD6995451.1|CCAP	RpL15|NP_001104430.1|DMEL
OG0002534	CCAP1982_LOCUS21438|CAD7013371.1|CCAP	Egm|NP_610687.1|DMEL
OG0002535	CCAP1982_LOCUS14577|CAD7006251.1|CCAP	SmydA-2|NP_649084.1|DMEL
OG0002536	CCAP1982_LOCUS1617|CAD6992777.1|CCAP	Bub3|NP_477381.1|DMEL
OG0002537	CCAP1982_LOCUS2590|CAD6993792.1|CCAP	Rsph4a|NP_611869.1|DMEL
OG0002539	CCAP1982_LOCUS21442|CAD7013377.1|CCAP	TyrRS-m|NP_611967.1|DMEL
OG0002541	CCAP1982_LOCUS2218|CAD6993403.1|CCAP	CG8611|NP_788922.1|DMEL
OG0002544	CCAP1982_LOCUS3703|CAD6994972.1|CCAP	PSR|NP_001262832.1|DMEL
OG0002545	CCAP1982_LOCUS13855|CAD7005495.1|CCAP	sta|NP_476750.1|DMEL
OG0002551	CCAP1982_LOCUS1167|CAD6992299.1|CCAP	Rift|NP_651901.3|DMEL
OG0002552	CCAP1982_LOCUS11795|CAD7003335.1|CCAP	RPA2|NP_610077.1|DMEL
OG0002556	CCAP1982_LOCUS6266|CAD6997631.1|CCAP	IPIP|NP_608984.2|DMEL
OG0002558	CCAP1982_LOCUS3869|CAD6995148.1|CCAP	Rpt5|NP_524464.1|DMEL
OG0002560	CCAP1982_LOCUS2411|CAD6993601.1|CCAP	Ktl|NP_650926.1|DMEL
OG0002561	CCAP1982_LOCUS1044|CAD6992169.1|CCAP	CG11779|NP_650786.2|DMEL
OG0002564	CCAP1982_LOCUS1127|CAD6992258.1|CCAP	Osi23|NP_651794.2|DMEL
OG0002565	CCAP1982_LOCUS3457|CAD6994724.1|CCAP, CCAP1982_LOCUS3458|CAD6994725.1|CCAP	Vps15|NP_649868.1|DMEL
OG0002566	CCAP1982_LOCUS1882|CAD6993050.1|CCAP	PKD|NP_001262705.1|DMEL
OG0002569	CCAP1982_LOCUS3304|CAD6994564.1|CCAP	DNApol-alpha60|NP_652001.2|DMEL
OG0002570	CCAP1982_LOCUS2127|CAD6993310.1|CCAP	CG31224|NP_732361.1|DMEL
OG0002571	CCAP1982_LOCUS2121|CAD6993304.1|CCAP	CG14301|NP_650734.2|DMEL
OG0002573	CCAP1982_LOCUS2092|CAD6993276.1|CCAP	CG10864|NP_650726.1|DMEL
OG0002574	CCAP1982_LOCUS1876|CAD6993044.1|CCAP	hmw|NP_650714.1|DMEL
OG0002575	CCAP1982_LOCUS376|CAD6991451.1|CCAP, CCAP1982_LOCUS375|CAD6991449.1|CCAP	CG31211|NP_788641.1|DMEL
OG0002577	CCAP1982_LOCUS12031|CAD7003582.1|CCAP	CG7630|NP_652413.1|DMEL
OG0002578	CCAP1982_LOCUS7878|CAD6999351.1|CCAP	CG15439|NP_608836.1|DMEL
OG0002581	CCAP1982_LOCUS3455|CAD6994722.1|CCAP, CCAP1982_LOCUS3456|CAD6994723.1|CCAP	sba|NP_001262888.1|DMEL
OG0002582	CCAP1982_LOCUS4118|CAD6995400.1|CCAP	Pnn|NP_001097727.1|DMEL
OG0002583	CCAP1982_LOCUS2164|CAD6993346.1|CCAP, CCAP1982_LOCUS2163|CAD6993345.1|CCAP	Nuak1|NP_001369005.1|DMEL
OG0002584	CCAP1982_LOCUS12898|CAD7004498.1|CCAP	CG9666|NP_001137973.1|DMEL
OG0002585	CCAP1982_LOCUS12897|CAD7004497.1|CCAP	CG42374|NP_001137972.1|DMEL
OG0002586	CCAP1982_LOCUS1660|CAD6992821.1|CCAP	dnk|NP_524399.1|DMEL
OG0002587	CCAP1982_LOCUS1157|CAD6992289.1|CCAP	CG9636|NP_649774.1|DMEL
OG0002588	CCAP1982_LOCUS1730|CAD6992895.1|CCAP	Naa80|NP_001014612.1|DMEL
OG0002589	CCAP1982_LOCUS2964|CAD6994202.1|CCAP, CCAP1982_LOCUS2965|CAD6994203.1|CCAP	CG6420|NP_651499.2|DMEL
OG0002591	CCAP1982_LOCUS3754|CAD6995024.1|CCAP	wts|NP_733403.1|DMEL
OG0002592	CCAP1982_LOCUS2719|CAD6993932.1|CCAP	CG12880|NP_651580.3|DMEL
OG0002593	CCAP1982_LOCUS2395|CAD6993584.1|CCAP, CCAP1982_LOCUS2396|CAD6993585.1|CCAP	unc80|NP_001263024.1|DMEL
OG0002594	CCAP1982_LOCUS2404|CAD6993594.1|CCAP	foxo|NP_650330.3|DMEL
OG0002595	CCAP1982_LOCUS1585|CAD6992740.1|CCAP, CCAP1982_LOCUS1584|CAD6992739.1|CCAP	gukh|NP_732393.1|DMEL
OG0002596	CCAP1982_LOCUS1952|CAD6993127.1|CCAP	side-IV|NP_001034052.2|DMEL
OG0002597	CCAP1982_LOCUS2673|CAD6993879.1|CCAP	Invadolysin|NP_652072.1|DMEL
OG0002598	CCAP1982_LOCUS3148|CAD6994396.1|CCAP	klg|NP_524454.2|DMEL
OG0002600	CCAP1982_LOCUS22615|CAD7014624.1|CCAP	CG1418|NP_610539.1|DMEL
OG0002601	CCAP1982_LOCUS2774|CAD6993992.1|CCAP	tin|NP_524433.1|DMEL
OG0002602	CCAP1982_LOCUS1386|CAD6992537.1|CCAP	snu|NP_651628.1|DMEL
OG0002603	CCAP1982_LOCUS1070|CAD6992198.1|CCAP	sima|NP_001287599.1|DMEL
OG0002604	CCAP1982_LOCUS1069|CAD6992197.1|CCAP	CG7950|NP_651770.1|DMEL
OG0002605	CCAP1982_LOCUS3174|CAD6994422.1|CCAP	CG6225|NP_001097759.1|DMEL
OG0002606	CCAP1982_LOCUS1301|CAD6992441.1|CCAP	flfl|NP_731849.2|DMEL
OG0002608	CCAP1982_LOCUS5103|CAD6996430.1|CCAP	tara|NP_524994.2|DMEL
OG0002609	CCAP1982_LOCUS21723|CAD7013682.1|CCAP	RnrS|NP_525111.1|DMEL
OG0002610	CCAP1982_LOCUS2785|CAD6994007.1|CCAP	Oga|NP_650956.1|DMEL
OG0002611	CCAP1982_LOCUS1049|CAD6992175.1|CCAP	CG8135|NP_649890.1|DMEL
OG0002612	CCAP1982_LOCUS2937|CAD6994172.1|CCAP	Sirt2|NP_650880.3|DMEL
OG0002613	CCAP1982_LOCUS3983|CAD6995262.1|CCAP	eIF4EHP|NP_001163710.1|DMEL
OG0002614	CCAP1982_LOCUS3978|CAD6995257.1|CCAP, CCAP1982_LOCUS3979|CAD6995258.1|CCAP	plum|NP_651482.3|DMEL
OG0002615	CCAP1982_LOCUS12276|CAD7003844.1|CCAP	Atg2|NP_647748.1|DMEL
OG0002616	CCAP1982_LOCUS2697|CAD6993904.1|CCAP	Klp98A|NP_524532.2|DMEL
OG0002617	CCAP1982_LOCUS4101|CAD6995383.1|CCAP	Calr|NP_524293.2|DMEL
OG0002618	CCAP1982_LOCUS1158|CAD6992290.1|CCAP	eIF3a|NP_649470.2|DMEL
OG0002619	CCAP1982_LOCUS3084|CAD6994328.1|CCAP	cher|NP_001262659.2|DMEL
OG0002620	CCAP1982_LOCUS3792|CAD6995068.1|CCAP	atl|NP_651274.1|DMEL
OG0002621	CCAP1982_LOCUS1461|CAD6992612.1|CCAP	wfs1|NP_651079.2|DMEL
OG0002622	CCAP1982_LOCUS12150|CAD7003713.1|CCAP	CG5027|NP_648847.3|DMEL
OG0002623	CCAP1982_LOCUS1257|CAD6992393.1|CCAP	CG8420|NP_649869.1|DMEL
OG0002624	CCAP1982_LOCUS1256|CAD6992392.1|CCAP	dnd|NP_650995.1|DMEL
OG0002625	CCAP1982_LOCUS1238|CAD6992374.1|CCAP, CCAP1982_LOCUS1237|CAD6992373.1|CCAP, CCAP1982_LOCUS1236|CAD6992372.1|CCAP	Eip93F|NP_001097865.1|DMEL
OG0002627	CCAP1982_LOCUS2842|CAD6994071.1|CCAP	Nrx-1|NP_001262840.1|DMEL
