Orthogroup	CCAP.longest_only	DKIK.longest_only
OG0000383	CCAP1982_LOCUS8611|CAD7000116.1|CCAP	LOC108077116|XP_017025799.1|DKIK
OG0000384	CCAP1982_LOCUS21415|CAD7013347.1|CCAP	LOC108073142|XP_017020139.1|DKIK
OG0000384	CCAP1982_LOCUS21411|CAD7013343.1|CCAP, CCAP1982_LOCUS21405|CAD7013337.1|CCAP	LOC108073127|XP_017020115.1|DKIK
OG0000386	CCAP1982_LOCUS2499|CAD6993693.1|CCAP	LOC108078654|XP_017028074.1|DKIK, LOC108078647|XP_017028064.1|DKIK, LOC108074383|XP_017021898.1|DKIK
OG0000389	CCAP1982_LOCUS19656|CAD7011568.1|CCAP	LOC108078911|XP_017028532.1|DKIK
OG0000390	CCAP1982_LOCUS21890|CAD7013874.1|CCAP	LOC108077010|XP_017025577.1|DKIK
OG0000391	CCAP1982_LOCUS21905|CAD7013892.1|CCAP	LOC108082331|XP_017033150.1|DKIK
OG0000391	CCAP1982_LOCUS21907|CAD7013893.1|CCAP	LOC108082354|XP_017033182.1|DKIK
OG0000392	CCAP1982_LOCUS6845|CAD6998235.1|CCAP	LOC108081453|XP_017032132.1|DKIK
OG0000393	CCAP1982_LOCUS7644|CAD6999099.1|CCAP	LOC108074822|XP_017022509.1|DKIK
OG0000393	CCAP1982_LOCUS7637|CAD6999091.1|CCAP	LOC108074771|XP_017022437.1|DKIK
OG0000393	CCAP1982_LOCUS7646|CAD6999101.1|CCAP	LOC108085328|XP_017037373.1|DKIK
OG0000395	CCAP1982_LOCUS13447|CAD7005084.1|CCAP	LOC108073819|XP_017021086.1|DKIK, LOC108073772|XP_017021027.1|DKIK, LOC108073830|XP_017021098.1|DKIK
OG0000396	CCAP1982_LOCUS8304|CAD6999782.1|CCAP, CCAP1982_LOCUS8303|CAD6999781.1|CCAP, CCAP1982_LOCUS8305|CAD6999783.1|CCAP	LOC108079665|XP_017029551.1|DKIK
OG0000397	CCAP1982_LOCUS22197|CAD7014192.1|CCAP, CCAP1982_LOCUS22198|CAD7014193.1|CCAP	LOC108077902|XP_017026929.1|DKIK, LOC108077903|XP_017026930.1|DKIK
OG0000399	CCAP1982_LOCUS1621|CAD6992781.1|CCAP	LOC108075654|XP_017023689.1|DKIK
OG0000399	CCAP1982_LOCUS3083|CAD6994327.1|CCAP	LOC108086118|XP_017038454.1|DKIK
OG0000403	CCAP1982_LOCUS1259|CAD6992395.1|CCAP	LOC108073480|XP_017020623.1|DKIK
OG0000403	CCAP1982_LOCUS22013|CAD7014006.1|CCAP	LOC108076303|XP_017024563.1|DKIK
OG0000404	CCAP1982_LOCUS1096|CAD6992226.1|CCAP, CCAP1982_LOCUS1097|CAD6992227.1|CCAP	LOC108085838|XP_017038084.1|DKIK
OG0000406	CCAP1982_LOCUS11897|CAD7003443.1|CCAP	LOC108078611|XP_017028020.1|DKIK
OG0000406	CCAP1982_LOCUS21278|CAD7013207.1|CCAP	LOC108082334|XP_017033153.1|DKIK
OG0000407	CCAP1982_LOCUS12843|CAD7004436.1|CCAP	LOC108078765|XP_017028292.1|DKIK
OG0000407	CCAP1982_LOCUS12844|CAD7004437.1|CCAP	LOC108078763|XP_017028290.1|DKIK
OG0000408	CCAP1982_LOCUS7779|CAD6999248.1|CCAP	LOC108073184|XP_017020182.1|DKIK, LOC108073620|XP_017020808.1|DKIK
OG0000409	CCAP1982_LOCUS21376|CAD7013305.1|CCAP, CCAP1982_LOCUS21379|CAD7013308.1|CCAP	LOC108081626|XP_017032333.1|DKIK, LOC108072887|XP_017019697.1|DKIK, LOC108078205|XP_017027378.1|DKIK
OG0000411	CCAP1982_LOCUS957|CAD6992077.1|CCAP	LOC108085431|XP_017037511.1|DKIK
OG0000411	CCAP1982_LOCUS6392|CAD6997762.1|CCAP	LOC108082111|XP_017032900.1|DKIK
OG0000412	CCAP1982_LOCUS13595|CAD7005237.1|CCAP	LOC108072804|XP_017019584.1|DKIK
OG0000413	CCAP1982_LOCUS275|CAD6991346.1|CCAP	LOC108083175|XP_017034351.1|DKIK
OG0000413	CCAP1982_LOCUS5039|CAD6996361.1|CCAP, CCAP1982_LOCUS5038|CAD6996360.1|CCAP, CCAP1982_LOCUS5040|CAD6996362.1|CCAP	LOC108075362|XP_017023261.1|DKIK
OG0000414	CCAP1982_LOCUS19440|CAD7011335.1|CCAP	LOC108082351|XP_017033176.1|DKIK, LOC108071389|XP_017017622.1|DKIK
OG0000415	CCAP1982_LOCUS19715|CAD7011626.1|CCAP	LOC108072374|XP_017018963.1|DKIK
OG0000415	CCAP1982_LOCUS19713|CAD7011624.1|CCAP	LOC108072387|XP_017018980.1|DKIK
OG0000417	CCAP1982_LOCUS1624|CAD6992785.1|CCAP	LOC108081123|XP_017031626.1|DKIK
OG0000417	CCAP1982_LOCUS1860|CAD6993024.1|CCAP, CCAP1982_LOCUS1861|CAD6993025.1|CCAP	LOC108073751|XP_017021008.1|DKIK
OG0000419	CCAP1982_LOCUS21861|CAD7013841.1|CCAP	LOC108078168|XP_017027313.1|DKIK
OG0000421	CCAP1982_LOCUS8404|CAD6999894.1|CCAP	LOC108085242|XP_017037275.1|DKIK
OG0000421	CCAP1982_LOCUS8319|CAD6999803.1|CCAP	LOC108073640|XP_017020848.1|DKIK
OG0000422	CCAP1982_LOCUS4201|CAD6995486.1|CCAP	LOC108079133|XP_017028870.1|DKIK
OG0000422	CCAP1982_LOCUS4202|CAD6995487.1|CCAP	LOC108079132|XP_017028869.1|DKIK
OG0000423	CCAP1982_LOCUS19616|CAD7011527.1|CCAP	LOC108081152|XP_017031680.1|DKIK
OG0000423	CCAP1982_LOCUS19615|CAD7011526.1|CCAP	LOC108081134|XP_017031644.1|DKIK
OG0000424	CCAP1982_LOCUS19629|CAD7011540.1|CCAP	LOC108073403|XP_017020484.1|DKIK
OG0000424	CCAP1982_LOCUS19630|CAD7011542.1|CCAP	LOC108082605|XP_017033569.1|DKIK
OG0000425	CCAP1982_LOCUS20315|CAD7012217.1|CCAP	LOC108076249|XP_017024486.1|DKIK
OG0000425	CCAP1982_LOCUS20895|CAD7012794.1|CCAP	LOC108076593|XP_017024995.1|DKIK
OG0000426	CCAP1982_LOCUS4810|CAD6996114.1|CCAP, CCAP1982_LOCUS6894|CAD6998285.1|CCAP	LOC108085091|XP_017037049.1|DKIK, LOC108078441|XP_017027813.1|DKIK
OG0000428	CCAP1982_LOCUS20636|CAD7012551.1|CCAP, CCAP1982_LOCUS20637|CAD7012552.1|CCAP	LOC108080197|XP_017030338.1|DKIK, LOC108080193|XP_017030334.1|DKIK
OG0000429	CCAP1982_LOCUS20662|CAD7012577.1|CCAP, CCAP1982_LOCUS20663|CAD7012578.1|CCAP	LOC108077906|XP_017026933.1|DKIK
OG0000429	CCAP1982_LOCUS20666|CAD7012581.1|CCAP, CCAP1982_LOCUS20665|CAD7012580.1|CCAP, CCAP1982_LOCUS20664|CAD7012579.1|CCAP	LOC108078209|XP_017027382.1|DKIK
OG0000433	CCAP1982_LOCUS10907|CAD7002416.1|CCAP	LOC108084394|XP_017036078.1|DKIK
OG0000434	CCAP1982_LOCUS20167|CAD7012067.1|CCAP	LOC108083633|XP_017034992.1|DKIK
OG0000434	CCAP1982_LOCUS22714|CAD7014736.1|CCAP	LOC108070932|XP_017017073.1|DKIK
OG0000437	CCAP1982_LOCUS5654|CAD6996993.1|CCAP	LOC108077166|XP_017025890.1|DKIK
OG0000437	CCAP1982_LOCUS7931|CAD6999405.1|CCAP	LOC108077262|XP_017026017.1|DKIK
OG0000438	CCAP1982_LOCUS1066|CAD6992194.1|CCAP, CCAP1982_LOCUS1067|CAD6992195.1|CCAP	LOC108085874|XP_017038125.1|DKIK
OG0000439	CCAP1982_LOCUS6443|CAD6997819.1|CCAP	LOC108076349|XP_017024634.1|DKIK
OG0000439	CCAP1982_LOCUS12270|CAD7003837.1|CCAP	LOC108083169|XP_017034345.1|DKIK
OG0000440	CCAP1982_LOCUS22496|CAD7014494.1|CCAP	LOC108077986|XP_017027018.1|DKIK
OG0000440	CCAP1982_LOCUS22497|CAD7014495.1|CCAP	LOC108082620|XP_017033588.1|DKIK
OG0000441	CCAP1982_LOCUS21648|CAD7013593.1|CCAP, CCAP1982_LOCUS21647|CAD7013592.1|CCAP	LOC108074643|XP_017022247.1|DKIK
OG0000441	CCAP1982_LOCUS21646|CAD7013591.1|CCAP	LOC108074644|XP_017022249.1|DKIK
OG0000443	CCAP1982_LOCUS7793|CAD6999263.1|CCAP	LOC108080255|XP_017030403.1|DKIK, LOC108080396|XP_017030616.1|DKIK, LOC108072664|XP_017019388.1|DKIK, LOC108080448|XP_017030676.1|DKIK, LOC108072681|XP_017019409.1|DKIK, LOC108080266|XP_017030417.1|DKIK, LOC108072655|XP_017019378.1|DKIK, LOC108080243|XP_017030390.1|DKIK, LOC108080352|XP_017030550.1|DKIK
OG0000444	CCAP1982_LOCUS11680|CAD7003219.1|CCAP	LOC108074770|XP_017022436.1|DKIK
OG0000444	CCAP1982_LOCUS11679|CAD7003218.1|CCAP	LOC108074843|XP_017022540.1|DKIK
OG0000445	CCAP1982_LOCUS10419|CAD7001932.1|CCAP	LOC108072256|XP_017018815.1|DKIK
OG0000446	CCAP1982_LOCUS20865|CAD7012761.1|CCAP	LOC108071671|XP_017017965.1|DKIK, LOC108071847|XP_017018250.1|DKIK
OG0000446	CCAP1982_LOCUS13488|CAD7005126.1|CCAP	LOC108081512|XP_017032220.1|DKIK
OG0000448	CCAP1982_LOCUS3324|CAD6994585.1|CCAP, CCAP1982_LOCUS3323|CAD6994584.1|CCAP	LOC108082707|XP_017033707.1|DKIK
OG0000449	CCAP1982_LOCUS11067|CAD7002580.1|CCAP	LOC108071941|XP_017018395.1|DKIK
OG0000449	CCAP1982_LOCUS6102|CAD6997459.1|CCAP	LOC108072563|XP_017019234.1|DKIK
OG0000453	CCAP1982_LOCUS3225|CAD6994480.1|CCAP	LOC108084913|XP_017036799.1|DKIK
OG0000453	CCAP1982_LOCUS3229|CAD6994484.1|CCAP, CCAP1982_LOCUS3228|CAD6994483.1|CCAP	LOC108084917|XP_017036803.1|DKIK, LOC108077617|XP_017026516.1|DKIK
OG0000454	CCAP1982_LOCUS23327|CAD7015383.1|CCAP, CCAP1982_LOCUS23322|CAD7015378.1|CCAP, CCAP1982_LOCUS23324|CAD7015380.1|CCAP, CCAP1982_LOCUS23323|CAD7015379.1|CCAP, CCAP1982_LOCUS23320|CAD7015376.1|CCAP, CCAP1982_LOCUS23326|CAD7015382.1|CCAP, CCAP1982_LOCUS23321|CAD7015377.1|CCAP, CCAP1982_LOCUS23325|CAD7015381.1|CCAP	LOC108070654|XP_017016711.1|DKIK, LOC108079774|XP_017029706.1|DKIK
OG0000456	CCAP1982_LOCUS10154|CAD7001662.1|CCAP	LOC108072278|XP_017018836.1|DKIK
OG0000456	CCAP1982_LOCUS6580|CAD6997962.1|CCAP	LOC108074417|XP_017021940.1|DKIK
OG0000457	CCAP1982_LOCUS5601|CAD6996931.1|CCAP	LOC108082674|XP_017033662.1|DKIK
OG0000457	CCAP1982_LOCUS6131|CAD6997489.1|CCAP	LOC108082816|XP_017033863.1|DKIK
OG0000458	CCAP1982_LOCUS8276|CAD6999754.1|CCAP	LOC108077048|XP_017025684.1|DKIK
OG0000460	CCAP1982_LOCUS8651|CAD7000158.1|CCAP	LOC108074617|XP_017022232.1|DKIK
OG0000462	CCAP1982_LOCUS4493|CAD6995789.1|CCAP	LOC108084354|XP_017036007.1|DKIK, LOC108084353|XP_017036005.1|DKIK, LOC108084355|XP_017036008.1|DKIK
OG0000465	CCAP1982_LOCUS3256|CAD6994512.1|CCAP, CCAP1982_LOCUS3257|CAD6994513.1|CCAP	LOC108073582|XP_017020757.1|DKIK
OG0000465	CCAP1982_LOCUS3258|CAD6994514.1|CCAP	LOC108073460|XP_017020584.1|DKIK
OG0000466	CCAP1982_LOCUS7016|CAD6998416.1|CCAP	LOC108079659|XP_017029545.1|DKIK
OG0000467	CCAP1982_LOCUS21515|CAD7013450.1|CCAP, CCAP1982_LOCUS21512|CAD7013447.1|CCAP	LOC108081325|XP_017031949.1|DKIK
OG0000467	CCAP1982_LOCUS21490|CAD7013426.1|CCAP, CCAP1982_LOCUS21482|CAD7013418.1|CCAP	LOC108081341|XP_017031974.1|DKIK
OG0000468	CCAP1982_LOCUS150|CAD6991212.1|CCAP	LOC108084970|XP_017036876.1|DKIK
OG0000468	CCAP1982_LOCUS22943|CAD7014985.1|CCAP	LOC108082452|XP_017033312.1|DKIK
OG0000469	CCAP1982_LOCUS7328|CAD6998774.1|CCAP	LOC108076038|XP_017024189.1|DKIK
OG0000469	CCAP1982_LOCUS7318|CAD6998764.1|CCAP	LOC108076065|XP_017024252.1|DKIK
OG0000471	CCAP1982_LOCUS8931|CAD7000454.1|CCAP	LOC108079721|XP_017029619.1|DKIK, LOC108077428|XP_017026222.1|DKIK
OG0000473	CCAP1982_LOCUS9253|CAD7000778.1|CCAP	LOC108071783|XP_017018135.1|DKIK
OG0000473	CCAP1982_LOCUS9254|CAD7000779.1|CCAP	LOC108083596|XP_017034948.1|DKIK
OG0000475	CCAP1982_LOCUS2720|CAD6993933.1|CCAP	LOC108075636|XP_017023667.1|DKIK
OG0000476	CCAP1982_LOCUS3783|CAD6995057.1|CCAP	LOC108073314|XP_017020364.1|DKIK
OG0000476	CCAP1982_LOCUS3784|CAD6995059.1|CCAP	LOC108073304|XP_017020350.1|DKIK
OG0000477	CCAP1982_LOCUS3910|CAD6995190.1|CCAP	LOC108071406|XP_017017637.1|DKIK
OG0000477	CCAP1982_LOCUS5900|CAD6997267.1|CCAP, CCAP1982_LOCUS3911|CAD6995191.1|CCAP, CCAP1982_LOCUS3912|CAD6995192.1|CCAP	LOC108071405|XP_017017636.1|DKIK
OG0000478	CCAP1982_LOCUS23105|CAD7015155.1|CCAP	LOC108071712|XP_017018022.1|DKIK, LOC108078864|XP_017028465.1|DKIK
OG0000479	CCAP1982_LOCUS1329|CAD6992477.1|CCAP, CCAP1982_LOCUS1331|CAD6992479.1|CCAP, CCAP1982_LOCUS1330|CAD6992478.1|CCAP	LOC108073343|XP_017020396.1|DKIK, LOC108073563|XP_017020739.1|DKIK
OG0000480	CCAP1982_LOCUS7806|CAD6999277.1|CCAP	LOC108086211|XP_017038563.1|DKIK, LOC108081689|XP_017032399.1|DKIK, LOC108081551|XP_017032259.1|DKIK, LOC108086210|XP_017038562.1|DKIK
OG0000482	CCAP1982_LOCUS441|CAD6991522.1|CCAP	LOC108080476|XP_017030709.1|DKIK
OG0000483	CCAP1982_LOCUS408|CAD6991483.1|CCAP	LOC108073197|XP_017020201.1|DKIK, LOC108073174|XP_017020169.1|DKIK
OG0000484	CCAP1982_LOCUS4492|CAD6995788.1|CCAP, CCAP1982_LOCUS4488|CAD6995784.1|CCAP	LOC108084350|XP_017036002.1|DKIK
OG0000484	CCAP1982_LOCUS4489|CAD6995785.1|CCAP	LOC108084351|XP_017036003.1|DKIK
OG0000485	CCAP1982_LOCUS14116|CAD7005768.1|CCAP	LOC108080610|XP_017030923.1|DKIK
OG0000486	CCAP1982_LOCUS21710|CAD7013667.1|CCAP, CCAP1982_LOCUS22884|CAD7014920.1|CCAP	LOC108076434|XP_017024778.1|DKIK, LOC108076431|XP_017024774.1|DKIK
OG0000487	CCAP1982_LOCUS21983|CAD7013974.1|CCAP	LOC108074667|XP_017022275.1|DKIK
OG0000487	CCAP1982_LOCUS21979|CAD7013970.1|CCAP, CCAP1982_LOCUS21981|CAD7013972.1|CCAP, CCAP1982_LOCUS21980|CAD7013971.1|CCAP, CCAP1982_LOCUS21976|CAD7013967.1|CCAP	LOC108074745|XP_017022408.1|DKIK
OG0000489	CCAP1982_LOCUS1170|CAD6992302.1|CCAP	LOC108077567|XP_017026451.1|DKIK
OG0000489	CCAP1982_LOCUS1171|CAD6992303.1|CCAP	LOC108084511|XP_017036237.1|DKIK
OG0000491	CCAP1982_LOCUS12181|CAD7003745.1|CCAP, CCAP1982_LOCUS12180|CAD7003744.1|CCAP	LOC108074088|XP_017021461.1|DKIK, LOC108072985|XP_017019916.1|DKIK
OG0000492	CCAP1982_LOCUS22810|CAD7014843.1|CCAP	LOC108076274|XP_017024511.1|DKIK
OG0000494	CCAP1982_LOCUS6227|CAD6997588.1|CCAP	LOC108085241|XP_017037272.1|DKIK
OG0000495	CCAP1982_LOCUS22934|CAD7014974.1|CCAP, CCAP1982_LOCUS22857|CAD7014893.1|CCAP	LOC108084975|XP_017036890.1|DKIK
OG0000495	CCAP1982_LOCUS22933|CAD7014973.1|CCAP	LOC108082614|XP_017033583.1|DKIK
OG0000496	CCAP1982_LOCUS7748|CAD6999214.1|CCAP	LOC108074467|XP_017022027.1|DKIK
OG0000497	CCAP1982_LOCUS7339|CAD6998785.1|CCAP	LOC108072479|XP_017019134.1|DKIK, LOC108072826|XP_017019606.1|DKIK
OG0000497	CCAP1982_LOCUS7343|CAD6998789.1|CCAP, CCAP1982_LOCUS7347|CAD6998793.1|CCAP	LOC108072849|XP_017019649.1|DKIK
OG0000498	CCAP1982_LOCUS412|CAD6991488.1|CCAP	LOC108073158|XP_017020154.1|DKIK
OG0000498	CCAP1982_LOCUS414|CAD6991490.1|CCAP	LOC108073161|XP_017020156.1|DKIK
OG0000499	CCAP1982_LOCUS1341|CAD6992489.1|CCAP	LOC108085747|XP_017037969.1|DKIK
OG0000500	CCAP1982_LOCUS14122|CAD7005774.1|CCAP	LOC108080611|XP_017030924.1|DKIK
OG0000500	CCAP1982_LOCUS14118|CAD7005770.1|CCAP	LOC108080589|XP_017030883.1|DKIK
OG0000501	CCAP1982_LOCUS20961|CAD7012862.1|CCAP	LOC108070906|XP_017017051.1|DKIK, LOC108070790|XP_017016878.1|DKIK, LOC108076884|XP_017025404.1|DKIK
OG0000504	CCAP1982_LOCUS11753|CAD7003291.1|CCAP	LOC108079882|XP_017029888.1|DKIK, LOC108083296|XP_017034522.1|DKIK
OG0000506	CCAP1982_LOCUS3861|CAD6995138.1|CCAP	LOC108073342|XP_017020395.1|DKIK
OG0000506	CCAP1982_LOCUS3860|CAD6995137.1|CCAP	LOC108073351|XP_017020404.1|DKIK, LOC108073370|XP_017020423.1|DKIK
OG0000508	CCAP1982_LOCUS11138|CAD7002655.1|CCAP	LOC108078445|XP_017027823.1|DKIK, LOC108084753|XP_017036554.1|DKIK
OG0000509	CCAP1982_LOCUS22430|CAD7014434.1|CCAP	LOC108076359|XP_017024645.1|DKIK
OG0000509	CCAP1982_LOCUS22451|CAD7014456.1|CCAP	LOC108076397|XP_017024724.1|DKIK
OG0000510	CCAP1982_LOCUS22883|CAD7014919.1|CCAP	LOC108073052|XP_017020008.1|DKIK
OG0000510	CCAP1982_LOCUS22881|CAD7014917.1|CCAP	LOC108073053|XP_017020009.1|DKIK
OG0000511	CCAP1982_LOCUS7895|CAD6999368.1|CCAP	LOC108077021|XP_017025618.1|DKIK
OG0000511	CCAP1982_LOCUS7894|CAD6999367.1|CCAP	LOC108077316|XP_017026094.1|DKIK
OG0000512	CCAP1982_LOCUS7057|CAD6998460.1|CCAP	LOC108082064|XP_017032830.1|DKIK
OG0000512	CCAP1982_LOCUS6661|CAD6998045.1|CCAP	LOC108073755|XP_017021011.1|DKIK
OG0000513	CCAP1982_LOCUS7011|CAD6998411.1|CCAP	LOC108076494|XP_017024874.1|DKIK
OG0000514	CCAP1982_LOCUS6954|CAD6998353.1|CCAP	LOC108077215|XP_017025957.1|DKIK
OG0000514	CCAP1982_LOCUS6964|CAD6998363.1|CCAP	LOC108077193|XP_017025926.1|DKIK
OG0000515	CCAP1982_LOCUS9878|CAD7001381.1|CCAP	LOC108074899|XP_017022614.1|DKIK
OG0000515	CCAP1982_LOCUS5206|CAD6996538.1|CCAP, CCAP1982_LOCUS1034|CAD6992156.1|CCAP	LOC108078616|XP_017028028.1|DKIK, LOC108078617|XP_017028029.1|DKIK
OG0000517	CCAP1982_LOCUS14093|CAD7005742.1|CCAP, CCAP1982_LOCUS14091|CAD7005740.1|CCAP, CCAP1982_LOCUS14092|CAD7005741.1|CCAP	LOC108083663|XP_017035025.1|DKIK, LOC108083662|XP_017035024.1|DKIK
OG0000518	CCAP1982_LOCUS21631|CAD7013575.1|CCAP	LOC108078001|XP_017027046.1|DKIK, LOC108071886|XP_017018304.1|DKIK, LOC108071893|XP_017018309.1|DKIK, LOC108080761|XP_017031103.1|DKIK
OG0000523	CCAP1982_LOCUS4144|CAD6995427.1|CCAP	LOC108073457|XP_017020581.1|DKIK
OG0000524	CCAP1982_LOCUS2835|CAD6994063.1|CCAP	LOC108073650|XP_017020869.1|DKIK, LOC108083745|XP_017035150.1|DKIK, LOC108077615|XP_017026511.1|DKIK, LOC108077841|XP_017026857.1|DKIK
OG0000525	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP	LOC108077961|XP_017026990.1|DKIK, LOC108078079|XP_017027155.1|DKIK
OG0000526	CCAP1982_LOCUS5509|CAD6996836.1|CCAP	LOC108075598|XP_017023609.1|DKIK, LOC108083996|XP_017035502.1|DKIK
OG0000527	CCAP1982_LOCUS9186|CAD7000713.1|CCAP	LOC108086168|XP_017038519.1|DKIK
OG0000528	CCAP1982_LOCUS6932|CAD6998327.1|CCAP	LOC108082197|XP_017033009.1|DKIK
OG0000529	CCAP1982_LOCUS8941|CAD7000464.1|CCAP	LOC108077335|XP_017026113.1|DKIK
OG0000530	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP	LOC108073264|XP_017020311.1|DKIK
OG0000530	CCAP1982_LOCUS11386|CAD7002920.1|CCAP	LOC108075126|XP_017022898.1|DKIK
OG0000531	CCAP1982_LOCUS6164|CAD6997524.1|CCAP	LOC108081471|XP_017032156.1|DKIK, LOC108074321|XP_017021810.1|DKIK
OG0000532	CCAP1982_LOCUS606|CAD6991693.1|CCAP	LOC108081474|XP_017032161.1|DKIK, LOC108081490|XP_017032177.1|DKIK
OG0000535	CCAP1982_LOCUS21016|CAD7012917.1|CCAP	LOC108072895|XP_017019708.1|DKIK, LOC108078405|XP_017027751.1|DKIK
OG0000536	CCAP1982_LOCUS14724|CAD7006404.1|CCAP	LOC108085983|XP_017038273.1|DKIK
OG0000537	CCAP1982_LOCUS21949|CAD7013938.1|CCAP	LOC108081340|XP_017031970.1|DKIK
OG0000538	CCAP1982_LOCUS19765|CAD7011681.1|CCAP	LOC108078003|XP_017027045.1|DKIK
OG0000538	CCAP1982_LOCUS19763|CAD7011678.1|CCAP	LOC108082499|XP_017033408.1|DKIK
OG0000539	CCAP1982_LOCUS338|CAD6991411.1|CCAP	LOC108085851|XP_017038098.1|DKIK
OG0000539	CCAP1982_LOCUS341|CAD6991414.1|CCAP	LOC108085840|XP_017038086.1|DKIK
OG0000540	CCAP1982_LOCUS7995|CAD6999471.1|CCAP	LOC108074782|XP_017022448.1|DKIK, LOC108074773|XP_017022440.1|DKIK
OG0000542	CCAP1982_LOCUS700|CAD6991796.1|CCAP	LOC108072052|XP_017018534.1|DKIK
OG0000542	CCAP1982_LOCUS5512|CAD6996839.1|CCAP	LOC108085121|XP_017037152.1|DKIK
OG0000543	CCAP1982_LOCUS22601|CAD7014610.1|CCAP	LOC108076794|XP_017025304.1|DKIK
OG0000544	CCAP1982_LOCUS11870|CAD7003414.1|CCAP	LOC108079123|XP_017028855.1|DKIK
OG0000544	CCAP1982_LOCUS4262|CAD6995551.1|CCAP	LOC108074099|XP_017021482.1|DKIK
OG0000545	CCAP1982_LOCUS2546|CAD6993748.1|CCAP	LOC108075398|XP_017023309.1|DKIK
OG0000548	CCAP1982_LOCUS13084|CAD7004690.1|CCAP	LOC108085792|XP_017038029.1|DKIK, LOC108085791|XP_017038028.1|DKIK
OG0000549	CCAP1982_LOCUS23354|CAD7015411.1|CCAP	LOC108076479|XP_017024857.1|DKIK
OG0000550	CCAP1982_LOCUS12168|CAD7003731.1|CCAP	LOC108079069|XP_017028772.1|DKIK
OG0000550	CCAP1982_LOCUS12162|CAD7003725.1|CCAP	LOC108079054|XP_017028750.1|DKIK
OG0000551	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP	LOC108072919|XP_017019753.1|DKIK
OG0000553	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP	LOC108077083|XP_017025740.1|DKIK
OG0000554	CCAP1982_LOCUS1799|CAD6992967.1|CCAP	LOC108081171|XP_017031716.1|DKIK, LOC108081172|XP_017031717.1|DKIK
OG0000555	CCAP1982_LOCUS11538|CAD7003075.1|CCAP	LOC108078648|XP_017028068.1|DKIK, LOC108079897|XP_017029914.1|DKIK
OG0000556	CCAP1982_LOCUS743|CAD6991844.1|CCAP	LOC108080353|XP_017030546.1|DKIK, LOC108081229|XP_017031794.1|DKIK
OG0000557	CCAP1982_LOCUS805|CAD6991916.1|CCAP	LOC108080430|XP_017030652.1|DKIK
OG0000557	CCAP1982_LOCUS804|CAD6991915.1|CCAP	LOC108080431|XP_017030653.1|DKIK
OG0000559	CCAP1982_LOCUS2187|CAD6993371.1|CCAP	LOC108085900|XP_017038154.1|DKIK
OG0000559	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP	LOC108083011|XP_017034125.1|DKIK
OG0000560	CCAP1982_LOCUS20229|CAD7012131.1|CCAP	LOC108081832|XP_017032562.1|DKIK, LOC108081831|XP_017032561.1|DKIK
OG0000561	CCAP1982_LOCUS14402|CAD7006067.1|CCAP	LOC108070495|XP_017016479.1|DKIK
OG0000561	CCAP1982_LOCUS14409|CAD7006074.1|CCAP	LOC108070492|XP_017016474.1|DKIK
OG0000562	CCAP1982_LOCUS13630|CAD7005273.1|CCAP	LOC108073960|XP_017021286.1|DKIK
OG0000562	CCAP1982_LOCUS13660|CAD7005303.1|CCAP	LOC108073994|XP_017021336.1|DKIK
OG0000564	CCAP1982_LOCUS10820|CAD7002332.1|CCAP	LOC108085799|XP_017038036.1|DKIK
OG0000564	CCAP1982_LOCUS10822|CAD7002334.1|CCAP	LOC108085794|XP_017038032.1|DKIK
OG0000565	CCAP1982_LOCUS11648|CAD7003186.1|CCAP	LOC108077542|XP_017026424.1|DKIK, LOC108085285|XP_017037325.1|DKIK, LOC108071274|XP_017017455.1|DKIK
OG0000566	CCAP1982_LOCUS3532|CAD6994801.1|CCAP	LOC108071462|XP_017017713.1|DKIK
OG0000566	CCAP1982_LOCUS14944|CAD7006638.1|CCAP	LOC108075244|XP_017023090.1|DKIK
OG0000568	CCAP1982_LOCUS1992|CAD6993168.1|CCAP	LOC108085757|XP_017037985.1|DKIK, LOC108083804|XP_017035235.1|DKIK, LOC108077780|XP_017026767.1|DKIK
OG0000569	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP	LOC108081189|XP_017031736.1|DKIK
OG0000570	CCAP1982_LOCUS1165|CAD6992297.1|CCAP	LOC108077843|XP_017026860.1|DKIK
OG0000570	CCAP1982_LOCUS1164|CAD6992296.1|CCAP	LOC108077850|XP_017026871.1|DKIK
OG0000571	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP	LOC108077621|XP_017026518.1|DKIK
OG0000571	CCAP1982_LOCUS3940|CAD6995221.1|CCAP	LOC108077798|XP_017026802.1|DKIK
