Orthogroup	CCAP.longest_only	DSIM.longest_only
OG0002296	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP	LOC6731644|XP_039147065.1|DSIM
OG0002297	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP	LOC6728005|XP_039151004.1|DSIM
OG0002298	CCAP1982_LOCUS21102|CAD7013013.1|CCAP	LOC6736008|XP_016029384.1|DSIM
OG0002300	CCAP1982_LOCUS7777|CAD6999246.1|CCAP	LOC6731099|XP_016023627.1|DSIM
OG0002301	CCAP1982_LOCUS5582|CAD6996910.1|CCAP	LOC6733085|XP_016025792.1|DSIM
OG0002302	CCAP1982_LOCUS9095|CAD7000621.1|CCAP	LOC6733096|XP_002080173.2|DSIM
OG0002305	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP	LOC6738846|XP_002085646.2|DSIM
OG0002306	CCAP1982_LOCUS7849|CAD6999322.1|CCAP	LOC6731522|XP_039148097.1|DSIM
OG0002307	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP	LOC6730614|XP_016023051.1|DSIM
OG0002308	CCAP1982_LOCUS5615|CAD6996947.1|CCAP	LOC6731646|XP_002078786.1|DSIM
OG0002309	CCAP1982_LOCUS7873|CAD6999346.1|CCAP	LOC27207015|XP_016023586.1|DSIM
OG0002310	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP	LOC6733057|XP_016025738.1|DSIM
OG0002311	CCAP1982_LOCUS9051|CAD7000576.1|CCAP	LOC6732854|XP_039149814.1|DSIM
OG0002312	CCAP1982_LOCUS9023|CAD7000547.1|CCAP	LOC6732193|XP_016024876.1|DSIM
OG0002313	CCAP1982_LOCUS19978|CAD7011866.1|CCAP	LOC6734501|XP_016027626.1|DSIM
OG0002314	CCAP1982_LOCUS22129|CAD7014123.1|CCAP	LOC6733561|XP_002080616.3|DSIM
OG0002315	CCAP1982_LOCUS21029|CAD7012932.1|CCAP	LOC6734076|XP_016027074.1|DSIM
OG0002316	CCAP1982_LOCUS19358|CAD7011250.1|CCAP	LOC6731926|XP_016024596.1|DSIM
OG0002317	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP	LOC6738112|XP_016031944.1|DSIM
OG0002318	CCAP1982_LOCUS8251|CAD6999725.1|CCAP	LOC6732710|XP_002079824.1|DSIM
OG0002319	CCAP1982_LOCUS6513|CAD6997894.1|CCAP	LOC6732168|XP_016024858.1|DSIM
OG0002320	CCAP1982_LOCUS22252|CAD7014249.1|CCAP	LOC6735470|XP_016028775.1|DSIM
OG0002321	CCAP1982_LOCUS7425|CAD6998878.1|CCAP	LOC6739417|XP_016027109.1|DSIM
OG0002322	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP	LOC6733074|XP_002080151.2|DSIM
OG0002323	CCAP1982_LOCUS8328|CAD6999813.1|CCAP	LOC6733041|XP_002080120.1|DSIM
OG0002324	CCAP1982_LOCUS14520|CAD7006191.1|CCAP	LOC6738719|XP_016032535.1|DSIM
OG0002325	CCAP1982_LOCUS11038|CAD7002549.1|CCAP	LOC6737600|XP_016031386.1|DSIM
OG0002326	CCAP1982_LOCUS11043|CAD7002554.1|CCAP	LOC6737602|XP_016031387.1|DSIM
OG0002327	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP	LOC27206728|XP_016035200.1|DSIM
OG0002328	CCAP1982_LOCUS6360|CAD6997728.1|CCAP	LOC6732879|XP_016025605.1|DSIM
OG0002329	CCAP1982_LOCUS7039|CAD6998440.1|CCAP	LOC6730534|XP_016022989.1|DSIM
OG0002330	CCAP1982_LOCUS7041|CAD6998443.1|CCAP	LOC6730537|XP_002077716.1|DSIM
OG0002332	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP	LOC6736542|XP_002083412.2|DSIM
OG0002333	CCAP1982_LOCUS21396|CAD7013327.1|CCAP	LOC6736147|XP_016029533.1|DSIM
OG0002334	CCAP1982_LOCUS5410|CAD6996730.1|CCAP	LOC6731120|XP_016023662.1|DSIM
OG0002335	CCAP1982_LOCUS21160|CAD7013083.1|CCAP	LOC6733623|XP_016026585.1|DSIM
OG0002336	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP	LOC6738639|XP_002085441.1|DSIM
OG0002337	CCAP1982_LOCUS21529|CAD7013466.1|CCAP	LOC6733726|XP_016026696.1|DSIM
OG0002338	CCAP1982_LOCUS6867|CAD6998258.1|CCAP	LOC6731325|XP_016023906.1|DSIM
OG0002339	CCAP1982_LOCUS6814|CAD6998198.1|CCAP	LOC6730827|XP_016023244.1|DSIM
OG0002340	CCAP1982_LOCUS6808|CAD6998192.1|CCAP	LOC6732030|XP_016024725.1|DSIM
OG0002341	CCAP1982_LOCUS22766|CAD7014798.1|CCAP	LOC6733811|XP_002080855.1|DSIM
OG0002342	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP	LOC6739217|XP_016023568.1|DSIM
OG0002343	CCAP1982_LOCUS8470|CAD6999963.1|CCAP	LOC6739212|XP_039148274.1|DSIM
OG0002344	CCAP1982_LOCUS5714|CAD6997060.1|CCAP	LOC27208349|XP_039147864.1|DSIM
OG0002345	CCAP1982_LOCUS22692|CAD7014710.1|CCAP	LOC6733451|XP_002080508.2|DSIM
OG0002346	CCAP1982_LOCUS5760|CAD6997112.1|CCAP	LOC27209426|XP_016023863.1|DSIM
OG0002347	CCAP1982_LOCUS22133|CAD7014128.1|CCAP	LOC27208667|XP_016027101.1|DSIM
OG0002348	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP	LOC6731478|XP_016024160.1|DSIM
OG0002349	CCAP1982_LOCUS22699|CAD7014720.1|CCAP	LOC27208194|XP_016026398.1|DSIM
OG0002350	CCAP1982_LOCUS22693|CAD7014711.1|CCAP	LOC6733450|XP_016026399.1|DSIM
OG0002351	CCAP1982_LOCUS21263|CAD7013192.1|CCAP	LOC6734147|XP_002081176.1|DSIM
OG0002352	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP	LOC6734237|XP_016027288.1|DSIM
OG0002353	CCAP1982_LOCUS6170|CAD6997531.1|CCAP	LOC6740731|XP_016025968.1|DSIM
OG0002354	CCAP1982_LOCUS9019|CAD7000543.1|CCAP	LOC6731580|XP_002078721.1|DSIM
OG0002355	CCAP1982_LOCUS5445|CAD6996768.1|CCAP	LOC6739528|XP_039151933.1|DSIM, LOC120284206|XP_039148603.1|DSIM
OG0002356	CCAP1982_LOCUS7063|CAD6998466.1|CCAP	LOC6732524|XP_002079643.2|DSIM
OG0002357	CCAP1982_LOCUS2050|CAD6993232.1|CCAP	LOC6728080|XP_039150450.1|DSIM
OG0002360	CCAP1982_LOCUS5670|CAD6997009.1|CCAP	LOC6732989|XP_002080068.1|DSIM
OG0002361	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP	LOC6738762|XP_016032572.1|DSIM
OG0002362	CCAP1982_LOCUS8323|CAD6999807.1|CCAP	LOC6731370|XP_016023977.1|DSIM
OG0002363	CCAP1982_LOCUS8482|CAD6999977.1|CCAP	LOC6731327|XP_002078483.1|DSIM
OG0002364	CCAP1982_LOCUS5679|CAD6997018.1|CCAP	LOC6731330|XP_039154561.1|DSIM
OG0002365	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP	LOC6731332|XP_002078488.2|DSIM
OG0002366	CCAP1982_LOCUS7834|CAD6999306.1|CCAP	LOC6731014|XP_016023498.1|DSIM
OG0002367	CCAP1982_LOCUS8059|CAD6999537.1|CCAP	LOC6730654|XP_016023090.1|DSIM
OG0002368	CCAP1982_LOCUS6261|CAD6997625.1|CCAP	LOC6731159|XP_016023710.1|DSIM
OG0002369	CCAP1982_LOCUS8307|CAD6999786.1|CCAP	LOC6726475|XP_016040098.2|DSIM
OG0002370	CCAP1982_LOCUS6037|CAD6997396.1|CCAP, CCAP1982_LOCUS6040|CAD6997399.1|CCAP	LOC6732283|XP_016024949.1|DSIM
OG0002371	CCAP1982_LOCUS6034|CAD6997393.1|CCAP	LOC6732281|XP_016024948.1|DSIM
OG0002372	CCAP1982_LOCUS6639|CAD6998022.1|CCAP	LOC6730942|XP_039147181.1|DSIM
OG0002373	CCAP1982_LOCUS7405|CAD6998856.1|CCAP	LOC6732543|XP_016025197.1|DSIM
OG0002374	CCAP1982_LOCUS2414|CAD6993603.1|CCAP, CCAP1982_LOCUS2431|CAD6993621.1|CCAP	LOC6729506|XP_016036183.1|DSIM
OG0002375	CCAP1982_LOCUS4339|CAD6995633.1|CCAP	LOC6727146|XP_002102539.1|DSIM
OG0002376	CCAP1982_LOCUS5878|CAD6997244.1|CCAP, CCAP1982_LOCUS5880|CAD6997246.1|CCAP	LOC6731287|XP_016023850.1|DSIM
OG0002377	CCAP1982_LOCUS746|CAD6991847.1|CCAP	LOC6726812|XP_002102219.1|DSIM
OG0002378	CCAP1982_LOCUS14551|CAD7006225.1|CCAP	LOC6737901|XP_002084729.1|DSIM
OG0002379	CCAP1982_LOCUS190|CAD6991256.1|CCAP	LOC6732516|XP_002079636.1|DSIM
OG0002381	CCAP1982_LOCUS7135|CAD6998550.1|CCAP	LOC6734447|XP_002081467.1|DSIM
OG0002383	CCAP1982_LOCUS14927|CAD7006620.1|CCAP	LOC6736399|XP_016029905.1|DSIM
OG0002385	CCAP1982_LOCUS19558|CAD7011458.1|CCAP, CCAP1982_LOCUS19557|CAD7011457.1|CCAP	LOC6724708|XP_016022623.1|DSIM
OG0002386	CCAP1982_LOCUS95|CAD6991155.1|CCAP	LOC6727402|XP_016033950.1|DSIM
OG0002387	CCAP1982_LOCUS455|CAD6991535.1|CCAP	LOC6729206|XP_016035851.1|DSIM
OG0002389	CCAP1982_LOCUS486|CAD6991568.1|CCAP	LOC6729225|XP_002104546.1|DSIM
OG0002390	CCAP1982_LOCUS9598|CAD7001126.1|CCAP	LOC6731871|XP_002079006.1|DSIM
OG0002391	CCAP1982_LOCUS20260|CAD7012158.1|CCAP	LOC6734895|XP_002081892.2|DSIM
OG0002392	CCAP1982_LOCUS12467|CAD7004042.1|CCAP	LOC6736835|XP_039149347.1|DSIM
OG0002393	CCAP1982_LOCUS11835|CAD7003376.1|CCAP	LOC6738346|XP_016032192.1|DSIM
OG0002394	CCAP1982_LOCUS4784|CAD6996077.1|CCAP, CCAP1982_LOCUS4782|CAD6996075.1|CCAP	LOC6729635|XP_002104943.2|DSIM
OG0002395	CCAP1982_LOCUS4612|CAD6995910.1|CCAP	LOC6728577|XP_016035209.1|DSIM
OG0002396	CCAP1982_LOCUS21363|CAD7013292.1|CCAP	LOC6734602|XP_016027750.1|DSIM
OG0002397	CCAP1982_LOCUS22193|CAD7014187.1|CCAP	LOC27206147|XP_016026037.1|DSIM
OG0002399	CCAP1982_LOCUS21056|CAD7012965.1|CCAP	LOC6733190|XP_016026076.2|DSIM
OG0002400	CCAP1982_LOCUS20461|CAD7012367.1|CCAP	LOC6734921|XP_016028195.1|DSIM
OG0002401	CCAP1982_LOCUS9916|CAD7001419.1|CCAP, CCAP1982_LOCUS9922|CAD7001425.1|CCAP	LOC27207119|XP_016037206.1|DSIM
OG0002402	CCAP1982_LOCUS5082|CAD6996408.1|CCAP	LOC6727866|XP_016034440.1|DSIM
OG0002403	CCAP1982_LOCUS5084|CAD6996411.1|CCAP	LOC6727865|XP_002103220.1|DSIM
OG0002404	CCAP1982_LOCUS4227|CAD6995514.1|CCAP	LOC27208027|XP_016033127.1|DSIM
OG0002405	CCAP1982_LOCUS5032|CAD6996354.1|CCAP	LOC6726807|XP_016033307.1|DSIM
OG0002406	CCAP1982_LOCUS13328|CAD7004949.1|CCAP	LOC6738332|XP_002085142.1|DSIM
OG0002407	CCAP1982_LOCUS132|CAD6991194.1|CCAP	LOC6730358|XP_016037128.1|DSIM
OG0002408	CCAP1982_LOCUS4562|CAD6995861.1|CCAP	LOC6726818|XP_016033319.1|DSIM
OG0002409	CCAP1982_LOCUS14214|CAD7005872.1|CCAP, CCAP1982_LOCUS14215|CAD7005873.1|CCAP, CCAP1982_LOCUS14219|CAD7005877.1|CCAP	LOC27207139|XP_016031850.1|DSIM
OG0002410	CCAP1982_LOCUS991|CAD6992107.1|CCAP, CCAP1982_LOCUS983|CAD6992100.1|CCAP	LOC6727415|XP_016033974.1|DSIM
OG0002411	CCAP1982_LOCUS243|CAD6991314.1|CCAP	LOC6728850|XP_002104184.1|DSIM
OG0002412	CCAP1982_LOCUS4146|CAD6995429.1|CCAP	LOC27208043|XP_039154266.1|DSIM
OG0002414	CCAP1982_LOCUS12880|CAD7004475.1|CCAP	LOC6736313|XP_002083197.1|DSIM
OG0002415	CCAP1982_LOCUS816|CAD6991926.1|CCAP	LOC6728398|XP_039151947.1|DSIM
OG0002416	CCAP1982_LOCUS10185|CAD7001695.1|CCAP	LOC6724702|XP_016037272.1|DSIM
OG0002417	CCAP1982_LOCUS6629|CAD6998012.1|CCAP	LOC6730411|XP_002077592.1|DSIM
OG0002418	CCAP1982_LOCUS4198|CAD6995482.1|CCAP	LOC6739816|XP_016025865.2|DSIM
OG0002420	CCAP1982_LOCUS14977|CAD7006675.1|CCAP	LOC6736631|XP_016030216.1|DSIM
OG0002421	CCAP1982_LOCUS409|CAD6991484.1|CCAP	LOC6729406|XP_016036052.1|DSIM
OG0002422	CCAP1982_LOCUS875|CAD6991988.1|CCAP	LOC6727166|XP_016033656.1|DSIM
OG0002423	CCAP1982_LOCUS13370|CAD7004994.1|CCAP	LOC6737629|XP_016031398.1|DSIM
OG0002424	CCAP1982_LOCUS13321|CAD7004942.1|CCAP	LOC27208340|XP_016037190.1|DSIM
OG0002426	CCAP1982_LOCUS10970|CAD7002481.1|CCAP	LOC6736272|XP_002083156.1|DSIM
OG0002427	CCAP1982_LOCUS9720|CAD7001222.1|CCAP	LOC6724688|XP_002105737.2|DSIM
OG0002429	CCAP1982_LOCUS10885|CAD7002393.1|CCAP	LOC6736521|XP_016030099.1|DSIM
OG0002431	CCAP1982_LOCUS20518|CAD7012435.1|CCAP	LOC6735260|XP_016028609.1|DSIM
OG0002433	CCAP1982_LOCUS2410|CAD6993600.1|CCAP, CCAP1982_LOCUS1379|CAD6992530.1|CCAP	LOC27206449|XP_016034079.2|DSIM
OG0002434	CCAP1982_LOCUS4179|CAD6995464.1|CCAP	LOC6728754|XP_016035429.1|DSIM
OG0002436	CCAP1982_LOCUS20154|CAD7012052.1|CCAP	LOC6734390|XP_016027512.1|DSIM
OG0002438	CCAP1982_LOCUS21115|CAD7013030.1|CCAP, CCAP1982_LOCUS21116|CAD7013031.1|CCAP	LOC6724893|XP_039152674.1|DSIM
OG0002439	CCAP1982_LOCUS6259|CAD6997623.1|CCAP	LOC6731158|XP_016023708.1|DSIM
OG0002440	CCAP1982_LOCUS14196|CAD7005853.1|CCAP	LOC6738521|XP_016032364.1|DSIM
OG0002441	CCAP1982_LOCUS19643|CAD7011555.1|CCAP	LOC6733748|XP_016026708.1|DSIM
OG0002442	CCAP1982_LOCUS19410|CAD7011304.1|CCAP	LOC6734940|XP_002081937.1|DSIM
OG0002444	CCAP1982_LOCUS20887|CAD7012785.1|CCAP	LOC27208017|XP_039148137.1|DSIM
OG0002445	CCAP1982_LOCUS19776|CAD7011692.1|CCAP	LOC6734368|XP_016027449.1|DSIM
OG0002446	CCAP1982_LOCUS9930|CAD7001433.1|CCAP, CCAP1982_LOCUS20647|CAD7012562.1|CCAP	LOC6734532|XP_002081541.1|DSIM
OG0002447	CCAP1982_LOCUS14545|CAD7006218.1|CCAP	LOC6737879|XP_016031661.1|DSIM
OG0002448	CCAP1982_LOCUS6875|CAD6998266.1|CCAP	LOC6735605|XP_016028967.1|DSIM
OG0002449	CCAP1982_LOCUS19915|CAD7011805.1|CCAP	LOC6734830|XP_016028063.1|DSIM
OG0002450	CCAP1982_LOCUS4259|CAD6995548.1|CCAP	LOC6728624|XP_002103965.2|DSIM
OG0002451	CCAP1982_LOCUS21043|CAD7012948.1|CCAP	LOC6733615|XP_016026573.1|DSIM
OG0002452	CCAP1982_LOCUS20470|CAD7012376.1|CCAP	LOC6735693|XP_002082609.1|DSIM
OG0002453	CCAP1982_LOCUS21137|CAD7013056.1|CCAP	LOC6735692|XP_002082608.2|DSIM
OG0002454	CCAP1982_LOCUS14790|CAD7006472.1|CCAP	LOC6736263|XP_016029752.1|DSIM
OG0002455	CCAP1982_LOCUS14789|CAD7006471.1|CCAP	LOC6736264|XP_002083148.2|DSIM
OG0002456	CCAP1982_LOCUS21086|CAD7012995.1|CCAP	LOC6735799|XP_039147421.1|DSIM
OG0002457	CCAP1982_LOCUS22622|CAD7014631.1|CCAP, CCAP1982_LOCUS22625|CAD7014634.1|CCAP	LOC6733400|XP_016026322.1|DSIM
OG0002458	CCAP1982_LOCUS14258|CAD7005920.1|CCAP	LOC6739222|XP_002076132.2|DSIM
OG0002459	CCAP1982_LOCUS20558|CAD7012480.1|CCAP, CCAP1982_LOCUS20557|CAD7012479.1|CCAP	LOC6734330|XP_016027403.1|DSIM
OG0002460	CCAP1982_LOCUS19474|CAD7011373.1|CCAP, CCAP1982_LOCUS19477|CAD7011376.1|CCAP	LOC27206597|XP_039148049.1|DSIM
OG0002461	CCAP1982_LOCUS20126|CAD7012016.1|CCAP	LOC6734861|XP_002081862.2|DSIM
OG0002462	CCAP1982_LOCUS21073|CAD7012982.1|CCAP	LOC6735220|XP_016028533.1|DSIM
OG0002463	CCAP1982_LOCUS19586|CAD7011487.1|CCAP	LOC6735995|XP_002082904.1|DSIM
OG0002464	CCAP1982_LOCUS19412|CAD7011306.1|CCAP	LOC6734938|XP_002081935.1|DSIM
OG0002465	CCAP1982_LOCUS19407|CAD7011300.1|CCAP	LOC6733187|XP_002080263.1|DSIM
OG0002466	CCAP1982_LOCUS9881|CAD7001384.1|CCAP	LOC27207985|XP_016037292.1|DSIM
OG0002467	CCAP1982_LOCUS14722|CAD7006402.1|CCAP, CCAP1982_LOCUS14720|CAD7006400.1|CCAP	LOC6736882|XP_016030527.1|DSIM
OG0002468	CCAP1982_LOCUS14379|CAD7006044.1|CCAP, CCAP1982_LOCUS14358|CAD7006023.1|CCAP	LOC6737920|XP_016031688.1|DSIM
OG0002469	CCAP1982_LOCUS2333|CAD6993520.1|CCAP, CCAP1982_LOCUS2754|CAD6993969.1|CCAP	LOC6726651|XP_016033139.1|DSIM
OG0002470	CCAP1982_LOCUS19759|CAD7011674.1|CCAP	LOC6739364|XP_002076270.2|DSIM
OG0002471	CCAP1982_LOCUS20307|CAD7012206.1|CCAP	LOC6733713|XP_016026681.1|DSIM
OG0002472	CCAP1982_LOCUS20039|CAD7011927.1|CCAP	LOC6734111|XP_016027123.1|DSIM
OG0002473	CCAP1982_LOCUS20859|CAD7012755.1|CCAP	LOC6734044|XP_002081080.1|DSIM
OG0002474	CCAP1982_LOCUS14634|CAD7006312.1|CCAP	LOC6738170|XP_039150306.1|DSIM
OG0002475	CCAP1982_LOCUS1091|CAD6992221.1|CCAP	LOC6730195|XP_016036951.1|DSIM
OG0002476	CCAP1982_LOCUS20436|CAD7012342.1|CCAP	LOC6735718|XP_002082634.1|DSIM
OG0002477	CCAP1982_LOCUS19393|CAD7011286.1|CCAP	LOC6735341|XP_002082289.2|DSIM
OG0002478	CCAP1982_LOCUS19375|CAD7011267.1|CCAP	LOC27206180|XP_039147460.1|DSIM
OG0002479	CCAP1982_LOCUS20398|CAD7012302.1|CCAP	LOC6734436|XP_002081456.1|DSIM
OG0002480	CCAP1982_LOCUS20498|CAD7012412.1|CCAP	LOC6739534|XP_039148378.1|DSIM
OG0002482	CCAP1982_LOCUS19873|CAD7011761.1|CCAP	LOC6734349|XP_016027425.1|DSIM
OG0002483	CCAP1982_LOCUS20516|CAD7012433.1|CCAP	LOC6735956|XP_002082865.1|DSIM
OG0002484	CCAP1982_LOCUS23179|CAD7015231.1|CCAP	LOC6734926|XP_002081923.1|DSIM
OG0002485	CCAP1982_LOCUS19385|CAD7011277.1|CCAP	LOC6733595|XP_002080649.1|DSIM
OG0002486	CCAP1982_LOCUS11788|CAD7003327.1|CCAP	LOC6738783|XP_002085583.1|DSIM
OG0002487	CCAP1982_LOCUS5444|CAD6996766.1|CCAP	LOC27207868|XP_016025850.1|DSIM
OG0002488	CCAP1982_LOCUS11706|CAD7003244.1|CCAP	LOC27206187|XP_016029013.1|DSIM
OG0002489	CCAP1982_LOCUS14330|CAD7005994.1|CCAP	LOC6738658|XP_016032479.1|DSIM
OG0002490	CCAP1982_LOCUS19394|CAD7011287.1|CCAP	LOC6735345|XP_002082292.2|DSIM
OG0002491	CCAP1982_LOCUS13991|CAD7005633.1|CCAP	LOC6739035|XP_016032873.1|DSIM
OG0002492	CCAP1982_LOCUS21025|CAD7012928.1|CCAP	LOC6735051|XP_039148567.1|DSIM
OG0002493	CCAP1982_LOCUS19605|CAD7011513.1|CCAP	LOC6733606|XP_002080660.1|DSIM
OG0002494	CCAP1982_LOCUS4432|CAD6995726.1|CCAP	LOC6728761|XP_016035440.1|DSIM
OG0002495	CCAP1982_LOCUS19455|CAD7011352.1|CCAP	LOC6734584|XP_039148632.1|DSIM
OG0002496	CCAP1982_LOCUS346|CAD6991419.1|CCAP	LOC6729701|XP_002105007.1|DSIM
OG0002497	CCAP1982_LOCUS14877|CAD7006563.1|CCAP	LOC6738273|XP_002085084.3|DSIM
OG0002498	CCAP1982_LOCUS13017|CAD7004622.1|CCAP	LOC6738991|XP_016032817.1|DSIM
OG0002499	CCAP1982_LOCUS14754|CAD7006435.1|CCAP	LOC6736239|XP_016029742.1|DSIM
OG0002501	CCAP1982_LOCUS5393|CAD6996710.1|CCAP, CCAP1982_LOCUS5394|CAD6996711.1|CCAP	LOC6731012|XP_002078173.2|DSIM
OG0002502	CCAP1982_LOCUS22470|CAD7014474.1|CCAP	LOC27209259|XP_016027031.1|DSIM, LOC6739390|XP_002076296.1|DSIM
OG0002511	CCAP1982_LOCUS1914|CAD6993087.1|CCAP	LOC6728198|XP_039151553.1|DSIM
OG0002512	CCAP1982_LOCUS10665|CAD7002177.1|CCAP, CCAP1982_LOCUS10662|CAD7002174.1|CCAP	LOC6724706|XP_016022628.1|DSIM
OG0002513	CCAP1982_LOCUS3642|CAD6994907.1|CCAP, CCAP1982_LOCUS3604|CAD6994869.1|CCAP	LOC6728730|XP_039150607.1|DSIM
OG0002516	CCAP1982_LOCUS3198|CAD6994451.1|CCAP	LOC6729653|XP_016036300.1|DSIM
OG0002518	CCAP1982_LOCUS1883|CAD6993051.1|CCAP	LOC6727579|XP_039150905.1|DSIM
OG0002519	CCAP1982_LOCUS20405|CAD7012310.1|CCAP	LOC6735485|XP_002082424.1|DSIM
OG0002522	CCAP1982_LOCUS1874|CAD6993042.1|CCAP	LOC6727573|XP_002102952.1|DSIM
OG0002523	CCAP1982_LOCUS1345|CAD6992493.1|CCAP	LOC6730321|XP_016037084.1|DSIM
OG0002525	CCAP1982_LOCUS11270|CAD7002800.1|CCAP	LOC6736859|XP_002083715.1|DSIM
OG0002526	CCAP1982_LOCUS1599|CAD6992757.1|CCAP	LOC6727983|XP_002103335.1|DSIM
OG0002527	CCAP1982_LOCUS1032|CAD6992154.1|CCAP	LOC6727306|XP_016033842.2|DSIM
OG0002529	CCAP1982_LOCUS4211|CAD6995498.1|CCAP	LOC6739736|XP_016034340.1|DSIM
OG0002530	CCAP1982_LOCUS21801|CAD7013778.1|CCAP	LOC6732850|XP_002079960.1|DSIM
OG0002531	CCAP1982_LOCUS6268|CAD6997633.1|CCAP	LOC6731162|XP_016023712.1|DSIM
OG0002532	CCAP1982_LOCUS4166|CAD6995451.1|CCAP	LOC6739797|XP_016022750.1|DSIM
OG0002534	CCAP1982_LOCUS21438|CAD7013371.1|CCAP	LOC6734019|XP_002081058.2|DSIM
OG0002535	CCAP1982_LOCUS14577|CAD7006251.1|CCAP	LOC6738638|XP_002085440.1|DSIM
OG0002536	CCAP1982_LOCUS1617|CAD6992777.1|CCAP	LOC6730074|XP_016036844.1|DSIM
OG0002537	CCAP1982_LOCUS2590|CAD6993792.1|CCAP	LOC6735993|XP_016029362.1|DSIM
OG0002539	CCAP1982_LOCUS21442|CAD7013377.1|CCAP	LOC6736131|XP_002083031.2|DSIM
OG0002541	CCAP1982_LOCUS2218|CAD6993403.1|CCAP	LOC6726291|XP_016039782.1|DSIM
OG0002544	CCAP1982_LOCUS3703|CAD6994972.1|CCAP	LOC6729076|XP_002104397.3|DSIM
OG0002545	CCAP1982_LOCUS13855|CAD7005495.1|CCAP	LOC6724869|XP_016037676.1|DSIM
OG0002551	CCAP1982_LOCUS1167|CAD6992299.1|CCAP	LOC6730384|XP_002105666.1|DSIM
OG0002552	CCAP1982_LOCUS11795|CAD7003335.1|CCAP	LOC6733021|XP_002080100.1|DSIM
OG0002556	CCAP1982_LOCUS6266|CAD6997631.1|CCAP	LOC6731161|XP_016023711.1|DSIM
OG0002558	CCAP1982_LOCUS3869|CAD6995148.1|CCAP	LOC6729276|XP_002104596.1|DSIM
OG0002560	CCAP1982_LOCUS2411|CAD6993601.1|CCAP	LOC27206459|XP_016033794.1|DSIM
OG0002561	CCAP1982_LOCUS1044|CAD6992169.1|CCAP	LOC6727484|XP_016034074.1|DSIM
OG0002564	CCAP1982_LOCUS1127|CAD6992258.1|CCAP	LOC6730225|XP_016036978.1|DSIM
OG0002565	CCAP1982_LOCUS3457|CAD6994724.1|CCAP, CCAP1982_LOCUS3458|CAD6994725.1|CCAP	LOC6728826|XP_002104160.1|DSIM
OG0002566	CCAP1982_LOCUS1882|CAD6993050.1|CCAP	LOC6727578|XP_016034172.2|DSIM
OG0002569	CCAP1982_LOCUS3304|CAD6994564.1|CCAP	LOC6738837|XP_002085637.1|DSIM
OG0002570	CCAP1982_LOCUS2127|CAD6993310.1|CCAP	LOC6727548|XP_039150875.1|DSIM
OG0002571	CCAP1982_LOCUS2121|CAD6993304.1|CCAP	LOC6727550|XP_016034124.1|DSIM
OG0002573	CCAP1982_LOCUS2092|CAD6993276.1|CCAP	LOC27206424|XP_016034153.1|DSIM
OG0002574	CCAP1982_LOCUS1876|CAD6993044.1|CCAP	LOC6727575|XP_002102954.1|DSIM
OG0002575	CCAP1982_LOCUS376|CAD6991451.1|CCAP, CCAP1982_LOCUS375|CAD6991449.1|CCAP	LOC6728453|XP_016035067.1|DSIM
OG0002577	CCAP1982_LOCUS12031|CAD7003582.1|CCAP	LOC6738455|XP_016032289.1|DSIM
OG0002578	CCAP1982_LOCUS7878|CAD6999351.1|CCAP	LOC6730967|XP_002078129.2|DSIM
OG0002581	CCAP1982_LOCUS3455|CAD6994722.1|CCAP, CCAP1982_LOCUS3456|CAD6994723.1|CCAP	LOC6729301|XP_039151509.1|DSIM
OG0002582	CCAP1982_LOCUS4118|CAD6995400.1|CCAP	LOC27206689|XP_016035406.1|DSIM
