Orthogroup	CCAP.longest_only	DSUB.longest_only
OG0000807	CCAP1982_LOCUS14477|CAD7006149.1|CCAP	LOC117900178|XP_034666314.1|DSUB
OG0000810	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP	LOC117892745|XP_034655060.1|DSUB, LOC117892746|XP_034655061.1|DSUB, LOC117892744|XP_034655059.1|DSUB
OG0000811	CCAP1982_LOCUS23414|CAD7015474.1|CCAP	LOC117898282|XP_034663427.1|DSUB, LOC117896531|XP_034660795.1|DSUB, LOC117892243|XP_034654245.1|DSUB
OG0000813	CCAP1982_LOCUS7210|CAD6998639.1|CCAP	LOC117890860|XP_034651838.1|DSUB
OG0000814	CCAP1982_LOCUS189|CAD6991255.1|CCAP	LOC117901909|XP_034668766.1|DSUB
OG0000815	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP	LOC117902250|XP_034669396.1|DSUB
OG0000820	CCAP1982_LOCUS20527|CAD7012446.1|CCAP	LOC117890362|XP_034651046.1|DSUB
OG0000823	CCAP1982_LOCUS2925|CAD6994160.1|CCAP	LOC117899672|XP_034665751.1|DSUB
OG0000824	CCAP1982_LOCUS3412|CAD6994677.1|CCAP	LOC117900900|XP_034667342.1|DSUB, LOC117894697|XP_034657773.1|DSUB, LOC117895890|XP_034659787.1|DSUB, LOC117903049|XP_034670679.1|DSUB, LOC117894919|XP_034658113.1|DSUB
OG0000825	CCAP1982_LOCUS8451|CAD6999943.1|CCAP, CCAP1982_LOCUS8452|CAD6999944.1|CCAP, CCAP1982_LOCUS19940|CAD7011830.1|CCAP	LOC117893869|XP_034656533.1|DSUB, LOC117901288|XP_034667873.1|DSUB
OG0000826	CCAP1982_LOCUS22257|CAD7014254.1|CCAP	LOC117890755|XP_034651706.1|DSUB
OG0000828	CCAP1982_LOCUS3024|CAD6994263.1|CCAP	LOC117899394|XP_034665270.1|DSUB, LOC117899395|XP_034665271.1|DSUB
OG0000831	CCAP1982_LOCUS2876|CAD6994107.1|CCAP	LOC117891696|XP_034653178.1|DSUB
OG0000832	CCAP1982_LOCUS22663|CAD7014678.1|CCAP	LOC117891712|XP_034653197.1|DSUB, LOC117901016|XP_034667505.1|DSUB
OG0000833	CCAP1982_LOCUS14574|CAD7006248.1|CCAP	LOC117894049|XP_034656793.1|DSUB
OG0000834	CCAP1982_LOCUS2133|CAD6993316.1|CCAP, CCAP1982_LOCUS2134|CAD6993317.1|CCAP, CCAP1982_LOCUS2135|CAD6993318.1|CCAP	LOC117896675|XP_034661012.1|DSUB
OG0000835	CCAP1982_LOCUS5907|CAD6997274.1|CCAP	LOC117900765|XP_034667136.1|DSUB
OG0000835	CCAP1982_LOCUS12097|CAD7003659.1|CCAP	LOC117893175|XP_034655542.1|DSUB
OG0000836	CCAP1982_LOCUS5624|CAD6996957.1|CCAP	LOC117901851|XP_034668692.1|DSUB, LOC117902392|XP_034669607.1|DSUB
OG0000839	CCAP1982_LOCUS770|CAD6991879.1|CCAP	LOC117899626|XP_034665672.1|DSUB
OG0000841	CCAP1982_LOCUS4224|CAD6995511.1|CCAP	LOC117897796|XP_034662736.1|DSUB
OG0000842	CCAP1982_LOCUS21103|CAD7013014.1|CCAP	LOC117891489|XP_034652861.1|DSUB, LOC117897294|XP_034661929.1|DSUB
OG0000843	CCAP1982_LOCUS5498|CAD6996825.1|CCAP	LOC117891024|XP_034652077.1|DSUB
OG0000844	CCAP1982_LOCUS21108|CAD7013021.1|CCAP	LOC117892164|XP_034654122.1|DSUB, LOC117897396|XP_034662105.1|DSUB
OG0000846	CCAP1982_LOCUS1614|CAD6992773.1|CCAP	LOC117897014|XP_034661477.1|DSUB
OG0000847	CCAP1982_LOCUS7164|CAD6998586.1|CCAP	LOC117891357|XP_034652683.1|DSUB, LOC117892047|XP_034653863.1|DSUB
OG0000848	CCAP1982_LOCUS8247|CAD6999721.1|CCAP	LOC117901672|XP_034668403.1|DSUB
OG0000848	CCAP1982_LOCUS8237|CAD6999711.1|CCAP	LOC117902338|XP_034669528.1|DSUB
OG0000849	CCAP1982_LOCUS8441|CAD6999928.1|CCAP, CCAP1982_LOCUS8442|CAD6999929.1|CCAP, CCAP1982_LOCUS8443|CAD6999930.1|CCAP	LOC117901435|XP_034668069.1|DSUB, LOC117902749|XP_034670227.1|DSUB
OG0000850	CCAP1982_LOCUS22786|CAD7014819.1|CCAP	LOC117889898|XP_034650300.1|DSUB, LOC117889897|XP_034650299.1|DSUB
OG0000856	CCAP1982_LOCUS13873|CAD7005513.1|CCAP	LOC117894785|XP_034657905.1|DSUB
OG0000858	CCAP1982_LOCUS3995|CAD6995275.1|CCAP	LOC117896061|XP_034659967.1|DSUB
OG0000860	CCAP1982_LOCUS12607|CAD7004188.1|CCAP	LOC117895209|XP_034658590.1|DSUB, LOC117894883|XP_034658050.1|DSUB
OG0000861	CCAP1982_LOCUS23355|CAD7015412.1|CCAP	LOC117891215|XP_034652448.1|DSUB
OG0000863	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP	LOC117898692|XP_034664197.1|DSUB
OG0000865	CCAP1982_LOCUS4953|CAD6996270.1|CCAP	LOC117900711|XP_034667062.1|DSUB, LOC117897304|XP_034661942.1|DSUB
OG0000866	CCAP1982_LOCUS8871|CAD7000396.1|CCAP	LOC117901617|XP_034668328.1|DSUB, LOC117901618|XP_034668333.1|DSUB
OG0000867	CCAP1982_LOCUS6476|CAD6997852.1|CCAP	LOC117901840|XP_034668672.1|DSUB
OG0000869	CCAP1982_LOCUS4368|CAD6995661.1|CCAP, CCAP1982_LOCUS4369|CAD6995662.1|CCAP	LOC117898684|XP_034664179.1|DSUB
OG0000870	CCAP1982_LOCUS20504|CAD7012418.1|CCAP	LOC117892389|XP_034654496.1|DSUB
OG0000871	CCAP1982_LOCUS19771|CAD7011687.1|CCAP	LOC117891499|XP_034652879.1|DSUB
OG0000872	CCAP1982_LOCUS21128|CAD7013046.1|CCAP	LOC117889870|XP_034650269.1|DSUB
OG0000873	CCAP1982_LOCUS11691|CAD7003230.1|CCAP	LOC117893456|XP_034655967.1|DSUB
OG0000875	CCAP1982_LOCUS2405|CAD6993595.1|CCAP	LOC117898325|XP_034663540.1|DSUB
OG0000875	CCAP1982_LOCUS14457|CAD7006125.1|CCAP	LOC117894676|XP_034657745.1|DSUB
OG0000878	CCAP1982_LOCUS20172|CAD7012072.1|CCAP, CCAP1982_LOCUS20173|CAD7012073.1|CCAP, CCAP1982_LOCUS20174|CAD7012074.1|CCAP, CCAP1982_LOCUS20175|CAD7012075.1|CCAP	LOC117890964|XP_034651994.1|DSUB, LOC117900383|XP_034666627.1|DSUB
OG0000885	CCAP1982_LOCUS3879|CAD6995158.1|CCAP	LOC117898445|XP_034663741.1|DSUB
OG0000886	CCAP1982_LOCUS2115|CAD6993301.1|CCAP	LOC117896268|XP_034660351.1|DSUB
OG0000888	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP	LOC117893080|XP_034655387.1|DSUB
OG0000889	CCAP1982_LOCUS13751|CAD7005391.1|CCAP	LOC117895618|XP_034659260.1|DSUB
OG0000890	CCAP1982_LOCUS23265|CAD7015320.1|CCAP	LOC117890898|XP_034651883.1|DSUB
OG0000891	CCAP1982_LOCUS8035|CAD6999510.1|CCAP	LOC117902390|XP_034669605.1|DSUB
OG0000892	CCAP1982_LOCUS14260|CAD7005922.1|CCAP	LOC117894088|XP_034656848.1|DSUB
OG0000893	CCAP1982_LOCUS4761|CAD6996054.1|CCAP	LOC117897888|XP_034662855.1|DSUB
OG0000894	CCAP1982_LOCUS5163|CAD6996494.1|CCAP	LOC117897395|XP_034662104.1|DSUB
OG0000895	CCAP1982_LOCUS22848|CAD7014884.1|CCAP	LOC117892392|XP_034654499.1|DSUB, LOC117892394|XP_034654500.1|DSUB
OG0000897	CCAP1982_LOCUS357|CAD6991430.1|CCAP	LOC117898755|XP_034664272.1|DSUB
OG0000897	CCAP1982_LOCUS354|CAD6991427.1|CCAP	LOC117896945|XP_034661379.1|DSUB
OG0000898	CCAP1982_LOCUS251|CAD6991322.1|CCAP	LOC117890989|XP_034652031.1|DSUB, LOC117890750|XP_034651700.1|DSUB
OG0000899	CCAP1982_LOCUS2195|CAD6993379.1|CCAP	LOC117897742|XP_034662673.1|DSUB
OG0000900	CCAP1982_LOCUS22789|CAD7014822.1|CCAP	LOC117890668|XP_034651535.1|DSUB, LOC117889895|XP_034650297.1|DSUB
OG0000901	CCAP1982_LOCUS19938|CAD7011828.1|CCAP, CCAP1982_LOCUS19939|CAD7011829.1|CCAP	LOC117892613|XP_034654854.1|DSUB, LOC117890548|XP_034651365.1|DSUB
OG0000909	CCAP1982_LOCUS3768|CAD6995038.1|CCAP	LOC117896456|XP_034660676.1|DSUB
OG0000911	CCAP1982_LOCUS21662|CAD7013610.1|CCAP	LOC117891698|XP_034653181.1|DSUB
OG0000912	CCAP1982_LOCUS14320|CAD7005984.1|CCAP	LOC117894096|XP_034656860.1|DSUB, LOC117895661|XP_034659370.1|DSUB
OG0000913	CCAP1982_LOCUS10773|CAD7002278.1|CCAP	LOC117895191|XP_034658561.1|DSUB
OG0000914	CCAP1982_LOCUS21261|CAD7013190.1|CCAP	LOC117890297|XP_034650956.1|DSUB
OG0000915	CCAP1982_LOCUS21547|CAD7013485.1|CCAP	LOC117890118|XP_034650682.1|DSUB
OG0000916	CCAP1982_LOCUS8269|CAD6999743.1|CCAP	LOC117902779|XP_034670266.1|DSUB
OG0000917	CCAP1982_LOCUS8922|CAD7000445.1|CCAP	LOC117897417|XP_034662135.1|DSUB, LOC117902191|XP_034669258.1|DSUB
OG0000918	CCAP1982_LOCUS5537|CAD6996863.1|CCAP	LOC117902111|XP_034669113.1|DSUB
OG0000922	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP	LOC117893161|XP_034655527.1|DSUB
OG0000923	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP	LOC117897091|XP_034661626.1|DSUB
OG0000925	CCAP1982_LOCUS1840|CAD6993005.1|CCAP	LOC117898112|XP_034663189.1|DSUB
OG0000927	CCAP1982_LOCUS3546|CAD6994815.1|CCAP, CCAP1982_LOCUS3625|CAD6994890.1|CCAP	LOC117896959|XP_034661395.1|DSUB, LOC117896542|XP_034660816.1|DSUB
OG0000928	CCAP1982_LOCUS5385|CAD6996701.1|CCAP	LOC117901170|XP_034667715.1|DSUB, LOC117901171|XP_034667716.1|DSUB
OG0000930	CCAP1982_LOCUS12351|CAD7003926.1|CCAP	LOC117894755|XP_034657859.1|DSUB, LOC117894276|XP_034657122.1|DSUB
OG0000931	CCAP1982_LOCUS14267|CAD7005929.1|CCAP	LOC117890246|XP_034650884.1|DSUB, LOC117900532|XP_034666823.1|DSUB
OG0000932	CCAP1982_LOCUS13477|CAD7005115.1|CCAP, CCAP1982_LOCUS13478|CAD7005116.1|CCAP	LOC117893524|XP_034656055.1|DSUB
OG0000932	CCAP1982_LOCUS13476|CAD7005114.1|CCAP	LOC117894756|XP_034657864.1|DSUB
OG0000935	CCAP1982_LOCUS3212|CAD6994467.1|CCAP	LOC117898689|XP_034664196.1|DSUB
OG0000936	CCAP1982_LOCUS4121|CAD6995403.1|CCAP	LOC117896509|XP_034660754.1|DSUB
OG0000937	CCAP1982_LOCUS3421|CAD6994686.1|CCAP, CCAP1982_LOCUS3422|CAD6994687.1|CCAP	LOC117899350|XP_034665194.1|DSUB
OG0000939	CCAP1982_LOCUS8572|CAD7000071.1|CCAP	LOC117901599|XP_034668302.1|DSUB, LOC117893086|XP_034655403.1|DSUB
OG0000942	CCAP1982_LOCUS13068|CAD7004674.1|CCAP	LOC117893287|XP_034655744.1|DSUB, LOC117901433|XP_034668067.1|DSUB, LOC117896037|XP_034659937.1|DSUB, LOC117891920|XP_034653633.1|DSUB, LOC117890861|XP_034651839.1|DSUB, LOC117894869|XP_034658025.1|DSUB, LOC117889751|XP_034650088.1|DSUB, LOC117901084|XP_034667599.1|DSUB, LOC117892653|XP_034654901.1|DSUB, LOC117892336|XP_034654379.1|DSUB, LOC117891204|XP_034652433.1|DSUB, LOC117890859|XP_034651837.1|DSUB, LOC117896782|XP_034661172.1|DSUB, LOC117900972|XP_034667447.1|DSUB, LOC117890084|XP_034650634.1|DSUB, LOC117901312|XP_034667912.1|DSUB, LOC117889879|XP_034650279.1|DSUB, LOC117889983|XP_034650456.1|DSUB, LOC117901127|XP_034667656.1|DSUB, LOC117892360|XP_034654459.1|DSUB, LOC117901247|XP_034667819.1|DSUB
OG0000943	CCAP1982_LOCUS23191|CAD7015240.1|CCAP	LOC117891473|XP_034652845.1|DSUB
OG0000945	CCAP1982_LOCUS22125|CAD7014119.1|CCAP	LOC117892913|XP_034655117.1|DSUB
OG0000947	CCAP1982_LOCUS19572|CAD7011472.1|CCAP	LOC117889847|XP_034650231.1|DSUB
OG0000948	CCAP1982_LOCUS11573|CAD7003110.1|CCAP	LOC117893090|XP_034655408.1|DSUB
OG0000951	CCAP1982_LOCUS166|CAD6991229.1|CCAP	LOC117899370|XP_034665241.1|DSUB, LOC117890771|XP_034651733.1|DSUB
OG0000952	CCAP1982_LOCUS7797|CAD6999267.1|CCAP	LOC117902731|XP_034670196.1|DSUB
OG0000953	CCAP1982_LOCUS8757|CAD7000267.1|CCAP, CCAP1982_LOCUS11922|CAD7003469.1|CCAP, CCAP1982_LOCUS6192|CAD6997554.1|CCAP, CCAP1982_LOCUS14656|CAD7006334.1|CCAP, CCAP1982_LOCUS10138|CAD7001644.1|CCAP, CCAP1982_LOCUS7673|CAD6999130.1|CCAP, CCAP1982_LOCUS11523|CAD7003060.1|CCAP, CCAP1982_LOCUS7263|CAD6998706.1|CCAP	LOC117898281|XP_034663426.1|DSUB
OG0000954	CCAP1982_LOCUS8898|CAD7000422.1|CCAP, CCAP1982_LOCUS8895|CAD7000419.1|CCAP, CCAP1982_LOCUS19795|CAD7011710.1|CCAP	LOC117891459|XP_034652833.1|DSUB
OG0000955	CCAP1982_LOCUS21840|CAD7013820.1|CCAP	LOC117899512|XP_034665455.1|DSUB
OG0000955	CCAP1982_LOCUS481|CAD6991562.1|CCAP	LOC117899503|XP_034665444.1|DSUB
OG0000956	CCAP1982_LOCUS4932|CAD6996249.1|CCAP, CCAP1982_LOCUS4465|CAD6995762.1|CCAP	LOC117896355|XP_034660521.1|DSUB, LOC117896358|XP_034660524.1|DSUB
OG0000957	CCAP1982_LOCUS13628|CAD7005271.1|CCAP	LOC117892484|XP_034654628.1|DSUB, LOC117892485|XP_034654630.1|DSUB
OG0000958	CCAP1982_LOCUS4000|CAD6995281.1|CCAP	LOC117896006|XP_034659894.1|DSUB, LOC117890604|XP_034651434.1|DSUB
OG0000959	CCAP1982_LOCUS19918|CAD7011808.1|CCAP	LOC117899165|XP_034664914.1|DSUB, LOC117894949|XP_034658166.1|DSUB, LOC117893197|XP_034655603.1|DSUB
OG0000961	CCAP1982_LOCUS14090|CAD7005739.1|CCAP	LOC117895830|XP_034659658.1|DSUB, LOC117895831|XP_034659659.1|DSUB
OG0000964	CCAP1982_LOCUS19682|CAD7011593.1|CCAP	LOC117890027|XP_034650533.1|DSUB
OG0000966	CCAP1982_LOCUS5066|CAD6996391.1|CCAP	LOC117896371|XP_034660537.1|DSUB
OG0000968	CCAP1982_LOCUS11834|CAD7003375.1|CCAP	LOC117893323|XP_034655802.1|DSUB
OG0000969	CCAP1982_LOCUS23334|CAD7015390.1|CCAP	LOC117889954|XP_034650402.1|DSUB
OG0000970	CCAP1982_LOCUS2746|CAD6993961.1|CCAP	LOC117903646|XP_034671838.1|DSUB, LOC117898785|XP_034664313.1|DSUB
OG0000971	CCAP1982_LOCUS8220|CAD6999693.1|CCAP	LOC117901222|XP_034667783.1|DSUB
OG0000972	CCAP1982_LOCUS11059|CAD7002571.1|CCAP	LOC117894574|XP_034657603.1|DSUB
OG0000974	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP	LOC117893547|XP_034656089.1|DSUB, LOC117894194|XP_034657001.1|DSUB
OG0000975	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP	LOC117899364|XP_034665234.1|DSUB
OG0000975	CCAP1982_LOCUS5107|CAD6996434.1|CCAP	LOC117899575|XP_034665579.1|DSUB
OG0000976	CCAP1982_LOCUS4860|CAD6996168.1|CCAP	LOC117898190|XP_034663301.1|DSUB
OG0000976	CCAP1982_LOCUS4863|CAD6996171.1|CCAP	LOC117898195|XP_034663306.1|DSUB
OG0000977	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP	LOC117896528|XP_034660790.1|DSUB, LOC117896515|XP_034660774.1|DSUB
OG0000978	CCAP1982_LOCUS4767|CAD6996059.1|CCAP	LOC117899594|XP_034665604.1|DSUB
OG0000979	CCAP1982_LOCUS1023|CAD6992145.1|CCAP	LOC117891730|XP_034653214.1|DSUB
OG0000982	CCAP1982_LOCUS2938|CAD6994173.1|CCAP	LOC117897066|XP_034661561.1|DSUB
OG0000984	CCAP1982_LOCUS5396|CAD6996713.1|CCAP, CCAP1982_LOCUS9002|CAD7000524.1|CCAP	LOC117901196|XP_034667740.1|DSUB, LOC117900484|XP_034666759.1|DSUB
OG0000992	CCAP1982_LOCUS4021|CAD6995302.1|CCAP	LOC117897859|XP_034662823.1|DSUB
OG0000995	CCAP1982_LOCUS22836|CAD7014872.1|CCAP	LOC117893385|XP_034655872.1|DSUB
OG0000996	CCAP1982_LOCUS21390|CAD7013320.1|CCAP	LOC117890036|XP_034650545.1|DSUB
OG0000997	CCAP1982_LOCUS23125|CAD7015172.1|CCAP	LOC117892676|XP_034654965.1|DSUB
OG0000998	CCAP1982_LOCUS11159|CAD7002677.1|CCAP	LOC117895560|XP_034659160.1|DSUB
OG0001000	CCAP1982_LOCUS7177|CAD6998602.1|CCAP	LOC117889783|XP_034650141.1|DSUB
OG0001001	CCAP1982_LOCUS7241|CAD6998682.1|CCAP	LOC117892455|XP_034654595.1|DSUB
OG0001002	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP	LOC117900490|XP_034666769.1|DSUB
OG0001004	CCAP1982_LOCUS519|CAD6991602.1|CCAP	LOC117896454|XP_034660675.1|DSUB
OG0001005	CCAP1982_LOCUS13375|CAD7004999.1|CCAP	LOC117895386|XP_034658902.1|DSUB
OG0001006	CCAP1982_LOCUS13426|CAD7005058.1|CCAP	LOC117894848|XP_034657994.1|DSUB
OG0001007	CCAP1982_LOCUS21101|CAD7013012.1|CCAP	LOC117891259|XP_034652522.1|DSUB
OG0001009	CCAP1982_LOCUS8077|CAD6999557.1|CCAP	LOC117898746|XP_034664259.1|DSUB, LOC117897638|XP_034662504.1|DSUB
OG0001013	CCAP1982_LOCUS13472|CAD7005110.1|CCAP	LOC117894761|XP_034657870.1|DSUB
OG0001014	CCAP1982_LOCUS14739|CAD7006419.1|CCAP	LOC117894826|XP_034657965.1|DSUB, LOC117895001|XP_034658239.1|DSUB
OG0001019	CCAP1982_LOCUS3433|CAD6994698.1|CCAP	LOC117899343|XP_034665186.1|DSUB
OG0001021	CCAP1982_LOCUS20092|CAD7011981.1|CCAP	LOC117902726|XP_034670185.1|DSUB
OG0001024	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP	LOC117899346|XP_034665189.1|DSUB
OG0001025	CCAP1982_LOCUS14956|CAD7006653.1|CCAP	LOC117894385|XP_034657282.1|DSUB
OG0001026	CCAP1982_LOCUS21674|CAD7013623.1|CCAP	LOC117891491|XP_034652862.1|DSUB
OG0001027	CCAP1982_LOCUS11668|CAD7003208.1|CCAP	LOC117893805|XP_034656442.1|DSUB
OG0001028	CCAP1982_LOCUS8649|CAD7000156.1|CCAP	LOC117901903|XP_034668759.1|DSUB
OG0001031	CCAP1982_LOCUS6156|CAD6997517.1|CCAP	LOC117902440|XP_034669713.1|DSUB
OG0001034	CCAP1982_LOCUS13833|CAD7005473.1|CCAP	LOC117892948|XP_034655161.1|DSUB
OG0001042	CCAP1982_LOCUS1764|CAD6992931.1|CCAP	LOC117898162|XP_034663262.1|DSUB
OG0001044	CCAP1982_LOCUS21192|CAD7013119.1|CCAP, CCAP1982_LOCUS21189|CAD7013116.1|CCAP, CCAP1982_LOCUS21193|CAD7013120.1|CCAP	LOC117892658|XP_034654935.1|DSUB
OG0001045	CCAP1982_LOCUS20913|CAD7012813.1|CCAP	LOC117891081|XP_034652152.1|DSUB
OG0001046	CCAP1982_LOCUS19960|CAD7011851.1|CCAP	LOC117892254|XP_034654256.1|DSUB
OG0001047	CCAP1982_LOCUS20366|CAD7012270.1|CCAP	LOC117890831|XP_034651804.1|DSUB
OG0001048	CCAP1982_LOCUS21371|CAD7013300.1|CCAP	LOC117892034|XP_034653849.1|DSUB
OG0001049	CCAP1982_LOCUS12233|CAD7003800.1|CCAP, CCAP1982_LOCUS12232|CAD7003799.1|CCAP	LOC117900405|XP_034666652.1|DSUB, LOC117895855|XP_034659711.1|DSUB
OG0001050	CCAP1982_LOCUS11755|CAD7003293.1|CCAP	LOC117894035|XP_034656773.1|DSUB
OG0001051	CCAP1982_LOCUS7727|CAD6999191.1|CCAP	LOC117900143|XP_034666266.1|DSUB
OG0001052	CCAP1982_LOCUS5814|CAD6997172.1|CCAP	LOC117902345|XP_034669537.1|DSUB
OG0001054	CCAP1982_LOCUS3180|CAD6994429.1|CCAP	LOC117897522|XP_034662329.1|DSUB
OG0001057	CCAP1982_LOCUS20701|CAD7012617.1|CCAP	LOC117900137|XP_034666255.1|DSUB, LOC117900136|XP_034666253.1|DSUB
OG0001059	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP	LOC117894396|XP_034657289.1|DSUB
OG0001060	CCAP1982_LOCUS398|CAD6991473.1|CCAP	LOC117892851|XP_034655083.1|DSUB, LOC117893038|XP_034655302.1|DSUB, LOC117896757|XP_034661123.1|DSUB, LOC117896283|XP_034660378.1|DSUB
OG0001061	CCAP1982_LOCUS21406|CAD7013338.1|CCAP, CCAP1982_LOCUS4091|CAD6995373.1|CCAP	LOC117899174|XP_034664925.1|DSUB, LOC117899173|XP_034664923.1|DSUB
OG0001062	CCAP1982_LOCUS2581|CAD6993783.1|CCAP	LOC117897997|XP_034663016.1|DSUB, LOC117897996|XP_034663013.1|DSUB
OG0001063	CCAP1982_LOCUS20718|CAD7012631.1|CCAP, CCAP1982_LOCUS20715|CAD7012628.1|CCAP	LOC117903081|XP_034670770.1|DSUB, LOC117891251|XP_034652505.1|DSUB
OG0001065	CCAP1982_LOCUS14284|CAD7005946.1|CCAP	LOC117894849|XP_034657996.1|DSUB, LOC117890391|XP_034651086.1|DSUB, LOC117889931|XP_034650353.1|DSUB, LOC117893362|XP_034655844.1|DSUB, LOC117889867|XP_034650265.1|DSUB
OG0001073	CCAP1982_LOCUS2980|CAD6994218.1|CCAP	LOC117896380|XP_034660552.1|DSUB
OG0001074	CCAP1982_LOCUS22501|CAD7014499.1|CCAP	LOC117891125|XP_034652221.1|DSUB
OG0001075	CCAP1982_LOCUS14895|CAD7006581.1|CCAP	LOC117895805|XP_034659617.1|DSUB
OG0001077	CCAP1982_LOCUS4172|CAD6995457.1|CCAP	LOC117897413|XP_034662131.1|DSUB
OG0001079	CCAP1982_LOCUS12708|CAD7004289.1|CCAP	LOC117895434|XP_034658979.1|DSUB
OG0001080	CCAP1982_LOCUS11124|CAD7002641.1|CCAP	LOC117895626|XP_034659271.1|DSUB
OG0001081	CCAP1982_LOCUS996|CAD6992112.1|CCAP	LOC117898504|XP_034663848.1|DSUB
OG0001082	CCAP1982_LOCUS22051|CAD7014045.1|CCAP	LOC117889829|XP_034650202.1|DSUB
OG0001083	CCAP1982_LOCUS14891|CAD7006577.1|CCAP	LOC117895332|XP_034658796.1|DSUB
OG0001084	CCAP1982_LOCUS21820|CAD7013799.1|CCAP	LOC117891060|XP_034652123.1|DSUB
OG0001085	CCAP1982_LOCUS21337|CAD7013266.1|CCAP	LOC117899249|XP_034665020.1|DSUB, LOC117899251|XP_034665026.1|DSUB, LOC117892141|XP_034654070.1|DSUB, LOC117890120|XP_034650686.1|DSUB, LOC117899253|XP_034665030.1|DSUB, LOC117896874|XP_034661294.1|DSUB
OG0001086	CCAP1982_LOCUS21090|CAD7013000.1|CCAP	LOC117891073|XP_034652141.1|DSUB
OG0001088	CCAP1982_LOCUS12834|CAD7004425.1|CCAP	LOC117894642|XP_034657705.1|DSUB
OG0001089	CCAP1982_LOCUS12321|CAD7003891.1|CCAP	LOC117894304|XP_034657161.1|DSUB
OG0001090	CCAP1982_LOCUS12515|CAD7004092.1|CCAP	LOC117894796|XP_034657916.1|DSUB
OG0001092	CCAP1982_LOCUS8406|CAD6999896.1|CCAP	LOC117901635|XP_034668356.1|DSUB
OG0001093	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP	LOC117901798|XP_034668599.1|DSUB
OG0001094	CCAP1982_LOCUS6594|CAD6997977.1|CCAP	LOC117900968|XP_034667440.1|DSUB
OG0001095	CCAP1982_LOCUS5633|CAD6996967.1|CCAP	LOC117901202|XP_034667747.1|DSUB
OG0001096	CCAP1982_LOCUS8252|CAD6999726.1|CCAP	LOC117900177|XP_034666313.1|DSUB
OG0001097	CCAP1982_LOCUS5730|CAD6997077.1|CCAP	LOC117902276|XP_034669435.1|DSUB
OG0001098	CCAP1982_LOCUS13085|CAD7004691.1|CCAP	LOC117892023|XP_034653809.1|DSUB, LOC117895074|XP_034658354.1|DSUB
OG0001099	CCAP1982_LOCUS12524|CAD7004101.1|CCAP	LOC117894278|XP_034657125.1|DSUB
OG0001100	CCAP1982_LOCUS908|CAD6992026.1|CCAP	LOC117897810|XP_034662750.1|DSUB
OG0001101	CCAP1982_LOCUS20125|CAD7012014.1|CCAP	LOC117891853|XP_034653493.1|DSUB
OG0001102	CCAP1982_LOCUS14202|CAD7005860.1|CCAP	LOC117893877|XP_034656540.1|DSUB
OG0001103	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP	LOC117898590|XP_034664026.1|DSUB
OG0001104	CCAP1982_LOCUS20148|CAD7012046.1|CCAP	LOC117892556|XP_034654758.1|DSUB
OG0001106	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP	LOC117903003|XP_034670635.1|DSUB
OG0001119	CCAP1982_LOCUS4136|CAD6995419.1|CCAP	LOC117897781|XP_034662720.1|DSUB
OG0001120	CCAP1982_LOCUS3124|CAD6994371.1|CCAP	LOC117896613|XP_034660937.1|DSUB
OG0001121	CCAP1982_LOCUS22188|CAD7014182.1|CCAP, CCAP1982_LOCUS22185|CAD7014179.1|CCAP, CCAP1982_LOCUS22180|CAD7014174.1|CCAP	LOC117891994|XP_034653765.1|DSUB
