Orthogroup	CCAP.longest_only	DANA.longest_only
OG0000844	CCAP1982_LOCUS21108|CAD7013021.1|CCAP	LOC6494232|XP_001960692.2|DANA, LOC6500108|XP_001953208.1|DANA
OG0000846	CCAP1982_LOCUS1614|CAD6992773.1|CCAP	LOC6505525|XP_001964761.1|DANA
OG0000847	CCAP1982_LOCUS7164|CAD6998586.1|CCAP	LOC6494863|XP_001959530.1|DANA, LOC6495841|XP_001959689.1|DANA
OG0000848	CCAP1982_LOCUS8247|CAD6999721.1|CCAP	LOC6497434|XP_032307588.1|DANA
OG0000848	CCAP1982_LOCUS8237|CAD6999711.1|CCAP	LOC6506350|XP_001965156.2|DANA
OG0000849	CCAP1982_LOCUS8441|CAD6999928.1|CCAP, CCAP1982_LOCUS8442|CAD6999929.1|CCAP, CCAP1982_LOCUS8443|CAD6999930.1|CCAP	LOC6498150|XP_001962184.1|DANA, LOC6497973|XP_001961824.1|DANA
OG0000850	CCAP1982_LOCUS22786|CAD7014819.1|CCAP	LOC6496373|XP_001960782.1|DANA, LOC6496372|XP_001960781.1|DANA
OG0000856	CCAP1982_LOCUS13873|CAD7005513.1|CCAP	LOC6493573|XP_001958023.2|DANA
OG0000858	CCAP1982_LOCUS3995|CAD6995275.1|CCAP	LOC6500868|XP_001954071.1|DANA
OG0000860	CCAP1982_LOCUS12607|CAD7004188.1|CCAP	LOC6502837|XP_001957292.2|DANA, LOC6493095|XP_032309559.1|DANA
OG0000861	CCAP1982_LOCUS23355|CAD7015412.1|CCAP	LOC6495915|XP_032306078.1|DANA
OG0000863	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP	LOC6501214|XP_032305550.1|DANA
OG0000865	CCAP1982_LOCUS4953|CAD6996270.1|CCAP	LOC26513756|XP_014759879.2|DANA, LOC6501249|XP_001954848.2|DANA
OG0000866	CCAP1982_LOCUS8871|CAD7000396.1|CCAP	LOC6497985|XP_001961843.1|DANA, LOC6497986|XP_001961844.2|DANA
OG0000867	CCAP1982_LOCUS6476|CAD6997852.1|CCAP	LOC6496945|XP_001963082.1|DANA
OG0000869	CCAP1982_LOCUS4368|CAD6995661.1|CCAP, CCAP1982_LOCUS4369|CAD6995662.1|CCAP	LOC6500444|XP_032305892.1|DANA, LOC6500445|XP_001953224.1|DANA
OG0000870	CCAP1982_LOCUS20504|CAD7012418.1|CCAP	LOC6495720|XP_032306845.1|DANA
OG0000871	CCAP1982_LOCUS19771|CAD7011687.1|CCAP	LOC6495143|XP_001958966.1|DANA
OG0000872	CCAP1982_LOCUS21128|CAD7013046.1|CCAP	LOC6496323|XP_001960703.1|DANA
OG0000873	CCAP1982_LOCUS11691|CAD7003230.1|CCAP	LOC6493814|XP_001958490.2|DANA
OG0000875	CCAP1982_LOCUS2405|CAD6993595.1|CCAP	LOC6502911|XP_001963605.1|DANA
OG0000875	CCAP1982_LOCUS14457|CAD7006125.1|CCAP	LOC6506253|XP_001958258.1|DANA
OG0000878	CCAP1982_LOCUS20172|CAD7012072.1|CCAP, CCAP1982_LOCUS20173|CAD7012073.1|CCAP, CCAP1982_LOCUS20174|CAD7012074.1|CCAP, CCAP1982_LOCUS20175|CAD7012075.1|CCAP	LOC6494430|XP_001960326.2|DANA
OG0000885	CCAP1982_LOCUS3879|CAD6995158.1|CCAP	LOC6505658|XP_014760744.1|DANA
OG0000886	CCAP1982_LOCUS2115|CAD6993301.1|CCAP	LOC6499702|XP_001954102.1|DANA
OG0000888	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP	LOC6507673|XP_032309489.1|DANA
OG0000889	CCAP1982_LOCUS13751|CAD7005391.1|CCAP	LOC6493858|XP_032310644.1|DANA
OG0000890	CCAP1982_LOCUS23265|CAD7015320.1|CCAP	LOC6494190|XP_001960789.1|DANA
OG0000891	CCAP1982_LOCUS8035|CAD6999510.1|CCAP	LOC26515004|XP_014760661.1|DANA, LOC6504382|XP_001964970.1|DANA, LOC26514487|XP_014760652.1|DANA, LOC6497237|XP_001962500.1|DANA
OG0000892	CCAP1982_LOCUS14260|CAD7005922.1|CCAP	LOC6507189|XP_032310344.1|DANA, LOC6493218|XP_014764257.1|DANA
OG0000893	CCAP1982_LOCUS4761|CAD6996054.1|CCAP	LOC6500458|XP_001953250.3|DANA
OG0000894	CCAP1982_LOCUS5163|CAD6996494.1|CCAP	LOC6500110|XP_001953204.1|DANA
OG0000895	CCAP1982_LOCUS22848|CAD7014884.1|CCAP	LOC6496425|XP_001960891.1|DANA, LOC6496427|XP_001960892.2|DANA
OG0000897	CCAP1982_LOCUS357|CAD6991430.1|CCAP	LOC6499596|XP_001954328.1|DANA
OG0000897	CCAP1982_LOCUS354|CAD6991427.1|CCAP	LOC6501000|XP_001954331.1|DANA
OG0000898	CCAP1982_LOCUS251|CAD6991322.1|CCAP	LOC6494259|XP_001960651.1|DANA, LOC6496393|XP_001960811.1|DANA
OG0000899	CCAP1982_LOCUS2195|CAD6993379.1|CCAP	LOC6501613|XP_014767118.1|DANA
OG0000900	CCAP1982_LOCUS22789|CAD7014822.1|CCAP	LOC6494194|XP_001960779.1|DANA, LOC6496370|XP_001960778.1|DANA
OG0000901	CCAP1982_LOCUS19938|CAD7011828.1|CCAP, CCAP1982_LOCUS19939|CAD7011829.1|CCAP	LOC6494470|XP_001960272.1|DANA, LOC6496123|XP_001960273.1|DANA
OG0000909	CCAP1982_LOCUS3768|CAD6995038.1|CCAP	LOC6501502|XP_001955381.1|DANA
OG0000911	CCAP1982_LOCUS21662|CAD7013610.1|CCAP	LOC6496070|XP_001960155.1|DANA
OG0000912	CCAP1982_LOCUS14320|CAD7005984.1|CCAP	LOC6493242|XP_001957341.1|DANA
OG0000913	CCAP1982_LOCUS10762|CAD7002267.1|CCAP	LOC26514528|XP_014765636.2|DANA
OG0000913	CCAP1982_LOCUS10773|CAD7002278.1|CCAP	LOC6507742|XP_014765443.1|DANA
OG0000914	CCAP1982_LOCUS21261|CAD7013190.1|CCAP	LOC6495705|XP_001959407.1|DANA
OG0000915	CCAP1982_LOCUS21547|CAD7013485.1|CCAP	LOC6494144|XP_001960878.2|DANA
OG0000916	CCAP1982_LOCUS8269|CAD6999743.1|CCAP	LOC6498084|XP_014761977.1|DANA, LOC6498083|XP_001962048.1|DANA
OG0000917	CCAP1982_LOCUS8922|CAD7000445.1|CCAP	LOC26514674|XP_032309481.1|DANA, LOC6498313|XP_032307478.1|DANA
OG0000918	CCAP1982_LOCUS5537|CAD6996863.1|CCAP	LOC26514318|XP_032309123.1|DANA
OG0000922	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP	LOC6493427|XP_032310576.1|DANA, LOC6493426|XP_001957724.1|DANA
OG0000923	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP	LOC6493691|XP_001958244.1|DANA, LOC6501226|XP_001954798.1|DANA
OG0000925	CCAP1982_LOCUS1840|CAD6993005.1|CCAP	LOC6505954|XP_001964677.2|DANA
OG0000927	CCAP1982_LOCUS3546|CAD6994815.1|CCAP, CCAP1982_LOCUS3625|CAD6994890.1|CCAP	LOC6501349|XP_001955044.1|DANA, LOC6501346|XP_001955041.1|DANA
OG0000928	CCAP1982_LOCUS5385|CAD6996701.1|CCAP	LOC6505340|XP_001964843.1|DANA, LOC6505337|XP_001964842.1|DANA
OG0000930	CCAP1982_LOCUS12351|CAD7003926.1|CCAP	LOC6506401|XP_001957940.1|DANA, LOC6506402|XP_001957939.1|DANA
OG0000931	CCAP1982_LOCUS14267|CAD7005929.1|CCAP	LOC6496156|XP_001960346.1|DANA, LOC6497741|XP_001961444.2|DANA
OG0000932	CCAP1982_LOCUS13477|CAD7005115.1|CCAP, CCAP1982_LOCUS13478|CAD7005116.1|CCAP, CCAP1982_LOCUS13476|CAD7005114.1|CCAP	LOC6507113|XP_001956642.2|DANA
OG0000935	CCAP1982_LOCUS3212|CAD6994467.1|CCAP	LOC6499809|XP_014766231.1|DANA
OG0000936	CCAP1982_LOCUS4121|CAD6995403.1|CCAP	LOC26515221|XP_014760188.1|DANA, LOC6501997|XP_001966843.1|DANA
OG0000937	CCAP1982_LOCUS3421|CAD6994686.1|CCAP, CCAP1982_LOCUS3422|CAD6994687.1|CCAP	LOC6505605|XP_014760720.1|DANA
OG0000939	CCAP1982_LOCUS8572|CAD7000071.1|CCAP	LOC6504469|XP_001964948.1|DANA
OG0000942	CCAP1982_LOCUS13068|CAD7004674.1|CCAP	LOC6493057|XP_001956963.2|DANA
OG0000943	CCAP1982_LOCUS23191|CAD7015240.1|CCAP	LOC6495958|XP_001959932.1|DANA
OG0000945	CCAP1982_LOCUS22125|CAD7014119.1|CCAP	LOC26514192|XP_014765586.1|DANA, LOC6492950|XP_001956724.2|DANA, LOC6492951|XP_001956725.1|DANA
OG0000947	CCAP1982_LOCUS19572|CAD7011472.1|CCAP	LOC6495738|XP_001959468.1|DANA
OG0000948	CCAP1982_LOCUS11573|CAD7003110.1|CCAP	LOC6506845|XP_001957130.1|DANA
OG0000951	CCAP1982_LOCUS166|CAD6991229.1|CCAP	LOC6500738|XP_001953820.1|DANA
OG0000952	CCAP1982_LOCUS7797|CAD6999267.1|CCAP	LOC26514690|XP_014759083.2|DANA, LOC26515556|XP_014759080.2|DANA, LOC116656451|XP_032311970.1|DANA, LOC26515013|XP_014760662.1|DANA, LOC116656485|XP_032312035.1|DANA
OG0000954	CCAP1982_LOCUS8898|CAD7000422.1|CCAP, CCAP1982_LOCUS8895|CAD7000419.1|CCAP, CCAP1982_LOCUS19795|CAD7011710.1|CCAP	LOC6493913|XP_001961337.1|DANA
OG0000955	CCAP1982_LOCUS21840|CAD7013820.1|CCAP	LOC6499042|XP_001955438.2|DANA
OG0000955	CCAP1982_LOCUS481|CAD6991562.1|CCAP	LOC26515141|XP_014767388.1|DANA
OG0000956	CCAP1982_LOCUS4932|CAD6996249.1|CCAP, CCAP1982_LOCUS4465|CAD6995762.1|CCAP	LOC6499355|XP_001954807.1|DANA, LOC6499351|XP_001954811.1|DANA
OG0000957	CCAP1982_LOCUS13628|CAD7005271.1|CCAP	LOC6502521|XP_001960129.1|DANA, LOC6496058|XP_001960130.2|DANA
OG0000958	CCAP1982_LOCUS4000|CAD6995281.1|CCAP	LOC6500871|XP_001954077.1|DANA, LOC6494372|XP_001960443.1|DANA
OG0000959	CCAP1982_LOCUS19918|CAD7011808.1|CCAP	LOC6493144|XP_001957139.2|DANA
OG0000961	CCAP1982_LOCUS14090|CAD7005739.1|CCAP	LOC6506739|XP_001957328.1|DANA, LOC6506736|XP_001957331.1|DANA
OG0000964	CCAP1982_LOCUS19682|CAD7011593.1|CCAP	LOC6495506|XP_001958996.3|DANA
OG0000966	CCAP1982_LOCUS5066|CAD6996391.1|CCAP	LOC6494018|XP_001961138.2|DANA, LOC6505573|XP_001964673.2|DANA
OG0000968	CCAP1982_LOCUS11834|CAD7003375.1|CCAP	LOC6493392|XP_001957661.1|DANA
OG0000969	CCAP1982_LOCUS23334|CAD7015390.1|CCAP	LOC6495068|XP_001959133.1|DANA
OG0000970	CCAP1982_LOCUS2746|CAD6993961.1|CCAP	LOC6499103|XP_001955292.1|DANA
OG0000971	CCAP1982_LOCUS8220|CAD6999693.1|CCAP	LOC6497363|XP_001962245.1|DANA
OG0000972	CCAP1982_LOCUS11059|CAD7002571.1|CCAP	LOC6493796|XP_001958452.1|DANA, LOC6504874|XP_001966502.1|DANA
OG0000974	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP	LOC6492961|XP_001956755.1|DANA
OG0000975	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP	LOC6499433|XP_001954649.2|DANA
OG0000976	CCAP1982_LOCUS4863|CAD6996171.1|CCAP	LOC6500508|XP_032305732.1|DANA
OG0000977	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP	LOC116656597|XP_032312350.1|DANA, LOC6494263|XP_032312347.1|DANA
OG0000978	CCAP1982_LOCUS4767|CAD6996059.1|CCAP	LOC6500942|XP_001954219.1|DANA
OG0000979	CCAP1982_LOCUS1023|CAD6992145.1|CCAP	LOC6495865|XP_001959739.1|DANA
OG0000982	CCAP1982_LOCUS2938|CAD6994173.1|CCAP	LOC6501169|XP_001954685.1|DANA, LOC26515212|XP_014767405.1|DANA, LOC116655180|XP_032308558.1|DANA, LOC26514617|XP_014767314.1|DANA
OG0000984	CCAP1982_LOCUS5396|CAD6996713.1|CCAP, CCAP1982_LOCUS9002|CAD7000524.1|CCAP	LOC26513921|XP_032311871.1|DANA, LOC6497331|XP_032307675.1|DANA
OG0000992	CCAP1982_LOCUS4021|CAD6995302.1|CCAP	LOC6494981|XP_001959285.1|DANA, LOC6499776|XP_032311388.1|DANA
OG0000995	CCAP1982_LOCUS22836|CAD7014872.1|CCAP	LOC6504916|XP_001966586.1|DANA
OG0000996	CCAP1982_LOCUS21390|CAD7013320.1|CCAP	LOC6494660|XP_001959915.1|DANA
OG0000997	CCAP1982_LOCUS23125|CAD7015172.1|CCAP	LOC6494847|XP_001959560.1|DANA
OG0000998	CCAP1982_LOCUS11159|CAD7002677.1|CCAP	LOC6507504|XP_014765275.1|DANA
OG0001000	CCAP1982_LOCUS7177|CAD6998602.1|CCAP	LOC26514490|XP_032311485.1|DANA
OG0001001	CCAP1982_LOCUS7241|CAD6998682.1|CCAP	LOC6495875|XP_032306453.1|DANA
OG0001002	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP	LOC6497872|XP_032307571.1|DANA
OG0001004	CCAP1982_LOCUS519|CAD6991602.1|CCAP	LOC6505811|XP_001964413.1|DANA
OG0001005	CCAP1982_LOCUS13375|CAD7004999.1|CCAP	LOC6504891|XP_014759849.1|DANA
OG0001006	CCAP1982_LOCUS13426|CAD7005058.1|CCAP	LOC6500613|XP_001953564.1|DANA, LOC6507142|XP_001956597.1|DANA
OG0001007	CCAP1982_LOCUS21101|CAD7013012.1|CCAP	LOC6494227|XP_001960699.1|DANA
OG0001009	CCAP1982_LOCUS8077|CAD6999557.1|CCAP	LOC6500996|XP_001954320.1|DANA, LOC6500551|XP_001953439.1|DANA
OG0001013	CCAP1982_LOCUS13472|CAD7005110.1|CCAP	LOC116654955|XP_032307680.1|DANA, LOC6507134|XP_001956611.2|DANA, LOC6507110|XP_032310444.1|DANA
OG0001014	CCAP1982_LOCUS14739|CAD7006419.1|CCAP	LOC6493716|XP_001958295.1|DANA, LOC6506228|XP_001958303.2|DANA
OG0001019	CCAP1982_LOCUS3433|CAD6994698.1|CCAP	LOC6505912|XP_032305482.1|DANA
OG0001021	CCAP1982_LOCUS6394|CAD6997764.1|CCAP, CCAP1982_LOCUS20090|CAD7011979.1|CCAP, CCAP1982_LOCUS20092|CAD7011981.1|CCAP	LOC6497767|XP_032307532.1|DANA
OG0001024	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP	LOC6505615|XP_014760728.1|DANA
OG0001025	CCAP1982_LOCUS14956|CAD7006653.1|CCAP	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA
OG0001026	CCAP1982_LOCUS21674|CAD7013623.1|CCAP	LOC6494089|XP_001961002.1|DANA
OG0001027	CCAP1982_LOCUS11668|CAD7003208.1|CCAP	LOC6493671|XP_001958201.1|DANA
OG0001028	CCAP1982_LOCUS8649|CAD7000156.1|CCAP	LOC6497353|XP_001962260.1|DANA
OG0001031	CCAP1982_LOCUS6156|CAD6997517.1|CCAP	LOC6496735|XP_032309181.1|DANA
OG0001034	CCAP1982_LOCUS13833|CAD7005473.1|CCAP	LOC6506118|XP_001958514.2|DANA
OG0001042	CCAP1982_LOCUS1764|CAD6992931.1|CCAP	LOC6505579|XP_001964663.1|DANA
OG0001044	CCAP1982_LOCUS21192|CAD7013119.1|CCAP, CCAP1982_LOCUS21189|CAD7013116.1|CCAP, CCAP1982_LOCUS21193|CAD7013120.1|CCAP	LOC6494560|XP_001960100.1|DANA
OG0001045	CCAP1982_LOCUS20913|CAD7012813.1|CCAP	LOC6495482|XP_032306158.1|DANA
OG0001046	CCAP1982_LOCUS19960|CAD7011851.1|CCAP	LOC6494524|XP_001960176.1|DANA
OG0001047	CCAP1982_LOCUS20366|CAD7012270.1|CCAP	LOC6507963|XP_001961087.1|DANA
OG0001048	CCAP1982_LOCUS21371|CAD7013300.1|CCAP	LOC6494479|XP_001960254.1|DANA
OG0001049	CCAP1982_LOCUS12233|CAD7003800.1|CCAP, CCAP1982_LOCUS12232|CAD7003799.1|CCAP	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA, LOC6507707|XP_001956182.1|DANA
OG0001050	CCAP1982_LOCUS11755|CAD7003293.1|CCAP	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA
OG0001051	CCAP1982_LOCUS7727|CAD6999191.1|CCAP	LOC6504548|XP_001964924.1|DANA
OG0001052	CCAP1982_LOCUS5814|CAD6997172.1|CCAP	LOC6498035|XP_001961941.1|DANA
OG0001054	CCAP1982_LOCUS3180|CAD6994429.1|CCAP	LOC6501062|XP_001954486.1|DANA, LOC6501063|XP_001954487.2|DANA
OG0001057	CCAP1982_LOCUS20701|CAD7012617.1|CCAP	LOC6505382|XP_001964871.1|DANA
OG0001059	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP	LOC6493709|XP_001958281.2|DANA
OG0001060	CCAP1982_LOCUS398|CAD6991473.1|CCAP	LOC6499855|XP_001953768.1|DANA
OG0001061	CCAP1982_LOCUS21406|CAD7013338.1|CCAP, CCAP1982_LOCUS4091|CAD6995373.1|CCAP	LOC6502657|XP_032305514.1|DANA, LOC6502658|XP_001953625.1|DANA
OG0001062	CCAP1982_LOCUS2581|CAD6993783.1|CCAP	LOC6499155|XP_001955199.2|DANA, LOC6499154|XP_001955200.2|DANA
OG0001063	CCAP1982_LOCUS20718|CAD7012631.1|CCAP, CCAP1982_LOCUS20715|CAD7012628.1|CCAP	LOC6504077|XP_001964133.1|DANA, LOC6503571|XP_032309452.1|DANA
OG0001065	CCAP1982_LOCUS14284|CAD7005946.1|CCAP	LOC6495345|XP_014763266.1|DANA
OG0001073	CCAP1982_LOCUS2980|CAD6994218.1|CCAP	LOC6499252|XP_001955021.1|DANA
OG0001074	CCAP1982_LOCUS22501|CAD7014499.1|CCAP	LOC6496521|XP_001961061.1|DANA
OG0001075	CCAP1982_LOCUS14895|CAD7006581.1|CCAP	LOC6492987|XP_014764165.1|DANA
OG0001077	CCAP1982_LOCUS4172|CAD6995457.1|CCAP	LOC6502725|XP_001964343.1|DANA
OG0001079	CCAP1982_LOCUS12708|CAD7004289.1|CCAP	LOC6493436|XP_001957746.1|DANA
OG0001080	CCAP1982_LOCUS11124|CAD7002641.1|CCAP	LOC6492944|XP_001956710.1|DANA
OG0001081	CCAP1982_LOCUS996|CAD6992112.1|CCAP	LOC6500140|XP_032305745.1|DANA
OG0001082	CCAP1982_LOCUS22051|CAD7014045.1|CCAP	LOC6495595|XP_001959169.1|DANA
OG0001083	CCAP1982_LOCUS14891|CAD7006577.1|CCAP	LOC6492985|XP_001956794.2|DANA
OG0001084	CCAP1982_LOCUS21820|CAD7013799.1|CCAP	LOC6496634|XP_001961298.2|DANA
OG0001085	CCAP1982_LOCUS21337|CAD7013266.1|CCAP	LOC6493897|XP_001961372.2|DANA
OG0001086	CCAP1982_LOCUS21090|CAD7013000.1|CCAP	LOC6496322|XP_001960702.1|DANA
OG0001088	CCAP1982_LOCUS12834|CAD7004425.1|CCAP	LOC6506999|XP_001956855.2|DANA
OG0001089	CCAP1982_LOCUS12321|CAD7003891.1|CCAP	LOC6507685|XP_001956146.1|DANA
OG0001090	CCAP1982_LOCUS12515|CAD7004092.1|CCAP	LOC6506861|XP_001957104.3|DANA
OG0001092	CCAP1982_LOCUS8406|CAD6999896.1|CCAP	LOC6498369|XP_001962641.1|DANA
OG0001093	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP	LOC6497317|XP_001962334.1|DANA
OG0001094	CCAP1982_LOCUS6594|CAD6997977.1|CCAP	LOC6497109|XP_001962739.1|DANA
OG0001095	CCAP1982_LOCUS5633|CAD6996967.1|CCAP	LOC6506293|XP_001958185.2|DANA
OG0001096	CCAP1982_LOCUS8252|CAD6999726.1|CCAP	LOC6497635|XP_001961667.1|DANA
OG0001097	CCAP1982_LOCUS5730|CAD6997077.1|CCAP	LOC26513851|XP_014760196.2|DANA, LOC26515443|XP_032311479.1|DANA, LOC26515555|XP_014760222.2|DANA
OG0001099	CCAP1982_LOCUS12524|CAD7004101.1|CCAP	LOC6506930|XP_001956969.1|DANA
OG0001100	CCAP1982_LOCUS908|CAD6992026.1|CCAP	LOC26515027|XP_014760933.1|DANA
OG0001101	CCAP1982_LOCUS20125|CAD7012014.1|CCAP	LOC6496268|XP_032306371.1|DANA
OG0001102	CCAP1982_LOCUS14202|CAD7005860.1|CCAP	LOC6507232|XP_001956425.3|DANA
OG0001103	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP	LOC6500718|XP_001953787.1|DANA
OG0001104	CCAP1982_LOCUS20148|CAD7012046.1|CCAP	LOC6502561|XP_001959387.2|DANA
OG0001106	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP	LOC6502092|XP_032311726.1|DANA
OG0001119	CCAP1982_LOCUS4136|CAD6995419.1|CCAP	LOC6503261|XP_001965829.2|DANA
OG0001120	CCAP1982_LOCUS3124|CAD6994371.1|CCAP	LOC6501048|XP_014766872.1|DANA
OG0001121	CCAP1982_LOCUS22188|CAD7014182.1|CCAP, CCAP1982_LOCUS22185|CAD7014179.1|CCAP, CCAP1982_LOCUS22180|CAD7014174.1|CCAP	LOC6496680|XP_032311515.1|DANA
OG0001122	CCAP1982_LOCUS12577|CAD7004157.1|CCAP	LOC6507065|XP_001956726.1|DANA
OG0001124	CCAP1982_LOCUS3530|CAD6994799.1|CCAP	LOC6499861|XP_001953751.1|DANA
OG0001125	CCAP1982_LOCUS12956|CAD7004560.1|CCAP	LOC6505849|XP_001964481.1|DANA
OG0001126	CCAP1982_LOCUS12939|CAD7004542.1|CCAP	LOC6506624|XP_032309894.1|DANA
OG0001127	CCAP1982_LOCUS13446|CAD7005083.1|CCAP	LOC6507129|XP_001956620.2|DANA
OG0001129	CCAP1982_LOCUS5497|CAD6996824.1|CCAP, CCAP1982_LOCUS5496|CAD6996823.1|CCAP	LOC6498396|XP_014762113.1|DANA
OG0001130	CCAP1982_LOCUS5744|CAD6997091.1|CCAP	LOC6496979|XP_001963009.1|DANA, LOC6502599|XP_001967702.2|DANA
OG0001131	CCAP1982_LOCUS10341|CAD7001852.1|CCAP	LOC6501803|XP_032308074.1|DANA
OG0001133	CCAP1982_LOCUS6899|CAD6998290.1|CCAP	LOC6497357|XP_001962255.1|DANA
OG0001134	CCAP1982_LOCUS20005|CAD7011894.1|CCAP	LOC6496015|XP_032306105.1|DANA
OG0001135	CCAP1982_LOCUS54|CAD6991107.1|CCAP, CCAP1982_LOCUS53|CAD6991106.1|CCAP	LOC6499029|XP_014765875.1|DANA
OG0001136	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP	LOC6501200|XP_014766930.1|DANA
OG0001137	CCAP1982_LOCUS5134|CAD6996465.1|CCAP	LOC6499465|XP_032307090.1|DANA
OG0001138	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP	LOC6507074|XP_001956711.1|DANA
OG0001139	CCAP1982_LOCUS14528|CAD7006200.1|CCAP	LOC6507258|XP_001956374.1|DANA
OG0001140	CCAP1982_LOCUS30|CAD6991082.1|CCAP, CCAP1982_LOCUS29|CAD6991081.1|CCAP	LOC6501631|XP_001955641.1|DANA, LOC26515437|XP_032312049.1|DANA, LOC116656528|XP_032312048.1|DANA
OG0001141	CCAP1982_LOCUS1431|CAD6992583.1|CCAP, CCAP1982_LOCUS1434|CAD6992585.1|CCAP	LOC6500771|XP_032308057.1|DANA
OG0001142	CCAP1982_LOCUS1037|CAD6992159.1|CCAP	LOC6501101|XP_001954550.1|DANA
OG0001142	CCAP1982_LOCUS1038|CAD6992161.1|CCAP	LOC6501102|XP_001954551.3|DANA
OG0001144	CCAP1982_LOCUS20324|CAD7012226.1|CCAP	LOC6499209|XP_001955105.1|DANA, LOC6494265|XP_032306733.1|DANA
OG0001145	CCAP1982_LOCUS20697|CAD7012613.1|CCAP	LOC6495334|XP_001958612.1|DANA, LOC6495336|XP_001958610.1|DANA, LOC6495335|XP_001958611.1|DANA
OG0001146	CCAP1982_LOCUS14012|CAD7005655.1|CCAP	LOC6504325|XP_001965038.2|DANA, LOC6503982|XP_032308591.1|DANA
OG0001153	CCAP1982_LOCUS20531|CAD7012450.1|CCAP	LOC6495302|XP_001958665.1|DANA
OG0001154	CCAP1982_LOCUS5972|CAD6997338.1|CCAP	LOC6498541|XP_014762175.1|DANA
OG0001157	CCAP1982_LOCUS4069|CAD6995350.1|CCAP, CCAP1982_LOCUS4068|CAD6995349.1|CCAP	LOC6500183|XP_032305917.1|DANA
OG0001158	CCAP1982_LOCUS8483|CAD6999978.1|CCAP	LOC6497957|XP_001961792.3|DANA
OG0001159	CCAP1982_LOCUS1413|CAD6992567.1|CCAP	LOC6505984|XP_032305333.1|DANA
OG0001160	CCAP1982_LOCUS1437|CAD6992588.1|CCAP, CCAP1982_LOCUS1439|CAD6992590.1|CCAP	LOC6499665|XP_001954191.1|DANA
OG0001161	CCAP1982_LOCUS44|CAD6991097.1|CCAP	LOC6501566|XP_001955486.1|DANA
OG0001162	CCAP1982_LOCUS861|CAD6991974.1|CCAP	LOC6498852|XP_001955800.1|DANA
OG0001163	CCAP1982_LOCUS1187|CAD6992319.1|CCAP	LOC6500392|XP_014766526.1|DANA
OG0001164	CCAP1982_LOCUS3746|CAD6995015.1|CCAP, CCAP1982_LOCUS3747|CAD6995016.1|CCAP	LOC6500846|XP_001954026.2|DANA
OG0001165	CCAP1982_LOCUS2339|CAD6993527.1|CCAP	LOC6494718|XP_001959800.1|DANA
OG0001166	CCAP1982_LOCUS13125|CAD7004732.1|CCAP	LOC6507547|XP_032310546.1|DANA
OG0001167	CCAP1982_LOCUS23222|CAD7015275.1|CCAP	LOC6495633|XP_032307093.1|DANA
OG0001168	CCAP1982_LOCUS22756|CAD7014785.1|CCAP	LOC6495623|XP_001959243.1|DANA
