Orthogroup	CCAP.longest_only	DSUZ.longest_only
OG0000325	CCAP1982_LOCUS14537|CAD7006209.1|CCAP, CCAP1982_LOCUS14573|CAD7006247.1|CCAP	LOC118877344|XP_036671623.1|DSUZ, LOC108020753|XP_016944619.2|DSUZ
OG0000327	CCAP1982_LOCUS21685|CAD7013638.1|CCAP, CCAP1982_LOCUS21684|CAD7013637.1|CCAP, CCAP1982_LOCUS21688|CAD7013644.1|CCAP	LOC108017826|XP_016940467.1|DSUZ, LOC108017804|XP_016940440.1|DSUZ, LOC108017816|XP_016940454.1|DSUZ
OG0000328	CCAP1982_LOCUS11450|CAD7002987.1|CCAP	LOC108008219|XP_016927498.2|DSUZ, LOC108012260|XP_016933049.1|DSUZ, LOC108012259|XP_016933048.1|DSUZ
OG0000331	CCAP1982_LOCUS7694|CAD6999156.1|CCAP	LOC108011965|XP_016932713.1|DSUZ, LOC108011977|XP_016932727.1|DSUZ
OG0000332	CCAP1982_LOCUS2276|CAD6993463.1|CCAP	LOC108007208|XP_016926334.1|DSUZ
OG0000333	CCAP1982_LOCUS14968|CAD7006666.1|CCAP	LOC108013094|XP_016934225.1|DSUZ, LOC108013552|XP_016934951.1|DSUZ
OG0000333	CCAP1982_LOCUS14967|CAD7006665.1|CCAP	LOC108007114|XP_036671129.1|DSUZ
OG0000334	CCAP1982_LOCUS20995|CAD7012896.1|CCAP, CCAP1982_LOCUS19902|CAD7011792.1|CCAP	LOC108010186|XP_016930518.1|DSUZ
OG0000335	CCAP1982_LOCUS6099|CAD6997453.1|CCAP	LOC108012816|XP_016933748.1|DSUZ
OG0000335	CCAP1982_LOCUS6100|CAD6997454.1|CCAP	LOC108008189|XP_016927473.1|DSUZ
OG0000336	CCAP1982_LOCUS705|CAD6991802.1|CCAP	LOC108011717|XP_016932427.2|DSUZ, LOC108007929|XP_036674186.1|DSUZ, LOC108007937|XP_036674185.1|DSUZ
OG0000337	CCAP1982_LOCUS4380|CAD6995673.1|CCAP	LOC108017024|XP_016939470.2|DSUZ, LOC108017025|XP_016939471.2|DSUZ, LOC108015135|XP_016936888.1|DSUZ, LOC108012266|XP_016933056.1|DSUZ
OG0000338	CCAP1982_LOCUS10874|CAD7002380.1|CCAP	LOC108012906|XP_016933912.1|DSUZ
OG0000338	CCAP1982_LOCUS23221|CAD7015274.1|CCAP	LOC108009952|XP_016930189.1|DSUZ
OG0000339	CCAP1982_LOCUS14878|CAD7006564.1|CCAP	LOC108019372|XP_016942683.1|DSUZ
OG0000340	CCAP1982_LOCUS19733|CAD7011646.1|CCAP	LOC108009487|XP_016929368.2|DSUZ
OG0000343	CCAP1982_LOCUS1051|CAD6992177.1|CCAP	LOC108015850|XP_016937907.2|DSUZ
OG0000344	CCAP1982_LOCUS22694|CAD7014712.1|CCAP	LOC108010080|XP_016930385.1|DSUZ
OG0000344	CCAP1982_LOCUS2029|CAD6993210.1|CCAP	LOC108015514|XP_016937465.2|DSUZ
OG0000345	CCAP1982_LOCUS22702|CAD7014723.1|CCAP	LOC108009447|XP_016929290.1|DSUZ
OG0000345	CCAP1982_LOCUS20163|CAD7012061.1|CCAP	LOC108019754|XP_016943187.1|DSUZ
OG0000346	CCAP1982_LOCUS21350|CAD7013279.1|CCAP	LOC108018136|XP_016941080.2|DSUZ, LOC108017685|XP_036669909.1|DSUZ, LOC108008204|XP_016927484.1|DSUZ, LOC108008621|XP_016927991.1|DSUZ, LOC108017684|XP_036669817.1|DSUZ
OG0000347	CCAP1982_LOCUS12932|CAD7004535.1|CCAP	LOC108012743|XP_016933666.1|DSUZ, LOC108011420|XP_016932033.1|DSUZ
OG0000347	CCAP1982_LOCUS8872|CAD7000397.1|CCAP	LOC108021503|XP_016945741.1|DSUZ
OG0000349	CCAP1982_LOCUS5504|CAD6996831.1|CCAP, CCAP1982_LOCUS5503|CAD6996830.1|CCAP	LOC108008902|XP_016928300.2|DSUZ, LOC108021713|XP_016946041.1|DSUZ
OG0000350	CCAP1982_LOCUS13445|CAD7005081.1|CCAP	LOC118877322|XP_036671481.1|DSUZ
OG0000350	CCAP1982_LOCUS13444|CAD7005080.1|CCAP	LOC118878120|XP_036675468.1|DSUZ
OG0000351	CCAP1982_LOCUS19932|CAD7011822.1|CCAP	LOC108008651|XP_016928026.1|DSUZ
OG0000353	CCAP1982_LOCUS1631|CAD6992792.1|CCAP, CCAP1982_LOCUS1641|CAD6992802.1|CCAP, CCAP1982_LOCUS1649|CAD6992810.1|CCAP	LOC108006500|XP_016925512.2|DSUZ
OG0000353	CCAP1982_LOCUS5604|CAD6996934.1|CCAP	LOC108020252|XP_016943865.1|DSUZ
OG0000354	CCAP1982_LOCUS8239|CAD6999713.1|CCAP	LOC108012639|XP_016933554.1|DSUZ
OG0000355	CCAP1982_LOCUS21870|CAD7013851.1|CCAP	LOC108019894|XP_016943462.1|DSUZ
OG0000355	CCAP1982_LOCUS21864|CAD7013844.1|CCAP	LOC108010255|XP_016930601.1|DSUZ
OG0000356	CCAP1982_LOCUS21448|CAD7013383.1|CCAP, CCAP1982_LOCUS21447|CAD7013382.1|CCAP	LOC108016313|XP_016938439.1|DSUZ, LOC108005197|XP_016923876.1|DSUZ
OG0000357	CCAP1982_LOCUS21709|CAD7013666.1|CCAP, CCAP1982_LOCUS4449|CAD6995745.1|CCAP, CCAP1982_LOCUS6423|CAD6997798.1|CCAP, CCAP1982_LOCUS21227|CAD7013156.1|CCAP, CCAP1982_LOCUS9343|CAD7000869.1|CCAP, CCAP1982_LOCUS11160|CAD7002676.1|CCAP, CCAP1982_LOCUS9285|CAD7000810.1|CCAP, CCAP1982_LOCUS10331|CAD7001841.1|CCAP	LOC118878525|XP_036677421.1|DSUZ
OG0000359	CCAP1982_LOCUS14692|CAD7006370.1|CCAP	LOC108015702|XP_036671378.1|DSUZ, LOC108015707|XP_016937729.1|DSUZ, LOC108007539|XP_016926718.1|DSUZ, LOC108007536|XP_016926715.1|DSUZ
OG0000361	CCAP1982_LOCUS5571|CAD6996898.1|CCAP	LOC108020808|XP_036674716.1|DSUZ, LOC108016015|XP_016938097.2|DSUZ, LOC108011981|XP_016932738.1|DSUZ
OG0000362	CCAP1982_LOCUS13419|CAD7005048.1|CCAP	LOC108020346|XP_016944002.1|DSUZ
OG0000362	CCAP1982_LOCUS14636|CAD7006314.1|CCAP	LOC108007706|XP_016926938.1|DSUZ
OG0000363	CCAP1982_LOCUS4780|CAD6996073.1|CCAP	LOC108012077|XP_036674227.1|DSUZ
OG0000363	CCAP1982_LOCUS11893|CAD7003437.1|CCAP, CCAP1982_LOCUS11894|CAD7003438.1|CCAP	LOC108013209|XP_016934414.1|DSUZ
OG0000364	CCAP1982_LOCUS11310|CAD7002841.1|CCAP, CCAP1982_LOCUS11307|CAD7002837.1|CCAP, CCAP1982_LOCUS11309|CAD7002840.1|CCAP	LOC118876793|XP_036670325.1|DSUZ
OG0000364	CCAP1982_LOCUS11295|CAD7002825.1|CCAP, CCAP1982_LOCUS11297|CAD7002827.1|CCAP	LOC108012339|XP_036671083.1|DSUZ
OG0000365	CCAP1982_LOCUS22064|CAD7014056.1|CCAP	LOC108010078|XP_016930383.1|DSUZ
OG0000365	CCAP1982_LOCUS7434|CAD6998887.1|CCAP	LOC108021680|XP_016945986.1|DSUZ
OG0000366	CCAP1982_LOCUS89|CAD6991147.1|CCAP	LOC108015467|XP_036675257.1|DSUZ
OG0000367	CCAP1982_LOCUS7492|CAD6998946.1|CCAP	LOC108012989|XP_016934048.1|DSUZ
OG0000367	CCAP1982_LOCUS20529|CAD7012448.1|CCAP	LOC108009432|XP_016929256.1|DSUZ
OG0000368	CCAP1982_LOCUS13421|CAD7005051.1|CCAP	LOC108014502|XP_016936128.2|DSUZ
OG0000368	CCAP1982_LOCUS14032|CAD7005679.1|CCAP	LOC108010716|XP_016931123.2|DSUZ
OG0000378	CCAP1982_LOCUS6736|CAD6998125.1|CCAP	LOC108016987|XP_016939423.1|DSUZ
OG0000379	CCAP1982_LOCUS21660|CAD7013606.1|CCAP	LOC108008582|XP_016927947.1|DSUZ, LOC108008596|XP_016927963.1|DSUZ, LOC108009438|XP_016929267.1|DSUZ
OG0000380	CCAP1982_LOCUS12650|CAD7004231.1|CCAP	LOC108019670|XP_016943049.1|DSUZ
OG0000380	CCAP1982_LOCUS12649|CAD7004230.1|CCAP	LOC108012439|XP_016933295.1|DSUZ
OG0000381	CCAP1982_LOCUS5374|CAD6996690.1|CCAP	LOC108019165|XP_016942408.1|DSUZ
OG0000383	CCAP1982_LOCUS8613|CAD7000118.1|CCAP	LOC108021575|XP_016945846.1|DSUZ
OG0000383	CCAP1982_LOCUS8611|CAD7000116.1|CCAP	LOC108019536|XP_016942866.1|DSUZ
OG0000384	CCAP1982_LOCUS21415|CAD7013347.1|CCAP	LOC108008549|XP_016927909.2|DSUZ
OG0000384	CCAP1982_LOCUS21411|CAD7013343.1|CCAP, CCAP1982_LOCUS21405|CAD7013337.1|CCAP	LOC108008538|XP_036669460.1|DSUZ
OG0000386	CCAP1982_LOCUS2499|CAD6993693.1|CCAP	LOC108006929|XP_016926020.1|DSUZ, LOC108006928|XP_016926019.2|DSUZ, LOC108019458|XP_016942774.1|DSUZ
OG0000389	CCAP1982_LOCUS4106|CAD6995388.1|CCAP	LOC118879521|XP_036678273.1|DSUZ
OG0000389	CCAP1982_LOCUS19656|CAD7011568.1|CCAP	LOC108013600|XP_016935026.1|DSUZ
OG0000390	CCAP1982_LOCUS21890|CAD7013874.1|CCAP	LOC108021469|XP_016945698.2|DSUZ, LOC108021436|XP_016945642.2|DSUZ
OG0000391	CCAP1982_LOCUS21905|CAD7013892.1|CCAP	LOC108018183|XP_016941173.2|DSUZ
OG0000391	CCAP1982_LOCUS21907|CAD7013893.1|CCAP	LOC108017731|XP_036669963.1|DSUZ
OG0000392	CCAP1982_LOCUS6845|CAD6998235.1|CCAP	LOC108009595|XP_016929560.1|DSUZ
OG0000393	CCAP1982_LOCUS7644|CAD6999099.1|CCAP	LOC108014792|XP_016936477.1|DSUZ
OG0000393	CCAP1982_LOCUS7637|CAD6999091.1|CCAP	LOC108014867|XP_016936581.1|DSUZ
OG0000395	CCAP1982_LOCUS13447|CAD7005084.1|CCAP	LOC108014670|XP_016936325.2|DSUZ, LOC108014648|XP_016936299.2|DSUZ, LOC108014673|XP_016936328.1|DSUZ
OG0000396	CCAP1982_LOCUS8304|CAD6999782.1|CCAP, CCAP1982_LOCUS8303|CAD6999781.1|CCAP, CCAP1982_LOCUS8305|CAD6999783.1|CCAP	LOC108009024|XP_016928488.1|DSUZ, LOC108008654|XP_016928033.1|DSUZ, LOC108020462|XP_016944278.1|DSUZ, LOC108010579|XP_036675856.1|DSUZ, LOC108007590|XP_016926777.1|DSUZ, LOC108005430|XP_016924204.1|DSUZ
OG0000397	CCAP1982_LOCUS22197|CAD7014192.1|CCAP, CCAP1982_LOCUS22198|CAD7014193.1|CCAP	LOC108008102|XP_016927381.2|DSUZ, LOC108009153|XP_036668917.1|DSUZ
OG0000399	CCAP1982_LOCUS1621|CAD6992781.1|CCAP	LOC108016136|XP_016938232.2|DSUZ
OG0000399	CCAP1982_LOCUS3083|CAD6994327.1|CCAP	LOC108008568|XP_016927927.1|DSUZ
OG0000403	CCAP1982_LOCUS1259|CAD6992395.1|CCAP	LOC108015517|XP_016937469.1|DSUZ
OG0000403	CCAP1982_LOCUS22013|CAD7014006.1|CCAP	LOC108009792|XP_016929941.1|DSUZ
OG0000404	CCAP1982_LOCUS1097|CAD6992227.1|CCAP	LOC108018436|XP_036675625.1|DSUZ
OG0000406	CCAP1982_LOCUS11897|CAD7003443.1|CCAP	LOC108012463|XP_016933342.1|DSUZ
OG0000406	CCAP1982_LOCUS21278|CAD7013207.1|CCAP	LOC108008615|XP_016927985.1|DSUZ
OG0000407	CCAP1982_LOCUS12843|CAD7004436.1|CCAP	LOC108013044|XP_016934143.1|DSUZ
OG0000407	CCAP1982_LOCUS12844|CAD7004437.1|CCAP	LOC108013043|XP_016934141.1|DSUZ
OG0000408	CCAP1982_LOCUS7779|CAD6999248.1|CCAP	LOC108018482|XP_016941528.1|DSUZ, LOC108021715|XP_016946040.1|DSUZ
OG0000409	CCAP1982_LOCUS21376|CAD7013305.1|CCAP, CCAP1982_LOCUS21379|CAD7013308.1|CCAP	LOC108008656|XP_016928030.1|DSUZ, LOC108010150|XP_016930474.1|DSUZ
OG0000411	CCAP1982_LOCUS957|CAD6992077.1|CCAP	LOC108007976|XP_016927240.1|DSUZ
OG0000411	CCAP1982_LOCUS6392|CAD6997762.1|CCAP	LOC108021717|XP_016946043.1|DSUZ
OG0000412	CCAP1982_LOCUS13595|CAD7005237.1|CCAP	LOC108012372|XP_016933216.1|DSUZ
OG0000413	CCAP1982_LOCUS275|CAD6991346.1|CCAP	LOC108007054|XP_016926149.2|DSUZ
OG0000413	CCAP1982_LOCUS5039|CAD6996361.1|CCAP, CCAP1982_LOCUS5038|CAD6996360.1|CCAP, CCAP1982_LOCUS5040|CAD6996362.1|CCAP	LOC108016241|XP_036674981.1|DSUZ
OG0000414	CCAP1982_LOCUS19440|CAD7011335.1|CCAP	LOC108004607|XP_016923036.1|DSUZ, LOC118876758|XP_036669984.1|DSUZ, LOC108010718|XP_016931127.2|DSUZ
OG0000415	CCAP1982_LOCUS19715|CAD7011626.1|CCAP	LOC108009799|XP_016929952.1|DSUZ
OG0000415	CCAP1982_LOCUS19713|CAD7011624.1|CCAP	LOC108010054|XP_016930355.1|DSUZ
OG0000417	CCAP1982_LOCUS1624|CAD6992785.1|CCAP	LOC108017293|XP_036673996.1|DSUZ
OG0000417	CCAP1982_LOCUS1860|CAD6993024.1|CCAP, CCAP1982_LOCUS1861|CAD6993025.1|CCAP	LOC108017246|XP_016939737.2|DSUZ
OG0000419	CCAP1982_LOCUS21861|CAD7013841.1|CCAP	LOC108017993|XP_016940829.1|DSUZ
OG0000421	CCAP1982_LOCUS8404|CAD6999894.1|CCAP	LOC108020167|XP_016943760.1|DSUZ
OG0000421	CCAP1982_LOCUS8319|CAD6999803.1|CCAP	LOC108014991|XP_016936706.1|DSUZ
OG0000422	CCAP1982_LOCUS4204|CAD6995489.1|CCAP	LOC108019545|XP_016942872.2|DSUZ
OG0000423	CCAP1982_LOCUS19616|CAD7011527.1|CCAP	LOC108018126|XP_016941056.1|DSUZ
OG0000423	CCAP1982_LOCUS19615|CAD7011526.1|CCAP	LOC108018203|XP_016941208.1|DSUZ
OG0000424	CCAP1982_LOCUS19629|CAD7011540.1|CCAP	LOC108018062|XP_016940947.1|DSUZ, LOC108010867|XP_016931335.2|DSUZ
OG0000424	CCAP1982_LOCUS19630|CAD7011542.1|CCAP	LOC108018232|XP_016941243.1|DSUZ
OG0000425	CCAP1982_LOCUS20315|CAD7012217.1|CCAP	LOC108008739|XP_016928125.1|DSUZ
OG0000425	CCAP1982_LOCUS20895|CAD7012794.1|CCAP	LOC108008648|XP_016928023.1|DSUZ
OG0000426	CCAP1982_LOCUS4810|CAD6996114.1|CCAP, CCAP1982_LOCUS6894|CAD6998285.1|CCAP	LOC108009868|XP_016930059.1|DSUZ, LOC108008524|XP_016927883.1|DSUZ, LOC108009867|XP_016930058.1|DSUZ
OG0000427	CCAP1982_LOCUS884|CAD6991998.1|CCAP, CCAP1982_LOCUS23104|CAD7015154.1|CCAP	LOC118879740|XP_036678546.1|DSUZ, LOC118879741|XP_036678547.1|DSUZ, LOC118878945|XP_036677823.1|DSUZ
OG0000428	CCAP1982_LOCUS20636|CAD7012551.1|CCAP, CCAP1982_LOCUS20637|CAD7012552.1|CCAP	LOC108013628|XP_016935061.1|DSUZ, LOC108013563|XP_036671745.1|DSUZ, LOC108013561|XP_016934966.1|DSUZ
OG0000429	CCAP1982_LOCUS20662|CAD7012577.1|CCAP, CCAP1982_LOCUS20663|CAD7012578.1|CCAP	LOC108010272|XP_016930622.2|DSUZ
OG0000433	CCAP1982_LOCUS10907|CAD7002416.1|CCAP	LOC108011433|XP_036672323.1|DSUZ
OG0000434	CCAP1982_LOCUS20167|CAD7012067.1|CCAP	LOC108013873|XP_036673401.1|DSUZ
OG0000434	CCAP1982_LOCUS22714|CAD7014736.1|CCAP	LOC108019832|XP_016943340.1|DSUZ
OG0000437	CCAP1982_LOCUS5654|CAD6996993.1|CCAP	LOC108005108|XP_016923774.1|DSUZ
OG0000437	CCAP1982_LOCUS7931|CAD6999405.1|CCAP	LOC108005847|XP_016924699.1|DSUZ
OG0000438	CCAP1982_LOCUS1066|CAD6992194.1|CCAP, CCAP1982_LOCUS1067|CAD6992195.1|CCAP	LOC108010648|XP_036670526.1|DSUZ, LOC118877223|XP_036670529.1|DSUZ, LOC108019453|XP_036675388.1|DSUZ
OG0000439	CCAP1982_LOCUS6443|CAD6997819.1|CCAP	LOC108018966|XP_036678170.1|DSUZ
OG0000439	CCAP1982_LOCUS12270|CAD7003837.1|CCAP	LOC108013344|XP_016934639.1|DSUZ
OG0000440	CCAP1982_LOCUS22496|CAD7014494.1|CCAP	LOC108008672|XP_016928055.1|DSUZ
OG0000440	CCAP1982_LOCUS22497|CAD7014495.1|CCAP	LOC108019879|XP_016943439.1|DSUZ
OG0000441	CCAP1982_LOCUS21648|CAD7013593.1|CCAP, CCAP1982_LOCUS21647|CAD7013592.1|CCAP	LOC108008822|XP_016928217.1|DSUZ
OG0000441	CCAP1982_LOCUS21646|CAD7013591.1|CCAP	LOC108008775|XP_016928162.1|DSUZ
OG0000443	CCAP1982_LOCUS7793|CAD6999263.1|CCAP	LOC108013304|XP_016934583.1|DSUZ, LOC108012529|XP_016933432.1|DSUZ
OG0000444	CCAP1982_LOCUS11680|CAD7003219.1|CCAP	LOC108007875|XP_016927132.1|DSUZ
OG0000444	CCAP1982_LOCUS11679|CAD7003218.1|CCAP	LOC108007868|XP_016927122.1|DSUZ
OG0000446	CCAP1982_LOCUS20865|CAD7012761.1|CCAP	LOC108019010|XP_016942111.1|DSUZ, LOC108004749|XP_036677041.1|DSUZ
OG0000446	CCAP1982_LOCUS13488|CAD7005126.1|CCAP	LOC108009402|XP_016929210.1|DSUZ
OG0000448	CCAP1982_LOCUS3324|CAD6994585.1|CCAP, CCAP1982_LOCUS3323|CAD6994584.1|CCAP	LOC108017085|XP_016939533.2|DSUZ
OG0000449	CCAP1982_LOCUS11067|CAD7002580.1|CCAP	LOC108020868|XP_036671767.1|DSUZ
OG0000449	CCAP1982_LOCUS6102|CAD6997459.1|CCAP	LOC108021257|XP_016945368.1|DSUZ
OG0000453	CCAP1982_LOCUS3225|CAD6994480.1|CCAP	LOC118877963|XP_036674647.1|DSUZ, LOC108020853|XP_036672809.1|DSUZ
OG0000453	CCAP1982_LOCUS3229|CAD6994484.1|CCAP, CCAP1982_LOCUS3228|CAD6994483.1|CCAP	LOC108020851|XP_036672808.1|DSUZ, LOC118877962|XP_036674640.1|DSUZ
OG0000454	CCAP1982_LOCUS23327|CAD7015383.1|CCAP, CCAP1982_LOCUS23322|CAD7015378.1|CCAP, CCAP1982_LOCUS23324|CAD7015380.1|CCAP, CCAP1982_LOCUS23323|CAD7015379.1|CCAP, CCAP1982_LOCUS23320|CAD7015376.1|CCAP, CCAP1982_LOCUS23326|CAD7015382.1|CCAP, CCAP1982_LOCUS23321|CAD7015377.1|CCAP, CCAP1982_LOCUS23325|CAD7015381.1|CCAP	LOC108015818|XP_016937871.2|DSUZ, LOC108013082|XP_016934196.1|DSUZ
OG0000455	CCAP1982_LOCUS22327|CAD7014330.1|CCAP	LOC108019612|XP_036669799.1|DSUZ, LOC108019611|XP_016942981.1|DSUZ, LOC108019779|XP_036670236.1|DSUZ
OG0000456	CCAP1982_LOCUS10154|CAD7001662.1|CCAP	LOC108020414|XP_016944206.1|DSUZ
OG0000456	CCAP1982_LOCUS6580|CAD6997962.1|CCAP	LOC108020927|XP_036671536.1|DSUZ
OG0000457	CCAP1982_LOCUS5601|CAD6996931.1|CCAP	LOC108005323|XP_016924031.1|DSUZ
OG0000457	CCAP1982_LOCUS6131|CAD6997489.1|CCAP	LOC108019578|XP_016942904.2|DSUZ
OG0000458	CCAP1982_LOCUS8276|CAD6999754.1|CCAP	LOC108014288|XP_016935825.1|DSUZ
OG0000460	CCAP1982_LOCUS8651|CAD7000158.1|CCAP	LOC108007890|XP_016927151.1|DSUZ
OG0000462	CCAP1982_LOCUS4493|CAD6995789.1|CCAP	LOC108010752|XP_016931167.2|DSUZ, LOC108017564|XP_016940139.1|DSUZ, LOC108017565|XP_016940140.2|DSUZ
OG0000465	CCAP1982_LOCUS3256|CAD6994512.1|CCAP, CCAP1982_LOCUS3257|CAD6994513.1|CCAP	LOC108011527|XP_036673957.1|DSUZ
OG0000465	CCAP1982_LOCUS3258|CAD6994514.1|CCAP	LOC108011523|XP_036673955.1|DSUZ
OG0000466	CCAP1982_LOCUS7016|CAD6998416.1|CCAP	LOC108013661|XP_016935075.1|DSUZ
OG0000467	CCAP1982_LOCUS21515|CAD7013450.1|CCAP, CCAP1982_LOCUS21512|CAD7013447.1|CCAP	LOC108018020|XP_036670100.1|DSUZ
OG0000467	CCAP1982_LOCUS21490|CAD7013426.1|CCAP, CCAP1982_LOCUS21482|CAD7013418.1|CCAP	LOC108017712|XP_036669874.1|DSUZ
OG0000468	CCAP1982_LOCUS150|CAD6991212.1|CCAP	LOC108010784|XP_016931201.1|DSUZ
OG0000468	CCAP1982_LOCUS22943|CAD7014985.1|CCAP	LOC108009113|XP_016928673.1|DSUZ
OG0000469	CCAP1982_LOCUS7328|CAD6998774.1|CCAP	LOC108014119|XP_036668774.1|DSUZ
OG0000469	CCAP1982_LOCUS7318|CAD6998764.1|CCAP	LOC108014052|XP_016935562.1|DSUZ
OG0000471	CCAP1982_LOCUS8931|CAD7000454.1|CCAP	LOC108012591|XP_016933499.1|DSUZ, LOC108013162|XP_016934348.1|DSUZ, LOC108009126|XP_016928709.1|DSUZ
OG0000472	CCAP1982_LOCUS19509|CAD7011409.1|CCAP	LOC108004665|XP_016923135.1|DSUZ
OG0000473	CCAP1982_LOCUS9253|CAD7000778.1|CCAP	LOC108014968|XP_016936678.2|DSUZ
OG0000473	CCAP1982_LOCUS9254|CAD7000779.1|CCAP	LOC108016544|XP_036676746.1|DSUZ
OG0000475	CCAP1982_LOCUS2720|CAD6993933.1|CCAP	LOC108020525|XP_036672950.1|DSUZ
OG0000476	CCAP1982_LOCUS3783|CAD6995057.1|CCAP	LOC108016105|XP_036673125.1|DSUZ, LOC108016110|XP_016938200.1|DSUZ
OG0000476	CCAP1982_LOCUS3784|CAD6995059.1|CCAP	LOC108016111|XP_016938201.1|DSUZ
OG0000477	CCAP1982_LOCUS3910|CAD6995190.1|CCAP	LOC108014382|XP_016935973.2|DSUZ
OG0000477	CCAP1982_LOCUS5900|CAD6997267.1|CCAP, CCAP1982_LOCUS3911|CAD6995191.1|CCAP, CCAP1982_LOCUS3912|CAD6995192.1|CCAP	LOC108006246|XP_036673189.1|DSUZ
OG0000478	CCAP1982_LOCUS23105|CAD7015155.1|CCAP	LOC108004597|XP_016923025.2|DSUZ, LOC108014075|XP_016935585.1|DSUZ
OG0000479	CCAP1982_LOCUS1329|CAD6992477.1|CCAP, CCAP1982_LOCUS1331|CAD6992479.1|CCAP, CCAP1982_LOCUS1330|CAD6992478.1|CCAP	LOC108006976|XP_016926072.2|DSUZ, LOC118877645|XP_036673110.1|DSUZ
OG0000480	CCAP1982_LOCUS7806|CAD6999277.1|CCAP	LOC108016562|XP_016938727.1|DSUZ, LOC108016583|XP_016938760.1|DSUZ
OG0000482	CCAP1982_LOCUS441|CAD6991522.1|CCAP	LOC108017408|XP_016939923.2|DSUZ
OG0000483	CCAP1982_LOCUS408|CAD6991483.1|CCAP	LOC108005709|XP_016924526.2|DSUZ, LOC108005710|XP_016924527.2|DSUZ
OG0000484	CCAP1982_LOCUS4492|CAD6995788.1|CCAP, CCAP1982_LOCUS4488|CAD6995784.1|CCAP	LOC108017569|XP_016940145.2|DSUZ
OG0000484	CCAP1982_LOCUS4489|CAD6995785.1|CCAP	LOC108017567|XP_016940142.1|DSUZ
OG0000485	CCAP1982_LOCUS14116|CAD7005768.1|CCAP	LOC118877427|XP_036672099.1|DSUZ
OG0000486	CCAP1982_LOCUS21710|CAD7013667.1|CCAP, CCAP1982_LOCUS22884|CAD7014920.1|CCAP	LOC108009654|XP_016929661.1|DSUZ, LOC108009652|XP_016929658.1|DSUZ
OG0000487	CCAP1982_LOCUS21983|CAD7013974.1|CCAP	LOC108008683|XP_016928066.1|DSUZ
OG0000487	CCAP1982_LOCUS21979|CAD7013970.1|CCAP, CCAP1982_LOCUS21981|CAD7013972.1|CCAP, CCAP1982_LOCUS21980|CAD7013971.1|CCAP, CCAP1982_LOCUS21976|CAD7013967.1|CCAP	LOC108010089|XP_016930397.1|DSUZ
OG0000489	CCAP1982_LOCUS1170|CAD6992302.1|CCAP	LOC108010818|XP_016931254.2|DSUZ
OG0000489	CCAP1982_LOCUS1171|CAD6992303.1|CCAP	LOC108021797|XP_016946089.1|DSUZ
OG0000491	CCAP1982_LOCUS12181|CAD7003745.1|CCAP, CCAP1982_LOCUS12180|CAD7003744.1|CCAP	LOC108009360|XP_016929150.1|DSUZ, LOC108009361|XP_016929151.1|DSUZ, LOC108009359|XP_016929149.1|DSUZ
OG0000492	CCAP1982_LOCUS22810|CAD7014843.1|CCAP	LOC108010329|XP_016930746.1|DSUZ
OG0000494	CCAP1982_LOCUS6227|CAD6997588.1|CCAP	LOC108018440|XP_016941491.1|DSUZ
OG0000495	CCAP1982_LOCUS22934|CAD7014974.1|CCAP, CCAP1982_LOCUS22857|CAD7014893.1|CCAP	LOC108016998|XP_016939433.1|DSUZ
OG0000495	CCAP1982_LOCUS22933|CAD7014973.1|CCAP	LOC108017823|XP_016940462.1|DSUZ
OG0000496	CCAP1982_LOCUS7748|CAD6999214.1|CCAP	LOC108021138|XP_016945185.1|DSUZ
OG0000497	CCAP1982_LOCUS7339|CAD6998785.1|CCAP	LOC108007523|XP_016926701.1|DSUZ
OG0000497	CCAP1982_LOCUS7343|CAD6998789.1|CCAP, CCAP1982_LOCUS7347|CAD6998793.1|CCAP	LOC108021185|XP_016945258.1|DSUZ
OG0000498	CCAP1982_LOCUS412|CAD6991488.1|CCAP	LOC108005704|XP_036673202.1|DSUZ
OG0000498	CCAP1982_LOCUS414|CAD6991490.1|CCAP	LOC108020620|XP_036673411.1|DSUZ
OG0000499	CCAP1982_LOCUS1341|CAD6992489.1|CCAP	LOC108016836|XP_016939147.1|DSUZ
OG0000500	CCAP1982_LOCUS14122|CAD7005774.1|CCAP	LOC108007747|XP_036672076.1|DSUZ
OG0000500	CCAP1982_LOCUS14118|CAD7005770.1|CCAP	LOC108007757|XP_016927000.2|DSUZ
OG0000501	CCAP1982_LOCUS20961|CAD7012862.1|CCAP	LOC108019588|XP_016942918.1|DSUZ, LOC108019591|XP_016942919.1|DSUZ, LOC108005397|XP_016924152.1|DSUZ
OG0000504	CCAP1982_LOCUS11753|CAD7003291.1|CCAP	LOC108006687|XP_016925714.2|DSUZ
OG0000506	CCAP1982_LOCUS3861|CAD6995138.1|CCAP	LOC108005036|XP_036673419.1|DSUZ
OG0000506	CCAP1982_LOCUS3860|CAD6995137.1|CCAP	LOC108005035|XP_016923661.2|DSUZ
OG0000508	CCAP1982_LOCUS11138|CAD7002655.1|CCAP	LOC108012744|XP_016933667.2|DSUZ, LOC108013204|XP_016934403.1|DSUZ
OG0000509	CCAP1982_LOCUS22430|CAD7014434.1|CCAP	LOC108009916|XP_016930130.1|DSUZ
OG0000509	CCAP1982_LOCUS22451|CAD7014456.1|CCAP	LOC108009621|XP_016929598.1|DSUZ
