Orthogroup	CCAP.longest_only	AAEG.longest_only
OG0001965	CCAP1982_LOCUS12695|CAD7004275.1|CCAP	LOC5577463|XP_021699101.1|AAEG
OG0001966	CCAP1982_LOCUS3040|CAD6994279.1|CCAP	LOC5572494|XP_001660440.2|AAEG, LOC5568681|XP_001658084.2|AAEG
OG0001967	CCAP1982_LOCUS22780|CAD7014812.1|CCAP	LOC5578856|XP_021699344.1|AAEG
OG0001968	CCAP1982_LOCUS14972|CAD7006670.1|CCAP	LOC5578863|XP_001664072.2|AAEG
OG0001969	CCAP1982_LOCUS21687|CAD7013643.1|CCAP	LOC5572859|XP_021699398.1|AAEG
OG0001970	CCAP1982_LOCUS23267|CAD7015322.1|CCAP	LOC5575914|XP_001655906.1|AAEG
OG0001971	CCAP1982_LOCUS8403|CAD6999893.1|CCAP	LOC5563933|XP_021699532.1|AAEG, LOC110676342|XP_021699535.1|AAEG
OG0001972	CCAP1982_LOCUS23021|CAD7015065.1|CCAP	LOC5570728|XP_001659320.1|AAEG
OG0001973	CCAP1982_LOCUS22029|CAD7014023.1|CCAP	LOC23687899|XP_021699564.1|AAEG
OG0001974	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP	LOC5569574|XP_001658635.1|AAEG
OG0001975	CCAP1982_LOCUS11501|CAD7003038.1|CCAP	LOC110676393|XP_021699804.1|AAEG
OG0001976	CCAP1982_LOCUS22353|CAD7014356.1|CCAP	LOC5574834|XP_001661657.1|AAEG
OG0001977	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP	LOC5575445|XP_021700364.1|AAEG
OG0001978	CCAP1982_LOCUS7617|CAD6999071.1|CCAP	LOC5578159|XP_001663732.1|AAEG
OG0001979	CCAP1982_LOCUS8860|CAD7000384.1|CCAP	LOC5580329|XP_001663282.1|AAEG
OG0001980	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP	LOC110676547|XP_021700527.1|AAEG, LOC5578362|XP_001656933.2|AAEG
OG0001982	CCAP1982_LOCUS5569|CAD6996896.1|CCAP	LOC5570903|XP_001653381.1|AAEG
OG0001983	CCAP1982_LOCUS3020|CAD6994259.1|CCAP	LOC5569680|XP_001652945.1|AAEG
OG0001984	CCAP1982_LOCUS9240|CAD7000765.1|CCAP	LOC5572638|XP_001654135.1|AAEG
OG0001985	CCAP1982_LOCUS5651|CAD6996989.1|CCAP	LOC110680287|XP_021711813.1|AAEG, LOC5565763|XP_021700900.1|AAEG, LOC110680285|XP_021711797.1|AAEG
OG0001986	CCAP1982_LOCUS6409|CAD6997784.1|CCAP	LOC5564309|XP_001648656.2|AAEG
OG0001988	CCAP1982_LOCUS22258|CAD7014255.1|CCAP	LOC5574483|XP_021701245.1|AAEG
OG0001989	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP	LOC5574486|XP_001655150.2|AAEG
OG0001990	CCAP1982_LOCUS6087|CAD6997441.1|CCAP, CCAP1982_LOCUS6088|CAD6997442.1|CCAP	LOC5574491|XP_021695288.1|AAEG
OG0001991	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP	LOC5568825|XP_021701340.1|AAEG
OG0001992	CCAP1982_LOCUS7304|CAD6998750.1|CCAP	LOC5564970|XP_021701369.1|AAEG
OG0001993	CCAP1982_LOCUS6510|CAD6997891.1|CCAP	LOC5573790|XP_001661042.1|AAEG, LOC5564972|XP_001649329.1|AAEG
OG0001994	CCAP1982_LOCUS4040|CAD6995322.1|CCAP	LOC5578318|XP_021701535.1|AAEG
OG0001995	CCAP1982_LOCUS7864|CAD6999337.1|CCAP	LOC5579212|XP_001664294.2|AAEG
OG0001996	CCAP1982_LOCUS6834|CAD6998223.1|CCAP, CCAP1982_LOCUS6835|CAD6998224.1|CCAP	LOC5575210|XP_021701890.1|AAEG
OG0001997	CCAP1982_LOCUS22833|CAD7014869.1|CCAP	LOC5578032|XP_001663654.1|AAEG
OG0001998	CCAP1982_LOCUS22838|CAD7014874.1|CCAP	LOC5569849|XP_021701970.1|AAEG
OG0001999	CCAP1982_LOCUS23209|CAD7015261.1|CCAP, CCAP1982_LOCUS23214|CAD7015266.1|CCAP	LOC5565997|XP_021702090.1|AAEG
OG0002000	CCAP1982_LOCUS8817|CAD7000334.1|CCAP	LOC110676888|XP_021702136.1|AAEG
OG0002001	CCAP1982_LOCUS8682|CAD7000189.1|CCAP	LOC5570817|XP_021702205.1|AAEG
OG0002003	CCAP1982_LOCUS9016|CAD7000540.1|CCAP	LOC5577626|XP_021702248.1|AAEG
OG0002004	CCAP1982_LOCUS7661|CAD6999117.1|CCAP	LOC5575148|XP_001655525.2|AAEG
OG0002005	CCAP1982_LOCUS9022|CAD7000546.1|CCAP	LOC5572463|XP_021702484.1|AAEG
OG0002006	CCAP1982_LOCUS8852|CAD7000372.1|CCAP	LOC5565314|XP_021702525.1|AAEG
OG0002007	CCAP1982_LOCUS5813|CAD6997170.1|CCAP	LOC5568618|XP_001652452.1|AAEG
OG0002008	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP, CCAP1982_LOCUS10573|CAD7002085.1|CCAP	LOC5577545|XP_021702797.1|AAEG
OG0002009	CCAP1982_LOCUS7153|CAD6998573.1|CCAP	LOC5564025|XP_001648348.3|AAEG
OG0002010	CCAP1982_LOCUS9018|CAD7000542.1|CCAP	LOC5577897|XP_001656695.1|AAEG
OG0002011	CCAP1982_LOCUS5797|CAD6997153.1|CCAP	LOC110676987|XP_021702915.1|AAEG, LOC5573181|XP_001660798.1|AAEG
OG0002012	CCAP1982_LOCUS8101|CAD6999576.1|CCAP	LOC5575841|XP_021702942.1|AAEG
OG0002013	CCAP1982_LOCUS5842|CAD6997203.1|CCAP	LOC5568759|XP_021702968.1|AAEG
OG0002014	CCAP1982_LOCUS20407|CAD7012313.1|CCAP	LOC5568940|XP_021703175.1|AAEG
OG0002015	CCAP1982_LOCUS8287|CAD6999764.1|CCAP	LOC5573896|XP_001654930.1|AAEG
OG0002016	CCAP1982_LOCUS22546|CAD7014545.1|CCAP	LOC5572070|XP_021711903.1|AAEG, LOC5572069|XP_021703577.1|AAEG
OG0002017	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP	LOC5572370|XP_021703595.1|AAEG
OG0002018	CCAP1982_LOCUS5457|CAD6996782.1|CCAP	LOC5564935|XP_001649274.2|AAEG
OG0002019	CCAP1982_LOCUS7335|CAD6998781.1|CCAP	LOC5565904|XP_021703806.1|AAEG
OG0002020	CCAP1982_LOCUS5558|CAD6996885.1|CCAP	LOC5569705|XP_001658696.2|AAEG
OG0002021	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP	LOC5569712|XP_021703870.1|AAEG
OG0002022	CCAP1982_LOCUS7961|CAD6999437.1|CCAP	LOC5568180|XP_021703905.1|AAEG, LOC5578480|XP_021708702.1|AAEG
OG0002023	CCAP1982_LOCUS2755|CAD6993970.1|CCAP	LOC5564528|XP_001648863.2|AAEG, LOC5575671|XP_001662131.2|AAEG
OG0002024	CCAP1982_LOCUS5710|CAD6997056.1|CCAP	LOC5569515|XP_021704011.1|AAEG
OG0002025	CCAP1982_LOCUS8537|CAD7000033.1|CCAP	LOC110680575|XP_021712066.1|AAEG
OG0002025	CCAP1982_LOCUS8538|CAD7000034.1|CCAP, CCAP1982_LOCUS8536|CAD7000032.1|CCAP	LOC110677254|XP_021704066.1|AAEG
OG0002026	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP	LOC5568423|XP_021710375.1|AAEG
OG0002027	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP	LOC5564326|XP_021708868.1|AAEG, LOC110681294|XP_021712747.1|AAEG
OG0002028	CCAP1982_LOCUS20133|CAD7012029.1|CCAP	LOC5564319|XP_001648667.1|AAEG
OG0002029	CCAP1982_LOCUS12945|CAD7004548.1|CCAP	LOC5570130|XP_021706330.1|AAEG
OG0002030	CCAP1982_LOCUS21186|CAD7013113.1|CCAP	LOC5573830|XP_021707251.1|AAEG, LOC5576485|XP_001662678.2|AAEG
OG0002031	CCAP1982_LOCUS19460|CAD7011357.1|CCAP	LOC5578200|XP_021707480.1|AAEG, LOC5577974|XP_021704605.1|AAEG
OG0002032	CCAP1982_LOCUS23288|CAD7015343.1|CCAP, CCAP1982_LOCUS508|CAD6991591.1|CCAP	LOC5566411|XP_021707212.1|AAEG
OG0002035	CCAP1982_LOCUS4823|CAD6996129.1|CCAP	LOC5567371|XP_001657386.1|AAEG
OG0002036	CCAP1982_LOCUS4286|CAD6995576.1|CCAP	LOC5580311|XP_021709149.1|AAEG
OG0002038	CCAP1982_LOCUS630|CAD6991717.1|CCAP	LOC5579885|XP_001657864.1|AAEG
OG0002039	CCAP1982_LOCUS5672|CAD6997011.1|CCAP	LOC5579021|XP_001664201.1|AAEG
OG0002040	CCAP1982_LOCUS4199|CAD6995484.1|CCAP	LOC5567539|XP_001657534.2|AAEG
OG0002041	CCAP1982_LOCUS19975|CAD7011863.1|CCAP	LOC5574220|XP_021705038.1|AAEG
OG0002042	CCAP1982_LOCUS4396|CAD6995689.1|CCAP, CCAP1982_LOCUS4389|CAD6995682.1|CCAP	LOC110678184|XP_021706499.1|AAEG, LOC5567149|XP_001651571.2|AAEG
OG0002043	CCAP1982_LOCUS561|CAD6991647.1|CCAP	LOC5566845|XP_021707045.1|AAEG
OG0002044	CCAP1982_LOCUS4877|CAD6996185.1|CCAP, CCAP1982_LOCUS4875|CAD6996183.1|CCAP	LOC5569098|XP_021704479.1|AAEG
OG0002045	CCAP1982_LOCUS278|CAD6991349.1|CCAP, CCAP1982_LOCUS276|CAD6991347.1|CCAP	LOC5575783|XP_021711581.1|AAEG
OG0002048	CCAP1982_LOCUS826|CAD6991936.1|CCAP	LOC5568508|XP_021706823.1|AAEG
OG0002049	CCAP1982_LOCUS4976|CAD6996293.1|CCAP, CCAP1982_LOCUS4977|CAD6996295.1|CCAP	LOC110680394|XP_021711894.1|AAEG, LOC5572950|XP_021709439.1|AAEG
OG0002050	CCAP1982_LOCUS5116|CAD6996444.1|CCAP	LOC5567603|XP_001657581.2|AAEG
OG0002051	CCAP1982_LOCUS22484|CAD7014482.1|CCAP	LOC5572308|XP_001654008.2|AAEG
OG0002052	CCAP1982_LOCUS14831|CAD7006517.1|CCAP	LOC5578479|XP_001657002.1|AAEG
OG0002053	CCAP1982_LOCUS270|CAD6991341.1|CCAP, CCAP1982_LOCUS268|CAD6991339.1|CCAP	LOC5567154|XP_021710816.1|AAEG
OG0002054	CCAP1982_LOCUS2427|CAD6993617.1|CCAP	LOC5573603|XP_001654737.1|AAEG
OG0002055	CCAP1982_LOCUS382|CAD6991457.1|CCAP	LOC110678950|XP_021708364.1|AAEG, LOC5577331|XP_001656408.1|AAEG
OG0002056	CCAP1982_LOCUS10781|CAD7002289.1|CCAP	LOC5577348|XP_001656424.1|AAEG
OG0002057	CCAP1982_LOCUS7071|CAD6998476.1|CCAP	LOC5577352|XP_001656428.1|AAEG
OG0002058	CCAP1982_LOCUS2599|CAD6993803.1|CCAP, CCAP1982_LOCUS12120|CAD7003683.1|CCAP	LOC5577353|XP_001656429.1|AAEG
OG0002059	CCAP1982_LOCUS862|CAD6991975.1|CCAP	LOC5577389|XP_021704715.1|AAEG
OG0002060	CCAP1982_LOCUS20652|CAD7012567.1|CCAP	LOC5577358|XP_021705543.1|AAEG
OG0002061	CCAP1982_LOCUS21100|CAD7013011.1|CCAP	LOC5577359|XP_021712229.1|AAEG, LOC110679163|XP_021708938.1|AAEG
OG0002065	CCAP1982_LOCUS10902|CAD7002410.1|CCAP, CCAP1982_LOCUS10901|CAD7002409.1|CCAP	LOC5568999|XP_021710982.1|AAEG
OG0002066	CCAP1982_LOCUS4584|CAD6995883.1|CCAP, CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP	LOC5572998|XP_021708630.1|AAEG
OG0002067	CCAP1982_LOCUS20152|CAD7012050.1|CCAP	LOC5571751|XP_021711866.1|AAEG, LOC110678326|XP_021706748.1|AAEG
OG0002068	CCAP1982_LOCUS21706|CAD7013663.1|CCAP	LOC5572482|XP_001660430.2|AAEG
OG0002070	CCAP1982_LOCUS603|CAD6991690.1|CCAP	LOC5568018|XP_021706447.1|AAEG, LOC5568028|XP_021706998.1|AAEG, LOC5568019|XP_021705167.1|AAEG
OG0002071	CCAP1982_LOCUS2429|CAD6993619.1|CCAP	LOC5579855|XP_021708220.1|AAEG
OG0002072	CCAP1982_LOCUS22664|CAD7014680.1|CCAP	LOC5579835|XP_001651510.2|AAEG
OG0002073	CCAP1982_LOCUS12295|CAD7003865.1|CCAP, CCAP1982_LOCUS12294|CAD7003864.1|CCAP, CCAP1982_LOCUS12292|CAD7003862.1|CCAP	LOC5567941|XP_021706835.1|AAEG, LOC110681079|XP_021712543.1|AAEG
OG0002074	CCAP1982_LOCUS19998|CAD7011886.1|CCAP	LOC5576240|XP_001656018.1|AAEG
OG0002076	CCAP1982_LOCUS20494|CAD7012407.1|CCAP, CCAP1982_LOCUS20493|CAD7012405.1|CCAP	LOC5568197|XP_021710717.1|AAEG
OG0002077	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP	LOC110680880|XP_021712363.1|AAEG, LOC5570371|XP_021707292.1|AAEG
OG0002078	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP	LOC5563914|XP_001648220.1|AAEG
OG0002079	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP	LOC5575305|XP_021704437.1|AAEG
OG0002081	CCAP1982_LOCUS19470|CAD7011368.1|CCAP	LOC5573774|XP_001654766.1|AAEG
OG0002082	CCAP1982_LOCUS20321|CAD7012223.1|CCAP, CCAP1982_LOCUS20322|CAD7012224.1|CCAP, CCAP1982_LOCUS20250|CAD7012153.1|CCAP	LOC5565492|XP_021709770.1|AAEG
OG0002084	CCAP1982_LOCUS20885|CAD7012782.1|CCAP	LOC5569429|XP_021708673.1|AAEG
OG0002085	CCAP1982_LOCUS20467|CAD7012373.1|CCAP	LOC5564333|XP_021708440.1|AAEG
OG0002086	CCAP1982_LOCUS20236|CAD7012138.1|CCAP	LOC5568708|XP_001652532.1|AAEG
OG0002087	CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP	LOC5567364|XP_021707763.1|AAEG
OG0002088	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP	LOC5576762|XP_021704245.1|AAEG
OG0002089	CCAP1982_LOCUS19383|CAD7011275.1|CCAP	LOC5567176|XP_021711063.1|AAEG
OG0002090	CCAP1982_LOCUS14391|CAD7006056.1|CCAP	LOC5571906|XP_001659999.1|AAEG
OG0002091	CCAP1982_LOCUS19481|CAD7011380.1|CCAP	LOC5578087|XP_001656781.3|AAEG, LOC110678930|XP_021708290.1|AAEG
OG0002092	CCAP1982_LOCUS14442|CAD7006110.1|CCAP	LOC5578091|XP_021708505.1|AAEG
OG0002093	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP	LOC5566861|XP_021704283.1|AAEG
OG0002094	CCAP1982_LOCUS20508|CAD7012424.1|CCAP	LOC110678270|XP_021706584.1|AAEG
OG0002096	CCAP1982_LOCUS20402|CAD7012306.1|CCAP, CCAP1982_LOCUS20399|CAD7012303.1|CCAP, CCAP1982_LOCUS20403|CAD7012307.1|CCAP, CCAP1982_LOCUS20401|CAD7012305.1|CCAP	LOC5573267|XP_021706586.1|AAEG
OG0002097	CCAP1982_LOCUS20691|CAD7012607.1|CCAP	LOC5569726|XP_001652950.2|AAEG, LOC5567452|XP_021708553.1|AAEG
OG0002098	CCAP1982_LOCUS11791|CAD7003331.1|CCAP	LOC5563684|XP_021709374.1|AAEG, LOC110679354|XP_021709458.1|AAEG
OG0002099	CCAP1982_LOCUS1590|CAD6992745.1|CCAP	LOC5563694|XP_021709597.1|AAEG
OG0002100	CCAP1982_LOCUS13404|CAD7005032.1|CCAP	LOC5565443|XP_001649798.1|AAEG, LOC5565445|XP_001649797.1|AAEG
OG0002101	CCAP1982_LOCUS20972|CAD7012873.1|CCAP, CCAP1982_LOCUS20979|CAD7012880.1|CCAP	LOC5564119|XP_021711134.1|AAEG
OG0002102	CCAP1982_LOCUS20632|CAD7012547.1|CCAP	LOC5573221|XP_001654423.1|AAEG
OG0002103	CCAP1982_LOCUS1651|CAD6992812.1|CCAP, CCAP1982_LOCUS1650|CAD6992811.1|CCAP, CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP	LOC110681058|XP_021712515.1|AAEG
OG0002117	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP	LOC5566213|XP_001650619.1|AAEG
OG0002118	CCAP1982_LOCUS4162|CAD6995445.1|CCAP, CCAP1982_LOCUS4161|CAD6995444.1|CCAP	LOC5574523|XP_021694485.1|AAEG
OG0002119	CCAP1982_LOCUS1582|CAD6992737.1|CCAP	LOC5579825|XP_021694556.1|AAEG, LOC5579826|XP_021712890.1|AAEG, LOC110680914|XP_021712393.1|AAEG
OG0002120	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP	LOC5574324|XP_021694589.1|AAEG
OG0002121	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP	LOC5574653|XP_001661569.2|AAEG
OG0002123	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP	LOC5564728|XP_021694777.1|AAEG
OG0002125	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP	LOC5569483|XP_001658568.1|AAEG
OG0002126	CCAP1982_LOCUS14264|CAD7005926.1|CCAP, CCAP1982_LOCUS14265|CAD7005927.1|CCAP	LOC5571983|XP_021711962.1|AAEG
OG0002129	CCAP1982_LOCUS1207|CAD6992343.1|CCAP	LOC5580025|XP_021713390.1|AAEG
OG0002131	CCAP1982_LOCUS1884|CAD6993052.1|CCAP	LOC110674739|XP_021694575.1|AAEG
OG0002132	CCAP1982_LOCUS5552|CAD6996879.1|CCAP	LOC5580259|XP_001656140.1|AAEG, LOC110674791|XP_021694823.1|AAEG
OG0002136	CCAP1982_LOCUS2138|CAD6993322.1|CCAP	LOC110681253|XP_021712714.1|AAEG, LOC5566497|XP_021696174.1|AAEG
OG0002142	CCAP1982_LOCUS1997|CAD6993175.1|CCAP	LOC5577016|XP_001656303.1|AAEG
OG0002143	CCAP1982_LOCUS9161|CAD7000687.1|CCAP	LOC5580031|XP_001653915.2|AAEG
OG0002144	CCAP1982_LOCUS13418|CAD7005047.1|CCAP	LOC5570082|XP_021698481.1|AAEG
OG0002145	CCAP1982_LOCUS622|CAD6991709.1|CCAP	LOC5570416|XP_001659123.1|AAEG
OG0002146	CCAP1982_LOCUS1665|CAD6992828.1|CCAP	LOC5580074|XP_021699647.1|AAEG, LOC5575806|XP_001662232.2|AAEG
OG0002148	CCAP1982_LOCUS13092|CAD7004699.1|CCAP	LOC5576488|XP_001662681.2|AAEG
OG0002149	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP	LOC5570710|XP_021700856.1|AAEG
OG0002152	CCAP1982_LOCUS2091|CAD6993275.1|CCAP	LOC5567724|XP_021702264.1|AAEG
OG0002153	CCAP1982_LOCUS1613|CAD6992772.1|CCAP	LOC5567044|XP_021702532.1|AAEG
OG0002154	CCAP1982_LOCUS6308|CAD6997677.1|CCAP	LOC5576299|XP_021702619.1|AAEG
OG0002155	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP	LOC5576875|XP_001662973.2|AAEG
OG0002156	CCAP1982_LOCUS13759|CAD7005399.1|CCAP	LOC5571483|XP_021704276.1|AAEG
OG0002157	CCAP1982_LOCUS4046|CAD6995328.1|CCAP, CCAP1982_LOCUS4056|CAD6995338.1|CCAP, CCAP1982_LOCUS4045|CAD6995327.1|CCAP	LOC5572105|XP_021704743.1|AAEG
OG0002159	CCAP1982_LOCUS2713|CAD6993925.1|CCAP	LOC5579199|XP_021705121.1|AAEG
OG0002160	CCAP1982_LOCUS3057|CAD6994296.1|CCAP, CCAP1982_LOCUS3058|CAD6994297.1|CCAP	LOC5577891|XP_001663597.2|AAEG
OG0002161	CCAP1982_LOCUS1659|CAD6992820.1|CCAP	LOC5578146|XP_001663717.1|AAEG
OG0002162	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP	LOC5578143|XP_001663713.2|AAEG
OG0002164	CCAP1982_LOCUS11815|CAD7003356.1|CCAP	LOC5565255|XP_001649617.2|AAEG
OG0002165	CCAP1982_LOCUS3691|CAD6994959.1|CCAP	LOC5576560|XP_001662743.2|AAEG
OG0002166	CCAP1982_LOCUS6734|CAD6998123.1|CCAP	LOC5575292|XP_001655670.2|AAEG, LOC110680524|XP_021712013.1|AAEG
OG0002167	CCAP1982_LOCUS19368|CAD7011260.1|CCAP	LOC110673987|XP_021706322.1|AAEG, LOC5579217|XP_021712812.1|AAEG
OG0002169	CCAP1982_LOCUS12749|CAD7004330.1|CCAP	LOC5568544|XP_021707598.1|AAEG
OG0002170	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP	LOC5572782|XP_001654181.2|AAEG
OG0002171	CCAP1982_LOCUS3355|CAD6994620.1|CCAP	LOC5579419|XP_021708592.1|AAEG
OG0002172	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP	LOC5568282|XP_001657979.2|AAEG, LOC110680636|XP_021712124.1|AAEG
OG0002173	CCAP1982_LOCUS7908|CAD6999382.1|CCAP	LOC5568277|XP_001657974.1|AAEG
OG0002174	CCAP1982_LOCUS2681|CAD6993887.1|CCAP	LOC110679174|XP_021708963.1|AAEG
OG0002175	CCAP1982_LOCUS2682|CAD6993889.1|CCAP	LOC5566081|XP_021708971.1|AAEG
OG0002176	CCAP1982_LOCUS1364|CAD6992515.1|CCAP	LOC110680241|XP_021711747.1|AAEG, LOC5570609|XP_001653273.1|AAEG, LOC110679314|XP_021709372.1|AAEG, LOC110681060|XP_021712517.1|AAEG
OG0002177	CCAP1982_LOCUS3852|CAD6995130.1|CCAP	LOC5573875|XP_021709949.1|AAEG, LOC5573874|XP_001654907.2|AAEG
OG0002178	CCAP1982_LOCUS1381|CAD6992532.1|CCAP	LOC110680388|XP_021711889.1|AAEG, LOC5566202|XP_021710220.1|AAEG, LOC110680809|XP_021712277.1|AAEG
OG0002179	CCAP1982_LOCUS3487|CAD6994754.1|CCAP	LOC5569456|XP_021710812.1|AAEG
OG0002180	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP	LOC110674011|XP_021710984.1|AAEG, LOC5574069|XP_021694277.1|AAEG
OG0002182	CCAP1982_LOCUS1440|CAD6992591.1|CCAP	LOC5577702|XP_021711690.1|AAEG
OG0002183	CCAP1982_LOCUS19379|CAD7011271.1|CCAP	LOC5564014|XP_001648337.2|AAEG, LOC5568461|XP_001652295.2|AAEG
OG0002184	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP	LOC23687633|XP_011493096.1|AAEG
OG0002185	CCAP1982_LOCUS3699|CAD6994967.1|CCAP	LOC5572727|XP_001660555.2|AAEG, LOC110680500|XP_021711993.1|AAEG
OG0002186	CCAP1982_LOCUS2857|CAD6994088.1|CCAP	LOC5567783|XP_001657684.2|AAEG
OG0002187	CCAP1982_LOCUS3865|CAD6995142.1|CCAP	LOC5571783|XP_001659922.2|AAEG
OG0002188	CCAP1982_LOCUS19577|CAD7011477.1|CCAP	LOC5571794|XP_001659928.1|AAEG, LOC110681308|XP_021712759.1|AAEG
OG0002189	CCAP1982_LOCUS4100|CAD6995382.1|CCAP	LOC5578994|XP_001664173.2|AAEG
OG0002191	CCAP1982_LOCUS13802|CAD7005442.1|CCAP	LOC110680462|XP_021711958.1|AAEG, LOC5573373|XP_021712993.1|AAEG
OG0002192	CCAP1982_LOCUS14127|CAD7005778.1|CCAP	LOC5577009|XP_021694395.1|AAEG, LOC5568710|XP_001652535.1|AAEG
OG0002193	CCAP1982_LOCUS3660|CAD6994927.1|CCAP	LOC5572572|XP_021713041.1|AAEG
OG0002194	CCAP1982_LOCUS2698|CAD6993906.1|CCAP	LOC5580291|XP_001662917.2|AAEG
OG0002195	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP	LOC5572335|XP_001654025.2|AAEG
OG0002196	CCAP1982_LOCUS4256|CAD6995545.1|CCAP	LOC5567840|XP_001657749.1|AAEG
OG0002197	CCAP1982_LOCUS3658|CAD6994925.1|CCAP	LOC5569227|XP_021713253.1|AAEG
OG0002198	CCAP1982_LOCUS4689|CAD6995982.1|CCAP	LOC110681200|XP_021712673.1|AAEG, LOC5564690|XP_021693000.1|AAEG
OG0002199	CCAP1982_LOCUS2211|CAD6993395.1|CCAP	LOC5576838|XP_001662954.2|AAEG
OG0002200	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP	LOC5580084|XP_001654840.2|AAEG
OG0002202	CCAP1982_LOCUS1281|CAD6992417.1|CCAP	LOC5576722|XP_021693362.1|AAEG
OG0002203	CCAP1982_LOCUS2054|CAD6993237.1|CCAP	LOC23687451|XP_021693393.1|AAEG
OG0002204	CCAP1982_LOCUS1580|CAD6992735.1|CCAP	LOC5568910|XP_001658235.3|AAEG
OG0002205	CCAP1982_LOCUS2381|CAD6993569.1|CCAP	LOC5568906|XP_001658227.1|AAEG
OG0002206	CCAP1982_LOCUS1459|CAD6992610.1|CCAP	LOC5575607|XP_001662097.2|AAEG
OG0002207	CCAP1982_LOCUS2900|CAD6994134.1|CCAP	LOC5577394|XP_021693559.1|AAEG, LOC5577396|XP_021693560.1|AAEG
OG0002208	CCAP1982_LOCUS2891|CAD6994125.1|CCAP	LOC5577397|XP_001656471.2|AAEG
OG0002209	CCAP1982_LOCUS21453|CAD7013388.1|CCAP	LOC5573438|XP_001660875.1|AAEG
