Orthogroup	CCAP.longest_only	DALB.longest_only
OG0000479	CCAP1982_LOCUS1329|CAD6992477.1|CCAP, CCAP1982_LOCUS1331|CAD6992479.1|CCAP, CCAP1982_LOCUS1330|CAD6992478.1|CCAP	LOC117576315|XP_034116861.1|DALB
OG0000480	CCAP1982_LOCUS7806|CAD6999277.1|CCAP	LOC117564375|XP_034098985.1|DALB, LOC117564374|XP_034098982.1|DALB
OG0000482	CCAP1982_LOCUS441|CAD6991522.1|CCAP	LOC117576116|XP_034116565.1|DALB
OG0000483	CCAP1982_LOCUS408|CAD6991483.1|CCAP	LOC117574894|XP_034114822.1|DALB, LOC117573301|XP_034112297.1|DALB
OG0000484	CCAP1982_LOCUS4492|CAD6995788.1|CCAP, CCAP1982_LOCUS4488|CAD6995784.1|CCAP	LOC117575936|XP_034116287.1|DALB
OG0000484	CCAP1982_LOCUS4489|CAD6995785.1|CCAP	LOC117576719|XP_034117630.1|DALB
OG0000485	CCAP1982_LOCUS14116|CAD7005768.1|CCAP	LOC117568025|XP_034104248.1|DALB
OG0000486	CCAP1982_LOCUS21710|CAD7013667.1|CCAP, CCAP1982_LOCUS22884|CAD7014920.1|CCAP	LOC117568199|XP_034104555.1|DALB, LOC117568193|XP_034104542.1|DALB, LOC117568197|XP_034104553.1|DALB
OG0000487	CCAP1982_LOCUS21983|CAD7013974.1|CCAP	LOC117572563|XP_034111331.1|DALB
OG0000487	CCAP1982_LOCUS21979|CAD7013970.1|CCAP, CCAP1982_LOCUS21981|CAD7013972.1|CCAP, CCAP1982_LOCUS21980|CAD7013971.1|CCAP, CCAP1982_LOCUS21976|CAD7013967.1|CCAP	LOC117572562|XP_034111329.1|DALB, LOC117572561|XP_034111328.1|DALB, LOC117568227|XP_034104592.1|DALB
OG0000489	CCAP1982_LOCUS1170|CAD6992302.1|CCAP	LOC117576379|XP_034116968.1|DALB
OG0000489	CCAP1982_LOCUS1171|CAD6992303.1|CCAP	LOC117567573|XP_034103540.1|DALB
OG0000491	CCAP1982_LOCUS12181|CAD7003745.1|CCAP, CCAP1982_LOCUS12180|CAD7003744.1|CCAP	LOC117567551|XP_034103500.1|DALB
OG0000492	CCAP1982_LOCUS22810|CAD7014843.1|CCAP	LOC117569977|XP_034107244.1|DALB
OG0000494	CCAP1982_LOCUS6227|CAD6997588.1|CCAP	LOC117563507|XP_034097772.1|DALB
OG0000495	CCAP1982_LOCUS22934|CAD7014974.1|CCAP, CCAP1982_LOCUS22857|CAD7014893.1|CCAP	LOC117570390|XP_034107900.1|DALB
OG0000495	CCAP1982_LOCUS22933|CAD7014973.1|CCAP	LOC117570750|XP_034108463.1|DALB
OG0000496	CCAP1982_LOCUS7748|CAD6999214.1|CCAP	LOC117566054|XP_034101400.1|DALB
OG0000497	CCAP1982_LOCUS7339|CAD6998785.1|CCAP	LOC117565266|XP_034100182.1|DALB
OG0000497	CCAP1982_LOCUS7343|CAD6998789.1|CCAP, CCAP1982_LOCUS7347|CAD6998793.1|CCAP	LOC117564629|XP_034099376.1|DALB
OG0000498	CCAP1982_LOCUS412|CAD6991488.1|CCAP	LOC117573306|XP_034112302.1|DALB
OG0000498	CCAP1982_LOCUS414|CAD6991490.1|CCAP	LOC117575291|XP_034115329.1|DALB
OG0000499	CCAP1982_LOCUS1341|CAD6992489.1|CCAP	LOC117578361|XP_034119695.1|DALB
OG0000500	CCAP1982_LOCUS14122|CAD7005774.1|CCAP	LOC117568873|XP_034105654.1|DALB
OG0000500	CCAP1982_LOCUS14118|CAD7005770.1|CCAP	LOC117568872|XP_034105653.1|DALB
OG0000501	CCAP1982_LOCUS20961|CAD7012862.1|CCAP	LOC117566728|XP_034102162.1|DALB
OG0000504	CCAP1982_LOCUS11753|CAD7003291.1|CCAP	LOC117570036|XP_034107352.1|DALB
OG0000506	CCAP1982_LOCUS3861|CAD6995138.1|CCAP	LOC117573661|XP_034112880.1|DALB
OG0000506	CCAP1982_LOCUS3860|CAD6995137.1|CCAP	LOC117573805|XP_034113108.1|DALB
OG0000508	CCAP1982_LOCUS11138|CAD7002655.1|CCAP	LOC117571360|XP_034109359.1|DALB, LOC117571471|XP_034109516.1|DALB
OG0000509	CCAP1982_LOCUS22430|CAD7014434.1|CCAP	LOC117567337|XP_034103147.1|DALB
OG0000509	CCAP1982_LOCUS22451|CAD7014456.1|CCAP	LOC117567334|XP_034103144.1|DALB
OG0000510	CCAP1982_LOCUS22883|CAD7014919.1|CCAP	LOC117572436|XP_034111155.1|DALB
OG0000511	CCAP1982_LOCUS7895|CAD6999368.1|CCAP	LOC117564449|XP_034099117.1|DALB
OG0000511	CCAP1982_LOCUS7894|CAD6999367.1|CCAP	LOC117564447|XP_034099116.1|DALB
OG0000512	CCAP1982_LOCUS7057|CAD6998460.1|CCAP	LOC117566003|XP_034101311.1|DALB
OG0000513	CCAP1982_LOCUS7011|CAD6998411.1|CCAP	LOC117566895|XP_034102401.1|DALB
OG0000514	CCAP1982_LOCUS6954|CAD6998353.1|CCAP	LOC117565332|XP_034100270.1|DALB
OG0000514	CCAP1982_LOCUS6964|CAD6998363.1|CCAP	LOC117564904|XP_034099748.1|DALB
OG0000515	CCAP1982_LOCUS9878|CAD7001381.1|CCAP	LOC117573227|XP_034112167.1|DALB
OG0000515	CCAP1982_LOCUS5206|CAD6996538.1|CCAP, CCAP1982_LOCUS1034|CAD6992156.1|CCAP	LOC117570797|XP_034108543.1|DALB
OG0000517	CCAP1982_LOCUS14093|CAD7005742.1|CCAP, CCAP1982_LOCUS14091|CAD7005740.1|CCAP, CCAP1982_LOCUS14092|CAD7005741.1|CCAP	LOC117571811|XP_034110073.1|DALB, LOC117571114|XP_034109000.1|DALB, LOC117571814|XP_034110075.1|DALB
OG0000518	CCAP1982_LOCUS21631|CAD7013575.1|CCAP	LOC117572704|XP_034111651.1|DALB
OG0000520	CCAP1982_LOCUS5540|CAD6996867.1|CCAP, CCAP1982_LOCUS5539|CAD6996866.1|CCAP	LOC117577287|XP_034118155.1|DALB, LOC117565968|XP_034101256.1|DALB
OG0000523	CCAP1982_LOCUS4144|CAD6995427.1|CCAP	LOC117574359|XP_034114084.1|DALB
OG0000524	CCAP1982_LOCUS2835|CAD6994063.1|CCAP	LOC117573923|XP_034113327.1|DALB
OG0000525	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP	LOC117567161|XP_034102865.1|DALB
OG0000526	CCAP1982_LOCUS5509|CAD6996836.1|CCAP	LOC117564252|XP_034098847.1|DALB, LOC117572745|XP_034111713.1|DALB
OG0000527	CCAP1982_LOCUS9186|CAD7000713.1|CCAP	LOC117566242|XP_034101679.1|DALB
OG0000528	CCAP1982_LOCUS6932|CAD6998327.1|CCAP	LOC117578385|XP_034119712.1|DALB
OG0000529	CCAP1982_LOCUS8941|CAD7000464.1|CCAP	LOC117564363|XP_034098968.1|DALB, LOC117565740|XP_034100876.1|DALB, LOC117564963|XP_034099809.1|DALB, LOC117565757|XP_034100901.1|DALB
OG0000530	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP	LOC117571193|XP_034109126.1|DALB
OG0000530	CCAP1982_LOCUS11386|CAD7002920.1|CCAP	LOC117571163|XP_034109065.1|DALB, LOC117571162|XP_034109063.1|DALB
OG0000531	CCAP1982_LOCUS6164|CAD6997524.1|CCAP	LOC117565336|XP_034100276.1|DALB, LOC117565556|XP_034100615.1|DALB
OG0000532	CCAP1982_LOCUS606|CAD6991693.1|CCAP	LOC117576083|XP_034116522.1|DALB, LOC117575284|XP_034115318.1|DALB
OG0000535	CCAP1982_LOCUS21016|CAD7012917.1|CCAP	LOC117567969|XP_034104168.1|DALB, LOC117570234|XP_034107629.1|DALB
OG0000536	CCAP1982_LOCUS14724|CAD7006404.1|CCAP	LOC117569953|XP_034107207.1|DALB
OG0000537	CCAP1982_LOCUS21949|CAD7013938.1|CCAP	LOC117570048|XP_034107366.1|DALB
OG0000538	CCAP1982_LOCUS19765|CAD7011681.1|CCAP	LOC117568064|XP_034104311.1|DALB
OG0000538	CCAP1982_LOCUS19763|CAD7011678.1|CCAP	LOC117568809|XP_034105561.1|DALB
OG0000539	CCAP1982_LOCUS338|CAD6991411.1|CCAP	LOC117574978|XP_034114935.1|DALB
OG0000539	CCAP1982_LOCUS341|CAD6991414.1|CCAP	LOC117576115|XP_034116563.1|DALB
OG0000540	CCAP1982_LOCUS7995|CAD6999471.1|CCAP	LOC117565088|XP_034099930.1|DALB, LOC117565172|XP_034100054.1|DALB, LOC117565085|XP_034099926.1|DALB, LOC117564982|XP_034099819.1|DALB, LOC117565086|XP_034099928.1|DALB, LOC117565442|XP_034100424.1|DALB
OG0000542	CCAP1982_LOCUS700|CAD6991796.1|CCAP	LOC117574053|XP_034113556.1|DALB
OG0000542	CCAP1982_LOCUS5512|CAD6996839.1|CCAP	LOC117573207|XP_034112097.1|DALB
OG0000543	CCAP1982_LOCUS22601|CAD7014610.1|CCAP	LOC117572386|XP_034111050.1|DALB
OG0000544	CCAP1982_LOCUS11870|CAD7003414.1|CCAP	LOC117568673|XP_034105370.1|DALB
OG0000544	CCAP1982_LOCUS4262|CAD6995551.1|CCAP	LOC117575460|XP_034115560.1|DALB
OG0000545	CCAP1982_LOCUS2546|CAD6993748.1|CCAP	LOC117575100|XP_034115092.1|DALB
OG0000548	CCAP1982_LOCUS13084|CAD7004690.1|CCAP	LOC117571556|XP_034109651.1|DALB, LOC117571554|XP_034109648.1|DALB, LOC117570985|XP_034108822.1|DALB
OG0000549	CCAP1982_LOCUS23354|CAD7015411.1|CCAP	LOC117569957|XP_034107218.1|DALB
OG0000550	CCAP1982_LOCUS12168|CAD7003731.1|CCAP	LOC117570320|XP_034107753.1|DALB
OG0000550	CCAP1982_LOCUS12162|CAD7003725.1|CCAP	LOC117569649|XP_034106785.1|DALB
OG0000551	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP	LOC117570425|XP_034107964.1|DALB
OG0000553	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP	LOC117563714|XP_034098061.1|DALB, LOC117565414|XP_034100389.1|DALB, LOC117565415|XP_034100390.1|DALB, LOC117565417|XP_034100393.1|DALB
OG0000554	CCAP1982_LOCUS1799|CAD6992967.1|CCAP	LOC117576527|XP_034117241.1|DALB, LOC117574065|XP_034113579.1|DALB
OG0000555	CCAP1982_LOCUS11538|CAD7003075.1|CCAP	LOC117570039|XP_034107354.1|DALB, LOC117569697|XP_034106847.1|DALB
OG0000556	CCAP1982_LOCUS743|CAD6991844.1|CCAP	LOC117569341|XP_034106365.1|DALB, LOC117575005|XP_034114973.1|DALB
OG0000557	CCAP1982_LOCUS805|CAD6991916.1|CCAP	LOC117575409|XP_034115480.1|DALB
OG0000557	CCAP1982_LOCUS804|CAD6991915.1|CCAP	LOC117576870|XP_034117862.1|DALB
OG0000559	CCAP1982_LOCUS2187|CAD6993371.1|CCAP	LOC117575571|XP_034115725.1|DALB
OG0000559	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP	LOC117568325|XP_034104797.1|DALB
OG0000560	CCAP1982_LOCUS20229|CAD7012131.1|CCAP	LOC117567917|XP_034104087.1|DALB, LOC117567916|XP_034104086.1|DALB, LOC117567915|XP_034104085.1|DALB
OG0000561	CCAP1982_LOCUS14402|CAD7006067.1|CCAP	LOC117570739|XP_034108452.1|DALB
OG0000561	CCAP1982_LOCUS14409|CAD7006074.1|CCAP	LOC117570772|XP_034108498.1|DALB
OG0000562	CCAP1982_LOCUS13630|CAD7005273.1|CCAP	LOC117568411|XP_034104943.1|DALB
OG0000562	CCAP1982_LOCUS13660|CAD7005303.1|CCAP	LOC117567105|XP_034102777.1|DALB
OG0000564	CCAP1982_LOCUS10820|CAD7002332.1|CCAP	LOC117569885|XP_034107115.1|DALB
OG0000564	CCAP1982_LOCUS10822|CAD7002334.1|CCAP	LOC117569684|XP_034106823.1|DALB
OG0000565	CCAP1982_LOCUS11648|CAD7003186.1|CCAP	LOC117573121|XP_034111937.1|DALB, LOC117567050|XP_034102663.1|DALB
OG0000566	CCAP1982_LOCUS3532|CAD6994801.1|CCAP	LOC117575463|XP_034115566.1|DALB
OG0000566	CCAP1982_LOCUS14944|CAD7006638.1|CCAP	LOC117572277|XP_034110872.1|DALB
OG0000568	CCAP1982_LOCUS1992|CAD6993168.1|CCAP	LOC117567383|XP_034103226.1|DALB, LOC117573488|XP_034112606.1|DALB
OG0000569	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP	LOC117563357|XP_034097537.1|DALB, LOC117576605|XP_034117395.1|DALB
OG0000569	CCAP1982_LOCUS4158|CAD6995441.1|CCAP	LOC117573194|XP_034112079.1|DALB
OG0000570	CCAP1982_LOCUS1165|CAD6992297.1|CCAP	LOC117576577|XP_034117342.1|DALB
OG0000570	CCAP1982_LOCUS1164|CAD6992296.1|CCAP	LOC117576578|XP_034117343.1|DALB
OG0000571	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP	LOC117574018|XP_034113497.1|DALB
OG0000571	CCAP1982_LOCUS3940|CAD6995221.1|CCAP	LOC117576764|XP_034117702.1|DALB
OG0000572	CCAP1982_LOCUS1969|CAD6993143.1|CCAP	LOC117574189|XP_034113773.1|DALB
OG0000572	CCAP1982_LOCUS1961|CAD6993135.1|CCAP	LOC117575540|XP_034115685.1|DALB
OG0000573	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP	LOC117568114|XP_034104406.1|DALB, LOC117566653|XP_034102087.1|DALB
OG0000574	CCAP1982_LOCUS11934|CAD7003483.1|CCAP	LOC117567035|XP_034102632.1|DALB
OG0000574	CCAP1982_LOCUS11936|CAD7003485.1|CCAP	LOC117575445|XP_034115546.1|DALB
OG0000575	CCAP1982_LOCUS10756|CAD7002260.1|CCAP	LOC117570493|XP_034108078.1|DALB
OG0000575	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP	LOC117570894|XP_034108687.1|DALB
OG0000577	CCAP1982_LOCUS7692|CAD6999153.1|CCAP	LOC117563678|XP_034097996.1|DALB, LOC117563369|XP_034097560.1|DALB
OG0000578	CCAP1982_LOCUS5470|CAD6996797.1|CCAP	LOC117563541|XP_034097811.1|DALB
OG0000578	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP	LOC117566833|XP_034102300.1|DALB
OG0000579	CCAP1982_LOCUS7710|CAD6999173.1|CCAP	LOC117574311|XP_034114011.1|DALB
OG0000579	CCAP1982_LOCUS14550|CAD7006224.1|CCAP	LOC117568033|XP_034104264.1|DALB
OG0000580	CCAP1982_LOCUS596|CAD6991683.1|CCAP	LOC117573545|XP_034112716.1|DALB, LOC117573543|XP_034112713.1|DALB
OG0000581	CCAP1982_LOCUS4884|CAD6996193.1|CCAP	LOC117574002|XP_034113459.1|DALB
OG0000582	CCAP1982_LOCUS20143|CAD7012040.1|CCAP	LOC117572467|XP_034111205.1|DALB
OG0000582	CCAP1982_LOCUS20144|CAD7012042.1|CCAP	LOC117572271|XP_034110865.1|DALB
OG0000583	CCAP1982_LOCUS22237|CAD7014234.1|CCAP	LOC117569458|XP_034106515.1|DALB
OG0000585	CCAP1982_LOCUS11849|CAD7003391.1|CCAP	LOC117569442|XP_034106496.1|DALB, LOC117569920|XP_034107163.1|DALB
OG0000592	CCAP1982_LOCUS7094|CAD6998505.1|CCAP	LOC117572376|XP_034111035.1|DALB, LOC117571583|XP_034109690.1|DALB
OG0000593	CCAP1982_LOCUS290|CAD6991360.1|CCAP	LOC117563424|XP_034097650.1|DALB, LOC117566355|XP_034101733.1|DALB
OG0000594	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP	LOC117574067|XP_034113581.1|DALB, LOC117576155|XP_034116619.1|DALB
OG0000595	CCAP1982_LOCUS1188|CAD6992320.1|CCAP	LOC117575204|XP_034115214.1|DALB
OG0000595	CCAP1982_LOCUS1912|CAD6993084.1|CCAP	LOC117573641|XP_034112843.1|DALB
OG0000596	CCAP1982_LOCUS4258|CAD6995547.1|CCAP	LOC117573268|XP_034112239.1|DALB, LOC117573267|XP_034112238.1|DALB, LOC117563806|XP_034098230.1|DALB
OG0000597	CCAP1982_LOCUS2271|CAD6993458.1|CCAP	LOC117574431|XP_034114159.1|DALB
OG0000598	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP	LOC117574273|XP_034113913.1|DALB
OG0000600	CCAP1982_LOCUS23106|CAD7015156.1|CCAP	LOC117570761|XP_034108482.1|DALB
OG0000601	CCAP1982_LOCUS5577|CAD6996904.1|CCAP	LOC117565708|XP_034100844.1|DALB, LOC117565706|XP_034100839.1|DALB
OG0000603	CCAP1982_LOCUS8475|CAD6999970.1|CCAP	LOC117566116|XP_034101478.1|DALB
OG0000604	CCAP1982_LOCUS8179|CAD6999649.1|CCAP	LOC117564075|XP_034098592.1|DALB
OG0000604	CCAP1982_LOCUS8178|CAD6999648.1|CCAP	LOC117564382|XP_034098992.1|DALB
OG0000605	CCAP1982_LOCUS7962|CAD6999438.1|CCAP	LOC117563778|XP_034098176.1|DALB, LOC117563777|XP_034098175.1|DALB
OG0000607	CCAP1982_LOCUS588|CAD6991675.1|CCAP	LOC117573731|XP_034112993.1|DALB, LOC117573336|XP_034112336.1|DALB
OG0000608	CCAP1982_LOCUS21399|CAD7013330.1|CCAP	LOC117575661|XP_034115840.1|DALB
OG0000610	CCAP1982_LOCUS11659|CAD7003197.1|CCAP	LOC117567740|XP_034103816.1|DALB, LOC117568908|XP_034105704.1|DALB
OG0000611	CCAP1982_LOCUS20406|CAD7012311.1|CCAP	LOC117572225|XP_034110794.1|DALB, LOC117569955|XP_034107216.1|DALB
OG0000615	CCAP1982_LOCUS1729|CAD6992894.1|CCAP	LOC117569740|XP_034106917.1|DALB, LOC117574393|XP_034114122.1|DALB
OG0000617	CCAP1982_LOCUS1174|CAD6992306.1|CCAP	LOC117575989|XP_034116376.1|DALB
OG0000617	CCAP1982_LOCUS1175|CAD6992307.1|CCAP	LOC117575506|XP_034115640.1|DALB
OG0000618	CCAP1982_LOCUS3215|CAD6994470.1|CCAP	LOC117573703|XP_034112962.1|DALB
OG0000619	CCAP1982_LOCUS22996|CAD7015039.1|CCAP	LOC117572298|XP_034110901.1|DALB
OG0000620	CCAP1982_LOCUS11828|CAD7003369.1|CCAP, CCAP1982_LOCUS11826|CAD7003367.1|CCAP	LOC117567579|XP_034103547.1|DALB
OG0000622	CCAP1982_LOCUS14996|CAD7006697.1|CCAP	LOC117570206|XP_034107585.1|DALB, LOC117569833|XP_034107049.1|DALB
OG0000623	CCAP1982_LOCUS12757|CAD7004341.1|CCAP	LOC117569825|XP_034107040.1|DALB
OG0000623	CCAP1982_LOCUS12360|CAD7003938.1|CCAP	LOC117571426|XP_034109457.1|DALB
OG0000624	CCAP1982_LOCUS21663|CAD7013611.1|CCAP	LOC117570531|XP_034108127.1|DALB
OG0000625	CCAP1982_LOCUS10908|CAD7002417.1|CCAP	LOC117572722|XP_034111677.1|DALB, LOC117572724|XP_034111680.1|DALB
OG0000626	CCAP1982_LOCUS22251|CAD7014248.1|CCAP	LOC117569433|XP_034106484.1|DALB
OG0000627	CCAP1982_LOCUS13245|CAD7004860.1|CCAP	LOC117572507|XP_034111252.1|DALB
OG0000628	CCAP1982_LOCUS6489|CAD6997870.1|CCAP	LOC117565246|XP_034100148.1|DALB
OG0000629	CCAP1982_LOCUS7865|CAD6999338.1|CCAP	LOC117574207|XP_034113802.1|DALB, LOC117574206|XP_034113801.1|DALB, LOC117565174|XP_034100057.1|DALB, LOC117564067|XP_034098584.1|DALB
OG0000630	CCAP1982_LOCUS6300|CAD6997670.1|CCAP	LOC117564045|XP_034098545.1|DALB
OG0000630	CCAP1982_LOCUS6298|CAD6997668.1|CCAP	LOC117565056|XP_034099894.1|DALB
OG0000631	CCAP1982_LOCUS8412|CAD6999902.1|CCAP	LOC117564713|XP_034099485.1|DALB
OG0000632	CCAP1982_LOCUS8193|CAD6999663.1|CCAP, CCAP1982_LOCUS8194|CAD6999664.1|CCAP	LOC117565524|XP_034100553.1|DALB, LOC117565870|XP_034101098.1|DALB
OG0000634	CCAP1982_LOCUS19966|CAD7011857.1|CCAP	LOC117568717|XP_034105424.1|DALB
OG0000635	CCAP1982_LOCUS19400|CAD7011293.1|CCAP	LOC117567613|XP_034103593.1|DALB, LOC117577669|XP_034118448.1|DALB
OG0000639	CCAP1982_LOCUS14414|CAD7006080.1|CCAP	LOC117572595|XP_034111394.1|DALB
OG0000642	CCAP1982_LOCUS12421|CAD7003999.1|CCAP, CCAP1982_LOCUS13725|CAD7005365.1|CCAP	LOC117563538|XP_034097808.1|DALB
OG0000643	CCAP1982_LOCUS2696|CAD6993903.1|CCAP	LOC117574455|XP_034114184.1|DALB
OG0000644	CCAP1982_LOCUS7601|CAD6999054.1|CCAP	LOC117567265|XP_034103015.1|DALB
OG0000646	CCAP1982_LOCUS1477|CAD6992629.1|CCAP	LOC117576972|XP_034118040.1|DALB, LOC117573382|XP_034112460.1|DALB
OG0000650	CCAP1982_LOCUS11792|CAD7003332.1|CCAP	LOC117573113|XP_034111930.1|DALB
OG0000651	CCAP1982_LOCUS13304|CAD7004921.1|CCAP	LOC117567804|XP_034103930.1|DALB, LOC117568586|XP_034105209.1|DALB
OG0000652	CCAP1982_LOCUS22325|CAD7014328.1|CCAP	LOC117569337|XP_034106358.1|DALB
OG0000653	CCAP1982_LOCUS3695|CAD6994963.1|CCAP	LOC117576011|XP_034116409.1|DALB
OG0000654	CCAP1982_LOCUS12923|CAD7004526.1|CCAP	LOC117566801|XP_034102235.1|DALB
OG0000655	CCAP1982_LOCUS22605|CAD7014614.1|CCAP	LOC117567327|XP_034103125.1|DALB
OG0000656	CCAP1982_LOCUS381|CAD6991456.1|CCAP	LOC117574283|XP_034113925.1|DALB
OG0000657	CCAP1982_LOCUS6719|CAD6998105.1|CCAP	LOC117564144|XP_034098698.1|DALB
OG0000660	CCAP1982_LOCUS20910|CAD7012810.1|CCAP	LOC117564213|XP_034098789.1|DALB, LOC117564216|XP_034098795.1|DALB
OG0000661	CCAP1982_LOCUS8780|CAD7000290.1|CCAP	LOC117572351|XP_034111002.1|DALB, LOC117565090|XP_034099931.1|DALB
OG0000662	CCAP1982_LOCUS11314|CAD7002845.1|CCAP	LOC117570924|XP_034108745.1|DALB
OG0000662	CCAP1982_LOCUS11155|CAD7002672.1|CCAP	LOC117577860|XP_034118700.1|DALB
OG0000665	CCAP1982_LOCUS658|CAD6991747.1|CCAP, CCAP1982_LOCUS657|CAD6991746.1|CCAP, CCAP1982_LOCUS656|CAD6991745.1|CCAP, CCAP1982_LOCUS659|CAD6991748.1|CCAP, CCAP1982_LOCUS655|CAD6991744.1|CCAP	LOC117573325|XP_034112325.1|DALB
OG0000665	CCAP1982_LOCUS654|CAD6991743.1|CCAP	LOC117575323|XP_034115370.1|DALB
OG0000666	CCAP1982_LOCUS19703|CAD7011614.1|CCAP	LOC117569897|XP_034107129.1|DALB
OG0000667	CCAP1982_LOCUS601|CAD6991688.1|CCAP	LOC117578274|XP_034119594.1|DALB, LOC117573551|XP_034112722.1|DALB
OG0000668	CCAP1982_LOCUS4197|CAD6995481.1|CCAP	LOC117573147|XP_034111977.1|DALB
OG0000671	CCAP1982_LOCUS4225|CAD6995512.1|CCAP	LOC117575061|XP_034115033.1|DALB
OG0000671	CCAP1982_LOCUS3971|CAD6995250.1|CCAP	LOC117575017|XP_034114987.1|DALB
OG0000672	CCAP1982_LOCUS13691|CAD7005331.1|CCAP	LOC117571431|XP_034109468.1|DALB
OG0000674	CCAP1982_LOCUS13040|CAD7004645.1|CCAP	LOC117570553|XP_034108170.1|DALB
OG0000675	CCAP1982_LOCUS10894|CAD7002402.1|CCAP, CCAP1982_LOCUS10895|CAD7002403.1|CCAP, CCAP1982_LOCUS10892|CAD7002400.1|CCAP, CCAP1982_LOCUS10893|CAD7002401.1|CCAP, CCAP1982_LOCUS10891|CAD7002399.1|CCAP	LOC117577932|XP_034118826.1|DALB
OG0000675	CCAP1982_LOCUS8664|CAD7000172.1|CCAP, CCAP1982_LOCUS8654|CAD7000162.1|CCAP, CCAP1982_LOCUS8655|CAD7000163.1|CCAP, CCAP1982_LOCUS8653|CAD7000161.1|CCAP	LOC117577641|XP_034118401.1|DALB, LOC117571689|XP_034109870.1|DALB, LOC117577754|XP_034118556.1|DALB, LOC117577713|XP_034118507.1|DALB
OG0000678	CCAP1982_LOCUS4210|CAD6995497.1|CCAP	LOC117574094|XP_034113622.1|DALB, LOC117565020|XP_034099855.1|DALB
OG0000683	CCAP1982_LOCUS2676|CAD6993882.1|CCAP	LOC117574071|XP_034113592.1|DALB
OG0000684	CCAP1982_LOCUS1800|CAD6992968.1|CCAP	LOC117575991|XP_034116379.1|DALB, LOC117576609|XP_034117401.1|DALB
OG0000685	CCAP1982_LOCUS2796|CAD6994019.1|CCAP	LOC117574214|XP_034113812.1|DALB
OG0000686	CCAP1982_LOCUS22639|CAD7014650.1|CCAP	LOC117570004|XP_034107290.1|DALB
OG0000687	CCAP1982_LOCUS13133|CAD7004740.1|CCAP	LOC117568559|XP_034105178.1|DALB, LOC117572061|XP_034110530.1|DALB
OG0000688	CCAP1982_LOCUS22352|CAD7014355.1|CCAP	LOC117566937|XP_034102459.1|DALB
OG0000689	CCAP1982_LOCUS22767|CAD7014799.1|CCAP	LOC117570131|XP_034107487.1|DALB, LOC117570130|XP_034107486.1|DALB
OG0000691	CCAP1982_LOCUS11669|CAD7003209.1|CCAP	LOC117563341|XP_034097509.1|DALB, LOC117572769|XP_034111749.1|DALB
OG0000692	CCAP1982_LOCUS12235|CAD7003802.1|CCAP	LOC117572055|XP_034110522.1|DALB
OG0000693	CCAP1982_LOCUS23258|CAD7015313.1|CCAP	LOC117578299|XP_034119635.1|DALB
OG0000693	CCAP1982_LOCUS633|CAD6991720.1|CCAP	LOC117574730|XP_034114551.1|DALB
OG0000695	CCAP1982_LOCUS8997|CAD7000519.1|CCAP	LOC117563999|XP_034098480.1|DALB
OG0000695	CCAP1982_LOCUS8984|CAD7000506.1|CCAP	LOC117564236|XP_034098818.1|DALB
OG0000696	CCAP1982_LOCUS8834|CAD7000352.1|CCAP	LOC117563384|XP_034097588.1|DALB
OG0000697	CCAP1982_LOCUS6273|CAD6997638.1|CCAP	LOC117564401|XP_034099016.1|DALB
OG0000698	CCAP1982_LOCUS8717|CAD7000225.1|CCAP	LOC117565639|XP_034100740.1|DALB
OG0000699	CCAP1982_LOCUS6551|CAD6997933.1|CCAP	LOC117564258|XP_034098852.1|DALB, LOC117576161|XP_034116627.1|DALB
OG0000700	CCAP1982_LOCUS7365|CAD6998816.1|CCAP	LOC117565951|XP_034101231.1|DALB, LOC117564896|XP_034099736.1|DALB
OG0000701	CCAP1982_LOCUS22532|CAD7014531.1|CCAP	LOC117568902|XP_034105696.1|DALB
