Orthogroup	CCAP.longest_only	AALB.longest_only
OG0000753	CCAP1982_LOCUS3763|CAD6995033.1|CCAP, CCAP1982_LOCUS3762|CAD6995032.1|CCAP	LOC118463405|XP_035785850.1|AALB
OG0000755	CCAP1982_LOCUS2374|CAD6993561.1|CCAP	LOC118456484|XP_035773202.1|AALB
OG0000756	CCAP1982_LOCUS3474|CAD6994741.1|CCAP	LOC118459267|XP_035778383.1|AALB
OG0000757	CCAP1982_LOCUS12322|CAD7003892.1|CCAP	LOC118466731|XP_035792307.1|AALB
OG0000758	CCAP1982_LOCUS10824|CAD7002337.1|CCAP, CCAP1982_LOCUS10825|CAD7002339.1|CCAP	LOC118464489|XP_035787809.1|AALB
OG0000759	CCAP1982_LOCUS11488|CAD7003025.1|CCAP	LOC118464958|XP_035788642.1|AALB
OG0000762	CCAP1982_LOCUS5527|CAD6996851.1|CCAP	LOC118468393|XP_035795050.1|AALB
OG0000763	CCAP1982_LOCUS7967|CAD6999443.1|CCAP, CCAP1982_LOCUS7966|CAD6999442.1|CCAP	LOC118461552|XP_035782895.1|AALB
OG0000764	CCAP1982_LOCUS9835|CAD7001338.1|CCAP, CCAP1982_LOCUS9837|CAD7001340.1|CCAP	LOC118458907|XP_035777759.1|AALB
OG0000767	CCAP1982_LOCUS13379|CAD7005004.1|CCAP	LOC118460152|XP_035780143.1|AALB
OG0000768	CCAP1982_LOCUS13967|CAD7005608.1|CCAP	LOC118461516|XP_035782839.1|AALB
OG0000770	CCAP1982_LOCUS23234|CAD7015287.1|CCAP, CCAP1982_LOCUS23236|CAD7015289.1|CCAP, CCAP1982_LOCUS23235|CAD7015288.1|CCAP, CCAP1982_LOCUS23208|CAD7015260.1|CCAP, CCAP1982_LOCUS23233|CAD7015286.1|CCAP	LOC118465276|XP_035789210.1|AALB
OG0000771	CCAP1982_LOCUS11323|CAD7002853.1|CCAP	LOC118465832|XP_035790318.1|AALB
OG0000778	CCAP1982_LOCUS4113|CAD6995395.1|CCAP	LOC118467710|XP_035794817.1|AALB
OG0000785	CCAP1982_LOCUS2663|CAD6993869.1|CCAP	LOC118459271|XP_035778400.1|AALB
OG0000786	CCAP1982_LOCUS1450|CAD6992600.1|CCAP, CCAP1982_LOCUS1451|CAD6992602.1|CCAP	LOC118457367|XP_035774777.1|AALB
OG0000787	CCAP1982_LOCUS11438|CAD7002975.1|CCAP	LOC118467704|XP_035794380.1|AALB
OG0000788	CCAP1982_LOCUS11851|CAD7003393.1|CCAP	LOC118466414|XP_035791576.1|AALB
OG0000789	CCAP1982_LOCUS7762|CAD6999230.1|CCAP	LOC118468941|XP_035796172.1|AALB
OG0000790	CCAP1982_LOCUS7014|CAD6998414.1|CCAP	LOC118466930|XP_035792713.1|AALB
OG0000791	CCAP1982_LOCUS2495|CAD6993689.1|CCAP	LOC118456204|XP_035772663.1|AALB
OG0000792	CCAP1982_LOCUS22816|CAD7014849.1|CCAP, CCAP1982_LOCUS8894|CAD7000418.1|CCAP, CCAP1982_LOCUS8893|CAD7000417.1|CCAP, CCAP1982_LOCUS8892|CAD7000416.1|CCAP	LOC118458779|XP_035777497.1|AALB
OG0000793	CCAP1982_LOCUS1000|CAD6992116.1|CCAP	LOC118459860|XP_035779527.1|AALB
OG0000797	CCAP1982_LOCUS4428|CAD6995722.1|CCAP	LOC118463511|XP_035786006.1|AALB
OG0000798	CCAP1982_LOCUS20568|CAD7012491.1|CCAP	LOC118464225|XP_035787294.1|AALB
OG0000799	CCAP1982_LOCUS23391|CAD7015450.1|CCAP	LOC118462798|XP_035784688.1|AALB
OG0000801	CCAP1982_LOCUS20234|CAD7012137.1|CCAP	LOC118463198|XP_035785525.1|AALB
OG0000802	CCAP1982_LOCUS12829|CAD7004420.1|CCAP	LOC118467277|XP_035793472.1|AALB
OG0000803	CCAP1982_LOCUS7929|CAD6999403.1|CCAP	LOC118467719|XP_035794418.1|AALB
OG0000810	CCAP1982_LOCUS7167|CAD6998589.1|CCAP, CCAP1982_LOCUS7168|CAD6998590.1|CCAP, CCAP1982_LOCUS7166|CAD6998588.1|CCAP, CCAP1982_LOCUS7165|CAD6998587.1|CCAP	LOC118456265|XP_035772760.1|AALB
OG0000811	CCAP1982_LOCUS23414|CAD7015474.1|CCAP	LOC118466450|XP_035791682.1|AALB
OG0000814	CCAP1982_LOCUS189|CAD6991255.1|CCAP	LOC118465745|XP_035790105.1|AALB
OG0000815	CCAP1982_LOCUS6833|CAD6998221.1|CCAP, CCAP1982_LOCUS6832|CAD6998220.1|CCAP	LOC118459814|XP_035779450.1|AALB
OG0000820	CCAP1982_LOCUS607|CAD6991694.1|CCAP, CCAP1982_LOCUS20527|CAD7012446.1|CCAP	LOC118463815|XP_035786587.1|AALB
OG0000831	CCAP1982_LOCUS2876|CAD6994107.1|CCAP	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB
OG0000832	CCAP1982_LOCUS22663|CAD7014678.1|CCAP	LOC118460735|XP_035781187.1|AALB
OG0000833	CCAP1982_LOCUS14574|CAD7006248.1|CCAP	LOC118463051|XP_035785194.1|AALB
OG0000834	CCAP1982_LOCUS3177|CAD6994426.1|CCAP, CCAP1982_LOCUS2133|CAD6993316.1|CCAP, CCAP1982_LOCUS2134|CAD6993317.1|CCAP, CCAP1982_LOCUS2135|CAD6993318.1|CCAP	LOC118464380|XP_035787616.1|AALB
OG0000836	CCAP1982_LOCUS5624|CAD6996957.1|CCAP	LOC118460970|XP_035781675.1|AALB
OG0000839	CCAP1982_LOCUS770|CAD6991879.1|CCAP	LOC118460038|XP_035779893.1|AALB
OG0000842	CCAP1982_LOCUS21103|CAD7013014.1|CCAP	LOC118467493|XP_035793936.1|AALB
OG0000843	CCAP1982_LOCUS5498|CAD6996825.1|CCAP	LOC118467383|XP_035793713.1|AALB
OG0000844	CCAP1982_LOCUS21108|CAD7013021.1|CCAP	LOC118462801|XP_035784693.1|AALB
OG0000853	CCAP1982_LOCUS10161|CAD7001670.1|CCAP	LOC118456872|XP_035773875.1|AALB, LOC118464526|XP_035787856.1|AALB, LOC118464266|XP_035787403.1|AALB
OG0000856	CCAP1982_LOCUS13873|CAD7005513.1|CCAP	LOC118462080|XP_035783992.1|AALB
OG0000858	CCAP1982_LOCUS3995|CAD6995275.1|CCAP	LOC118460903|XP_035781540.1|AALB
OG0000860	CCAP1982_LOCUS12607|CAD7004188.1|CCAP	LOC118467315|XP_035793543.1|AALB
OG0000861	CCAP1982_LOCUS23355|CAD7015412.1|CCAP, CCAP1982_LOCUS23353|CAD7015410.1|CCAP	LOC118467097|XP_035793036.1|AALB
OG0000863	CCAP1982_LOCUS13300|CAD7004917.1|CCAP, CCAP1982_LOCUS13301|CAD7004918.1|CCAP	LOC118462855|XP_035784804.1|AALB
OG0000865	CCAP1982_LOCUS4953|CAD6996270.1|CCAP	LOC118457283|XP_035774637.1|AALB
OG0000866	CCAP1982_LOCUS8871|CAD7000396.1|CCAP	LOC118461640|XP_035783103.1|AALB
OG0000867	CCAP1982_LOCUS6476|CAD6997852.1|CCAP	LOC118457872|XP_035775679.1|AALB
OG0000870	CCAP1982_LOCUS20504|CAD7012418.1|CCAP	LOC118463907|XP_035786738.1|AALB
OG0000871	CCAP1982_LOCUS19771|CAD7011687.1|CCAP	LOC118466733|XP_035792309.1|AALB
OG0000872	CCAP1982_LOCUS21128|CAD7013046.1|CCAP	LOC118463586|XP_035786133.1|AALB
OG0000873	CCAP1982_LOCUS11773|CAD7003312.1|CCAP, CCAP1982_LOCUS11691|CAD7003230.1|CCAP, CCAP1982_LOCUS11692|CAD7003231.1|CCAP	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB
OG0000875	CCAP1982_LOCUS2405|CAD6993595.1|CCAP, CCAP1982_LOCUS14457|CAD7006125.1|CCAP	LOC118466928|XP_035792707.1|AALB
OG0000885	CCAP1982_LOCUS3879|CAD6995158.1|CCAP	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB
OG0000888	CCAP1982_LOCUS11353|CAD7002884.1|CCAP, CCAP1982_LOCUS11349|CAD7002880.1|CCAP, CCAP1982_LOCUS11355|CAD7002886.1|CCAP	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB
OG0000889	CCAP1982_LOCUS13751|CAD7005391.1|CCAP	LOC118463477|XP_035785960.1|AALB
OG0000890	CCAP1982_LOCUS23265|CAD7015320.1|CCAP	LOC118465805|XP_035790266.1|AALB
OG0000891	CCAP1982_LOCUS8035|CAD6999510.1|CCAP	LOC118457690|XP_035775354.1|AALB
OG0000892	CCAP1982_LOCUS14260|CAD7005922.1|CCAP	LOC118461667|XP_035783148.1|AALB
OG0000893	CCAP1982_LOCUS4761|CAD6996054.1|CCAP	LOC118461100|XP_035781909.1|AALB
OG0000894	CCAP1982_LOCUS5163|CAD6996494.1|CCAP	LOC118457777|XP_035775501.1|AALB
OG0000895	CCAP1982_LOCUS22848|CAD7014884.1|CCAP	LOC118458352|XP_035776596.1|AALB
OG0000909	CCAP1982_LOCUS3768|CAD6995038.1|CCAP	LOC118459629|XP_035779099.1|AALB
OG0000911	CCAP1982_LOCUS21662|CAD7013610.1|CCAP	LOC118464594|XP_035787930.1|AALB
OG0000912	CCAP1982_LOCUS14320|CAD7005984.1|CCAP	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB
OG0000913	CCAP1982_LOCUS10762|CAD7002267.1|CCAP	LOC118462547|XP_035784207.1|AALB
OG0000913	CCAP1982_LOCUS10773|CAD7002278.1|CCAP	LOC118462550|XP_035784209.1|AALB
OG0000914	CCAP1982_LOCUS21261|CAD7013190.1|CCAP	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB
OG0000915	CCAP1982_LOCUS21547|CAD7013485.1|CCAP	LOC118457378|XP_035774806.1|AALB, LOC118459897|XP_035779606.1|AALB
OG0000916	CCAP1982_LOCUS8269|CAD6999743.1|CCAP	LOC118458441|XP_035776810.1|AALB, LOC118458711|XP_035777344.1|AALB, LOC118456560|XP_035773322.1|AALB, LOC118468342|XP_035794994.1|AALB, LOC118459910|XP_035779638.1|AALB, LOC118458633|XP_035777215.1|AALB, LOC118456982|XP_035774080.1|AALB, LOC118460472|XP_035780690.1|AALB, LOC118459193|XP_035778247.1|AALB, LOC118468359|XP_035795012.1|AALB
OG0000917	CCAP1982_LOCUS8922|CAD7000445.1|CCAP	LOC118458771|XP_035777457.1|AALB
OG0000918	CCAP1982_LOCUS5537|CAD6996863.1|CCAP	LOC118460938|XP_035781593.1|AALB
OG0000922	CCAP1982_LOCUS12740|CAD7004321.1|CCAP, CCAP1982_LOCUS12739|CAD7004320.1|CCAP, CCAP1982_LOCUS12737|CAD7004318.1|CCAP	LOC118456255|XP_035772750.1|AALB
OG0000923	CCAP1982_LOCUS5176|CAD6996508.1|CCAP, CCAP1982_LOCUS22264|CAD7014261.1|CCAP	LOC118466584|XP_035792037.1|AALB
OG0000925	CCAP1982_LOCUS1840|CAD6993005.1|CCAP	LOC118467575|XP_035794113.1|AALB
OG0000935	CCAP1982_LOCUS3212|CAD6994467.1|CCAP	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB
OG0000936	CCAP1982_LOCUS4121|CAD6995403.1|CCAP	LOC118461155|XP_035782074.1|AALB
OG0000939	CCAP1982_LOCUS8572|CAD7000071.1|CCAP	LOC118458045|XP_035776058.1|AALB
OG0000942	CCAP1982_LOCUS13068|CAD7004674.1|CCAP	LOC118461937|XP_035783705.1|AALB
OG0000943	CCAP1982_LOCUS23191|CAD7015240.1|CCAP	LOC118464680|XP_035788095.1|AALB
OG0000945	CCAP1982_LOCUS22125|CAD7014119.1|CCAP	LOC118462643|XP_035784385.1|AALB
OG0000947	CCAP1982_LOCUS19572|CAD7011472.1|CCAP	LOC118459427|XP_035778666.1|AALB, LOC118459425|XP_035778663.1|AALB, LOC118459426|XP_035778664.1|AALB
OG0000948	CCAP1982_LOCUS11573|CAD7003110.1|CCAP	LOC118460957|XP_035781625.1|AALB
OG0000951	CCAP1982_LOCUS166|CAD6991229.1|CCAP	LOC118467062|XP_035792970.1|AALB
OG0000952	CCAP1982_LOCUS7797|CAD6999267.1|CCAP	LOC118463414|XP_035785859.1|AALB, LOC118459495|XP_035778805.1|AALB
OG0000953	CCAP1982_LOCUS7587|CAD6999040.1|CCAP, CCAP1982_LOCUS4618|CAD6995916.1|CCAP, CCAP1982_LOCUS6433|CAD6997809.1|CCAP, CCAP1982_LOCUS1476|CAD6992628.1|CCAP, CCAP1982_LOCUS11638|CAD7003176.1|CCAP	LOC118464595|XP_035787931.1|AALB, LOC118456465|XP_035773143.1|AALB, LOC118468397|XP_035795053.1|AALB
OG0000953	CCAP1982_LOCUS8757|CAD7000267.1|CCAP, CCAP1982_LOCUS11922|CAD7003469.1|CCAP, CCAP1982_LOCUS6192|CAD6997554.1|CCAP, CCAP1982_LOCUS14656|CAD7006334.1|CCAP, CCAP1982_LOCUS10138|CAD7001644.1|CCAP, CCAP1982_LOCUS7673|CAD6999130.1|CCAP, CCAP1982_LOCUS11523|CAD7003060.1|CCAP, CCAP1982_LOCUS7263|CAD6998706.1|CCAP	LOC118465115|XP_035788955.1|AALB, LOC118461337|XP_035782438.1|AALB
OG0000964	CCAP1982_LOCUS19682|CAD7011593.1|CCAP	LOC118461375|XP_035782519.1|AALB
OG0000966	CCAP1982_LOCUS5066|CAD6996391.1|CCAP	LOC118463865|XP_035786672.1|AALB
OG0000968	CCAP1982_LOCUS11834|CAD7003375.1|CCAP	LOC118464835|XP_035788404.1|AALB
OG0000969	CCAP1982_LOCUS23334|CAD7015390.1|CCAP	LOC118467288|XP_035793494.1|AALB
OG0000970	CCAP1982_LOCUS2746|CAD6993961.1|CCAP	LOC118459232|XP_035778322.1|AALB
OG0000971	CCAP1982_LOCUS8220|CAD6999693.1|CCAP	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB
OG0000972	CCAP1982_LOCUS11059|CAD7002571.1|CCAP	LOC118457048|XP_035774189.1|AALB
OG0000974	CCAP1982_LOCUS12256|CAD7003823.1|CCAP, CCAP1982_LOCUS12257|CAD7003824.1|CCAP	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB
OG0000975	CCAP1982_LOCUS5108|CAD6996435.1|CCAP, CCAP1982_LOCUS5109|CAD6996436.1|CCAP, CCAP1982_LOCUS5107|CAD6996434.1|CCAP	LOC118461802|XP_035783438.1|AALB
OG0000976	CCAP1982_LOCUS4863|CAD6996171.1|CCAP	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB
OG0000977	CCAP1982_LOCUS4904|CAD6996216.1|CCAP, CCAP1982_LOCUS4902|CAD6996214.1|CCAP	LOC118468937|XP_035796163.1|AALB
OG0000978	CCAP1982_LOCUS4767|CAD6996059.1|CCAP	LOC118464760|XP_035788272.1|AALB
OG0000979	CCAP1982_LOCUS1023|CAD6992145.1|CCAP	LOC118459941|XP_035779710.1|AALB
OG0000992	CCAP1982_LOCUS4021|CAD6995302.1|CCAP	LOC118467370|XP_035793679.1|AALB
OG0000995	CCAP1982_LOCUS22836|CAD7014872.1|CCAP	LOC118467882|XP_035794687.1|AALB
OG0000996	CCAP1982_LOCUS21390|CAD7013320.1|CCAP	LOC118464625|XP_035787964.1|AALB
OG0000997	CCAP1982_LOCUS23125|CAD7015172.1|CCAP, CCAP1982_LOCUS23124|CAD7015171.1|CCAP	LOC118463841|XP_035786637.1|AALB
OG0000998	CCAP1982_LOCUS11164|CAD7002685.1|CCAP, CCAP1982_LOCUS11162|CAD7002682.1|CCAP, CCAP1982_LOCUS11161|CAD7002681.1|CCAP, CCAP1982_LOCUS11159|CAD7002677.1|CCAP	LOC118463641|XP_035786269.1|AALB
OG0001000	CCAP1982_LOCUS7177|CAD6998602.1|CCAP	LOC118468586|XP_035795411.1|AALB
OG0001001	CCAP1982_LOCUS7241|CAD6998682.1|CCAP	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB
OG0001002	CCAP1982_LOCUS8673|CAD7000182.1|CCAP, CCAP1982_LOCUS8675|CAD7000184.1|CCAP, CCAP1982_LOCUS8672|CAD7000181.1|CCAP	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB
OG0001004	CCAP1982_LOCUS519|CAD6991602.1|CCAP	LOC118461508|XP_035782830.1|AALB
OG0001005	CCAP1982_LOCUS13375|CAD7004999.1|CCAP	LOC118457323|XP_035774708.1|AALB
OG0001006	CCAP1982_LOCUS13426|CAD7005058.1|CCAP	LOC118466540|XP_035791949.1|AALB
OG0001007	CCAP1982_LOCUS21101|CAD7013012.1|CCAP	LOC118465783|XP_035790210.1|AALB
OG0001009	CCAP1982_LOCUS8077|CAD6999557.1|CCAP	LOC118457397|XP_035774827.1|AALB
OG0001019	CCAP1982_LOCUS3433|CAD6994698.1|CCAP	LOC118465401|XP_035789500.1|AALB
OG0001024	CCAP1982_LOCUS3439|CAD6994704.1|CCAP, CCAP1982_LOCUS3438|CAD6994703.1|CCAP	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB
OG0001025	CCAP1982_LOCUS14956|CAD7006653.1|CCAP	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB
OG0001026	CCAP1982_LOCUS21674|CAD7013623.1|CCAP	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB
OG0001027	CCAP1982_LOCUS11668|CAD7003208.1|CCAP	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB
OG0001028	CCAP1982_LOCUS8649|CAD7000156.1|CCAP	LOC118466252|XP_035791197.1|AALB
OG0001031	CCAP1982_LOCUS6157|CAD6997518.1|CCAP, CCAP1982_LOCUS6156|CAD6997517.1|CCAP, CCAP1982_LOCUS6151|CAD6997512.1|CCAP	LOC118458005|XP_035775973.1|AALB
OG0001042	CCAP1982_LOCUS1764|CAD6992931.1|CCAP	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB
OG0001045	CCAP1982_LOCUS20913|CAD7012813.1|CCAP	LOC118460207|XP_035780211.1|AALB
OG0001046	CCAP1982_LOCUS19960|CAD7011851.1|CCAP	LOC118461602|XP_035783012.1|AALB
OG0001048	CCAP1982_LOCUS21371|CAD7013300.1|CCAP	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB
OG0001049	CCAP1982_LOCUS12233|CAD7003800.1|CCAP, CCAP1982_LOCUS12232|CAD7003799.1|CCAP	LOC118467134|XP_035793137.1|AALB
OG0001050	CCAP1982_LOCUS11755|CAD7003293.1|CCAP	LOC118466206|XP_035791116.1|AALB
OG0001051	CCAP1982_LOCUS7727|CAD6999191.1|CCAP	LOC118458232|XP_035776394.1|AALB
OG0001051	CCAP1982_LOCUS7728|CAD6999192.1|CCAP	LOC118464584|XP_035787920.1|AALB, LOC118464585|XP_035787921.1|AALB
OG0001052	CCAP1982_LOCUS5814|CAD6997172.1|CCAP	LOC118456651|XP_035773484.1|AALB
OG0001054	CCAP1982_LOCUS3180|CAD6994429.1|CCAP	LOC118458947|XP_035777823.1|AALB
OG0001057	CCAP1982_LOCUS20701|CAD7012617.1|CCAP	LOC118456428|XP_035773077.1|AALB
OG0001059	CCAP1982_LOCUS14475|CAD7006147.1|CCAP, CCAP1982_LOCUS14471|CAD7006143.1|CCAP	LOC118466592|XP_035792047.1|AALB
OG0001073	CCAP1982_LOCUS2980|CAD6994218.1|CCAP	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB
OG0001074	CCAP1982_LOCUS22501|CAD7014499.1|CCAP	LOC118465055|XP_035788830.1|AALB
OG0001077	CCAP1982_LOCUS4172|CAD6995457.1|CCAP	LOC118468651|XP_035795571.1|AALB
OG0001079	CCAP1982_LOCUS12708|CAD7004289.1|CCAP	LOC118462980|XP_035785069.1|AALB
OG0001080	CCAP1982_LOCUS11124|CAD7002641.1|CCAP	LOC118466686|XP_035792207.1|AALB
OG0001081	CCAP1982_LOCUS996|CAD6992112.1|CCAP	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB
OG0001082	CCAP1982_LOCUS22051|CAD7014045.1|CCAP	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB
OG0001083	CCAP1982_LOCUS14891|CAD7006577.1|CCAP	LOC118463887|XP_035786707.1|AALB
OG0001084	CCAP1982_LOCUS21820|CAD7013799.1|CCAP, CCAP1982_LOCUS21819|CAD7013798.1|CCAP	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB
OG0001085	CCAP1982_LOCUS21337|CAD7013266.1|CCAP	LOC118463368|XP_035785785.1|AALB
OG0001086	CCAP1982_LOCUS21090|CAD7013000.1|CCAP	LOC118466154|XP_035791022.1|AALB
OG0001088	CCAP1982_LOCUS12834|CAD7004425.1|CCAP	LOC118463537|XP_035786046.1|AALB
OG0001089	CCAP1982_LOCUS12321|CAD7003891.1|CCAP	LOC118463098|XP_035785279.1|AALB
OG0001090	CCAP1982_LOCUS12515|CAD7004092.1|CCAP	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB
OG0001091	CCAP1982_LOCUS11183|CAD7002706.1|CCAP	LOC118467703|XP_035794379.1|AALB, LOC118467702|XP_035794378.1|AALB, LOC118464616|XP_035787954.1|AALB, LOC118464294|XP_035787469.1|AALB
OG0001092	CCAP1982_LOCUS8406|CAD6999896.1|CCAP	LOC118458375|XP_035776670.1|AALB
OG0001093	CCAP1982_LOCUS6559|CAD6997942.1|CCAP, CCAP1982_LOCUS6558|CAD6997941.1|CCAP	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB
OG0001094	CCAP1982_LOCUS6585|CAD6997967.1|CCAP, CCAP1982_LOCUS6594|CAD6997977.1|CCAP	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB
OG0001095	CCAP1982_LOCUS5633|CAD6996967.1|CCAP	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB
OG0001096	CCAP1982_LOCUS8252|CAD6999726.1|CCAP	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB
OG0001097	CCAP1982_LOCUS5730|CAD6997077.1|CCAP	LOC118468054|XP_035794870.1|AALB
OG0001099	CCAP1982_LOCUS12524|CAD7004101.1|CCAP	LOC118459695|XP_035779229.1|AALB
OG0001100	CCAP1982_LOCUS908|CAD6992026.1|CCAP	LOC118467040|XP_035792918.1|AALB
OG0001101	CCAP1982_LOCUS20125|CAD7012014.1|CCAP	LOC118465160|XP_035789001.1|AALB
OG0001102	CCAP1982_LOCUS14209|CAD7005867.1|CCAP, CCAP1982_LOCUS14212|CAD7005870.1|CCAP, CCAP1982_LOCUS14202|CAD7005860.1|CCAP	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB
OG0001103	CCAP1982_LOCUS3837|CAD6995115.1|CCAP, CCAP1982_LOCUS3835|CAD6995113.1|CCAP	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB
OG0001104	CCAP1982_LOCUS20148|CAD7012046.1|CCAP	LOC118466871|XP_035792612.1|AALB
OG0001106	CCAP1982_LOCUS19510|CAD7011410.1|CCAP, CCAP1982_LOCUS19502|CAD7011402.1|CCAP, CCAP1982_LOCUS19508|CAD7011408.1|CCAP, CCAP1982_LOCUS19504|CAD7011404.1|CCAP	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB
OG0001107	CCAP1982_LOCUS6892|CAD6998283.1|CCAP, CCAP1982_LOCUS10089|CAD7001595.1|CCAP, CCAP1982_LOCUS6377|CAD6997745.1|CCAP	LOC118462914|XP_035784912.1|AALB
OG0001119	CCAP1982_LOCUS4136|CAD6995419.1|CCAP	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB
OG0001120	CCAP1982_LOCUS3124|CAD6994371.1|CCAP	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB
OG0001121	CCAP1982_LOCUS22189|CAD7014183.1|CCAP	LOC118467126|XP_035793101.1|AALB
OG0001122	CCAP1982_LOCUS12577|CAD7004157.1|CCAP	LOC118466831|XP_035792522.1|AALB
OG0001124	CCAP1982_LOCUS3530|CAD6994799.1|CCAP	LOC118465314|XP_035789323.1|AALB
OG0001125	CCAP1982_LOCUS12956|CAD7004560.1|CCAP	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB
OG0001126	CCAP1982_LOCUS12937|CAD7004540.1|CCAP	LOC118466913|XP_035792673.1|AALB
OG0001127	CCAP1982_LOCUS13446|CAD7005083.1|CCAP	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB
OG0001128	CCAP1982_LOCUS23086|CAD7015136.1|CCAP	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB
OG0001129	CCAP1982_LOCUS5497|CAD6996824.1|CCAP, CCAP1982_LOCUS5496|CAD6996823.1|CCAP	LOC118456467|XP_035773148.1|AALB
OG0001130	CCAP1982_LOCUS5744|CAD6997091.1|CCAP	LOC118468542|XP_035795318.1|AALB
OG0001131	CCAP1982_LOCUS10341|CAD7001852.1|CCAP	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB
OG0001133	CCAP1982_LOCUS6900|CAD6998291.1|CCAP, CCAP1982_LOCUS6901|CAD6998292.1|CCAP, CCAP1982_LOCUS6888|CAD6998279.1|CCAP, CCAP1982_LOCUS6889|CAD6998280.1|CCAP, CCAP1982_LOCUS6904|CAD6998295.1|CCAP, CCAP1982_LOCUS6899|CAD6998290.1|CCAP	LOC118459323|XP_035778470.1|AALB
OG0001134	CCAP1982_LOCUS20005|CAD7011894.1|CCAP	LOC118459711|XP_035779262.1|AALB
OG0001135	CCAP1982_LOCUS54|CAD6991107.1|CCAP	LOC118458211|XP_035776349.1|AALB
OG0001135	CCAP1982_LOCUS53|CAD6991106.1|CCAP	LOC118458424|XP_035776772.1|AALB
OG0001136	CCAP1982_LOCUS933|CAD6992052.1|CCAP, CCAP1982_LOCUS945|CAD6992064.1|CCAP, CCAP1982_LOCUS948|CAD6992067.1|CCAP, CCAP1982_LOCUS946|CAD6992065.1|CCAP, CCAP1982_LOCUS932|CAD6992051.1|CCAP	LOC118461028|XP_035781783.1|AALB
OG0001137	CCAP1982_LOCUS5134|CAD6996465.1|CCAP	LOC118457518|XP_035775055.1|AALB
OG0001138	CCAP1982_LOCUS11127|CAD7002644.1|CCAP, CCAP1982_LOCUS11125|CAD7002642.1|CCAP	LOC118464731|XP_035788215.1|AALB
OG0001139	CCAP1982_LOCUS14528|CAD7006200.1|CCAP	LOC118465857|XP_035790380.1|AALB
OG0001153	CCAP1982_LOCUS20531|CAD7012450.1|CCAP	LOC118465049|XP_035788825.1|AALB
OG0001154	CCAP1982_LOCUS5972|CAD6997338.1|CCAP	LOC118468672|XP_035795648.1|AALB
OG0001157	CCAP1982_LOCUS4065|CAD6995346.1|CCAP	LOC118461514|XP_035782836.1|AALB
OG0001158	CCAP1982_LOCUS8483|CAD6999978.1|CCAP	LOC118458274|XP_035776486.1|AALB
