Orthogroup	CCAP.longest_only	CPIP.longest_only
OG0001852	CCAP1982_LOCUS13290|CAD7004906.1|CCAP, CCAP1982_LOCUS13289|CAD7004905.1|CCAP	LOC120413287|XP_039429958.1|CPIP, LOC120413313|XP_039430014.1|CPIP
OG0001853	CCAP1982_LOCUS3612|CAD6994877.1|CCAP	LOC120413290|XP_039429965.1|CPIP
OG0001855	CCAP1982_LOCUS20317|CAD7012219.1|CCAP	LOC120431217|XP_039452295.1|CPIP, LOC120430280|XP_039451306.1|CPIP
OG0001858	CCAP1982_LOCUS8963|CAD7000484.1|CCAP	LOC120432212|XP_039453305.1|CPIP
OG0001860	CCAP1982_LOCUS13420|CAD7005050.1|CCAP	LOC120432252|XP_039453361.1|CPIP, LOC120422822|XP_039442291.1|CPIP
OG0001861	CCAP1982_LOCUS2989|CAD6994227.1|CCAP	LOC120414178|XP_039431186.1|CPIP
OG0001864	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP	LOC120417696|XP_039435771.1|CPIP
OG0001866	CCAP1982_LOCUS2419|CAD6993609.1|CCAP	LOC120424588|XP_039444715.1|CPIP
OG0001867	CCAP1982_LOCUS12895|CAD7004494.1|CCAP	LOC120424690|XP_039444799.1|CPIP, LOC120413652|XP_039430503.1|CPIP
OG0001868	CCAP1982_LOCUS7780|CAD6999249.1|CCAP	LOC120424695|XP_039444808.1|CPIP
OG0001869	CCAP1982_LOCUS2409|CAD6993599.1|CCAP	LOC120425313|XP_039445713.1|CPIP
OG0001872	CCAP1982_LOCUS1125|CAD6992255.1|CCAP	LOC120416400|XP_039434080.1|CPIP
OG0001873	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP	LOC120415625|XP_039433159.1|CPIP
OG0001874	CCAP1982_LOCUS4109|CAD6995391.1|CCAP	LOC120416923|XP_039434763.1|CPIP
OG0001875	CCAP1982_LOCUS1759|CAD6992926.1|CCAP	LOC120418476|XP_039436877.1|CPIP, LOC120423876|XP_039443758.1|CPIP
OG0001878	CCAP1982_LOCUS2349|CAD6993537.1|CCAP	LOC120426437|XP_039447133.1|CPIP
OG0001879	CCAP1982_LOCUS4169|CAD6995454.1|CCAP, CCAP1982_LOCUS4167|CAD6995453.1|CCAP	LOC120427444|XP_039448246.1|CPIP
OG0001880	CCAP1982_LOCUS1363|CAD6992514.1|CCAP	LOC120417856|XP_039436010.1|CPIP
OG0001881	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP	LOC120417206|XP_039435105.1|CPIP
OG0001882	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP	LOC120417207|XP_039435107.1|CPIP
OG0001883	CCAP1982_LOCUS2229|CAD6993414.1|CCAP, CCAP1982_LOCUS2228|CAD6993413.1|CCAP	LOC120429671|XP_039450634.1|CPIP, LOC120424512|XP_039444600.1|CPIP
OG0001884	CCAP1982_LOCUS1429|CAD6992581.1|CCAP	LOC120427183|XP_039447981.1|CPIP
OG0001886	CCAP1982_LOCUS1050|CAD6992176.1|CCAP	LOC120426734|XP_039447440.1|CPIP
OG0001887	CCAP1982_LOCUS20351|CAD7012255.1|CCAP	LOC120421810|XP_039441022.1|CPIP, LOC120420156|XP_039439056.1|CPIP
OG0001888	CCAP1982_LOCUS224|CAD6991295.1|CCAP	LOC120421794|XP_039440999.1|CPIP
OG0001890	CCAP1982_LOCUS2856|CAD6994087.1|CCAP	LOC120421819|XP_039441031.1|CPIP
OG0001891	CCAP1982_LOCUS2944|CAD6994179.1|CCAP	LOC120421797|XP_039441002.1|CPIP
OG0001893	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP	LOC120425738|XP_039446277.1|CPIP
OG0001894	CCAP1982_LOCUS22715|CAD7014737.1|CCAP	LOC120425748|XP_039446287.1|CPIP
OG0001895	CCAP1982_LOCUS9931|CAD7001434.1|CCAP	LOC120418343|XP_039436626.1|CPIP
OG0001896	CCAP1982_LOCUS10482|CAD7001996.1|CCAP	LOC120415694|XP_039433223.1|CPIP
OG0001897	CCAP1982_LOCUS2463|CAD6993655.1|CCAP	LOC120427898|XP_039448767.1|CPIP
OG0001899	CCAP1982_LOCUS1209|CAD6992345.1|CCAP	LOC120428908|XP_039449983.1|CPIP
OG0001901	CCAP1982_LOCUS5757|CAD6997106.1|CCAP, CCAP1982_LOCUS5756|CAD6997104.1|CCAP, CCAP1982_LOCUS5758|CAD6997109.1|CCAP	LOC120426679|XP_039447386.1|CPIP
OG0001903	CCAP1982_LOCUS2781|CAD6994000.1|CCAP	LOC120430274|XP_039451297.1|CPIP
OG0001904	CCAP1982_LOCUS2825|CAD6994050.1|CCAP	LOC120432505|XP_039453659.1|CPIP, LOC120415965|XP_039433543.1|CPIP, LOC120431715|XP_039452771.1|CPIP
OG0001906	CCAP1982_LOCUS1455|CAD6992606.1|CCAP	LOC120429813|XP_039450797.1|CPIP
OG0001908	CCAP1982_LOCUS2718|CAD6993930.1|CCAP	LOC120423816|XP_039443671.1|CPIP
OG0001910	CCAP1982_LOCUS3105|CAD6994350.1|CCAP	LOC120420775|XP_039439820.1|CPIP, LOC120420773|XP_039439816.1|CPIP
OG0001911	CCAP1982_LOCUS3848|CAD6995126.1|CCAP, CCAP1982_LOCUS3845|CAD6995123.1|CCAP, CCAP1982_LOCUS3839|CAD6995117.1|CCAP, CCAP1982_LOCUS3849|CAD6995127.1|CCAP	LOC120428292|XP_039449219.1|CPIP, LOC120423330|XP_039443025.1|CPIP
OG0001912	CCAP1982_LOCUS2354|CAD6993542.1|CCAP	LOC120423593|XP_039443389.1|CPIP
OG0001914	CCAP1982_LOCUS1303|CAD6992445.1|CCAP, CCAP1982_LOCUS1304|CAD6992447.1|CCAP	LOC120428358|XP_039449297.1|CPIP, LOC120432115|XP_039453184.1|CPIP, LOC120423554|XP_039443332.1|CPIP
OG0001915	CCAP1982_LOCUS11403|CAD7002938.1|CCAP, CCAP1982_LOCUS22437|CAD7014441.1|CCAP, CCAP1982_LOCUS22436|CAD7014440.1|CCAP	LOC120428071|XP_039448978.1|CPIP
OG0001916	CCAP1982_LOCUS21919|CAD7013905.1|CCAP	LOC120428687|XP_039449691.1|CPIP
OG0001917	CCAP1982_LOCUS10929|CAD7002439.1|CCAP	LOC120423008|XP_039442572.1|CPIP
OG0001918	CCAP1982_LOCUS11525|CAD7003062.1|CCAP	LOC120421757|XP_039440964.1|CPIP, LOC120413534|XP_039430343.1|CPIP, LOC120418882|XP_039437350.1|CPIP
OG0001919	CCAP1982_LOCUS21247|CAD7013176.1|CCAP, CCAP1982_LOCUS21246|CAD7013175.1|CCAP	LOC120424196|XP_039444189.1|CPIP
OG0001920	CCAP1982_LOCUS12172|CAD7003736.1|CCAP	LOC120429774|XP_039450765.1|CPIP
OG0001921	CCAP1982_LOCUS14964|CAD7006661.1|CCAP	LOC120417829|XP_039435979.1|CPIP
OG0001922	CCAP1982_LOCUS7235|CAD6998676.1|CCAP	LOC120419738|XP_039438474.1|CPIP, LOC120426631|XP_039447357.1|CPIP
OG0001924	CCAP1982_LOCUS5884|CAD6997251.1|CCAP	LOC120417414|XP_039435391.1|CPIP
OG0001925	CCAP1982_LOCUS13224|CAD7004835.1|CCAP	LOC120426340|XP_039447039.1|CPIP
OG0001926	CCAP1982_LOCUS14893|CAD7006579.1|CCAP, CCAP1982_LOCUS14894|CAD7006580.1|CCAP	LOC120424376|XP_039444407.1|CPIP
OG0001928	CCAP1982_LOCUS12931|CAD7004534.1|CCAP	LOC120422882|XP_039442376.1|CPIP
OG0001929	CCAP1982_LOCUS12927|CAD7004530.1|CCAP	LOC120425920|XP_039446477.1|CPIP
OG0001930	CCAP1982_LOCUS22561|CAD7014562.1|CCAP, CCAP1982_LOCUS22560|CAD7014561.1|CCAP	LOC120424411|XP_039444453.1|CPIP, LOC120426050|XP_039446672.1|CPIP
OG0001932	CCAP1982_LOCUS14734|CAD7006414.1|CCAP	LOC120420572|XP_039439584.1|CPIP
OG0001933	CCAP1982_LOCUS20458|CAD7012364.1|CCAP	LOC120429654|XP_039450614.1|CPIP
OG0001934	CCAP1982_LOCUS11449|CAD7002986.1|CCAP	LOC120415740|XP_039433276.1|CPIP
OG0001935	CCAP1982_LOCUS14888|CAD7006574.1|CCAP	LOC120424879|XP_039445074.1|CPIP
OG0001937	CCAP1982_LOCUS21341|CAD7013270.1|CCAP	LOC120429902|XP_039450933.1|CPIP
OG0001938	CCAP1982_LOCUS21455|CAD7013390.1|CCAP	LOC120430101|XP_039451124.1|CPIP
OG0001940	CCAP1982_LOCUS21654|CAD7013600.1|CCAP, CCAP1982_LOCUS21655|CAD7013601.1|CCAP	LOC120421328|XP_039440429.1|CPIP
OG0001941	CCAP1982_LOCUS11356|CAD7002887.1|CCAP	LOC120412386|XP_039428757.1|CPIP
OG0001942	CCAP1982_LOCUS21879|CAD7013860.1|CCAP	LOC120428746|XP_039449758.1|CPIP, LOC120428752|XP_039449767.1|CPIP
OG0001943	CCAP1982_LOCUS14883|CAD7006569.1|CCAP	LOC120424832|XP_039444994.1|CPIP
OG0001944	CCAP1982_LOCUS11128|CAD7002645.1|CCAP	LOC120413226|XP_039429886.1|CPIP
OG0001945	CCAP1982_LOCUS22711|CAD7014732.1|CCAP	LOC120418475|XP_039436842.1|CPIP
OG0001946	CCAP1982_LOCUS21691|CAD7013647.1|CCAP	LOC120420123|XP_039439006.1|CPIP
OG0001947	CCAP1982_LOCUS21692|CAD7013648.1|CCAP	LOC120420099|XP_039438979.1|CPIP
OG0001948	CCAP1982_LOCUS13820|CAD7005460.1|CCAP	LOC120418050|XP_039436235.1|CPIP
OG0001949	CCAP1982_LOCUS13077|CAD7004683.1|CCAP, CCAP1982_LOCUS13414|CAD7005043.1|CCAP, CCAP1982_LOCUS13076|CAD7004682.1|CCAP, CCAP1982_LOCUS13083|CAD7004689.1|CCAP	LOC120420658|XP_039439682.1|CPIP
OG0001950	CCAP1982_LOCUS4560|CAD6995859.1|CCAP	LOC120412372|XP_039428727.1|CPIP
OG0001951	CCAP1982_LOCUS23274|CAD7015329.1|CCAP	LOC120420155|XP_039439052.1|CPIP
OG0001952	CCAP1982_LOCUS23010|CAD7015053.1|CCAP	LOC120412591|XP_039429053.1|CPIP
OG0001953	CCAP1982_LOCUS22980|CAD7015023.1|CCAP, CCAP1982_LOCUS22978|CAD7015021.1|CCAP	LOC120412898|XP_039429463.1|CPIP
OG0001954	CCAP1982_LOCUS23202|CAD7015253.1|CCAP	LOC120428611|XP_039449573.1|CPIP, LOC120423613|XP_039443414.1|CPIP
OG0001955	CCAP1982_LOCUS22670|CAD7014686.1|CCAP	LOC120423605|XP_039443404.1|CPIP
OG0001956	CCAP1982_LOCUS10852|CAD7002358.1|CCAP	LOC120432025|XP_039453096.1|CPIP
OG0001957	CCAP1982_LOCUS22307|CAD7014307.1|CCAP	LOC120420076|XP_039438934.1|CPIP
OG0001958	CCAP1982_LOCUS23338|CAD7015394.1|CCAP, CCAP1982_LOCUS23339|CAD7015395.1|CCAP	LOC120418538|XP_039436908.1|CPIP
OG0001959	CCAP1982_LOCUS14238|CAD7005898.1|CCAP	LOC120414470|XP_039431599.1|CPIP, LOC120424420|XP_039444468.1|CPIP
OG0001960	CCAP1982_LOCUS12222|CAD7003786.1|CCAP	LOC120417614|XP_039435662.1|CPIP
OG0001961	CCAP1982_LOCUS22414|CAD7014418.1|CCAP, CCAP1982_LOCUS22415|CAD7014419.1|CCAP	LOC120423619|XP_039443423.1|CPIP, LOC120416060|XP_039433658.1|CPIP
OG0001962	CCAP1982_LOCUS22716|CAD7014738.1|CCAP, CCAP1982_LOCUS22717|CAD7014739.1|CCAP	LOC120419531|XP_039438176.1|CPIP
OG0001963	CCAP1982_LOCUS12183|CAD7003747.1|CCAP	LOC120424975|XP_039445265.1|CPIP
OG0001964	CCAP1982_LOCUS12354|CAD7003931.1|CCAP	LOC120414117|XP_039431078.1|CPIP
OG0001965	CCAP1982_LOCUS12695|CAD7004275.1|CCAP	LOC120412632|XP_039429121.1|CPIP
OG0001966	CCAP1982_LOCUS3040|CAD6994279.1|CCAP	LOC120415806|XP_039433364.1|CPIP, LOC120426922|XP_039447663.1|CPIP
OG0001967	CCAP1982_LOCUS22780|CAD7014812.1|CCAP	LOC120427113|XP_039447896.1|CPIP
OG0001968	CCAP1982_LOCUS14972|CAD7006670.1|CCAP	LOC120427121|XP_039447908.1|CPIP
OG0001969	CCAP1982_LOCUS21687|CAD7013643.1|CCAP	LOC120422690|XP_039442133.1|CPIP
OG0001970	CCAP1982_LOCUS23267|CAD7015322.1|CCAP	LOC120417470|XP_039435472.1|CPIP
OG0001971	CCAP1982_LOCUS8403|CAD6999893.1|CCAP	LOC120421398|XP_039440533.1|CPIP
OG0001972	CCAP1982_LOCUS23021|CAD7015065.1|CCAP	LOC120421381|XP_039440511.1|CPIP
OG0001973	CCAP1982_LOCUS22029|CAD7014023.1|CCAP	LOC120429163|XP_039450304.1|CPIP, LOC120430005|XP_039451041.1|CPIP
OG0001974	CCAP1982_LOCUS23362|CAD7015420.1|CCAP, CCAP1982_LOCUS23363|CAD7015421.1|CCAP	LOC120414968|XP_039432233.1|CPIP
OG0001975	CCAP1982_LOCUS11501|CAD7003038.1|CCAP	LOC120416053|XP_039433649.1|CPIP
OG0001976	CCAP1982_LOCUS22353|CAD7014356.1|CCAP	LOC120416313|XP_039433969.1|CPIP
OG0001977	CCAP1982_LOCUS10531|CAD7002043.1|CCAP, CCAP1982_LOCUS5765|CAD6997116.1|CCAP, CCAP1982_LOCUS10528|CAD7002040.1|CCAP	LOC120426547|XP_039447251.1|CPIP, LOC120426354|XP_039447050.1|CPIP
OG0001978	CCAP1982_LOCUS7617|CAD6999071.1|CCAP	LOC120427687|XP_039448510.1|CPIP
OG0001979	CCAP1982_LOCUS8860|CAD7000384.1|CCAP	LOC120419194|XP_039437800.1|CPIP
OG0001980	CCAP1982_LOCUS6688|CAD6998074.1|CCAP, CCAP1982_LOCUS6687|CAD6998073.1|CCAP	LOC120415672|XP_039433189.1|CPIP
OG0001982	CCAP1982_LOCUS5569|CAD6996896.1|CCAP	LOC120419190|XP_039437794.1|CPIP
OG0001983	CCAP1982_LOCUS3020|CAD6994259.1|CCAP	LOC120414077|XP_039431032.1|CPIP
OG0001984	CCAP1982_LOCUS9240|CAD7000765.1|CCAP	LOC120414105|XP_039431063.1|CPIP
OG0001985	CCAP1982_LOCUS5651|CAD6996989.1|CCAP	LOC120422386|XP_039441733.1|CPIP
OG0001986	CCAP1982_LOCUS6409|CAD6997784.1|CCAP	LOC120430331|XP_039451366.1|CPIP
OG0001988	CCAP1982_LOCUS22258|CAD7014255.1|CCAP	LOC120418943|XP_039437415.1|CPIP
OG0001989	CCAP1982_LOCUS6085|CAD6997439.1|CCAP, CCAP1982_LOCUS20246|CAD7012149.1|CCAP	LOC120414766|XP_039432013.1|CPIP
OG0001990	CCAP1982_LOCUS6087|CAD6997441.1|CCAP, CCAP1982_LOCUS6088|CAD6997442.1|CCAP	LOC120427784|XP_039448642.1|CPIP
OG0001991	CCAP1982_LOCUS5893|CAD6997260.1|CCAP, CCAP1982_LOCUS5892|CAD6997259.1|CCAP	LOC120414782|XP_039432028.1|CPIP
OG0001992	CCAP1982_LOCUS7304|CAD6998750.1|CCAP	LOC120429761|XP_039450747.1|CPIP, LOC120430622|XP_039451649.1|CPIP, LOC120431608|XP_039452646.1|CPIP
OG0001993	CCAP1982_LOCUS6510|CAD6997891.1|CCAP	LOC120415092|XP_039432445.1|CPIP, LOC120420891|XP_039439947.1|CPIP
OG0001994	CCAP1982_LOCUS4040|CAD6995322.1|CCAP	LOC120420105|XP_039438990.1|CPIP
OG0001995	CCAP1982_LOCUS7864|CAD6999337.1|CCAP	LOC120423638|XP_039443446.1|CPIP
OG0001996	CCAP1982_LOCUS6835|CAD6998224.1|CCAP	LOC120429700|XP_039450668.1|CPIP
OG0001997	CCAP1982_LOCUS22833|CAD7014869.1|CCAP	LOC120423172|XP_039442793.1|CPIP
OG0001998	CCAP1982_LOCUS22838|CAD7014874.1|CCAP	LOC120422362|XP_039441707.1|CPIP
OG0001999	CCAP1982_LOCUS23209|CAD7015261.1|CCAP, CCAP1982_LOCUS23214|CAD7015266.1|CCAP	LOC120424412|XP_039444454.1|CPIP
OG0002000	CCAP1982_LOCUS8817|CAD7000334.1|CCAP	LOC120416072|XP_039433675.1|CPIP
OG0002001	CCAP1982_LOCUS8682|CAD7000189.1|CCAP	LOC120430517|XP_039451561.1|CPIP
OG0002003	CCAP1982_LOCUS9016|CAD7000540.1|CCAP	LOC120412842|XP_039429398.1|CPIP
OG0002004	CCAP1982_LOCUS7661|CAD6999117.1|CCAP	LOC120413518|XP_039430313.1|CPIP
OG0002005	CCAP1982_LOCUS9022|CAD7000546.1|CCAP	LOC120416771|XP_039434563.1|CPIP
OG0002006	CCAP1982_LOCUS8852|CAD7000372.1|CCAP	LOC120423468|XP_039443227.1|CPIP
OG0002008	CCAP1982_LOCUS10577|CAD7002089.1|CCAP, CCAP1982_LOCUS10575|CAD7002087.1|CCAP, CCAP1982_LOCUS10578|CAD7002090.1|CCAP, CCAP1982_LOCUS10573|CAD7002085.1|CCAP	LOC120415534|XP_039433027.1|CPIP
OG0002009	CCAP1982_LOCUS7153|CAD6998573.1|CCAP	LOC120415589|XP_039433114.1|CPIP
OG0002010	CCAP1982_LOCUS9018|CAD7000542.1|CCAP	LOC120421995|XP_039441241.1|CPIP
OG0002011	CCAP1982_LOCUS5797|CAD6997153.1|CCAP	LOC120421156|XP_039440280.1|CPIP
OG0002012	CCAP1982_LOCUS8101|CAD6999576.1|CCAP	LOC120417784|XP_039435880.1|CPIP, LOC120412482|XP_039428907.1|CPIP
OG0002013	CCAP1982_LOCUS5842|CAD6997203.1|CCAP	LOC120415549|XP_039433053.1|CPIP
OG0002014	CCAP1982_LOCUS20407|CAD7012313.1|CCAP	LOC120418715|XP_039437122.1|CPIP
OG0002015	CCAP1982_LOCUS8287|CAD6999764.1|CCAP	LOC120419666|XP_039438364.1|CPIP
OG0002016	CCAP1982_LOCUS22546|CAD7014545.1|CCAP	LOC120432429|XP_039453578.1|CPIP
OG0002017	CCAP1982_LOCUS7916|CAD6999390.1|CCAP, CCAP1982_LOCUS7914|CAD6999388.1|CCAP	LOC120432426|XP_039453565.1|CPIP
OG0002018	CCAP1982_LOCUS5457|CAD6996782.1|CCAP	LOC120423389|XP_039443107.1|CPIP
OG0002019	CCAP1982_LOCUS7335|CAD6998781.1|CCAP	LOC120412660|XP_039429156.1|CPIP
OG0002020	CCAP1982_LOCUS5558|CAD6996885.1|CCAP	LOC120423990|XP_039443921.1|CPIP
OG0002021	CCAP1982_LOCUS22781|CAD7014814.1|CCAP, CCAP1982_LOCUS22783|CAD7014816.1|CCAP	LOC120430575|XP_039451616.1|CPIP, LOC120423971|XP_039443897.1|CPIP
OG0002022	CCAP1982_LOCUS7961|CAD6999437.1|CCAP	LOC120414027|XP_039430984.1|CPIP
OG0002023	CCAP1982_LOCUS2755|CAD6993970.1|CCAP	LOC120412669|XP_039429165.1|CPIP
OG0002024	CCAP1982_LOCUS5710|CAD6997056.1|CCAP	LOC120419040|XP_039437540.1|CPIP
OG0002025	CCAP1982_LOCUS8538|CAD7000034.1|CCAP, CCAP1982_LOCUS8536|CAD7000032.1|CCAP	LOC120429066|XP_039450141.1|CPIP
OG0002026	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP	LOC120423191|XP_039442824.1|CPIP
OG0002027	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP	LOC120420630|XP_039439637.1|CPIP
OG0002028	CCAP1982_LOCUS20133|CAD7012029.1|CCAP	LOC120420635|XP_039439645.1|CPIP
OG0002029	CCAP1982_LOCUS12945|CAD7004548.1|CCAP	LOC120416142|XP_039433752.1|CPIP
OG0002030	CCAP1982_LOCUS21186|CAD7013113.1|CCAP	LOC120416219|XP_039433852.1|CPIP
OG0002031	CCAP1982_LOCUS19460|CAD7011357.1|CCAP	LOC120415104|XP_039432456.1|CPIP
OG0002032	CCAP1982_LOCUS23288|CAD7015343.1|CCAP, CCAP1982_LOCUS508|CAD6991591.1|CCAP	LOC120419421|XP_039438033.1|CPIP
OG0002035	CCAP1982_LOCUS4823|CAD6996129.1|CCAP	LOC120418911|XP_039437376.1|CPIP
OG0002036	CCAP1982_LOCUS4286|CAD6995576.1|CCAP	LOC120413806|XP_039430699.1|CPIP
OG0002038	CCAP1982_LOCUS630|CAD6991717.1|CCAP	LOC120419712|XP_039438434.1|CPIP
OG0002039	CCAP1982_LOCUS5672|CAD6997011.1|CCAP	LOC120432387|XP_039453516.1|CPIP
OG0002040	CCAP1982_LOCUS4199|CAD6995484.1|CCAP	LOC120424088|XP_039444039.1|CPIP
OG0002041	CCAP1982_LOCUS19975|CAD7011863.1|CCAP	LOC120417055|XP_039434941.1|CPIP
OG0002042	CCAP1982_LOCUS4396|CAD6995689.1|CCAP, CCAP1982_LOCUS4389|CAD6995682.1|CCAP	LOC120421220|XP_039440356.1|CPIP
OG0002043	CCAP1982_LOCUS561|CAD6991647.1|CCAP	LOC120428111|XP_039449028.1|CPIP
OG0002044	CCAP1982_LOCUS4877|CAD6996185.1|CCAP, CCAP1982_LOCUS4875|CAD6996183.1|CCAP	LOC120413784|XP_039430662.1|CPIP
OG0002045	CCAP1982_LOCUS278|CAD6991349.1|CCAP, CCAP1982_LOCUS276|CAD6991347.1|CCAP	LOC120422098|XP_039441384.1|CPIP
OG0002048	CCAP1982_LOCUS826|CAD6991936.1|CCAP	LOC120413048|XP_039429675.1|CPIP
OG0002049	CCAP1982_LOCUS4976|CAD6996293.1|CCAP, CCAP1982_LOCUS4977|CAD6996295.1|CCAP	LOC120413018|XP_039429611.1|CPIP
OG0002050	CCAP1982_LOCUS5116|CAD6996444.1|CCAP	LOC120430297|XP_039451330.1|CPIP
OG0002053	CCAP1982_LOCUS270|CAD6991341.1|CCAP, CCAP1982_LOCUS268|CAD6991339.1|CCAP	LOC120421361|XP_039440494.1|CPIP
OG0002054	CCAP1982_LOCUS2427|CAD6993617.1|CCAP	LOC120422046|XP_039441311.1|CPIP
OG0002055	CCAP1982_LOCUS382|CAD6991457.1|CCAP	LOC120432078|XP_039453145.1|CPIP
OG0002056	CCAP1982_LOCUS10781|CAD7002289.1|CCAP	LOC120422725|XP_039442187.1|CPIP
OG0002057	CCAP1982_LOCUS7071|CAD6998476.1|CCAP	LOC120422721|XP_039442185.1|CPIP
OG0002058	CCAP1982_LOCUS2599|CAD6993803.1|CCAP, CCAP1982_LOCUS12120|CAD7003683.1|CCAP	LOC120422720|XP_039442184.1|CPIP
OG0002059	CCAP1982_LOCUS862|CAD6991975.1|CCAP	LOC120422719|XP_039442181.1|CPIP
OG0002060	CCAP1982_LOCUS20652|CAD7012567.1|CCAP	LOC120418253|XP_039436500.1|CPIP, LOC120422711|XP_039442170.1|CPIP
OG0002061	CCAP1982_LOCUS21100|CAD7013011.1|CCAP	LOC120422716|XP_039442176.1|CPIP, LOC120418238|XP_039436475.1|CPIP
OG0002066	CCAP1982_LOCUS4584|CAD6995883.1|CCAP, CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP, CCAP1982_LOCUS4591|CAD6995890.1|CCAP, CCAP1982_LOCUS4595|CAD6995894.1|CCAP, CCAP1982_LOCUS4592|CAD6995891.1|CCAP	LOC120424112|XP_039444072.1|CPIP
OG0002067	CCAP1982_LOCUS20152|CAD7012050.1|CCAP	LOC120424122|XP_039444097.1|CPIP
OG0002068	CCAP1982_LOCUS21706|CAD7013663.1|CCAP	LOC120429305|XP_039450465.1|CPIP
OG0002070	CCAP1982_LOCUS603|CAD6991690.1|CCAP	LOC120416657|XP_039434401.1|CPIP
OG0002071	CCAP1982_LOCUS2429|CAD6993619.1|CCAP	LOC120414983|XP_039432267.1|CPIP
OG0002072	CCAP1982_LOCUS22664|CAD7014680.1|CCAP	LOC120419937|XP_039438734.1|CPIP
OG0002073	CCAP1982_LOCUS12295|CAD7003865.1|CCAP, CCAP1982_LOCUS12294|CAD7003864.1|CCAP, CCAP1982_LOCUS12292|CAD7003862.1|CCAP	LOC120414173|XP_039431171.1|CPIP
OG0002074	CCAP1982_LOCUS19998|CAD7011886.1|CCAP	LOC120430722|XP_039451768.1|CPIP
OG0002076	CCAP1982_LOCUS20494|CAD7012407.1|CCAP, CCAP1982_LOCUS20493|CAD7012405.1|CCAP	LOC120421685|XP_039440849.1|CPIP
OG0002077	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP	LOC120421681|XP_039440845.1|CPIP
OG0002079	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP	LOC120425808|XP_039446361.1|CPIP
OG0002081	CCAP1982_LOCUS19470|CAD7011368.1|CCAP	LOC120415329|XP_039432751.1|CPIP, LOC120415281|XP_039432685.1|CPIP
OG0002082	CCAP1982_LOCUS20321|CAD7012223.1|CCAP, CCAP1982_LOCUS20322|CAD7012224.1|CCAP, CCAP1982_LOCUS20250|CAD7012153.1|CCAP	LOC120416205|XP_039433827.1|CPIP
OG0002084	CCAP1982_LOCUS20885|CAD7012782.1|CCAP	LOC120431265|XP_039452332.1|CPIP
OG0002085	CCAP1982_LOCUS20467|CAD7012373.1|CCAP	LOC120417969|XP_039436139.1|CPIP
OG0002086	CCAP1982_LOCUS20236|CAD7012138.1|CCAP	LOC120431538|XP_039452581.1|CPIP
OG0002087	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP	LOC120412754|XP_039429281.1|CPIP
OG0002087	CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP	LOC120424471|XP_039444539.1|CPIP
OG0002088	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP	LOC120415883|XP_039433454.1|CPIP
OG0002089	CCAP1982_LOCUS19383|CAD7011275.1|CCAP	LOC120415358|XP_039432781.1|CPIP
OG0002090	CCAP1982_LOCUS14391|CAD7006056.1|CCAP	LOC120415870|XP_039433440.1|CPIP
OG0002091	CCAP1982_LOCUS19481|CAD7011380.1|CCAP	LOC120416853|XP_039434677.1|CPIP
OG0002092	CCAP1982_LOCUS14442|CAD7006110.1|CCAP	LOC120416818|XP_039434633.1|CPIP, LOC120412524|XP_039428953.1|CPIP
OG0002093	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP	LOC120413492|XP_039430283.1|CPIP, LOC120421859|XP_039441091.1|CPIP
OG0002094	CCAP1982_LOCUS20508|CAD7012424.1|CCAP	LOC120414977|XP_039432245.1|CPIP
