Orthogroup	CCAP.longest_only	SLEB.longest_only
OG0001180	CCAP1982_LOCUS10405|CAD7001918.1|CCAP, CCAP1982_LOCUS10404|CAD7001917.1|CCAP, CCAP1982_LOCUS10411|CAD7001924.1|CCAP, CCAP1982_LOCUS10408|CAD7001921.1|CCAP, CCAP1982_LOCUS10409|CAD7001922.1|CCAP, CCAP1982_LOCUS10410|CAD7001923.1|CCAP, CCAP1982_LOCUS10413|CAD7001926.1|CCAP, CCAP1982_LOCUS10406|CAD7001919.1|CCAP, CCAP1982_LOCUS10412|CAD7001925.1|CCAP, CCAP1982_LOCUS10407|CAD7001920.1|CCAP, CCAP1982_LOCUS10415|CAD7001928.1|CCAP, CCAP1982_LOCUS10414|CAD7001927.1|CCAP	LOC115627847|XP_030379566.1|SLEB
OG0001181	CCAP1982_LOCUS13780|CAD7005417.1|CCAP, CCAP1982_LOCUS13817|CAD7005457.1|CCAP	LOC115624665|XP_030375313.1|SLEB
OG0001182	CCAP1982_LOCUS461|CAD6991542.1|CCAP	LOC115620292|XP_030369329.1|SLEB
OG0001184	CCAP1982_LOCUS14608|CAD7006285.1|CCAP, CCAP1982_LOCUS12427|CAD7004004.1|CCAP	LOC115623460|XP_030373677.1|SLEB
OG0001185	CCAP1982_LOCUS235|CAD6991306.1|CCAP	LOC115625170|XP_030375972.1|SLEB
OG0001186	CCAP1982_LOCUS4357|CAD6995650.1|CCAP	LOC115624020|XP_030374455.1|SLEB
OG0001187	CCAP1982_LOCUS20646|CAD7012561.1|CCAP	LOC115625850|XP_030376919.1|SLEB
OG0001188	CCAP1982_LOCUS20310|CAD7012211.1|CCAP, CCAP1982_LOCUS20309|CAD7012208.1|CCAP, CCAP1982_LOCUS20311|CAD7012212.1|CCAP, CCAP1982_LOCUS20308|CAD7012207.1|CCAP	LOC115628992|XP_030381137.1|SLEB
OG0001191	CCAP1982_LOCUS19467|CAD7011363.1|CCAP	LOC115627325|XP_030378829.1|SLEB, LOC115626435|XP_030377670.1|SLEB, LOC115626400|XP_030377623.1|SLEB
OG0001192	CCAP1982_LOCUS5423|CAD6996743.1|CCAP	LOC115629969|XP_030382448.1|SLEB
OG0001193	CCAP1982_LOCUS1428|CAD6992580.1|CCAP	LOC115620774|XP_030370042.1|SLEB
OG0001195	CCAP1982_LOCUS21002|CAD7012903.1|CCAP	LOC115620677|XP_030369905.1|SLEB
OG0001200	CCAP1982_LOCUS4180|CAD6995465.1|CCAP	LOC115628081|XP_030379914.1|SLEB
OG0001201	CCAP1982_LOCUS703|CAD6991799.1|CCAP	LOC115625457|XP_030376365.1|SLEB
OG0001202	CCAP1982_LOCUS12204|CAD7003768.1|CCAP	LOC115628939|XP_030381072.1|SLEB
OG0001203	CCAP1982_LOCUS9590|CAD7001118.1|CCAP, CCAP1982_LOCUS9348|CAD7000874.1|CCAP	LOC115628065|XP_030379892.1|SLEB
OG0001205	CCAP1982_LOCUS4555|CAD6995854.1|CCAP	LOC115625122|XP_030375894.1|SLEB
OG0001206	CCAP1982_LOCUS3112|CAD6994358.1|CCAP, CCAP1982_LOCUS3113|CAD6994359.1|CCAP, CCAP1982_LOCUS3114|CAD6994360.1|CCAP	LOC115621766|XP_030371360.1|SLEB
OG0001209	CCAP1982_LOCUS1956|CAD6993130.1|CCAP	LOC115621004|XP_030370384.1|SLEB
OG0001211	CCAP1982_LOCUS2793|CAD6994016.1|CCAP	LOC115623875|XP_030374283.1|SLEB
OG0001213	CCAP1982_LOCUS4317|CAD6995611.1|CCAP	LOC115625124|XP_030375898.1|SLEB
OG0001214	CCAP1982_LOCUS1460|CAD6992611.1|CCAP	LOC115620611|XP_030369788.1|SLEB
OG0001215	CCAP1982_LOCUS2002|CAD6993180.1|CCAP	LOC115625612|XP_030376606.1|SLEB
OG0001216	CCAP1982_LOCUS2004|CAD6993182.1|CCAP	LOC115625218|XP_030376058.1|SLEB
OG0001217	CCAP1982_LOCUS6159|CAD6997520.1|CCAP	LOC115626098|XP_030377210.1|SLEB
OG0001218	CCAP1982_LOCUS3380|CAD6994645.1|CCAP	LOC115622093|XP_030371795.1|SLEB, LOC115620719|XP_030369958.1|SLEB
OG0001220	CCAP1982_LOCUS21522|CAD7013457.1|CCAP	LOC115633059|XP_030386267.1|SLEB
OG0001221	CCAP1982_LOCUS22041|CAD7014035.1|CCAP	LOC115620005|XP_030368954.1|SLEB
OG0001222	CCAP1982_LOCUS5153|CAD6996484.1|CCAP	LOC115621148|XP_030370565.1|SLEB
OG0001223	CCAP1982_LOCUS22608|CAD7014617.1|CCAP	LOC115626691|XP_030377982.1|SLEB
OG0001224	CCAP1982_LOCUS20318|CAD7012220.1|CCAP	LOC115634553|XP_030388229.1|SLEB, LOC115620166|XP_030369155.1|SLEB
OG0001225	CCAP1982_LOCUS21678|CAD7013628.1|CCAP	LOC115619995|XP_030368939.1|SLEB
OG0001226	CCAP1982_LOCUS21755|CAD7013718.1|CCAP, CCAP1982_LOCUS21759|CAD7013728.1|CCAP, CCAP1982_LOCUS21756|CAD7013719.1|CCAP, CCAP1982_LOCUS21757|CAD7013724.1|CCAP, CCAP1982_LOCUS21758|CAD7013727.1|CCAP, CCAP1982_LOCUS21765|CAD7013734.1|CCAP	LOC115634826|XP_030388605.1|SLEB
OG0001227	CCAP1982_LOCUS8848|CAD7000368.1|CCAP	LOC115631782|XP_030384477.1|SLEB
OG0001227	CCAP1982_LOCUS8849|CAD7000369.1|CCAP	LOC115631286|XP_030383860.1|SLEB
OG0001229	CCAP1982_LOCUS21558|CAD7013498.1|CCAP	LOC115620116|XP_030369134.1|SLEB
OG0001230	CCAP1982_LOCUS22839|CAD7014875.1|CCAP	LOC115626053|XP_030377168.1|SLEB
OG0001231	CCAP1982_LOCUS5440|CAD6996761.1|CCAP	LOC115629199|XP_030381459.1|SLEB, LOC115629198|XP_030381458.1|SLEB, LOC115626276|XP_030377459.1|SLEB
OG0001232	CCAP1982_LOCUS6770|CAD6998154.1|CCAP, CCAP1982_LOCUS6767|CAD6998152.1|CCAP, CCAP1982_LOCUS6769|CAD6998153.1|CCAP, CCAP1982_LOCUS6766|CAD6998151.1|CCAP	LOC115630678|XP_030383181.1|SLEB
OG0001233	CCAP1982_LOCUS8291|CAD6999768.1|CCAP	LOC115632053|XP_030384887.1|SLEB
OG0001234	CCAP1982_LOCUS19773|CAD7011689.1|CCAP	LOC115623461|XP_030373678.1|SLEB, LOC115631366|XP_030383948.1|SLEB
OG0001235	CCAP1982_LOCUS7409|CAD6998860.1|CCAP	LOC115631068|XP_030383574.1|SLEB
OG0001236	CCAP1982_LOCUS14234|CAD7005894.1|CCAP	LOC115628162|XP_030380002.1|SLEB
OG0001237	CCAP1982_LOCUS96|CAD6991156.1|CCAP	LOC115623846|XP_030374248.1|SLEB
OG0001238	CCAP1982_LOCUS5052|CAD6996373.1|CCAP	LOC115625038|XP_030375738.1|SLEB
OG0001239	CCAP1982_LOCUS4239|CAD6995527.1|CCAP	LOC115621545|XP_030371071.1|SLEB
OG0001240	CCAP1982_LOCUS286|CAD6991356.1|CCAP	LOC115625437|XP_030376343.1|SLEB
OG0001243	CCAP1982_LOCUS13382|CAD7005007.1|CCAP	LOC115621365|XP_030370892.1|SLEB
OG0001244	CCAP1982_LOCUS2040|CAD6993221.1|CCAP	LOC115625112|XP_030375878.1|SLEB
OG0001245	CCAP1982_LOCUS2940|CAD6994175.1|CCAP, CCAP1982_LOCUS2941|CAD6994176.1|CCAP	LOC115621922|XP_030371626.1|SLEB
OG0001247	CCAP1982_LOCUS21110|CAD7013024.1|CCAP	LOC115622491|XP_030372298.1|SLEB
OG0001251	CCAP1982_LOCUS4741|CAD6996035.1|CCAP	LOC115632688|XP_030385784.1|SLEB
OG0001252	CCAP1982_LOCUS3201|CAD6994454.1|CCAP, CCAP1982_LOCUS3202|CAD6994455.1|CCAP	LOC115621429|XP_030370940.1|SLEB
OG0001253	CCAP1982_LOCUS5362|CAD6996678.1|CCAP	LOC115628182|XP_030380031.1|SLEB
OG0001255	CCAP1982_LOCUS20294|CAD7012192.1|CCAP	LOC115628401|XP_030380353.1|SLEB
OG0001257	CCAP1982_LOCUS10591|CAD7002103.1|CCAP, CCAP1982_LOCUS10594|CAD7002106.1|CCAP, CCAP1982_LOCUS10593|CAD7002105.1|CCAP	LOC115627839|XP_030379546.1|SLEB
OG0001258	CCAP1982_LOCUS1633|CAD6992794.1|CCAP, CCAP1982_LOCUS1643|CAD6992804.1|CCAP, CCAP1982_LOCUS1652|CAD6992813.1|CCAP, CCAP1982_LOCUS1634|CAD6992795.1|CCAP, CCAP1982_LOCUS1644|CAD6992805.1|CCAP, CCAP1982_LOCUS1653|CAD6992814.1|CCAP	LOC115634493|XP_030388109.1|SLEB, LOC115620444|XP_030369533.1|SLEB, LOC115620443|XP_030369532.1|SLEB
OG0001260	CCAP1982_LOCUS3092|CAD6994336.1|CCAP	LOC115625257|XP_030376112.1|SLEB
OG0001262	CCAP1982_LOCUS13374|CAD7004998.1|CCAP	LOC115622334|XP_030372105.1|SLEB
OG0001263	CCAP1982_LOCUS1201|CAD6992337.1|CCAP	LOC115620551|XP_030369695.1|SLEB
OG0001264	CCAP1982_LOCUS8734|CAD7000242.1|CCAP, CCAP1982_LOCUS8733|CAD7000241.1|CCAP	LOC115631300|XP_030383874.1|SLEB
OG0001266	CCAP1982_LOCUS20417|CAD7012323.1|CCAP, CCAP1982_LOCUS20418|CAD7012324.1|CCAP	LOC115632811|XP_030385926.1|SLEB
OG0001267	CCAP1982_LOCUS3717|CAD6994986.1|CCAP	LOC115620683|XP_030369910.1|SLEB
OG0001268	CCAP1982_LOCUS2108|CAD6993292.1|CCAP	LOC115620287|XP_030369320.1|SLEB
OG0001269	CCAP1982_LOCUS20837|CAD7012733.1|CCAP	LOC115624727|XP_030375411.1|SLEB
OG0001270	CCAP1982_LOCUS1004|CAD6992122.1|CCAP	LOC115625553|XP_030376505.1|SLEB
OG0001271	CCAP1982_LOCUS22619|CAD7014628.1|CCAP	LOC115628049|XP_030379858.1|SLEB
OG0001272	CCAP1982_LOCUS10784|CAD7002292.1|CCAP, CCAP1982_LOCUS10783|CAD7002291.1|CCAP	LOC115632133|XP_030385003.1|SLEB, LOC115628891|XP_030381009.1|SLEB, LOC115626925|XP_030378292.1|SLEB, LOC115626770|XP_030378088.1|SLEB
OG0001273	CCAP1982_LOCUS3030|CAD6994269.1|CCAP	LOC115620376|XP_030369442.1|SLEB
OG0001274	CCAP1982_LOCUS14515|CAD7006186.1|CCAP	LOC115622173|XP_030371911.1|SLEB
OG0001276	CCAP1982_LOCUS11502|CAD7003039.1|CCAP	LOC115633240|XP_030386496.1|SLEB, LOC115632191|XP_030385095.1|SLEB
OG0001277	CCAP1982_LOCUS13150|CAD7004758.1|CCAP	LOC115622939|XP_030372930.1|SLEB
OG0001278	CCAP1982_LOCUS11822|CAD7003363.1|CCAP, CCAP1982_LOCUS5248|CAD6996580.1|CCAP	LOC115631816|XP_030384513.1|SLEB
OG0001279	CCAP1982_LOCUS11832|CAD7003373.1|CCAP	LOC115632448|XP_030385458.1|SLEB
OG0001280	CCAP1982_LOCUS12570|CAD7004150.1|CCAP, CCAP1982_LOCUS10454|CAD7001967.1|CCAP	LOC115632311|XP_030385272.1|SLEB
OG0001281	CCAP1982_LOCUS12999|CAD7004604.1|CCAP	LOC115622134|XP_030371852.1|SLEB
OG0001282	CCAP1982_LOCUS5546|CAD6996873.1|CCAP	LOC115625941|XP_030377036.1|SLEB
OG0001283	CCAP1982_LOCUS22647|CAD7014659.1|CCAP	LOC115620592|XP_030369803.1|SLEB
OG0001284	CCAP1982_LOCUS6493|CAD6997874.1|CCAP	LOC115631547|XP_030384182.1|SLEB
OG0001285	CCAP1982_LOCUS11810|CAD7003351.1|CCAP	LOC115623235|XP_030373344.1|SLEB
OG0001286	CCAP1982_LOCUS7999|CAD6999475.1|CCAP, CCAP1982_LOCUS7997|CAD6999473.1|CCAP	LOC115630804|XP_030383327.1|SLEB
OG0001287	CCAP1982_LOCUS907|CAD6992023.1|CCAP	LOC115626405|XP_030377630.1|SLEB
OG0001288	CCAP1982_LOCUS6082|CAD6997436.1|CCAP	LOC115631450|XP_030384055.1|SLEB
OG0001289	CCAP1982_LOCUS7968|CAD6999444.1|CCAP	LOC115630503|XP_030382955.1|SLEB
OG0001290	CCAP1982_LOCUS8372|CAD6999862.1|CCAP, CCAP1982_LOCUS8371|CAD6999861.1|CCAP	LOC115630477|XP_030382917.1|SLEB
OG0001291	CCAP1982_LOCUS21121|CAD7013037.1|CCAP	LOC115629825|XP_030382256.1|SLEB, LOC115629324|XP_030381632.1|SLEB, LOC115625066|XP_030375812.1|SLEB
OG0001294	CCAP1982_LOCUS4430|CAD6995724.1|CCAP	LOC115623368|XP_030373514.1|SLEB
OG0001295	CCAP1982_LOCUS9728|CAD7001230.1|CCAP, CCAP1982_LOCUS9729|CAD7001231.1|CCAP	LOC115627759|XP_030379405.1|SLEB
OG0001296	CCAP1982_LOCUS23289|CAD7015344.1|CCAP	LOC115631963|XP_030384691.1|SLEB
OG0001297	CCAP1982_LOCUS856|CAD6991969.1|CCAP	LOC115620558|XP_030369705.1|SLEB
OG0001298	CCAP1982_LOCUS2803|CAD6994026.1|CCAP	LOC115623666|XP_030373993.1|SLEB
OG0001299	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP	LOC115622744|XP_030372652.1|SLEB
OG0001300	CCAP1982_LOCUS4632|CAD6995930.1|CCAP	LOC115624424|XP_030375023.1|SLEB
OG0001301	CCAP1982_LOCUS19842|CAD7011729.1|CCAP	LOC115633133|XP_030386400.1|SLEB
OG0001302	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP	LOC115622887|XP_030372851.1|SLEB
OG0001303	CCAP1982_LOCUS3529|CAD6994798.1|CCAP	LOC115625094|XP_030375853.1|SLEB
OG0001304	CCAP1982_LOCUS20156|CAD7012054.1|CCAP	LOC115620068|XP_030369079.1|SLEB
OG0001305	CCAP1982_LOCUS228|CAD6991299.1|CCAP	LOC115625058|XP_030375783.1|SLEB
OG0001306	CCAP1982_LOCUS4381|CAD6995674.1|CCAP	LOC115629449|XP_030381773.1|SLEB
OG0001307	CCAP1982_LOCUS10909|CAD7002418.1|CCAP	LOC115622158|XP_030371886.1|SLEB
OG0001309	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP	LOC115625279|XP_030376143.1|SLEB
OG0001312	CCAP1982_LOCUS12830|CAD7004421.1|CCAP	LOC115632854|XP_030385974.1|SLEB
OG0001313	CCAP1982_LOCUS20437|CAD7012343.1|CCAP	LOC115627676|XP_030379278.1|SLEB
OG0001313	CCAP1982_LOCUS20438|CAD7012344.1|CCAP	LOC115634655|XP_030388372.1|SLEB
OG0001314	CCAP1982_LOCUS5817|CAD6997175.1|CCAP	LOC115625800|XP_030376837.1|SLEB
OG0001316	CCAP1982_LOCUS22757|CAD7014787.1|CCAP	LOC115633666|XP_030386970.1|SLEB
OG0001317	CCAP1982_LOCUS7889|CAD6999362.1|CCAP, CCAP1982_LOCUS7890|CAD6999363.1|CCAP	LOC115631011|XP_030383476.1|SLEB
OG0001319	CCAP1982_LOCUS6593|CAD6997976.1|CCAP	LOC115625701|XP_030376702.1|SLEB
OG0001320	CCAP1982_LOCUS20037|CAD7011925.1|CCAP	LOC115630016|XP_030382502.1|SLEB
OG0001321	CCAP1982_LOCUS1849|CAD6993014.1|CCAP, CCAP1982_LOCUS20384|CAD7012288.1|CCAP, CCAP1982_LOCUS20385|CAD7012289.1|CCAP, CCAP1982_LOCUS20386|CAD7012290.1|CCAP	LOC115629047|XP_030381209.1|SLEB, LOC115633816|XP_030387162.1|SLEB
OG0001326	CCAP1982_LOCUS1119|CAD6992249.1|CCAP	LOC115621788|XP_030371417.1|SLEB
OG0001334	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP	LOC115620746|XP_030370000.1|SLEB
OG0001335	CCAP1982_LOCUS5161|CAD6996492.1|CCAP	LOC115623780|XP_030374180.1|SLEB
OG0001338	CCAP1982_LOCUS20121|CAD7012010.1|CCAP	LOC115625653|XP_030376645.1|SLEB
OG0001339	CCAP1982_LOCUS21893|CAD7013878.1|CCAP, CCAP1982_LOCUS21898|CAD7013883.1|CCAP	LOC115630878|XP_030383350.1|SLEB
OG0001341	CCAP1982_LOCUS3260|CAD6994516.1|CCAP	LOC115623606|XP_030373883.1|SLEB
OG0001342	CCAP1982_LOCUS2024|CAD6993204.1|CCAP	LOC115620559|XP_030369707.1|SLEB
OG0001344	CCAP1982_LOCUS2156|CAD6993338.1|CCAP	LOC115620479|XP_030369574.1|SLEB
OG0001345	CCAP1982_LOCUS1741|CAD6992908.1|CCAP	LOC115625195|XP_030376021.1|SLEB
OG0001348	CCAP1982_LOCUS22946|CAD7014988.1|CCAP	LOC115629025|XP_030381182.1|SLEB, LOC115633209|XP_030386452.1|SLEB
OG0001349	CCAP1982_LOCUS14892|CAD7006578.1|CCAP	LOC115622456|XP_030372258.1|SLEB
OG0001351	CCAP1982_LOCUS21830|CAD7013810.1|CCAP	LOC115634141|XP_030387576.1|SLEB, LOC115634413|XP_030387971.1|SLEB
OG0001352	CCAP1982_LOCUS21313|CAD7013242.1|CCAP, CCAP1982_LOCUS21311|CAD7013240.1|CCAP	LOC115622940|XP_030372934.1|SLEB
OG0001354	CCAP1982_LOCUS23423|CAD7015484.1|CCAP	LOC115633280|XP_030386552.1|SLEB
OG0001355	CCAP1982_LOCUS21737|CAD7013696.1|CCAP	LOC115631923|XP_030384637.1|SLEB
OG0001356	CCAP1982_LOCUS404|CAD6991479.1|CCAP	LOC115632021|XP_030384824.1|SLEB
OG0001357	CCAP1982_LOCUS12062|CAD7003622.1|CCAP	LOC115622827|XP_030372765.1|SLEB
OG0001358	CCAP1982_LOCUS14516|CAD7006187.1|CCAP	LOC115622604|XP_030372466.1|SLEB
OG0001359	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP	LOC115626145|XP_030377269.1|SLEB
OG0001360	CCAP1982_LOCUS21902|CAD7013888.1|CCAP	LOC115633648|XP_030386949.1|SLEB
OG0001361	CCAP1982_LOCUS11412|CAD7002948.1|CCAP	LOC115632595|XP_030385680.1|SLEB
OG0001362	CCAP1982_LOCUS11823|CAD7003364.1|CCAP	LOC115634654|XP_030388371.1|SLEB, LOC115633091|XP_030386330.1|SLEB
OG0001363	CCAP1982_LOCUS87|CAD6991145.1|CCAP	LOC115624011|XP_030374444.1|SLEB
OG0001364	CCAP1982_LOCUS21222|CAD7013151.1|CCAP	LOC115633595|XP_030386901.1|SLEB
OG0001365	CCAP1982_LOCUS11263|CAD7002793.1|CCAP	LOC115622793|XP_030372717.1|SLEB
OG0001366	CCAP1982_LOCUS12991|CAD7004596.1|CCAP	LOC115622894|XP_030372869.1|SLEB
OG0001367	CCAP1982_LOCUS23136|CAD7015185.1|CCAP	LOC115627533|XP_030379108.1|SLEB
OG0001368	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP	LOC115621807|XP_030371455.1|SLEB
OG0001370	CCAP1982_LOCUS22021|CAD7014015.1|CCAP	LOC115623745|XP_030374124.1|SLEB
OG0001371	CCAP1982_LOCUS5717|CAD6997064.1|CCAP	LOC115631327|XP_030383907.1|SLEB
OG0001372	CCAP1982_LOCUS21855|CAD7013835.1|CCAP	LOC115629500|XP_030381869.1|SLEB
OG0001373	CCAP1982_LOCUS7766|CAD6999234.1|CCAP	LOC115622103|XP_030371805.1|SLEB
OG0001374	CCAP1982_LOCUS7146|CAD6998564.1|CCAP	LOC115627969|XP_030379724.1|SLEB, LOC115629270|XP_030381557.1|SLEB
OG0001375	CCAP1982_LOCUS675|CAD6991768.1|CCAP	LOC115623511|XP_030373750.1|SLEB
OG0001376	CCAP1982_LOCUS22471|CAD7014475.1|CCAP	LOC115633526|XP_030386848.1|SLEB
OG0001377	CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP	LOC115630998|XP_030383451.1|SLEB, LOC115622102|XP_030371804.1|SLEB
OG0001378	CCAP1982_LOCUS6408|CAD6997783.1|CCAP	LOC115629004|XP_030381150.1|SLEB
OG0001379	CCAP1982_LOCUS6710|CAD6998096.1|CCAP	LOC115631432|XP_030384027.1|SLEB
OG0001380	CCAP1982_LOCUS21334|CAD7013263.1|CCAP	LOC115625281|XP_030376154.1|SLEB
OG0001381	CCAP1982_LOCUS21553|CAD7013493.1|CCAP	LOC115621260|XP_030370721.1|SLEB
OG0001382	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP	LOC115628493|XP_030380486.1|SLEB
OG0001384	CCAP1982_LOCUS5835|CAD6997196.1|CCAP	LOC115625769|XP_030376796.1|SLEB
OG0001385	CCAP1982_LOCUS5650|CAD6996988.1|CCAP	LOC115625756|XP_030376773.1|SLEB
OG0001386	CCAP1982_LOCUS5861|CAD6997226.1|CCAP, CCAP1982_LOCUS5869|CAD6997235.1|CCAP, CCAP1982_LOCUS5860|CAD6997225.1|CCAP	LOC115630405|XP_030382795.1|SLEB
OG0001387	CCAP1982_LOCUS8048|CAD6999526.1|CCAP	LOC115631079|XP_030383586.1|SLEB
OG0001388	CCAP1982_LOCUS9027|CAD7000551.1|CCAP	LOC115631132|XP_030383659.1|SLEB
OG0001389	CCAP1982_LOCUS1903|CAD6993073.1|CCAP	LOC115621466|XP_030370986.1|SLEB
OG0001390	CCAP1982_LOCUS7880|CAD6999353.1|CCAP	LOC115630474|XP_030382907.1|SLEB
OG0001391	CCAP1982_LOCUS5828|CAD6997188.1|CCAP	LOC115626151|XP_030377276.1|SLEB
OG0001392	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP	LOC115628718|XP_030380775.1|SLEB
OG0001394	CCAP1982_LOCUS19538|CAD7011438.1|CCAP	LOC115627741|XP_030379376.1|SLEB
OG0001395	CCAP1982_LOCUS388|CAD6991463.1|CCAP	LOC115625571|XP_030376528.1|SLEB
OG0001397	CCAP1982_LOCUS4998|CAD6996319.1|CCAP	LOC115623971|XP_030374400.1|SLEB
OG0001399	CCAP1982_LOCUS21132|CAD7013050.1|CCAP	LOC115634253|XP_030387707.1|SLEB
OG0001400	CCAP1982_LOCUS6142|CAD6997503.1|CCAP	LOC115623393|XP_030373560.1|SLEB, LOC115620327|XP_030369381.1|SLEB
OG0001401	CCAP1982_LOCUS13471|CAD7005109.1|CCAP	LOC115622270|XP_030372032.1|SLEB
OG0001402	CCAP1982_LOCUS14088|CAD7005737.1|CCAP	LOC115633960|XP_030387340.1|SLEB
OG0001403	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP	LOC115620320|XP_030369377.1|SLEB
OG0001404	CCAP1982_LOCUS20364|CAD7012268.1|CCAP, CCAP1982_LOCUS20365|CAD7012269.1|CCAP	LOC115622818|XP_030372754.1|SLEB
OG0001405	CCAP1982_LOCUS20893|CAD7012792.1|CCAP	LOC115622325|XP_030372094.1|SLEB
OG0001407	CCAP1982_LOCUS12032|CAD7003583.1|CCAP	LOC115632337|XP_030385302.1|SLEB
OG0001408	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP	LOC115625752|XP_030376771.1|SLEB
OG0001411	CCAP1982_LOCUS2759|CAD6993975.1|CCAP	LOC115623718|XP_030374059.1|SLEB
OG0001412	CCAP1982_LOCUS8110|CAD6999586.1|CCAP	LOC115631486|XP_030384102.1|SLEB
OG0001413	CCAP1982_LOCUS23079|CAD7015129.1|CCAP, CCAP1982_LOCUS23077|CAD7015127.1|CCAP, CCAP1982_LOCUS23078|CAD7015128.1|CCAP	LOC115632243|XP_030385207.1|SLEB
OG0001415	CCAP1982_LOCUS20024|CAD7011913.1|CCAP	LOC115627376|XP_030378889.1|SLEB
OG0001416	CCAP1982_LOCUS20705|CAD7012621.1|CCAP	LOC115625987|XP_030377093.1|SLEB, LOC115624834|XP_030375540.1|SLEB
OG0001417	CCAP1982_LOCUS21009|CAD7012910.1|CCAP, CCAP1982_LOCUS21010|CAD7012911.1|CCAP, CCAP1982_LOCUS21011|CAD7012912.1|CCAP	LOC115629942|XP_030382411.1|SLEB, LOC115629935|XP_030382401.1|SLEB
OG0001418	CCAP1982_LOCUS11084|CAD7002598.1|CCAP	LOC115622488|XP_030372294.1|SLEB, LOC115622492|XP_030372297.1|SLEB
OG0001429	CCAP1982_LOCUS1446|CAD6992597.1|CCAP	LOC115620216|XP_030369214.1|SLEB
OG0001430	CCAP1982_LOCUS1915|CAD6993088.1|CCAP	LOC115621464|XP_030370983.1|SLEB
OG0001437	CCAP1982_LOCUS1003|CAD6992121.1|CCAP	LOC115625664|XP_030376657.1|SLEB, LOC115625555|XP_030376507.1|SLEB
OG0001438	CCAP1982_LOCUS1198|CAD6992334.1|CCAP	LOC115620546|XP_030369689.1|SLEB
OG0001439	CCAP1982_LOCUS2418|CAD6993608.1|CCAP	LOC115620346|XP_030369406.1|SLEB
OG0001443	CCAP1982_LOCUS1087|CAD6992217.1|CCAP	LOC115621688|XP_030371258.1|SLEB
OG0001444	CCAP1982_LOCUS3898|CAD6995177.1|CCAP	LOC115621254|XP_030370710.1|SLEB
OG0001445	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP	LOC115621156|XP_030370572.1|SLEB
OG0001446	CCAP1982_LOCUS2757|CAD6993972.1|CCAP	LOC115621219|XP_030370662.1|SLEB
OG0001447	CCAP1982_LOCUS61|CAD6991115.1|CCAP	LOC115623416|XP_030373587.1|SLEB
OG0001448	CCAP1982_LOCUS1118|CAD6992248.1|CCAP	LOC115621787|XP_030371413.1|SLEB
OG0001449	CCAP1982_LOCUS12143|CAD7003706.1|CCAP	LOC115633051|XP_030386257.1|SLEB, LOC115632084|XP_030384906.1|SLEB
OG0001450	CCAP1982_LOCUS1353|CAD6992503.1|CCAP	LOC115620243|XP_030369252.1|SLEB, LOC115626281|XP_030377464.1|SLEB
OG0001451	CCAP1982_LOCUS21472|CAD7013410.1|CCAP	LOC115634567|XP_030388250.1|SLEB
OG0001452	CCAP1982_LOCUS22574|CAD7014575.1|CCAP, CCAP1982_LOCUS22575|CAD7014576.1|CCAP	LOC115628284|XP_030380179.1|SLEB
OG0001453	CCAP1982_LOCUS12525|CAD7004102.1|CCAP	LOC115632313|XP_030385274.1|SLEB
OG0001454	CCAP1982_LOCUS4208|CAD6995495.1|CCAP	LOC115620384|XP_030369452.1|SLEB
OG0001455	CCAP1982_LOCUS14933|CAD7006626.1|CCAP	LOC115632713|XP_030385815.1|SLEB
OG0001456	CCAP1982_LOCUS23228|CAD7015281.1|CCAP, CCAP1982_LOCUS23229|CAD7015282.1|CCAP, CCAP1982_LOCUS23226|CAD7015279.1|CCAP	LOC115620079|XP_030369119.1|SLEB
