Orthogroup	CCAP.longest_only	DSER.longest_only
OG0000413	CCAP1982_LOCUS5039|CAD6996361.1|CCAP, CCAP1982_LOCUS5038|CAD6996360.1|CCAP, CCAP1982_LOCUS5040|CAD6996362.1|CCAP	LOC110177256|XP_020799566.1|DSER
OG0000414	CCAP1982_LOCUS19440|CAD7011335.1|CCAP	LOC110189433|XP_020815163.1|DSER
OG0000415	CCAP1982_LOCUS19715|CAD7011626.1|CCAP	LOC110177780|XP_020800307.1|DSER
OG0000415	CCAP1982_LOCUS19713|CAD7011624.1|CCAP	LOC110177775|XP_020800300.1|DSER
OG0000417	CCAP1982_LOCUS1624|CAD6992785.1|CCAP	LOC110187777|XP_020812900.1|DSER
OG0000417	CCAP1982_LOCUS1860|CAD6993024.1|CCAP, CCAP1982_LOCUS1861|CAD6993025.1|CCAP	LOC110186618|XP_020811512.1|DSER
OG0000419	CCAP1982_LOCUS21861|CAD7013841.1|CCAP	LOC110177822|XP_020800371.1|DSER
OG0000421	CCAP1982_LOCUS8404|CAD6999894.1|CCAP	LOC110185660|XP_020810278.1|DSER
OG0000421	CCAP1982_LOCUS8319|CAD6999803.1|CCAP	LOC110182698|XP_020806452.1|DSER
OG0000422	CCAP1982_LOCUS4204|CAD6995489.1|CCAP	LOC110180482|XP_020803826.1|DSER
OG0000423	CCAP1982_LOCUS19616|CAD7011527.1|CCAP	LOC110189417|XP_020815135.1|DSER
OG0000423	CCAP1982_LOCUS19615|CAD7011526.1|CCAP	LOC110189506|XP_020815273.1|DSER
OG0000424	CCAP1982_LOCUS19629|CAD7011540.1|CCAP	LOC110188596|XP_020814021.1|DSER
OG0000424	CCAP1982_LOCUS19630|CAD7011542.1|CCAP	LOC110184074|XP_020808117.1|DSER
OG0000425	CCAP1982_LOCUS20315|CAD7012217.1|CCAP	LOC110178776|XP_020801682.1|DSER
OG0000425	CCAP1982_LOCUS20895|CAD7012794.1|CCAP	LOC110182873|XP_020806674.1|DSER
OG0000426	CCAP1982_LOCUS4810|CAD6996114.1|CCAP, CCAP1982_LOCUS6894|CAD6998285.1|CCAP	LOC110191606|XP_020818152.1|DSER, LOC110191605|XP_020818151.1|DSER
OG0000428	CCAP1982_LOCUS20636|CAD7012551.1|CCAP, CCAP1982_LOCUS20637|CAD7012552.1|CCAP	LOC110189967|XP_020815915.1|DSER, LOC110190310|XP_020816358.1|DSER, LOC110190300|XP_020816344.1|DSER
OG0000429	CCAP1982_LOCUS20662|CAD7012577.1|CCAP, CCAP1982_LOCUS20663|CAD7012578.1|CCAP	LOC110179323|XP_020802474.1|DSER
OG0000433	CCAP1982_LOCUS10907|CAD7002416.1|CCAP	LOC110190627|XP_020816880.1|DSER
OG0000434	CCAP1982_LOCUS22714|CAD7014736.1|CCAP	LOC110189545|XP_020815336.1|DSER
OG0000437	CCAP1982_LOCUS5654|CAD6996993.1|CCAP	LOC110183318|XP_020807223.1|DSER
OG0000437	CCAP1982_LOCUS7931|CAD6999405.1|CCAP	LOC110183414|XP_020807350.1|DSER
OG0000438	CCAP1982_LOCUS1066|CAD6992194.1|CCAP, CCAP1982_LOCUS1067|CAD6992195.1|CCAP	LOC110186178|XP_020810895.1|DSER
OG0000439	CCAP1982_LOCUS6443|CAD6997819.1|CCAP	LOC110183899|XP_020807900.1|DSER
OG0000439	CCAP1982_LOCUS12270|CAD7003837.1|CCAP	LOC110190278|XP_020816311.1|DSER
OG0000440	CCAP1982_LOCUS22496|CAD7014494.1|CCAP	LOC110176942|XP_020799106.1|DSER
OG0000440	CCAP1982_LOCUS22497|CAD7014495.1|CCAP	LOC110179341|XP_020802503.1|DSER
OG0000441	CCAP1982_LOCUS21648|CAD7013593.1|CCAP, CCAP1982_LOCUS21647|CAD7013592.1|CCAP	LOC110189671|XP_020815486.1|DSER
OG0000441	CCAP1982_LOCUS21646|CAD7013591.1|CCAP	LOC110189653|XP_020815458.1|DSER
OG0000443	CCAP1982_LOCUS7793|CAD6999263.1|CCAP	LOC110183676|XP_020807673.1|DSER, LOC110183678|XP_020807674.1|DSER, LOC110183646|XP_020807627.1|DSER
OG0000444	CCAP1982_LOCUS11680|CAD7003219.1|CCAP	LOC110183892|XP_020807896.1|DSER, LOC110178072|XP_020800736.1|DSER
OG0000444	CCAP1982_LOCUS11679|CAD7003218.1|CCAP	LOC110183893|XP_020807897.1|DSER
OG0000445	CCAP1982_LOCUS10419|CAD7001932.1|CCAP	LOC110185382|XP_020809823.1|DSER
OG0000446	CCAP1982_LOCUS20865|CAD7012761.1|CCAP	LOC110184182|XP_020808251.1|DSER
OG0000446	CCAP1982_LOCUS13488|CAD7005126.1|CCAP	LOC110185138|XP_020809498.1|DSER, LOC110185139|XP_020809499.1|DSER
OG0000448	CCAP1982_LOCUS3324|CAD6994585.1|CCAP, CCAP1982_LOCUS3323|CAD6994584.1|CCAP	LOC110186701|XP_020811633.1|DSER
OG0000449	CCAP1982_LOCUS11067|CAD7002580.1|CCAP	LOC110185203|XP_020809588.1|DSER
OG0000449	CCAP1982_LOCUS6102|CAD6997459.1|CCAP	LOC110185970|XP_020810648.1|DSER
OG0000453	CCAP1982_LOCUS3225|CAD6994480.1|CCAP	LOC110186460|XP_020811307.1|DSER
OG0000454	CCAP1982_LOCUS23327|CAD7015383.1|CCAP, CCAP1982_LOCUS23322|CAD7015378.1|CCAP, CCAP1982_LOCUS23324|CAD7015380.1|CCAP, CCAP1982_LOCUS23323|CAD7015379.1|CCAP, CCAP1982_LOCUS23320|CAD7015376.1|CCAP, CCAP1982_LOCUS23326|CAD7015382.1|CCAP, CCAP1982_LOCUS23321|CAD7015377.1|CCAP, CCAP1982_LOCUS23325|CAD7015381.1|CCAP	LOC110190971|XP_020817321.1|DSER, LOC110177627|XP_020800100.1|DSER
OG0000456	CCAP1982_LOCUS10154|CAD7001662.1|CCAP	LOC110185447|XP_020809934.1|DSER
OG0000456	CCAP1982_LOCUS6580|CAD6997962.1|CCAP	LOC110185733|XP_020810377.1|DSER
OG0000457	CCAP1982_LOCUS5601|CAD6996931.1|CCAP	LOC110181409|XP_020804804.1|DSER
OG0000457	CCAP1982_LOCUS6131|CAD6997489.1|CCAP	LOC110185761|XP_020810422.1|DSER
OG0000458	CCAP1982_LOCUS8276|CAD6999754.1|CCAP	LOC110183917|XP_020807935.1|DSER
OG0000460	CCAP1982_LOCUS8651|CAD7000158.1|CCAP	LOC110183094|XP_020806946.1|DSER
OG0000462	CCAP1982_LOCUS4493|CAD6995789.1|CCAP	LOC110188619|XP_020814045.1|DSER, LOC110188618|XP_020814044.1|DSER, LOC110188620|XP_020814046.1|DSER
OG0000465	CCAP1982_LOCUS3256|CAD6994512.1|CCAP, CCAP1982_LOCUS3257|CAD6994513.1|CCAP	LOC110190848|XP_020817156.1|DSER
OG0000465	CCAP1982_LOCUS3258|CAD6994514.1|CCAP	LOC110190999|XP_020817371.1|DSER
OG0000466	CCAP1982_LOCUS7016|CAD6998416.1|CCAP	LOC110177034|XP_020799210.1|DSER
OG0000467	CCAP1982_LOCUS21515|CAD7013450.1|CCAP, CCAP1982_LOCUS21512|CAD7013447.1|CCAP	LOC110189658|XP_020815461.1|DSER
OG0000467	CCAP1982_LOCUS21490|CAD7013426.1|CCAP, CCAP1982_LOCUS21482|CAD7013418.1|CCAP	LOC110189600|XP_020815393.1|DSER
OG0000468	CCAP1982_LOCUS150|CAD6991212.1|CCAP	LOC110186259|XP_020811025.1|DSER
OG0000468	CCAP1982_LOCUS22943|CAD7014985.1|CCAP	LOC110178299|XP_020801046.1|DSER
OG0000469	CCAP1982_LOCUS7316|CAD6998762.1|CCAP	LOC110183004|XP_020806853.1|DSER, LOC110180597|XP_020803943.1|DSER
OG0000469	CCAP1982_LOCUS7328|CAD6998774.1|CCAP	LOC110184005|XP_020808021.1|DSER
OG0000469	CCAP1982_LOCUS7334|CAD6998780.1|CCAP	LOC110183959|XP_020807973.1|DSER
OG0000469	CCAP1982_LOCUS7318|CAD6998764.1|CCAP	LOC110183003|XP_020806852.1|DSER
OG0000471	CCAP1982_LOCUS8931|CAD7000454.1|CCAP	LOC110177592|XP_020800035.1|DSER, LOC110184959|XP_020809266.1|DSER, LOC110180495|XP_020803835.1|DSER
OG0000473	CCAP1982_LOCUS9253|CAD7000778.1|CCAP	LOC110184193|XP_020808283.1|DSER
OG0000473	CCAP1982_LOCUS9254|CAD7000779.1|CCAP	LOC110180139|XP_020803444.1|DSER, LOC110180138|XP_020803443.1|DSER
OG0000475	CCAP1982_LOCUS2720|CAD6993933.1|CCAP	LOC110187715|XP_020812811.1|DSER
OG0000476	CCAP1982_LOCUS3783|CAD6995057.1|CCAP	LOC110188422|XP_020813805.1|DSER, LOC110191003|XP_020817380.1|DSER
OG0000476	CCAP1982_LOCUS3784|CAD6995059.1|CCAP	LOC110190847|XP_020817154.1|DSER
OG0000477	CCAP1982_LOCUS3910|CAD6995190.1|CCAP	LOC110184237|XP_020808356.1|DSER
OG0000477	CCAP1982_LOCUS5900|CAD6997267.1|CCAP, CCAP1982_LOCUS3911|CAD6995191.1|CCAP, CCAP1982_LOCUS3912|CAD6995192.1|CCAP	LOC110184661|XP_020808928.1|DSER
OG0000478	CCAP1982_LOCUS23105|CAD7015155.1|CCAP	LOC110184166|XP_020808236.1|DSER, LOC110186160|XP_020810870.1|DSER
OG0000479	CCAP1982_LOCUS1329|CAD6992477.1|CCAP, CCAP1982_LOCUS1331|CAD6992479.1|CCAP, CCAP1982_LOCUS1330|CAD6992478.1|CCAP	LOC110191129|XP_020817541.1|DSER, LOC110191372|XP_020817883.1|DSER, LOC110190998|XP_020817370.1|DSER
OG0000480	CCAP1982_LOCUS7806|CAD6999277.1|CCAP	LOC110182342|XP_020806042.1|DSER, LOC110182344|XP_020806043.1|DSER
OG0000482	CCAP1982_LOCUS441|CAD6991522.1|CCAP	LOC110176614|XP_020798699.1|DSER
OG0000483	CCAP1982_LOCUS408|CAD6991483.1|CCAP	LOC110186151|XP_020810861.1|DSER, LOC110186225|XP_020810947.1|DSER
OG0000484	CCAP1982_LOCUS4492|CAD6995788.1|CCAP, CCAP1982_LOCUS4488|CAD6995784.1|CCAP	LOC110188615|XP_020814041.1|DSER
OG0000484	CCAP1982_LOCUS4489|CAD6995785.1|CCAP	LOC110188616|XP_020814042.1|DSER
OG0000485	CCAP1982_LOCUS14116|CAD7005768.1|CCAP	LOC110178952|XP_020801912.1|DSER
OG0000486	CCAP1982_LOCUS21710|CAD7013667.1|CCAP, CCAP1982_LOCUS22884|CAD7014920.1|CCAP	LOC110181098|XP_020804426.1|DSER, LOC110181097|XP_020804425.1|DSER
OG0000487	CCAP1982_LOCUS21983|CAD7013974.1|CCAP	LOC110189204|XP_020814834.1|DSER
OG0000487	CCAP1982_LOCUS21979|CAD7013970.1|CCAP, CCAP1982_LOCUS21981|CAD7013972.1|CCAP, CCAP1982_LOCUS21980|CAD7013971.1|CCAP, CCAP1982_LOCUS21976|CAD7013967.1|CCAP	LOC110189197|XP_020814827.1|DSER
OG0000489	CCAP1982_LOCUS1170|CAD6992302.1|CCAP	LOC110176502|XP_020798535.1|DSER
OG0000489	CCAP1982_LOCUS1171|CAD6992303.1|CCAP	LOC110176097|XP_020797995.1|DSER
OG0000491	CCAP1982_LOCUS12181|CAD7003745.1|CCAP, CCAP1982_LOCUS12180|CAD7003744.1|CCAP	LOC110185453|XP_020809953.1|DSER, LOC110178525|XP_020801340.1|DSER
OG0000492	CCAP1982_LOCUS22810|CAD7014843.1|CCAP	LOC110177090|XP_020799277.1|DSER
OG0000494	CCAP1982_LOCUS6227|CAD6997588.1|CCAP	LOC110186083|XP_020810779.1|DSER
OG0000495	CCAP1982_LOCUS22934|CAD7014974.1|CCAP, CCAP1982_LOCUS22857|CAD7014893.1|CCAP	LOC110182569|XP_020806277.1|DSER
OG0000495	CCAP1982_LOCUS22933|CAD7014973.1|CCAP	LOC110178319|XP_020801088.1|DSER
OG0000496	CCAP1982_LOCUS7748|CAD6999214.1|CCAP	LOC110183129|XP_020806976.1|DSER
OG0000497	CCAP1982_LOCUS7339|CAD6998785.1|CCAP	LOC110181200|XP_020804540.1|DSER
OG0000497	CCAP1982_LOCUS7343|CAD6998789.1|CCAP, CCAP1982_LOCUS7347|CAD6998793.1|CCAP	LOC110179068|XP_020802094.1|DSER, LOC110181213|XP_020804554.1|DSER, LOC110182683|XP_020806434.1|DSER
OG0000498	CCAP1982_LOCUS412|CAD6991488.1|CCAP	LOC110186148|XP_020810858.1|DSER
OG0000498	CCAP1982_LOCUS414|CAD6991490.1|CCAP	LOC110186146|XP_020810856.1|DSER
OG0000499	CCAP1982_LOCUS1341|CAD6992489.1|CCAP	LOC110179499|XP_020802733.1|DSER
OG0000500	CCAP1982_LOCUS14122|CAD7005774.1|CCAP	LOC110190890|XP_020817207.1|DSER
OG0000500	CCAP1982_LOCUS14118|CAD7005770.1|CCAP	LOC110178950|XP_020801910.1|DSER
OG0000501	CCAP1982_LOCUS20961|CAD7012862.1|CCAP	LOC110176180|XP_020798090.1|DSER, LOC110176189|XP_020798102.1|DSER, LOC110177879|XP_020800503.1|DSER
OG0000504	CCAP1982_LOCUS11753|CAD7003291.1|CCAP	LOC110183558|XP_020807518.1|DSER
OG0000506	CCAP1982_LOCUS3861|CAD6995138.1|CCAP	LOC110189034|XP_020814662.1|DSER
OG0000506	CCAP1982_LOCUS3860|CAD6995137.1|CCAP	LOC110189038|XP_020814666.1|DSER, LOC110189014|XP_020814631.1|DSER
OG0000508	CCAP1982_LOCUS11138|CAD7002655.1|CCAP	LOC110178795|XP_020801706.1|DSER, LOC110187907|XP_020813071.1|DSER, LOC110190180|XP_020816187.1|DSER
OG0000509	CCAP1982_LOCUS22430|CAD7014434.1|CCAP	LOC110177555|XP_020799989.1|DSER
OG0000509	CCAP1982_LOCUS22451|CAD7014456.1|CCAP	LOC110181469|XP_020804882.1|DSER
OG0000510	CCAP1982_LOCUS22883|CAD7014919.1|CCAP	LOC110179275|XP_020802421.1|DSER
OG0000510	CCAP1982_LOCUS22881|CAD7014917.1|CCAP	LOC110179276|XP_020802422.1|DSER
OG0000511	CCAP1982_LOCUS7895|CAD6999368.1|CCAP	LOC110184918|XP_020809222.1|DSER
OG0000511	CCAP1982_LOCUS7894|CAD6999367.1|CCAP	LOC110184891|XP_020809196.1|DSER
OG0000512	CCAP1982_LOCUS7057|CAD6998460.1|CCAP	LOC110183165|XP_020807016.1|DSER
OG0000512	CCAP1982_LOCUS6661|CAD6998045.1|CCAP	LOC110178868|XP_020801801.1|DSER
OG0000513	CCAP1982_LOCUS7011|CAD6998411.1|CCAP	LOC110189268|XP_020814942.1|DSER
OG0000514	CCAP1982_LOCUS6954|CAD6998353.1|CCAP	LOC110183926|XP_020807947.1|DSER, LOC110183923|XP_020807944.1|DSER, LOC110177981|XP_020800633.1|DSER
OG0000514	CCAP1982_LOCUS6964|CAD6998363.1|CCAP	LOC110183911|XP_020807915.1|DSER
OG0000515	CCAP1982_LOCUS5206|CAD6996538.1|CCAP, CCAP1982_LOCUS1034|CAD6992156.1|CCAP	LOC110190531|XP_020816736.1|DSER, LOC110190530|XP_020816735.1|DSER
OG0000517	CCAP1982_LOCUS14093|CAD7005742.1|CCAP, CCAP1982_LOCUS14091|CAD7005740.1|CCAP, CCAP1982_LOCUS14092|CAD7005741.1|CCAP	LOC110189862|XP_020815740.1|DSER, LOC110189860|XP_020815738.1|DSER
OG0000518	CCAP1982_LOCUS21631|CAD7013575.1|CCAP	LOC110176722|XP_020798822.1|DSER, LOC110183709|XP_020807716.1|DSER, LOC110191302|XP_020817772.1|DSER, LOC110179657|XP_020802914.1|DSER, LOC110187963|XP_020813141.1|DSER
OG0000523	CCAP1982_LOCUS4144|CAD6995427.1|CCAP	LOC110191312|XP_020817790.1|DSER
OG0000524	CCAP1982_LOCUS2835|CAD6994063.1|CCAP	LOC110177426|XP_020799807.1|DSER, LOC110191360|XP_020817867.1|DSER, LOC110189030|XP_020814659.1|DSER
OG0000525	CCAP1982_LOCUS22367|CAD7014370.1|CCAP, CCAP1982_LOCUS22369|CAD7014372.1|CCAP, CCAP1982_LOCUS22368|CAD7014371.1|CCAP, CCAP1982_LOCUS22373|CAD7014378.1|CCAP	LOC110188987|XP_020814595.1|DSER, LOC110188986|XP_020814594.1|DSER
OG0000526	CCAP1982_LOCUS5509|CAD6996836.1|CCAP	LOC110177188|XP_020799442.1|DSER, LOC110177140|XP_020799377.1|DSER
OG0000527	CCAP1982_LOCUS9186|CAD7000713.1|CCAP	LOC110187536|XP_020812589.1|DSER
OG0000528	CCAP1982_LOCUS6932|CAD6998327.1|CCAP	LOC110183785|XP_020807801.1|DSER
OG0000529	CCAP1982_LOCUS8941|CAD7000464.1|CCAP	LOC110184964|XP_020809271.1|DSER
OG0000530	CCAP1982_LOCUS11031|CAD7002542.1|CCAP, CCAP1982_LOCUS11032|CAD7002543.1|CCAP	LOC110178608|XP_020801452.1|DSER
OG0000530	CCAP1982_LOCUS11386|CAD7002920.1|CCAP	LOC110188887|XP_020814463.1|DSER
OG0000531	CCAP1982_LOCUS6164|CAD6997524.1|CCAP	LOC110185061|XP_020809397.1|DSER, LOC110178108|XP_020800782.1|DSER
OG0000532	CCAP1982_LOCUS606|CAD6991693.1|CCAP	LOC110188006|XP_020813188.1|DSER, LOC110188005|XP_020813186.1|DSER
OG0000535	CCAP1982_LOCUS21016|CAD7012917.1|CCAP	LOC110180040|XP_020803311.1|DSER, LOC110176886|XP_020799029.1|DSER
OG0000536	CCAP1982_LOCUS14724|CAD7006404.1|CCAP	LOC110176177|XP_020798079.1|DSER
OG0000537	CCAP1982_LOCUS21949|CAD7013938.1|CCAP	LOC110189300|XP_020814989.1|DSER
OG0000538	CCAP1982_LOCUS19765|CAD7011681.1|CCAP	LOC110191630|XP_020818182.1|DSER
OG0000538	CCAP1982_LOCUS19763|CAD7011678.1|CCAP	LOC110178407|XP_020801207.1|DSER
OG0000539	CCAP1982_LOCUS338|CAD6991411.1|CCAP	LOC110186215|XP_020810937.1|DSER
OG0000539	CCAP1982_LOCUS341|CAD6991414.1|CCAP	LOC110186190|XP_020810907.1|DSER
OG0000540	CCAP1982_LOCUS7995|CAD6999471.1|CCAP	LOC110187273|XP_020812320.1|DSER, LOC110187269|XP_020812315.1|DSER
OG0000542	CCAP1982_LOCUS700|CAD6991796.1|CCAP	LOC110186788|XP_020811725.1|DSER
OG0000542	CCAP1982_LOCUS5512|CAD6996839.1|CCAP	LOC110185410|XP_020809876.1|DSER
OG0000543	CCAP1982_LOCUS22601|CAD7014610.1|CCAP	LOC110182885|XP_020806688.1|DSER
OG0000544	CCAP1982_LOCUS11870|CAD7003414.1|CCAP	LOC110178724|XP_020801589.1|DSER
OG0000544	CCAP1982_LOCUS4262|CAD6995551.1|CCAP	LOC110184507|XP_020808731.1|DSER
OG0000545	CCAP1982_LOCUS2546|CAD6993748.1|CCAP	LOC110187823|XP_020812958.1|DSER
OG0000548	CCAP1982_LOCUS13084|CAD7004690.1|CCAP	LOC110190295|XP_020816338.1|DSER, LOC110190296|XP_020816339.1|DSER
OG0000549	CCAP1982_LOCUS23354|CAD7015411.1|CCAP	LOC110177056|XP_020799233.1|DSER
OG0000550	CCAP1982_LOCUS12168|CAD7003731.1|CCAP	LOC110178745|XP_020801635.1|DSER
OG0000550	CCAP1982_LOCUS12162|CAD7003725.1|CCAP	LOC110178791|XP_020801703.1|DSER
OG0000551	CCAP1982_LOCUS11296|CAD7002826.1|CCAP	LOC110178530|XP_020801347.1|DSER
OG0000551	CCAP1982_LOCUS22914|CAD7014951.1|CCAP, CCAP1982_LOCUS22915|CAD7014952.1|CCAP	LOC110178527|XP_020801342.1|DSER
OG0000553	CCAP1982_LOCUS7725|CAD6999189.1|CCAP, CCAP1982_LOCUS7726|CAD6999190.1|CCAP, CCAP1982_LOCUS7729|CAD6999193.1|CCAP	LOC110177872|XP_020800488.1|DSER
OG0000554	CCAP1982_LOCUS1799|CAD6992967.1|CCAP	LOC110185315|XP_020809743.1|DSER, LOC110185264|XP_020809666.1|DSER
OG0000555	CCAP1982_LOCUS11538|CAD7003075.1|CCAP	LOC110179417|XP_020802605.1|DSER, LOC110181233|XP_020804594.1|DSER, LOC110180473|XP_020803815.1|DSER
OG0000556	CCAP1982_LOCUS743|CAD6991844.1|CCAP	LOC110179726|XP_020803004.1|DSER, LOC110191833|XP_020818457.1|DSER
OG0000557	CCAP1982_LOCUS805|CAD6991916.1|CCAP	LOC110176580|XP_020798653.1|DSER
OG0000557	CCAP1982_LOCUS804|CAD6991915.1|CCAP	LOC110176610|XP_020798692.1|DSER
OG0000559	CCAP1982_LOCUS2187|CAD6993371.1|CCAP	LOC110186176|XP_020810888.1|DSER
OG0000559	CCAP1982_LOCUS13911|CAD7005551.1|CCAP, CCAP1982_LOCUS13913|CAD7005553.1|CCAP	LOC110176282|XP_020798260.1|DSER
OG0000560	CCAP1982_LOCUS20229|CAD7012131.1|CCAP	LOC110189432|XP_020815161.1|DSER, LOC110189431|XP_020815160.1|DSER
OG0000561	CCAP1982_LOCUS14402|CAD7006067.1|CCAP	LOC110190641|XP_020816898.1|DSER
OG0000561	CCAP1982_LOCUS14409|CAD7006074.1|CCAP	LOC110190559|XP_020816778.1|DSER
OG0000562	CCAP1982_LOCUS13630|CAD7005273.1|CCAP	LOC110181239|XP_020804603.1|DSER
OG0000562	CCAP1982_LOCUS13660|CAD7005303.1|CCAP	LOC110181232|XP_020804593.1|DSER
OG0000564	CCAP1982_LOCUS10820|CAD7002332.1|CCAP	LOC110190320|XP_020816374.1|DSER
OG0000564	CCAP1982_LOCUS10822|CAD7002334.1|CCAP	LOC110190071|XP_020816035.1|DSER
OG0000565	CCAP1982_LOCUS11648|CAD7003186.1|CCAP	LOC110179864|XP_020803122.1|DSER, LOC110189525|XP_020815311.1|DSER, LOC110177194|XP_020799448.1|DSER
OG0000566	CCAP1982_LOCUS3532|CAD6994801.1|CCAP	LOC110190849|XP_020817157.1|DSER
OG0000566	CCAP1982_LOCUS14944|CAD7006638.1|CCAP	LOC110185332|XP_020809767.1|DSER
OG0000568	CCAP1982_LOCUS1992|CAD6993168.1|CCAP	LOC110184417|XP_020808611.1|DSER, LOC110180560|XP_020803913.1|DSER, LOC110176469|XP_020798487.1|DSER
OG0000569	CCAP1982_LOCUS3605|CAD6994870.1|CCAP, CCAP1982_LOCUS3641|CAD6994906.1|CCAP	LOC110191824|XP_020818448.1|DSER
OG0000569	CCAP1982_LOCUS4158|CAD6995441.1|CCAP	LOC110180710|XP_020804050.1|DSER
OG0000570	CCAP1982_LOCUS1165|CAD6992297.1|CCAP	LOC110176422|XP_020798426.1|DSER
OG0000570	CCAP1982_LOCUS1164|CAD6992296.1|CCAP	LOC110176424|XP_020798429.1|DSER
OG0000571	CCAP1982_LOCUS3952|CAD6995233.1|CCAP, CCAP1982_LOCUS3937|CAD6995218.1|CCAP	LOC110176399|XP_020798393.1|DSER
OG0000571	CCAP1982_LOCUS3940|CAD6995221.1|CCAP	LOC110176397|XP_020798388.1|DSER
OG0000572	CCAP1982_LOCUS1969|CAD6993143.1|CCAP	LOC110187812|XP_020812947.1|DSER
OG0000572	CCAP1982_LOCUS1961|CAD6993135.1|CCAP	LOC110187757|XP_020812877.1|DSER
OG0000573	CCAP1982_LOCUS13105|CAD7004712.1|CCAP, CCAP1982_LOCUS13106|CAD7004713.1|CCAP	LOC110188824|XP_020814373.1|DSER, LOC110176936|XP_020799095.1|DSER
OG0000574	CCAP1982_LOCUS11934|CAD7003483.1|CCAP	LOC110190321|XP_020816375.1|DSER
OG0000574	CCAP1982_LOCUS11936|CAD7003485.1|CCAP	LOC110188049|XP_020813257.1|DSER
OG0000575	CCAP1982_LOCUS10756|CAD7002260.1|CCAP	LOC110190569|XP_020816803.1|DSER
OG0000575	CCAP1982_LOCUS10749|CAD7002253.1|CCAP, CCAP1982_LOCUS10759|CAD7002263.1|CCAP	LOC110190593|XP_020816844.1|DSER
OG0000577	CCAP1982_LOCUS7692|CAD6999153.1|CCAP	LOC110176941|XP_020799102.1|DSER, LOC110176873|XP_020799007.1|DSER
OG0000578	CCAP1982_LOCUS5470|CAD6996797.1|CCAP	LOC110183305|XP_020807203.1|DSER
OG0000578	CCAP1982_LOCUS12117|CAD7003680.1|CCAP, CCAP1982_LOCUS12116|CAD7003679.1|CCAP, CCAP1982_LOCUS7835|CAD6999307.1|CCAP	LOC110179138|XP_020802190.1|DSER
OG0000579	CCAP1982_LOCUS7710|CAD6999173.1|CCAP	LOC110191052|XP_020817437.1|DSER
OG0000579	CCAP1982_LOCUS14550|CAD7006224.1|CCAP	LOC110177486|XP_020799897.1|DSER
OG0000580	CCAP1982_LOCUS596|CAD6991683.1|CCAP	LOC110187872|XP_020813015.1|DSER, LOC110188083|XP_020813295.1|DSER
OG0000581	CCAP1982_LOCUS4884|CAD6996193.1|CCAP	LOC110190173|XP_020816182.1|DSER
OG0000582	CCAP1982_LOCUS20144|CAD7012042.1|CCAP	LOC110176253|XP_020798223.1|DSER
OG0000583	CCAP1982_LOCUS22237|CAD7014234.1|CCAP	LOC110178511|XP_020801321.1|DSER
OG0000585	CCAP1982_LOCUS11849|CAD7003391.1|CCAP	LOC110183669|XP_020807662.1|DSER, LOC110183712|XP_020807719.1|DSER
OG0000592	CCAP1982_LOCUS7094|CAD6998505.1|CCAP	LOC110191585|XP_020818129.1|DSER, LOC110189203|XP_020814832.1|DSER
OG0000593	CCAP1982_LOCUS290|CAD6991360.1|CCAP	LOC110186802|XP_020811743.1|DSER, LOC110181831|XP_020805393.1|DSER
OG0000594	CCAP1982_LOCUS7730|CAD6999194.1|CCAP, CCAP1982_LOCUS2388|CAD6993576.1|CCAP	LOC110186598|XP_020811485.1|DSER, LOC110176626|XP_020798710.1|DSER
OG0000595	CCAP1982_LOCUS1188|CAD6992320.1|CCAP	LOC110184071|XP_020808114.1|DSER
OG0000595	CCAP1982_LOCUS1912|CAD6993084.1|CCAP	LOC110188373|XP_020813746.1|DSER
OG0000596	CCAP1982_LOCUS4258|CAD6995547.1|CCAP	LOC110176451|XP_020798462.1|DSER
OG0000597	CCAP1982_LOCUS2271|CAD6993458.1|CCAP	LOC110191370|XP_020817881.1|DSER
OG0000598	CCAP1982_LOCUS1620|CAD6992780.1|CCAP, CCAP1982_LOCUS1619|CAD6992779.1|CCAP	LOC110188127|XP_020813374.1|DSER
OG0000599	CCAP1982_LOCUS12255|CAD7003822.1|CCAP	LOC110178641|XP_020801492.1|DSER
OG0000600	CCAP1982_LOCUS23106|CAD7015156.1|CCAP	LOC110189482|XP_020815228.1|DSER
OG0000601	CCAP1982_LOCUS5577|CAD6996904.1|CCAP	LOC110185680|XP_020810306.1|DSER, LOC110177565|XP_020800001.1|DSER, LOC110188792|XP_020814306.1|DSER
OG0000602	CCAP1982_LOCUS6527|CAD6997909.1|CCAP	LOC110185847|XP_020810513.1|DSER
OG0000602	CCAP1982_LOCUS6526|CAD6997908.1|CCAP	LOC110185754|XP_020810412.1|DSER
OG0000603	CCAP1982_LOCUS8475|CAD6999970.1|CCAP	LOC110176878|XP_020799013.1|DSER
OG0000604	CCAP1982_LOCUS8179|CAD6999649.1|CCAP	LOC110182327|XP_020806018.1|DSER
OG0000604	CCAP1982_LOCUS8178|CAD6999648.1|CCAP	LOC110182326|XP_020806017.1|DSER
OG0000605	CCAP1982_LOCUS7962|CAD6999438.1|CCAP	LOC110179891|XP_020803150.1|DSER, LOC110187456|XP_020812503.1|DSER
OG0000607	CCAP1982_LOCUS588|CAD6991675.1|CCAP	LOC110190852|XP_020817160.1|DSER, LOC110187682|XP_020812772.1|DSER
