Orthogroup	CCAP.longest_only	DELE.longest_only
OG0002121	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP	LOC108148805|XP_017131523.1|DELE
OG0002123	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP	LOC108138134|XP_017115667.1|DELE
OG0002125	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP	LOC108144476|XP_017124878.1|DELE
OG0002126	CCAP1982_LOCUS14264|CAD7005926.1|CCAP	LOC108142199|XP_017121373.1|DELE
OG0002126	CCAP1982_LOCUS14265|CAD7005927.1|CCAP	LOC108139628|XP_017117843.1|DELE
OG0002129	CCAP1982_LOCUS1207|CAD6992343.1|CCAP	LOC108135777|XP_017112126.1|DELE
OG0002131	CCAP1982_LOCUS1884|CAD6993052.1|CCAP	LOC108136779|XP_017113630.1|DELE
OG0002132	CCAP1982_LOCUS5552|CAD6996879.1|CCAP	LOC108142001|XP_017121156.1|DELE
OG0002136	CCAP1982_LOCUS2138|CAD6993322.1|CCAP	LOC108148692|XP_017131327.1|DELE
OG0002142	CCAP1982_LOCUS1997|CAD6993175.1|CCAP	LOC108141239|XP_017119984.1|DELE
OG0002143	CCAP1982_LOCUS9161|CAD7000687.1|CCAP	LOC108147961|XP_017130245.1|DELE
OG0002144	CCAP1982_LOCUS13418|CAD7005047.1|CCAP	LOC108134617|XP_017110490.1|DELE
OG0002145	CCAP1982_LOCUS622|CAD6991709.1|CCAP	LOC108136971|XP_017113951.1|DELE
OG0002146	CCAP1982_LOCUS1665|CAD6992828.1|CCAP	LOC108141121|XP_017119824.1|DELE
OG0002148	CCAP1982_LOCUS13092|CAD7004699.1|CCAP	LOC108145696|XP_017126743.1|DELE
OG0002149	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP	LOC108145299|XP_017126109.1|DELE
OG0002152	CCAP1982_LOCUS2091|CAD6993275.1|CCAP	LOC108136750|XP_017113589.1|DELE
OG0002153	CCAP1982_LOCUS1613|CAD6992772.1|CCAP	LOC108148517|XP_017131043.1|DELE
OG0002154	CCAP1982_LOCUS6308|CAD6997677.1|CCAP	LOC108135894|XP_017112300.1|DELE
OG0002155	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP	LOC108143778|XP_017123794.1|DELE
OG0002156	CCAP1982_LOCUS13759|CAD7005399.1|CCAP	LOC108138367|XP_017116029.1|DELE
OG0002157	CCAP1982_LOCUS4056|CAD6995338.1|CCAP	LOC108134607|XP_017110468.1|DELE
OG0002159	CCAP1982_LOCUS2713|CAD6993925.1|CCAP	LOC108143508|XP_017123468.1|DELE
OG0002160	CCAP1982_LOCUS3058|CAD6994297.1|CCAP	LOC108141228|XP_017119973.1|DELE
OG0002161	CCAP1982_LOCUS1659|CAD6992820.1|CCAP	LOC108135767|XP_017112106.1|DELE
OG0002162	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP	LOC108140594|XP_017118988.1|DELE
OG0002164	CCAP1982_LOCUS11815|CAD7003356.1|CCAP	LOC108140181|XP_017118374.1|DELE, LOC108150573|XP_017134314.1|DELE, LOC108148981|XP_017131812.1|DELE
OG0002165	CCAP1982_LOCUS3691|CAD6994959.1|CCAP	LOC108150460|XP_017134124.1|DELE
OG0002166	CCAP1982_LOCUS6734|CAD6998123.1|CCAP	LOC108138308|XP_017115954.1|DELE
OG0002167	CCAP1982_LOCUS19368|CAD7011260.1|CCAP	LOC108143720|XP_017123745.1|DELE, LOC108136822|XP_017113720.1|DELE
OG0002169	CCAP1982_LOCUS12749|CAD7004330.1|CCAP	LOC108150357|XP_017133980.1|DELE
OG0002170	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP	LOC108145295|XP_017126102.1|DELE
OG0002171	CCAP1982_LOCUS3355|CAD6994620.1|CCAP	LOC108136734|XP_017113561.1|DELE
OG0002172	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP	LOC108148866|XP_017131655.1|DELE
OG0002173	CCAP1982_LOCUS7908|CAD6999382.1|CCAP	LOC108134473|XP_017110275.1|DELE
OG0002174	CCAP1982_LOCUS2681|CAD6993887.1|CCAP	LOC108139120|XP_017117222.1|DELE
OG0002175	CCAP1982_LOCUS2682|CAD6993889.1|CCAP	LOC108139121|XP_017117223.1|DELE
OG0002176	CCAP1982_LOCUS1364|CAD6992515.1|CCAP	LOC108135822|XP_017112192.1|DELE
OG0002177	CCAP1982_LOCUS3852|CAD6995130.1|CCAP	LOC108135161|XP_017111272.1|DELE
OG0002178	CCAP1982_LOCUS1381|CAD6992532.1|CCAP	LOC108148684|XP_017131318.1|DELE
OG0002179	CCAP1982_LOCUS3492|CAD6994759.1|CCAP	LOC108143730|XP_017123753.1|DELE
OG0002179	CCAP1982_LOCUS3487|CAD6994754.1|CCAP	LOC108143729|XP_017123751.1|DELE
OG0002180	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP	LOC108148616|XP_017131195.1|DELE
OG0002182	CCAP1982_LOCUS1440|CAD6992591.1|CCAP	LOC108141126|XP_017119834.1|DELE
OG0002183	CCAP1982_LOCUS19379|CAD7011271.1|CCAP	LOC108143652|XP_017123653.1|DELE
OG0002184	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP	LOC108139295|XP_017117481.1|DELE
OG0002185	CCAP1982_LOCUS3699|CAD6994967.1|CCAP	LOC108140639|XP_017119050.1|DELE
OG0002186	CCAP1982_LOCUS2857|CAD6994088.1|CCAP	LOC108148392|XP_017130912.1|DELE
OG0002187	CCAP1982_LOCUS3865|CAD6995142.1|CCAP	LOC108148959|XP_017131784.1|DELE
OG0002188	CCAP1982_LOCUS19577|CAD7011477.1|CCAP	LOC108144793|XP_017125401.1|DELE
OG0002189	CCAP1982_LOCUS4100|CAD6995382.1|CCAP	LOC108140513|XP_017118799.1|DELE
OG0002191	CCAP1982_LOCUS13802|CAD7005442.1|CCAP	LOC108142554|XP_017121981.1|DELE
OG0002192	CCAP1982_LOCUS14127|CAD7005778.1|CCAP	LOC108135683|XP_017112012.1|DELE
OG0002193	CCAP1982_LOCUS3660|CAD6994927.1|CCAP	LOC108140707|XP_017119152.1|DELE
OG0002194	CCAP1982_LOCUS2698|CAD6993906.1|CCAP	LOC108147103|XP_017128880.1|DELE
OG0002195	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP	LOC108136974|XP_017113954.1|DELE
OG0002197	CCAP1982_LOCUS3658|CAD6994925.1|CCAP	LOC108146090|XP_017127407.1|DELE
OG0002198	CCAP1982_LOCUS4689|CAD6995982.1|CCAP	LOC108141075|XP_017119734.1|DELE
OG0002199	CCAP1982_LOCUS2211|CAD6993395.1|CCAP	LOC108144058|XP_017124192.1|DELE
OG0002200	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP	LOC108147730|XP_017129947.1|DELE
OG0002202	CCAP1982_LOCUS1281|CAD6992417.1|CCAP	LOC108139238|XP_017117396.1|DELE
OG0002203	CCAP1982_LOCUS2054|CAD6993237.1|CCAP	LOC108139253|XP_017117418.1|DELE
OG0002204	CCAP1982_LOCUS1580|CAD6992735.1|CCAP	LOC108143842|XP_017123882.1|DELE
OG0002205	CCAP1982_LOCUS2381|CAD6993569.1|CCAP	LOC108150094|XP_017133550.1|DELE
OG0002206	CCAP1982_LOCUS1459|CAD6992610.1|CCAP	LOC108137355|XP_017114479.1|DELE
OG0002207	CCAP1982_LOCUS2900|CAD6994134.1|CCAP	LOC108148915|XP_017131720.1|DELE
OG0002208	CCAP1982_LOCUS2891|CAD6994125.1|CCAP	LOC108148989|XP_017131819.1|DELE
OG0002209	CCAP1982_LOCUS21453|CAD7013388.1|CCAP	LOC108138558|XP_017116319.1|DELE
OG0002210	CCAP1982_LOCUS2579|CAD6993781.1|CCAP	LOC108148363|XP_017130871.1|DELE
OG0002211	CCAP1982_LOCUS2365|CAD6993553.1|CCAP	LOC108135293|XP_017111470.1|DELE
OG0002212	CCAP1982_LOCUS3299|CAD6994559.1|CCAP	LOC108135823|XP_017112193.1|DELE
OG0002213	CCAP1982_LOCUS4071|CAD6995352.1|CCAP	LOC108148413|XP_017130942.1|DELE
OG0002214	CCAP1982_LOCUS3903|CAD6995182.1|CCAP	LOC108144017|XP_017124131.1|DELE
OG0002215	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP	LOC108150414|XP_017134063.1|DELE
OG0002216	CCAP1982_LOCUS20225|CAD7012126.1|CCAP	LOC108148737|XP_017131414.1|DELE
OG0002217	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP	LOC108136990|XP_017113974.1|DELE
OG0002219	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP	LOC108147301|XP_017129212.1|DELE
OG0002220	CCAP1982_LOCUS14529|CAD7006201.1|CCAP	LOC108139114|XP_017117215.1|DELE
OG0002221	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP	LOC108150267|XP_017133838.1|DELE
OG0002222	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP	LOC108144621|XP_017125135.1|DELE
OG0002223	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP	LOC108137922|XP_017115352.1|DELE
OG0002224	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP	LOC108149595|XP_017132764.1|DELE
OG0002225	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP	LOC108142758|XP_017122280.1|DELE
OG0002226	CCAP1982_LOCUS21808|CAD7013787.1|CCAP	LOC108145079|XP_017125753.1|DELE
OG0002227	CCAP1982_LOCUS21604|CAD7013545.1|CCAP	LOC108140328|XP_017118506.1|DELE
OG0002228	CCAP1982_LOCUS21006|CAD7012907.1|CCAP	LOC108145524|XP_017126498.1|DELE
OG0002229	CCAP1982_LOCUS21232|CAD7013161.1|CCAP	LOC108144415|XP_017124754.1|DELE
OG0002230	CCAP1982_LOCUS21573|CAD7013513.1|CCAP	LOC108145006|XP_017125656.1|DELE
OG0002231	CCAP1982_LOCUS21526|CAD7013461.1|CCAP	LOC108147358|XP_017129277.1|DELE
OG0002232	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP	LOC108145479|XP_017126422.1|DELE
OG0002233	CCAP1982_LOCUS11802|CAD7003343.1|CCAP	LOC108146902|XP_017128633.1|DELE
OG0002235	CCAP1982_LOCUS22957|CAD7015000.1|CCAP	LOC108149087|XP_017131969.1|DELE
OG0002236	CCAP1982_LOCUS19571|CAD7011471.1|CCAP	LOC108144634|XP_017125154.1|DELE
OG0002237	CCAP1982_LOCUS19587|CAD7011488.1|CCAP	LOC108144792|XP_017125399.1|DELE
OG0002238	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP	LOC108145102|XP_017125783.1|DELE
OG0002240	CCAP1982_LOCUS22572|CAD7014573.1|CCAP	LOC108149076|XP_017131935.1|DELE
OG0002242	CCAP1982_LOCUS11880|CAD7003424.1|CCAP	LOC108147498|XP_017129552.1|DELE
OG0002243	CCAP1982_LOCUS8857|CAD7000381.1|CCAP	LOC108136808|XP_017113698.1|DELE
OG0002244	CCAP1982_LOCUS14732|CAD7006412.1|CCAP	LOC108150223|XP_017133754.1|DELE
OG0002245	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP	LOC108142440|XP_017121793.1|DELE
OG0002246	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP	LOC108145115|XP_017125813.1|DELE
OG0002247	CCAP1982_LOCUS11613|CAD7003152.1|CCAP	LOC108141486|XP_017120388.1|DELE
OG0002248	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP	LOC108146249|XP_017127677.1|DELE
OG0002250	CCAP1982_LOCUS22099|CAD7014093.1|CCAP	LOC108145751|XP_017126842.1|DELE
OG0002250	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP	LOC108145544|XP_017126533.1|DELE
OG0002251	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP	LOC108145531|XP_017126518.1|DELE
OG0002252	CCAP1982_LOCUS22059|CAD7014051.1|CCAP	LOC108145474|XP_017126416.1|DELE
OG0002253	CCAP1982_LOCUS23400|CAD7015460.1|CCAP	LOC108144626|XP_017125144.1|DELE
OG0002254	CCAP1982_LOCUS858|CAD6991971.1|CCAP	LOC108142967|XP_017122604.1|DELE
OG0002256	CCAP1982_LOCUS23303|CAD7015358.1|CCAP	LOC108143419|XP_017123312.1|DELE
OG0002257	CCAP1982_LOCUS21457|CAD7013392.1|CCAP	LOC108144371|XP_017124633.1|DELE
OG0002258	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP	LOC108142706|XP_017122211.1|DELE
OG0002260	CCAP1982_LOCUS14451|CAD7006119.1|CCAP	LOC108142546|XP_017121963.1|DELE
OG0002261	CCAP1982_LOCUS14525|CAD7006197.1|CCAP	LOC108146537|XP_017128066.1|DELE
OG0002262	CCAP1982_LOCUS20358|CAD7012262.1|CCAP	LOC108141430|XP_017120303.1|DELE
OG0002263	CCAP1982_LOCUS10964|CAD7002475.1|CCAP	LOC108146510|XP_017128036.1|DELE
OG0002264	CCAP1982_LOCUS22829|CAD7014863.1|CCAP	LOC108144620|XP_017125134.1|DELE
OG0002265	CCAP1982_LOCUS11793|CAD7003333.1|CCAP	LOC108150131|XP_017133587.1|DELE
OG0002266	CCAP1982_LOCUS14431|CAD7006099.1|CCAP	LOC108142255|XP_017121464.1|DELE
OG0002267	CCAP1982_LOCUS12835|CAD7004426.1|CCAP	LOC108150302|XP_017133903.1|DELE
OG0002268	CCAP1982_LOCUS13024|CAD7004629.1|CCAP, CCAP1982_LOCUS13025|CAD7004630.1|CCAP	LOC108142702|XP_017122206.1|DELE
OG0002269	CCAP1982_LOCUS7222|CAD6998656.1|CCAP	LOC108141264|XP_017120017.1|DELE
OG0002270	CCAP1982_LOCUS22654|CAD7014666.1|CCAP	LOC108141491|XP_017120395.1|DELE
OG0002271	CCAP1982_LOCUS13262|CAD7004877.1|CCAP, CCAP1982_LOCUS13264|CAD7004879.1|CCAP, CCAP1982_LOCUS13263|CAD7004878.1|CCAP, CCAP1982_LOCUS13256|CAD7004871.1|CCAP	LOC108142731|XP_017122244.1|DELE
OG0002272	CCAP1982_LOCUS12832|CAD7004423.1|CCAP	LOC108146369|XP_017127842.1|DELE
OG0002273	CCAP1982_LOCUS14315|CAD7005978.1|CCAP, CCAP1982_LOCUS14316|CAD7005979.1|CCAP	LOC108136066|XP_017112508.1|DELE
OG0002274	CCAP1982_LOCUS14297|CAD7005959.1|CCAP	LOC108143208|XP_017122966.1|DELE
OG0002275	CCAP1982_LOCUS11882|CAD7003426.1|CCAP	LOC108135651|XP_017111967.1|DELE
OG0002276	CCAP1982_LOCUS12220|CAD7003784.1|CCAP	LOC108145880|XP_017127010.1|DELE
OG0002277	CCAP1982_LOCUS12211|CAD7003775.1|CCAP	LOC108146182|XP_017127578.1|DELE
OG0002278	CCAP1982_LOCUS12310|CAD7003880.1|CCAP, CCAP1982_LOCUS12309|CAD7003879.1|CCAP	LOC108147382|XP_017129306.1|DELE
OG0002279	CCAP1982_LOCUS13194|CAD7004805.1|CCAP, CCAP1982_LOCUS13209|CAD7004820.1|CCAP	LOC108142631|XP_017122111.1|DELE
OG0002280	CCAP1982_LOCUS11938|CAD7003487.1|CCAP, CCAP1982_LOCUS11939|CAD7003488.1|CCAP	LOC108146592|XP_017128103.1|DELE
OG0002281	CCAP1982_LOCUS11749|CAD7003287.1|CCAP	LOC108146802|XP_017128470.1|DELE
OG0002282	CCAP1982_LOCUS14975|CAD7006673.1|CCAP	LOC108146058|XP_017127359.1|DELE
OG0002283	CCAP1982_LOCUS22246|CAD7014243.1|CCAP, CCAP1982_LOCUS22247|CAD7014244.1|CCAP	LOC108143526|XP_017123500.1|DELE
OG0002284	CCAP1982_LOCUS21874|CAD7013855.1|CCAP	LOC108145374|XP_017126258.1|DELE
OG0002285	CCAP1982_LOCUS14043|CAD7005691.1|CCAP	LOC108147747|XP_017129967.1|DELE
OG0002286	CCAP1982_LOCUS11952|CAD7003502.1|CCAP, CCAP1982_LOCUS11953|CAD7003503.1|CCAP	LOC108135383|XP_017111566.1|DELE
OG0002287	CCAP1982_LOCUS22653|CAD7014665.1|CCAP, CCAP1982_LOCUS22652|CAD7014664.1|CCAP	LOC108141492|XP_017120398.1|DELE
OG0002288	CCAP1982_LOCUS13266|CAD7004882.1|CCAP, CCAP1982_LOCUS13265|CAD7004880.1|CCAP, CCAP1982_LOCUS13257|CAD7004872.1|CCAP, CCAP1982_LOCUS13267|CAD7004883.1|CCAP	LOC108142559|XP_017121987.1|DELE
OG0002289	CCAP1982_LOCUS11194|CAD7002719.1|CCAP	LOC108147432|XP_017129399.1|DELE
OG0002290	CCAP1982_LOCUS9006|CAD7000528.1|CCAP	LOC108135017|XP_017111038.1|DELE
OG0002291	CCAP1982_LOCUS21679|CAD7013631.1|CCAP	LOC108149609|XP_017132799.1|DELE
OG0002292	CCAP1982_LOCUS22752|CAD7014781.1|CCAP	LOC108145103|XP_017125786.1|DELE
OG0002293	CCAP1982_LOCUS23020|CAD7015064.1|CCAP	LOC108149615|XP_017132819.1|DELE
OG0002294	CCAP1982_LOCUS22296|CAD7014294.1|CCAP	LOC108143757|XP_017123776.1|DELE
OG0002295	CCAP1982_LOCUS5586|CAD6996915.1|CCAP	LOC108150705|XP_017134461.1|DELE
OG0002296	CCAP1982_LOCUS5628|CAD6996961.1|CCAP, CCAP1982_LOCUS5627|CAD6996960.1|CCAP	LOC108141842|XP_017120921.1|DELE
OG0002297	CCAP1982_LOCUS4903|CAD6996215.1|CCAP, CCAP1982_LOCUS4901|CAD6996213.1|CCAP	LOC108149869|XP_017133268.1|DELE
OG0002298	CCAP1982_LOCUS21102|CAD7013013.1|CCAP	LOC108144178|XP_017124331.1|DELE
OG0002300	CCAP1982_LOCUS7777|CAD6999246.1|CCAP	LOC108139387|XP_017117598.1|DELE
OG0002301	CCAP1982_LOCUS5582|CAD6996910.1|CCAP	LOC108135263|XP_017111422.1|DELE
OG0002302	CCAP1982_LOCUS9095|CAD7000621.1|CCAP	LOC108135234|XP_017111383.1|DELE
OG0002305	CCAP1982_LOCUS13684|CAD7005324.1|CCAP, CCAP1982_LOCUS13683|CAD7005323.1|CCAP	LOC108142688|XP_017122185.1|DELE
OG0002306	CCAP1982_LOCUS7849|CAD6999322.1|CCAP	LOC108142087|XP_017121269.1|DELE
OG0002307	CCAP1982_LOCUS8359|CAD6999847.1|CCAP, CCAP1982_LOCUS8360|CAD6999848.1|CCAP	LOC108147947|XP_017130220.1|DELE
OG0002308	CCAP1982_LOCUS5615|CAD6996947.1|CCAP	LOC108141884|XP_017120982.1|DELE
OG0002309	CCAP1982_LOCUS7873|CAD6999346.1|CCAP	LOC108149335|XP_017132292.1|DELE
OG0002310	CCAP1982_LOCUS8481|CAD6999976.1|CCAP, CCAP1982_LOCUS8480|CAD6999975.1|CCAP	LOC108149438|XP_017132509.1|DELE
OG0002311	CCAP1982_LOCUS9051|CAD7000576.1|CCAP	LOC108138722|XP_017116564.1|DELE
OG0002312	CCAP1982_LOCUS9023|CAD7000547.1|CCAP	LOC108149539|XP_017132662.1|DELE
OG0002313	CCAP1982_LOCUS19978|CAD7011866.1|CCAP	LOC108149728|XP_017132984.1|DELE
OG0002314	CCAP1982_LOCUS22129|CAD7014123.1|CCAP	LOC108145400|XP_017126288.1|DELE
OG0002315	CCAP1982_LOCUS21029|CAD7012932.1|CCAP	LOC108144194|XP_017124348.1|DELE
OG0002316	CCAP1982_LOCUS19358|CAD7011250.1|CCAP	LOC108134474|XP_017110276.1|DELE
OG0002317	CCAP1982_LOCUS14698|CAD7006376.1|CCAP, CCAP1982_LOCUS14712|CAD7006392.1|CCAP	LOC108136084|XP_017112538.1|DELE
OG0002318	CCAP1982_LOCUS8251|CAD6999725.1|CCAP	LOC108138880|XP_017116900.1|DELE
OG0002319	CCAP1982_LOCUS6513|CAD6997894.1|CCAP	LOC108149526|XP_017132647.1|DELE
OG0002320	CCAP1982_LOCUS22252|CAD7014249.1|CCAP	LOC108145545|XP_017126534.1|DELE
OG0002321	CCAP1982_LOCUS7425|CAD6998878.1|CCAP	LOC108149835|XP_017133197.1|DELE
OG0002322	CCAP1982_LOCUS5495|CAD6996822.1|CCAP, CCAP1982_LOCUS5494|CAD6996821.1|CCAP	LOC108139080|XP_017117193.1|DELE
OG0002323	CCAP1982_LOCUS8328|CAD6999813.1|CCAP	LOC108149537|XP_017132659.1|DELE
OG0002324	CCAP1982_LOCUS14520|CAD7006191.1|CCAP	LOC108145984|XP_017127214.1|DELE
OG0002325	CCAP1982_LOCUS11038|CAD7002549.1|CCAP	LOC108150305|XP_017133909.1|DELE
OG0002326	CCAP1982_LOCUS11043|CAD7002554.1|CCAP	LOC108150312|XP_017133916.1|DELE
OG0002327	CCAP1982_LOCUS14971|CAD7006669.1|CCAP, CCAP1982_LOCUS14970|CAD7006668.1|CCAP	LOC108136876|XP_017113811.1|DELE
OG0002328	CCAP1982_LOCUS6360|CAD6997728.1|CCAP	LOC108139068|XP_017117177.1|DELE
OG0002329	CCAP1982_LOCUS7039|CAD6998440.1|CCAP	LOC108148039|XP_017130368.1|DELE
OG0002330	CCAP1982_LOCUS7041|CAD6998443.1|CCAP	LOC108148050|XP_017130389.1|DELE
OG0002332	CCAP1982_LOCUS10176|CAD7001686.1|CCAP, CCAP1982_LOCUS10179|CAD7001689.1|CCAP, CCAP1982_LOCUS10175|CAD7001684.1|CCAP	LOC108146413|XP_017127905.1|DELE
OG0002333	CCAP1982_LOCUS21396|CAD7013327.1|CCAP	LOC108144369|XP_017124629.1|DELE
OG0002334	CCAP1982_LOCUS5410|CAD6996730.1|CCAP	LOC108137814|XP_017115220.1|DELE
OG0002335	CCAP1982_LOCUS21160|CAD7013083.1|CCAP	LOC108149887|XP_017133272.1|DELE
OG0002336	CCAP1982_LOCUS14580|CAD7006255.1|CCAP, CCAP1982_LOCUS14579|CAD7006254.1|CCAP	LOC108145899|XP_017127040.1|DELE
OG0002337	CCAP1982_LOCUS21529|CAD7013466.1|CCAP	LOC108141339|XP_017120136.1|DELE
OG0002338	CCAP1982_LOCUS6867|CAD6998258.1|CCAP	LOC108139030|XP_017117128.1|DELE
OG0002339	CCAP1982_LOCUS6814|CAD6998198.1|CCAP	LOC108138851|XP_017116854.1|DELE
OG0002340	CCAP1982_LOCUS6808|CAD6998192.1|CCAP	LOC108138193|XP_017115794.1|DELE
OG0002341	CCAP1982_LOCUS22766|CAD7014798.1|CCAP	LOC108141531|XP_017120454.1|DELE
OG0002342	CCAP1982_LOCUS7785|CAD6999255.1|CCAP, CCAP1982_LOCUS7783|CAD6999253.1|CCAP	LOC108147957|XP_017130234.1|DELE
OG0002343	CCAP1982_LOCUS8470|CAD6999963.1|CCAP	LOC108147779|XP_017129998.1|DELE
OG0002344	CCAP1982_LOCUS5714|CAD6997060.1|CCAP	LOC108150556|XP_017134278.1|DELE
OG0002345	CCAP1982_LOCUS22692|CAD7014710.1|CCAP	LOC108149938|XP_017133344.1|DELE
OG0002346	CCAP1982_LOCUS5760|CAD6997112.1|CCAP	LOC108135237|XP_017111388.1|DELE
OG0002347	CCAP1982_LOCUS22133|CAD7014128.1|CCAP	LOC108144701|XP_017125280.1|DELE
OG0002348	CCAP1982_LOCUS8828|CAD7000345.1|CCAP, CCAP1982_LOCUS8829|CAD7000346.1|CCAP	LOC108149430|XP_017132489.1|DELE
OG0002349	CCAP1982_LOCUS22699|CAD7014720.1|CCAP	LOC108149941|XP_017133347.1|DELE
OG0002350	CCAP1982_LOCUS22693|CAD7014711.1|CCAP	LOC108149937|XP_017133343.1|DELE
OG0002351	CCAP1982_LOCUS21263|CAD7013192.1|CCAP	LOC108137995|XP_017115459.1|DELE
OG0002352	CCAP1982_LOCUS23247|CAD7015302.1|CCAP, CCAP1982_LOCUS23239|CAD7015294.1|CCAP	LOC108144994|XP_017125641.1|DELE
OG0002353	CCAP1982_LOCUS6170|CAD6997531.1|CCAP	LOC108149203|XP_017132122.1|DELE
OG0002354	CCAP1982_LOCUS9019|CAD7000543.1|CCAP	LOC108141671|XP_017120634.1|DELE
OG0002355	CCAP1982_LOCUS5445|CAD6996768.1|CCAP	LOC108137722|XP_017115101.1|DELE
OG0002356	CCAP1982_LOCUS7063|CAD6998466.1|CCAP	LOC108150489|XP_017134184.1|DELE
OG0002357	CCAP1982_LOCUS2050|CAD6993232.1|CCAP	LOC108139289|XP_017117473.1|DELE
OG0002360	CCAP1982_LOCUS5670|CAD6997009.1|CCAP	LOC108141859|XP_017120940.1|DELE
OG0002361	CCAP1982_LOCUS14480|CAD7006152.1|CCAP, CCAP1982_LOCUS14484|CAD7006156.1|CCAP	LOC108142862|XP_017122421.1|DELE
OG0002362	CCAP1982_LOCUS8323|CAD6999807.1|CCAP	LOC108138176|XP_017115758.1|DELE
OG0002363	CCAP1982_LOCUS8482|CAD6999977.1|CCAP	LOC108138315|XP_017115962.1|DELE
OG0002364	CCAP1982_LOCUS5679|CAD6997018.1|CCAP	LOC108138139|XP_017115674.1|DELE
OG0002365	CCAP1982_LOCUS5676|CAD6997015.1|CCAP, CCAP1982_LOCUS5677|CAD6997016.1|CCAP	LOC108138261|XP_017115894.1|DELE
OG0002366	CCAP1982_LOCUS7834|CAD6999306.1|CCAP	LOC108138653|XP_017116483.1|DELE
OG0002367	CCAP1982_LOCUS8059|CAD6999537.1|CCAP	LOC108148024|XP_017130346.1|DELE
OG0002368	CCAP1982_LOCUS6261|CAD6997625.1|CCAP	LOC108148296|XP_017130764.1|DELE
OG0002369	CCAP1982_LOCUS8307|CAD6999786.1|CCAP	LOC108137666|XP_017115009.1|DELE
