Orthogroup	AALB.longest_only	DFIC.longest_only
OG0000856	LOC118462080|XP_035783992.1|AALB	LOC108097514|XP_017055327.1|DFIC, LOC108088915|XP_017042417.1|DFIC
OG0000857	LOC118461650|XP_035783123.1|AALB, LOC118461663|XP_035783145.1|AALB	LOC108098142|XP_017056356.1|DFIC
OG0000858	LOC118460903|XP_035781540.1|AALB	LOC108087217|XP_017039980.1|DFIC, LOC108087216|XP_017039979.1|DFIC
OG0000860	LOC118467315|XP_035793543.1|AALB	LOC108100430|XP_017059829.1|DFIC, LOC108099072|XP_017057845.1|DFIC
OG0000861	LOC118467097|XP_035793036.1|AALB	LOC108087653|XP_017040621.1|DFIC
OG0000862	LOC118467136|XP_035793144.1|AALB	LOC108095152|XP_017051579.1|DFIC, LOC108102216|XP_017062428.1|DFIC
OG0000863	LOC118462855|XP_035784804.1|AALB	LOC108099482|XP_017058528.1|DFIC
OG0000864	LOC118461400|XP_035782558.1|AALB	LOC108092766|XP_017047988.1|DFIC, LOC108095600|XP_017052253.1|DFIC
OG0000865	LOC118457283|XP_035774637.1|AALB	LOC108098956|XP_017057657.1|DFIC
OG0000866	LOC118461640|XP_035783103.1|AALB	LOC108101290|XP_017061079.1|DFIC, LOC108101291|XP_017061080.1|DFIC
OG0000867	LOC118457872|XP_035775679.1|AALB	LOC108101044|XP_017060715.1|DFIC, LOC108089230|XP_017042876.1|DFIC
OG0000868	LOC118457576|XP_035775146.1|AALB, LOC118459923|XP_035779666.1|AALB	LOC108091248|XP_017045850.1|DFIC
OG0000870	LOC118463907|XP_035786738.1|AALB	LOC108090671|XP_017044942.1|DFIC
OG0000871	LOC118466733|XP_035792309.1|AALB	LOC108087602|XP_017040530.1|DFIC, LOC108087702|XP_017040707.1|DFIC
OG0000872	LOC118463586|XP_035786133.1|AALB	LOC108088585|XP_017041924.1|DFIC, LOC108090868|XP_017045249.1|DFIC
OG0000873	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB	LOC108093570|XP_017049154.1|DFIC
OG0000874	LOC118463225|XP_035785567.1|AALB	LOC108086486|XP_017038898.1|DFIC, LOC108090534|XP_017044750.1|DFIC
OG0000875	LOC118466928|XP_035792707.1|AALB	LOC108100149|XP_017059394.1|DFIC
OG0000882	LOC118460321|XP_035780429.1|AALB	LOC108098102|XP_017056302.1|DFIC, LOC108089790|XP_017043674.1|DFIC
OG0000883	LOC118456749|XP_035773701.1|AALB, LOC118457045|XP_035774188.1|AALB, LOC118466014|XP_035790719.1|AALB	LOC108097762|XP_017055771.1|DFIC
OG0000884	LOC118468700|XP_035795717.1|AALB	LOC108089797|XP_017043682.1|DFIC
OG0000885	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB	LOC108087965|XP_017041052.1|DFIC
OG0000887	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB, LOC118463810|XP_035786579.1|AALB, LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB	LOC108091241|XP_017045843.1|DFIC
OG0000888	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB	LOC108099077|XP_017057858.1|DFIC
OG0000889	LOC118463477|XP_035785960.1|AALB	LOC108088759|XP_017042196.1|DFIC
OG0000890	LOC118465805|XP_035790266.1|AALB	LOC108096857|XP_017054271.1|DFIC
OG0000891	LOC118457690|XP_035775354.1|AALB	LOC108092653|XP_017047798.1|DFIC, LOC108093485|XP_017049060.1|DFIC
OG0000892	LOC118461667|XP_035783148.1|AALB	LOC108100175|XP_017059431.1|DFIC, LOC108100436|XP_017059845.1|DFIC
OG0000893	LOC118461100|XP_035781909.1|AALB	LOC108093525|XP_017049107.1|DFIC
OG0000894	LOC118457777|XP_035775501.1|AALB	LOC108098528|XP_017056994.1|DFIC, LOC108091828|XP_017046695.1|DFIC, LOC108098281|XP_017056577.1|DFIC, LOC108089087|XP_017042686.1|DFIC
OG0000895	LOC118458352|XP_035776596.1|AALB	LOC108090581|XP_017044819.1|DFIC
OG0000907	LOC118459253|XP_035778358.1|AALB	LOC108090960|XP_017045393.1|DFIC
OG0000909	LOC118459629|XP_035779099.1|AALB	LOC108097059|XP_017054584.1|DFIC, LOC108087374|XP_017040205.1|DFIC
OG0000910	LOC118462988|XP_035785093.1|AALB	LOC108098871|XP_017057547.1|DFIC, LOC108095548|XP_017052166.1|DFIC
OG0000911	LOC118464594|XP_035787930.1|AALB	LOC108094048|XP_017049971.1|DFIC
OG0000912	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB	LOC108096430|XP_017053508.1|DFIC, LOC108096437|XP_017053519.1|DFIC
OG0000913	LOC118462550|XP_035784209.1|AALB	LOC108089443|XP_017043169.1|DFIC
OG0000914	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB	LOC108086661|XP_017039133.1|DFIC
OG0000915	LOC118457378|XP_035774806.1|AALB, LOC118459897|XP_035779606.1|AALB	LOC108090287|XP_017044387.1|DFIC, LOC108086487|XP_017038900.1|DFIC
OG0000916	LOC118458441|XP_035776810.1|AALB, LOC118458711|XP_035777344.1|AALB, LOC118456560|XP_035773322.1|AALB, LOC118468342|XP_035794994.1|AALB, LOC118459910|XP_035779638.1|AALB, LOC118458633|XP_035777215.1|AALB, LOC118456982|XP_035774080.1|AALB, LOC118460472|XP_035780690.1|AALB, LOC118459193|XP_035778247.1|AALB, LOC118468359|XP_035795012.1|AALB	LOC108101154|XP_017060869.1|DFIC, LOC108094417|XP_017050512.1|DFIC, LOC108092689|XP_017047874.1|DFIC
OG0000917	LOC118458771|XP_035777457.1|AALB	LOC108092686|XP_017047872.1|DFIC, LOC108092849|XP_017048555.1|DFIC
OG0000918	LOC118460938|XP_035781593.1|AALB	LOC108101461|XP_017061298.1|DFIC, LOC108092366|XP_017047392.1|DFIC
OG0000921	LOC118460639|XP_035780986.1|AALB	LOC108097125|XP_017054710.1|DFIC, LOC108097235|XP_017054893.1|DFIC, LOC108097381|XP_017055121.1|DFIC
OG0000923	LOC118466584|XP_035792037.1|AALB	LOC108099975|XP_017059156.1|DFIC, LOC108099543|XP_017058607.1|DFIC
OG0000924	LOC118463875|XP_035786688.1|AALB	LOC108091195|XP_017045765.1|DFIC
OG0000925	LOC118467575|XP_035794113.1|AALB	LOC108086860|XP_017039405.1|DFIC, LOC108086861|XP_017039406.1|DFIC
OG0000935	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB	LOC108097525|XP_017055352.1|DFIC
OG0000936	LOC118461155|XP_035782074.1|AALB	LOC108101430|XP_017061249.1|DFIC, LOC108097460|XP_017055223.1|DFIC
OG0000938	LOC118458727|XP_035777387.1|AALB	LOC108096575|XP_017053761.1|DFIC, LOC108094676|XP_017050881.1|DFIC
OG0000939	LOC118458045|XP_035776058.1|AALB	LOC108100812|XP_017060368.1|DFIC
OG0000940	LOC118457807|XP_035775553.1|AALB	LOC108095395|XP_017051967.1|DFIC, LOC108100684|XP_017060189.1|DFIC
OG0000941	LOC118457833|XP_035775602.1|AALB	LOC108096573|XP_017053759.1|DFIC, LOC108097782|XP_017055801.1|DFIC
OG0000942	LOC118461937|XP_035783705.1|AALB	LOC108093074|XP_017048476.1|DFIC
OG0000943	LOC118464680|XP_035788095.1|AALB	LOC108093772|XP_017049531.1|DFIC
OG0000944	LOC118463430|XP_035785890.1|AALB	LOC108097751|XP_017055751.1|DFIC, LOC108102001|XP_017062092.1|DFIC, LOC108090014|XP_017044004.1|DFIC
OG0000945	LOC118462643|XP_035784385.1|AALB	LOC108100297|XP_017059584.1|DFIC, LOC108100296|XP_017059583.1|DFIC
OG0000946	LOC118468439|XP_035795094.1|AALB, LOC118458079|XP_035776129.1|AALB	LOC108100880|XP_017060478.1|DFIC
OG0000947	LOC118459427|XP_035778666.1|AALB, LOC118459425|XP_035778663.1|AALB, LOC118459426|XP_035778664.1|AALB	LOC108090746|XP_017045062.1|DFIC
OG0000948	LOC118460957|XP_035781625.1|AALB	LOC108099142|XP_017057973.1|DFIC
OG0000949	LOC118461660|XP_035783134.1|AALB, LOC118461659|XP_035783133.1|AALB	LOC108095529|XP_017052140.1|DFIC
OG0000950	LOC118459856|XP_035779521.1|AALB	LOC108097659|XP_017055583.1|DFIC, LOC108096140|XP_017053010.1|DFIC
OG0000951	LOC118467062|XP_035792970.1|AALB	LOC108087955|XP_017041033.1|DFIC
OG0000952	LOC118463414|XP_035785859.1|AALB	LOC108093489|XP_017049068.1|DFIC
OG0000964	LOC118461375|XP_035782519.1|AALB	LOC108093866|XP_017049696.1|DFIC
OG0000965	LOC118458186|XP_035776321.1|AALB	LOC108088728|XP_017042166.1|DFIC
OG0000966	LOC118463865|XP_035786672.1|AALB	LOC108096644|XP_017053896.1|DFIC, LOC108086838|XP_017039375.1|DFIC
OG0000968	LOC118464835|XP_035788404.1|AALB	LOC108089562|XP_017043395.1|DFIC
OG0000969	LOC118467288|XP_035793494.1|AALB	LOC108095167|XP_017051614.1|DFIC, LOC108086799|XP_017039329.1|DFIC
OG0000970	LOC118459232|XP_035778322.1|AALB	LOC108095921|XP_017052742.1|DFIC
OG0000971	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB	LOC108101970|XP_017062047.1|DFIC, LOC108098275|XP_017056566.1|DFIC
OG0000972	LOC118457048|XP_035774189.1|AALB	LOC108093231|XP_017048691.1|DFIC, LOC108092975|XP_017048356.1|DFIC
OG0000974	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB	LOC108100255|XP_017059520.1|DFIC
OG0000975	LOC118461802|XP_035783438.1|AALB	LOC108102054|XP_017062169.1|DFIC
OG0000976	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB	LOC108097521|XP_017055338.1|DFIC
OG0000977	LOC118468937|XP_035796163.1|AALB	LOC108097100|XP_017054659.1|DFIC, LOC108097070|XP_017054600.1|DFIC
OG0000978	LOC118464760|XP_035788272.1|AALB	LOC108096686|XP_017053977.1|DFIC, LOC108092190|XP_017047206.1|DFIC
OG0000979	LOC118459941|XP_035779710.1|AALB	LOC108096866|XP_017054281.1|DFIC
OG0000988	LOC118465612|XP_035789882.1|AALB	LOC108093493|XP_017049071.1|DFIC
OG0000990	LOC118461263|XP_035782289.1|AALB	LOC108088478|XP_017041763.1|DFIC, LOC108097722|XP_017055706.1|DFIC
OG0000991	LOC118467778|XP_035794509.1|AALB	LOC108097405|XP_017055148.1|DFIC
OG0000991	LOC118460991|XP_035781709.1|AALB	LOC108102209|XP_017062421.1|DFIC
OG0000992	LOC118467370|XP_035793679.1|AALB	LOC108096683|XP_017053974.1|DFIC, LOC108091651|XP_017046445.1|DFIC
OG0000993	LOC118458879|XP_035777722.1|AALB	LOC108097788|XP_017055807.1|DFIC, LOC108097727|XP_017055716.1|DFIC
OG0000994	LOC118460067|XP_035779957.1|AALB	LOC108097379|XP_017055119.1|DFIC
OG0000995	LOC118467882|XP_035794687.1|AALB	LOC108094631|XP_017050809.1|DFIC
OG0000996	LOC118464625|XP_035787964.1|AALB	LOC108093879|XP_017049715.1|DFIC
OG0000997	LOC118463841|XP_035786637.1|AALB	LOC108096919|XP_017054360.1|DFIC
OG0000998	LOC118463641|XP_035786269.1|AALB	LOC108098990|XP_017057702.1|DFIC
OG0000999	LOC118464812|XP_035788372.1|AALB	LOC108096546|XP_017053722.1|DFIC, LOC108092912|XP_017048260.1|DFIC
OG0001000	LOC118468586|XP_035795411.1|AALB	LOC108097289|XP_017055030.1|DFIC
OG0001001	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB	LOC108101878|XP_017061907.1|DFIC
OG0001002	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB	LOC108096094|XP_017052950.1|DFIC
OG0001003	LOC118458880|XP_035777724.1|AALB	LOC108098863|XP_017057534.1|DFIC, LOC108090434|XP_017044600.1|DFIC
OG0001004	LOC118461508|XP_035782830.1|AALB	LOC108098636|XP_017057200.1|DFIC, LOC108098860|XP_017057515.1|DFIC
OG0001005	LOC118457323|XP_035774708.1|AALB	LOC108101151|XP_017060863.1|DFIC, LOC108097158|XP_017054774.1|DFIC
OG0001006	LOC118466540|XP_035791949.1|AALB	LOC108098784|XP_017057408.1|DFIC, LOC108100173|XP_017059429.1|DFIC, LOC108094488|XP_017050566.1|DFIC
OG0001007	LOC118465783|XP_035790210.1|AALB	LOC108090977|XP_017045420.1|DFIC, LOC108099037|XP_017057787.1|DFIC
OG0001008	LOC118465025|XP_035788783.1|AALB	LOC108102279|XP_017062519.1|DFIC, LOC108102137|XP_017062297.1|DFIC
OG0001009	LOC118457397|XP_035774827.1|AALB	LOC108099352|XP_017058320.1|DFIC
OG0001019	LOC118465401|XP_035789500.1|AALB	LOC108086537|XP_017038963.1|DFIC
OG0001020	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB	LOC108094413|XP_017050470.1|DFIC
OG0001022	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB	LOC108098891|XP_017057573.1|DFIC, LOC108094679|XP_017050886.1|DFIC
OG0001024	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB	LOC108087850|XP_017040922.1|DFIC, LOC108095899|XP_017052709.1|DFIC
OG0001025	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB	LOC108089609|XP_017043459.1|DFIC
OG0001026	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB	LOC108101483|XP_017061320.1|DFIC
OG0001027	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB	LOC108088316|XP_017041541.1|DFIC
OG0001028	LOC118466252|XP_035791197.1|AALB	LOC108098451|XP_017056844.1|DFIC
OG0001029	LOC118459516|XP_035778851.1|AALB	LOC108096701|XP_017054024.1|DFIC
OG0001031	LOC118458005|XP_035775973.1|AALB	LOC108100769|XP_017060298.1|DFIC
OG0001032	LOC118456400|XP_035772993.1|AALB	LOC108086331|XP_017038721.1|DFIC
OG0001033	LOC118466176|XP_035791056.1|AALB	LOC108089005|XP_017042566.1|DFIC, LOC108091075|XP_017045566.1|DFIC
OG0001042	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB	LOC108086789|XP_017039318.1|DFIC
OG0001043	LOC118458781|XP_035777499.1|AALB	LOC108094698|XP_017050919.1|DFIC
OG0001044	LOC118466750|XP_035792336.1|AALB	LOC108101592|XP_017061493.1|DFIC
OG0001045	LOC118460207|XP_035780211.1|AALB	LOC108087746|XP_017040757.1|DFIC
OG0001046	LOC118461602|XP_035783012.1|AALB	LOC108093888|XP_017049733.1|DFIC, LOC108093887|XP_017049732.1|DFIC
OG0001048	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB	LOC108090858|XP_017045233.1|DFIC
OG0001049	LOC118467134|XP_035793137.1|AALB	LOC108096384|XP_017053430.1|DFIC
OG0001050	LOC118466206|XP_035791116.1|AALB	LOC108089382|XP_017043054.1|DFIC
OG0001051	LOC118458232|XP_035776394.1|AALB	LOC108101165|XP_017060877.1|DFIC
OG0001052	LOC118456651|XP_035773484.1|AALB	LOC108101001|XP_017060656.1|DFIC
OG0001053	LOC118468491|XP_035795212.1|AALB	LOC108091354|XP_017045995.1|DFIC
OG0001054	LOC118458947|XP_035777823.1|AALB	LOC108095759|XP_017052441.1|DFIC
OG0001055	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB	LOC108102015|XP_017062102.1|DFIC, LOC108102014|XP_017062101.1|DFIC
OG0001056	LOC118458531|XP_035777002.1|AALB	LOC108095100|XP_017051527.1|DFIC, LOC108094649|XP_017050847.1|DFIC
OG0001057	LOC118456428|XP_035773077.1|AALB	LOC108097841|XP_017055860.1|DFIC
OG0001058	LOC118462874|XP_035784828.1|AALB	LOC108091232|XP_017045827.1|DFIC
OG0001059	LOC118466592|XP_035792047.1|AALB	LOC108095296|XP_017051832.1|DFIC
OG0001072	LOC118456181|XP_035772631.1|AALB	LOC108097184|XP_017054815.1|DFIC
OG0001073	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB	LOC108095776|XP_017052511.1|DFIC
OG0001074	LOC118465055|XP_035788830.1|AALB	LOC108087857|XP_017040929.1|DFIC
OG0001075	LOC118463888|XP_035786709.1|AALB	LOC108091057|XP_017045512.1|DFIC
OG0001077	LOC118468651|XP_035795571.1|AALB	LOC108094846|XP_017051142.1|DFIC
OG0001078	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB	LOC108088716|XP_017042149.1|DFIC
OG0001079	LOC118462980|XP_035785069.1|AALB	LOC108100383|XP_017059727.1|DFIC
OG0001080	LOC118466686|XP_035792207.1|AALB	LOC108100579|XP_017060047.1|DFIC
OG0001081	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB	LOC108101119|XP_017060829.1|DFIC
OG0001082	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB	LOC108094840|XP_017051127.1|DFIC
OG0001083	LOC118463887|XP_035786707.1|AALB	LOC108089007|XP_017042572.1|DFIC
OG0001084	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB	LOC108094302|XP_017050307.1|DFIC
OG0001085	LOC118463368|XP_035785785.1|AALB	LOC108101342|XP_017061137.1|DFIC
OG0001086	LOC118466154|XP_035791022.1|AALB	LOC108098782|XP_017057405.1|DFIC, LOC108090651|XP_017044918.1|DFIC
OG0001088	LOC118463537|XP_035786046.1|AALB	LOC108093880|XP_017049720.1|DFIC
OG0001089	LOC118463098|XP_035785279.1|AALB	LOC108100522|XP_017059970.1|DFIC
OG0001090	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB	LOC108100253|XP_017059521.1|DFIC
OG0001092	LOC118458375|XP_035776670.1|AALB	LOC108101740|XP_017061690.1|DFIC
OG0001093	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB	LOC108090048|XP_017044043.1|DFIC
OG0001094	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB	LOC108090055|XP_017044052.1|DFIC, LOC108090059|XP_017044056.1|DFIC
OG0001095	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB	LOC108090966|XP_017045401.1|DFIC
OG0001096	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB	LOC108096068|XP_017052918.1|DFIC
OG0001097	LOC118468054|XP_035794870.1|AALB	LOC108086484|XP_017038896.1|DFIC, LOC108093518|XP_017049099.1|DFIC
OG0001099	LOC118459695|XP_035779229.1|AALB	LOC108093240|XP_017048704.1|DFIC
OG0001100	LOC118467040|XP_035792918.1|AALB	LOC108099674|XP_017058802.1|DFIC, LOC108096987|XP_017054459.1|DFIC
OG0001101	LOC118465160|XP_035789001.1|AALB	LOC108093706|XP_017049387.1|DFIC
OG0001102	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB	LOC108086905|XP_017039466.1|DFIC
OG0001103	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB	LOC108087050|XP_017039717.1|DFIC
OG0001104	LOC118466871|XP_035792612.1|AALB	LOC108086733|XP_017039253.1|DFIC
OG0001105	LOC118464948|XP_035788630.1|AALB	LOC108097794|XP_017055814.1|DFIC, LOC108086681|XP_017039163.1|DFIC
OG0001106	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB	LOC108098396|XP_017056756.1|DFIC
OG0001118	LOC118464394|XP_035787640.1|AALB	LOC108094597|XP_017050734.1|DFIC
OG0001119	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB	LOC108087402|XP_017040232.1|DFIC, LOC108098668|XP_017057251.1|DFIC
OG0001120	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB	LOC108091700|XP_017046522.1|DFIC
OG0001121	LOC118467126|XP_035793101.1|AALB	LOC108101728|XP_017061668.1|DFIC
OG0001122	LOC118466831|XP_035792522.1|AALB	LOC108100689|XP_017060195.1|DFIC
OG0001124	LOC118465314|XP_035789323.1|AALB	LOC108097885|XP_017055915.1|DFIC
OG0001125	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB	LOC108093365|XP_017048875.1|DFIC
OG0001126	LOC118466913|XP_035792673.1|AALB	LOC108089721|XP_017043578.1|DFIC
OG0001128	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB	LOC108094040|XP_017049962.1|DFIC
OG0001129	LOC118456467|XP_035773148.1|AALB	LOC108088132|XP_017041282.1|DFIC
OG0001130	LOC118468542|XP_035795318.1|AALB	LOC108101241|XP_017060984.1|DFIC
OG0001131	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB	LOC108095016|XP_017051365.1|DFIC
OG0001133	LOC118459323|XP_035778470.1|AALB	LOC108098331|XP_017056648.1|DFIC, LOC108094887|XP_017051214.1|DFIC
OG0001134	LOC118459711|XP_035779262.1|AALB	LOC108094907|XP_017051242.1|DFIC
OG0001135	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB	LOC108092011|XP_017046933.1|DFIC
OG0001136	LOC118461028|XP_035781783.1|AALB	LOC108099274|XP_017058143.1|DFIC
OG0001137	LOC118457518|XP_035775055.1|AALB	LOC108097690|XP_017055647.1|DFIC
OG0001138	LOC118464731|XP_035788215.1|AALB	LOC108100580|XP_017060048.1|DFIC
OG0001139	LOC118465857|XP_035790380.1|AALB	LOC108095468|XP_017052073.1|DFIC
OG0001153	LOC118465049|XP_035788825.1|AALB	LOC108090929|XP_017045351.1|DFIC
OG0001154	LOC118468672|XP_035795648.1|AALB	LOC108089218|XP_017042861.1|DFIC
OG0001158	LOC118458274|XP_035776486.1|AALB	LOC108089856|XP_017043790.1|DFIC
OG0001160	LOC118457823|XP_035775591.1|AALB	LOC108098588|XP_017057123.1|DFIC
OG0001162	LOC118458801|XP_035777541.1|AALB	LOC108098959|XP_017057661.1|DFIC
OG0001163	LOC118458840|XP_035777635.1|AALB	LOC108091672|XP_017046479.1|DFIC
OG0001164	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB	LOC108099396|XP_017058388.1|DFIC
OG0001165	LOC118468688|XP_035795695.1|AALB	LOC108101409|XP_017061224.1|DFIC
OG0001167	LOC118464622|XP_035787961.1|AALB	LOC108096946|XP_017054395.1|DFIC
OG0001168	LOC118465527|XP_035789744.1|AALB	LOC108090517|XP_017044725.1|DFIC
OG0001169	LOC118464071|XP_035787014.1|AALB	LOC108098143|XP_017056358.1|DFIC
OG0001170	LOC118460729|XP_035781178.1|AALB	LOC108091636|XP_017046426.1|DFIC
OG0001171	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB	LOC108096044|XP_017052882.1|DFIC, LOC108095952|XP_017052782.1|DFIC
OG0001172	LOC118462641|XP_035784382.1|AALB	LOC108101417|XP_017061232.1|DFIC
OG0001173	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB	LOC108100754|XP_017060275.1|DFIC
OG0001174	LOC118467301|XP_035793514.1|AALB	LOC108093085|XP_017048501.1|DFIC
OG0001175	LOC118461601|XP_035783010.1|AALB	LOC108093886|XP_017049731.1|DFIC, LOC108099724|XP_017058835.1|DFIC, LOC108099725|XP_017058836.1|DFIC
OG0001176	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB	LOC108101543|XP_017061420.1|DFIC
OG0001177	LOC118461535|XP_035782864.1|AALB	LOC108090617|XP_017044881.1|DFIC
OG0001178	LOC118456756|XP_035773713.1|AALB	LOC108095135|XP_017051562.1|DFIC
OG0001179	LOC118458722|XP_035777360.1|AALB	LOC108086425|XP_017038815.1|DFIC
OG0001180	LOC118468911|XP_035796109.1|AALB	LOC108098413|XP_017056797.1|DFIC
OG0001181	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB	LOC108096415|XP_017053480.1|DFIC
OG0001182	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB	LOC108091686|XP_017046499.1|DFIC
OG0001183	LOC118467069|XP_035792999.1|AALB	LOC108102031|XP_017062124.1|DFIC
OG0001185	LOC118457401|XP_035774834.1|AALB	LOC108096513|XP_017053625.1|DFIC
OG0001186	LOC118466562|XP_035791999.1|AALB	LOC108098616|XP_017057171.1|DFIC
OG0001187	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB	LOC108086705|XP_017039199.1|DFIC
OG0001188	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB	LOC108096787|XP_017054151.1|DFIC
OG0001189	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB	LOC108096896|XP_017054330.1|DFIC
OG0001190	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB	LOC108102159|XP_017062340.1|DFIC
OG0001191	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB	LOC108100574|XP_017060045.1|DFIC, LOC108091274|XP_017045877.1|DFIC
OG0001193	LOC118465058|XP_035788833.1|AALB	LOC108093327|XP_017048807.1|DFIC
OG0001194	LOC118462665|XP_035784454.1|AALB	LOC108092928|XP_017048280.1|DFIC
OG0001195	LOC118467257|XP_035793433.1|AALB	LOC108101449|XP_017061276.1|DFIC
OG0001201	LOC118461173|XP_035782076.1|AALB	LOC108095740|XP_017052410.1|DFIC
OG0001202	LOC118462103|XP_035783994.1|AALB	LOC108102179|XP_017062371.1|DFIC
OG0001203	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB	LOC108095029|XP_017051387.1|DFIC
OG0001204	LOC118463325|XP_035785717.1|AALB	LOC108098362|XP_017056697.1|DFIC
OG0001205	LOC118463845|XP_035786643.1|AALB	LOC108090178|XP_017044250.1|DFIC
OG0001206	LOC118462907|XP_035784902.1|AALB	LOC108093333|XP_017048818.1|DFIC
OG0001207	LOC118462055|XP_035783934.1|AALB	LOC108097942|XP_017056022.1|DFIC
OG0001208	LOC118468829|XP_035795996.1|AALB	LOC108097624|XP_017055536.1|DFIC
OG0001209	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB	LOC108087385|XP_017040217.1|DFIC
OG0001210	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB	LOC108097665|XP_017055601.1|DFIC
OG0001211	LOC118460819|XP_035781332.1|AALB	LOC108098547|XP_017057033.1|DFIC, LOC108098459|XP_017056853.1|DFIC
OG0001212	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB	LOC108097746|XP_017055744.1|DFIC
OG0001213	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB	LOC108092155|XP_017047162.1|DFIC
