Orthogroup	AALB.longest_only	DELE.longest_only
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC108149924|XP_017133330.1|DELE
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC108150161|XP_017133620.1|DELE, LOC108139260|XP_017117434.1|DELE
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC108134921|XP_017110925.1|DELE
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC108146783|XP_017128434.1|DELE
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC108142966|XP_017122602.1|DELE
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	LOC108141215|XP_017119956.1|DELE
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	LOC108146079|XP_017127384.1|DELE
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC108137007|XP_017113993.1|DELE
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	LOC108135187|XP_017111297.1|DELE
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC108145039|XP_017125713.1|DELE
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC108135239|XP_017111394.1|DELE
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC108147581|XP_017129701.1|DELE
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC108137457|XP_017114646.1|DELE
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC108135813|XP_017112181.1|DELE
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC108142589|XP_017122042.1|DELE
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC108136299|XP_017112873.1|DELE
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	LOC108135112|XP_017111190.1|DELE
OG0001311	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB	LOC108136426|XP_017113051.1|DELE
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC108135657|XP_017111979.1|DELE, LOC108150323|XP_017133933.1|DELE
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC108149841|XP_017133206.1|DELE
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC108149509|XP_017132625.1|DELE
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC108136187|XP_017112674.1|DELE
OG0001316	LOC118465245|XP_035789159.1|AALB	LOC108137958|XP_017115408.1|DELE, LOC108137886|XP_017115313.1|DELE
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC108148783|XP_017131487.1|DELE
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC108134937|XP_017110949.1|DELE
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC108147722|XP_017129940.1|DELE
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC108147696|XP_017129898.1|DELE
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC108138435|XP_017116125.1|DELE
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	LOC108137293|XP_017114402.1|DELE
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	LOC108138999|XP_017117083.1|DELE
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	LOC108148894|XP_017131693.1|DELE
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	LOC108135126|XP_017111219.1|DELE
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC108149991|XP_017133411.1|DELE
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC108144314|XP_017124502.1|DELE
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	LOC108144629|XP_017125149.1|DELE
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC108146821|XP_017128505.1|DELE, LOC108137349|XP_017114474.1|DELE, LOC108134774|XP_017110710.1|DELE
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC108145254|XP_017126022.1|DELE, LOC108139781|XP_017117992.1|DELE, LOC108143102|XP_017122813.1|DELE
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	LOC108143905|XP_017123971.1|DELE
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	LOC108135159|XP_017111270.1|DELE
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC108143099|XP_017122809.1|DELE
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC108140939|XP_017119497.1|DELE
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC108150030|XP_017133480.1|DELE
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC108147481|XP_017129520.1|DELE
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC108150115|XP_017133568.1|DELE
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC108141388|XP_017120226.1|DELE
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC108134659|XP_017110540.1|DELE
OG0001353	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB	LOC108136129|XP_017112609.1|DELE
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC108138399|XP_017116073.1|DELE, LOC108143544|XP_017123539.1|DELE
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC108137549|XP_017114763.1|DELE
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	LOC108147220|XP_017129087.1|DELE
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC108142216|XP_017121421.1|DELE
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC108135572|XP_017111829.1|DELE
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	LOC108135222|XP_017111341.1|DELE
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC108141282|XP_017120039.1|DELE
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	LOC108150189|XP_017133681.1|DELE
OG0001362	LOC118467608|XP_035794202.1|AALB	LOC108150212|XP_017133720.1|DELE
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	LOC108149939|XP_017133348.1|DELE
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	LOC108144288|XP_017124464.1|DELE
OG0001365	LOC118464898|XP_035788551.1|AALB	LOC108147524|XP_017129595.1|DELE
OG0001367	LOC118467236|XP_035793387.1|AALB	LOC108136531|XP_017113306.1|DELE, LOC108137538|XP_017114750.1|DELE, LOC108138390|XP_017116061.1|DELE
OG0001368	LOC118464370|XP_035787602.1|AALB	LOC108143395|XP_017123261.1|DELE
OG0001369	LOC118463125|XP_035785375.1|AALB	LOC108136646|XP_017113458.1|DELE
OG0001370	LOC118463513|XP_035786008.1|AALB	LOC108143578|XP_017123579.1|DELE
OG0001371	LOC118462782|XP_035784652.1|AALB	LOC108138498|XP_017116207.1|DELE, LOC108146572|XP_017128084.1|DELE
OG0001372	LOC118465741|XP_035790096.1|AALB	LOC108144307|XP_017124488.1|DELE
OG0001373	LOC118469078|XP_035796453.1|AALB	LOC108134951|XP_017110964.1|DELE
OG0001374	LOC118460501|XP_035780748.1|AALB	LOC108149830|XP_017133193.1|DELE
OG0001376	LOC118468385|XP_035795038.1|AALB	LOC108144719|XP_017125304.1|DELE
OG0001377	LOC118459042|XP_035777956.1|AALB	LOC108138105|XP_017115591.1|DELE
OG0001378	LOC118457312|XP_035774691.1|AALB	LOC108150696|XP_017134446.1|DELE
OG0001379	LOC118457594|XP_035775183.1|AALB	LOC108134751|XP_017110681.1|DELE
OG0001380	LOC118460719|XP_035781157.1|AALB	LOC108134993|XP_017111014.1|DELE
OG0001381	LOC118461747|XP_035783354.1|AALB	LOC108137937|XP_017115379.1|DELE
OG0001382	LOC118459816|XP_035779454.1|AALB	LOC108138772|XP_017116716.1|DELE
OG0001383	LOC118461252|XP_035782261.1|AALB	LOC108149783|XP_017133130.1|DELE
OG0001384	LOC118456735|XP_035773678.1|AALB	LOC108139033|XP_017117131.1|DELE
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	LOC108141833|XP_017120904.1|DELE
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	LOC108138320|XP_017115967.1|DELE
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	LOC108142018|XP_017121181.1|DELE
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	LOC108147296|XP_017129207.1|DELE
OG0001390	LOC118458124|XP_035776197.1|AALB	LOC108138788|XP_017116753.1|DELE
OG0001391	LOC118459337|XP_035778502.1|AALB	LOC108138983|XP_017117057.1|DELE
OG0001392	LOC118468995|XP_035796313.1|AALB	LOC108135944|XP_017112385.1|DELE
OG0001393	LOC118461806|XP_035783445.1|AALB	LOC108138889|XP_017116910.1|DELE
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	LOC108141948|XP_017121079.1|DELE
OG0001395	LOC118461065|XP_035781850.1|AALB	LOC108135509|XP_017111746.1|DELE
OG0001396	LOC118461617|XP_035783052.1|AALB	LOC108142694|XP_017122192.1|DELE
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	LOC108140758|XP_017119231.1|DELE
OG0001399	LOC118467164|XP_035793213.1|AALB	LOC108134646|XP_017110528.1|DELE, LOC108148498|XP_017131025.1|DELE
OG0001400	LOC118467333|XP_035793580.1|AALB	LOC108149979|XP_017133393.1|DELE
OG0001401	LOC118465172|XP_035789027.1|AALB	LOC108142236|XP_017121444.1|DELE
OG0001402	LOC118462786|XP_035784666.1|AALB	LOC108142467|XP_017121837.1|DELE, LOC108142863|XP_017122425.1|DELE
OG0001403	LOC118465458|XP_035789641.1|AALB	LOC108145986|XP_017127216.1|DELE
OG0001404	LOC118466099|XP_035790907.1|AALB	LOC108149114|XP_017132005.1|DELE
OG0001405	LOC118462520|XP_035784158.1|AALB	LOC108143719|XP_017123744.1|DELE, LOC108136638|XP_017113450.1|DELE
OG0001406	LOC118467314|XP_035793542.1|AALB	LOC108142253|XP_017121462.1|DELE
OG0001407	LOC118462750|XP_035784606.1|AALB	LOC108135505|XP_017111738.1|DELE
OG0001408	LOC118459018|XP_035777913.1|AALB	LOC108141275|XP_017120030.1|DELE
OG0001429	LOC118462353|XP_035784012.1|AALB	LOC108139299|XP_017117486.1|DELE
OG0001430	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB	LOC108139217|XP_017117358.1|DELE
OG0001431	LOC118456390|XP_035772976.1|AALB	LOC108136385|XP_017112986.1|DELE
OG0001432	LOC118462553|XP_035784225.1|AALB	LOC108140313|XP_017118492.1|DELE, LOC108143592|XP_017123606.1|DELE, LOC108136492|XP_017113199.1|DELE
OG0001433	LOC118463279|XP_035785648.1|AALB	LOC108137400|XP_017114548.1|DELE
OG0001434	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB	LOC108135911|XP_017112323.1|DELE
OG0001435	LOC118468680|XP_035795684.1|AALB	LOC108145440|XP_017126356.1|DELE
OG0001436	LOC118462763|XP_035784623.1|AALB	LOC108137167|XP_017114227.1|DELE
OG0001437	LOC118467096|XP_035793035.1|AALB	LOC108149529|XP_017132650.1|DELE
OG0001438	LOC118461615|XP_035783053.1|AALB	LOC108148766|XP_017131458.1|DELE
OG0001439	LOC118464402|XP_035787653.1|AALB	LOC108140772|XP_017119249.1|DELE
OG0001442	LOC118460818|XP_035781331.1|AALB	LOC108135189|XP_017111299.1|DELE
OG0001443	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB	LOC108148654|XP_017131274.1|DELE
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	LOC108143990|XP_017124094.1|DELE
OG0001445	LOC118468537|XP_035795312.1|AALB	LOC108141231|XP_017119975.1|DELE
OG0001446	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	LOC108148679|XP_017131310.1|DELE
OG0001447	LOC118460135|XP_035780092.1|AALB	LOC108140665|XP_017119096.1|DELE
OG0001448	LOC118461382|XP_035782531.1|AALB	LOC108148784|XP_017131488.1|DELE
OG0001449	LOC118461800|XP_035783436.1|AALB	LOC108141512|XP_017120430.1|DELE
OG0001450	LOC118466662|XP_035792153.1|AALB	LOC108141588|XP_017120525.1|DELE
OG0001451	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB	LOC108147343|XP_017129259.1|DELE
OG0001452	LOC118467047|XP_035792926.1|AALB	LOC108145442|XP_017126359.1|DELE
OG0001453	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB	LOC108142749|XP_017122264.1|DELE
OG0001454	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB	LOC108148334|XP_017130825.1|DELE
OG0001455	LOC118462833|XP_035784775.1|AALB	LOC108146754|XP_017128373.1|DELE
OG0001456	LOC118465294|XP_035789261.1|AALB	LOC108135007|XP_017111030.1|DELE, LOC108141553|XP_017120480.1|DELE
OG0001457	LOC118463147|XP_035785415.1|AALB	LOC108144984|XP_017125626.1|DELE
OG0001458	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB	LOC108149686|XP_017132940.1|DELE
OG0001459	LOC118462862|XP_035784812.1|AALB	LOC108142652|XP_017122142.1|DELE
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	LOC108149611|XP_017132809.1|DELE
OG0001461	LOC118467643|XP_035794267.1|AALB	LOC108134901|XP_017110896.1|DELE
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	LOC108146074|XP_017127379.1|DELE
OG0001464	LOC118467133|XP_035793136.1|AALB	LOC108136290|XP_017112865.1|DELE
OG0001465	LOC118464144|XP_035787142.1|AALB	LOC108143606|XP_017123618.1|DELE
OG0001466	LOC118465793|XP_035790245.1|AALB	LOC108138267|XP_017115907.1|DELE
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	LOC108134537|XP_017110373.1|DELE
OG0001468	LOC118463433|XP_035785895.1|AALB	LOC108142839|XP_017122394.1|DELE
OG0001469	LOC118467373|XP_035793680.1|AALB	LOC108149754|XP_017133054.1|DELE
OG0001470	LOC118463134|XP_035785386.1|AALB	LOC108142853|XP_017122410.1|DELE
OG0001471	LOC118465752|XP_035790117.1|AALB	LOC108145847|XP_017126955.1|DELE
OG0001472	LOC118466349|XP_035791375.1|AALB	LOC108146700|XP_017128253.1|DELE
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC108141022|XP_017119592.1|DELE
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC108141073|XP_017119727.1|DELE
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC108141417|XP_017120278.1|DELE
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC108136582|XP_017113383.1|DELE
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC108150064|XP_017133518.1|DELE, LOC108139815|XP_017118026.1|DELE, LOC108148863|XP_017131652.1|DELE
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	LOC108137845|XP_017115259.1|DELE
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC108137711|XP_017115083.1|DELE
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC108137842|XP_017115257.1|DELE
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC108141815|XP_017120880.1|DELE
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC108137990|XP_017115456.1|DELE, LOC108137919|XP_017115349.1|DELE
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC108134652|XP_017110533.1|DELE, LOC108136485|XP_017113192.1|DELE
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC108134680|XP_017110567.1|DELE
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	LOC108146389|XP_017127872.1|DELE
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC108138611|XP_017116390.1|DELE, LOC108138913|XP_017116960.1|DELE
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC108134647|XP_017110529.1|DELE
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC108149044|XP_017131877.1|DELE
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC108138728|XP_017116583.1|DELE
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC108147826|XP_017130069.1|DELE
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC108147914|XP_017130166.1|DELE
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC108150693|XP_017134443.1|DELE
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC108134915|XP_017110917.1|DELE
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC108145466|XP_017126405.1|DELE
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC108138531|XP_017116282.1|DELE
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC108143591|XP_017123601.1|DELE
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC108141596|XP_017120532.1|DELE
OG0001501	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB	LOC108135095|XP_017111157.1|DELE
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC108144564|XP_017125039.1|DELE
OG0001503	LOC118466174|XP_035791054.1|AALB	LOC108149657|XP_017132888.1|DELE
OG0001504	LOC118466794|XP_035792431.1|AALB	LOC108137576|XP_017114792.1|DELE
OG0001506	LOC118464164|XP_035787192.1|AALB	LOC108143448|XP_017123368.1|DELE
OG0001507	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB	LOC108143675|XP_017123675.1|DELE
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	LOC108144979|XP_017125619.1|DELE
OG0001509	LOC118467501|XP_035793944.1|AALB	LOC108141664|XP_017120627.1|DELE
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	LOC108148269|XP_017130716.1|DELE
OG0001511	LOC118462626|XP_035784359.1|AALB	LOC108141361|XP_017120171.1|DELE
OG0001512	LOC118467300|XP_035793512.1|AALB	LOC108142877|XP_017122440.1|DELE
OG0001513	LOC118463792|XP_035786520.1|AALB	LOC108134672|XP_017110558.1|DELE, LOC108136874|XP_017113810.1|DELE
OG0001515	LOC118460654|XP_035781010.1|AALB	LOC108138782|XP_017116746.1|DELE, LOC108137250|XP_017114322.1|DELE
OG0001516	LOC118458012|XP_035776003.1|AALB, LOC118458013|XP_035776004.1|AALB	LOC108148538|XP_017131068.1|DELE, LOC108148492|XP_017131016.1|DELE, LOC108148493|XP_017131017.1|DELE
OG0001534	LOC118465774|XP_035790226.1|AALB	LOC108138497|XP_017116191.1|DELE
OG0001535	LOC118457255|XP_035774538.1|AALB	LOC108144673|XP_017125224.1|DELE
OG0001536	LOC118457824|XP_035775592.1|AALB	LOC108142446|XP_017121799.1|DELE
OG0001537	LOC118462838|XP_035784792.1|AALB	LOC108137828|XP_017115242.1|DELE
OG0001538	LOC118460246|XP_035780308.1|AALB	LOC108136228|XP_017112739.1|DELE
OG0001539	LOC118463471|XP_035785957.1|AALB	LOC108143420|XP_017123313.1|DELE
OG0001540	LOC118460831|XP_035781392.1|AALB	LOC108134728|XP_017110621.1|DELE
OG0001541	LOC118461438|XP_035782643.1|AALB	LOC108143259|XP_017123059.1|DELE
OG0001542	LOC118459326|XP_035778479.1|AALB	LOC108148333|XP_017130819.1|DELE
OG0001545	LOC118463055|XP_035785202.1|AALB	LOC108140936|XP_017119493.1|DELE
OG0001546	LOC118457273|XP_035774564.1|AALB	LOC108140923|XP_017119475.1|DELE
OG0001547	LOC118466119|XP_035790955.1|AALB	LOC108135885|XP_017112279.1|DELE
OG0001548	LOC118459929|XP_035779689.1|AALB	LOC108137715|XP_017115087.1|DELE
OG0001549	LOC118457891|XP_035775731.1|AALB	LOC108150462|XP_017134133.1|DELE
OG0001550	LOC118459581|XP_035779002.1|AALB	LOC108140690|XP_017119170.1|DELE
OG0001551	LOC118458450|XP_035776826.1|AALB	LOC108148628|XP_017131229.1|DELE
OG0001552	LOC118468972|XP_035796242.1|AALB	LOC108143071|XP_017122773.1|DELE
OG0001553	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB	LOC108135937|XP_017112374.1|DELE
OG0001554	LOC118458577|XP_035777126.1|AALB	LOC108135866|XP_017112257.1|DELE
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	LOC108139048|XP_017117155.1|DELE
OG0001556	LOC118462575|XP_035784271.1|AALB	LOC108137982|XP_017115442.1|DELE
OG0001557	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB	LOC108137708|XP_017115077.1|DELE
OG0001558	LOC118460243|XP_035780291.1|AALB	LOC108134884|XP_017110870.1|DELE
OG0001559	LOC118468892|XP_035796078.1|AALB	LOC108136943|XP_017113910.1|DELE
OG0001560	LOC118459595|XP_035779015.1|AALB	LOC108141091|XP_017119779.1|DELE
OG0001561	LOC118457814|XP_035775568.1|AALB	LOC108140752|XP_017119219.1|DELE
OG0001562	LOC118464784|XP_035788308.1|AALB	LOC108135225|XP_017111343.1|DELE
OG0001563	LOC118468455|XP_035795128.1|AALB	LOC108146894|XP_017128626.1|DELE
OG0001564	LOC118458845|XP_035777642.1|AALB	LOC108143846|XP_017123887.1|DELE
OG0001565	LOC118456664|XP_035773512.1|AALB	LOC108143871|XP_017123927.1|DELE
OG0001566	LOC118460066|XP_035779956.1|AALB	LOC108140401|XP_017118599.1|DELE
OG0001567	LOC118463265|XP_035785628.1|AALB	LOC108144854|XP_017125490.1|DELE
OG0001568	LOC118462565|XP_035784248.1|AALB	LOC108139165|XP_017117269.1|DELE
OG0001569	LOC118462583|XP_035784283.1|AALB	LOC108139346|XP_017117559.1|DELE
OG0001570	LOC118458696|XP_035777328.1|AALB	LOC108135327|XP_017111508.1|DELE
OG0001571	LOC118468784|XP_035795874.1|AALB	LOC108141685|XP_017120653.1|DELE
OG0001572	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB	LOC108141627|XP_017120585.1|DELE
OG0001573	LOC118463557|XP_035786074.1|AALB	LOC108145946|XP_017127143.1|DELE
OG0001574	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB	LOC108137200|XP_017114278.1|DELE
OG0001575	LOC118465336|XP_035789378.1|AALB	LOC108136771|XP_017113621.1|DELE
OG0001576	LOC118464403|XP_035787650.1|AALB	LOC108137030|XP_017114019.1|DELE
OG0001577	LOC118464309|XP_035787493.1|AALB	LOC108148787|XP_017131492.1|DELE
OG0001578	LOC118463396|XP_035785834.1|AALB	LOC108139075|XP_017117191.1|DELE
OG0001579	LOC118464271|XP_035787426.1|AALB	LOC108137653|XP_017114973.1|DELE
OG0001580	LOC118464408|XP_035787657.1|AALB	LOC108143538|XP_017123523.1|DELE
OG0001581	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB	LOC108137269|XP_017114352.1|DELE, LOC108137728|XP_017115115.1|DELE
OG0001582	LOC118464532|XP_035787862.1|AALB	LOC108144871|XP_017125511.1|DELE
OG0001583	LOC118466473|XP_035791747.1|AALB	LOC108149935|XP_017133340.1|DELE, LOC108150541|XP_017134263.1|DELE
OG0001584	LOC118465768|XP_035790176.1|AALB	LOC108146376|XP_017127855.1|DELE
OG0001586	LOC118465652|XP_035789959.1|AALB	LOC108142782|XP_017122316.1|DELE
OG0001587	LOC118466944|XP_035792738.1|AALB	LOC108137603|XP_017114863.1|DELE
OG0001588	LOC118464405|XP_035787652.1|AALB	LOC108149671|XP_017132906.1|DELE
OG0001589	LOC118460867|XP_035781491.1|AALB	LOC108134957|XP_017110968.1|DELE, LOC108138319|XP_017115972.1|DELE, LOC108148514|XP_017131044.1|DELE
OG0001590	LOC118465624|XP_035789915.1|AALB	LOC108136812|XP_017113708.1|DELE, LOC108147041|XP_017128803.1|DELE
OG0001591	LOC118467389|XP_035793729.1|AALB	LOC108148910|XP_017131715.1|DELE
OG0001593	LOC118457738|XP_035775439.1|AALB	LOC108138125|XP_017115647.1|DELE
OG0001594	LOC118468366|XP_035795018.1|AALB	LOC108138629|XP_017116405.1|DELE
OG0001595	LOC118459536|XP_035778890.1|AALB	LOC108144692|XP_017125253.1|DELE
OG0001596	LOC118458369|XP_035776658.1|AALB	LOC108138922|XP_017116978.1|DELE
OG0001597	LOC118469076|XP_035796451.1|AALB	LOC108135009|XP_017111032.1|DELE, LOC108135010|XP_017111033.1|DELE
OG0001598	LOC118457598|XP_035775190.1|AALB	LOC108138781|XP_017116741.1|DELE
OG0001599	LOC118459793|XP_035779416.1|AALB	LOC108150721|XP_017134507.1|DELE
OG0001600	LOC118458741|XP_035777408.1|AALB	LOC108138823|XP_017116811.1|DELE
OG0001601	LOC118456834|XP_035773823.1|AALB	LOC108148223|XP_017130631.1|DELE
OG0001603	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB	LOC108141696|XP_017120668.1|DELE
OG0001604	LOC118457907|XP_035775794.1|AALB	LOC108141059|XP_017119702.1|DELE
OG0001605	LOC118457695|XP_035775361.1|AALB	LOC108145536|XP_017126524.1|DELE, LOC108146172|XP_017127600.1|DELE
OG0001606	LOC118460076|XP_035779984.1|AALB	LOC108149206|XP_017132123.1|DELE
OG0001607	LOC118459538|XP_035778903.1|AALB	LOC108150427|XP_017134074.1|DELE
