Orthogroup	AALB.longest_only	AEAL.longest_only
OG0000853	LOC118464266|XP_035787403.1|AALB	LOC115265163|XP_029725286.1|AEAL, LOC115258023|XP_029713882.1|AEAL, LOC115257554|XP_029713164.1|AEAL, LOC115268714|XP_029732696.1|AEAL, LOC115262133|XP_029720087.1|AEAL, LOC115257610|XP_029713276.1|AEAL, LOC115269922|XP_029734593.1|AEAL, LOC109422627|XP_029715528.1|AEAL, LOC115258234|XP_029714166.1|AEAL, LOC109423521|XP_019554054.2|AEAL, LOC115268173|XP_029732082.1|AEAL, LOC115255929|XP_029709995.1|AEAL, LOC115261109|XP_029718345.1|AEAL
OG0000854	LOC118468375|XP_035795031.1|AALB	LOC109428370|XP_019559639.2|AEAL, LOC115256047|XP_029710158.1|AEAL
OG0000855	LOC118462018|XP_035783872.1|AALB	LOC109428409|XP_029710601.1|AEAL
OG0000856	LOC118462080|XP_035783992.1|AALB	LOC109406975|XP_029708044.1|AEAL, LOC109397865|XP_029710475.1|AEAL, LOC115266045|XP_029727747.1|AEAL
OG0000857	LOC118461650|XP_035783123.1|AALB	LOC115256454|XP_029710940.1|AEAL, LOC115256453|XP_029710939.1|AEAL, LOC109427516|XP_019558614.2|AEAL
OG0000857	LOC118461663|XP_035783145.1|AALB	LOC115256455|XP_029710941.1|AEAL, LOC109427517|XP_019558615.2|AEAL, LOC109419784|XP_019549616.2|AEAL, LOC115255011|XP_029708574.1|AEAL, LOC115259235|XP_029715630.1|AEAL, LOC115255008|XP_029708573.1|AEAL, LOC109398253|XP_019526124.2|AEAL, LOC109398226|XP_019526098.2|AEAL
OG0000858	LOC118460903|XP_035781540.1|AALB	LOC109433623|XP_019565610.2|AEAL, LOC109412583|XP_029715982.1|AEAL
OG0000860	LOC118467315|XP_035793543.1|AALB	LOC109409739|XP_019538781.2|AEAL, LOC109431958|XP_029726103.1|AEAL
OG0000861	LOC118467097|XP_035793036.1|AALB	LOC109417981|XP_029732524.1|AEAL
OG0000862	LOC118467136|XP_035793144.1|AALB	LOC109400633|XP_019528665.2|AEAL
OG0000863	LOC118462855|XP_035784804.1|AALB	LOC109425704|XP_029734636.1|AEAL, LOC109422737|XP_019553164.2|AEAL
OG0000864	LOC118461400|XP_035782558.1|AALB	LOC109411532|XP_029709937.1|AEAL, LOC109421734|XP_029709934.1|AEAL
OG0000865	LOC118457283|XP_035774637.1|AALB	LOC109408287|XP_029713247.1|AEAL
OG0000866	LOC118461640|XP_035783103.1|AALB	LOC109415039|XP_029724914.1|AEAL, LOC109621949|XP_029724955.1|AEAL
OG0000867	LOC118457872|XP_035775679.1|AALB	LOC109409615|XP_019538612.2|AEAL
OG0000868	LOC118457576|XP_035775146.1|AALB	LOC109406157|XP_019534769.2|AEAL
OG0000868	LOC118459923|XP_035779666.1|AALB	LOC109397498|XP_019525343.2|AEAL
OG0000870	LOC118463289|XP_035785664.1|AALB	LOC115264794|XP_029724662.1|AEAL, LOC115259950|XP_029716606.1|AEAL, LOC109422256|XP_019552412.2|AEAL
OG0000870	LOC118467783|XP_035794518.1|AALB, LOC118463873|XP_035786686.1|AALB	LOC109399554|XP_019527550.2|AEAL
OG0000871	LOC118466733|XP_035792309.1|AALB	LOC115253682|XP_029713657.1|AEAL, LOC109433174|XP_019565117.2|AEAL, LOC109433173|XP_029712902.1|AEAL
OG0000872	LOC118463586|XP_035786133.1|AALB	LOC109424453|XP_019555118.1|AEAL, LOC109422355|XP_019552624.1|AEAL
OG0000873	LOC118464246|XP_035787341.1|AALB	LOC109410542|XP_029731283.1|AEAL, LOC109414400|XP_029731282.1|AEAL
OG0000873	LOC118463744|XP_035786431.1|AALB	LOC115267869|XP_029731288.1|AEAL
OG0000873	LOC118464222|XP_035787287.1|AALB	LOC115267863|XP_029731281.1|AEAL, LOC115267451|XP_029730306.1|AEAL, LOC115267446|XP_029730303.1|AEAL, LOC109421132|XP_029731285.1|AEAL
OG0000874	LOC118463225|XP_035785567.1|AALB	LOC109425830|XP_029720412.1|AEAL
OG0000875	LOC118466928|XP_035792707.1|AALB	LOC109425800|XP_019556687.2|AEAL, LOC109407537|XP_019536146.1|AEAL
OG0000876	LOC118468176|XP_035794892.1|AALB	LOC115263343|XP_029722500.1|AEAL, LOC109406348|XP_019534995.3|AEAL, LOC109425209|XP_019556015.2|AEAL, LOC109397614|XP_019525449.2|AEAL, LOC115263792|XP_029723034.1|AEAL, LOC115267982|XP_029731698.1|AEAL, LOC115262785|XP_029721532.1|AEAL, LOC115263358|XP_029722516.1|AEAL, LOC115268836|XP_029732871.1|AEAL, LOC109404515|XP_019532961.2|AEAL, LOC115262243|XP_029720508.1|AEAL, LOC115257805|XP_029713619.1|AEAL, LOC115263935|XP_029723099.1|AEAL, LOC115267536|XP_029730479.1|AEAL, LOC109398775|XP_019526713.2|AEAL, LOC115266430|XP_029728522.1|AEAL, LOC115261603|XP_029719365.1|AEAL, LOC115264518|XP_029724121.1|AEAL, LOC115260148|XP_029716916.1|AEAL, LOC109409781|XP_019538835.1|AEAL, LOC115261806|XP_029719551.1|AEAL
OG0000876	LOC118468183|XP_035794895.1|AALB, LOC118467955|XP_035794819.1|AALB	LOC109408146|XP_019536926.2|AEAL, LOC109413165|XP_019542423.2|AEAL, LOC115256787|XP_029711604.1|AEAL, LOC115265190|XP_029725320.1|AEAL, LOC115266170|XP_029727997.1|AEAL, LOC115266683|XP_029729066.1|AEAL, LOC115269108|XP_029733376.1|AEAL, LOC115260976|XP_029718206.1|AEAL, LOC115262505|XP_029720779.1|AEAL, LOC115264397|XP_029723929.1|AEAL, LOC115255483|XP_029709470.1|AEAL, LOC115260754|XP_029717933.1|AEAL, LOC115262800|XP_029721550.1|AEAL, LOC115263329|XP_029722486.1|AEAL
OG0000882	LOC118460321|XP_035780429.1|AALB	LOC115253972|XP_029711172.1|AEAL, LOC109421997|XP_019552173.1|AEAL
OG0000883	LOC118456749|XP_035773701.1|AALB	LOC109419153|XP_019548920.2|AEAL, LOC109407076|XP_029722970.1|AEAL
OG0000883	LOC118457045|XP_035774188.1|AALB	LOC109415595|XP_019545035.2|AEAL
OG0000883	LOC118466014|XP_035790719.1|AALB	LOC109423715|XP_019554245.2|AEAL, LOC115257682|XP_029713402.1|AEAL, LOC109412918|XP_029713776.1|AEAL
OG0000884	LOC118468700|XP_035795717.1|AALB	LOC109405532|XP_029712464.1|AEAL, LOC115257260|XP_029712560.1|AEAL, LOC109405671|XP_029712311.1|AEAL
OG0000885	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB	LOC109430722|XP_019562342.1|AEAL, LOC115257553|XP_029713159.1|AEAL, LOC109430699|XP_019562315.2|AEAL, LOC109430696|XP_019562313.2|AEAL, LOC115257552|XP_029713158.1|AEAL, LOC115257484|XP_029712972.1|AEAL
OG0000885	LOC118457724|XP_035775409.1|AALB	LOC109430753|XP_019562378.2|AEAL, LOC109430729|XP_019562354.1|AEAL, LOC115257592|XP_029713238.1|AEAL
OG0000886	LOC118466527|XP_035791925.1|AALB	LOC115265457|XP_029726506.1|AEAL
OG0000886	LOC118462546|XP_035784206.1|AALB	LOC109428915|XP_019560302.2|AEAL, LOC115268322|XP_029732208.1|AEAL, LOC109408708|XP_019537613.2|AEAL
OG0000887	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB	LOC109426760|XP_029725487.1|AEAL, LOC109426761|XP_019557843.2|AEAL
OG0000887	LOC118463810|XP_035786579.1|AALB	LOC109417614|XP_019547205.2|AEAL
OG0000887	LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB	LOC109421741|XP_019551817.2|AEAL
OG0000888	LOC118465638|XP_035789937.1|AALB	LOC115265256|XP_029725479.1|AEAL
OG0000889	LOC118463477|XP_035785960.1|AALB	LOC109416628|XP_019546243.2|AEAL, LOC115263112|XP_029721886.1|AEAL, LOC109416657|XP_019546261.2|AEAL, LOC115254862|XP_029708410.1|AEAL, LOC109416670|XP_019546270.2|AEAL, LOC109407403|XP_019535961.2|AEAL, LOC109416637|XP_029721887.1|AEAL, LOC109416681|XP_019546290.1|AEAL, LOC115254863|XP_029708411.1|AEAL, LOC109416619|XP_019546233.2|AEAL, LOC109407449|XP_019536040.1|AEAL, LOC115263111|XP_029721885.1|AEAL, LOC109416608|XP_019546223.2|AEAL, LOC109416155|XP_019545674.1|AEAL, LOC115254869|XP_029708416.1|AEAL, LOC109407400|XP_019535955.2|AEAL
OG0000890	LOC118465805|XP_035790266.1|AALB	LOC115270215|XP_029735334.1|AEAL, LOC115270245|XP_029735371.1|AEAL
OG0000891	LOC118457690|XP_035775354.1|AALB	LOC115259148|XP_029715523.1|AEAL, LOC109408138|XP_019536917.2|AEAL
OG0000892	LOC118461667|XP_035783148.1|AALB	LOC109419580|XP_019549347.2|AEAL
OG0000894	LOC118457777|XP_035775501.1|AALB	LOC109422727|XP_019553139.2|AEAL
OG0000895	LOC118458352|XP_035776596.1|AALB	LOC109433433|XP_019565406.2|AEAL, LOC109403314|XP_019531667.2|AEAL
OG0000907	LOC118459253|XP_035778358.1|AALB	LOC109427500|XP_019558595.2|AEAL
OG0000908	LOC118460948|XP_035781610.1|AALB, LOC118460947|XP_035781609.1|AALB	LOC115259627|XP_029716252.1|AEAL, LOC109412744|XP_029732803.1|AEAL, LOC109411877|XP_029716073.1|AEAL, LOC109412738|XP_029716015.1|AEAL, LOC109411852|XP_029716196.1|AEAL, LOC115259464|XP_029715898.1|AEAL
OG0000908	LOC118460597|XP_035780917.1|AALB	LOC115268776|XP_029732802.1|AEAL, LOC109412740|XP_019541911.2|AEAL
OG0000908	LOC118460950|XP_035781612.1|AALB	LOC115253469|XP_029715902.1|AEAL, LOC109412739|XP_019541910.2|AEAL, LOC115268779|XP_029732804.1|AEAL, LOC109411885|XP_029716287.1|AEAL, LOC115259628|XP_029716253.1|AEAL, LOC109412743|XP_019541913.2|AEAL, LOC109411847|XP_029716193.1|AEAL
OG0000909	LOC118459629|XP_035779099.1|AALB	LOC109397293|XP_019525165.1|AEAL, LOC109416831|XP_019546450.1|AEAL
OG0000910	LOC118462988|XP_035785093.1|AALB	LOC109397646|XP_029709768.1|AEAL, LOC109418954|XP_029733589.1|AEAL
OG0000911	LOC118464594|XP_035787930.1|AALB	LOC109403803|XP_029722364.1|AEAL
OG0000912	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB	LOC109407390|XP_019535943.1|AEAL, LOC109416014|XP_029722180.1|AEAL, LOC115263252|XP_029722175.1|AEAL
OG0000913	LOC118462547|XP_035784207.1|AALB	LOC109414963|XP_029728930.1|AEAL, LOC109415153|XP_029729078.1|AEAL
OG0000914	LOC118467845|XP_035794645.1|AALB	LOC109412349|XP_019541537.2|AEAL, LOC109416192|XP_019545725.2|AEAL
OG0000914	LOC118459089|XP_035778047.1|AALB	LOC109419851|XP_029708855.1|AEAL, LOC115255562|XP_029709541.1|AEAL, LOC109420602|XP_019550508.1|AEAL, LOC109419834|XP_019549667.1|AEAL, LOC109419835|XP_029709547.1|AEAL, LOC115255563|XP_029709542.1|AEAL
OG0000915	LOC118457378|XP_035774806.1|AALB	LOC115258519|XP_029714503.1|AEAL, LOC109410253|XP_029721830.1|AEAL
OG0000916	LOC118458441|XP_035776810.1|AALB	LOC109417728|XP_029709163.1|AEAL, LOC109415159|XP_029719636.1|AEAL
OG0000917	LOC118458771|XP_035777457.1|AALB	LOC109402487|XP_029720072.1|AEAL
OG0000918	LOC118460938|XP_035781593.1|AALB	LOC109429677|XP_019561229.2|AEAL
OG0000919	LOC118456599|XP_035773392.1|AALB, LOC118459184|XP_035778234.1|AALB	LOC109429968|XP_029719814.1|AEAL, LOC109429729|XP_019561280.2|AEAL, LOC109397936|XP_019525821.2|AEAL, LOC115266488|XP_029728585.1|AEAL, LOC109397935|XP_019525820.1|AEAL, LOC109429746|XP_019561292.2|AEAL, LOC109397937|XP_029728584.1|AEAL, LOC109429745|XP_019561291.1|AEAL, LOC109429607|XP_029720077.1|AEAL, LOC115262102|XP_029719957.1|AEAL, LOC109429603|XP_029719958.1|AEAL, LOC109429606|XP_019561144.2|AEAL, LOC109408562|XP_029720078.1|AEAL, LOC109429602|XP_019561141.2|AEAL, LOC109408539|XP_019537406.2|AEAL
OG0000920	LOC118462795|XP_035784685.1|AALB	LOC109432334|XP_019564219.2|AEAL
OG0000920	LOC118462796|XP_035784686.1|AALB	LOC109432255|XP_029732163.1|AEAL, LOC109432313|XP_019564197.2|AEAL
OG0000920	LOC118458426|XP_035776774.1|AALB	LOC109419378|XP_029735157.1|AEAL
OG0000922	LOC118456255|XP_035772750.1|AALB	LOC109409026|XP_019537987.1|AEAL, LOC109429147|XP_029719389.1|AEAL
OG0000923	LOC118466584|XP_035792037.1|AALB	LOC109417152|XP_019546823.1|AEAL
OG0000924	LOC118463875|XP_035786688.1|AALB	LOC109622219|XP_019932015.2|AEAL, LOC115253634|XP_029731518.1|AEAL, LOC109431563|XP_019563336.2|AEAL
OG0000925	LOC118467575|XP_035794113.1|AALB	LOC109407685|XP_019536382.1|AEAL, LOC109425930|XP_019556862.1|AEAL
OG0000935	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB	LOC115267132|XP_029729828.1|AEAL, LOC109401879|XP_029709717.1|AEAL, LOC109414708|XP_029709689.1|AEAL
OG0000936	LOC118461155|XP_035782074.1|AALB	LOC109398378|XP_019526267.1|AEAL
OG0000938	LOC118458727|XP_035777387.1|AALB	LOC115257155|XP_029712412.1|AEAL, LOC109427753|XP_029717813.1|AEAL, LOC109409289|XP_019538309.2|AEAL, LOC109431357|XP_019563123.1|AEAL
OG0000940	LOC118457807|XP_035775553.1|AALB	LOC109405642|XP_019534258.2|AEAL
OG0000941	LOC118457833|XP_035775602.1|AALB	LOC109621632|XP_019931274.1|AEAL, LOC109400128|XP_019528162.1|AEAL
OG0000942	LOC118461937|XP_035783705.1|AALB	LOC109400734|XP_019528773.2|AEAL
OG0000943	LOC118464680|XP_035788095.1|AALB	LOC109406109|XP_029722410.1|AEAL, LOC109403772|XP_029722401.1|AEAL
OG0000944	LOC118463430|XP_035785890.1|AALB	LOC109430831|XP_019562464.1|AEAL, LOC115254104|XP_029722020.1|AEAL, LOC115263221|XP_029722072.1|AEAL
OG0000945	LOC118462643|XP_035784385.1|AALB	LOC109399440|XP_019527427.2|AEAL, LOC109398068|XP_019525978.2|AEAL
OG0000946	LOC118468379|XP_035795032.1|AALB	LOC109409278|XP_029714422.1|AEAL, LOC115260915|XP_029718126.1|AEAL
OG0000946	LOC118468439|XP_035795094.1|AALB	LOC115260918|XP_029718135.1|AEAL, LOC109409286|XP_019538266.2|AEAL, LOC109419566|XP_019549323.2|AEAL
OG0000946	LOC118458079|XP_035776129.1|AALB	LOC109409281|XP_029714428.1|AEAL, LOC115253445|XP_029718127.1|AEAL
OG0000947	LOC118459427|XP_035778666.1|AALB	LOC109421462|XP_019551502.1|AEAL
OG0000947	LOC118459425|XP_035778663.1|AALB	LOC115261046|XP_029718267.1|AEAL, LOC109421452|XP_019551491.1|AEAL
OG0000947	LOC118459426|XP_035778664.1|AALB	LOC109432494|XP_019564371.2|AEAL, LOC109421386|XP_029718266.1|AEAL, LOC115262899|XP_029721647.1|AEAL
OG0000948	LOC118460957|XP_035781625.1|AALB	LOC109414160|XP_019543485.2|AEAL, LOC115257199|XP_029712494.1|AEAL
OG0000949	LOC118461660|XP_035783134.1|AALB	LOC115263953|XP_029723118.1|AEAL
OG0000949	LOC118461659|XP_035783133.1|AALB	LOC109426084|XP_029721569.1|AEAL, LOC115253787|XP_029721893.1|AEAL, LOC115262578|XP_029720830.1|AEAL
OG0000950	LOC118459856|XP_035779521.1|AALB	LOC109429504|XP_019561020.2|AEAL
OG0000951	LOC118467062|XP_035792970.1|AALB	LOC109400200|XP_019528224.1|AEAL, LOC109427110|XP_019558226.1|AEAL
OG0000952	LOC118459495|XP_035778805.1|AALB	LOC109405736|XP_019534354.2|AEAL
OG0000964	LOC118461375|XP_035782519.1|AALB	LOC109415209|XP_029710432.1|AEAL, LOC109423491|XP_019554003.2|AEAL
OG0000965	LOC118458186|XP_035776321.1|AALB	LOC109433003|XP_029709754.1|AEAL, LOC109397576|XP_029734225.1|AEAL
OG0000966	LOC118463865|XP_035786672.1|AALB	LOC109431398|XP_019563160.1|AEAL
OG0000967	LOC118459358|XP_035778548.1|AALB	LOC115260385|XP_029717206.1|AEAL, LOC109621634|XP_019931278.2|AEAL, LOC109400099|XP_029707609.1|AEAL, LOC115260387|XP_029717207.1|AEAL, LOC109400098|XP_029707635.1|AEAL, LOC115260384|XP_029717205.1|AEAL, LOC109621592|XP_029707607.1|AEAL, LOC109621541|XP_029707655.1|AEAL, LOC109400113|XP_029707709.1|AEAL, LOC115254300|XP_029707569.1|AEAL, LOC109400132|XP_029707659.1|AEAL, LOC109621607|XP_029707706.1|AEAL, LOC115254328|XP_029707614.1|AEAL, LOC109400125|XP_019528158.2|AEAL, LOC109412460|XP_029722943.1|AEAL
OG0000968	LOC118464835|XP_035788404.1|AALB	LOC109412121|XP_029732345.1|AEAL, LOC115253446|XP_029723160.1|AEAL, LOC109417626|XP_029727505.1|AEAL
OG0000969	LOC118467288|XP_035793494.1|AALB	LOC115270221|XP_029735341.1|AEAL, LOC109430680|XP_019562304.1|AEAL, LOC115270242|XP_029735369.1|AEAL
OG0000970	LOC118459232|XP_035778322.1|AALB	LOC115254074|XP_029718985.1|AEAL, LOC109427211|XP_019558262.2|AEAL, LOC115262420|XP_029720674.1|AEAL
OG0000971	LOC118461168|XP_035782061.1|AALB	LOC115255419|XP_029709397.1|AEAL, LOC109417637|XP_029709415.1|AEAL
OG0000972	LOC118457048|XP_035774189.1|AALB	LOC115266793|XP_029729236.1|AEAL, LOC109433592|XP_029729229.1|AEAL
OG0000974	LOC118460056|XP_035779933.1|AALB	LOC109415133|XP_029728070.1|AEAL, LOC109414954|XP_029718762.1|AEAL, LOC115266231|XP_029728071.1|AEAL
OG0000974	LOC118463138|XP_035785391.1|AALB	LOC109415287|XP_029728077.1|AEAL, LOC109414965|XP_019544357.2|AEAL, LOC109416051|XP_019545558.2|AEAL
OG0000975	LOC118461802|XP_035783438.1|AALB	LOC115265118|XP_029725210.1|AEAL, LOC109422629|XP_029725215.1|AEAL, LOC109402818|XP_029736442.1|AEAL, LOC115253468|XP_019552997.1|AEAL
OG0000976	LOC118460685|XP_035781075.1|AALB	LOC109429102|XP_029719007.1|AEAL
OG0000976	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB	LOC109429101|XP_029719401.1|AEAL
OG0000977	LOC118468937|XP_035796163.1|AALB	LOC115268914|XP_029732985.1|AEAL
OG0000978	LOC118464760|XP_035788272.1|AALB	LOC109418544|XP_029712891.1|AEAL
OG0000988	LOC118465612|XP_035789882.1|AALB	LOC109397933|XP_029709610.1|AEAL
OG0000990	LOC118461263|XP_035782289.1|AALB	LOC109401923|XP_029711018.1|AEAL, LOC115253970|XP_029710973.1|AEAL
OG0000991	LOC118460991|XP_035781709.1|AALB	LOC109405326|XP_029717354.1|AEAL, LOC109422984|XP_029717370.1|AEAL
OG0000992	LOC118467370|XP_035793679.1|AALB	LOC109423501|XP_029722788.1|AEAL
OG0000993	LOC118458879|XP_035777722.1|AALB	LOC109430248|XP_019561844.1|AEAL
OG0000994	LOC118460068|XP_035779959.1|AALB	LOC115264331|XP_029723860.1|AEAL, LOC109423571|XP_019554099.2|AEAL, LOC115264151|XP_029723389.1|AEAL, LOC109398588|XP_029723391.1|AEAL
OG0000994	LOC118460067|XP_035779957.1|AALB	LOC115264150|XP_029723388.1|AEAL, LOC109423637|XP_029719504.1|AEAL, LOC115264138|XP_029723372.1|AEAL
OG0000995	LOC118467882|XP_035794687.1|AALB	LOC109418045|XP_019547754.2|AEAL
OG0000996	LOC118464625|XP_035787964.1|AALB	LOC109413170|XP_029716557.1|AEAL, LOC109418102|XP_019547834.2|AEAL
OG0000997	LOC118463841|XP_035786637.1|AALB	LOC109403065|XP_029710284.1|AEAL, LOC109623182|XP_029734570.1|AEAL, LOC115256166|XP_029710287.1|AEAL
OG0000998	LOC118463641|XP_035786269.1|AALB	LOC109622191|XP_029735847.1|AEAL, LOC109408655|XP_019537542.2|AEAL
OG0000999	LOC118464812|XP_035788372.1|AALB	LOC115266678|XP_029729061.1|AEAL, LOC109408226|XP_019537027.1|AEAL
OG0001000	LOC118468586|XP_035795411.1|AALB	LOC115257630|XP_029713317.1|AEAL, LOC109408059|XP_029720699.1|AEAL
OG0001001	LOC118468736|XP_035795777.1|AALB	LOC109398676|XP_029714592.1|AEAL, LOC109407264|XP_029715002.1|AEAL, LOC115258466|XP_029714442.1|AEAL, LOC115258469|XP_029714445.1|AEAL, LOC115258467|XP_029714443.1|AEAL
OG0001001	LOC118457961|XP_035775887.1|AALB	LOC109398727|XP_029714441.1|AEAL, LOC109407263|XP_029715150.1|AEAL
OG0001002	LOC118462052|XP_035783931.1|AALB	LOC115255070|XP_029708692.1|AEAL, LOC109417021|XP_019546696.2|AEAL
OG0001002	LOC118457269|XP_035774556.1|AALB	LOC115255433|XP_029709428.1|AEAL
OG0001003	LOC118458880|XP_035777724.1|AALB	LOC109422594|XP_019552943.1|AEAL, LOC109402843|XP_019531124.1|AEAL
OG0001004	LOC118461508|XP_035782830.1|AALB	LOC115269140|XP_029733401.1|AEAL, LOC115261448|XP_029718978.1|AEAL, LOC109427224|XP_029718936.1|AEAL
OG0001005	LOC118457323|XP_035774708.1|AALB	LOC109416159|XP_019545676.1|AEAL, LOC109404974|XP_019533501.2|AEAL, LOC115261536|XP_029719233.1|AEAL
OG0001006	LOC118466540|XP_035791949.1|AALB	LOC109411193|XP_019540233.1|AEAL
OG0001007	LOC118465783|XP_035790210.1|AALB	LOC109399093|XP_019527067.1|AEAL
OG0001008	LOC118465025|XP_035788783.1|AALB	LOC109410641|XP_019539710.1|AEAL
OG0001009	LOC118457397|XP_035774827.1|AALB	LOC109404809|XP_019533303.1|AEAL
OG0001019	LOC118465401|XP_035789500.1|AALB	LOC109427444|XP_029710436.1|AEAL, LOC109410171|XP_029729551.1|AEAL
OG0001020	LOC118456197|XP_035772655.1|AALB	LOC109428446|XP_019559756.2|AEAL
OG0001020	LOC118456190|XP_035772644.1|AALB	LOC109422153|XP_019552341.2|AEAL, LOC109428444|XP_029710681.1|AEAL
OG0001021	LOC118461867|XP_035783581.1|AALB	LOC115255865|XP_029709906.1|AEAL
OG0001022	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB	LOC115260504|XP_029717288.1|AEAL, LOC109427745|XP_019558884.1|AEAL
OG0001024	LOC118458539|XP_035777014.1|AALB	LOC109400992|XP_019529005.2|AEAL
OG0001024	LOC118457811|XP_035775564.1|AALB	LOC109398248|XP_019526120.2|AEAL, LOC115255015|XP_029708580.1|AEAL
OG0001025	LOC118462991|XP_035785097.1|AALB	LOC109411807|XP_029725877.1|AEAL, LOC109419671|XP_029725920.1|AEAL
OG0001026	LOC118467194|XP_035793298.1|AALB	LOC115254755|XP_029708284.1|AEAL
OG0001026	LOC118463597|XP_035786150.1|AALB	LOC115256370|XP_029710595.1|AEAL, LOC109427470|XP_019558569.2|AEAL, LOC115254769|XP_029708296.1|AEAL
OG0001027	LOC118462690|XP_035784501.1|AALB	LOC109430927|XP_019562583.1|AEAL, LOC109431669|XP_019563464.1|AEAL, LOC115259273|XP_029715663.1|AEAL
OG0001027	LOC118462691|XP_035784507.1|AALB	LOC109430982|XP_019562651.2|AEAL, LOC115267514|XP_029730464.1|AEAL, LOC109431720|XP_029714372.1|AEAL, LOC115259271|XP_029715661.1|AEAL, LOC115267493|XP_029730371.1|AEAL
OG0001028	LOC118466252|XP_035791197.1|AALB	LOC115270178|XP_029735284.1|AEAL, LOC115269720|XP_029734404.1|AEAL, LOC109428739|XP_019560110.2|AEAL, LOC109424262|XP_029734403.1|AEAL, LOC115270179|XP_029735285.1|AEAL, LOC109428720|XP_019560089.1|AEAL, LOC115269722|XP_029734407.1|AEAL, LOC109426302|XP_019557307.2|AEAL
OG0001029	LOC118459516|XP_035778851.1|AALB	LOC115262551|XP_029720817.1|AEAL, LOC109402256|XP_029732840.1|AEAL
OG0001030	LOC118456757|XP_035773714.1|AALB	LOC109414167|XP_019543536.2|AEAL, LOC109419726|XP_019549540.2|AEAL
OG0001030	LOC118463440|XP_035785916.1|AALB	LOC115266181|XP_029728036.1|AEAL, LOC115264061|XP_029723224.1|AEAL, LOC115266227|XP_029728084.1|AEAL, LOC109419732|XP_019549545.2|AEAL, LOC115271090|XP_029736435.1|AEAL, LOC109402772|XP_029736365.1|AEAL, LOC109419727|XP_029708596.1|AEAL
OG0001031	LOC118458005|XP_035775973.1|AALB	LOC115255160|XP_029708926.1|AEAL, LOC109428100|XP_029708906.1|AEAL, LOC109427628|XP_029708460.1|AEAL
OG0001032	LOC118456400|XP_035772993.1|AALB	LOC109421539|XP_019551606.2|AEAL
OG0001033	LOC118466176|XP_035791056.1|AALB	LOC109412633|XP_029724452.1|AEAL, LOC109415901|XP_029724407.1|AEAL
OG0001042	LOC118458317|XP_035776557.1|AALB	LOC109421990|XP_019552169.2|AEAL, LOC115256355|XP_029710555.1|AEAL
OG0001042	LOC118460405|XP_035780581.1|AALB	LOC109421988|XP_019552167.2|AEAL, LOC115256356|XP_029710556.1|AEAL, LOC115257006|XP_029712097.1|AEAL, LOC115256354|XP_029710554.1|AEAL, LOC109421989|XP_019552168.2|AEAL
OG0001043	LOC118458781|XP_035777499.1|AALB	LOC109427671|XP_019558802.2|AEAL, LOC109427670|XP_019558801.2|AEAL, LOC109431443|XP_019563193.2|AEAL
OG0001044	LOC118466750|XP_035792336.1|AALB	LOC109425483|XP_019556293.2|AEAL, LOC109425494|XP_019556300.2|AEAL, LOC115258407|XP_029714358.1|AEAL, LOC109410267|XP_029728717.1|AEAL
OG0001045	LOC118460207|XP_035780211.1|AALB	LOC109416372|XP_019545957.2|AEAL, LOC115263417|XP_029722567.1|AEAL, LOC109430046|XP_019561618.2|AEAL, LOC115267355|XP_029730165.1|AEAL, LOC109416371|XP_019545956.2|AEAL, LOC115263411|XP_029722558.1|AEAL, LOC109416370|XP_019545955.1|AEAL, LOC109430045|XP_029730166.1|AEAL
OG0001046	LOC118461602|XP_035783012.1|AALB	LOC115264336|XP_029723865.1|AEAL, LOC109414894|XP_019544283.1|AEAL
OG0001049	LOC118467134|XP_035793137.1|AALB	LOC109400687|XP_029734861.1|AEAL, LOC109404591|XP_029734927.1|AEAL
OG0001050	LOC118466206|XP_035791116.1|AALB	LOC109399473|XP_029735713.1|AEAL, LOC109398008|XP_029714089.1|AEAL
OG0001051	LOC118464584|XP_035787920.1|AALB, LOC118464585|XP_035787921.1|AALB	LOC109428715|XP_029734497.1|AEAL, LOC109424267|XP_029735277.1|AEAL
OG0001052	LOC118456651|XP_035773484.1|AALB	LOC115253443|XP_029727442.1|AEAL, LOC109430157|XP_029718246.1|AEAL
OG0001053	LOC118468491|XP_035795212.1|AALB	LOC109426359|XP_019557368.2|AEAL, LOC109621627|XP_029707852.1|AEAL
OG0001054	LOC118458947|XP_035777823.1|AALB	LOC109419219|XP_019548976.2|AEAL
OG0001055	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB	LOC109415804|XP_029727885.1|AEAL
OG0001056	LOC118458531|XP_035777002.1|AALB	LOC115261503|XP_029719096.1|AEAL, LOC109404499|XP_019532938.1|AEAL
OG0001057	LOC118456428|XP_035773077.1|AALB	LOC109404972|XP_029719253.1|AEAL, LOC109416171|XP_029719194.1|AEAL
