Orthogroup	AALB.longest_only	DALB.longest_only
OG0002658	LOC118468310|XP_035794941.1|AALB	LOC117575437|XP_034115531.1|DALB
OG0002659	LOC118467283|XP_035793482.1|AALB, LOC118461339|XP_035782442.1|AALB	LOC117573387|XP_034112476.1|DALB
OG0002660	LOC118462569|XP_035784263.1|AALB	LOC117573935|XP_034113356.1|DALB
OG0002661	LOC118466149|XP_035791008.1|AALB	LOC117576172|XP_034116645.1|DALB
OG0002662	LOC118467474|XP_035793906.1|AALB	LOC117568085|XP_034104353.1|DALB
OG0002663	LOC118458578|XP_035777129.1|AALB	LOC117576810|XP_034117768.1|DALB
OG0002664	LOC118468303|XP_035794932.1|AALB	LOC117565806|XP_034100986.1|DALB
OG0002665	LOC118465312|XP_035789321.1|AALB	LOC117570833|XP_034108596.1|DALB
OG0002666	LOC118465298|XP_035789271.1|AALB	LOC117570827|XP_034108583.1|DALB
OG0002667	LOC118464790|XP_035788314.1|AALB	LOC117566914|XP_034102424.1|DALB
OG0002668	LOC118462525|XP_035784165.1|AALB	LOC117572530|XP_034111281.1|DALB
OG0002669	LOC118462528|XP_035784174.1|AALB	LOC117564815|XP_034099628.1|DALB
OG0002670	LOC118466458|XP_035791703.1|AALB	LOC117569785|XP_034106976.1|DALB
OG0002671	LOC118465718|XP_035790047.1|AALB	LOC117570864|XP_034108645.1|DALB
OG0002672	LOC118465097|XP_035788923.1|AALB	LOC117571992|XP_034110391.1|DALB
OG0002673	LOC118462748|XP_035784605.1|AALB	LOC117571449|XP_034109486.1|DALB
OG0002674	LOC118463832|XP_035786614.1|AALB	LOC117568866|XP_034105646.1|DALB
OG0002675	LOC118463149|XP_035785418.1|AALB	LOC117572350|XP_034111000.1|DALB
OG0002676	LOC118466652|XP_035792131.1|AALB	LOC117567485|XP_034103405.1|DALB
OG0002677	LOC118465941|XP_035790556.1|AALB	LOC117570768|XP_034108493.1|DALB
OG0002678	LOC118462973|XP_035785034.1|AALB	LOC117566927|XP_034102440.1|DALB
OG0002679	LOC118464655|XP_035788019.1|AALB	LOC117571399|XP_034109413.1|DALB
OG0002680	LOC118460185|XP_035780183.1|AALB, LOC118459797|XP_035779425.1|AALB	LOC117577638|XP_034118398.1|DALB
OG0002681	LOC118464206|XP_035787269.1|AALB	LOC117569693|XP_034106839.1|DALB
OG0002682	LOC118462589|XP_035784295.1|AALB	LOC117568605|XP_034105255.1|DALB
OG0002684	LOC118466302|XP_035791299.1|AALB	LOC117577689|XP_034118480.1|DALB
OG0002685	LOC118467203|XP_035793310.1|AALB	LOC117568938|XP_034105757.1|DALB
OG0002686	LOC118467739|XP_035794438.1|AALB	LOC117572059|XP_034110527.1|DALB
OG0002687	LOC118462807|XP_035784712.1|AALB	LOC117568026|XP_034104254.1|DALB
OG0002688	LOC118465094|XP_035788897.1|AALB	LOC117568928|XP_034105730.1|DALB
OG0002689	LOC118467769|XP_035794491.1|AALB	LOC117564230|XP_034098815.1|DALB
OG0002690	LOC118462812|XP_035784722.1|AALB	LOC117571654|XP_034109779.1|DALB, LOC117571651|XP_034109775.1|DALB
OG0002691	LOC118462805|XP_035784701.1|AALB	LOC117567225|XP_034102947.1|DALB
OG0002692	LOC118462811|XP_035784716.1|AALB	LOC117572046|XP_034110510.1|DALB
OG0002693	LOC118463509|XP_035786002.1|AALB	LOC117570674|XP_034108362.1|DALB
OG0002694	LOC118465307|XP_035789300.1|AALB	LOC117569261|XP_034106252.1|DALB
OG0002695	LOC118464783|XP_035788307.1|AALB	LOC117567195|XP_034102915.1|DALB
OG0002696	LOC118465340|XP_035789389.1|AALB	LOC117569843|XP_034107062.1|DALB
OG0002697	LOC118466520|XP_035791905.1|AALB	LOC117569198|XP_034106157.1|DALB
OG0002698	LOC118462922|XP_035784922.1|AALB	LOC117572571|XP_034111341.1|DALB
OG0002699	LOC118462926|XP_035784928.1|AALB	LOC117572074|XP_034110552.1|DALB
OG0002700	LOC118467466|XP_035793872.1|AALB	LOC117572668|XP_034111564.1|DALB
OG0002701	LOC118467470|XP_035793897.1|AALB	LOC117570297|XP_034107710.1|DALB
OG0002702	LOC118466956|XP_035792749.1|AALB	LOC117568069|XP_034104320.1|DALB
OG0002704	LOC118465252|XP_035789166.1|AALB	LOC117567931|XP_034104110.1|DALB
OG0002705	LOC118466433|XP_035791624.1|AALB	LOC117569580|XP_034106693.1|DALB
OG0002706	LOC118463030|XP_035785165.1|AALB	LOC117571075|XP_034108941.1|DALB
OG0002707	LOC118463023|XP_035785154.1|AALB	LOC117568505|XP_034105091.1|DALB
OG0002708	LOC118465063|XP_035788839.1|AALB, LOC118460263|XP_035780329.1|AALB	LOC117571698|XP_034109885.1|DALB
OG0002709	LOC118467119|XP_035793081.1|AALB	LOC117567163|XP_034102867.1|DALB
OG0002710	LOC118467121|XP_035793083.1|AALB	LOC117567166|XP_034102870.1|DALB
OG0002711	LOC118464249|XP_035787344.1|AALB	LOC117566560|XP_034101993.1|DALB
OG0002712	LOC118465384|XP_035789471.1|AALB, LOC118465109|XP_035788946.1|AALB	LOC117566897|XP_034102402.1|DALB
OG0002713	LOC118463809|XP_035786578.1|AALB	LOC117568998|XP_034105863.1|DALB, LOC117566717|XP_034102153.1|DALB
OG0002714	LOC118465233|XP_035789123.1|AALB	LOC117566830|XP_034102290.1|DALB
OG0002715	LOC118465795|XP_035790247.1|AALB	LOC117571937|XP_034110322.1|DALB
OG0002716	LOC118466677|XP_035792177.1|AALB	LOC117569849|XP_034107069.1|DALB
OG0002717	LOC118464910|XP_035788568.1|AALB	LOC117573340|XP_034112341.1|DALB, LOC117574840|XP_034114725.1|DALB
OG0002718	LOC118465552|XP_035789775.1|AALB	LOC117568742|XP_034105454.1|DALB
OG0002719	LOC118465242|XP_035789155.1|AALB	LOC117576705|XP_034117611.1|DALB
OG0002720	LOC118465241|XP_035789154.1|AALB	LOC117567301|XP_034103076.1|DALB
OG0002721	LOC118464473|XP_035787775.1|AALB	LOC117565720|XP_034100858.1|DALB
OG0002722	LOC118465568|XP_035789823.1|AALB	LOC117571361|XP_034109361.1|DALB
OG0002723	LOC118467594|XP_035794158.1|AALB	LOC117571726|XP_034109924.1|DALB
OG0002724	LOC118463896|XP_035786720.1|AALB	LOC117574294|XP_034113986.1|DALB
OG0002725	LOC118467372|XP_035793678.1|AALB	LOC117563509|XP_034097775.1|DALB, LOC117572052|XP_034110519.1|DALB
OG0002726	LOC118467155|XP_035793189.1|AALB	LOC117572677|XP_034111601.1|DALB, LOC117567341|XP_034103156.1|DALB
OG0002727	LOC118464844|XP_035788432.1|AALB	LOC117567807|XP_034103932.1|DALB
OG0002728	LOC118467919|XP_035794752.1|AALB	LOC117570368|XP_034107849.1|DALB
OG0002730	LOC118463119|XP_035785338.1|AALB	LOC117569131|XP_034106044.1|DALB
OG0002731	LOC118464306|XP_035787490.1|AALB	LOC117567072|XP_034102707.1|DALB
OG0002732	LOC118467872|XP_035794674.1|AALB	LOC117571160|XP_034109061.1|DALB
OG0002733	LOC118465372|XP_035789460.1|AALB	LOC117565437|XP_034100418.1|DALB
OG0002734	LOC118466123|XP_035790962.1|AALB	LOC117572734|XP_034111699.1|DALB
OG0002735	LOC118467817|XP_035794594.1|AALB	LOC117569927|XP_034107172.1|DALB
OG0002736	LOC118467818|XP_035794596.1|AALB	LOC117567111|XP_034102801.1|DALB
OG0002737	LOC118466399|XP_035791555.1|AALB	LOC117568209|XP_034104570.1|DALB
OG0002738	LOC118462524|XP_035784164.1|AALB	LOC117569336|XP_034106357.1|DALB
OG0002739	LOC118465837|XP_035790327.1|AALB	LOC117570090|XP_034107426.1|DALB
OG0002740	LOC118465836|XP_035790326.1|AALB	LOC117570088|XP_034107424.1|DALB
OG0002741	LOC118463187|XP_035785501.1|AALB	LOC117571586|XP_034109692.1|DALB
OG0002742	LOC118464107|XP_035787086.1|AALB	LOC117569220|XP_034106187.1|DALB
OG0002743	LOC118463081|XP_035785236.1|AALB	LOC117566551|XP_034101984.1|DALB
OG0002744	LOC118464458|XP_035787737.1|AALB	LOC117566827|XP_034102287.1|DALB
OG0002745	LOC118467055|XP_035792951.1|AALB	LOC117566380|XP_034101773.1|DALB
OG0002746	LOC118464538|XP_035787868.1|AALB	LOC117571979|XP_034110375.1|DALB
OG0002747	LOC118467511|XP_035793955.1|AALB	LOC117573977|XP_034113411.1|DALB
OG0002748	LOC118462856|XP_035784805.1|AALB	LOC117570829|XP_034108593.1|DALB
OG0002749	LOC118463107|XP_035785317.1|AALB	LOC117568376|XP_034104874.1|DALB
OG0002750	LOC118467935|XP_035794789.1|AALB	LOC117571860|XP_034110146.1|DALB
OG0002751	LOC118467936|XP_035794791.1|AALB	LOC117568398|XP_034104920.1|DALB
OG0002752	LOC118463284|XP_035785655.1|AALB	LOC117567701|XP_034103723.1|DALB
OG0002753	LOC118463688|XP_035786354.1|AALB	LOC117568610|XP_034105262.1|DALB
OG0002754	LOC118463424|XP_035785877.1|AALB, LOC118463416|XP_035785862.1|AALB	LOC117566347|XP_034101725.1|DALB
OG0002755	LOC118463251|XP_035785613.1|AALB	LOC117567465|XP_034103375.1|DALB
OG0002756	LOC118467232|XP_035793382.1|AALB	LOC117567737|XP_034103813.1|DALB
OG0002757	LOC118467595|XP_035794159.1|AALB	LOC117567239|XP_034102967.1|DALB
OG0002758	LOC118462652|XP_035784398.1|AALB	LOC117566939|XP_034102460.1|DALB
OG0002759	LOC118463612|XP_035786185.1|AALB	LOC117570250|XP_034107649.1|DALB
OG0002760	LOC118467354|XP_035793640.1|AALB	LOC117570442|XP_034107990.1|DALB
OG0002761	LOC118465618|XP_035789891.1|AALB	LOC117569211|XP_034106174.1|DALB
OG0002762	LOC118467749|XP_035794452.1|AALB	LOC117567090|XP_034102746.1|DALB
OG0002763	LOC118463748|XP_035786436.1|AALB	LOC117569393|XP_034106413.1|DALB
OG0002764	LOC118466186|XP_035791081.1|AALB	LOC117572035|XP_034110482.1|DALB
OG0002765	LOC118466183|XP_035791069.1|AALB	LOC117567648|XP_034103647.1|DALB
OG0002766	LOC118466189|XP_035791088.1|AALB	LOC117567649|XP_034103651.1|DALB
OG0002767	LOC118467334|XP_035793581.1|AALB	LOC117570680|XP_034108370.1|DALB
OG0002768	LOC118466920|XP_035792693.1|AALB	LOC117568445|XP_034105006.1|DALB
OG0002769	LOC118463423|XP_035785876.1|AALB	LOC117571905|XP_034110273.1|DALB
OG0002770	LOC118463429|XP_035785889.1|AALB	LOC117564353|XP_034098959.1|DALB
OG0002771	LOC118462502|XP_035784115.1|AALB	LOC117569315|XP_034106318.1|DALB
OG0002772	LOC118462935|XP_035784946.1|AALB	LOC117569422|XP_034106472.1|DALB
OG0002773	LOC118464418|XP_035787667.1|AALB	LOC117569854|XP_034107079.1|DALB
OG0002774	LOC118464819|XP_035788379.1|AALB	LOC117572326|XP_034110951.1|DALB
OG0002775	LOC118465015|XP_035788761.1|AALB	LOC117570704|XP_034108398.1|DALB
OG0002776	LOC118463350|XP_035785756.1|AALB	LOC117568213|XP_034104576.1|DALB
OG0002777	LOC118462559|XP_035784239.1|AALB	LOC117571136|XP_034109029.1|DALB
OG0002778	LOC118462556|XP_035784230.1|AALB	LOC117571131|XP_034109023.1|DALB
OG0002779	LOC118463181|XP_035785488.1|AALB	LOC117568143|XP_034104441.1|DALB
OG0002780	LOC118466608|XP_035792087.1|AALB	LOC117573673|XP_034112893.1|DALB
OG0002781	LOC118462676|XP_035784468.1|AALB	LOC117570730|XP_034108443.1|DALB
OG0002782	LOC118463307|XP_035785685.1|AALB	LOC117567508|XP_034103440.1|DALB
OG0002783	LOC118466205|XP_035791115.1|AALB	LOC117572177|XP_034110719.1|DALB
OG0002784	LOC118466475|XP_035791751.1|AALB	LOC117569453|XP_034106510.1|DALB
OG0002785	LOC118467773|XP_035794495.1|AALB	LOC117572342|XP_034110983.1|DALB
OG0002786	LOC118466724|XP_035792284.1|AALB	LOC117569524|XP_034106613.1|DALB
OG0002787	LOC118466422|XP_035791595.1|AALB	LOC117571386|XP_034109395.1|DALB
OG0002788	LOC118466426|XP_035791602.1|AALB	LOC117571389|XP_034109399.1|DALB
OG0002789	LOC118466421|XP_035791591.1|AALB	LOC117567577|XP_034103544.1|DALB
OG0002790	LOC118463720|XP_035786405.1|AALB	LOC117567537|XP_034103473.1|DALB
OG0002791	LOC118465602|XP_035789870.1|AALB	LOC117572216|XP_034110783.1|DALB
OG0002792	LOC118465609|XP_035789878.1|AALB	LOC117570758|XP_034108475.1|DALB
OG0002793	LOC118464085|XP_035787042.1|AALB	LOC117571501|XP_034109560.1|DALB
OG0002794	LOC118467054|XP_035792948.1|AALB	LOC117571198|XP_034109132.1|DALB
OG0002795	LOC118467598|XP_035794176.1|AALB	LOC117567834|XP_034103968.1|DALB
OG0002796	LOC118466405|XP_035791566.1|AALB	LOC117569874|XP_034107103.1|DALB
OG0002797	LOC118467902|XP_035794719.1|AALB	LOC117567541|XP_034103478.1|DALB
OG0002798	LOC118465048|XP_035788824.1|AALB	LOC117564735|XP_034099513.1|DALB
OG0002799	LOC118465750|XP_035790113.1|AALB	LOC117566388|XP_034101784.1|DALB
OG0002800	LOC118466338|XP_035791351.1|AALB	LOC117569522|XP_034106608.1|DALB
OG0002801	LOC118466192|XP_035791097.1|AALB	LOC117571722|XP_034109918.1|DALB
OG0002803	LOC118460518|XP_035780786.1|AALB	LOC117563938|XP_034098402.1|DALB
OG0002804	LOC118467293|XP_035793502.1|AALB	LOC117572498|XP_034111240.1|DALB
OG0002805	LOC118464671|XP_035788076.1|AALB	LOC117569334|XP_034106355.1|DALB
OG0002806	LOC118464121|XP_035787103.1|AALB	LOC117572219|XP_034110786.1|DALB
OG0002807	LOC118465840|XP_035790342.1|AALB	LOC117569494|XP_034106568.1|DALB
OG0002808	LOC118467679|XP_035794342.1|AALB	LOC117570828|XP_034108590.1|DALB
OG0002809	LOC118466253|XP_035791198.1|AALB	LOC117568403|XP_034104928.1|DALB
OG0002810	LOC118466068|XP_035790824.1|AALB	LOC117572240|XP_034110815.1|DALB
OG0002811	LOC118466069|XP_035790826.1|AALB	LOC117569473|XP_034106532.1|DALB
OG0002812	LOC118464104|XP_035787082.1|AALB	LOC117567130|XP_034102831.1|DALB
OG0002814	LOC118466137|XP_035790981.1|AALB	LOC117570099|XP_034107446.1|DALB
OG0002815	LOC118464422|XP_035787674.1|AALB	LOC117571896|XP_034110255.1|DALB
OG0002816	LOC118466809|XP_035792488.1|AALB	LOC117569958|XP_034107221.1|DALB
OG0002817	LOC118466815|XP_035792497.1|AALB	LOC117571830|XP_034110100.1|DALB
OG0002818	LOC118466810|XP_035792489.1|AALB	LOC117567147|XP_034102851.1|DALB
OG0002819	LOC118466518|XP_035791904.1|AALB	LOC117572093|XP_034110582.1|DALB
OG0002820	LOC118463955|XP_035786831.1|AALB	LOC117572352|XP_034111003.1|DALB
OG0002821	LOC118456698|XP_035773595.1|AALB	LOC117569062|XP_034105965.1|DALB
OG0002822	LOC118466909|XP_035792666.1|AALB	LOC117570423|XP_034107948.1|DALB
OG0002823	LOC118462595|XP_035784312.1|AALB	LOC117570939|XP_034108760.1|DALB
OG0002824	LOC118462594|XP_035784310.1|AALB	LOC117569591|XP_034106712.1|DALB
OG0002825	LOC118459750|XP_035779333.1|AALB	LOC117567870|XP_034104028.1|DALB
OG0002826	LOC118464484|XP_035787799.1|AALB	LOC117569450|XP_034106505.1|DALB
OG0002827	LOC118466600|XP_035792071.1|AALB	LOC117573214|XP_034112119.1|DALB
OG0002828	LOC118457655|XP_035775291.1|AALB	LOC117567696|XP_034103714.1|DALB
OG0002829	LOC118464734|XP_035788230.1|AALB	LOC117567324|XP_034103122.1|DALB
OG0002830	LOC118466789|XP_035792418.1|AALB	LOC117572331|XP_034110959.1|DALB
OG0002831	LOC118458588|XP_035777144.1|AALB	LOC117563287|XP_034097420.1|DALB
OG0002832	LOC118461533|XP_035782858.1|AALB	LOC117563713|XP_034098055.1|DALB
OG0002833	LOC118457555|XP_035775114.1|AALB	LOC117570435|XP_034107982.1|DALB
OG0002834	LOC118461344|XP_035782450.1|AALB	LOC117569161|XP_034106116.1|DALB
OG0002835	LOC118460011|XP_035779830.1|AALB	LOC117568088|XP_034104357.1|DALB
OG0002836	LOC118467387|XP_035793721.1|AALB	LOC117566814|XP_034102262.1|DALB
OG0002837	LOC118467378|XP_035793695.1|AALB	LOC117570304|XP_034107723.1|DALB
OG0002838	LOC118459883|XP_035779573.1|AALB	LOC117571959|XP_034110350.1|DALB
OG0002839	LOC118456883|XP_035773890.1|AALB	LOC117570837|XP_034108603.1|DALB
OG0002840	LOC118456981|XP_035774078.1|AALB	LOC117563380|XP_034097578.1|DALB
OG0002841	LOC118468509|XP_035795237.1|AALB	LOC117564145|XP_034098699.1|DALB
OG0002842	LOC118468788|XP_035795881.1|AALB	LOC117564617|XP_034099362.1|DALB
OG0002843	LOC118466538|XP_035791945.1|AALB	LOC117572375|XP_034111033.1|DALB
OG0002844	LOC118457031|XP_035774158.1|AALB	LOC117569484|XP_034106551.1|DALB
OG0002845	LOC118457371|XP_035774793.1|AALB	LOC117566128|XP_034101497.1|DALB
OG0002846	LOC118460843|XP_035781426.1|AALB	LOC117572183|XP_034110727.1|DALB
OG0002847	LOC118462068|XP_035783957.1|AALB	LOC117566125|XP_034101495.1|DALB
OG0002848	LOC118462064|XP_035783950.1|AALB	LOC117565997|XP_034101306.1|DALB
OG0002849	LOC118457740|XP_035775444.1|AALB	LOC117564396|XP_034099007.1|DALB
OG0002850	LOC118461880|XP_035783610.1|AALB	LOC117563911|XP_034098364.1|DALB
OG0002851	LOC118459530|XP_035778882.1|AALB	LOC117566198|XP_034101606.1|DALB
OG0002852	LOC118459535|XP_035778888.1|AALB	LOC117568303|XP_034104737.1|DALB
OG0002853	LOC118457150|XP_035774367.1|AALB	LOC117563961|XP_034098428.1|DALB
OG0002854	LOC118457106|XP_035774290.1|AALB	LOC117565537|XP_034100572.1|DALB
OG0002855	LOC118458376|XP_035776671.1|AALB	LOC117564268|XP_034098861.1|DALB
OG0002856	LOC118459789|XP_035779403.1|AALB	LOC117565615|XP_034100711.1|DALB
OG0002857	LOC118468939|XP_035796165.1|AALB	LOC117565513|XP_034100535.1|DALB
OG0002858	LOC118468734|XP_035795769.1|AALB	LOC117566233|XP_034101672.1|DALB
OG0002859	LOC118468102|XP_035794873.1|AALB	LOC117563709|XP_034098047.1|DALB
OG0002860	LOC118456833|XP_035773821.1|AALB	LOC117563752|XP_034098124.1|DALB
OG0002861	LOC118468790|XP_035795891.1|AALB	LOC117565451|XP_034100440.1|DALB
OG0002862	LOC118459043|XP_035777959.1|AALB	LOC117564346|XP_034098951.1|DALB
OG0002863	LOC118468738|XP_035795783.1|AALB	LOC117564838|XP_034099654.1|DALB
OG0002864	LOC118460108|XP_035780036.1|AALB	LOC117564839|XP_034099656.1|DALB
OG0002865	LOC118460389|XP_035780555.1|AALB	LOC117570743|XP_034108456.1|DALB, LOC117570316|XP_034107749.1|DALB
OG0002866	LOC118468630|XP_035795541.1|AALB	LOC117566877|XP_034102377.1|DALB
OG0002868	LOC118460408|XP_035780589.1|AALB	LOC117563745|XP_034098116.1|DALB
OG0002869	LOC118460697|XP_035781105.1|AALB	LOC117566079|XP_034101450.1|DALB
OG0002871	LOC118468540|XP_035795316.1|AALB	LOC117565899|XP_034101135.1|DALB
OG0002872	LOC118467510|XP_035793960.1|AALB	LOC117566107|XP_034101468.1|DALB
OG0002873	LOC118459533|XP_035778886.1|AALB	LOC117564227|XP_034098808.1|DALB
OG0002874	LOC118468513|XP_035795242.1|AALB	LOC117564150|XP_034098707.1|DALB, LOC117565031|XP_034099869.1|DALB
OG0002875	LOC118467764|XP_035794489.1|AALB	LOC117564757|XP_034099543.1|DALB
OG0002877	LOC118459038|XP_035777950.1|AALB	LOC117565050|XP_034099885.1|DALB
OG0002878	LOC118457633|XP_035775256.1|AALB	LOC117565526|XP_034100562.1|DALB
OG0002879	LOC118457945|XP_035775852.1|AALB	LOC117571845|XP_034110125.1|DALB
OG0002880	LOC118457942|XP_035775850.1|AALB	LOC117578258|XP_034119569.1|DALB
OG0002881	LOC118459532|XP_035778884.1|AALB	LOC117566221|XP_034101656.1|DALB
OG0002882	LOC118457448|XP_035774937.1|AALB	LOC117569669|XP_034106807.1|DALB
OG0002883	LOC118461207|XP_035782152.1|AALB	LOC117564390|XP_034099002.1|DALB
OG0002884	LOC118458085|XP_035776138.1|AALB	LOC117564378|XP_034098989.1|DALB
OG0002885	LOC118461202|XP_035782147.1|AALB	LOC117571054|XP_034108912.1|DALB
OG0002886	LOC118468632|XP_035795543.1|AALB	LOC117565889|XP_034101121.1|DALB
OG0002887	LOC118457692|XP_035775358.1|AALB	LOC117565890|XP_034101123.1|DALB
OG0002888	LOC118458236|XP_035776398.1|AALB	LOC117563963|XP_034098431.1|DALB
OG0002889	LOC118468949|XP_035796192.1|AALB	LOC117570060|XP_034107386.1|DALB
OG0002890	LOC118460971|XP_035781676.1|AALB	LOC117564225|XP_034098805.1|DALB
OG0002891	LOC118467916|XP_035794753.1|AALB	LOC117578031|XP_034119034.1|DALB, LOC117564699|XP_034099468.1|DALB
OG0002892	LOC118459414|XP_035778610.1|AALB	LOC117563965|XP_034098433.1|DALB
OG0002893	LOC118468733|XP_035795764.1|AALB	LOC117564083|XP_034098602.1|DALB
OG0002894	LOC118459219|XP_035778295.1|AALB	LOC117569318|XP_034106330.1|DALB
OG0002895	LOC118460711|XP_035781134.1|AALB	LOC117570445|XP_034107994.1|DALB
OG0002896	LOC118459135|XP_035778104.1|AALB	LOC117565152|XP_034100022.1|DALB
OG0002897	LOC118456932|XP_035773968.1|AALB	LOC117564087|XP_034098607.1|DALB
OG0002898	LOC118458119|XP_035776185.1|AALB	LOC117565502|XP_034100525.1|DALB
OG0002899	LOC118460744|XP_035781204.1|AALB	LOC117563278|XP_034097402.1|DALB
OG0002900	LOC118468691|XP_035795699.1|AALB	LOC117564552|XP_034099269.1|DALB
OG0002901	LOC118459293|XP_035778431.1|AALB, LOC118461210|XP_035782164.1|AALB	LOC117564607|XP_034099353.1|DALB
OG0002902	LOC118461119|XP_035781947.1|AALB	LOC117564609|XP_034099355.1|DALB
OG0002903	LOC118461291|XP_035782357.1|AALB	LOC117563803|XP_034098226.1|DALB, LOC117565661|XP_034100774.1|DALB
OG0002904	LOC118459130|XP_035778094.1|AALB	LOC117569064|XP_034105968.1|DALB, LOC117566431|XP_034101852.1|DALB
OG0002905	LOC118459778|XP_035779387.1|AALB	LOC117565834|XP_034101034.1|DALB
OG0002906	LOC118459776|XP_035779384.1|AALB	LOC117565609|XP_034100704.1|DALB
OG0002908	LOC118458263|XP_035776447.1|AALB	LOC117566771|XP_034102205.1|DALB
OG0002909	LOC118459231|XP_035778319.1|AALB	LOC117566344|XP_034101715.1|DALB
OG0002910	LOC118459775|XP_035779383.1|AALB	LOC117563722|XP_034098074.1|DALB
OG0002911	LOC118457557|XP_035775121.1|AALB	LOC117570443|XP_034107991.1|DALB
OG0002912	LOC118456228|XP_035772704.1|AALB	LOC117564841|XP_034099669.1|DALB
OG0002913	LOC118469039|XP_035796395.1|AALB	LOC117568633|XP_034105315.1|DALB
OG0002914	LOC118456910|XP_035773929.1|AALB	LOC117564063|XP_034098577.1|DALB
OG0002915	LOC118461738|XP_035783327.1|AALB	LOC117563481|XP_034097733.1|DALB
OG0002916	LOC118468957|XP_035796202.1|AALB	LOC117564491|XP_034099190.1|DALB
OG0002917	LOC118461749|XP_035783357.1|AALB	LOC117566857|XP_034102341.1|DALB
OG0002918	LOC118461748|XP_035783355.1|AALB	LOC117566944|XP_034102467.1|DALB
OG0002919	LOC118457741|XP_035775446.1|AALB	LOC117567291|XP_034103053.1|DALB
OG0002920	LOC118459201|XP_035778263.1|AALB	LOC117565877|XP_034101108.1|DALB
OG0002921	LOC118461000|XP_035781719.1|AALB	LOC117563998|XP_034098479.1|DALB
OG0002922	LOC118468828|XP_035795952.1|AALB	LOC117565801|XP_034100977.1|DALB
OG0002923	LOC118460997|XP_035781713.1|AALB	LOC117565799|XP_034100970.1|DALB
OG0002924	LOC118468880|XP_035796062.1|AALB	LOC117565382|XP_034100349.1|DALB
OG0002925	LOC118458546|XP_035777074.1|AALB	LOC117572578|XP_034111352.1|DALB
OG0002926	LOC118456819|XP_035773805.1|AALB	LOC117563270|XP_034097389.1|DALB
OG0002927	LOC118461709|XP_035783234.1|AALB	LOC117563926|XP_034098388.1|DALB
OG0002928	LOC118461418|XP_035782604.1|AALB	LOC117564622|XP_034099369.1|DALB
OG0002929	LOC118457679|XP_035775329.1|AALB	LOC117563567|XP_034097840.1|DALB
OG0002930	LOC118460120|XP_035780052.1|AALB	LOC117565883|XP_034101114.1|DALB
OG0002931	LOC118457662|XP_035775307.1|AALB	LOC117564711|XP_034099481.1|DALB
OG0002932	LOC118457911|XP_035775798.1|AALB	LOC117570367|XP_034107847.1|DALB
OG0002933	LOC118458923|XP_035777781.1|AALB	LOC117570407|XP_034107924.1|DALB
OG0002934	LOC118456924|XP_035773945.1|AALB	LOC117570328|XP_034107765.1|DALB
OG0002935	LOC118461441|XP_035782652.1|AALB	LOC117563838|XP_034098258.1|DALB, LOC117563839|XP_034098260.1|DALB
OG0002936	LOC118459329|XP_035778478.1|AALB	LOC117571829|XP_034110099.1|DALB, LOC117570576|XP_034108209.1|DALB
OG0002937	LOC118456691|XP_035773572.1|AALB	LOC117567226|XP_034102948.1|DALB
OG0002938	LOC118460758|XP_035781249.1|AALB	LOC117565532|XP_034100566.1|DALB
OG0002939	LOC118458400|XP_035776710.1|AALB	LOC117569190|XP_034106150.1|DALB
OG0002940	LOC118468506|XP_035795234.1|AALB	LOC117574883|XP_034114806.1|DALB
OG0002941	LOC118461967|XP_035783770.1|AALB	LOC117565674|XP_034100798.1|DALB
OG0002942	LOC118466900|XP_035792657.1|AALB	LOC117565973|XP_034101266.1|DALB
OG0002943	LOC118461730|XP_035783311.1|AALB	LOC117565928|XP_034101193.1|DALB
OG0002944	LOC118461734|XP_035783318.1|AALB	LOC117563598|XP_034097878.1|DALB
OG0002945	LOC118457278|XP_035774579.1|AALB	LOC117566158|XP_034101538.1|DALB
OG0002946	LOC118456528|XP_035773264.1|AALB	LOC117570167|XP_034107533.1|DALB
OG0002948	LOC118461121|XP_035781949.1|AALB	LOC117569066|XP_034105970.1|DALB, LOC117569065|XP_034105969.1|DALB
