Orthogroup	AALB.longest_only	DSIM.longest_only
OG0002685	LOC118467203|XP_035793310.1|AALB	LOC6736283|XP_039149010.1|DSIM
OG0002686	LOC118467739|XP_035794438.1|AALB	LOC6736488|XP_002083358.1|DSIM
OG0002687	LOC118462807|XP_035784712.1|AALB	LOC6738670|XP_016032488.1|DSIM
OG0002688	LOC118465094|XP_035788897.1|AALB	LOC6738426|XP_016032268.1|DSIM
OG0002689	LOC118467769|XP_035794491.1|AALB	LOC6725747|XP_002106747.1|DSIM
OG0002690	LOC118462812|XP_035784722.1|AALB	LOC6737636|XP_002084468.1|DSIM
OG0002691	LOC118462805|XP_035784701.1|AALB	LOC6735784|XP_002082697.2|DSIM
OG0002692	LOC118462811|XP_035784716.1|AALB	LOC6736011|XP_016029387.1|DSIM
OG0002693	LOC118463509|XP_035786002.1|AALB	LOC6736377|XP_016029880.2|DSIM
OG0002694	LOC118465307|XP_035789300.1|AALB	LOC6733840|XP_002080884.1|DSIM
OG0002695	LOC118464783|XP_035788307.1|AALB	LOC6736914|XP_016030559.1|DSIM
OG0002696	LOC118465340|XP_035789389.1|AALB	LOC6738349|XP_016032194.1|DSIM
OG0002697	LOC118466520|XP_035791905.1|AALB	LOC6737182|XP_016030883.1|DSIM
OG0002698	LOC118462922|XP_035784922.1|AALB	LOC6736557|XP_016030135.1|DSIM
OG0002699	LOC118462926|XP_035784928.1|AALB	LOC27206243|XP_016030742.2|DSIM
OG0002700	LOC118467466|XP_035793872.1|AALB	LOC6738237|XP_039148944.1|DSIM
OG0002701	LOC118467470|XP_035793897.1|AALB	LOC6735869|XP_039147824.1|DSIM
OG0002702	LOC118466956|XP_035792749.1|AALB	LOC6735926|XP_016029283.1|DSIM
OG0002704	LOC118465252|XP_035789166.1|AALB	LOC6734593|XP_002081601.1|DSIM
OG0002705	LOC118466433|XP_035791624.1|AALB	LOC6737026|XP_016030648.1|DSIM
OG0002706	LOC118463030|XP_035785165.1|AALB	LOC6739380|XP_016027009.1|DSIM
OG0002707	LOC118463023|XP_035785154.1|AALB	LOC6736198|XP_016029629.1|DSIM
OG0002708	LOC118465063|XP_035788839.1|AALB, LOC118460263|XP_035780329.1|AALB	LOC6738281|XP_002085092.2|DSIM
OG0002709	LOC118467119|XP_035793081.1|AALB	LOC6733671|XP_039148251.1|DSIM
OG0002710	LOC118467121|XP_035793083.1|AALB	LOC6735462|XP_002082401.1|DSIM
OG0002711	LOC118464249|XP_035787344.1|AALB	LOC6735460|XP_002082399.2|DSIM
OG0002712	LOC118465384|XP_035789471.1|AALB, LOC118465109|XP_035788946.1|AALB	LOC6735020|XP_016028295.1|DSIM
OG0002713	LOC118463809|XP_035786578.1|AALB	LOC6734189|XP_039148073.1|DSIM
OG0002714	LOC118465233|XP_035789123.1|AALB	LOC6733424|XP_016026366.1|DSIM
OG0002715	LOC118465795|XP_035790247.1|AALB	LOC27206343|XP_016039730.1|DSIM
OG0002716	LOC118466677|XP_035792177.1|AALB	LOC6736152|XP_016029543.1|DSIM
OG0002717	LOC118464910|XP_035788568.1|AALB	LOC6728928|XP_016035607.1|DSIM
OG0002718	LOC118465552|XP_035789775.1|AALB	LOC6737070|XP_002083917.1|DSIM
OG0002719	LOC118465242|XP_035789155.1|AALB	LOC6728614|XP_002103955.1|DSIM
OG0002720	LOC118465241|XP_035789154.1|AALB	LOC27206282|XP_016030497.2|DSIM
OG0002721	LOC118464473|XP_035787775.1|AALB	LOC6732782|XP_002079895.1|DSIM
OG0002722	LOC118465568|XP_035789823.1|AALB	LOC6733685|XP_002080732.1|DSIM
OG0002723	LOC118467594|XP_035794158.1|AALB	LOC6736113|XP_016029499.1|DSIM
OG0002724	LOC118463896|XP_035786720.1|AALB	LOC6729435|XP_002104746.1|DSIM
OG0002725	LOC118467372|XP_035793678.1|AALB	LOC6738713|XP_002085514.1|DSIM
OG0002726	LOC118467155|XP_035793189.1|AALB	LOC6736462|XP_016030012.1|DSIM
OG0002727	LOC118464844|XP_035788432.1|AALB	LOC6736626|XP_002083482.2|DSIM
OG0002728	LOC118467919|XP_035794752.1|AALB	LOC6734182|XP_016027191.1|DSIM
OG0002730	LOC118463119|XP_035785338.1|AALB	LOC6734358|XP_039148653.1|DSIM
OG0002731	LOC118464306|XP_035787490.1|AALB	LOC6736222|XP_002083117.1|DSIM
OG0002732	LOC118467872|XP_035794674.1|AALB	LOC27206325|XP_016027092.1|DSIM
OG0002733	LOC118465372|XP_035789460.1|AALB	LOC6734997|XP_039147533.1|DSIM
OG0002734	LOC118466123|XP_035790962.1|AALB	LOC6733139|XP_016026014.2|DSIM
OG0002735	LOC118467817|XP_035794594.1|AALB	LOC6733807|XP_016026774.1|DSIM
OG0002736	LOC118467818|XP_035794596.1|AALB	LOC6733804|XP_016026765.1|DSIM
OG0002737	LOC118466399|XP_035791555.1|AALB	LOC6737403|XP_039149407.1|DSIM
OG0002738	LOC118462524|XP_035784164.1|AALB	LOC6736695|XP_002083551.1|DSIM
OG0002739	LOC118465837|XP_035790327.1|AALB	LOC6738773|XP_039149332.1|DSIM
OG0002740	LOC118465836|XP_035790326.1|AALB	LOC6738774|XP_016032594.1|DSIM
OG0002741	LOC118463187|XP_035785501.1|AALB	LOC6735477|XP_002082416.2|DSIM
OG0002742	LOC118464107|XP_035787086.1|AALB	LOC6735955|XP_002082864.2|DSIM
OG0002743	LOC118463081|XP_035785236.1|AALB	LOC6736508|XP_016030084.1|DSIM
OG0002744	LOC118464458|XP_035787737.1|AALB	LOC6739667|XP_016032790.1|DSIM
OG0002745	LOC118467055|XP_035792951.1|AALB	LOC6736412|XP_002083284.2|DSIM
OG0002746	LOC118464538|XP_035787868.1|AALB	LOC6734695|XP_002081702.1|DSIM
OG0002747	LOC118467511|XP_035793955.1|AALB	LOC6727695|XP_016034268.1|DSIM
OG0002748	LOC118462856|XP_035784805.1|AALB	LOC6736017|XP_002082926.1|DSIM
OG0002749	LOC118463107|XP_035785317.1|AALB	LOC6736120|XP_039148880.1|DSIM
OG0002750	LOC118467935|XP_035794789.1|AALB	LOC6734458|XP_016027580.1|DSIM
OG0002751	LOC118467936|XP_035794791.1|AALB	LOC27208840|XP_016026431.1|DSIM
OG0002752	LOC118463284|XP_035785655.1|AALB	LOC6733697|XP_016026668.1|DSIM
OG0002753	LOC118463688|XP_035786354.1|AALB	LOC6735683|XP_039147419.1|DSIM
OG0002754	LOC118463424|XP_035785877.1|AALB, LOC118463416|XP_035785862.1|AALB	LOC6737042|XP_039150275.1|DSIM
OG0002755	LOC118463251|XP_035785613.1|AALB	LOC6735147|XP_016028426.1|DSIM
OG0002756	LOC118467232|XP_035793382.1|AALB	LOC6738824|XP_002085624.1|DSIM
OG0002757	LOC118467595|XP_035794159.1|AALB	LOC6737466|XP_016031234.1|DSIM
OG0002758	LOC118462652|XP_035784398.1|AALB	LOC6735011|XP_039148118.1|DSIM
OG0002759	LOC118463612|XP_035786185.1|AALB	LOC6734988|XP_039147761.1|DSIM
OG0002760	LOC118467354|XP_035793640.1|AALB	LOC27207071|XP_016029570.1|DSIM
OG0002761	LOC118465618|XP_035789891.1|AALB	LOC6735182|XP_016028471.1|DSIM
OG0002762	LOC118467749|XP_035794452.1|AALB	LOC6735116|XP_016028379.1|DSIM
OG0002763	LOC118463748|XP_035786436.1|AALB	LOC6737354|XP_016031089.1|DSIM
OG0002764	LOC118466186|XP_035791081.1|AALB	LOC6738488|XP_016032331.1|DSIM
OG0002765	LOC118466183|XP_035791069.1|AALB	LOC6735043|XP_016028331.1|DSIM
OG0002766	LOC118466189|XP_035791088.1|AALB	LOC6735042|XP_016028329.1|DSIM
OG0002767	LOC118467334|XP_035793581.1|AALB	LOC6734983|XP_039147757.1|DSIM
OG0002768	LOC118466920|XP_035792693.1|AALB	LOC6739502|XP_016029326.1|DSIM
OG0002769	LOC118463423|XP_035785876.1|AALB	LOC6734180|XP_002081209.2|DSIM
OG0002770	LOC118463429|XP_035785889.1|AALB	LOC6731348|XP_002078504.1|DSIM
OG0002771	LOC118462502|XP_035784115.1|AALB	LOC6737512|XP_016031307.1|DSIM
OG0002772	LOC118462935|XP_035784946.1|AALB	LOC6737504|XP_016031299.1|DSIM
OG0002773	LOC118464418|XP_035787667.1|AALB	LOC6734224|XP_016027266.1|DSIM
OG0002774	LOC118464819|XP_035788379.1|AALB	LOC6735582|XP_016028943.1|DSIM
OG0002775	LOC118465015|XP_035788761.1|AALB	LOC6738449|XP_039149159.1|DSIM
OG0002776	LOC118463350|XP_035785756.1|AALB	LOC6737404|XP_016031165.1|DSIM
OG0002777	LOC118462559|XP_035784239.1|AALB	LOC6738383|XP_016032208.1|DSIM
OG0002778	LOC118462556|XP_035784230.1|AALB	LOC6738380|XP_016032207.1|DSIM
OG0002779	LOC118463181|XP_035785488.1|AALB	LOC6737123|XP_039148936.1|DSIM
OG0002780	LOC118466608|XP_035792087.1|AALB	LOC6727034|XP_039150516.1|DSIM
OG0002781	LOC118462676|XP_035784468.1|AALB	LOC6734551|XP_002081560.1|DSIM
OG0002782	LOC118463307|XP_035785685.1|AALB	LOC6738699|XP_016032517.1|DSIM
OG0002783	LOC118466205|XP_035791115.1|AALB	LOC6736645|XP_016030240.1|DSIM
OG0002784	LOC118466475|XP_035791751.1|AALB	LOC27206191|XP_016029224.1|DSIM
OG0002785	LOC118467773|XP_035794495.1|AALB	LOC6739670|XP_002076563.1|DSIM
OG0002786	LOC118466724|XP_035792284.1|AALB	LOC6738363|XP_016032198.1|DSIM
OG0002787	LOC118466422|XP_035791595.1|AALB	LOC6737062|XP_002083909.1|DSIM
OG0002788	LOC118466426|XP_035791602.1|AALB	LOC6737061|XP_016030684.1|DSIM
OG0002789	LOC118466421|XP_035791591.1|AALB	LOC6738976|XP_016032801.1|DSIM
OG0002790	LOC118463720|XP_035786405.1|AALB	LOC6737603|XP_002084435.1|DSIM
OG0002791	LOC118465602|XP_035789870.1|AALB	LOC6738624|XP_002085426.2|DSIM
OG0002792	LOC118465609|XP_035789878.1|AALB	LOC27207878|XP_016027296.1|DSIM
OG0002793	LOC118464085|XP_035787042.1|AALB	LOC6737437|XP_016031210.1|DSIM
OG0002794	LOC118467054|XP_035792948.1|AALB	LOC6736907|XP_016030555.1|DSIM
OG0002795	LOC118467598|XP_035794176.1|AALB	LOC6737007|XP_016030632.1|DSIM
OG0002796	LOC118466405|XP_035791566.1|AALB	LOC6736932|XP_002083779.1|DSIM
OG0002797	LOC118467902|XP_035794719.1|AALB	LOC6737605|XP_002084437.1|DSIM
OG0002798	LOC118465048|XP_035788824.1|AALB	LOC6732708|XP_002079822.1|DSIM
OG0002799	LOC118465750|XP_035790113.1|AALB	LOC6736271|XP_016029757.2|DSIM
OG0002800	LOC118466338|XP_035791351.1|AALB	LOC6738362|XP_039149601.1|DSIM
OG0002801	LOC118466192|XP_035791097.1|AALB	LOC6736117|XP_039148889.1|DSIM
OG0002803	LOC118460518|XP_035780786.1|AALB	LOC6732740|XP_002079854.1|DSIM
OG0002804	LOC118467293|XP_035793502.1|AALB	LOC6735699|XP_002082615.1|DSIM
OG0002805	LOC118464671|XP_035788076.1|AALB	LOC6733508|XP_002080564.2|DSIM
OG0002806	LOC118464121|XP_035787103.1|AALB	LOC6738623|XP_016032463.1|DSIM
OG0002807	LOC118465840|XP_035790342.1|AALB	LOC6736122|XP_002083022.1|DSIM
OG0002808	LOC118467679|XP_035794342.1|AALB	LOC27206630|XP_016029413.1|DSIM
OG0002809	LOC118466253|XP_035791198.1|AALB	LOC6737808|XP_002084636.1|DSIM
OG0002810	LOC118466068|XP_035790824.1|AALB	LOC6736280|XP_016029764.1|DSIM
OG0002811	LOC118466069|XP_035790826.1|AALB	LOC6737769|XP_039149074.1|DSIM
OG0002812	LOC118464104|XP_035787082.1|AALB	LOC6734264|XP_016027311.1|DSIM
OG0002814	LOC118466137|XP_035790981.1|AALB	LOC6735537|XP_039147337.1|DSIM
OG0002815	LOC118464422|XP_035787674.1|AALB	LOC6734168|XP_002081197.1|DSIM
OG0002816	LOC118466809|XP_035792488.1|AALB	LOC6735155|XP_016028435.1|DSIM
OG0002817	LOC118466815|XP_035792497.1|AALB	LOC6739532|XP_002076431.1|DSIM
OG0002818	LOC118466810|XP_035792489.1|AALB	LOC6739371|XP_016026790.1|DSIM
OG0002819	LOC118466518|XP_035791904.1|AALB	LOC6737246|XP_016030953.1|DSIM
OG0002820	LOC118463955|XP_035786831.1|AALB	LOC6737250|XP_002084090.1|DSIM
OG0002821	LOC118456698|XP_035773595.1|AALB	LOC6737860|XP_016031627.1|DSIM
OG0002822	LOC118466909|XP_035792666.1|AALB	LOC6735588|XP_002082508.1|DSIM
OG0002823	LOC118462595|XP_035784312.1|AALB	LOC6733439|XP_016026391.1|DSIM
OG0002824	LOC118462594|XP_035784310.1|AALB	LOC6733710|XP_016026677.1|DSIM
OG0002825	LOC118459750|XP_035779333.1|AALB	LOC27206408|XP_039149084.1|DSIM
OG0002826	LOC118464484|XP_035787799.1|AALB	LOC6735590|XP_002082510.1|DSIM
OG0002827	LOC118466600|XP_035792071.1|AALB	LOC6724685|XP_039152081.1|DSIM
OG0002828	LOC118457655|XP_035775291.1|AALB	LOC6735516|XP_016028860.2|DSIM
OG0002829	LOC118464734|XP_035788230.1|AALB	LOC6734169|XP_016027170.1|DSIM
OG0002830	LOC118466789|XP_035792418.1|AALB	LOC6733889|XP_039147811.1|DSIM
OG0002831	LOC118458588|XP_035777144.1|AALB	LOC6733060|XP_016025749.1|DSIM
OG0002832	LOC118461533|XP_035782858.1|AALB	LOC6731557|XP_016024224.1|DSIM
OG0002833	LOC118457555|XP_035775114.1|AALB	LOC6736155|XP_016029557.1|DSIM
OG0002834	LOC118461344|XP_035782450.1|AALB	LOC6735948|XP_016029299.1|DSIM
OG0002835	LOC118460011|XP_035779830.1|AALB	LOC6734162|XP_002081191.1|DSIM
OG0002836	LOC118467387|XP_035793721.1|AALB	LOC6733665|XP_039148239.1|DSIM
OG0002837	LOC118467378|XP_035793695.1|AALB	LOC6735083|XP_039148037.1|DSIM
OG0002838	LOC118459883|XP_035779573.1|AALB	LOC6735745|XP_002082658.1|DSIM
OG0002839	LOC118456883|XP_035773890.1|AALB	LOC6739514|XP_016029415.1|DSIM
OG0002840	LOC118456981|XP_035774078.1|AALB	LOC6731236|XP_016023774.1|DSIM
OG0002841	LOC118468509|XP_035795237.1|AALB	LOC6730878|XP_016023302.1|DSIM
OG0002842	LOC118468788|XP_035795881.1|AALB	LOC6732235|XP_039152899.1|DSIM
OG0002843	LOC118466538|XP_035791945.1|AALB	LOC6733435|XP_016026385.1|DSIM
OG0002844	LOC118457031|XP_035774158.1|AALB	LOC6738169|XP_016032002.1|DSIM
OG0002845	LOC118457371|XP_035774793.1|AALB	LOC6731025|XP_002078186.1|DSIM
OG0002846	LOC118460843|XP_035781426.1|AALB	LOC6733444|XP_016026394.1|DSIM
OG0002847	LOC118462068|XP_035783957.1|AALB	LOC6731026|XP_002078187.1|DSIM
OG0002848	LOC118462064|XP_035783950.1|AALB	LOC6732672|XP_002079789.1|DSIM
OG0002849	LOC118457740|XP_035775444.1|AALB	LOC6731165|XP_002078323.1|DSIM
OG0002850	LOC118461880|XP_035783610.1|AALB	LOC6732242|XP_016024922.1|DSIM
OG0002851	LOC118459530|XP_035778882.1|AALB	LOC6731839|XP_016024523.1|DSIM
OG0002852	LOC118459535|XP_035778888.1|AALB	LOC6734006|XP_016027034.1|DSIM
OG0002853	LOC118457150|XP_035774367.1|AALB	LOC6732488|XP_039154415.1|DSIM
OG0002854	LOC118457106|XP_035774290.1|AALB	LOC6732732|XP_002079846.1|DSIM
OG0002855	LOC118458376|XP_035776671.1|AALB	LOC6731284|XP_016023849.1|DSIM
OG0002856	LOC118459789|XP_035779403.1|AALB	LOC6731267|XP_016023822.1|DSIM
OG0002857	LOC118468939|XP_035796165.1|AALB	LOC27206568|XP_016025806.1|DSIM
OG0002858	LOC118468734|XP_035795769.1|AALB	LOC6731067|XP_039146985.1|DSIM
OG0002859	LOC118468102|XP_035794873.1|AALB	LOC6730754|XP_002077922.1|DSIM
OG0002860	LOC118456833|XP_035773821.1|AALB	LOC6731133|XP_016023687.1|DSIM
OG0002861	LOC118468790|XP_035795891.1|AALB	LOC6731896|XP_016024565.1|DSIM
OG0002862	LOC118459043|XP_035777959.1|AALB	LOC6730541|XP_016022994.1|DSIM
OG0002863	LOC118468738|XP_035795783.1|AALB	LOC6730870|XP_002078034.1|DSIM
OG0002864	LOC118460108|XP_035780036.1|AALB	LOC6730869|XP_016023293.1|DSIM
OG0002865	LOC118460389|XP_035780555.1|AALB	LOC6733347|XP_016026251.1|DSIM
OG0002866	LOC118468630|XP_035795541.1|AALB	LOC6737218|XP_002084058.1|DSIM
OG0002867	LOC118458562|XP_035777098.1|AALB	LOC6732179|XP_016024862.1|DSIM
OG0002868	LOC118460408|XP_035780589.1|AALB	LOC6730672|XP_016023115.2|DSIM
OG0002869	LOC118460697|XP_035781105.1|AALB	LOC6730671|XP_016023114.1|DSIM
OG0002871	LOC118468540|XP_035795316.1|AALB	LOC6731697|XP_016024378.1|DSIM
OG0002872	LOC118467510|XP_035793960.1|AALB	LOC6731663|XP_016024348.1|DSIM
OG0002873	LOC118459533|XP_035778886.1|AALB	LOC6732861|XP_002079971.1|DSIM
OG0002874	LOC118468513|XP_035795242.1|AALB	LOC6731156|XP_002078314.1|DSIM
OG0002875	LOC118467764|XP_035794489.1|AALB	LOC6730774|XP_016023191.1|DSIM
OG0002877	LOC118459038|XP_035777950.1|AALB	LOC6732694|XP_016025428.1|DSIM
OG0002878	LOC118457633|XP_035775256.1|AALB	LOC6732683|XP_016025415.1|DSIM
OG0002879	LOC118457945|XP_035775852.1|AALB	LOC6736727|XP_002083583.1|DSIM
OG0002880	LOC118457942|XP_035775850.1|AALB	LOC6724826|XP_002105867.1|DSIM
OG0002881	LOC118459532|XP_035778884.1|AALB	LOC6730470|XP_016022928.1|DSIM
OG0002882	LOC118457448|XP_035774937.1|AALB	LOC27206182|XP_016028621.1|DSIM
OG0002883	LOC118461207|XP_035782152.1|AALB	LOC6730416|XP_016022881.1|DSIM
OG0002884	LOC118458085|XP_035776138.1|AALB	LOC6730765|XP_002077933.1|DSIM
OG0002885	LOC118461202|XP_035782147.1|AALB	LOC6737497|XP_002084333.1|DSIM
OG0002886	LOC118468632|XP_035795543.1|AALB	LOC6730627|XP_016023071.1|DSIM
OG0002887	LOC118457692|XP_035775358.1|AALB	LOC6730628|XP_016023072.1|DSIM
OG0002888	LOC118458236|XP_035776398.1|AALB	LOC27206785|XP_016025783.1|DSIM
OG0002889	LOC118468949|XP_035796192.1|AALB	LOC6737195|XP_002084041.1|DSIM
OG0002890	LOC118460971|XP_035781676.1|AALB	LOC6732862|XP_002079972.2|DSIM
OG0002891	LOC118467916|XP_035794753.1|AALB	LOC6731730|XP_016024401.1|DSIM
OG0002892	LOC118459414|XP_035778610.1|AALB	LOC6732011|XP_039154387.1|DSIM
OG0002893	LOC118468733|XP_035795764.1|AALB	LOC6730592|XP_039151303.1|DSIM
OG0002894	LOC118459219|XP_035778295.1|AALB	LOC6737509|XP_016031305.1|DSIM
OG0002895	LOC118460711|XP_035781134.1|AALB	LOC6736163|XP_016029572.1|DSIM
OG0002896	LOC118459135|XP_035778104.1|AALB	LOC6732204|XP_016024878.1|DSIM
OG0002897	LOC118456932|XP_035773968.1|AALB	LOC6731228|XP_002078387.1|DSIM
OG0002898	LOC118458119|XP_035776185.1|AALB	LOC6730947|XP_016023407.2|DSIM
OG0002899	LOC118460744|XP_035781204.1|AALB	LOC6730396|XP_016022858.1|DSIM
OG0002900	LOC118468691|XP_035795699.1|AALB	LOC6730395|XP_039147112.1|DSIM
OG0002901	LOC118459293|XP_035778431.1|AALB, LOC118461210|XP_035782164.1|AALB	LOC6731394|XP_016024012.1|DSIM
OG0002902	LOC118461119|XP_035781947.1|AALB	LOC6731395|XP_039151787.1|DSIM
OG0002903	LOC118461291|XP_035782357.1|AALB	LOC6731306|XP_002078462.1|DSIM
OG0002904	LOC118459130|XP_035778094.1|AALB	LOC6737863|XP_016031634.1|DSIM
OG0002905	LOC118459778|XP_035779387.1|AALB	LOC6732261|XP_016024931.1|DSIM
OG0002906	LOC118459776|XP_035779384.1|AALB	LOC6733072|XP_016025777.1|DSIM
OG0002908	LOC118458263|XP_035776447.1|AALB	LOC6735466|XP_016028772.1|DSIM
OG0002909	LOC118459231|XP_035778319.1|AALB	LOC6739472|XP_016028468.1|DSIM
OG0002910	LOC118459775|XP_035779383.1|AALB	LOC6732990|XP_016025672.1|DSIM
OG0002911	LOC118457557|XP_035775121.1|AALB	LOC27208699|XP_016029560.1|DSIM
OG0002912	LOC118456228|XP_035772704.1|AALB	LOC6739993|XP_016038295.1|DSIM
OG0002913	LOC118469039|XP_035796395.1|AALB	LOC6735773|XP_016029143.1|DSIM
OG0002914	LOC118456910|XP_035773929.1|AALB	LOC6730545|XP_002077724.1|DSIM
OG0002915	LOC118461738|XP_035783327.1|AALB	LOC6733020|XP_002080099.1|DSIM
OG0002916	LOC118468957|XP_035796202.1|AALB	LOC6731009|XP_016023481.1|DSIM
OG0002917	LOC118461749|XP_035783357.1|AALB	LOC6734762|XP_002081765.1|DSIM
OG0002918	LOC118461748|XP_035783355.1|AALB	LOC6734739|XP_002081742.1|DSIM
OG0002919	LOC118457741|XP_035775446.1|AALB	LOC6735145|XP_002082122.1|DSIM
OG0002920	LOC118459201|XP_035778263.1|AALB	LOC6732504|XP_016025161.1|DSIM
OG0002921	LOC118461000|XP_035781719.1|AALB	LOC6739216|XP_016023565.1|DSIM
OG0002922	LOC118468828|XP_035795952.1|AALB	LOC6732988|XP_002080067.1|DSIM
OG0002923	LOC118460997|XP_035781713.1|AALB	LOC6739257|XP_016025668.1|DSIM
OG0002924	LOC118468880|XP_035796062.1|AALB	LOC6732987|XP_016025666.1|DSIM
OG0002925	LOC118458546|XP_035777074.1|AALB	LOC6736123|XP_016029512.1|DSIM
OG0002926	LOC118456819|XP_035773805.1|AALB	LOC6739213|XP_002076125.1|DSIM
OG0002927	LOC118461709|XP_035783234.1|AALB	LOC27208693|XP_016023532.1|DSIM
OG0002928	LOC118461418|XP_035782604.1|AALB	LOC27209467|XP_016025169.1|DSIM
OG0002929	LOC118457679|XP_035775329.1|AALB	LOC6730450|XP_016022914.1|DSIM
OG0002930	LOC118460120|XP_035780052.1|AALB	LOC6731434|XP_002078585.1|DSIM
OG0002931	LOC118457662|XP_035775307.1|AALB	LOC6731288|XP_016023856.1|DSIM
OG0002932	LOC118457911|XP_035775798.1|AALB	LOC6733834|XP_016026842.1|DSIM
OG0002933	LOC118458923|XP_035777781.1|AALB	LOC6733638|XP_016026598.1|DSIM
OG0002934	LOC118456924|XP_035773945.1|AALB	LOC6733630|XP_016026591.1|DSIM
OG0002935	LOC118461441|XP_035782652.1|AALB	LOC6732407|XP_016025073.1|DSIM
OG0002936	LOC118459329|XP_035778478.1|AALB	LOC6739468|XP_002076368.1|DSIM
OG0002937	LOC118456691|XP_035773572.1|AALB	LOC6733164|XP_016026039.1|DSIM
OG0002938	LOC118460758|XP_035781249.1|AALB	LOC6732632|XP_002079749.2|DSIM
OG0002939	LOC118458400|XP_035776710.1|AALB	LOC27206986|XP_016027001.1|DSIM
OG0002940	LOC118468506|XP_035795234.1|AALB	LOC6727877|XP_016034479.1|DSIM
OG0002941	LOC118461967|XP_035783770.1|AALB	LOC6733160|XP_002080236.1|DSIM
OG0002942	LOC118466900|XP_035792657.1|AALB	LOC6732947|XP_002080032.1|DSIM
OG0002943	LOC118461730|XP_035783311.1|AALB	LOC6732802|XP_016025512.1|DSIM
OG0002944	LOC118461734|XP_035783318.1|AALB	LOC6732801|XP_016025506.1|DSIM
OG0002945	LOC118457278|XP_035774579.1|AALB	LOC6732008|XP_039146995.1|DSIM
OG0002946	LOC118456528|XP_035773264.1|AALB	LOC6734716|XP_016027923.1|DSIM
OG0002947	LOC118456874|XP_035773878.1|AALB	LOC6732401|XP_016025058.1|DSIM
OG0002948	LOC118461121|XP_035781949.1|AALB	LOC6737862|XP_002084690.1|DSIM
OG0002949	LOC118460339|XP_035780453.1|AALB	LOC6739006|XP_016032833.1|DSIM
OG0002950	LOC118458647|XP_035777230.1|AALB	LOC6731240|XP_002078399.1|DSIM
OG0002951	LOC118457700|XP_035775370.1|AALB	LOC6731779|XP_016024473.1|DSIM
OG0002952	LOC118457701|XP_035775373.1|AALB	LOC6731033|XP_016023515.1|DSIM
OG0002953	LOC118457497|XP_035775025.1|AALB	LOC6732482|XP_016025126.1|DSIM
OG0002954	LOC118456317|XP_035772848.1|AALB	LOC6733161|XP_016026033.1|DSIM
OG0002955	LOC118461974|XP_035783784.1|AALB	LOC6734897|XP_016028172.1|DSIM
OG0002956	LOC118460473|XP_035780698.1|AALB	LOC6734660|XP_002081667.1|DSIM
OG0002957	LOC118460471|XP_035780687.1|AALB	LOC6735581|XP_002082501.2|DSIM
OG0002958	LOC118466939|XP_035792735.1|AALB	LOC6732946|XP_016025648.1|DSIM
OG0002959	LOC118457049|XP_035774190.1|AALB	LOC6732921|XP_016025642.1|DSIM
OG0002960	LOC118457276|XP_035774575.1|AALB	LOC6736690|XP_016030307.1|DSIM
OG0002961	LOC118458533|XP_035777004.1|AALB	LOC6734460|XP_016027582.1|DSIM
OG0002962	LOC118457611|XP_035775217.1|AALB	LOC6732810|XP_002079923.2|DSIM
OG0002963	LOC118461142|XP_035782000.1|AALB	LOC6731752|XP_016024425.1|DSIM
OG0002964	LOC118468600|XP_035795476.1|AALB	LOC6733667|XP_016026637.1|DSIM
OG0002965	LOC118461971|XP_035783773.1|AALB	LOC27206550|XP_039146916.1|DSIM
OG0002966	LOC118459080|XP_035778025.1|AALB	LOC6731195|XP_016023739.1|DSIM
OG0002967	LOC118457396|XP_035774826.1|AALB	LOC6736238|XP_002083132.1|DSIM
OG0002968	LOC118460807|XP_035781311.1|AALB	LOC6736237|XP_002083131.1|DSIM
OG0002969	LOC118460806|XP_035781309.1|AALB	LOC6731059|XP_016023578.1|DSIM
OG0002970	LOC118457524|XP_035775062.1|AALB	LOC27208442|XP_016023932.1|DSIM
OG0002971	LOC118467374|XP_035793693.1|AALB	LOC6731520|XP_002078668.1|DSIM
OG0002972	LOC118460715|XP_035781152.1|AALB	LOC6728473|XP_002103818.1|DSIM
OG0002973	LOC118459275|XP_035778405.1|AALB	LOC6733849|XP_016026863.1|DSIM
OG0002974	LOC118456382|XP_035772964.1|AALB	LOC6739593|XP_002076489.2|DSIM
OG0002975	LOC118468333|XP_035794974.1|AALB	LOC6730621|XP_002077799.3|DSIM
OG0002976	LOC118468334|XP_035794977.1|AALB	LOC6740009|XP_016038407.1|DSIM
OG0002977	LOC118458440|XP_035776796.1|AALB	LOC6734016|XP_039147375.1|DSIM
OG0002978	LOC118457999|XP_035775968.1|AALB	LOC6735994|XP_002082903.3|DSIM
OG0002979	LOC118459420|XP_035778655.1|AALB	LOC6733664|XP_002080711.3|DSIM
OG0002980	LOC118460692|XP_035781098.1|AALB	LOC6730428|XP_016022898.1|DSIM
OG0002981	LOC118458984|XP_035777871.1|AALB	LOC6731237|XP_002078396.1|DSIM
OG0002982	LOC118460608|XP_035780941.1|AALB	LOC6732300|XP_016024959.1|DSIM
OG0002983	LOC118458146|XP_035776234.1|AALB	LOC6736193|XP_039149706.1|DSIM
OG0002984	LOC118459431|XP_035778669.1|AALB	LOC6734428|XP_016029722.1|DSIM
OG0002985	LOC118456782|XP_035773750.1|AALB	LOC27208282|XP_016037301.1|DSIM
OG0002986	LOC118461843|XP_035783517.1|AALB	LOC6731806|XP_016024492.1|DSIM
