Orthogroup	AALB.longest_only	DSER.longest_only
OG0002142	LOC118463855|XP_035786659.1|AALB	LOC110176470|XP_020798489.1|DSER
OG0002143	LOC118462514|XP_035784139.1|AALB	LOC110186105|XP_020810809.1|DSER
OG0002144	LOC118462711|XP_035784545.1|AALB	LOC110184524|XP_020808754.1|DSER
OG0002145	LOC118461456|XP_035782684.1|AALB	LOC110187720|XP_020812823.1|DSER
OG0002146	LOC118462566|XP_035784260.1|AALB	LOC110176430|XP_020798438.1|DSER
OG0002148	LOC118468438|XP_035795098.1|AALB	LOC110187571|XP_020812620.1|DSER
OG0002149	LOC118464173|XP_035787210.1|AALB	LOC110185441|XP_020809923.1|DSER
OG0002150	LOC118462183|XP_035784003.1|AALB	LOC110187032|XP_020812054.1|DSER, LOC110185534|XP_020810100.1|DSER
OG0002151	LOC118457299|XP_035774662.1|AALB	LOC110183366|XP_020807287.1|DSER
OG0002152	LOC118465022|XP_035788779.1|AALB	LOC110187633|XP_020812700.1|DSER, LOC110187630|XP_020812695.1|DSER
OG0002153	LOC118460743|XP_035781208.1|AALB	LOC110186478|XP_020811324.1|DSER
OG0002154	LOC118466594|XP_035792054.1|AALB	LOC110183529|XP_020807486.1|DSER, LOC110183490|XP_020807432.1|DSER
OG0002155	LOC118459105|XP_035778065.1|AALB	LOC110186839|XP_020811788.1|DSER
OG0002156	LOC118466522|XP_035791910.1|AALB	LOC110190241|XP_020816264.1|DSER
OG0002157	LOC118457151|XP_035774369.1|AALB	LOC110186435|XP_020811280.1|DSER
OG0002158	LOC118464702|XP_035788123.1|AALB	LOC110189568|XP_020815358.1|DSER
OG0002159	LOC118466271|XP_035791236.1|AALB, LOC118456853|XP_035773845.1|AALB	LOC110178448|XP_020801242.1|DSER
OG0002160	LOC118460351|XP_035780487.1|AALB	LOC110188610|XP_020814033.1|DSER
OG0002161	LOC118461084|XP_035781873.1|AALB	LOC110186666|XP_020811590.1|DSER
OG0002162	LOC118460197|XP_035780196.1|AALB	LOC110186235|XP_020810961.1|DSER
OG0002163	LOC118461470|XP_035782709.1|AALB	LOC110183064|XP_020806910.1|DSER
OG0002164	LOC118461637|XP_035783100.1|AALB	LOC110191764|XP_020818362.1|DSER
OG0002165	LOC118460366|XP_035780509.1|AALB	LOC110179787|XP_020803060.1|DSER, LOC110184853|XP_020809152.1|DSER
OG0002166	LOC118459445|XP_035778716.1|AALB	LOC110178415|XP_020801217.1|DSER, LOC110183943|XP_020807963.1|DSER
OG0002167	LOC118459446|XP_035778731.1|AALB	LOC110177853|XP_020800458.1|DSER
OG0002168	LOC118463178|XP_035785478.1|AALB, LOC118463133|XP_035785389.1|AALB	LOC110191490|XP_020818014.1|DSER
OG0002169	LOC118462753|XP_035784609.1|AALB	LOC110190516|XP_020816707.1|DSER
OG0002170	LOC118456418|XP_035773044.1|AALB	LOC110185446|XP_020809933.1|DSER
OG0002171	LOC118460200|XP_035780201.1|AALB	LOC110191309|XP_020817781.1|DSER
OG0002172	LOC118457818|XP_035775584.1|AALB	LOC110191005|XP_020817382.1|DSER
OG0002173	LOC118468576|XP_035795401.1|AALB	LOC110183452|XP_020807390.1|DSER
OG0002174	LOC118458978|XP_035777866.1|AALB	LOC110176514|XP_020798550.1|DSER
OG0002175	LOC118458979|XP_035777867.1|AALB	LOC110176516|XP_020798551.1|DSER
OG0002176	LOC118459501|XP_035778819.1|AALB	LOC110191176|XP_020817600.1|DSER
OG0002177	LOC118457936|XP_035775841.1|AALB	LOC110190696|XP_020816970.1|DSER
OG0002178	LOC118460922|XP_035781569.1|AALB	LOC110186886|XP_020811845.1|DSER
OG0002179	LOC118456513|XP_035773241.1|AALB	LOC110191387|XP_020817902.1|DSER
OG0002180	LOC118460315|XP_035780417.1|AALB	LOC110186968|XP_020811973.1|DSER
OG0002181	LOC118457098|XP_035774278.1|AALB	LOC110184372|XP_020808530.1|DSER
OG0002182	LOC118457816|XP_035775571.1|AALB	LOC110188364|XP_020813737.1|DSER
OG0002183	LOC118457826|XP_035775593.1|AALB	LOC110177867|XP_020800476.1|DSER
OG0002184	LOC118458249|XP_035776422.1|AALB	LOC110186954|XP_020811948.1|DSER
OG0002185	LOC118462036|XP_035783903.1|AALB	LOC110191873|XP_020818515.1|DSER
OG0002186	LOC118461639|XP_035783102.1|AALB	LOC110185821|XP_020810487.1|DSER
OG0002187	LOC118461517|XP_035782842.1|AALB	LOC110188250|XP_020813582.1|DSER
OG0002188	LOC118464488|XP_035787808.1|AALB	LOC110191667|XP_020818227.1|DSER
OG0002189	LOC118457718|XP_035775401.1|AALB	LOC110179405|XP_020802589.1|DSER
OG0002190	LOC118468668|XP_035795615.1|AALB	LOC110188486|XP_020813878.1|DSER
OG0002191	LOC118461342|XP_035782447.1|AALB	LOC110176701|XP_020798796.1|DSER
OG0002192	LOC118463197|XP_035785524.1|AALB	LOC110185213|XP_020809602.1|DSER
OG0002193	LOC118461675|XP_035783159.1|AALB	LOC110188622|XP_020814051.1|DSER
OG0002194	LOC118457721|XP_035775405.1|AALB	LOC110177367|XP_020799718.1|DSER
OG0002195	LOC118456905|XP_035773923.1|AALB	LOC110191068|XP_020817459.1|DSER
OG0002196	LOC118458158|XP_035776248.1|AALB	LOC110176471|XP_020798490.1|DSER
OG0002197	LOC118459491|XP_035778803.1|AALB	LOC110178823|XP_020801749.1|DSER
OG0002198	LOC118456733|XP_035773672.1|AALB	LOC110185693|XP_020810323.1|DSER
OG0002199	LOC118459620|XP_035779088.1|AALB	LOC110186474|XP_020811319.1|DSER, LOC110186476|XP_020811322.1|DSER
OG0002200	LOC118458709|XP_035777342.1|AALB	LOC110179459|XP_020802677.1|DSER
OG0002202	LOC118461486|XP_035782755.1|AALB	LOC110191284|XP_020817750.1|DSER
OG0002203	LOC118468834|XP_035795967.1|AALB	LOC110176487|XP_020798519.1|DSER
OG0002204	LOC118457345|XP_035774735.1|AALB	LOC110189477|XP_020815222.1|DSER
OG0002205	LOC118457621|XP_035775230.1|AALB	LOC110186218|XP_020810943.1|DSER
OG0002206	LOC118459116|XP_035778074.1|AALB	LOC110177398|XP_020799762.1|DSER
OG0002207	LOC118457570|XP_035775138.1|AALB	LOC110186398|XP_020811220.1|DSER
OG0002208	LOC118458446|XP_035776821.1|AALB	LOC110186565|XP_020811431.1|DSER
OG0002209	LOC118459810|XP_035779445.1|AALB	LOC110187071|XP_020812120.1|DSER
OG0002210	LOC118459808|XP_035779442.1|AALB	LOC110188789|XP_020814304.1|DSER
OG0002211	LOC118457884|XP_035775706.1|AALB, LOC118457882|XP_035775704.1|AALB	LOC110184099|XP_020808150.1|DSER
OG0002212	LOC118459829|XP_035779485.1|AALB	LOC110191220|XP_020817646.1|DSER
OG0002213	LOC118461266|XP_035782292.1|AALB	LOC110191754|XP_020818351.1|DSER
OG0002214	LOC118456662|XP_035773509.1|AALB	LOC110191194|XP_020817621.1|DSER
OG0002215	LOC118466705|XP_035792244.1|AALB	LOC110188042|XP_020813245.1|DSER
OG0002216	LOC118458540|XP_035777015.1|AALB	LOC110179190|XP_020802262.1|DSER
OG0002217	LOC118459559|XP_035778951.1|AALB	LOC110186143|XP_020810852.1|DSER
OG0002218	LOC118456590|XP_035773381.1|AALB	LOC110184272|XP_020808396.1|DSER
OG0002219	LOC118458854|XP_035777668.1|AALB, LOC118456583|XP_035773367.1|AALB	LOC110184261|XP_020808386.1|DSER
OG0002220	LOC118460354|XP_035780489.1|AALB	LOC110184900|XP_020809208.1|DSER
OG0002221	LOC118466122|XP_035790961.1|AALB	LOC110190672|XP_020816936.1|DSER
OG0002222	LOC118465306|XP_035789299.1|AALB	LOC110189758|XP_020815675.1|DSER
OG0002224	LOC118466447|XP_035791661.1|AALB	LOC110182647|XP_020806377.1|DSER
OG0002225	LOC118464801|XP_035788354.1|AALB	LOC110189124|XP_020814757.1|DSER
OG0002226	LOC118464919|XP_035788585.1|AALB	LOC110189733|XP_020815586.1|DSER
OG0002227	LOC118466510|XP_035791849.1|AALB	LOC110191670|XP_020818238.1|DSER
OG0002228	LOC118466654|XP_035792134.1|AALB	LOC110191203|XP_020817632.1|DSER
OG0002229	LOC118466657|XP_035792146.1|AALB	LOC110190114|XP_020816126.1|DSER, LOC110177208|XP_020799489.1|DSER
OG0002230	LOC118466664|XP_035792156.1|AALB	LOC110182221|XP_020805910.1|DSER
OG0002231	LOC118465942|XP_035790558.1|AALB	LOC110189427|XP_020815149.1|DSER
OG0002233	LOC118464923|XP_035788589.1|AALB, LOC118464291|XP_035787466.1|AALB	LOC110190548|XP_020816757.1|DSER
OG0002234	LOC118458706|XP_035777340.1|AALB, LOC118463578|XP_035786111.1|AALB, LOC118463534|XP_035786044.1|AALB	LOC110179313|XP_020802459.1|DSER
OG0002235	LOC118467551|XP_035794042.1|AALB	LOC110177441|XP_020799831.1|DSER
OG0002236	LOC118467329|XP_035793559.1|AALB	LOC110191555|XP_020818089.1|DSER
OG0002237	LOC118467325|XP_035793555.1|AALB	LOC110191666|XP_020818223.1|DSER
OG0002238	LOC118466106|XP_035790918.1|AALB	LOC110189773|XP_020815653.1|DSER
OG0002239	LOC118466786|XP_035792416.1|AALB	LOC110182501|XP_020806212.1|DSER
OG0002240	LOC118467051|XP_035792940.1|AALB	LOC110184537|XP_020808807.1|DSER
OG0002241	LOC118462990|XP_035785096.1|AALB	LOC110190690|XP_020816961.1|DSER
OG0002243	LOC118466547|XP_035791953.1|AALB	LOC110188200|XP_020813456.1|DSER
OG0002244	LOC118464377|XP_035787612.1|AALB	LOC110183695|XP_020807693.1|DSER
OG0002245	LOC118463123|XP_035785367.1|AALB	LOC110189120|XP_020814754.1|DSER
OG0002246	LOC118467806|XP_035794573.1|AALB	LOC110189649|XP_020815452.1|DSER
OG0002247	LOC118467478|XP_035793912.1|AALB	LOC110191518|XP_020818045.1|DSER
OG0002248	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB	LOC110183582|XP_020807552.1|DSER
OG0002249	LOC118467855|XP_035794651.1|AALB, LOC118465592|XP_035789851.1|AALB	LOC110190717|XP_020816998.1|DSER
OG0002250	LOC118465351|XP_035789406.1|AALB	LOC110182993|XP_020806844.1|DSER
OG0002251	LOC118464478|XP_035787784.1|AALB	LOC110182999|XP_020806850.1|DSER
OG0002252	LOC118464998|XP_035788732.1|AALB	LOC110182980|XP_020806831.1|DSER
OG0002253	LOC118467285|XP_035793488.1|AALB	LOC110178688|XP_020801553.1|DSER
OG0002254	LOC118464907|XP_035788563.1|AALB	LOC110190390|XP_020816502.1|DSER
OG0002255	LOC118467349|XP_035793625.1|AALB	LOC110180132|XP_020803435.1|DSER
OG0002256	LOC118464864|XP_035788473.1|AALB	LOC110189550|XP_020815339.1|DSER
OG0002257	LOC118463114|XP_035785332.1|AALB	LOC110179306|XP_020802451.1|DSER
OG0002258	LOC118463220|XP_035785558.1|AALB	LOC110189313|XP_020815018.1|DSER
OG0002259	LOC118464525|XP_035787855.1|AALB, LOC118463221|XP_035785559.1|AALB	LOC110184395|XP_020808566.1|DSER
OG0002260	LOC118465240|XP_035789152.1|AALB	LOC110179040|XP_020802055.1|DSER
OG0002261	LOC118464846|XP_035788434.1|AALB	LOC110190148|XP_020816136.1|DSER
OG0002263	LOC118467095|XP_035793034.1|AALB	LOC110190814|XP_020817124.1|DSER
OG0002264	LOC118466285|XP_035791263.1|AALB	LOC110189684|XP_020815546.1|DSER
OG0002265	LOC118467337|XP_035793588.1|AALB	LOC110185164|XP_020809528.1|DSER
OG0002266	LOC118465839|XP_035790340.1|AALB	LOC110189981|XP_020815928.1|DSER
OG0002267	LOC118463242|XP_035785602.1|AALB	LOC110190496|XP_020816671.1|DSER
OG0002268	LOC118463126|XP_035785376.1|AALB	LOC110189889|XP_020815798.1|DSER
OG0002269	LOC118464520|XP_035787849.1|AALB	LOC110178249|XP_020800960.1|DSER
OG0002270	LOC118467183|XP_035793264.1|AALB	LOC110188922|XP_020814505.1|DSER
OG0002271	LOC118464879|XP_035788514.1|AALB	LOC110190475|XP_020816644.1|DSER
OG0002272	LOC118463255|XP_035785617.1|AALB	LOC110177614|XP_020800078.1|DSER
OG0002273	LOC118467338|XP_035793589.1|AALB	LOC110189870|XP_020815754.1|DSER
OG0002274	LOC118467061|XP_035792956.1|AALB	LOC110188197|XP_020813454.1|DSER
OG0002275	LOC118467896|XP_035794708.1|AALB	LOC110190622|XP_020816876.1|DSER
OG0002276	LOC118462934|XP_035784938.1|AALB	LOC110178725|XP_020801590.1|DSER
OG0002277	LOC118463957|XP_035786833.1|AALB	LOC110178820|XP_020801745.1|DSER
OG0002278	LOC118464557|XP_035787889.1|AALB	LOC110176305|XP_020798285.1|DSER
OG0002279	LOC118463351|XP_035785757.1|AALB	LOC110190592|XP_020816843.1|DSER
OG0002280	LOC118466262|XP_035791217.1|AALB	LOC110189982|XP_020815929.1|DSER
OG0002281	LOC118462558|XP_035784237.1|AALB	LOC110183605|XP_020807580.1|DSER
OG0002282	LOC118466665|XP_035792161.1|AALB	LOC110187663|XP_020812744.1|DSER, LOC110183328|XP_020807236.1|DSER
OG0002283	LOC118464587|XP_035787924.1|AALB	LOC110181107|XP_020804436.1|DSER
OG0002284	LOC118465383|XP_035789470.1|AALB	LOC110182921|XP_020806744.1|DSER
OG0002285	LOC118465615|XP_035789889.1|AALB	LOC110183526|XP_020807479.1|DSER
OG0002286	LOC118466211|XP_035791126.1|AALB	LOC110184063|XP_020808100.1|DSER
OG0002287	LOC118467184|XP_035793272.1|AALB	LOC110188934|XP_020814531.1|DSER
OG0002288	LOC118463340|XP_035785748.1|AALB	LOC110190796|XP_020817097.1|DSER
OG0002289	LOC118463546|XP_035786061.1|AALB	LOC110190026|XP_020815988.1|DSER
OG0002290	LOC118459786|XP_035779400.1|AALB	LOC110185819|XP_020810483.1|DSER
OG0002291	LOC118465044|XP_035788809.1|AALB	LOC110180011|XP_020803262.1|DSER
OG0002292	LOC118467303|XP_035793516.1|AALB	LOC110189226|XP_020814866.1|DSER
OG0002293	LOC118466943|XP_035792737.1|AALB	LOC110176697|XP_020798831.1|DSER
OG0002294	LOC118466144|XP_035790989.1|AALB	LOC110186705|XP_020811637.1|DSER
OG0002295	LOC118457932|XP_035775836.1|AALB	LOC110185581|XP_020810169.1|DSER
OG0002296	LOC118456875|XP_035773881.1|AALB	LOC110176803|XP_020798898.1|DSER
OG0002297	LOC118469081|XP_035796478.1|AALB	LOC110188604|XP_020814026.1|DSER
OG0002298	LOC118457113|XP_035774306.1|AALB	LOC110191563|XP_020818099.1|DSER
OG0002299	LOC118457111|XP_035774303.1|AALB	LOC110180017|XP_020803274.1|DSER
OG0002300	LOC118456309|XP_035772839.1|AALB	LOC110182726|XP_020806486.1|DSER
OG0002301	LOC118457041|XP_035774177.1|AALB	LOC110185085|XP_020809427.1|DSER
OG0002302	LOC118459785|XP_035779394.1|AALB	LOC110185050|XP_020809374.1|DSER
OG0002303	LOC118459800|XP_035779430.1|AALB	LOC110183513|XP_020807458.1|DSER
OG0002304	LOC118460844|XP_035781427.1|AALB	LOC110185705|XP_020810335.1|DSER
OG0002305	LOC118468932|XP_035796148.1|AALB	LOC110184655|XP_020808914.1|DSER
OG0002306	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB	LOC110183858|XP_020807872.1|DSER
OG0002307	LOC118468763|XP_035795830.1|AALB	LOC110179133|XP_020802183.1|DSER, LOC110181312|XP_020804689.1|DSER
OG0002308	LOC118456776|XP_035773744.1|AALB	LOC110176800|XP_020798894.1|DSER
OG0002309	LOC118468743|XP_035795794.1|AALB	LOC110187391|XP_020812439.1|DSER, LOC110177658|XP_020800129.1|DSER
OG0002310	LOC118457960|XP_035775879.1|AALB	LOC110187405|XP_020812452.1|DSER
OG0002311	LOC118468467|XP_035795154.1|AALB	LOC110181339|XP_020804716.1|DSER
OG0002312	LOC118468469|XP_035795180.1|AALB	LOC110185696|XP_020810322.1|DSER
OG0002313	LOC118456223|XP_035772701.1|AALB	LOC110188770|XP_020814303.1|DSER
OG0002314	LOC118458937|XP_035777809.1|AALB	LOC110190899|XP_020817221.1|DSER
OG0002315	LOC118459688|XP_035779216.1|AALB	LOC110176323|XP_020798301.1|DSER
OG0002316	LOC118456915|XP_035773937.1|AALB	LOC110183172|XP_020807023.1|DSER
OG0002317	LOC118457869|XP_035775675.1|AALB	LOC110176167|XP_020798063.1|DSER
OG0002318	LOC118457634|XP_035775258.1|AALB	LOC110187488|XP_020812538.1|DSER, LOC110187505|XP_020812557.1|DSER, LOC110179884|XP_020803144.1|DSER
OG0002319	LOC118460721|XP_035781161.1|AALB	LOC110185890|XP_020810561.1|DSER
OG0002320	LOC118456762|XP_035773720.1|AALB	LOC110179214|XP_020802307.1|DSER
OG0002321	LOC118457451|XP_035774941.1|AALB	LOC110189267|XP_020814941.1|DSER
OG0002322	LOC118458228|XP_035776389.1|AALB	LOC110185978|XP_020810660.1|DSER
OG0002323	LOC118456898|XP_035773915.1|AALB	LOC110187443|XP_020812491.1|DSER
OG0002324	LOC118468475|XP_035795186.1|AALB	LOC110187840|XP_020812981.1|DSER, LOC110190223|XP_020816240.1|DSER
OG0002325	LOC118456146|XP_035772552.1|AALB	LOC110178673|XP_020801533.1|DSER
OG0002326	LOC118460709|XP_035781129.1|AALB	LOC110178674|XP_020801534.1|DSER
OG0002327	LOC118460707|XP_035781112.1|AALB	LOC110188135|XP_020813382.1|DSER
OG0002328	LOC118468753|XP_035795807.1|AALB	LOC110181369|XP_020804756.1|DSER
OG0002329	LOC118456215|XP_035772688.1|AALB	LOC110185810|XP_020810473.1|DSER
OG0002330	LOC118460750|XP_035781229.1|AALB	LOC110185651|XP_020810267.1|DSER
OG0002331	LOC118456462|XP_035773131.1|AALB	LOC110179463|XP_020802681.1|DSER
OG0002332	LOC118458894|XP_035777742.1|AALB	LOC110185290|XP_020809698.1|DSER
OG0002333	LOC118458297|XP_035776515.1|AALB	LOC110184111|XP_020808163.1|DSER
OG0002334	LOC118458560|XP_035777096.1|AALB	LOC110183124|XP_020806974.1|DSER
OG0002335	LOC118456211|XP_035772674.1|AALB	LOC110178264|XP_020800988.1|DSER
OG0002336	LOC118460658|XP_035781016.1|AALB	LOC110185301|XP_020809711.1|DSER
OG0002337	LOC118461048|XP_035781832.1|AALB	LOC110177027|XP_020799205.1|DSER
OG0002338	LOC118461165|XP_035782056.1|AALB	LOC110180229|XP_020803541.1|DSER, LOC110182660|XP_020806397.1|DSER
OG0002339	LOC118461475|XP_035782722.1|AALB	LOC110187208|XP_020812267.1|DSER
OG0002340	LOC118461474|XP_035782720.1|AALB	LOC110183998|XP_020808014.1|DSER
OG0002341	LOC118460122|XP_035780054.1|AALB	LOC110178012|XP_020800685.1|DSER
OG0002342	LOC118459081|XP_035778027.1|AALB	LOC110184862|XP_020809165.1|DSER
OG0002343	LOC118461707|XP_035783226.1|AALB	LOC110182349|XP_020806048.1|DSER
OG0002344	LOC118467663|XP_035794309.1|AALB	LOC110182853|XP_020806646.1|DSER
OG0002345	LOC118460115|XP_035780046.1|AALB	LOC110182890|XP_020806693.1|DSER
OG0002346	LOC118457666|XP_035775313.1|AALB	LOC110185698|XP_020810325.1|DSER
OG0002347	LOC118457603|XP_035775202.1|AALB	LOC110177693|XP_020800175.1|DSER
OG0002348	LOC118468429|XP_035795084.1|AALB	LOC110176849|XP_020798969.1|DSER
OG0002349	LOC118459299|XP_035778441.1|AALB	LOC110182892|XP_020806701.1|DSER
OG0002350	LOC118463437|XP_035785904.1|AALB	LOC110184192|XP_020808277.1|DSER
OG0002351	LOC118459093|XP_035778051.1|AALB	LOC110178229|XP_020800937.1|DSER
OG0002352	LOC118457750|XP_035775456.1|AALB	LOC110189396|XP_020815110.1|DSER
OG0002353	LOC118461236|XP_035782228.1|AALB	LOC110185013|XP_020809324.1|DSER, LOC110185119|XP_020809470.1|DSER, LOC110176568|XP_020798618.1|DSER, LOC110185019|XP_020809330.1|DSER
OG0002354	LOC118460926|XP_035781579.1|AALB	LOC110180603|XP_020803947.1|DSER, LOC110183034|XP_020806879.1|DSER, LOC110183013|XP_020806862.1|DSER
OG0002355	LOC118461968|XP_035783771.1|AALB	LOC110176560|XP_020798607.1|DSER
OG0002356	LOC118466908|XP_035792668.1|AALB	LOC110181173|XP_020804508.1|DSER
OG0002357	LOC118466858|XP_035792590.1|AALB	LOC110176433|XP_020798441.1|DSER
OG0002358	LOC118461531|XP_035782856.1|AALB	LOC110183294|XP_020807187.1|DSER
OG0002359	LOC118459526|XP_035778876.1|AALB	LOC110183236|XP_020807111.1|DSER
OG0002360	LOC118458718|XP_035777356.1|AALB	LOC110184990|XP_020809301.1|DSER
OG0002361	LOC118456206|XP_035772664.1|AALB	LOC110190134|XP_020816116.1|DSER
OG0002362	LOC118467138|XP_035793152.1|AALB	LOC110180315|XP_020803630.1|DSER, LOC110182696|XP_020806450.1|DSER
OG0002363	LOC118458268|XP_035776472.1|AALB	LOC110182664|XP_020806401.1|DSER, LOC110180221|XP_020803531.1|DSER
OG0002364	LOC118458266|XP_035776451.1|AALB	LOC110182655|XP_020806385.1|DSER, LOC110180222|XP_020803532.1|DSER
OG0002365	LOC118458465|XP_035776877.1|AALB	LOC110182681|XP_020806432.1|DSER
OG0002366	LOC118459997|XP_035779791.1|AALB	LOC110179181|XP_020802243.1|DSER
OG0002367	LOC118459833|XP_035779489.1|AALB	LOC110182246|XP_020805922.1|DSER
OG0002368	LOC118460004|XP_035779816.1|AALB	LOC110186098|XP_020810799.1|DSER
OG0002369	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB	LOC110180118|XP_020803417.1|DSER
OG0002370	LOC118460984|XP_035781699.1|AALB	LOC110185988|XP_020810673.1|DSER
OG0002371	LOC118460985|XP_035781700.1|AALB	LOC110185728|XP_020810371.1|DSER
OG0002372	LOC118457711|XP_035775387.1|AALB	LOC110177067|XP_020799244.1|DSER
OG0002373	LOC118462015|XP_035783854.1|AALB	LOC110187338|XP_020812384.1|DSER
OG0002374	LOC118456445|XP_035773101.1|AALB	LOC110190556|XP_020816775.1|DSER
OG0002375	LOC118466314|XP_035791318.1|AALB	LOC110185391|XP_020809829.1|DSER
OG0002376	LOC118460350|XP_035780481.1|AALB	LOC110185552|XP_020810129.1|DSER
OG0002377	LOC118456556|XP_035773318.1|AALB	LOC110177196|XP_020799451.1|DSER
OG0002378	LOC118460962|XP_035781631.1|AALB	LOC110177485|XP_020799896.1|DSER
OG0002379	LOC118461197|XP_035782135.1|AALB	LOC110181184|XP_020804521.1|DSER
OG0002380	LOC118459636|XP_035779107.1|AALB	LOC110182063|XP_020805684.1|DSER
OG0002381	LOC118460788|XP_035781285.1|AALB	LOC110179263|XP_020802377.1|DSER
OG0002382	LOC118460791|XP_035781289.1|AALB	LOC110184120|XP_020808184.1|DSER
OG0002383	LOC118460797|XP_035781297.1|AALB	LOC110177590|XP_020800033.1|DSER
OG0002384	LOC118459894|XP_035779594.1|AALB	LOC110180159|XP_020803473.1|DSER
OG0002386	LOC118461232|XP_035782219.1|AALB	LOC110188468|XP_020813857.1|DSER
OG0002387	LOC118456943|XP_035773999.1|AALB	LOC110190974|XP_020817328.1|DSER
OG0002388	LOC118461033|XP_035781807.1|AALB	LOC110188720|XP_020814193.1|DSER
OG0002389	LOC118457262|XP_035774544.1|AALB	LOC110185244|XP_020809642.1|DSER
OG0002390	LOC118456611|XP_035773413.1|AALB	LOC110183431|XP_020807371.1|DSER
OG0002391	LOC118458861|XP_035777685.1|AALB	LOC110177337|XP_020799685.1|DSER
OG0002392	LOC118457880|XP_035775702.1|AALB	LOC110185201|XP_020809586.1|DSER
OG0002393	LOC118458618|XP_035777194.1|AALB	LOC110177572|XP_020800007.1|DSER
OG0002394	LOC118469031|XP_035796379.1|AALB	LOC110191787|XP_020818396.1|DSER
OG0002395	LOC118461927|XP_035783692.1|AALB	LOC110187721|XP_020812825.1|DSER
OG0002396	LOC118457109|XP_035774301.1|AALB	LOC110177796|XP_020800344.1|DSER
OG0002397	LOC118461824|XP_035783473.1|AALB	LOC110181850|XP_020805418.1|DSER
OG0002398	LOC118459453|XP_035778752.1|AALB	LOC110184421|XP_020808615.1|DSER
OG0002399	LOC118458284|XP_035776499.1|AALB	LOC110189368|XP_020815074.1|DSER
OG0002400	LOC118456280|XP_035772786.1|AALB	LOC110180023|XP_020803282.1|DSER
OG0002401	LOC118468297|XP_035794919.1|AALB	LOC110185450|XP_020809943.1|DSER
OG0002402	LOC118460542|XP_035780825.1|AALB	LOC110191741|XP_020818331.1|DSER
OG0002403	LOC118460543|XP_035780826.1|AALB	LOC110191801|XP_020818412.1|DSER
OG0002404	LOC118457979|XP_035775919.1|AALB	LOC110187662|XP_020812740.1|DSER
OG0002405	LOC118457615|XP_035775219.1|AALB	LOC110177165|XP_020799410.1|DSER
OG0002406	LOC118468618|XP_035795521.1|AALB	LOC110188532|XP_020813935.1|DSER
OG0002408	LOC118461594|XP_035782991.1|AALB	LOC110177129|XP_020799357.1|DSER
OG0002410	LOC118457203|XP_035774446.1|AALB	LOC110188314|XP_020813681.1|DSER
OG0002411	LOC118461853|XP_035783539.1|AALB	LOC110184152|XP_020808220.1|DSER, LOC110186338|XP_020811145.1|DSER
OG0002412	LOC118461405|XP_035782574.1|AALB	LOC110188919|XP_020814500.1|DSER
OG0002413	LOC118461318|XP_035782411.1|AALB	LOC110179631|XP_020802901.1|DSER
OG0002414	LOC118461716|XP_035783267.1|AALB	LOC110186976|XP_020811987.1|DSER
OG0002415	LOC118468461|XP_035795147.1|AALB	LOC110176591|XP_020798666.1|DSER
OG0002416	LOC118461510|XP_035782832.1|AALB, LOC118463829|XP_035786610.1|AALB	LOC110185423|XP_020809895.1|DSER
OG0002417	LOC118459010|XP_035777908.1|AALB	LOC110176949|XP_020799110.1|DSER
OG0002418	LOC118458867|XP_035777710.1|AALB	LOC110185348|XP_020809784.1|DSER
OG0002419	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB	LOC110181882|XP_020805469.1|DSER
OG0002420	LOC118460161|XP_035780154.1|AALB	LOC110187672|XP_020812756.1|DSER
OG0002421	LOC118456354|XP_035772908.1|AALB	LOC110186227|XP_020810949.1|DSER
OG0002422	LOC118457412|XP_035774876.1|AALB	LOC110191085|XP_020817489.1|DSER
