Orthogroup	AALB.longest_only	SLEB.longest_only
OG0000801	LOC118463198|XP_035785525.1|AALB	LOC115626800|XP_030378133.1|SLEB
OG0000802	LOC118467277|XP_035793472.1|AALB	LOC115628822|XP_030380912.1|SLEB
OG0000803	LOC118467719|XP_035794418.1|AALB	LOC115630694|XP_030383206.1|SLEB, LOC115622649|XP_030372516.1|SLEB
OG0000810	LOC118456265|XP_035772760.1|AALB	LOC115633165|XP_030386437.1|SLEB
OG0000811	LOC118466450|XP_035791682.1|AALB	LOC115634013|XP_030387397.1|SLEB, LOC115627523|XP_030379086.1|SLEB
OG0000812	LOC118467412|XP_035793789.1|AALB	LOC115628035|XP_030379838.1|SLEB
OG0000813	LOC118463261|XP_035785624.1|AALB	LOC115631533|XP_030384166.1|SLEB
OG0000814	LOC118465745|XP_035790105.1|AALB	LOC115631370|XP_030383951.1|SLEB
OG0000815	LOC118459814|XP_035779450.1|AALB	LOC115628494|XP_030380489.1|SLEB
OG0000816	LOC118466970|XP_035792778.1|AALB	LOC115626829|XP_030378170.1|SLEB, LOC115623329|XP_030373452.1|SLEB
OG0000818	LOC118461934|XP_035783701.1|AALB	LOC115627273|XP_030378763.1|SLEB, LOC115627208|XP_030378687.1|SLEB
OG0000819	LOC118457457|XP_035774950.1|AALB	LOC115629908|XP_030382373.1|SLEB, LOC115629909|XP_030382374.1|SLEB
OG0000820	LOC118463815|XP_035786587.1|AALB	LOC115629748|XP_030382144.1|SLEB, LOC115633748|XP_030387083.1|SLEB
OG0000821	LOC118465578|XP_035789840.1|AALB	LOC115621003|XP_030370383.1|SLEB, LOC115634734|XP_030388480.1|SLEB
OG0000822	LOC118466197|XP_035791108.1|AALB	LOC115626101|XP_030377213.1|SLEB
OG0000830	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB	LOC115627051|XP_030378454.1|SLEB
OG0000831	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB	LOC115620550|XP_030369694.1|SLEB
OG0000832	LOC118460735|XP_035781187.1|AALB	LOC115630056|XP_030382550.1|SLEB, LOC115626117|XP_030377232.1|SLEB
OG0000833	LOC118463051|XP_035785194.1|AALB	LOC115633915|XP_030387287.1|SLEB
OG0000834	LOC118464380|XP_035787616.1|AALB	LOC115622025|XP_030371744.1|SLEB
OG0000836	LOC118460970|XP_035781675.1|AALB	LOC115631033|XP_030383516.1|SLEB
OG0000837	LOC118459718|XP_035779272.1|AALB	LOC115633929|XP_030387306.1|SLEB, LOC115629286|XP_030381586.1|SLEB
OG0000838	LOC118458035|XP_035776046.1|AALB	LOC115631443|XP_030384046.1|SLEB, LOC115631811|XP_030384508.1|SLEB
OG0000839	LOC118460038|XP_035779893.1|AALB	LOC115623518|XP_030373759.1|SLEB, LOC115623788|XP_030374190.1|SLEB
OG0000840	LOC118460519|XP_035780787.1|AALB	LOC115629508|XP_030381849.1|SLEB, LOC115627464|XP_030378996.1|SLEB
OG0000841	LOC118457107|XP_035774292.1|AALB	LOC115620566|XP_030369715.1|SLEB
OG0000842	LOC118467493|XP_035793936.1|AALB	LOC115634348|XP_030387864.1|SLEB, LOC115620792|XP_030370072.1|SLEB
OG0000843	LOC118467383|XP_035793713.1|AALB	LOC115623677|XP_030374010.1|SLEB
OG0000844	LOC118462801|XP_035784693.1|AALB	LOC115620021|XP_030368985.1|SLEB, LOC115623803|XP_030374206.1|SLEB
OG0000845	LOC118464667|XP_035788072.1|AALB	LOC115629856|XP_030382299.1|SLEB
OG0000854	LOC118468375|XP_035795031.1|AALB	LOC115627108|XP_030378530.1|SLEB
OG0000855	LOC118462018|XP_035783872.1|AALB	LOC115626856|XP_030378217.1|SLEB, LOC115620282|XP_030369316.1|SLEB
OG0000856	LOC118462080|XP_035783992.1|AALB	LOC115624521|XP_030375100.1|SLEB
OG0000857	LOC118461650|XP_035783123.1|AALB, LOC118461663|XP_035783145.1|AALB	LOC115633358|XP_030386658.1|SLEB
OG0000858	LOC118460903|XP_035781540.1|AALB	LOC115620449|XP_030369539.1|SLEB
OG0000860	LOC118467315|XP_035793543.1|AALB	LOC115632420|XP_030385419.1|SLEB
OG0000861	LOC118467097|XP_035793036.1|AALB	LOC115634652|XP_030388369.1|SLEB
OG0000862	LOC118467136|XP_035793144.1|AALB	LOC115634668|XP_030388388.1|SLEB
OG0000863	LOC118462855|XP_035784804.1|AALB	LOC115625341|XP_030376227.1|SLEB, LOC115623625|XP_030373924.1|SLEB, LOC115623958|XP_030374384.1|SLEB
OG0000864	LOC118461400|XP_035782558.1|AALB	LOC115626614|XP_030377867.1|SLEB, LOC115629280|XP_030381572.1|SLEB
OG0000865	LOC118457283|XP_035774637.1|AALB	LOC115623571|XP_030373827.1|SLEB
OG0000866	LOC118461640|XP_035783103.1|AALB	LOC115632046|XP_030384877.1|SLEB
OG0000867	LOC118457872|XP_035775679.1|AALB	LOC115629843|XP_030382284.1|SLEB
OG0000868	LOC118457576|XP_035775146.1|AALB, LOC118459923|XP_035779666.1|AALB	LOC115626754|XP_030378069.1|SLEB
OG0000870	LOC118463907|XP_035786738.1|AALB	LOC115631395|XP_030384015.1|SLEB
OG0000871	LOC118466733|XP_035792309.1|AALB	LOC115623615|XP_030373897.1|SLEB
OG0000872	LOC118463586|XP_035786133.1|AALB	LOC115629607|XP_030381963.1|SLEB, LOC115633646|XP_030386947.1|SLEB
OG0000873	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB	LOC115624746|XP_030375434.1|SLEB, LOC115634051|XP_030387456.1|SLEB
OG0000874	LOC118463225|XP_035785567.1|AALB	LOC115633322|XP_030386614.1|SLEB, LOC115628366|XP_030380306.1|SLEB
OG0000875	LOC118466928|XP_035792707.1|AALB	LOC115624168|XP_030374625.1|SLEB, LOC115624766|XP_030375459.1|SLEB
OG0000882	LOC118460321|XP_035780429.1|AALB	LOC115629213|XP_030381474.1|SLEB
OG0000883	LOC118456749|XP_035773701.1|AALB, LOC118457045|XP_035774188.1|AALB, LOC118466014|XP_035790719.1|AALB	LOC115629813|XP_030382240.1|SLEB
OG0000884	LOC118468700|XP_035795717.1|AALB	LOC115629830|XP_030382265.1|SLEB
OG0000885	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB	LOC115621601|XP_030371153.1|SLEB
OG0000887	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB, LOC118463810|XP_035786579.1|AALB, LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB	LOC115626660|XP_030377932.1|SLEB
OG0000888	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB	LOC115633127|XP_030386383.1|SLEB, LOC115632606|XP_030385693.1|SLEB
OG0000889	LOC118463477|XP_035785960.1|AALB	LOC115632962|XP_030386122.1|SLEB
OG0000890	LOC118465805|XP_035790266.1|AALB	LOC115620765|XP_030370030.1|SLEB
OG0000891	LOC118457690|XP_035775354.1|AALB	LOC115631029|XP_030383507.1|SLEB, LOC115631138|XP_030383667.1|SLEB
OG0000892	LOC118461667|XP_035783148.1|AALB	LOC115623089|XP_030373155.1|SLEB, LOC115630075|XP_030382571.1|SLEB
OG0000893	LOC118461100|XP_035781909.1|AALB	LOC115623838|XP_030374239.1|SLEB
OG0000894	LOC118457777|XP_035775501.1|AALB	LOC115625115|XP_030375881.1|SLEB
OG0000895	LOC118458352|XP_035776596.1|AALB	LOC115633662|XP_030386967.1|SLEB
OG0000907	LOC118459253|XP_035778358.1|AALB	LOC115623688|XP_030374022.1|SLEB
OG0000909	LOC118459629|XP_035779099.1|AALB	LOC115629921|XP_030382386.1|SLEB, LOC115629451|XP_030381776.1|SLEB
OG0000910	LOC118462988|XP_035785093.1|AALB	LOC115629094|XP_030381271.1|SLEB
OG0000911	LOC118464594|XP_035787930.1|AALB	LOC115628689|XP_030380728.1|SLEB
OG0000912	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB	LOC115633636|XP_030386934.1|SLEB
OG0000913	LOC118462547|XP_035784207.1|AALB	LOC115624511|XP_030375083.1|SLEB
OG0000913	LOC118462550|XP_035784209.1|AALB	LOC115624512|XP_030375084.1|SLEB
OG0000914	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB	LOC115634220|XP_030387671.1|SLEB
OG0000915	LOC118457378|XP_035774806.1|AALB, LOC118459897|XP_035779606.1|AALB	LOC115634001|XP_030387386.1|SLEB
OG0000916	LOC118458441|XP_035776810.1|AALB, LOC118458711|XP_035777344.1|AALB, LOC118456560|XP_035773322.1|AALB, LOC118468342|XP_035794994.1|AALB, LOC118459910|XP_035779638.1|AALB, LOC118458633|XP_035777215.1|AALB, LOC118456982|XP_035774080.1|AALB, LOC118460472|XP_035780690.1|AALB, LOC118459193|XP_035778247.1|AALB, LOC118468359|XP_035795012.1|AALB	LOC115631986|XP_030384763.1|SLEB
OG0000917	LOC118458771|XP_035777457.1|AALB	LOC115632603|XP_030385688.1|SLEB, LOC115632019|XP_030384822.1|SLEB
OG0000918	LOC118460938|XP_035781593.1|AALB	LOC115625872|XP_030376943.1|SLEB
OG0000920	LOC118462795|XP_035784685.1|AALB, LOC118462796|XP_035784686.1|AALB, LOC118458426|XP_035776774.1|AALB	LOC115633279|XP_030386550.1|SLEB
OG0000921	LOC118460639|XP_035780986.1|AALB	LOC115630018|XP_030382512.1|SLEB
OG0000922	LOC118456255|XP_035772750.1|AALB	LOC115628430|XP_030380378.1|SLEB
OG0000923	LOC118466584|XP_035792037.1|AALB	LOC115623827|XP_030374230.1|SLEB
OG0000924	LOC118463875|XP_035786688.1|AALB	LOC115629931|XP_030382395.1|SLEB
OG0000925	LOC118467575|XP_035794113.1|AALB	LOC115621220|XP_030370664.1|SLEB
OG0000935	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB	LOC115620735|XP_030369981.1|SLEB
OG0000936	LOC118461155|XP_035782074.1|AALB	LOC115630040|XP_030382533.1|SLEB
OG0000938	LOC118458727|XP_035777387.1|AALB	LOC115629870|XP_030382325.1|SLEB
OG0000939	LOC118458045|XP_035776058.1|AALB	LOC115631095|XP_030383606.1|SLEB
OG0000940	LOC118457807|XP_035775553.1|AALB	LOC115629373|XP_030381691.1|SLEB, LOC115628257|XP_030380135.1|SLEB
OG0000941	LOC118457833|XP_035775602.1|AALB	LOC115626463|XP_030377705.1|SLEB, LOC115630089|XP_030382576.1|SLEB
OG0000942	LOC118461937|XP_035783705.1|AALB	LOC115623244|XP_030373364.1|SLEB
OG0000943	LOC118464680|XP_035788095.1|AALB	LOC115620354|XP_030369421.1|SLEB
OG0000944	LOC118463430|XP_035785890.1|AALB	LOC115627130|XP_030378563.1|SLEB
OG0000945	LOC118462643|XP_035784385.1|AALB	LOC115624796|XP_030375500.1|SLEB
OG0000946	LOC118468439|XP_035795094.1|AALB, LOC118458079|XP_035776129.1|AALB	LOC115630459|XP_030382884.1|SLEB
OG0000947	LOC118459427|XP_035778666.1|AALB, LOC118459425|XP_035778663.1|AALB, LOC118459426|XP_035778664.1|AALB	LOC115634584|XP_030388277.1|SLEB
OG0000948	LOC118460957|XP_035781625.1|AALB	LOC115632809|XP_030385921.1|SLEB
OG0000949	LOC118461660|XP_035783134.1|AALB	LOC115629933|XP_030382398.1|SLEB
OG0000949	LOC118461659|XP_035783133.1|AALB	LOC115629932|XP_030382397.1|SLEB
OG0000950	LOC118459856|XP_035779521.1|AALB	LOC115624154|XP_030374611.1|SLEB
OG0000951	LOC118467062|XP_035792970.1|AALB	LOC115620607|XP_030369781.1|SLEB, LOC115631589|XP_030384250.1|SLEB, LOC115629565|XP_030381917.1|SLEB, LOC115629566|XP_030381918.1|SLEB, LOC115630781|XP_030383297.1|SLEB
OG0000952	LOC118463414|XP_035785859.1|AALB	LOC115631113|XP_030383633.1|SLEB
OG0000964	LOC118461375|XP_035782519.1|AALB	LOC115629928|XP_030382396.1|SLEB
OG0000965	LOC118458186|XP_035776321.1|AALB	LOC115633244|XP_030386499.1|SLEB
OG0000966	LOC118463865|XP_035786672.1|AALB	LOC115633760|XP_030387095.1|SLEB
OG0000968	LOC118464835|XP_035788404.1|AALB	LOC115628295|XP_030380202.1|SLEB
OG0000969	LOC118467288|XP_035793494.1|AALB	LOC115629995|XP_030382487.1|SLEB, LOC115633028|XP_030386225.1|SLEB, LOC115621359|XP_030370843.1|SLEB
OG0000970	LOC118459232|XP_035778322.1|AALB	LOC115620768|XP_030370032.1|SLEB
OG0000971	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB	LOC115631506|XP_030384125.1|SLEB
OG0000972	LOC118457048|XP_035774189.1|AALB	LOC115632559|XP_030385633.1|SLEB, LOC115633225|XP_030386479.1|SLEB
OG0000974	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB	LOC115622411|XP_030372204.1|SLEB, LOC115622410|XP_030372203.1|SLEB
OG0000975	LOC118461802|XP_035783438.1|AALB	LOC115621202|XP_030370641.1|SLEB, LOC115623709|XP_030374048.1|SLEB
OG0000976	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB	LOC115625075|XP_030375823.1|SLEB
OG0000977	LOC118468937|XP_035796163.1|AALB	LOC115625370|XP_030376266.1|SLEB
OG0000978	LOC118464760|XP_035788272.1|AALB	LOC115623541|XP_030373784.1|SLEB
OG0000979	LOC118459941|XP_035779710.1|AALB	LOC115632690|XP_030385786.1|SLEB, LOC115628156|XP_030379990.1|SLEB
OG0000988	LOC118465612|XP_035789882.1|AALB	LOC115631067|XP_030383573.1|SLEB, LOC115631590|XP_030384251.1|SLEB, LOC115629834|XP_030382271.1|SLEB
OG0000990	LOC118461263|XP_035782289.1|AALB	LOC115626648|XP_030377913.1|SLEB
OG0000991	LOC118467778|XP_035794509.1|AALB	LOC115620234|XP_030369238.1|SLEB
OG0000991	LOC118460991|XP_035781709.1|AALB	LOC115629805|XP_030382228.1|SLEB
OG0000992	LOC118467370|XP_035793679.1|AALB	LOC115621203|XP_030370644.1|SLEB
OG0000993	LOC118458879|XP_035777722.1|AALB	LOC115621783|XP_030371401.1|SLEB
OG0000994	LOC118460067|XP_035779957.1|AALB	LOC115628886|XP_030381003.1|SLEB
OG0000995	LOC118467882|XP_035794687.1|AALB	LOC115625662|XP_030376654.1|SLEB
OG0000996	LOC118464625|XP_035787964.1|AALB	LOC115631694|XP_030384380.1|SLEB, LOC115627128|XP_030378560.1|SLEB, LOC115627324|XP_030378828.1|SLEB, LOC115627312|XP_030378815.1|SLEB, LOC115622197|XP_030371949.1|SLEB, LOC115622196|XP_030371948.1|SLEB, LOC115627203|XP_030378681.1|SLEB, LOC115622171|XP_030371910.1|SLEB
OG0000997	LOC118463841|XP_035786637.1|AALB	LOC115626266|XP_030377478.1|SLEB
OG0000998	LOC118463641|XP_035786269.1|AALB	LOC115624936|XP_030375647.1|SLEB, LOC115624642|XP_030375270.1|SLEB
OG0000999	LOC118464812|XP_035788372.1|AALB	LOC115634097|XP_030387514.1|SLEB, LOC115626649|XP_030377914.1|SLEB
OG0001000	LOC118468586|XP_035795411.1|AALB	LOC115620263|XP_030369285.1|SLEB
OG0001001	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB	LOC115632602|XP_030385691.1|SLEB
OG0001002	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB	LOC115631311|XP_030383885.1|SLEB
OG0001003	LOC118458880|XP_035777724.1|AALB	LOC115621145|XP_030370561.1|SLEB
OG0001004	LOC118461508|XP_035782830.1|AALB	LOC115623593|XP_030373853.1|SLEB
OG0001005	LOC118457323|XP_035774708.1|AALB	LOC115633224|XP_030386476.1|SLEB
OG0001006	LOC118466540|XP_035791949.1|AALB	LOC115632081|XP_030384901.1|SLEB
OG0001007	LOC118465783|XP_035790210.1|AALB	LOC115628319|XP_030380235.1|SLEB, LOC115628165|XP_030380006.1|SLEB
OG0001008	LOC118465025|XP_035788783.1|AALB	LOC115627803|XP_030379493.1|SLEB, LOC115622732|XP_030372672.1|SLEB
OG0001009	LOC118457397|XP_035774827.1|AALB	LOC115625207|XP_030376036.1|SLEB
OG0001019	LOC118465401|XP_035789500.1|AALB	LOC115621697|XP_030371263.1|SLEB
OG0001020	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB	LOC115627705|XP_030379308.1|SLEB
OG0001021	LOC118461867|XP_035783581.1|AALB	LOC115628996|XP_030381140.1|SLEB
OG0001022	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB	LOC115629232|XP_030381503.1|SLEB
OG0001024	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB	LOC115621057|XP_030370438.1|SLEB
OG0001025	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB	LOC115632296|XP_030385249.1|SLEB
OG0001026	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB	LOC115634218|XP_030387668.1|SLEB
OG0001027	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB	LOC115634679|XP_030388398.1|SLEB
OG0001028	LOC118466252|XP_035791197.1|AALB	LOC115631799|XP_030384497.1|SLEB
OG0001031	LOC118458005|XP_035775973.1|AALB	LOC115626140|XP_030377262.1|SLEB
OG0001032	LOC118456400|XP_035772993.1|AALB	LOC115626259|XP_030377427.1|SLEB
OG0001033	LOC118466176|XP_035791056.1|AALB	LOC115626759|XP_030378075.1|SLEB
OG0001042	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB	LOC115620583|XP_030369748.1|SLEB
OG0001043	LOC118458781|XP_035777499.1|AALB	LOC115628817|XP_030380904.1|SLEB, LOC115626073|XP_030377185.1|SLEB
OG0001045	LOC118460207|XP_035780211.1|AALB	LOC115623369|XP_030373520.1|SLEB
OG0001046	LOC118461602|XP_035783012.1|AALB	LOC115634073|XP_030387480.1|SLEB
OG0001048	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB	LOC115624518|XP_030375094.1|SLEB
OG0001049	LOC118467134|XP_035793137.1|AALB	LOC115622282|XP_030372044.1|SLEB
OG0001050	LOC118466206|XP_035791116.1|AALB	LOC115633103|XP_030386344.1|SLEB
OG0001051	LOC118458232|XP_035776394.1|AALB	LOC115626170|XP_030377305.1|SLEB
OG0001052	LOC118456651|XP_035773484.1|AALB	LOC115625856|XP_030376924.1|SLEB
OG0001053	LOC118468491|XP_035795212.1|AALB	LOC115629515|XP_030381856.1|SLEB
OG0001054	LOC118458947|XP_035777823.1|AALB	LOC115621268|XP_030370728.1|SLEB, LOC115621267|XP_030370726.1|SLEB
OG0001055	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB	LOC115623459|XP_030373676.1|SLEB
OG0001056	LOC118458531|XP_035777002.1|AALB	LOC115629116|XP_030381305.1|SLEB
OG0001057	LOC118456428|XP_035773077.1|AALB	LOC115626571|XP_030377810.1|SLEB
OG0001058	LOC118462874|XP_035784828.1|AALB	LOC115626762|XP_030378079.1|SLEB
OG0001073	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB	LOC115620613|XP_030369790.1|SLEB
OG0001074	LOC118465055|XP_035788830.1|AALB	LOC115629282|XP_030381580.1|SLEB
OG0001077	LOC118468651|XP_035795571.1|AALB	LOC115628105|XP_030379946.1|SLEB, LOC115622189|XP_030371940.1|SLEB
OG0001078	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB	LOC115629550|XP_030381894.1|SLEB
OG0001079	LOC118462980|XP_035785069.1|AALB	LOC115628277|XP_030380166.1|SLEB, LOC115625668|XP_030376663.1|SLEB
OG0001080	LOC118466686|XP_035792207.1|AALB	LOC115624602|XP_030375207.1|SLEB
OG0001081	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB	LOC115623563|XP_030373819.1|SLEB
OG0001082	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB	LOC115633819|XP_030387165.1|SLEB
OG0001083	LOC118463887|XP_035786707.1|AALB	LOC115622457|XP_030372260.1|SLEB
OG0001084	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB	LOC115634450|XP_030388021.1|SLEB, LOC115626481|XP_030377728.1|SLEB
OG0001085	LOC118463368|XP_035785785.1|AALB	LOC115620042|XP_030369021.1|SLEB
OG0001086	LOC118466154|XP_035791022.1|AALB	LOC115633783|XP_030387120.1|SLEB
OG0001088	LOC118463537|XP_035786046.1|AALB	LOC115632153|XP_030385030.1|SLEB
OG0001089	LOC118463098|XP_035785279.1|AALB	LOC115624666|XP_030375317.1|SLEB
OG0001090	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB	LOC115632913|XP_030386063.1|SLEB
OG0001091	LOC118467703|XP_035794379.1|AALB, LOC118467702|XP_035794378.1|AALB, LOC118464616|XP_035787954.1|AALB, LOC118464294|XP_035787469.1|AALB	LOC115626977|XP_030378353.1|SLEB, LOC115622836|XP_030372776.1|SLEB
OG0001092	LOC118458375|XP_035776670.1|AALB	LOC115626353|XP_030377564.1|SLEB
OG0001093	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB	LOC115625952|XP_030377051.1|SLEB
OG0001094	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB	LOC115626021|XP_030377129.1|SLEB
OG0001095	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB	LOC115631077|XP_030383583.1|SLEB
OG0001096	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB	LOC115630418|XP_030382814.1|SLEB
OG0001097	LOC118468054|XP_035794870.1|AALB	LOC115631632|XP_030384301.1|SLEB
OG0001099	LOC118459695|XP_035779229.1|AALB	LOC115622780|XP_030372698.1|SLEB, LOC115622709|XP_030372600.1|SLEB
OG0001100	LOC118467040|XP_035792918.1|AALB	LOC115620897|XP_030370246.1|SLEB
OG0001101	LOC118465160|XP_035789001.1|AALB	LOC115620481|XP_030369577.1|SLEB
OG0001102	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB	LOC115632575|XP_030385656.1|SLEB
OG0001103	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB	LOC115621774|XP_030371386.1|SLEB
OG0001104	LOC118466871|XP_035792612.1|AALB	LOC115627926|XP_030379680.1|SLEB, LOC115627925|XP_030379679.1|SLEB, LOC115624069|XP_030374515.1|SLEB
OG0001105	LOC118464948|XP_035788630.1|AALB	LOC115628911|XP_030381032.1|SLEB, LOC115633755|XP_030387089.1|SLEB
OG0001106	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB	LOC115627975|XP_030379731.1|SLEB, LOC115627822|XP_030379516.1|SLEB
OG0001118	LOC118464394|XP_035787640.1|AALB	LOC115627305|XP_030378807.1|SLEB
OG0001119	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB	LOC115630078|XP_030382561.1|SLEB
OG0001120	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB	LOC115623083|XP_030373145.1|SLEB, LOC115621079|XP_030370469.1|SLEB
OG0001122	LOC118466831|XP_035792522.1|AALB	LOC115632561|XP_030385637.1|SLEB
OG0001124	LOC118465314|XP_035789323.1|AALB	LOC115625095|XP_030375854.1|SLEB
OG0001125	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB	LOC115621080|XP_030370470.1|SLEB
OG0001127	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB	LOC115622276|XP_030372037.1|SLEB
OG0001128	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB	LOC115632412|XP_030385447.1|SLEB
OG0001129	LOC118456467|XP_035773148.1|AALB	LOC115626279|XP_030377461.1|SLEB
OG0001130	LOC118468542|XP_035795318.1|AALB	LOC115625688|XP_030376687.1|SLEB
OG0001131	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB	LOC115628051|XP_030379856.1|SLEB
OG0001133	LOC118459323|XP_035778470.1|AALB	LOC115630972|XP_030383412.1|SLEB, LOC115630971|XP_030383411.1|SLEB
OG0001134	LOC118459711|XP_035779262.1|AALB	LOC115633664|XP_030386969.1|SLEB
OG0001135	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB	LOC115620845|XP_030370146.1|SLEB
OG0001136	LOC118461028|XP_035781783.1|AALB	LOC115624234|XP_030374711.1|SLEB, LOC115623765|XP_030374161.1|SLEB
OG0001137	LOC118457518|XP_035775055.1|AALB	LOC115621022|XP_030370402.1|SLEB
OG0001138	LOC118464731|XP_035788215.1|AALB	LOC115624755|XP_030375446.1|SLEB
OG0001139	LOC118465857|XP_035790380.1|AALB	LOC115620983|XP_030370363.1|SLEB, LOC115622700|XP_030372586.1|SLEB
OG0001153	LOC118465049|XP_035788825.1|AALB	LOC115620648|XP_030369860.1|SLEB, LOC115622749|XP_030372660.1|SLEB
OG0001154	LOC118468672|XP_035795648.1|AALB	LOC115625958|XP_030377056.1|SLEB
OG0001158	LOC118458274|XP_035776486.1|AALB	LOC115628463|XP_030380443.1|SLEB
OG0001160	LOC118457823|XP_035775591.1|AALB	LOC115621486|XP_030371013.1|SLEB
OG0001162	LOC118458801|XP_035777541.1|AALB	LOC115623523|XP_030373766.1|SLEB, LOC115621897|XP_030371587.1|SLEB
OG0001163	LOC118458840|XP_035777635.1|AALB	LOC115622437|XP_030372239.1|SLEB, LOC115625557|XP_030376509.1|SLEB
OG0001164	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB	LOC115621626|XP_030371183.1|SLEB
OG0001165	LOC118468688|XP_035795695.1|AALB	LOC115634433|XP_030388000.1|SLEB, LOC115628474|XP_030380459.1|SLEB
OG0001167	LOC118464622|XP_035787961.1|AALB	LOC115634688|XP_030388414.1|SLEB
OG0001168	LOC118465527|XP_035789744.1|AALB	LOC115621605|XP_030371160.1|SLEB, LOC115633613|XP_030386910.1|SLEB, LOC115630383|XP_030382772.1|SLEB, LOC115630381|XP_030382771.1|SLEB, LOC115630388|XP_030382775.1|SLEB, LOC115630389|XP_030382776.1|SLEB, LOC115630387|XP_030382774.1|SLEB, LOC115630390|XP_030382777.1|SLEB, LOC115630379|XP_030382770.1|SLEB, LOC115633618|XP_030386915.1|SLEB, LOC115633616|XP_030386912.1|SLEB, LOC115633617|XP_030386914.1|SLEB, LOC115633615|XP_030386911.1|SLEB
OG0001169	LOC118464071|XP_035787014.1|AALB	LOC115633396|XP_030386699.1|SLEB, LOC115633425|XP_030386745.1|SLEB
OG0001170	LOC118460729|XP_035781178.1|AALB	LOC115622090|XP_030371791.1|SLEB, LOC115620718|XP_030369956.1|SLEB
OG0001171	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB	LOC115623131|XP_030373201.1|SLEB, LOC115622487|XP_030372293.1|SLEB
