Orthogroup	AALB.longest_only	DHYD.longest_only
OG0001188	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB	LOC111593081|XP_023161440.2|DHYD
OG0001189	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB	LOC111599728|XP_023171241.1|DHYD
OG0001190	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB	LOC111593646|XP_023162294.1|DHYD
OG0001191	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB	LOC111593152|XP_023161523.2|DHYD
OG0001193	LOC118465058|XP_035788833.1|AALB	LOC111600699|XP_023172721.1|DHYD, LOC115483343|XP_030080692.1|DHYD
OG0001195	LOC118467257|XP_035793433.1|AALB	LOC111594151|XP_023163097.2|DHYD
OG0001201	LOC118461173|XP_035782076.1|AALB	LOC111604872|XP_023178875.1|DHYD
OG0001202	LOC118462103|XP_035783994.1|AALB	LOC111598412|XP_023169418.2|DHYD
OG0001203	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB	LOC111597683|XP_023168285.1|DHYD
OG0001204	LOC118463325|XP_035785717.1|AALB	LOC111600370|XP_023172215.2|DHYD
OG0001205	LOC118463845|XP_035786643.1|AALB	LOC111603587|XP_023177011.2|DHYD
OG0001206	LOC118462907|XP_035784902.1|AALB	LOC115483329|XP_030080604.1|DHYD, LOC111595033|XP_023164326.1|DHYD
OG0001207	LOC118462055|XP_035783934.1|AALB	LOC111601895|XP_023174506.2|DHYD, LOC111598403|XP_030081769.1|DHYD
OG0001208	LOC118468829|XP_035795996.1|AALB	LOC111603380|XP_023176699.2|DHYD
OG0001209	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB	LOC111596661|XP_023166738.1|DHYD
OG0001210	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB	LOC111600204|XP_030079386.1|DHYD
OG0001211	LOC118460819|XP_035781332.1|AALB	LOC111602610|XP_023175537.1|DHYD, LOC111602636|XP_023175566.1|DHYD
OG0001212	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB	LOC111603094|XP_023176322.2|DHYD
OG0001213	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB	LOC111598501|XP_023169535.2|DHYD
OG0001214	LOC118459114|XP_035778071.1|AALB	LOC111603474|XP_023176831.2|DHYD
OG0001215	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB	LOC115483345|XP_030080707.1|DHYD
OG0001216	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB	LOC111595681|XP_023165287.2|DHYD
OG0001217	LOC118457400|XP_035774830.1|AALB	LOC111592086|XP_023159877.2|DHYD
OG0001218	LOC118460730|XP_035781179.1|AALB	LOC111596601|XP_023166651.1|DHYD, LOC111596602|XP_023166652.1|DHYD
OG0001220	LOC118467131|XP_035793134.1|AALB	LOC111593870|XP_023162699.2|DHYD
OG0001222	LOC118467980|XP_035794861.1|AALB	LOC111592328|XP_023160221.1|DHYD
OG0001223	LOC118463241|XP_035785600.1|AALB	LOC111600062|XP_023171760.1|DHYD, LOC111600121|XP_023171854.1|DHYD
OG0001224	LOC118466057|XP_035790800.1|AALB	LOC111592548|XP_023160608.1|DHYD
OG0001225	LOC118465045|XP_035788815.1|AALB	LOC111599921|XP_023171525.2|DHYD
OG0001226	LOC118466987|XP_035792797.1|AALB	LOC111604439|XP_023178278.1|DHYD
OG0001227	LOC118458780|XP_035777498.1|AALB	LOC111602155|XP_023174881.2|DHYD, LOC111602147|XP_023174868.2|DHYD, LOC111602136|XP_023174856.1|DHYD
OG0001228	LOC118467222|XP_035793365.1|AALB	LOC111598175|XP_023169039.1|DHYD
OG0001229	LOC118457878|XP_035775694.1|AALB	LOC111600119|XP_030081242.1|DHYD
OG0001230	LOC118458823|XP_035777600.1|AALB	LOC111604577|XP_030081069.1|DHYD
OG0001231	LOC118468340|XP_035794992.1|AALB	LOC111592054|XP_023159822.1|DHYD
OG0001232	LOC118459302|XP_035778443.1|AALB	LOC111599363|XP_023170763.2|DHYD
OG0001233	LOC118458684|XP_035777288.1|AALB	LOC111595816|XP_023165489.1|DHYD
OG0001234	LOC118458826|XP_035777605.1|AALB	LOC111592110|XP_023159912.1|DHYD, LOC111594012|XP_023162878.1|DHYD
OG0001235	LOC118468919|XP_035796122.1|AALB	LOC111599105|XP_023170424.2|DHYD
OG0001236	LOC118457340|XP_035774731.1|AALB	LOC111605688|XP_023180127.2|DHYD
OG0001237	LOC118462010|XP_035783840.1|AALB	LOC111596687|XP_023166761.1|DHYD
OG0001238	LOC118458685|XP_035777293.1|AALB	LOC111595167|XP_023164515.1|DHYD
OG0001239	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB	LOC111598313|XP_023169277.1|DHYD
OG0001240	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB	LOC111595162|XP_030078658.1|DHYD
OG0001241	LOC118458875|XP_035777718.1|AALB	LOC111598531|XP_023169583.2|DHYD
OG0001242	LOC118457790|XP_035775529.1|AALB	LOC111593632|XP_023162272.1|DHYD
OG0001246	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB	LOC111600084|XP_023171791.2|DHYD
OG0001247	LOC118466018|XP_035790726.1|AALB	LOC111600130|XP_023171863.1|DHYD
OG0001248	LOC118465826|XP_035790307.1|AALB	LOC111592739|XP_023160904.2|DHYD
OG0001249	LOC118463759|XP_035786466.1|AALB	LOC111605291|XP_023179509.1|DHYD
OG0001257	LOC118469009|XP_035796340.1|AALB	LOC111593704|XP_023162420.2|DHYD
OG0001258	LOC118458042|XP_035776057.1|AALB	LOC111602741|XP_023175762.1|DHYD
OG0001260	LOC118460936|XP_035781596.1|AALB	LOC111594477|XP_023163546.1|DHYD
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	LOC111600196|XP_023171977.1|DHYD
OG0001263	LOC118465872|XP_035790398.1|AALB	LOC111596397|XP_023166371.1|DHYD
OG0001264	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB	LOC111601567|XP_030080310.1|DHYD
OG0001266	LOC118457732|XP_035775418.1|AALB	LOC111605272|XP_023179483.2|DHYD
OG0001267	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB	LOC111597805|XP_023168458.1|DHYD
OG0001269	LOC118458301|XP_035776522.1|AALB	LOC111592203|XP_023160038.1|DHYD
OG0001270	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB	LOC111598646|XP_023169761.2|DHYD
OG0001271	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB	LOC111600731|XP_023172771.2|DHYD
OG0001273	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB	LOC111601442|XP_023173786.1|DHYD
OG0001274	LOC118466941|XP_035792733.1|AALB	LOC111604427|XP_023178256.1|DHYD
OG0001276	LOC118467508|XP_035793953.1|AALB	LOC111596616|XP_023166671.1|DHYD
OG0001277	LOC118463487|XP_035785971.1|AALB	LOC111597564|XP_023168131.2|DHYD
OG0001278	LOC118467600|XP_035794181.1|AALB	LOC111603732|XP_023177212.1|DHYD
OG0001279	LOC118467611|XP_035794206.1|AALB	LOC111603742|XP_023177228.1|DHYD
OG0001280	LOC118464283|XP_035787451.1|AALB	LOC111600514|XP_023172411.1|DHYD
OG0001281	LOC118464877|XP_035788512.1|AALB	LOC111591857|XP_023159507.1|DHYD
OG0001282	LOC118463127|XP_035785377.1|AALB	LOC111603965|XP_023177571.2|DHYD
OG0001283	LOC118463747|XP_035786435.1|AALB	LOC111594018|XP_023162888.2|DHYD
OG0001284	LOC118460504|XP_035780751.1|AALB	LOC115483177|XP_030080195.1|DHYD, LOC111599984|XP_030079074.1|DHYD
OG0001285	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB	LOC111598758|XP_023169934.1|DHYD
OG0001286	LOC118457587|XP_035775168.1|AALB	LOC111596084|XP_023165913.1|DHYD
OG0001287	LOC118463595|XP_035786147.1|AALB	LOC111600268|XP_023172084.2|DHYD
OG0001288	LOC118457380|XP_035774808.1|AALB	LOC111599114|XP_023170442.2|DHYD
OG0001290	LOC118460506|XP_035780752.1|AALB	LOC115483773|XP_030081876.1|DHYD, LOC115483774|XP_030081877.1|DHYD, LOC111599449|XP_030080202.1|DHYD
OG0001291	LOC118460352|XP_035780485.1|AALB	LOC111600014|XP_023171687.1|DHYD
OG0001292	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB	LOC111594729|XP_023163932.2|DHYD
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC111605594|XP_023179971.1|DHYD
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC111603471|XP_023176829.1|DHYD
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC111602855|XP_023175938.1|DHYD
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC111605641|XP_023180070.2|DHYD, LOC111593242|XP_030081695.1|DHYD
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC111601790|XP_023174327.1|DHYD
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	LOC111602638|XP_023175567.1|DHYD
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	LOC111604503|XP_023178363.2|DHYD
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC111598513|XP_023169555.1|DHYD, LOC111605417|XP_023179693.2|DHYD
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	LOC111597755|XP_023168378.2|DHYD
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC111594327|XP_023163342.1|DHYD
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC111602449|XP_023175280.2|DHYD
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC111592217|XP_023160058.1|DHYD
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC111594314|XP_023163324.2|DHYD, LOC111598519|XP_023169563.1|DHYD
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC111595196|XP_023164559.1|DHYD
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC111594841|XP_023164075.2|DHYD
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC111596830|XP_023166969.1|DHYD
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	LOC111604956|XP_023179001.1|DHYD
OG0001311	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB	LOC111603228|XP_030079291.1|DHYD
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC111592737|XP_023160899.1|DHYD
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC111600546|XP_023172459.2|DHYD
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC111600371|XP_023172216.2|DHYD
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC111604067|XP_023177704.1|DHYD
OG0001316	LOC118465245|XP_035789159.1|AALB	LOC111593925|XP_023162767.1|DHYD
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC111603295|XP_023176585.1|DHYD
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC111596963|XP_030079613.1|DHYD
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC111594997|XP_023164264.1|DHYD
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC111592999|XP_023161285.2|DHYD
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC111598637|XP_023169785.2|DHYD
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	LOC111598290|XP_023169241.1|DHYD
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	LOC111591909|XP_023159609.1|DHYD
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	LOC111592492|XP_023160479.2|DHYD
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	LOC111592028|XP_023159791.2|DHYD
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC111603386|XP_023176713.1|DHYD
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC111595542|XP_023165095.1|DHYD
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	LOC111604516|XP_023178383.1|DHYD
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC111600939|XP_023173078.2|DHYD
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC111593681|XP_023162341.1|DHYD
OG0001342	LOC118457922|XP_035775816.1|AALB	LOC111599480|XP_023170916.2|DHYD
OG0001343	LOC118460358|XP_035780496.1|AALB	LOC111594441|XP_023163497.2|DHYD
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	LOC111597828|XP_023168492.1|DHYD
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	LOC111594624|XP_023163782.2|DHYD
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC111599551|XP_023170985.2|DHYD
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC111593051|XP_023161392.1|DHYD
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC111595298|XP_023164721.2|DHYD, LOC111601590|XP_023174013.2|DHYD, LOC111601557|XP_023173967.2|DHYD
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC111593115|XP_030080248.1|DHYD, LOC115483195|XP_030080249.1|DHYD, LOC111601129|XP_023173353.2|DHYD
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC111593942|XP_023162798.2|DHYD
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC111603185|XP_023176440.1|DHYD
OG0001353	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB	LOC111595065|XP_023164389.1|DHYD
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC111603814|XP_023177337.2|DHYD
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC111593924|XP_023162766.1|DHYD
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	LOC111600282|XP_023172100.1|DHYD
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC111595087|XP_023164411.2|DHYD
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC111592324|XP_023160214.2|DHYD
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	LOC111605041|XP_023179145.1|DHYD
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC111593857|XP_023162672.1|DHYD
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	LOC111603699|XP_023177167.2|DHYD
OG0001362	LOC118467608|XP_035794202.1|AALB	LOC111603733|XP_023177217.1|DHYD
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	LOC111604218|XP_023177955.1|DHYD
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	LOC111593177|XP_023161552.1|DHYD
OG0001365	LOC118464898|XP_035788551.1|AALB	LOC111601058|XP_023173244.1|DHYD
OG0001367	LOC118467236|XP_035793387.1|AALB	LOC111593872|XP_023162701.1|DHYD
OG0001368	LOC118464370|XP_035787602.1|AALB	LOC111603475|XP_023176836.1|DHYD
OG0001369	LOC118463125|XP_035785375.1|AALB	LOC111597472|XP_023167992.1|DHYD
OG0001370	LOC118463513|XP_035786008.1|AALB	LOC111603836|XP_023177369.2|DHYD
OG0001371	LOC118462782|XP_035784652.1|AALB	LOC111594747|XP_023163961.1|DHYD
OG0001372	LOC118465741|XP_035790096.1|AALB	LOC111597681|XP_023168279.2|DHYD
OG0001373	LOC118469078|XP_035796453.1|AALB	LOC111602382|XP_023175171.1|DHYD
OG0001374	LOC118460501|XP_035780748.1|AALB	LOC111593743|XP_023162504.1|DHYD
OG0001376	LOC118468385|XP_035795038.1|AALB	LOC111605395|XP_023179662.2|DHYD
OG0001377	LOC118459042|XP_035777956.1|AALB	LOC111602512|XP_023175361.2|DHYD
OG0001378	LOC118457312|XP_035774691.1|AALB	LOC111596339|XP_023166288.1|DHYD
OG0001379	LOC118457594|XP_035775183.1|AALB	LOC111600796|XP_023172858.1|DHYD, LOC115482908|XP_030079014.1|DHYD
OG0001380	LOC118460719|XP_035781157.1|AALB	LOC111600910|XP_030081111.1|DHYD
OG0001381	LOC118461747|XP_035783354.1|AALB	LOC111600717|XP_023172742.2|DHYD
OG0001382	LOC118459816|XP_035779454.1|AALB	LOC111599073|XP_023170369.2|DHYD, LOC111599125|XP_030080390.1|DHYD
OG0001383	LOC118461252|XP_035782261.1|AALB	LOC111597690|XP_023168291.1|DHYD
OG0001384	LOC118456735|XP_035773678.1|AALB	LOC111600249|XP_023172061.1|DHYD
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	LOC111602262|XP_023175025.1|DHYD, LOC115483017|XP_030079576.1|DHYD
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	LOC111600902|XP_023173025.2|DHYD
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	LOC111603998|XP_023177615.1|DHYD
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	LOC111605506|XP_023179824.1|DHYD
OG0001390	LOC118458124|XP_035776197.1|AALB	LOC111599163|XP_023170506.1|DHYD
OG0001391	LOC118459337|XP_035778502.1|AALB	LOC111600368|XP_023172217.2|DHYD
OG0001392	LOC118468995|XP_035796313.1|AALB	LOC111601853|XP_030079346.1|DHYD
OG0001393	LOC118461806|XP_035783445.1|AALB	LOC111592710|XP_023160864.1|DHYD
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	LOC111597405|XP_023167852.1|DHYD
OG0001395	LOC118461065|XP_035781850.1|AALB	LOC111602982|XP_023176145.1|DHYD
OG0001396	LOC118461617|XP_035783052.1|AALB	LOC111598790|XP_023169974.2|DHYD, LOC111600228|XP_023172022.2|DHYD
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	LOC111604566|XP_023178435.1|DHYD
OG0001399	LOC118467164|XP_035793213.1|AALB	LOC111599996|XP_023171663.2|DHYD
OG0001400	LOC118467333|XP_035793580.1|AALB	LOC111594555|XP_023163678.2|DHYD
OG0001401	LOC118465172|XP_035789027.1|AALB	LOC111600941|XP_023173080.2|DHYD
OG0001402	LOC118462786|XP_035784666.1|AALB	LOC111595346|XP_023164788.1|DHYD
OG0001403	LOC118465458|XP_035789641.1|AALB	LOC111605103|XP_030079565.1|DHYD
OG0001404	LOC118466099|XP_035790907.1|AALB	LOC111599715|XP_023171220.2|DHYD
OG0001405	LOC118462520|XP_035784158.1|AALB	LOC111597065|XP_023167360.2|DHYD
OG0001406	LOC118467314|XP_035793542.1|AALB	LOC111601815|XP_023174404.1|DHYD
OG0001407	LOC118462750|XP_035784606.1|AALB	LOC111594879|XP_023164132.1|DHYD
OG0001408	LOC118459018|XP_035777913.1|AALB	LOC111592144|XP_023159958.1|DHYD
OG0001429	LOC118462353|XP_035784012.1|AALB	LOC111593244|XP_023161665.2|DHYD
OG0001430	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB	LOC111605551|XP_023179880.1|DHYD
OG0001431	LOC118456390|XP_035772976.1|AALB	LOC111598306|XP_023169262.2|DHYD
OG0001432	LOC118462553|XP_035784225.1|AALB	LOC111605605|XP_023179987.1|DHYD
OG0001433	LOC118463279|XP_035785648.1|AALB	LOC111595674|XP_023165277.2|DHYD
OG0001434	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB	LOC111603346|XP_023176651.1|DHYD
OG0001435	LOC118468680|XP_035795684.1|AALB	LOC111600790|XP_023172848.2|DHYD
OG0001436	LOC118462763|XP_035784623.1|AALB	LOC111596721|XP_023166817.1|DHYD
OG0001437	LOC118467096|XP_035793035.1|AALB	LOC111598551|XP_023169612.1|DHYD, LOC111598951|XP_023170202.1|DHYD
OG0001438	LOC118461615|XP_035783053.1|AALB	LOC111596159|XP_023166018.2|DHYD
OG0001439	LOC118464402|XP_035787653.1|AALB	LOC111600727|XP_023172767.1|DHYD
OG0001442	LOC118460818|XP_035781331.1|AALB	LOC111605027|XP_023179126.1|DHYD, LOC111592719|XP_023160876.1|DHYD
OG0001443	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB	LOC111603236|XP_023176508.1|DHYD
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	LOC111599036|XP_023170319.2|DHYD
OG0001445	LOC118468537|XP_035795312.1|AALB	LOC111595445|XP_023164942.1|DHYD
OG0001446	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	LOC111603490|XP_023176857.2|DHYD
OG0001447	LOC118460135|XP_035780092.1|AALB	LOC111592010|XP_023159766.2|DHYD, LOC111592002|XP_023159736.2|DHYD
OG0001448	LOC118461382|XP_035782531.1|AALB	LOC111603294|XP_023176584.1|DHYD
OG0001449	LOC118461800|XP_035783436.1|AALB	LOC111599987|XP_023171649.2|DHYD, LOC111605092|XP_023179199.2|DHYD
OG0001450	LOC118466662|XP_035792153.1|AALB	LOC111603620|XP_023177058.2|DHYD, LOC111602242|XP_023174999.1|DHYD
OG0001451	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB	LOC111593943|XP_023162800.1|DHYD
OG0001452	LOC118467047|XP_035792926.1|AALB	LOC111603841|XP_023177378.2|DHYD, LOC111603823|XP_030081370.1|DHYD
OG0001453	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB	LOC111600455|XP_023172325.1|DHYD
OG0001454	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB	LOC111602615|XP_023175548.2|DHYD
OG0001455	LOC118462833|XP_035784775.1|AALB	LOC111603719|XP_023177197.2|DHYD
OG0001456	LOC118465294|XP_035789261.1|AALB	LOC115482755|XP_030078923.1|DHYD, LOC115482831|XP_030078925.1|DHYD, LOC111591923|XP_030080873.1|DHYD
OG0001457	LOC118463147|XP_035785415.1|AALB	LOC111595327|XP_023164754.2|DHYD
OG0001458	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB	LOC111600681|XP_023172703.2|DHYD
OG0001459	LOC118462862|XP_035784812.1|AALB	LOC111592442|XP_023160394.2|DHYD
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	LOC111604106|XP_030081318.1|DHYD
OG0001461	LOC118467643|XP_035794267.1|AALB	LOC111595425|XP_023164956.1|DHYD
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	LOC111598466|XP_030081599.1|DHYD
OG0001464	LOC118467133|XP_035793136.1|AALB	LOC111596778|XP_023166897.1|DHYD
OG0001465	LOC118464144|XP_035787142.1|AALB	LOC111604103|XP_023177773.1|DHYD
OG0001466	LOC118465793|XP_035790245.1|AALB	LOC111595844|XP_023165522.2|DHYD
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	LOC111592659|XP_023160779.1|DHYD
OG0001468	LOC118463433|XP_035785895.1|AALB	LOC111604758|XP_023178716.1|DHYD
OG0001469	LOC118467373|XP_035793680.1|AALB	LOC111592530|XP_030081414.1|DHYD
OG0001470	LOC118463134|XP_035785386.1|AALB	LOC115483748|XP_030081856.1|DHYD, LOC111600957|XP_023173104.2|DHYD
OG0001471	LOC118465752|XP_035790117.1|AALB	LOC111597605|XP_023168174.2|DHYD
OG0001472	LOC118466349|XP_035791375.1|AALB	LOC111598109|XP_023168930.1|DHYD, LOC111592437|XP_023160389.1|DHYD
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC111602654|XP_023175595.1|DHYD
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC111600030|XP_023171714.1|DHYD
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC111599436|XP_023170858.2|DHYD
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC111600139|XP_030081248.1|DHYD
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC111597831|XP_023168495.1|DHYD
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	LOC111599052|XP_030080233.1|DHYD
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC111593433|XP_023161948.2|DHYD
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC111599043|XP_023170327.2|DHYD
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC111599138|XP_023170469.2|DHYD
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC115483370|XP_030080939.1|DHYD, LOC111600777|XP_030080941.1|DHYD
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC111592078|XP_023159866.1|DHYD
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC111599348|XP_023170745.1|DHYD
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	LOC111592295|XP_023160166.2|DHYD
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC111595784|XP_023165436.2|DHYD
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC111594717|XP_023163911.1|DHYD
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC111595752|XP_023165382.2|DHYD
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC111592571|XP_030079053.1|DHYD
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC111594662|XP_023163832.1|DHYD
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC111595544|XP_023165098.1|DHYD
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC111601013|XP_030079271.1|DHYD, LOC111600159|XP_030080151.1|DHYD, LOC111601857|XP_030080153.1|DHYD
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC111605124|XP_023179248.1|DHYD
OG0001494	LOC118461696|XP_035783208.1|AALB	LOC111598455|XP_023169478.1|DHYD
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC111600795|XP_023172854.1|DHYD
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC111591999|XP_023159732.1|DHYD
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC111604114|XP_023177789.2|DHYD
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC111594305|XP_023163312.2|DHYD
OG0001501	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB	LOC111592022|XP_023159783.2|DHYD
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC111602552|XP_023175475.2|DHYD
