Orthogroup	AALB.longest_only	AAEG.longest_only
OG0001461	LOC118467643|XP_035794267.1|AALB	LOC5578902|XP_001664106.1|AAEG
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	LOC5575238|XP_001655641.2|AAEG, LOC5565405|XP_001649752.1|AAEG
OG0001463	LOC118466402|XP_035791562.1|AALB	LOC5571696|XP_001659839.2|AAEG
OG0001464	LOC118467133|XP_035793136.1|AALB	LOC5577049|XP_021697863.1|AAEG
OG0001465	LOC118464144|XP_035787142.1|AALB	LOC5569164|XP_021698173.1|AAEG
OG0001466	LOC118465793|XP_035790245.1|AALB	LOC110681310|XP_021712758.1|AAEG, LOC5575816|XP_021698283.1|AAEG
OG0001467	LOC118467000|XP_035792818.1|AALB	LOC5565523|XP_001649876.2|AAEG
OG0001467	LOC118467351|XP_035793627.1|AALB	LOC5565461|XP_001649823.1|AAEG
OG0001468	LOC118463433|XP_035785895.1|AALB	LOC5576181|XP_001655982.2|AAEG, LOC110674008|XP_021698617.1|AAEG
OG0001469	LOC118467373|XP_035793680.1|AALB	LOC5572193|XP_021698818.1|AAEG
OG0001470	LOC118463134|XP_035785386.1|AALB	LOC5573283|XP_001654487.2|AAEG
OG0001471	LOC118465752|XP_035790117.1|AALB	LOC5575494|XP_021699308.1|AAEG
OG0001472	LOC118466349|XP_035791375.1|AALB	LOC5571045|XP_001659482.1|AAEG
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC5577473|XP_001663400.2|AAEG
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC5572037|XP_021699911.1|AAEG
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC5569975|XP_001658859.2|AAEG
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC5579522|XP_021700182.1|AAEG
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC5571150|XP_001653466.1|AAEG
OG0001478	LOC118460386|XP_035780538.1|AALB	LOC5571940|XP_001660042.3|AAEG
OG0001478	LOC118458564|XP_035777101.1|AALB	LOC5571944|XP_021700410.1|AAEG
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC23687710|XP_011493391.1|AAEG
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC5578369|XP_001656940.1|AAEG
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC5572669|XP_021700841.1|AAEG
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC5571657|XP_021695284.1|AAEG
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC5568842|XP_021695290.1|AAEG
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC5577726|XP_001663502.2|AAEG, LOC5577731|XP_001663504.2|AAEG
OG0001485	LOC118459248|XP_035778352.1|AALB	LOC5575153|XP_001655530.2|AAEG
OG0001485	LOC118458152|XP_035776241.1|AALB	LOC5575155|XP_021702299.1|AAEG
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC5568609|XP_021702758.1|AAEG
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC5573245|XP_021702910.1|AAEG
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC5573697|XP_001661016.1|AAEG
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC5564933|XP_021703739.1|AAEG
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC110677685|XP_021704430.1|AAEG, LOC110677182|XP_021703749.1|AAEG, LOC5564931|XP_001649272.1|AAEG, LOC5563686|XP_001647949.1|AAEG
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC5569700|XP_021703856.1|AAEG
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC5569760|XP_021704079.1|AAEG
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC5571897|XP_001653814.1|AAEG
OG0001494	LOC118461696|XP_035783208.1|AALB	LOC5568043|XP_001651976.1|AAEG, LOC5568042|XP_001651975.1|AAEG
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC5578020|XP_001656760.1|AAEG
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC5563590|XP_001647931.1|AAEG
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC5569632|XP_001658652.1|AAEG
OG0001498	LOC118456904|XP_035773919.1|AALB	LOC5575987|XP_021707166.1|AAEG
OG0001499	LOC118458244|XP_035776406.1|AALB, LOC118459142|XP_035778115.1|AALB	LOC5566735|XP_001651145.1|AAEG, LOC5566734|XP_001651144.1|AAEG
OG0001499	LOC118458247|XP_035776410.1|AALB	LOC5566736|XP_001651146.1|AAEG, LOC5566737|XP_001651147.1|AAEG, LOC5566739|XP_001651149.1|AAEG, LOC5566738|XP_001651148.1|AAEG
OG0001499	LOC118458241|XP_035776402.1|AALB, LOC118458246|XP_035776408.1|AALB, LOC118458242|XP_035776403.1|AALB, LOC118459143|XP_035778117.1|AALB	LOC5566740|XP_001651150.1|AAEG
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC5578446|XP_001656967.1|AAEG
OG0001501	LOC118458942|XP_035777813.1|AALB	LOC5570890|XP_001659401.2|AAEG
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC110678058|XP_021706269.1|AAEG, LOC5577361|XP_021711960.1|AAEG
OG0001503	LOC118466174|XP_035791054.1|AALB	LOC5570009|XP_021708552.1|AAEG
OG0001504	LOC118466794|XP_035792431.1|AALB	LOC5565730|XP_021708073.1|AAEG
OG0001505	LOC118467613|XP_035794208.1|AALB	LOC5571120|XP_021707627.1|AAEG
OG0001506	LOC118464164|XP_035787192.1|AALB	LOC5579656|XP_001648130.1|AAEG
OG0001507	LOC118463692|XP_035786362.1|AALB	LOC5577138|XP_001663226.2|AAEG
OG0001507	LOC118463647|XP_035786283.1|AALB	LOC5577136|XP_021711247.1|AAEG
OG0001508	LOC118463606|XP_035786167.1|AALB	LOC5572364|XP_021707113.1|AAEG
OG0001508	LOC118465181|XP_035789036.1|AALB	LOC5572361|XP_021706133.1|AAEG
OG0001509	LOC118467501|XP_035793944.1|AALB	LOC5574008|XP_001661094.2|AAEG, LOC5577412|XP_021707793.1|AAEG
OG0001510	LOC118466046|XP_035790777.1|AALB	LOC5577178|XP_001663266.1|AAEG
OG0001511	LOC118462626|XP_035784359.1|AALB	LOC5574953|XP_001655423.2|AAEG
OG0001512	LOC118467300|XP_035793512.1|AALB	LOC5564136|XP_021711114.1|AAEG
OG0001513	LOC118463792|XP_035786520.1|AALB	LOC5564135|XP_021711115.1|AAEG
OG0001514	LOC118459737|XP_035779306.1|AALB	LOC110680440|XP_021711929.1|AAEG
OG0001534	LOC118465774|XP_035790226.1|AALB	LOC5576274|XP_021698681.1|AAEG
OG0001535	LOC118456451|XP_035773123.1|AALB	LOC5573532|XP_001660923.1|AAEG
OG0001535	LOC118457255|XP_035774538.1|AALB	LOC5573526|XP_001660924.2|AAEG
OG0001536	LOC118457824|XP_035775592.1|AALB	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG
OG0001537	LOC118462838|XP_035784792.1|AALB	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG
OG0001538	LOC118460246|XP_035780308.1|AALB	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG
OG0001539	LOC118463471|XP_035785957.1|AALB	LOC5572544|XP_001660468.2|AAEG
OG0001540	LOC118460831|XP_035781392.1|AALB	LOC23687674|XP_021698454.1|AAEG
OG0001541	LOC118461438|XP_035782643.1|AALB	LOC5570420|XP_021698756.1|AAEG
OG0001542	LOC118459326|XP_035778479.1|AALB	LOC5570412|XP_021698827.1|AAEG
OG0001543	LOC118465753|XP_035790132.1|AALB	LOC5572005|XP_021698953.1|AAEG
OG0001544	LOC118460133|XP_035780094.1|AALB	LOC5569255|XP_021701409.1|AAEG
OG0001544	LOC118468628|XP_035795540.1|AALB	LOC5569250|XP_021701420.1|AAEG
OG0001545	LOC118463055|XP_035785202.1|AALB	LOC110677176|XP_021703744.1|AAEG
OG0001546	LOC118457273|XP_035774564.1|AALB	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG
OG0001547	LOC118466119|XP_035790955.1|AALB	LOC5571510|XP_021704100.1|AAEG
OG0001548	LOC118459929|XP_035779689.1|AALB	LOC5575287|XP_021706174.1|AAEG
OG0001549	LOC118457891|XP_035775731.1|AALB	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG
OG0001550	LOC118459581|XP_035779002.1|AALB	LOC5564415|XP_001648761.2|AAEG
OG0001551	LOC118458450|XP_035776826.1|AALB	LOC5567762|XP_021709084.1|AAEG
OG0001552	LOC118468972|XP_035796242.1|AALB	LOC5574592|XP_001655215.2|AAEG
OG0001553	LOC118460141|XP_035780121.1|AALB	LOC5567406|XP_001657401.2|AAEG
OG0001553	LOC118458310|XP_035776538.1|AALB	LOC5568864|XP_001652590.1|AAEG
OG0001554	LOC118458577|XP_035777126.1|AALB	LOC5567768|XP_001657668.2|AAEG
OG0001555	LOC118457703|XP_035775376.1|AALB	LOC5565322|XP_021702534.1|AAEG
OG0001555	LOC118461372|XP_035782513.1|AALB	LOC5571781|XP_021712616.1|AAEG, LOC110681298|XP_021712752.1|AAEG
OG0001556	LOC118462575|XP_035784271.1|AALB	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG
OG0001557	LOC118459558|XP_035778944.1|AALB	LOC5568719|XP_021713154.1|AAEG
OG0001557	LOC118461851|XP_035783531.1|AALB	LOC5567579|XP_021707137.1|AAEG
OG0001558	LOC118460243|XP_035780291.1|AALB	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG
OG0001559	LOC118468892|XP_035796078.1|AALB	LOC5576290|XP_021713171.1|AAEG
OG0001560	LOC118459595|XP_035779015.1|AALB	LOC5571521|XP_021692958.1|AAEG
OG0001561	LOC118457814|XP_035775568.1|AALB	LOC5566484|XP_001650872.2|AAEG
OG0001562	LOC118464784|XP_035788308.1|AALB	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG
OG0001563	LOC118468455|XP_035795128.1|AALB	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG
OG0001564	LOC118458845|XP_035777642.1|AALB	LOC5563715|XP_021693227.1|AAEG, LOC5563709|XP_021693231.1|AAEG
OG0001565	LOC118456664|XP_035773512.1|AALB	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG
OG0001566	LOC118460066|XP_035779956.1|AALB	LOC5573433|XP_021693607.1|AAEG
OG0001567	LOC118463265|XP_035785628.1|AALB	LOC110674687|XP_021694425.1|AAEG
OG0001568	LOC118462565|XP_035784248.1|AALB	LOC5577645|XP_021693829.1|AAEG
OG0001569	LOC118462583|XP_035784283.1|AALB	LOC5577638|XP_001656636.2|AAEG
OG0001570	LOC118458696|XP_035777328.1|AALB	LOC110674220|XP_021694063.1|AAEG
OG0001571	LOC118464287|XP_035787457.1|AALB	LOC5567816|XP_021695569.1|AAEG
OG0001571	LOC118468784|XP_035795874.1|AALB	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG
OG0001572	LOC118463819|XP_035786591.1|AALB	LOC5570664|XP_001659257.1|AAEG
OG0001572	LOC118463818|XP_035786590.1|AALB	LOC5570661|XP_001659256.2|AAEG
OG0001573	LOC118463557|XP_035786074.1|AALB	LOC5565109|XP_021696153.1|AAEG
OG0001574	LOC118462966|XP_035785023.1|AALB	LOC5577758|XP_021704696.1|AAEG
OG0001574	LOC118464066|XP_035787007.1|AALB	LOC5572893|XP_001654247.1|AAEG
OG0001575	LOC118465336|XP_035789378.1|AALB	LOC5566212|XP_021696849.1|AAEG
OG0001576	LOC118464403|XP_035787650.1|AALB	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG
OG0001577	LOC118464309|XP_035787493.1|AALB	LOC5565563|XP_021697730.1|AAEG
OG0001578	LOC118463396|XP_035785834.1|AALB	LOC5574933|XP_001661731.2|AAEG
OG0001579	LOC118464271|XP_035787426.1|AALB	LOC5571186|XP_001653502.2|AAEG
OG0001580	LOC118464408|XP_035787657.1|AALB	LOC5569161|XP_021698161.1|AAEG
OG0001581	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB	LOC5564093|XP_021698438.1|AAEG
OG0001582	LOC118464532|XP_035787862.1|AALB	LOC5571407|XP_001653659.2|AAEG
OG0001583	LOC118466473|XP_035791747.1|AALB	LOC5566023|XP_021698931.1|AAEG
OG0001584	LOC118465768|XP_035790176.1|AALB	LOC5578855|XP_001664062.1|AAEG
OG0001585	LOC118468519|XP_035795252.1|AALB	LOC110676299|XP_021699356.1|AAEG, LOC5578022|XP_021704564.1|AAEG
OG0001586	LOC118465652|XP_035789959.1|AALB	LOC5570327|XP_021699512.1|AAEG
OG0001587	LOC118466944|XP_035792738.1|AALB	LOC23687759|XP_021699543.1|AAEG
OG0001588	LOC118464405|XP_035787652.1|AALB	LOC5572049|XP_001660155.1|AAEG
OG0001589	LOC118460867|XP_035781491.1|AALB	LOC5569987|XP_021700011.1|AAEG
OG0001590	LOC118465624|XP_035789915.1|AALB	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG
OG0001591	LOC118467389|XP_035793729.1|AALB	LOC5579514|XP_021700145.1|AAEG
OG0001592	LOC118457737|XP_035775431.1|AALB	LOC5569496|XP_021700469.1|AAEG
OG0001593	LOC118457738|XP_035775439.1|AALB	LOC5569501|XP_021700473.1|AAEG
OG0001594	LOC118468366|XP_035795018.1|AALB	LOC5576948|XP_021700494.1|AAEG
OG0001595	LOC118459536|XP_035778890.1|AALB	LOC5578360|XP_021700530.1|AAEG
OG0001596	LOC118458369|XP_035776658.1|AALB	LOC5570924|XP_021700598.1|AAEG
OG0001597	LOC118469076|XP_035796451.1|AALB	LOC110676562|XP_021700652.1|AAEG
OG0001598	LOC118457598|XP_035775190.1|AALB	LOC5570897|XP_021700673.1|AAEG
OG0001599	LOC118459793|XP_035779416.1|AALB	LOC5572929|XP_001654264.1|AAEG
OG0001600	LOC118458229|XP_035776390.1|AALB	LOC5573643|XP_021700871.1|AAEG
OG0001600	LOC118458741|XP_035777408.1|AALB	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG
OG0001601	LOC118456834|XP_035773823.1|AALB	LOC5572640|XP_001654136.1|AAEG
OG0001603	LOC118460103|XP_035780031.1|AALB	LOC5564850|XP_021695270.1|AAEG
OG0001603	LOC118460105|XP_035780033.1|AALB	LOC5564834|XP_001649171.2|AAEG
OG0001604	LOC118457907|XP_035775794.1|AALB	LOC5564487|XP_001648846.1|AAEG
OG0001605	LOC118457695|XP_035775361.1|AALB	LOC5564503|XP_021701082.1|AAEG
OG0001606	LOC118460076|XP_035779984.1|AALB	LOC5566522|XP_001650915.1|AAEG
OG0001607	LOC118459538|XP_035778903.1|AALB	LOC5574484|XP_001655145.1|AAEG
OG0001608	LOC118461668|XP_035783149.1|AALB	LOC5573863|XP_001654894.1|AAEG
OG0001609	LOC118459320|XP_035778463.1|AALB	LOC5568884|XP_021701480.1|AAEG
OG0001610	LOC118459136|XP_035778107.1|AALB	LOC5569343|XP_001658432.1|AAEG
OG0001611	LOC118461129|XP_035781983.1|AALB	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG
OG0001612	LOC118469060|XP_035796425.1|AALB	LOC5563775|XP_001648054.1|AAEG
OG0001612	LOC118469061|XP_035796427.1|AALB	LOC5563773|XP_001648053.1|AAEG
OG0001613	LOC118461249|XP_035782257.1|AALB	LOC5570616|XP_021702082.1|AAEG
OG0001614	LOC118457865|XP_035775657.1|AALB	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG
OG0001615	LOC118461237|XP_035782229.1|AALB	LOC5572431|XP_021702419.1|AAEG
OG0001616	LOC118461189|XP_035782113.1|AALB	LOC5573821|XP_021702976.1|AAEG
OG0001617	LOC118461412|XP_035782588.1|AALB	LOC5568922|XP_021703195.1|AAEG
OG0001618	LOC118460381|XP_035780533.1|AALB	LOC5573901|XP_021703341.1|AAEG
OG0001618	LOC118460776|XP_035781273.1|AALB	LOC5571476|XP_021706414.1|AAEG
OG0001619	LOC118460610|XP_035780944.1|AALB	LOC5566978|XP_001651398.1|AAEG
OG0001620	LOC118458046|XP_035776059.1|AALB	LOC5572053|XP_001653822.1|AAEG
OG0001621	LOC118456918|XP_035773941.1|AALB	LOC5572062|XP_001653826.2|AAEG
OG0001622	LOC118458662|XP_035777252.1|AALB	LOC5572078|XP_021703583.1|AAEG
OG0001622	LOC118459937|XP_035779694.1|AALB	LOC5566371|XP_021709853.1|AAEG
OG0001623	LOC118468373|XP_035795026.1|AALB	LOC5565851|XP_021703618.1|AAEG
OG0001624	LOC118459396|XP_035778599.1|AALB	LOC5564939|XP_001649275.2|AAEG
OG0001625	LOC118459390|XP_035778586.1|AALB	LOC5564921|XP_001649284.1|AAEG
OG0001626	LOC118458763|XP_035777449.1|AALB	LOC5563786|XP_001648064.1|AAEG
OG0001627	LOC118460994|XP_035781708.1|AALB	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG
OG0001628	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB	LOC5567669|XP_001657611.1|AAEG
OG0001629	LOC118461062|XP_035781844.1|AALB	LOC5575412|XP_001661932.1|AAEG
OG0001630	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB	LOC5575302|XP_021709547.1|AAEG
OG0001631	LOC118468984|XP_035796269.1|AALB	LOC23687582|XP_021705609.1|AAEG
OG0001632	LOC118457791|XP_035775530.1|AALB	LOC5572968|XP_001654299.1|AAEG
OG0001633	LOC118457962|XP_035775888.1|AALB	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG
OG0001634	LOC118458870|XP_035777712.1|AALB	LOC5573889|XP_001654921.2|AAEG
OG0001635	LOC118460376|XP_035780524.1|AALB	LOC5570884|XP_021711607.1|AAEG
OG0001635	LOC118460375|XP_035780521.1|AALB	LOC5570885|XP_021706429.1|AAEG
OG0001636	LOC118466678|XP_035792195.1|AALB	LOC5570879|XP_001659394.1|AAEG
OG0001637	LOC118458420|XP_035776766.1|AALB	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG
OG0001638	LOC118461258|XP_035782271.1|AALB	LOC5577363|XP_001656443.1|AAEG
OG0001639	LOC118460172|XP_035780168.1|AALB	LOC5575051|XP_021708404.1|AAEG
OG0001640	LOC118464493|XP_035787814.1|AALB	LOC5571752|XP_001653779.1|AAEG
OG0001641	LOC118466589|XP_035792041.1|AALB	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG
OG0001642	LOC118468523|XP_035795284.1|AALB	LOC5577033|XP_021711258.1|AAEG
OG0001643	LOC118465356|XP_035789422.1|AALB	LOC5574553|XP_021707189.1|AAEG
OG0001644	LOC118464022|XP_035786971.1|AALB	LOC5577243|XP_021706769.1|AAEG
OG0001645	LOC118465180|XP_035789035.1|AALB	LOC5571017|XP_021706817.1|AAEG
OG0001646	LOC118462638|XP_035784378.1|AALB	LOC5575278|XP_021711349.1|AAEG
OG0001647	LOC118464714|XP_035788141.1|AALB	LOC5573626|XP_021705548.1|AAEG
OG0001648	LOC118467012|XP_035792849.1|AALB	LOC110677878|XP_021705310.1|AAEG
OG0001649	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB	LOC5575690|XP_021707280.1|AAEG
OG0001650	LOC118467408|XP_035793776.1|AALB	LOC110678810|XP_021707903.1|AAEG
OG0001651	LOC118462824|XP_035784740.1|AALB	LOC5565802|XP_021709626.1|AAEG
OG0001651	LOC118464236|XP_035787314.1|AALB	LOC5565810|XP_021710986.1|AAEG
OG0001652	LOC118464366|XP_035787593.1|AALB	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG
OG0001653	LOC118462773|XP_035784638.1|AALB	LOC5578118|XP_001656816.2|AAEG
OG0001654	LOC118464698|XP_035788113.1|AALB	LOC5579924|XP_021705915.1|AAEG
OG0001655	LOC118465283|XP_035789219.1|AALB	LOC5571922|XP_021708628.1|AAEG
OG0001656	LOC118464262|XP_035787400.1|AALB	LOC5571621|XP_001659816.2|AAEG
OG0001657	LOC118462758|XP_035784617.1|AALB	LOC5565452|XP_001649800.1|AAEG
OG0001658	LOC118465827|XP_035790308.1|AALB	LOC5565458|XP_001649769.1|AAEG
OG0001659	LOC118464695|XP_035788109.1|AALB	LOC5568591|XP_021711611.1|AAEG
OG0001679	LOC118458751|XP_035777428.1|AALB	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG
OG0001679	LOC118468354|XP_035795010.1|AALB	LOC5564669|XP_021694873.1|AAEG
OG0001680	LOC118466548|XP_035791954.1|AALB	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG
OG0001681	LOC118463419|XP_035785910.1|AALB	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG
OG0001682	LOC118467089|XP_035793027.1|AALB, LOC118459562|XP_035778954.1|AALB	LOC5569201|XP_021694213.1|AAEG
OG0001683	LOC118460338|XP_035780455.1|AALB	LOC5569198|XP_001658368.2|AAEG
OG0001683	LOC118456377|XP_035772957.1|AALB	LOC5573947|XP_001654984.1|AAEG
OG0001684	LOC118457237|XP_035774515.1|AALB	LOC5574020|XP_021708632.1|AAEG
OG0001685	LOC118457050|XP_035774191.1|AALB	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG
OG0001686	LOC118461740|XP_035783335.1|AALB	LOC5571315|XP_001653630.1|AAEG
OG0001687	LOC118466919|XP_035792734.1|AALB	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG
OG0001688	LOC118462832|XP_035784771.1|AALB	LOC5576585|XP_021697492.1|AAEG
OG0001689	LOC118461744|XP_035783353.1|AALB	LOC5578880|XP_021697511.1|AAEG
OG0001690	LOC118456779|XP_035773748.1|AALB	LOC5570415|XP_021698783.1|AAEG
OG0001691	LOC118460088|XP_035780000.1|AALB	LOC5571995|XP_001660101.2|AAEG
OG0001692	LOC118456137|XP_035776711.1|AALB	LOC5564406|XP_021694244.1|AAEG
OG0001693	LOC118463552|XP_035786068.1|AALB	LOC5571564|XP_001653696.1|AAEG
OG0001694	LOC118466924|XP_035792702.1|AALB	LOC5565017|XP_021702011.1|AAEG
OG0001695	LOC118464464|XP_035787759.1|AALB	LOC5564056|XP_001648394.2|AAEG
OG0001696	LOC118462041|XP_035783909.1|AALB	LOC5565053|XP_021705226.1|AAEG
OG0001697	LOC118462003|XP_035783831.1|AALB	LOC5565067|XP_001649393.1|AAEG
OG0001698	LOC118457500|XP_035775034.1|AALB	LOC5576012|XP_021706064.1|AAEG
OG0001699	LOC118459331|XP_035778482.1|AALB	LOC5575091|XP_021694263.1|AAEG, LOC5575090|XP_001661813.2|AAEG
OG0001700	LOC118460598|XP_035780918.1|AALB	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG
OG0001701	LOC118456154|XP_035772562.1|AALB	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG
OG0001702	LOC118462533|XP_035784186.1|AALB, LOC118461206|XP_035782151.1|AALB	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG
OG0001703	LOC118458537|XP_035777011.1|AALB	LOC5570645|XP_001653277.2|AAEG
OG0001704	LOC118459050|XP_035777967.1|AALB	LOC5570641|XP_021709166.1|AAEG
OG0001705	LOC118460318|XP_035780423.1|AALB	LOC5569385|XP_021709272.1|AAEG
OG0001706	LOC118457760|XP_035775473.1|AALB	LOC5574607|XP_001655208.2|AAEG
OG0001707	LOC118467331|XP_035793565.1|AALB	LOC5574593|XP_021709672.1|AAEG
OG0001708	LOC118459365|XP_035778557.1|AALB	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG
OG0001709	LOC118461370|XP_035782511.1|AALB	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG
OG0001710	LOC118458839|XP_035777634.1|AALB	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG
OG0001711	LOC118461451|XP_035782673.1|AALB	LOC5578517|XP_021713311.1|AAEG
OG0001712	LOC118460817|XP_035781326.1|AALB	LOC5578276|XP_001663804.1|AAEG
OG0001713	LOC118467444|XP_035793844.1|AALB	LOC5575986|XP_011493660.2|AAEG
OG0001714	LOC118461096|XP_035781897.1|AALB	LOC5564681|XP_021692980.1|AAEG
OG0001715	LOC118463662|XP_035786306.1|AALB	LOC5573668|XP_021698214.1|AAEG
OG0001715	LOC118459955|XP_035779734.1|AALB	LOC110681428|XP_021712862.1|AAEG, LOC5566465|XP_001650847.2|AAEG
OG0001716	LOC118462048|XP_035783923.1|AALB	LOC110681112|XP_021712571.1|AAEG, LOC23687829|XP_011493203.2|AAEG, LOC5576349|XP_001656084.1|AAEG
OG0001717	LOC118459801|XP_035779431.1|AALB	LOC110680473|XP_021711973.1|AAEG, LOC5573435|XP_021693609.1|AAEG
OG0001718	LOC118458987|XP_035777875.1|AALB	LOC110674147|XP_021693644.1|AAEG, LOC5576566|XP_021693645.1|AAEG
OG0001719	LOC118461946|XP_035783721.1|AALB	LOC5579075|XP_021694078.1|AAEG
OG0001720	LOC118458202|XP_035776339.1|AALB	LOC5576117|XP_001662463.2|AAEG
OG0001721	LOC118461008|XP_035781746.1|AALB	LOC5565136|XP_001649519.2|AAEG
OG0001721	LOC118456847|XP_035773836.1|AALB	LOC5565189|XP_001649518.2|AAEG, LOC5565137|XP_001649517.2|AAEG
OG0001722	LOC118463324|XP_035785709.1|AALB, LOC118463323|XP_035785707.1|AALB	LOC5571453|XP_021695480.1|AAEG
OG0001723	LOC118465945|XP_035790565.1|AALB	LOC5571265|XP_001653563.1|AAEG
OG0001724	LOC118462931|XP_035784933.1|AALB	LOC5579032|XP_021695970.1|AAEG
OG0001725	LOC118465302|XP_035789291.1|AALB	LOC5568472|XP_021696007.1|AAEG
OG0001726	LOC118466837|XP_035792541.1|AALB	LOC110680966|XP_021712431.1|AAEG, LOC5574101|XP_021696096.1|AAEG
OG0001727	LOC118462531|XP_035784180.1|AALB	LOC5577067|XP_021696347.1|AAEG
OG0001727	LOC118465085|XP_035788882.1|AALB	LOC5576405|XP_021709876.1|AAEG
OG0001728	LOC118465405|XP_035789517.1|AALB	LOC5570509|XP_001659196.2|AAEG
OG0001729	LOC118463780|XP_035786487.1|AALB	LOC5570505|XP_001659192.2|AAEG
OG0001730	LOC118465198|XP_035789073.1|AALB	LOC5569450|XP_021696659.1|AAEG
OG0001731	LOC118463011|XP_035785137.1|AALB	LOC23687490|XP_021696706.1|AAEG, LOC5574280|XP_021696705.1|AAEG
OG0001732	LOC118466551|XP_035791965.1|AALB	LOC110675629|XP_021696818.1|AAEG
