Orthogroup	AALB.longest_only	DPER.longest_only
OG0000799	LOC118462798|XP_035784688.1|AALB	LOC6591859|XP_002017349.1|DPER, LOC6600033|XP_002025080.1|DPER
OG0000801	LOC118463198|XP_035785525.1|AALB	LOC6590365|XP_002015845.1|DPER
OG0000802	LOC118467277|XP_035793472.1|AALB	LOC6603113|XP_002028130.1|DPER
OG0000803	LOC118467719|XP_035794418.1|AALB	LOC6596574|XP_002021661.1|DPER, LOC6603294|XP_002028275.1|DPER
OG0000810	LOC118456265|XP_035772760.1|AALB	LOC6591013|XP_002015578.1|DPER
OG0000811	LOC118466450|XP_035791682.1|AALB	LOC6594686|XP_002019321.1|DPER, LOC6590095|XP_026841071.1|DPER
OG0000812	LOC118467412|XP_035793789.1|AALB	LOC6602038|XP_002027087.2|DPER, LOC6603401|XP_026845881.1|DPER, LOC6602037|XP_002027086.2|DPER, LOC6603400|XP_002028384.1|DPER, LOC113566086|XP_026845864.1|DPER
OG0000813	LOC118463261|XP_035785624.1|AALB	LOC6588976|XP_026844324.1|DPER
OG0000814	LOC118465745|XP_035790105.1|AALB	LOC6589341|XP_002015317.1|DPER
OG0000815	LOC118459814|XP_035779450.1|AALB	LOC6593305|XP_002018648.1|DPER
OG0000816	LOC118466970|XP_035792778.1|AALB	LOC6600749|XP_002025787.1|DPER, LOC6594347|XP_002019526.1|DPER
OG0000818	LOC118461934|XP_035783701.1|AALB	LOC6602750|XP_002027779.2|DPER
OG0000819	LOC118457457|XP_035774950.1|AALB	LOC6597590|XP_026848948.1|DPER, LOC6597591|XP_002022778.2|DPER
OG0000820	LOC118463815|XP_035786587.1|AALB	LOC6592521|XP_026841340.1|DPER
OG0000821	LOC118465578|XP_035789840.1|AALB	LOC6587412|XP_002013866.1|DPER, LOC6591222|XP_002015893.1|DPER
OG0000822	LOC118466197|XP_035791108.1|AALB	LOC6601419|XP_002026488.1|DPER, LOC6593791|XP_002018711.1|DPER
OG0000830	LOC118459962|XP_035779743.1|AALB, LOC118459960|XP_035779742.1|AALB, LOC118459959|XP_035779740.1|AALB	LOC6597338|XP_026846485.1|DPER
OG0000831	LOC118459079|XP_035778024.1|AALB, LOC118461902|XP_035783648.1|AALB, LOC118458536|XP_035777010.1|AALB	LOC6592813|XP_002017610.1|DPER
OG0000832	LOC118460735|XP_035781187.1|AALB	LOC6600898|XP_002025962.1|DPER, LOC6593940|XP_002019006.1|DPER
OG0000833	LOC118463051|XP_035785194.1|AALB	LOC6601512|XP_026847973.1|DPER
OG0000834	LOC118464380|XP_035787616.1|AALB	LOC6595001|XP_002020458.1|DPER
OG0000836	LOC118460970|XP_035781675.1|AALB	LOC6593736|XP_002018994.1|DPER, LOC6588819|XP_026844483.1|DPER
OG0000837	LOC118459718|XP_035779272.1|AALB	LOC113565123|XP_026841691.1|DPER, LOC6597555|XP_026848902.1|DPER
OG0000838	LOC118458035|XP_035776046.1|AALB	LOC113565839|XP_026844974.1|DPER, LOC113565840|XP_026844975.1|DPER
OG0000839	LOC118460038|XP_035779893.1|AALB	LOC6588158|XP_002014122.1|DPER
OG0000840	LOC118460519|XP_035780787.1|AALB	LOC6597491|XP_002022727.1|DPER
OG0000841	LOC118457107|XP_035774292.1|AALB	LOC6594664|XP_026851058.1|DPER
OG0000842	LOC118467493|XP_035793936.1|AALB	LOC6590549|XP_002016229.1|DPER, LOC6594960|XP_002020328.1|DPER
OG0000843	LOC118467383|XP_035793713.1|AALB	LOC6590498|XP_002015647.1|DPER
OG0000844	LOC118462801|XP_035784693.1|AALB	LOC6590403|XP_026841066.1|DPER, LOC6594387|XP_002019479.1|DPER
OG0000845	LOC118464667|XP_035788072.1|AALB	LOC6599990|XP_026849223.1|DPER, LOC6599992|XP_026849221.1|DPER
OG0000854	LOC118468375|XP_035795031.1|AALB	LOC6600362|XP_026848380.1|DPER
OG0000855	LOC118462018|XP_035783872.1|AALB	LOC6596771|XP_002021922.1|DPER, LOC6588298|XP_002013412.1|DPER
OG0000856	LOC118462080|XP_035783992.1|AALB	LOC6603334|XP_002028318.2|DPER
OG0000857	LOC118461650|XP_035783123.1|AALB, LOC118461663|XP_035783145.1|AALB	LOC6597893|XP_026846940.1|DPER
OG0000858	LOC118460903|XP_035781540.1|AALB	LOC6587497|XP_002013881.2|DPER
OG0000860	LOC118467315|XP_035793543.1|AALB	LOC6601812|XP_002026866.2|DPER, LOC6600603|XP_026847504.1|DPER
OG0000861	LOC118467097|XP_035793036.1|AALB	LOC6592522|XP_002018224.2|DPER, LOC6592524|XP_002018226.1|DPER
OG0000862	LOC118467136|XP_035793144.1|AALB	LOC6600903|XP_002025912.1|DPER, LOC6589320|XP_026845007.1|DPER
OG0000863	LOC118462855|XP_035784804.1|AALB	LOC6587223|XP_026840514.1|DPER
OG0000864	LOC118461400|XP_035782558.1|AALB	LOC6602568|XP_002027602.2|DPER
OG0000865	LOC118457283|XP_035774637.1|AALB	LOC113565492|XP_026843465.1|DPER, LOC6591425|XP_002017483.1|DPER
OG0000866	LOC118461640|XP_035783103.1|AALB	LOC6595636|XP_026844147.1|DPER, LOC113565826|XP_026844884.1|DPER, LOC6595635|XP_026844890.1|DPER
OG0000867	LOC118457872|XP_035775679.1|AALB	LOC6588971|XP_002014334.2|DPER
OG0000868	LOC118457576|XP_035775146.1|AALB, LOC118459923|XP_035779666.1|AALB	LOC6598535|XP_002023731.1|DPER, LOC6589396|XP_002014645.1|DPER, LOC6589453|XP_002014867.1|DPER, LOC6594932|XP_002020029.1|DPER, LOC6600748|XP_002025786.1|DPER
OG0000870	LOC118463907|XP_035786738.1|AALB	LOC6591305|XP_002015634.2|DPER
OG0000871	LOC118466733|XP_035792309.1|AALB	LOC6592775|XP_002018017.1|DPER
OG0000872	LOC118463586|XP_035786133.1|AALB	LOC6590019|XP_026842873.1|DPER
OG0000873	LOC118464246|XP_035787341.1|AALB, LOC118463744|XP_035786431.1|AALB, LOC118464222|XP_035787287.1|AALB	LOC6602179|XP_002027219.2|DPER
OG0000874	LOC118463225|XP_035785567.1|AALB	LOC6597353|XP_002022555.1|DPER, LOC6601602|XP_026840947.1|DPER
OG0000875	LOC118466928|XP_035792707.1|AALB	LOC6596981|XP_026845268.1|DPER, LOC6603330|XP_002028307.1|DPER
OG0000882	LOC118460321|XP_035780429.1|AALB	LOC6600043|XP_026849136.1|DPER
OG0000884	LOC118468700|XP_035795717.1|AALB	LOC6595379|XP_002020815.1|DPER, LOC6598181|XP_002023355.1|DPER
OG0000885	LOC118457725|XP_035775410.1|AALB, LOC118457727|XP_035775411.1|AALB, LOC118457724|XP_035775409.1|AALB	LOC6588136|XP_026844274.1|DPER
OG0000887	LOC118463310|XP_035785687.1|AALB, LOC118465846|XP_035790350.1|AALB, LOC118463810|XP_035786579.1|AALB, LOC118468811|XP_035795919.1|AALB, LOC118468809|XP_035795918.1|AALB	LOC6600746|XP_026848674.1|DPER
OG0000888	LOC118465638|XP_035789937.1|AALB, LOC118465634|XP_035789929.1|AALB	LOC6601090|XP_026847315.1|DPER, LOC6601087|XP_026847373.1|DPER
OG0000889	LOC118463477|XP_035785960.1|AALB	LOC6603424|XP_002028402.1|DPER
OG0000890	LOC118465805|XP_035790266.1|AALB	LOC6590086|XP_026842302.1|DPER, LOC6595015|XP_002020168.1|DPER, LOC6588946|XP_026844233.1|DPER
OG0000891	LOC118457690|XP_035775354.1|AALB	LOC6595443|XP_002020864.1|DPER
OG0000892	LOC118461667|XP_035783148.1|AALB	LOC6598870|XP_002024043.1|DPER, LOC6601807|XP_026848560.1|DPER
OG0000893	LOC118461100|XP_035781909.1|AALB	LOC6594271|XP_026850537.1|DPER
OG0000894	LOC118457777|XP_035775501.1|AALB	LOC6604218|XP_026850863.1|DPER, LOC113567429|XP_026851017.1|DPER, LOC6594290|XP_002019938.1|DPER
OG0000895	LOC118458352|XP_035776596.1|AALB	LOC6590707|XP_002015991.1|DPER, LOC6590708|XP_002015992.1|DPER
OG0000907	LOC118459253|XP_035778358.1|AALB	LOC6590497|XP_002015646.2|DPER
OG0000909	LOC118459629|XP_035779099.1|AALB	LOC6587755|XP_002013677.1|DPER
OG0000910	LOC118462988|XP_035785093.1|AALB	LOC6600067|XP_026845117.1|DPER
OG0000911	LOC118464594|XP_035787930.1|AALB	LOC6592441|XP_002017786.1|DPER
OG0000912	LOC118467011|XP_035792847.1|AALB, LOC118462929|XP_035784931.1|AALB	LOC6596066|XP_002021223.1|DPER
OG0000913	LOC118462550|XP_035784209.1|AALB	LOC6595962|XP_026845486.1|DPER
OG0000914	LOC118467845|XP_035794645.1|AALB, LOC118459089|XP_035778047.1|AALB	LOC6590248|XP_002016540.2|DPER
OG0000915	LOC118457378|XP_035774806.1|AALB, LOC118459897|XP_035779606.1|AALB	LOC6590742|XP_002016005.1|DPER
OG0000916	LOC118458441|XP_035776810.1|AALB, LOC118458711|XP_035777344.1|AALB, LOC118456560|XP_035773322.1|AALB, LOC118468342|XP_035794994.1|AALB, LOC118459910|XP_035779638.1|AALB, LOC118458633|XP_035777215.1|AALB, LOC118456982|XP_035774080.1|AALB, LOC118460472|XP_035780690.1|AALB, LOC118459193|XP_035778247.1|AALB, LOC118468359|XP_035795012.1|AALB	LOC6589575|XP_026843929.1|DPER
OG0000917	LOC118458771|XP_035777457.1|AALB	LOC113567376|XP_026850823.1|DPER, LOC6596519|XP_026842953.1|DPER
OG0000918	LOC118460938|XP_035781593.1|AALB	LOC6597991|XP_026843116.1|DPER
OG0000920	LOC118462795|XP_035784685.1|AALB, LOC118462796|XP_035784686.1|AALB, LOC118458426|XP_035776774.1|AALB	LOC6598219|XP_002023344.1|DPER
OG0000921	LOC118460639|XP_035780986.1|AALB	LOC6603207|XP_026845946.1|DPER, LOC113566098|XP_026845947.1|DPER
OG0000922	LOC118456255|XP_035772750.1|AALB	LOC6601884|XP_002026933.1|DPER
OG0000923	LOC118466584|XP_035792037.1|AALB	LOC6588607|XP_002013143.1|DPER
OG0000924	LOC118463875|XP_035786688.1|AALB	LOC6603232|XP_026845217.1|DPER
OG0000925	LOC118467575|XP_035794113.1|AALB	LOC6595306|XP_002020433.1|DPER
OG0000935	LOC118457386|XP_035774818.1|AALB, LOC118459374|XP_035778563.1|AALB	LOC6587608|XP_026850512.1|DPER
OG0000936	LOC118461155|XP_035782074.1|AALB	LOC6592150|XP_026848428.1|DPER, LOC6599140|XP_002024374.1|DPER
OG0000938	LOC118458727|XP_035777387.1|AALB	LOC113566537|XP_026848371.1|DPER
OG0000939	LOC118458045|XP_035776058.1|AALB	LOC113565908|XP_026845080.1|DPER, LOC6589789|XP_002014636.1|DPER
OG0000940	LOC118457807|XP_035775553.1|AALB	LOC6599599|XP_002024689.2|DPER
OG0000941	LOC118457833|XP_035775602.1|AALB	LOC113566184|XP_026846421.1|DPER
OG0000942	LOC118461937|XP_035783705.1|AALB	LOC113566490|XP_026848093.1|DPER
OG0000943	LOC118464680|XP_035788095.1|AALB	LOC6590176|XP_026842496.1|DPER, LOC6589929|XP_002015880.1|DPER
OG0000944	LOC118463430|XP_035785890.1|AALB	LOC6599123|XP_026848288.1|DPER
OG0000945	LOC118462643|XP_035784385.1|AALB	LOC6601058|XP_026849742.1|DPER
OG0000946	LOC118468439|XP_035795094.1|AALB, LOC118458079|XP_035776129.1|AALB	LOC6589560|XP_002015269.1|DPER
OG0000947	LOC118459427|XP_035778666.1|AALB, LOC118459425|XP_035778663.1|AALB, LOC118459426|XP_035778664.1|AALB	LOC6591001|XP_002016565.1|DPER
OG0000948	LOC118460957|XP_035781625.1|AALB	LOC6601703|XP_026849928.1|DPER, LOC113566910|XP_026849921.1|DPER, LOC113566912|XP_026849923.1|DPER, LOC113566916|XP_026849929.1|DPER, LOC113566909|XP_026849920.1|DPER, LOC113566915|XP_026849927.1|DPER, LOC113566911|XP_026849922.1|DPER, LOC113566913|XP_026849925.1|DPER
OG0000949	LOC118461660|XP_035783134.1|AALB, LOC118461659|XP_035783133.1|AALB	LOC6600062|XP_026845102.1|DPER
OG0000950	LOC118459856|XP_035779521.1|AALB	LOC6602904|XP_026849671.1|DPER, LOC6594120|XP_002019542.2|DPER
OG0000951	LOC118467062|XP_035792970.1|AALB	LOC6598701|XP_002023880.1|DPER, LOC6603038|XP_002028060.1|DPER
OG0000952	LOC118463414|XP_035785859.1|AALB	LOC6595403|XP_002020876.2|DPER
OG0000964	LOC118461375|XP_035782519.1|AALB	LOC6590064|XP_026841347.1|DPER, LOC113566696|XP_026849250.1|DPER
OG0000965	LOC118458186|XP_035776321.1|AALB	LOC6600658|XP_026848620.1|DPER
OG0000966	LOC118463865|XP_035786672.1|AALB	LOC6595173|XP_002020428.1|DPER
OG0000968	LOC118464835|XP_035788404.1|AALB	LOC6599768|XP_002024888.1|DPER
OG0000969	LOC118467288|XP_035793494.1|AALB	LOC6600916|XP_002025925.1|DPER
OG0000970	LOC118459232|XP_035778322.1|AALB	LOC6597419|XP_002022427.2|DPER, LOC6597420|XP_002022428.2|DPER, LOC6594924|XP_026850452.1|DPER
OG0000971	LOC118467673|XP_035794337.1|AALB, LOC118461168|XP_035782061.1|AALB	LOC6589751|XP_026844021.1|DPER
OG0000972	LOC118457048|XP_035774189.1|AALB	LOC6601465|XP_026847757.1|DPER
OG0000974	LOC118460056|XP_035779933.1|AALB, LOC118463138|XP_035785391.1|AALB	LOC6603288|XP_002028269.1|DPER
OG0000975	LOC118461802|XP_035783438.1|AALB	LOC6588475|XP_002012986.1|DPER, LOC6594595|XP_002019385.1|DPER
OG0000976	LOC118460713|XP_035781136.1|AALB, LOC118460739|XP_035781190.1|AALB	LOC6591570|XP_026847216.1|DPER
OG0000977	LOC118468937|XP_035796163.1|AALB	LOC6594498|XP_026850315.1|DPER, LOC6594499|XP_026850299.1|DPER
OG0000978	LOC118464760|XP_035788272.1|AALB	LOC6594613|XP_002019836.1|DPER
OG0000979	LOC118459941|XP_035779710.1|AALB	LOC6592635|XP_026841348.1|DPER
OG0000988	LOC118465612|XP_035789882.1|AALB	LOC6589693|XP_002015206.1|DPER
OG0000990	LOC118461263|XP_035782289.1|AALB	LOC113566097|XP_026845939.1|DPER, LOC113566096|XP_026845938.1|DPER, LOC6602908|XP_026849661.1|DPER
OG0000991	LOC118467778|XP_035794509.1|AALB	LOC6588541|XP_002013581.1|DPER
OG0000991	LOC118460991|XP_035781709.1|AALB	LOC6598182|XP_026846152.1|DPER
OG0000992	LOC118467370|XP_035793679.1|AALB	LOC6587813|XP_002014097.1|DPER
OG0000993	LOC118458879|XP_035777722.1|AALB	LOC6594901|XP_002020501.1|DPER, LOC6594900|XP_002020500.1|DPER
OG0000994	LOC118460067|XP_035779957.1|AALB	LOC6599276|XP_002024271.2|DPER
OG0000995	LOC118467882|XP_035794687.1|AALB	LOC6593313|XP_002018652.1|DPER
OG0000996	LOC118464625|XP_035787964.1|AALB	LOC6600948|XP_002026019.1|DPER
OG0000997	LOC118463841|XP_035786637.1|AALB	LOC6591105|XP_026841646.1|DPER, LOC6590895|XP_026840602.1|DPER
OG0000998	LOC118463641|XP_035786269.1|AALB	LOC113566327|XP_026847309.1|DPER
OG0000999	LOC118464812|XP_035788372.1|AALB	LOC6597395|XP_002022489.1|DPER
OG0001000	LOC118468586|XP_035795411.1|AALB	LOC6603247|XP_026841996.1|DPER
OG0001001	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB	LOC6593132|XP_026842467.1|DPER
OG0001002	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB	LOC113565648|XP_026844089.1|DPER
OG0001003	LOC118458880|XP_035777724.1|AALB	LOC6594369|XP_002019337.2|DPER
OG0001004	LOC118461508|XP_035782830.1|AALB	LOC6594320|XP_002019363.1|DPER
OG0001005	LOC118457323|XP_035774708.1|AALB	LOC6600156|XP_002025239.2|DPER
OG0001006	LOC118466540|XP_035791949.1|AALB	LOC6600640|XP_002025651.2|DPER
OG0001007	LOC118465783|XP_035790210.1|AALB	LOC6590156|XP_002016578.1|DPER
OG0001008	LOC118465025|XP_035788783.1|AALB	LOC6603108|XP_002028093.1|DPER
OG0001009	LOC118457397|XP_035774827.1|AALB	LOC6591673|XP_002016888.1|DPER, LOC6594917|XP_002020125.1|DPER
OG0001019	LOC118465401|XP_035789500.1|AALB	LOC6587304|XP_002013005.1|DPER
OG0001020	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB	LOC6599375|XP_002024549.1|DPER
OG0001022	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB	LOC6602844|XP_002027870.1|DPER
OG0001024	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB	LOC6588193|XP_002012994.1|DPER
OG0001025	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB	LOC6596133|XP_002021097.1|DPER
OG0001026	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB	LOC6590551|XP_002016231.1|DPER
OG0001027	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB	LOC6595821|XP_026845283.1|DPER
OG0001028	LOC118466252|XP_035791197.1|AALB	LOC6596609|XP_002021605.1|DPER
OG0001029	LOC118459516|XP_035778851.1|AALB	LOC6592205|XP_002017840.1|DPER
OG0001031	LOC118458005|XP_035775973.1|AALB	LOC6593548|XP_026843852.1|DPER, LOC6593647|XP_026844596.1|DPER
OG0001032	LOC118456400|XP_035772993.1|AALB	LOC6597923|XP_026843427.1|DPER
OG0001033	LOC118466176|XP_035791056.1|AALB	LOC6589258|XP_026844114.1|DPER, LOC6599988|XP_026849155.1|DPER
OG0001042	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB	LOC6595062|XP_002020416.1|DPER
OG0001043	LOC118458781|XP_035777499.1|AALB	LOC6597811|XP_002022943.1|DPER
OG0001044	LOC118466750|XP_035792336.1|AALB	LOC6590851|XP_002016364.1|DPER
OG0001045	LOC118460207|XP_035780211.1|AALB	LOC6590815|XP_026841175.1|DPER
OG0001046	LOC118461602|XP_035783012.1|AALB	LOC6592667|XP_002018391.1|DPER
OG0001048	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB	LOC6592711|XP_002018078.1|DPER
OG0001049	LOC118467134|XP_035793137.1|AALB	LOC6595456|XP_002020889.1|DPER, LOC6599675|XP_002024807.2|DPER
OG0001050	LOC118466206|XP_035791116.1|AALB	LOC6587782|XP_002012768.2|DPER, LOC6599758|XP_002024878.1|DPER, LOC6588958|XP_002014341.1|DPER
OG0001051	LOC118458232|XP_035776394.1|AALB	LOC6589449|XP_002014476.1|DPER
OG0001052	LOC118456651|XP_035773484.1|AALB	LOC6589073|XP_002014522.1|DPER
OG0001053	LOC118468491|XP_035795212.1|AALB	LOC113566194|XP_026846524.1|DPER, LOC6597402|XP_002022494.2|DPER
OG0001054	LOC118458947|XP_035777823.1|AALB	LOC6587843|XP_002012745.1|DPER, LOC6587777|XP_002012746.1|DPER
OG0001055	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB	LOC6594157|XP_026840245.1|DPER
OG0001056	LOC118458531|XP_035777002.1|AALB	LOC6603665|XP_026845775.1|DPER
OG0001057	LOC118456428|XP_035773077.1|AALB	LOC6593374|XP_002019040.1|DPER, LOC6593373|XP_002019039.1|DPER
OG0001058	LOC118462874|XP_035784828.1|AALB	LOC6596934|XP_026845640.1|DPER
OG0001073	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB	LOC6598750|XP_002023784.2|DPER
OG0001074	LOC118465055|XP_035788830.1|AALB	LOC6590379|XP_002015481.1|DPER
OG0001077	LOC118468651|XP_035795571.1|AALB	LOC6592151|XP_002016807.1|DPER
OG0001078	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB	LOC6601724|XP_026847007.1|DPER
OG0001079	LOC118462980|XP_035785069.1|AALB	LOC6601903|XP_002026952.2|DPER, LOC6604053|XP_026850184.1|DPER, LOC113566780|XP_026849676.1|DPER, LOC6604111|XP_026849643.1|DPER, LOC6603727|XP_026849521.1|DPER, LOC113566740|XP_026849520.1|DPER, LOC113566774|XP_026849642.1|DPER, LOC113566775|XP_026849644.1|DPER, LOC113566781|XP_026849677.1|DPER, LOC113566836|XP_026849807.1|DPER, LOC113567166|XP_026850140.1|DPER, LOC113566954|XP_026849997.1|DPER
OG0001080	LOC118466686|XP_035792207.1|AALB	LOC6601038|XP_026849752.1|DPER
OG0001081	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB	LOC113565172|XP_026842217.1|DPER
OG0001082	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB	LOC6598435|XP_026846128.1|DPER, LOC6598437|XP_026846126.1|DPER, LOC6593268|XP_002017919.1|DPER
OG0001083	LOC118463887|XP_035786707.1|AALB	LOC113567101|XP_026850079.1|DPER, LOC6601217|XP_002026313.1|DPER
OG0001084	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB	LOC6590304|XP_026840668.1|DPER
OG0001085	LOC118463368|XP_035785785.1|AALB	LOC6602130|XP_002027102.1|DPER
OG0001086	LOC118466154|XP_035791022.1|AALB	LOC6590020|XP_002016574.1|DPER
OG0001088	LOC118463537|XP_035786046.1|AALB	LOC6600581|XP_026847597.1|DPER
OG0001089	LOC118463098|XP_035785279.1|AALB	LOC6599787|XP_026847285.1|DPER
OG0001090	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB	LOC6595874|XP_026845576.1|DPER
OG0001092	LOC118458375|XP_035776670.1|AALB	LOC6593748|XP_002018852.1|DPER
OG0001093	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB	LOC6598113|XP_002023269.1|DPER
OG0001094	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB	LOC6598086|XP_026843510.1|DPER
OG0001095	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB	LOC6602657|XP_002027676.2|DPER
OG0001096	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB	LOC6595704|XP_026844660.1|DPER
OG0001097	LOC118468054|XP_035794870.1|AALB	LOC113565686|XP_026844277.1|DPER
OG0001099	LOC118459695|XP_035779229.1|AALB	LOC6602991|XP_002028018.1|DPER
OG0001100	LOC118467040|XP_035792918.1|AALB	LOC6594666|XP_026841605.1|DPER
OG0001101	LOC118465160|XP_035789001.1|AALB	LOC6589976|XP_026840594.1|DPER
OG0001102	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB	LOC6601953|XP_026849623.1|DPER
OG0001103	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB	LOC6598605|XP_002023850.1|DPER
OG0001104	LOC118466871|XP_035792612.1|AALB	LOC6591285|XP_026841023.1|DPER
OG0001105	LOC118464948|XP_035788630.1|AALB	LOC6602893|XP_002027916.1|DPER
OG0001106	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB	LOC6602541|XP_026846779.1|DPER
OG0001118	LOC118464394|XP_035787640.1|AALB	LOC113566759|XP_026849595.1|DPER, LOC113566178|XP_026846367.1|DPER, LOC113566757|XP_026849593.1|DPER, LOC113566758|XP_026849594.1|DPER, LOC113566174|XP_026846363.1|DPER, LOC113566761|XP_026849597.1|DPER, LOC113566762|XP_026849598.1|DPER, LOC113566176|XP_026846365.1|DPER, LOC113566177|XP_026846366.1|DPER, LOC113566760|XP_026849596.1|DPER, LOC113566175|XP_026846364.1|DPER
OG0001119	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB	LOC6594399|XP_002019345.1|DPER
OG0001120	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB	LOC6598804|XP_026851183.1|DPER
OG0001122	LOC118466831|XP_035792522.1|AALB	LOC6604104|XP_026850106.1|DPER, LOC6603658|XP_026849785.1|DPER, LOC113566828|XP_026849787.1|DPER, LOC113567157|XP_026850131.1|DPER, LOC6604114|XP_026849782.1|DPER, LOC113566827|XP_026849783.1|DPER, LOC6603657|XP_026849786.1|DPER, LOC6604125|XP_026850093.1|DPER, LOC6604087|XP_026849784.1|DPER, LOC113567119|XP_026850092.1|DPER, LOC113567161|XP_026850138.1|DPER, LOC6604210|XP_026848005.1|DPER
OG0001124	LOC118465314|XP_035789323.1|AALB	LOC6588595|XP_026850803.1|DPER
OG0001125	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB	LOC6587936|XP_002013333.1|DPER
OG0001127	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB	LOC6596010|XP_002020999.1|DPER
OG0001128	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB	LOC6590181|XP_002016334.2|DPER
OG0001129	LOC118456467|XP_035773148.1|AALB	LOC6588784|XP_026843915.1|DPER
OG0001130	LOC118468542|XP_035795318.1|AALB	LOC6589276|XP_002014454.1|DPER, LOC6602924|XP_002027947.2|DPER
OG0001131	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB	LOC6601989|XP_026846838.1|DPER
OG0001133	LOC118459323|XP_035778470.1|AALB	LOC6596614|XP_026843742.1|DPER
OG0001134	LOC118459711|XP_035779262.1|AALB	LOC6590624|XP_026841099.1|DPER
OG0001135	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB	LOC6588013|XP_002013605.1|DPER
OG0001136	LOC118461028|XP_035781783.1|AALB	LOC6592084|XP_026840360.1|DPER, LOC6592073|XP_002017522.1|DPER
OG0001137	LOC118457518|XP_035775055.1|AALB	LOC6588247|XP_002013400.1|DPER
OG0001138	LOC118464731|XP_035788215.1|AALB	LOC6601036|XP_026849753.1|DPER
OG0001139	LOC118465857|XP_035790380.1|AALB	LOC6602846|XP_002027875.1|DPER
OG0001153	LOC118465049|XP_035788825.1|AALB	LOC6590367|XP_026840936.1|DPER
OG0001154	LOC118468672|XP_035795648.1|AALB	LOC6589018|XP_026844895.1|DPER
OG0001158	LOC118458274|XP_035776486.1|AALB	LOC6593710|XP_002018634.2|DPER
OG0001159	LOC118458131|XP_035776206.1|AALB, LOC118460079|XP_035779986.1|AALB	LOC6594977|XP_026839930.1|DPER
OG0001160	LOC118457823|XP_035775591.1|AALB	LOC6587327|XP_002014020.1|DPER
OG0001162	LOC118458801|XP_035777541.1|AALB	LOC6592142|XP_002017278.1|DPER, LOC113567332|XP_026850587.1|DPER
OG0001163	LOC118458840|XP_035777635.1|AALB	LOC6588545|XP_026843729.1|DPER
OG0001164	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB	LOC6588621|XP_026851163.1|DPER, LOC6588396|XP_002012935.1|DPER
OG0001165	LOC118468688|XP_035795695.1|AALB	LOC6593163|XP_002018177.1|DPER
OG0001167	LOC118464622|XP_035787961.1|AALB	LOC6590526|XP_002016455.2|DPER
OG0001168	LOC118465527|XP_035789744.1|AALB	LOC6593148|XP_002018525.1|DPER
OG0001169	LOC118464071|XP_035787014.1|AALB	LOC6598450|XP_002023577.1|DPER
OG0001170	LOC118460729|XP_035781178.1|AALB	LOC6588034|XP_002014103.2|DPER
