Orthogroup	AALB.longest_only	DSUZ.longest_only
OG0001461	LOC118467643|XP_035794267.1|AALB	LOC108015345|XP_016937242.1|DSUZ
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	LOC108007143|XP_016926235.1|DSUZ
OG0001464	LOC118467133|XP_035793136.1|AALB	LOC108016783|XP_016939040.2|DSUZ
OG0001465	LOC118464144|XP_035787142.1|AALB	LOC108008445|XP_016927785.1|DSUZ
OG0001466	LOC118465793|XP_035790245.1|AALB	LOC108014293|XP_016935848.1|DSUZ
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	LOC108013349|XP_016934654.1|DSUZ
OG0001468	LOC118463433|XP_035785895.1|AALB	LOC108012424|XP_016933275.1|DSUZ
OG0001469	LOC118467373|XP_035793680.1|AALB	LOC108009341|XP_016929116.1|DSUZ
OG0001470	LOC118463134|XP_035785386.1|AALB	LOC108018336|XP_036671749.1|DSUZ
OG0001471	LOC118465752|XP_035790117.1|AALB	LOC108012893|XP_036670305.1|DSUZ
OG0001472	LOC118466349|XP_035791375.1|AALB	LOC108005629|XP_016924428.1|DSUZ
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC108011617|XP_036673670.1|DSUZ
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC108004756|XP_016923282.1|DSUZ
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC108009554|XP_016929500.1|DSUZ
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC108010464|XP_016930822.1|DSUZ
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC118878112|XP_036675425.1|DSUZ
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	LOC108020920|XP_016944834.1|DSUZ
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC108016619|XP_016938802.1|DSUZ
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC108020889|XP_016944790.1|DSUZ
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC108018385|XP_036678619.1|DSUZ, LOC118879765|XP_036678618.1|DSUZ
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC108008991|XP_016928423.1|DSUZ
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC108010874|XP_016931345.1|DSUZ
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC108009156|XP_016928755.1|DSUZ
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	LOC108020703|XP_016944560.2|DSUZ
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC108011931|XP_036678620.1|DSUZ, LOC108019208|XP_016942491.1|DSUZ
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC108013786|XP_036677298.1|DSUZ
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC108019645|XP_016943018.1|DSUZ
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC108016094|XP_016938184.1|DSUZ
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC108008423|XP_016927763.1|DSUZ
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC108015141|XP_016936904.1|DSUZ
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC108012831|XP_016933784.1|DSUZ
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC108015149|XP_016936911.1|DSUZ
OG0001494	LOC118461696|XP_035783208.1|AALB	LOC108004627|XP_016923055.1|DSUZ
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC108019715|XP_016943103.1|DSUZ
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC108013323|XP_016934609.1|DSUZ, LOC108004706|XP_016923208.1|DSUZ
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC108008322|XP_016927630.1|DSUZ
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC108018223|XP_016941231.1|DSUZ
OG0001501	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB	LOC108007333|XP_016926471.2|DSUZ
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC108009719|XP_016929771.1|DSUZ
OG0001503	LOC118466174|XP_035791054.1|AALB	LOC108018189|XP_016941186.1|DSUZ
OG0001504	LOC118466794|XP_035792431.1|AALB	LOC108016545|XP_036676686.1|DSUZ
OG0001506	LOC118464164|XP_035787192.1|AALB	LOC108019888|XP_016943455.1|DSUZ
OG0001507	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB	LOC108009587|XP_016929546.1|DSUZ
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	LOC108018167|XP_016941148.1|DSUZ
OG0001509	LOC118467501|XP_035793944.1|AALB	LOC108010331|XP_036669432.1|DSUZ
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	LOC108019389|XP_016942701.1|DSUZ, LOC108017670|XP_016940267.2|DSUZ
OG0001511	LOC118462626|XP_035784359.1|AALB	LOC108010164|XP_016930494.1|DSUZ
OG0001512	LOC118467300|XP_035793512.1|AALB	LOC108005763|XP_016924580.2|DSUZ
OG0001513	LOC118463792|XP_035786520.1|AALB	LOC118879038|XP_036677926.1|DSUZ, LOC108007692|XP_016926904.2|DSUZ, LOC118879492|XP_036678258.1|DSUZ
OG0001515	LOC118460654|XP_035781010.1|AALB	LOC108021154|XP_016945217.1|DSUZ, LOC108015028|XP_016936747.1|DSUZ
OG0001516	LOC118458012|XP_035776003.1|AALB, LOC118458013|XP_035776004.1|AALB	LOC108017233|XP_016939718.2|DSUZ, LOC108017260|XP_016939758.2|DSUZ, LOC108017258|XP_016939756.2|DSUZ
OG0001534	LOC118465774|XP_035790226.1|AALB	LOC108014978|XP_036676878.1|DSUZ
OG0001535	LOC118457255|XP_035774538.1|AALB	LOC108015333|XP_016937224.2|DSUZ
OG0001536	LOC118457824|XP_035775592.1|AALB	LOC108016802|XP_016939067.1|DSUZ
OG0001537	LOC118462838|XP_035784792.1|AALB	LOC108005851|XP_016924712.1|DSUZ
OG0001538	LOC118460246|XP_035780308.1|AALB	LOC108005350|XP_016924078.1|DSUZ
OG0001539	LOC118463471|XP_035785957.1|AALB	LOC108009678|XP_016929703.1|DSUZ
OG0001540	LOC118460831|XP_035781392.1|AALB	LOC108021496|XP_016945728.1|DSUZ
OG0001541	LOC118461438|XP_035782643.1|AALB	LOC108007684|XP_016926896.1|DSUZ
OG0001542	LOC118459326|XP_035778479.1|AALB	LOC108018279|XP_036674293.1|DSUZ
OG0001545	LOC118463055|XP_035785202.1|AALB	LOC108011212|XP_016931794.2|DSUZ
OG0001546	LOC118457273|XP_035774564.1|AALB	LOC108011227|XP_016931815.1|DSUZ
OG0001547	LOC118466119|XP_035790955.1|AALB	LOC108018889|XP_036675711.1|DSUZ
OG0001548	LOC118459929|XP_035779689.1|AALB	LOC108011159|XP_016931735.1|DSUZ
OG0001549	LOC118457891|XP_035775731.1|AALB	LOC108014236|XP_036668807.1|DSUZ
OG0001551	LOC118458450|XP_035776826.1|AALB	LOC108005602|XP_036673034.1|DSUZ
OG0001552	LOC118468972|XP_035796242.1|AALB	LOC108006964|XP_036672958.1|DSUZ
OG0001553	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB	LOC108018988|XP_016942083.1|DSUZ
OG0001554	LOC118458577|XP_035777126.1|AALB	LOC108018744|XP_036674381.1|DSUZ
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	LOC108005161|XP_016923827.1|DSUZ
OG0001556	LOC118462575|XP_035784271.1|AALB	LOC108018220|XP_016941228.1|DSUZ
OG0001557	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB	LOC108005434|XP_016924207.1|DSUZ
OG0001558	LOC118460243|XP_035780291.1|AALB	LOC108019154|XP_016942392.1|DSUZ
OG0001559	LOC118468892|XP_035796078.1|AALB	LOC108020667|XP_036673347.1|DSUZ
OG0001560	LOC118459595|XP_035779015.1|AALB	LOC108011781|XP_036672758.1|DSUZ, LOC118876773|XP_036675224.1|DSUZ
OG0001561	LOC118457814|XP_035775568.1|AALB	LOC108020826|XP_016944698.1|DSUZ
OG0001562	LOC118464784|XP_035788308.1|AALB	LOC108009762|XP_016929879.1|DSUZ
OG0001563	LOC118468455|XP_035795128.1|AALB	LOC118879349|XP_036678094.1|DSUZ, LOC118879419|XP_036678185.1|DSUZ, LOC108004836|XP_036678024.1|DSUZ
OG0001564	LOC118458845|XP_035777642.1|AALB	LOC108016188|XP_036673148.1|DSUZ, LOC108014388|XP_036673176.1|DSUZ
OG0001565	LOC118456664|XP_035773512.1|AALB	LOC108018471|XP_036673194.1|DSUZ
OG0001566	LOC118460066|XP_035779956.1|AALB	LOC108020101|XP_016943690.2|DSUZ
OG0001567	LOC118463265|XP_035785628.1|AALB	LOC118876905|XP_036668954.1|DSUZ, LOC108008177|XP_016927457.2|DSUZ, LOC118876896|XP_036668889.1|DSUZ
OG0001568	LOC118462565|XP_035784248.1|AALB	LOC108010878|XP_036675480.1|DSUZ, LOC108017459|XP_036674133.1|DSUZ
OG0001569	LOC118462583|XP_035784283.1|AALB	LOC118877608|XP_036672835.1|DSUZ, LOC108015631|XP_036674698.1|DSUZ
OG0001570	LOC118458696|XP_035777328.1|AALB	LOC108018306|XP_016941333.2|DSUZ, LOC108018309|XP_016941336.2|DSUZ
OG0001571	LOC118468784|XP_035795874.1|AALB	LOC108021264|XP_016945378.1|DSUZ
OG0001572	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB	LOC108006270|XP_016925208.1|DSUZ
OG0001573	LOC118463557|XP_035786074.1|AALB	LOC108010949|XP_036671242.1|DSUZ
OG0001574	LOC118462966|XP_035785023.1|AALB, LOC118464066|XP_035787007.1|AALB	LOC108016986|XP_016939422.1|DSUZ
OG0001575	LOC118465336|XP_035789378.1|AALB	LOC108004858|XP_036673398.1|DSUZ
OG0001576	LOC118464403|XP_035787650.1|AALB	LOC108006041|XP_016924974.2|DSUZ
OG0001577	LOC118464309|XP_035787493.1|AALB	LOC108015502|XP_016937447.2|DSUZ
OG0001578	LOC118463396|XP_035785834.1|AALB	LOC108018246|XP_016941262.1|DSUZ
OG0001579	LOC118464271|XP_035787426.1|AALB	LOC108013717|XP_036676727.1|DSUZ
OG0001580	LOC118464408|XP_035787657.1|AALB	LOC108009676|XP_016929700.1|DSUZ
OG0001581	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB	LOC108015286|XP_016937148.1|DSUZ, LOC118876782|XP_036678628.1|DSUZ
OG0001582	LOC118464532|XP_035787862.1|AALB	LOC108008358|XP_016927680.1|DSUZ
OG0001583	LOC118466473|XP_035791747.1|AALB	LOC108009929|XP_016930159.1|DSUZ
OG0001584	LOC118465768|XP_035790176.1|AALB	LOC108012532|XP_016933434.1|DSUZ
OG0001586	LOC118465652|XP_035789959.1|AALB	LOC108005756|XP_036672068.1|DSUZ
OG0001587	LOC118466944|XP_035792738.1|AALB	LOC108005663|XP_016924473.1|DSUZ
OG0001588	LOC118464405|XP_035787652.1|AALB	LOC108018211|XP_016941218.1|DSUZ
OG0001589	LOC118460867|XP_035781491.1|AALB	LOC108017186|XP_016939668.2|DSUZ, LOC108019293|XP_036677307.1|DSUZ, LOC108019294|XP_016942599.1|DSUZ
OG0001590	LOC118465624|XP_035789915.1|AALB	LOC108009301|XP_016929037.1|DSUZ
OG0001591	LOC118467389|XP_035793729.1|AALB	LOC108007242|XP_016926368.1|DSUZ
OG0001593	LOC118457738|XP_035775439.1|AALB	LOC108014304|XP_016935862.1|DSUZ
OG0001594	LOC118468366|XP_035795018.1|AALB	LOC108004729|XP_016923416.2|DSUZ
OG0001595	LOC118459536|XP_035778890.1|AALB	LOC108010101|XP_016930412.1|DSUZ
OG0001596	LOC118458369|XP_035776658.1|AALB	LOC108021128|XP_016945174.1|DSUZ
OG0001597	LOC118469076|XP_035796451.1|AALB	LOC108020597|XP_036677861.1|DSUZ, LOC108020596|XP_036677870.1|DSUZ
OG0001598	LOC118457598|XP_035775190.1|AALB	LOC108021153|XP_016945214.1|DSUZ
OG0001599	LOC118459793|XP_035779416.1|AALB	LOC108020696|XP_016944556.1|DSUZ
OG0001600	LOC118458741|XP_035777408.1|AALB	LOC108020781|XP_016944652.1|DSUZ
OG0001601	LOC118456834|XP_035773823.1|AALB	LOC118878449|XP_036677333.1|DSUZ, LOC118878442|XP_036677322.1|DSUZ, LOC108011905|XP_016932645.1|DSUZ, LOC118878455|XP_036677341.1|DSUZ, LOC118878458|XP_036677347.1|DSUZ, LOC118878453|XP_036677336.1|DSUZ, LOC108015711|XP_036677344.1|DSUZ, LOC118878450|XP_036677334.1|DSUZ
OG0001603	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB	LOC108007834|XP_016927090.1|DSUZ
OG0001604	LOC118457907|XP_035775794.1|AALB	LOC108015153|XP_036676507.1|DSUZ
OG0001605	LOC118457695|XP_035775361.1|AALB	LOC108019616|XP_016942985.1|DSUZ
OG0001606	LOC118460076|XP_035779984.1|AALB	LOC108011185|XP_016931764.1|DSUZ
OG0001607	LOC118459538|XP_035778903.1|AALB	LOC108014699|XP_016936363.1|DSUZ
OG0001608	LOC118461668|XP_035783149.1|AALB	LOC108021228|XP_016945318.1|DSUZ
OG0001609	LOC118459320|XP_035778463.1|AALB	LOC108017686|XP_036670118.1|DSUZ
OG0001610	LOC118459136|XP_035778107.1|AALB	LOC108021336|XP_016945503.1|DSUZ
OG0001611	LOC118461129|XP_035781983.1|AALB	LOC108021298|XP_016945437.1|DSUZ
OG0001612	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB	LOC108009894|XP_016930106.1|DSUZ
OG0001613	LOC118461249|XP_035782257.1|AALB	LOC108021832|XP_016946129.1|DSUZ
OG0001614	LOC118457865|XP_035775657.1|AALB	LOC108010281|XP_016930640.1|DSUZ
OG0001615	LOC118461237|XP_035782229.1|AALB	LOC108015917|XP_016937978.1|DSUZ
OG0001616	LOC118461189|XP_035782113.1|AALB	LOC108021246|XP_016945348.1|DSUZ
OG0001617	LOC118461412|XP_035782588.1|AALB	LOC108019495|XP_016942821.1|DSUZ
OG0001618	LOC118460381|XP_035780533.1|AALB, LOC118460776|XP_035781273.1|AALB	LOC108009790|XP_016929942.1|DSUZ
OG0001619	LOC118460610|XP_035780944.1|AALB	LOC108021157|XP_016945224.1|DSUZ
OG0001620	LOC118458046|XP_035776059.1|AALB	LOC108008313|XP_016927620.1|DSUZ
OG0001621	LOC118456918|XP_035773941.1|AALB	LOC108008774|XP_016928161.1|DSUZ
OG0001622	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB	LOC108016877|XP_016939253.1|DSUZ
OG0001623	LOC118468373|XP_035795026.1|AALB	LOC108020749|XP_016944618.1|DSUZ
OG0001624	LOC118459396|XP_035778599.1|AALB	LOC108019112|XP_016942328.1|DSUZ
OG0001625	LOC118459390|XP_035778586.1|AALB	LOC108015497|XP_016937444.1|DSUZ
OG0001626	LOC118458763|XP_035777449.1|AALB	LOC108011934|XP_016932671.1|DSUZ
OG0001627	LOC118460994|XP_035781708.1|AALB	LOC108011517|XP_036674032.1|DSUZ
OG0001628	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB	LOC108018416|XP_036675507.1|DSUZ
OG0001630	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB	LOC108004859|XP_036673351.1|DSUZ
OG0001631	LOC118468984|XP_035796269.1|AALB	LOC108020130|XP_036673691.1|DSUZ, LOC118878012|XP_036674952.1|DSUZ, LOC118878561|XP_036677475.1|DSUZ, LOC118878616|XP_036677555.1|DSUZ, LOC118877738|XP_036673633.1|DSUZ, LOC108007595|XP_036674919.1|DSUZ, LOC108020131|XP_036674841.1|DSUZ
OG0001632	LOC118457791|XP_035775530.1|AALB	LOC108021355|XP_016945532.1|DSUZ
OG0001633	LOC118457962|XP_035775888.1|AALB	LOC108010633|XP_016931015.1|DSUZ
OG0001635	LOC118460376|XP_035780524.1|AALB, LOC118460375|XP_035780521.1|AALB	LOC108016307|XP_016938430.1|DSUZ
OG0001636	LOC118466678|XP_035792195.1|AALB	LOC108017109|XP_036674967.1|DSUZ
OG0001637	LOC118458420|XP_035776766.1|AALB	LOC108006982|XP_036672928.1|DSUZ
OG0001638	LOC118461258|XP_035782271.1|AALB	LOC108016601|XP_016938779.1|DSUZ
OG0001639	LOC118460172|XP_035780168.1|AALB	LOC108010974|XP_036669920.1|DSUZ, LOC118878895|XP_036677793.1|DSUZ
OG0001640	LOC118464493|XP_035787814.1|AALB	LOC108013744|XP_016935186.1|DSUZ, LOC118878001|XP_036674899.1|DSUZ
OG0001641	LOC118466589|XP_035792041.1|AALB	LOC108019500|XP_016942818.1|DSUZ
OG0001642	LOC118468523|XP_035795284.1|AALB	LOC108018931|XP_016942013.1|DSUZ
OG0001643	LOC118465356|XP_035789422.1|AALB	LOC108018937|XP_036678572.1|DSUZ
OG0001644	LOC118464022|XP_035786971.1|AALB	LOC108005538|XP_016924322.2|DSUZ
OG0001645	LOC118465180|XP_035789035.1|AALB	LOC108008747|XP_016928132.1|DSUZ
OG0001646	LOC118462638|XP_035784378.1|AALB	LOC108008276|XP_036669239.1|DSUZ
OG0001647	LOC118464714|XP_035788141.1|AALB	LOC108017950|XP_036670145.1|DSUZ
OG0001648	LOC118467012|XP_035792849.1|AALB	LOC108013137|XP_016934306.1|DSUZ
OG0001649	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB	LOC108009419|XP_016929235.1|DSUZ
OG0001650	LOC118467408|XP_035793776.1|AALB	LOC108009817|XP_016929988.1|DSUZ
OG0001651	LOC118462824|XP_035784740.1|AALB, LOC118464236|XP_035787314.1|AALB	LOC108009814|XP_016929984.1|DSUZ
OG0001652	LOC118464366|XP_035787593.1|AALB	LOC108010517|XP_016930881.2|DSUZ
OG0001653	LOC118462773|XP_035784638.1|AALB	LOC108017622|XP_016940209.2|DSUZ
OG0001654	LOC118464698|XP_035788113.1|AALB	LOC108009639|XP_016929625.1|DSUZ
OG0001655	LOC118465283|XP_035789219.1|AALB	LOC108009144|XP_016928737.1|DSUZ
OG0001656	LOC118464262|XP_035787400.1|AALB	LOC108010135|XP_016930457.1|DSUZ
OG0001657	LOC118462758|XP_035784617.1|AALB	LOC108019354|XP_036671739.1|DSUZ
OG0001658	LOC118465827|XP_035790308.1|AALB	LOC118878617|XP_036677556.1|DSUZ, LOC108018722|XP_016941783.2|DSUZ, LOC108007485|XP_036671379.1|DSUZ, LOC108019540|XP_016942867.2|DSUZ, LOC118879108|XP_036677982.1|DSUZ
OG0001659	LOC118464695|XP_035788109.1|AALB	LOC108013260|XP_016934501.1|DSUZ
OG0001660	LOC118465257|XP_035789175.1|AALB, LOC118463468|XP_035785951.1|AALB	LOC108012940|XP_016933966.1|DSUZ
OG0001661	LOC118457301|XP_035774667.1|AALB	LOC108018317|XP_016941347.1|DSUZ
OG0001679	LOC118458751|XP_035777428.1|AALB, LOC118468354|XP_035795010.1|AALB	LOC108011169|XP_016931747.1|DSUZ
OG0001680	LOC118466548|XP_035791954.1|AALB	LOC108004711|XP_016923215.1|DSUZ
OG0001681	LOC118463419|XP_035785910.1|AALB	LOC108015035|XP_016936755.1|DSUZ
OG0001682	LOC118467089|XP_035793027.1|AALB, LOC118459562|XP_035778954.1|AALB	LOC108016800|XP_016939065.1|DSUZ
OG0001683	LOC118460338|XP_035780455.1|AALB, LOC118456377|XP_035772957.1|AALB	LOC108021427|XP_016945629.1|DSUZ
OG0001684	LOC118457237|XP_035774515.1|AALB	LOC108020401|XP_016944176.1|DSUZ
OG0001685	LOC118457050|XP_035774191.1|AALB	LOC108004918|XP_016923502.1|DSUZ
OG0001686	LOC118461740|XP_035783335.1|AALB	LOC108004848|XP_016923419.1|DSUZ
OG0001687	LOC118466919|XP_035792734.1|AALB	LOC108016723|XP_016938941.1|DSUZ
OG0001688	LOC118462832|XP_035784771.1|AALB	LOC108011115|XP_016931675.1|DSUZ
OG0001689	LOC118461744|XP_035783353.1|AALB	LOC108005419|XP_016924186.1|DSUZ
OG0001690	LOC118456779|XP_035773748.1|AALB	LOC108011427|XP_016932045.1|DSUZ
OG0001691	LOC118460088|XP_035780000.1|AALB	LOC108018983|XP_016942078.1|DSUZ
OG0001692	LOC118456137|XP_035776711.1|AALB	LOC108014886|XP_036672901.1|DSUZ
OG0001694	LOC118466924|XP_035792702.1|AALB	LOC108015976|XP_036677895.1|DSUZ
OG0001695	LOC118464464|XP_035787759.1|AALB	LOC108018046|XP_016940924.1|DSUZ
OG0001696	LOC118462041|XP_035783909.1|AALB	LOC108006770|XP_036674181.1|DSUZ, LOC108006787|XP_036675419.1|DSUZ
OG0001697	LOC118462003|XP_035783831.1|AALB	LOC108006614|XP_036673278.1|DSUZ
OG0001698	LOC118457500|XP_035775034.1|AALB	LOC108019102|XP_036675818.1|DSUZ
OG0001699	LOC118459331|XP_035778482.1|AALB	LOC108006389|XP_036673061.1|DSUZ
OG0001700	LOC118460598|XP_035780918.1|AALB	LOC108017466|XP_016939992.2|DSUZ
OG0001701	LOC118456154|XP_035772562.1|AALB	LOC108014348|XP_036674937.1|DSUZ
OG0001702	LOC118462533|XP_035784186.1|AALB, LOC118461206|XP_035782151.1|AALB	LOC108021414|XP_016945615.1|DSUZ
OG0001703	LOC118458537|XP_035777011.1|AALB	LOC118877833|XP_036673900.1|DSUZ, LOC118879476|XP_036678242.1|DSUZ, LOC108005592|XP_036673166.1|DSUZ
OG0001704	LOC118459050|XP_035777967.1|AALB	LOC118879475|XP_036678241.1|DSUZ, LOC118879230|XP_036678018.1|DSUZ, LOC118877654|XP_036673161.1|DSUZ, LOC108014856|XP_016936560.2|DSUZ
OG0001705	LOC118460318|XP_035780423.1|AALB	LOC108015511|XP_036675337.1|DSUZ
OG0001706	LOC118457760|XP_035775473.1|AALB	LOC108014696|XP_016936360.2|DSUZ, LOC108017051|XP_036678276.1|DSUZ
OG0001707	LOC118467331|XP_035793565.1|AALB	LOC118879455|XP_036678226.1|DSUZ, LOC118879453|XP_036678224.1|DSUZ, LOC118879457|XP_036678228.1|DSUZ, LOC118879454|XP_036678225.1|DSUZ, LOC118879456|XP_036678227.1|DSUZ, LOC108014865|XP_036674122.1|DSUZ
OG0001708	LOC118459365|XP_035778557.1|AALB	LOC118877961|XP_036674633.1|DSUZ, LOC108010997|XP_016931508.2|DSUZ
OG0001709	LOC118461370|XP_035782511.1|AALB	LOC108020210|XP_016943820.2|DSUZ
OG0001710	LOC118458839|XP_035777634.1|AALB	LOC108016191|XP_016938304.2|DSUZ
OG0001711	LOC118461451|XP_035782673.1|AALB	LOC108020508|XP_016944328.2|DSUZ
OG0001712	LOC118460817|XP_035781326.1|AALB	LOC108015767|XP_036673445.1|DSUZ
OG0001713	LOC118467444|XP_035793844.1|AALB	LOC108006003|XP_036674420.1|DSUZ, LOC118879248|XP_036678026.1|DSUZ
OG0001714	LOC118461096|XP_035781897.1|AALB	LOC108019446|XP_036675178.1|DSUZ
OG0001715	LOC118463662|XP_035786306.1|AALB, LOC118459955|XP_035779734.1|AALB	LOC108005126|XP_036677227.1|DSUZ
OG0001716	LOC118462048|XP_035783923.1|AALB	LOC108018928|XP_016942010.1|DSUZ
OG0001717	LOC118459801|XP_035779431.1|AALB	LOC108015482|XP_036675294.1|DSUZ
OG0001718	LOC118458987|XP_035777875.1|AALB	LOC108016079|XP_036672924.1|DSUZ
OG0001719	LOC118461946|XP_035783721.1|AALB	LOC108011911|XP_036674267.1|DSUZ
OG0001720	LOC118458202|XP_035776339.1|AALB	LOC108018275|XP_036674353.1|DSUZ
OG0001721	LOC118461008|XP_035781746.1|AALB, LOC118456847|XP_035773836.1|AALB	LOC108006099|XP_016925034.2|DSUZ
OG0001722	LOC118463324|XP_035785709.1|AALB, LOC118463323|XP_035785707.1|AALB	LOC108014025|XP_016935530.1|DSUZ
OG0001723	LOC118465945|XP_035790565.1|AALB	LOC108018664|XP_036677363.1|DSUZ
OG0001724	LOC118462931|XP_035784933.1|AALB	LOC108009989|XP_016930253.1|DSUZ
OG0001725	LOC118465302|XP_035789291.1|AALB	LOC108009662|XP_016929675.1|DSUZ
OG0001726	LOC118466837|XP_035792541.1|AALB, LOC118463913|XP_035786744.1|AALB	LOC108013111|XP_016934250.1|DSUZ
OG0001727	LOC118462531|XP_035784180.1|AALB, LOC118465085|XP_035788882.1|AALB	LOC108012193|XP_016932978.2|DSUZ
OG0001728	LOC118465405|XP_035789517.1|AALB	LOC108009990|XP_016930259.1|DSUZ
OG0001729	LOC118463780|XP_035786487.1|AALB	LOC108008297|XP_016927598.2|DSUZ
OG0001730	LOC118465198|XP_035789073.1|AALB	LOC108021121|XP_016945160.1|DSUZ
OG0001732	LOC118466551|XP_035791965.1|AALB	LOC108007717|XP_016926955.2|DSUZ
OG0001733	LOC118463168|XP_035785455.1|AALB	LOC108009239|XP_016928896.1|DSUZ
OG0001734	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB	LOC108008459|XP_016927802.1|DSUZ
OG0001735	LOC118464676|XP_035788087.1|AALB	LOC108013249|XP_016934485.1|DSUZ
OG0001736	LOC118464472|XP_035787774.1|AALB	LOC108017808|XP_016940444.1|DSUZ
OG0001737	LOC118467076|XP_035793005.1|AALB	LOC108009452|XP_016929309.1|DSUZ
OG0001738	LOC118467899|XP_035794711.1|AALB	LOC108012390|XP_016933237.1|DSUZ
OG0001739	LOC118467179|XP_035793255.1|AALB	LOC118879721|XP_036678521.1|DSUZ, LOC118879722|XP_036678522.1|DSUZ, LOC118879723|XP_036678523.1|DSUZ, LOC108007033|XP_016926128.2|DSUZ
OG0001740	LOC118467871|XP_035794672.1|AALB	LOC108009032|XP_016928494.1|DSUZ
OG0001742	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB	LOC108010023|XP_016930311.1|DSUZ
OG0001743	LOC118463291|XP_035785666.1|AALB	LOC108013539|XP_016934926.1|DSUZ, LOC108015084|XP_016936813.1|DSUZ
OG0001744	LOC118465954|XP_035790576.1|AALB	LOC108017976|XP_036670026.1|DSUZ
OG0001745	LOC118462653|XP_035784405.1|AALB	LOC108009425|XP_036669293.1|DSUZ
OG0001746	LOC118467234|XP_035793385.1|AALB	LOC108012488|XP_016933386.1|DSUZ
OG0001747	LOC118464679|XP_035788090.1|AALB	LOC108009648|XP_016929652.1|DSUZ
OG0001748	LOC118466182|XP_035791066.1|AALB	LOC108013546|XP_016934940.1|DSUZ
OG0001749	LOC118462693|XP_035784510.1|AALB	LOC108010127|XP_016930443.1|DSUZ
OG0001750	LOC118462689|XP_035784499.1|AALB	LOC108010124|XP_016930441.1|DSUZ
OG0001751	LOC118462534|XP_035784182.1|AALB	LOC108013130|XP_016934296.1|DSUZ
OG0001752	LOC118467358|XP_035793650.1|AALB	LOC108011434|XP_036672107.1|DSUZ
OG0001753	LOC118463634|XP_035786248.1|AALB	LOC108011862|XP_036670926.1|DSUZ
OG0001754	LOC118467596|XP_035794166.1|AALB	LOC108019915|XP_016943508.1|DSUZ
OG0001755	LOC118466400|XP_035791556.1|AALB	LOC108011801|XP_036671856.1|DSUZ
OG0001756	LOC118467243|XP_035793403.1|AALB	LOC108009598|XP_016929562.1|DSUZ
OG0001757	LOC118467289|XP_035793496.1|AALB	LOC108018221|XP_016941229.1|DSUZ
