Orthogroup	AALB.longest_only	HILL.longest_only
OG0002233	LOC118464923|XP_035788589.1|AALB, LOC118464291|XP_035787466.1|AALB	LOC119649443|XP_037907522.1|HILL
OG0002234	LOC118458706|XP_035777340.1|AALB, LOC118463578|XP_035786111.1|AALB, LOC118463534|XP_035786044.1|AALB	LOC119659812|XP_037924026.1|HILL
OG0002235	LOC118467551|XP_035794042.1|AALB	LOC119656207|XP_037918530.1|HILL
OG0002236	LOC118467329|XP_035793559.1|AALB	LOC119654446|XP_037915780.1|HILL
OG0002237	LOC118467325|XP_035793555.1|AALB	LOC119648981|XP_037906834.1|HILL
OG0002238	LOC118466106|XP_035790918.1|AALB	LOC119646673|XP_037903131.1|HILL
OG0002239	LOC118466786|XP_035792416.1|AALB	LOC119650661|XP_037909529.1|HILL, LOC119660823|XP_037925614.1|HILL
OG0002240	LOC118467051|XP_035792940.1|AALB	LOC119653608|XP_037914303.1|HILL
OG0002241	LOC118462990|XP_035785096.1|AALB	LOC119649540|XP_037907655.1|HILL
OG0002242	LOC118466544|XP_035791951.1|AALB	LOC119650457|XP_037909241.1|HILL
OG0002243	LOC118466547|XP_035791953.1|AALB	LOC119648974|XP_037906824.1|HILL
OG0002244	LOC118464377|XP_035787612.1|AALB	LOC119648399|XP_037906071.1|HILL
OG0002245	LOC118463123|XP_035785367.1|AALB	LOC119647821|XP_037904979.1|HILL
OG0002246	LOC118467806|XP_035794573.1|AALB	LOC119661166|XP_037926309.1|HILL
OG0002247	LOC118467478|XP_035793912.1|AALB	LOC119649772|XP_037908000.1|HILL
OG0002248	LOC118465040|XP_035788799.1|AALB, LOC118464290|XP_035787462.1|AALB	LOC119650105|XP_037908553.1|HILL
OG0002249	LOC118465592|XP_035789851.1|AALB	LOC119650067|XP_037908492.1|HILL
OG0002250	LOC118465351|XP_035789406.1|AALB	LOC119661059|XP_037926188.1|HILL
OG0002251	LOC118464478|XP_035787784.1|AALB	LOC119646912|XP_037903511.1|HILL
OG0002252	LOC118464998|XP_035788732.1|AALB	LOC119647096|XP_037903794.1|HILL, LOC119661252|XP_037926428.1|HILL, LOC119661187|XP_037926335.1|HILL
OG0002253	LOC118467285|XP_035793488.1|AALB	LOC119661309|XP_037926529.1|HILL
OG0002254	LOC118464907|XP_035788563.1|AALB	LOC119659864|XP_037924104.1|HILL
OG0002255	LOC118467349|XP_035793625.1|AALB	LOC119659877|XP_037924124.1|HILL
OG0002256	LOC118464864|XP_035788473.1|AALB	LOC119647267|XP_037904084.1|HILL
OG0002257	LOC118463114|XP_035785332.1|AALB	LOC119659138|XP_037923001.1|HILL
OG0002258	LOC118463220|XP_035785558.1|AALB	LOC119649712|XP_037907914.1|HILL
OG0002259	LOC118464525|XP_035787855.1|AALB, LOC118463221|XP_035785559.1|AALB	LOC119660723|XP_037925304.1|HILL
OG0002260	LOC118465240|XP_035789152.1|AALB	LOC119650103|XP_037908551.1|HILL
OG0002261	LOC118464846|XP_035788434.1|AALB	LOC119649098|XP_037907029.1|HILL
OG0002262	LOC118467717|XP_035794412.1|AALB	LOC119659437|XP_037923447.1|HILL
OG0002263	LOC118467095|XP_035793034.1|AALB	LOC119649924|XP_037908255.1|HILL
OG0002264	LOC118466285|XP_035791263.1|AALB	LOC119646417|XP_037902791.1|HILL
OG0002265	LOC118467337|XP_035793588.1|AALB	LOC119649321|XP_037907351.1|HILL
OG0002266	LOC118465839|XP_035790340.1|AALB	LOC119649683|XP_037907872.1|HILL
OG0002267	LOC118463242|XP_035785602.1|AALB	LOC119647746|XP_037904789.1|HILL
OG0002268	LOC118463126|XP_035785376.1|AALB	LOC119648816|XP_037906597.1|HILL
OG0002269	LOC118464520|XP_035787849.1|AALB	LOC119661153|XP_037926293.1|HILL
OG0002270	LOC118467183|XP_035793264.1|AALB	LOC119646408|XP_037902781.1|HILL
OG0002271	LOC118464879|XP_035788514.1|AALB	LOC119647797|XP_037904933.1|HILL
OG0002272	LOC118463255|XP_035785617.1|AALB	LOC119647750|XP_037904797.1|HILL
OG0002273	LOC118467338|XP_035793589.1|AALB	LOC119649571|XP_037907701.1|HILL
OG0002274	LOC118467061|XP_035792956.1|AALB	LOC119647790|XP_037904910.1|HILL
OG0002275	LOC118467896|XP_035794708.1|AALB	LOC119647795|XP_037904925.1|HILL
OG0002277	LOC118463957|XP_035786833.1|AALB	LOC119649061|XP_037906973.1|HILL
OG0002278	LOC118464557|XP_035787889.1|AALB	LOC119650383|XP_037909050.1|HILL
OG0002279	LOC118463351|XP_035785757.1|AALB	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	LOC118466262|XP_035791217.1|AALB	LOC119648199|XP_037905723.1|HILL
OG0002281	LOC118462558|XP_035784237.1|AALB	LOC119648008|XP_037905336.1|HILL
OG0002282	LOC118466665|XP_035792161.1|AALB	LOC119649086|XP_037907016.1|HILL
OG0002283	LOC118464587|XP_035787924.1|AALB	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL
OG0002284	LOC118465383|XP_035789470.1|AALB	LOC119646518|XP_037902906.1|HILL
OG0002285	LOC118465615|XP_035789889.1|AALB	LOC119650463|XP_037909255.1|HILL
OG0002286	LOC118466211|XP_035791126.1|AALB	LOC119649955|XP_037908319.1|HILL
OG0002287	LOC118467184|XP_035793272.1|AALB	LOC119653021|XP_037913392.1|HILL
OG0002288	LOC118463340|XP_035785748.1|AALB	LOC119648663|XP_037906373.1|HILL
OG0002289	LOC118463546|XP_035786061.1|AALB	LOC119649250|XP_037907246.1|HILL
OG0002290	LOC118459786|XP_035779400.1|AALB	LOC119651797|XP_037911508.1|HILL, LOC119652010|XP_037911870.1|HILL
OG0002291	LOC118465044|XP_035788809.1|AALB	LOC119647226|XP_037903991.1|HILL
OG0002292	LOC118467303|XP_035793516.1|AALB	LOC119653533|XP_037914141.1|HILL
OG0002293	LOC118466943|XP_035792737.1|AALB	LOC119659415|XP_037923419.1|HILL
OG0002294	LOC118466144|XP_035790989.1|AALB	LOC119661107|XP_037926231.1|HILL
OG0002295	LOC118457932|XP_035775836.1|AALB	LOC119653230|XP_037913745.1|HILL
OG0002296	LOC118456875|XP_035773881.1|AALB	LOC119652982|XP_037913322.1|HILL
OG0002297	LOC118469081|XP_035796478.1|AALB	LOC119659876|XP_037924122.1|HILL
OG0002298	LOC118457113|XP_035774306.1|AALB	LOC119656593|XP_037918937.1|HILL
OG0002299	LOC118457111|XP_035774303.1|AALB	LOC119657831|XP_037920880.1|HILL
OG0002300	LOC118456309|XP_035772839.1|AALB	LOC119653080|XP_037913497.1|HILL
OG0002301	LOC118457041|XP_035774177.1|AALB	LOC119653049|XP_037913441.1|HILL
OG0002302	LOC118459785|XP_035779394.1|AALB	LOC119650848|XP_037909921.1|HILL
OG0002303	LOC118459800|XP_035779430.1|AALB	LOC119653669|XP_037914431.1|HILL
OG0002304	LOC118460844|XP_035781427.1|AALB	LOC119652508|XP_037912624.1|HILL
OG0002305	LOC118468932|XP_035796148.1|AALB	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
OG0002306	LOC118468367|XP_035795019.1|AALB, LOC118457509|XP_035775043.1|AALB	LOC119653029|XP_037913402.1|HILL
OG0002308	LOC118456776|XP_035773744.1|AALB	LOC119650780|XP_037909817.1|HILL
OG0002309	LOC118468743|XP_035795794.1|AALB	LOC119651381|XP_037910882.1|HILL
OG0002310	LOC118457960|XP_035775879.1|AALB	LOC119647257|XP_037904066.1|HILL
OG0002311	LOC118468467|XP_035795154.1|AALB	LOC119652655|XP_037912835.1|HILL
OG0002312	LOC118468469|XP_035795180.1|AALB	LOC119652707|XP_037912916.1|HILL
OG0002313	LOC118456223|XP_035772701.1|AALB	LOC119655802|XP_037917826.1|HILL
OG0002314	LOC118458937|XP_035777809.1|AALB	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL
OG0002315	LOC118459688|XP_035779216.1|AALB	LOC119655367|XP_037917156.1|HILL
OG0002316	LOC118456915|XP_035773937.1|AALB	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL
OG0002317	LOC118457869|XP_035775675.1|AALB	LOC119648385|XP_037906049.1|HILL
OG0002318	LOC118457634|XP_035775258.1|AALB	LOC119655108|XP_037916758.1|HILL
OG0002319	LOC118460721|XP_035781161.1|AALB	LOC119652959|XP_037913282.1|HILL
OG0002320	LOC118456762|XP_035773720.1|AALB	LOC119661768|XP_037927170.1|HILL
OG0002321	LOC118457451|XP_035774941.1|AALB	LOC119654879|XP_037916414.1|HILL
OG0002322	LOC118458228|XP_035776389.1|AALB	LOC119651720|XP_037911370.1|HILL
OG0002323	LOC118456898|XP_035773915.1|AALB	LOC119655386|XP_037917185.1|HILL
OG0002324	LOC118468475|XP_035795186.1|AALB	LOC119649617|XP_037907765.1|HILL
OG0002325	LOC118456146|XP_035772552.1|AALB	LOC119649629|XP_037907792.1|HILL
OG0002326	LOC118460709|XP_035781129.1|AALB	LOC119649630|XP_037907797.1|HILL
OG0002327	LOC118460707|XP_035781112.1|AALB	LOC119647579|XP_037904514.1|HILL
OG0002328	LOC118468753|XP_035795807.1|AALB	LOC119651995|XP_037911843.1|HILL
OG0002329	LOC118456215|XP_035772688.1|AALB	LOC119661282|XP_037926486.1|HILL
OG0002330	LOC118460750|XP_035781229.1|AALB	LOC119659245|XP_037923156.1|HILL
OG0002331	LOC118456462|XP_035773131.1|AALB	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL
OG0002332	LOC118458894|XP_035777742.1|AALB	LOC119659200|XP_037923095.1|HILL
OG0002333	LOC118458297|XP_035776515.1|AALB	LOC119657902|XP_037920990.1|HILL
OG0002334	LOC118458560|XP_035777096.1|AALB	LOC119652270|XP_037912182.1|HILL
OG0002335	LOC118456211|XP_035772674.1|AALB	LOC119656022|XP_037918209.1|HILL
OG0002336	LOC118460658|XP_035781016.1|AALB	LOC119648710|XP_037906447.1|HILL
OG0002337	LOC118461048|XP_035781832.1|AALB	LOC119661456|XP_037926740.1|HILL
OG0002338	LOC118461165|XP_035782056.1|AALB	LOC119646257|XP_037902586.1|HILL
OG0002339	LOC118461475|XP_035782722.1|AALB	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL
OG0002340	LOC118461474|XP_035782720.1|AALB	LOC119646924|XP_037903532.1|HILL
OG0002341	LOC118460122|XP_035780054.1|AALB	LOC119646973|XP_037903605.1|HILL
OG0002342	LOC118459081|XP_035778027.1|AALB	LOC119649030|XP_037906931.1|HILL
OG0002343	LOC118461707|XP_035783226.1|AALB	LOC119660713|XP_037925287.1|HILL
OG0002344	LOC118467663|XP_035794309.1|AALB	LOC119651744|XP_037911406.1|HILL
OG0002345	LOC118460115|XP_035780046.1|AALB	LOC119657767|XP_037920762.1|HILL
OG0002346	LOC118457666|XP_035775313.1|AALB	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL
OG0002347	LOC118457603|XP_035775202.1|AALB	LOC119646674|XP_037903132.1|HILL
OG0002348	LOC118468429|XP_035795084.1|AALB	LOC119647049|XP_037903733.1|HILL
OG0002349	LOC118459299|XP_035778441.1|AALB	LOC119658296|XP_037921522.1|HILL
OG0002350	LOC118463437|XP_035785904.1|AALB	LOC119657278|XP_037920050.1|HILL
OG0002351	LOC118459093|XP_035778051.1|AALB	LOC119646879|XP_037903434.1|HILL
OG0002352	LOC118457750|XP_035775456.1|AALB	LOC119647139|XP_037903859.1|HILL
OG0002353	LOC118461236|XP_035782228.1|AALB	LOC119652308|XP_037912247.1|HILL
OG0002354	LOC118460926|XP_035781579.1|AALB	LOC119652287|XP_037912211.1|HILL
OG0002355	LOC118461968|XP_035783771.1|AALB	LOC119651278|XP_037910710.1|HILL
OG0002356	LOC118466908|XP_035792668.1|AALB	LOC119660436|XP_037924918.1|HILL
OG0002357	LOC118466858|XP_035792590.1|AALB	LOC119653801|XP_037914745.1|HILL
OG0002358	LOC118461531|XP_035782856.1|AALB	LOC119656951|XP_037919596.1|HILL
OG0002359	LOC118459526|XP_035778876.1|AALB	LOC119657707|XP_037920678.1|HILL
OG0002360	LOC118458718|XP_035777356.1|AALB	LOC119652938|XP_037913255.1|HILL
OG0002361	LOC118456206|XP_035772664.1|AALB	LOC119650828|XP_037909898.1|HILL
OG0002362	LOC118467138|XP_035793152.1|AALB	LOC119647434|XP_037904283.1|HILL
OG0002363	LOC118458268|XP_035776472.1|AALB	LOC119652537|XP_037912672.1|HILL
OG0002364	LOC118458266|XP_035776451.1|AALB	LOC119649693|XP_037907892.1|HILL
OG0002365	LOC118458465|XP_035776877.1|AALB	LOC119661179|XP_037926325.1|HILL
OG0002366	LOC118459997|XP_035779791.1|AALB	LOC119661623|XP_037926971.1|HILL
OG0002367	LOC118459833|XP_035779489.1|AALB	LOC119661318|XP_037926538.1|HILL
OG0002368	LOC118460004|XP_035779816.1|AALB	LOC119652467|XP_037912566.1|HILL
OG0002369	LOC118468377|XP_035795029.1|AALB, LOC118457076|XP_035774248.1|AALB	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL
OG0002370	LOC118460984|XP_035781699.1|AALB	LOC119651809|XP_037911527.1|HILL
OG0002371	LOC118460985|XP_035781700.1|AALB	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL
OG0002372	LOC118457711|XP_035775387.1|AALB	LOC119646395|XP_037902770.1|HILL
OG0002373	LOC118462015|XP_035783854.1|AALB	LOC119661102|XP_037926219.1|HILL
OG0002374	LOC118456445|XP_035773101.1|AALB	LOC119653043|XP_037913433.1|HILL
OG0002375	LOC118466314|XP_035791318.1|AALB	LOC119660203|XP_037924565.1|HILL
OG0002376	LOC118460350|XP_035780481.1|AALB	LOC119651132|XP_037910455.1|HILL, LOC119660770|XP_037925460.1|HILL
OG0002377	LOC118456556|XP_035773318.1|AALB	LOC119659088|XP_037922929.1|HILL
OG0002378	LOC118460962|XP_035781631.1|AALB	LOC119649998|XP_037908388.1|HILL
OG0002379	LOC118461197|XP_035782135.1|AALB	LOC119660040|XP_037924350.1|HILL
OG0002380	LOC118459636|XP_035779107.1|AALB	LOC119646172|XP_037902478.1|HILL
OG0002381	LOC118460788|XP_035781285.1|AALB	LOC119653793|XP_037914727.1|HILL
OG0002382	LOC118460791|XP_035781289.1|AALB	LOC119654175|XP_037915288.1|HILL
OG0002383	LOC118460797|XP_035781297.1|AALB	LOC119655164|XP_037916840.1|HILL
OG0002385	LOC118461031|XP_035781804.1|AALB	LOC119661015|XP_037926090.1|HILL
OG0002386	LOC118461232|XP_035782219.1|AALB	LOC119660530|XP_037925082.1|HILL
OG0002387	LOC118456943|XP_035773999.1|AALB	LOC119658632|XP_037922074.1|HILL
OG0002388	LOC118461033|XP_035781807.1|AALB	LOC119660597|XP_037925202.1|HILL
OG0002389	LOC118457262|XP_035774544.1|AALB	LOC119659861|XP_037924097.1|HILL
OG0002390	LOC118456611|XP_035773413.1|AALB	LOC119660777|XP_037925481.1|HILL
OG0002391	LOC118458861|XP_035777685.1|AALB	LOC119654799|XP_037916278.1|HILL
OG0002392	LOC118457880|XP_035775702.1|AALB	LOC119648776|XP_037906538.1|HILL
OG0002393	LOC118458618|XP_035777194.1|AALB	LOC119650098|XP_037908545.1|HILL
OG0002394	LOC118469031|XP_035796379.1|AALB	LOC119660569|XP_037925148.1|HILL
OG0002395	LOC118461927|XP_035783692.1|AALB	LOC119660359|XP_037924794.1|HILL
OG0002396	LOC118457109|XP_035774301.1|AALB	LOC119646132|XP_037902409.1|HILL
OG0002397	LOC118461824|XP_035783473.1|AALB	LOC119660308|XP_037924711.1|HILL
OG0002398	LOC118459453|XP_035778752.1|AALB	LOC119655398|XP_037917203.1|HILL
OG0002399	LOC118458284|XP_035776499.1|AALB	LOC119654108|XP_037915199.1|HILL
OG0002400	LOC118456280|XP_035772786.1|AALB	LOC119655117|XP_037916767.1|HILL
OG0002401	LOC118468297|XP_035794919.1|AALB	LOC119660972|XP_037925964.1|HILL
OG0002402	LOC118460542|XP_035780825.1|AALB	LOC119658794|XP_037922439.1|HILL
OG0002403	LOC118460543|XP_035780826.1|AALB	LOC119658795|XP_037922441.1|HILL
OG0002404	LOC118457979|XP_035775919.1|AALB	LOC119658822|XP_037922481.1|HILL
OG0002405	LOC118457615|XP_035775219.1|AALB	LOC119658571|XP_037921946.1|HILL
OG0002406	LOC118468618|XP_035795521.1|AALB	LOC119648375|XP_037906032.1|HILL
OG0002407	LOC118460577|XP_035780878.1|AALB	LOC119658730|XP_037922320.1|HILL
OG0002408	LOC118461594|XP_035782991.1|AALB	LOC119660604|XP_037925218.1|HILL
OG0002410	LOC118457203|XP_035774446.1|AALB	LOC119660586|XP_037925170.1|HILL
OG0002411	LOC118461853|XP_035783539.1|AALB	LOC119659118|XP_037922970.1|HILL
OG0002412	LOC118461405|XP_035782574.1|AALB	LOC119658884|XP_037922597.1|HILL
OG0002413	LOC118461318|XP_035782411.1|AALB	LOC119655404|XP_037917215.1|HILL
OG0002414	LOC118461716|XP_035783267.1|AALB	LOC119649954|XP_037908318.1|HILL
OG0002415	LOC118468461|XP_035795147.1|AALB	LOC119659203|XP_037923099.1|HILL
OG0002417	LOC118459010|XP_035777908.1|AALB	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	LOC118458867|XP_035777710.1|AALB	LOC119658681|XP_037922173.1|HILL
OG0002419	LOC118460727|XP_035781172.1|AALB, LOC118464927|XP_035788593.1|AALB	LOC119653741|XP_037914593.1|HILL
OG0002420	LOC118460161|XP_035780154.1|AALB	LOC119647472|XP_037904337.1|HILL
OG0002421	LOC118456354|XP_035772908.1|AALB	LOC119647190|XP_037903929.1|HILL
OG0002422	LOC118457412|XP_035774876.1|AALB	LOC119659721|XP_037923904.1|HILL
OG0002423	LOC118460151|XP_035780140.1|AALB	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL
OG0002424	LOC118460491|XP_035780737.1|AALB	LOC119652081|XP_037911950.1|HILL
OG0002425	LOC118459182|XP_035778230.1|AALB	LOC119657196|XP_037919928.1|HILL
OG0002426	LOC118468863|XP_035796021.1|AALB	LOC119653442|XP_037913957.1|HILL
OG0002427	LOC118461260|XP_035782273.1|AALB	LOC119660873|XP_037925712.1|HILL
OG0002428	LOC118466759|XP_035792367.1|AALB	LOC119654226|XP_037915372.1|HILL
OG0002429	LOC118458589|XP_035777145.1|AALB	LOC119649762|XP_037907984.1|HILL
OG0002430	LOC118466378|XP_035791496.1|AALB	LOC119655477|XP_037917306.1|HILL
OG0002431	LOC118464630|XP_035787969.1|AALB	LOC119654180|XP_037915295.1|HILL
OG0002432	LOC118456443|XP_035773097.1|AALB	LOC119655856|XP_037917903.1|HILL
OG0002433	LOC118464298|XP_035787476.1|AALB	LOC119660906|XP_037925781.1|HILL
OG0002434	LOC118464154|XP_035787174.1|AALB	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL
OG0002435	LOC118467377|XP_035793694.1|AALB	LOC119655511|XP_037917345.1|HILL
OG0002436	LOC118463302|XP_035785681.1|AALB	LOC119654974|XP_037916562.1|HILL
OG0002437	LOC118464260|XP_035787392.1|AALB, LOC118464363|XP_035787581.1|AALB	LOC119656106|XP_037918349.1|HILL
OG0002438	LOC118467021|XP_035792862.1|AALB	LOC119654228|XP_037915376.1|HILL
OG0002439	LOC118458026|XP_035776025.1|AALB	LOC119652633|XP_037912809.1|HILL
OG0002440	LOC118463730|XP_035786417.1|AALB	LOC119650031|XP_037908440.1|HILL
OG0002441	LOC118465670|XP_035789990.1|AALB	LOC119654363|XP_037915637.1|HILL
OG0002442	LOC118465730|XP_035790085.1|AALB	LOC119654472|XP_037915818.1|HILL
OG0002443	LOC118466936|XP_035792720.1|AALB	LOC119655257|XP_037916981.1|HILL
OG0002444	LOC118462872|XP_035784824.1|AALB	LOC119655585|XP_037917455.1|HILL
OG0002445	LOC118466744|XP_035792322.1|AALB	LOC119654997|XP_037916592.1|HILL
OG0002446	LOC118465220|XP_035789105.1|AALB	LOC119655351|XP_037917131.1|HILL
OG0002447	LOC118463947|XP_035786817.1|AALB	LOC119648048|XP_037905436.1|HILL
OG0002448	LOC118464420|XP_035787671.1|AALB	LOC119655254|XP_037916980.1|HILL
OG0002449	LOC118464230|XP_035787305.1|AALB	LOC119655516|XP_037917352.1|HILL
OG0002450	LOC118458328|XP_035776572.1|AALB	LOC119651379|XP_037910880.1|HILL
OG0002451	LOC118464169|XP_035787201.1|AALB	LOC119654699|XP_037916141.1|HILL
OG0002452	LOC118463813|XP_035786583.1|AALB	LOC119656072|XP_037918280.1|HILL
OG0002453	LOC118463812|XP_035786582.1|AALB	LOC119654909|XP_037916465.1|HILL
OG0002454	LOC118463825|XP_035786601.1|AALB	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL
OG0002455	LOC118466013|XP_035790716.1|AALB	LOC119648741|XP_037906486.1|HILL
OG0002456	LOC118466060|XP_035790802.1|AALB	LOC119655658|XP_037917570.1|HILL
OG0002457	LOC118464737|XP_035788235.1|AALB	LOC119646410|XP_037902782.1|HILL
OG0002458	LOC118457749|XP_035775454.1|AALB	LOC119647523|XP_037904421.1|HILL
OG0002459	LOC118467100|XP_035793042.1|AALB	LOC119655273|XP_037917013.1|HILL
OG0002460	LOC118464694|XP_035788107.1|AALB	LOC119654957|XP_037916543.1|HILL
OG0002461	LOC118465162|XP_035789013.1|AALB	LOC119655739|XP_037917720.1|HILL
OG0002462	LOC118465021|XP_035788776.1|AALB	LOC119653574|XP_037914235.1|HILL
OG0002463	LOC118467226|XP_035793370.1|AALB	LOC119653475|XP_037914021.1|HILL
OG0002464	LOC118467034|XP_035792910.1|AALB	LOC119654425|XP_037915744.1|HILL
OG0002465	LOC118467032|XP_035792907.1|AALB	LOC119655627|XP_037917525.1|HILL
OG0002466	LOC118467618|XP_035794215.1|AALB	LOC119660981|XP_037925992.1|HILL
OG0002467	LOC118464769|XP_035788285.1|AALB	LOC119649915|XP_037908245.1|HILL
OG0002468	LOC118465937|XP_035790540.1|AALB	LOC119647951|XP_037905266.1|HILL
OG0002469	LOC118464168|XP_035787199.1|AALB	LOC119658964|XP_037922766.1|HILL
OG0002470	LOC118464183|XP_035787227.1|AALB	LOC119655032|XP_037916637.1|HILL
OG0002471	LOC118463363|XP_035785774.1|AALB	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL
OG0002472	LOC118464351|XP_035787565.1|AALB	LOC119654274|XP_037915474.1|HILL
OG0002473	LOC118464361|XP_035787579.1|AALB	LOC119653549|XP_037914165.1|HILL
OG0002474	LOC118462552|XP_035784212.1|AALB	LOC119649201|XP_037907174.1|HILL
OG0002475	LOC118463881|XP_035786694.1|AALB	LOC119654429|XP_037915751.1|HILL
OG0002476	LOC118464221|XP_035787286.1|AALB	LOC119656275|XP_037918628.1|HILL
OG0002477	LOC118467251|XP_035793426.1|AALB	LOC119654629|XP_037916028.1|HILL
OG0002478	LOC118467250|XP_035793421.1|AALB	LOC119653653|XP_037914401.1|HILL
OG0002479	LOC118466774|XP_035792392.1|AALB	LOC119653693|XP_037914491.1|HILL
OG0002480	LOC118464983|XP_035788708.1|AALB	LOC119656249|XP_037918591.1|HILL
OG0002481	LOC118464500|XP_035787828.1|AALB	LOC119654359|XP_037915631.1|HILL
OG0002482	LOC118463880|XP_035786692.1|AALB	LOC119654812|XP_037916296.1|HILL
OG0002483	LOC118464941|XP_035788621.1|AALB	LOC119654265|XP_037915460.1|HILL
OG0002484	LOC118464946|XP_035788628.1|AALB	LOC119656027|XP_037918219.1|HILL
OG0002485	LOC118463977|XP_035786880.1|AALB	LOC119655679|XP_037917607.1|HILL
OG0002486	LOC118467959|XP_035794835.1|AALB	LOC119648139|XP_037905613.1|HILL
OG0002487	LOC118466257|XP_035791204.1|AALB	LOC119653874|XP_037914910.1|HILL
OG0002488	LOC118464802|XP_035788358.1|AALB	LOC119660954|XP_037925920.1|HILL
OG0002489	LOC118462685|XP_035784492.1|AALB	LOC119660887|XP_037925736.1|HILL
OG0002490	LOC118463761|XP_035786468.1|AALB	LOC119654280|XP_037915491.1|HILL
OG0002491	LOC118466923|XP_035792701.1|AALB	LOC119647915|XP_037905165.1|HILL
OG0002492	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB	LOC119654307|XP_037915554.1|HILL
OG0002493	LOC118465985|XP_035790658.1|AALB	LOC119655465|XP_037917293.1|HILL
OG0002495	LOC118462829|XP_035784753.1|AALB	LOC119654722|XP_037916172.1|HILL
OG0002496	LOC118464803|XP_035788359.1|AALB	LOC119649680|XP_037907868.1|HILL, LOC119649943|XP_037908290.1|HILL, LOC119649826|XP_037908093.1|HILL, LOC119649761|XP_037907983.1|HILL, LOC119652298|XP_037912224.1|HILL, LOC119651941|XP_037911721.1|HILL, LOC119652809|XP_037913060.1|HILL
OG0002498	LOC118463201|XP_035785529.1|AALB	LOC119647689|XP_037904700.1|HILL, LOC119649036|XP_037906923.1|HILL
OG0002508	LOC118459048|XP_035777969.1|AALB	LOC119656934|XP_037919560.1|HILL
OG0002509	LOC118467981|XP_035794863.1|AALB	LOC119658018|XP_037921175.1|HILL
OG0002510	LOC118458351|XP_035776599.1|AALB	LOC119657160|XP_037919869.1|HILL
OG0002511	LOC118467147|XP_035793224.1|AALB	LOC119658508|XP_037921904.1|HILL
OG0002512	LOC118458417|XP_035776738.1|AALB	LOC119660968|XP_037925953.1|HILL
OG0002513	LOC118457877|XP_035775697.1|AALB	LOC119651669|XP_037911287.1|HILL
OG0002514	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB	LOC119657600|XP_037920516.1|HILL
OG0002515	LOC118462630|XP_035784370.1|AALB	LOC119646492|XP_037902878.1|HILL, LOC119646493|XP_037902879.1|HILL, LOC119646650|XP_037903095.1|HILL
OG0002516	LOC118460637|XP_035780987.1|AALB	LOC119652843|XP_037913108.1|HILL
OG0002517	LOC118456694|XP_035773592.1|AALB	LOC119656542|XP_037918823.1|HILL
OG0002519	LOC118462310|XP_035784009.1|AALB	LOC119657706|XP_037920676.1|HILL
