Orthogroup	AALB.longest_only	DANA.longest_only
OG0000988	LOC118465612|XP_035789882.1|AALB	LOC6496155|XP_001960344.1|DANA, LOC6502745|XP_001966570.2|DANA, LOC6497575|XP_001961781.2|DANA
OG0000990	LOC118461263|XP_035782289.1|AALB	LOC6499777|XP_001953940.2|DANA, LOC6503115|XP_001963452.1|DANA
OG0000991	LOC118467778|XP_035794509.1|AALB	LOC6499220|XP_001955079.1|DANA
OG0000991	LOC118460991|XP_035781709.1|AALB	LOC6505034|XP_001965595.1|DANA
OG0000992	LOC118467370|XP_035793679.1|AALB	LOC6494981|XP_001959285.1|DANA, LOC6499776|XP_032311388.1|DANA
OG0000993	LOC118458879|XP_035777722.1|AALB	LOC6501590|XP_001955534.1|DANA, LOC6501589|XP_001955533.2|DANA
OG0000994	LOC118460067|XP_035779957.1|AALB	LOC6503026|XP_014761286.1|DANA
OG0000995	LOC118467882|XP_035794687.1|AALB	LOC6504916|XP_001966586.1|DANA
OG0000996	LOC118464625|XP_035787964.1|AALB	LOC6494660|XP_001959915.1|DANA
OG0000997	LOC118463841|XP_035786637.1|AALB	LOC6494847|XP_001959560.1|DANA, LOC6495780|XP_014763490.2|DANA
OG0000998	LOC118463641|XP_035786269.1|AALB	LOC6507504|XP_014765275.1|DANA
OG0000999	LOC118464812|XP_035788372.1|AALB	LOC6496150|XP_001960336.1|DANA, LOC6504884|XP_001966529.1|DANA
OG0001000	LOC118468586|XP_035795411.1|AALB	LOC26514490|XP_032311485.1|DANA
OG0001001	LOC118468736|XP_035795777.1|AALB, LOC118457961|XP_035775887.1|AALB	LOC6495875|XP_032306453.1|DANA
OG0001002	LOC118462052|XP_035783931.1|AALB, LOC118457269|XP_035774556.1|AALB	LOC6497872|XP_032307571.1|DANA
OG0001003	LOC118458880|XP_035777724.1|AALB	LOC6505745|XP_001964346.1|DANA, LOC6501150|XP_001954645.1|DANA
OG0001004	LOC118461508|XP_035782830.1|AALB	LOC6505811|XP_001964413.1|DANA
OG0001005	LOC118457323|XP_035774708.1|AALB	LOC6504891|XP_014759849.1|DANA
OG0001006	LOC118466540|XP_035791949.1|AALB	LOC6500613|XP_001953564.1|DANA, LOC6507142|XP_001956597.1|DANA
OG0001007	LOC118465783|XP_035790210.1|AALB	LOC6494227|XP_001960699.1|DANA
OG0001008	LOC118465025|XP_035788783.1|AALB	LOC6502409|XP_001962939.3|DANA, LOC6502386|XP_001967180.1|DANA
OG0001009	LOC118457397|XP_035774827.1|AALB	LOC6500996|XP_001954320.1|DANA, LOC6500551|XP_001953439.1|DANA
OG0001019	LOC118465401|XP_035789500.1|AALB	LOC6505912|XP_032305482.1|DANA
OG0001020	LOC118456197|XP_035772655.1|AALB, LOC118456190|XP_035772644.1|AALB	LOC6498764|XP_001967253.1|DANA
OG0001022	LOC118459591|XP_035779012.1|AALB, LOC118464497|XP_035787825.1|AALB	LOC6500200|XP_001966665.2|DANA
OG0001024	LOC118458539|XP_035777014.1|AALB, LOC118457811|XP_035775564.1|AALB	LOC6505615|XP_014760728.1|DANA
OG0001025	LOC118462991|XP_035785097.1|AALB, LOC118459096|XP_035778052.1|AALB	LOC6507437|XP_001956022.1|DANA, LOC6507435|XP_001956023.1|DANA
OG0001026	LOC118467194|XP_035793298.1|AALB, LOC118463597|XP_035786150.1|AALB	LOC6494089|XP_001961002.1|DANA
OG0001027	LOC118462690|XP_035784501.1|AALB, LOC118462691|XP_035784507.1|AALB	LOC6493671|XP_001958201.1|DANA
OG0001028	LOC118466252|XP_035791197.1|AALB	LOC6497353|XP_001962260.1|DANA
OG0001029	LOC118459516|XP_035778851.1|AALB	LOC6496232|XP_001960505.1|DANA
OG0001031	LOC118458005|XP_035775973.1|AALB	LOC6496735|XP_032309181.1|DANA
OG0001032	LOC118456400|XP_035772993.1|AALB	LOC6498871|XP_014760129.1|DANA
OG0001033	LOC118466176|XP_035791056.1|AALB	LOC26514184|XP_032311621.1|DANA, LOC6503028|XP_001963380.1|DANA
OG0001042	LOC118458317|XP_035776557.1|AALB, LOC118460405|XP_035780581.1|AALB	LOC6505579|XP_001964663.1|DANA
OG0001043	LOC118458781|XP_035777499.1|AALB	LOC6504581|XP_001966588.2|DANA
OG0001044	LOC118466750|XP_035792336.1|AALB	LOC6494560|XP_001960100.1|DANA
OG0001045	LOC118460207|XP_035780211.1|AALB	LOC6495482|XP_032306158.1|DANA
OG0001046	LOC118461602|XP_035783012.1|AALB	LOC6494524|XP_001960176.1|DANA
OG0001048	LOC118463800|XP_035786560.1|AALB, LOC118467828|XP_035794612.1|AALB	LOC116654743|XP_032306916.1|DANA, LOC6494476|XP_001960257.1|DANA, LOC6494477|XP_001960256.1|DANA, LOC6494479|XP_001960254.1|DANA
OG0001049	LOC118467134|XP_035793137.1|AALB	LOC6503490|XP_001965305.1|DANA, LOC6502748|XP_001965304.3|DANA, LOC6507707|XP_001956182.1|DANA
OG0001050	LOC118466206|XP_035791116.1|AALB	LOC6507216|XP_032309833.1|DANA, LOC6506558|XP_014764811.1|DANA
OG0001051	LOC118458232|XP_035776394.1|AALB	LOC6504548|XP_001964924.1|DANA
OG0001052	LOC118456651|XP_035773484.1|AALB	LOC6498035|XP_001961941.1|DANA
OG0001053	LOC118468491|XP_035795212.1|AALB	LOC6503484|XP_001964290.1|DANA
OG0001054	LOC118458947|XP_035777823.1|AALB	LOC6501062|XP_001954486.1|DANA, LOC6501063|XP_001954487.2|DANA
OG0001055	LOC118457762|XP_035775478.1|AALB, LOC118457761|XP_035775477.1|AALB	LOC116655767|XP_032309837.1|DANA, LOC6499419|XP_032309817.1|DANA
OG0001056	LOC118458531|XP_035777002.1|AALB	LOC6503214|XP_032311844.1|DANA
OG0001057	LOC118456428|XP_035773077.1|AALB	LOC6505382|XP_001964871.1|DANA
OG0001058	LOC118462874|XP_035784828.1|AALB	LOC6504597|XP_001966557.1|DANA
OG0001072	LOC118456181|XP_035772631.1|AALB	LOC6504838|XP_032309065.1|DANA
OG0001073	LOC118460567|XP_035780867.1|AALB, LOC118460559|XP_035780856.1|AALB	LOC6499252|XP_001955021.1|DANA
OG0001074	LOC118465055|XP_035788830.1|AALB	LOC6496521|XP_001961061.1|DANA
OG0001077	LOC118468651|XP_035795571.1|AALB	LOC6502725|XP_001964343.1|DANA, LOC6502791|XP_032310000.1|DANA
OG0001078	LOC118461004|XP_035781739.1|AALB, LOC118466508|XP_035791846.1|AALB	LOC6505060|XP_001965537.1|DANA
OG0001079	LOC118462980|XP_035785069.1|AALB	LOC6493436|XP_001957746.1|DANA
OG0001080	LOC118466686|XP_035792207.1|AALB	LOC6492944|XP_001956710.1|DANA
OG0001081	LOC118466692|XP_035792215.1|AALB, LOC118466777|XP_035792396.1|AALB	LOC6500140|XP_032305745.1|DANA
OG0001082	LOC118466984|XP_035792795.1|AALB, LOC118466986|XP_035792796.1|AALB	LOC6495595|XP_001959169.1|DANA
OG0001083	LOC118463887|XP_035786707.1|AALB	LOC6492985|XP_001956794.2|DANA
OG0001084	LOC118461093|XP_035781894.1|AALB, LOC118462702|XP_035784532.1|AALB	LOC6496634|XP_001961298.2|DANA
OG0001085	LOC118463368|XP_035785785.1|AALB	LOC6493897|XP_001961372.2|DANA
OG0001086	LOC118466154|XP_035791022.1|AALB	LOC6496322|XP_001960702.1|DANA
OG0001088	LOC118463537|XP_035786046.1|AALB	LOC6506999|XP_001956855.2|DANA
OG0001089	LOC118463098|XP_035785279.1|AALB	LOC6507685|XP_001956146.1|DANA
OG0001090	LOC118465495|XP_035789692.1|AALB, LOC118464575|XP_035787911.1|AALB	LOC6506861|XP_001957104.3|DANA
OG0001092	LOC118458375|XP_035776670.1|AALB	LOC6498369|XP_001962641.1|DANA
OG0001093	LOC118456857|XP_035773851.1|AALB, LOC118456967|XP_035774054.1|AALB	LOC6497317|XP_001962334.1|DANA
OG0001094	LOC118468381|XP_035795034.1|AALB, LOC118467965|XP_035794843.1|AALB	LOC6497108|XP_014761518.2|DANA, LOC6497109|XP_001962739.1|DANA
OG0001095	LOC118462067|XP_035783956.1|AALB, LOC118462065|XP_035783951.1|AALB, LOC118462066|XP_035783955.1|AALB	LOC6506293|XP_001958185.2|DANA
OG0001096	LOC118457636|XP_035775259.1|AALB, LOC118457646|XP_035775279.1|AALB	LOC6497635|XP_001961667.1|DANA
OG0001097	LOC118468054|XP_035794870.1|AALB	LOC26513851|XP_014760196.2|DANA, LOC26515443|XP_032311479.1|DANA, LOC26515555|XP_014760222.2|DANA
OG0001099	LOC118459695|XP_035779229.1|AALB	LOC6506930|XP_001956969.1|DANA
OG0001100	LOC118467040|XP_035792918.1|AALB	LOC26515027|XP_014760933.1|DANA
OG0001101	LOC118465160|XP_035789001.1|AALB	LOC6496268|XP_032306371.1|DANA
OG0001102	LOC118464289|XP_035787461.1|AALB, LOC118462624|XP_035784355.1|AALB	LOC6507232|XP_001956425.3|DANA
OG0001103	LOC118467432|XP_035793814.1|AALB, LOC118462777|XP_035784643.1|AALB, LOC118462779|XP_035784647.1|AALB	LOC6500718|XP_001953787.1|DANA
OG0001104	LOC118466871|XP_035792612.1|AALB	LOC6502561|XP_001959387.2|DANA
OG0001105	LOC118464948|XP_035788630.1|AALB	LOC6503124|XP_001963467.1|DANA
OG0001106	LOC118462721|XP_035784557.1|AALB, LOC118463944|XP_035786808.1|AALB	LOC6502092|XP_032311726.1|DANA
OG0001118	LOC118464394|XP_035787640.1|AALB	LOC6502461|XP_001962445.1|DANA
OG0001119	LOC118462827|XP_035784749.1|AALB, LOC118457681|XP_035775336.1|AALB	LOC6503261|XP_001965829.2|DANA
OG0001120	LOC118460031|XP_035779866.1|AALB, LOC118460028|XP_035779862.1|AALB	LOC6501048|XP_014766872.1|DANA
OG0001122	LOC118466831|XP_035792522.1|AALB	LOC6507065|XP_001956726.1|DANA
OG0001124	LOC118465314|XP_035789323.1|AALB	LOC6499861|XP_001953751.1|DANA
OG0001125	LOC118464929|XP_035788595.1|AALB, LOC118464931|XP_035788596.1|AALB	LOC6505849|XP_001964481.1|DANA
OG0001127	LOC118464441|XP_035787709.1|AALB, LOC118463906|XP_035786737.1|AALB	LOC6507129|XP_001956620.2|DANA
OG0001128	LOC118464123|XP_035787104.1|AALB, LOC118457710|XP_035775384.1|AALB	LOC6496056|XP_001960126.2|DANA
OG0001129	LOC118456467|XP_035773148.1|AALB	LOC6498396|XP_014762113.1|DANA
OG0001130	LOC118468542|XP_035795318.1|AALB	LOC6496979|XP_001963009.1|DANA, LOC6502599|XP_001967702.2|DANA
OG0001131	LOC118468623|XP_035795528.1|AALB, LOC118460821|XP_035781350.1|AALB, LOC118456702|XP_035773607.1|AALB	LOC6501803|XP_032308074.1|DANA
OG0001133	LOC118459323|XP_035778470.1|AALB	LOC6497357|XP_001962255.1|DANA
OG0001134	LOC118459711|XP_035779262.1|AALB	LOC6496015|XP_032306105.1|DANA
OG0001135	LOC118458211|XP_035776349.1|AALB, LOC118458424|XP_035776772.1|AALB	LOC6499029|XP_014765875.1|DANA
OG0001136	LOC118461028|XP_035781783.1|AALB	LOC6501200|XP_014766930.1|DANA
OG0001137	LOC118457518|XP_035775055.1|AALB	LOC6499465|XP_032307090.1|DANA
OG0001138	LOC118464731|XP_035788215.1|AALB	LOC6507074|XP_001956711.1|DANA
OG0001139	LOC118465857|XP_035790380.1|AALB	LOC6507258|XP_001956374.1|DANA
OG0001153	LOC118465049|XP_035788825.1|AALB	LOC6495302|XP_001958665.1|DANA
OG0001154	LOC118468672|XP_035795648.1|AALB	LOC6498541|XP_014762175.1|DANA
OG0001158	LOC118458274|XP_035776486.1|AALB	LOC6497957|XP_001961792.3|DANA
OG0001160	LOC118457823|XP_035775591.1|AALB	LOC6499665|XP_001954191.1|DANA
OG0001162	LOC118458801|XP_035777541.1|AALB	LOC6498852|XP_001955800.1|DANA
OG0001163	LOC118458840|XP_035777635.1|AALB	LOC6500392|XP_014766526.1|DANA
OG0001164	LOC118456274|XP_035772780.1|AALB, LOC118459220|XP_035778296.1|AALB	LOC6500846|XP_001954026.2|DANA
OG0001165	LOC118468688|XP_035795695.1|AALB	LOC6494718|XP_001959800.1|DANA
OG0001167	LOC118464622|XP_035787961.1|AALB	LOC6495633|XP_032307093.1|DANA
OG0001168	LOC118465527|XP_035789744.1|AALB	LOC6495623|XP_001959243.1|DANA
OG0001169	LOC118464071|XP_035787014.1|AALB	LOC6504991|XP_001965677.1|DANA
OG0001170	LOC118460729|XP_035781178.1|AALB	LOC6500795|XP_001953934.1|DANA, LOC6500794|XP_001953933.1|DANA, LOC6500796|XP_001953935.1|DANA, LOC6500797|XP_001953936.1|DANA
OG0001171	LOC118464541|XP_035787871.1|AALB, LOC118462468|XP_035784048.1|AALB	LOC6506988|XP_014765020.1|DANA
OG0001172	LOC118462641|XP_035784382.1|AALB	LOC6494636|XP_001959972.1|DANA
OG0001173	LOC118457355|XP_035774754.1|AALB, LOC118467405|XP_035793773.1|AALB	LOC6505900|XP_001964577.1|DANA
OG0001174	LOC118467301|XP_035793514.1|AALB	LOC6506174|XP_001958413.1|DANA
OG0001175	LOC118461601|XP_035783010.1|AALB	LOC6496079|XP_001960175.1|DANA, LOC6501849|XP_001966803.1|DANA
OG0001176	LOC118460499|XP_035780746.1|AALB, LOC118460500|XP_035780747.1|AALB	LOC6494221|XP_014762673.1|DANA
OG0001177	LOC118461535|XP_035782864.1|AALB	LOC6497916|XP_032307758.1|DANA
OG0001178	LOC118456756|XP_035773713.1|AALB	LOC6495060|XP_001959148.1|DANA
OG0001179	LOC118458722|XP_035777360.1|AALB	LOC6495406|XP_032307195.1|DANA
OG0001180	LOC118468911|XP_035796109.1|AALB	LOC6506057|XP_001966646.2|DANA
OG0001181	LOC118466696|XP_035792219.1|AALB, LOC118457839|XP_035775611.1|AALB	LOC6506328|XP_032310084.1|DANA
OG0001182	LOC118456949|XP_035774017.1|AALB, LOC118456944|XP_035774007.1|AALB, LOC118456948|XP_035774011.1|AALB	LOC6501533|XP_014767093.1|DANA
OG0001183	LOC118467069|XP_035792999.1|AALB	LOC6499429|XP_032307004.1|DANA
OG0001185	LOC118457401|XP_035774834.1|AALB	LOC6494317|XP_014760068.1|DANA
OG0001186	LOC118466562|XP_035791999.1|AALB	LOC6500957|XP_001954242.1|DANA
OG0001187	LOC118465218|XP_035789103.1|AALB, LOC118465219|XP_035789104.1|AALB	LOC6496355|XP_014763778.1|DANA
OG0001188	LOC118464179|XP_035787213.1|AALB, LOC118464181|XP_035787222.1|AALB	LOC6494330|XP_001960524.2|DANA
OG0001189	LOC118463112|XP_035785329.1|AALB, LOC118463485|XP_035785969.1|AALB	LOC6494172|XP_001960828.1|DANA, LOC6494173|XP_001960827.1|DANA
OG0001190	LOC118463984|XP_035786896.1|AALB, LOC118463982|XP_035786887.1|AALB	LOC6504693|XP_001966392.2|DANA
OG0001191	LOC118463935|XP_035786793.1|AALB, LOC118465696|XP_035790017.1|AALB	LOC6504707|XP_001964861.1|DANA
OG0001193	LOC118465058|XP_035788833.1|AALB	LOC6500766|XP_001953880.1|DANA
OG0001194	LOC118462665|XP_035784454.1|AALB	LOC6504137|XP_001964256.1|DANA
OG0001195	LOC118467257|XP_035793433.1|AALB	LOC6495447|XP_001958865.1|DANA
OG0001201	LOC118461173|XP_035782076.1|AALB	LOC6500864|XP_001954060.1|DANA
OG0001202	LOC118462103|XP_035783994.1|AALB	LOC6504820|XP_001966397.2|DANA
OG0001203	LOC118458443|XP_035776822.1|AALB, LOC118459523|XP_035778877.1|AALB	LOC6504547|XP_001967430.1|DANA
OG0001204	LOC118463325|XP_035785717.1|AALB	LOC6502470|XP_001962780.2|DANA
OG0001205	LOC118463845|XP_035786643.1|AALB	LOC6494458|XP_001965917.2|DANA
OG0001206	LOC118462907|XP_035784902.1|AALB	LOC6505848|XP_001964479.2|DANA
OG0001207	LOC118462055|XP_035783934.1|AALB	LOC26513919|XP_014759490.1|DANA
OG0001208	LOC118468829|XP_035795996.1|AALB	LOC6501911|XP_032308117.1|DANA
OG0001209	LOC118458686|XP_035777308.1|AALB, LOC118460162|XP_035780162.1|AALB	LOC6500876|XP_001954088.2|DANA
OG0001210	LOC118458664|XP_035777259.1|AALB, LOC118456928|XP_035773960.1|AALB	LOC6502060|XP_001967440.1|DANA
OG0001211	LOC118460819|XP_035781332.1|AALB	LOC6500483|XP_001953319.1|DANA
OG0001212	LOC118468555|XP_035795349.1|AALB, LOC118468554|XP_035795348.1|AALB	LOC6505053|XP_001965553.1|DANA
OG0001213	LOC118457446|XP_035774931.1|AALB, LOC118460886|XP_035781522.1|AALB	LOC6505727|XP_001964374.1|DANA
OG0001214	LOC118459114|XP_035778071.1|AALB	LOC6499792|XP_001953904.1|DANA
OG0001215	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB	LOC6499158|XP_001955197.1|DANA
OG0001216	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB	LOC6500322|XP_014766503.1|DANA
OG0001217	LOC118457400|XP_035774830.1|AALB	LOC6502333|XP_001967631.2|DANA
OG0001218	LOC118460730|XP_035781179.1|AALB	LOC6500793|XP_001953932.1|DANA
OG0001220	LOC118467131|XP_035793134.1|AALB	LOC6495550|XP_001959083.1|DANA
OG0001223	LOC118463241|XP_035785600.1|AALB	LOC6495127|XP_032306369.1|DANA
OG0001224	LOC118466057|XP_035790800.1|AALB	LOC6496288|XP_001960624.3|DANA
OG0001225	LOC118465045|XP_035788815.1|AALB	LOC6496516|XP_014763864.2|DANA
OG0001226	LOC118466987|XP_035792797.1|AALB	LOC6495260|XP_001958742.1|DANA
OG0001227	LOC118458780|XP_035777498.1|AALB	LOC6496850|XP_014761401.1|DANA
OG0001228	LOC118467222|XP_035793365.1|AALB	LOC6494328|XP_032305515.1|DANA
OG0001229	LOC118457878|XP_035775694.1|AALB	LOC26515246|XP_032312042.1|DANA
OG0001230	LOC118458823|XP_035777600.1|AALB	LOC6494134|XP_032307143.1|DANA
OG0001231	LOC118468340|XP_035794992.1|AALB	LOC6505408|XP_001966905.1|DANA
OG0001232	LOC118459302|XP_035778443.1|AALB	LOC6498145|XP_001962173.1|DANA
OG0001233	LOC118458684|XP_035777288.1|AALB	LOC6498133|XP_001962148.1|DANA
OG0001234	LOC118458826|XP_035777605.1|AALB	LOC6496168|XP_001960364.1|DANA
OG0001235	LOC118468919|XP_035796122.1|AALB	LOC6503363|XP_001965357.2|DANA
OG0001236	LOC118457340|XP_035774731.1|AALB	LOC6493200|XP_001957251.2|DANA
OG0001237	LOC118462010|XP_035783840.1|AALB	LOC6500136|XP_014766395.1|DANA
OG0001238	LOC118458685|XP_035777293.1|AALB	LOC6499597|XP_032312139.1|DANA
OG0001239	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB	LOC6499905|XP_032306296.1|DANA
OG0001240	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB	LOC6499556|XP_001954389.1|DANA
OG0001241	LOC118458875|XP_035777718.1|AALB	LOC6495700|XP_001959400.1|DANA
OG0001242	LOC118457790|XP_035775529.1|AALB	LOC6502245|XP_001966075.1|DANA
OG0001246	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB	LOC6495728|XP_014763470.1|DANA
OG0001247	LOC118466018|XP_035790726.1|AALB	LOC26514097|XP_032311496.1|DANA
OG0001248	LOC118465826|XP_035790307.1|AALB	LOC6506997|XP_001956857.1|DANA
OG0001249	LOC118463759|XP_035786466.1|AALB	LOC6503750|XP_001963809.2|DANA
OG0001257	LOC118469009|XP_035796340.1|AALB	LOC6501778|XP_032311763.1|DANA
OG0001258	LOC118458042|XP_035776057.1|AALB	LOC6501118|XP_001954585.1|DANA
OG0001259	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB	LOC6504614|XP_001966525.1|DANA
OG0001260	LOC118460936|XP_035781596.1|AALB	LOC6500642|XP_001953630.2|DANA
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	LOC6504380|XP_001967079.2|DANA
OG0001263	LOC118465872|XP_035790398.1|AALB	LOC6500783|XP_001953912.1|DANA
OG0001264	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB	LOC6498064|XP_001962010.2|DANA
OG0001266	LOC118457732|XP_035775418.1|AALB	LOC6494753|XP_001959734.1|DANA
OG0001267	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB	LOC6500853|XP_032310250.1|DANA
OG0001269	LOC118458301|XP_035776522.1|AALB	LOC6496251|XP_001960544.1|DANA
OG0001270	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB	LOC6503457|XP_001967519.2|DANA
OG0001271	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB	LOC6494873|XP_001959510.1|DANA
OG0001273	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB	LOC6501382|XP_001955119.3|DANA
OG0001274	LOC118466941|XP_035792733.1|AALB	LOC6493714|XP_001958291.1|DANA
OG0001276	LOC118467508|XP_035793953.1|AALB	LOC6507649|XP_001956071.1|DANA
OG0001277	LOC118463487|XP_035785971.1|AALB	LOC6506888|XP_001957055.1|DANA
OG0001278	LOC118467600|XP_035794181.1|AALB	LOC6507280|XP_032310005.1|DANA, LOC6498637|XP_001963216.1|DANA
OG0001279	LOC118467611|XP_035794206.1|AALB	LOC6507782|XP_001956335.1|DANA
OG0001280	LOC118464283|XP_035787451.1|AALB	LOC6506507|XP_001957750.1|DANA
OG0001281	LOC118464877|XP_035788512.1|AALB	LOC6507584|XP_001955950.1|DANA
OG0001282	LOC118463127|XP_035785377.1|AALB	LOC6497809|XP_001961489.1|DANA
OG0001283	LOC118463747|XP_035786435.1|AALB	LOC6496410|XP_001960858.2|DANA
OG0001284	LOC118460504|XP_035780751.1|AALB	LOC6497272|XP_001965911.2|DANA
OG0001285	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB	LOC6507093|XP_014765063.1|DANA
OG0001286	LOC118457587|XP_035775168.1|AALB	LOC6503632|XP_014760393.2|DANA
OG0001287	LOC118463595|XP_035786147.1|AALB	LOC6494675|XP_001965955.1|DANA
OG0001288	LOC118457380|XP_035774808.1|AALB	LOC6497690|XP_001961565.1|DANA
OG0001290	LOC118460506|XP_035780752.1|AALB	LOC6497204|XP_032307733.1|DANA
OG0001291	LOC118460352|XP_035780485.1|AALB	LOC6494912|XP_014763071.2|DANA
OG0001292	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB	LOC6496297|XP_001960635.2|DANA
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC6504155|XP_001964289.1|DANA
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC6499327|XP_001954859.1|DANA
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC6502235|XP_001966036.1|DANA, LOC6496457|XP_001960949.1|DANA
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC6493893|XP_032311522.1|DANA
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC6499040|XP_001955448.1|DANA
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	LOC6500044|XP_032312361.1|DANA
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	LOC6507340|XP_032309757.1|DANA
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC6499532|XP_001954428.1|DANA
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	LOC6498237|XP_001962364.1|DANA
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC6494604|XP_032306614.1|DANA
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC6500698|XP_001953750.1|DANA
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC6505436|XP_032308649.1|DANA, LOC6494011|XP_001961150.1|DANA
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC6503390|XP_001967520.2|DANA
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC6500706|XP_001953762.1|DANA
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC6493303|XP_001957486.1|DANA
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC6504634|XP_032309303.1|DANA
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	LOC6501270|XP_001954892.1|DANA
OG0001311	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB	LOC6505194|XP_001965524.2|DANA
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC6493418|XP_001957711.1|DANA
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC6494637|XP_001959971.3|DANA
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC6502469|XP_001962779.1|DANA
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC6504655|XP_001966464.1|DANA
OG0001316	LOC118465245|XP_035789159.1|AALB	LOC6494998|XP_001959247.1|DANA, LOC6494999|XP_001959245.1|DANA, LOC6495624|XP_001959246.1|DANA
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC6501601|XP_001955566.1|DANA
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC26515035|XP_032311989.1|DANA
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC6505307|XP_001965728.2|DANA
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC6505211|XP_032307795.1|DANA
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC6502047|XP_032311934.1|DANA
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	LOC6504416|XP_032308163.1|DANA
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	LOC6505113|XP_001964793.2|DANA
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	LOC6505553|XP_001964713.1|DANA
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	LOC6500011|XP_001953409.1|DANA
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC6504487|XP_032308308.1|DANA
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC6496265|XP_014763712.1|DANA
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	LOC6495364|XP_001958670.1|DANA
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC6503257|XP_032309758.1|DANA
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC6500539|XP_032310342.1|DANA
OG0001343	LOC118460358|XP_035780496.1|AALB	LOC6499178|XP_001955160.2|DANA
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	LOC6505942|XP_032305468.1|DANA
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	LOC6499926|XP_001953617.1|DANA
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC6499381|XP_001954747.1|DANA
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC6503956|XP_001963915.1|DANA
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC6505354|XP_001967828.2|DANA, LOC6504497|XP_001967015.1|DANA
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC6507029|XP_014765038.1|DANA
