Orthogroup	AALB.longest_only	BTRY.longest_only
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001316	LOC118465245|XP_035789159.1|AALB	LOC120772662|XP_039957329.1|BTRY
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC120782292|XP_039970429.1|BTRY
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC120775284|XP_039961330.1|BTRY
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC120773835|XP_039958891.1|BTRY
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC120773909|XP_039959027.1|BTRY
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC120775101|XP_039961048.1|BTRY, LOC120775275|XP_039961305.1|BTRY
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	LOC120774956|XP_039960775.1|BTRY
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	LOC120775756|XP_039962023.1|BTRY
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	LOC120778828|XP_039966775.1|BTRY
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	LOC120773615|XP_039958551.1|BTRY
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC120773491|XP_039958367.1|BTRY
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC120771890|XP_039956093.1|BTRY
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	LOC120773010|XP_039957866.1|BTRY
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC120775019|XP_039960904.1|BTRY
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC120767765|XP_039949941.1|BTRY
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	LOC120782334|XP_039970496.1|BTRY
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	LOC120773695|XP_039958702.1|BTRY
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC120776965|XP_039963995.1|BTRY
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC120773736|XP_039958726.1|BTRY
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC120770887|XP_039954463.1|BTRY
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC120776506|XP_039963135.1|BTRY
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC120775177|XP_039961165.1|BTRY
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC120772342|XP_039956839.1|BTRY
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC120770427|XP_039953812.1|BTRY
OG0001353	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB	LOC120775085|XP_039961016.1|BTRY
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC120771766|XP_039955884.1|BTRY
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC120781279|XP_039969408.1|BTRY
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	LOC120766990|XP_039948727.1|BTRY
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC120777973|XP_039965545.1|BTRY
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC120778952|XP_039966955.1|BTRY
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	LOC120768999|XP_039951773.1|BTRY, LOC120769222|XP_039952052.1|BTRY
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC120770113|XP_039953218.1|BTRY
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	LOC120778468|XP_039966214.1|BTRY
OG0001362	LOC118467608|XP_035794202.1|AALB	LOC120779122|XP_039967249.1|BTRY
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	LOC120774036|XP_039959270.1|BTRY, LOC120766220|XP_039947529.1|BTRY
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	LOC120771627|XP_039955651.1|BTRY
OG0001365	LOC118464898|XP_035788551.1|AALB	LOC120777538|XP_039964860.1|BTRY
OG0001366	LOC118463349|XP_035785754.1|AALB	LOC120777216|XP_039964327.1|BTRY
OG0001367	LOC118467236|XP_035793387.1|AALB	LOC120771166|XP_039954983.1|BTRY
OG0001368	LOC118464370|XP_035787602.1|AALB	LOC120773398|XP_039958182.1|BTRY
OG0001369	LOC118463125|XP_035785375.1|AALB	LOC120773753|XP_039958753.1|BTRY
OG0001370	LOC118463513|XP_035786008.1|AALB	LOC120770535|XP_039954023.1|BTRY
OG0001371	LOC118462782|XP_035784652.1|AALB	LOC120769369|XP_039952266.1|BTRY
OG0001372	LOC118465741|XP_035790096.1|AALB	LOC120770332|XP_039953661.1|BTRY
OG0001373	LOC118469078|XP_035796453.1|AALB	LOC120779352|XP_039967482.1|BTRY, LOC120768582|XP_039951271.1|BTRY, LOC120781489|XP_039969647.1|BTRY, LOC120768837|XP_039951522.1|BTRY, LOC120779339|XP_039967472.1|BTRY
OG0001374	LOC118460501|XP_035780748.1|AALB	LOC120772264|XP_039956701.1|BTRY
OG0001376	LOC118468385|XP_035795038.1|AALB	LOC120770065|XP_039953119.1|BTRY
OG0001377	LOC118459042|XP_035777956.1|AALB	LOC120767763|XP_039949932.1|BTRY
OG0001378	LOC118457312|XP_035774691.1|AALB	LOC120769683|XP_039952738.1|BTRY
OG0001379	LOC118468702|XP_035795719.1|AALB	LOC120769102|XP_039951897.1|BTRY
OG0001379	LOC118457594|XP_035775183.1|AALB	LOC120768916|XP_039951622.1|BTRY
OG0001380	LOC118460719|XP_035781157.1|AALB	LOC120771617|XP_039955641.1|BTRY
OG0001381	LOC118461747|XP_035783354.1|AALB	LOC120772383|XP_039956907.1|BTRY
OG0001382	LOC118459816|XP_035779454.1|AALB	LOC120768562|XP_039951243.1|BTRY
OG0001383	LOC118461252|XP_035782261.1|AALB	LOC120772239|XP_039956667.1|BTRY
OG0001384	LOC118456735|XP_035773678.1|AALB	LOC120769361|XP_039952256.1|BTRY, LOC120769193|XP_039952021.1|BTRY, LOC120768754|XP_039951460.1|BTRY
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	LOC120781748|XP_039969914.1|BTRY
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	LOC120769696|XP_039952757.1|BTRY
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	LOC120769817|XP_039952959.1|BTRY
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	LOC120782244|XP_039970345.1|BTRY
OG0001390	LOC118458124|XP_035776197.1|AALB	LOC120767925|XP_039950220.1|BTRY, LOC120778231|XP_039965923.1|BTRY
OG0001391	LOC118459337|XP_035778502.1|AALB	LOC120768082|XP_039950545.1|BTRY
OG0001392	LOC118468995|XP_035796313.1|AALB	LOC120774728|XP_039960413.1|BTRY
OG0001393	LOC118461806|XP_035783445.1|AALB	LOC120774011|XP_039959224.1|BTRY
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	LOC120779731|XP_039968036.1|BTRY
OG0001395	LOC118461065|XP_035781850.1|AALB	LOC120771413|XP_039955330.1|BTRY
OG0001396	LOC118461617|XP_035783052.1|AALB	LOC120774065|XP_039959304.1|BTRY
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	LOC120782431|XP_039970648.1|BTRY
OG0001399	LOC118467164|XP_035793213.1|AALB	LOC120772680|XP_039957352.1|BTRY
OG0001400	LOC118467333|XP_035793580.1|AALB	LOC120766299|XP_039947637.1|BTRY
OG0001401	LOC118465172|XP_035789027.1|AALB	LOC120778432|XP_039966148.1|BTRY
OG0001402	LOC118462786|XP_035784666.1|AALB	LOC120777918|XP_039965436.1|BTRY
OG0001403	LOC118465458|XP_035789641.1|AALB	LOC120777950|XP_039965495.1|BTRY
OG0001404	LOC118466099|XP_035790907.1|AALB	LOC120780098|XP_039968315.1|BTRY
OG0001405	LOC118462520|XP_035784158.1|AALB	LOC120772539|XP_039957154.1|BTRY
OG0001406	LOC118467314|XP_035793542.1|AALB	LOC120776087|XP_039962499.1|BTRY
OG0001407	LOC118462750|XP_035784606.1|AALB	LOC120778664|XP_039966523.1|BTRY
OG0001408	LOC118459018|XP_035777913.1|AALB	LOC120771189|XP_039955019.1|BTRY
OG0001429	LOC118462353|XP_035784012.1|AALB	LOC120782830|XP_039971283.1|BTRY
OG0001430	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB	LOC120766978|XP_039948707.1|BTRY
OG0001431	LOC118456390|XP_035772976.1|AALB	LOC120774499|XP_039960103.1|BTRY
OG0001432	LOC118462553|XP_035784225.1|AALB	LOC120774090|XP_039959357.1|BTRY
OG0001433	LOC118463279|XP_035785648.1|AALB	LOC120775203|XP_039961200.1|BTRY
OG0001434	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB	LOC120773915|XP_039959044.1|BTRY
OG0001435	LOC118468680|XP_035795684.1|AALB	LOC120772309|XP_039956756.1|BTRY
OG0001436	LOC118462763|XP_035784623.1|AALB	LOC120775484|XP_039961622.1|BTRY
OG0001437	LOC118467096|XP_035793035.1|AALB	LOC120766433|XP_039947871.1|BTRY
OG0001438	LOC118461615|XP_035783053.1|AALB	LOC120782733|XP_039971099.1|BTRY
OG0001439	LOC118464402|XP_035787653.1|AALB	LOC120773869|XP_039958960.1|BTRY
OG0001441	LOC118457649|XP_035775296.1|AALB, LOC118457641|XP_035775275.1|AALB, LOC118457635|XP_035775263.1|AALB	LOC120774491|XP_039960096.1|BTRY
OG0001442	LOC118460818|XP_035781331.1|AALB	LOC120775633|XP_039961821.1|BTRY
OG0001443	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB	LOC120766472|XP_039947944.1|BTRY
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	LOC120766241|XP_039947557.1|BTRY
OG0001445	LOC118468537|XP_035795312.1|AALB	LOC120771628|XP_039955653.1|BTRY, LOC120782761|XP_039971156.1|BTRY
OG0001446	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	LOC120771368|XP_039955265.1|BTRY
OG0001447	LOC118460135|XP_035780092.1|AALB	LOC120782492|XP_039970730.1|BTRY
OG0001448	LOC118461382|XP_035782531.1|AALB	LOC120775555|XP_039961718.1|BTRY
OG0001449	LOC118461800|XP_035783436.1|AALB	LOC120777333|XP_039964509.1|BTRY
OG0001450	LOC118466662|XP_035792153.1|AALB	LOC120766855|XP_039948516.1|BTRY
OG0001451	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB	LOC120771731|XP_039955824.1|BTRY
OG0001452	LOC118467047|XP_035792926.1|AALB	LOC120771041|XP_039954770.1|BTRY
OG0001453	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB	LOC120777772|XP_039965220.1|BTRY
OG0001454	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB	LOC120780351|XP_039968577.1|BTRY
OG0001455	LOC118462833|XP_035784775.1|AALB	LOC120776551|XP_039963234.1|BTRY
OG0001456	LOC118465294|XP_035789261.1|AALB	LOC120770451|XP_039953870.1|BTRY
OG0001457	LOC118463147|XP_035785415.1|AALB	LOC120770960|XP_039954623.1|BTRY
OG0001458	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB	LOC120771956|XP_039956201.1|BTRY
OG0001459	LOC118462862|XP_035784812.1|AALB	LOC120778806|XP_039966744.1|BTRY
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	LOC120773018|XP_039957880.1|BTRY
OG0001461	LOC118467643|XP_035794267.1|AALB	LOC120774970|XP_039960794.1|BTRY
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	LOC120776832|XP_039963787.1|BTRY
OG0001463	LOC118466402|XP_035791562.1|AALB	LOC120766436|XP_039947873.1|BTRY
OG0001464	LOC118467133|XP_035793136.1|AALB	LOC120776193|XP_039962753.1|BTRY
OG0001465	LOC118464144|XP_035787142.1|AALB	LOC120771390|XP_039955291.1|BTRY
OG0001466	LOC118465793|XP_035790245.1|AALB	LOC120767954|XP_039950275.1|BTRY
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	LOC120767261|XP_039949063.1|BTRY
OG0001468	LOC118463433|XP_035785895.1|AALB	LOC120777662|XP_039965050.1|BTRY
OG0001469	LOC118467373|XP_035793680.1|AALB	LOC120771471|XP_039955432.1|BTRY
OG0001470	LOC118463134|XP_035785386.1|AALB	LOC120778470|XP_039966215.1|BTRY
OG0001471	LOC118465752|XP_035790117.1|AALB	LOC120779131|XP_039967269.1|BTRY, LOC120779133|XP_039967270.1|BTRY
OG0001472	LOC118466349|XP_035791375.1|AALB	LOC120778778|XP_039966696.1|BTRY
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC120766625|XP_039948173.1|BTRY
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC120772046|XP_039956353.1|BTRY
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC120772157|XP_039956527.1|BTRY
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC120770240|XP_039953472.1|BTRY
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC120775537|XP_039961693.1|BTRY
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	LOC120767348|XP_039949242.1|BTRY
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC120775463|XP_039961584.1|BTRY
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC120767608|XP_039949695.1|BTRY, LOC120767609|XP_039949696.1|BTRY
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC120768586|XP_039951279.1|BTRY, LOC120768585|XP_039951278.1|BTRY
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC120770049|XP_039953101.1|BTRY, LOC120770087|XP_039953169.1|BTRY
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC120768403|XP_039951012.1|BTRY
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC120779760|XP_039968077.1|BTRY
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	LOC120778497|XP_039966256.1|BTRY
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC120769218|XP_039952046.1|BTRY
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC120768652|XP_039951358.1|BTRY
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC120772670|XP_039957339.1|BTRY
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC120767342|XP_039949234.1|BTRY
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC120768019|XP_039950412.1|BTRY
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC120767808|XP_039950015.1|BTRY
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC120773901|XP_039959015.1|BTRY
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC120775542|XP_039961700.1|BTRY
OG0001494	LOC118461696|XP_035783208.1|AALB	LOC120775051|XP_039960966.1|BTRY
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC120772349|XP_039956848.1|BTRY
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC120774130|XP_039959440.1|BTRY
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC120771775|XP_039955900.1|BTRY, LOC120769646|XP_039952685.1|BTRY
OG0001498	LOC118456904|XP_035773919.1|AALB	LOC120766179|XP_039947470.1|BTRY
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC120771482|XP_039955453.1|BTRY
OG0001501	LOC118461685|XP_035783172.1|AALB	LOC120772387|XP_039956914.1|BTRY
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC120770256|XP_039953493.1|BTRY
OG0001503	LOC118466174|XP_035791054.1|AALB	LOC120771588|XP_039955593.1|BTRY, LOC120770730|XP_039954254.1|BTRY, LOC120770732|XP_039954256.1|BTRY, LOC120772319|XP_039956771.1|BTRY
OG0001504	LOC118466794|XP_035792431.1|AALB	LOC120774259|XP_039959659.1|BTRY
OG0001506	LOC118464164|XP_035787192.1|AALB	LOC120773003|XP_039957855.1|BTRY
OG0001507	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB	LOC120770341|XP_039953673.1|BTRY
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	LOC120772145|XP_039956512.1|BTRY
OG0001509	LOC118467501|XP_035793944.1|AALB	LOC120771580|XP_039955582.1|BTRY
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	LOC120781615|XP_039969785.1|BTRY
OG0001511	LOC118462626|XP_035784359.1|AALB	LOC120772234|XP_039956659.1|BTRY, LOC120770749|XP_039954270.1|BTRY
OG0001512	LOC118467300|XP_035793512.1|AALB	LOC120777746|XP_039965173.1|BTRY
OG0001513	LOC118463792|XP_035786520.1|AALB	LOC120778691|XP_039966570.1|BTRY
OG0001515	LOC118460654|XP_035781010.1|AALB	LOC120775510|XP_039961653.1|BTRY
OG0001534	LOC118465774|XP_035790226.1|AALB	LOC120773392|XP_039958161.1|BTRY
OG0001535	LOC118457255|XP_035774538.1|AALB	LOC120775729|XP_039961981.1|BTRY
OG0001536	LOC118457824|XP_035775592.1|AALB	LOC120775631|XP_039961819.1|BTRY
OG0001537	LOC118462838|XP_035784792.1|AALB	LOC120769213|XP_039952040.1|BTRY
OG0001538	LOC118460246|XP_035780308.1|AALB	LOC120774223|XP_039959615.1|BTRY
OG0001539	LOC118463471|XP_035785957.1|AALB	LOC120769993|XP_039953013.1|BTRY
OG0001540	LOC118460831|XP_035781392.1|AALB	LOC120767701|XP_039949832.1|BTRY
OG0001541	LOC118461438|XP_035782643.1|AALB	LOC120778886|XP_039966865.1|BTRY
OG0001542	LOC118459326|XP_035778479.1|AALB	LOC120780462|XP_039968670.1|BTRY, LOC120780966|XP_039969127.1|BTRY
OG0001545	LOC118463055|XP_035785202.1|AALB	LOC120774829|XP_039960574.1|BTRY
OG0001546	LOC118457273|XP_035774564.1|AALB	LOC120774220|XP_039959610.1|BTRY
OG0001547	LOC118466119|XP_035790955.1|AALB	LOC120776049|XP_039962433.1|BTRY, LOC120774592|XP_039960258.1|BTRY
OG0001548	LOC118459929|XP_035779689.1|AALB	LOC120775951|XP_039962296.1|BTRY
OG0001549	LOC118457891|XP_035775731.1|AALB	LOC120768282|XP_039950846.1|BTRY
OG0001550	LOC118459581|XP_035779002.1|AALB	LOC120769353|XP_039952286.1|BTRY
OG0001551	LOC118458450|XP_035776826.1|AALB	LOC120781953|XP_039970050.1|BTRY
OG0001552	LOC118468972|XP_035796242.1|AALB	LOC120766190|XP_039947481.1|BTRY
OG0001553	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB	LOC120773720|XP_039958701.1|BTRY, LOC120776008|XP_039962377.1|BTRY
OG0001554	LOC118458577|XP_035777126.1|AALB	LOC120773438|XP_039958258.1|BTRY
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	LOC120769338|XP_039952228.1|BTRY
OG0001556	LOC118462575|XP_035784271.1|AALB	LOC120770110|XP_039953215.1|BTRY
OG0001557	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB	LOC120774237|XP_039959632.1|BTRY
OG0001558	LOC118460243|XP_035780291.1|AALB	LOC120776051|XP_039962442.1|BTRY
OG0001559	LOC118468892|XP_035796078.1|AALB	LOC120766322|XP_039947680.1|BTRY
OG0001560	LOC118459595|XP_035779015.1|AALB	LOC120767800|XP_039950004.1|BTRY
OG0001561	LOC118457814|XP_035775568.1|AALB	LOC120766537|XP_039948049.1|BTRY, LOC120766528|XP_039948032.1|BTRY
OG0001562	LOC118464784|XP_035788308.1|AALB	LOC120782857|XP_039971324.1|BTRY
OG0001563	LOC118468455|XP_035795128.1|AALB	LOC120771274|XP_039955133.1|BTRY
OG0001564	LOC118458845|XP_035777642.1|AALB	LOC120766484|XP_039947962.1|BTRY
OG0001565	LOC118456664|XP_035773512.1|AALB	LOC120766874|XP_039948539.1|BTRY
OG0001566	LOC118460066|XP_035779956.1|AALB	LOC120782328|XP_039970487.1|BTRY
OG0001567	LOC118463265|XP_035785628.1|AALB	LOC120772164|XP_039956538.1|BTRY
OG0001568	LOC118462565|XP_035784248.1|AALB	LOC120782686|XP_039971015.1|BTRY
OG0001569	LOC118462583|XP_035784283.1|AALB	LOC120782487|XP_039970722.1|BTRY, LOC120778635|XP_039966469.1|BTRY
OG0001570	LOC118458696|XP_035777328.1|AALB	LOC120782368|XP_039970540.1|BTRY
OG0001572	LOC118463819|XP_035786591.1|AALB, LOC118463818|XP_035786590.1|AALB	LOC120775782|XP_039962053.1|BTRY
OG0001573	LOC118463557|XP_035786074.1|AALB	LOC120777599|XP_039964971.1|BTRY, LOC120777157|XP_039964235.1|BTRY
OG0001574	LOC118464066|XP_035787007.1|AALB	LOC120781219|XP_039969282.1|BTRY
OG0001575	LOC118465336|XP_035789378.1|AALB	LOC120780662|XP_039968858.1|BTRY
OG0001576	LOC118464403|XP_035787650.1|AALB	LOC120766533|XP_039948038.1|BTRY
OG0001577	LOC118464309|XP_035787493.1|AALB	LOC120768550|XP_039951227.1|BTRY, LOC120769307|XP_039952174.1|BTRY
OG0001578	LOC118463396|XP_035785834.1|AALB	LOC120772667|XP_039957335.1|BTRY
OG0001579	LOC118464271|XP_035787426.1|AALB	LOC120774265|XP_039959669.1|BTRY
OG0001580	LOC118464408|XP_035787657.1|AALB	LOC120770174|XP_039953322.1|BTRY
OG0001581	LOC118468973|XP_035796248.1|AALB, LOC118467150|XP_035793181.1|AALB	LOC120773814|XP_039958855.1|BTRY
OG0001582	LOC118464532|XP_035787862.1|AALB	LOC120770043|XP_039953092.1|BTRY
OG0001583	LOC118466473|XP_035791747.1|AALB	LOC120771741|XP_039955847.1|BTRY, LOC120773124|XP_039958053.1|BTRY
OG0001584	LOC118465768|XP_035790176.1|AALB	LOC120777659|XP_039965046.1|BTRY
OG0001585	LOC118468519|XP_035795252.1|AALB	LOC120775963|XP_039962308.1|BTRY
OG0001586	LOC118465652|XP_035789959.1|AALB	LOC120777890|XP_039965386.1|BTRY
OG0001587	LOC118466944|XP_035792738.1|AALB	LOC120771025|XP_039954735.1|BTRY
OG0001588	LOC118464405|XP_035787652.1|AALB	LOC120781566|XP_039969737.1|BTRY, LOC120779466|XP_039967663.1|BTRY, LOC120780829|XP_039969007.1|BTRY, LOC120781620|XP_039969787.1|BTRY, LOC120778336|XP_039966064.1|BTRY, LOC120778376|XP_039966097.1|BTRY, LOC120772130|XP_039956480.1|BTRY
OG0001589	LOC118460867|XP_035781491.1|AALB	LOC120767539|XP_039949577.1|BTRY
OG0001590	LOC118465624|XP_035789915.1|AALB	LOC120772466|XP_039957038.1|BTRY
OG0001591	LOC118467389|XP_035793729.1|AALB	LOC120774435|XP_039960013.1|BTRY
OG0001593	LOC118457738|XP_035775439.1|AALB	LOC120768303|XP_039950867.1|BTRY
OG0001594	LOC118468366|XP_035795018.1|AALB	LOC120769207|XP_039952035.1|BTRY
OG0001595	LOC118459536|XP_035778890.1|AALB	LOC120768888|XP_039951575.1|BTRY, LOC120770067|XP_039953123.1|BTRY
OG0001596	LOC118458369|XP_035776658.1|AALB	LOC120767379|XP_039949302.1|BTRY
OG0001597	LOC118469076|XP_035796451.1|AALB	LOC120768904|XP_039951600.1|BTRY, LOC120767560|XP_039949631.1|BTRY
OG0001598	LOC118457598|XP_035775190.1|AALB	LOC120769351|XP_039952248.1|BTRY
OG0001599	LOC118459793|XP_035779416.1|AALB	LOC120767223|XP_039949018.1|BTRY, LOC120769042|XP_039951823.1|BTRY
OG0001600	LOC118458741|XP_035777408.1|AALB	LOC120769367|XP_039952262.1|BTRY
OG0001601	LOC118456834|XP_035773823.1|AALB	LOC120769383|XP_039952285.1|BTRY
OG0001603	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB	LOC120781755|XP_039969921.1|BTRY
OG0001604	LOC118457907|XP_035775794.1|AALB	LOC120775318|XP_039961389.1|BTRY
OG0001605	LOC118457695|XP_035775361.1|AALB	LOC120771906|XP_039956122.1|BTRY
OG0001606	LOC118460076|XP_035779984.1|AALB	LOC120771194|XP_039955024.1|BTRY
OG0001607	LOC118459538|XP_035778903.1|AALB	LOC120768129|XP_039950617.1|BTRY
OG0001608	LOC118461668|XP_035783149.1|AALB	LOC120767966|XP_039950303.1|BTRY
OG0001609	LOC118459320|XP_035778463.1|AALB	LOC120771513|XP_039955502.1|BTRY
OG0001610	LOC118459136|XP_035778107.1|AALB	LOC120768040|XP_039950474.1|BTRY
OG0001611	LOC118461129|XP_035781983.1|AALB	LOC120767394|XP_039949347.1|BTRY
OG0001612	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB	LOC120769047|XP_039951829.1|BTRY
OG0001613	LOC118461249|XP_035782257.1|AALB	LOC120781708|XP_039969874.1|BTRY
OG0001614	LOC118457865|XP_035775657.1|AALB	LOC120770261|XP_039953505.1|BTRY
OG0001615	LOC118461237|XP_035782229.1|AALB	LOC120768094|XP_039950567.1|BTRY
OG0001616	LOC118461189|XP_035782113.1|AALB	LOC120768168|XP_039950666.1|BTRY
OG0001617	LOC118461412|XP_035782588.1|AALB	LOC120767737|XP_039949880.1|BTRY
OG0001618	LOC118460381|XP_035780533.1|AALB	LOC120781739|XP_039969906.1|BTRY
OG0001618	LOC118460776|XP_035781273.1|AALB	LOC120779501|XP_039967728.1|BTRY
OG0001619	LOC118460610|XP_035780944.1|AALB	LOC120768673|XP_039951384.1|BTRY
OG0001620	LOC118458046|XP_035776059.1|AALB	LOC120771749|XP_039955854.1|BTRY
OG0001621	LOC118456918|XP_035773941.1|AALB	LOC120771724|XP_039955812.1|BTRY, LOC120771723|XP_039955811.1|BTRY
OG0001622	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB	LOC120773571|XP_039958475.1|BTRY
OG0001623	LOC118468373|XP_035795026.1|AALB	LOC120769015|XP_039951792.1|BTRY
OG0001624	LOC118459396|XP_035778599.1|AALB	LOC120768671|XP_039951382.1|BTRY
OG0001625	LOC118459390|XP_035778586.1|AALB	LOC120767589|XP_039949671.1|BTRY
OG0001626	LOC118458763|XP_035777449.1|AALB	LOC120769165|XP_039951984.1|BTRY, LOC120780775|XP_039968961.1|BTRY, LOC120781525|XP_039969681.1|BTRY, LOC120768868|XP_039951592.1|BTRY, LOC120780853|XP_039969025.1|BTRY, LOC120780708|XP_039968902.1|BTRY
