Orthogroup	AALB.longest_only	DERE.longest_only
OG0001215	LOC118459805|XP_035779435.1|AALB, LOC118459806|XP_035779436.1|AALB	LOC6552713|XP_026831440.1|DERE
OG0001216	LOC118459804|XP_035779433.1|AALB, LOC118459112|XP_035778068.1|AALB	LOC6552772|XP_001979957.2|DERE
OG0001217	LOC118457400|XP_035774830.1|AALB	LOC6548324|XP_001973939.2|DERE
OG0001218	LOC118460730|XP_035781179.1|AALB	LOC6554519|XP_001982156.1|DERE
OG0001220	LOC118467131|XP_035793134.1|AALB	LOC6543155|XP_001970651.1|DERE
OG0001223	LOC118463241|XP_035785600.1|AALB	LOC6541021|XP_001970869.3|DERE
OG0001224	LOC118466057|XP_035790800.1|AALB	LOC6548498|XP_001975311.1|DERE
OG0001225	LOC118465045|XP_035788815.1|AALB	LOC6543112|XP_026834471.1|DERE
OG0001226	LOC118466987|XP_035792797.1|AALB	LOC6547174|XP_001976091.1|DERE
OG0001227	LOC118458780|XP_035777498.1|AALB	LOC6541093|XP_015014849.1|DERE
OG0001228	LOC118467222|XP_035793365.1|AALB	LOC113564521|XP_026837926.1|DERE
OG0001229	LOC118457878|XP_035775694.1|AALB	LOC6541715|XP_026838627.1|DERE
OG0001230	LOC118458823|XP_035777600.1|AALB	LOC6548529|XP_001975369.1|DERE
OG0001231	LOC118468340|XP_035794992.1|AALB	LOC6548545|XP_001973923.1|DERE
OG0001232	LOC118459302|XP_035778443.1|AALB	LOC6541378|XP_001970225.1|DERE
OG0001233	LOC118458684|XP_035777288.1|AALB	LOC6541493|XP_026835028.1|DERE
OG0001234	LOC118458826|XP_035777605.1|AALB	LOC6548779|XP_001975434.1|DERE
OG0001235	LOC118468919|XP_035796122.1|AALB	LOC6540819|XP_001968183.1|DERE
OG0001236	LOC118457340|XP_035774731.1|AALB	LOC6545231|XP_001973465.3|DERE
OG0001237	LOC118462010|XP_035783840.1|AALB	LOC6553936|XP_026839887.1|DERE
OG0001238	LOC118458685|XP_035777293.1|AALB	LOC6554410|XP_026838513.1|DERE
OG0001239	LOC118467960|XP_035794836.1|AALB, LOC118456572|XP_035773344.1|AALB	LOC6553742|XP_001980360.2|DERE
OG0001240	LOC118458705|XP_035777339.1|AALB, LOC118457657|XP_035775294.1|AALB	LOC6554398|XP_026839734.1|DERE
OG0001241	LOC118458875|XP_035777718.1|AALB	LOC6546818|XP_001975928.1|DERE
OG0001242	LOC118457790|XP_035775529.1|AALB	LOC6550330|XP_026838219.1|DERE
OG0001246	LOC118465964|XP_035790605.1|AALB, LOC118465963|XP_035790603.1|AALB, LOC118465965|XP_035790606.1|AALB	LOC6548132|XP_001976509.1|DERE
OG0001247	LOC118466018|XP_035790726.1|AALB	LOC26526228|XP_015015475.1|DERE
OG0001248	LOC118465826|XP_035790307.1|AALB	LOC6545475|XP_001971587.1|DERE
OG0001249	LOC118463759|XP_035786466.1|AALB	LOC6554195|XP_026831624.1|DERE, LOC6551192|XP_001977026.1|DERE
OG0001257	LOC118469009|XP_035796340.1|AALB	LOC6555838|XP_026839144.1|DERE
OG0001258	LOC118458042|XP_035776057.1|AALB	LOC6552916|XP_001980979.1|DERE
OG0001259	LOC118463274|XP_035785643.1|AALB, LOC118467722|XP_035794417.1|AALB	LOC6555762|XP_001982668.1|DERE
OG0001260	LOC118460936|XP_035781596.1|AALB	LOC6551952|XP_001980706.1|DERE
OG0001261	LOC118458797|XP_035777536.1|AALB, LOC118462849|XP_035784802.1|AALB	LOC6549872|XP_001978653.2|DERE
OG0001263	LOC118465872|XP_035790398.1|AALB	LOC6554157|XP_026839561.1|DERE, LOC113563722|XP_026831611.1|DERE
OG0001264	LOC118457456|XP_035774947.1|AALB, LOC118458006|XP_035775989.1|AALB	LOC6541322|XP_001968615.2|DERE
OG0001266	LOC118457732|XP_035775418.1|AALB	LOC6548086|XP_001975202.2|DERE
OG0001267	LOC118461275|XP_035782320.1|AALB, LOC118462032|XP_035783899.1|AALB	LOC6555281|XP_015008835.1|DERE
OG0001269	LOC118458301|XP_035776522.1|AALB	LOC6546997|XP_001976039.1|DERE
OG0001270	LOC118464162|XP_035787188.1|AALB, LOC118459117|XP_035778078.1|AALB	LOC6552687|XP_001978950.1|DERE
OG0001271	LOC118463456|XP_035785937.1|AALB, LOC118464610|XP_035787948.1|AALB	LOC6542309|XP_001969101.1|DERE
OG0001273	LOC118463749|XP_035786442.1|AALB, LOC118462639|XP_035784379.1|AALB	LOC6552245|XP_026839525.1|DERE
OG0001274	LOC118466941|XP_035792733.1|AALB	LOC6545550|XP_001973389.1|DERE
OG0001276	LOC118467508|XP_035793953.1|AALB	LOC6546447|XP_001971816.1|DERE
OG0001277	LOC118463487|XP_035785971.1|AALB	LOC6546365|XP_001971326.1|DERE
OG0001278	LOC118467600|XP_035794181.1|AALB	LOC6543976|XP_001972210.1|DERE
OG0001279	LOC118467611|XP_035794206.1|AALB	LOC6545644|XP_001972165.1|DERE
OG0001280	LOC118464283|XP_035787451.1|AALB	LOC6544826|XP_026832479.1|DERE
OG0001281	LOC118464877|XP_035788512.1|AALB	LOC6546026|XP_001971211.2|DERE
OG0001282	LOC118463127|XP_035785377.1|AALB	LOC6541864|XP_026835270.1|DERE, LOC113564235|XP_026835624.1|DERE
OG0001283	LOC118463747|XP_035786435.1|AALB	LOC6548769|XP_001975424.1|DERE
OG0001284	LOC118460504|XP_035780751.1|AALB	LOC6541564|XP_001970923.1|DERE
OG0001285	LOC118462686|XP_035784493.1|AALB, LOC118456479|XP_035773184.1|AALB	LOC6545081|XP_001971036.1|DERE
OG0001286	LOC118457587|XP_035775168.1|AALB	LOC6548746|XP_001974103.1|DERE
OG0001287	LOC118463595|XP_035786147.1|AALB	LOC6553174|XP_001980010.1|DERE
OG0001288	LOC118457380|XP_035774808.1|AALB	LOC6542539|XP_001968211.1|DERE
OG0001290	LOC118460506|XP_035780752.1|AALB	LOC6541299|XP_026834189.1|DERE, LOC113564240|XP_026835632.1|DERE
OG0001291	LOC118460352|XP_035780485.1|AALB	LOC6547993|XP_001976495.1|DERE
OG0001292	LOC118467205|XP_035793316.1|AALB, LOC118467208|XP_035793324.1|AALB	LOC6548308|XP_026837047.1|DERE
OG0001293	LOC118468502|XP_035795229.1|AALB	LOC6550994|XP_001976870.1|DERE
OG0001294	LOC118456945|XP_035774009.1|AALB	LOC6551990|XP_026832086.1|DERE
OG0001295	LOC118468446|XP_035795109.1|AALB	LOC6550653|XP_001978043.1|DERE
OG0001296	LOC118457243|XP_035774518.1|AALB	LOC113564239|XP_026835631.1|DERE, LOC6541458|XP_026834489.1|DERE
OG0001297	LOC118459854|XP_035779518.1|AALB	LOC6554487|XP_001981932.1|DERE
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	LOC6553334|XP_001979307.1|DERE
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	LOC6544268|XP_001971954.1|DERE
OG0001300	LOC118459364|XP_035778556.1|AALB	LOC6551784|XP_001980597.1|DERE
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	LOC6542841|XP_001970076.1|DERE
OG0001302	LOC118461957|XP_035783751.1|AALB	LOC6547451|XP_026836566.1|DERE
OG0001303	LOC118458916|XP_035777776.1|AALB	LOC6556244|XP_026839555.1|DERE, LOC6552357|XP_001979821.1|DERE, LOC6552355|XP_001979819.1|DERE
OG0001304	LOC118460328|XP_035780432.1|AALB	LOC6549513|XP_026836132.1|DERE
OG0001305	LOC118457357|XP_035774756.1|AALB	LOC6552686|XP_026835679.1|DERE
OG0001306	LOC118457402|XP_035774859.1|AALB	LOC6552486|XP_001979835.1|DERE
OG0001307	LOC118459515|XP_035778850.1|AALB	LOC6545096|XP_015013259.1|DERE
OG0001308	LOC118461312|XP_035782395.1|AALB	LOC6555528|XP_026837276.1|DERE
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	LOC6553357|XP_001980186.1|DERE
OG0001311	LOC118466703|XP_035792236.1|AALB, LOC118459594|XP_035779019.1|AALB	LOC6550257|XP_026838073.1|DERE
OG0001312	LOC118464188|XP_035787233.1|AALB	LOC6543867|XP_001972343.1|DERE, LOC6543868|XP_001972344.1|DERE
OG0001313	LOC118464219|XP_035787284.1|AALB	LOC6549055|XP_001975577.1|DERE
OG0001314	LOC118463333|XP_035785730.1|AALB	LOC26526017|XP_015015431.1|DERE
OG0001315	LOC118468527|XP_035795288.1|AALB	LOC6555559|XP_001982584.1|DERE
OG0001316	LOC118465245|XP_035789159.1|AALB	LOC6547044|XP_001974633.1|DERE, LOC113564260|XP_026836018.1|DERE, LOC6547043|XP_001974632.1|DERE
OG0001326	LOC118461381|XP_035782530.1|AALB	LOC6555294|XP_026839773.1|DERE
OG0001328	LOC118464706|XP_035788125.1|AALB	LOC6550709|XP_026838036.1|DERE
OG0001329	LOC118460972|XP_035781678.1|AALB	LOC6550002|XP_001977468.1|DERE
OG0001330	LOC118461203|XP_035782155.1|AALB, LOC118463356|XP_035785765.1|AALB	LOC6550582|XP_001978183.1|DERE
OG0001331	LOC118462606|XP_035784333.1|AALB, LOC118462593|XP_035784313.1|AALB	LOC6555632|XP_001982516.1|DERE
OG0001332	LOC118465333|XP_035789375.1|AALB, LOC118465705|XP_035790032.1|AALB, LOC118468817|XP_035795937.1|AALB, LOC118465393|XP_035789487.1|AALB	LOC6550077|XP_026837754.1|DERE
OG0001333	LOC118464993|XP_035788730.1|AALB, LOC118464974|XP_035788702.1|AALB	LOC6542171|XP_001968537.2|DERE
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	LOC6555347|XP_026839639.1|DERE
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	LOC6553840|XP_026839811.1|DERE
OG0001337	LOC118457682|XP_035775340.1|AALB	LOC6550059|XP_026838050.1|DERE
OG0001338	LOC118458991|XP_035777882.1|AALB	LOC6548277|XP_001975259.1|DERE
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	LOC6546591|XP_001975905.2|DERE
OG0001340	LOC118458161|XP_035776256.1|AALB	LOC6544880|XP_001973840.2|DERE
OG0001341	LOC118458126|XP_035776201.1|AALB	LOC6554548|XP_001981949.1|DERE
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	LOC6554960|XP_026839874.1|DERE
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	LOC6552044|XP_001980720.1|DERE
OG0001346	LOC118460211|XP_035780218.1|AALB	LOC6552501|XP_001980856.2|DERE, LOC6552502|XP_026834514.1|DERE
OG0001347	LOC118456588|XP_035773378.1|AALB	LOC6549692|XP_001978725.1|DERE
OG0001348	LOC118467737|XP_035794437.1|AALB	LOC6550033|XP_001977499.1|DERE
OG0001349	LOC118467457|XP_035793858.1|AALB	LOC6545659|XP_026833979.1|DERE
OG0001350	LOC118467767|XP_035794488.1|AALB	LOC6544580|XP_026833344.1|DERE
OG0001351	LOC118464619|XP_035787957.1|AALB	LOC6541096|XP_001969111.1|DERE
OG0001352	LOC118466479|XP_035791754.1|AALB	LOC6541987|XP_015014695.1|DERE
OG0001353	LOC118459943|XP_035779714.1|AALB, LOC118464453|XP_035787733.1|AALB	LOC6544339|XP_026833190.1|DERE
OG0001354	LOC118466957|XP_035792751.1|AALB	LOC6547922|XP_015012652.1|DERE
OG0001355	LOC118463066|XP_035785216.1|AALB	LOC6546656|XP_001974499.1|DERE
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	LOC6551923|XP_026832033.1|DERE
OG0001357	LOC118465108|XP_035788945.1|AALB	LOC6543839|XP_001971411.1|DERE
OG0001358	LOC118466506|XP_035791828.1|AALB	LOC6546068|XP_001972809.1|DERE
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	LOC6541153|XP_001970052.1|DERE
OG0001360	LOC118462579|XP_035784280.1|AALB	LOC6541940|XP_001969119.1|DERE
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	LOC6543973|XP_001972207.2|DERE
OG0001362	LOC118467608|XP_035794202.1|AALB	LOC6543978|XP_001972212.1|DERE
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	LOC6554076|XP_001979514.1|DERE
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	LOC6547257|XP_026836172.1|DERE
OG0001365	LOC118464898|XP_035788551.1|AALB	LOC6544771|XP_001971677.1|DERE
OG0001367	LOC118467236|XP_035793387.1|AALB	LOC6546677|XP_026837008.1|DERE
OG0001368	LOC118464370|XP_035787602.1|AALB	LOC6541043|XP_026834794.1|DERE
OG0001369	LOC118463125|XP_035785375.1|AALB	LOC6551035|XP_001978254.1|DERE
OG0001370	LOC118463513|XP_035786008.1|AALB	LOC6547807|XP_026836625.1|DERE
OG0001371	LOC118462782|XP_035784652.1|AALB	LOC113564599|XP_026838610.1|DERE, LOC26526097|XP_026838621.1|DERE, LOC26526453|XP_026838611.1|DERE
OG0001372	LOC118465741|XP_035790096.1|AALB	LOC6547078|XP_026836645.1|DERE
OG0001373	LOC118469078|XP_035796453.1|AALB	LOC6543284|XP_026834406.1|DERE
OG0001374	LOC118460501|XP_035780748.1|AALB	LOC6549420|XP_001975653.1|DERE
OG0001376	LOC118468385|XP_035795038.1|AALB	LOC6546866|XP_001976062.1|DERE
OG0001377	LOC118459042|XP_035777956.1|AALB	LOC6541109|XP_001970215.2|DERE
OG0001378	LOC118457312|XP_035774691.1|AALB	LOC6542871|XP_026834559.1|DERE
OG0001379	LOC118457594|XP_035775183.1|AALB	LOC6541976|XP_015015288.1|DERE
OG0001380	LOC118460719|XP_035781157.1|AALB	LOC6542628|XP_001970807.1|DERE
OG0001381	LOC118461747|XP_035783354.1|AALB	LOC6548647|XP_026835712.1|DERE
OG0001382	LOC118459816|XP_035779454.1|AALB	LOC6541384|XP_015015166.1|DERE
OG0001383	LOC118461252|XP_035782261.1|AALB	LOC6540772|XP_001970388.1|DERE
OG0001384	LOC118456735|XP_035773678.1|AALB	LOC6549501|XP_001974292.1|DERE
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	LOC6540831|XP_001969330.2|DERE
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	LOC6542134|XP_026835090.1|DERE
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	LOC6543257|XP_001969423.1|DERE
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	LOC6554303|XP_001982127.2|DERE
OG0001390	LOC118458124|XP_035776197.1|AALB	LOC6542226|XP_001968679.2|DERE
OG0001391	LOC118459337|XP_035778502.1|AALB	LOC6549495|XP_001974286.1|DERE
OG0001392	LOC118468995|XP_035796313.1|AALB	LOC6550767|XP_026838112.1|DERE
OG0001393	LOC118461806|XP_035783445.1|AALB	LOC6549410|XP_001974316.1|DERE
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	LOC6541303|XP_001969465.1|DERE
OG0001395	LOC118461065|XP_035781850.1|AALB	LOC6553175|XP_001980011.1|DERE
OG0001396	LOC118461617|XP_035783052.1|AALB	LOC6549705|XP_001977447.1|DERE
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	LOC6554065|XP_026834878.1|DERE
OG0001399	LOC118467164|XP_035793213.1|AALB	LOC6541212|XP_026839330.1|DERE, LOC26526050|XP_015015440.1|DERE
OG0001400	LOC118467333|XP_035793580.1|AALB	LOC6553635|XP_001980318.1|DERE
OG0001401	LOC118465172|XP_035789027.1|AALB	LOC6545791|XP_001973441.1|DERE
OG0001402	LOC118462786|XP_035784666.1|AALB	LOC6544887|XP_001973151.1|DERE
OG0001403	LOC118465458|XP_035789641.1|AALB	LOC6545527|XP_026832664.1|DERE
OG0001404	LOC118466099|XP_035790907.1|AALB	LOC6549550|XP_015012456.1|DERE
OG0001405	LOC118462520|XP_035784158.1|AALB	LOC6548175|XP_001975158.1|DERE
OG0001406	LOC118467314|XP_035793542.1|AALB	LOC6551605|XP_001977130.1|DERE
OG0001407	LOC118462750|XP_035784606.1|AALB	LOC6543615|XP_026832845.1|DERE
OG0001408	LOC118459018|XP_035777913.1|AALB	LOC6548865|XP_001975451.1|DERE
OG0001429	LOC118462353|XP_035784012.1|AALB	LOC6552691|XP_001979879.1|DERE
OG0001430	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB	LOC6553615|XP_001980244.1|DERE
OG0001431	LOC118456390|XP_035772976.1|AALB	LOC6549900|XP_026838512.1|DERE
OG0001432	LOC118462553|XP_035784225.1|AALB	LOC6550246|XP_001977921.2|DERE
OG0001433	LOC118463279|XP_035785648.1|AALB	LOC6554793|XP_001982224.1|DERE
OG0001434	LOC118461158|XP_035782047.1|AALB, LOC118457372|XP_035774794.1|AALB	LOC6550874|XP_015010954.1|DERE
OG0001435	LOC118468680|XP_035795684.1|AALB	LOC6541406|XP_001970512.1|DERE
OG0001436	LOC118462763|XP_035784623.1|AALB	LOC6554905|XP_001981590.3|DERE
OG0001437	LOC118467096|XP_035793035.1|AALB	LOC6543470|XP_001970286.1|DERE
OG0001438	LOC118461615|XP_035783053.1|AALB	LOC6555103|XP_001981430.1|DERE
OG0001439	LOC118464402|XP_035787653.1|AALB	LOC6553472|XP_001979372.1|DERE
OG0001442	LOC118460818|XP_035781331.1|AALB	LOC6542126|XP_001970104.1|DERE
OG0001443	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB	LOC6554210|XP_001981227.1|DERE
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	LOC6552944|XP_001981021.1|DERE
OG0001445	LOC118468537|XP_035795312.1|AALB	LOC6552130|XP_015009536.1|DERE
OG0001446	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	LOC6554755|XP_001982191.2|DERE
OG0001447	LOC118460135|XP_035780092.1|AALB	LOC6554034|XP_001980507.2|DERE
OG0001448	LOC118461382|XP_035782531.1|AALB	LOC6555324|XP_015009174.1|DERE
OG0001449	LOC118461800|XP_035783436.1|AALB	LOC6548929|XP_001975416.2|DERE
OG0001450	LOC118466662|XP_035792153.1|AALB	LOC6542538|XP_001968861.1|DERE
OG0001451	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB	LOC6541747|XP_026834553.1|DERE
OG0001452	LOC118467047|XP_035792926.1|AALB	LOC6547333|XP_026836098.1|DERE
OG0001453	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB	LOC6546227|XP_001973569.1|DERE
OG0001454	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB	LOC6552408|XP_001979806.1|DERE
OG0001455	LOC118462833|XP_035784775.1|AALB	LOC6543913|XP_026833507.1|DERE
OG0001456	LOC118465294|XP_035789261.1|AALB	LOC6541201|XP_026834192.1|DERE
OG0001457	LOC118463147|XP_035785415.1|AALB	LOC6549525|XP_001975817.1|DERE
OG0001458	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB	LOC6549335|XP_001975635.1|DERE
OG0001459	LOC118462862|XP_035784812.1|AALB	LOC6545097|XP_001972048.1|DERE
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	LOC6541701|XP_026834623.1|DERE
OG0001461	LOC118467643|XP_035794267.1|AALB	LOC6550354|XP_026837973.1|DERE
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	LOC6545412|XP_001971711.1|DERE
OG0001464	LOC118467133|XP_035793136.1|AALB	LOC6555714|XP_001982558.1|DERE
OG0001465	LOC118464144|XP_035787142.1|AALB	LOC6547168|XP_001976169.1|DERE
OG0001466	LOC118465793|XP_035790245.1|AALB	LOC6541235|XP_001969712.2|DERE
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	LOC6542256|XP_001969842.1|DERE
OG0001468	LOC118463433|XP_035785895.1|AALB	LOC6545453|XP_015013866.2|DERE
OG0001469	LOC118467373|XP_035793680.1|AALB	LOC6549218|XP_026836328.1|DERE, LOC6554284|XP_001981752.2|DERE
OG0001470	LOC118463134|XP_035785386.1|AALB	LOC6545889|XP_001973431.1|DERE
OG0001471	LOC118465752|XP_035790117.1|AALB	LOC6545127|XP_015013607.1|DERE
OG0001472	LOC118466349|XP_035791375.1|AALB	LOC6544218|XP_001973034.1|DERE
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	LOC6552084|XP_026838647.1|DERE
OG0001474	LOC118464199|XP_035787251.1|AALB	LOC6551282|XP_001978426.1|DERE
OG0001475	LOC118461063|XP_035781846.1|AALB	LOC6542184|XP_001969104.1|DERE
OG0001476	LOC118461681|XP_035783163.1|AALB	LOC6550249|XP_026838261.1|DERE
OG0001477	LOC118460502|XP_035780749.1|AALB	LOC6554557|XP_026837003.1|DERE
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	LOC6540776|XP_026834221.1|DERE
OG0001479	LOC118460847|XP_035781441.1|AALB	LOC6541335|XP_001969646.1|DERE, LOC6555552|XP_001982410.1|DERE
OG0001480	LOC118458422|XP_035776770.1|AALB	LOC6540822|XP_001968167.1|DERE
OG0001481	LOC118460390|XP_035780556.1|AALB	LOC6549125|XP_026836120.1|DERE
OG0001482	LOC118468347|XP_035795000.1|AALB	LOC6548662|XP_001975384.1|DERE
OG0001483	LOC118460969|XP_035781674.1|AALB	LOC6548635|XP_026838669.1|DERE
OG0001484	LOC118468693|XP_035795702.1|AALB	LOC6542544|XP_001968559.1|DERE
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	LOC6545090|XP_001973276.1|DERE
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	LOC6541677|XP_001970227.1|DERE
OG0001487	LOC118458271|XP_035776477.1|AALB	LOC26527072|XP_026838615.1|DERE
OG0001488	LOC118456299|XP_035772830.1|AALB	LOC6549471|XP_001975777.1|DERE
OG0001489	LOC118459507|XP_035778825.1|AALB	LOC6548947|XP_015011964.2|DERE
OG0001490	LOC118459402|XP_035778604.1|AALB	LOC6541656|XP_001968482.1|DERE
OG0001491	LOC118458493|XP_035776939.1|AALB	LOC6541139|XP_026835079.1|DERE
OG0001492	LOC118468433|XP_035795089.1|AALB	LOC6542576|XP_001970122.1|DERE
OG0001493	LOC118469002|XP_035796329.1|AALB	LOC6550437|XP_026837813.1|DERE
OG0001494	LOC118461696|XP_035783208.1|AALB	LOC6551443|XP_001978541.1|DERE
OG0001495	LOC118468998|XP_035796320.1|AALB	LOC113563683|XP_026835340.1|DERE
OG0001496	LOC118461832|XP_035783486.1|AALB	LOC6551510|XP_001978581.2|DERE
OG0001497	LOC118461801|XP_035783437.1|AALB	LOC6540620|XP_001970338.1|DERE
OG0001500	LOC118456637|XP_035773464.1|AALB	LOC6547292|XP_001974774.1|DERE
OG0001501	LOC118461685|XP_035783172.1|AALB, LOC118458942|XP_035777813.1|AALB	LOC6553784|XP_001980483.1|DERE
OG0001502	LOC118461259|XP_035782272.1|AALB	LOC6548971|XP_026835932.1|DERE
OG0001503	LOC118466174|XP_035791054.1|AALB	LOC6542918|XP_026834344.1|DERE
OG0001504	LOC118466794|XP_035792431.1|AALB	LOC6551549|XP_026837217.1|DERE
OG0001506	LOC118464164|XP_035787192.1|AALB	LOC6546723|XP_015011626.1|DERE
OG0001507	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB	LOC6547979|XP_015012258.1|DERE
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	LOC6547756|XP_001974879.1|DERE
OG0001509	LOC118467501|XP_035793944.1|AALB	LOC6548184|XP_001975093.2|DERE
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	LOC6540675|XP_001968874.1|DERE
OG0001511	LOC118462626|XP_035784359.1|AALB	LOC6548421|XP_026835740.1|DERE
OG0001512	LOC118467300|XP_035793512.1|AALB	LOC6544099|XP_001971440.2|DERE
OG0001513	LOC118463792|XP_035786520.1|AALB	LOC6544654|XP_026832267.1|DERE
OG0001515	LOC118460654|XP_035781010.1|AALB	LOC6555609|XP_001982444.1|DERE
OG0001516	LOC118458012|XP_035776003.1|AALB, LOC118458013|XP_035776004.1|AALB	LOC6555241|XP_001981186.1|DERE, LOC6555229|XP_001981185.1|DERE
OG0001534	LOC118465774|XP_035790226.1|AALB	LOC6551545|XP_015011364.1|DERE
OG0001535	LOC118457255|XP_035774538.1|AALB	LOC6549873|XP_001978654.1|DERE
OG0001536	LOC118457824|XP_035775592.1|AALB	LOC6550269|XP_001977628.1|DERE
OG0001537	LOC118462838|XP_035784792.1|AALB	LOC6540761|XP_001968181.1|DERE
OG0001538	LOC118460246|XP_035780308.1|AALB	LOC6550836|XP_026837662.1|DERE
OG0001539	LOC118463471|XP_035785957.1|AALB	LOC6547767|XP_001976389.1|DERE
OG0001540	LOC118460831|XP_035781392.1|AALB	LOC6541512|XP_026834456.1|DERE
OG0001541	LOC118461438|XP_035782643.1|AALB	LOC6544234|XP_026833043.1|DERE
OG0001542	LOC118459326|XP_035778479.1|AALB	LOC6551767|XP_026833239.1|DERE
OG0001545	LOC118463055|XP_035785202.1|AALB	LOC6549659|XP_001978708.3|DERE
OG0001546	LOC118457273|XP_035774564.1|AALB	LOC6549658|XP_001978707.1|DERE
OG0001547	LOC118466119|XP_035790955.1|AALB	LOC6550847|XP_026837707.1|DERE
OG0001548	LOC118459929|XP_035779689.1|AALB	LOC6550488|XP_026838086.1|DERE
OG0001549	LOC118457891|XP_035775731.1|AALB	LOC6547749|XP_015012611.1|DERE
OG0001551	LOC118458450|XP_035776826.1|AALB	LOC6554766|XP_026839830.1|DERE
OG0001552	LOC118468972|XP_035796242.1|AALB	LOC6552497|XP_001980852.1|DERE
OG0001553	LOC118460141|XP_035780121.1|AALB, LOC118458310|XP_035776538.1|AALB	LOC6550902|XP_001976810.1|DERE
OG0001554	LOC118458577|XP_035777126.1|AALB	LOC6551978|XP_015010059.2|DERE
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	LOC6549323|XP_026836131.1|DERE
OG0001556	LOC118462575|XP_035784271.1|AALB	LOC6547046|XP_001974635.1|DERE
OG0001557	LOC118459558|XP_035778944.1|AALB, LOC118461851|XP_035783531.1|AALB	LOC6551323|XP_026838850.1|DERE
OG0001558	LOC118460243|XP_035780291.1|AALB	LOC6550689|XP_026837905.1|DERE
OG0001559	LOC118468892|XP_035796078.1|AALB	LOC6554942|XP_001982013.1|DERE
OG0001560	LOC118459595|XP_035779015.1|AALB	LOC6553436|XP_026836830.1|DERE
OG0001561	LOC118457814|XP_035775568.1|AALB	LOC6552350|XP_026831936.1|DERE
OG0001562	LOC118464784|XP_035788308.1|AALB	LOC6540869|XP_001970054.2|DERE
