Orthogroup	AALB.longest_only	DYAK.longest_only
OG0001851	LOC118465447|XP_035789644.1|AALB	LOC6523728|XP_039232878.1|DYAK
OG0001852	LOC118457849|XP_035775633.1|AALB	LOC6532234|XP_039229372.1|DYAK
OG0001853	LOC118457756|XP_035775472.1|AALB	LOC6538383|XP_039231982.1|DYAK
OG0001854	LOC118461080|XP_035781865.1|AALB	LOC6524813|XP_002100655.2|DYAK
OG0001855	LOC118460223|XP_035780285.1|AALB	LOC6531359|XP_002092162.1|DYAK
OG0001856	LOC118458941|XP_035777816.1|AALB	LOC6525264|XP_002101100.1|DYAK
OG0001857	LOC118466146|XP_035791000.1|AALB	LOC6526091|XP_002101908.1|DYAK
OG0001858	LOC118468495|XP_035795222.1|AALB, LOC118468344|XP_035794999.1|AALB	LOC6525823|XP_002101643.1|DYAK
OG0001859	LOC118467497|XP_035793941.1|AALB	LOC6526196|XP_002102005.1|DYAK
OG0001860	LOC118466780|XP_035792400.1|AALB	LOC6534246|XP_002094928.1|DYAK
OG0001861	LOC118458106|XP_035776175.1|AALB	LOC6538349|XP_002098874.1|DYAK
OG0001862	LOC118458712|XP_035777348.1|AALB	LOC6526135|XP_002101952.2|DYAK
OG0001863	LOC118458321|XP_035776558.1|AALB	LOC6524650|XP_002100507.1|DYAK
OG0001864	LOC118463422|XP_035785873.1|AALB	LOC6537274|XP_015048245.1|DYAK
OG0001865	LOC118463551|XP_035786067.1|AALB	LOC6525601|XP_002101436.1|DYAK
OG0001866	LOC118460461|XP_035780674.1|AALB, LOC118459514|XP_035778853.1|AALB	LOC6536913|XP_015048008.1|DYAK
OG0001867	LOC118461842|XP_035783519.1|AALB, LOC118459176|XP_035778223.1|AALB	LOC6534316|XP_015050569.1|DYAK
OG0001868	LOC118462697|XP_035784521.1|AALB	LOC6529230|XP_039228821.1|DYAK
OG0001869	LOC118462647|XP_035784394.1|AALB	LOC6535871|XP_039231370.1|DYAK
OG0001870	LOC118461327|XP_035782468.1|AALB	LOC6525489|XP_002101324.1|DYAK
OG0001871	LOC118460099|XP_035780023.1|AALB	LOC6525014|XP_002100853.1|DYAK
OG0001872	LOC118458559|XP_035777099.1|AALB	LOC6538886|XP_039231533.1|DYAK
OG0001873	LOC118463298|XP_035785680.1|AALB	LOC6535251|XP_002095907.1|DYAK
OG0001874	LOC118463238|XP_035785601.1|AALB	LOC6538608|XP_002099130.1|DYAK
OG0001875	LOC118459269|XP_035778393.1|AALB	LOC6538944|XP_002099448.1|DYAK
OG0001876	LOC118456712|XP_035773640.1|AALB	LOC6524873|XP_002100713.1|DYAK
OG0001877	LOC118460019|XP_035779843.1|AALB	LOC6524375|XP_002100233.1|DYAK
OG0001878	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB	LOC6536954|XP_015048029.1|DYAK
OG0001879	LOC118461633|XP_035783092.1|AALB	LOC6538602|XP_002099124.2|DYAK
OG0001880	LOC118459503|XP_035778821.1|AALB	LOC6535639|XP_002096267.1|DYAK
OG0001881	LOC118458748|XP_035777419.1|AALB	LOC6535952|XP_002096568.2|DYAK
OG0001882	LOC118460923|XP_035781570.1|AALB	LOC6538302|XP_002098829.1|DYAK
OG0001883	LOC118458159|XP_035776249.1|AALB	LOC6537841|XP_015048540.1|DYAK
OG0001884	LOC118457820|XP_035775588.1|AALB	LOC6535853|XP_002096472.2|DYAK
OG0001885	LOC118466364|XP_035791443.1|AALB	LOC6527341|XP_002088433.1|DYAK
OG0001886	LOC118462034|XP_035783901.1|AALB	LOC6536352|XP_002096934.1|DYAK
OG0001887	LOC118460313|XP_035780415.1|AALB	LOC6529342|XP_002090347.1|DYAK
OG0001888	LOC118457191|XP_035774433.1|AALB	LOC6535378|XP_015047097.1|DYAK
OG0001889	LOC118460534|XP_035780813.1|AALB	LOC6525245|XP_002101082.1|DYAK
OG0001890	LOC118461638|XP_035783101.1|AALB	LOC6539743|XP_002086623.1|DYAK
OG0001891	LOC118461558|XP_035782905.1|AALB	LOC6535791|XP_015047354.2|DYAK
OG0001892	LOC118458094|XP_035776149.1|AALB	LOC6539976|XP_002086851.1|DYAK
OG0001893	LOC118457921|XP_035775815.1|AALB	LOC6538289|XP_002098816.1|DYAK
OG0001894	LOC118457092|XP_035774273.1|AALB	LOC6528488|XP_002089534.1|DYAK
OG0001895	LOC118460144|XP_035780126.1|AALB	LOC6523748|XP_015046915.2|DYAK
OG0001896	LOC118468567|XP_035795386.1|AALB	LOC6539265|XP_039227277.1|DYAK
OG0001897	LOC118461457|XP_035782679.1|AALB	LOC6536486|XP_002097064.1|DYAK
OG0001898	LOC118459352|XP_035778529.1|AALB	LOC6524832|XP_002100674.1|DYAK
OG0001899	LOC118457755|XP_035775464.1|AALB	LOC6535610|XP_039231329.1|DYAK
OG0001900	LOC118461924|XP_035783691.1|AALB, LOC118466570|XP_035792007.1|AALB	LOC6540283|XP_039229939.1|DYAK
OG0001901	LOC118459615|XP_035779065.1|AALB	LOC6527061|XP_039226320.1|DYAK
OG0001902	LOC118460310|XP_035780406.1|AALB	LOC26536261|XP_039233618.1|DYAK
OG0001903	LOC118468926|XP_035796130.1|AALB	LOC6535277|XP_002095933.1|DYAK
OG0001904	LOC118461183|XP_035782104.1|AALB	LOC6538205|XP_002098733.1|DYAK
OG0001905	LOC118459505|XP_035778824.1|AALB	LOC6525046|XP_002100885.1|DYAK
OG0001906	LOC118457003|XP_035774120.1|AALB	LOC6535875|XP_039232664.1|DYAK
OG0001907	LOC118468772|XP_035795844.1|AALB	LOC26534649|XP_039233759.1|DYAK
OG0001908	LOC118460422|XP_035780606.1|AALB	LOC6538234|XP_002098761.1|DYAK
OG0001909	LOC118458057|XP_035776081.1|AALB	LOC6525276|XP_039230950.1|DYAK
OG0001910	LOC118465922|XP_035790514.1|AALB	LOC6536467|XP_002097048.1|DYAK
OG0001911	LOC118468826|XP_035795950.1|AALB	LOC6536724|XP_015047916.1|DYAK
OG0001912	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB	LOC6530493|XP_002091408.1|DYAK
OG0001913	LOC118464510|XP_035787839.1|AALB	LOC6527170|XP_002088264.1|DYAK
OG0001914	LOC118458576|XP_035777117.1|AALB	LOC6538752|XP_015049010.1|DYAK
OG0001915	LOC118466116|XP_035790946.1|AALB	LOC6532504|XP_002093250.1|DYAK
OG0001916	LOC118464648|XP_035788005.1|AALB	LOC6530996|XP_002091834.1|DYAK
OG0001917	LOC118465717|XP_035790046.1|AALB	LOC6533358|XP_015049945.1|DYAK
OG0001918	LOC118462993|XP_035785112.1|AALB	LOC6532956|XP_002093691.2|DYAK
OG0001919	LOC118466690|XP_035792213.1|AALB	LOC6531557|XP_002092355.1|DYAK
OG0001920	LOC118466682|XP_035792196.1|AALB	LOC6532221|XP_002092994.1|DYAK
OG0001921	LOC118462989|XP_035785095.1|AALB	LOC6529944|XP_002090899.1|DYAK
OG0001922	LOC118465947|XP_035790567.1|AALB	LOC6531734|XP_015051535.1|DYAK
OG0001924	LOC118463191|XP_035785514.1|AALB	LOC6540553|XP_039226247.1|DYAK
OG0001926	LOC118463886|XP_035786703.1|AALB	LOC6532725|XP_002093467.1|DYAK
OG0001927	LOC118462460|XP_035784026.1|AALB	LOC6530105|XP_002091051.1|DYAK
OG0001928	LOC118466784|XP_035792413.1|AALB	LOC6533605|XP_015050185.1|DYAK
OG0001929	LOC118465196|XP_035789058.1|AALB	LOC6533598|XP_039230382.1|DYAK
OG0001930	LOC118466113|XP_035790939.1|AALB	LOC6531068|XP_002091902.2|DYAK
OG0001932	LOC118465335|XP_035789373.1|AALB	LOC6533658|XP_039229966.1|DYAK
OG0001933	LOC118463843|XP_035786640.1|AALB	LOC6531269|XP_002092078.1|DYAK, LOC6531628|XP_002092425.1|DYAK
OG0001934	LOC118462699|XP_035784520.1|AALB	LOC6533592|XP_002094300.3|DYAK
OG0001935	LOC118465905|XP_035790462.1|AALB	LOC6539512|XP_002086400.2|DYAK
OG0001937	LOC118463769|XP_035786477.1|AALB	LOC6530498|XP_039227875.1|DYAK
OG0001938	LOC118463036|XP_035785174.1|AALB	LOC6529293|XP_002090298.1|DYAK
OG0001939	LOC118467120|XP_035793082.1|AALB	LOC6530724|XP_039228706.1|DYAK
OG0001940	LOC118465234|XP_035789133.1|AALB	LOC6528475|XP_002089521.2|DYAK
OG0001941	LOC118464487|XP_035787805.1|AALB	LOC6532224|XP_039229587.1|DYAK
OG0001942	LOC118462917|XP_035784915.1|AALB	LOC6528335|XP_015054422.1|DYAK
OG0001943	LOC118467090|XP_035793028.1|AALB	LOC6535087|XP_002095751.2|DYAK
OG0001944	LOC118464839|XP_035788413.1|AALB	LOC6532190|XP_039229778.1|DYAK
OG0001945	LOC118467171|XP_035793233.1|AALB	LOC6528491|XP_039227640.1|DYAK
OG0001946	LOC118467876|XP_035794681.1|AALB	LOC6528442|XP_002089488.1|DYAK
OG0001947	LOC118465373|XP_035789461.1|AALB	LOC6531199|XP_002092027.1|DYAK
OG0001948	LOC118466945|XP_035792739.1|AALB	LOC6525780|XP_002101601.1|DYAK
OG0001949	LOC118464673|XP_035788080.1|AALB	LOC6534684|XP_002095359.2|DYAK
OG0001950	LOC118464269|XP_035787406.1|AALB	LOC6535420|XP_002096069.3|DYAK
OG0001951	LOC118465238|XP_035789144.1|AALB	LOC6531326|XP_002092130.3|DYAK
OG0001952	LOC118464710|XP_035788134.1|AALB	LOC6539140|XP_002086036.2|DYAK
OG0001953	LOC118465210|XP_035789095.1|AALB	LOC6531602|XP_015051430.1|DYAK
OG0001954	LOC118465792|XP_035790223.1|AALB	LOC6528877|XP_039227329.1|DYAK
OG0001955	LOC118466131|XP_035790974.1|AALB	LOC6529399|XP_002090404.1|DYAK
OG0001956	LOC118467350|XP_035793626.1|AALB	LOC6533384|XP_002094109.1|DYAK
OG0001957	LOC118462580|XP_035784281.1|AALB	LOC6530652|XP_039229198.1|DYAK
OG0001958	LOC118467524|XP_035793979.1|AALB	LOC6531075|XP_039227943.1|DYAK
OG0001959	LOC118464785|XP_035788309.1|AALB, LOC118465453|XP_035789620.1|AALB	LOC6534803|XP_002095475.1|DYAK
OG0001960	LOC118462936|XP_035784947.1|AALB	LOC6532382|XP_002093133.1|DYAK
OG0001961	LOC118463019|XP_035785144.1|AALB	LOC6532125|XP_015051712.1|DYAK
OG0001962	LOC118462603|XP_035784325.1|AALB	LOC6528487|XP_002089533.2|DYAK
OG0001963	LOC118466213|XP_035791129.1|AALB	LOC6534407|XP_002095085.1|DYAK
OG0001964	LOC118463972|XP_035786867.1|AALB	LOC6533312|XP_015049897.1|DYAK
OG0001966	LOC118462549|XP_035784208.1|AALB	LOC6535429|XP_015047154.1|DYAK
OG0001967	LOC118465763|XP_035790164.1|AALB	LOC6530671|XP_002091569.1|DYAK
OG0001968	LOC118467721|XP_035794416.1|AALB	LOC6533617|XP_002094324.1|DYAK
OG0001970	LOC118466245|XP_035791190.1|AALB	LOC6531332|XP_002092136.1|DYAK
OG0001971	LOC118466947|XP_035792741.1|AALB	LOC6530847|XP_002091728.2|DYAK
OG0001972	LOC118466948|XP_035792742.1|AALB	LOC6539198|XP_002086099.1|DYAK, LOC26535449|XP_039226542.1|DYAK, LOC26534781|XP_039226541.1|DYAK, LOC26536421|XP_015045273.1|DYAK
OG0001973	LOC118463909|XP_035786739.1|AALB	LOC6531836|XP_015051570.1|DYAK
OG0001974	LOC118464029|XP_035786981.1|AALB	LOC6528742|XP_002089777.1|DYAK
OG0001975	LOC118464007|XP_035786948.1|AALB	LOC6533525|XP_002094235.1|DYAK
OG0001976	LOC118465834|XP_035790321.1|AALB	LOC6530182|XP_002091120.1|DYAK
OG0001978	LOC118460388|XP_035780554.1|AALB	LOC6529426|XP_002090430.1|DYAK
OG0001979	LOC118457363|XP_035774773.1|AALB	LOC6526899|XP_002087998.1|DYAK
OG0001980	LOC118459531|XP_035778883.1|AALB	LOC6526245|XP_002087369.1|DYAK
OG0001981	LOC118458374|XP_035776666.1|AALB	LOC6528158|XP_002089223.1|DYAK
OG0001982	LOC118458378|XP_035776677.1|AALB	LOC26536130|XP_015045256.1|DYAK
OG0001983	LOC118456372|XP_035772949.1|AALB	LOC26535169|XP_039233278.1|DYAK
OG0001984	LOC118456830|XP_035773819.1|AALB	LOC6528057|XP_002089124.1|DYAK
OG0001985	LOC118460403|XP_035780575.1|AALB	LOC6527881|XP_002088953.2|DYAK
OG0001986	LOC118457311|XP_035774690.1|AALB	LOC6527040|XP_002088133.1|DYAK
OG0001987	LOC118464150|XP_035787163.1|AALB	LOC6523823|XP_002099698.1|DYAK
OG0001988	LOC118461200|XP_035782144.1|AALB	LOC6531647|XP_002092444.1|DYAK
OG0001989	LOC118457447|XP_035774934.1|AALB	LOC6526343|XP_002087465.2|DYAK
OG0001990	LOC118468625|XP_035795533.1|AALB, LOC118468629|XP_035795536.1|AALB	LOC6527134|XP_002088228.1|DYAK
OG0001991	LOC118457466|XP_035774979.1|AALB	LOC26535090|XP_039233244.1|DYAK
OG0001992	LOC118457463|XP_035774972.1|AALB	LOC6527363|XP_002088455.2|DYAK
OG0001993	LOC118458744|XP_035777414.1|AALB	LOC6527086|XP_002088179.1|DYAK
OG0001994	LOC118456461|XP_035773130.1|AALB	LOC6535809|XP_015047365.1|DYAK
OG0001995	LOC118457440|XP_035774923.1|AALB, LOC118457439|XP_035774922.1|AALB	LOC6529718|XP_002090711.1|DYAK
OG0001996	LOC118457486|XP_035775006.1|AALB	LOC6528156|XP_039226650.1|DYAK
OG0001997	LOC118468715|XP_035795739.1|AALB	LOC6532109|XP_002092885.1|DYAK
OG0001998	LOC118467467|XP_035793878.1|AALB	LOC6532111|XP_002092887.2|DYAK
OG0001999	LOC118456269|XP_035772762.1|AALB	LOC6528880|XP_039227334.1|DYAK
OG0002000	LOC118458276|XP_035776489.1|AALB	LOC6527699|XP_002088783.1|DYAK
OG0002001	LOC118460756|XP_035781243.1|AALB	LOC6529556|XP_002090553.3|DYAK
OG0002002	LOC118457985|XP_035775940.1|AALB	LOC6530107|XP_002091053.1|DYAK
OG0002003	LOC118456221|XP_035772698.1|AALB	LOC6527799|XP_015053817.1|DYAK
OG0002004	LOC118459240|XP_035778334.1|AALB	LOC6529453|XP_015052357.1|DYAK
OG0002005	LOC118460927|XP_035781580.1|AALB	LOC6528940|XP_039227391.1|DYAK
OG0002006	LOC118457699|XP_035775369.1|AALB	LOC6526937|XP_015053526.1|DYAK
OG0002008	LOC118458715|XP_035777351.1|AALB	LOC6523751|XP_039233120.1|DYAK
OG0002009	LOC118459020|XP_035777917.1|AALB	LOC6531729|XP_002092519.1|DYAK
OG0002010	LOC118461945|XP_035783720.1|AALB	LOC120320428|XP_015053007.1|DYAK
OG0002011	LOC118459834|XP_035779492.1|AALB	LOC6529799|XP_002090783.1|DYAK
OG0002012	LOC118458497|XP_035776943.1|AALB	LOC6528173|XP_002089236.3|DYAK
OG0002013	LOC118457373|XP_035774795.1|AALB	LOC6529671|XP_039228207.1|DYAK
OG0002014	LOC118456393|XP_035772978.1|AALB, LOC118456381|XP_035772961.1|AALB	LOC6530702|XP_002091593.1|DYAK
OG0002015	LOC118458177|XP_035776278.1|AALB	LOC6526909|XP_002088008.1|DYAK
OG0002016	LOC118458665|XP_035777255.1|AALB	LOC6528674|XP_039227534.1|DYAK
OG0002017	LOC118456466|XP_035773138.1|AALB	LOC6527190|XP_002088284.1|DYAK
OG0002018	LOC118459393|XP_035778589.1|AALB	LOC6527085|XP_002088178.2|DYAK
OG0002019	LOC118466846|XP_035792570.1|AALB	LOC6527378|XP_002088470.1|DYAK
OG0002020	LOC118458077|XP_035776125.1|AALB	LOC6529711|XP_002090704.1|DYAK
OG0002021	LOC118458073|XP_035776119.1|AALB	LOC6530672|XP_002091570.1|DYAK
OG0002022	LOC118460165|XP_035780165.1|AALB	LOC6529253|XP_002090258.2|DYAK
OG0002023	LOC118456887|XP_035773901.1|AALB	LOC6536902|XP_002097471.1|DYAK
OG0002024	LOC118456171|XP_035772608.1|AALB	LOC6528008|XP_002089075.1|DYAK
OG0002025	LOC118468434|XP_035795090.1|AALB	LOC6527267|XP_002088361.2|DYAK
OG0002026	LOC118460286|XP_035780368.1|AALB	LOC6539337|XP_002086229.2|DYAK, LOC6540168|XP_039230565.1|DYAK
OG0002027	LOC118461419|XP_035782605.1|AALB	LOC6531277|XP_002092086.1|DYAK
OG0002028	LOC118456713|XP_035773641.1|AALB	LOC6531905|XP_039228916.1|DYAK
OG0002029	LOC118468842|XP_035795977.1|AALB	LOC6533085|XP_002093817.1|DYAK
OG0002030	LOC118466200|XP_035791111.1|AALB	LOC6532080|XP_002092857.1|DYAK
OG0002031	LOC118465852|XP_035790373.1|AALB	LOC6529887|XP_015052449.1|DYAK
OG0002032	LOC118457242|XP_035774516.1|AALB	LOC6535903|XP_002096519.2|DYAK
OG0002033	LOC118461912|XP_035783662.1|AALB	LOC6525098|XP_039233354.1|DYAK
OG0002034	LOC118456634|XP_035773454.1|AALB	LOC6523902|XP_039233412.1|DYAK
OG0002035	LOC118461229|XP_035782215.1|AALB	LOC6536239|XP_002096828.1|DYAK
OG0002036	LOC118459892|XP_035779585.1|AALB	LOC6536455|XP_002097036.2|DYAK
OG0002037	LOC118461057|XP_035781841.1|AALB	LOC6532943|XP_002093678.1|DYAK
OG0002038	LOC118460995|XP_035781711.1|AALB	LOC6535769|XP_002096392.1|DYAK
OG0002039	LOC118457858|XP_035775644.1|AALB	LOC26535238|XP_015044598.1|DYAK
OG0002040	LOC118469046|XP_035796405.1|AALB	LOC26534948|XP_039231392.1|DYAK
OG0002041	LOC118459543|XP_035778907.1|AALB	LOC6528625|XP_002089668.1|DYAK
OG0002042	LOC118469056|XP_035796416.1|AALB	LOC6536064|XP_002096674.2|DYAK
OG0002043	LOC118456987|XP_035774090.1|AALB	LOC6537523|XP_002098069.2|DYAK
OG0002044	LOC118459967|XP_035779748.1|AALB	LOC6537781|XP_015048507.1|DYAK
OG0002045	LOC118458619|XP_035777195.1|AALB	LOC6536232|XP_015047616.2|DYAK
OG0002046	LOC118468859|XP_035796010.1|AALB	LOC6523757|XP_002099632.1|DYAK
OG0002047	LOC118461300|XP_035782374.1|AALB	LOC6525186|XP_039227624.1|DYAK
OG0002048	LOC118460868|XP_035781492.1|AALB	LOC6536787|XP_002097357.2|DYAK
OG0002049	LOC118458503|XP_035776956.1|AALB	LOC6536642|XP_002097214.1|DYAK
OG0002050	LOC118456163|XP_035772581.1|AALB	LOC6537135|XP_002097696.1|DYAK
OG0002051	LOC118460329|XP_035780436.1|AALB	LOC6530283|XP_015052627.1|DYAK
OG0002053	LOC118468798|XP_035795901.1|AALB	LOC6536268|XP_002096854.3|DYAK
OG0002054	LOC118460093|XP_035780011.1|AALB	LOC6537507|XP_002098053.1|DYAK
OG0002055	LOC118461506|XP_035782828.1|AALB	LOC6536739|XP_002097311.1|DYAK
OG0002056	LOC118459349|XP_035778524.1|AALB	LOC6533900|XP_002094600.1|DYAK
OG0002057	LOC118458329|XP_035776573.1|AALB	LOC6527141|XP_002088235.1|DYAK
OG0002058	LOC118458327|XP_035776571.1|AALB	LOC6532197|XP_002092971.2|DYAK
OG0002059	LOC118458326|XP_035776569.1|AALB	LOC6538511|XP_002099033.1|DYAK
OG0002060	LOC118456869|XP_035773867.1|AALB	LOC6530428|XP_002091344.1|DYAK
OG0002061	LOC118461257|XP_035782269.1|AALB	LOC6531977|XP_039228520.1|DYAK
OG0002062	LOC118456401|XP_035772994.1|AALB	LOC6526178|XP_002101988.1|DYAK
OG0002063	LOC118457322|XP_035774707.1|AALB	LOC6524045|XP_002099914.1|DYAK
OG0002064	LOC118458187|XP_035776324.1|AALB	LOC6532910|XP_002093646.1|DYAK
OG0002065	LOC118458136|XP_035776215.1|AALB	LOC6533477|XP_015050047.1|DYAK
OG0002066	LOC118466598|XP_035792058.1|AALB	LOC6537090|XP_015048107.1|DYAK
OG0002067	LOC118464495|XP_035787816.1|AALB	LOC6531904|XP_002092690.1|DYAK
OG0002068	LOC118456927|XP_035773950.1|AALB	LOC6531059|XP_002091893.1|DYAK
OG0002069	LOC118466559|XP_035791994.1|AALB	LOC26535583|XP_039227618.1|DYAK, LOC26535361|XP_039227619.1|DYAK
OG0002070	LOC118466564|XP_035792000.1|AALB	LOC6536569|XP_002097145.1|DYAK
OG0002071	LOC118465704|XP_035790025.1|AALB	LOC6538625|XP_002099147.1|DYAK
OG0002072	LOC118467214|XP_035793336.1|AALB	LOC6531491|XP_002092290.1|DYAK
OG0002073	LOC118463045|XP_035785181.1|AALB	LOC6534167|XP_039230319.1|DYAK
OG0002074	LOC118462756|XP_035784613.1|AALB	LOC6530489|XP_015052689.1|DYAK
OG0002075	LOC118465358|XP_035789423.1|AALB	LOC26534725|XP_015054544.1|DYAK
OG0002076	LOC118464639|XP_035787988.1|AALB	LOC6531741|XP_015051537.1|DYAK
OG0002077	LOC118465848|XP_035790353.1|AALB	LOC6532326|XP_015049281.1|DYAK
OG0002078	LOC118466738|XP_035792314.1|AALB	LOC6529896|XP_015052506.1|DYAK
OG0002079	LOC118465889|XP_035790433.1|AALB	LOC6539416|XP_002086307.1|DYAK
OG0002080	LOC118463231|XP_035785576.1|AALB	LOC6531685|XP_002092476.2|DYAK
OG0002081	LOC118465508|XP_035789719.1|AALB	LOC6532011|XP_002092790.1|DYAK
OG0002082	LOC118466054|XP_035790786.1|AALB	LOC6531363|XP_015051280.1|DYAK
OG0002083	LOC118467123|XP_035793087.1|AALB	LOC6524407|XP_039233701.1|DYAK
OG0002084	LOC118467827|XP_035794610.1|AALB	LOC6531809|XP_002092596.1|DYAK
OG0002085	LOC118467889|XP_035794695.1|AALB	LOC6531616|XP_015051442.1|DYAK
OG0002086	LOC118463200|XP_035785527.1|AALB	LOC6530589|XP_039228145.1|DYAK
OG0002087	LOC118465455|XP_035789629.1|AALB	LOC26535083|XP_039229464.1|DYAK
OG0002088	LOC118466797|XP_035792441.1|AALB	LOC6534765|XP_015050822.2|DYAK
OG0002089	LOC118467537|XP_035794023.1|AALB	LOC6528639|XP_002089681.1|DYAK
OG0002090	LOC118464893|XP_035788535.1|AALB, LOC118464894|XP_035788537.1|AALB	LOC6533973|XP_002094668.1|DYAK
OG0002091	LOC118467907|XP_035794728.1|AALB	LOC6532018|XP_002092796.1|DYAK
OG0002092	LOC118462883|XP_035784849.1|AALB	LOC6535038|XP_002095703.1|DYAK
OG0002093	LOC118466773|XP_035792391.1|AALB	LOC6530515|XP_002091430.2|DYAK
OG0002094	LOC118467612|XP_035794207.1|AALB	LOC6531917|XP_002092703.1|DYAK
OG0002095	LOC118465265|XP_035789186.1|AALB	LOC6525160|XP_002100998.1|DYAK
OG0002096	LOC118465431|XP_035789558.1|AALB	LOC6530395|XP_002091321.1|DYAK
OG0002097	LOC118462715|XP_035784547.1|AALB	LOC6528783|XP_015054260.1|DYAK
OG0002098	LOC118464480|XP_035787789.1|AALB, LOC118464242|XP_035787333.1|AALB	LOC6539364|XP_015045187.1|DYAK
OG0002099	LOC118463902|XP_035786726.1|AALB	LOC6536208|XP_002096799.1|DYAK
OG0002100	LOC118465683|XP_035790006.1|AALB	LOC6539578|XP_015045092.1|DYAK
OG0002101	LOC118463109|XP_035785324.1|AALB	LOC6528582|XP_039227584.1|DYAK
OG0002102	LOC118465981|XP_035790650.1|AALB	LOC6530817|XP_039228948.1|DYAK
OG0002103	LOC118461459|XP_035782689.1|AALB	LOC6536201|XP_002096792.1|DYAK
OG0002117	LOC118461032|XP_035781806.1|AALB	LOC6530938|XP_002091780.1|DYAK
OG0002118	LOC118459676|XP_035779182.1|AALB	LOC26535507|XP_039229577.1|DYAK, LOC26535881|XP_039233327.1|DYAK, LOC26535306|XP_039229578.1|DYAK
OG0002119	LOC118456356|XP_035772923.1|AALB	LOC6538611|XP_002099133.1|DYAK
OG0002120	LOC118462942|XP_035784978.1|AALB	LOC6523764|XP_002099639.1|DYAK
OG0002121	LOC118466477|XP_035791755.1|AALB	LOC6538069|XP_002098604.1|DYAK
OG0002123	LOC118462819|XP_035784733.1|AALB	LOC6526902|XP_002088001.1|DYAK
OG0002124	LOC118460312|XP_035780418.1|AALB	LOC6525786|XP_039230038.1|DYAK
OG0002125	LOC118466010|XP_035790707.1|AALB	LOC6530472|XP_002091388.1|DYAK
OG0002126	LOC118465209|XP_035789092.1|AALB	LOC6534736|XP_039229725.1|DYAK
OG0002127	LOC118466628|XP_035792109.1|AALB, LOC118464457|XP_035787741.1|AALB	LOC6525688|XP_015046410.1|DYAK
OG0002128	LOC118464930|XP_035788599.1|AALB, LOC118469041|XP_035796399.1|AALB	LOC6525803|XP_015046503.1|DYAK
OG0002129	LOC118468698|XP_035795711.1|AALB	LOC6535609|XP_002096237.3|DYAK
OG0002131	LOC118460675|XP_035781045.1|AALB	LOC6535548|XP_002096177.1|DYAK
OG0002132	LOC118460632|XP_035780979.1|AALB	LOC6527972|XP_002089039.1|DYAK
OG0002133	LOC118463640|XP_035786273.1|AALB	LOC6524529|XP_002100386.1|DYAK
OG0002135	LOC118466191|XP_035791107.1|AALB	LOC6525363|XP_015046261.1|DYAK
OG0002136	LOC118465182|XP_035789043.1|AALB	LOC6537975|XP_002098512.1|DYAK
OG0002137	LOC118456285|XP_035772793.1|AALB, LOC118457628|XP_035775240.1|AALB	LOC6538799|XP_002099312.1|DYAK
OG0002138	LOC118465484|XP_035789681.1|AALB, LOC118465810|XP_035790273.1|AALB	LOC6525732|XP_002101554.1|DYAK
OG0002139	LOC118465622|XP_035789916.1|AALB	LOC6524282|XP_002100144.2|DYAK
OG0002140	LOC118457360|XP_035774772.1|AALB	LOC6525236|XP_002101074.1|DYAK
OG0002141	LOC118460121|XP_035780053.1|AALB	LOC6535215|XP_002095874.1|DYAK
OG0002142	LOC118463855|XP_035786659.1|AALB	LOC6535287|XP_002095943.1|DYAK
OG0002143	LOC118462514|XP_035784139.1|AALB	LOC6526392|XP_015053387.1|DYAK
OG0002144	LOC118462711|XP_035784545.1|AALB	LOC6523773|XP_015046967.1|DYAK
OG0002145	LOC118461456|XP_035782684.1|AALB	LOC6535778|XP_039231645.1|DYAK
OG0002146	LOC118462566|XP_035784260.1|AALB	LOC6535289|XP_002095945.1|DYAK
OG0002148	LOC118468438|XP_035795098.1|AALB	LOC6532815|XP_002093552.1|DYAK
OG0002149	LOC118464173|XP_035787210.1|AALB	LOC6523753|XP_002099628.1|DYAK
OG0002150	LOC118462183|XP_035784003.1|AALB	LOC6524788|XP_002100632.1|DYAK
OG0002151	LOC118457299|XP_035774662.1|AALB	LOC6527133|XP_002088227.2|DYAK
OG0002152	LOC118465022|XP_035788779.1|AALB	LOC6535569|XP_039232554.1|DYAK
OG0002153	LOC118460743|XP_035781208.1|AALB	LOC6538026|XP_002098561.1|DYAK
OG0002154	LOC118466594|XP_035792054.1|AALB	LOC120321172|XP_039228938.1|DYAK
OG0002155	LOC118459105|XP_035778065.1|AALB	LOC6538940|XP_002099444.1|DYAK
OG0002156	LOC118466522|XP_035791910.1|AALB	LOC6535184|XP_002095846.1|DYAK
OG0002157	LOC118457151|XP_035774369.1|AALB	LOC6536916|XP_002097485.2|DYAK
OG0002158	LOC118464702|XP_035788123.1|AALB	LOC6531060|XP_002091894.1|DYAK
OG0002159	LOC118466271|XP_035791236.1|AALB, LOC118456853|XP_035773845.1|AALB	LOC6531820|XP_002092607.1|DYAK
OG0002160	LOC118460351|XP_035780487.1|AALB	LOC6535958|XP_002096574.3|DYAK
OG0002161	LOC118461084|XP_035781873.1|AALB	LOC6535632|XP_002096260.1|DYAK
OG0002162	LOC118460197|XP_035780196.1|AALB	LOC6536491|XP_002097069.2|DYAK
