Orthogroup	AALB.longest_only	DMEL.longest_only
OG0001593	LOC118457738|XP_035775439.1|AALB	Oatp33Ea|NP_001260417.1|DMEL
OG0001594	LOC118468366|XP_035795018.1|AALB	dpy|NP_001260032.1|DMEL
OG0001595	LOC118459536|XP_035778890.1|AALB	Drip|NP_001260893.1|DMEL
OG0001596	LOC118458369|XP_035776658.1|AALB	ref_2_P|NP_476700.1|DMEL
OG0001597	LOC118469076|XP_035796451.1|AALB	Gpa2|NP_001104054.3|DMEL
OG0001598	LOC118457598|XP_035775190.1|AALB	wb|NP_723870.1|DMEL
OG0001599	LOC118459793|XP_035779416.1|AALB	nrv1|NP_477167.1|DMEL
OG0001600	LOC118458741|XP_035777408.1|AALB	side-II|NP_001014485.3|DMEL
OG0001601	LOC118456834|XP_035773823.1|AALB	Pfdn1|NP_608992.1|DMEL
OG0001603	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB	gcm|NP_477108.1|DMEL
OG0001604	LOC118457907|XP_035775794.1|AALB	PpV|NP_511061.1|DMEL
OG0001605	LOC118457695|XP_035775361.1|AALB	Lnpk|NP_610395.1|DMEL
OG0001606	LOC118460076|XP_035779984.1|AALB	RpL38|NP_001036440.1|DMEL
OG0001607	LOC118459538|XP_035778903.1|AALB	Prosbeta4|NP_609804.1|DMEL
OG0001608	LOC118461668|XP_035783149.1|AALB	Lamp1|NP_610111.3|DMEL
OG0001609	LOC118459320|XP_035778463.1|AALB	Hr51|NP_611032.2|DMEL
OG0001610	LOC118459136|XP_035778107.1|AALB	vls|NP_610019.2|DMEL
OG0001611	LOC118461129|XP_035781983.1|AALB	Pomp|NP_610057.1|DMEL
OG0001612	LOC118469060|XP_035796425.1|AALB, LOC118469061|XP_035796427.1|AALB	CG14277|NP_609200.1|DMEL
OG0001613	LOC118461249|XP_035782257.1|AALB	KdelR|NP_477296.1|DMEL
OG0001614	LOC118457865|XP_035775657.1|AALB	Np|NP_610437.2|DMEL
OG0001615	LOC118461237|XP_035782229.1|AALB	CG17715|NP_001036410.1|DMEL
OG0001616	LOC118461189|XP_035782113.1|AALB	Qtzl|NP_723706.1|DMEL, Nfs1|NP_609533.1|DMEL
OG0001617	LOC118461412|XP_035782588.1|AALB	CdGAPr|NP_610002.1|DMEL
OG0001618	LOC118460381|XP_035780533.1|AALB, LOC118460776|XP_035781273.1|AALB	CG5367|NP_609387.1|DMEL
OG0001619	LOC118460610|XP_035780944.1|AALB	alien|NP_523517.1|DMEL
OG0001620	LOC118458046|XP_035776059.1|AALB	Nxt1|NP_611833.1|DMEL
OG0001621	LOC118456918|XP_035773941.1|AALB	CG8401|NP_725520.3|DMEL
OG0001622	LOC118458662|XP_035777252.1|AALB, LOC118459937|XP_035779694.1|AALB	AP-1gamma|NP_788891.2|DMEL
OG0001623	LOC118468373|XP_035795026.1|AALB	MED15|NP_608528.1|DMEL
OG0001624	LOC118459396|XP_035778599.1|AALB	KFase|NP_609036.1|DMEL
OG0001625	LOC118459390|XP_035778586.1|AALB	eEF2|NP_525105.2|DMEL
OG0001626	LOC118458763|XP_035777449.1|AALB	RpL36A|NP_609179.2|DMEL
OG0001627	LOC118460994|XP_035781708.1|AALB	Zip88E|NP_650440.2|DMEL
OG0001628	LOC118460341|XP_035780460.1|AALB, LOC118461444|XP_035782658.1|AALB	ppk15|NP_001097937.1|DMEL
OG0001630	LOC118460578|XP_035780884.1|AALB, LOC118461858|XP_035783553.1|AALB	jnj|NP_651228.1|DMEL
OG0001631	LOC118468984|XP_035796269.1|AALB	5-HT2A|NP_730859.1|DMEL
OG0001632	LOC118457791|XP_035775530.1|AALB	RpS2|NP_476874.1|DMEL
OG0001633	LOC118457962|XP_035775888.1|AALB	fabp|NP_001027179.1|DMEL
OG0001635	LOC118460376|XP_035780524.1|AALB, LOC118460375|XP_035780521.1|AALB	CCAP-R|NP_001368957.1|DMEL
OG0001636	LOC118466678|XP_035792195.1|AALB	CG31248|NP_649696.1|DMEL
OG0001637	LOC118458420|XP_035776766.1|AALB	Srr|NP_649886.1|DMEL
OG0001638	LOC118461258|XP_035782271.1|AALB	CG3071|NP_569993.1|DMEL
OG0001639	LOC118460172|XP_035780168.1|AALB	BubR1|NP_477382.1|DMEL
OG0001640	LOC118464493|XP_035787814.1|AALB	CG1943|NP_649691.1|DMEL
OG0001641	LOC118466589|XP_035792041.1|AALB	COX5A|NP_477217.1|DMEL
OG0001642	LOC118468523|XP_035795284.1|AALB	CG10958|NP_572445.1|DMEL
OG0001643	LOC118465356|XP_035789422.1|AALB	CG7102|NP_787994.1|DMEL
OG0001644	LOC118464022|XP_035786971.1|AALB	Poc1|NP_001261799.1|DMEL
OG0001645	LOC118465180|XP_035789035.1|AALB	CG13502|NP_611637.1|DMEL
OG0001646	LOC118462638|XP_035784378.1|AALB	GstS1|NP_001261040.1|DMEL
OG0001647	LOC118464714|XP_035788141.1|AALB	Dscam1|NP_001246162.1|DMEL
OG0001648	LOC118467012|XP_035792849.1|AALB	bbg|NP_648705.2|DMEL
OG0001649	LOC118467219|XP_035793358.1|AALB, LOC118466533|XP_035791933.1|AALB, LOC118467585|XP_035794128.1|AALB, LOC118466532|XP_035791931.1|AALB	beta4GalNAcTA|NP_610946.1|DMEL
OG0001650	LOC118467408|XP_035793776.1|AALB	Tab2|NP_611408.2|DMEL
OG0001651	LOC118462824|XP_035784740.1|AALB, LOC118464236|XP_035787314.1|AALB	robo1|NP_476899.1|DMEL
OG0001652	LOC118464366|XP_035787593.1|AALB	CG5567|NP_649015.2|DMEL
OG0001653	LOC118462773|XP_035784638.1|AALB	Als2|NP_649347.1|DMEL
OG0001654	LOC118464698|XP_035788113.1|AALB	Dcr-2|NP_523778.2|DMEL
OG0001655	LOC118465283|XP_035789219.1|AALB	CG1827|NP_610504.4|DMEL
OG0001656	LOC118464262|XP_035787400.1|AALB	CG2975|NP_608719.1|DMEL
OG0001657	LOC118462758|XP_035784617.1|AALB	CG7841|NP_648770.1|DMEL
OG0001658	LOC118465827|XP_035790308.1|AALB	CycA|NP_524030.2|DMEL
OG0001659	LOC118464695|XP_035788109.1|AALB	CG10089|NP_648654.1|DMEL
OG0001660	LOC118465257|XP_035789175.1|AALB, LOC118463468|XP_035785951.1|AALB	CG12104|NP_647629.1|DMEL
OG0001661	LOC118457301|XP_035774667.1|AALB	CG6567|NP_001097742.1|DMEL
OG0001679	LOC118458751|XP_035777428.1|AALB, LOC118468354|XP_035795010.1|AALB	CG5966|NP_572286.1|DMEL
OG0001680	LOC118466548|XP_035791954.1|AALB	NELF-B|NP_572402.1|DMEL
OG0001681	LOC118463419|XP_035785910.1|AALB	CG3106|NP_572577.1|DMEL
OG0001682	LOC118467089|XP_035793027.1|AALB, LOC118459562|XP_035778954.1|AALB	CG7206|NP_996499.1|DMEL
OG0001683	LOC118460338|XP_035780455.1|AALB, LOC118456377|XP_035772957.1|AALB	CG13384|NP_723383.1|DMEL
OG0001684	LOC118457237|XP_035774515.1|AALB	bip2|NP_651923.2|DMEL
OG0001685	LOC118457050|XP_035774191.1|AALB	CG17328|NP_609786.2|DMEL
OG0001686	LOC118461740|XP_035783335.1|AALB	CG6961|NP_573325.1|DMEL, CG18259|NP_573324.1|DMEL
OG0001687	LOC118466919|XP_035792734.1|AALB	l_1_sc|NP_476623.1|DMEL
OG0001688	LOC118462832|XP_035784771.1|AALB	CG32756|NP_727053.1|DMEL, CG12728|NP_572280.2|DMEL
OG0001689	LOC118461744|XP_035783353.1|AALB	CG15221|NP_001096957.1|DMEL
OG0001690	LOC118456779|XP_035773748.1|AALB	mad2|NP_647991.1|DMEL
OG0001691	LOC118460088|XP_035780000.1|AALB	TwdlE|NP_609157.3|DMEL
OG0001693	LOC118463552|XP_035786068.1|AALB	RpS15Ab|NP_610616.1|DMEL
OG0001694	LOC118466924|XP_035792702.1|AALB	qin|NP_650735.3|DMEL
OG0001695	LOC118464464|XP_035787759.1|AALB	Eip55E|NP_611352.1|DMEL
OG0001696	LOC118462041|XP_035783909.1|AALB	Syn|NP_731459.2|DMEL
OG0001697	LOC118462003|XP_035783831.1|AALB	CG31109|NP_733073.1|DMEL
OG0001698	LOC118457500|XP_035775034.1|AALB	Sdic1|NP_524670.2|DMEL, SdicC|NP_001303578.1|DMEL, Sdic4|NP_001368966.1|DMEL, Sdic2|NP_996516.1|DMEL, SdicB|NP_001303577.1|DMEL, SdicA|NP_001303576.1|DMEL, Sdic3|NP_001285483.2|DMEL, sw|NP_477075.2|DMEL
OG0001699	LOC118459331|XP_035778482.1|AALB	hth|NP_476576.1|DMEL
OG0001700	LOC118460598|XP_035780918.1|AALB	CG9427|NP_649919.1|DMEL
OG0001701	LOC118456154|XP_035772562.1|AALB	side-III|NP_001036681.1|DMEL
OG0001702	LOC118462533|XP_035784186.1|AALB, LOC118461206|XP_035782151.1|AALB	CG5846|NP_609333.1|DMEL
OG0001703	LOC118458537|XP_035777011.1|AALB	CG34375|NP_001163693.1|DMEL
OG0001704	LOC118459050|XP_035777967.1|AALB	CG6688|NP_651110.1|DMEL
OG0001705	LOC118460318|XP_035780423.1|AALB	Atg16|NP_001138124.2|DMEL
OG0001706	LOC118457760|XP_035775473.1|AALB	hrm|NP_610174.1|DMEL
OG0001707	LOC118467331|XP_035793565.1|AALB	orb|NP_524460.2|DMEL
OG0001708	LOC118459365|XP_035778557.1|AALB	primo-1|NP_001027186.1|DMEL
OG0001709	LOC118461370|XP_035782511.1|AALB	Claspin|NP_728981.1|DMEL
OG0001710	LOC118458839|XP_035777634.1|AALB	CG6656|NP_650991.1|DMEL
OG0001711	LOC118461451|XP_035782673.1|AALB	lqfR|NP_732736.2|DMEL
OG0001712	LOC118460817|XP_035781326.1|AALB	Rab7|NP_524472.1|DMEL
OG0001713	LOC118467444|XP_035793844.1|AALB	CG5214|NP_650064.1|DMEL
OG0001714	LOC118461096|XP_035781897.1|AALB	cno|NP_524232.2|DMEL
OG0001715	LOC118463662|XP_035786306.1|AALB, LOC118459955|XP_035779734.1|AALB	RSG7|NP_523380.2|DMEL
OG0001716	LOC118462048|XP_035783923.1|AALB	alpha-PheRS|NP_572448.1|DMEL
OG0001717	LOC118459801|XP_035779431.1|AALB	Vps13B|NP_651753.2|DMEL
OG0001718	LOC118458987|XP_035777875.1|AALB	wake|NP_001287469.1|DMEL
OG0001719	LOC118461946|XP_035783721.1|AALB	pnt|NP_524461.2|DMEL
OG0001720	LOC118458202|XP_035776339.1|AALB	CG14692|NP_650019.6|DMEL
OG0001721	LOC118461008|XP_035781746.1|AALB, LOC118456847|XP_035773836.1|AALB	ato|NP_731223.1|DMEL
OG0001722	LOC118463324|XP_035785709.1|AALB, LOC118463323|XP_035785707.1|AALB	Diap1|NP_524101.2|DMEL
OG0001723	LOC118465945|XP_035790565.1|AALB	Cndp2|NP_610181.2|DMEL
OG0001724	LOC118462931|XP_035784933.1|AALB	Sdc|NP_001163238.2|DMEL
OG0001725	LOC118465302|XP_035789291.1|AALB	Pfk|NP_001246234.1|DMEL
OG0001726	LOC118466837|XP_035792541.1|AALB, LOC118463913|XP_035786744.1|AALB	CG11456|NP_649265.1|DMEL
OG0001727	LOC118462531|XP_035784180.1|AALB, LOC118465085|XP_035788882.1|AALB	CG33110|NP_788716.1|DMEL
OG0001728	LOC118465405|XP_035789517.1|AALB	ERp60|NP_725084.2|DMEL
OG0001729	LOC118463780|XP_035786487.1|AALB	zip|NP_523860.2|DMEL
OG0001730	LOC118465198|XP_035789073.1|AALB	PLCXD|NP_609541.1|DMEL
OG0001732	LOC118466551|XP_035791965.1|AALB	B9d2|NP_001188704.1|DMEL
OG0001733	LOC118463168|XP_035785455.1|AALB	CG30392|NP_611572.2|DMEL
OG0001734	LOC118463164|XP_035785444.1|AALB, LOC118463882|XP_035786695.1|AALB	CNT2|NP_610446.1|DMEL
OG0001735	LOC118464676|XP_035788087.1|AALB	CG5664|NP_649314.2|DMEL
OG0001736	LOC118464472|XP_035787774.1|AALB	CG15093|NP_611373.1|DMEL
OG0001737	LOC118467076|XP_035793005.1|AALB	CG30183|NP_611819.2|DMEL
OG0001738	LOC118467899|XP_035794711.1|AALB	CG6479|NP_648968.2|DMEL
OG0001739	LOC118467179|XP_035793255.1|AALB	CG14464|NP_001036466.2|DMEL
OG0001740	LOC118467871|XP_035794672.1|AALB	Ice1|NP_611786.1|DMEL
OG0001742	LOC118466231|XP_035791164.1|AALB, LOC118466234|XP_035791167.1|AALB	Ccs|NP_001163108.1|DMEL
OG0001743	LOC118463291|XP_035785666.1|AALB	CG8001|NP_647657.1|DMEL
OG0001744	LOC118465954|XP_035790576.1|AALB	l_2_01289|NP_001163065.1|DMEL
OG0001745	LOC118462653|XP_035784405.1|AALB	CG42260|NP_001356969.1|DMEL
OG0001746	LOC118467234|XP_035793385.1|AALB	CG8003|NP_648406.1|DMEL
OG0001747	LOC118464679|XP_035788090.1|AALB	grh|NP_476845.2|DMEL
OG0001748	LOC118466182|XP_035791066.1|AALB	mfr|NP_001137919.1|DMEL
OG0001749	LOC118462693|XP_035784510.1|AALB	SIFa|NP_001246496.1|DMEL
OG0001750	LOC118462689|XP_035784499.1|AALB	Start1|NP_001246495.1|DMEL
OG0001751	LOC118462534|XP_035784182.1|AALB	blot|NP_524125.2|DMEL
OG0001752	LOC118467358|XP_035793650.1|AALB	CG13288|NP_001261455.1|DMEL
OG0001753	LOC118463634|XP_035786248.1|AALB	CG42324|NP_647819.3|DMEL
OG0001754	LOC118467596|XP_035794166.1|AALB	muskelin|NP_610801.1|DMEL
OG0001755	LOC118466400|XP_035791556.1|AALB	CG32264|NP_728897.1|DMEL
OG0001756	LOC118467243|XP_035793403.1|AALB	Rho1|NP_477098.1|DMEL
OG0001757	LOC118467289|XP_035793496.1|AALB	imd|NP_573394.1|DMEL
OG0001758	LOC118467787|XP_035794522.1|AALB	bru3|NP_001369050.1|DMEL
OG0001759	LOC118467683|XP_035794347.1|AALB	Mtap|NP_001261049.1|DMEL
OG0001760	LOC118466140|XP_035790985.1|AALB	Rad51D|NP_610466.2|DMEL
OG0001761	LOC118467356|XP_035793647.1|AALB	MFS16|NP_726048.1|DMEL
OG0001762	LOC118458303|XP_035776524.1|AALB, LOC118461870|XP_035783587.1|AALB	AkhR|NP_995639.1|DMEL
OG0001763	LOC118458029|XP_035776031.1|AALB	Nha1|NP_723224.2|DMEL
OG0001764	LOC118458934|XP_035777805.1|AALB	Dhfr|NP_001036720.1|DMEL
OG0001765	LOC118459878|XP_035779561.1|AALB	brp|NP_001246228.1|DMEL
OG0001766	LOC118458956|XP_035777830.1|AALB	CG17834|NP_609242.2|DMEL
OG0001767	LOC118461641|XP_035783104.1|AALB	CG34393|NP_608753.2|DMEL
OG0001768	LOC118461019|XP_035781762.1|AALB	RpLP1|NP_476630.1|DMEL
OG0001769	LOC118458855|XP_035777669.1|AALB	dsf|NP_477140.1|DMEL
OG0001770	LOC118460106|XP_035780034.1|AALB	SmydA-3|NP_609464.1|DMEL
OG0001771	LOC118460109|XP_035780037.1|AALB	Thor|NP_477295.1|DMEL
OG0001772	LOC118457976|XP_035775917.1|AALB	RnrL|NP_477027.1|DMEL
OG0001774	LOC118467738|XP_035794441.1|AALB	egg|NP_611966.3|DMEL
OG0001776	LOC118456899|XP_035773916.1|AALB	CG31637|NP_609043.1|DMEL
OG0001777	LOC118461661|XP_035783137.1|AALB	chm|NP_609117.4|DMEL
OG0001778	LOC118467223|XP_035793371.1|AALB	fzy|NP_477501.1|DMEL
OG0001779	LOC118467877|XP_035794685.1|AALB	CG44153|NP_001097136.2|DMEL
OG0001780	LOC118457366|XP_035774776.1|AALB	ap|NP_724428.1|DMEL
OG0001781	LOC118456960|XP_035774035.1|AALB, LOC118459133|XP_035778101.1|AALB	lok|NP_477219.1|DMEL
OG0001782	LOC118459318|XP_035778456.1|AALB	CG42784|NP_001188798.2|DMEL
OG0001783	LOC118457468|XP_035774987.1|AALB	Tsp29Fb|NP_523516.1|DMEL
OG0001784	LOC118457600|XP_035775193.1|AALB	CG31935|NP_608608.2|DMEL
OG0001785	LOC118459198|XP_035778252.1|AALB	Smyd4-1|NP_724802.1|DMEL
OG0001786	LOC118457687|XP_035775348.1|AALB	CG4497|NP_609102.1|DMEL
OG0001787	LOC118461166|XP_035782058.1|AALB	CG13784|NP_001260176.1|DMEL
OG0001788	LOC118459773|XP_035779377.1|AALB	tum|NP_610912.2|DMEL
OG0001789	LOC118459174|XP_035778213.1|AALB	CG3085|NP_611752.1|DMEL
OG0001790	LOC118456504|XP_035773225.1|AALB	CG5171|NP_001188709.1|DMEL
OG0001791	LOC118468460|XP_035795140.1|AALB	E_Pc_|NP_001260897.1|DMEL
OG0001792	LOC118457359|XP_035774764.1|AALB	ham|NP_724130.4|DMEL
OG0001793	LOC118458657|XP_035777239.1|AALB	Shrm|NP_001097307.1|DMEL
OG0001794	LOC118459760|XP_035779350.1|AALB	cact|NP_476942.1|DMEL
OG0001795	LOC118461128|XP_035781973.1|AALB	mtgo|NP_001137829.1|DMEL
OG0001797	LOC118468780|XP_035795864.1|AALB	dpr7|NP_001096850.2|DMEL
OG0001798	LOC118459945|XP_035779716.1|AALB	robl|NP_523771.1|DMEL
OG0001799	LOC118468611|XP_035795503.1|AALB	stg1|NP_001027082.1|DMEL, CG11566|NP_001027081.1|DMEL
OG0001800	LOC118459578|XP_035778999.1|AALB	santa-maria|NP_723277.3|DMEL
OG0001801	LOC118459867|XP_035779541.1|AALB, LOC118459868|XP_035779543.1|AALB	nbs|NP_651973.4|DMEL
OG0001802	LOC118461528|XP_035782853.1|AALB	mRpL19|NP_524284.1|DMEL
OG0001803	LOC118457995|XP_035775959.1|AALB	CG15497|NP_650976.1|DMEL
OG0001804	LOC118469068|XP_035796443.1|AALB	Pi4KIIalpha|NP_730944.2|DMEL
OG0001805	LOC118459706|XP_035779245.1|AALB	Gr66a|NP_523971.3|DMEL
OG0001806	LOC118459865|XP_035779533.1|AALB	CG5789|NP_651269.1|DMEL
OG0001808	LOC118458523|XP_035776993.1|AALB	PGRP-LB|NP_001247052.1|DMEL
OG0001809	LOC118468963|XP_035796220.1|AALB	slx1|NP_649484.3|DMEL
OG0001810	LOC118461188|XP_035782110.1|AALB, LOC118457042|XP_035774183.1|AALB, LOC118461352|XP_035782471.1|AALB	CG31457|NP_732828.1|DMEL
OG0001811	LOC118457890|XP_035775718.1|AALB	Optix|NP_001260793.1|DMEL
OG0001812	LOC118461261|XP_035782275.1|AALB	ksh|NP_652499.2|DMEL
OG0001814	LOC118459749|XP_035779336.1|AALB, LOC118461482|XP_035782735.1|AALB	wtrw|NP_731193.1|DMEL
OG0001815	LOC118456700|XP_035773600.1|AALB	RpL13A|NP_649560.1|DMEL
OG0001816	LOC118466383|XP_035791508.1|AALB	Roe1|NP_610886.2|DMEL
OG0001817	LOC118467216|XP_035793353.1|AALB	PCB|NP_724841.1|DMEL
OG0001818	LOC118464318|XP_035787507.1|AALB	CG42339|NP_572674.3|DMEL
OG0001819	LOC118462873|XP_035784827.1|AALB	CG3045|NP_611646.1|DMEL
OG0001820	LOC118465556|XP_035789793.1|AALB	CG18155|NP_996360.2|DMEL
OG0001821	LOC118465215|XP_035789099.1|AALB	CG4781|NP_611951.1|DMEL
OG0001822	LOC118467908|XP_035794729.1|AALB, LOC118464032|XP_035786982.1|AALB	CG13532|NP_611728.1|DMEL
OG0001823	LOC118462928|XP_035784930.1|AALB, LOC118463894|XP_035786717.1|AALB	Sod1|NP_476735.1|DMEL
OG0001824	LOC118464185|XP_035787228.1|AALB	CG31937|NP_608616.2|DMEL
OG0001825	LOC118463584|XP_035786117.1|AALB	sm|NP_001246428.1|DMEL
OG0001826	LOC118464758|XP_035788270.1|AALB	Prosbeta5|NP_652014.1|DMEL
OG0001827	LOC118467103|XP_035793050.1|AALB	SmydA-6|NP_611182.1|DMEL
OG0001828	LOC118467531|XP_035793992.1|AALB	Set2|NP_572888.2|DMEL
OG0001829	LOC118463602|XP_035786157.1|AALB	CG8888|NP_610724.1|DMEL
OG0001830	LOC118465675|XP_035789998.1|AALB	CG9890|NP_611750.1|DMEL
OG0001831	LOC118466821|XP_035792503.1|AALB, LOC118465394|XP_035789485.1|AALB	CG7402|NP_649023.1|DMEL
OG0001832	LOC118466066|XP_035790822.1|AALB	Efr|NP_572299.1|DMEL
OG0001833	LOC118464943|XP_035788623.1|AALB	Taldo|NP_523835.2|DMEL
OG0001834	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB	UQCR-C1|NP_650401.1|DMEL
OG0001848	LOC118465206|XP_035789090.1|AALB	CG40470|NP_001036635.1|DMEL
OG0001849	LOC118459869|XP_035779547.1|AALB	Rpt2|NP_524469.2|DMEL
OG0001850	LOC118469022|XP_035796362.1|AALB	Sox102F|NP_001014695.1|DMEL
OG0001851	LOC118465447|XP_035789644.1|AALB	zfh2|NP_524623.2|DMEL
OG0001852	LOC118457849|XP_035775633.1|AALB	trh|NP_001261207.1|DMEL
OG0001853	LOC118457756|XP_035775472.1|AALB	scrib|NP_001163746.1|DMEL
OG0001854	LOC118461080|XP_035781865.1|AALB	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL
OG0001855	LOC118460223|XP_035780285.1|AALB	Vkor|NP_001014533.1|DMEL
OG0001856	LOC118458941|XP_035777816.1|AALB	e_r_|NP_524662.1|DMEL
OG0001857	LOC118466146|XP_035791000.1|AALB	mal|NP_523423.1|DMEL
OG0001858	LOC118468495|XP_035795222.1|AALB, LOC118468344|XP_035794999.1|AALB	Ing3|NP_573316.1|DMEL
OG0001859	LOC118467497|XP_035793941.1|AALB	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL
OG0001860	LOC118466780|XP_035792400.1|AALB	CG13698|NP_649027.1|DMEL
OG0001861	LOC118458106|XP_035776175.1|AALB	ball|NP_651508.1|DMEL
OG0001862	LOC118458712|XP_035777348.1|AALB	Cbs|NP_608424.1|DMEL
OG0001863	LOC118458321|XP_035776558.1|AALB	Grip91|NP_524919.2|DMEL
OG0001864	LOC118463422|XP_035785873.1|AALB	jvl|NP_001247105.1|DMEL
OG0001865	LOC118463551|XP_035786067.1|AALB	DENR|NP_573176.1|DMEL
OG0001866	LOC118460461|XP_035780674.1|AALB, LOC118459514|XP_035778853.1|AALB	sim|NP_524340.2|DMEL
OG0001867	LOC118461842|XP_035783519.1|AALB, LOC118459176|XP_035778223.1|AALB	Nedd4|NP_648993.1|DMEL
OG0001868	LOC118462697|XP_035784521.1|AALB	clumsy|NP_001036373.1|DMEL
OG0001869	LOC118462647|XP_035784394.1|AALB	Grik|NP_001262788.1|DMEL
OG0001870	LOC118461327|XP_035782468.1|AALB	CG4020|NP_572276.1|DMEL
OG0001871	LOC118460099|XP_035780023.1|AALB	PGRP-SA|NP_572727.1|DMEL
OG0001872	LOC118458559|XP_035777099.1|AALB	CG15537|NP_001097981.1|DMEL
OG0001873	LOC118463298|XP_035785680.1|AALB	beta-Man|NP_649436.2|DMEL
OG0001874	LOC118463238|XP_035785601.1|AALB	bai|NP_651323.3|DMEL
OG0001875	LOC118459269|XP_035778393.1|AALB	CG12071|NP_651832.3|DMEL
OG0001876	LOC118456712|XP_035773640.1|AALB	Mvd|NP_573068.3|DMEL
OG0001877	LOC118460019|XP_035779843.1|AALB	CG2662|NP_570018.1|DMEL
OG0001878	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB	Droj2|NP_650283.1|DMEL
OG0001879	LOC118461633|XP_035783092.1|AALB	stac|NP_651329.4|DMEL
OG0001880	LOC118459503|XP_035778821.1|AALB	P5cr|NP_524400.2|DMEL
OG0001881	LOC118458748|XP_035777419.1|AALB	lbe|NP_524435.2|DMEL
OG0001882	LOC118460923|XP_035781570.1|AALB	CG5882|NP_651540.1|DMEL
OG0001883	LOC118458159|XP_035776249.1|AALB	Cow|NP_001262857.1|DMEL
OG0001884	LOC118457820|XP_035775588.1|AALB	AdSS|NP_650918.1|DMEL
OG0001885	LOC118466364|XP_035791443.1|AALB	CG6770|NP_609539.1|DMEL
OG0001886	LOC118462034|XP_035783901.1|AALB	CG9356|NP_649889.1|DMEL
OG0001887	LOC118460313|XP_035780415.1|AALB	ND-B14|NP_610629.1|DMEL
OG0001888	LOC118457191|XP_035774433.1|AALB	CG12173|NP_649523.1|DMEL
OG0001889	LOC118460534|XP_035780813.1|AALB	APC4|NP_572522.2|DMEL
OG0001890	LOC118461638|XP_035783101.1|AALB	CG5274|NP_649222.1|DMEL
OG0001891	LOC118461558|XP_035782905.1|AALB	Gfrl|NP_001247206.1|DMEL
OG0001892	LOC118458094|XP_035776149.1|AALB	vtd|NP_001015132.1|DMEL
OG0001893	LOC118457921|XP_035775815.1|AALB	DNApol-alpha73|NP_733206.3|DMEL
OG0001894	LOC118457092|XP_035774273.1|AALB	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL
OG0001895	LOC118460144|XP_035780126.1|AALB	Gyf|NP_001162827.1|DMEL
OG0001896	LOC118468567|XP_035795386.1|AALB	MFS17|NP_001015096.2|DMEL
OG0001897	LOC118461457|XP_035782679.1|AALB	tws|NP_476880.1|DMEL
OG0001898	LOC118459352|XP_035778529.1|AALB	mh|NP_573032.1|DMEL
OG0001899	LOC118457755|XP_035775464.1|AALB	CG7720|NP_650753.1|DMEL
OG0001900	LOC118461924|XP_035783691.1|AALB, LOC118466570|XP_035792007.1|AALB	lush|NP_524162.1|DMEL
OG0001901	LOC118459615|XP_035779065.1|AALB	CG31635|NP_001260135.1|DMEL
OG0001902	LOC118460310|XP_035780406.1|AALB	Myo81F|NP_001303492.1|DMEL
OG0001903	LOC118468926|XP_035796130.1|AALB	CG1103|NP_001036660.1|DMEL
OG0001904	LOC118461183|XP_035782104.1|AALB	NSD|NP_733239.1|DMEL
OG0001905	LOC118459505|XP_035778824.1|AALB	l_1_10Bb|NP_511117.1|DMEL
OG0001906	LOC118457003|XP_035774120.1|AALB	Calx|NP_001247215.1|DMEL
OG0001907	LOC118468772|XP_035795844.1|AALB	caz|NP_523365.2|DMEL
OG0001908	LOC118460422|XP_035780606.1|AALB	HSPBAP1|NP_651581.2|DMEL
OG0001909	LOC118458057|XP_035776081.1|AALB	Hexo2|NP_525081.1|DMEL
OG0001910	LOC118465922|XP_035790514.1|AALB	ohgt|NP_649973.1|DMEL
OG0001911	LOC118468826|XP_035795950.1|AALB	CG42342|NP_001189234.1|DMEL
OG0001912	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB	CG8093|NP_611020.1|DMEL
OG0001913	LOC118464510|XP_035787839.1|AALB	Lip2|NP_524667.1|DMEL
OG0001914	LOC118458576|XP_035777117.1|AALB	mask|NP_001247280.1|DMEL
OG0001915	LOC118466116|XP_035790946.1|AALB	ACXD|NP_620469.2|DMEL
OG0001916	LOC118464648|XP_035788005.1|AALB	Topors|NP_611388.1|DMEL
OG0001917	LOC118465717|XP_035790046.1|AALB	CG8492|NP_648151.2|DMEL
OG0001918	LOC118462993|XP_035785112.1|AALB	CG15014|NP_647892.1|DMEL
OG0001919	LOC118466690|XP_035792213.1|AALB	CG30467|NP_611044.1|DMEL
OG0001920	LOC118466682|XP_035792196.1|AALB	fwd|NP_001356971.1|DMEL
OG0001921	LOC118462989|XP_035785095.1|AALB	cbc|NP_610876.1|DMEL
OG0001922	LOC118465947|XP_035790567.1|AALB	asrij|NP_001261143.1|DMEL
OG0001924	LOC118463191|XP_035785514.1|AALB	CG17691|NP_001104018.1|DMEL
OG0001926	LOC118463886|XP_035786703.1|AALB	ImpE1|NP_524849.2|DMEL
