Orthogroup	AALB.longest_only	CCAP.longest_only
OG0001298	LOC118460327|XP_035780431.1|AALB, LOC118468886|XP_035796071.1|AALB	CCAP1982_LOCUS2803|CAD6994026.1|CCAP
OG0001299	LOC118457187|XP_035774428.1|AALB, LOC118456842|XP_035773830.1|AALB	CCAP1982_LOCUS12486|CAD7004061.1|CCAP, CCAP1982_LOCUS12484|CAD7004059.1|CCAP
OG0001300	LOC118459364|XP_035778556.1|AALB	CCAP1982_LOCUS4632|CAD6995930.1|CCAP
OG0001301	LOC118468872|XP_035796051.1|AALB, LOC118468870|XP_035796046.1|AALB	CCAP1982_LOCUS19842|CAD7011729.1|CCAP
OG0001302	LOC118461957|XP_035783751.1|AALB	CCAP1982_LOCUS5077|CAD6996403.1|CCAP, CCAP1982_LOCUS5079|CAD6996405.1|CCAP
OG0001303	LOC118458916|XP_035777776.1|AALB	CCAP1982_LOCUS3529|CAD6994798.1|CCAP
OG0001304	LOC118460328|XP_035780432.1|AALB	CCAP1982_LOCUS20156|CAD7012054.1|CCAP
OG0001305	LOC118457357|XP_035774756.1|AALB	CCAP1982_LOCUS228|CAD6991299.1|CCAP
OG0001306	LOC118457402|XP_035774859.1|AALB	CCAP1982_LOCUS4381|CAD6995674.1|CCAP
OG0001307	LOC118459515|XP_035778850.1|AALB	CCAP1982_LOCUS10909|CAD7002418.1|CCAP
OG0001309	LOC118468823|XP_035795946.1|AALB, LOC118468824|XP_035795947.1|AALB	CCAP1982_LOCUS5112|CAD6996440.1|CCAP, CCAP1982_LOCUS5113|CAD6996441.1|CCAP
OG0001310	LOC118458197|XP_035776335.1|AALB	CCAP1982_LOCUS8196|CAD6999666.1|CCAP
OG0001312	LOC118464188|XP_035787233.1|AALB	CCAP1982_LOCUS12830|CAD7004421.1|CCAP
OG0001313	LOC118464219|XP_035787284.1|AALB	CCAP1982_LOCUS20437|CAD7012343.1|CCAP, CCAP1982_LOCUS20438|CAD7012344.1|CCAP
OG0001314	LOC118463333|XP_035785730.1|AALB	CCAP1982_LOCUS5817|CAD6997175.1|CCAP
OG0001316	LOC118465245|XP_035789159.1|AALB	CCAP1982_LOCUS22757|CAD7014787.1|CCAP
OG0001326	LOC118461381|XP_035782530.1|AALB	CCAP1982_LOCUS1119|CAD6992249.1|CCAP
OG0001334	LOC118459147|XP_035778129.1|AALB, LOC118457223|XP_035774494.1|AALB	CCAP1982_LOCUS1135|CAD6992268.1|CCAP, CCAP1982_LOCUS1130|CAD6992263.1|CCAP, CCAP1982_LOCUS1136|CAD6992269.1|CCAP
OG0001335	LOC118460447|XP_035780655.1|AALB, LOC118460448|XP_035780657.1|AALB	CCAP1982_LOCUS5161|CAD6996492.1|CCAP
OG0001338	LOC118458991|XP_035777882.1|AALB	CCAP1982_LOCUS20121|CAD7012010.1|CCAP
OG0001339	LOC118459811|XP_035779446.1|AALB, LOC118466695|XP_035792218.1|AALB	CCAP1982_LOCUS21893|CAD7013878.1|CCAP, CCAP1982_LOCUS21898|CAD7013883.1|CCAP
OG0001341	LOC118458126|XP_035776201.1|AALB	CCAP1982_LOCUS9216|CAD7000743.1|CCAP, CCAP1982_LOCUS3260|CAD6994516.1|CCAP
OG0001342	LOC118457922|XP_035775816.1|AALB	CCAP1982_LOCUS2025|CAD6993205.1|CCAP
OG0001344	LOC118456416|XP_035773028.1|AALB, LOC118456475|XP_035773174.1|AALB	CCAP1982_LOCUS2156|CAD6993338.1|CCAP
OG0001345	LOC118460736|XP_035781188.1|AALB, LOC118460737|XP_035781189.1|AALB	CCAP1982_LOCUS1741|CAD6992908.1|CCAP
OG0001348	LOC118467737|XP_035794437.1|AALB	CCAP1982_LOCUS22946|CAD7014988.1|CCAP
OG0001349	LOC118467457|XP_035793858.1|AALB	CCAP1982_LOCUS14892|CAD7006578.1|CCAP
OG0001351	LOC118464619|XP_035787957.1|AALB	CCAP1982_LOCUS21830|CAD7013810.1|CCAP
OG0001352	LOC118466479|XP_035791754.1|AALB	CCAP1982_LOCUS21313|CAD7013242.1|CCAP, CCAP1982_LOCUS21311|CAD7013240.1|CCAP
OG0001354	LOC118466957|XP_035792751.1|AALB	CCAP1982_LOCUS23423|CAD7015484.1|CCAP
OG0001355	LOC118463066|XP_035785216.1|AALB	CCAP1982_LOCUS21737|CAD7013696.1|CCAP
OG0001356	LOC118466407|XP_035791568.1|AALB, LOC118466289|XP_035791268.1|AALB	CCAP1982_LOCUS404|CAD6991479.1|CCAP
OG0001357	LOC118465108|XP_035788945.1|AALB	CCAP1982_LOCUS12062|CAD7003622.1|CCAP
OG0001358	LOC118466506|XP_035791828.1|AALB	CCAP1982_LOCUS14516|CAD7006187.1|CCAP
OG0001359	LOC118462688|XP_035784498.1|AALB, LOC118464550|XP_035787881.1|AALB	CCAP1982_LOCUS5267|CAD6996597.1|CCAP, CCAP1982_LOCUS5262|CAD6996592.1|CCAP
OG0001360	LOC118462579|XP_035784280.1|AALB	CCAP1982_LOCUS21902|CAD7013888.1|CCAP
OG0001361	LOC118464900|XP_035788553.1|AALB, LOC118464901|XP_035788554.1|AALB	CCAP1982_LOCUS11412|CAD7002948.1|CCAP
OG0001362	LOC118467608|XP_035794202.1|AALB	CCAP1982_LOCUS11823|CAD7003364.1|CCAP
OG0001363	LOC118461109|XP_035781921.1|AALB, LOC118467751|XP_035794457.1|AALB	CCAP1982_LOCUS87|CAD6991145.1|CCAP
OG0001364	LOC118464823|XP_035788382.1|AALB, LOC118466891|XP_035792643.1|AALB	CCAP1982_LOCUS21222|CAD7013151.1|CCAP
OG0001365	LOC118464898|XP_035788551.1|AALB	CCAP1982_LOCUS11263|CAD7002793.1|CCAP
OG0001366	LOC118463349|XP_035785754.1|AALB	CCAP1982_LOCUS12991|CAD7004596.1|CCAP
OG0001367	LOC118467236|XP_035793387.1|AALB	CCAP1982_LOCUS23136|CAD7015185.1|CCAP
OG0001368	LOC118464370|XP_035787602.1|AALB	CCAP1982_LOCUS21725|CAD7013684.1|CCAP, CCAP1982_LOCUS21727|CAD7013686.1|CCAP, CCAP1982_LOCUS21726|CAD7013685.1|CCAP, CCAP1982_LOCUS21724|CAD7013683.1|CCAP
OG0001370	LOC118463513|XP_035786008.1|AALB	CCAP1982_LOCUS22021|CAD7014015.1|CCAP
OG0001371	LOC118462782|XP_035784652.1|AALB	CCAP1982_LOCUS5717|CAD6997064.1|CCAP
OG0001372	LOC118465741|XP_035790096.1|AALB	CCAP1982_LOCUS21855|CAD7013835.1|CCAP
OG0001373	LOC118469078|XP_035796453.1|AALB	CCAP1982_LOCUS7766|CAD6999234.1|CCAP, CCAP1982_LOCUS7769|CAD6999237.1|CCAP
OG0001374	LOC118460501|XP_035780748.1|AALB	CCAP1982_LOCUS7146|CAD6998564.1|CCAP
OG0001376	LOC118468385|XP_035795038.1|AALB	CCAP1982_LOCUS22471|CAD7014475.1|CCAP
OG0001377	LOC118459042|XP_035777956.1|AALB	CCAP1982_LOCUS6994|CAD6998394.1|CCAP, CCAP1982_LOCUS7001|CAD6998401.1|CCAP, CCAP1982_LOCUS6993|CAD6998393.1|CCAP, CCAP1982_LOCUS6987|CAD6998387.1|CCAP
OG0001378	LOC118457312|XP_035774691.1|AALB	CCAP1982_LOCUS6408|CAD6997783.1|CCAP
OG0001379	LOC118468702|XP_035795719.1|AALB	CCAP1982_LOCUS6691|CAD6998077.1|CCAP
OG0001379	LOC118457594|XP_035775183.1|AALB	CCAP1982_LOCUS6710|CAD6998096.1|CCAP
OG0001380	LOC118460719|XP_035781157.1|AALB	CCAP1982_LOCUS21334|CAD7013263.1|CCAP
OG0001381	LOC118461747|XP_035783354.1|AALB	CCAP1982_LOCUS21553|CAD7013493.1|CCAP
OG0001382	LOC118459816|XP_035779454.1|AALB	CCAP1982_LOCUS6829|CAD6998216.1|CCAP, CCAP1982_LOCUS6816|CAD6998201.1|CCAP
OG0001384	LOC118456735|XP_035773678.1|AALB	CCAP1982_LOCUS5835|CAD6997196.1|CCAP
OG0001385	LOC118459840|XP_035779500.1|AALB, LOC118458596|XP_035777159.1|AALB	CCAP1982_LOCUS5650|CAD6996988.1|CCAP
OG0001386	LOC118467129|XP_035793129.1|AALB	CCAP1982_LOCUS5862|CAD6997227.1|CCAP, CCAP1982_LOCUS5870|CAD6997236.1|CCAP
OG0001387	LOC118458278|XP_035776493.1|AALB, LOC118458277|XP_035776492.1|AALB	CCAP1982_LOCUS8048|CAD6999526.1|CCAP
OG0001388	LOC118461841|XP_035783509.1|AALB, LOC118461839|XP_035783506.1|AALB	CCAP1982_LOCUS9027|CAD7000551.1|CCAP
OG0001389	LOC118458179|XP_035776285.1|AALB, LOC118458615|XP_035777185.1|AALB	CCAP1982_LOCUS1903|CAD6993073.1|CCAP
OG0001390	LOC118458124|XP_035776197.1|AALB	CCAP1982_LOCUS7880|CAD6999353.1|CCAP
OG0001391	LOC118459337|XP_035778502.1|AALB	CCAP1982_LOCUS5828|CAD6997188.1|CCAP
OG0001392	LOC118468995|XP_035796313.1|AALB	CCAP1982_LOCUS19357|CAD7011249.1|CCAP, CCAP1982_LOCUS9514|CAD7001042.1|CCAP, CCAP1982_LOCUS19552|CAD7011452.1|CCAP, CCAP1982_LOCUS9895|CAD7001398.1|CCAP, CCAP1982_LOCUS9987|CAD7001490.1|CCAP, CCAP1982_LOCUS19356|CAD7011248.1|CCAP, CCAP1982_LOCUS19355|CAD7011247.1|CCAP
OG0001394	LOC118459934|XP_035779691.1|AALB, LOC118466935|XP_035792719.1|AALB	CCAP1982_LOCUS19538|CAD7011438.1|CCAP
OG0001395	LOC118461065|XP_035781850.1|AALB	CCAP1982_LOCUS388|CAD6991463.1|CCAP
OG0001397	LOC118457308|XP_035774684.1|AALB, LOC118457712|XP_035775388.1|AALB	CCAP1982_LOCUS4998|CAD6996319.1|CCAP
OG0001399	LOC118467164|XP_035793213.1|AALB	CCAP1982_LOCUS21132|CAD7013050.1|CCAP
OG0001400	LOC118467333|XP_035793580.1|AALB	CCAP1982_LOCUS6142|CAD6997503.1|CCAP
OG0001401	LOC118465172|XP_035789027.1|AALB	CCAP1982_LOCUS13471|CAD7005109.1|CCAP
OG0001402	LOC118462786|XP_035784666.1|AALB	CCAP1982_LOCUS14088|CAD7005737.1|CCAP
OG0001403	LOC118465458|XP_035789641.1|AALB	CCAP1982_LOCUS14624|CAD7006302.1|CCAP, CCAP1982_LOCUS14622|CAD7006300.1|CCAP
OG0001404	LOC118466099|XP_035790907.1|AALB	CCAP1982_LOCUS20364|CAD7012268.1|CCAP, CCAP1982_LOCUS20365|CAD7012269.1|CCAP
OG0001405	LOC118462520|XP_035784158.1|AALB	CCAP1982_LOCUS20893|CAD7012792.1|CCAP
OG0001407	LOC118462750|XP_035784606.1|AALB	CCAP1982_LOCUS12032|CAD7003583.1|CCAP
OG0001408	LOC118459018|XP_035777913.1|AALB	CCAP1982_LOCUS20682|CAD7012597.1|CCAP, CCAP1982_LOCUS20660|CAD7012575.1|CCAP
OG0001429	LOC118462353|XP_035784012.1|AALB	CCAP1982_LOCUS1446|CAD6992597.1|CCAP
OG0001430	LOC118463054|XP_035785198.1|AALB, LOC118462484|XP_035784114.1|AALB	CCAP1982_LOCUS1915|CAD6993088.1|CCAP
OG0001432	LOC118462553|XP_035784225.1|AALB	CCAP1982_LOCUS5220|CAD6996552.1|CCAP, CCAP1982_LOCUS5219|CAD6996551.1|CCAP
OG0001437	LOC118467096|XP_035793035.1|AALB	CCAP1982_LOCUS1003|CAD6992121.1|CCAP
OG0001438	LOC118461615|XP_035783053.1|AALB	CCAP1982_LOCUS1198|CAD6992334.1|CCAP
OG0001439	LOC118464402|XP_035787653.1|AALB	CCAP1982_LOCUS2418|CAD6993608.1|CCAP
OG0001443	LOC118458118|XP_035776184.1|AALB, LOC118458117|XP_035776183.1|AALB	CCAP1982_LOCUS1087|CAD6992217.1|CCAP
OG0001444	LOC118459988|XP_035779777.1|AALB, LOC118459989|XP_035779778.1|AALB	CCAP1982_LOCUS3898|CAD6995177.1|CCAP
OG0001445	LOC118468537|XP_035795312.1|AALB	CCAP1982_LOCUS21225|CAD7013154.1|CCAP, CCAP1982_LOCUS2777|CAD6993996.1|CCAP
OG0001446	LOC118459986|XP_035779776.1|AALB, LOC118457058|XP_035774206.1|AALB, LOC118457059|XP_035774208.1|AALB	CCAP1982_LOCUS2757|CAD6993972.1|CCAP
OG0001447	LOC118460135|XP_035780092.1|AALB	CCAP1982_LOCUS61|CAD6991115.1|CCAP
OG0001448	LOC118461382|XP_035782531.1|AALB	CCAP1982_LOCUS1118|CAD6992248.1|CCAP
OG0001449	LOC118461800|XP_035783436.1|AALB	CCAP1982_LOCUS12143|CAD7003706.1|CCAP
OG0001450	LOC118466662|XP_035792153.1|AALB	CCAP1982_LOCUS1353|CAD6992503.1|CCAP
OG0001451	LOC118456242|XP_035772729.1|AALB, LOC118466667|XP_035792163.1|AALB	CCAP1982_LOCUS21472|CAD7013410.1|CCAP
OG0001452	LOC118467047|XP_035792926.1|AALB	CCAP1982_LOCUS22574|CAD7014575.1|CCAP, CCAP1982_LOCUS22575|CAD7014576.1|CCAP
OG0001453	LOC118464727|XP_035788201.1|AALB, LOC118464726|XP_035788199.1|AALB	CCAP1982_LOCUS12525|CAD7004102.1|CCAP
OG0001454	LOC118469058|XP_035796423.1|AALB, LOC118462835|XP_035784782.1|AALB	CCAP1982_LOCUS4208|CAD6995495.1|CCAP
OG0001455	LOC118462833|XP_035784775.1|AALB	CCAP1982_LOCUS14934|CAD7006627.1|CCAP, CCAP1982_LOCUS14933|CAD7006626.1|CCAP
OG0001456	LOC118465294|XP_035789261.1|AALB	CCAP1982_LOCUS23228|CAD7015281.1|CCAP, CCAP1982_LOCUS23229|CAD7015282.1|CCAP, CCAP1982_LOCUS23226|CAD7015279.1|CCAP, CCAP1982_LOCUS23231|CAD7015284.1|CCAP
OG0001457	LOC118463147|XP_035785415.1|AALB	CCAP1982_LOCUS23313|CAD7015368.1|CCAP
OG0001458	LOC118464241|XP_035787325.1|AALB, LOC118463827|XP_035786603.1|AALB	CCAP1982_LOCUS21991|CAD7013982.1|CCAP
OG0001459	LOC118462862|XP_035784812.1|AALB	CCAP1982_LOCUS12616|CAD7004197.1|CCAP
OG0001460	LOC118464506|XP_035787835.1|AALB, LOC118466337|XP_035791350.1|AALB	CCAP1982_LOCUS22491|CAD7014489.1|CCAP, CCAP1982_LOCUS22493|CAD7014491.1|CCAP
OG0001462	LOC118464830|XP_035788398.1|AALB, LOC118464831|XP_035788400.1|AALB	CCAP1982_LOCUS12226|CAD7003792.1|CCAP
OG0001463	LOC118466402|XP_035791562.1|AALB	CCAP1982_LOCUS4869|CAD6996177.1|CCAP
OG0001465	LOC118464144|XP_035787142.1|AALB	CCAP1982_LOCUS23292|CAD7015347.1|CCAP
OG0001466	LOC118465793|XP_035790245.1|AALB	CCAP1982_LOCUS8263|CAD6999737.1|CCAP
OG0001467	LOC118467000|XP_035792818.1|AALB, LOC118467351|XP_035793627.1|AALB	CCAP1982_LOCUS8527|CAD7000023.1|CCAP
OG0001469	LOC118467373|XP_035793680.1|AALB	CCAP1982_LOCUS21877|CAD7013858.1|CCAP
OG0001470	LOC118463134|XP_035785386.1|AALB	CCAP1982_LOCUS14046|CAD7005694.1|CCAP
OG0001471	LOC118465752|XP_035790117.1|AALB	CCAP1982_LOCUS10998|CAD7002509.1|CCAP, CCAP1982_LOCUS10995|CAD7002506.1|CCAP, CCAP1982_LOCUS11000|CAD7002511.1|CCAP, CCAP1982_LOCUS10997|CAD7002508.1|CCAP
OG0001472	LOC118466349|XP_035791375.1|AALB	CCAP1982_LOCUS12411|CAD7003989.1|CCAP
OG0001473	LOC118467286|XP_035793489.1|AALB, LOC118457990|XP_035775950.1|AALB	CCAP1982_LOCUS2309|CAD6993496.1|CCAP
OG0001474	LOC118464199|XP_035787251.1|AALB	CCAP1982_LOCUS22192|CAD7014186.1|CCAP
OG0001475	LOC118461063|XP_035781846.1|AALB	CCAP1982_LOCUS21622|CAD7013566.1|CCAP
OG0001476	LOC118461681|XP_035783163.1|AALB	CCAP1982_LOCUS23003|CAD7015046.1|CCAP, CCAP1982_LOCUS23001|CAD7015044.1|CCAP
OG0001477	LOC118460502|XP_035780749.1|AALB	CCAP1982_LOCUS9219|CAD7000746.1|CCAP
OG0001478	LOC118460386|XP_035780538.1|AALB, LOC118458564|XP_035777101.1|AALB	CCAP1982_LOCUS6943|CAD6998341.1|CCAP
OG0001480	LOC118458422|XP_035776770.1|AALB	CCAP1982_LOCUS7499|CAD6998952.1|CCAP
OG0001481	LOC118460390|XP_035780556.1|AALB	CCAP1982_LOCUS7609|CAD6999063.1|CCAP, CCAP1982_LOCUS7608|CAD6999062.1|CCAP
OG0001482	LOC118468347|XP_035795000.1|AALB	CCAP1982_LOCUS22940|CAD7014980.1|CCAP
OG0001483	LOC118460969|XP_035781674.1|AALB	CCAP1982_LOCUS5446|CAD6996770.1|CCAP
OG0001484	LOC118468693|XP_035795702.1|AALB	CCAP1982_LOCUS2927|CAD6994161.1|CCAP
OG0001485	LOC118459248|XP_035778352.1|AALB, LOC118458152|XP_035776241.1|AALB	CCAP1982_LOCUS13494|CAD7005132.1|CCAP
OG0001486	LOC118461187|XP_035782109.1|AALB, LOC118461185|XP_035782106.1|AALB	CCAP1982_LOCUS8832|CAD7000350.1|CCAP
OG0001487	LOC118458271|XP_035776477.1|AALB	CCAP1982_LOCUS5886|CAD6997253.1|CCAP
OG0001488	LOC118456299|XP_035772830.1|AALB	CCAP1982_LOCUS22518|CAD7014517.1|CCAP, CCAP1982_LOCUS22517|CAD7014516.1|CCAP
OG0001489	LOC118459507|XP_035778825.1|AALB	CCAP1982_LOCUS6375|CAD6997743.1|CCAP, CCAP1982_LOCUS6361|CAD6997729.1|CCAP
OG0001490	LOC118459402|XP_035778604.1|AALB	CCAP1982_LOCUS6385|CAD6997753.1|CCAP
OG0001491	LOC118458493|XP_035776939.1|AALB	CCAP1982_LOCUS8226|CAD6999700.1|CCAP, CCAP1982_LOCUS8228|CAD6999702.1|CCAP
OG0001495	LOC118468998|XP_035796320.1|AALB	CCAP1982_LOCUS22388|CAD7014394.1|CCAP
OG0001497	LOC118461801|XP_035783437.1|AALB	CCAP1982_LOCUS22948|CAD7014991.1|CCAP, CCAP1982_LOCUS8341|CAD6999830.1|CCAP
OG0001498	LOC118456904|XP_035773919.1|AALB	CCAP1982_LOCUS4401|CAD6995695.1|CCAP
OG0001500	LOC118456637|XP_035773464.1|AALB	CCAP1982_LOCUS21162|CAD7013087.1|CCAP
OG0001501	LOC118461685|XP_035783172.1|AALB	CCAP1982_LOCUS4853|CAD6996161.1|CCAP
OG0001502	LOC118461259|XP_035782272.1|AALB	CCAP1982_LOCUS19881|CAD7011769.1|CCAP, CCAP1982_LOCUS19882|CAD7011770.1|CCAP
OG0001503	LOC118466174|XP_035791054.1|AALB	CCAP1982_LOCUS20214|CAD7012115.1|CCAP, CCAP1982_LOCUS20213|CAD7012114.1|CCAP, CCAP1982_LOCUS20215|CAD7012116.1|CCAP
OG0001505	LOC118467613|XP_035794208.1|AALB	CCAP1982_LOCUS15016|CAD7006717.1|CCAP
OG0001506	LOC118464164|XP_035787192.1|AALB	CCAP1982_LOCUS20292|CAD7012190.1|CCAP
OG0001507	LOC118463692|XP_035786362.1|AALB, LOC118463647|XP_035786283.1|AALB	CCAP1982_LOCUS15035|CAD7006736.1|CCAP
OG0001508	LOC118463606|XP_035786167.1|AALB, LOC118465181|XP_035789036.1|AALB	CCAP1982_LOCUS19705|CAD7011617.1|CCAP
OG0001509	LOC118467501|XP_035793944.1|AALB	CCAP1982_LOCUS21064|CAD7012973.1|CCAP
OG0001510	LOC118466044|XP_035790773.1|AALB, LOC118466046|XP_035790777.1|AALB	CCAP1982_LOCUS5603|CAD6996933.1|CCAP
OG0001511	LOC118462626|XP_035784359.1|AALB	CCAP1982_LOCUS19858|CAD7011746.1|CCAP, CCAP1982_LOCUS19860|CAD7011748.1|CCAP
OG0001512	LOC118467300|XP_035793512.1|AALB	CCAP1982_LOCUS12364|CAD7003942.1|CCAP
OG0001513	LOC118463792|XP_035786520.1|AALB	CCAP1982_LOCUS14667|CAD7006345.1|CCAP, CCAP1982_LOCUS14668|CAD7006346.1|CCAP, CCAP1982_LOCUS14665|CAD7006343.1|CCAP
OG0001537	LOC118462838|XP_035784792.1|AALB	CCAP1982_LOCUS7541|CAD6998994.1|CCAP
OG0001539	LOC118463471|XP_035785957.1|AALB	CCAP1982_LOCUS22236|CAD7014233.1|CCAP
OG0001540	LOC118460831|XP_035781392.1|AALB	CCAP1982_LOCUS8379|CAD6999869.1|CCAP, CCAP1982_LOCUS8380|CAD6999870.1|CCAP
OG0001541	LOC118461438|XP_035782643.1|AALB	CCAP1982_LOCUS13746|CAD7005386.1|CCAP, CCAP1982_LOCUS3407|CAD6994672.1|CCAP
OG0001542	LOC118459326|XP_035778479.1|AALB	CCAP1982_LOCUS3519|CAD6994788.1|CCAP, CCAP1982_LOCUS3518|CAD6994787.1|CCAP
OG0001549	LOC118457891|XP_035775731.1|AALB	CCAP1982_LOCUS7896|CAD6999369.1|CCAP
OG0001550	LOC118459581|XP_035779002.1|AALB	CCAP1982_LOCUS2172|CAD6993354.1|CCAP
OG0001551	LOC118458450|XP_035776826.1|AALB	CCAP1982_LOCUS3146|CAD6994394.1|CCAP
OG0001552	LOC118468972|XP_035796242.1|AALB	CCAP1982_LOCUS3882|CAD6995161.1|CCAP
OG0001554	LOC118458577|XP_035777126.1|AALB	CCAP1982_LOCUS1047|CAD6992172.1|CCAP
OG0001555	LOC118457703|XP_035775376.1|AALB, LOC118461372|XP_035782513.1|AALB	CCAP1982_LOCUS8800|CAD7000315.1|CCAP
OG0001556	LOC118462575|XP_035784271.1|AALB	CCAP1982_LOCUS21904|CAD7013890.1|CCAP
OG0001559	LOC118468892|XP_035796078.1|AALB	CCAP1982_LOCUS1563|CAD6992718.1|CCAP, CCAP1982_LOCUS1557|CAD6992712.1|CCAP, CCAP1982_LOCUS1558|CAD6992713.1|CCAP
OG0001560	LOC118459595|XP_035779015.1|AALB	CCAP1982_LOCUS4333|CAD6995627.1|CCAP, CCAP1982_LOCUS4336|CAD6995630.1|CCAP, CCAP1982_LOCUS4337|CAD6995631.1|CCAP
OG0001561	LOC118457814|XP_035775568.1|AALB	CCAP1982_LOCUS1554|CAD6992709.1|CCAP, CCAP1982_LOCUS1545|CAD6992700.1|CCAP, CCAP1982_LOCUS1555|CAD6992710.1|CCAP, CCAP1982_LOCUS1546|CAD6992701.1|CCAP
OG0001562	LOC118464784|XP_035788308.1|AALB	CCAP1982_LOCUS1189|CAD6992322.1|CCAP
OG0001563	LOC118468455|XP_035795128.1|AALB	CCAP1982_LOCUS20081|CAD7011970.1|CCAP
OG0001564	LOC118458845|XP_035777642.1|AALB	CCAP1982_LOCUS2912|CAD6994146.1|CCAP, CCAP1982_LOCUS2906|CAD6994140.1|CCAP
OG0001565	LOC118456664|XP_035773512.1|AALB	CCAP1982_LOCUS2201|CAD6993385.1|CCAP
OG0001566	LOC118460066|XP_035779956.1|AALB	CCAP1982_LOCUS2933|CAD6994168.1|CCAP
OG0001567	LOC118463265|XP_035785628.1|AALB	CCAP1982_LOCUS20683|CAD7012598.1|CCAP
OG0001568	LOC118462565|XP_035784248.1|AALB	CCAP1982_LOCUS4089|CAD6995371.1|CCAP, CCAP1982_LOCUS4088|CAD6995370.1|CCAP, CCAP1982_LOCUS4087|CAD6995368.1|CCAP, CCAP1982_LOCUS4081|CAD6995362.1|CCAP, CCAP1982_LOCUS4090|CAD6995372.1|CCAP
OG0001569	LOC118462583|XP_035784283.1|AALB	CCAP1982_LOCUS1296|CAD6992434.1|CCAP, CCAP1982_LOCUS1295|CAD6992433.1|CCAP
OG0001570	LOC118458696|XP_035777328.1|AALB	CCAP1982_LOCUS2355|CAD6993543.1|CCAP
OG0001571	LOC118468784|XP_035795874.1|AALB	CCAP1982_LOCUS5652|CAD6996990.1|CCAP
OG0001573	LOC118463557|XP_035786074.1|AALB	CCAP1982_LOCUS11585|CAD7003123.1|CCAP, CCAP1982_LOCUS11587|CAD7003125.1|CCAP
OG0001575	LOC118465336|XP_035789378.1|AALB	CCAP1982_LOCUS3773|CAD6995046.1|CCAP
OG0001576	LOC118464403|XP_035787650.1|AALB	CCAP1982_LOCUS117|CAD6991178.1|CCAP
OG0001577	LOC118464309|XP_035787493.1|AALB	CCAP1982_LOCUS9052|CAD7000578.1|CCAP
OG0001578	LOC118463396|XP_035785834.1|AALB	CCAP1982_LOCUS23417|CAD7015478.1|CCAP, CCAP1982_LOCUS23416|CAD7015477.1|CCAP
OG0001580	LOC118464408|XP_035787657.1|AALB	CCAP1982_LOCUS23298|CAD7015353.1|CCAP, CCAP1982_LOCUS23296|CAD7015351.1|CCAP
OG0001582	LOC118464532|XP_035787862.1|AALB	CCAP1982_LOCUS22748|CAD7014775.1|CCAP
OG0001583	LOC118466473|XP_035791747.1|AALB	CCAP1982_LOCUS22705|CAD7014727.1|CCAP, CCAP1982_LOCUS22707|CAD7014729.1|CCAP
OG0001584	LOC118465768|XP_035790176.1|AALB	CCAP1982_LOCUS10967|CAD7002478.1|CCAP
OG0001586	LOC118465652|XP_035789959.1|AALB	CCAP1982_LOCUS11853|CAD7003396.1|CCAP
OG0001587	LOC118466944|XP_035792738.1|AALB	CCAP1982_LOCUS23022|CAD7015066.1|CCAP
OG0001588	LOC118464405|XP_035787652.1|AALB	CCAP1982_LOCUS21201|CAD7013129.1|CCAP
OG0001589	LOC118460867|XP_035781491.1|AALB	CCAP1982_LOCUS5882|CAD6997249.1|CCAP
OG0001590	LOC118465624|XP_035789915.1|AALB	CCAP1982_LOCUS20138|CAD7012034.1|CCAP, CCAP1982_LOCUS20139|CAD7012036.1|CCAP
OG0001592	LOC118457737|XP_035775431.1|AALB	CCAP1982_LOCUS8351|CAD6999839.1|CCAP
OG0001593	LOC118457738|XP_035775439.1|AALB	CCAP1982_LOCUS8340|CAD6999829.1|CCAP
OG0001594	LOC118468366|XP_035795018.1|AALB	CCAP1982_LOCUS8198|CAD6999668.1|CCAP
OG0001595	LOC118459536|XP_035778890.1|AALB	CCAP1982_LOCUS5937|CAD6997304.1|CCAP, CCAP1982_LOCUS5948|CAD6997315.1|CCAP, CCAP1982_LOCUS22469|CAD7014473.1|CCAP, CCAP1982_LOCUS22468|CAD7014472.1|CCAP
OG0001596	LOC118458369|XP_035776658.1|AALB	CCAP1982_LOCUS6097|CAD6997451.1|CCAP
OG0001597	LOC118469076|XP_035796451.1|AALB	CCAP1982_LOCUS5570|CAD6996897.1|CCAP
OG0001598	LOC118457598|XP_035775190.1|AALB	CCAP1982_LOCUS6566|CAD6997949.1|CCAP, CCAP1982_LOCUS6570|CAD6997953.1|CCAP
OG0001599	LOC118459793|XP_035779416.1|AALB	CCAP1982_LOCUS6415|CAD6997790.1|CCAP
OG0001601	LOC118456834|XP_035773823.1|AALB	CCAP1982_LOCUS9239|CAD7000764.1|CCAP
OG0001603	LOC118460103|XP_035780031.1|AALB, LOC118460105|XP_035780033.1|AALB	CCAP1982_LOCUS5630|CAD6996964.1|CCAP
OG0001605	LOC118457695|XP_035775361.1|AALB	CCAP1982_LOCUS22126|CAD7014120.1|CCAP
OG0001607	LOC118459538|XP_035778903.1|AALB	CCAP1982_LOCUS7005|CAD6998405.1|CCAP
OG0001608	LOC118461668|XP_035783149.1|AALB	CCAP1982_LOCUS5486|CAD6996813.1|CCAP
OG0001609	LOC118459320|XP_035778463.1|AALB	CCAP1982_LOCUS7243|CAD6998685.1|CCAP, CCAP1982_LOCUS7242|CAD6998684.1|CCAP
