Orthogroup	AALB.longest_only	DVIR.longest_only
OG0001790	LOC118456504|XP_035773225.1|AALB	LOC6628698|XP_002052563.1|DVIR
OG0001791	LOC118468460|XP_035795140.1|AALB	LOC6624934|XP_032292689.1|DVIR
OG0001792	LOC118457359|XP_035774764.1|AALB	LOC6629252|XP_032294061.1|DVIR
OG0001793	LOC118458657|XP_035777239.1|AALB	LOC6627236|XP_032292073.1|DVIR
OG0001794	LOC118459760|XP_035779350.1|AALB	LOC6627730|XP_002051747.1|DVIR
OG0001795	LOC118461128|XP_035781973.1|AALB	LOC6627568|XP_032294613.1|DVIR
OG0001797	LOC118468780|XP_035795864.1|AALB	LOC6636265|XP_002059678.2|DVIR
OG0001798	LOC118459945|XP_035779716.1|AALB	LOC6625853|XP_002050109.1|DVIR
OG0001799	LOC118468611|XP_035795503.1|AALB	LOC6631590|XP_032295994.1|DVIR
OG0001800	LOC118459578|XP_035778999.1|AALB	LOC6628473|XP_002052556.1|DVIR
OG0001801	LOC118459867|XP_035779541.1|AALB, LOC118459868|XP_035779543.1|AALB	LOC6622930|XP_002047075.2|DVIR
OG0001802	LOC118461528|XP_035782853.1|AALB	LOC6629278|XP_002054686.1|DVIR
OG0001803	LOC118457995|XP_035775959.1|AALB	LOC6632864|XP_002056675.1|DVIR
OG0001804	LOC118469068|XP_035796443.1|AALB	LOC6630762|XP_002054621.2|DVIR
OG0001805	LOC118459706|XP_035779245.1|AALB	LOC6622190|XP_002046870.1|DVIR
OG0001806	LOC118459865|XP_035779533.1|AALB	LOC6629630|XP_015027209.1|DVIR, LOC6629528|XP_032289921.1|DVIR
OG0001808	LOC118458523|XP_035776993.1|AALB	LOC6632288|XP_015025750.1|DVIR
OG0001809	LOC118468963|XP_035796220.1|AALB	LOC6629377|XP_002053541.2|DVIR
OG0001810	LOC118461188|XP_035782110.1|AALB, LOC118457042|XP_035774183.1|AALB, LOC118461352|XP_035782471.1|AALB	LOC6630960|XP_032295283.1|DVIR
OG0001811	LOC118457890|XP_035775718.1|AALB	LOC6626827|XP_032292193.1|DVIR
OG0001812	LOC118461261|XP_035782275.1|AALB	LOC26530639|XP_015025128.1|DVIR
OG0001814	LOC118459749|XP_035779336.1|AALB, LOC118461482|XP_035782735.1|AALB	LOC6630279|XP_015026820.1|DVIR
OG0001815	LOC118456700|XP_035773600.1|AALB	LOC6632402|XP_002056619.1|DVIR
OG0001816	LOC118466383|XP_035791508.1|AALB	LOC6635334|XP_002058883.2|DVIR, LOC6635416|XP_002058959.1|DVIR
OG0001817	LOC118467216|XP_035793353.1|AALB	LOC6626118|XP_002049925.1|DVIR, LOC6626119|XP_015029333.2|DVIR
OG0001818	LOC118464318|XP_035787507.1|AALB	LOC6634571|XP_002058183.3|DVIR
OG0001819	LOC118462873|XP_035784827.1|AALB	LOC6627260|XP_002049916.1|DVIR
OG0001820	LOC118465556|XP_035789793.1|AALB	LOC6636062|XP_002059593.1|DVIR
OG0001821	LOC118465215|XP_035789099.1|AALB	LOC6627093|XP_002048808.2|DVIR
OG0001822	LOC118467908|XP_035794729.1|AALB, LOC118464032|XP_035786982.1|AALB	LOC6625121|XP_002050888.1|DVIR
OG0001823	LOC118462928|XP_035784930.1|AALB, LOC118463894|XP_035786717.1|AALB	LOC6624514|XP_002048532.1|DVIR
OG0001824	LOC118464185|XP_035787228.1|AALB	LOC6627439|XP_002052240.1|DVIR
OG0001825	LOC118463584|XP_035786117.1|AALB	LOC6626396|XP_032293313.1|DVIR
OG0001826	LOC118464758|XP_035788270.1|AALB	LOC6626408|XP_002050049.1|DVIR
OG0001827	LOC118467103|XP_035793050.1|AALB	LOC6626493|XP_002049318.1|DVIR
OG0001828	LOC118467531|XP_035793992.1|AALB	LOC6631536|XP_002055060.1|DVIR, LOC6623058|XP_002047094.1|DVIR
OG0001829	LOC118463602|XP_035786157.1|AALB	LOC6625646|XP_032292883.1|DVIR
OG0001830	LOC118465675|XP_035789998.1|AALB	LOC6627140|XP_002049434.1|DVIR
OG0001831	LOC118466821|XP_035792503.1|AALB, LOC118465394|XP_035789485.1|AALB	LOC6636801|XP_015023735.1|DVIR
OG0001832	LOC118466066|XP_035790822.1|AALB	LOC6633660|XP_002056854.2|DVIR, LOC6637031|XP_032289081.1|DVIR, LOC6635054|XP_002058621.1|DVIR
OG0001833	LOC118464943|XP_035788623.1|AALB	LOC6632988|XP_002056489.1|DVIR, LOC6625230|XP_002049967.1|DVIR
OG0001834	LOC118465432|XP_035789566.1|AALB, LOC118457154|XP_035774372.1|AALB, LOC118464683|XP_035788098.1|AALB	LOC6632915|XP_002056260.1|DVIR
OG0001848	LOC118465206|XP_035789090.1|AALB	LOC26531103|XP_032289865.1|DVIR
OG0001849	LOC118459869|XP_035779547.1|AALB	LOC6630912|XP_002053771.2|DVIR
OG0001850	LOC118469022|XP_035796362.1|AALB	LOC6636235|XP_032290149.1|DVIR
OG0001851	LOC118465447|XP_035789644.1|AALB	LOC6636228|XP_002059708.2|DVIR
OG0001852	LOC118457849|XP_035775633.1|AALB	LOC6622731|XP_015030933.1|DVIR
OG0001854	LOC118461080|XP_035781865.1|AALB	LOC6633855|XP_002057378.2|DVIR
OG0001855	LOC118460223|XP_035780285.1|AALB	LOC6625553|XP_002049003.1|DVIR
OG0001856	LOC118458941|XP_035777816.1|AALB	LOC116649727|XP_032295783.1|DVIR
OG0001857	LOC118466146|XP_035791000.1|AALB	LOC6632127|XP_032295634.1|DVIR
OG0001858	LOC118468495|XP_035795222.1|AALB, LOC118468344|XP_035794999.1|AALB	LOC6632170|XP_032295594.1|DVIR
OG0001859	LOC118467497|XP_035793941.1|AALB	LOC6631306|XP_002055049.1|DVIR
OG0001860	LOC118466780|XP_035792400.1|AALB	LOC6624578|XP_002047917.1|DVIR
OG0001861	LOC118458106|XP_035776175.1|AALB	LOC6631111|XP_002054135.2|DVIR
OG0001862	LOC118458712|XP_035777348.1|AALB	LOC6629574|XP_002054857.1|DVIR
OG0001863	LOC118458321|XP_035776558.1|AALB	LOC6631747|XP_002055467.1|DVIR
OG0001864	LOC118463422|XP_035785873.1|AALB	LOC6630472|XP_002054108.2|DVIR
OG0001865	LOC118463551|XP_035786067.1|AALB	LOC6629316|XP_002053535.1|DVIR, LOC6631982|XP_002055607.1|DVIR
OG0001866	LOC118460461|XP_035780674.1|AALB, LOC118459514|XP_035778853.1|AALB	LOC6632536|XP_032289602.1|DVIR
OG0001867	LOC118461842|XP_035783519.1|AALB, LOC118459176|XP_035778223.1|AALB	LOC6623883|XP_002046829.1|DVIR
OG0001868	LOC118462697|XP_035784521.1|AALB	LOC6628004|XP_002051410.2|DVIR
OG0001869	LOC118462647|XP_035784394.1|AALB	LOC6635141|XP_002058378.2|DVIR
OG0001870	LOC118461327|XP_035782468.1|AALB	LOC6636048|XP_002059575.1|DVIR
OG0001871	LOC118460099|XP_035780023.1|AALB	LOC6634744|XP_002058192.1|DVIR
OG0001872	LOC118458559|XP_035777099.1|AALB	LOC6629499|XP_002054519.1|DVIR
OG0001873	LOC118463298|XP_035785680.1|AALB	LOC6634973|XP_015024816.1|DVIR
OG0001874	LOC118463238|XP_035785601.1|AALB	LOC6636736|XP_002060211.1|DVIR
OG0001875	LOC118459269|XP_035778393.1|AALB	LOC6630198|XP_032296221.1|DVIR
OG0001876	LOC118456712|XP_035773640.1|AALB	LOC6626360|XP_032292439.1|DVIR
OG0001877	LOC118460019|XP_035779843.1|AALB	LOC6632027|XP_002055017.1|DVIR
OG0001878	LOC118467756|XP_035794476.1|AALB, LOC118460268|XP_035780341.1|AALB	LOC6632250|XP_002056079.1|DVIR
OG0001879	LOC118461633|XP_035783092.1|AALB	LOC6636746|XP_015023760.1|DVIR, LOC26531356|XP_015023593.2|DVIR, LOC116652335|XP_032296688.1|DVIR
OG0001880	LOC118459503|XP_035778821.1|AALB	LOC6631180|XP_002053235.1|DVIR
OG0001881	LOC118458748|XP_035777419.1|AALB	LOC6634930|XP_002058441.1|DVIR
OG0001882	LOC118460923|XP_035781570.1|AALB	LOC6630847|XP_002053929.1|DVIR
OG0001883	LOC118458159|XP_035776249.1|AALB	LOC6630823|XP_015026855.1|DVIR
OG0001884	LOC118457820|XP_035775588.1|AALB	LOC6629741|XP_002054145.1|DVIR
OG0001885	LOC118466364|XP_035791443.1|AALB	LOC6627878|XP_002052002.1|DVIR, LOC6628954|XP_002052357.1|DVIR
OG0001886	LOC118462034|XP_035783901.1|AALB	LOC6629593|XP_002053000.1|DVIR
OG0001887	LOC118460313|XP_035780415.1|AALB	LOC6626745|XP_002049308.1|DVIR
OG0001888	LOC118457191|XP_035774433.1|AALB	LOC6632956|XP_002056573.1|DVIR
OG0001889	LOC118460534|XP_035780813.1|AALB	LOC6631540|XP_002055064.1|DVIR
OG0001890	LOC118461638|XP_035783101.1|AALB	LOC6624456|XP_002047611.1|DVIR
OG0001891	LOC118461558|XP_035782905.1|AALB	LOC6630380|XP_032295643.1|DVIR
OG0001892	LOC118458094|XP_035776149.1|AALB	LOC6628853|XP_002051239.2|DVIR
OG0001893	LOC118457921|XP_035775815.1|AALB	LOC6633062|XP_002055951.1|DVIR
OG0001894	LOC118457092|XP_035774273.1|AALB	LOC6635922|XP_002059362.1|DVIR
OG0001895	LOC118460144|XP_035780126.1|AALB	LOC6636233|XP_002059747.2|DVIR
OG0001896	LOC118468567|XP_035795386.1|AALB	LOC26531476|XP_032289175.1|DVIR
OG0001897	LOC118461457|XP_035782679.1|AALB	LOC6630568|XP_002054385.1|DVIR
OG0001898	LOC118459352|XP_035778529.1|AALB	LOC6633845|XP_002057197.1|DVIR
OG0001899	LOC118457755|XP_035775464.1|AALB	LOC6635016|XP_032294826.1|DVIR
OG0001900	LOC118461924|XP_035783691.1|AALB, LOC118466570|XP_035792007.1|AALB	LOC6622825|XP_002047546.1|DVIR
OG0001901	LOC118459615|XP_035779065.1|AALB	LOC6627289|XP_032294122.1|DVIR
OG0001903	LOC118468926|XP_035796130.1|AALB	LOC6634914|XP_002058674.2|DVIR
OG0001904	LOC118461183|XP_035782104.1|AALB	LOC6632940|XP_002056127.2|DVIR
OG0001905	LOC118459505|XP_035778824.1|AALB	LOC6631810|XP_002055744.1|DVIR, LOC6626283|XP_032293097.1|DVIR
OG0001906	LOC118457003|XP_035774120.1|AALB	LOC6632312|XP_032289778.1|DVIR
OG0001907	LOC118468772|XP_035795844.1|AALB	LOC6636667|XP_032295789.1|DVIR
OG0001908	LOC118460422|XP_035780606.1|AALB	LOC6633216|XP_002055981.1|DVIR
OG0001909	LOC118458057|XP_035776081.1|AALB	LOC6632123|XP_002055261.1|DVIR
OG0001910	LOC118465922|XP_035790514.1|AALB	LOC6632727|XP_002056050.1|DVIR
OG0001911	LOC118468826|XP_035795950.1|AALB	LOC6629987|XP_015027658.1|DVIR
OG0001912	LOC118459120|XP_035778082.1|AALB, LOC118459121|XP_035778083.1|AALB	LOC6626582|XP_002049695.2|DVIR
OG0001913	LOC118464510|XP_035787839.1|AALB	LOC6627779|XP_002052018.1|DVIR
OG0001914	LOC118458576|XP_035777117.1|AALB	LOC6632225|XP_032288800.1|DVIR
OG0001915	LOC118466116|XP_035790946.1|AALB	LOC6623134|XP_032290356.1|DVIR
OG0001916	LOC118464648|XP_035788005.1|AALB	LOC6626949|XP_015029030.1|DVIR
OG0001917	LOC118465717|XP_035790046.1|AALB	LOC6624259|XP_002047159.2|DVIR
OG0001918	LOC118462993|XP_035785112.1|AALB	LOC6622066|XP_002047081.2|DVIR
OG0001919	LOC118466690|XP_035792213.1|AALB	LOC6625344|XP_002050426.1|DVIR
OG0001920	LOC118466682|XP_035792196.1|AALB	LOC6627339|XP_002052236.1|DVIR, LOC6631186|XP_002053241.1|DVIR
OG0001921	LOC118462989|XP_035785095.1|AALB	LOC6635342|XP_002058869.1|DVIR
OG0001922	LOC118465947|XP_035790567.1|AALB	LOC6636374|XP_002059903.1|DVIR
OG0001923	LOC118467145|XP_035793167.1|AALB	LOC6624146|XP_032290475.1|DVIR
OG0001924	LOC118463191|XP_035785514.1|AALB	LOC6629175|XP_032294253.1|DVIR
OG0001926	LOC118463886|XP_035786703.1|AALB	LOC6624449|XP_015031116.1|DVIR, LOC26531907|XP_032290167.1|DVIR
OG0001927	LOC118462460|XP_035784026.1|AALB	LOC6626539|XP_002050749.1|DVIR
OG0001928	LOC118466784|XP_035792413.1|AALB	LOC6623265|XP_032290171.1|DVIR
OG0001929	LOC118465196|XP_035789058.1|AALB	LOC6624086|XP_032291330.1|DVIR
OG0001930	LOC118466113|XP_035790939.1|AALB	LOC6625194|XP_002048747.2|DVIR
OG0001932	LOC118465335|XP_035789373.1|AALB	LOC6623786|XP_002047365.1|DVIR
OG0001933	LOC118463843|XP_035786640.1|AALB	LOC6626854|XP_002050088.1|DVIR
OG0001934	LOC118462699|XP_035784520.1|AALB	LOC6623856|XP_002047841.1|DVIR
OG0001935	LOC118465905|XP_035790462.1|AALB	LOC6623638|XP_002046186.2|DVIR
OG0001937	LOC118463769|XP_035786477.1|AALB	LOC6636473|XP_002059922.2|DVIR
OG0001938	LOC118463036|XP_035785174.1|AALB	LOC116651381|XP_032293526.1|DVIR, LOC6636402|XP_002059859.1|DVIR
OG0001939	LOC118467120|XP_035793082.1|AALB	LOC116650877|XP_032291682.1|DVIR, LOC26531467|XP_015024381.1|DVIR
OG0001940	LOC118465234|XP_035789133.1|AALB	LOC26531019|XP_032292582.1|DVIR
OG0001941	LOC118464487|XP_035787805.1|AALB	LOC6631184|XP_015027223.1|DVIR
OG0001942	LOC118462917|XP_035784915.1|AALB	LOC6635955|XP_002059397.2|DVIR
OG0001943	LOC118467090|XP_035793028.1|AALB	LOC6623341|XP_002046189.1|DVIR
OG0001944	LOC118464839|XP_035788413.1|AALB	LOC6622585|XP_002046438.1|DVIR, LOC116650578|XP_032290493.1|DVIR
OG0001945	LOC118467171|XP_035793233.1|AALB	LOC6635919|XP_002059359.3|DVIR
OG0001946	LOC118467876|XP_035794681.1|AALB	LOC6626501|XP_002050870.1|DVIR
OG0001947	LOC118465373|XP_035789461.1|AALB	LOC6626615|XP_002050599.1|DVIR
OG0001948	LOC118466945|XP_035792739.1|AALB	LOC6622360|XP_002047720.1|DVIR
OG0001949	LOC118464673|XP_035788080.1|AALB	LOC6623797|XP_032290625.1|DVIR
OG0001950	LOC118464269|XP_035787406.1|AALB	LOC6630671|XP_032295217.1|DVIR
OG0001951	LOC118465238|XP_035789144.1|AALB	LOC6626511|XP_032292583.1|DVIR
OG0001952	LOC118464710|XP_035788134.1|AALB	LOC6626111|XP_002050024.1|DVIR
OG0001953	LOC118465210|XP_035789095.1|AALB	LOC6636370|XP_032292427.1|DVIR
OG0001954	LOC118465792|XP_035790223.1|AALB	LOC6627056|XP_002050512.2|DVIR
OG0001955	LOC118466131|XP_035790974.1|AALB	LOC6626572|XP_002050551.1|DVIR
OG0001956	LOC118467350|XP_035793626.1|AALB	LOC6624021|XP_002048311.3|DVIR
OG0001957	LOC118462580|XP_035784281.1|AALB	LOC6626358|XP_002050861.1|DVIR
OG0001958	LOC118467524|XP_035793979.1|AALB	LOC6624884|XP_032291947.1|DVIR
OG0001959	LOC118464785|XP_035788309.1|AALB, LOC118465453|XP_035789620.1|AALB	LOC6624711|XP_002048130.3|DVIR
OG0001960	LOC118462936|XP_035784947.1|AALB	LOC6622927|XP_032291068.1|DVIR
OG0001961	LOC118463019|XP_035785144.1|AALB	LOC6627254|XP_015029602.1|DVIR
OG0001962	LOC118462603|XP_035784325.1|AALB	LOC6635923|XP_032292197.1|DVIR
OG0001963	LOC118466213|XP_035791129.1|AALB	LOC6622663|XP_002047023.1|DVIR
OG0001964	LOC118463972|XP_035786867.1|AALB	LOC6622277|XP_002046649.2|DVIR
OG0001966	LOC118462549|XP_035784208.1|AALB	LOC6630544|XP_002054415.1|DVIR
OG0001967	LOC118465763|XP_035790164.1|AALB	LOC6625387|XP_002050304.1|DVIR
OG0001968	LOC118467721|XP_035794416.1|AALB	LOC6623937|XP_002046279.1|DVIR
OG0001970	LOC118466245|XP_035791190.1|AALB	LOC6625600|XP_002050260.1|DVIR
OG0001971	LOC118466947|XP_035792741.1|AALB	LOC6626723|XP_032293156.1|DVIR
OG0001972	LOC118466948|XP_035792742.1|AALB	LOC6626123|XP_002050030.1|DVIR
OG0001973	LOC118463909|XP_035786739.1|AALB	LOC6627053|XP_015030141.1|DVIR
OG0001974	LOC118464029|XP_035786981.1|AALB	LOC6625696|XP_002048846.2|DVIR
OG0001975	LOC118464007|XP_035786948.1|AALB	LOC6623862|XP_002047408.1|DVIR
OG0001976	LOC118465834|XP_035790321.1|AALB	LOC6626906|XP_002050966.1|DVIR
OG0001978	LOC118460388|XP_035780554.1|AALB	LOC6628402|XP_032294042.1|DVIR
OG0001979	LOC118457363|XP_035774773.1|AALB	LOC6623792|XP_002048622.1|DVIR, LOC6628450|XP_002051653.1|DVIR
OG0001980	LOC118459531|XP_035778883.1|AALB	LOC6635756|XP_002059113.1|DVIR
OG0001981	LOC118458374|XP_035776666.1|AALB	LOC6628102|XP_032294392.1|DVIR
OG0001982	LOC118458378|XP_035776677.1|AALB	LOC6629007|XP_002051276.2|DVIR
OG0001983	LOC118456372|XP_035772949.1|AALB	LOC26531357|XP_032288987.1|DVIR
OG0001984	LOC118456830|XP_035773819.1|AALB	LOC6628168|XP_002051464.2|DVIR
OG0001985	LOC118460403|XP_035780575.1|AALB	LOC6634040|XP_032293613.1|DVIR
OG0001986	LOC118457311|XP_035774690.1|AALB	LOC6628175|XP_002051445.1|DVIR
OG0001987	LOC118464150|XP_035787163.1|AALB	LOC6633394|XP_032289114.1|DVIR
OG0001988	LOC118461200|XP_035782144.1|AALB	LOC6625855|XP_002050111.1|DVIR
OG0001989	LOC118457447|XP_035774934.1|AALB	LOC6628311|XP_002052865.1|DVIR
OG0001990	LOC118468625|XP_035795533.1|AALB, LOC118468629|XP_035795536.1|AALB	LOC6627818|XP_002051143.2|DVIR
OG0001991	LOC118457466|XP_035774979.1|AALB	LOC6629075|XP_032294338.1|DVIR
OG0001992	LOC118457463|XP_035774972.1|AALB	LOC6627897|XP_032294616.1|DVIR
OG0001993	LOC118458744|XP_035777414.1|AALB	LOC6634213|XP_002057806.1|DVIR
OG0001994	LOC118456461|XP_035773130.1|AALB	LOC6629688|XP_015027572.1|DVIR
OG0001995	LOC118457440|XP_035774923.1|AALB, LOC118457439|XP_035774922.1|AALB	LOC6634297|XP_002057449.1|DVIR
OG0001996	LOC118457486|XP_035775006.1|AALB	LOC6628189|XP_032294003.1|DVIR
OG0001997	LOC118468715|XP_035795739.1|AALB	LOC6626236|XP_002048860.1|DVIR
OG0001998	LOC118467467|XP_035793878.1|AALB	LOC6626332|XP_032291752.1|DVIR
OG0001999	LOC118456269|XP_035772762.1|AALB	LOC6627059|XP_015029165.1|DVIR
OG0002000	LOC118458276|XP_035776489.1|AALB	LOC6627761|XP_002052650.1|DVIR
OG0002001	LOC118460756|XP_035781243.1|AALB	LOC116650000|XP_032289206.1|DVIR, LOC6628530|XP_032294382.1|DVIR, LOC116651549|XP_032294021.1|DVIR
OG0002002	LOC118457985|XP_035775940.1|AALB	LOC6626541|XP_002050751.2|DVIR, LOC6625666|XP_002050787.1|DVIR
OG0002003	LOC118456221|XP_035772698.1|AALB	LOC6633984|XP_002057848.1|DVIR
OG0002004	LOC118459240|XP_035778334.1|AALB	LOC6628214|XP_015028608.1|DVIR
OG0002005	LOC118460927|XP_035781580.1|AALB	LOC6633901|XP_015025296.2|DVIR
OG0002006	LOC118457699|XP_035775369.1|AALB	LOC6628358|XP_032294603.1|DVIR
OG0002008	LOC118458715|XP_035777351.1|AALB	LOC6636271|XP_032290159.1|DVIR
OG0002009	LOC118459020|XP_035777917.1|AALB	LOC6624883|XP_032292330.1|DVIR
OG0002010	LOC118461945|XP_035783720.1|AALB	LOC6633986|XP_002057850.1|DVIR
OG0002011	LOC118459834|XP_035779492.1|AALB	LOC6634004|XP_002057825.3|DVIR
OG0002012	LOC118458497|XP_035776943.1|AALB	LOC6627349|XP_002052460.2|DVIR
OG0002013	LOC118457373|XP_035774795.1|AALB	LOC6634155|XP_032293567.1|DVIR
OG0002014	LOC118456393|XP_035772978.1|AALB, LOC118456381|XP_035772961.1|AALB	LOC6626383|XP_002050057.1|DVIR
OG0002015	LOC118458177|XP_035776278.1|AALB	LOC6632471|XP_002056172.1|DVIR, LOC116650345|XP_032289662.1|DVIR
OG0002016	LOC118458665|XP_035777255.1|AALB	LOC6626610|XP_032292177.1|DVIR
OG0002017	LOC118456466|XP_035773138.1|AALB	LOC6629111|XP_032293893.1|DVIR
OG0002018	LOC118459393|XP_035778589.1|AALB	LOC6634214|XP_002057807.3|DVIR
OG0002019	LOC118466846|XP_035792570.1|AALB	LOC116651542|XP_032293992.1|DVIR, LOC6628983|XP_032293990.1|DVIR
OG0002020	LOC118458077|XP_035776125.1|AALB	LOC6634183|XP_002057441.2|DVIR
OG0002021	LOC118458073|XP_035776119.1|AALB	LOC6625386|XP_002050303.2|DVIR
OG0002022	LOC118460165|XP_035780165.1|AALB	LOC6628404|XP_032294501.1|DVIR
OG0002023	LOC118456887|XP_035773901.1|AALB	LOC6632895|XP_002056195.1|DVIR
OG0002024	LOC118456171|XP_035772608.1|AALB	LOC6623556|XP_032290041.1|DVIR
OG0002025	LOC118468434|XP_035795090.1|AALB	LOC6628942|XP_032293538.1|DVIR
OG0002026	LOC118460286|XP_035780368.1|AALB	LOC6622563|XP_002047703.2|DVIR
OG0002027	LOC118461419|XP_035782605.1|AALB	LOC6626290|XP_015029287.1|DVIR
OG0002028	LOC118456713|XP_035773641.1|AALB	LOC6626936|XP_032293080.1|DVIR
OG0002029	LOC118468842|XP_035795977.1|AALB	LOC6623931|XP_002047397.2|DVIR
OG0002030	LOC118466200|XP_035791111.1|AALB	LOC6625886|XP_002050357.1|DVIR
OG0002031	LOC118465852|XP_035790373.1|AALB	LOC6624786|XP_015029730.1|DVIR
OG0002032	LOC118457242|XP_035774516.1|AALB	LOC6629903|XP_002053401.1|DVIR
OG0002033	LOC118461912|XP_035783662.1|AALB	LOC6633486|XP_002057345.1|DVIR
OG0002034	LOC118456634|XP_035773454.1|AALB	LOC6634834|XP_002058015.3|DVIR
OG0002035	LOC118461229|XP_035782215.1|AALB	LOC6633157|XP_002056606.1|DVIR, LOC6631504|XP_002055323.2|DVIR
OG0002036	LOC118459892|XP_035779585.1|AALB	LOC6630386|XP_015027037.2|DVIR
OG0002037	LOC118461057|XP_035781841.1|AALB	LOC6623209|XP_002046319.1|DVIR, LOC6624342|XP_002046338.1|DVIR
OG0002038	LOC118460995|XP_035781711.1|AALB	LOC6629346|XP_002053262.1|DVIR
OG0002039	LOC118457858|XP_035775644.1|AALB	LOC26530948|XP_015027846.1|DVIR
OG0002040	LOC118469046|XP_035796405.1|AALB	LOC6629308|XP_032288888.1|DVIR
OG0002041	LOC118459543|XP_035778907.1|AALB	LOC6631377|XP_032295933.1|DVIR, LOC6625763|XP_015029845.1|DVIR
OG0002042	LOC118469056|XP_035796416.1|AALB	LOC6632341|XP_002056409.1|DVIR
OG0002043	LOC118456987|XP_035774090.1|AALB	LOC6629647|XP_002053557.2|DVIR
OG0002044	LOC118459967|XP_035779748.1|AALB	LOC6633046|XP_002056269.1|DVIR
OG0002045	LOC118458619|XP_035777195.1|AALB	LOC6633162|XP_002056611.3|DVIR, LOC116652214|XP_032296159.1|DVIR
OG0002046	LOC118468859|XP_035796010.1|AALB	LOC6634693|XP_002058304.1|DVIR
OG0002047	LOC118461300|XP_035782374.1|AALB	LOC6634675|XP_032296474.1|DVIR
OG0002048	LOC118460868|XP_035781492.1|AALB	LOC6632363|XP_002056724.2|DVIR
OG0002049	LOC118458503|XP_035776956.1|AALB	LOC6632287|XP_002056729.1|DVIR
OG0002050	LOC118456163|XP_035772581.1|AALB	LOC6629856|XP_032292860.1|DVIR
OG0002051	LOC118460329|XP_035780436.1|AALB	LOC26531904|XP_015030378.1|DVIR
OG0002053	LOC118468798|XP_035795901.1|AALB	LOC6629605|XP_002054670.2|DVIR, LOC6629603|XP_002054668.2|DVIR
OG0002054	LOC118460093|XP_035780011.1|AALB	LOC6632543|XP_002056186.1|DVIR
OG0002055	LOC118461506|XP_035782828.1|AALB	LOC116651717|XP_032294562.1|DVIR, LOC6630898|XP_002053127.1|DVIR
OG0002056	LOC118459349|XP_035778524.1|AALB	LOC6622886|XP_002048169.1|DVIR
OG0002057	LOC118458329|XP_035776573.1|AALB	LOC6627975|XP_002051781.1|DVIR
OG0002058	LOC118458327|XP_035776571.1|AALB	LOC6623174|XP_002046124.1|DVIR
OG0002059	LOC118458326|XP_035776569.1|AALB	LOC6632616|XP_002056316.1|DVIR
OG0002060	LOC118456869|XP_035773867.1|AALB	LOC6626587|XP_002049766.1|DVIR
OG0002061	LOC118461257|XP_035782269.1|AALB	LOC6625739|XP_032291908.1|DVIR
OG0002062	LOC118456401|XP_035772994.1|AALB	LOC6634648|XP_002058299.3|DVIR
OG0002063	LOC118457322|XP_035774707.1|AALB	LOC6633540|XP_002057238.1|DVIR
OG0002064	LOC118458187|XP_035776324.1|AALB	LOC6634505|XP_015025097.1|DVIR
OG0002065	LOC118458136|XP_035776215.1|AALB	LOC6623715|XP_002047355.2|DVIR
OG0002066	LOC118466598|XP_035792058.1|AALB	LOC6630811|XP_015027417.1|DVIR
OG0002067	LOC118464495|XP_035787816.1|AALB	LOC6626937|XP_002049244.1|DVIR
OG0002068	LOC118456927|XP_035773950.1|AALB	LOC6625314|XP_002048757.1|DVIR
OG0002069	LOC118466559|XP_035791994.1|AALB	LOC6633275|XP_002057134.1|DVIR
OG0002070	LOC118466564|XP_035792000.1|AALB	LOC6630130|XP_002053682.1|DVIR
OG0002071	LOC118465704|XP_035790025.1|AALB	LOC6631122|XP_002054242.1|DVIR, LOC6631121|XP_002054241.1|DVIR
OG0002072	LOC118467214|XP_035793336.1|AALB	LOC6626533|XP_002050657.1|DVIR
OG0002073	LOC118463045|XP_035785181.1|AALB	LOC6622626|XP_032290694.1|DVIR
OG0002074	LOC118462756|XP_035784613.1|AALB	LOC6626580|XP_002049693.1|DVIR
OG0002075	LOC118465358|XP_035789423.1|AALB	LOC26530442|XP_015028814.1|DVIR
OG0002076	LOC118464639|XP_035787988.1|AALB	LOC6626692|XP_032292959.1|DVIR
OG0002077	LOC118465848|XP_035790353.1|AALB	LOC6622532|XP_032291318.1|DVIR
OG0002078	LOC118466738|XP_035792314.1|AALB	LOC6625145|XP_002049554.1|DVIR
OG0002079	LOC118465889|XP_035790433.1|AALB	LOC6624462|XP_002048071.1|DVIR
OG0002080	LOC118463231|XP_035785576.1|AALB	LOC6634522|XP_002058071.2|DVIR, LOC6625119|XP_002049499.1|DVIR
OG0002081	LOC118465508|XP_035789719.1|AALB	LOC6624784|XP_002049437.1|DVIR
OG0002082	LOC118466054|XP_035790786.1|AALB	LOC6625656|XP_032293288.1|DVIR
OG0002083	LOC118467123|XP_035793087.1|AALB	LOC6633873|XP_032296511.1|DVIR
OG0002084	LOC118467827|XP_035794610.1|AALB	LOC6625624|XP_002049068.1|DVIR
OG0002085	LOC118467889|XP_035794695.1|AALB	LOC6626264|XP_002050906.1|DVIR
OG0002086	LOC118463200|XP_035785527.1|AALB	LOC6626480|XP_002049074.1|DVIR
OG0002087	LOC118465455|XP_035789629.1|AALB	LOC26531396|XP_032289985.1|DVIR
OG0002088	LOC118466797|XP_035792441.1|AALB	LOC6624726|XP_015030511.1|DVIR
OG0002089	LOC118467537|XP_035794023.1|AALB	LOC6635359|XP_002058905.1|DVIR
