Orthogroup	AALB.longest_only	DMAU.longest_only
OG0002640	LOC118460635|XP_035780981.1|AALB	LOC117144793|XP_033166060.1|DMAU
OG0002641	LOC118461491|XP_035782766.1|AALB	LOC117145088|XP_033166497.1|DMAU
OG0002642	LOC118468448|XP_035795117.1|AALB	LOC117143731|XP_033164432.1|DMAU
OG0002643	LOC118468447|XP_035795110.1|AALB	LOC117143730|XP_033164429.1|DMAU
OG0002644	LOC118456236|XP_035772714.1|AALB	LOC117145251|XP_033166723.1|DMAU
OG0002645	LOC118458635|XP_035777217.1|AALB	LOC117145442|XP_033166990.1|DMAU
OG0002646	LOC118457346|XP_035774737.1|AALB	LOC117144881|XP_033166184.1|DMAU
OG0002647	LOC118457347|XP_035774738.1|AALB	LOC117143952|XP_033164777.1|DMAU
OG0002648	LOC118459579|XP_035779000.1|AALB	LOC117144569|XP_033165714.1|DMAU
OG0002649	LOC118458841|XP_035777637.1|AALB	LOC117143909|XP_033164714.1|DMAU
OG0002650	LOC118461478|XP_035782728.1|AALB	LOC117143951|XP_033164775.1|DMAU
OG0002651	LOC118456795|XP_035773775.1|AALB	LOC117142913|XP_033163089.1|DMAU
OG0002652	LOC118457013|XP_035774134.1|AALB	LOC117143728|XP_033164423.1|DMAU
OG0002653	LOC118461567|XP_035782936.1|AALB, LOC118468614|XP_035795508.1|AALB	LOC117142662|XP_033162681.1|DMAU
OG0002654	LOC118457913|XP_035775806.1|AALB	LOC117142661|XP_033162680.1|DMAU
OG0002655	LOC118460059|XP_035779935.1|AALB	LOC117145984|XP_033167784.1|DMAU
OG0002656	LOC118457885|XP_035775707.1|AALB	LOC117143847|XP_033164595.1|DMAU
OG0002657	LOC118456355|XP_035772909.1|AALB	LOC117142583|XP_033162545.1|DMAU
OG0002658	LOC118468310|XP_035794941.1|AALB	LOC117145806|XP_033167498.1|DMAU
OG0002659	LOC118467283|XP_035793482.1|AALB, LOC118461339|XP_035782442.1|AALB	LOC117143988|XP_033164822.1|DMAU
OG0002660	LOC118462569|XP_035784263.1|AALB	LOC117147587|XP_033170424.1|DMAU
OG0002661	LOC118466149|XP_035791008.1|AALB	LOC117145492|XP_033167060.1|DMAU
OG0002662	LOC118467474|XP_035793906.1|AALB	LOC117138060|XP_033155773.1|DMAU
OG0002663	LOC118458578|XP_035777129.1|AALB	LOC117142682|XP_033162717.1|DMAU
OG0002664	LOC118468303|XP_035794932.1|AALB	LOC117135814|XP_033152215.1|DMAU
OG0002665	LOC118465312|XP_035789321.1|AALB	LOC117137503|XP_033154875.1|DMAU
OG0002666	LOC118465298|XP_035789271.1|AALB	LOC117138649|XP_033156759.1|DMAU
OG0002667	LOC118464790|XP_035788314.1|AALB	LOC117137484|XP_033154854.1|DMAU
OG0002668	LOC118462525|XP_035784165.1|AALB	LOC117140460|XP_033159291.1|DMAU
OG0002669	LOC118462528|XP_035784174.1|AALB	LOC117147397|XP_033170162.1|DMAU
OG0002670	LOC118466458|XP_035791703.1|AALB	LOC117140545|XP_033159429.1|DMAU
OG0002671	LOC118465718|XP_035790047.1|AALB	LOC117140955|XP_033160065.1|DMAU
OG0002672	LOC118465097|XP_035788923.1|AALB	LOC117135480|XP_033151587.1|DMAU
OG0002673	LOC118462748|XP_035784605.1|AALB	LOC117136237|XP_033152913.1|DMAU
OG0002674	LOC118463832|XP_035786614.1|AALB	LOC117135828|XP_033152229.1|DMAU
OG0002675	LOC118463149|XP_035785418.1|AALB	LOC117141073|XP_033160261.1|DMAU
OG0002676	LOC118466652|XP_035792131.1|AALB	LOC117135721|XP_033152049.1|DMAU
OG0002677	LOC118465941|XP_035790556.1|AALB	LOC117136268|XP_033152981.1|DMAU
OG0002678	LOC118462973|XP_035785034.1|AALB	LOC117138325|XP_033156254.1|DMAU
OG0002679	LOC118464655|XP_035788019.1|AALB	LOC117136146|XP_033152745.1|DMAU
OG0002680	LOC118460185|XP_035780183.1|AALB, LOC118459797|XP_035779425.1|AALB	LOC117148884|XP_033172477.1|DMAU
OG0002681	LOC118464206|XP_035787269.1|AALB	LOC117135681|XP_033151970.1|DMAU
OG0002682	LOC118462589|XP_035784295.1|AALB	LOC117139003|XP_033156987.1|DMAU
OG0002684	LOC118466302|XP_035791299.1|AALB	LOC117147190|XP_033169883.1|DMAU
OG0002685	LOC118467203|XP_035793310.1|AALB	LOC117140004|XP_033158606.1|DMAU
OG0002686	LOC118467739|XP_035794438.1|AALB	LOC117141995|XP_033161734.1|DMAU
OG0002687	LOC118462807|XP_035784712.1|AALB	LOC117140450|XP_033159268.1|DMAU
OG0002688	LOC118465094|XP_035788897.1|AALB	LOC117141419|XP_033160738.1|DMAU
OG0002689	LOC118467769|XP_035794491.1|AALB	LOC117147520|XP_033170327.1|DMAU
OG0002690	LOC118462812|XP_035784722.1|AALB	LOC117141147|XP_033160371.1|DMAU
OG0002691	LOC118462805|XP_035784701.1|AALB	LOC117136056|XP_033152594.1|DMAU
OG0002692	LOC118462811|XP_035784716.1|AALB	LOC117138454|XP_033156471.1|DMAU
OG0002693	LOC118463509|XP_035786002.1|AALB	LOC117142119|XP_033161905.1|DMAU
OG0002694	LOC118465307|XP_035789300.1|AALB	LOC117137787|XP_033155332.1|DMAU
OG0002695	LOC118464783|XP_035788307.1|AALB	LOC117140929|XP_033160015.1|DMAU
OG0002696	LOC118465340|XP_035789389.1|AALB	LOC117139791|XP_033158295.1|DMAU
OG0002697	LOC118466520|XP_035791905.1|AALB	LOC117140262|XP_033158974.1|DMAU
OG0002698	LOC118462922|XP_035784922.1|AALB	LOC117139213|XP_033157281.1|DMAU
OG0002699	LOC118462926|XP_035784928.1|AALB	LOC117141079|XP_033160268.1|DMAU
OG0002700	LOC118467466|XP_035793872.1|AALB	LOC117141957|XP_033161607.1|DMAU
OG0002701	LOC118467470|XP_035793897.1|AALB	LOC117138555|XP_033156605.1|DMAU
OG0002702	LOC118466956|XP_035792749.1|AALB	LOC117136181|XP_033152816.1|DMAU
OG0002704	LOC118465252|XP_035789166.1|AALB	LOC117138655|XP_033156776.1|DMAU
OG0002705	LOC118466433|XP_035791624.1|AALB	LOC117141971|XP_033161661.1|DMAU
OG0002706	LOC118463030|XP_035785165.1|AALB	LOC117138327|XP_033156255.1|DMAU
OG0002707	LOC118463023|XP_035785154.1|AALB	LOC117141188|XP_033160417.1|DMAU
OG0002708	LOC118465063|XP_035788839.1|AALB, LOC118460263|XP_035780329.1|AALB	LOC117141427|XP_033160756.1|DMAU
OG0002709	LOC118467119|XP_035793081.1|AALB	LOC117137829|XP_033155407.1|DMAU
OG0002710	LOC118467121|XP_035793083.1|AALB	LOC117137233|XP_033154483.1|DMAU
OG0002711	LOC118464249|XP_035787344.1|AALB	LOC117137729|XP_033155196.1|DMAU
OG0002712	LOC118465384|XP_035789471.1|AALB, LOC118465109|XP_035788946.1|AALB	LOC117136508|XP_033153343.1|DMAU
OG0002713	LOC118463809|XP_035786578.1|AALB	LOC117136529|XP_033153364.1|DMAU
OG0002714	LOC118465233|XP_035789123.1|AALB	LOC117136045|XP_033152575.1|DMAU
OG0002715	LOC118465795|XP_035790247.1|AALB	LOC117146751|XP_033169122.1|DMAU
OG0002716	LOC118466677|XP_035792177.1|AALB	LOC117137677|XP_033155137.1|DMAU
OG0002717	LOC118464910|XP_035788568.1|AALB	LOC117144356|XP_033165363.1|DMAU
OG0002718	LOC118465552|XP_035789775.1|AALB	LOC117139981|XP_033158575.1|DMAU
OG0002719	LOC118465242|XP_035789155.1|AALB	LOC117143156|XP_033163553.1|DMAU
OG0002720	LOC118465241|XP_035789154.1|AALB	LOC117139244|XP_033157346.1|DMAU
OG0002721	LOC118464473|XP_035787775.1|AALB	LOC117135196|XP_033151162.1|DMAU
OG0002722	LOC118465568|XP_035789823.1|AALB	LOC117136734|XP_033153655.1|DMAU
OG0002723	LOC118467594|XP_035794158.1|AALB	LOC117136315|XP_033153054.1|DMAU
OG0002724	LOC118463896|XP_035786720.1|AALB	LOC117142280|XP_033162053.1|DMAU
OG0002725	LOC118467372|XP_035793678.1|AALB	LOC117139399|XP_033157557.1|DMAU
OG0002726	LOC118467155|XP_035793189.1|AALB	LOC117141763|XP_033161281.1|DMAU
OG0002727	LOC118464844|XP_035788432.1|AALB	LOC117141406|XP_033160720.1|DMAU
OG0002728	LOC118467919|XP_035794752.1|AALB	LOC117138306|XP_033156200.1|DMAU
OG0002730	LOC118463119|XP_035785338.1|AALB	LOC117135624|XP_033151877.1|DMAU
OG0002731	LOC118464306|XP_035787490.1|AALB	LOC117139257|XP_033157364.1|DMAU
OG0002732	LOC118467872|XP_035794674.1|AALB	LOC117137225|XP_033154473.1|DMAU
OG0002733	LOC118465372|XP_035789460.1|AALB	LOC117137353|XP_033154642.1|DMAU
OG0002734	LOC118466123|XP_035790962.1|AALB	LOC117135818|XP_033152216.1|DMAU
OG0002735	LOC118467817|XP_035794594.1|AALB	LOC117138312|XP_033156211.1|DMAU
OG0002736	LOC118467818|XP_035794596.1|AALB	LOC117138314|XP_033156218.1|DMAU
OG0002737	LOC118466399|XP_035791555.1|AALB	LOC117139559|XP_033157845.1|DMAU
OG0002738	LOC118462524|XP_035784164.1|AALB	LOC117139908|XP_033158480.1|DMAU
OG0002739	LOC118465837|XP_035790327.1|AALB	LOC117140583|XP_033159478.1|DMAU
OG0002740	LOC118465836|XP_035790326.1|AALB	LOC117140581|XP_033159477.1|DMAU
OG0002741	LOC118463187|XP_035785501.1|AALB	LOC117135443|XP_033151511.1|DMAU
OG0002742	LOC118464107|XP_035787086.1|AALB	LOC117137163|XP_033154366.1|DMAU
OG0002743	LOC118463081|XP_035785236.1|AALB	LOC117139789|XP_033158294.1|DMAU
OG0002744	LOC118464458|XP_035787737.1|AALB	LOC117140513|XP_033159381.1|DMAU
OG0002745	LOC118467055|XP_035792951.1|AALB	LOC117141827|XP_033161371.1|DMAU
OG0002746	LOC118464538|XP_035787868.1|AALB	LOC117137733|XP_033155202.1|DMAU
OG0002747	LOC118467511|XP_035793955.1|AALB	LOC117145558|XP_033167152.1|DMAU
OG0002748	LOC118462856|XP_035784805.1|AALB	LOC117137357|XP_033154648.1|DMAU
OG0002749	LOC118463107|XP_035785317.1|AALB	LOC117135722|XP_033152051.1|DMAU
OG0002750	LOC118467935|XP_035794789.1|AALB	LOC117138167|XP_033155939.1|DMAU
OG0002751	LOC118467936|XP_035794791.1|AALB	LOC117137367|XP_033154660.1|DMAU
OG0002752	LOC118463284|XP_035785655.1|AALB	LOC117138070|XP_033155785.1|DMAU
OG0002753	LOC118463688|XP_035786354.1|AALB	LOC117136817|XP_033153777.1|DMAU
OG0002754	LOC118463424|XP_035785877.1|AALB, LOC118463416|XP_035785862.1|AALB	LOC117141778|XP_033161301.1|DMAU
OG0002755	LOC118463251|XP_035785613.1|AALB	LOC117136803|XP_033153758.1|DMAU
OG0002756	LOC118467232|XP_035793382.1|AALB	LOC117141754|XP_033161267.1|DMAU
OG0002757	LOC118467595|XP_035794159.1|AALB	LOC117141019|XP_033160173.1|DMAU
OG0002758	LOC118462652|XP_035784398.1|AALB	LOC117137192|XP_033154409.1|DMAU
OG0002759	LOC118463612|XP_035786185.1|AALB	LOC117135771|XP_033152129.1|DMAU
OG0002760	LOC118467354|XP_035793640.1|AALB	LOC117137811|XP_033155381.1|DMAU
OG0002761	LOC118465618|XP_035789891.1|AALB	LOC117137493|XP_033154863.1|DMAU
OG0002762	LOC118467749|XP_035794452.1|AALB	LOC117136956|XP_033153999.1|DMAU
OG0002763	LOC118463748|XP_035786436.1|AALB	LOC117141139|XP_033160361.1|DMAU
OG0002764	LOC118466186|XP_035791081.1|AALB	LOC117141564|XP_033160962.1|DMAU
OG0002765	LOC118466183|XP_035791069.1|AALB	LOC117135861|XP_033152278.1|DMAU
OG0002766	LOC118466189|XP_035791088.1|AALB	LOC117137542|XP_033154930.1|DMAU
OG0002767	LOC118467334|XP_035793581.1|AALB	LOC117135850|XP_033152258.1|DMAU
OG0002768	LOC118466920|XP_035792693.1|AALB	LOC117137663|XP_033155113.1|DMAU
OG0002769	LOC118463423|XP_035785876.1|AALB	LOC117136159|XP_033152773.1|DMAU
OG0002770	LOC118463429|XP_035785889.1|AALB	LOC117150842|XP_033173805.1|DMAU
OG0002771	LOC118462502|XP_035784115.1|AALB	LOC117140410|XP_033159175.1|DMAU
OG0002772	LOC118462935|XP_035784946.1|AALB	LOC117139594|XP_033157900.1|DMAU
OG0002773	LOC118464418|XP_035787667.1|AALB	LOC117136318|XP_033153059.1|DMAU
OG0002774	LOC118464819|XP_035788379.1|AALB	LOC117136542|XP_033153385.1|DMAU
OG0002775	LOC118465015|XP_035788761.1|AALB	LOC117139427|XP_033157612.1|DMAU
OG0002776	LOC118463350|XP_035785756.1|AALB	LOC117141891|XP_033161478.1|DMAU
OG0002777	LOC118462559|XP_035784239.1|AALB	LOC117139440|XP_033157631.1|DMAU
OG0002778	LOC118462556|XP_035784230.1|AALB	LOC117139188|XP_033157247.1|DMAU
OG0002779	LOC118463181|XP_035785488.1|AALB	LOC117141668|XP_033161153.1|DMAU
OG0002780	LOC118466608|XP_035792087.1|AALB	LOC117143212|XP_033163651.1|DMAU
OG0002781	LOC118462676|XP_035784468.1|AALB	LOC117137155|XP_033154356.1|DMAU
OG0002782	LOC118463307|XP_035785685.1|AALB	LOC117142053|XP_033161819.1|DMAU
OG0002783	LOC118466205|XP_035791115.1|AALB	LOC117139994|XP_033158595.1|DMAU
OG0002784	LOC118466475|XP_035791751.1|AALB	LOC117135751|XP_033152098.1|DMAU
OG0002785	LOC118467773|XP_035794495.1|AALB	LOC117139301|XP_033157432.1|DMAU
OG0002786	LOC118466724|XP_035792284.1|AALB	LOC117140323|XP_033159062.1|DMAU
OG0002787	LOC118466422|XP_035791595.1|AALB	LOC117141315|XP_033160592.1|DMAU
OG0002788	LOC118466426|XP_035791602.1|AALB	LOC117141317|XP_033160602.1|DMAU
OG0002789	LOC118466421|XP_035791591.1|AALB	LOC117139882|XP_033158441.1|DMAU
OG0002790	LOC118463720|XP_035786405.1|AALB	LOC117139871|XP_033158419.1|DMAU
OG0002791	LOC118465602|XP_035789870.1|AALB	LOC117139942|XP_033158519.1|DMAU
OG0002792	LOC118465609|XP_035789878.1|AALB	LOC117136032|XP_033152540.1|DMAU
OG0002793	LOC118464085|XP_035787042.1|AALB	LOC117141577|XP_033160980.1|DMAU
OG0002794	LOC118467054|XP_035792948.1|AALB	LOC117141933|XP_033161562.1|DMAU
OG0002795	LOC118467598|XP_035794176.1|AALB	LOC117140452|XP_033159272.1|DMAU
OG0002796	LOC118466405|XP_035791566.1|AALB	LOC117140834|XP_033159834.1|DMAU
OG0002797	LOC118467902|XP_035794719.1|AALB	LOC117139873|XP_033158421.1|DMAU
OG0002798	LOC118465048|XP_035788824.1|AALB	LOC117148332|XP_033171560.1|DMAU
OG0002799	LOC118465750|XP_035790113.1|AALB	LOC117140522|XP_033159392.1|DMAU
OG0002800	LOC118466338|XP_035791351.1|AALB	LOC117141490|XP_033160860.1|DMAU
OG0002801	LOC118466192|XP_035791097.1|AALB	LOC117135560|XP_033151755.1|DMAU
OG0002803	LOC118460518|XP_035780786.1|AALB	LOC117141126|XP_033160345.1|DMAU
OG0002804	LOC118467293|XP_035793502.1|AALB	LOC117136003|XP_033152509.1|DMAU
OG0002805	LOC118464671|XP_035788076.1|AALB	LOC117136853|XP_033153843.1|DMAU
OG0002806	LOC118464121|XP_035787103.1|AALB	LOC117139072|XP_033157073.1|DMAU
OG0002807	LOC118465840|XP_035790342.1|AALB	LOC117135724|XP_033152058.1|DMAU
OG0002808	LOC118467679|XP_035794342.1|AALB	LOC117135945|XP_033152422.1|DMAU
OG0002809	LOC118466253|XP_035791198.1|AALB	LOC117140681|XP_033159628.1|DMAU
OG0002810	LOC118466068|XP_035790824.1|AALB	LOC117141611|XP_033161019.1|DMAU
OG0002811	LOC118466069|XP_035790826.1|AALB	LOC117139895|XP_033158465.1|DMAU
OG0002812	LOC118464104|XP_035787082.1|AALB	LOC117135760|XP_033152109.1|DMAU
OG0002814	LOC118466137|XP_035790981.1|AALB	LOC117135486|XP_033151597.1|DMAU
OG0002815	LOC118464422|XP_035787674.1|AALB	LOC117138675|XP_033156817.1|DMAU
OG0002816	LOC118466809|XP_035792488.1|AALB	LOC117137261|XP_033154514.1|DMAU
OG0002817	LOC118466815|XP_035792497.1|AALB	LOC117137958|XP_033155612.1|DMAU
OG0002818	LOC118466810|XP_035792489.1|AALB	LOC117138449|XP_033156454.1|DMAU
OG0002819	LOC118466518|XP_035791904.1|AALB	LOC117139613|XP_033157948.1|DMAU
OG0002820	LOC118463955|XP_035786831.1|AALB	LOC117139525|XP_033157778.1|DMAU
OG0002821	LOC118456698|XP_035773595.1|AALB	LOC117139385|XP_033157538.1|DMAU
OG0002822	LOC118466909|XP_035792666.1|AALB	LOC117136590|XP_033153454.1|DMAU
OG0002823	LOC118462595|XP_035784312.1|AALB	LOC117136039|XP_033152565.1|DMAU
OG0002824	LOC118462594|XP_035784310.1|AALB	LOC117136460|XP_033153278.1|DMAU
OG0002825	LOC118459750|XP_035779333.1|AALB	LOC117142062|XP_033161831.1|DMAU
OG0002826	LOC118464484|XP_035787799.1|AALB	LOC117138424|XP_033156420.1|DMAU
OG0002827	LOC118466600|XP_035792071.1|AALB	LOC117146290|XP_033168193.1|DMAU
OG0002828	LOC118457655|XP_035775291.1|AALB	LOC117138335|XP_033156263.1|DMAU
OG0002829	LOC118464734|XP_035788230.1|AALB	LOC117136757|XP_033153684.1|DMAU
OG0002830	LOC118466789|XP_035792418.1|AALB	LOC117137436|XP_033154760.1|DMAU
OG0002831	LOC118458588|XP_035777144.1|AALB	LOC117138521|XP_033156551.1|DMAU
OG0002832	LOC118461533|XP_035782858.1|AALB	LOC117137678|XP_033155136.1|DMAU
OG0002833	LOC118457555|XP_035775114.1|AALB	LOC117137041|XP_033154138.1|DMAU
OG0002834	LOC118461344|XP_035782450.1|AALB	LOC117136583|XP_033153447.1|DMAU
OG0002835	LOC118460011|XP_035779830.1|AALB	LOC117136415|XP_033153214.1|DMAU
OG0002836	LOC118467387|XP_035793721.1|AALB	LOC117135659|XP_033151934.1|DMAU
OG0002837	LOC118467378|XP_035793695.1|AALB	LOC117138467|XP_033156485.1|DMAU
OG0002838	LOC118459883|XP_035779573.1|AALB	LOC117136007|XP_033152514.1|DMAU
OG0002839	LOC118456883|XP_035773890.1|AALB	LOC117137360|XP_033154652.1|DMAU
OG0002840	LOC118456981|XP_035774078.1|AALB	LOC117146097|XP_033167969.1|DMAU
OG0002841	LOC118468509|XP_035795237.1|AALB	LOC117135294|XP_033151359.1|DMAU
OG0002842	LOC118468788|XP_035795881.1|AALB	LOC117146328|XP_033168304.1|DMAU
OG0002843	LOC118466538|XP_035791945.1|AALB	LOC117138481|XP_033156501.1|DMAU
OG0002844	LOC118457031|XP_035774158.1|AALB	LOC117141862|XP_033161433.1|DMAU
OG0002845	LOC118457371|XP_035774793.1|AALB	LOC117135213|XP_033151193.1|DMAU
OG0002846	LOC118460843|XP_035781426.1|AALB	LOC117138266|XP_033156120.1|DMAU
OG0002847	LOC118462068|XP_035783957.1|AALB	LOC117135210|XP_033151189.1|DMAU
OG0002848	LOC118462064|XP_035783950.1|AALB	LOC117141061|XP_033160244.1|DMAU
OG0002849	LOC118457740|XP_035775444.1|AALB	LOC117135152|XP_033151103.1|DMAU
OG0002850	LOC118461880|XP_035783610.1|AALB	LOC117139886|XP_033158452.1|DMAU
OG0002851	LOC118459530|XP_035778882.1|AALB	LOC117145993|XP_033167838.1|DMAU
OG0002852	LOC118459535|XP_035778888.1|AALB	LOC117137471|XP_033154810.1|DMAU
OG0002853	LOC118457150|XP_035774367.1|AALB	LOC117148675|XP_033172108.1|DMAU
OG0002854	LOC118457106|XP_035774290.1|AALB	LOC117150270|XP_033172971.1|DMAU
OG0002855	LOC118458376|XP_035776671.1|AALB	LOC117140836|XP_033159840.1|DMAU
OG0002856	LOC118459789|XP_035779403.1|AALB	LOC117144513|XP_033165626.1|DMAU
OG0002857	LOC118468939|XP_035796165.1|AALB	LOC117135339|XP_033151434.1|DMAU
OG0002858	LOC118468734|XP_035795769.1|AALB	LOC117135246|XP_033151281.1|DMAU
OG0002859	LOC118468102|XP_035794873.1|AALB	LOC117136011|XP_033152521.1|DMAU
OG0002860	LOC118456833|XP_035773821.1|AALB	LOC117137368|XP_033154703.1|DMAU
OG0002861	LOC118468790|XP_035795891.1|AALB	LOC117144474|XP_033165542.1|DMAU
OG0002862	LOC118459043|XP_035777959.1|AALB	LOC117145338|XP_033166844.1|DMAU
OG0002863	LOC118468738|XP_035795783.1|AALB	LOC117150338|XP_033173077.1|DMAU
OG0002864	LOC118460108|XP_035780036.1|AALB	LOC117150343|XP_033173081.1|DMAU
OG0002865	LOC118460389|XP_035780555.1|AALB	LOC117137610|XP_033155027.1|DMAU
OG0002866	LOC118468630|XP_035795541.1|AALB	LOC117140590|XP_033159488.1|DMAU
OG0002867	LOC118458562|XP_035777098.1|AALB	LOC117145385|XP_033166913.1|DMAU
OG0002868	LOC118460408|XP_035780589.1|AALB	LOC117150276|XP_033172983.1|DMAU
OG0002869	LOC118460697|XP_035781105.1|AALB	LOC117150314|XP_033173040.1|DMAU
OG0002871	LOC118468540|XP_035795316.1|AALB	LOC117148603|XP_033171978.1|DMAU
OG0002872	LOC118467510|XP_035793960.1|AALB	LOC117136274|XP_033152999.1|DMAU
OG0002873	LOC118459533|XP_035778886.1|AALB	LOC117140224|XP_033158916.1|DMAU
OG0002874	LOC118468513|XP_035795242.1|AALB	LOC117147675|XP_033170547.1|DMAU
OG0002875	LOC118467764|XP_035794489.1|AALB	LOC117150581|XP_033173426.1|DMAU
OG0002877	LOC118459038|XP_035777950.1|AALB	LOC117150717|XP_033173622.1|DMAU
OG0002878	LOC118457633|XP_035775256.1|AALB	LOC117144506|XP_033165611.1|DMAU
OG0002879	LOC118457945|XP_035775852.1|AALB	LOC117139032|XP_033157024.1|DMAU
OG0002880	LOC118457942|XP_035775850.1|AALB	LOC117146469|XP_033168596.1|DMAU
OG0002881	LOC118459532|XP_035778884.1|AALB	LOC117150323|XP_033173052.1|DMAU
OG0002882	LOC118457448|XP_035774937.1|AALB	LOC117137675|XP_033155125.1|DMAU
OG0002883	LOC118461207|XP_035782152.1|AALB	LOC117135178|XP_033151134.1|DMAU
OG0002884	LOC118458085|XP_035776138.1|AALB	LOC117138166|XP_033155942.1|DMAU
OG0002885	LOC118461202|XP_035782147.1|AALB	LOC117140905|XP_033159966.1|DMAU
OG0002886	LOC118468632|XP_035795543.1|AALB	LOC117136096|XP_033152673.1|DMAU
OG0002887	LOC118457692|XP_035775358.1|AALB	LOC117136101|XP_033152688.1|DMAU
OG0002888	LOC118458236|XP_035776398.1|AALB	LOC117150524|XP_033173336.1|DMAU
OG0002889	LOC118468949|XP_035796192.1|AALB	LOC117140807|XP_033159799.1|DMAU
OG0002890	LOC118460971|XP_035781676.1|AALB	LOC117140219|XP_033158905.1|DMAU
OG0002891	LOC118467916|XP_035794753.1|AALB	LOC117143269|XP_033163742.1|DMAU
OG0002892	LOC118459414|XP_035778610.1|AALB	LOC117150874|XP_033173888.1|DMAU
OG0002893	LOC118468733|XP_035795764.1|AALB	LOC117138498|XP_033156522.1|DMAU
OG0002894	LOC118459219|XP_035778295.1|AALB	LOC117141870|XP_033161446.1|DMAU
OG0002895	LOC118460711|XP_035781134.1|AALB	LOC117137812|XP_033155382.1|DMAU
OG0002896	LOC118459135|XP_035778104.1|AALB	LOC117150954|XP_033174020.1|DMAU
OG0002897	LOC118456932|XP_035773968.1|AALB	LOC117138956|XP_033156890.1|DMAU
OG0002898	LOC118458119|XP_035776185.1|AALB	LOC117150393|XP_033173147.1|DMAU
OG0002899	LOC118460744|XP_035781204.1|AALB	LOC117135238|XP_033151267.1|DMAU
OG0002900	LOC118468691|XP_035795699.1|AALB	LOC117135236|XP_033151249.1|DMAU
OG0002901	LOC118459293|XP_035778431.1|AALB, LOC118461210|XP_035782164.1|AALB	LOC117151023|XP_033174123.1|DMAU
OG0002902	LOC118461119|XP_035781947.1|AALB	LOC117151024|XP_033174124.1|DMAU
OG0002903	LOC118461291|XP_035782357.1|AALB	LOC117135282|XP_033151341.1|DMAU
OG0002904	LOC118459130|XP_035778094.1|AALB	LOC117141733|XP_033161241.1|DMAU
OG0002905	LOC118459778|XP_035779387.1|AALB	LOC117139767|XP_033158259.1|DMAU
OG0002906	LOC118459776|XP_035779384.1|AALB	LOC117137012|XP_033154097.1|DMAU
OG0002908	LOC118458263|XP_035776447.1|AALB	LOC117136480|XP_033153307.1|DMAU
OG0002909	LOC118459231|XP_035778319.1|AALB	LOC117136445|XP_033153254.1|DMAU
OG0002910	LOC118459775|XP_035779383.1|AALB	LOC117143111|XP_033163489.1|DMAU
OG0002911	LOC118457557|XP_035775121.1|AALB	LOC117137189|XP_033154403.1|DMAU
OG0002912	LOC118456228|XP_035772704.1|AALB	LOC117147474|XP_033170258.1|DMAU
OG0002913	LOC118469039|XP_035796395.1|AALB	LOC117137253|XP_033154507.1|DMAU
OG0002914	LOC118456910|XP_035773929.1|AALB	LOC117150980|XP_033174066.1|DMAU
OG0002915	LOC118461738|XP_035783327.1|AALB	LOC117135695|XP_033151992.1|DMAU
OG0002916	LOC118468957|XP_035796202.1|AALB	LOC117150727|XP_033173640.1|DMAU
OG0002917	LOC118461749|XP_035783357.1|AALB	LOC117136093|XP_033152663.1|DMAU
OG0002918	LOC118461748|XP_035783355.1|AALB	LOC117138517|XP_033156542.1|DMAU
OG0002919	LOC118457741|XP_035775446.1|AALB	LOC117136800|XP_033153754.1|DMAU
OG0002920	LOC118459201|XP_035778263.1|AALB	LOC117150509|XP_033173306.1|DMAU
OG0002921	LOC118461000|XP_035781719.1|AALB	LOC117138038|XP_033155780.1|DMAU
OG0002922	LOC118468828|XP_035795952.1|AALB	LOC117143092|XP_033163464.1|DMAU
OG0002923	LOC118460997|XP_035781713.1|AALB	LOC117143055|XP_033163398.1|DMAU
OG0002924	LOC118468880|XP_035796062.1|AALB	LOC117143079|XP_033163443.1|DMAU
OG0002925	LOC118458546|XP_035777074.1|AALB	LOC117135725|XP_033152059.1|DMAU
OG0002926	LOC118456819|XP_035773805.1|AALB	LOC117150755|XP_033173682.1|DMAU
OG0002927	LOC118461709|XP_035783234.1|AALB	LOC117151027|XP_033174134.1|DMAU
OG0002928	LOC118461418|XP_035782604.1|AALB	LOC117149956|XP_033172746.1|DMAU, LOC117149962|XP_033172751.1|DMAU, LOC117141501|XP_033160882.1|DMAU, LOC117149960|XP_033172749.1|DMAU
OG0002929	LOC118457679|XP_035775329.1|AALB	LOC117149334|XP_033172658.1|DMAU
OG0002930	LOC118460120|XP_035780052.1|AALB	LOC117150226|XP_033172913.1|DMAU
OG0002931	LOC118457662|XP_035775307.1|AALB	LOC117140792|XP_033159797.1|DMAU
OG0002932	LOC118457911|XP_035775798.1|AALB	LOC117136212|XP_033152867.1|DMAU
OG0002933	LOC118458923|XP_035777781.1|AALB	LOC117136519|XP_033153353.1|DMAU
OG0002934	LOC118456924|XP_035773945.1|AALB	LOC117137761|XP_033155267.1|DMAU
OG0002935	LOC118461441|XP_035782652.1|AALB	LOC117138614|XP_033156717.1|DMAU
OG0002936	LOC118459329|XP_035778478.1|AALB	LOC117138475|XP_033156497.1|DMAU
OG0002937	LOC118456691|XP_035773572.1|AALB	LOC117136502|XP_033153337.1|DMAU
OG0002938	LOC118460758|XP_035781249.1|AALB	LOC117150626|XP_033173487.1|DMAU
