Orthogroup	AALB.longest_only	DSUB.longest_only
OG0002455	LOC118466013|XP_035790716.1|AALB	LOC117895357|XP_034658832.1|DSUB
OG0002456	LOC118466060|XP_035790802.1|AALB	LOC117890651|XP_034651496.1|DSUB
OG0002457	LOC118464737|XP_035788235.1|AALB	LOC117889872|XP_034650271.1|DSUB
OG0002458	LOC118457749|XP_035775454.1|AALB	LOC117901482|XP_034668142.1|DSUB
OG0002459	LOC118467100|XP_035793042.1|AALB	LOC117890822|XP_034651785.1|DSUB
OG0002460	LOC118464694|XP_035788107.1|AALB	LOC117890219|XP_034650848.1|DSUB
OG0002461	LOC118465162|XP_035789013.1|AALB	LOC117892434|XP_034654564.1|DSUB
OG0002462	LOC118465021|XP_035788776.1|AALB	LOC117892153|XP_034654092.1|DSUB
OG0002463	LOC118467226|XP_035793370.1|AALB	LOC117889838|XP_034650218.1|DSUB
OG0002464	LOC118467034|XP_035792910.1|AALB	LOC117891876|XP_034653532.1|DSUB
OG0002465	LOC118467032|XP_035792907.1|AALB	LOC117890474|XP_034651228.1|DSUB
OG0002466	LOC118467618|XP_035794215.1|AALB	LOC117902931|XP_034670419.1|DSUB
OG0002467	LOC118464769|XP_035788285.1|AALB	LOC117893517|XP_034656047.1|DSUB
OG0002468	LOC118465937|XP_035790540.1|AALB	LOC117894308|XP_034657166.1|DSUB
OG0002469	LOC118464168|XP_035787199.1|AALB	LOC117896058|XP_034659962.1|DSUB
OG0002470	LOC118464183|XP_035787227.1|AALB	LOC117892298|XP_034654331.1|DSUB
OG0002471	LOC118463363|XP_035785774.1|AALB	LOC117891936|XP_034653669.1|DSUB
OG0002472	LOC118464351|XP_035787565.1|AALB	LOC117890429|XP_034651140.1|DSUB
OG0002473	LOC118464361|XP_035787579.1|AALB	LOC117892197|XP_034654180.1|DSUB
OG0002474	LOC118462552|XP_035784212.1|AALB	LOC117893743|XP_034656363.1|DSUB
OG0002475	LOC118463881|XP_035786694.1|AALB	LOC117897280|XP_034661902.1|DSUB
OG0002476	LOC118464221|XP_035787286.1|AALB	LOC117889941|XP_034650368.1|DSUB
OG0002477	LOC118467251|XP_035793426.1|AALB	LOC117890649|XP_034651492.1|DSUB
OG0002478	LOC118467250|XP_035793421.1|AALB	LOC117890615|XP_034651447.1|DSUB
OG0002479	LOC118466774|XP_035792392.1|AALB	LOC117891349|XP_034652670.1|DSUB
OG0002480	LOC118464983|XP_035788708.1|AALB	LOC117890215|XP_034650839.1|DSUB
OG0002481	LOC118464500|XP_035787828.1|AALB	LOC117891963|XP_034653729.1|DSUB, LOC117897489|XP_034662271.1|DSUB
OG0002482	LOC118463880|XP_035786692.1|AALB	LOC117892482|XP_034654626.1|DSUB
OG0002483	LOC118464941|XP_035788621.1|AALB	LOC117892621|XP_034654863.1|DSUB
OG0002484	LOC118464946|XP_035788628.1|AALB	LOC117891166|XP_034652380.1|DSUB
OG0002485	LOC118463977|XP_035786880.1|AALB	LOC117890572|XP_034651397.1|DSUB
OG0002486	LOC118467959|XP_035794835.1|AALB	LOC117894976|XP_034658206.1|DSUB
OG0002488	LOC118464802|XP_035788358.1|AALB	LOC117890308|XP_034650978.1|DSUB
OG0002489	LOC118462685|XP_035784492.1|AALB	LOC117895752|XP_034659513.1|DSUB
OG0002490	LOC118463761|XP_035786468.1|AALB	LOC117891295|XP_034652591.1|DSUB
OG0002491	LOC118466923|XP_035792701.1|AALB	LOC117893366|XP_034655848.1|DSUB
OG0002492	LOC118465987|XP_035790668.1|AALB, LOC118465993|XP_035790678.1|AALB	LOC117890506|XP_034651296.1|DSUB
OG0002493	LOC118465985|XP_035790658.1|AALB	LOC117891286|XP_034652569.1|DSUB
OG0002495	LOC118462829|XP_035784753.1|AALB	LOC117891516|XP_034652902.1|DSUB
OG0002496	LOC118464803|XP_035788359.1|AALB	LOC117896550|XP_034660826.1|DSUB
OG0002497	LOC118464813|XP_035788373.1|AALB	LOC117894502|XP_034657503.1|DSUB
OG0002498	LOC118463201|XP_035785529.1|AALB	LOC117893376|XP_034655861.1|DSUB, LOC117903686|XP_034671915.1|DSUB, LOC117894566|XP_034657594.1|DSUB
OG0002508	LOC118459048|XP_035777969.1|AALB	LOC117903827|XP_034672169.1|DSUB
OG0002509	LOC118467981|XP_035794863.1|AALB	LOC117892086|XP_034653968.1|DSUB
OG0002510	LOC118458351|XP_035776599.1|AALB	LOC117898191|XP_034663305.1|DSUB
OG0002511	LOC118467147|XP_035793224.1|AALB	LOC117899685|XP_034665766.1|DSUB
OG0002512	LOC118458417|XP_035776738.1|AALB	LOC117902985|XP_034670574.1|DSUB
OG0002513	LOC118457877|XP_035775697.1|AALB	LOC117896960|XP_034661396.1|DSUB
OG0002514	LOC118467621|XP_035794223.1|AALB, LOC118460209|XP_035780217.1|AALB	LOC117895628|XP_034659274.1|DSUB
OG0002516	LOC118460637|XP_035780987.1|AALB	LOC117899252|XP_034665027.1|DSUB
OG0002517	LOC118456694|XP_035773592.1|AALB	LOC117902988|XP_034670594.1|DSUB
OG0002518	LOC118461771|XP_035783397.1|AALB	LOC117898978|XP_034664610.1|DSUB
OG0002519	LOC118462310|XP_035784009.1|AALB	LOC117891654|XP_034653097.1|DSUB
OG0002520	LOC118462336|XP_035784011.1|AALB	LOC117903680|XP_034671909.1|DSUB
OG0002522	LOC118463360|XP_035785770.1|AALB	LOC117896621|XP_034660950.1|DSUB
OG0002523	LOC118464696|XP_035788156.1|AALB	LOC117896812|XP_034661208.1|DSUB
OG0002524	LOC118460475|XP_035780702.1|AALB, LOC118462538|XP_035784200.1|AALB, LOC118465983|XP_035790659.1|AALB	LOC117891203|XP_034652436.1|DSUB
OG0002525	LOC118461653|XP_035783124.1|AALB	LOC117894223|XP_034657030.1|DSUB
OG0002526	LOC118458396|XP_035776699.1|AALB	LOC117896919|XP_034661350.1|DSUB
OG0002528	LOC118456509|XP_035773275.1|AALB	LOC117902322|XP_034669506.1|DSUB
OG0002529	LOC118464640|XP_035787995.1|AALB	LOC117899127|XP_034664810.1|DSUB
OG0002530	LOC118465697|XP_035790021.1|AALB	LOC117900270|XP_034666472.1|DSUB
OG0002531	LOC118468526|XP_035795287.1|AALB	LOC117901721|XP_034668490.1|DSUB
OG0002532	LOC118464240|XP_035787323.1|AALB	LOC117897807|XP_034662747.1|DSUB
OG0002533	LOC118465442|XP_035789589.1|AALB	LOC117900940|XP_034667401.1|DSUB
OG0002534	LOC118457279|XP_035774588.1|AALB	LOC117890724|XP_034651663.1|DSUB
OG0002535	LOC118466074|XP_035790839.1|AALB	LOC117894708|XP_034657780.1|DSUB
OG0002536	LOC118464376|XP_035787615.1|AALB, LOC118466675|XP_035792176.1|AALB	LOC117896936|XP_034661367.1|DSUB
OG0002537	LOC118467244|XP_035793409.1|AALB	LOC117889835|XP_034650214.1|DSUB
OG0002539	LOC118465434|XP_035789579.1|AALB	LOC117892279|XP_034654290.1|DSUB
OG0002540	LOC118456270|XP_035772778.1|AALB	LOC117898786|XP_034664314.1|DSUB
OG0002541	LOC118458974|XP_035777860.1|AALB	LOC117899508|XP_034665454.1|DSUB
OG0002542	LOC118461245|XP_035782255.1|AALB	LOC117898513|XP_034663866.1|DSUB
OG0002543	LOC118463118|XP_035785343.1|AALB, LOC118465289|XP_035789224.1|AALB	LOC117892422|XP_034654550.1|DSUB
OG0002544	LOC118458190|XP_035776330.1|AALB	LOC117899031|XP_034664681.1|DSUB
OG0002545	LOC118463572|XP_035786106.1|AALB	LOC117903286|XP_034671106.1|DSUB
OG0002547	LOC118468754|XP_035795808.1|AALB	LOC117899107|XP_034664789.1|DSUB
OG0002548	LOC118463908|XP_035786782.1|AALB	LOC117889903|XP_034650350.1|DSUB
OG0002549	LOC118463719|XP_035786443.1|AALB	LOC117895631|XP_034659325.1|DSUB
OG0002550	LOC118459714|XP_035779271.1|AALB	LOC117903214|XP_034670990.1|DSUB
OG0002551	LOC118463635|XP_035786260.1|AALB	LOC117897992|XP_034663009.1|DSUB
OG0002552	LOC118458898|XP_035777750.1|AALB	LOC117902413|XP_034669646.1|DSUB
OG0002553	LOC118458325|XP_035776567.1|AALB	LOC117901822|XP_034668646.1|DSUB, LOC117901160|XP_034667702.1|DSUB
OG0002554	LOC118459206|XP_035778279.1|AALB	LOC117890351|XP_034651039.1|DSUB
OG0002555	LOC118458461|XP_035776874.1|AALB	LOC117903536|XP_034671615.1|DSUB
OG0002556	LOC118468415|XP_035795111.1|AALB	LOC117901729|XP_034668502.1|DSUB
OG0002557	LOC118459862|XP_035779530.1|AALB	LOC117903739|XP_034671992.1|DSUB
OG0002558	LOC118467729|XP_035794426.1|AALB, LOC118464952|XP_035788638.1|AALB	LOC117898495|XP_034663828.1|DSUB
OG0002559	LOC118460503|XP_035780794.1|AALB	LOC117897300|XP_034661932.1|DSUB
OG0002560	LOC118462752|XP_035784612.1|AALB	LOC117897839|XP_034662796.1|DSUB
OG0002561	LOC118457115|XP_035774310.1|AALB	LOC117897240|XP_034661850.1|DSUB
OG0002562	LOC118459194|XP_035778292.1|AALB	LOC117901353|XP_034667957.1|DSUB
OG0002565	LOC118458607|XP_035777178.1|AALB	LOC117898264|XP_034663409.1|DSUB
OG0002566	LOC118457951|XP_035775867.1|AALB	LOC117899282|XP_034665078.1|DSUB
OG0002567	LOC118458470|XP_035776896.1|AALB	LOC117903682|XP_034671911.1|DSUB
OG0002568	LOC118463556|XP_035786073.1|AALB, LOC118468644|XP_035795564.1|AALB	LOC117899493|XP_034665433.1|DSUB
OG0002569	LOC118466808|XP_035792487.1|AALB	LOC117894689|XP_034657758.1|DSUB
OG0002570	LOC118463264|XP_035785630.1|AALB	LOC117897756|XP_034662688.1|DSUB
OG0002571	LOC118459191|XP_035778243.1|AALB	LOC117896270|XP_034660352.1|DSUB
OG0002572	LOC118465676|XP_035790000.1|AALB	LOC117892574|XP_034654793.1|DSUB, LOC117890603|XP_034651433.1|DSUB
OG0002573	LOC118465039|XP_035788802.1|AALB	LOC117897055|XP_034661538.1|DSUB
OG0002574	LOC118459213|XP_035778286.1|AALB	LOC117896619|XP_034660947.1|DSUB
OG0002575	LOC118460978|XP_035781689.1|AALB	LOC117896085|XP_034660015.1|DSUB
OG0002576	LOC118457903|XP_035775787.1|AALB	LOC117897559|XP_034662387.1|DSUB
OG0002577	LOC118462760|XP_035784619.1|AALB	LOC117894006|XP_034656720.1|DSUB
OG0002578	LOC118463146|XP_035785416.1|AALB	LOC117902080|XP_034669064.1|DSUB
OG0002579	LOC118468470|XP_035795183.1|AALB	LOC117901605|XP_034668312.1|DSUB
OG0002580	LOC118456955|XP_035774025.1|AALB	LOC117890762|XP_034651713.1|DSUB
OG0002581	LOC118463781|XP_035786495.1|AALB	LOC117898688|XP_034664182.1|DSUB
OG0002582	LOC118460196|XP_035780195.1|AALB	LOC117899624|XP_034665669.1|DSUB
OG0002583	LOC118460362|XP_035780502.1|AALB	LOC117898317|XP_034663504.1|DSUB
OG0002584	LOC118459487|XP_035778797.1|AALB	LOC117895754|XP_034659517.1|DSUB
OG0002585	LOC118459494|XP_035778809.1|AALB	LOC117895756|XP_034659520.1|DSUB
OG0002586	LOC118461083|XP_035781869.1|AALB	LOC117898444|XP_034663740.1|DSUB
OG0002587	LOC118461082|XP_035781867.1|AALB	LOC117897375|XP_034662065.1|DSUB
OG0002588	LOC118458842|XP_035777638.1|AALB	LOC117898125|XP_034663207.1|DSUB
OG0002589	LOC118456825|XP_035773813.1|AALB	LOC117896194|XP_034660176.1|DSUB
OG0002590	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB	LOC117894470|XP_034657466.1|DSUB
OG0002591	LOC118458027|XP_035776026.1|AALB	LOC117896168|XP_034660140.1|DSUB
OG0002592	LOC118456419|XP_035773045.1|AALB	LOC117898743|XP_034664256.1|DSUB
OG0002593	LOC118460083|XP_035779991.1|AALB	LOC117896347|XP_034660480.1|DSUB
OG0002594	LOC118461262|XP_035782277.1|AALB	LOC117899730|XP_034665865.1|DSUB
OG0002595	LOC118461076|XP_035781862.1|AALB	LOC117898435|XP_034663718.1|DSUB
OG0002596	LOC118457696|XP_035775362.1|AALB	LOC117897390|XP_034662093.1|DSUB
OG0002597	LOC118457495|XP_035775023.1|AALB	LOC117898694|XP_034664200.1|DSUB
OG0002598	LOC118468263|XP_035794906.1|AALB	LOC117895968|XP_034659814.1|DSUB
OG0002599	LOC118468881|XP_035796065.1|AALB	LOC117897700|XP_034662612.1|DSUB
OG0002600	LOC118459383|XP_035778578.1|AALB	LOC117891903|XP_034653617.1|DSUB
OG0002601	LOC118456247|XP_035772737.1|AALB	LOC117896831|XP_034661236.1|DSUB
OG0002602	LOC118460924|XP_035781573.1|AALB	LOC117896751|XP_034661107.1|DSUB
OG0002603	LOC118457541|XP_035775087.1|AALB	LOC117898065|XP_034663126.1|DSUB
OG0002604	LOC118458877|XP_035777720.1|AALB	LOC117898047|XP_034663097.1|DSUB
OG0002605	LOC118457185|XP_035774425.1|AALB	LOC117899669|XP_034665747.1|DSUB
OG0002606	LOC118457815|XP_035775569.1|AALB	LOC117897376|XP_034662067.1|DSUB
OG0002607	LOC118457828|XP_035775595.1|AALB	LOC117897388|XP_034662087.1|DSUB
OG0002608	LOC118460311|XP_035780411.1|AALB	LOC117898024|XP_034663052.1|DSUB
OG0002609	LOC118464878|XP_035788513.1|AALB	LOC117892531|XP_034654726.1|DSUB
OG0002610	LOC118460663|XP_035781023.1|AALB	LOC117895994|XP_034659872.1|DSUB
OG0002611	LOC118461384|XP_035782538.1|AALB	LOC117897632|XP_034662496.1|DSUB
OG0002612	LOC118457549|XP_035775108.1|AALB	LOC117899160|XP_034664910.1|DSUB
OG0002613	LOC118460241|XP_035780290.1|AALB	LOC117897041|XP_034661515.1|DSUB
OG0002614	LOC118460234|XP_035780269.1|AALB	LOC117897409|XP_034662125.1|DSUB
OG0002615	LOC118457714|XP_035775393.1|AALB	LOC117893067|XP_034655365.1|DSUB
OG0002616	LOC118456417|XP_035773037.1|AALB	LOC117898548|XP_034663917.1|DSUB
OG0002617	LOC118461561|XP_035782915.1|AALB	LOC117899622|XP_034665667.1|DSUB
OG0002618	LOC118468547|XP_035795335.1|AALB	LOC117896395|XP_034660591.1|DSUB
OG0002619	LOC118461725|XP_035783285.1|AALB	LOC117896556|XP_034660833.1|DSUB
OG0002620	LOC118461756|XP_035783376.1|AALB	LOC117897116|XP_034661657.1|DSUB
OG0002621	LOC118468562|XP_035795367.1|AALB	LOC117897437|XP_034662167.1|DSUB
OG0002622	LOC118466776|XP_035792395.1|AALB	LOC117893397|XP_034655886.1|DSUB
OG0002623	LOC118457847|XP_035775627.1|AALB	LOC117898265|XP_034663410.1|DSUB
OG0002624	LOC118457850|XP_035775629.1|AALB	LOC117899701|XP_034665799.1|DSUB
OG0002625	LOC118457583|XP_035775156.1|AALB	LOC117899135|XP_034664825.1|DSUB
OG0002626	LOC118468557|XP_035795351.1|AALB	LOC117898253|XP_034663398.1|DSUB
OG0002627	LOC118459268|XP_035778384.1|AALB	LOC117897929|XP_034662905.1|DSUB
OG0002628	LOC118460455|XP_035780668.1|AALB	LOC117897171|XP_034661760.1|DSUB
OG0002629	LOC118456962|XP_035774036.1|AALB	LOC117898340|XP_034663556.1|DSUB
OG0002630	LOC118462009|XP_035783838.1|AALB, LOC118462008|XP_035783836.1|AALB	LOC117899412|XP_034665290.1|DSUB
OG0002631	LOC118461689|XP_035783199.1|AALB	LOC117896072|XP_034659989.1|DSUB
OG0002632	LOC118459624|XP_035779094.1|AALB	LOC117897586|XP_034662431.1|DSUB
OG0002633	LOC118457289|XP_035774644.1|AALB	LOC117897060|XP_034661547.1|DSUB
OG0002634	LOC118457287|XP_035774640.1|AALB	LOC117899474|XP_034665392.1|DSUB
OG0002635	LOC118460150|XP_035780139.1|AALB	LOC117896145|XP_034660109.1|DSUB
OG0002636	LOC118459954|XP_035779733.1|AALB	LOC117896330|XP_034660461.1|DSUB
OG0002637	LOC118458014|XP_035776005.1|AALB	LOC117900754|XP_034667126.1|DSUB
OG0002638	LOC118457956|XP_035775873.1|AALB	LOC117898881|XP_034664455.1|DSUB
OG0002639	LOC118460137|XP_035780115.1|AALB	LOC117898382|XP_034663624.1|DSUB
OG0002640	LOC118460635|XP_035780981.1|AALB	LOC117896784|XP_034661171.1|DSUB
OG0002641	LOC118461491|XP_035782766.1|AALB	LOC117898804|XP_034664340.1|DSUB
OG0002642	LOC118468448|XP_035795117.1|AALB	LOC117898272|XP_034663418.1|DSUB
OG0002643	LOC118468447|XP_035795110.1|AALB	LOC117898266|XP_034663411.1|DSUB
OG0002644	LOC118456236|XP_035772714.1|AALB	LOC117896604|XP_034660928.1|DSUB
OG0002645	LOC118458635|XP_035777217.1|AALB	LOC117898163|XP_034663263.1|DSUB
OG0002646	LOC118457346|XP_035774737.1|AALB	LOC117896842|XP_034661256.1|DSUB
OG0002647	LOC118457347|XP_035774738.1|AALB	LOC117899516|XP_034665460.1|DSUB
OG0002648	LOC118459579|XP_035779000.1|AALB	LOC117896635|XP_034660971.1|DSUB
OG0002649	LOC118458841|XP_035777637.1|AALB	LOC117899104|XP_034664776.1|DSUB
OG0002650	LOC118461478|XP_035782728.1|AALB	LOC117899514|XP_034665457.1|DSUB
OG0002651	LOC118456795|XP_035773775.1|AALB	LOC117896086|XP_034660016.1|DSUB
OG0002652	LOC118457013|XP_035774134.1|AALB	LOC117899614|XP_034665648.1|DSUB
OG0002653	LOC118461567|XP_035782936.1|AALB, LOC118468614|XP_035795508.1|AALB	LOC117896779|XP_034661146.1|DSUB
OG0002654	LOC118457913|XP_035775806.1|AALB	LOC117896279|XP_034660373.1|DSUB
OG0002655	LOC118460059|XP_035779935.1|AALB	LOC117899157|XP_034664897.1|DSUB
OG0002656	LOC118457885|XP_035775707.1|AALB	LOC117896828|XP_034661229.1|DSUB
OG0002657	LOC118456355|XP_035772909.1|AALB	LOC117896144|XP_034660108.1|DSUB
OG0002658	LOC118468310|XP_035794941.1|AALB	LOC117896161|XP_034660129.1|DSUB
OG0002659	LOC118467283|XP_035793482.1|AALB, LOC118461339|XP_035782442.1|AALB	LOC117899463|XP_034665369.1|DSUB
OG0002660	LOC118462569|XP_035784263.1|AALB	LOC117903024|XP_034670649.1|DSUB
OG0002661	LOC118466149|XP_035791008.1|AALB	LOC117897407|XP_034662122.1|DSUB
OG0002662	LOC118467474|XP_035793906.1|AALB	LOC117892282|XP_034654292.1|DSUB
OG0002663	LOC118458578|XP_035777129.1|AALB	LOC117899567|XP_034665568.1|DSUB
OG0002664	LOC118468303|XP_035794932.1|AALB	LOC117900475|XP_034666746.1|DSUB
OG0002665	LOC118465312|XP_035789321.1|AALB	LOC117892717|XP_034655028.1|DSUB
OG0002666	LOC118465298|XP_035789271.1|AALB	LOC117892712|XP_034655019.1|DSUB
OG0002667	LOC118464790|XP_035788314.1|AALB	LOC117891189|XP_034652414.1|DSUB
OG0002668	LOC118462525|XP_035784165.1|AALB	LOC117893556|XP_034656109.1|DSUB
OG0002669	LOC118462528|XP_035784174.1|AALB	LOC117900409|XP_034666655.1|DSUB
OG0002670	LOC118466458|XP_035791703.1|AALB	LOC117894133|XP_034656918.1|DSUB
OG0002671	LOC118465718|XP_035790047.1|AALB	LOC117894131|XP_034656911.1|DSUB
OG0002672	LOC118465097|XP_035788923.1|AALB	LOC117892248|XP_034654251.1|DSUB
OG0002673	LOC118462748|XP_035784605.1|AALB	LOC117889844|XP_034650228.1|DSUB
OG0002674	LOC118463832|XP_035786614.1|AALB	LOC117891185|XP_034652403.1|DSUB
OG0002675	LOC118463149|XP_035785418.1|AALB	LOC117893292|XP_034655753.1|DSUB
OG0002676	LOC118466652|XP_035792131.1|AALB	LOC117891436|XP_034652799.1|DSUB
OG0002677	LOC118465941|XP_035790556.1|AALB	LOC117892216|XP_034654207.1|DSUB
OG0002678	LOC118462973|XP_035785034.1|AALB	LOC117890720|XP_034651653.1|DSUB
OG0002679	LOC118464655|XP_035788019.1|AALB	LOC117889834|XP_034650207.1|DSUB
OG0002680	LOC118460185|XP_035780183.1|AALB, LOC118459797|XP_035779425.1|AALB	LOC117903564|XP_034671662.1|DSUB
OG0002681	LOC118464206|XP_035787269.1|AALB	LOC117891779|XP_034653336.1|DSUB
OG0002682	LOC118462589|XP_035784295.1|AALB	LOC117895851|XP_034659707.1|DSUB
OG0002684	LOC118466302|XP_035791299.1|AALB	LOC117897141|XP_034661741.1|DSUB
OG0002685	LOC118467203|XP_035793310.1|AALB	LOC117895288|XP_034658721.1|DSUB
OG0002686	LOC118467739|XP_035794438.1|AALB	LOC117895591|XP_034659232.1|DSUB
OG0002687	LOC118462807|XP_035784712.1|AALB	LOC117895428|XP_034658959.1|DSUB
OG0002688	LOC118465094|XP_035788897.1|AALB	LOC117893567|XP_034656127.1|DSUB
OG0002689	LOC118467769|XP_035794491.1|AALB	LOC117903554|XP_034671646.1|DSUB
OG0002690	LOC118462812|XP_035784722.1|AALB	LOC117894562|XP_034657576.1|DSUB
OG0002691	LOC118462805|XP_035784701.1|AALB	LOC117890692|XP_034651575.1|DSUB
OG0002692	LOC118462811|XP_035784716.1|AALB	LOC117892161|XP_034654116.1|DSUB
OG0002693	LOC118463509|XP_035786002.1|AALB	LOC117895281|XP_034658706.1|DSUB
OG0002694	LOC118465307|XP_035789300.1|AALB	LOC117892350|XP_034654442.1|DSUB
OG0002695	LOC118464783|XP_035788307.1|AALB	LOC117894588|XP_034657625.1|DSUB, LOC117901081|XP_034667593.1|DSUB
OG0002696	LOC118465340|XP_035789389.1|AALB	LOC117893413|XP_034655915.1|DSUB
OG0002697	LOC118466520|XP_035791905.1|AALB	LOC117894127|XP_034656906.1|DSUB
OG0002698	LOC118462922|XP_035784922.1|AALB	LOC117895404|XP_034658924.1|DSUB
OG0002699	LOC118462926|XP_035784928.1|AALB	LOC117893302|XP_034655770.1|DSUB
OG0002700	LOC118467466|XP_035793872.1|AALB	LOC117895183|XP_034658539.1|DSUB
OG0002701	LOC118467470|XP_035793897.1|AALB	LOC117891624|XP_034653053.1|DSUB
OG0002702	LOC118466956|XP_035792749.1|AALB	LOC117892754|XP_034655071.1|DSUB
OG0002704	LOC118465252|XP_035789166.1|AALB	LOC117889851|XP_034650241.1|DSUB
OG0002705	LOC118466433|XP_035791624.1|AALB	LOC117893058|XP_034655350.1|DSUB
OG0002706	LOC118463030|XP_035785165.1|AALB	LOC117890741|XP_034651683.1|DSUB
OG0002707	LOC118463023|XP_035785154.1|AALB	LOC117892906|XP_034655101.1|DSUB
OG0002708	LOC118465063|XP_035788839.1|AALB, LOC118460263|XP_035780329.1|AALB	LOC117894542|XP_034657553.1|DSUB
OG0002709	LOC118467119|XP_035793081.1|AALB	LOC117892697|XP_034654999.1|DSUB
OG0002710	LOC118467121|XP_035793083.1|AALB	LOC117892699|XP_034655001.1|DSUB
OG0002711	LOC118464249|XP_035787344.1|AALB	LOC117890401|XP_034651101.1|DSUB
OG0002712	LOC118465384|XP_035789471.1|AALB, LOC118465109|XP_035788946.1|AALB	LOC117890079|XP_034650625.1|DSUB
OG0002713	LOC118463809|XP_035786578.1|AALB	LOC117889904|XP_034650311.1|DSUB
OG0002714	LOC118465233|XP_035789123.1|AALB	LOC117891828|XP_034653460.1|DSUB
OG0002715	LOC118465795|XP_035790247.1|AALB	LOC117893674|XP_034656257.1|DSUB, LOC117894505|XP_034657544.1|DSUB
OG0002716	LOC118466677|XP_035792177.1|AALB	LOC117891951|XP_034653698.1|DSUB
OG0002717	LOC118464910|XP_035788568.1|AALB	LOC117897619|XP_034662476.1|DSUB
OG0002718	LOC118465552|XP_035789775.1|AALB	LOC117894928|XP_034658122.1|DSUB
OG0002719	LOC118465242|XP_035789155.1|AALB	LOC117899591|XP_034665601.1|DSUB
OG0002720	LOC118465241|XP_035789154.1|AALB	LOC117893025|XP_034655274.1|DSUB
OG0002721	LOC118464473|XP_035787775.1|AALB	LOC117902289|XP_034669457.1|DSUB
OG0002722	LOC118465568|XP_035789823.1|AALB	LOC117891979|XP_034653745.1|DSUB
OG0002723	LOC118467594|XP_035794158.1|AALB	LOC117890190|XP_034650787.1|DSUB
OG0002724	LOC118463896|XP_035786720.1|AALB	LOC117897114|XP_034661655.1|DSUB
OG0002725	LOC118467372|XP_035793678.1|AALB	LOC117893837|XP_034656492.1|DSUB
OG0002726	LOC118467155|XP_035793189.1|AALB	LOC117895344|XP_034658811.1|DSUB
OG0002727	LOC118464844|XP_035788432.1|AALB	LOC117893043|XP_034655310.1|DSUB
OG0002728	LOC118467919|XP_035794752.1|AALB	LOC117890107|XP_034650664.1|DSUB
OG0002730	LOC118463119|XP_035785338.1|AALB	LOC117891493|XP_034652864.1|DSUB
OG0002731	LOC118464306|XP_035787490.1|AALB	LOC117892903|XP_034655098.1|DSUB
OG0002732	LOC118467872|XP_035794674.1|AALB	LOC117890256|XP_034650899.1|DSUB
OG0002733	LOC118465372|XP_035789460.1|AALB	LOC117890220|XP_034650849.1|DSUB
OG0002734	LOC118466123|XP_035790962.1|AALB	LOC117889779|XP_034650135.1|DSUB
OG0002735	LOC118467817|XP_035794594.1|AALB	LOC117891278|XP_034652546.1|DSUB
OG0002736	LOC118467818|XP_035794596.1|AALB	LOC117891282|XP_034652561.1|DSUB
OG0002737	LOC118466399|XP_035791555.1|AALB	LOC117895485|XP_034659060.1|DSUB
OG0002738	LOC118462524|XP_035784164.1|AALB	LOC117893935|XP_034656608.1|DSUB
OG0002739	LOC118465837|XP_035790327.1|AALB	LOC117894291|XP_034657142.1|DSUB
OG0002740	LOC118465836|XP_035790326.1|AALB	LOC117894290|XP_034657141.1|DSUB
OG0002741	LOC118463187|XP_035785501.1|AALB	LOC117890002|XP_034650481.1|DSUB
OG0002742	LOC118464107|XP_035787086.1|AALB	LOC117892623|XP_034654866.1|DSUB
OG0002743	LOC118463081|XP_035785236.1|AALB	LOC117894357|XP_034657238.1|DSUB
OG0002744	LOC118464458|XP_035787737.1|AALB	LOC117893285|XP_034655742.1|DSUB
OG0002745	LOC118467055|XP_035792951.1|AALB	LOC117895465|XP_034659031.1|DSUB
OG0002746	LOC118464538|XP_035787868.1|AALB	LOC117890060|XP_034650584.1|DSUB
OG0002747	LOC118467511|XP_035793955.1|AALB	LOC117896171|XP_034660143.1|DSUB
OG0002748	LOC118462856|XP_035784805.1|AALB	LOC117892713|XP_034655024.1|DSUB
OG0002749	LOC118463107|XP_035785317.1|AALB	LOC117890593|XP_034651421.1|DSUB
OG0002750	LOC118467935|XP_035794789.1|AALB	LOC117890725|XP_034651665.1|DSUB
OG0002751	LOC118467936|XP_035794791.1|AALB	LOC117890323|XP_034651002.1|DSUB
OG0002752	LOC118463284|XP_035785655.1|AALB	LOC117890656|XP_034651518.1|DSUB
OG0002753	LOC118463688|XP_035786354.1|AALB	LOC117890632|XP_034651472.1|DSUB
OG0002754	LOC118463424|XP_035785877.1|AALB, LOC118463416|XP_035785862.1|AALB	LOC117893962|XP_034656652.1|DSUB
OG0002755	LOC118463251|XP_035785613.1|AALB	LOC117891205|XP_034652434.1|DSUB
OG0002756	LOC118467232|XP_035793382.1|AALB	LOC117893131|XP_034655472.1|DSUB
OG0002757	LOC118467595|XP_035794159.1|AALB	LOC117894209|XP_034657015.1|DSUB
OG0002758	LOC118462652|XP_035784398.1|AALB	LOC117890080|XP_034650627.1|DSUB
OG0002759	LOC118463612|XP_035786185.1|AALB	LOC117891703|XP_034653186.1|DSUB
OG0002760	LOC118467354|XP_035793640.1|AALB	LOC117891644|XP_034653082.1|DSUB
