Orthogroup	AALB.longest_only	DSEC.longest_only
OG0002714	LOC118465233|XP_035789123.1|AALB	LOC6608050|XP_002032798.1|DSEC
OG0002715	LOC118465795|XP_035790247.1|AALB	LOC6618015|XP_032582627.1|DSEC
OG0002716	LOC118466677|XP_035792177.1|AALB	LOC6618901|XP_032570038.1|DSEC
OG0002717	LOC118464910|XP_035788568.1|AALB	LOC6607257|XP_032577226.1|DSEC
OG0002718	LOC118465552|XP_035789775.1|AALB	LOC6611084|XP_002035641.1|DSEC
OG0002719	LOC118465242|XP_035789155.1|AALB	LOC6606923|XP_002031717.1|DSEC
OG0002720	LOC118465241|XP_035789154.1|AALB	LOC6610852|XP_002035418.1|DSEC
OG0002721	LOC118464473|XP_035787775.1|AALB	LOC6614655|XP_002039082.1|DSEC
OG0002722	LOC118465568|XP_035789823.1|AALB	LOC6608322|XP_002033059.1|DSEC
OG0002723	LOC118467594|XP_035794158.1|AALB	LOC6618861|XP_032572474.1|DSEC
OG0002724	LOC118463896|XP_035786720.1|AALB	LOC6607775|XP_032579422.1|DSEC
OG0002725	LOC118467372|XP_035793678.1|AALB	LOC6619378|XP_002043594.1|DSEC
OG0002726	LOC118467155|XP_035793189.1|AALB	LOC6610462|XP_032575866.1|DSEC
OG0002727	LOC118464844|XP_035788432.1|AALB	LOC6610620|XP_002035187.1|DSEC
OG0002728	LOC118467919|XP_035794752.1|AALB	LOC6608864|XP_032570495.1|DSEC
OG0002730	LOC118463119|XP_035785338.1|AALB	LOC6609048|XP_032570641.1|DSEC
OG0002731	LOC118464306|XP_035787490.1|AALB	LOC6610194|XP_002034802.1|DSEC
OG0002732	LOC118467872|XP_035794674.1|AALB	LOC6608761|XP_002033484.2|DSEC
OG0002733	LOC118465372|XP_035789460.1|AALB	LOC6609685|XP_002034343.2|DSEC
OG0002734	LOC118466123|XP_035790962.1|AALB	LOC6620741|XP_032570675.1|DSEC
OG0002735	LOC118467817|XP_035794594.1|AALB	LOC6608444|XP_032570937.1|DSEC
OG0002736	LOC118467818|XP_035794596.1|AALB	LOC6608440|XP_032572803.1|DSEC
OG0002737	LOC118466399|XP_035791555.1|AALB	LOC6605007|XP_002029850.1|DSEC
OG0002738	LOC118462524|XP_035784164.1|AALB	LOC6610690|XP_002035256.1|DSEC
OG0002739	LOC118465837|XP_035790327.1|AALB	LOC6619435|XP_032573532.1|DSEC
OG0002740	LOC118465836|XP_035790326.1|AALB	LOC6619436|XP_002043651.1|DSEC
OG0002741	LOC118463187|XP_035785501.1|AALB	LOC6615289|XP_002039693.1|DSEC
OG0002742	LOC118464107|XP_035787086.1|AALB	LOC6615791|XP_002040161.1|DSEC
OG0002743	LOC118463081|XP_035785236.1|AALB	LOC6621217|XP_002045394.1|DSEC
OG0002744	LOC118464458|XP_035787737.1|AALB	LOC6616409|XP_002040769.1|DSEC
OG0002745	LOC118467055|XP_035792951.1|AALB	LOC6610405|XP_002034987.2|DSEC
OG0002746	LOC118464538|XP_035787868.1|AALB	LOC6609363|XP_002034052.2|DSEC
OG0002747	LOC118467511|XP_035793955.1|AALB	LOC6616741|XP_002041078.1|DSEC
OG0002748	LOC118462856|XP_035784805.1|AALB	LOC6613029|XP_002037519.1|DSEC
OG0002749	LOC118463107|XP_035785317.1|AALB	LOC6618868|XP_002043116.2|DSEC
OG0002750	LOC118467935|XP_035794789.1|AALB	LOC6609119|XP_032571177.1|DSEC
OG0002751	LOC118467936|XP_035794791.1|AALB	LOC6608102|XP_032570837.1|DSEC
OG0002752	LOC118463284|XP_035785655.1|AALB	LOC6608334|XP_002033071.1|DSEC
OG0002753	LOC118463688|XP_035786354.1|AALB	LOC6615508|XP_002039887.1|DSEC
OG0002754	LOC118463424|XP_035785877.1|AALB, LOC118463416|XP_035785862.1|AALB	LOC6611051|XP_032573135.1|DSEC
OG0002755	LOC118463251|XP_035785613.1|AALB	LOC6609826|XP_032572953.1|DSEC
OG0002756	LOC118467232|XP_035793382.1|AALB	LOC6616270|XP_002040634.1|DSEC
OG0002757	LOC118467595|XP_035794159.1|AALB	LOC6605074|XP_032575617.1|DSEC
OG0002758	LOC118462652|XP_035784398.1|AALB	LOC6609698|XP_032571917.1|DSEC
OG0002759	LOC118463612|XP_035786185.1|AALB	LOC6609676|XP_032570741.1|DSEC
OG0002760	LOC118467354|XP_035793640.1|AALB	LOC116800473|XP_032571592.1|DSEC
OG0002761	LOC118465618|XP_035789891.1|AALB	LOC6609862|XP_002034513.1|DSEC
OG0002762	LOC118467749|XP_035794452.1|AALB	LOC6609794|XP_032571463.1|DSEC
OG0002763	LOC118463748|XP_035786436.1|AALB	LOC6604951|XP_032575264.1|DSEC
OG0002764	LOC118466186|XP_035791081.1|AALB	LOC116801261|XP_032575515.1|DSEC
OG0002765	LOC118466183|XP_035791069.1|AALB	LOC6609729|XP_032570975.1|DSEC
OG0002766	LOC118466189|XP_035791088.1|AALB	LOC6609728|XP_032571783.1|DSEC
OG0002767	LOC118467334|XP_035793581.1|AALB	LOC6609671|XP_002034329.1|DSEC
OG0002768	LOC118466920|XP_035792693.1|AALB	LOC6615806|XP_002040176.1|DSEC
OG0002769	LOC118463423|XP_035785876.1|AALB	LOC6608862|XP_002033576.1|DSEC
OG0002770	LOC118463429|XP_035785889.1|AALB	LOC6611525|XP_002036066.1|DSEC
OG0002771	LOC118462502|XP_035784115.1|AALB	LOC6605123|XP_032574392.1|DSEC
OG0002772	LOC118462935|XP_035784946.1|AALB	LOC6605116|XP_032575211.1|DSEC
OG0002773	LOC118464418|XP_035787667.1|AALB	LOC6608902|XP_032571786.1|DSEC
OG0002774	LOC118464819|XP_035788379.1|AALB	LOC6615397|XP_032571869.1|DSEC
OG0002775	LOC118465015|XP_035788761.1|AALB	LOC6606074|XP_032574235.1|DSEC
OG0002776	LOC118463350|XP_035785756.1|AALB	LOC6605009|XP_032573387.1|DSEC
OG0002777	LOC118462559|XP_035784239.1|AALB	LOC6606009|XP_032575000.1|DSEC
OG0002778	LOC118462556|XP_035784230.1|AALB	LOC6606007|XP_032573927.1|DSEC
OG0002779	LOC118463181|XP_035785488.1|AALB	LOC6611131|XP_002035688.1|DSEC
OG0002780	LOC118466608|XP_035792087.1|AALB	LOC6614192|XP_002038639.1|DSEC
OG0002781	LOC118462676|XP_035784468.1|AALB	LOC6609218|XP_002033909.1|DSEC
OG0002782	LOC118463307|XP_035785685.1|AALB	LOC6619363|XP_002043580.1|DSEC
OG0002783	LOC118466205|XP_035791115.1|AALB	LOC6610639|XP_002035206.1|DSEC
OG0002784	LOC118466475|XP_035791751.1|AALB	LOC6615695|XP_032570063.1|DSEC
OG0002785	LOC118467773|XP_035794495.1|AALB	LOC6616518|XP_002040878.1|DSEC
OG0002786	LOC118466724|XP_035792284.1|AALB	LOC6605991|XP_002030803.2|DSEC
OG0002787	LOC118466422|XP_035791595.1|AALB	LOC6611076|XP_002035633.1|DSEC
OG0002788	LOC118466426|XP_035791602.1|AALB	LOC6611075|XP_002035632.1|DSEC
OG0002789	LOC118466421|XP_035791591.1|AALB	LOC6616421|XP_002040781.1|DSEC
OG0002790	LOC118463720|XP_035786405.1|AALB	LOC6605210|XP_002030048.1|DSEC
OG0002791	LOC118465602|XP_035789870.1|AALB	LOC6618365|XP_002042635.1|DSEC
OG0002792	LOC118465609|XP_035789878.1|AALB	LOC6608924|XP_032570968.1|DSEC
OG0002793	LOC118464085|XP_035787042.1|AALB	LOC6605044|XP_032576024.1|DSEC
OG0002794	LOC118467054|XP_035792948.1|AALB	LOC6610904|XP_032575991.1|DSEC
OG0002795	LOC118467598|XP_035794176.1|AALB	LOC6611010|XP_032574344.1|DSEC
OG0002796	LOC118466405|XP_035791566.1|AALB	LOC6610934|XP_002035491.1|DSEC
OG0002797	LOC118467902|XP_035794719.1|AALB	LOC6605212|XP_002030050.1|DSEC
OG0002798	LOC118465048|XP_035788824.1|AALB	LOC6614582|XP_002039010.1|DSEC
OG0002799	LOC118465750|XP_035790113.1|AALB	LOC6610244|XP_032575023.1|DSEC
OG0002800	LOC118466338|XP_035791351.1|AALB	LOC6605990|XP_032574044.1|DSEC
OG0002801	LOC118466192|XP_035791097.1|AALB	LOC6618865|XP_032572472.1|DSEC
OG0002803	LOC118460518|XP_035780786.1|AALB	LOC6614613|XP_002039041.1|DSEC
OG0002804	LOC118467293|XP_035793502.1|AALB	LOC6615524|XP_002039903.1|DSEC
OG0002805	LOC118464671|XP_035788076.1|AALB	LOC6608132|XP_002032879.1|DSEC
OG0002806	LOC118464121|XP_035787103.1|AALB	LOC6618364|XP_002042634.1|DSEC
OG0002807	LOC118465840|XP_035790342.1|AALB	LOC6618870|XP_002043118.1|DSEC
OG0002808	LOC118467679|XP_035794342.1|AALB	LOC6613027|XP_002037517.1|DSEC
OG0002809	LOC118466253|XP_035791198.1|AALB	LOC6605428|XP_002030261.1|DSEC
OG0002810	LOC118466068|XP_035790824.1|AALB	LOC6610254|XP_032575870.1|DSEC
OG0002811	LOC118466069|XP_035790826.1|AALB	LOC116801017|XP_032574090.1|DSEC
OG0002812	LOC118464104|XP_035787082.1|AALB	LOC6608944|XP_002033658.1|DSEC
OG0002814	LOC118466137|XP_035790981.1|AALB	LOC6615355|XP_002039753.2|DSEC
OG0002815	LOC118464422|XP_035787674.1|AALB	LOC6608852|XP_032570783.1|DSEC
OG0002816	LOC118466809|XP_035792488.1|AALB	LOC6609832|XP_002034484.1|DSEC
OG0002817	LOC118466815|XP_035792497.1|AALB	LOC6620681|XP_002044882.1|DSEC
OG0002818	LOC118466810|XP_035792489.1|AALB	LOC6608460|XP_002033194.2|DSEC
OG0002819	LOC118466518|XP_035791904.1|AALB	LOC6604845|XP_032573450.1|DSEC
OG0002820	LOC118463955|XP_035786831.1|AALB	LOC6604849|XP_002029694.1|DSEC
OG0002821	LOC118456698|XP_035773595.1|AALB	LOC6605483|XP_032573322.1|DSEC
OG0002822	LOC118466909|XP_035792666.1|AALB	LOC6615403|XP_002039785.1|DSEC
OG0002823	LOC118462595|XP_035784312.1|AALB	LOC6608068|XP_032570809.1|DSEC
OG0002824	LOC118462594|XP_035784310.1|AALB	LOC6608348|XP_032571075.1|DSEC
OG0002825	LOC118459750|XP_035779333.1|AALB	LOC6616555|XP_002040914.1|DSEC
OG0002826	LOC118464484|XP_035787799.1|AALB	LOC6615405|XP_002039787.1|DSEC
OG0002827	LOC118466600|XP_035792071.1|AALB	LOC6620291|XP_002044484.2|DSEC
OG0002828	LOC118457655|XP_035775291.1|AALB	LOC6615334|XP_032571836.1|DSEC
OG0002829	LOC118464734|XP_035788230.1|AALB	LOC6608853|XP_032570771.1|DSEC
OG0002830	LOC118466789|XP_035792418.1|AALB	LOC6608538|XP_032572808.1|DSEC
OG0002831	LOC118458588|XP_035777144.1|AALB	LOC6618263|XP_032581111.1|DSEC
OG0002832	LOC118461533|XP_035782858.1|AALB	LOC6611740|XP_032583538.1|DSEC
OG0002833	LOC118457555|XP_035775114.1|AALB	LOC6618905|XP_032570047.1|DSEC
OG0002834	LOC118461344|XP_035782450.1|AALB	LOC6615783|XP_002040153.1|DSEC
OG0002835	LOC118460011|XP_035779830.1|AALB	LOC6608846|XP_002033560.1|DSEC
OG0002836	LOC118467387|XP_035793721.1|AALB	LOC6608301|XP_032570677.1|DSEC
OG0002837	LOC118467378|XP_035793695.1|AALB	LOC6609764|XP_032571743.1|DSEC
OG0002838	LOC118459883|XP_035779573.1|AALB	LOC6615578|XP_002039952.1|DSEC
OG0002839	LOC118456883|XP_035773890.1|AALB	LOC6613030|XP_032572044.1|DSEC
OG0002840	LOC118456981|XP_035774078.1|AALB	LOC6611410|XP_002035954.1|DSEC
OG0002841	LOC118468509|XP_035795237.1|AALB	LOC6613249|XP_002037726.1|DSEC
OG0002842	LOC118468788|XP_035795881.1|AALB	LOC6617899|XP_032573217.1|DSEC
OG0002843	LOC118466538|XP_035791945.1|AALB	LOC6608063|XP_002032811.1|DSEC
OG0002844	LOC118457031|XP_035774158.1|AALB	LOC6605799|XP_032574290.1|DSEC
OG0002845	LOC118457371|XP_035774793.1|AALB	LOC6613411|XP_002037885.1|DSEC
OG0002846	LOC118460843|XP_035781426.1|AALB	LOC6608075|XP_002032823.1|DSEC
OG0002847	LOC118462068|XP_035783957.1|AALB	LOC6613412|XP_032571324.1|DSEC
OG0002848	LOC118462064|XP_035783950.1|AALB	LOC6614547|XP_002038978.1|DSEC
OG0002849	LOC118457740|XP_035775444.1|AALB	LOC6613580|XP_002038048.1|DSEC
OG0002850	LOC118461880|XP_035783610.1|AALB	LOC6611186|XP_002035743.1|DSEC
OG0002851	LOC118459530|XP_035778882.1|AALB	LOC6612012|XP_002036529.1|DSEC
OG0002852	LOC118459535|XP_035778888.1|AALB	LOC6608676|XP_032570873.1|DSEC
OG0002853	LOC118457150|XP_035774367.1|AALB	LOC6613670|XP_032578080.1|DSEC
OG0002854	LOC118457106|XP_035774290.1|AALB	LOC6614606|XP_032573793.1|DSEC
OG0002855	LOC118458376|XP_035776671.1|AALB	LOC6611461|XP_032578370.1|DSEC
OG0002856	LOC118459789|XP_035779403.1|AALB	LOC6611441|XP_032573587.1|DSEC
OG0002857	LOC118468939|XP_035796165.1|AALB	LOC6619308|XP_032571891.1|DSEC
OG0002858	LOC118468734|XP_035795769.1|AALB	LOC6613472|XP_032583470.1|DSEC
OG0002859	LOC118468102|XP_035794873.1|AALB	LOC6613136|XP_002037617.1|DSEC
OG0002860	LOC118456833|XP_035773821.1|AALB	LOC6613545|XP_032570019.1|DSEC
OG0002861	LOC118468790|XP_035795891.1|AALB	LOC6612073|XP_002036590.1|DSEC
OG0002862	LOC118459043|XP_035777959.1|AALB	LOC6617349|XP_002041674.1|DSEC
OG0002863	LOC118468738|XP_035795783.1|AALB	LOC6621138|XP_002045317.1|DSEC
OG0002864	LOC118460108|XP_035780036.1|AALB	LOC6621137|XP_002045316.1|DSEC
OG0002865	LOC118460389|XP_035780555.1|AALB	LOC6607970|XP_002032718.1|DSEC
OG0002866	LOC118468630|XP_035795541.1|AALB	LOC6604820|XP_002029665.1|DSEC
OG0002867	LOC118458562|XP_035777098.1|AALB	LOC6617834|XP_002042142.2|DSEC
OG0002868	LOC118460408|XP_035780589.1|AALB	LOC6613062|XP_002037545.2|DSEC
OG0002869	LOC118460697|XP_035781105.1|AALB	LOC6613061|XP_002037544.1|DSEC
OG0002871	LOC118468540|XP_035795316.1|AALB	LOC6611879|XP_002036397.1|DSEC
OG0002872	LOC118467510|XP_035793960.1|AALB	LOC6611844|XP_032579268.1|DSEC
OG0002873	LOC118459533|XP_035778886.1|AALB	LOC6614732|XP_002039156.1|DSEC
OG0002874	LOC118468513|XP_035795242.1|AALB	LOC6613569|XP_002038037.1|DSEC
OG0002875	LOC118467764|XP_035794489.1|AALB	LOC6613154|XP_002037635.2|DSEC
OG0002877	LOC118459038|XP_035777950.1|AALB	LOC6614568|XP_032569893.1|DSEC
OG0002878	LOC118457633|XP_035775256.1|AALB	LOC6614559|XP_032579586.1|DSEC
OG0002879	LOC118457945|XP_035775852.1|AALB	LOC6610724|XP_002035290.1|DSEC
OG0002880	LOC118457942|XP_035775850.1|AALB	LOC6615924|XP_002040292.1|DSEC
OG0002881	LOC118459532|XP_035778884.1|AALB	LOC6617265|XP_032574111.1|DSEC
OG0002882	LOC118457448|XP_035774937.1|AALB	LOC6609959|XP_002034605.1|DSEC
OG0002883	LOC118461207|XP_035782152.1|AALB	LOC6617211|XP_032583635.1|DSEC
OG0002884	LOC118458085|XP_035776138.1|AALB	LOC6613145|XP_002037626.1|DSEC
OG0002885	LOC118461202|XP_035782147.1|AALB	LOC6605109|XP_002029950.1|DSEC
OG0002886	LOC118468632|XP_035795543.1|AALB	LOC6617431|XP_002041754.1|DSEC
OG0002887	LOC118457692|XP_035775358.1|AALB	LOC6617429|XP_032569840.1|DSEC
OG0002888	LOC118458236|XP_035776398.1|AALB	LOC6618277|XP_032574310.1|DSEC
OG0002889	LOC118468949|XP_035796192.1|AALB	LOC6604796|XP_002029647.1|DSEC
OG0002890	LOC118460971|XP_035781676.1|AALB	LOC6614733|XP_002039157.1|DSEC
OG0002891	LOC118467916|XP_035794753.1|AALB	LOC6611910|XP_002036427.1|DSEC
OG0002892	LOC118459414|XP_035778610.1|AALB	LOC6612189|XP_032583217.1|DSEC
OG0002893	LOC118468733|XP_035795764.1|AALB	LOC6617393|XP_032571861.1|DSEC
OG0002894	LOC118459219|XP_035778295.1|AALB	LOC6605121|XP_032575215.1|DSEC
OG0002895	LOC118460711|XP_035781134.1|AALB	LOC6618915|XP_002043163.1|DSEC
OG0002896	LOC118459135|XP_035778104.1|AALB	LOC6617861|XP_002042169.1|DSEC
OG0002897	LOC118456932|XP_035773968.1|AALB	LOC6611399|XP_002035943.1|DSEC
OG0002898	LOC118458119|XP_035776185.1|AALB	LOC6613326|XP_002037802.1|DSEC
OG0002899	LOC118460744|XP_035781204.1|AALB	LOC116801571|XP_032577895.1|DSEC
OG0002900	LOC118468691|XP_035795699.1|AALB	LOC6617191|XP_032577830.1|DSEC
OG0002901	LOC118459293|XP_035778431.1|AALB, LOC118461210|XP_035782164.1|AALB	LOC6611574|XP_002036112.2|DSEC
OG0002902	LOC118461119|XP_035781947.1|AALB	LOC6611575|XP_002036113.1|DSEC
OG0002903	LOC118461291|XP_035782357.1|AALB	LOC6611485|XP_002036026.1|DSEC
OG0002904	LOC118459130|XP_035778094.1|AALB	LOC6605486|XP_032576027.1|DSEC
OG0002905	LOC118459778|XP_035779387.1|AALB	LOC6611204|XP_032574974.1|DSEC
OG0002906	LOC118459776|XP_035779384.1|AALB	LOC6618272|XP_032583554.1|DSEC
OG0002908	LOC118458263|XP_035776447.1|AALB	LOC6615279|XP_002039683.1|DSEC
OG0002909	LOC118459231|XP_035778319.1|AALB	LOC6609860|XP_032571129.1|DSEC
OG0002910	LOC118459775|XP_035779383.1|AALB	LOC6618189|XP_002042464.1|DSEC
OG0002911	LOC118457557|XP_035775121.1|AALB	LOC6618906|XP_002043154.1|DSEC
OG0002912	LOC118456228|XP_035772704.1|AALB	LOC6612277|XP_002036787.1|DSEC
OG0002913	LOC118469039|XP_035796395.1|AALB	LOC6615610|XP_002039984.1|DSEC
OG0002914	LOC118456910|XP_035773929.1|AALB	LOC6617353|XP_002041678.1|DSEC
OG0002915	LOC118461738|XP_035783327.1|AALB	LOC6618221|XP_002042496.1|DSEC
OG0002916	LOC118468957|XP_035796202.1|AALB	LOC6613391|XP_032583750.1|DSEC
OG0002917	LOC118461749|XP_035783357.1|AALB	LOC6609437|XP_002034122.1|DSEC
OG0002918	LOC118461748|XP_035783355.1|AALB	LOC6609411|XP_002034096.1|DSEC
OG0002919	LOC118457741|XP_035775446.1|AALB	LOC6609824|XP_002034478.1|DSEC
OG0002920	LOC118459201|XP_035778263.1|AALB	LOC6613686|XP_002038156.2|DSEC
OG0002921	LOC118461000|XP_035781719.1|AALB	LOC6613445|XP_002037919.1|DSEC
OG0002922	LOC118468828|XP_035795952.1|AALB	LOC6618186|XP_002042461.1|DSEC
OG0002923	LOC118460997|XP_035781713.1|AALB	LOC6618187|XP_032581835.1|DSEC
OG0002924	LOC118468880|XP_035796062.1|AALB	LOC6618185|XP_032581841.1|DSEC
OG0002925	LOC118458546|XP_035777074.1|AALB	LOC6618871|XP_002043119.1|DSEC
OG0002926	LOC118456819|XP_035773805.1|AALB	LOC6613432|XP_002037906.1|DSEC
OG0002927	LOC118461709|XP_035783234.1|AALB	LOC6613426|XP_002037900.1|DSEC
OG0002928	LOC118461418|XP_035782604.1|AALB	LOC6613698|XP_002038168.1|DSEC
OG0002929	LOC118457679|XP_035775329.1|AALB	LOC6617244|XP_002041571.1|DSEC
OG0002930	LOC118460120|XP_035780052.1|AALB	LOC6611614|XP_002036150.1|DSEC
OG0002931	LOC118457662|XP_035775307.1|AALB	LOC6611466|XP_032578339.1|DSEC
OG0002932	LOC118457911|XP_035775798.1|AALB	LOC6608476|XP_032570909.1|DSEC
OG0002933	LOC118458923|XP_035777781.1|AALB	LOC6608274|XP_002033018.1|DSEC
OG0002934	LOC118456924|XP_035773945.1|AALB	LOC6608266|XP_002033010.1|DSEC
OG0002935	LOC118461441|XP_035782652.1|AALB	LOC6611346|XP_032574526.1|DSEC
OG0002936	LOC118459329|XP_035778478.1|AALB	LOC6609763|XP_002034417.1|DSEC
OG0002937	LOC118456691|XP_035773572.1|AALB	LOC6619121|XP_002043361.2|DSEC
OG0002938	LOC118460758|XP_035781249.1|AALB	LOC6614505|XP_002038936.1|DSEC
OG0002939	LOC118458400|XP_035776710.1|AALB	LOC6608616|XP_032571856.1|DSEC
OG0002940	LOC118468506|XP_035795234.1|AALB	LOC6606172|XP_002030980.2|DSEC
OG0002941	LOC118461967|XP_035783770.1|AALB	LOC6619117|XP_002043357.1|DSEC
OG0002942	LOC118466900|XP_035792657.1|AALB	LOC6618153|XP_002042434.1|DSEC
OG0002943	LOC118461730|XP_035783311.1|AALB	LOC6614674|XP_032575932.1|DSEC
OG0002944	LOC118461734|XP_035783318.1|AALB	LOC6614673|XP_032575989.1|DSEC
OG0002945	LOC118457278|XP_035774579.1|AALB	LOC6612186|XP_032583729.1|DSEC
OG0002946	LOC118456528|XP_035773264.1|AALB	LOC6609385|XP_002034074.2|DSEC
OG0002947	LOC118456874|XP_035773878.1|AALB	LOC6611339|XP_032582922.1|DSEC
OG0002948	LOC118461121|XP_035781949.1|AALB	LOC6605485|XP_002030318.1|DSEC
OG0002949	LOC118460339|XP_035780453.1|AALB	LOC6616453|XP_032574322.1|DSEC
OG0002950	LOC118458647|XP_035777230.1|AALB	LOC6611413|XP_002035957.1|DSEC
OG0002951	LOC118457700|XP_035775370.1|AALB	LOC6611958|XP_032577254.1|DSEC
OG0002952	LOC118457701|XP_035775373.1|AALB	LOC6613419|XP_002037893.1|DSEC
OG0002953	LOC118457497|XP_035775025.1|AALB	LOC6613663|XP_002038133.1|DSEC
OG0002954	LOC118456317|XP_035772848.1|AALB	LOC6619118|XP_032573037.1|DSEC
OG0002955	LOC118461974|XP_035783784.1|AALB	LOC6609586|XP_002034263.1|DSEC
OG0002956	LOC118460473|XP_035780698.1|AALB	LOC6609331|XP_002034020.1|DSEC
OG0002957	LOC118460471|XP_035780687.1|AALB	LOC6615396|XP_002039778.2|DSEC
OG0002958	LOC118466939|XP_035792735.1|AALB	LOC6618152|XP_002042433.1|DSEC
OG0002959	LOC118457049|XP_035774190.1|AALB	LOC6618130|XP_032576108.1|DSEC
OG0002960	LOC118457276|XP_035774575.1|AALB	LOC6610688|XP_002035254.1|DSEC
OG0002961	LOC118458533|XP_035777004.1|AALB	LOC6609121|XP_032571173.1|DSEC
OG0002962	LOC118457611|XP_035775217.1|AALB	LOC6614682|XP_002039109.1|DSEC
OG0002963	LOC118461142|XP_035782000.1|AALB	LOC6611929|XP_032569738.1|DSEC
OG0002964	LOC118468600|XP_035795476.1|AALB	LOC6608304|XP_032570361.1|DSEC
OG0002965	LOC118461971|XP_035783773.1|AALB	LOC6611986|XP_002036503.1|DSEC
OG0002966	LOC118459080|XP_035778025.1|AALB	LOC6613609|XP_032581544.1|DSEC
OG0002967	LOC118457396|XP_035774826.1|AALB	LOC6610211|XP_002034818.1|DSEC
OG0002968	LOC118460807|XP_035781311.1|AALB	LOC6610210|XP_002034817.1|DSEC
OG0002969	LOC118460806|XP_035781309.1|AALB	LOC6613461|XP_032579340.1|DSEC
OG0002970	LOC118457524|XP_035775062.1|AALB	LOC6611514|XP_002036055.1|DSEC
OG0002971	LOC118467374|XP_035793693.1|AALB	LOC6611695|XP_032575178.1|DSEC
OG0002972	LOC118460715|XP_035781152.1|AALB	LOC6606777|XP_002031574.2|DSEC
OG0002973	LOC118459275|XP_035778405.1|AALB	LOC6608494|XP_032572594.1|DSEC
OG0002974	LOC118456382|XP_035772964.1|AALB	LOC6610202|XP_002034809.1|DSEC
OG0002975	LOC118468333|XP_035794974.1|AALB	LOC6617426|XP_002041750.1|DSEC
OG0002976	LOC118468334|XP_035794977.1|AALB	LOC6618972|XP_002043217.1|DSEC
OG0002977	LOC118458440|XP_035776796.1|AALB	LOC6608685|XP_032572732.1|DSEC
OG0002978	LOC118457999|XP_035775968.1|AALB	LOC6612998|XP_002037489.2|DSEC
OG0002979	LOC118459420|XP_035778655.1|AALB	LOC6608300|XP_002033037.1|DSEC
OG0002980	LOC118460692|XP_035781098.1|AALB	LOC6617223|XP_002041550.1|DSEC
OG0002981	LOC118458984|XP_035777871.1|AALB	LOC6611411|XP_032575824.1|DSEC
OG0002982	LOC118460608|XP_035780941.1|AALB	LOC6611243|XP_002035798.2|DSEC
OG0002983	LOC118458146|XP_035776234.1|AALB	LOC6610130|XP_032575232.1|DSEC
OG0002984	LOC118459431|XP_035778669.1|AALB	LOC6610186|XP_002034794.1|DSEC
OG0002985	LOC118456782|XP_035773750.1|AALB	LOC6619467|XP_032579738.1|DSEC
OG0002986	LOC118461843|XP_035783517.1|AALB	LOC6611984|XP_002036501.1|DSEC
OG0002987	LOC118459756|XP_035779341.1|AALB	LOC6611370|XP_002035915.1|DSEC
OG0002988	LOC118458481|XP_035776917.1|AALB	LOC6617285|XP_032572799.1|DSEC
OG0002989	LOC118458487|XP_035776932.1|AALB	LOC6605241|XP_002030079.1|DSEC
OG0002990	LOC118460836|XP_035781411.1|AALB, LOC118468431|XP_035795087.1|AALB	LOC6617445|XP_032583119.1|DSEC
OG0002991	LOC118456885|XP_035773898.1|AALB	LOC6608870|XP_032571312.1|DSEC
OG0002992	LOC118457420|XP_035774890.1|AALB	LOC6614380|XP_032578854.1|DSEC
OG0002994	LOC118468910|XP_035796108.1|AALB	LOC6613314|XP_032578533.1|DSEC
OG0002995	LOC118456170|XP_035772607.1|AALB	LOC6617212|XP_002041539.1|DSEC
OG0002996	LOC118457352|XP_035774751.1|AALB	LOC6616628|XP_002040985.1|DSEC
OG0002997	LOC118460648|XP_035781002.1|AALB	LOC6615866|XP_002040236.1|DSEC
OG0002998	LOC118460641|XP_035780994.1|AALB	LOC6617559|XP_002041872.1|DSEC
OG0002999	LOC118460296|XP_035780386.1|AALB	LOC6616534|XP_002040893.1|DSEC
OG0003000	LOC118456550|XP_035773311.1|AALB	LOC6614186|XP_002038633.1|DSEC
OG0003001	LOC118462011|XP_035783848.1|AALB	LOC6615758|XP_002040129.1|DSEC
OG0003002	LOC118457159|XP_035774379.1|AALB	LOC6604964|XP_002029807.1|DSEC
OG0003003	LOC118461422|XP_035782622.1|AALB	LOC6615534|XP_032571451.1|DSEC
OG0003004	LOC118459632|XP_035779102.1|AALB	LOC6615960|XP_032582629.1|DSEC
OG0003005	LOC118459635|XP_035779106.1|AALB	LOC6612535|XP_002037043.2|DSEC
OG0003006	LOC118458762|XP_035777448.1|AALB, LOC118458759|XP_035777445.1|AALB	LOC6616885|XP_002041221.1|DSEC
OG0003007	LOC118468796|XP_035795896.1|AALB	LOC6614110|XP_002038564.1|DSEC
OG0003008	LOC118459222|XP_035778297.1|AALB, LOC118456194|XP_035772648.1|AALB	LOC6619527|XP_032578590.1|DSEC
OG0003009	LOC118461231|XP_035782218.1|AALB	LOC6610671|XP_002035238.1|DSEC
OG0003011	LOC118456748|XP_035773695.1|AALB	LOC6615532|XP_032571997.1|DSEC
OG0003012	LOC118459179|XP_035778228.1|AALB	LOC6606315|XP_032576590.1|DSEC
OG0003013	LOC118468862|XP_035796016.1|AALB	LOC6619835|XP_032582538.1|DSEC
OG0003014	LOC118468867|XP_035796043.1|AALB	LOC6620447|XP_002044654.1|DSEC
OG0003015	LOC118456771|XP_035773739.1|AALB	LOC6620226|XP_032581931.1|DSEC
OG0003016	LOC118456496|XP_035773215.1|AALB	LOC6605615|XP_002030433.1|DSEC
