Orthogroup	DBUS.longest_only	ASTE.longest_only
OG0001607	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS	LOC118515235|XP_035917813.1|ASTE, LOC118513582|XP_035915438.1|ASTE
OG0001608	LOC108594459|XP_017835126.1|DBUS	LOC118511595|XP_035910750.1|ASTE
OG0001609	LOC108594756|XP_033149083.1|DBUS	LOC118509990|XP_035907266.1|ASTE, LOC118514436|XP_035917229.1|ASTE
OG0001610	LOC108601882|XP_017845349.2|DBUS	LOC118513447|XP_035915090.1|ASTE
OG0001611	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS	LOC118511616|XP_035910799.1|ASTE
OG0001612	LOC108607975|XP_017854617.1|DBUS	LOC118514150|XP_035916656.1|ASTE, LOC118514149|XP_035916653.1|ASTE, LOC118514151|XP_035916657.1|ASTE
OG0001613	LOC108599269|XP_017841558.1|DBUS	LOC118511024|XP_035909495.1|ASTE, LOC118511023|XP_035909494.1|ASTE
OG0001614	LOC108595403|XP_017836118.1|DBUS	LOC118508973|XP_035904842.1|ASTE
OG0001615	LOC108607651|XP_033150804.1|DBUS	LOC118510591|XP_035908485.1|ASTE
OG0001616	LOC108594444|XP_017835108.1|DBUS	LOC118513265|XP_035914725.1|ASTE
OG0001617	LOC108608231|XP_033150433.1|DBUS	LOC118510872|XP_035909124.1|ASTE
OG0001618	LOC108607318|XP_017853478.1|DBUS	LOC118506415|XP_035899396.1|ASTE
OG0001619	LOC108608075|XP_017854760.1|DBUS	LOC118512480|XP_035912868.1|ASTE
OG0001620	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS	LOC118510914|XP_035909210.1|ASTE
OG0001621	LOC108594737|XP_017835364.1|DBUS	LOC118513213|XP_035914620.1|ASTE
OG0001622	LOC108606468|XP_017852080.1|DBUS	LOC118513207|XP_035914604.1|ASTE, LOC118504603|XP_035895160.1|ASTE
OG0001623	LOC108607926|XP_017854529.1|DBUS	LOC118513316|XP_035914811.1|ASTE
OG0001624	LOC108601953|XP_017845431.2|DBUS	LOC118510774|XP_035908934.1|ASTE
OG0001625	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS	LOC118510768|XP_035908920.1|ASTE
OG0001626	LOC108598881|XP_017841133.1|DBUS	LOC118504252|XP_035894372.1|ASTE
OG0001627	LOC108602377|XP_017845971.1|DBUS	LOC118504929|XP_035895915.1|ASTE
OG0001628	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS	LOC118514678|XP_035917619.1|ASTE
OG0001630	LOC108601721|XP_017845127.1|DBUS	LOC118502353|XP_035890429.1|ASTE
OG0001631	LOC108603976|XP_017848689.1|DBUS	LOC118506721|XP_035900137.1|ASTE
OG0001632	LOC108599423|XP_017841727.1|DBUS	LOC118502653|XP_035890997.1|ASTE
OG0001633	LOC108601663|XP_017845053.1|DBUS	LOC118502573|XP_035890791.1|ASTE, LOC118502572|XP_035890789.1|ASTE
OG0001634	LOC108604042|XP_017848794.1|DBUS	LOC118506703|XP_035900088.1|ASTE
OG0001635	LOC108601833|XP_017845263.1|DBUS	LOC118506413|XP_035899385.1|ASTE, LOC118506412|XP_035899384.1|ASTE
OG0001636	LOC108602479|XP_017846091.1|DBUS	LOC118506419|XP_035899410.1|ASTE
OG0001637	LOC108603171|XP_017847217.1|DBUS	LOC118507153|XP_035901082.1|ASTE
OG0001638	LOC108605427|XP_017850592.1|DBUS	LOC118504328|XP_035894552.1|ASTE
OG0001639	LOC108597589|XP_017839697.1|DBUS	LOC118507978|XP_035903220.1|ASTE
OG0001640	LOC108601889|XP_017845353.1|DBUS	LOC118511402|XP_035910329.1|ASTE
OG0001641	LOC108604603|XP_017849629.1|DBUS	LOC118504238|XP_035894355.1|ASTE
OG0001642	LOC108607280|XP_017853464.1|DBUS	LOC118504527|XP_035894962.1|ASTE
OG0001643	LOC108608257|XP_033150818.1|DBUS	LOC118508101|XP_035903477.1|ASTE
OG0001644	LOC108598986|XP_017841242.1|DBUS	LOC118503910|XP_035893596.1|ASTE
OG0001645	LOC108597279|XP_017839739.2|DBUS	LOC118506316|XP_035899158.1|ASTE
OG0001646	LOC108596763|XP_017838338.1|DBUS	LOC118507916|XP_035903110.1|ASTE
OG0001647	LOC108595225|XP_017835902.2|DBUS	LOC118507219|XP_035901214.1|ASTE
OG0001648	LOC108598225|XP_033149650.1|DBUS	LOC118504048|XP_035893944.1|ASTE
OG0001649	LOC108597011|XP_017838778.1|DBUS	LOC118512355|XP_035912550.1|ASTE
OG0001650	LOC108597465|XP_033149113.1|DBUS	LOC118503629|XP_035893012.1|ASTE, LOC118507436|XP_035901808.1|ASTE
OG0001652	LOC108598856|XP_017841103.1|DBUS	LOC118504165|XP_035894194.1|ASTE
OG0001653	LOC108600712|XP_017843934.2|DBUS	LOC118503238|XP_035892140.1|ASTE
OG0001654	LOC108597043|XP_017838829.1|DBUS	LOC118503058|XP_035891817.1|ASTE
OG0001655	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS	LOC118503057|XP_035891815.1|ASTE
OG0001656	LOC108594268|XP_017834887.1|DBUS	LOC118503089|XP_035891872.1|ASTE
OG0001657	LOC108598776|XP_017841006.1|DBUS	LOC118503360|XP_035892445.1|ASTE
OG0001658	LOC108600377|XP_017843406.1|DBUS	LOC118508050|XP_035903397.1|ASTE
OG0001659	LOC108601095|XP_017844495.1|DBUS	LOC118504911|XP_035895873.1|ASTE
OG0001660	LOC108599525|XP_017841888.1|DBUS	LOC118504453|XP_035894843.1|ASTE
OG0001661	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS	LOC118508365|XP_035903979.1|ASTE
OG0001662	LOC108600452|XP_017843528.2|DBUS	LOC118510373|XP_035907991.1|ASTE
OG0001678	LOC108605382|XP_017850540.2|DBUS	LOC118505686|XP_035897718.1|ASTE
OG0001679	LOC108607235|XP_017853402.1|DBUS	LOC118506580|XP_035899831.1|ASTE, LOC118506589|XP_035899844.1|ASTE
OG0001680	LOC108603549|XP_017847957.2|DBUS	LOC118503965|XP_035893774.1|ASTE
OG0001681	LOC108605564|XP_017850820.1|DBUS	LOC118511258|XP_035910021.1|ASTE
OG0001682	LOC108605792|XP_017851083.1|DBUS	LOC118505497|XP_035897250.1|ASTE
OG0001683	LOC108608492|XP_033150739.1|DBUS	LOC118502935|XP_035891580.1|ASTE, LOC118511236|XP_035909966.1|ASTE
OG0001684	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS	LOC118510517|XP_035908380.1|ASTE, LOC118509599|XP_035906283.1|ASTE
OG0001685	LOC108598394|XP_017840507.1|DBUS	LOC118513284|XP_035914745.1|ASTE
OG0001686	LOC108606446|XP_017852049.1|DBUS	LOC118511071|XP_035909614.1|ASTE
OG0001687	LOC108606192|XP_017851540.1|DBUS	LOC118507884|XP_035903014.1|ASTE
OG0001688	LOC108605961|XP_017851269.1|DBUS	LOC118504183|XP_035894235.1|ASTE
OG0001689	LOC108606882|XP_017852896.1|DBUS	LOC118507763|XP_035902677.1|ASTE
OG0001690	LOC108598701|XP_017840914.1|DBUS	LOC118517487|XP_035919576.1|ASTE
OG0001691	LOC108604832|XP_017849395.1|DBUS	LOC118511295|XP_035910098.1|ASTE
OG0001693	LOC108601029|XP_017844400.1|DBUS	LOC118510630|XP_035908562.1|ASTE, LOC118511352|XP_035910209.1|ASTE
OG0001694	LOC108601403|XP_017844791.1|DBUS	LOC118508393|XP_035904036.1|ASTE
OG0001695	LOC108596366|XP_017837524.1|DBUS	LOC118505813|XP_035898050.1|ASTE
OG0001696	LOC108603568|XP_017847974.1|DBUS	LOC118502666|XP_035891025.1|ASTE
OG0001698	LOC108606782|XP_017852695.1|DBUS	LOC118517004|XP_035918739.1|ASTE
OG0001699	LOC108601587|XP_033149883.1|DBUS	LOC118504564|XP_035895066.1|ASTE
OG0001700	LOC108602583|XP_017846208.1|DBUS	LOC118502360|XP_035890470.1|ASTE
OG0001701	LOC108603787|XP_017848372.1|DBUS	LOC118502680|XP_035891081.1|ASTE
OG0001702	LOC108599142|XP_017841422.1|DBUS	LOC118513413|XP_035915014.1|ASTE
OG0001703	LOC108601834|XP_017845265.1|DBUS	LOC118508469|XP_035904168.1|ASTE
OG0001704	LOC108602492|XP_017846109.1|DBUS	LOC118508468|XP_035904167.1|ASTE
OG0001705	LOC108601706|XP_017845109.1|DBUS	LOC118508458|XP_035904154.1|ASTE
OG0001706	LOC108594344|XP_017834987.1|DBUS	LOC118506152|XP_035898802.1|ASTE
OG0001707	LOC108604223|XP_017849076.1|DBUS	LOC118505428|XP_035897085.1|ASTE
OG0001708	LOC108604664|XP_017849704.1|DBUS	LOC118506955|XP_035900667.1|ASTE
OG0001709	LOC108600543|XP_017843688.1|DBUS	LOC118508295|XP_035903837.1|ASTE
OG0001710	LOC108604447|XP_017849416.1|DBUS	LOC118507504|XP_035901928.1|ASTE
OG0001711	LOC108603056|XP_017846979.1|DBUS	LOC118503294|XP_035892281.1|ASTE
OG0001712	LOC108601636|XP_017845023.1|DBUS	LOC118505624|XP_035897580.1|ASTE
OG0001713	LOC108603453|XP_017847773.1|DBUS	LOC118506917|XP_035900606.1|ASTE
OG0001714	LOC108602696|XP_017846323.1|DBUS	LOC118505300|XP_035896802.1|ASTE
OG0001715	LOC108606271|XP_017851737.1|DBUS	LOC118514342|XP_035917052.1|ASTE, LOC118507864|XP_035902961.1|ASTE
OG0001716	LOC108607220|XP_017853381.1|DBUS	LOC118504968|XP_035895992.1|ASTE
OG0001717	LOC108603506|XP_017847868.1|DBUS	LOC118504829|XP_035895725.1|ASTE
OG0001718	LOC108604320|XP_017849232.1|DBUS	LOC118516463|XP_035918256.1|ASTE, LOC118505033|XP_035896155.1|ASTE
OG0001719	LOC108604181|XP_017849012.1|DBUS	LOC118507821|XP_035902795.1|ASTE
OG0001720	LOC108603970|XP_017848668.1|DBUS	LOC118508567|XP_035904359.1|ASTE
OG0001721	LOC108604470|XP_017849444.1|DBUS	LOC118505089|XP_035896279.1|ASTE, LOC118505097|XP_035896292.1|ASTE
OG0001722	LOC108600510|XP_017843635.1|DBUS	LOC118510173|XP_035907586.1|ASTE, LOC118510171|XP_035907579.1|ASTE
OG0001723	LOC108596370|XP_017837526.1|DBUS	LOC118512085|XP_035911941.1|ASTE
OG0001724	LOC108596442|XP_033149174.1|DBUS	LOC118508883|XP_035904591.1|ASTE
OG0001725	LOC108596936|XP_017838653.1|DBUS	LOC118508866|XP_035904519.1|ASTE
OG0001726	LOC108600169|XP_017843063.1|DBUS	LOC118509604|XP_035906293.1|ASTE
OG0001727	LOC108604621|XP_017849657.1|DBUS	LOC118511368|XP_035910239.1|ASTE, LOC118508032|XP_035903326.1|ASTE
OG0001728	LOC108596065|XP_017836949.1|DBUS	LOC118512957|XP_035914073.1|ASTE
OG0001729	LOC108596502|XP_017837822.2|DBUS	LOC118512169|XP_035912142.1|ASTE
OG0001730	LOC108608476|XP_017855357.2|DBUS	LOC118510465|XP_035908214.1|ASTE
OG0001732	LOC108594426|XP_017835089.1|DBUS	LOC118509125|XP_035905212.1|ASTE
OG0001733	LOC108596102|XP_017837011.1|DBUS	LOC118513033|XP_035914203.1|ASTE
OG0001734	LOC108595096|XP_017835736.1|DBUS	LOC118513030|XP_035914199.1|ASTE, LOC118513036|XP_035914206.1|ASTE
OG0001735	LOC108598802|XP_017841034.1|DBUS	LOC118509500|XP_035906051.1|ASTE
OG0001736	LOC108597215|XP_017839146.1|DBUS	LOC118512837|XP_035913783.1|ASTE
OG0001737	LOC108596962|XP_017838698.1|DBUS	LOC118511438|XP_035910426.1|ASTE
OG0001738	LOC108598792|XP_017841025.1|DBUS	LOC118514230|XP_035916826.1|ASTE
OG0001739	LOC108594238|XP_017834838.1|DBUS	LOC118511795|XP_035911218.1|ASTE
OG0001740	LOC108596149|XP_017837132.1|DBUS	LOC118512766|XP_035913558.1|ASTE, LOC118516356|XP_035918081.1|ASTE
OG0001741	LOC108601693|XP_017845092.2|DBUS	LOC118511400|XP_035910328.1|ASTE
OG0001742	LOC108595326|XP_017836035.1|DBUS	LOC118514205|XP_035916791.1|ASTE
OG0001743	LOC108599854|XP_017842470.2|DBUS	LOC118509515|XP_035906105.1|ASTE
OG0001744	LOC108596411|XP_017837594.1|DBUS	LOC118509613|XP_035906319.1|ASTE
OG0001745	LOC108596303|XP_017837387.1|DBUS	LOC118510343|XP_035907906.1|ASTE
OG0001746	LOC108600750|XP_017843991.1|DBUS	LOC118511871|XP_035911364.1|ASTE
OG0001747	LOC108596693|XP_017838202.1|DBUS	LOC118512853|XP_035913817.1|ASTE
OG0001748	LOC108601106|XP_033149587.1|DBUS	LOC118509126|XP_035905213.1|ASTE, LOC118509118|XP_035905182.1|ASTE
OG0001749	LOC108596282|XP_017837343.2|DBUS	LOC118514171|XP_035916729.1|ASTE, LOC118516709|XP_035918560.1|ASTE
OG0001750	LOC108596274|XP_017837332.1|DBUS	LOC118514170|XP_035916728.1|ASTE, LOC118516708|XP_035918543.1|ASTE
OG0001751	LOC108599586|XP_017842018.2|DBUS	LOC118511876|XP_035911386.1|ASTE
OG0001752	LOC108599601|XP_017842043.1|DBUS	LOC118509574|XP_035906233.1|ASTE, LOC118516424|XP_035918188.1|ASTE
OG0001753	LOC108600769|XP_033149515.1|DBUS	LOC118511557|XP_035910679.1|ASTE
OG0001754	LOC108596900|XP_017838579.1|DBUS	LOC118512260|XP_035912318.1|ASTE
OG0001755	LOC108599926|XP_017842624.1|DBUS	LOC118513483|XP_035915187.1|ASTE
OG0001756	LOC108596914|XP_017838610.1|DBUS, LOC108594992|XP_017835614.1|DBUS	LOC118511549|XP_035910651.1|ASTE
OG0001757	LOC108596659|XP_017838135.1|DBUS	LOC118511847|XP_035911284.1|ASTE
OG0001758	LOC108598627|XP_033149518.1|DBUS	LOC118511858|XP_035911299.1|ASTE
OG0001759	LOC108596301|XP_017837385.1|DBUS	LOC118511522|XP_035910603.1|ASTE
OG0001760	LOC108595483|XP_017836223.2|DBUS	LOC118511345|XP_035910192.1|ASTE
OG0001761	LOC108596989|XP_017838744.1|DBUS	LOC118509572|XP_035906230.1|ASTE, LOC118516430|XP_035918200.1|ASTE
OG0001762	LOC108594257|XP_017834870.1|DBUS	LOC118505666|XP_035897685.1|ASTE, LOC118504544|XP_035895039.1|ASTE
OG0001763	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS	LOC118504332|XP_035894559.1|ASTE
OG0001764	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS	LOC118510973|XP_035909359.1|ASTE
OG0001765	LOC108596070|XP_017836972.1|DBUS	LOC118510963|XP_035909322.1|ASTE
OG0001766	LOC108608318|XP_017855135.1|DBUS	LOC118512726|XP_035913475.1|ASTE
OG0001767	LOC108602236|XP_017845777.2|DBUS	LOC118511704|XP_035911013.1|ASTE
OG0001768	LOC108598724|XP_017840945.1|DBUS	LOC118513979|XP_035916298.1|ASTE
OG0001769	LOC108604602|XP_033150730.1|DBUS	LOC118510626|XP_035908556.1|ASTE
OG0001770	LOC108607585|XP_017853974.1|DBUS	LOC118513941|XP_035916217.1|ASTE
OG0001771	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS	LOC118513978|XP_035916297.1|ASTE
OG0001774	LOC108597601|XP_017839713.1|DBUS	LOC118513879|XP_035916079.1|ASTE, LOC118517087|XP_035918832.1|ASTE, LOC118517088|XP_035918833.1|ASTE
OG0001776	LOC108594285|XP_017834912.1|DBUS	LOC118513424|XP_035915030.1|ASTE
OG0001777	LOC108594473|XP_017835143.1|DBUS	LOC118511584|XP_035910729.1|ASTE
OG0001778	LOC108607808|XP_017854341.2|DBUS	LOC118510842|XP_035909063.1|ASTE
OG0001779	LOC108607780|XP_033150089.1|DBUS	LOC118513433|XP_035915055.1|ASTE
OG0001780	LOC108596371|XP_017837527.1|DBUS	LOC118508989|XP_035904880.1|ASTE
OG0001781	LOC108598441|XP_017840566.2|DBUS	LOC118513441|XP_035915075.1|ASTE, LOC118509132|XP_035905224.1|ASTE
OG0001782	LOC108608514|XP_033150736.1|DBUS	LOC118510004|XP_035907282.1|ASTE, LOC118515321|XP_035917903.1|ASTE
OG0001783	LOC108607570|XP_033150812.1|DBUS	LOC118510106|XP_035907465.1|ASTE
OG0001784	LOC108607640|XP_017854057.1|DBUS	LOC118514156|XP_035916665.1|ASTE
OG0001785	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS	LOC118508993|XP_035904884.1|ASTE
OG0001786	LOC108598072|XP_017840178.2|DBUS	LOC118512499|XP_035912901.1|ASTE
OG0001787	LOC108607436|XP_017853756.1|DBUS	LOC118512503|XP_035912906.1|ASTE
OG0001788	LOC108596425|XP_017837637.1|DBUS	LOC118515317|XP_035917897.1|ASTE, LOC118509847|XP_035906938.1|ASTE
OG0001789	LOC108597607|XP_017839733.1|DBUS	LOC118509199|XP_035905362.1|ASTE, LOC118517261|XP_035919128.1|ASTE
OG0001790	LOC108602039|XP_017845539.1|DBUS	LOC118513622|XP_035915572.1|ASTE
OG0001791	LOC108596745|XP_017838307.1|DBUS	LOC118517108|XP_035918868.1|ASTE, LOC118513805|XP_035915901.1|ASTE
OG0001792	LOC108594422|XP_017835083.2|DBUS	LOC118513003|XP_035914153.1|ASTE
OG0001793	LOC108596217|XP_017837233.1|DBUS	LOC118513202|XP_035914586.1|ASTE
OG0001794	LOC108607806|XP_017854339.1|DBUS	LOC118514049|XP_035916437.1|ASTE
OG0001795	LOC108607486|XP_033150637.1|DBUS	LOC118510682|XP_035908738.1|ASTE
OG0001797	LOC108607428|XP_017853727.1|DBUS	LOC118517191|XP_035919029.1|ASTE, LOC118505359|XP_035896928.1|ASTE
OG0001798	LOC108595820|XP_017836600.1|DBUS	LOC118504609|XP_035895179.1|ASTE
OG0001799	LOC108605000|XP_033150403.1|DBUS	LOC118502437|XP_035890558.1|ASTE
OG0001800	LOC108594476|XP_017835152.1|DBUS	LOC118506758|XP_035900245.1|ASTE
OG0001801	LOC108599382|XP_017841676.1|DBUS	LOC118504812|XP_035895709.1|ASTE
OG0001802	LOC108604568|XP_017849587.1|DBUS	LOC118517567|XP_035919704.1|ASTE
OG0001803	LOC108601514|XP_017844902.1|DBUS	LOC118505481|XP_035897192.1|ASTE
OG0001804	LOC108603445|XP_017847761.1|DBUS	LOC118502465|XP_035890589.1|ASTE
OG0001805	LOC108598969|XP_017841231.1|DBUS	LOC118506677|XP_035900025.1|ASTE
OG0001806	LOC108604040|XP_017848791.2|DBUS, LOC108604167|XP_017848989.2|DBUS	LOC118505362|XP_035896945.1|ASTE
OG0001808	LOC108603239|XP_017847353.1|DBUS	LOC118507956|XP_035903175.1|ASTE
OG0001809	LOC108604697|XP_017849745.1|DBUS	LOC118506690|XP_035900055.1|ASTE
OG0001810	LOC108602392|XP_017845993.1|DBUS	LOC118513263|XP_035914719.1|ASTE
OG0001811	LOC108595251|XP_017835944.1|DBUS	LOC118502528|XP_035890686.1|ASTE
OG0001812	LOC108606311|XP_017851801.1|DBUS	LOC118504326|XP_035894548.1|ASTE
OG0001814	LOC108603620|XP_017848064.1|DBUS	LOC118517396|XP_035919353.1|ASTE, LOC118510975|XP_035909362.1|ASTE
OG0001815	LOC108603931|XP_017848615.1|DBUS	LOC118510989|XP_035909397.1|ASTE
OG0001816	LOC108595524|XP_017836268.1|DBUS	LOC118504272|XP_035894399.1|ASTE
OG0001817	LOC108595976|XP_017836752.2|DBUS, LOC108595975|XP_017836751.2|DBUS	LOC118512394|XP_035912666.1|ASTE
OG0001818	LOC108606955|XP_017853001.1|DBUS	LOC118507139|XP_035901062.1|ASTE
OG0001819	LOC108597727|XP_017839911.2|DBUS	LOC118504802|XP_035895683.1|ASTE
OG0001820	LOC108605710|XP_017850990.1|DBUS	LOC118503962|XP_035893750.1|ASTE
OG0001821	LOC108595349|XP_017836062.1|DBUS	LOC118504871|XP_035895815.1|ASTE
OG0001822	LOC108595507|XP_017836249.1|DBUS	LOC118506228|XP_035898959.1|ASTE
OG0001823	LOC108600286|XP_017843246.1|DBUS	LOC118507932|XP_035903129.1|ASTE, LOC118517652|XP_035919872.1|ASTE
OG0001824	LOC108600863|XP_017844162.1|DBUS	LOC118508277|XP_035903811.1|ASTE
OG0001825	LOC108596109|XP_033149156.1|DBUS	LOC118503934|XP_035893674.1|ASTE
OG0001826	LOC108596156|XP_017837150.1|DBUS	LOC118505312|XP_035896843.1|ASTE
OG0001827	LOC108595377|XP_017836093.1|DBUS	LOC118504777|XP_035895602.1|ASTE
OG0001828	LOC108606296|XP_017851771.1|DBUS	LOC118505912|XP_035898264.1|ASTE
OG0001829	LOC108595316|XP_017836025.1|DBUS	LOC118517209|XP_035919064.1|ASTE, LOC118507913|XP_035903099.1|ASTE
OG0001830	LOC108596767|XP_017838348.1|DBUS	LOC118505776|XP_035897940.1|ASTE
OG0001831	LOC108598360|XP_017840469.2|DBUS	LOC118504166|XP_035894196.1|ASTE, LOC118504167|XP_035894201.1|ASTE
OG0001832	LOC108605033|XP_033150473.1|DBUS, LOC108606662|XP_017852476.1|DBUS	LOC118503535|XP_035892814.1|ASTE
OG0001833	LOC108596424|XP_017837636.1|DBUS	LOC118503397|XP_035892492.1|ASTE
OG0001834	LOC108603104|XP_017847097.1|DBUS	LOC118504457|XP_035894845.1|ASTE, LOC118503601|XP_035892965.1|ASTE, LOC118512858|XP_035913834.1|ASTE
OG0001837	LOC108599204|XP_017841489.1|DBUS, LOC108599309|XP_017841600.1|DBUS, LOC108598743|XP_017840966.1|DBUS	LOC118509598|XP_035906281.1|ASTE
OG0001848	LOC108602743|XP_017846387.1|DBUS	LOC118513372|XP_035914900.1|ASTE
OG0001849	LOC108603882|XP_017848543.1|DBUS	LOC118504814|XP_035895711.1|ASTE, LOC118504813|XP_035895710.1|ASTE
OG0001850	LOC108607408|XP_033150520.1|DBUS	LOC118509662|XP_035906527.1|ASTE
OG0001851	LOC108607384|XP_017853611.1|DBUS	LOC118509524|XP_035906130.1|ASTE
OG0001852	LOC108600797|XP_017844061.1|DBUS	LOC118509475|XP_035906008.1|ASTE
OG0001854	LOC108606835|XP_017852809.1|DBUS	LOC118517529|XP_035919655.1|ASTE
OG0001855	LOC108594869|XP_017835497.1|DBUS	LOC118511958|XP_035911573.1|ASTE
OG0001856	LOC108605828|XP_017851123.1|DBUS	LOC118505541|XP_035897369.1|ASTE, LOC118505545|XP_035897383.1|ASTE
OG0001857	LOC108606654|XP_017852460.1|DBUS	LOC118517503|XP_035919611.1|ASTE
OG0001858	LOC108605020|XP_017850075.1|DBUS	LOC118515515|XP_035917926.1|ASTE
OG0001859	LOC108605920|XP_017851227.1|DBUS	LOC118515902|XP_035917969.1|ASTE
OG0001860	LOC108598663|XP_017840864.1|DBUS	LOC118510558|XP_035908434.1|ASTE
OG0001861	LOC108605904|XP_017851207.1|DBUS, LOC108601991|XP_017845477.1|DBUS	LOC118506584|XP_035899832.1|ASTE
OG0001862	LOC108601895|XP_017845358.1|DBUS	LOC118512568|XP_035913060.1|ASTE, LOC118516436|XP_035918211.1|ASTE
OG0001863	LOC108607034|XP_017853114.1|DBUS, LOC108603287|XP_017847446.1|DBUS	LOC118502521|XP_035890675.1|ASTE
OG0001864	LOC108603026|XP_017846925.1|DBUS	LOC118502696|XP_035891112.1|ASTE
OG0001865	LOC108603371|XP_017847623.1|DBUS, LOC108606713|XP_017852580.1|DBUS	LOC118510313|XP_035907844.1|ASTE
OG0001866	LOC108601564|XP_017844952.1|DBUS	LOC118509981|XP_035907254.1|ASTE, LOC118517439|XP_035919465.1|ASTE
OG0001867	LOC108599679|XP_017842159.1|DBUS	LOC118507545|XP_035902021.1|ASTE, LOC118508521|XP_035904269.1|ASTE
OG0001868	LOC108596975|XP_017838720.1|DBUS	LOC118517415|XP_035919411.1|ASTE
OG0001869	LOC108604619|XP_017849651.1|DBUS	LOC118517411|XP_035919386.1|ASTE, LOC118504806|XP_035895694.1|ASTE
OG0001870	LOC108605750|XP_017851039.1|DBUS	LOC118505043|XP_035896191.1|ASTE
OG0001871	LOC108605815|XP_017851110.1|DBUS	LOC118511316|XP_035910126.1|ASTE
OG0001872	LOC108604394|XP_017849341.1|DBUS	LOC118517586|XP_035919758.1|ASTE
OG0001873	LOC108604572|XP_017849592.1|DBUS	LOC118502801|XP_035891314.1|ASTE
OG0001874	LOC108603186|XP_017847236.1|DBUS	LOC118512878|XP_035913869.1|ASTE, LOC118512869|XP_035913857.1|ASTE
OG0001875	LOC108603543|XP_033150101.1|DBUS	LOC118505059|XP_035896232.1|ASTE
OG0001876	LOC108596667|XP_017838162.1|DBUS	LOC118505620|XP_035897575.1|ASTE
OG0001877	LOC108602454|XP_017846066.1|DBUS, LOC108605460|XP_017850635.1|DBUS	LOC118511185|XP_035909840.1|ASTE
OG0001878	LOC108603204|XP_017847278.1|DBUS	LOC118513042|XP_035914227.1|ASTE, LOC118516541|XP_035918379.1|ASTE
OG0001879	LOC108603183|XP_017847232.1|DBUS	LOC118504755|XP_035895569.1|ASTE
OG0001880	LOC108604047|XP_017848798.1|DBUS	LOC118508454|XP_035904149.1|ASTE
OG0001881	LOC108602310|XP_017845882.1|DBUS	LOC118507542|XP_035902014.1|ASTE
OG0001882	LOC108604512|XP_017849505.1|DBUS	LOC118507538|XP_035902008.1|ASTE
OG0001883	LOC108603611|XP_017848048.1|DBUS	LOC118506779|XP_035900279.1|ASTE
OG0001884	LOC108603197|XP_017847264.1|DBUS	LOC118506780|XP_035900285.1|ASTE
OG0001885	LOC108601119|XP_017844532.1|DBUS	LOC118512936|XP_035914012.1|ASTE
OG0001886	LOC108601718|XP_017845125.1|DBUS	LOC118502907|XP_035891521.1|ASTE
OG0001887	LOC108595038|XP_017835666.1|DBUS	LOC118502569|XP_035890784.1|ASTE
OG0001888	LOC108601938|XP_017845404.1|DBUS	LOC118502568|XP_035890783.1|ASTE
OG0001889	LOC108606297|XP_017851772.1|DBUS	LOC118502846|XP_035891435.1|ASTE
OG0001890	LOC108600519|XP_017843653.2|DBUS	LOC118505228|XP_035896649.1|ASTE
OG0001891	LOC108603298|XP_017847462.1|DBUS	LOC118505829|XP_035898072.1|ASTE
OG0001892	LOC108594468|XP_017835138.1|DBUS	LOC118507471|XP_035901866.1|ASTE
OG0001893	LOC108603698|XP_017848215.1|DBUS	LOC118517612|XP_035919801.1|ASTE
OG0001894	LOC108597397|XP_017839423.1|DBUS	LOC118502737|XP_035891194.1|ASTE
OG0001895	LOC108607394|XP_033150523.1|DBUS	LOC118517179|XP_035918977.1|ASTE, LOC118504673|XP_035895356.1|ASTE
OG0001896	LOC108608269|XP_017855055.1|DBUS	LOC118504211|XP_035894295.1|ASTE
OG0001897	LOC108604068|XP_017848821.1|DBUS	LOC118503289|XP_035892271.1|ASTE
OG0001898	LOC108606959|XP_017853007.1|DBUS	LOC118506902|XP_035900578.1|ASTE
OG0001899	LOC108604045|XP_017848795.1|DBUS	LOC118505189|XP_035896537.1|ASTE
OG0001900	LOC108599726|XP_017842215.1|DBUS	LOC118511635|XP_035910841.1|ASTE, LOC118506007|XP_035898485.1|ASTE
OG0001901	LOC108607862|XP_033150886.1|DBUS	LOC118506440|XP_035899461.1|ASTE
OG0001902	LOC117134657|XP_033148917.1|DBUS	LOC118502669|XP_035891033.1|ASTE
OG0001903	LOC108602361|XP_017845950.1|DBUS	LOC118507507|XP_035901939.1|ASTE
OG0001904	LOC108603433|XP_017847742.1|DBUS	LOC118507779|XP_035902707.1|ASTE
