Orthogroup	DBUS.longest_only	AAEG.longest_only
OG0001400	LOC108601668|XP_017845058.1|DBUS	LOC5572994|XP_001654322.2|AAEG
OG0001401	LOC108598163|XP_017840269.2|DBUS	LOC5575307|XP_001655681.2|AAEG
OG0001402	LOC108599508|XP_017841864.2|DBUS	LOC5575317|XP_021708110.1|AAEG
OG0001403	LOC108598770|XP_017841000.1|DBUS	LOC5566322|XP_021704181.1|AAEG
OG0001404	LOC108596388|XP_017837551.1|DBUS	LOC5564361|XP_021707780.1|AAEG
OG0001405	LOC108595288|XP_017836318.1|DBUS	LOC5565743|XP_001650083.2|AAEG
OG0001406	LOC108605766|XP_017851058.1|DBUS	LOC5567494|XP_001657489.1|AAEG
OG0001407	LOC108599593|XP_017842028.1|DBUS	LOC5571615|XP_001659808.1|AAEG
OG0001429	LOC108604066|XP_017848819.1|DBUS	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG
OG0001430	LOC108603079|XP_017847056.1|DBUS	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG
OG0001431	LOC108606357|XP_017851894.1|DBUS	LOC5569476|XP_001658562.1|AAEG
OG0001432	LOC108607127|XP_017853254.1|DBUS	LOC5576501|XP_001662693.2|AAEG
OG0001433	LOC108602309|XP_017845881.1|DBUS	LOC5571723|XP_021695080.1|AAEG
OG0001434	LOC108605749|XP_017851037.1|DBUS	LOC5565190|XP_021695110.1|AAEG
OG0001435	LOC108597036|XP_017838818.1|DBUS	LOC5566771|XP_021700932.1|AAEG
OG0001436	LOC108605711|XP_017850992.1|DBUS	LOC5573409|XP_021712979.1|AAEG
OG0001437	LOC108607997|XP_017854647.1|DBUS	LOC5578625|XP_001657049.1|AAEG
OG0001438	LOC108601828|XP_017845258.1|DBUS	LOC5578886|XP_021695312.1|AAEG
OG0001439	LOC108602275|XP_017845821.1|DBUS	LOC5580030|XP_001653914.1|AAEG
OG0001440	LOC108606032|XP_017851349.1|DBUS	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG
OG0001442	LOC108602126|XP_017845645.1|DBUS, LOC108605991|XP_017851301.1|DBUS	LOC5566079|XP_001650445.1|AAEG
OG0001443	LOC108603880|XP_017848541.1|DBUS	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG
OG0001444	LOC108604586|XP_017849606.1|DBUS	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG
OG0001445	LOC108604055|XP_017848806.1|DBUS	LOC5564606|XP_021713380.1|AAEG
OG0001446	LOC108602389|XP_017845990.1|DBUS	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG
OG0001447	LOC108603217|XP_017847303.1|DBUS	LOC5567288|XP_021693329.1|AAEG
OG0001447	LOC108603658|XP_017848124.1|DBUS	LOC5567294|XP_021693331.1|AAEG
OG0001448	LOC108602767|XP_017846428.1|DBUS	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG
OG0001449	LOC108595985|XP_017836762.1|DBUS, LOC108595986|XP_017836763.1|DBUS, LOC108599017|XP_017841286.1|DBUS	LOC5576532|XP_001662725.1|AAEG
OG0001450	LOC108603908|XP_017848581.1|DBUS, LOC108608538|XP_033150726.1|DBUS	LOC5571293|XP_021695848.1|AAEG
OG0001451	LOC108597063|XP_017838876.1|DBUS	LOC5571861|XP_001653785.1|AAEG, LOC5576847|XP_001662956.1|AAEG
OG0001452	LOC108595903|XP_033149142.1|DBUS	LOC5577804|XP_021696038.1|AAEG
OG0001453	LOC108600341|XP_017843353.2|DBUS	LOC5579987|XP_001660253.2|AAEG, LOC5579988|XP_021696270.1|AAEG
OG0001454	LOC108604341|XP_017849257.1|DBUS	LOC5566419|XP_001650812.2|AAEG, LOC5570492|XP_021701567.1|AAEG
OG0001455	LOC108600449|XP_017843525.2|DBUS, LOC108598054|XP_033149295.1|DBUS	LOC5570478|XP_021696470.1|AAEG, LOC110680369|XP_021711867.1|AAEG
OG0001456	LOC108596118|XP_017837051.2|DBUS	LOC5576943|XP_021696682.1|AAEG
OG0001457	LOC108596084|XP_017836991.1|DBUS	LOC5574288|XP_001661330.2|AAEG
OG0001458	LOC108595459|XP_017836189.1|DBUS	LOC5570395|XP_021696799.1|AAEG, LOC5567138|XP_021696796.1|AAEG
OG0001459	LOC108598886|XP_017841136.1|DBUS	LOC5572773|XP_021703095.1|AAEG, LOC5565665|XP_021696884.1|AAEG
OG0001460	LOC108596263|XP_017837308.1|DBUS	LOC5573464|XP_021697200.1|AAEG
OG0001461	LOC108607733|XP_033150766.1|DBUS	LOC5578902|XP_001664106.1|AAEG
OG0001462	LOC108599471|XP_017841799.2|DBUS	LOC5575238|XP_001655641.2|AAEG, LOC5565405|XP_001649752.1|AAEG
OG0001464	LOC108605426|XP_017850591.1|DBUS, LOC108599562|XP_017841947.1|DBUS	LOC5577049|XP_021697863.1|AAEG
OG0001465	LOC108597304|XP_017839272.1|DBUS	LOC5569164|XP_021698173.1|AAEG
OG0001466	LOC108608363|XP_017855201.2|DBUS	LOC110681310|XP_021712758.1|AAEG, LOC5575816|XP_021698283.1|AAEG
OG0001467	LOC108608001|XP_017854655.1|DBUS	LOC5565523|XP_001649876.2|AAEG, LOC5565461|XP_001649823.1|AAEG
OG0001468	LOC108598570|XP_017840744.2|DBUS	LOC5576181|XP_001655982.2|AAEG, LOC110674008|XP_021698617.1|AAEG
OG0001469	LOC108596337|XP_017837480.1|DBUS	LOC5572193|XP_021698818.1|AAEG
OG0001470	LOC108598839|XP_017841082.2|DBUS	LOC5573283|XP_001654487.2|AAEG
OG0001471	LOC108598023|XP_033149452.1|DBUS	LOC5575494|XP_021699308.1|AAEG
OG0001472	LOC117134908|XP_033150248.1|DBUS, LOC108598977|XP_017841240.1|DBUS	LOC5571045|XP_001659482.1|AAEG
OG0001473	LOC108602693|XP_017846321.1|DBUS	LOC5577473|XP_001663400.2|AAEG
OG0001474	LOC108604911|XP_017849970.1|DBUS, LOC108595261|XP_017835961.1|DBUS	LOC5572037|XP_021699911.1|AAEG
OG0001475	LOC108598597|XP_017840780.2|DBUS, LOC108597723|XP_017839903.1|DBUS	LOC5569975|XP_001658859.2|AAEG
OG0001476	LOC117135007|XP_033150676.1|DBUS, LOC117135033|XP_033150751.1|DBUS	LOC5579522|XP_021700182.1|AAEG
OG0001477	LOC108604328|XP_017849243.1|DBUS	LOC5571150|XP_001653466.1|AAEG
OG0001478	LOC108607716|XP_017854207.1|DBUS	LOC5571940|XP_001660042.3|AAEG, LOC5571944|XP_021700410.1|AAEG
OG0001479	LOC117134795|XP_033149577.1|DBUS	LOC23687710|XP_011493391.1|AAEG
OG0001480	LOC108594429|XP_017835092.1|DBUS	LOC5578369|XP_001656940.1|AAEG
OG0001481	LOC108607495|XP_017853830.1|DBUS, LOC108607492|XP_017853828.1|DBUS	LOC5572669|XP_021700841.1|AAEG
OG0001482	LOC108594933|XP_017835556.1|DBUS	LOC5571657|XP_021695284.1|AAEG
OG0001483	LOC108608142|XP_017854873.1|DBUS	LOC5568842|XP_021695290.1|AAEG
OG0001484	LOC108598984|XP_033149607.1|DBUS	LOC5577726|XP_001663502.2|AAEG, LOC5577731|XP_001663504.2|AAEG
OG0001485	LOC108598086|XP_017840188.1|DBUS	LOC5575153|XP_001655530.2|AAEG, LOC5575155|XP_021702299.1|AAEG
OG0001486	LOC108594491|XP_017835173.1|DBUS	LOC5568609|XP_021702758.1|AAEG
OG0001487	LOC108603795|XP_017848385.2|DBUS	LOC5573245|XP_021702910.1|AAEG
OG0001488	LOC108595450|XP_017836179.1|DBUS	LOC5573697|XP_001661016.1|AAEG
OG0001489	LOC108607674|XP_033149970.1|DBUS, LOC108595698|XP_017836473.1|DBUS	LOC5564933|XP_021703739.1|AAEG
OG0001490	LOC108602378|XP_017845976.1|DBUS	LOC110677685|XP_021704430.1|AAEG, LOC110677182|XP_021703749.1|AAEG, LOC5564931|XP_001649272.1|AAEG, LOC5563686|XP_001647949.1|AAEG
OG0001491	LOC108595425|XP_017836146.1|DBUS, LOC108600546|XP_017843695.1|DBUS, LOC108607223|XP_017853389.1|DBUS	LOC5569700|XP_021703856.1|AAEG
OG0001492	LOC108606108|XP_017851448.1|DBUS	LOC5569760|XP_021704079.1|AAEG
OG0001493	LOC108595160|XP_017835821.2|DBUS, LOC108605234|XP_017850336.1|DBUS	LOC5571897|XP_001653814.1|AAEG
OG0001494	LOC108606052|XP_017851389.1|DBUS	LOC5568043|XP_001651976.1|AAEG, LOC5568042|XP_001651975.1|AAEG
OG0001495	LOC108597506|XP_017839583.1|DBUS	LOC5578020|XP_001656760.1|AAEG
OG0001496	LOC108605591|XP_017850853.1|DBUS	LOC5563590|XP_001647931.1|AAEG
OG0001497	LOC108596990|XP_017838748.1|DBUS	LOC5569632|XP_001658652.1|AAEG
OG0001500	LOC108595141|XP_017835795.1|DBUS	LOC5578446|XP_001656967.1|AAEG
OG0001501	LOC108598980|XP_017841244.2|DBUS	LOC5570890|XP_001659401.2|AAEG
OG0001502	LOC108597221|XP_017839153.1|DBUS	LOC110678058|XP_021706269.1|AAEG, LOC5577361|XP_021711960.1|AAEG
OG0001503	LOC108594685|XP_017835315.1|DBUS	LOC5570009|XP_021708552.1|AAEG
OG0001504	LOC108606484|XP_017852112.1|DBUS	LOC5565730|XP_021708073.1|AAEG
OG0001506	LOC108597639|XP_017839775.1|DBUS	LOC5579656|XP_001648130.1|AAEG
OG0001507	LOC108595005|XP_017835629.1|DBUS	LOC5577138|XP_001663226.2|AAEG, LOC5577136|XP_021711247.1|AAEG
OG0001508	LOC108595466|XP_017836200.1|DBUS	LOC5572364|XP_021707113.1|AAEG, LOC5572361|XP_021706133.1|AAEG
OG0001509	LOC108594921|XP_017835545.1|DBUS	LOC5574008|XP_001661094.2|AAEG, LOC5577412|XP_021707793.1|AAEG
OG0001510	LOC108608138|XP_017854864.1|DBUS	LOC5577178|XP_001663266.1|AAEG
OG0001511	LOC108597145|XP_017839028.1|DBUS	LOC5574953|XP_001655423.2|AAEG
OG0001512	LOC108600835|XP_017844119.1|DBUS	LOC5564136|XP_021711114.1|AAEG
OG0001513	LOC108598229|XP_033149754.1|DBUS	LOC5564135|XP_021711115.1|AAEG
OG0001534	LOC108605294|XP_017850433.1|DBUS	LOC5576274|XP_021698681.1|AAEG
OG0001535	LOC108606925|XP_017852961.1|DBUS	LOC5573526|XP_001660924.2|AAEG
OG0001536	LOC108605736|XP_017851020.1|DBUS	LOC5571801|XP_001659936.2|AAEG, LOC5571804|XP_001659938.2|AAEG
OG0001537	LOC108600395|XP_017843437.1|DBUS	LOC5569210|XP_021712922.1|AAEG, LOC5572386|XP_001654033.1|AAEG
OG0001538	LOC108606341|XP_017851874.1|DBUS	LOC5572541|XP_001660472.2|AAEG, LOC5572547|XP_001660470.2|AAEG
OG0001539	LOC108597052|XP_017838860.1|DBUS	LOC5572544|XP_001660468.2|AAEG
OG0001540	LOC108594259|XP_017834873.1|DBUS	LOC23687674|XP_021698454.1|AAEG
OG0001541	LOC108599413|XP_017841713.1|DBUS	LOC5570420|XP_021698756.1|AAEG
OG0001542	LOC108604323|XP_017849237.1|DBUS	LOC5570412|XP_021698827.1|AAEG
OG0001545	LOC108605664|XP_017850940.1|DBUS	LOC110677176|XP_021703744.1|AAEG
OG0001546	LOC108607110|XP_017853228.1|DBUS	LOC110677186|XP_021703764.1|AAEG, LOC5573557|XP_021703756.1|AAEG
OG0001548	LOC108607175|XP_017853318.1|DBUS	LOC5575287|XP_021706174.1|AAEG
OG0001549	LOC108606567|XP_017852509.1|DBUS	LOC5566809|XP_021702575.1|AAEG, LOC110678344|XP_021706791.1|AAEG, LOC5566990|XP_021701099.1|AAEG
OG0001551	LOC108603464|XP_017847791.1|DBUS	LOC5567762|XP_021709084.1|AAEG
OG0001552	LOC108603924|XP_017848607.1|DBUS, LOC108594732|XP_017835358.1|DBUS	LOC5574592|XP_001655215.2|AAEG
OG0001553	LOC108605093|XP_033150208.1|DBUS	LOC5567406|XP_001657401.2|AAEG, LOC5568864|XP_001652590.1|AAEG
OG0001554	LOC108603527|XP_017847910.1|DBUS, LOC108601588|XP_017844977.1|DBUS	LOC5567768|XP_001657668.2|AAEG
OG0001556	LOC108595646|XP_017836410.1|DBUS	LOC5578988|XP_021712982.1|AAEG, LOC5565133|XP_001649476.1|AAEG
OG0001557	LOC108605208|XP_017850300.1|DBUS	LOC5568719|XP_021713154.1|AAEG, LOC5567579|XP_021707137.1|AAEG
OG0001558	LOC108606946|XP_017852991.1|DBUS	LOC110680582|XP_021712070.1|AAEG, LOC5568723|XP_021713166.1|AAEG, LOC110680882|XP_021712364.1|AAEG
OG0001559	LOC108601659|XP_017845048.1|DBUS	LOC5576290|XP_021713171.1|AAEG
OG0001560	LOC108603381|XP_017847641.1|DBUS	LOC5571521|XP_021692958.1|AAEG
OG0001561	LOC108601657|XP_017845045.1|DBUS	LOC5566484|XP_001650872.2|AAEG
OG0001562	LOC108607833|XP_017854382.1|DBUS	LOC5575241|XP_001655653.2|AAEG, LOC5578936|XP_001657224.1|AAEG
OG0001563	LOC108603397|XP_017847669.1|DBUS	LOC110680825|XP_021712300.1|AAEG, LOC5578929|XP_021693198.1|AAEG
OG0001564	LOC108603070|XP_017847022.1|DBUS	LOC5563715|XP_021693227.1|AAEG
OG0001565	LOC108601975|XP_017845457.1|DBUS	LOC5568915|XP_021693421.1|AAEG, LOC5567502|XP_021693419.1|AAEG
OG0001566	LOC108603322|XP_017847527.1|DBUS	LOC5573433|XP_021693607.1|AAEG
OG0001567	LOC108597624|XP_017839756.1|DBUS	LOC110674687|XP_021694425.1|AAEG
OG0001568	LOC108603213|XP_017847294.1|DBUS	LOC5577645|XP_021693829.1|AAEG
OG0001569	LOC108604661|XP_017849702.1|DBUS	LOC5577638|XP_001656636.2|AAEG
OG0001570	LOC108603209|XP_017847285.1|DBUS	LOC110674220|XP_021694063.1|AAEG
OG0001571	LOC117134991|XP_033150591.1|DBUS	LOC5567760|XP_021701214.1|AAEG, LOC110681398|XP_021712833.1|AAEG
OG0001572	LOC108605519|XP_017850757.1|DBUS	LOC5570664|XP_001659257.1|AAEG, LOC5570661|XP_001659256.2|AAEG
OG0001573	LOC108600374|XP_017843401.1|DBUS	LOC5565109|XP_021696153.1|AAEG
OG0001574	LOC108606973|XP_017853030.1|DBUS	LOC5577758|XP_021704696.1|AAEG, LOC5572893|XP_001654247.1|AAEG
OG0001575	LOC108601867|XP_017845314.1|DBUS	LOC5566212|XP_021696849.1|AAEG
OG0001576	LOC108604658|XP_017849697.1|DBUS	LOC5578812|XP_001657176.1|AAEG, LOC5572040|XP_001660148.2|AAEG
OG0001577	LOC108602988|XP_017846867.1|DBUS	LOC5565563|XP_021697730.1|AAEG
OG0001578	LOC108597751|XP_017839948.1|DBUS	LOC5574933|XP_001661731.2|AAEG
OG0001579	LOC108606802|XP_017852760.1|DBUS	LOC5571186|XP_001653502.2|AAEG
OG0001580	LOC108597463|XP_017839524.1|DBUS	LOC5569161|XP_021698161.1|AAEG
OG0001581	LOC108605040|XP_033150281.1|DBUS	LOC5564093|XP_021698438.1|AAEG
OG0001582	LOC108596584|XP_017837998.1|DBUS	LOC5571407|XP_001653659.2|AAEG
OG0001583	LOC108596789|XP_017838381.1|DBUS, LOC117135087|XP_033150915.1|DBUS	LOC5566023|XP_021698931.1|AAEG
OG0001584	LOC108598370|XP_017840481.1|DBUS	LOC5578855|XP_001664062.1|AAEG
OG0001586	LOC108599942|XP_017842655.1|DBUS	LOC5570327|XP_021699512.1|AAEG
OG0001587	LOC108596516|XP_017837847.1|DBUS	LOC23687759|XP_021699543.1|AAEG
OG0001588	LOC108595400|XP_017836115.1|DBUS	LOC5572049|XP_001660155.1|AAEG
OG0001589	LOC108608342|XP_017855175.1|DBUS	LOC5569987|XP_021700011.1|AAEG
OG0001590	LOC108596609|XP_017838038.1|DBUS, LOC108596608|XP_017838028.1|DBUS	LOC110681105|XP_021712562.1|AAEG, LOC5574388|XP_001661416.2|AAEG
OG0001591	LOC108604407|XP_017849362.1|DBUS	LOC5579514|XP_021700145.1|AAEG
OG0001593	LOC108608052|XP_033149776.1|DBUS	LOC5569501|XP_021700473.1|AAEG
OG0001594	LOC108598529|XP_033149934.1|DBUS	LOC5576948|XP_021700494.1|AAEG
OG0001595	LOC108597084|XP_017838919.1|DBUS	LOC5578360|XP_021700530.1|AAEG
OG0001596	LOC108594341|XP_033150519.1|DBUS	LOC5570924|XP_021700598.1|AAEG
OG0001598	LOC108608123|XP_033150862.1|DBUS	LOC5570897|XP_021700673.1|AAEG
OG0001599	LOC108608452|XP_017855321.1|DBUS	LOC5572929|XP_001654264.1|AAEG, LOC5572930|XP_001654265.1|AAEG
OG0001600	LOC108607930|XP_033150043.1|DBUS	LOC110680217|XP_021711724.1|AAEG, LOC5571423|XP_021700753.1|AAEG
OG0001601	LOC108608443|XP_017855308.1|DBUS	LOC5572640|XP_001654136.1|AAEG
OG0001602	LOC108598647|XP_017840847.2|DBUS	LOC5572642|XP_001654141.2|AAEG
OG0001603	LOC108595529|XP_033150151.1|DBUS	LOC5564850|XP_021695270.1|AAEG, LOC5564834|XP_001649171.2|AAEG
OG0001604	LOC108605171|XP_033150421.1|DBUS, LOC108603587|XP_017848017.1|DBUS	LOC5564487|XP_001648846.1|AAEG
OG0001605	LOC108595155|XP_017835814.1|DBUS	LOC5564503|XP_021701082.1|AAEG
OG0001606	LOC117135005|XP_033150673.1|DBUS	LOC5566522|XP_001650915.1|AAEG
OG0001607	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS	LOC5574484|XP_001655145.1|AAEG
OG0001608	LOC108594459|XP_017835126.1|DBUS	LOC5573863|XP_001654894.1|AAEG
OG0001609	LOC108594756|XP_033149083.1|DBUS	LOC5568884|XP_021701480.1|AAEG
OG0001610	LOC108601882|XP_017845349.2|DBUS	LOC5569343|XP_001658432.1|AAEG
OG0001611	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS	LOC110680619|XP_021712109.1|AAEG, LOC5564671|XP_001649019.1|AAEG
OG0001612	LOC108607975|XP_017854617.1|DBUS	LOC5563775|XP_001648054.1|AAEG, LOC5563773|XP_001648053.1|AAEG
OG0001613	LOC108599269|XP_017841558.1|DBUS	LOC5570616|XP_021702082.1|AAEG, LOC5567253|XP_001651695.1|AAEG
OG0001614	LOC108595403|XP_017836118.1|DBUS	LOC5572013|XP_001660121.2|AAEG, LOC5576817|XP_021702116.1|AAEG
OG0001615	LOC108607651|XP_033150804.1|DBUS	LOC5572431|XP_021702419.1|AAEG
OG0001616	LOC108594444|XP_017835108.1|DBUS	LOC5573821|XP_021702976.1|AAEG
OG0001617	LOC108608231|XP_033150433.1|DBUS	LOC5568922|XP_021703195.1|AAEG
OG0001618	LOC108607318|XP_017853478.1|DBUS	LOC5573901|XP_021703341.1|AAEG
OG0001619	LOC108608075|XP_017854760.1|DBUS	LOC5566978|XP_001651398.1|AAEG
OG0001620	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS	LOC5572053|XP_001653822.1|AAEG
OG0001621	LOC108594737|XP_017835364.1|DBUS	LOC5572062|XP_001653826.2|AAEG
OG0001622	LOC108606468|XP_017852080.1|DBUS	LOC5572078|XP_021703583.1|AAEG, LOC5566371|XP_021709853.1|AAEG
OG0001623	LOC108607926|XP_017854529.1|DBUS	LOC5565851|XP_021703618.1|AAEG
OG0001624	LOC108601953|XP_017845431.2|DBUS	LOC5564939|XP_001649275.2|AAEG
OG0001625	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS	LOC5564921|XP_001649284.1|AAEG
OG0001626	LOC108598881|XP_017841133.1|DBUS	LOC5563786|XP_001648064.1|AAEG
OG0001627	LOC108602377|XP_017845971.1|DBUS	LOC110680893|XP_021712375.1|AAEG, LOC5566572|XP_001650950.2|AAEG, LOC5578569|XP_021705473.1|AAEG
OG0001628	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS	LOC5567669|XP_001657611.1|AAEG
OG0001630	LOC108601721|XP_017845127.1|DBUS	LOC5575302|XP_021709547.1|AAEG
OG0001631	LOC108603976|XP_017848689.1|DBUS	LOC23687582|XP_021705609.1|AAEG
OG0001632	LOC108599423|XP_017841727.1|DBUS	LOC5572968|XP_001654299.1|AAEG
OG0001633	LOC108601663|XP_017845053.1|DBUS	LOC5567329|XP_001657349.1|AAEG, LOC110681114|XP_021712573.1|AAEG
OG0001634	LOC108604042|XP_017848794.1|DBUS	LOC5573889|XP_001654921.2|AAEG
OG0001635	LOC108601833|XP_017845263.1|DBUS	LOC5570884|XP_021711607.1|AAEG, LOC5570885|XP_021706429.1|AAEG
OG0001636	LOC108602479|XP_017846091.1|DBUS	LOC5570879|XP_001659394.1|AAEG
OG0001637	LOC108603171|XP_017847217.1|DBUS	LOC5578555|XP_021707594.1|AAEG, LOC5578556|XP_001663948.2|AAEG
OG0001638	LOC108605427|XP_017850592.1|DBUS	LOC5577363|XP_001656443.1|AAEG
OG0001639	LOC108597589|XP_017839697.1|DBUS	LOC5575051|XP_021708404.1|AAEG
OG0001640	LOC108601889|XP_017845353.1|DBUS	LOC5571752|XP_001653779.1|AAEG
OG0001641	LOC108604603|XP_017849629.1|DBUS	LOC5574761|XP_001661645.1|AAEG, LOC5565701|XP_001650058.1|AAEG
OG0001642	LOC108607280|XP_017853464.1|DBUS	LOC5577033|XP_021711258.1|AAEG
OG0001643	LOC108608257|XP_033150818.1|DBUS	LOC5574553|XP_021707189.1|AAEG
OG0001644	LOC108598986|XP_017841242.1|DBUS	LOC5577243|XP_021706769.1|AAEG
OG0001645	LOC108597279|XP_017839739.2|DBUS	LOC5571017|XP_021706817.1|AAEG
OG0001646	LOC108596763|XP_017838338.1|DBUS	LOC5575278|XP_021711349.1|AAEG
OG0001647	LOC108595225|XP_017835902.2|DBUS	LOC5573626|XP_021705548.1|AAEG
OG0001648	LOC108598225|XP_033149650.1|DBUS	LOC110681024|XP_021712484.1|AAEG, LOC5572713|XP_021706136.1|AAEG, LOC110677878|XP_021705310.1|AAEG
OG0001649	LOC108597011|XP_017838778.1|DBUS	LOC5575690|XP_021707280.1|AAEG
OG0001650	LOC108597465|XP_033149113.1|DBUS	LOC110678810|XP_021707903.1|AAEG
OG0001652	LOC108598856|XP_017841103.1|DBUS	LOC5572084|XP_001660159.2|AAEG, LOC110678816|XP_021707935.1|AAEG
OG0001653	LOC108600712|XP_017843934.2|DBUS	LOC5578118|XP_001656816.2|AAEG
OG0001654	LOC108597043|XP_017838829.1|DBUS	LOC5579924|XP_021705915.1|AAEG
OG0001655	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS	LOC5571922|XP_021708628.1|AAEG
OG0001656	LOC108594268|XP_017834887.1|DBUS	LOC5571621|XP_001659816.2|AAEG
OG0001657	LOC108598776|XP_017841006.1|DBUS	LOC5565452|XP_001649800.1|AAEG
OG0001658	LOC108600377|XP_017843406.1|DBUS	LOC5565458|XP_001649769.1|AAEG
OG0001659	LOC108601095|XP_017844495.1|DBUS	LOC5568591|XP_021711611.1|AAEG
OG0001678	LOC108605382|XP_017850540.2|DBUS	LOC5576541|XP_021694779.1|AAEG
OG0001679	LOC108607235|XP_017853402.1|DBUS	LOC5574426|XP_001661441.2|AAEG, LOC5564668|XP_021694874.1|AAEG, LOC5564669|XP_021694873.1|AAEG
OG0001680	LOC108603549|XP_017847957.2|DBUS	LOC5565192|XP_021695113.1|AAEG, LOC110681481|XP_021712935.1|AAEG
OG0001681	LOC108605564|XP_017850820.1|DBUS	LOC110681219|XP_021712681.1|AAEG, LOC5576756|XP_001656258.2|AAEG, LOC5566677|XP_021707319.1|AAEG
OG0001682	LOC108605792|XP_017851083.1|DBUS	LOC5569201|XP_021694213.1|AAEG
OG0001683	LOC108608492|XP_033150739.1|DBUS	LOC5569198|XP_001658368.2|AAEG, LOC5573947|XP_001654984.1|AAEG
OG0001684	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS	LOC5574020|XP_021708632.1|AAEG
OG0001685	LOC108598394|XP_017840507.1|DBUS	LOC5571142|XP_021700260.1|AAEG, LOC110674271|XP_021694235.1|AAEG, LOC110674435|XP_021694357.1|AAEG, LOC5570684|XP_001659281.2|AAEG
OG0001686	LOC108606446|XP_017852049.1|DBUS	LOC5571315|XP_001653630.1|AAEG
OG0001687	LOC108606192|XP_017851540.1|DBUS	LOC5568417|XP_021712495.1|AAEG, LOC5570453|XP_001659150.2|AAEG, LOC5570447|XP_001659152.1|AAEG
OG0001688	LOC108605961|XP_017851269.1|DBUS	LOC5576585|XP_021697492.1|AAEG
OG0001689	LOC108606882|XP_017852896.1|DBUS	LOC5578880|XP_021697511.1|AAEG
OG0001690	LOC108598701|XP_017840914.1|DBUS	LOC5570415|XP_021698783.1|AAEG
OG0001691	LOC108604832|XP_017849395.1|DBUS	LOC5571995|XP_001660101.2|AAEG
OG0001693	LOC108601029|XP_017844400.1|DBUS	LOC5571564|XP_001653696.1|AAEG
OG0001694	LOC108601403|XP_017844791.1|DBUS	LOC5565017|XP_021702011.1|AAEG
OG0001695	LOC108596366|XP_017837524.1|DBUS	LOC5564056|XP_001648394.2|AAEG
OG0001696	LOC108603568|XP_017847974.1|DBUS	LOC5565053|XP_021705226.1|AAEG
OG0001697	LOC108601702|XP_017845104.1|DBUS	LOC5565067|XP_001649393.1|AAEG
OG0001698	LOC108606782|XP_017852695.1|DBUS	LOC5576012|XP_021706064.1|AAEG
OG0001699	LOC108601587|XP_033149883.1|DBUS	LOC5575091|XP_021694263.1|AAEG
OG0001700	LOC108602583|XP_017846208.1|DBUS	LOC110678498|XP_021707151.1|AAEG, LOC110678596|XP_021707345.1|AAEG, LOC110678598|XP_021707352.1|AAEG
OG0001701	LOC108603787|XP_017848372.1|DBUS	LOC110681093|XP_021712554.1|AAEG, LOC5569913|XP_021708647.1|AAEG
OG0001702	LOC108599142|XP_017841422.1|DBUS	LOC110679165|XP_021708953.1|AAEG, LOC5567455|XP_001657455.1|AAEG, LOC110681250|XP_021712711.1|AAEG
OG0001703	LOC108601834|XP_017845265.1|DBUS	LOC5570645|XP_001653277.2|AAEG
OG0001704	LOC108602492|XP_017846109.1|DBUS	LOC5570641|XP_021709166.1|AAEG
OG0001705	LOC108601706|XP_017845109.1|DBUS	LOC5569385|XP_021709272.1|AAEG
OG0001706	LOC108594344|XP_017834987.1|DBUS	LOC5574607|XP_001655208.2|AAEG
OG0001707	LOC108604223|XP_017849076.1|DBUS	LOC5574593|XP_021709672.1|AAEG
OG0001708	LOC108604664|XP_017849704.1|DBUS	LOC110681130|XP_021712595.1|AAEG, LOC5577403|XP_001656483.2|AAEG
OG0001709	LOC108600543|XP_017843688.1|DBUS	LOC110680896|XP_021712376.1|AAEG, LOC5567785|XP_001657688.2|AAEG, LOC110680897|XP_021712377.1|AAEG
OG0001710	LOC108604447|XP_017849416.1|DBUS	LOC5577564|XP_001663437.2|AAEG, LOC5566404|XP_021713013.1|AAEG
OG0001711	LOC108603056|XP_017846979.1|DBUS	LOC5578517|XP_021713311.1|AAEG
OG0001712	LOC108601636|XP_017845023.1|DBUS	LOC5578276|XP_001663804.1|AAEG
OG0001713	LOC108603453|XP_017847773.1|DBUS	LOC5575986|XP_011493660.2|AAEG
OG0001714	LOC108602696|XP_017846323.1|DBUS	LOC5564681|XP_021692980.1|AAEG
