Orthogroup	DBUS.longest_only	DMEL.longest_only
OG0001769	LOC108604602|XP_033150730.1|DBUS	dsf|NP_477140.1|DMEL
OG0001770	LOC108607585|XP_017853974.1|DBUS	SmydA-3|NP_609464.1|DMEL
OG0001771	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS	Thor|NP_477295.1|DMEL
OG0001773	LOC108598823|XP_017841066.2|DBUS	bib|NP_001260313.1|DMEL
OG0001774	LOC108597601|XP_017839713.1|DBUS	egg|NP_611966.3|DMEL
OG0001775	LOC108606572|XP_017852280.1|DBUS	RpII215|NP_511124.1|DMEL
OG0001776	LOC108594285|XP_017834912.1|DBUS	CG31637|NP_609043.1|DMEL
OG0001777	LOC108594473|XP_017835143.1|DBUS	chm|NP_609117.4|DMEL
OG0001778	LOC108607808|XP_017854341.2|DBUS	fzy|NP_477501.1|DMEL
OG0001779	LOC108607780|XP_033150089.1|DBUS	CG44153|NP_001097136.2|DMEL
OG0001780	LOC108596371|XP_017837527.1|DBUS	ap|NP_724428.1|DMEL
OG0001781	LOC108598441|XP_017840566.2|DBUS	lok|NP_477219.1|DMEL
OG0001782	LOC108608514|XP_033150736.1|DBUS	CG42784|NP_001188798.2|DMEL
OG0001783	LOC108607570|XP_033150812.1|DBUS	Tsp29Fb|NP_523516.1|DMEL
OG0001784	LOC108607640|XP_017854057.1|DBUS	CG31935|NP_608608.2|DMEL
OG0001785	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS	Smyd4-1|NP_724802.1|DMEL
OG0001786	LOC108598072|XP_017840178.2|DBUS	CG4497|NP_609102.1|DMEL
OG0001787	LOC108607436|XP_017853756.1|DBUS	CG13784|NP_001260176.1|DMEL
OG0001788	LOC108596425|XP_017837637.1|DBUS	tum|NP_610912.2|DMEL
OG0001789	LOC108597607|XP_017839733.1|DBUS	CG3085|NP_611752.1|DMEL
OG0001790	LOC108602039|XP_017845539.1|DBUS	CG5171|NP_001188709.1|DMEL
OG0001791	LOC108596745|XP_017838307.1|DBUS	E_Pc_|NP_001260897.1|DMEL
OG0001792	LOC108594422|XP_017835083.2|DBUS	ham|NP_724130.4|DMEL
OG0001793	LOC108596217|XP_017837233.1|DBUS	Shrm|NP_001097307.1|DMEL
OG0001794	LOC108607806|XP_017854339.1|DBUS	cact|NP_476942.1|DMEL
OG0001795	LOC108607486|XP_033150637.1|DBUS	mtgo|NP_001137829.1|DMEL
OG0001796	LOC108605080|XP_017850135.1|DBUS	ppk28|NP_573169.2|DMEL
OG0001797	LOC108607428|XP_017853727.1|DBUS	dpr7|NP_001096850.2|DMEL
OG0001798	LOC108595820|XP_017836600.1|DBUS	robl|NP_523771.1|DMEL
OG0001799	LOC108605000|XP_033150403.1|DBUS	CG11566|NP_001027081.1|DMEL
OG0001800	LOC108594476|XP_017835152.1|DBUS	santa-maria|NP_723277.3|DMEL
OG0001801	LOC108599382|XP_017841676.1|DBUS	nbs|NP_651973.4|DMEL
OG0001802	LOC108604568|XP_017849587.1|DBUS	mRpL19|NP_524284.1|DMEL
OG0001803	LOC108601514|XP_017844902.1|DBUS	CG15497|NP_650976.1|DMEL
OG0001804	LOC108603445|XP_017847761.1|DBUS	Pi4KIIalpha|NP_730944.2|DMEL
OG0001805	LOC108598969|XP_017841231.1|DBUS	Gr66a|NP_523971.3|DMEL
OG0001806	LOC108604040|XP_017848791.2|DBUS, LOC108604167|XP_017848989.2|DBUS	CG5789|NP_651269.1|DMEL
OG0001807	LOC108603786|XP_017848370.1|DBUS	Tm2|NP_732012.1|DMEL
OG0001808	LOC108603239|XP_017847353.1|DBUS	PGRP-LB|NP_001247052.1|DMEL
OG0001809	LOC108604697|XP_017849745.1|DBUS	slx1|NP_649484.3|DMEL
OG0001810	LOC108602392|XP_017845993.1|DBUS	CG31457|NP_732828.1|DMEL
OG0001811	LOC108595251|XP_017835944.1|DBUS	Optix|NP_001260793.1|DMEL
OG0001812	LOC108606311|XP_017851801.1|DBUS	ksh|NP_652499.2|DMEL
OG0001813	LOC108602772|XP_017846433.1|DBUS	Dys|NP_001036722.1|DMEL
OG0001814	LOC108603620|XP_017848064.1|DBUS	wtrw|NP_731193.1|DMEL
OG0001815	LOC108603931|XP_017848615.1|DBUS	RpL13A|NP_649560.1|DMEL
OG0001816	LOC108595524|XP_017836268.1|DBUS	Roe1|NP_610886.2|DMEL
OG0001817	LOC108595975|XP_017836751.2|DBUS	PCB|NP_724841.1|DMEL
OG0001818	LOC108606955|XP_017853001.1|DBUS	CG42339|NP_572674.3|DMEL
OG0001819	LOC108597727|XP_017839911.2|DBUS	CG3045|NP_611646.1|DMEL
OG0001820	LOC108605710|XP_017850990.1|DBUS	CG18155|NP_996360.2|DMEL
OG0001821	LOC108595349|XP_017836062.1|DBUS	CG4781|NP_611951.1|DMEL
OG0001822	LOC108595507|XP_017836249.1|DBUS	CG13532|NP_611728.1|DMEL
OG0001823	LOC108600286|XP_017843246.1|DBUS	Sod1|NP_476735.1|DMEL
OG0001824	LOC108600863|XP_017844162.1|DBUS	CG31937|NP_608616.2|DMEL
OG0001825	LOC108596109|XP_033149156.1|DBUS	sm|NP_001246428.1|DMEL
OG0001826	LOC108596156|XP_017837150.1|DBUS	Prosbeta5|NP_652014.1|DMEL
OG0001827	LOC108595377|XP_017836093.1|DBUS	SmydA-6|NP_611182.1|DMEL
OG0001828	LOC108606296|XP_017851771.1|DBUS	Set2|NP_572888.2|DMEL
OG0001829	LOC108595316|XP_017836025.1|DBUS	CG8888|NP_610724.1|DMEL
OG0001830	LOC108596767|XP_017838348.1|DBUS	CG9890|NP_611750.1|DMEL
OG0001831	LOC108598360|XP_017840469.2|DBUS	CG7402|NP_649023.1|DMEL
OG0001832	LOC108605033|XP_033150473.1|DBUS, LOC108606662|XP_017852476.1|DBUS	Efr|NP_572299.1|DMEL
OG0001833	LOC108596424|XP_017837636.1|DBUS	Taldo|NP_523835.2|DMEL
OG0001834	LOC108603104|XP_017847097.1|DBUS	UQCR-C1|NP_650401.1|DMEL
OG0001838	LOC108594683|XP_033149076.1|DBUS	CG4744|NP_610871.1|DMEL
OG0001839	LOC108595839|XP_017836619.1|DBUS	Nnf1b|NP_722652.1|DMEL, Nnf1a|NP_611492.1|DMEL
OG0001840	LOC108604620|XP_017849658.1|DBUS	CG34169|NP_001097170.1|DMEL, CG34106|NP_001036365.1|DMEL
OG0001841	LOC108598368|XP_017840478.1|DBUS	CG34057|NP_001033980.2|DMEL, CG34056|NP_001033979.1|DMEL
OG0001842	LOC108599431|XP_017841741.1|DBUS	Cyp4d20|NP_647723.2|DMEL, Cyp4d21|NP_609129.2|DMEL
OG0001843	LOC108599615|XP_017842060.2|DBUS	Cpr76Ba|NP_649120.1|DMEL
OG0001844	LOC108598085|XP_017840187.1|DBUS	BobA|NP_525087.2|DMEL, CG13465|NP_525000.1|DMEL
OG0001845	LOC108595576|XP_017836326.1|DBUS	Prosbeta5R1|NP_611776.1|DMEL
OG0001846	LOC108604828|XP_017849930.2|DBUS	CG31419|NP_732225.2|DMEL, CG31418|NP_650615.2|DMEL
OG0001848	LOC108602743|XP_017846387.1|DBUS	CG40470|NP_001036635.1|DMEL
OG0001849	LOC108603882|XP_017848543.1|DBUS	Rpt2|NP_524469.2|DMEL
OG0001850	LOC108607408|XP_033150520.1|DBUS	Sox102F|NP_001014695.1|DMEL
OG0001851	LOC108607384|XP_017853611.1|DBUS	zfh2|NP_524623.2|DMEL
OG0001852	LOC108600797|XP_017844061.1|DBUS	trh|NP_001261207.1|DMEL
OG0001853	LOC108602776|XP_017846452.1|DBUS	scrib|NP_001163746.1|DMEL
OG0001854	LOC108606835|XP_017852809.1|DBUS	CG9123|NP_573018.1|DMEL, CG12608|NP_573019.1|DMEL
OG0001855	LOC108594869|XP_017835497.1|DBUS	Vkor|NP_001014533.1|DMEL
OG0001856	LOC108605828|XP_017851123.1|DBUS	e_r_|NP_524662.1|DMEL
OG0001857	LOC108606654|XP_017852460.1|DBUS	mal|NP_523423.1|DMEL
OG0001858	LOC108605020|XP_017850075.1|DBUS	Ing3|NP_573316.1|DMEL
OG0001859	LOC108605920|XP_017851227.1|DBUS	CG32500|NP_728447.2|DMEL, CG32857|NP_728443.1|DMEL, CG33502|NP_996529.1|DMEL
OG0001860	LOC108598663|XP_017840864.1|DBUS	CG13698|NP_649027.1|DMEL
OG0001861	LOC108605904|XP_017851207.1|DBUS, LOC108601991|XP_017845477.1|DBUS	ball|NP_651508.1|DMEL
OG0001862	LOC108601895|XP_017845358.1|DBUS	Cbs|NP_608424.1|DMEL
OG0001863	LOC108607034|XP_017853114.1|DBUS, LOC108603287|XP_017847446.1|DBUS	Grip91|NP_524919.2|DMEL
OG0001864	LOC108603026|XP_017846925.1|DBUS	jvl|NP_001247105.1|DMEL
OG0001865	LOC108606713|XP_017852580.1|DBUS	DENR|NP_573176.1|DMEL
OG0001866	LOC108601564|XP_017844952.1|DBUS	sim|NP_524340.2|DMEL
OG0001867	LOC108599679|XP_017842159.1|DBUS	Nedd4|NP_648993.1|DMEL
OG0001868	LOC108596975|XP_017838720.1|DBUS	clumsy|NP_001036373.1|DMEL
OG0001869	LOC108604619|XP_017849651.1|DBUS	Grik|NP_001262788.1|DMEL
OG0001870	LOC108605750|XP_017851039.1|DBUS	CG4020|NP_572276.1|DMEL
OG0001871	LOC108605815|XP_017851110.1|DBUS	PGRP-SA|NP_572727.1|DMEL
OG0001872	LOC108604394|XP_017849341.1|DBUS	CG15537|NP_001097981.1|DMEL
OG0001873	LOC108604572|XP_017849592.1|DBUS	beta-Man|NP_649436.2|DMEL
OG0001874	LOC108603186|XP_017847236.1|DBUS	bai|NP_651323.3|DMEL
OG0001875	LOC108603543|XP_033150101.1|DBUS	CG12071|NP_651832.3|DMEL
OG0001876	LOC108596667|XP_017838162.1|DBUS	Mvd|NP_573068.3|DMEL
OG0001877	LOC108602454|XP_017846066.1|DBUS, LOC108605460|XP_017850635.1|DBUS	CG2662|NP_570018.1|DMEL
OG0001878	LOC108603204|XP_017847278.1|DBUS	Droj2|NP_650283.1|DMEL
OG0001879	LOC108603183|XP_017847232.1|DBUS	stac|NP_651329.4|DMEL
OG0001880	LOC108604047|XP_017848798.1|DBUS	P5cr|NP_524400.2|DMEL
OG0001881	LOC108602310|XP_017845882.1|DBUS	lbe|NP_524435.2|DMEL
OG0001882	LOC108604512|XP_017849505.1|DBUS	CG5882|NP_651540.1|DMEL
OG0001883	LOC108603611|XP_017848048.1|DBUS	Cow|NP_001262857.1|DMEL
OG0001884	LOC108603197|XP_017847264.1|DBUS	AdSS|NP_650918.1|DMEL
OG0001885	LOC108601119|XP_017844532.1|DBUS	CG6770|NP_609539.1|DMEL
OG0001886	LOC108601718|XP_017845125.1|DBUS	CG9356|NP_649889.1|DMEL
OG0001887	LOC108595038|XP_017835666.1|DBUS	ND-B14|NP_610629.1|DMEL
OG0001888	LOC108601938|XP_017845404.1|DBUS	CG12173|NP_649523.1|DMEL
OG0001889	LOC108606297|XP_017851772.1|DBUS	APC4|NP_572522.2|DMEL
OG0001890	LOC108600519|XP_017843653.2|DBUS	CG5274|NP_649222.1|DMEL
OG0001891	LOC108603298|XP_017847462.1|DBUS	Gfrl|NP_001247206.1|DMEL
OG0001892	LOC108594468|XP_017835138.1|DBUS	vtd|NP_001015132.1|DMEL
OG0001893	LOC108603698|XP_017848215.1|DBUS	DNApol-alpha73|NP_733206.3|DMEL
OG0001894	LOC108597397|XP_017839423.1|DBUS	CG30382|NP_724616.1|DMEL, Prosalpha1|NP_724614.1|DMEL
OG0001895	LOC108607394|XP_033150523.1|DBUS	Gyf|NP_001162827.1|DMEL
OG0001896	LOC108608269|XP_017855055.1|DBUS	MFS17|NP_001015096.2|DMEL
OG0001897	LOC108604068|XP_017848821.1|DBUS	tws|NP_476880.1|DMEL
OG0001898	LOC108606959|XP_017853007.1|DBUS	mh|NP_573032.1|DMEL
OG0001899	LOC108604045|XP_017848795.1|DBUS	CG7720|NP_650753.1|DMEL
OG0001900	LOC108599726|XP_017842215.1|DBUS	lush|NP_524162.1|DMEL
OG0001901	LOC108607862|XP_033150886.1|DBUS	CG31635|NP_001260135.1|DMEL
OG0001903	LOC108602361|XP_017845950.1|DBUS	CG1103|NP_001036660.1|DMEL
OG0001904	LOC108603433|XP_017847742.1|DBUS	NSD|NP_733239.1|DMEL
OG0001905	LOC108606821|XP_017852793.1|DBUS	l_1_10Bb|NP_511117.1|DMEL
OG0001906	LOC108603515|XP_017847893.1|DBUS	Calx|NP_001247215.1|DMEL
OG0001907	LOC108605161|XP_017850232.1|DBUS	caz|NP_523365.2|DMEL
OG0001908	LOC108602383|XP_017845983.1|DBUS	HSPBAP1|NP_651581.2|DMEL
OG0001909	LOC108605262|XP_017850378.1|DBUS	Hexo2|NP_525081.1|DMEL
OG0001910	LOC108604289|XP_017849189.1|DBUS	ohgt|NP_649973.1|DMEL
OG0001911	LOC108603813|XP_017848409.1|DBUS	CG42342|NP_001189234.1|DMEL
OG0001912	LOC108595323|XP_017836031.1|DBUS	CG8093|NP_611020.1|DMEL
OG0001913	LOC108607914|XP_017854519.2|DBUS	Lip2|NP_524667.1|DMEL
OG0001914	LOC117134861|XP_033150020.1|DBUS	mask|NP_001247280.1|DMEL
OG0001915	LOC108599747|XP_017842246.1|DBUS	ACXD|NP_620469.2|DMEL
OG0001916	LOC108594944|XP_017835566.1|DBUS	Topors|NP_611388.1|DMEL
OG0001918	LOC108598033|XP_017840137.1|DBUS	CG15014|NP_647892.1|DMEL
OG0001919	LOC108597417|XP_017839457.1|DBUS	CG30467|NP_611044.1|DMEL
OG0001920	LOC108600025|XP_017842832.1|DBUS	fwd|NP_001356971.1|DMEL
OG0001921	LOC108596387|XP_017837548.1|DBUS	cbc|NP_610876.1|DMEL
OG0001922	LOC108596372|XP_017837529.1|DBUS	asrij|NP_001261143.1|DMEL
OG0001923	LOC108600006|XP_017842785.1|DBUS	Mp|NP_001246651.1|DMEL
OG0001924	LOC108601155|XP_017844579.1|DBUS	CG17691|NP_001104018.1|DMEL
OG0001925	LOC108598587|XP_017840770.1|DBUS	CG10672|NP_647946.1|DMEL
OG0001926	LOC108600779|XP_017844037.1|DBUS	ImpE1|NP_524849.2|DMEL
OG0001927	LOC108596943|XP_017838670.1|DBUS	Nup54|NP_610783.1|DMEL
OG0001928	LOC108598923|XP_017841176.1|DBUS	CG8009|NP_648400.1|DMEL
OG0001929	LOC108599566|XP_017841951.1|DBUS	Rbfox1|NP_001246707.1|DMEL
OG0001930	LOC108596824|XP_017838429.1|DBUS	GEFmeso|NP_788403.2|DMEL
OG0001931	LOC108600720|XP_033149479.1|DBUS	Iyd|NP_001369045.1|DMEL, CG46439|NP_001368938.1|DMEL
OG0001932	LOC108600571|XP_017843729.1|DBUS	JIL-1|NP_648432.1|DMEL
OG0001933	LOC108595521|XP_017836264.1|DBUS	CG4866|NP_611224.1|DMEL
OG0001934	LOC108598532|XP_017840703.1|DBUS	Gem3|NP_524019.1|DMEL
OG0001935	LOC108598430|XP_017840549.1|DBUS	l_3_72Dp|NP_730119.1|DMEL
OG0001937	LOC108597721|XP_017839902.2|DBUS	Fs|NP_652376.2|DMEL
OG0001938	LOC108597735|XP_017839919.1|DBUS	CG18335|NP_610666.1|DMEL
OG0001939	LOC108595767|XP_017836546.1|DBUS	CG15650|NP_611529.1|DMEL
OG0001940	LOC108596203|XP_033148994.1|DBUS	CG46385|NP_001356959.1|DMEL
OG0001941	LOC108598787|XP_017841019.1|DBUS	Atac3|NP_001246531.1|DMEL
OG0001942	LOC108595569|XP_017836319.1|DBUS	CG9447|NP_610243.4|DMEL
OG0001943	LOC108599350|XP_017841642.2|DBUS	CG13055|NP_648851.1|DMEL
OG0001944	LOC108598539|XP_017840711.1|DBUS	Mtch|NP_523869.1|DMEL
OG0001945	LOC108597694|XP_017839859.1|DBUS	Dgk|NP_724619.2|DMEL
OG0001946	LOC108597503|XP_017839577.1|DBUS	Cyt-b5|NP_610294.1|DMEL
OG0001947	LOC108595456|XP_017836185.1|DBUS	HLH54F|NP_477302.1|DMEL
OG0001948	LOC108599043|XP_017841312.2|DBUS	CG6179|NP_573288.1|DMEL
OG0001949	LOC108600442|XP_033149321.1|DBUS	Eip78C|NP_524195.2|DMEL
OG0001950	LOC108603307|XP_017847478.1|DBUS	Itpr|NP_730941.1|DMEL
OG0001951	LOC108596122|XP_017837071.1|DBUS	jbug|NP_001261140.1|DMEL
OG0001952	LOC117135084|XP_033150906.1|DBUS	TpnC41C|NP_523619.2|DMEL
OG0001953	LOC108596176|XP_033148929.1|DBUS	Oatp58Dc|NP_001097409.1|DMEL
OG0001954	LOC108596413|XP_033149184.1|DBUS	KCNQ|NP_788300.3|DMEL
OG0001955	LOC108595351|XP_017836064.1|DBUS	CG17765|NP_610592.1|DMEL
OG0001956	LOC108599910|XP_017842596.1|DBUS	nmo|NP_001356976.1|DMEL
OG0001957	LOC108595648|XP_017836412.1|DBUS	RpL29|NP_477203.1|DMEL
OG0001958	LOC108596805|XP_017838401.1|DBUS	CG30116|NP_725799.1|DMEL
OG0001959	LOC108599071|XP_017841342.2|DBUS	Toll-9|NP_649214.1|DMEL
OG0001960	LOC108599842|XP_017842453.1|DBUS	Psa|NP_728614.1|DMEL
OG0001961	LOC108597167|XP_017839070.1|DBUS	Dll|NP_001137759.1|DMEL
OG0001962	LOC108597395|XP_017839421.1|DBUS	phr|NP_523653.2|DMEL
OG0001963	LOC108600022|XP_017842829.1|DBUS	CG9706|NP_001356982.1|DMEL
OG0001964	LOC108599941|XP_017842654.1|DBUS	smid|NP_523959.2|DMEL
OG0001965	LOC108598690|XP_017840900.2|DBUS	CG42747|NP_648045.2|DMEL
OG0001966	LOC108604013|XP_017848744.1|DBUS	P5cr-2|NP_650632.1|DMEL
OG0001967	LOC108595423|XP_017836141.1|DBUS	Lapsyn|NP_611561.1|DMEL
OG0001968	LOC108600735|XP_017843966.1|DBUS	NijA|NP_996040.1|DMEL
OG0001969	LOC108597386|XP_017839408.1|DBUS	Orc1|NP_477303.1|DMEL
OG0001970	LOC108597369|XP_017839384.1|DBUS	blw|NP_726243.1|DMEL
OG0001971	LOC108595834|XP_017836613.1|DBUS	CG11041|NP_611453.2|DMEL
OG0001972	LOC108596517|XP_017837848.1|DBUS	IFT20|NP_724409.3|DMEL
OG0001973	LOC108597560|XP_017839658.1|DBUS	CG43795|NP_001097435.2|DMEL
OG0001974	LOC108597651|XP_017839795.1|DBUS	Myd88|NP_610479.1|DMEL
OG0001975	LOC108599334|XP_017841627.2|DBUS	CG13806|NP_647708.1|DMEL
OG0001976	LOC108596922|XP_017838629.1|DBUS	SmD3|NP_725106.1|DMEL
OG0001977	LOC108607830|XP_017854378.1|DBUS	cup|NP_523493.3|DMEL
OG0001978	LOC108608371|XP_017855208.1|DBUS	Arr1|NP_476681.1|DMEL
OG0001979	LOC108608216|XP_017854981.1|DBUS	Rack1|NP_477269.1|DMEL
OG0001980	LOC108596325|XP_017837440.1|DBUS	galectin|NP_608487.1|DMEL
OG0001981	LOC108594239|XP_033150588.1|DBUS	fusl|NP_608923.1|DMEL
OG0001982	LOC108608223|XP_017854989.2|DBUS	Gpb5|NP_001104335.1|DMEL
OG0001983	LOC108596145|XP_017837130.1|DBUS	AGO3|NP_001036627.2|DMEL
OG0001984	LOC108608441|XP_017855305.1|DBUS	CG9154|NP_608993.2|DMEL
OG0001985	LOC108607859|XP_017854431.2|DBUS	Apoltp|NP_995670.2|DMEL
OG0001986	LOC108602015|XP_017845544.2|DBUS	TTLL3A|NP_609069.1|DMEL
OG0001987	LOC108606642|XP_017852430.1|DBUS	su_sable_|NP_476754.1|DMEL
OG0001988	LOC108596296|XP_017837377.1|DBUS	EDTP|NP_995873.2|DMEL
OG0001989	LOC108602095|XP_017845611.2|DBUS	Gr21a|NP_001259841.1|DMEL
OG0001990	LOC108597178|XP_033150391.1|DBUS	loh|NP_609406.2|DMEL
OG0001991	LOC108607807|XP_033149952.1|DBUS	DIP-lambda|NP_001334747.1|DMEL
OG0001992	LOC108608209|XP_033150617.1|DBUS	CG31760|NP_723730.2|DMEL
OG0001993	LOC108606041|XP_017851369.2|DBUS	Sec61alpha|NP_609034.1|DMEL
OG0001994	LOC108601812|XP_017845237.1|DBUS	TFAM|NP_732527.1|DMEL
OG0001995	LOC108607680|XP_017854125.1|DBUS	CG10194|NP_609973.1|DMEL
OG0001996	LOC108608049|XP_017854719.1|DBUS	nompC|NP_523483.2|DMEL
OG0001997	LOC108596247|XP_017837287.1|DBUS	CG3894|NP_611963.5|DMEL
OG0001998	LOC108594687|XP_017835316.2|DBUS	Eps-15|NP_611965.2|DMEL
OG0001999	LOC108597413|XP_017839451.1|DBUS	Hr3|NP_001334718.1|DMEL
OG0002000	LOC108602419|XP_017846026.1|DBUS	CG14274|NP_609212.2|DMEL
OG0002001	LOC108595444|XP_033149398.1|DBUS	kel|NP_476589.4|DMEL
OG0002002	LOC108596945|XP_017838673.1|DBUS, LOC108596448|XP_017837684.1|DBUS	Dera|NP_610781.1|DMEL
OG0002004	LOC108594250|XP_017834860.1|DBUS	qua|NP_001246066.1|DMEL
OG0002005	LOC108594460|XP_033150912.1|DBUS	PRL-1|NP_609780.1|DMEL
OG0002006	LOC108607719|XP_017854227.1|DBUS	Ziz|NP_001260200.1|DMEL
OG0002007	LOC108607994|XP_017854641.1|DBUS	Pp2A-29B|NP_001245944.1|DMEL
OG0002008	LOC108607363|XP_017853564.1|DBUS	eIF4G1|NP_001096852.1|DMEL
OG0002009	LOC108595669|XP_017836437.1|DBUS	fd59A|NP_523814.1|DMEL
OG0002010	LOC108608241|XP_017855016.1|DBUS	Argl|NP_609257.3|DMEL
OG0002011	LOC108608511|XP_017855400.1|DBUS	nesd|NP_610025.1|DMEL
OG0002012	LOC108606460|XP_017852070.1|DBUS	TpnC25D|NP_608915.2|DMEL
OG0002013	LOC108594398|XP_033150653.1|DBUS	Lim3|NP_001260559.1|DMEL
OG0002014	LOC108595106|XP_017835756.1|DBUS	CG10527|NP_611544.1|DMEL
OG0002015	LOC108607004|XP_017853075.1|DBUS, LOC108598197|XP_017840302.1|DBUS	Uro|NP_476779.1|DMEL
OG0002016	LOC108596854|XP_017838482.1|DBUS	babo|NP_476999.1|DMEL
OG0002017	LOC108608563|XP_017855475.1|DBUS	Nos|NP_523541.2|DMEL
OG0002018	LOC108605976|XP_017851291.2|DBUS	Daxx|NP_609035.2|DMEL
OG0002020	LOC108601579|XP_017844967.1|DBUS, LOC108602177|XP_017845703.1|DBUS, LOC108602572|XP_017846198.1|DBUS, LOC108596414|XP_017837621.1|DBUS	RanGAP|NP_476712.1|DMEL
OG0002021	LOC108596636|XP_017838086.1|DBUS	tud|NP_476773.1|DMEL
OG0002022	LOC108605834|XP_017851134.1|DBUS	CG14397|NP_001163027.1|DMEL
OG0002023	LOC108604215|XP_017849069.1|DBUS	ry|NP_524337.1|DMEL
OG0002024	LOC108601512|XP_017844904.2|DBUS	CG4968|NP_609375.1|DMEL
OG0002025	LOC108608151|XP_017854887.1|DBUS	salm|NP_723670.2|DMEL
OG0002026	LOC108601041|XP_017844416.2|DBUS	CG7139|NP_649378.1|DMEL
OG0002027	LOC108596142|XP_017837121.1|DBUS	px|NP_726208.1|DMEL
OG0002028	LOC108596881|XP_017838549.1|DBUS	CG5554|NP_001286784.1|DMEL
OG0002029	LOC108599517|XP_017841878.1|DBUS	Sse|NP_523935.1|DMEL
OG0002030	LOC108596280|XP_017837342.1|DBUS	ATPsynF|NP_611940.1|DMEL
OG0002031	LOC108596054|XP_017836936.1|DBUS	Rpn13|NP_001137662.1|DMEL
OG0002032	LOC108602784|XP_017846485.1|DBUS	Snmp1|NP_650953.1|DMEL
OG0002033	LOC108607275|XP_017853459.1|DBUS	Ork1|NP_001285097.1|DMEL
OG0002034	LOC108606569|XP_017852277.1|DBUS	DAAM|NP_001188522.1|DMEL
OG0002035	LOC108604644|XP_017849682.1|DBUS	Dhod|NP_477224.1|DMEL
OG0002036	LOC108603416|XP_033150013.1|DBUS	Glut4EF|NP_001262443.1|DMEL
OG0002037	LOC108600975|XP_017844326.1|DBUS	VhaM9.7-a|NP_001097499.1|DMEL
OG0002038	LOC108602269|XP_017845815.1|DBUS	CG4390|NP_732486.2|DMEL
OG0002039	LOC108595614|XP_017836369.1|DBUS	CG40472|NP_001163845.1|DMEL, ND-AGGG|NP_001015476.1|DMEL
OG0002040	LOC108602518|XP_017846140.1|DBUS	CG41284|NP_001104417.3|DMEL, CG42598|NP_001163857.2|DMEL
OG0002041	LOC108597182|XP_017839096.1|DBUS	Acsl|NP_001260810.1|DMEL
OG0002042	LOC108604414|XP_017849369.1|DBUS	Obp84a|NP_001097700.2|DMEL
OG0002043	LOC108603605|XP_017848040.1|DBUS	CG2100|NP_649578.1|DMEL
OG0002044	LOC108602852|XP_017846610.1|DBUS	loco|NP_732773.1|DMEL
OG0002045	LOC108601253|XP_017844642.1|DBUS	5-HT2B|NP_001262373.1|DMEL
OG0002046	LOC108607076|XP_017853186.1|DBUS	CG11077|NP_651944.1|DMEL
OG0002047	LOC108606308|XP_017851797.1|DBUS	CG14200|NP_573387.1|DMEL
OG0002048	LOC108602160|XP_017845682.1|DBUS	CG10038|NP_650176.3|DMEL
OG0002049	LOC108603237|XP_017847346.1|DBUS	sals|NP_731573.1|DMEL
OG0002050	LOC108603263|XP_017847406.1|DBUS	nsl1|NP_732069.3|DMEL
OG0002051	LOC108597486|XP_017839552.1|DBUS	CG30022|NP_725047.2|DMEL
OG0002052	LOC108598102|XP_017840208.1|DBUS	CG33257|NP_996107.1|DMEL
OG0002053	LOC108603630|XP_017848078.1|DBUS	CG11768|NP_649829.1|DMEL
OG0002054	LOC108601985|XP_017845469.2|DBUS	CG12170|NP_649565.1|DMEL
OG0002056	LOC108600332|XP_017843335.1|DBUS	Gcn5|NP_648586.2|DMEL
OG0002057	LOC108608035|XP_017854703.1|DBUS	CG6144|NP_001033895.1|DMEL
OG0002058	LOC108599488|XP_017841824.2|DBUS	thoc7|NP_728489.2|DMEL
OG0002059	LOC108604082|XP_017848845.1|DBUS	MED28|NP_651397.1|DMEL
OG0002060	LOC108597754|XP_017839952.1|DBUS	jef|NP_610983.1|DMEL
OG0002061	LOC108597583|XP_017839688.1|DBUS	Gpat4|NP_001286818.1|DMEL
OG0002062	LOC108606314|XP_017851808.1|DBUS	bbx|NP_001259770.1|DMEL
OG0002063	LOC108605420|XP_017850581.1|DBUS	APC7|NP_572329.3|DMEL
OG0002064	LOC108605301|XP_017850454.1|DBUS	Rop|NP_523916.2|DMEL
OG0002065	LOC108600167|XP_033149619.1|DBUS	Mrtf|NP_001137879.3|DMEL
OG0002066	LOC108603144|XP_017847171.1|DBUS	Mhcl|NP_732109.2|DMEL
OG0002067	LOC108596882|XP_017838550.1|DBUS	Snap29|NP_523831.1|DMEL
OG0002068	LOC108597293|XP_017839260.1|DBUS	Atg7|NP_611350.1|DMEL
OG0002069	LOC108604986|XP_017850045.1|DBUS	CG17486|NP_001036446.2|DMEL
OG0002070	LOC108602096|XP_017845608.1|DBUS	Fdh|NP_524310.1|DMEL
OG0002071	LOC108604443|XP_017849410.1|DBUS	Osbp|NP_477271.1|DMEL
OG0002072	LOC108596835|XP_017838449.1|DBUS	Rrp42|NP_725517.2|DMEL
OG0002073	LOC108599530|XP_033149653.1|DBUS	Plp|NP_001027574.2|DMEL
OG0002074	LOC108596969|XP_017838706.1|DBUS	CG11807|NP_611017.1|DMEL
OG0002075	LOC108600607|XP_017843117.1|DBUS	SmE|NP_609162.1|DMEL
OG0002076	LOC108597154|XP_017839044.1|DBUS	ReepA|NP_001188988.1|DMEL
