Orthogroup	DBUS.longest_only	CCAP.longest_only
OG0001620	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS	CCAP1982_LOCUS20177|CAD7012077.1|CCAP
OG0001621	LOC108594737|XP_017835364.1|DBUS	CCAP1982_LOCUS22660|CAD7014672.1|CCAP, CCAP1982_LOCUS22659|CAD7014671.1|CCAP
OG0001623	LOC108607926|XP_017854529.1|DBUS	CCAP1982_LOCUS7557|CAD6999010.1|CCAP
OG0001624	LOC108601953|XP_017845431.2|DBUS	CCAP1982_LOCUS5456|CAD6996781.1|CCAP
OG0001625	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS	CCAP1982_LOCUS6407|CAD6997782.1|CCAP
OG0001626	LOC108598881|XP_017841133.1|DBUS	CCAP1982_LOCUS8185|CAD6999655.1|CCAP
OG0001627	LOC108602377|XP_017845971.1|DBUS	CCAP1982_LOCUS760|CAD6991866.1|CCAP
OG0001628	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS	CCAP1982_LOCUS314|CAD6991387.1|CCAP
OG0001629	LOC108604795|XP_033150695.1|DBUS	CCAP1982_LOCUS4164|CAD6995449.1|CCAP
OG0001631	LOC108603976|XP_017848689.1|DBUS	CCAP1982_LOCUS4669|CAD6995958.1|CCAP
OG0001633	LOC108601663|XP_017845053.1|DBUS	CCAP1982_LOCUS5110|CAD6996438.1|CCAP
OG0001634	LOC108604042|XP_017848794.1|DBUS	CCAP1982_LOCUS4191|CAD6995475.1|CCAP, CCAP1982_LOCUS4192|CAD6995476.1|CCAP, CCAP1982_LOCUS4190|CAD6995474.1|CCAP
OG0001635	LOC108601833|XP_017845263.1|DBUS	CCAP1982_LOCUS787|CAD6991897.1|CCAP
OG0001636	LOC108602479|XP_017846091.1|DBUS	CCAP1982_LOCUS500|CAD6991582.1|CCAP
OG0001637	LOC108603171|XP_017847217.1|DBUS	CCAP1982_LOCUS2588|CAD6993790.1|CCAP
OG0001640	LOC108601889|XP_017845353.1|DBUS	CCAP1982_LOCUS4427|CAD6995721.1|CCAP
OG0001641	LOC108604603|XP_017849629.1|DBUS	CCAP1982_LOCUS523|CAD6991608.1|CCAP
OG0001642	LOC108607280|XP_017853464.1|DBUS	CCAP1982_LOCUS7454|CAD6998907.1|CCAP
OG0001643	LOC108608257|XP_033150818.1|DBUS	CCAP1982_LOCUS14069|CAD7005717.1|CCAP
OG0001644	LOC108598986|XP_017841242.1|DBUS	CCAP1982_LOCUS14033|CAD7005680.1|CCAP
OG0001645	LOC108597279|XP_017839739.2|DBUS	CCAP1982_LOCUS21147|CAD7013069.1|CCAP
OG0001647	LOC108595225|XP_017835902.2|DBUS	CCAP1982_LOCUS20197|CAD7012098.1|CCAP
OG0001648	LOC108598225|XP_033149650.1|DBUS	CCAP1982_LOCUS14220|CAD7005878.1|CCAP
OG0001649	LOC108597011|XP_017838778.1|DBUS	CCAP1982_LOCUS7144|CAD6998561.1|CCAP
OG0001650	LOC108597465|XP_033149113.1|DBUS	CCAP1982_LOCUS20338|CAD7012242.1|CCAP
OG0001652	LOC108598856|XP_017841103.1|DBUS	CCAP1982_LOCUS14192|CAD7005849.1|CCAP, CCAP1982_LOCUS14193|CAD7005850.1|CCAP, CCAP1982_LOCUS14191|CAD7005848.1|CCAP
OG0001653	LOC108600712|XP_017843934.2|DBUS	CCAP1982_LOCUS13526|CAD7005165.1|CCAP
OG0001654	LOC108597043|XP_017838829.1|DBUS	CCAP1982_LOCUS19405|CAD7011298.1|CCAP
OG0001655	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS	CCAP1982_LOCUS20689|CAD7012605.1|CCAP
OG0001656	LOC108594268|XP_017834887.1|DBUS	CCAP1982_LOCUS10973|CAD7002484.1|CCAP, CCAP1982_LOCUS5373|CAD6996689.1|CCAP
OG0001657	LOC108598776|XP_017841006.1|DBUS	CCAP1982_LOCUS13406|CAD7005034.1|CCAP
OG0001658	LOC108600377|XP_017843406.1|DBUS	CCAP1982_LOCUS13424|CAD7005054.1|CCAP
OG0001659	LOC108601095|XP_017844495.1|DBUS	CCAP1982_LOCUS14508|CAD7006179.1|CCAP, CCAP1982_LOCUS14509|CAD7006180.1|CCAP
OG0001660	LOC108599525|XP_017841888.1|DBUS	CCAP1982_LOCUS14935|CAD7006628.1|CCAP
OG0001661	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS	CCAP1982_LOCUS3522|CAD6994791.1|CCAP
OG0001663	LOC108601669|XP_017845060.1|DBUS	CCAP1982_LOCUS3118|CAD6994365.1|CCAP
OG0001664	LOC108597237|XP_017839175.1|DBUS	CCAP1982_LOCUS20142|CAD7012039.1|CCAP
OG0001666	LOC108607616|XP_017854018.1|DBUS	CCAP1982_LOCUS6021|CAD6997382.1|CCAP, CCAP1982_LOCUS6019|CAD6997380.1|CCAP, CCAP1982_LOCUS6022|CAD6997383.1|CCAP, CCAP1982_LOCUS6020|CAD6997381.1|CCAP, CCAP1982_LOCUS4374|CAD6995667.1|CCAP, CCAP1982_LOCUS11372|CAD7002903.1|CCAP
OG0001667	LOC108595170|XP_017835830.1|DBUS	CCAP1982_LOCUS22319|CAD7014321.1|CCAP, CCAP1982_LOCUS22320|CAD7014322.1|CCAP
OG0001668	LOC108600255|XP_017843182.1|DBUS	CCAP1982_LOCUS11060|CAD7002572.1|CCAP
OG0001669	LOC108598366|XP_017840476.1|DBUS	CCAP1982_LOCUS12259|CAD7003826.1|CCAP, CCAP1982_LOCUS12258|CAD7003825.1|CCAP
OG0001670	LOC108596238|XP_017837269.1|DBUS	CCAP1982_LOCUS13568|CAD7005208.1|CCAP
OG0001683	LOC108608492|XP_033150739.1|DBUS	CCAP1982_LOCUS5522|CAD6996846.1|CCAP
OG0001684	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS	CCAP1982_LOCUS10566|CAD7002078.1|CCAP
OG0001685	LOC108598394|XP_017840507.1|DBUS	CCAP1982_LOCUS8076|CAD6999556.1|CCAP
OG0001690	LOC108598701|XP_017840914.1|DBUS	CCAP1982_LOCUS12978|CAD7004583.1|CCAP
OG0001691	LOC108604832|XP_017849395.1|DBUS	CCAP1982_LOCUS8134|CAD6999611.1|CCAP, CCAP1982_LOCUS8133|CAD6999610.1|CCAP
OG0001692	LOC108602339|XP_017845917.1|DBUS	CCAP1982_LOCUS1214|CAD6992350.1|CCAP
OG0001694	LOC108601403|XP_017844791.1|DBUS	CCAP1982_LOCUS2123|CAD6993306.1|CCAP
OG0001696	LOC108603568|XP_017847974.1|DBUS	CCAP1982_LOCUS2178|CAD6993360.1|CCAP
OG0001697	LOC108601702|XP_017845104.1|DBUS	CCAP1982_LOCUS4178|CAD6995463.1|CCAP
OG0001700	LOC108602583|XP_017846208.1|DBUS	CCAP1982_LOCUS4439|CAD6995734.1|CCAP
OG0001701	LOC108603787|XP_017848372.1|DBUS	CCAP1982_LOCUS3389|CAD6994654.1|CCAP
OG0001702	LOC108599142|XP_017841422.1|DBUS	CCAP1982_LOCUS6105|CAD6997462.1|CCAP
OG0001703	LOC108601834|XP_017845265.1|DBUS	CCAP1982_LOCUS3137|CAD6994384.1|CCAP
OG0001704	LOC108602492|XP_017846109.1|DBUS	CCAP1982_LOCUS3134|CAD6994381.1|CCAP
OG0001705	LOC108601706|XP_017845109.1|DBUS	CCAP1982_LOCUS1538|CAD6992693.1|CCAP, CCAP1982_LOCUS1532|CAD6992687.1|CCAP, CCAP1982_LOCUS1511|CAD6992666.1|CCAP, CCAP1982_LOCUS1519|CAD6992674.1|CCAP, CCAP1982_LOCUS1526|CAD6992681.1|CCAP
OG0001706	LOC108594344|XP_017834987.1|DBUS	CCAP1982_LOCUS5536|CAD6996860.1|CCAP
OG0001707	LOC108604223|XP_017849076.1|DBUS	CCAP1982_LOCUS4020|CAD6995301.1|CCAP
OG0001708	LOC108604664|XP_017849704.1|DBUS	CCAP1982_LOCUS1293|CAD6992431.1|CCAP
OG0001709	LOC108600543|XP_017843688.1|DBUS	CCAP1982_LOCUS12887|CAD7004482.1|CCAP
OG0001710	LOC108604447|XP_017849416.1|DBUS	CCAP1982_LOCUS1177|CAD6992309.1|CCAP
OG0001711	LOC108603056|XP_017846979.1|DBUS	CCAP1982_LOCUS3250|CAD6994506.1|CCAP
OG0001712	LOC108601636|XP_017845023.1|DBUS	CCAP1982_LOCUS3242|CAD6994496.1|CCAP
OG0001713	LOC108603453|XP_017847773.1|DBUS	CCAP1982_LOCUS4355|CAD6995648.1|CCAP
OG0001714	LOC108602696|XP_017846323.1|DBUS	CCAP1982_LOCUS4320|CAD6995614.1|CCAP, CCAP1982_LOCUS4321|CAD6995615.1|CCAP
OG0001716	LOC108607220|XP_017853381.1|DBUS	CCAP1982_LOCUS9224|CAD7000751.1|CCAP
OG0001717	LOC108603506|XP_017847868.1|DBUS	CCAP1982_LOCUS1998|CAD6993176.1|CCAP
OG0001718	LOC108604320|XP_017849232.1|DBUS	CCAP1982_LOCUS1466|CAD6992617.1|CCAP
OG0001719	LOC108604181|XP_017849012.1|DBUS	CCAP1982_LOCUS4010|CAD6995291.1|CCAP, CCAP1982_LOCUS4013|CAD6995294.1|CCAP
OG0001720	LOC108603970|XP_017848668.1|DBUS	CCAP1982_LOCUS3510|CAD6994779.1|CCAP
OG0001721	LOC108604470|XP_017849444.1|DBUS	CCAP1982_LOCUS1308|CAD6992451.1|CCAP
OG0001722	LOC108600510|XP_017843635.1|DBUS	CCAP1982_LOCUS12343|CAD7003918.1|CCAP
OG0001723	LOC108596370|XP_017837526.1|DBUS	CCAP1982_LOCUS7234|CAD6998674.1|CCAP
OG0001724	LOC108596442|XP_033149174.1|DBUS	CCAP1982_LOCUS22214|CAD7014211.1|CCAP, CCAP1982_LOCUS22231|CAD7014228.1|CCAP, CCAP1982_LOCUS22211|CAD7014208.1|CCAP
OG0001725	LOC108596936|XP_017838653.1|DBUS	CCAP1982_LOCUS21440|CAD7013373.1|CCAP
OG0001726	LOC108600169|XP_017843063.1|DBUS	CCAP1982_LOCUS11726|CAD7003264.1|CCAP
OG0001727	LOC108604621|XP_017849657.1|DBUS	CCAP1982_LOCUS2281|CAD6993469.1|CCAP
OG0001728	LOC108596065|XP_017836949.1|DBUS	CCAP1982_LOCUS22945|CAD7014987.1|CCAP
OG0001729	LOC108596502|XP_017837822.2|DBUS	CCAP1982_LOCUS7198|CAD6998625.1|CCAP
OG0001730	LOC108608476|XP_017855357.2|DBUS	CCAP1982_LOCUS193|CAD6991260.1|CCAP
OG0001731	LOC108596083|XP_017836989.1|DBUS	CCAP1982_LOCUS23134|CAD7015182.1|CCAP
OG0001732	LOC108594426|XP_017835089.1|DBUS	CCAP1982_LOCUS9007|CAD7000529.1|CCAP
OG0001733	LOC108596102|XP_017837011.1|DBUS	CCAP1982_LOCUS21900|CAD7013885.1|CCAP
OG0001734	LOC108595096|XP_017835736.1|DBUS	CCAP1982_LOCUS7214|CAD6998646.1|CCAP
OG0001735	LOC108598802|XP_017841034.1|DBUS	CCAP1982_LOCUS13005|CAD7004610.1|CCAP
OG0001736	LOC108597215|XP_017839146.1|DBUS	CCAP1982_LOCUS23040|CAD7015086.1|CCAP
OG0001737	LOC108596962|XP_017838698.1|DBUS	CCAP1982_LOCUS23349|CAD7015406.1|CCAP, CCAP1982_LOCUS23351|CAD7015408.1|CCAP, CCAP1982_LOCUS23348|CAD7015405.1|CCAP
OG0001738	LOC108598792|XP_017841025.1|DBUS	CCAP1982_LOCUS12015|CAD7003566.1|CCAP, CCAP1982_LOCUS12011|CAD7003562.1|CCAP
OG0001739	LOC108594238|XP_017834838.1|DBUS	CCAP1982_LOCUS21707|CAD7013664.1|CCAP
OG0001740	LOC108596149|XP_017837132.1|DBUS	CCAP1982_LOCUS7101|CAD6998513.1|CCAP
OG0001741	LOC108601693|XP_017845092.2|DBUS	CCAP1982_LOCUS3488|CAD6994755.1|CCAP, CCAP1982_LOCUS154|CAD6991216.1|CCAP
OG0001742	LOC108595326|XP_017836035.1|DBUS	CCAP1982_LOCUS21237|CAD7013166.1|CCAP
OG0001743	LOC108599854|XP_017842470.2|DBUS	CCAP1982_LOCUS14921|CAD7006613.1|CCAP
OG0001744	LOC108596411|XP_017837594.1|DBUS	CCAP1982_LOCUS21824|CAD7013804.1|CCAP
OG0001746	LOC108600750|XP_017843991.1|DBUS	CCAP1982_LOCUS13250|CAD7004865.1|CCAP
OG0001747	LOC108596693|XP_017838202.1|DBUS	CCAP1982_LOCUS23161|CAD7015213.1|CCAP, CCAP1982_LOCUS23162|CAD7015214.1|CCAP, CCAP1982_LOCUS23170|CAD7015222.1|CCAP
OG0001748	LOC108601106|XP_033149587.1|DBUS	CCAP1982_LOCUS11370|CAD7002901.1|CCAP, CCAP1982_LOCUS11369|CAD7002900.1|CCAP
OG0001749	LOC108596282|XP_017837343.2|DBUS	CCAP1982_LOCUS22821|CAD7014854.1|CCAP
OG0001750	LOC108596274|XP_017837332.1|DBUS	CCAP1982_LOCUS22822|CAD7014855.1|CCAP
OG0001751	LOC108599586|XP_017842018.2|DBUS	CCAP1982_LOCUS12027|CAD7003579.1|CCAP
OG0001752	LOC108599601|XP_017842043.1|DBUS	CCAP1982_LOCUS10906|CAD7002415.1|CCAP
OG0001753	LOC108600769|XP_033149515.1|DBUS	CCAP1982_LOCUS11568|CAD7003105.1|CCAP, CCAP1982_LOCUS11570|CAD7003107.1|CCAP
OG0001754	LOC108596900|XP_017838579.1|DBUS	CCAP1982_LOCUS22326|CAD7014329.1|CCAP
OG0001755	LOC108599926|XP_017842624.1|DBUS	CCAP1982_LOCUS11972|CAD7003522.1|CCAP, CCAP1982_LOCUS11970|CAD7003520.1|CCAP, CCAP1982_LOCUS11965|CAD7003515.1|CCAP
OG0001756	LOC108596914|XP_017838610.1|DBUS	CCAP1982_LOCUS22645|CAD7014657.1|CCAP
OG0001757	LOC108596659|XP_017838135.1|DBUS	CCAP1982_LOCUS23262|CAD7015317.1|CCAP
OG0001758	LOC108598627|XP_033149518.1|DBUS	CCAP1982_LOCUS13872|CAD7005512.1|CCAP
OG0001759	LOC108596301|XP_017837385.1|DBUS	CCAP1982_LOCUS23316|CAD7015372.1|CCAP, CCAP1982_LOCUS23315|CAD7015371.1|CCAP
OG0001760	LOC108595483|XP_017836223.2|DBUS	CCAP1982_LOCUS21651|CAD7013597.1|CCAP
OG0001761	LOC108596989|XP_017838744.1|DBUS	CCAP1982_LOCUS21800|CAD7013777.1|CCAP
OG0001762	LOC108594257|XP_017834870.1|DBUS	CCAP1982_LOCUS6396|CAD6997766.1|CCAP
OG0001763	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS	CCAP1982_LOCUS6500|CAD6997881.1|CCAP
OG0001764	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS	CCAP1982_LOCUS4898|CAD6996209.1|CCAP, CCAP1982_LOCUS4897|CAD6996208.1|CCAP
OG0001765	LOC108596070|XP_017836972.1|DBUS	CCAP1982_LOCUS22890|CAD7014926.1|CCAP
OG0001766	LOC108608318|XP_017855135.1|DBUS	CCAP1982_LOCUS9113|CAD7000639.1|CCAP
OG0001767	LOC108602236|XP_017845777.2|DBUS	CCAP1982_LOCUS6614|CAD6997998.1|CCAP
OG0001769	LOC108604602|XP_033150730.1|DBUS	CCAP1982_LOCUS5427|CAD6996748.1|CCAP
OG0001770	LOC108607585|XP_017853974.1|DBUS	CCAP1982_LOCUS7906|CAD6999380.1|CCAP
OG0001771	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS	CCAP1982_LOCUS6984|CAD6998384.1|CCAP
OG0001773	LOC108598823|XP_017841066.2|DBUS	CCAP1982_LOCUS6278|CAD6997646.1|CCAP
OG0001774	LOC108597601|XP_017839713.1|DBUS	CCAP1982_LOCUS22837|CAD7014873.1|CCAP
OG0001776	LOC108594285|XP_017834912.1|DBUS	CCAP1982_LOCUS5458|CAD6996783.1|CCAP
OG0001777	LOC108594473|XP_017835143.1|DBUS	CCAP1982_LOCUS6724|CAD6998110.1|CCAP
OG0001778	LOC108607808|XP_017854341.2|DBUS	CCAP1982_LOCUS7663|CAD6999119.1|CCAP
OG0001780	LOC108596371|XP_017837527.1|DBUS	CCAP1982_LOCUS7239|CAD6998680.1|CCAP
OG0001781	LOC108598441|XP_017840566.2|DBUS	CCAP1982_LOCUS5691|CAD6997033.1|CCAP
OG0001782	LOC108608514|XP_033150736.1|DBUS	CCAP1982_LOCUS5611|CAD6996941.1|CCAP, CCAP1982_LOCUS5610|CAD6996940.1|CCAP
OG0001783	LOC108607570|XP_033150812.1|DBUS	CCAP1982_LOCUS9017|CAD7000541.1|CCAP
OG0001784	LOC108607640|XP_017854057.1|DBUS	CCAP1982_LOCUS7884|CAD6999357.1|CCAP, CCAP1982_LOCUS7882|CAD6999355.1|CCAP
OG0001785	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS	CCAP1982_LOCUS21527|CAD7013462.1|CCAP
OG0001786	LOC108598072|XP_017840178.2|DBUS	CCAP1982_LOCUS6869|CAD6998260.1|CCAP
OG0001788	LOC108596425|XP_017837637.1|DBUS	CCAP1982_LOCUS19775|CAD7011691.1|CCAP
OG0001789	LOC108597607|XP_017839733.1|DBUS	CCAP1982_LOCUS11954|CAD7003504.1|CCAP
OG0001790	LOC108602039|XP_017845539.1|DBUS	CCAP1982_LOCUS8064|CAD6999543.1|CCAP, CCAP1982_LOCUS8065|CAD6999544.1|CCAP
OG0001791	LOC108596745|XP_017838307.1|DBUS	CCAP1982_LOCUS21402|CAD7013334.1|CCAP
OG0001792	LOC108594422|XP_017835083.2|DBUS	CCAP1982_LOCUS7676|CAD6999133.1|CCAP
OG0001793	LOC108596217|XP_017837233.1|DBUS	CCAP1982_LOCUS22137|CAD7014132.1|CCAP, CCAP1982_LOCUS22145|CAD7014139.1|CCAP
OG0001794	LOC108607806|XP_017854339.1|DBUS	CCAP1982_LOCUS6938|CAD6998334.1|CCAP, CCAP1982_LOCUS6939|CAD6998335.1|CCAP, CCAP1982_LOCUS6940|CAD6998336.1|CCAP
OG0001795	LOC108607486|XP_033150637.1|DBUS	CCAP1982_LOCUS7066|CAD6998469.1|CCAP, CCAP1982_LOCUS7067|CAD6998470.1|CCAP
OG0001797	LOC108607428|XP_017853727.1|DBUS	CCAP1982_LOCUS10024|CAD7001527.1|CCAP, CCAP1982_LOCUS10018|CAD7001521.1|CCAP
OG0001798	LOC108595820|XP_017836600.1|DBUS	CCAP1982_LOCUS20411|CAD7012317.1|CCAP
OG0001800	LOC108594476|XP_017835152.1|DBUS	CCAP1982_LOCUS8862|CAD7000386.1|CCAP, CCAP1982_LOCUS8190|CAD6999660.1|CCAP, CCAP1982_LOCUS8189|CAD6999659.1|CCAP
OG0001801	LOC108599382|XP_017841676.1|DBUS	CCAP1982_LOCUS12750|CAD7004331.1|CCAP
OG0001802	LOC108604568|XP_017849587.1|DBUS	CCAP1982_LOCUS445|CAD6991526.1|CCAP
OG0001803	LOC108601514|XP_017844902.1|DBUS	CCAP1982_LOCUS953|CAD6992073.1|CCAP
OG0001804	LOC108603445|XP_017847761.1|DBUS	CCAP1982_LOCUS4422|CAD6995715.1|CCAP
OG0001805	LOC108598969|XP_017841231.1|DBUS	CCAP1982_LOCUS10993|CAD7002504.1|CCAP
OG0001806	LOC108604040|XP_017848791.2|DBUS, LOC108604167|XP_017848989.2|DBUS	CCAP1982_LOCUS359|CAD6991433.1|CCAP
OG0001807	LOC108603786|XP_017848370.1|DBUS	CCAP1982_LOCUS234|CAD6991305.1|CCAP
OG0001808	LOC108603239|XP_017847353.1|DBUS	CCAP1982_LOCUS4980|CAD6996299.1|CCAP
OG0001809	LOC108604697|XP_017849745.1|DBUS	CCAP1982_LOCUS4894|CAD6996206.1|CCAP
OG0001811	LOC108595251|XP_017835944.1|DBUS	CCAP1982_LOCUS7121|CAD6998534.1|CCAP, CCAP1982_LOCUS7122|CAD6998535.1|CCAP
OG0001813	LOC108602772|XP_017846433.1|DBUS	CCAP1982_LOCUS4477|CAD6995773.1|CCAP
OG0001814	LOC108603620|XP_017848064.1|DBUS	CCAP1982_LOCUS4359|CAD6995652.1|CCAP
OG0001815	LOC108603931|XP_017848615.1|DBUS	CCAP1982_LOCUS668|CAD6991760.1|CCAP
OG0001816	LOC108595524|XP_017836268.1|DBUS	CCAP1982_LOCUS20579|CAD7012495.1|CCAP
OG0001817	LOC108595976|XP_017836752.2|DBUS, LOC108595975|XP_017836751.2|DBUS	CCAP1982_LOCUS20287|CAD7012186.1|CCAP
OG0001819	LOC108597727|XP_017839911.2|DBUS	CCAP1982_LOCUS20241|CAD7012144.1|CCAP
OG0001820	LOC108605710|XP_017850990.1|DBUS	CCAP1982_LOCUS21127|CAD7013045.1|CCAP
OG0001821	LOC108595349|XP_017836062.1|DBUS	CCAP1982_LOCUS7163|CAD6998585.1|CCAP, CCAP1982_LOCUS7162|CAD6998584.1|CCAP
OG0001822	LOC108595507|XP_017836249.1|DBUS	CCAP1982_LOCUS7154|CAD6998574.1|CCAP
OG0001823	LOC108600286|XP_017843246.1|DBUS	CCAP1982_LOCUS13376|CAD7005000.1|CCAP
OG0001824	LOC108600863|XP_017844162.1|DBUS	CCAP1982_LOCUS7026|CAD6998426.1|CCAP
OG0001825	LOC108596109|XP_033149156.1|DBUS	CCAP1982_LOCUS20017|CAD7011906.1|CCAP, CCAP1982_LOCUS20011|CAD7011900.1|CCAP, CCAP1982_LOCUS20022|CAD7011911.1|CCAP
OG0001826	LOC108596156|XP_017837150.1|DBUS	CCAP1982_LOCUS5581|CAD6996908.1|CCAP, CCAP1982_LOCUS21161|CAD7013086.1|CCAP
OG0001827	LOC108595377|XP_017836093.1|DBUS	CCAP1982_LOCUS20547|CAD7012467.1|CCAP
OG0001829	LOC108595316|XP_017836025.1|DBUS	CCAP1982_LOCUS19767|CAD7011683.1|CCAP
OG0001830	LOC108596767|XP_017838348.1|DBUS	CCAP1982_LOCUS20337|CAD7012240.1|CCAP
OG0001831	LOC108598360|XP_017840469.2|DBUS	CCAP1982_LOCUS14177|CAD7005833.1|CCAP
OG0001832	LOC108605033|XP_033150473.1|DBUS, LOC108606662|XP_017852476.1|DBUS	CCAP1982_LOCUS21112|CAD7013026.1|CCAP
OG0001833	LOC108596424|XP_017837636.1|DBUS	CCAP1982_LOCUS21130|CAD7013048.1|CCAP
OG0001834	LOC108603104|XP_017847097.1|DBUS	CCAP1982_LOCUS1887|CAD6993056.1|CCAP
OG0001837	LOC108599309|XP_017841600.1|DBUS, LOC108598743|XP_017840966.1|DBUS	CCAP1982_LOCUS22751|CAD7014780.1|CCAP
OG0001838	LOC108594683|XP_033149076.1|DBUS	CCAP1982_LOCUS22536|CAD7014535.1|CCAP
OG0001839	LOC108595839|XP_017836619.1|DBUS	CCAP1982_LOCUS7187|CAD6998612.1|CCAP, CCAP1982_LOCUS7186|CAD6998611.1|CCAP
OG0001849	LOC108603882|XP_017848543.1|DBUS	CCAP1982_LOCUS3184|CAD6994433.1|CCAP
OG0001850	LOC108607408|XP_033150520.1|DBUS	CCAP1982_LOCUS9381|CAD7000906.1|CCAP, CCAP1982_LOCUS9382|CAD7000907.1|CCAP
OG0001851	LOC108607384|XP_017853611.1|DBUS	CCAP1982_LOCUS10374|CAD7001887.1|CCAP, CCAP1982_LOCUS10375|CAD7001888.1|CCAP, CCAP1982_LOCUS10372|CAD7001885.1|CCAP, CCAP1982_LOCUS10370|CAD7001883.1|CCAP
OG0001852	LOC108600797|XP_017844061.1|DBUS	CCAP1982_LOCUS13290|CAD7004906.1|CCAP
OG0001853	LOC108602776|XP_017846452.1|DBUS	CCAP1982_LOCUS3616|CAD6994881.1|CCAP, CCAP1982_LOCUS3614|CAD6994879.1|CCAP
OG0001855	LOC108594869|XP_017835497.1|DBUS	CCAP1982_LOCUS20317|CAD7012219.1|CCAP
OG0001858	LOC108605020|XP_017850075.1|DBUS	CCAP1982_LOCUS8963|CAD7000484.1|CCAP
OG0001860	LOC108598663|XP_017840864.1|DBUS	CCAP1982_LOCUS13420|CAD7005050.1|CCAP
OG0001861	LOC108605904|XP_017851207.1|DBUS, LOC108601991|XP_017845477.1|DBUS	CCAP1982_LOCUS2989|CAD6994227.1|CCAP
OG0001864	LOC108603026|XP_017846925.1|DBUS	CCAP1982_LOCUS1784|CAD6992951.1|CCAP, CCAP1982_LOCUS1779|CAD6992946.1|CCAP
OG0001866	LOC108601564|XP_017844952.1|DBUS	CCAP1982_LOCUS2419|CAD6993609.1|CCAP
OG0001867	LOC108599679|XP_017842159.1|DBUS	CCAP1982_LOCUS12895|CAD7004494.1|CCAP
OG0001868	LOC108596975|XP_017838720.1|DBUS	CCAP1982_LOCUS7780|CAD6999249.1|CCAP
OG0001869	LOC108604619|XP_017849651.1|DBUS	CCAP1982_LOCUS2409|CAD6993599.1|CCAP
OG0001872	LOC108604394|XP_017849341.1|DBUS	CCAP1982_LOCUS1125|CAD6992255.1|CCAP
OG0001873	LOC108604572|XP_017849592.1|DBUS	CCAP1982_LOCUS3170|CAD6994418.1|CCAP, CCAP1982_LOCUS3173|CAD6994421.1|CCAP
OG0001874	LOC108603186|XP_017847236.1|DBUS	CCAP1982_LOCUS4109|CAD6995391.1|CCAP
OG0001875	LOC108603543|XP_033150101.1|DBUS	CCAP1982_LOCUS1759|CAD6992926.1|CCAP
OG0001878	LOC108603204|XP_017847278.1|DBUS	CCAP1982_LOCUS2349|CAD6993537.1|CCAP
OG0001879	LOC108603183|XP_017847232.1|DBUS	CCAP1982_LOCUS4169|CAD6995454.1|CCAP
OG0001880	LOC108604047|XP_017848798.1|DBUS	CCAP1982_LOCUS1363|CAD6992514.1|CCAP
OG0001881	LOC108602310|XP_017845882.1|DBUS	CCAP1982_LOCUS2771|CAD6993988.1|CCAP, CCAP1982_LOCUS2767|CAD6993984.1|CCAP, CCAP1982_LOCUS2765|CAD6993982.1|CCAP
OG0001882	LOC108604512|XP_017849505.1|DBUS	CCAP1982_LOCUS1385|CAD6992536.1|CCAP, CCAP1982_LOCUS1384|CAD6992535.1|CCAP, CCAP1982_LOCUS1383|CAD6992534.1|CCAP
OG0001883	LOC108603611|XP_017848048.1|DBUS	CCAP1982_LOCUS2229|CAD6993414.1|CCAP, CCAP1982_LOCUS2228|CAD6993413.1|CCAP
OG0001884	LOC108603197|XP_017847264.1|DBUS	CCAP1982_LOCUS1429|CAD6992581.1|CCAP
OG0001886	LOC108601718|XP_017845125.1|DBUS	CCAP1982_LOCUS1050|CAD6992176.1|CCAP
OG0001887	LOC108595038|XP_017835666.1|DBUS	CCAP1982_LOCUS20351|CAD7012255.1|CCAP
OG0001888	LOC108601938|XP_017845404.1|DBUS	CCAP1982_LOCUS224|CAD6991295.1|CCAP
OG0001890	LOC108600519|XP_017843653.2|DBUS	CCAP1982_LOCUS2856|CAD6994087.1|CCAP
OG0001891	LOC108603298|XP_017847462.1|DBUS	CCAP1982_LOCUS2944|CAD6994179.1|CCAP
OG0001893	LOC108603698|XP_017848215.1|DBUS	CCAP1982_LOCUS1735|CAD6992902.1|CCAP, CCAP1982_LOCUS1738|CAD6992905.1|CCAP
OG0001894	LOC108597397|XP_017839423.1|DBUS	CCAP1982_LOCUS22715|CAD7014737.1|CCAP
OG0001895	LOC108607394|XP_033150523.1|DBUS	CCAP1982_LOCUS9931|CAD7001434.1|CCAP
OG0001896	LOC108608269|XP_017855055.1|DBUS	CCAP1982_LOCUS10482|CAD7001996.1|CCAP
