Orthogroup	DBUS.longest_only	AEAL.longest_only
OG0000548	LOC108600001|XP_017842770.1|DBUS, LOC108600000|XP_017842769.1|DBUS, LOC108599999|XP_017842768.1|DBUS, LOC108598747|XP_017840972.1|DBUS	LOC109399434|XP_019527422.2|AEAL, LOC109400760|XP_019528805.2|AEAL
OG0000549	LOC108597358|XP_017839362.1|DBUS	LOC115265020|XP_029725081.1|AEAL, LOC109422484|XP_029721752.1|AEAL, LOC109423380|XP_029716682.1|AEAL, LOC115262956|XP_029721747.1|AEAL, LOC109422434|XP_019552772.2|AEAL, LOC109425730|XP_029721748.1|AEAL, LOC115267738|XP_029730805.1|AEAL, LOC115259992|XP_029716684.1|AEAL, LOC115265016|XP_029725076.1|AEAL, LOC109425729|XP_019933254.2|AEAL, LOC109422423|XP_029716683.1|AEAL, LOC109422446|XP_019552781.2|AEAL, LOC109421026|XP_019551058.2|AEAL, LOC115261201|XP_029718408.1|AEAL, LOC115265226|XP_029725368.1|AEAL, LOC115258798|XP_029715078.1|AEAL, LOC109422467|XP_029721753.1|AEAL, LOC109425727|XP_019556600.2|AEAL
OG0000550	LOC108600246|XP_017843171.1|DBUS, LOC108599789|XP_017842337.1|DBUS	LOC109426379|XP_019557410.2|AEAL, LOC109397957|XP_019525842.1|AEAL, LOC115254490|XP_029707899.1|AEAL
OG0000551	LOC117134716|XP_033149173.1|DBUS	LOC115261560|XP_029719306.1|AEAL, LOC115261569|XP_029719322.1|AEAL
OG0000552	LOC108604775|XP_017849861.1|DBUS, LOC108604553|XP_017849570.1|DBUS	LOC109400279|XP_019528309.2|AEAL
OG0000553	LOC108607710|XP_017854200.1|DBUS	LOC109419526|XP_029715181.1|AEAL, LOC109409299|XP_019538286.2|AEAL, LOC115258746|XP_029714971.1|AEAL, LOC109409298|XP_019538285.2|AEAL, LOC109409297|XP_019538284.2|AEAL, LOC109419528|XP_019549289.2|AEAL
OG0000554	LOC108603333|XP_017847547.1|DBUS, LOC108603906|XP_017848577.1|DBUS	LOC115268747|XP_029732757.1|AEAL, LOC109421767|XP_029732759.1|AEAL, LOC109425210|XP_029732720.1|AEAL
OG0000555	LOC108598841|XP_017841083.1|DBUS, LOC108600745|XP_017843982.2|DBUS	LOC109423451|XP_019553972.2|AEAL, LOC109414724|XP_029731538.1|AEAL
OG0000556	LOC108606358|XP_017851895.1|DBUS, LOC108601830|XP_017845260.1|DBUS	LOC109430481|XP_019562095.1|AEAL, LOC109409568|XP_019538564.2|AEAL
OG0000557	LOC108602380|XP_017845981.1|DBUS, LOC108601916|XP_017845382.1|DBUS	LOC109431932|XP_019563782.2|AEAL
OG0000558	LOC108603053|XP_017846977.1|DBUS, LOC108606036|XP_017851352.1|DBUS	LOC109414136|XP_019543453.1|AEAL, LOC115255904|XP_029709954.1|AEAL
OG0000559	LOC108601255|XP_033149943.1|DBUS, LOC108598234|XP_017840339.2|DBUS	LOC109415951|XP_029713248.1|AEAL
OG0000560	LOC108596462|XP_017837702.1|DBUS, LOC108596461|XP_017837700.1|DBUS	LOC109623381|XP_019933483.1|AEAL, LOC109401218|XP_019529223.2|AEAL
OG0000561	LOC108598408|XP_017840520.2|DBUS, LOC108599822|XP_017842414.2|DBUS	LOC115267772|XP_029730906.1|AEAL, LOC115267773|XP_029730907.1|AEAL, LOC115262970|XP_029721772.1|AEAL, LOC115253848|XP_029731983.1|AEAL, LOC109397006|XP_029721774.1|AEAL
OG0000562	LOC108600189|XP_017843087.1|DBUS, LOC108600901|XP_017844217.1|DBUS	LOC115253653|XP_029731328.1|AEAL, LOC109621273|XP_019931918.2|AEAL, LOC109408332|XP_019537160.2|AEAL, LOC109425587|XP_029731331.1|AEAL
OG0000566	LOC108603666|XP_017848148.1|DBUS, LOC108601114|XP_017844522.1|DBUS	LOC109431116|XP_029718296.1|AEAL, LOC109424973|XP_029711665.1|AEAL
OG0000567	LOC108605691|XP_017850972.1|DBUS	LOC109428382|XP_019559649.1|AEAL
OG0000567	LOC108605747|XP_017851035.1|DBUS	LOC109415211|XP_019544645.1|AEAL
OG0000568	LOC108607079|XP_033150286.1|DBUS, LOC108604579|XP_017849599.1|DBUS	LOC109432699|XP_029710953.1|AEAL, LOC109409434|XP_029711063.1|AEAL
OG0000569	LOC108603949|XP_017848630.1|DBUS, LOC117134664|XP_033148957.1|DBUS	LOC109431022|XP_029707529.1|AEAL, LOC109412120|XP_029733692.1|AEAL
OG0000570	LOC108601811|XP_017845236.1|DBUS, LOC108601699|XP_017845101.1|DBUS	LOC109417280|XP_019546932.2|AEAL, LOC109425512|XP_019556308.2|AEAL
OG0000571	LOC108603985|XP_017848703.2|DBUS, LOC108604085|XP_017848851.1|DBUS	LOC109423650|XP_029723527.1|AEAL
OG0000572	LOC108602301|XP_033149931.1|DBUS, LOC108602272|XP_017845817.1|DBUS	LOC109622525|XP_019932455.1|AEAL, LOC109409075|XP_029716653.1|AEAL
OG0000573	LOC108600971|XP_017844317.1|DBUS, LOC108596604|XP_017838025.1|DBUS	LOC109623119|XP_019933157.2|AEAL
OG0000574	LOC108599664|XP_017842135.1|DBUS, LOC108603891|XP_017848554.1|DBUS	LOC109398017|XP_029730343.1|AEAL
OG0000576	LOC108602041|XP_017845537.1|DBUS	LOC109404652|XP_029716919.1|AEAL, LOC109433069|XP_019565001.2|AEAL
OG0000577	LOC108608040|XP_017854710.2|DBUS	LOC115254088|XP_029720167.1|AEAL, LOC109429786|XP_029720174.1|AEAL
OG0000578	LOC108594415|XP_017835074.2|DBUS, LOC108596764|XP_017838345.1|DBUS	LOC109421754|XP_019551836.2|AEAL
OG0000579	LOC108602480|XP_017846092.1|DBUS, LOC108600915|XP_017844237.2|DBUS	LOC109427001|XP_029720829.1|AEAL, LOC109410391|XP_019539489.1|AEAL
OG0000580	LOC108601859|XP_017845304.1|DBUS, LOC108602009|XP_017845502.1|DBUS	LOC109622058|XP_029734263.1|AEAL, LOC109405049|XP_019533586.2|AEAL
OG0000581	LOC108602855|XP_017846620.1|DBUS	LOC109424053|XP_029709744.1|AEAL, LOC109426220|XP_019557214.2|AEAL
OG0000582	LOC108598531|XP_017840702.2|DBUS, LOC108595069|XP_017835703.1|DBUS, LOC108597207|XP_017839135.1|DBUS	LOC115253577|XP_029721343.1|AEAL
OG0000583	LOC108595124|XP_017835774.1|DBUS, LOC108596976|XP_017838717.1|DBUS	LOC109399661|XP_019527701.2|AEAL, LOC109400872|XP_019528934.2|AEAL, LOC115253930|XP_029708107.1|AEAL
OG0000589	LOC108606426|XP_017852018.1|DBUS	LOC109428568|XP_029712648.1|AEAL, LOC109416786|XP_029712645.1|AEAL
OG0000590	LOC108605500|XP_017850737.1|DBUS	LOC115256419|XP_029710793.1|AEAL, LOC109422005|XP_019552194.1|AEAL
OG0000592	LOC108595030|XP_017835658.1|DBUS, LOC108595670|XP_017836438.1|DBUS	LOC109413801|XP_019543076.2|AEAL
OG0000593	LOC108601217|XP_017844609.1|DBUS, LOC108597144|XP_017839027.1|DBUS	LOC109405654|XP_019534269.1|AEAL
OG0000594	LOC108603904|XP_017848574.1|DBUS, LOC108602022|XP_017845514.1|DBUS	LOC109431948|XP_019563796.1|AEAL
OG0000595	LOC108603987|XP_017849475.1|DBUS, LOC108602346|XP_017845930.1|DBUS	LOC109430713|XP_029713298.1|AEAL
OG0000598	LOC108601674|XP_017845068.1|DBUS	LOC109402440|XP_019530671.2|AEAL, LOC115257287|XP_029712602.1|AEAL, LOC109405426|XP_029733450.1|AEAL, LOC115257289|XP_029712605.1|AEAL, LOC115257288|XP_029712603.1|AEAL
OG0000599	LOC108598020|XP_033149613.1|DBUS, LOC108598021|XP_017840125.2|DBUS	LOC109408683|XP_029734555.1|AEAL, LOC115261354|XP_029718725.1|AEAL, LOC109400822|XP_029718714.1|AEAL
OG0000600	LOC108595133|XP_017835783.1|DBUS, LOC108597445|XP_017839497.1|DBUS	LOC109408684|XP_019537594.1|AEAL, LOC109403069|XP_019531352.1|AEAL
OG0000601	LOC108607665|XP_017854114.2|DBUS, LOC108607664|XP_017854100.1|DBUS	LOC109423786|XP_029735471.1|AEAL, LOC109430629|XP_019562263.2|AEAL
OG0000602	LOC108600870|XP_017844175.1|DBUS, LOC108602317|XP_017845894.1|DBUS	LOC115267271|XP_029730033.1|AEAL, LOC109621962|XP_029724969.1|AEAL, LOC109415053|XP_029724927.1|AEAL
OG0000603	LOC108607538|XP_017853908.1|DBUS	LOC109407343|XP_029727193.1|AEAL
OG0000604	LOC108606212|XP_017851590.1|DBUS, LOC108600146|XP_033150916.1|DBUS	LOC109402479|XP_019530712.1|AEAL, LOC115268623|XP_029732620.1|AEAL
OG0000605	LOC108600259|XP_017843707.2|DBUS	LOC109429829|XP_029729193.1|AEAL, LOC109398299|XP_029720138.1|AEAL, LOC109398309|XP_019526202.2|AEAL, LOC109429834|XP_019561364.2|AEAL, LOC109429835|XP_029720136.1|AEAL, LOC109398310|XP_029729190.1|AEAL, LOC109429837|XP_019561368.2|AEAL, LOC109429838|XP_019561369.2|AEAL, LOC109398347|XP_019526242.2|AEAL
OG0000607	LOC108603848|XP_017848490.1|DBUS, LOC108604803|XP_017849894.1|DBUS	LOC109423418|XP_019553946.1|AEAL, LOC109414557|XP_019543945.1|AEAL
OG0000608	LOC108601745|XP_017845154.1|DBUS, LOC108604230|XP_033149870.1|DBUS	LOC109399309|XP_029733070.1|AEAL, LOC109433355|XP_019565325.1|AEAL
OG0000609	LOC108606870|XP_017852869.1|DBUS, LOC108594303|XP_017834934.1|DBUS, LOC108596154|XP_017837144.1|DBUS	LOC109416410|XP_029727763.1|AEAL, LOC109424015|XP_029727745.1|AEAL
OG0000610	LOC108598921|XP_017841174.1|DBUS, LOC108595804|XP_017836583.1|DBUS	LOC109401552|XP_029724515.1|AEAL, LOC115264691|XP_029724535.1|AEAL, LOC109402882|XP_029724478.1|AEAL
OG0000611	LOC108596906|XP_017838590.1|DBUS, LOC108597476|XP_017839540.1|DBUS	LOC109422358|XP_029729585.1|AEAL, LOC109424456|XP_029716841.1|AEAL
OG0000615	LOC108605812|XP_017851107.1|DBUS, LOC108602040|XP_017845536.1|DBUS	LOC109397869|XP_029710544.1|AEAL
OG0000616	LOC108606577|XP_017852289.1|DBUS	LOC115254222|XP_029733238.1|AEAL, LOC109404704|XP_019533175.2|AEAL, LOC115269107|XP_029733374.1|AEAL, LOC109404727|XP_029733231.1|AEAL, LOC115269088|XP_029733297.1|AEAL
OG0000617	LOC108603116|XP_017847115.1|DBUS, LOC108602630|XP_017846261.1|DBUS	LOC109412435|XP_019541619.2|AEAL
OG0000618	LOC108598280|XP_017840385.2|DBUS	LOC115263769|XP_029722968.1|AEAL, LOC109398219|XP_029716476.1|AEAL
OG0000619	LOC108595862|XP_017836642.1|DBUS	LOC109398470|XP_019526394.3|AEAL
OG0000620	LOC108600112|XP_017842971.2|DBUS	LOC109409698|XP_029707751.1|AEAL, LOC109411441|XP_029726027.1|AEAL
OG0000621	LOC108603301|XP_017847467.1|DBUS, LOC108606999|XP_017853064.1|DBUS	LOC109622528|XP_029716638.1|AEAL, LOC109409150|XP_029726276.1|AEAL
OG0000622	LOC108601034|XP_017844402.2|DBUS, LOC108601069|XP_017844451.2|DBUS	LOC109622843|XP_029711982.1|AEAL, LOC109622846|XP_029726597.1|AEAL
OG0000623	LOC108598501|XP_017840661.1|DBUS, LOC108598427|XP_017840543.1|DBUS	LOC115253428|XP_029718033.1|AEAL, LOC109420207|XP_019550075.1|AEAL, LOC109409984|XP_029725830.1|AEAL
OG0000624	LOC108595853|XP_017836633.1|DBUS, LOC108595816|XP_017836595.1|DBUS	LOC109425709|XP_019556571.1|AEAL
OG0000625	LOC108599598|XP_017842038.2|DBUS, LOC108599602|XP_017842044.1|DBUS	LOC109426095|XP_029730585.1|AEAL, LOC115267615|XP_029730610.1|AEAL, LOC109397994|XP_029730612.1|AEAL
OG0000626	LOC108595716|XP_033149015.1|DBUS, LOC108597657|XP_017839805.1|DBUS	LOC115266311|XP_029728165.1|AEAL, LOC109622267|XP_029728271.1|AEAL, LOC109414462|XP_029728193.1|AEAL
OG0000627	LOC108600158|XP_017843048.1|DBUS, LOC108606137|XP_017851480.1|DBUS	LOC109622818|XP_029715012.1|AEAL, LOC109397521|XP_029714603.1|AEAL
OG0000628	LOC108598182|XP_033149621.1|DBUS, LOC108601324|XP_017844715.2|DBUS, LOC108600241|XP_017843166.1|DBUS	LOC109429097|XP_019560485.1|AEAL, LOC109421051|XP_019551086.1|AEAL
OG0000629	LOC108604816|XP_017849913.1|DBUS, LOC108608245|XP_017855021.2|DBUS	LOC109419884|XP_019549717.2|AEAL, LOC109420720|XP_029708887.1|AEAL, LOC115255144|XP_029708882.1|AEAL
OG0000630	LOC108594231|XP_017834831.2|DBUS, LOC108594324|XP_017834963.1|DBUS	LOC109420679|XP_019550650.1|AEAL
OG0000631	LOC108608207|XP_017854971.2|DBUS, LOC108608114|XP_017854830.1|DBUS	LOC109407688|XP_029708727.1|AEAL, LOC115255085|XP_029708724.1|AEAL, LOC109420639|XP_029708717.1|AEAL
OG0000632	LOC108608105|XP_017854808.1|DBUS, LOC108602629|XP_017846264.1|DBUS	LOC115265192|XP_029725327.1|AEAL, LOC109421347|XP_029726912.1|AEAL
OG0000634	LOC108596891|XP_017838563.1|DBUS	LOC109401102|XP_029736361.1|AEAL, LOC109422553|XP_019552899.2|AEAL
OG0000635	LOC108594749|XP_017835377.1|DBUS, LOC108605299|XP_017850452.1|DBUS	LOC109422617|XP_029712249.1|AEAL
OG0000636	LOC108607989|XP_017854638.1|DBUS, LOC108607990|XP_017854639.1|DBUS	LOC109416141|XP_029719220.1|AEAL, LOC109416212|XP_019545748.2|AEAL
OG0000637	LOC108604983|XP_017850042.1|DBUS, LOC108604984|XP_033150400.1|DBUS	LOC109428744|XP_029734033.1|AEAL, LOC109397324|XP_029733923.1|AEAL, LOC109424548|XP_029733404.1|AEAL
OG0000638	LOC108605235|XP_017850337.1|DBUS	LOC115253666|XP_029721245.1|AEAL, LOC109401283|XP_019933380.1|AEAL, LOC109621229|XP_029732643.1|AEAL, LOC109428588|XP_029721258.1|AEAL
OG0000639	LOC108599939|XP_017842649.1|DBUS	LOC109432242|XP_029731044.1|AEAL, LOC109396983|XP_029730897.1|AEAL
OG0000646	LOC108604786|XP_017849875.1|DBUS, LOC108602835|XP_017846573.1|DBUS	LOC109412975|XP_029721793.1|AEAL, LOC115256705|XP_029711486.1|AEAL, LOC109428533|XP_029711734.1|AEAL
OG0000647	LOC108601417|XP_017844805.1|DBUS, LOC108607226|XP_017853390.1|DBUS	LOC109397890|XP_029710623.1|AEAL
OG0000648	LOC108605926|XP_017851234.2|DBUS	LOC115256430|XP_029710851.1|AEAL, LOC109427523|XP_019558622.2|AEAL, LOC115256447|XP_029710920.1|AEAL
OG0000649	LOC108605610|XP_017850877.1|DBUS, LOC108606908|XP_017852934.1|DBUS	LOC109427548|XP_029710777.1|AEAL, LOC115256597|XP_029711265.1|AEAL, LOC115269372|XP_029733899.1|AEAL
OG0000650	LOC108603167|XP_017847213.1|DBUS	LOC115256393|XP_029710677.1|AEAL, LOC109401900|XP_019530060.2|AEAL
OG0000651	LOC108600435|XP_017843498.2|DBUS, LOC108598637|XP_033149019.1|DBUS, LOC108600321|XP_017843312.2|DBUS	LOC109405949|XP_019534542.2|AEAL, LOC109406923|XP_029728625.1|AEAL
OG0000652	LOC108595618|XP_017836373.1|DBUS, LOC108605777|XP_017851069.1|DBUS	LOC109429778|XP_029726721.1|AEAL, LOC115253614|XP_029713922.1|AEAL, LOC109430728|XP_029713782.1|AEAL
OG0000654	LOC108599660|XP_017843215.2|DBUS	LOC109426592|XP_029725611.1|AEAL
OG0000655	LOC108597572|XP_017839672.1|DBUS, LOC108607755|XP_017854270.1|DBUS	LOC109403659|XP_029735155.1|AEAL, LOC109407972|XP_029735110.1|AEAL
OG0000656	LOC108604545|XP_017849552.1|DBUS, LOC108596437|XP_033149111.1|DBUS, LOC108604546|XP_017849558.1|DBUS	LOC109414992|XP_029728932.1|AEAL
OG0000657	LOC108599245|XP_017841531.1|DBUS, LOC108608016|XP_017854679.1|DBUS	LOC109428263|XP_019559537.2|AEAL
OG0000658	LOC108607060|XP_017853162.1|DBUS, LOC108604640|XP_017849679.1|DBUS	LOC115253850|XP_029715217.1|AEAL, LOC109428501|XP_029734110.1|AEAL, LOC109420976|XP_029714914.1|AEAL
OG0000659	LOC108608130|XP_017854851.1|DBUS	LOC109428712|XP_019560083.1|AEAL
OG0000660	LOC108607626|XP_017854033.1|DBUS, LOC108603719|XP_017848289.1|DBUS, LOC108607629|XP_017854039.1|DBUS	LOC109402519|XP_029720042.1|AEAL
OG0000661	LOC108600717|XP_017843942.1|DBUS, LOC108597398|XP_017839428.1|DBUS	LOC109411721|XP_019540843.2|AEAL
OG0000662	LOC108598489|XP_017840633.1|DBUS, LOC108605825|XP_017851119.1|DBUS	LOC115257202|XP_029712499.1|AEAL, LOC109414164|XP_029707887.1|AEAL
OG0000663	LOC108597613|XP_017839740.1|DBUS	LOC115257196|XP_029712488.1|AEAL, LOC109414163|XP_019543489.2|AEAL
OG0000664	LOC108608087|XP_017854778.1|DBUS	LOC115268730|XP_029732733.1|AEAL, LOC115268732|XP_029732735.1|AEAL
OG0000664	LOC108606723|XP_017852595.1|DBUS	LOC109427984|XP_019559185.2|AEAL
OG0000665	LOC108604240|XP_017849102.1|DBUS	LOC109415719|XP_029724398.1|AEAL
OG0000666	LOC108597472|XP_017839535.2|DBUS, LOC108606449|XP_017852052.1|DBUS	LOC109413683|XP_029727511.1|AEAL
OG0000667	LOC108606338|XP_017851870.1|DBUS, LOC108604078|XP_017848837.1|DBUS	LOC115265120|XP_029725214.1|AEAL, LOC115271095|XP_029736440.1|AEAL, LOC109422632|XP_029736376.1|AEAL
OG0000668	LOC108601703|XP_017845105.1|DBUS, LOC108602757|XP_017846418.1|DBUS	LOC109402806|XP_029712212.1|AEAL, LOC115253981|XP_029712280.1|AEAL
OG0000669	LOC108605774|XP_017851066.1|DBUS, LOC117134958|XP_033150492.1|DBUS	LOC115261327|XP_029718607.1|AEAL, LOC109412240|XP_019541428.2|AEAL
OG0000670	LOC108605811|XP_017851106.1|DBUS	LOC115254132|XP_029724406.1|AEAL, LOC109415900|XP_029716599.1|AEAL, LOC109412635|XP_029724456.1|AEAL, LOC115264657|XP_029724455.1|AEAL
OG0000671	LOC108604017|XP_017848750.1|DBUS, LOC108603152|XP_017847193.1|DBUS	LOC109399090|XP_019527063.2|AEAL
OG0000672	LOC108605641|XP_017850912.2|DBUS, LOC108605985|XP_017851296.1|DBUS	LOC109621435|XP_019931010.2|AEAL, LOC115268001|XP_029731748.1|AEAL
OG0000673	LOC108605232|XP_017850334.1|DBUS, LOC108600408|XP_017843453.2|DBUS	LOC109407623|XP_019536309.1|AEAL, LOC115256948|XP_029712013.1|AEAL
OG0000677	LOC108599268|XP_017841554.2|DBUS, LOC108605531|XP_017850771.1|DBUS	LOC109433657|XP_029733829.1|AEAL, LOC109403483|XP_029710958.1|AEAL, LOC115256480|XP_029710988.1|AEAL
OG0000678	LOC108604300|XP_017849206.1|DBUS, LOC108602381|XP_033149881.1|DBUS	LOC109430086|XP_029711699.1|AEAL, LOC109428505|XP_019559845.2|AEAL
OG0000679	LOC108607029|XP_017853108.1|DBUS	LOC109399254|XP_019527238.2|AEAL, LOC109399255|XP_019527239.2|AEAL, LOC109401921|XP_019530089.2|AEAL, LOC109415824|XP_019545311.1|AEAL, LOC109402699|XP_019530946.1|AEAL, LOC115269658|XP_029734353.1|AEAL, LOC115269659|XP_029734354.1|AEAL, LOC109415828|XP_029734716.1|AEAL, LOC109414369|XP_019543725.2|AEAL
OG0000680	LOC108605264|XP_017850380.1|DBUS, LOC108605260|XP_017850373.1|DBUS	LOC109427377|XP_029711374.1|AEAL, LOC109402074|XP_029721641.1|AEAL
OG0000681	LOC108604726|XP_017849795.1|DBUS, LOC108607265|XP_017853447.1|DBUS	LOC109431384|XP_019563146.2|AEAL
OG0000683	LOC108601724|XP_017845132.1|DBUS	LOC109621544|XP_019931155.2|AEAL, LOC109621619|XP_019931251.2|AEAL, LOC115254357|XP_029707688.1|AEAL, LOC109621595|XP_019931222.2|AEAL, LOC115258007|XP_029713864.1|AEAL, LOC109621631|XP_019931273.2|AEAL, LOC109424835|XP_019555575.2|AEAL
OG0000684	LOC108601961|XP_017845437.1|DBUS, LOC108604666|XP_017849707.1|DBUS	LOC109399951|XP_019527965.2|AEAL
OG0000685	LOC108606072|XP_017851407.1|DBUS, LOC108603221|XP_017847309.1|DBUS	LOC115253816|XP_029723548.1|AEAL, LOC109424830|XP_019555567.1|AEAL
OG0000686	LOC108596894|XP_017838571.1|DBUS, LOC108605804|XP_017851099.1|DBUS	LOC109423293|XP_019553762.2|AEAL
OG0000687	LOC108595667|XP_017836436.1|DBUS, LOC108600086|XP_017842934.2|DBUS	LOC109418062|XP_019547776.2|AEAL
OG0000688	LOC108596233|XP_017837261.1|DBUS	LOC109417780|XP_029725542.1|AEAL, LOC109426683|XP_029725533.1|AEAL
OG0000689	LOC108595342|XP_017836052.1|DBUS, LOC108595341|XP_017836051.1|DBUS	LOC109426805|XP_019557886.1|AEAL
OG0000690	LOC108606903|XP_017852925.1|DBUS	LOC109400883|XP_019528912.1|AEAL, LOC109415518|XP_029730898.1|AEAL, LOC109430839|XP_019562477.1|AEAL, LOC115263212|XP_029722057.1|AEAL, LOC115263190|XP_029722003.1|AEAL, LOC115263215|XP_029722060.1|AEAL, LOC109400802|XP_019528846.2|AEAL, LOC109415519|XP_029730882.1|AEAL, LOC109415515|XP_029730913.1|AEAL
OG0000691	LOC108607878|XP_017854469.1|DBUS, LOC108600202|XP_017843107.1|DBUS	LOC109430890|XP_019562520.2|AEAL
OG0000692	LOC108598103|XP_033149345.1|DBUS	LOC115257998|XP_029713853.1|AEAL
OG0000693	LOC108607018|XP_017853092.1|DBUS, LOC108604498|XP_017849483.1|DBUS	LOC109411152|XP_029729038.1|AEAL
OG0000694	LOC108600269|XP_033149512.1|DBUS, LOC108607244|XP_017853412.1|DBUS, LOC108599031|XP_017841301.1|DBUS	LOC109408889|XP_029728797.1|AEAL, LOC109408225|XP_029728879.1|AEAL, LOC115253523|XP_029712385.1|AEAL
OG0000695	LOC108608419|XP_017855270.1|DBUS, LOC117134642|XP_033150758.1|DBUS	LOC115259211|XP_029715592.1|AEAL, LOC109427861|XP_029715507.1|AEAL, LOC115260413|XP_029717225.1|AEAL
OG0000696	LOC108608084|XP_017854776.2|DBUS	LOC115258816|XP_029715110.1|AEAL, LOC109433270|XP_019565241.1|AEAL, LOC109424227|XP_019554857.1|AEAL
OG0000697	LOC108606322|XP_017851825.1|DBUS, LOC108608212|XP_017854976.1|DBUS	LOC109622880|XP_029714029.1|AEAL
OG0000699	LOC108597459|XP_017839539.1|DBUS, LOC108601350|XP_017844737.2|DBUS	LOC109430138|XP_029729247.1|AEAL
OG0000700	LOC108606313|XP_033149889.1|DBUS, LOC108595140|XP_017838733.2|DBUS	LOC115266805|XP_029729270.1|AEAL, LOC115266785|XP_029729218.1|AEAL, LOC115266807|XP_029729274.1|AEAL
OG0000701	LOC108594713|XP_017835341.1|DBUS, LOC108605117|XP_017850169.1|DBUS	LOC109402345|XP_019530562.2|AEAL
OG0000702	LOC108602860|XP_017846630.1|DBUS, LOC108602859|XP_017846625.2|DBUS	LOC109405842|XP_029725602.1|AEAL
OG0000703	LOC108594540|XP_033149358.1|DBUS, LOC108596323|XP_017837434.1|DBUS	LOC109404865|XP_019533361.1|AEAL, LOC109414516|XP_029728540.1|AEAL
OG0000704	LOC108606312|XP_033150380.1|DBUS, LOC108601735|XP_017845145.1|DBUS	LOC109401332|XP_029728732.1|AEAL, LOC109415782|XP_029728804.1|AEAL
OG0000705	LOC108600139|XP_017843019.1|DBUS	LOC109423456|XP_029731456.1|AEAL, LOC109414777|XP_029731586.1|AEAL
OG0000706	LOC108594528|XP_017835221.1|DBUS, LOC108605421|XP_017850582.1|DBUS	LOC109409567|XP_029732189.1|AEAL, LOC115268243|XP_029732156.1|AEAL
OG0000707	LOC108595525|XP_017836269.1|DBUS, LOC108607234|XP_017853401.1|DBUS	LOC109420326|XP_019550196.2|AEAL, LOC109408464|XP_019537347.1|AEAL, LOC115254246|XP_029734880.1|AEAL, LOC109419336|XP_029723936.1|AEAL
OG0000708	LOC108606833|XP_017852807.1|DBUS, LOC108605072|XP_033150299.1|DBUS	LOC109406135|XP_029718441.1|AEAL
OG0000709	LOC108602133|XP_017845650.1|DBUS, LOC108606906|XP_017852930.1|DBUS	LOC109403312|XP_019531664.1|AEAL, LOC109406517|XP_019535156.2|AEAL
OG0000712	LOC108601532|XP_033149929.1|DBUS, LOC108604378|XP_017849321.1|DBUS	LOC115261501|XP_029719092.1|AEAL, LOC109424364|XP_019555008.2|AEAL
OG0000713	LOC108602569|XP_017846194.1|DBUS	LOC109409852|XP_019538887.1|AEAL
OG0000714	LOC108605721|XP_017851003.1|DBUS, LOC108600087|XP_017842935.1|DBUS	LOC109400801|XP_029731164.1|AEAL, LOC115268278|XP_029732185.1|AEAL, LOC115267828|XP_029731153.1|AEAL
OG0000715	LOC108599416|XP_017841716.1|DBUS	LOC115254194|XP_029731156.1|AEAL, LOC109399623|XP_019527664.2|AEAL
OG0000716	LOC108606880|XP_017852893.1|DBUS, LOC108600643|XP_017843826.1|DBUS	LOC109401278|XP_019529351.2|AEAL, LOC109399669|XP_029731228.1|AEAL
OG0000718	LOC108607379|XP_017853596.1|DBUS, LOC108607332|XP_017853492.1|DBUS	LOC115260031|XP_029716724.1|AEAL
OG0000724	LOC108606112|XP_017851454.1|DBUS, LOC108603965|XP_017848655.1|DBUS	LOC109428354|XP_019559617.1|AEAL, LOC109415235|XP_019544667.1|AEAL
OG0000726	LOC108604848|XP_033150559.1|DBUS, LOC108604703|XP_017849752.1|DBUS	LOC109430370|XP_029713132.1|AEAL, LOC109413280|XP_029716793.1|AEAL
OG0000727	LOC117134862|XP_033150022.1|DBUS, LOC108603002|XP_033150021.1|DBUS, LOC108603009|XP_017846893.1|DBUS	LOC109623040|XP_019933050.2|AEAL
OG0000728	LOC108606091|XP_017851425.1|DBUS, LOC108603174|XP_017847221.1|DBUS	LOC109415915|XP_029723465.1|AEAL, LOC109411497|XP_029723462.1|AEAL
OG0000729	LOC108601413|XP_017844801.1|DBUS, LOC108604192|XP_017849033.1|DBUS	LOC109424812|XP_019555544.2|AEAL
OG0000730	LOC108599332|XP_017841625.1|DBUS, LOC108608005|XP_017854657.1|DBUS	LOC109408946|XP_029716651.1|AEAL, LOC109622582|XP_019932533.2|AEAL
OG0000731	LOC108598000|XP_017840105.1|DBUS, LOC108594856|XP_017835482.1|DBUS	LOC109423346|XP_019553844.2|AEAL
OG0000732	LOC108601070|XP_017844453.1|DBUS, LOC108598913|XP_017841165.1|DBUS	LOC109398018|XP_019525904.1|AEAL
OG0000733	LOC108602357|XP_017845946.1|DBUS, LOC108600294|XP_017843264.1|DBUS	LOC109420827|XP_019550832.2|AEAL, LOC109412523|XP_019541691.2|AEAL
OG0000734	LOC108606261|XP_017851712.1|DBUS, LOC108600322|XP_017843313.1|DBUS	LOC109423758|XP_029735544.1|AEAL, LOC109414263|XP_029735579.1|AEAL
OG0000735	LOC108605681|XP_017850961.1|DBUS, LOC108598620|XP_017840811.1|DBUS	LOC109419534|XP_019549299.2|AEAL, LOC109409294|XP_019538279.1|AEAL
OG0000736	LOC108608002|XP_033150560.1|DBUS, LOC108607797|XP_033150589.1|DBUS	LOC109419595|XP_029715178.1|AEAL
