Orthogroup	DBUS.longest_only	BCOP.longest_only
OG0001599	LOC108608452|XP_017855321.1|DBUS	LOC119077001|XP_037040003.1|BCOP
OG0001601	LOC108608443|XP_017855308.1|DBUS	LOC119078696|XP_037042253.1|BCOP
OG0001602	LOC108598647|XP_017840847.2|DBUS	LOC119085260|XP_037051503.1|BCOP
OG0001603	LOC108595529|XP_033150151.1|DBUS	LOC119072752|XP_037033933.1|BCOP, LOC119072750|XP_037033931.1|BCOP
OG0001604	LOC108605171|XP_033150421.1|DBUS, LOC108603587|XP_017848017.1|DBUS	LOC119084493|XP_037050394.1|BCOP
OG0001605	LOC108595155|XP_017835814.1|DBUS	LOC119073863|XP_037035623.1|BCOP
OG0001606	LOC117135005|XP_033150673.1|DBUS	LOC119071515|XP_037032285.1|BCOP
OG0001607	LOC108603457|XP_017847781.2|DBUS, LOC108607841|XP_017854395.2|DBUS	LOC119081917|XP_037047049.1|BCOP
OG0001608	LOC108594459|XP_017835126.1|DBUS	LOC119069430|XP_037029382.1|BCOP, LOC119070907|XP_037031331.1|BCOP
OG0001609	LOC108594756|XP_033149083.1|DBUS	LOC119080234|XP_037044376.1|BCOP
OG0001610	LOC108601882|XP_017845349.2|DBUS	LOC119085960|XP_037052411.1|BCOP
OG0001611	LOC108605343|XP_017850502.1|DBUS, LOC108607884|XP_017854477.1|DBUS	LOC119078606|XP_037042095.1|BCOP
OG0001612	LOC108607975|XP_017854617.1|DBUS	LOC119068420|XP_037027884.1|BCOP, LOC119085336|XP_037051614.1|BCOP
OG0001613	LOC108599269|XP_017841558.1|DBUS	LOC119078421|XP_037041823.1|BCOP
OG0001614	LOC108595403|XP_017836118.1|DBUS	LOC119084837|XP_037050828.1|BCOP
OG0001615	LOC108607651|XP_033150804.1|DBUS	LOC119082410|XP_037047838.1|BCOP
OG0001616	LOC108594444|XP_017835108.1|DBUS	LOC119075332|XP_037037655.1|BCOP
OG0001617	LOC108608231|XP_033150433.1|DBUS	LOC119071474|XP_037032218.1|BCOP
OG0001618	LOC108607318|XP_017853478.1|DBUS	LOC119078628|XP_037042122.1|BCOP
OG0001619	LOC108608075|XP_017854760.1|DBUS	LOC119071103|XP_037031640.1|BCOP
OG0001620	LOC108607217|XP_017853374.1|DBUS, LOC108594373|XP_017835024.1|DBUS, LOC108600646|XP_017843832.1|DBUS	LOC119085342|XP_037051620.1|BCOP
OG0001621	LOC108594737|XP_017835364.1|DBUS	LOC119066774|XP_037025323.1|BCOP, LOC119080914|XP_037045424.1|BCOP, LOC119077640|XP_037040755.1|BCOP, LOC119070524|XP_037030795.1|BCOP, LOC119066295|XP_037024565.1|BCOP, LOC119083210|XP_037048772.1|BCOP
OG0001622	LOC108606468|XP_017852080.1|DBUS	LOC119068566|XP_037028089.1|BCOP
OG0001623	LOC108607926|XP_017854529.1|DBUS	LOC119083103|XP_037048625.1|BCOP, LOC119083105|XP_037048631.1|BCOP, LOC119083108|XP_037048635.1|BCOP
OG0001624	LOC108601953|XP_017845431.2|DBUS	LOC119085274|XP_037051523.1|BCOP, LOC119075636|XP_037038012.1|BCOP
OG0001625	LOC108594705|XP_033150989.1|DBUS, LOC108608224|XP_017854990.1|DBUS	LOC119066260|XP_037024508.1|BCOP
OG0001626	LOC108598881|XP_017841133.1|DBUS	LOC119074811|XP_037036993.1|BCOP
OG0001628	LOC108601297|XP_017844686.1|DBUS, LOC108601298|XP_017844687.1|DBUS	LOC119076696|XP_037039506.1|BCOP
OG0001629	LOC108604795|XP_033150695.1|DBUS	LOC119077391|XP_037040487.1|BCOP
OG0001630	LOC108601721|XP_017845127.1|DBUS	LOC119077822|XP_037041025.1|BCOP
OG0001631	LOC108603976|XP_017848689.1|DBUS	LOC119083402|XP_037049016.1|BCOP, LOC119076405|XP_037039027.1|BCOP
OG0001632	LOC108599423|XP_017841727.1|DBUS	LOC119068038|XP_037027298.1|BCOP, LOC119068036|XP_037027296.1|BCOP
OG0001633	LOC108601663|XP_017845053.1|DBUS	LOC119084121|XP_037049869.1|BCOP, LOC119077838|XP_037041049.1|BCOP
OG0001634	LOC108604042|XP_017848794.1|DBUS	LOC119073458|XP_037034849.1|BCOP, LOC119071722|XP_037032634.1|BCOP, LOC119085412|XP_037051717.1|BCOP, LOC119066118|XP_037024294.1|BCOP
OG0001635	LOC108601833|XP_017845263.1|DBUS	LOC119073768|XP_037035330.1|BCOP
OG0001636	LOC108602479|XP_017846091.1|DBUS	LOC119066825|XP_037025377.1|BCOP, LOC119069449|XP_037029399.1|BCOP, LOC119086042|XP_037052511.1|BCOP
OG0001637	LOC108603171|XP_017847217.1|DBUS	LOC119072635|XP_037033773.1|BCOP, LOC119085107|XP_037051257.1|BCOP
OG0001638	LOC108605427|XP_017850592.1|DBUS	LOC119076967|XP_037039954.1|BCOP, LOC119073720|XP_037035241.1|BCOP
OG0001639	LOC108597589|XP_017839697.1|DBUS	LOC119076591|XP_037039330.1|BCOP
OG0001640	LOC108601889|XP_017845353.1|DBUS	LOC119076800|XP_037039659.1|BCOP
OG0001641	LOC108604603|XP_017849629.1|DBUS	LOC119083470|XP_037049086.1|BCOP, LOC119079711|XP_037043663.1|BCOP
OG0001642	LOC108607280|XP_017853464.1|DBUS	LOC119066090|XP_037024257.1|BCOP
OG0001643	LOC108608257|XP_033150818.1|DBUS	LOC119078224|XP_037041579.1|BCOP
OG0001645	LOC108597279|XP_017839739.2|DBUS	LOC119071400|XP_037032171.1|BCOP, LOC119071401|XP_037032172.1|BCOP
OG0001646	LOC108596763|XP_017838338.1|DBUS	LOC119071297|XP_037032066.1|BCOP, LOC119071313|XP_037032088.1|BCOP, LOC119071315|XP_037032093.1|BCOP, LOC119071414|XP_037032186.1|BCOP, LOC119071415|XP_037032187.1|BCOP, LOC119071312|XP_037032086.1|BCOP
OG0001647	LOC108595225|XP_017835902.2|DBUS	LOC119066071|XP_037024196.1|BCOP
OG0001648	LOC108598225|XP_033149650.1|DBUS	LOC119074220|XP_037036116.1|BCOP
OG0001649	LOC108597011|XP_017838778.1|DBUS	LOC119082638|XP_037048099.1|BCOP, LOC119082195|XP_037047524.1|BCOP
OG0001650	LOC108597465|XP_033149113.1|DBUS	LOC119085352|XP_037051622.1|BCOP
OG0001652	LOC108598856|XP_017841103.1|DBUS	LOC119070872|XP_037031280.1|BCOP
OG0001653	LOC108600712|XP_017843934.2|DBUS	LOC119071874|XP_037032844.1|BCOP
OG0001654	LOC108597043|XP_017838829.1|DBUS	LOC119069545|XP_037029520.1|BCOP
OG0001655	LOC108594607|XP_017835238.1|DBUS, LOC108596531|XP_017837906.1|DBUS	LOC119077077|XP_037040131.1|BCOP, LOC119083695|XP_037049375.1|BCOP
OG0001656	LOC108594268|XP_017834887.1|DBUS	LOC119068316|XP_037027759.1|BCOP, LOC119067357|XP_037026162.1|BCOP, LOC119071770|XP_037032715.1|BCOP
OG0001657	LOC108598776|XP_017841006.1|DBUS	LOC119086068|XP_037052539.1|BCOP
OG0001658	LOC108600377|XP_017843406.1|DBUS	LOC119071227|XP_037031938.1|BCOP
OG0001659	LOC108601095|XP_017844495.1|DBUS	LOC119071248|XP_037031981.1|BCOP
OG0001660	LOC108599525|XP_017841888.1|DBUS	LOC119082328|XP_037047729.1|BCOP
OG0001661	LOC108604548|XP_017849567.1|DBUS, LOC108602519|XP_017846142.1|DBUS	LOC119078813|XP_037042413.1|BCOP, LOC119085962|XP_037052414.1|BCOP
OG0001663	LOC108601669|XP_017845060.1|DBUS	LOC119068581|XP_037028121.1|BCOP, LOC119068578|XP_037028118.1|BCOP
OG0001678	LOC108605382|XP_017850540.2|DBUS	LOC119084546|XP_037050454.1|BCOP, LOC119077826|XP_037041028.1|BCOP
OG0001679	LOC108607235|XP_017853402.1|DBUS	LOC119068406|XP_037027864.1|BCOP
OG0001680	LOC108603549|XP_017847957.2|DBUS	LOC119067812|XP_037026859.1|BCOP
OG0001681	LOC108605564|XP_017850820.1|DBUS	LOC119070363|XP_037030555.1|BCOP, LOC119076744|XP_037039584.1|BCOP
OG0001682	LOC108605792|XP_017851083.1|DBUS	LOC119085255|XP_037051487.1|BCOP, LOC119069413|XP_037029357.1|BCOP, LOC119078998|XP_037042658.1|BCOP
OG0001683	LOC108608492|XP_033150739.1|DBUS	LOC119070881|XP_037031295.1|BCOP
OG0001684	LOC108599069|XP_017841340.2|DBUS, LOC108607402|XP_017853671.1|DBUS	LOC119077200|XP_037040276.1|BCOP, LOC119076428|XP_037039068.1|BCOP
OG0001685	LOC108598394|XP_017840507.1|DBUS	LOC119077691|XP_037040851.1|BCOP
OG0001686	LOC108606446|XP_017852049.1|DBUS	LOC119069627|XP_037029621.1|BCOP
OG0001687	LOC108606192|XP_017851540.1|DBUS	LOC119068651|XP_037028222.1|BCOP
OG0001688	LOC108605961|XP_017851269.1|DBUS	LOC119076000|XP_037038468.1|BCOP
OG0001689	LOC108606882|XP_017852896.1|DBUS	LOC119075265|XP_037037557.1|BCOP, LOC119084308|XP_037050123.1|BCOP, LOC119069045|XP_037028810.1|BCOP
OG0001690	LOC108598701|XP_017840914.1|DBUS	LOC119080524|XP_037044829.1|BCOP
OG0001691	LOC108604832|XP_017849395.1|DBUS	LOC119077971|XP_037041247.1|BCOP
OG0001693	LOC108605236|XP_017850338.1|DBUS, LOC108601029|XP_017844400.1|DBUS	LOC119069078|XP_037028850.1|BCOP
OG0001694	LOC108601403|XP_017844791.1|DBUS	LOC119069932|XP_037030051.1|BCOP
OG0001695	LOC108596366|XP_017837524.1|DBUS	LOC119067243|XP_037026004.1|BCOP
OG0001696	LOC108603568|XP_017847974.1|DBUS	LOC119067018|XP_037025641.1|BCOP
OG0001697	LOC108601702|XP_017845104.1|DBUS	LOC119067851|XP_037026983.1|BCOP
OG0001698	LOC108606782|XP_017852695.1|DBUS	LOC119068832|XP_037028497.1|BCOP
OG0001699	LOC108601587|XP_033149883.1|DBUS	LOC119067858|XP_037026990.1|BCOP
OG0001700	LOC108602583|XP_017846208.1|DBUS	LOC119077575|XP_037040681.1|BCOP, LOC119084064|XP_037049798.1|BCOP
OG0001701	LOC108603787|XP_017848372.1|DBUS	LOC119069177|XP_037028999.1|BCOP
OG0001702	LOC108599142|XP_017841422.1|DBUS	LOC119066373|XP_037024692.1|BCOP
OG0001703	LOC108601834|XP_017845265.1|DBUS	LOC119068930|XP_037028690.1|BCOP
OG0001704	LOC108602492|XP_017846109.1|DBUS	LOC119068928|XP_037028688.1|BCOP
OG0001705	LOC108601706|XP_017845109.1|DBUS	LOC119067910|XP_037027098.1|BCOP
OG0001706	LOC108594344|XP_017834987.1|DBUS	LOC119081527|XP_037046427.1|BCOP
OG0001707	LOC108604223|XP_017849076.1|DBUS	LOC119070533|XP_037030802.1|BCOP
OG0001708	LOC108604664|XP_017849704.1|DBUS	LOC119068790|XP_037028445.1|BCOP
OG0001709	LOC108600543|XP_017843688.1|DBUS	LOC119068970|XP_037028730.1|BCOP
OG0001711	LOC108603056|XP_017846979.1|DBUS	LOC119070360|XP_037030550.1|BCOP
OG0001712	LOC108601636|XP_017845023.1|DBUS	LOC119069168|XP_037028972.1|BCOP
OG0001713	LOC108603453|XP_017847773.1|DBUS	LOC119070411|XP_037030638.1|BCOP
OG0001714	LOC108602696|XP_017846323.1|DBUS	LOC119068105|XP_037027426.1|BCOP
OG0001715	LOC108606271|XP_017851737.1|DBUS	LOC119068244|XP_037027670.1|BCOP
OG0001716	LOC108607220|XP_017853381.1|DBUS	LOC119081196|XP_037045807.1|BCOP
OG0001717	LOC108603506|XP_017847868.1|DBUS	LOC119067038|XP_037025668.1|BCOP
OG0001718	LOC108604320|XP_017849232.1|DBUS	LOC119067040|XP_037025672.1|BCOP
OG0001719	LOC108604181|XP_017849012.1|DBUS	LOC119068687|XP_037028261.1|BCOP, LOC119068679|XP_037028259.1|BCOP
OG0001720	LOC108603970|XP_017848668.1|DBUS	LOC119070509|XP_037030762.1|BCOP
OG0001721	LOC108604470|XP_017849444.1|DBUS	LOC119067428|XP_037026293.1|BCOP
OG0001722	LOC108600510|XP_017843635.1|DBUS	LOC119074593|XP_037036734.1|BCOP
OG0001723	LOC108596370|XP_017837526.1|DBUS	LOC119083678|XP_037049357.1|BCOP
OG0001724	LOC108596442|XP_033149174.1|DBUS	LOC119074111|XP_037035969.1|BCOP
OG0001725	LOC108596936|XP_017838653.1|DBUS	LOC119073997|XP_037035821.1|BCOP
OG0001726	LOC108600169|XP_017843063.1|DBUS	LOC119073360|XP_037034663.1|BCOP
OG0001727	LOC108604621|XP_017849657.1|DBUS	LOC119070539|XP_037030810.1|BCOP
OG0001728	LOC108596065|XP_017836949.1|DBUS	LOC119076376|XP_037038987.1|BCOP, LOC119081678|XP_037046662.1|BCOP
OG0001729	LOC108596502|XP_017837822.2|DBUS	LOC119079298|XP_037042980.1|BCOP
OG0001730	LOC108608476|XP_017855357.2|DBUS	LOC119085974|XP_037052431.1|BCOP
OG0001731	LOC108596083|XP_017836989.1|DBUS	LOC119077466|XP_037040571.1|BCOP
OG0001733	LOC108596102|XP_017837011.1|DBUS	LOC119083620|XP_037049252.1|BCOP, LOC119083619|XP_037049251.1|BCOP
OG0001734	LOC108595096|XP_017835736.1|DBUS	LOC119075456|XP_037037792.1|BCOP, LOC119070476|XP_037030728.1|BCOP
OG0001735	LOC108598802|XP_017841034.1|DBUS	LOC119073264|XP_037034537.1|BCOP
OG0001736	LOC108597215|XP_017839146.1|DBUS	LOC119080231|XP_037044373.1|BCOP
OG0001737	LOC108596962|XP_017838698.1|DBUS	LOC119080960|XP_037045487.1|BCOP
OG0001738	LOC108598792|XP_017841025.1|DBUS	LOC119080843|XP_037045298.1|BCOP
OG0001739	LOC108594238|XP_017834838.1|DBUS	LOC119080808|XP_037045274.1|BCOP
OG0001740	LOC108596149|XP_017837132.1|DBUS	LOC119075498|XP_037037858.1|BCOP, LOC119070240|XP_037030407.1|BCOP
OG0001741	LOC108601693|XP_017845092.2|DBUS	LOC119073401|XP_037034730.1|BCOP, LOC119085850|XP_037052253.1|BCOP, LOC119079439|XP_037043247.1|BCOP
OG0001742	LOC108595326|XP_017836035.1|DBUS	LOC119080199|XP_037044335.1|BCOP
OG0001743	LOC108599854|XP_017842470.2|DBUS	LOC119076138|XP_037038711.1|BCOP
OG0001744	LOC108596411|XP_017837594.1|DBUS	LOC119079410|XP_037043196.1|BCOP
OG0001745	LOC108596303|XP_017837387.1|DBUS	LOC119081729|XP_037046785.1|BCOP
OG0001746	LOC108600750|XP_017843991.1|DBUS	LOC119085490|XP_037051801.1|BCOP
OG0001747	LOC108596693|XP_017838202.1|DBUS	LOC119079630|XP_037043520.1|BCOP
OG0001748	LOC108601106|XP_033149587.1|DBUS	LOC119081126|XP_037045765.1|BCOP
OG0001749	LOC108596282|XP_017837343.2|DBUS	LOC119079661|XP_037043605.1|BCOP
OG0001750	LOC108596274|XP_017837332.1|DBUS	LOC119079658|XP_037043596.1|BCOP
OG0001751	LOC108599586|XP_017842018.2|DBUS	LOC119080835|XP_037045288.1|BCOP
OG0001752	LOC108599601|XP_017842043.1|DBUS	LOC119080955|XP_037045480.1|BCOP
OG0001753	LOC108600769|XP_033149515.1|DBUS	LOC119073253|XP_037034509.1|BCOP
OG0001754	LOC108596900|XP_017838579.1|DBUS	LOC119073323|XP_037034608.1|BCOP
OG0001755	LOC108599926|XP_017842624.1|DBUS	LOC119076046|XP_037038572.1|BCOP
OG0001756	LOC108596914|XP_017838610.1|DBUS, LOC108594992|XP_017835614.1|DBUS	LOC119074519|XP_037036577.1|BCOP
OG0001757	LOC108596659|XP_017838135.1|DBUS	LOC119074147|XP_037036042.1|BCOP
OG0001758	LOC108598627|XP_033149518.1|DBUS	LOC119080723|XP_037045104.1|BCOP
OG0001759	LOC108596301|XP_017837385.1|DBUS	LOC119073603|XP_037035073.1|BCOP
OG0001760	LOC108595483|XP_017836223.2|DBUS	LOC119074615|XP_037036773.1|BCOP
OG0001761	LOC108596989|XP_017838744.1|DBUS	LOC119073322|XP_037034606.1|BCOP
OG0001762	LOC108594257|XP_017834870.1|DBUS	LOC119066255|XP_037024487.1|BCOP
OG0001763	LOC108601021|XP_017844388.1|DBUS, LOC108594471|XP_017835142.1|DBUS	LOC119080693|XP_037045035.1|BCOP, LOC119066128|XP_037024312.1|BCOP
OG0001764	LOC117134658|XP_033148931.1|DBUS, LOC108606832|XP_017852806.1|DBUS	LOC119084901|XP_037050950.1|BCOP
OG0001765	LOC108596070|XP_017836972.1|DBUS	LOC119073248|XP_037034476.1|BCOP
OG0001766	LOC108608318|XP_017855135.1|DBUS	LOC119083409|XP_037049024.1|BCOP, LOC119082183|XP_037047494.1|BCOP, LOC119082515|XP_037047922.1|BCOP
OG0001767	LOC108602236|XP_017845777.2|DBUS	LOC119084667|XP_037050638.1|BCOP
OG0001768	LOC108598724|XP_017840945.1|DBUS	LOC119069042|XP_037028808.1|BCOP
OG0001769	LOC108604602|XP_033150730.1|DBUS	LOC119082055|XP_037047282.1|BCOP
OG0001770	LOC108607585|XP_017853974.1|DBUS	LOC119073705|XP_037035204.1|BCOP, LOC119083728|XP_037049425.1|BCOP, LOC119067046|XP_037025684.1|BCOP
OG0001771	LOC108602688|XP_017846319.1|DBUS, LOC108602711|XP_017846358.1|DBUS	LOC119070858|XP_037031266.1|BCOP
OG0001773	LOC108598823|XP_017841066.2|DBUS	LOC119082576|XP_037047996.1|BCOP
OG0001774	LOC108597601|XP_017839713.1|DBUS	LOC119083129|XP_037048660.1|BCOP, LOC119079737|XP_037043697.1|BCOP
OG0001776	LOC108594285|XP_017834912.1|DBUS	LOC119073579|XP_037035043.1|BCOP, LOC119067408|XP_037026250.1|BCOP, LOC119076524|XP_037039205.1|BCOP
OG0001777	LOC108594473|XP_017835143.1|DBUS	LOC119078707|XP_037042271.1|BCOP
OG0001778	LOC108607808|XP_017854341.2|DBUS	LOC119079060|XP_037042761.1|BCOP
OG0001779	LOC108607780|XP_033150089.1|DBUS	LOC119075648|XP_037038030.1|BCOP
OG0001780	LOC108596371|XP_017837527.1|DBUS	LOC119081661|XP_037046639.1|BCOP
OG0001781	LOC108598441|XP_017840566.2|DBUS	LOC119085957|XP_037052409.1|BCOP
OG0001782	LOC108608514|XP_033150736.1|DBUS	LOC119072880|XP_037034088.1|BCOP
OG0001783	LOC108607570|XP_033150812.1|DBUS	LOC119076346|XP_037038936.1|BCOP
OG0001784	LOC108607640|XP_017854057.1|DBUS	LOC119082062|XP_037047291.1|BCOP
OG0001785	LOC108594763|XP_017835391.1|DBUS, LOC108595232|XP_017835919.1|DBUS	LOC119081413|XP_037046205.1|BCOP, LOC119083653|XP_037049324.1|BCOP
OG0001786	LOC108598072|XP_017840178.2|DBUS	LOC119085436|XP_037051749.1|BCOP
OG0001787	LOC108607436|XP_017853756.1|DBUS	LOC119066153|XP_037024350.1|BCOP
OG0001788	LOC108596425|XP_017837637.1|DBUS	LOC119084388|XP_037050251.1|BCOP
OG0001789	LOC108597607|XP_017839733.1|DBUS	LOC119079846|XP_037043808.1|BCOP
OG0001790	LOC108602039|XP_017845539.1|DBUS	LOC119076539|XP_037039228.1|BCOP, LOC119082236|XP_037047594.1|BCOP
OG0001791	LOC108596745|XP_017838307.1|DBUS	LOC119081629|XP_037046575.1|BCOP
OG0001792	LOC108594422|XP_017835083.2|DBUS	LOC119078851|XP_037042455.1|BCOP
OG0001793	LOC108596217|XP_017837233.1|DBUS	LOC119073435|XP_037034811.1|BCOP
OG0001794	LOC108607806|XP_017854339.1|DBUS	LOC119066773|XP_037025321.1|BCOP
OG0001795	LOC108607486|XP_033150637.1|DBUS	LOC119072041|XP_037033055.1|BCOP
OG0001796	LOC108605080|XP_017850135.1|DBUS	LOC119069660|XP_037029673.1|BCOP
OG0001797	LOC108607428|XP_017853727.1|DBUS	LOC119081026|XP_037045607.1|BCOP
OG0001799	LOC108605000|XP_033150403.1|DBUS	LOC119084672|XP_037050644.1|BCOP
OG0001800	LOC108594476|XP_017835152.1|DBUS	LOC119074840|XP_037037041.1|BCOP, LOC119078739|XP_037042328.1|BCOP
OG0001801	LOC108599382|XP_017841676.1|DBUS	LOC119070239|XP_037030404.1|BCOP, LOC119083377|XP_037048986.1|BCOP, LOC119075132|XP_037037412.1|BCOP
OG0001802	LOC108604568|XP_017849587.1|DBUS	LOC119077578|XP_037040683.1|BCOP
OG0001803	LOC108601514|XP_017844902.1|DBUS	LOC119074668|XP_037036845.1|BCOP
OG0001804	LOC108603445|XP_017847761.1|DBUS	LOC119074411|XP_037036433.1|BCOP
OG0001805	LOC108598969|XP_017841231.1|DBUS	LOC119083334|XP_037048955.1|BCOP, LOC119076508|XP_037039185.1|BCOP, LOC119083881|XP_037049590.1|BCOP
OG0001806	LOC108604040|XP_017848791.2|DBUS, LOC108604167|XP_017848989.2|DBUS	LOC119077764|XP_037040969.1|BCOP
OG0001807	LOC108603786|XP_017848370.1|DBUS	LOC119074311|XP_037036254.1|BCOP
OG0001808	LOC108603239|XP_017847353.1|DBUS	LOC119067233|XP_037025988.1|BCOP
OG0001809	LOC108604697|XP_017849745.1|DBUS	LOC119084084|XP_037049815.1|BCOP
OG0001810	LOC108602392|XP_017845993.1|DBUS	LOC119075999|XP_037038466.1|BCOP
OG0001811	LOC108595251|XP_017835944.1|DBUS	LOC119083150|XP_037048690.1|BCOP
OG0001812	LOC108606311|XP_017851801.1|DBUS	LOC119076651|XP_037039429.1|BCOP
OG0001813	LOC108602772|XP_017846433.1|DBUS	LOC119076005|XP_037038475.1|BCOP
OG0001814	LOC108603620|XP_017848064.1|DBUS	LOC119072241|XP_037033312.1|BCOP, LOC119067977|XP_037027223.1|BCOP, LOC119067968|XP_037027201.1|BCOP
OG0001815	LOC108603931|XP_017848615.1|DBUS	LOC119074471|XP_037036508.1|BCOP
OG0001816	LOC108595524|XP_017836268.1|DBUS	LOC119078718|XP_037042286.1|BCOP
OG0001817	LOC108595976|XP_017836752.2|DBUS, LOC108595975|XP_017836751.2|DBUS	LOC119074379|XP_037036385.1|BCOP
OG0001818	LOC108606955|XP_017853001.1|DBUS	LOC119074284|XP_037036198.1|BCOP
OG0001819	LOC108597727|XP_017839911.2|DBUS	LOC119070039|XP_037030218.1|BCOP
OG0001820	LOC108605710|XP_017850990.1|DBUS	LOC119078953|XP_037042596.1|BCOP
OG0001821	LOC108595349|XP_017836062.1|DBUS	LOC119083186|XP_037048743.1|BCOP
OG0001822	LOC108595507|XP_017836249.1|DBUS	LOC119070878|XP_037031291.1|BCOP, LOC119082020|XP_037047233.1|BCOP
OG0001823	LOC108600286|XP_017843246.1|DBUS	LOC119072464|XP_037033583.1|BCOP
OG0001824	LOC108600863|XP_017844162.1|DBUS	LOC119077697|XP_037040864.1|BCOP, LOC119077718|XP_037040895.1|BCOP, LOC119077696|XP_037040863.1|BCOP
OG0001825	LOC108596109|XP_033149156.1|DBUS	LOC119072845|XP_037034052.1|BCOP
OG0001826	LOC108596156|XP_017837150.1|DBUS	LOC119071288|XP_037032053.1|BCOP
OG0001827	LOC108595377|XP_017836093.1|DBUS	LOC119072658|XP_037033808.1|BCOP, LOC119068437|XP_037027904.1|BCOP
OG0001828	LOC108606296|XP_017851771.1|DBUS	LOC119071869|XP_037032826.1|BCOP
OG0001829	LOC108595316|XP_017836025.1|DBUS	LOC119072596|XP_037033746.1|BCOP
OG0001830	LOC108596767|XP_017838348.1|DBUS	LOC119082400|XP_037047826.1|BCOP, LOC119070530|XP_037030799.1|BCOP
OG0001831	LOC108598360|XP_017840469.2|DBUS	LOC119084778|XP_037050735.1|BCOP
OG0001832	LOC108605033|XP_033150473.1|DBUS, LOC108606662|XP_017852476.1|DBUS	LOC119084082|XP_037049813.1|BCOP
OG0001833	LOC108596424|XP_017837636.1|DBUS	LOC119076942|XP_037039888.1|BCOP
OG0001834	LOC108603104|XP_017847097.1|DBUS	LOC119069690|XP_037029711.1|BCOP, LOC119067248|XP_037026012.1|BCOP
OG0001838	LOC108594683|XP_033149076.1|DBUS	LOC119075784|XP_037038244.1|BCOP
OG0001848	LOC108602743|XP_017846387.1|DBUS	LOC119068234|XP_037027645.1|BCOP
OG0001849	LOC108603882|XP_017848543.1|DBUS	LOC119067444|XP_037026319.1|BCOP
OG0001850	LOC108607408|XP_033150520.1|DBUS	LOC119085077|XP_037051212.1|BCOP, LOC119083087|XP_037048601.1|BCOP
OG0001851	LOC108607384|XP_017853611.1|DBUS	LOC119085003|XP_037051069.1|BCOP
OG0001852	LOC108600797|XP_017844061.1|DBUS	LOC119071421|XP_037032192.1|BCOP
OG0001853	LOC108602776|XP_017846452.1|DBUS	LOC119085682|XP_037052024.1|BCOP
OG0001854	LOC108606835|XP_017852809.1|DBUS	LOC119073386|XP_037034707.1|BCOP
OG0001855	LOC108594869|XP_017835497.1|DBUS	LOC119083430|XP_037049050.1|BCOP
OG0001856	LOC108605828|XP_017851123.1|DBUS	LOC119069649|XP_037029667.1|BCOP
OG0001857	LOC108606654|XP_017852460.1|DBUS	LOC119068857|XP_037028587.1|BCOP
OG0001858	LOC108605020|XP_017850075.1|DBUS	LOC119068402|XP_037027856.1|BCOP
OG0001859	LOC108605920|XP_017851227.1|DBUS	LOC119081671|XP_037046649.1|BCOP
OG0001860	LOC108598663|XP_017840864.1|DBUS	LOC119076117|XP_037038674.1|BCOP
OG0001861	LOC108605904|XP_017851207.1|DBUS, LOC108601991|XP_017845477.1|DBUS	LOC119068190|XP_037027583.1|BCOP
OG0001862	LOC108601895|XP_017845358.1|DBUS	LOC119068469|XP_037027961.1|BCOP
OG0001863	LOC108607034|XP_017853114.1|DBUS, LOC108603287|XP_017847446.1|DBUS	LOC119068016|XP_037027270.1|BCOP
OG0001864	LOC108603026|XP_017846925.1|DBUS	LOC119084883|XP_037050927.1|BCOP
OG0001865	LOC108603371|XP_017847623.1|DBUS, LOC108606713|XP_017852580.1|DBUS	LOC119068623|XP_037028184.1|BCOP
OG0001866	LOC108601564|XP_017844952.1|DBUS	LOC119068120|XP_037027468.1|BCOP
OG0001867	LOC108599679|XP_017842159.1|DBUS	LOC119081267|XP_037045904.1|BCOP
OG0001868	LOC108596975|XP_017838720.1|DBUS	LOC119067265|XP_037026038.1|BCOP, LOC119067123|XP_037025792.1|BCOP, LOC119078561|XP_037042024.1|BCOP
OG0001869	LOC108604619|XP_017849651.1|DBUS	LOC119074368|XP_037036368.1|BCOP, LOC119074367|XP_037036366.1|BCOP, LOC119074366|XP_037036364.1|BCOP
OG0001870	LOC108605750|XP_017851039.1|DBUS	LOC119070614|XP_037030937.1|BCOP
OG0001872	LOC108604394|XP_017849341.1|DBUS	LOC119070096|XP_037030304.1|BCOP
OG0001873	LOC108604572|XP_017849592.1|DBUS	LOC119069539|XP_037029511.1|BCOP
OG0001874	LOC108603186|XP_017847236.1|DBUS	LOC119068632|XP_037028197.1|BCOP
OG0001875	LOC108603543|XP_033150101.1|DBUS	LOC119069327|XP_037029280.1|BCOP
OG0001876	LOC108596667|XP_017838162.1|DBUS	LOC119068436|XP_037027902.1|BCOP
OG0001877	LOC108602454|XP_017846066.1|DBUS, LOC108605460|XP_017850635.1|DBUS	LOC119079092|XP_037042804.1|BCOP, LOC119078455|XP_037041881.1|BCOP
OG0001878	LOC108603204|XP_017847278.1|DBUS	LOC119069846|XP_037029911.1|BCOP, LOC119069844|XP_037029908.1|BCOP
OG0001879	LOC108603183|XP_017847232.1|DBUS	LOC119068334|XP_037027784.1|BCOP
OG0001880	LOC108604047|XP_017848798.1|DBUS	LOC119067915|XP_037027111.1|BCOP
OG0001881	LOC108602310|XP_017845882.1|DBUS	LOC119069356|XP_037029324.1|BCOP
OG0001882	LOC108604512|XP_017849505.1|DBUS	LOC119069099|XP_037028886.1|BCOP
