Orthogroup	DBUS.longest_only	HILL.longest_only
OG0002381	LOC108595360|XP_017836073.1|DBUS	LOC119653793|XP_037914727.1|HILL
OG0002382	LOC108607484|XP_033149935.1|DBUS, LOC108606275|XP_017851742.1|DBUS	LOC119654175|XP_037915288.1|HILL
OG0002383	LOC108601084|XP_017844475.1|DBUS	LOC119655164|XP_037916840.1|HILL
OG0002384	LOC108605052|XP_017850109.1|DBUS	LOC119655722|XP_037917683.1|HILL
OG0002386	LOC108601538|XP_033149927.1|DBUS	LOC119660530|XP_037925082.1|HILL
OG0002387	LOC108603651|XP_017848108.1|DBUS	LOC119658632|XP_037922074.1|HILL
OG0002388	LOC108604343|XP_017849259.1|DBUS	LOC119660597|XP_037925202.1|HILL
OG0002389	LOC108601760|XP_017845173.1|DBUS	LOC119659861|XP_037924097.1|HILL
OG0002390	LOC108600370|XP_017843399.2|DBUS	LOC119660777|XP_037925481.1|HILL
OG0002391	LOC108597024|XP_017838794.1|DBUS	LOC119654799|XP_037916278.1|HILL
OG0002392	LOC108598459|XP_017840593.1|DBUS	LOC119648776|XP_037906538.1|HILL
OG0002393	LOC108599990|XP_017842738.2|DBUS	LOC119650098|XP_037908545.1|HILL
OG0002394	LOC108602882|XP_017846672.1|DBUS	LOC119660569|XP_037925148.1|HILL
OG0002395	LOC108604408|XP_017849364.1|DBUS	LOC119660359|XP_037924794.1|HILL
OG0002396	LOC108596697|XP_017838209.1|DBUS	LOC119646132|XP_037902409.1|HILL
OG0002397	LOC108595260|XP_017835960.1|DBUS	LOC119660308|XP_037924711.1|HILL
OG0002398	LOC108607031|XP_017853110.1|DBUS	LOC119655398|XP_037917203.1|HILL
OG0002399	LOC108597039|XP_017838823.1|DBUS	LOC119654108|XP_037915199.1|HILL
OG0002400	LOC108595196|XP_017835869.1|DBUS	LOC119655117|XP_037916767.1|HILL
OG0002401	LOC108607354|XP_017853536.1|DBUS	LOC119660972|XP_037925964.1|HILL
OG0002402	LOC108604374|XP_017849313.1|DBUS	LOC119658794|XP_037922439.1|HILL
OG0002403	LOC108601700|XP_017845103.1|DBUS	LOC119658795|XP_037922441.1|HILL
OG0002404	LOC108603950|XP_017848632.1|DBUS	LOC119658822|XP_037922481.1|HILL
OG0002405	LOC108603679|XP_017848171.1|DBUS, LOC117134778|XP_033149379.1|DBUS	LOC119658571|XP_037921946.1|HILL
OG0002406	LOC108600211|XP_017843116.1|DBUS	LOC119648375|XP_037906032.1|HILL
OG0002407	LOC108601341|XP_017844729.1|DBUS	LOC119658730|XP_037922320.1|HILL
OG0002408	LOC108603680|XP_017848172.1|DBUS	LOC119660604|XP_037925218.1|HILL
OG0002410	LOC108604019|XP_017848754.1|DBUS	LOC119660586|XP_037925170.1|HILL
OG0002411	LOC108602851|XP_017846609.1|DBUS, LOC108601732|XP_017845142.1|DBUS	LOC119659118|XP_037922970.1|HILL
OG0002412	LOC117134712|XP_033149137.1|DBUS	LOC119658884|XP_037922597.1|HILL
OG0002414	LOC108605165|XP_017850238.1|DBUS	LOC119649954|XP_037908318.1|HILL
OG0002415	LOC108603682|XP_017848178.2|DBUS	LOC119659203|XP_037923099.1|HILL
OG0002416	LOC108607417|XP_017853698.1|DBUS	LOC119660796|XP_037925541.1|HILL
OG0002417	LOC108594348|XP_017834991.1|DBUS	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	LOC108603977|XP_017848692.1|DBUS	LOC119658681|XP_037922173.1|HILL
OG0002419	LOC108607191|XP_017853339.1|DBUS	LOC119653741|XP_037914593.1|HILL
OG0002420	LOC108599641|XP_017842103.1|DBUS	LOC119647472|XP_037904337.1|HILL
OG0002421	LOC108601524|XP_017844912.2|DBUS	LOC119647190|XP_037903929.1|HILL
OG0002422	LOC108602807|XP_017846524.1|DBUS	LOC119659721|XP_037923904.1|HILL
OG0002423	LOC108605592|XP_017850854.1|DBUS, LOC108601162|XP_017844583.1|DBUS	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL
OG0002425	LOC108607112|XP_017853230.1|DBUS	LOC119657196|XP_037919928.1|HILL
OG0002426	LOC108598357|XP_017840464.1|DBUS	LOC119653442|XP_037913957.1|HILL
OG0002427	LOC108607351|XP_017853532.1|DBUS	LOC119660873|XP_037925712.1|HILL
OG0002428	LOC108606649|XP_017852451.2|DBUS	LOC119654226|XP_037915372.1|HILL
OG0002429	LOC108600198|XP_017843097.2|DBUS	LOC119649762|XP_037907984.1|HILL
OG0002430	LOC108597714|XP_017839892.1|DBUS	LOC119655477|XP_037917306.1|HILL
OG0002431	LOC108595094|XP_017835735.1|DBUS	LOC119654180|XP_037915295.1|HILL
OG0002432	LOC108605692|XP_017850973.1|DBUS	LOC119655856|XP_037917903.1|HILL
OG0002433	LOC108603941|XP_017848624.1|DBUS	LOC119660906|XP_037925781.1|HILL
OG0002434	LOC108597515|XP_017839597.1|DBUS	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL
OG0002436	LOC108597257|XP_017839203.1|DBUS	LOC119654974|XP_037916562.1|HILL
OG0002437	LOC108596226|XP_017837243.1|DBUS	LOC119656106|XP_037918349.1|HILL
OG0002438	LOC108605342|XP_033150251.1|DBUS	LOC119654228|XP_037915376.1|HILL
OG0002439	LOC108608357|XP_017855193.1|DBUS	LOC119652633|XP_037912809.1|HILL
OG0002440	LOC108598425|XP_017840540.1|DBUS	LOC119650031|XP_037908440.1|HILL
OG0002441	LOC108596750|XP_017838314.2|DBUS	LOC119654363|XP_037915637.1|HILL
OG0002442	LOC108597440|XP_017839492.1|DBUS	LOC119654472|XP_037915818.1|HILL
OG0002443	LOC108596959|XP_017838693.1|DBUS	LOC119655257|XP_037916981.1|HILL
OG0002444	LOC108597095|XP_017838949.2|DBUS	LOC119655585|XP_037917455.1|HILL
OG0002445	LOC108596429|XP_017837642.1|DBUS	LOC119654997|XP_037916592.1|HILL
OG0002446	LOC108596889|XP_017838559.1|DBUS	LOC119655351|XP_037917131.1|HILL
OG0002447	LOC108598491|XP_033149389.1|DBUS	LOC119648048|XP_037905436.1|HILL
OG0002448	LOC108595690|XP_017836460.1|DBUS	LOC119655254|XP_037916980.1|HILL
OG0002449	LOC108595334|XP_017836042.1|DBUS	LOC119655516|XP_037917352.1|HILL
OG0002450	LOC108603099|XP_017847084.1|DBUS	LOC119651379|XP_037910880.1|HILL
OG0002451	LOC108595473|XP_017836212.2|DBUS	LOC119654699|XP_037916141.1|HILL
OG0002452	LOC108595057|XP_017835689.1|DBUS	LOC119656072|XP_037918280.1|HILL
OG0002453	LOC108596198|XP_017837203.1|DBUS	LOC119654909|XP_037916465.1|HILL
OG0002454	LOC108599923|XP_017842619.1|DBUS	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL
OG0002455	LOC108599921|XP_017842616.1|DBUS	LOC119648741|XP_037906486.1|HILL
OG0002456	LOC108594845|XP_033148954.1|DBUS	LOC119655658|XP_037917570.1|HILL
OG0002457	LOC108597494|XP_017839566.1|DBUS	LOC119646410|XP_037902782.1|HILL
OG0002458	LOC108608346|XP_017855182.2|DBUS	LOC119647523|XP_037904421.1|HILL
OG0002459	LOC108597139|XP_017839019.1|DBUS	LOC119655273|XP_037917013.1|HILL
OG0002460	LOC108596591|XP_017838009.1|DBUS	LOC119654957|XP_037916543.1|HILL
OG0002461	LOC108597775|XP_017839979.1|DBUS	LOC119655739|XP_037917720.1|HILL
OG0002462	LOC108596867|XP_017838512.2|DBUS	LOC119653574|XP_037914235.1|HILL
OG0002463	LOC108596078|XP_017836982.1|DBUS	LOC119653475|XP_037914021.1|HILL
OG0002464	LOC108597468|XP_017839530.1|DBUS	LOC119654425|XP_037915744.1|HILL
OG0002465	LOC108595231|XP_017835918.2|DBUS	LOC119655627|XP_037917525.1|HILL
OG0002466	LOC108607340|XP_017853512.1|DBUS	LOC119660981|XP_037925992.1|HILL
OG0002467	LOC108601092|XP_017844491.2|DBUS	LOC119649915|XP_037908245.1|HILL
OG0002468	LOC108598435|XP_017840555.2|DBUS	LOC119647951|XP_037905266.1|HILL
OG0002469	LOC108604014|XP_017848745.1|DBUS	LOC119658964|XP_037922766.1|HILL
OG0002470	LOC108597301|XP_017839269.1|DBUS	LOC119655032|XP_037916637.1|HILL
OG0002471	LOC108594988|XP_017835609.1|DBUS	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL
OG0002472	LOC108597540|XP_017839629.1|DBUS	LOC119654274|XP_037915474.1|HILL
OG0002473	LOC108595211|XP_017835888.1|DBUS	LOC119653549|XP_037914165.1|HILL
OG0002474	LOC108600406|XP_017843447.2|DBUS	LOC119649201|XP_037907174.1|HILL
OG0002475	LOC117134857|XP_033149994.1|DBUS	LOC119654429|XP_037915751.1|HILL
OG0002476	LOC108595404|XP_017836119.1|DBUS	LOC119656275|XP_037918628.1|HILL
OG0002477	LOC108595238|XP_017835925.1|DBUS	LOC119654629|XP_037916028.1|HILL
OG0002478	LOC108595413|XP_017836130.1|DBUS	LOC119653653|XP_037914401.1|HILL
OG0002479	LOC108596097|XP_017837005.1|DBUS	LOC119653693|XP_037914491.1|HILL
OG0002480	LOC108596547|XP_017837928.1|DBUS	LOC119656249|XP_037918591.1|HILL
OG0002481	LOC108606508|XP_017852167.1|DBUS	LOC119654359|XP_037915631.1|HILL
OG0002483	LOC108596566|XP_017837958.1|DBUS	LOC119654265|XP_037915460.1|HILL
OG0002484	LOC108595520|XP_017836263.1|DBUS	LOC119656027|XP_037918219.1|HILL
OG0002485	LOC108596938|XP_017838660.1|DBUS	LOC119655679|XP_037917607.1|HILL
OG0002486	LOC108599249|XP_017841534.2|DBUS	LOC119648139|XP_037905613.1|HILL
OG0002487	LOC108608293|XP_033149337.1|DBUS	LOC119653874|XP_037914910.1|HILL
OG0002488	LOC108595135|XP_017835787.1|DBUS	LOC119660954|XP_037925920.1|HILL
OG0002489	LOC108598469|XP_017840603.2|DBUS	LOC119660887|XP_037925736.1|HILL
OG0002490	LOC108595173|XP_017835839.1|DBUS	LOC119654280|XP_037915491.1|HILL
OG0002492	LOC108596288|XP_017837365.1|DBUS	LOC119654307|XP_037915554.1|HILL
OG0002493	LOC108595313|XP_017836020.1|DBUS	LOC119655465|XP_037917293.1|HILL
OG0002494	LOC108602429|XP_033148944.1|DBUS	LOC119659460|XP_037923474.1|HILL, LOC119660367|XP_037924804.1|HILL
OG0002495	LOC108597323|XP_017839301.1|DBUS	LOC119654722|XP_037916172.1|HILL
OG0002496	LOC108602517|XP_017846139.1|DBUS	LOC119649826|XP_037908093.1|HILL, LOC119649761|XP_037907983.1|HILL
OG0002497	LOC108598098|XP_017840203.1|DBUS	LOC119655269|XP_037917012.1|HILL, LOC119658933|XP_037922695.1|HILL, LOC119649531|XP_037907646.1|HILL, LOC119650156|XP_037908629.1|HILL
OG0002498	LOC108599384|XP_017841680.1|DBUS	LOC119647689|XP_037904700.1|HILL, LOC119649036|XP_037906923.1|HILL
OG0002499	LOC108598580|XP_017840760.1|DBUS	LOC119648384|XP_037906048.1|HILL, LOC119649210|XP_037907195.1|HILL, LOC119648699|XP_037906435.1|HILL, LOC119649326|XP_037907355.1|HILL, LOC119649447|XP_037907526.1|HILL, LOC119648383|XP_037906047.1|HILL
OG0002500	LOC108594972|XP_017835594.1|DBUS	LOC119649957|XP_037908322.1|HILL
OG0002501	LOC108602562|XP_017846188.2|DBUS	LOC119653412|XP_037913907.1|HILL
OG0002508	LOC108607027|XP_033150302.1|DBUS	LOC119656934|XP_037919560.1|HILL
OG0002509	LOC108595024|XP_017835648.1|DBUS	LOC119658018|XP_037921175.1|HILL
OG0002510	LOC108605166|XP_017850240.2|DBUS	LOC119657160|XP_037919869.1|HILL
OG0002511	LOC108604294|XP_017849197.1|DBUS	LOC119658508|XP_037921904.1|HILL
OG0002512	LOC108607424|XP_017853720.1|DBUS	LOC119660968|XP_037925953.1|HILL
OG0002513	LOC108603948|XP_017848628.1|DBUS	LOC119651669|XP_037911287.1|HILL
OG0002514	LOC108600148|XP_017843030.1|DBUS	LOC119657600|XP_037920516.1|HILL
OG0002516	LOC108602158|XP_017845679.1|DBUS	LOC119652843|XP_037913108.1|HILL
OG0002517	LOC108606374|XP_033150381.1|DBUS	LOC119656542|XP_037918823.1|HILL
OG0002519	LOC108597616|XP_017839745.1|DBUS	LOC119657706|XP_037920676.1|HILL
OG0002520	LOC108606869|XP_017852868.1|DBUS	LOC119657408|XP_037920229.1|HILL
OG0002521	LOC108605410|XP_017850568.1|DBUS	LOC119658239|XP_037921445.1|HILL
OG0002522	LOC108602003|XP_017845493.1|DBUS	LOC119651837|XP_037911562.1|HILL
OG0002523	LOC108603914|XP_017848585.1|DBUS	LOC119646547|XP_037902949.1|HILL
OG0002524	LOC108605252|XP_017850359.1|DBUS	LOC119656897|XP_037919505.1|HILL
OG0002525	LOC108598414|XP_017840527.1|DBUS	LOC119659945|XP_037924218.1|HILL
OG0002526	LOC108603044|XP_017846951.1|DBUS	LOC119652519|XP_037912642.1|HILL
OG0002527	LOC108603656|XP_017848120.1|DBUS	LOC119651131|XP_037910452.1|HILL
OG0002528	LOC108605195|XP_017850278.1|DBUS	LOC119656514|XP_037918783.1|HILL
OG0002529	LOC108604299|XP_017849205.1|DBUS	LOC119659964|XP_037924249.1|HILL
OG0002530	LOC108607824|XP_017854361.1|DBUS	LOC119651040|XP_037910286.1|HILL
OG0002531	LOC108608570|XP_017855490.1|DBUS	LOC119652635|XP_037912812.1|HILL
OG0002532	LOC108601649|XP_017845038.1|DBUS	LOC119659820|XP_037924032.1|HILL
OG0002533	LOC108599233|XP_017841520.1|DBUS, LOC108606617|XP_017852380.1|DBUS	LOC119658116|XP_037921311.1|HILL, LOC119656790|XP_037919318.1|HILL
OG0002534	LOC108595209|XP_017835886.1|DBUS	LOC119658054|XP_037921227.1|HILL
OG0002535	LOC108598702|XP_017840916.1|DBUS	LOC119648826|XP_037906614.1|HILL
OG0002536	LOC108602821|XP_017846541.1|DBUS	LOC119652491|XP_037912601.1|HILL
OG0002537	LOC108595215|XP_017835891.1|DBUS	LOC119651600|XP_037911177.1|HILL
OG0002539	LOC108595162|XP_017835822.1|DBUS	LOC119656722|XP_037919177.1|HILL
OG0002540	LOC108604166|XP_017848988.1|DBUS	LOC119657017|XP_037919693.1|HILL
OG0002541	LOC108607207|XP_017853361.1|DBUS	LOC119656743|XP_037919230.1|HILL
OG0002542	LOC108607167|XP_017853309.1|DBUS	LOC119656609|XP_037918974.1|HILL
OG0002543	LOC108605705|XP_017850986.1|DBUS	LOC119657314|XP_037920100.1|HILL
OG0002544	LOC108604428|XP_017849388.1|DBUS	LOC119656831|XP_037919408.1|HILL
OG0002545	LOC108606854|XP_017852840.1|DBUS	LOC119656994|XP_037919657.1|HILL
OG0002547	LOC108605856|XP_017851154.1|DBUS	LOC119652909|XP_037913218.1|HILL
OG0002548	LOC108605712|XP_017850993.1|DBUS	LOC119652235|XP_037912133.1|HILL
OG0002549	LOC108606877|XP_017852889.1|DBUS	LOC119654252|XP_037915430.1|HILL
OG0002550	LOC108606791|XP_017852730.1|DBUS	LOC119658490|XP_037921877.1|HILL
OG0002551	LOC108604813|XP_017849910.1|DBUS	LOC119653240|XP_037913767.1|HILL
OG0002552	LOC108597120|XP_017838992.2|DBUS	LOC119651327|XP_037910794.1|HILL
OG0002553	LOC108607264|XP_017853444.1|DBUS	LOC119657787|XP_037920799.1|HILL
OG0002554	LOC108607098|XP_017853211.1|DBUS	LOC119658056|XP_037921237.1|HILL
OG0002555	LOC108605095|XP_017850149.1|DBUS	LOC119657209|XP_037919947.1|HILL, LOC119656508|XP_037918774.1|HILL
OG0002556	LOC108608571|XP_017855491.2|DBUS	LOC119656650|XP_037919040.1|HILL
OG0002557	LOC108606862|XP_017852855.1|DBUS	LOC119656575|XP_037918889.1|HILL
OG0002558	LOC108603246|XP_017847366.1|DBUS	LOC119651994|XP_037911842.1|HILL
OG0002559	LOC108600140|XP_017843022.1|DBUS	LOC119658639|XP_037922100.1|HILL
OG0002560	LOC108601779|XP_017845195.1|DBUS	LOC119659985|XP_037924284.1|HILL
OG0002561	LOC108604029|XP_017848768.1|DBUS	LOC119660217|XP_037924580.1|HILL
OG0002562	LOC108605974|XP_017851285.1|DBUS	LOC119656890|XP_037919490.1|HILL
OG0002563	LOC108604952|XP_017850011.1|DBUS	LOC119656587|XP_037918922.1|HILL
OG0002564	LOC108604395|XP_017849342.1|DBUS	LOC119658086|XP_037921277.1|HILL
OG0002565	LOC108604531|XP_017849534.1|DBUS	LOC119651907|XP_037911662.1|HILL
OG0002566	LOC108604251|XP_017849122.1|DBUS	LOC119651044|XP_037910294.1|HILL
OG0002567	LOC108606346|XP_017851882.1|DBUS	LOC119657363|XP_037920170.1|HILL
OG0002568	LOC108605862|XP_017851162.1|DBUS	LOC119657610|XP_037920537.1|HILL
OG0002569	LOC108598983|XP_017841246.2|DBUS	LOC119658442|XP_037921772.1|HILL
OG0002570	LOC108603835|XP_017848467.1|DBUS	LOC119651299|XP_037910751.1|HILL
OG0002571	LOC108603291|XP_017847449.1|DBUS	LOC119650615|XP_037909426.1|HILL
OG0002573	LOC108604267|XP_017849150.1|DBUS	LOC119652513|XP_037912635.1|HILL
OG0002574	LOC108601910|XP_017845377.1|DBUS	LOC119651408|XP_037910926.1|HILL
OG0002575	LOC108603508|XP_017847871.1|DBUS	LOC119658815|XP_037922466.1|HILL
OG0002576	LOC108605626|XP_017850899.1|DBUS	LOC119655795|XP_037917817.1|HILL
OG0002577	LOC108599594|XP_017842029.1|DBUS	LOC119649364|XP_037907406.1|HILL
OG0002578	LOC108594441|XP_017835105.1|DBUS	LOC119657800|XP_037920824.1|HILL
OG0002579	LOC108607801|XP_017854329.1|DBUS	LOC119652339|XP_037912283.1|HILL, LOC119651259|XP_037910681.1|HILL
OG0002580	LOC108595543|XP_017836291.1|DBUS	LOC119657402|XP_037920221.1|HILL
OG0002581	LOC108603703|XP_017848224.1|DBUS	LOC119650577|XP_037909330.1|HILL
OG0002582	LOC108603401|XP_017847676.1|DBUS	LOC119657258|XP_037920015.1|HILL
OG0002583	LOC108603064|XP_017846991.1|DBUS	LOC119658636|XP_037922089.1|HILL
OG0002584	LOC108600534|XP_017843676.1|DBUS	LOC119657060|XP_037919742.1|HILL
OG0002585	LOC108600536|XP_017843678.1|DBUS	LOC119657061|XP_037919743.1|HILL
OG0002586	LOC108603319|XP_017847525.1|DBUS	LOC119650996|XP_037910207.1|HILL
OG0002587	LOC108601742|XP_017845151.1|DBUS	LOC119651772|XP_037911453.1|HILL
OG0002588	LOC108603778|XP_017848359.1|DBUS	LOC119651333|XP_037910801.1|HILL
OG0002589	LOC108604083|XP_017848846.1|DBUS	LOC119651802|XP_037911515.1|HILL
OG0002590	LOC108607092|XP_017853206.1|DBUS	LOC119657260|XP_037920017.1|HILL
OG0002591	LOC108603907|XP_017848578.1|DBUS	LOC119650571|XP_037909315.1|HILL
OG0002592	LOC108604852|XP_017849964.1|DBUS	LOC119658256|XP_037921469.1|HILL
OG0002593	LOC108603342|XP_017847563.1|DBUS	LOC119657889|XP_037920959.1|HILL
OG0002594	LOC108603662|XP_033149833.1|DBUS	LOC119656677|XP_037919090.1|HILL
OG0002595	LOC108603015|XP_017846899.1|DBUS	LOC119651312|XP_037910769.1|HILL
OG0002596	LOC108604537|XP_017849542.1|DBUS	LOC119657775|XP_037920773.1|HILL
OG0002597	LOC108604468|XP_017849439.1|DBUS	LOC119656924|XP_037919544.1|HILL
OG0002598	LOC108603465|XP_033150080.1|DBUS	LOC119652701|XP_037912911.1|HILL
OG0002599	LOC108604760|XP_017849839.1|DBUS	LOC119658032|XP_037921192.1|HILL
OG0002600	LOC108597537|XP_017839625.1|DBUS	LOC119660761|XP_037925455.1|HILL
OG0002601	LOC108602329|XP_017845904.1|DBUS	LOC119656977|XP_037919639.1|HILL
OG0002602	LOC108604153|XP_017848960.1|DBUS	LOC119656881|XP_037919473.1|HILL
OG0002603	LOC108603149|XP_017847186.1|DBUS	LOC119651282|XP_037910719.1|HILL
OG0002604	LOC108604789|XP_017849877.1|DBUS	LOC119650866|XP_037909955.1|HILL
OG0002605	LOC108604811|XP_017849904.1|DBUS	LOC119651553|XP_037911113.1|HILL
OG0002606	LOC108603255|XP_017847383.1|DBUS	LOC119656741|XP_037919222.1|HILL
OG0002607	LOC108601452|XP_017844839.1|DBUS	LOC119653172|XP_037913647.1|HILL
OG0002608	LOC108603359|XP_017847595.2|DBUS	LOC119660551|XP_037925119.1|HILL
OG0002609	LOC108596508|XP_017837837.1|DBUS	LOC119659672|XP_037923825.1|HILL
OG0002610	LOC108603472|XP_017847800.1|DBUS	LOC119652242|XP_037912144.1|HILL
OG0002611	LOC108603704|XP_017848233.1|DBUS	LOC119651172|XP_037910518.1|HILL
OG0002612	LOC108602135|XP_017845652.1|DBUS	LOC119650864|XP_037909951.1|HILL
OG0002613	LOC108603169|XP_017847215.1|DBUS	LOC119653071|XP_037913479.1|HILL
OG0002614	LOC108603927|XP_017848609.1|DBUS	LOC119652233|XP_037912125.1|HILL
OG0002615	LOC117134668|XP_033148965.1|DBUS	LOC119656533|XP_037918807.1|HILL
OG0002616	LOC108604190|XP_017849029.1|DBUS	LOC119651150|XP_037910483.1|HILL
OG0002617	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS	LOC119658644|XP_037922109.1|HILL
OG0002618	LOC108603294|XP_017847454.1|DBUS	LOC119653131|XP_037913588.1|HILL
OG0002619	LOC108603338|XP_017847552.1|DBUS	LOC119651104|XP_037910391.1|HILL
OG0002620	LOC108604064|XP_017848817.1|DBUS	LOC119653020|XP_037913387.1|HILL
OG0002621	LOC108604088|XP_017848854.1|DBUS	LOC119650886|XP_037909990.1|HILL
OG0002622	LOC108598528|XP_017840700.1|DBUS	LOC119647616|XP_037904583.1|HILL
OG0002623	LOC108601922|XP_017845388.1|DBUS	LOC119658010|XP_037921163.1|HILL
OG0002624	LOC108604683|XP_017849727.1|DBUS, LOC108604684|XP_017849729.1|DBUS	LOC119658234|XP_037921440.1|HILL
OG0002625	LOC108603019|XP_017846905.1|DBUS	LOC119657514|XP_037920381.1|HILL
OG0002626	LOC108605593|XP_017850855.1|DBUS	LOC119657766|XP_037920761.1|HILL
OG0002627	LOC108603477|XP_017847808.1|DBUS	LOC119650608|XP_037909403.1|HILL
OG0002628	LOC108603860|XP_017848505.1|DBUS	LOC119655124|XP_037916781.1|HILL, LOC119651205|XP_037910583.1|HILL
OG0002629	LOC108603121|XP_033149967.1|DBUS	LOC119658752|XP_037922364.1|HILL
OG0002630	LOC108604152|XP_033149002.1|DBUS	LOC119658825|XP_037922484.1|HILL
OG0002631	LOC108601451|XP_017844838.1|DBUS	LOC119659503|XP_037923559.1|HILL
OG0002632	LOC108604249|XP_017849120.1|DBUS	LOC119660362|XP_037924798.1|HILL, LOC119660243|XP_037924625.1|HILL
OG0002633	LOC108603405|XP_017847683.1|DBUS	LOC119652774|XP_037913010.1|HILL
OG0002634	LOC108604753|XP_017849830.1|DBUS	LOC119657698|XP_037920661.1|HILL
OG0002635	LOC108604670|XP_017849711.1|DBUS	LOC119650682|XP_037909568.1|HILL
OG0002636	LOC108604305|XP_017849212.1|DBUS	LOC119659137|XP_037922996.1|HILL
OG0002637	LOC108608475|XP_033149987.1|DBUS	LOC119646273|XP_037902610.1|HILL
OG0002638	LOC108601635|XP_017845022.1|DBUS	LOC119651748|XP_037911410.1|HILL
OG0002639	LOC117134856|XP_033149973.1|DBUS, LOC108604709|XP_017849764.1|DBUS	LOC119646657|XP_037903115.1|HILL, LOC119646658|XP_037903116.1|HILL
OG0002640	LOC108602752|XP_017846410.1|DBUS	LOC119652375|XP_037912400.1|HILL
OG0002641	LOC108602755|XP_017846416.1|DBUS	LOC119650870|XP_037909959.1|HILL
OG0002642	LOC108602754|XP_017846415.1|DBUS	LOC119652218|XP_037912088.1|HILL
OG0002643	LOC108602753|XP_017846412.1|DBUS	LOC119653505|XP_037914095.1|HILL
OG0002644	LOC108602525|XP_017846147.1|DBUS	LOC119652907|XP_037913211.1|HILL
OG0002645	LOC108604591|XP_017849613.1|DBUS	LOC119653159|XP_037913627.1|HILL
OG0002646	LOC108603796|XP_017848382.1|DBUS	LOC119660278|XP_037924677.1|HILL
OG0002647	LOC108602498|XP_017846115.1|DBUS	LOC119660325|XP_037924731.1|HILL
OG0002648	LOC108603094|XP_017847079.1|DBUS	LOC119650809|XP_037909875.1|HILL
OG0002649	LOC108602348|XP_017845936.1|DBUS	LOC119651922|XP_037911678.1|HILL
OG0002650	LOC108604521|XP_017849519.1|DBUS	LOC119653232|XP_037913749.1|HILL
OG0002651	LOC108603870|XP_017848529.1|DBUS	LOC119651237|XP_037910644.1|HILL
OG0002652	LOC108602107|XP_017845620.1|DBUS	LOC119651513|XP_037911067.1|HILL
OG0002653	LOC108603304|XP_017847469.1|DBUS	LOC119650587|XP_037909351.1|HILL
OG0002654	LOC108603535|XP_017847923.1|DBUS	LOC119652058|XP_037911923.1|HILL
OG0002655	LOC108603901|XP_017848572.1|DBUS	LOC119653246|XP_037913774.1|HILL
OG0002656	LOC108603207|XP_017847282.1|DBUS	LOC119650783|XP_037909824.1|HILL
OG0002657	LOC108604742|XP_017849816.2|DBUS	LOC119650860|XP_037909943.1|HILL
OG0002658	LOC108603691|XP_017848203.1|DBUS	LOC119650111|XP_037908562.1|HILL
OG0002660	LOC108607268|XP_017853450.1|DBUS	LOC119658641|XP_037922102.1|HILL
OG0002661	LOC108603150|XP_017847189.1|DBUS	LOC119653184|XP_037913665.1|HILL
OG0002662	LOC108597610|XP_017839735.1|DBUS	LOC119658136|XP_037921333.1|HILL
OG0002663	LOC108604469|XP_033149850.1|DBUS	LOC119652840|XP_037913104.1|HILL
OG0002664	LOC108608469|XP_017855345.1|DBUS	LOC119652876|XP_037913164.1|HILL
OG0002665	LOC108596649|XP_017838118.1|DBUS	LOC119658581|XP_037921964.1|HILL
OG0002666	LOC108596648|XP_017838115.1|DBUS	LOC119660368|XP_037924808.1|HILL
OG0002667	LOC108597419|XP_017839458.1|DBUS	LOC119658670|XP_037922161.1|HILL
OG0002668	LOC108600460|XP_017843538.1|DBUS	LOC119650461|XP_037909249.1|HILL
OG0002669	LOC108598373|XP_017840486.2|DBUS	LOC119649248|XP_037907243.1|HILL
OG0002670	LOC108598395|XP_017840504.1|DBUS	LOC119649507|XP_037907605.1|HILL
OG0002671	LOC108600725|XP_017843951.1|DBUS	LOC119648162|XP_037905666.1|HILL
OG0002672	LOC108596560|XP_017837947.1|DBUS	LOC119646891|XP_037903456.1|HILL
OG0002673	LOC108596048|XP_017836923.1|DBUS	LOC119661348|XP_037926580.1|HILL
OG0002674	LOC108597165|XP_017839066.1|DBUS	LOC119657786|XP_037920835.1|HILL
OG0002675	LOC108600401|XP_033149594.1|DBUS	LOC119659036|XP_037922859.1|HILL
OG0002676	LOC108597316|XP_017839291.1|DBUS	LOC119652979|XP_037913320.1|HILL
OG0002677	LOC108597670|XP_017839829.1|DBUS	LOC119650618|XP_037909435.1|HILL
OG0002678	LOC108597631|XP_017839765.1|DBUS	LOC119646601|XP_037903024.1|HILL
OG0002679	LOC108596042|XP_017836912.1|DBUS	LOC119653142|XP_037913607.1|HILL
OG0002680	LOC108605491|XP_017850725.1|DBUS	LOC119653666|XP_037914426.1|HILL
OG0002681	LOC108597126|XP_017838995.1|DBUS	LOC119653634|XP_037914340.1|HILL
