Orthogroup	DBUS.longest_only	CPIP.longest_only
OG0000978	LOC108603456|XP_017847776.1|DBUS	LOC120414919|XP_039432185.1|CPIP
OG0000988	LOC108598092|XP_017840195.1|DBUS, LOC108603653|XP_017848161.2|DBUS	LOC120421063|XP_039440142.1|CPIP
OG0000990	LOC108607168|XP_017853310.1|DBUS	LOC120420232|XP_039439155.1|CPIP
OG0000991	LOC108606644|XP_017852432.1|DBUS	LOC120422538|XP_039441935.1|CPIP, LOC120417786|XP_039435882.1|CPIP
OG0000992	LOC108602198|XP_017845736.1|DBUS	LOC120423852|XP_039443737.1|CPIP
OG0000993	LOC108604790|XP_017849878.1|DBUS	LOC120430226|XP_039451240.1|CPIP
OG0000994	LOC108604404|XP_017849359.1|DBUS	LOC120424677|XP_039444787.1|CPIP, LOC120424619|XP_039444717.1|CPIP
OG0000994	LOC108605561|XP_017850815.1|DBUS	LOC120424683|XP_039444794.1|CPIP, LOC120424625|XP_039444724.1|CPIP
OG0000995	LOC108605916|XP_017851221.1|DBUS	LOC120427566|XP_039448374.1|CPIP
OG0000996	LOC108606580|XP_017852295.1|DBUS, LOC108595540|XP_017836284.1|DBUS	LOC120427074|XP_039447850.1|CPIP
OG0000997	LOC108595325|XP_033149153.1|DBUS, LOC108594679|XP_017835309.2|DBUS	LOC120420924|XP_039439987.1|CPIP
OG0000998	LOC108600670|XP_017843856.1|DBUS	LOC120424650|XP_039444755.1|CPIP, LOC120424647|XP_039444749.1|CPIP
OG0000999	LOC108606776|XP_017852685.1|DBUS	LOC120423615|XP_039443416.1|CPIP
OG0001000	LOC117135038|XP_033150756.1|DBUS	LOC120424549|XP_039444648.1|CPIP
OG0001001	LOC108597086|XP_017838928.1|DBUS	LOC120419379|XP_039437985.1|CPIP, LOC120419368|XP_039437971.1|CPIP, LOC120428792|XP_039449824.1|CPIP
OG0001002	LOC108598644|XP_017840845.1|DBUS, LOC108596304|XP_017837392.1|DBUS	LOC120420795|XP_039439844.1|CPIP, LOC120420762|XP_039439801.1|CPIP, LOC120419729|XP_039438460.1|CPIP
OG0001003	LOC108603826|XP_033150461.1|DBUS, LOC108603978|XP_017848693.1|DBUS	LOC120417872|XP_039436027.1|CPIP
OG0001004	LOC108602791|XP_017846491.1|DBUS	LOC120427940|XP_039448820.1|CPIP
OG0001006	LOC108598703|XP_017840917.1|DBUS	LOC120412343|XP_039428677.1|CPIP
OG0001007	LOC108607353|XP_017853535.1|DBUS, LOC108599792|XP_017842340.1|DBUS	LOC120412364|XP_039428722.1|CPIP
OG0001008	LOC108605191|XP_017850272.1|DBUS	LOC120425096|XP_039445425.1|CPIP
OG0001009	LOC108602090|XP_017845603.1|DBUS	LOC120422414|XP_039441762.1|CPIP
OG0001019	LOC108602930|XP_017846762.1|DBUS	LOC120431968|XP_039453040.1|CPIP, LOC120426070|XP_039446688.1|CPIP, LOC120420148|XP_039439078.1|CPIP
OG0001020	LOC108605796|XP_017851088.1|DBUS	LOC120432292|XP_039453413.1|CPIP, LOC120432291|XP_039453412.1|CPIP, LOC120432246|XP_039453354.1|CPIP, LOC120432290|XP_039453411.1|CPIP
OG0001021	LOC108607998|XP_017854648.1|DBUS	LOC120414374|XP_039431472.1|CPIP, LOC120415238|XP_039432635.1|CPIP, LOC120422475|XP_039441864.1|CPIP, LOC120422464|XP_039441851.1|CPIP
OG0001022	LOC117134924|XP_033150319.1|DBUS	LOC120418094|XP_039436296.1|CPIP, LOC120419901|XP_039438703.1|CPIP
OG0001024	LOC108604103|XP_017848872.1|DBUS	LOC120427860|XP_039448711.1|CPIP, LOC120418640|XP_039437020.1|CPIP
OG0001025	LOC108598015|XP_017840119.1|DBUS, LOC108598017|XP_017840120.1|DBUS, LOC108598018|XP_033149507.1|DBUS, LOC108598656|XP_017840856.1|DBUS	LOC120425358|XP_039445799.1|CPIP, LOC120429619|XP_039450584.1|CPIP
OG0001026	LOC108600168|XP_017843062.1|DBUS, LOC108594903|XP_017835530.1|DBUS	LOC120422301|XP_039441626.1|CPIP, LOC120422302|XP_039441627.1|CPIP
OG0001027	LOC108600201|XP_017843104.1|DBUS	LOC120416048|XP_039433643.1|CPIP, LOC120423608|XP_039443408.1|CPIP, LOC120423611|XP_039443410.1|CPIP, LOC120416052|XP_039433646.1|CPIP
OG0001028	LOC108604114|XP_017848890.1|DBUS	LOC120427120|XP_039447907.1|CPIP, LOC120425132|XP_039445491.1|CPIP
OG0001031	LOC108607683|XP_017854129.1|DBUS	LOC120422610|XP_039442034.1|CPIP
OG0001032	LOC108608220|XP_017854987.2|DBUS	LOC120420748|XP_039439778.1|CPIP
OG0001033	LOC108594834|XP_017835460.1|DBUS	LOC120412515|XP_039428945.1|CPIP
OG0001042	LOC108601652|XP_017845041.1|DBUS	LOC120415636|XP_039433169.1|CPIP, LOC120415634|XP_039433167.1|CPIP
OG0001043	LOC108605170|XP_017850244.1|DBUS, LOC108608542|XP_017855451.2|DBUS	LOC120428461|XP_039449409.1|CPIP, LOC120428460|XP_039449408.1|CPIP
OG0001044	LOC108594671|XP_017835301.1|DBUS	LOC120430637|XP_039451667.1|CPIP, LOC120414295|XP_039431364.1|CPIP, LOC120431058|XP_039452146.1|CPIP, LOC120423322|XP_039443017.1|CPIP, LOC120426241|XP_039446912.1|CPIP
OG0001045	LOC108597686|XP_017839850.1|DBUS	LOC120418895|XP_039437360.1|CPIP, LOC120418897|XP_039437362.1|CPIP, LOC120418896|XP_039437361.1|CPIP
OG0001046	LOC108595821|XP_017836601.1|DBUS	LOC120414288|XP_039431353.1|CPIP
OG0001047	LOC108596391|XP_017837558.1|DBUS	LOC120419261|XP_039437850.1|CPIP
OG0001048	LOC108595004|XP_017835628.1|DBUS	LOC120427460|XP_039448272.1|CPIP, LOC120415347|XP_039432770.1|CPIP, LOC120415491|XP_039432993.1|CPIP
OG0001049	LOC108600752|XP_017843995.1|DBUS	LOC120418908|XP_039437369.1|CPIP
OG0001050	LOC108606837|XP_017852819.1|DBUS, LOC108600638|XP_017843819.1|DBUS	LOC120424973|XP_039445263.1|CPIP
OG0001051	LOC108607720|XP_017854225.2|DBUS	LOC120428680|XP_039449673.1|CPIP
OG0001052	LOC108607995|XP_017854645.2|DBUS	LOC120423094|XP_039442705.1|CPIP
OG0001053	LOC108607181|XP_017853326.1|DBUS, LOC108600249|XP_017843906.2|DBUS	LOC120414310|XP_039431383.1|CPIP
OG0001054	LOC108604574|XP_017849594.1|DBUS	LOC120426826|XP_039447547.1|CPIP
OG0001056	LOC108605667|XP_017850947.1|DBUS	LOC120418272|XP_039436525.1|CPIP
OG0001057	LOC108600031|XP_017842841.1|DBUS, LOC108600029|XP_017842839.1|DBUS	LOC120430572|XP_039451611.1|CPIP
OG0001058	LOC108606604|XP_017852353.1|DBUS	LOC120416636|XP_039434382.1|CPIP
OG0001073	LOC108604201|XP_033149922.1|DBUS	LOC120431391|XP_039452478.1|CPIP
OG0001074	LOC108595378|XP_017836094.1|DBUS	LOC120414966|XP_039432232.1|CPIP
OG0001077	LOC108601650|XP_017845039.1|DBUS	LOC120425417|XP_039445881.1|CPIP
OG0001078	LOC108605494|XP_033150288.1|DBUS	LOC120417092|XP_039435005.1|CPIP, LOC120418041|XP_039436223.1|CPIP
OG0001079	LOC108600250|XP_017843175.1|DBUS	LOC120413721|XP_039430582.1|CPIP
OG0001080	LOC108600145|XP_017843028.1|DBUS	LOC120424184|XP_039444173.1|CPIP
OG0001081	LOC108595457|XP_017836187.1|DBUS, LOC108595079|XP_017835719.1|DBUS	LOC120424185|XP_039444176.1|CPIP, LOC120422819|XP_039442287.1|CPIP
OG0001082	LOC108597660|XP_017839808.1|DBUS	LOC120422638|XP_039442070.1|CPIP
OG0001083	LOC108599964|XP_017842706.1|DBUS	LOC120424383|XP_039444416.1|CPIP
OG0001084	LOC108597324|XP_017839304.1|DBUS	LOC120414378|XP_039431483.1|CPIP, LOC120428045|XP_039448942.1|CPIP, LOC120415730|XP_039433256.1|CPIP
OG0001085	LOC108595556|XP_033148997.1|DBUS, LOC108594946|XP_033149252.1|DBUS	LOC120429944|XP_039450976.1|CPIP
OG0001086	LOC108597096|XP_017838950.1|DBUS	LOC120420100|XP_039438981.1|CPIP
OG0001087	LOC108608044|XP_033149145.1|DBUS	LOC120412412|XP_039428808.1|CPIP
OG0001088	LOC108597920|XP_017840026.2|DBUS	LOC120418521|XP_039436891.1|CPIP, LOC120414624|XP_039431791.1|CPIP
OG0001089	LOC108598487|XP_033149373.1|DBUS	LOC120424839|XP_039445003.1|CPIP
OG0001090	LOC108599013|XP_017841280.1|DBUS	LOC120423504|XP_039443279.1|CPIP, LOC120423512|XP_039443287.1|CPIP, LOC120431958|XP_039453026.1|CPIP, LOC120423513|XP_039443290.1|CPIP
OG0001091	LOC108600566|XP_017843720.2|DBUS	LOC120421916|XP_039441151.1|CPIP, LOC120421906|XP_039441142.1|CPIP, LOC120421891|XP_039441118.1|CPIP, LOC120421900|XP_039441132.1|CPIP
OG0001092	LOC108600319|XP_017843314.1|DBUS	LOC120413539|XP_039430351.1|CPIP
OG0001093	LOC108599730|XP_017842224.1|DBUS	LOC120413540|XP_039430353.1|CPIP
OG0001094	LOC108601054|XP_033150057.1|DBUS	LOC120413630|XP_039430474.1|CPIP
OG0001095	LOC108598464|XP_017840597.1|DBUS	LOC120417378|XP_039435329.1|CPIP, LOC120417361|XP_039435306.1|CPIP, LOC120417357|XP_039435303.1|CPIP
OG0001096	LOC108607817|XP_017854353.1|DBUS	LOC120424098|XP_039444044.1|CPIP, LOC120431700|XP_039452749.1|CPIP, LOC120431699|XP_039452748.1|CPIP, LOC120424107|XP_039444051.1|CPIP
OG0001097	LOC108596759|XP_017838333.1|DBUS	LOC120415700|XP_039433225.1|CPIP
OG0001099	LOC108598330|XP_017840435.2|DBUS, LOC108600151|XP_017843035.1|DBUS	LOC120419084|XP_039437601.1|CPIP
OG0001100	LOC108601762|XP_017845175.1|DBUS	LOC120415264|XP_039432666.1|CPIP
OG0001101	LOC108596769|XP_017838350.1|DBUS	LOC120425311|XP_039445716.1|CPIP
OG0001102	LOC117134979|XP_033150552.1|DBUS, LOC108598214|XP_033149403.1|DBUS	LOC120414050|XP_039431003.1|CPIP, LOC120414045|XP_039430999.1|CPIP
OG0001103	LOC108602193|XP_017845730.1|DBUS	LOC120416829|XP_039434650.1|CPIP
OG0001104	LOC108605934|XP_017851244.1|DBUS, LOC108596952|XP_017838679.1|DBUS	LOC120432582|XP_039453752.1|CPIP
OG0001105	LOC108605239|XP_017850341.1|DBUS, LOC108595920|XP_017836698.1|DBUS	LOC120432555|XP_039453718.1|CPIP
OG0001106	LOC108607389|XP_017853631.1|DBUS	LOC120431888|XP_039452951.1|CPIP, LOC120422223|XP_039441542.1|CPIP
OG0001118	LOC108606121|XP_017851463.1|DBUS	LOC120413330|XP_039430037.1|CPIP
OG0001119	LOC117134713|XP_033149138.1|DBUS	LOC120420344|XP_039439272.1|CPIP, LOC120424039|XP_039443997.1|CPIP
OG0001120	LOC108602369|XP_017845960.1|DBUS	LOC120423577|XP_039443370.1|CPIP, LOC120425386|XP_039445836.1|CPIP
OG0001121	LOC108596153|XP_017837137.1|DBUS	LOC120425861|XP_039446420.1|CPIP
OG0001122	LOC108598440|XP_017840562.2|DBUS	LOC120412874|XP_039429439.1|CPIP
OG0001124	LOC108603667|XP_017848151.1|DBUS	LOC120425352|XP_039445788.1|CPIP, LOC120429621|XP_039450585.1|CPIP
OG0001125	LOC108601789|XP_017845212.1|DBUS	LOC120413485|XP_039430269.1|CPIP, LOC120413467|XP_039430239.1|CPIP, LOC120413468|XP_039430240.1|CPIP
OG0001126	LOC117134760|XP_033149278.1|DBUS	LOC120429600|XP_039450566.1|CPIP, LOC120431181|XP_039452258.1|CPIP
OG0001126	LOC108599516|XP_033149420.1|DBUS	LOC120418013|XP_039436189.1|CPIP
OG0001127	LOC108598165|XP_017840271.2|DBUS	LOC120415811|XP_039433372.1|CPIP, LOC120429657|XP_039450624.1|CPIP
OG0001128	LOC108597779|XP_017839983.1|DBUS	LOC120429702|XP_039450671.1|CPIP, LOC120427739|XP_039448579.1|CPIP, LOC120430786|XP_039451833.1|CPIP
OG0001129	LOC108608259|XP_033150727.1|DBUS	LOC120422189|XP_039441499.1|CPIP
OG0001130	LOC108602684|XP_017846354.2|DBUS	LOC120424895|XP_039445117.1|CPIP
OG0001131	LOC108607382|XP_033150543.1|DBUS	LOC120419785|XP_039438552.1|CPIP, LOC120429031|XP_039450101.1|CPIP, LOC120419786|XP_039438553.1|CPIP
OG0001133	LOC108596929|XP_033150025.1|DBUS	LOC120416081|XP_039433692.1|CPIP
OG0001134	LOC108597562|XP_017839660.1|DBUS	LOC120419185|XP_039437793.1|CPIP, LOC120421259|XP_039440389.1|CPIP, LOC120420150|XP_039439048.1|CPIP, LOC120415343|XP_039432765.1|CPIP, LOC120417188|XP_039435089.1|CPIP
OG0001135	LOC108602839|XP_017846579.1|DBUS	LOC120414352|XP_039431447.1|CPIP, LOC120422246|XP_039441573.1|CPIP
OG0001136	LOC108601248|XP_033149955.1|DBUS, LOC108601257|XP_033149797.1|DBUS	LOC120417494|XP_039435503.1|CPIP
OG0001137	LOC108601265|XP_017844654.1|DBUS	LOC120418769|XP_039437179.1|CPIP
OG0001138	LOC108600147|XP_017843029.1|DBUS	LOC120421356|XP_039440478.1|CPIP, LOC120432104|XP_039453171.1|CPIP, LOC120429313|XP_039450469.1|CPIP
OG0001139	LOC117134797|XP_033149599.1|DBUS, LOC108598162|XP_017840268.2|DBUS	LOC120415108|XP_039432461.1|CPIP
OG0001153	LOC108597662|XP_017839816.1|DBUS	LOC120420201|XP_039439120.1|CPIP
OG0001154	LOC108607513|XP_017853868.1|DBUS	LOC120419964|XP_039438772.1|CPIP, LOC120432189|XP_039453265.1|CPIP
OG0001155	LOC108606509|XP_017852168.1|DBUS	LOC120430949|XP_039452010.1|CPIP
OG0001157	LOC108603075|XP_033149778.1|DBUS	LOC120424145|XP_039444120.1|CPIP
OG0001158	LOC108607471|XP_017853798.1|DBUS	LOC120423984|XP_039443915.1|CPIP
OG0001159	LOC108602985|XP_017846860.1|DBUS	LOC120432503|XP_039453649.1|CPIP
OG0001160	LOC108600008|XP_017842800.1|DBUS, LOC108603258|XP_017847395.1|DBUS	LOC120430694|XP_039451737.1|CPIP, LOC120427184|XP_039447982.1|CPIP
OG0001162	LOC108604725|XP_017849793.1|DBUS	LOC120424769|XP_039444908.1|CPIP, LOC120431325|XP_039452391.1|CPIP, LOC120425407|XP_039445871.1|CPIP
OG0001163	LOC108604245|XP_017849109.1|DBUS	LOC120422549|XP_039441951.1|CPIP
OG0001164	LOC108602513|XP_017846132.1|DBUS	LOC120428014|XP_039448919.1|CPIP, LOC120428005|XP_039448908.1|CPIP
OG0001166	LOC108599428|XP_017841728.1|DBUS	LOC120426042|XP_039446656.1|CPIP, LOC120413442|XP_039430192.1|CPIP
OG0001167	LOC108594649|XP_033149226.1|DBUS	LOC120426173|XP_039446825.1|CPIP
OG0001169	LOC108606895|XP_017852911.1|DBUS	LOC120413210|XP_039429863.1|CPIP, LOC120413209|XP_039429861.1|CPIP, LOC120428119|XP_039449038.1|CPIP
OG0001170	LOC108604581|XP_017849601.1|DBUS	LOC120414137|XP_039431105.1|CPIP
OG0001171	LOC108599800|XP_017842362.2|DBUS, LOC117134805|XP_033149666.1|DBUS	LOC120414141|XP_039431114.1|CPIP, LOC120414113|XP_039431074.1|CPIP
OG0001172	LOC108594993|XP_017835615.1|DBUS	LOC120422279|XP_039441597.1|CPIP
OG0001173	LOC108604048|XP_017848799.1|DBUS	LOC120424131|XP_039444104.1|CPIP, LOC120424129|XP_039444102.1|CPIP, LOC120415745|XP_039433285.1|CPIP, LOC120424132|XP_039444106.1|CPIP, LOC120415300|XP_039432705.1|CPIP, LOC120415341|XP_039432764.1|CPIP
OG0001174	LOC108599682|XP_017842163.1|DBUS	LOC120418803|XP_039437221.1|CPIP
OG0001176	LOC108594810|XP_017835437.1|DBUS	LOC120414663|XP_039431867.1|CPIP
OG0001177	LOC108607904|XP_017854500.2|DBUS	LOC120419053|XP_039437553.1|CPIP
OG0001178	LOC108595785|XP_017836566.1|DBUS	LOC120416798|XP_039434608.1|CPIP
OG0001179	LOC108596995|XP_017838754.1|DBUS	LOC120415576|XP_039433089.1|CPIP
OG0001180	LOC108607350|XP_017853525.1|DBUS	LOC120427095|XP_039447881.1|CPIP
OG0001181	LOC108598483|XP_017840627.2|DBUS	LOC120423217|XP_039442860.1|CPIP
OG0001182	LOC108604519|XP_017849513.1|DBUS	LOC120417657|XP_039435713.1|CPIP, LOC120417666|XP_039435721.1|CPIP
OG0001183	LOC108607166|XP_017853306.1|DBUS, LOC108599378|XP_017841673.1|DBUS, LOC108604172|XP_017848993.1|DBUS	LOC120416960|XP_039434805.1|CPIP
OG0001185	LOC108602843|XP_017846588.1|DBUS	LOC120423279|XP_039442953.1|CPIP
OG0001186	LOC117134948|XP_033150415.1|DBUS	LOC120416650|XP_039434393.1|CPIP
OG0001187	LOC108596885|XP_017838555.1|DBUS	LOC120417575|XP_039435620.1|CPIP, LOC120417596|XP_039435643.1|CPIP
OG0001188	LOC108597720|XP_017839900.1|DBUS	LOC120424646|XP_039444753.1|CPIP, LOC120425447|XP_039445916.1|CPIP
OG0001189	LOC108595252|XP_017835945.1|DBUS	LOC120416208|XP_039433833.1|CPIP, LOC120421579|XP_039440745.1|CPIP
OG0001190	LOC108605723|XP_017851005.1|DBUS	LOC120421476|XP_039440627.1|CPIP, LOC120421479|XP_039440630.1|CPIP
OG0001191	LOC108607785|XP_017854312.2|DBUS	LOC120423257|XP_039442920.1|CPIP, LOC120423245|XP_039442896.1|CPIP
OG0001192	LOC108594290|XP_017834921.1|DBUS	LOC120427744|XP_039448583.1|CPIP
OG0001193	LOC108603201|XP_017847272.1|DBUS	LOC120429883|XP_039450897.1|CPIP, LOC120432494|XP_039453642.1|CPIP, LOC120432117|XP_039453186.1|CPIP, LOC120412329|XP_039428664.1|CPIP
OG0001194	LOC108605290|XP_017850428.1|DBUS	LOC120416843|XP_039434665.1|CPIP
OG0001195	LOC108595419|XP_017836136.1|DBUS	LOC120418583|XP_039436964.1|CPIP
OG0001201	LOC108601769|XP_017845183.2|DBUS	LOC120414220|XP_039431262.1|CPIP, LOC120424752|XP_039444879.1|CPIP
OG0001202	LOC108606385|XP_017851939.1|DBUS	LOC120432258|XP_039453373.1|CPIP, LOC120432229|XP_039453340.1|CPIP, LOC120432251|XP_039453359.1|CPIP
OG0001203	LOC108607376|XP_017853587.2|DBUS	LOC120413295|XP_039429987.1|CPIP
OG0001204	LOC108608408|XP_017855255.1|DBUS	LOC120414306|XP_039431381.1|CPIP, LOC120431630|XP_039452673.1|CPIP, LOC120416723|XP_039434484.1|CPIP, LOC120419358|XP_039437962.1|CPIP, LOC120431542|XP_039452584.1|CPIP, LOC120414694|XP_039431918.1|CPIP, LOC120412414|XP_039428811.1|CPIP, LOC120416024|XP_039433620.1|CPIP
OG0001205	LOC108603447|XP_017847766.1|DBUS	LOC120429512|XP_039450516.1|CPIP, LOC120431269|XP_039452337.1|CPIP, LOC120429510|XP_039450513.1|CPIP
OG0001206	LOC108603740|XP_017848286.1|DBUS	LOC120432275|XP_039453392.1|CPIP
OG0001207	LOC108607697|XP_017854173.1|DBUS, LOC108606110|XP_017851446.1|DBUS	LOC120422052|XP_039441319.1|CPIP
OG0001208	LOC108605036|XP_033150283.1|DBUS	LOC120424548|XP_039444645.1|CPIP
OG0001209	LOC108602178|XP_017845705.1|DBUS	LOC120428053|XP_039448988.1|CPIP, LOC120424496|XP_039444616.1|CPIP
OG0001210	LOC108605558|XP_017850811.1|DBUS	LOC120419105|XP_039437659.1|CPIP, LOC120416387|XP_039434100.1|CPIP, LOC120414618|XP_039431815.1|CPIP
OG0001211	LOC108603218|XP_017847304.1|DBUS	LOC120421097|XP_039440174.1|CPIP, LOC120418759|XP_039437170.1|CPIP
OG0001212	LOC108606983|XP_017853046.1|DBUS	LOC120416356|XP_039434027.1|CPIP, LOC120419697|XP_039438418.1|CPIP, LOC120419684|XP_039438405.1|CPIP, LOC120419698|XP_039438419.1|CPIP
OG0001213	LOC108601439|XP_017844826.1|DBUS	LOC120429287|XP_039450448.1|CPIP, LOC120425721|XP_039446260.1|CPIP
OG0001214	LOC108604087|XP_017848853.1|DBUS	LOC120431086|XP_039452176.1|CPIP, LOC120430926|XP_039451981.1|CPIP
OG0001215	LOC108604517|XP_017849510.1|DBUS	LOC120424669|XP_039444778.1|CPIP, LOC120424614|XP_039444709.1|CPIP, LOC120424675|XP_039444782.1|CPIP, LOC120424616|XP_039444712.1|CPIP
OG0001216	LOC108603459|XP_017847780.2|DBUS	LOC120424679|XP_039444789.1|CPIP, LOC120424629|XP_039444729.1|CPIP, LOC120424633|XP_039444733.1|CPIP, LOC120424686|XP_039444796.1|CPIP
OG0001217	LOC108606647|XP_017852489.1|DBUS	LOC120423813|XP_039443667.1|CPIP
OG0001218	LOC117134634|XP_017849602.2|DBUS, LOC108604582|XP_033149880.1|DBUS	LOC120422590|XP_039442016.1|CPIP
OG0001220	LOC108595516|XP_017836259.1|DBUS	LOC120419490|XP_039438112.1|CPIP, LOC120419491|XP_039438113.1|CPIP
OG0001221	LOC108597106|XP_017838967.1|DBUS	LOC120422630|XP_039442062.1|CPIP
OG0001222	LOC108607317|XP_017853477.1|DBUS	LOC120422173|XP_039441483.1|CPIP
OG0001223	LOC108597162|XP_017839061.1|DBUS, LOC108608549|XP_017835136.2|DBUS	LOC120416560|XP_039434225.1|CPIP
OG0001224	LOC108596317|XP_017837416.1|DBUS	LOC120416226|XP_039433860.1|CPIP
OG0001225	LOC108596829|XP_017838436.1|DBUS	LOC120417471|XP_039435475.1|CPIP, LOC120417456|XP_039435448.1|CPIP
OG0001226	LOC108596552|XP_017837938.1|DBUS	LOC120418804|XP_039437222.1|CPIP
OG0001227	LOC108598083|XP_017840189.1|DBUS	LOC120420146|XP_039439038.1|CPIP
OG0001228	LOC108605308|XP_017850467.1|DBUS	LOC120414239|XP_039431284.1|CPIP, LOC120424577|XP_039444677.1|CPIP
OG0001229	LOC117135021|XP_033150711.1|DBUS	LOC120430378|XP_039451410.1|CPIP
OG0001230	LOC108597056|XP_017838866.1|DBUS	LOC120422782|XP_039442254.1|CPIP
OG0001231	LOC108594362|XP_017835011.2|DBUS	LOC120419802|XP_039438571.1|CPIP
OG0001233	LOC108596776|XP_017838368.1|DBUS	LOC120419669|XP_039438368.1|CPIP
OG0001234	LOC108606797|XP_017852746.1|DBUS, LOC108597414|XP_017839453.1|DBUS, LOC108596837|XP_017838451.1|DBUS	LOC120414574|XP_039431745.1|CPIP
OG0001235	LOC108608161|XP_017854904.1|DBUS	LOC120417314|XP_039435211.1|CPIP, LOC120431742|XP_039452801.1|CPIP, LOC120431749|XP_039452807.1|CPIP, LOC120431747|XP_039452806.1|CPIP, LOC120417299|XP_039435183.1|CPIP, LOC120417300|XP_039435184.1|CPIP
OG0001236	LOC108599669|XP_017842139.1|DBUS	LOC120423226|XP_039442868.1|CPIP
OG0001237	LOC108603451|XP_017847771.1|DBUS	LOC120414317|XP_039431388.1|CPIP
OG0001238	LOC108604437|XP_017849401.1|DBUS	LOC120426763|XP_039447471.1|CPIP
OG0001239	LOC108602332|XP_017845909.1|DBUS	LOC120431768|XP_039452820.1|CPIP, LOC120432400|XP_039453530.1|CPIP
OG0001240	LOC108601712|XP_017845116.1|DBUS	LOC120421246|XP_039440381.1|CPIP, LOC120420595|XP_039439605.1|CPIP, LOC120421250|XP_039440383.1|CPIP
OG0001242	LOC108606915|XP_017852945.1|DBUS	LOC120425656|XP_039446171.1|CPIP
OG0001244	LOC108603406|XP_017847685.1|DBUS	LOC120421573|XP_039440738.1|CPIP, LOC120421830|XP_039441041.1|CPIP
OG0001245	LOC108601562|XP_017844950.1|DBUS	LOC120423077|XP_039442687.1|CPIP, LOC120430091|XP_039451112.1|CPIP, LOC120423090|XP_039442699.1|CPIP, LOC120421067|XP_039440146.1|CPIP, LOC120423067|XP_039442673.1|CPIP, LOC120423076|XP_039442686.1|CPIP
OG0001246	LOC108595054|XP_017835686.1|DBUS	LOC120421869|XP_039441099.1|CPIP, LOC120421861|XP_039441094.1|CPIP, LOC120421865|XP_039441097.1|CPIP
OG0001247	LOC108597512|XP_033150674.1|DBUS	LOC120432576|XP_039453739.1|CPIP
OG0001248	LOC108597921|XP_017840027.2|DBUS, LOC108599794|XP_033149588.1|DBUS	LOC120422204|XP_039441519.1|CPIP
OG0001249	LOC108606444|XP_017852047.1|DBUS	LOC120423895|XP_039443810.1|CPIP
OG0001256	LOC117134808|XP_033149773.1|DBUS, LOC108594850|XP_017835477.1|DBUS	LOC120422406|XP_039441758.1|CPIP
OG0001257	LOC108607362|XP_017853558.1|DBUS	LOC120413281|XP_039429947.1|CPIP
OG0001258	LOC108604510|XP_017849502.1|DBUS	LOC120432334|XP_039453457.1|CPIP
OG0001259	LOC108605403|XP_017850562.1|DBUS	LOC120430956|XP_039452022.1|CPIP, LOC120416739|XP_039434507.1|CPIP
OG0001260	LOC108602021|XP_017845513.1|DBUS	LOC120420175|XP_039439075.1|CPIP, LOC120420182|XP_039439091.1|CPIP
OG0001261	LOC108606683|XP_017852521.1|DBUS	LOC120427227|XP_039448025.1|CPIP
OG0001263	LOC108601766|XP_017845178.1|DBUS	LOC120432642|XP_039453825.1|CPIP
OG0001264	LOC108597055|XP_033149101.1|DBUS	LOC120429252|XP_039450399.1|CPIP, LOC120426464|XP_039447160.1|CPIP
OG0001265	LOC108604975|XP_033150396.1|DBUS	LOC120428458|XP_039449403.1|CPIP
OG0001266	LOC108596175|XP_017837172.1|DBUS	LOC120417192|XP_039435093.1|CPIP
OG0001267	LOC108601765|XP_017845177.1|DBUS	LOC120424506|XP_039444591.1|CPIP, LOC120426739|XP_039447450.1|CPIP
OG0001269	LOC108595406|XP_017836120.1|DBUS	LOC120429645|XP_039450605.1|CPIP
OG0001270	LOC108601438|XP_017844825.1|DBUS	LOC120425363|XP_039445806.1|CPIP, LOC120431090|XP_039452180.1|CPIP, LOC120430927|XP_039451982.1|CPIP
OG0001271	LOC108594795|XP_017835423.1|DBUS	LOC120430259|XP_039451279.1|CPIP, LOC120419757|XP_039438514.1|CPIP, LOC120419744|XP_039438480.1|CPIP
OG0001272	LOC108600930|XP_017844256.1|DBUS	LOC120424869|XP_039445058.1|CPIP
OG0001273	LOC108602463|XP_017846075.1|DBUS	LOC120429935|XP_039450967.1|CPIP
OG0001274	LOC108600386|XP_017843421.1|DBUS	LOC120418048|XP_039436233.1|CPIP
OG0001276	LOC108600634|XP_017843810.2|DBUS	LOC120413456|XP_039430225.1|CPIP
OG0001277	LOC108597935|XP_033149324.1|DBUS, LOC108597937|XP_017840041.1|DBUS	LOC120424852|XP_039445035.1|CPIP
OG0001278	LOC108599917|XP_017842605.1|DBUS, LOC108604416|XP_017849412.1|DBUS	LOC120419963|XP_039438765.1|CPIP
OG0001279	LOC108598816|XP_017841051.1|DBUS	LOC120419970|XP_039438780.1|CPIP
OG0001280	LOC108599487|XP_017841823.1|DBUS	LOC120431879|XP_039452941.1|CPIP, LOC120414432|XP_039431549.1|CPIP
OG0001281	LOC108598658|XP_017840858.2|DBUS	LOC120421671|XP_039440836.1|CPIP, LOC120421627|XP_039440789.1|CPIP
OG0001283	LOC108596913|XP_017838609.1|DBUS	LOC120427036|XP_039447800.1|CPIP
OG0001284	LOC108598471|XP_017840611.1|DBUS	LOC120414678|XP_039431897.1|CPIP
OG0001285	LOC108600524|XP_017843657.1|DBUS	LOC120429106|XP_039450203.1|CPIP, LOC120414724|XP_039431961.1|CPIP
