Orthogroup	DBUS.longest_only	AALB.longest_only
OG0002585	LOC108600536|XP_017843678.1|DBUS	LOC118459494|XP_035778809.1|AALB
OG0002586	LOC108603319|XP_017847525.1|DBUS	LOC118461083|XP_035781869.1|AALB
OG0002587	LOC108601742|XP_017845151.1|DBUS	LOC118461082|XP_035781867.1|AALB
OG0002588	LOC108603778|XP_017848359.1|DBUS	LOC118458842|XP_035777638.1|AALB
OG0002589	LOC108604083|XP_017848846.1|DBUS	LOC118456825|XP_035773813.1|AALB
OG0002590	LOC108607092|XP_017853206.1|DBUS	LOC118458640|XP_035777222.1|AALB, LOC118464593|XP_035787933.1|AALB, LOC118458673|XP_035777281.1|AALB
OG0002591	LOC108603907|XP_017848578.1|DBUS	LOC118458027|XP_035776026.1|AALB
OG0002592	LOC108604852|XP_017849964.1|DBUS	LOC118456419|XP_035773045.1|AALB
OG0002593	LOC108603342|XP_017847563.1|DBUS	LOC118460083|XP_035779991.1|AALB
OG0002594	LOC108603662|XP_033149833.1|DBUS	LOC118461262|XP_035782277.1|AALB
OG0002595	LOC108603015|XP_017846899.1|DBUS	LOC118461076|XP_035781862.1|AALB
OG0002596	LOC108604537|XP_017849542.1|DBUS	LOC118457696|XP_035775362.1|AALB
OG0002597	LOC108604468|XP_017849439.1|DBUS	LOC118457495|XP_035775023.1|AALB
OG0002598	LOC108603465|XP_033150080.1|DBUS	LOC118468263|XP_035794906.1|AALB
OG0002599	LOC108604760|XP_017849839.1|DBUS	LOC118468881|XP_035796065.1|AALB
OG0002600	LOC108597537|XP_017839625.1|DBUS	LOC118459383|XP_035778578.1|AALB
OG0002601	LOC108602329|XP_017845904.1|DBUS	LOC118456247|XP_035772737.1|AALB
OG0002602	LOC108604153|XP_017848960.1|DBUS	LOC118460924|XP_035781573.1|AALB
OG0002603	LOC108603149|XP_017847186.1|DBUS	LOC118457541|XP_035775087.1|AALB
OG0002604	LOC108604789|XP_017849877.1|DBUS	LOC118458877|XP_035777720.1|AALB
OG0002605	LOC108604811|XP_017849904.1|DBUS	LOC118457185|XP_035774425.1|AALB
OG0002606	LOC108603255|XP_017847383.1|DBUS	LOC118457815|XP_035775569.1|AALB
OG0002607	LOC108601452|XP_017844839.1|DBUS	LOC118457828|XP_035775595.1|AALB
OG0002608	LOC108603359|XP_017847595.2|DBUS	LOC118460311|XP_035780411.1|AALB
OG0002609	LOC108596508|XP_017837837.1|DBUS	LOC118464878|XP_035788513.1|AALB
OG0002610	LOC108603472|XP_017847800.1|DBUS	LOC118460663|XP_035781023.1|AALB
OG0002611	LOC108603704|XP_017848233.1|DBUS	LOC118461384|XP_035782538.1|AALB
OG0002612	LOC108602135|XP_017845652.1|DBUS	LOC118457549|XP_035775108.1|AALB
OG0002613	LOC108603169|XP_017847215.1|DBUS	LOC118460241|XP_035780290.1|AALB
OG0002614	LOC108603927|XP_017848609.1|DBUS	LOC118460234|XP_035780269.1|AALB
OG0002615	LOC117134668|XP_033148965.1|DBUS	LOC118457714|XP_035775393.1|AALB
OG0002616	LOC108604190|XP_017849029.1|DBUS	LOC118456417|XP_035773037.1|AALB
OG0002617	LOC108596513|XP_033150929.1|DBUS, LOC108596514|XP_017837845.1|DBUS	LOC118461561|XP_035782915.1|AALB
OG0002618	LOC108603294|XP_017847454.1|DBUS	LOC118468547|XP_035795335.1|AALB
OG0002619	LOC108603338|XP_017847552.1|DBUS	LOC118461725|XP_035783285.1|AALB
OG0002620	LOC108604064|XP_017848817.1|DBUS	LOC118461756|XP_035783376.1|AALB
OG0002621	LOC108604088|XP_017848854.1|DBUS	LOC118468562|XP_035795367.1|AALB
OG0002622	LOC108598528|XP_017840700.1|DBUS	LOC118466776|XP_035792395.1|AALB
OG0002623	LOC108601922|XP_017845388.1|DBUS	LOC118457847|XP_035775627.1|AALB
OG0002624	LOC108604683|XP_017849727.1|DBUS, LOC108604684|XP_017849729.1|DBUS	LOC118457850|XP_035775629.1|AALB
OG0002625	LOC108603019|XP_017846905.1|DBUS	LOC118457583|XP_035775156.1|AALB
OG0002626	LOC108605593|XP_017850855.1|DBUS	LOC118468557|XP_035795351.1|AALB
OG0002627	LOC108603477|XP_017847808.1|DBUS	LOC118459268|XP_035778384.1|AALB
OG0002628	LOC108603860|XP_017848505.1|DBUS	LOC118460455|XP_035780668.1|AALB
OG0002629	LOC108603121|XP_033149967.1|DBUS	LOC118456962|XP_035774036.1|AALB
OG0002630	LOC108604152|XP_033149002.1|DBUS	LOC118462009|XP_035783838.1|AALB, LOC118462008|XP_035783836.1|AALB
OG0002631	LOC108601451|XP_017844838.1|DBUS	LOC118461689|XP_035783199.1|AALB
OG0002632	LOC108604249|XP_017849120.1|DBUS	LOC118459624|XP_035779094.1|AALB
OG0002633	LOC108603405|XP_017847683.1|DBUS	LOC118457289|XP_035774644.1|AALB
OG0002634	LOC108604753|XP_017849830.1|DBUS	LOC118457287|XP_035774640.1|AALB
OG0002635	LOC108604670|XP_017849711.1|DBUS	LOC118460150|XP_035780139.1|AALB
OG0002636	LOC108604305|XP_017849212.1|DBUS	LOC118459954|XP_035779733.1|AALB
OG0002637	LOC108608475|XP_033149987.1|DBUS	LOC118458014|XP_035776005.1|AALB
OG0002638	LOC108601635|XP_017845022.1|DBUS	LOC118457956|XP_035775873.1|AALB
OG0002639	LOC117134856|XP_033149973.1|DBUS, LOC108604709|XP_017849764.1|DBUS	LOC118460137|XP_035780115.1|AALB
OG0002640	LOC108602752|XP_017846410.1|DBUS	LOC118460635|XP_035780981.1|AALB
OG0002641	LOC108602755|XP_017846416.1|DBUS	LOC118461491|XP_035782766.1|AALB
OG0002642	LOC108602754|XP_017846415.1|DBUS	LOC118468448|XP_035795117.1|AALB
OG0002643	LOC108602753|XP_017846412.1|DBUS	LOC118468447|XP_035795110.1|AALB
OG0002644	LOC108602525|XP_017846147.1|DBUS	LOC118456236|XP_035772714.1|AALB
OG0002645	LOC108604591|XP_017849613.1|DBUS	LOC118458635|XP_035777217.1|AALB
OG0002646	LOC108603796|XP_017848382.1|DBUS	LOC118457346|XP_035774737.1|AALB
OG0002647	LOC108602498|XP_017846115.1|DBUS	LOC118457347|XP_035774738.1|AALB
OG0002648	LOC108603094|XP_017847079.1|DBUS	LOC118459579|XP_035779000.1|AALB
OG0002649	LOC108602348|XP_017845936.1|DBUS	LOC118458841|XP_035777637.1|AALB
OG0002650	LOC108604521|XP_017849519.1|DBUS	LOC118461478|XP_035782728.1|AALB
OG0002651	LOC108603870|XP_017848529.1|DBUS	LOC118456795|XP_035773775.1|AALB
OG0002652	LOC108602107|XP_017845620.1|DBUS	LOC118457013|XP_035774134.1|AALB
OG0002653	LOC108603304|XP_017847469.1|DBUS	LOC118461567|XP_035782936.1|AALB, LOC118468614|XP_035795508.1|AALB
OG0002654	LOC108603535|XP_017847923.1|DBUS	LOC118457913|XP_035775806.1|AALB
OG0002655	LOC108603901|XP_017848572.1|DBUS	LOC118460059|XP_035779935.1|AALB
OG0002656	LOC108603207|XP_017847282.1|DBUS	LOC118457885|XP_035775707.1|AALB
OG0002657	LOC108604742|XP_017849816.2|DBUS	LOC118456355|XP_035772909.1|AALB
OG0002658	LOC108603691|XP_017848203.1|DBUS	LOC118468310|XP_035794941.1|AALB
OG0002660	LOC108607268|XP_017853450.1|DBUS	LOC118462569|XP_035784263.1|AALB
OG0002661	LOC108603150|XP_017847189.1|DBUS	LOC118466149|XP_035791008.1|AALB
OG0002662	LOC108597610|XP_017839735.1|DBUS	LOC118467474|XP_035793906.1|AALB
OG0002663	LOC108604469|XP_033149850.1|DBUS, LOC117134620|XP_033149851.1|DBUS	LOC118458578|XP_035777129.1|AALB
OG0002664	LOC108608469|XP_017855345.1|DBUS	LOC118468303|XP_035794932.1|AALB
OG0002665	LOC108596649|XP_017838118.1|DBUS	LOC118465312|XP_035789321.1|AALB
OG0002666	LOC108596648|XP_017838115.1|DBUS	LOC118465298|XP_035789271.1|AALB
OG0002667	LOC108597419|XP_017839458.1|DBUS	LOC118464790|XP_035788314.1|AALB
OG0002668	LOC108600460|XP_017843538.1|DBUS	LOC118462525|XP_035784165.1|AALB
OG0002669	LOC108598373|XP_017840486.2|DBUS	LOC118462528|XP_035784174.1|AALB
OG0002670	LOC108598395|XP_017840504.1|DBUS	LOC118466458|XP_035791703.1|AALB
OG0002671	LOC108600725|XP_017843951.1|DBUS	LOC118465718|XP_035790047.1|AALB
OG0002672	LOC108596560|XP_017837947.1|DBUS	LOC118465097|XP_035788923.1|AALB
OG0002673	LOC108596048|XP_017836923.1|DBUS	LOC118462748|XP_035784605.1|AALB
OG0002674	LOC108597165|XP_017839066.1|DBUS	LOC118463832|XP_035786614.1|AALB
OG0002675	LOC108600401|XP_033149594.1|DBUS	LOC118463149|XP_035785418.1|AALB
OG0002676	LOC108597316|XP_017839291.1|DBUS	LOC118466652|XP_035792131.1|AALB
OG0002677	LOC108597670|XP_017839829.1|DBUS	LOC118465941|XP_035790556.1|AALB
OG0002678	LOC108597631|XP_017839765.1|DBUS	LOC118462973|XP_035785034.1|AALB
OG0002679	LOC108596042|XP_017836912.1|DBUS	LOC118464655|XP_035788019.1|AALB
OG0002680	LOC108605491|XP_017850725.1|DBUS	LOC118460185|XP_035780183.1|AALB, LOC118459797|XP_035779425.1|AALB
OG0002681	LOC108597126|XP_017838995.1|DBUS	LOC118464206|XP_035787269.1|AALB
OG0002682	LOC108600232|XP_017843149.1|DBUS	LOC118462589|XP_035784295.1|AALB
OG0002684	LOC108607149|XP_017853282.1|DBUS	LOC118466302|XP_035791299.1|AALB
OG0002685	LOC108597904|XP_033149591.1|DBUS	LOC118467203|XP_035793310.1|AALB
OG0002686	LOC108600083|XP_017842931.1|DBUS	LOC118467739|XP_035794438.1|AALB
OG0002687	LOC108600407|XP_033149300.1|DBUS	LOC118462807|XP_035784712.1|AALB
OG0002688	LOC108599758|XP_017842262.1|DBUS	LOC118465094|XP_035788897.1|AALB
OG0002689	LOC108606034|XP_017851350.1|DBUS	LOC118467769|XP_035794491.1|AALB
OG0002690	LOC108598605|XP_017840792.1|DBUS	LOC118462812|XP_035784722.1|AALB
OG0002691	LOC108595897|XP_017836675.1|DBUS	LOC118462805|XP_035784701.1|AALB
OG0002692	LOC108595171|XP_017835831.1|DBUS	LOC118462811|XP_035784716.1|AALB
OG0002693	LOC108599860|XP_017842490.1|DBUS	LOC118463509|XP_035786002.1|AALB
OG0002694	LOC108596121|XP_017837069.1|DBUS	LOC118465307|XP_035789300.1|AALB
OG0002695	LOC108599188|XP_017841473.1|DBUS	LOC118464783|XP_035788307.1|AALB
OG0002696	LOC108599994|XP_017842742.1|DBUS	LOC118465340|XP_035789389.1|AALB
OG0002697	LOC108600883|XP_033149348.1|DBUS	LOC118466520|XP_035791905.1|AALB
OG0002698	LOC108600422|XP_017843472.2|DBUS	LOC118462922|XP_035784922.1|AALB
OG0002699	LOC108600862|XP_017844157.1|DBUS	LOC118462926|XP_035784928.1|AALB
OG0002700	LOC108599945|XP_017842658.1|DBUS	LOC118467466|XP_035793872.1|AALB
OG0002701	LOC108596146|XP_017837127.1|DBUS	LOC118467470|XP_035793897.1|AALB
OG0002702	LOC108597276|XP_017839229.1|DBUS	LOC118466956|XP_035792749.1|AALB
OG0002703	LOC108596860|XP_033149141.1|DBUS	LOC118466365|XP_035791444.1|AALB
OG0002704	LOC108596627|XP_017838062.1|DBUS	LOC118465252|XP_035789166.1|AALB
OG0002705	LOC108600556|XP_017843705.2|DBUS	LOC118466433|XP_035791624.1|AALB
OG0002706	LOC108594774|XP_017835402.1|DBUS	LOC118463030|XP_035785165.1|AALB
OG0002707	LOC108600859|XP_017844153.1|DBUS	LOC118463023|XP_035785154.1|AALB
OG0002709	LOC108595597|XP_017836349.1|DBUS	LOC118467119|XP_035793081.1|AALB
OG0002710	LOC108595768|XP_017836547.1|DBUS	LOC118467121|XP_035793083.1|AALB
OG0002711	LOC108595949|XP_017836724.1|DBUS	LOC118464249|XP_035787344.1|AALB
OG0002712	LOC108597500|XP_017839575.1|DBUS	LOC118465384|XP_035789471.1|AALB, LOC118465109|XP_035788946.1|AALB
OG0002713	LOC108597083|XP_017838914.1|DBUS	LOC118463809|XP_035786578.1|AALB
OG0002714	LOC108597089|XP_017838936.1|DBUS	LOC118465233|XP_035789123.1|AALB
OG0002715	LOC108606825|XP_017852797.1|DBUS	LOC118465795|XP_035790247.1|AALB
OG0002716	LOC108596329|XP_017837444.1|DBUS	LOC118466677|XP_035792177.1|AALB
OG0002717	LOC108601909|XP_017845375.1|DBUS	LOC118464910|XP_035788568.1|AALB
OG0002718	LOC108598968|XP_017841230.1|DBUS	LOC118465552|XP_035789775.1|AALB
OG0002719	LOC108604651|XP_017849690.1|DBUS	LOC118465242|XP_035789155.1|AALB
OG0002720	LOC108598623|XP_017840810.1|DBUS	LOC118465241|XP_035789154.1|AALB
OG0002721	LOC108601132|XP_017844548.1|DBUS	LOC118464473|XP_035787775.1|AALB
OG0002722	LOC108595448|XP_017836172.1|DBUS	LOC118465568|XP_035789823.1|AALB
OG0002724	LOC108604062|XP_017848814.1|DBUS	LOC118463896|XP_035786720.1|AALB
OG0002725	LOC108600019|XP_017842825.1|DBUS	LOC118467372|XP_035793678.1|AALB
OG0002726	LOC108599749|XP_017842248.1|DBUS	LOC118467155|XP_035793189.1|AALB
OG0002727	LOC108600437|XP_017843503.1|DBUS	LOC118464844|XP_035788432.1|AALB
OG0002728	LOC108596930|XP_017838642.1|DBUS	LOC118467919|XP_035794752.1|AALB
OG0002730	LOC108597437|XP_017839488.1|DBUS	LOC118463119|XP_035785338.1|AALB
OG0002731	LOC108600409|XP_017843454.1|DBUS	LOC118464306|XP_035787490.1|AALB
OG0002732	LOC108597284|XP_017839240.1|DBUS	LOC118467872|XP_035794674.1|AALB
OG0002733	LOC108594450|XP_017835114.1|DBUS	LOC118465372|XP_035789460.1|AALB
OG0002734	LOC108596772|XP_017838360.1|DBUS	LOC118466123|XP_035790962.1|AALB
OG0002735	LOC108596486|XP_017837754.1|DBUS	LOC118467817|XP_035794594.1|AALB
OG0002736	LOC108597449|XP_017839503.1|DBUS	LOC118467818|XP_035794596.1|AALB
OG0002737	LOC108600070|XP_017842913.1|DBUS	LOC118466399|XP_035791555.1|AALB
OG0002738	LOC108599872|XP_017842513.2|DBUS	LOC118462524|XP_035784164.1|AALB
OG0002739	LOC108601112|XP_017844517.1|DBUS	LOC118465837|XP_035790327.1|AALB
OG0002740	LOC108601110|XP_017844516.1|DBUS	LOC118465836|XP_035790326.1|AALB
OG0002741	LOC108596341|XP_017837484.1|DBUS	LOC118463187|XP_035785501.1|AALB
OG0002742	LOC108596567|XP_017837961.1|DBUS	LOC118464107|XP_035787086.1|AALB
OG0002743	LOC108599837|XP_017842436.1|DBUS	LOC118463081|XP_035785236.1|AALB
OG0002744	LOC108600592|XP_017843759.1|DBUS	LOC118464458|XP_035787737.1|AALB
OG0002745	LOC108600344|XP_017843357.1|DBUS	LOC118467055|XP_035792951.1|AALB
OG0002746	LOC108595184|XP_017835851.1|DBUS	LOC118464538|XP_035787868.1|AALB
OG0002747	LOC108604011|XP_017848743.1|DBUS	LOC118467511|XP_035793955.1|AALB
OG0002748	LOC108597508|XP_017839585.1|DBUS	LOC118462856|XP_035784805.1|AALB
OG0002749	LOC108596923|XP_017838630.1|DBUS	LOC118463107|XP_035785317.1|AALB
OG0002750	LOC108597010|XP_017838777.1|DBUS	LOC118467935|XP_035794789.1|AALB
OG0002751	LOC108597152|XP_017839040.1|DBUS	LOC118467936|XP_035794791.1|AALB
OG0002752	LOC108597198|XP_017839123.1|DBUS	LOC118463284|XP_035785655.1|AALB
OG0002753	LOC108596695|XP_017838206.2|DBUS	LOC118463688|XP_035786354.1|AALB
OG0002754	LOC108600176|XP_033149762.1|DBUS	LOC118463424|XP_035785877.1|AALB, LOC118463416|XP_035785862.1|AALB
OG0002755	LOC108595364|XP_017836078.1|DBUS	LOC118463251|XP_035785613.1|AALB
OG0002756	LOC108600873|XP_017844174.1|DBUS	LOC118467232|XP_035793382.1|AALB
OG0002757	LOC108599553|XP_033149703.1|DBUS	LOC118467595|XP_035794159.1|AALB
OG0002758	LOC108597454|XP_017839508.1|DBUS	LOC118462652|XP_035784398.1|AALB
OG0002759	LOC108595077|XP_017835713.1|DBUS	LOC118463612|XP_035786185.1|AALB
OG0002760	LOC108596292|XP_017837372.1|DBUS	LOC118467354|XP_035793640.1|AALB
OG0002761	LOC108595849|XP_017836629.1|DBUS	LOC118465618|XP_035789891.1|AALB
OG0002762	LOC108596285|XP_017837349.2|DBUS	LOC118467749|XP_035794452.1|AALB
OG0002763	LOC108598717|XP_017840936.2|DBUS	LOC118463748|XP_035786436.1|AALB
OG0002764	LOC108600142|XP_017843024.1|DBUS	LOC118466186|XP_035791081.1|AALB
OG0002765	LOC108597354|XP_017839350.1|DBUS	LOC118466183|XP_035791069.1|AALB
OG0002766	LOC108595794|XP_017836574.1|DBUS	LOC118466189|XP_035791088.1|AALB
OG0002767	LOC108596469|XP_017837718.1|DBUS	LOC118467334|XP_035793581.1|AALB
OG0002768	LOC108596423|XP_017837631.1|DBUS	LOC118466920|XP_035792693.1|AALB
OG0002769	LOC108595398|XP_017836113.1|DBUS	LOC118463423|XP_035785876.1|AALB
OG0002770	LOC108597947|XP_017840055.1|DBUS	LOC118463429|XP_035785889.1|AALB
OG0002771	LOC108600272|XP_017843223.1|DBUS	LOC118462502|XP_035784115.1|AALB
OG0002772	LOC108601051|XP_017844432.1|DBUS	LOC118462935|XP_035784946.1|AALB
OG0002773	LOC108595062|XP_017835696.1|DBUS	LOC118464418|XP_035787667.1|AALB
OG0002774	LOC108595432|XP_017836151.1|DBUS	LOC118464819|XP_035788379.1|AALB
OG0002775	LOC108601085|XP_017844480.1|DBUS	LOC118465015|XP_035788761.1|AALB
OG0002776	LOC108601115|XP_017844523.1|DBUS	LOC118463350|XP_035785756.1|AALB
OG0002777	LOC108600024|XP_017842830.1|DBUS	LOC118462559|XP_035784239.1|AALB
OG0002778	LOC108600020|XP_017842826.1|DBUS	LOC118462556|XP_035784230.1|AALB
OG0002779	LOC108598452|XP_017840583.1|DBUS	LOC118463181|XP_035785488.1|AALB
OG0002780	LOC108601781|XP_017845197.1|DBUS	LOC118466608|XP_035792087.1|AALB
OG0002781	LOC108596100|XP_017837009.1|DBUS	LOC118462676|XP_035784468.1|AALB
OG0002782	LOC108600185|XP_017843080.1|DBUS	LOC118463307|XP_035785685.1|AALB
OG0002783	LOC108599677|XP_017842157.1|DBUS	LOC118466205|XP_035791115.1|AALB
OG0002784	LOC108597053|XP_017838861.1|DBUS	LOC118466475|XP_035791751.1|AALB
OG0002785	LOC108600331|XP_017843332.2|DBUS	LOC118467773|XP_035794495.1|AALB
OG0002786	LOC108600596|XP_017843762.1|DBUS	LOC118466724|XP_035792284.1|AALB
OG0002787	LOC108599894|XP_017842574.1|DBUS	LOC118466422|XP_035791595.1|AALB
OG0002788	LOC108599895|XP_017842575.1|DBUS	LOC118466426|XP_035791602.1|AALB
OG0002789	LOC108600935|XP_017844261.1|DBUS	LOC118466421|XP_035791591.1|AALB
OG0002790	LOC108600664|XP_017843849.1|DBUS	LOC118463720|XP_035786405.1|AALB
OG0002791	LOC108600221|XP_017843133.1|DBUS	LOC118465602|XP_035789870.1|AALB
OG0002792	LOC108596899|XP_017838578.1|DBUS	LOC118465609|XP_035789878.1|AALB
OG0002793	LOC108600219|XP_017843131.1|DBUS	LOC118464085|XP_035787042.1|AALB
OG0002794	LOC108600116|XP_017842979.2|DBUS	LOC118467054|XP_035792948.1|AALB
OG0002795	LOC108600957|XP_017844295.2|DBUS	LOC118467598|XP_035794176.1|AALB
OG0002796	LOC108600968|XP_017844314.1|DBUS	LOC118466405|XP_035791566.1|AALB
OG0002797	LOC108600666|XP_017843851.1|DBUS	LOC118467902|XP_035794719.1|AALB
OG0002798	LOC108607819|XP_017854356.1|DBUS	LOC118465048|XP_035788824.1|AALB
OG0002799	LOC108598022|XP_033149710.1|DBUS	LOC118465750|XP_035790113.1|AALB
OG0002800	LOC108600196|XP_033149323.1|DBUS	LOC118466338|XP_035791351.1|AALB
OG0002801	LOC108601272|XP_033150092.1|DBUS, LOC108596635|XP_017838085.1|DBUS	LOC118466192|XP_035791097.1|AALB
OG0002803	LOC108607454|XP_017853780.1|DBUS	LOC118460518|XP_035780786.1|AALB
OG0002804	LOC108595040|XP_017835668.1|DBUS	LOC118467293|XP_035793502.1|AALB
OG0002805	LOC108597734|XP_017839917.1|DBUS	LOC118464671|XP_035788076.1|AALB
OG0002806	LOC108600222|XP_017843134.1|DBUS	LOC118464121|XP_035787103.1|AALB
OG0002807	LOC108596245|XP_017837285.1|DBUS	LOC118465840|XP_035790342.1|AALB
OG0002808	LOC108596723|XP_017838254.1|DBUS	LOC118467679|XP_035794342.1|AALB
OG0002809	LOC108599137|XP_017841415.1|DBUS	LOC118466253|XP_035791198.1|AALB
OG0002810	LOC108597902|XP_033149270.1|DBUS	LOC118466068|XP_035790824.1|AALB
OG0002811	LOC108601086|XP_017844481.1|DBUS	LOC118466069|XP_035790826.1|AALB
OG0002812	LOC108596088|XP_017836994.1|DBUS	LOC118464104|XP_035787082.1|AALB
OG0002814	LOC108596349|XP_017837496.1|DBUS	LOC118466137|XP_035790981.1|AALB
OG0002815	LOC108594761|XP_017835389.1|DBUS	LOC118464422|XP_035787674.1|AALB
OG0002816	LOC108595104|XP_017835754.1|DBUS	LOC118466809|XP_035792488.1|AALB
OG0002817	LOC108595393|XP_017836108.1|DBUS	LOC118466815|XP_035792497.1|AALB
OG0002818	LOC108595255|XP_017835951.1|DBUS	LOC118466810|XP_035792489.1|AALB
OG0002819	LOC108598276|XP_033149582.1|DBUS	LOC118466518|XP_035791904.1|AALB
OG0002820	LOC108600402|XP_017843443.1|DBUS	LOC118463955|XP_035786831.1|AALB
OG0002821	LOC108600723|XP_017843950.1|DBUS	LOC118456698|XP_035773595.1|AALB
OG0002822	LOC108596335|XP_017837478.1|DBUS	LOC118466909|XP_035792666.1|AALB
OG0002823	LOC108597396|XP_017839422.1|DBUS	LOC118462595|XP_035784312.1|AALB
OG0002824	LOC108595298|XP_017836000.1|DBUS	LOC118462594|XP_035784310.1|AALB
OG0002825	LOC108599646|XP_017842110.1|DBUS	LOC118459750|XP_035779333.1|AALB
OG0002826	LOC108597401|XP_017839434.1|DBUS	LOC118464484|XP_035787799.1|AALB
OG0002827	LOC108607404|XP_017853674.1|DBUS	LOC118466600|XP_035792071.1|AALB
OG0002828	LOC108596257|XP_017837302.1|DBUS	LOC118457655|XP_035775291.1|AALB
OG0002829	LOC108595045|XP_017835675.1|DBUS	LOC118464734|XP_035788230.1|AALB
OG0002830	LOC108596192|XP_017837195.1|DBUS	LOC118466789|XP_035792418.1|AALB
OG0002831	LOC108607875|XP_017854464.1|DBUS	LOC118458588|XP_035777144.1|AALB
OG0002832	LOC117135056|XP_033150873.1|DBUS, LOC108607825|XP_017854362.2|DBUS	LOC118461533|XP_035782858.1|AALB
OG0002833	LOC108597642|XP_017839779.1|DBUS	LOC118457555|XP_035775114.1|AALB
OG0002834	LOC108596884|XP_017838553.1|DBUS	LOC118461344|XP_035782450.1|AALB
OG0002835	LOC108597365|XP_017839379.1|DBUS	LOC118460011|XP_035779830.1|AALB
OG0002836	LOC108596441|XP_017837663.1|DBUS	LOC118467387|XP_035793721.1|AALB
OG0002837	LOC108595927|XP_017836704.1|DBUS	LOC118467378|XP_035793695.1|AALB
OG0002839	LOC108597309|XP_017839277.1|DBUS	LOC118456883|XP_035773890.1|AALB
OG0002840	LOC108594249|XP_017834859.2|DBUS	LOC118456981|XP_035774078.1|AALB
OG0002841	LOC108608018|XP_017854684.1|DBUS	LOC118468509|XP_035795237.1|AALB
OG0002842	LOC108596286|XP_017837362.2|DBUS	LOC118468788|XP_035795881.1|AALB
OG0002843	LOC108595059|XP_017835691.1|DBUS	LOC118466538|XP_035791945.1|AALB
OG0002844	LOC108598415|XP_017840528.1|DBUS	LOC118457031|XP_035774158.1|AALB
OG0002845	LOC108602514|XP_017846138.1|DBUS	LOC118457371|XP_035774793.1|AALB
OG0002846	LOC108596786|XP_017838380.1|DBUS	LOC118460843|XP_035781426.1|AALB
OG0002847	LOC108599518|XP_017841882.1|DBUS	LOC118462068|XP_035783957.1|AALB
OG0002848	LOC108608438|XP_017855303.1|DBUS	LOC118462064|XP_035783950.1|AALB
OG0002849	LOC108608210|XP_017854974.1|DBUS	LOC118457740|XP_035775444.1|AALB
OG0002850	LOC108596521|XP_017837874.1|DBUS	LOC118461880|XP_035783610.1|AALB
OG0002851	LOC108594326|XP_017834965.1|DBUS	LOC118459530|XP_035778882.1|AALB
OG0002852	LOC108595073|XP_017835709.1|DBUS	LOC118459535|XP_035778888.1|AALB
OG0002853	LOC108607565|XP_017853945.1|DBUS	LOC118457150|XP_035774367.1|AALB
OG0002854	LOC108608098|XP_033149387.1|DBUS	LOC118457106|XP_035774290.1|AALB
OG0002855	LOC108608387|XP_017855229.1|DBUS	LOC118458376|XP_035776671.1|AALB
OG0002856	LOC108607767|XP_017854284.2|DBUS	LOC118459789|XP_035779403.1|AALB
OG0002857	LOC108596026|XP_033150747.1|DBUS	LOC118468939|XP_035796165.1|AALB
OG0002858	LOC108607892|XP_017854487.2|DBUS	LOC118468734|XP_035795769.1|AALB
OG0002859	LOC108608262|XP_017855044.2|DBUS	LOC118468102|XP_035794873.1|AALB
OG0002860	LOC108608260|XP_017855040.2|DBUS	LOC118456833|XP_035773821.1|AALB
OG0002861	LOC108607588|XP_017853977.1|DBUS	LOC118468790|XP_035795891.1|AALB
OG0002862	LOC108594332|XP_017834974.2|DBUS	LOC118459043|XP_035777959.1|AALB
OG0002863	LOC108600002|XP_017854840.2|DBUS	LOC118468738|XP_035795783.1|AALB
OG0002864	LOC108599993|XP_017854839.1|DBUS	LOC118460108|XP_035780036.1|AALB
OG0002865	LOC108595555|XP_017836304.1|DBUS	LOC118460389|XP_035780555.1|AALB
OG0002866	LOC108600621|XP_017843794.1|DBUS	LOC118468630|XP_035795541.1|AALB
OG0002867	LOC108596159|XP_017837156.2|DBUS	LOC118458562|XP_035777098.1|AALB
OG0002868	LOC108608338|XP_033150703.1|DBUS	LOC118460408|XP_035780589.1|AALB
OG0002869	LOC108594421|XP_017835082.1|DBUS	LOC118460697|XP_035781105.1|AALB
OG0002872	LOC108607705|XP_033150877.1|DBUS	LOC118467510|XP_035793960.1|AALB
OG0002873	LOC108602592|XP_017846221.1|DBUS	LOC118459533|XP_035778886.1|AALB
OG0002874	LOC108594230|XP_017834830.2|DBUS	LOC118468513|XP_035795242.1|AALB
OG0002875	LOC108603579|XP_017848007.2|DBUS	LOC118467764|XP_035794489.1|AALB
OG0002877	LOC108608465|XP_017855342.2|DBUS	LOC118459038|XP_035777950.1|AALB
OG0002878	LOC108607576|XP_017853962.2|DBUS	LOC118457633|XP_035775256.1|AALB
OG0002879	LOC108600037|XP_017842867.1|DBUS	LOC118457945|XP_035775852.1|AALB
OG0002880	LOC108604924|XP_017849982.1|DBUS	LOC118457942|XP_035775850.1|AALB
OG0002881	LOC108608162|XP_017854905.1|DBUS	LOC118459532|XP_035778884.1|AALB
OG0002882	LOC108595530|XP_017836273.1|DBUS	LOC118457448|XP_035774937.1|AALB
OG0002883	LOC108608352|XP_017855186.1|DBUS	LOC118461207|XP_035782152.1|AALB
OG0002884	LOC108600137|XP_017843021.1|DBUS	LOC118458085|XP_035776138.1|AALB
