Orthogroup	DBUS.longest_only	CQUI.longest_only
OG0000599	LOC108598020|XP_033149613.1|DBUS, LOC108598021|XP_017840125.2|DBUS	LOC6050368|XP_001866970.2|CQUI, LOC6049535|XP_038116182.1|CQUI
OG0000600	LOC108595133|XP_017835783.1|DBUS, LOC108597445|XP_017839497.1|DBUS	LOC6050355|XP_001866971.1|CQUI
OG0000601	LOC108607665|XP_017854114.2|DBUS, LOC108607664|XP_017854100.1|DBUS	LOC6054167|XP_001870128.2|CQUI
OG0000602	LOC108600870|XP_017844175.1|DBUS, LOC108602317|XP_017845894.1|DBUS	LOC6038510|XP_038113028.1|CQUI
OG0000603	LOC108607538|XP_017853908.1|DBUS	LOC6054012|XP_038110242.1|CQUI
OG0000604	LOC108606212|XP_017851590.1|DBUS, LOC108600146|XP_033150916.1|DBUS	LOC6043454|XP_038114068.1|CQUI
OG0000605	LOC108600259|XP_017843707.2|DBUS	LOC6049416|XP_001866184.2|CQUI, LOC6049420|XP_001866188.2|CQUI, LOC6049414|XP_001866182.2|CQUI, LOC6049413|XP_001866181.2|CQUI, LOC6049411|XP_001866179.2|CQUI
OG0000607	LOC108603848|XP_017848490.1|DBUS, LOC108604803|XP_017849894.1|DBUS	LOC6039121|XP_001848783.1|CQUI
OG0000608	LOC108601745|XP_017845154.1|DBUS, LOC108604230|XP_033149870.1|DBUS	LOC6042037|XP_038115700.1|CQUI
OG0000609	LOC108606870|XP_017852869.1|DBUS, LOC108594303|XP_017834934.1|DBUS, LOC108596154|XP_017837144.1|DBUS	LOC6048878|XP_038115264.1|CQUI
OG0000610	LOC108598921|XP_017841174.1|DBUS, LOC108595804|XP_017836583.1|DBUS	LOC6041438|XP_001850698.2|CQUI
OG0000611	LOC108596906|XP_017838590.1|DBUS, LOC108597476|XP_017839540.1|DBUS	LOC6038097|XP_038106033.1|CQUI
OG0000615	LOC108605812|XP_017851107.1|DBUS, LOC108602040|XP_017845536.1|DBUS	LOC119767686|XP_038112773.1|CQUI
OG0000616	LOC108606577|XP_017852289.1|DBUS	LOC6048951|XP_038114828.1|CQUI, LOC119770520|XP_038121468.1|CQUI, LOC6048954|XP_038121478.1|CQUI
OG0000617	LOC108603116|XP_017847115.1|DBUS, LOC108602630|XP_017846261.1|DBUS	LOC6047468|XP_001864522.2|CQUI
OG0000618	LOC108598280|XP_017840385.2|DBUS	LOC6039614|XP_001849188.1|CQUI
OG0000619	LOC108595862|XP_017836642.1|DBUS	LOC6040690|XP_001850045.2|CQUI, LOC119765528|XP_038105487.1|CQUI
OG0000620	LOC108600112|XP_017842971.2|DBUS	LOC6032813|XP_038118430.1|CQUI
OG0000621	LOC108603301|XP_017847467.1|DBUS, LOC108606999|XP_017853064.1|DBUS	LOC6031110|XP_001841955.1|CQUI
OG0000622	LOC108601034|XP_017844402.2|DBUS, LOC108601069|XP_017844451.2|DBUS	LOC6040743|XP_038116870.1|CQUI
OG0000623	LOC108598501|XP_017840661.1|DBUS, LOC108598427|XP_017840543.1|DBUS	LOC119769481|XP_038118011.1|CQUI
OG0000624	LOC108595853|XP_017836633.1|DBUS, LOC108595816|XP_017836595.1|DBUS	LOC6044017|XP_001861591.1|CQUI
OG0000625	LOC108599598|XP_017842038.2|DBUS, LOC108599602|XP_017842044.1|DBUS	LOC6040993|XP_038116438.1|CQUI
OG0000626	LOC108595716|XP_033149015.1|DBUS, LOC108597657|XP_017839805.1|DBUS	LOC6051789|XP_001868161.1|CQUI
OG0000627	LOC108600158|XP_017843048.1|DBUS, LOC108606137|XP_017851480.1|DBUS	LOC6042124|XP_038110833.1|CQUI
OG0000628	LOC108598182|XP_033149621.1|DBUS, LOC108601324|XP_017844715.2|DBUS, LOC108600241|XP_017843166.1|DBUS	LOC6031813|XP_001842520.1|CQUI
OG0000629	LOC108604816|XP_017849913.1|DBUS, LOC108608245|XP_017855021.2|DBUS	LOC119766976|XP_038109725.1|CQUI
OG0000630	LOC108594231|XP_017834831.2|DBUS, LOC108594324|XP_017834963.1|DBUS	LOC6035276|XP_038111598.1|CQUI
OG0000631	LOC108608207|XP_017854971.2|DBUS, LOC108608114|XP_017854830.1|DBUS	LOC6033752|XP_038111487.1|CQUI
OG0000632	LOC108608105|XP_017854808.1|DBUS, LOC108602629|XP_017846264.1|DBUS	LOC6039836|XP_038110109.1|CQUI
OG0000634	LOC108596891|XP_017838563.1|DBUS	LOC6044510|XP_001862016.2|CQUI
OG0000635	LOC108594749|XP_017835377.1|DBUS, LOC108605299|XP_017850452.1|DBUS	LOC6051292|XP_038119302.1|CQUI
OG0000636	LOC108607989|XP_017854638.1|DBUS, LOC108607990|XP_017854639.1|DBUS	LOC6053271|XP_038121208.1|CQUI
OG0000637	LOC108604983|XP_017850042.1|DBUS, LOC108604984|XP_033150400.1|DBUS	LOC6046174|XP_038111493.1|CQUI
OG0000638	LOC108605235|XP_017850337.1|DBUS	LOC6035960|XP_001846068.1|CQUI
OG0000639	LOC108599939|XP_017842649.1|DBUS	LOC6034680|XP_038109438.1|CQUI
OG0000646	LOC108604786|XP_017849875.1|DBUS, LOC108602835|XP_017846573.1|DBUS	LOC6053145|XP_038116913.1|CQUI
OG0000647	LOC108601417|XP_017844805.1|DBUS, LOC108607226|XP_017853390.1|DBUS	LOC6052863|XP_038104142.1|CQUI
OG0000648	LOC108605926|XP_017851234.2|DBUS	LOC6044379|XP_038104457.1|CQUI
OG0000649	LOC108605610|XP_017850877.1|DBUS, LOC108606908|XP_017852934.1|DBUS	LOC6052346|XP_038122673.1|CQUI
OG0000650	LOC108603167|XP_017847213.1|DBUS	LOC119765291|XP_038104781.1|CQUI
OG0000651	LOC108600435|XP_017843498.2|DBUS, LOC108598637|XP_033149019.1|DBUS, LOC108600321|XP_017843312.2|DBUS	LOC6034792|XP_038108743.1|CQUI
OG0000652	LOC108595618|XP_017836373.1|DBUS, LOC108605777|XP_017851069.1|DBUS	LOC6047846|XP_001864848.1|CQUI
OG0000654	LOC108599660|XP_017843215.2|DBUS	LOC6039542|XP_038121287.1|CQUI
OG0000655	LOC108597572|XP_017839672.1|DBUS, LOC108607755|XP_017854270.1|DBUS	LOC6041337|XP_001850614.2|CQUI
OG0000656	LOC108604545|XP_017849552.1|DBUS, LOC108596437|XP_033149111.1|DBUS, LOC108604546|XP_017849558.1|DBUS	LOC6051101|XP_038116957.1|CQUI
OG0000657	LOC108599245|XP_017841531.1|DBUS, LOC108608016|XP_017854679.1|DBUS	LOC6041310|XP_001850590.2|CQUI
OG0000658	LOC108607060|XP_017853162.1|DBUS, LOC108604640|XP_017849679.1|DBUS	LOC6037018|XP_038108424.1|CQUI
OG0000659	LOC108608130|XP_017854851.1|DBUS	LOC6036999|XP_001846964.1|CQUI
OG0000660	LOC108607626|XP_017854033.1|DBUS, LOC108603719|XP_017848289.1|DBUS, LOC108607629|XP_017854039.1|DBUS	LOC6053861|XP_001869873.1|CQUI
OG0000661	LOC108600717|XP_017843942.1|DBUS, LOC108597398|XP_017839428.1|DBUS	LOC6033622|XP_001844049.2|CQUI
OG0000662	LOC108598489|XP_017840633.1|DBUS, LOC108605825|XP_017851119.1|DBUS	LOC6052557|XP_038120537.1|CQUI
OG0000663	LOC108597613|XP_017839740.1|DBUS	LOC6039520|XP_001849122.2|CQUI
OG0000664	LOC108606723|XP_017852595.1|DBUS	LOC6046260|XP_038114809.1|CQUI
OG0000665	LOC108604240|XP_017849102.1|DBUS	LOC6048712|XP_001865588.1|CQUI
OG0000666	LOC108597472|XP_017839535.2|DBUS, LOC108606449|XP_017852052.1|DBUS	LOC6054798|XP_038119012.1|CQUI
OG0000667	LOC108606338|XP_017851870.1|DBUS, LOC108604078|XP_017848837.1|DBUS	LOC6046897|XP_038119403.1|CQUI
OG0000668	LOC108601703|XP_017845105.1|DBUS, LOC108602757|XP_017846418.1|DBUS	LOC6046395|XP_038118170.1|CQUI
OG0000669	LOC108605774|XP_017851066.1|DBUS, LOC117134958|XP_033150492.1|DBUS	LOC119770724|XP_038122042.1|CQUI
OG0000670	LOC108605811|XP_017851106.1|DBUS	LOC6046815|XP_038111687.1|CQUI
OG0000671	LOC108604017|XP_017848750.1|DBUS, LOC108603152|XP_017847193.1|DBUS	LOC6038345|XP_001848160.1|CQUI
OG0000672	LOC108605641|XP_017850912.2|DBUS, LOC108605985|XP_017851296.1|DBUS	LOC6043037|XP_038113688.1|CQUI
OG0000673	LOC108605232|XP_017850334.1|DBUS, LOC108600408|XP_017843453.2|DBUS	LOC6034544|XP_001844844.1|CQUI
OG0000677	LOC108599268|XP_017841554.2|DBUS, LOC108605531|XP_017850771.1|DBUS	LOC119771220|XP_038122896.1|CQUI
OG0000678	LOC108604300|XP_017849206.1|DBUS, LOC108602381|XP_033149881.1|DBUS	LOC6049218|XP_001866018.1|CQUI
OG0000679	LOC108607029|XP_017853108.1|DBUS	LOC6043332|XP_001858497.2|CQUI, LOC6043334|XP_038120970.1|CQUI, LOC119770348|XP_038120969.1|CQUI, LOC6051380|XP_001867828.2|CQUI, LOC6041272|XP_001850558.1|CQUI, LOC6041270|XP_038114788.1|CQUI
OG0000680	LOC108605264|XP_017850380.1|DBUS, LOC108605260|XP_017850373.1|DBUS	LOC6040463|XP_038110968.1|CQUI
OG0000681	LOC108604726|XP_017849795.1|DBUS, LOC108607265|XP_017853447.1|DBUS	LOC6034420|XP_038105001.1|CQUI
OG0000683	LOC108601724|XP_017845132.1|DBUS	LOC119771188|XP_038122716.1|CQUI, LOC119771187|XP_038122715.1|CQUI, LOC6041367|XP_001850634.1|CQUI, LOC6035206|XP_001845435.2|CQUI
OG0000684	LOC108601961|XP_017845437.1|DBUS, LOC108604666|XP_017849707.1|DBUS	LOC6048395|XP_001865319.1|CQUI
OG0000685	LOC108606072|XP_017851407.1|DBUS, LOC108603221|XP_017847309.1|DBUS	LOC6037400|XP_038114905.1|CQUI
OG0000686	LOC108596894|XP_017838571.1|DBUS, LOC108605804|XP_017851099.1|DBUS	LOC6051596|XP_038120199.1|CQUI
OG0000687	LOC108595667|XP_017836436.1|DBUS, LOC108600086|XP_017842934.2|DBUS	LOC6035321|XP_001845536.1|CQUI
OG0000688	LOC108596233|XP_017837261.1|DBUS	LOC6040659|XP_038115242.1|CQUI
OG0000689	LOC108595342|XP_017836052.1|DBUS, LOC108595341|XP_017836051.1|DBUS	LOC119769612|XP_038118657.1|CQUI
OG0000690	LOC108606903|XP_017852925.1|DBUS	LOC6050670|XP_038115594.1|CQUI, LOC6038219|XP_001848048.1|CQUI, LOC6047742|XP_001864761.2|CQUI, LOC6042033|XP_001851195.2|CQUI, LOC6050673|XP_001867238.2|CQUI
OG0000691	LOC108607878|XP_017854469.1|DBUS, LOC108600202|XP_017843107.1|DBUS	LOC6038874|XP_038122076.1|CQUI
OG0000692	LOC108598103|XP_033149345.1|DBUS	LOC6050833|XP_038117216.1|CQUI, LOC6050834|XP_001867362.2|CQUI
OG0000694	LOC108600269|XP_033149512.1|DBUS, LOC108607244|XP_017853412.1|DBUS, LOC108599031|XP_017841301.1|DBUS	LOC6047733|XP_038120382.1|CQUI
OG0000695	LOC108608419|XP_017855270.1|DBUS, LOC117134642|XP_033150758.1|DBUS	LOC6043622|XP_038113841.1|CQUI
OG0000696	LOC108608084|XP_017854776.2|DBUS	LOC6034106|XP_001844471.1|CQUI
OG0000697	LOC108606322|XP_017851825.1|DBUS, LOC108608212|XP_017854976.1|DBUS	LOC6037877|XP_001847743.2|CQUI
OG0000698	LOC108601773|XP_017845192.1|DBUS, LOC108601849|XP_017845289.1|DBUS	LOC6054309|XP_038113357.1|CQUI
OG0000699	LOC108597459|XP_017839539.1|DBUS, LOC108601350|XP_017844737.2|DBUS	LOC6031882|XP_038111805.1|CQUI
OG0000700	LOC108606313|XP_033149889.1|DBUS, LOC108595140|XP_017838733.2|DBUS	LOC6045669|XP_038108368.1|CQUI
OG0000701	LOC108594713|XP_017835341.1|DBUS, LOC108605117|XP_017850169.1|DBUS	LOC6050972|XP_038112604.1|CQUI
OG0000702	LOC108602860|XP_017846630.1|DBUS, LOC108602859|XP_017846625.2|DBUS	LOC6052432|XP_038117603.1|CQUI
OG0000703	LOC108594540|XP_033149358.1|DBUS, LOC108596323|XP_017837434.1|DBUS	LOC6035033|XP_038122275.1|CQUI
OG0000704	LOC108606312|XP_033150380.1|DBUS, LOC108601735|XP_017845145.1|DBUS	LOC6038164|XP_038120107.1|CQUI
OG0000705	LOC108600139|XP_017843019.1|DBUS	LOC6052245|XP_038115015.1|CQUI
OG0000706	LOC108594528|XP_017835221.1|DBUS, LOC108605421|XP_017850582.1|DBUS	LOC6046887|XP_038117985.1|CQUI
OG0000707	LOC108595525|XP_017836269.1|DBUS, LOC108607234|XP_017853401.1|DBUS	LOC6045804|XP_038117453.1|CQUI
OG0000708	LOC108606833|XP_017852807.1|DBUS, LOC108605072|XP_033150299.1|DBUS	LOC6037569|XP_038120474.1|CQUI
OG0000709	LOC108602133|XP_017845650.1|DBUS, LOC108606906|XP_017852930.1|DBUS	LOC6039218|XP_038117369.1|CQUI
OG0000710	LOC108602729|XP_017846370.1|DBUS	LOC6031510|XP_001842300.1|CQUI
OG0000711	LOC108598725|XP_017840943.1|DBUS, LOC108606706|XP_033150306.1|DBUS	LOC6036869|XP_001846852.1|CQUI
OG0000712	LOC108601532|XP_033149929.1|DBUS, LOC108604378|XP_017849321.1|DBUS	LOC119766789|XP_038108506.1|CQUI, LOC6045985|XP_038106057.1|CQUI
OG0000713	LOC108602569|XP_017846194.1|DBUS	LOC6049870|XP_001866561.1|CQUI
OG0000714	LOC108605721|XP_017851003.1|DBUS, LOC108600087|XP_017842935.1|DBUS	LOC6045584|XP_038113889.1|CQUI
OG0000715	LOC108599416|XP_017841716.1|DBUS	LOC119767953|XP_038113953.1|CQUI
OG0000716	LOC108606880|XP_017852893.1|DBUS, LOC108600643|XP_017843826.1|DBUS	LOC6040190|XP_001849640.2|CQUI
OG0000724	LOC108606112|XP_017851454.1|DBUS, LOC108603965|XP_017848655.1|DBUS	LOC6042711|XP_001870728.1|CQUI
OG0000726	LOC108604848|XP_033150559.1|DBUS, LOC108604703|XP_017849752.1|DBUS	LOC6035562|XP_038104583.1|CQUI
OG0000727	LOC117134862|XP_033150022.1|DBUS, LOC108603002|XP_033150021.1|DBUS, LOC108603009|XP_017846893.1|DBUS	LOC6032646|XP_001843213.2|CQUI, LOC6032648|XP_038122826.1|CQUI
OG0000730	LOC108599332|XP_017841625.1|DBUS, LOC108608005|XP_017854657.1|DBUS	LOC6031123|XP_001841967.1|CQUI
OG0000731	LOC108598000|XP_017840105.1|DBUS, LOC108594856|XP_017835482.1|DBUS	LOC6043928|XP_001861511.1|CQUI
OG0000732	LOC108601070|XP_017844453.1|DBUS, LOC108598913|XP_017841165.1|DBUS	LOC6041983|XP_001851156.1|CQUI
OG0000733	LOC108602357|XP_017845946.1|DBUS, LOC108600294|XP_017843264.1|DBUS	LOC6047563|XP_001864598.2|CQUI
OG0000734	LOC108606261|XP_017851712.1|DBUS, LOC108600322|XP_017843313.1|DBUS	LOC6052234|XP_038116578.1|CQUI
OG0000735	LOC108605681|XP_017850961.1|DBUS, LOC108598620|XP_017840811.1|DBUS	LOC6044469|XP_001861983.1|CQUI
OG0000736	LOC108608002|XP_033150560.1|DBUS, LOC108607797|XP_033150589.1|DBUS	LOC6037099|XP_038112503.1|CQUI
OG0000738	LOC108594304|XP_033150139.1|DBUS, LOC108603854|XP_017848500.1|DBUS	LOC6036448|XP_001846499.1|CQUI
OG0000739	LOC108604641|XP_033149989.1|DBUS, LOC108602057|XP_017845560.1|DBUS	LOC6036343|XP_038110352.1|CQUI
OG0000740	LOC108604435|XP_017849398.1|DBUS	LOC6038854|XP_038113339.1|CQUI
OG0000741	LOC108606241|XP_017851678.1|DBUS, LOC108606904|XP_017852926.1|DBUS	LOC6038156|XP_038115491.1|CQUI, LOC6038158|XP_001847991.2|CQUI
OG0000742	LOC108607177|XP_017853322.1|DBUS, LOC108607136|XP_017853262.1|DBUS	LOC6046871|XP_038115688.1|CQUI
OG0000743	LOC108600090|XP_033149697.1|DBUS, LOC108594740|XP_017835367.1|DBUS	LOC6050273|XP_001866910.2|CQUI
OG0000744	LOC108596536|XP_017837914.1|DBUS, LOC108596482|XP_017837748.1|DBUS	LOC6047300|XP_001864379.2|CQUI, LOC6047301|XP_001864380.2|CQUI
OG0000746	LOC108597590|XP_017839698.1|DBUS, LOC108603431|XP_017847739.1|DBUS, LOC108597153|XP_017839043.1|DBUS	LOC6043117|XP_001855912.2|CQUI
OG0000753	LOC108599193|XP_017841478.1|DBUS	LOC6048959|XP_038122824.1|CQUI
OG0000754	LOC108607139|XP_017853265.1|DBUS, LOC108606967|XP_017853018.1|DBUS	LOC6049897|XP_001866577.2|CQUI
OG0000756	LOC108602601|XP_017846227.1|DBUS	LOC6046145|XP_001863379.2|CQUI
OG0000757	LOC108594276|XP_017834899.1|DBUS, LOC108599063|XP_017841332.1|DBUS	LOC6046554|XP_038118070.1|CQUI
OG0000758	LOC108598573|XP_017840748.1|DBUS	LOC6040607|XP_038119298.1|CQUI
OG0000761	LOC108594312|XP_017834945.1|DBUS, LOC108608239|XP_017855014.1|DBUS	LOC6033760|XP_038107373.1|CQUI
OG0000762	LOC108602368|XP_017839991.1|DBUS, LOC108602287|XP_033149581.1|DBUS	LOC6037908|XP_001847768.1|CQUI
OG0000764	LOC108605383|XP_033150390.1|DBUS	LOC6039471|XP_038122347.1|CQUI
OG0000765	LOC108599274|XP_017841559.1|DBUS, LOC108605509|XP_017850747.1|DBUS	LOC6049633|XP_038120394.1|CQUI
OG0000766	LOC108607586|XP_033150640.1|DBUS, LOC108606619|XP_017852390.1|DBUS	LOC6046669|XP_001863836.1|CQUI
OG0000767	LOC108603448|XP_033150088.1|DBUS, LOC108599723|XP_017842209.1|DBUS	LOC6033818|XP_001844213.2|CQUI
OG0000768	LOC108598553|XP_017840725.1|DBUS	LOC6037757|XP_038118780.1|CQUI
OG0000769	LOC108602143|XP_017845665.1|DBUS, LOC108604998|XP_017850053.1|DBUS	LOC6036915|XP_001846890.2|CQUI
OG0000770	LOC108597166|XP_017839069.1|DBUS, LOC108595522|XP_017836266.1|DBUS	LOC119766679|XP_038107821.1|CQUI, LOC6032313|XP_001842945.1|CQUI
OG0000771	LOC108598894|XP_017841144.1|DBUS	LOC6037662|XP_038113592.1|CQUI
OG0000778	LOC108595294|XP_033149758.1|DBUS, LOC117134680|XP_033149029.1|DBUS	LOC6038198|XP_038117770.1|CQUI
OG0000779	LOC108605163|XP_017850235.1|DBUS	LOC6051382|XP_038104144.1|CQUI, LOC6051383|XP_038115271.1|CQUI, LOC6041720|XP_038104033.1|CQUI, LOC6044161|XP_001861710.2|CQUI, LOC6044291|XP_038121588.1|CQUI
OG0000780	LOC108603341|XP_017847562.1|DBUS, LOC108595125|XP_017835776.2|DBUS	LOC6044209|XP_038104803.1|CQUI, LOC6044211|XP_038104434.1|CQUI, LOC6044213|XP_038122683.1|CQUI
OG0000781	LOC108606777|XP_017852686.1|DBUS, LOC108598664|XP_017840866.1|DBUS	LOC6037941|XP_038110485.1|CQUI
OG0000782	LOC108599254|XP_017841540.2|DBUS, LOC108605397|XP_017850556.1|DBUS	LOC6034796|XP_038114655.1|CQUI
OG0000783	LOC108602146|XP_017845667.1|DBUS, LOC108605216|XP_017850314.1|DBUS	LOC6034787|XP_001845060.1|CQUI
OG0000784	LOC108599076|XP_017841353.1|DBUS, LOC108606990|XP_017853053.1|DBUS	LOC6052698|XP_038104428.1|CQUI
OG0000785	LOC108602404|XP_017846005.1|DBUS	LOC6046529|XP_001863710.2|CQUI, LOC6046527|XP_001863709.2|CQUI
OG0000786	LOC108603078|XP_017847053.1|DBUS	LOC6037507|XP_038107901.1|CQUI
OG0000787	LOC108599738|XP_017842235.2|DBUS	LOC6035614|XP_001845763.1|CQUI
OG0000788	LOC108599944|XP_017842657.1|DBUS	LOC6045925|XP_001863200.1|CQUI
OG0000789	LOC108598935|XP_033150820.1|DBUS, LOC108605911|XP_033150821.1|DBUS	LOC6047537|XP_001864587.2|CQUI
OG0000790	LOC108603631|XP_017848082.2|DBUS, LOC108600703|XP_017843919.2|DBUS	LOC119767740|XP_038113035.1|CQUI
OG0000791	LOC108603674|XP_017848163.1|DBUS	LOC6036471|XP_001846521.1|CQUI
OG0000792	LOC108602758|XP_017846423.1|DBUS	LOC119767396|XP_038111828.1|CQUI, LOC6046623|XP_001863795.2|CQUI
OG0000793	LOC108603824|XP_017848443.1|DBUS	LOC6046063|XP_001863318.1|CQUI
OG0000794	LOC108606255|XP_017851693.1|DBUS	LOC6050901|XP_001867420.2|CQUI, LOC6050899|XP_001867422.2|CQUI
OG0000795	LOC108605524|XP_017850764.1|DBUS, LOC108602324|XP_017845898.1|DBUS	LOC6034049|XP_001844428.2|CQUI
OG0000796	LOC108605214|XP_017850312.1|DBUS	LOC6036713|XP_001846717.2|CQUI
OG0000797	LOC108602984|XP_017846859.1|DBUS	LOC6037066|XP_001847023.1|CQUI, LOC6046197|XP_001863428.1|CQUI
OG0000798	LOC108596632|XP_017838072.1|DBUS, LOC108596631|XP_017838066.1|DBUS	LOC6052446|XP_038107346.1|CQUI
OG0000799	LOC108605153|XP_017850215.1|DBUS	LOC6054174|XP_038108545.1|CQUI
OG0000801	LOC108595331|XP_017836040.1|DBUS	LOC6046949|XP_001864068.1|CQUI
OG0000802	LOC108605914|XP_017851218.1|DBUS	LOC6040365|XP_001849765.2|CQUI, LOC6051527|XP_038106125.1|CQUI, LOC6040366|XP_038110323.1|CQUI
OG0000803	LOC108594237|XP_017834837.1|DBUS, LOC108601161|XP_017844582.1|DBUS	LOC6036009|XP_001846113.1|CQUI
OG0000811	LOC108602356|XP_017845945.1|DBUS, LOC117134683|XP_033149033.1|DBUS, LOC108596242|XP_017837279.1|DBUS	LOC6032795|XP_001843334.2|CQUI
OG0000812	LOC108606922|XP_017852953.1|DBUS	LOC6031005|XP_038117373.1|CQUI
OG0000814	LOC108595202|XP_017835881.1|DBUS	LOC6042898|XP_038118763.1|CQUI
OG0000815	LOC108597314|XP_017839294.1|DBUS	LOC6031268|XP_038112299.1|CQUI, LOC6031267|XP_001842093.2|CQUI, LOC119766437|XP_038106914.1|CQUI, LOC6031271|XP_038111478.1|CQUI, LOC6031270|XP_038110981.1|CQUI
OG0000816	LOC108605477|XP_017850657.1|DBUS, LOC108602728|XP_017846369.1|DBUS	LOC6036458|XP_001846508.1|CQUI
OG0000817	LOC108602336|XP_017845914.1|DBUS, LOC108602694|XP_017846322.1|DBUS	LOC6041737|XP_001850957.1|CQUI
OG0000819	LOC108605390|XP_017850548.1|DBUS, LOC108605739|XP_017851025.1|DBUS	LOC6051147|XP_038117088.1|CQUI
OG0000820	LOC108606022|XP_033150350.1|DBUS, LOC108596157|XP_017837151.1|DBUS	LOC6038086|XP_038108938.1|CQUI
OG0000821	LOC108602502|XP_017846119.1|DBUS, LOC108595485|XP_017836225.2|DBUS	LOC6036623|XP_001846651.2|CQUI
OG0000822	LOC108595580|XP_017836334.2|DBUS	LOC6036736|XP_001846735.2|CQUI
OG0000830	LOC108605498|XP_017850731.1|DBUS	LOC6040678|XP_001850034.1|CQUI, LOC6040677|XP_001850032.1|CQUI, LOC6040679|XP_001850033.2|CQUI
OG0000831	LOC108597507|XP_017839584.1|DBUS	LOC6032985|XP_038104688.1|CQUI, LOC6032982|XP_001843494.2|CQUI, LOC6039734|XP_001849286.2|CQUI
OG0000832	LOC108596836|XP_017838450.1|DBUS, LOC108594886|XP_017835516.2|DBUS	LOC6038039|XP_001847884.1|CQUI
OG0000833	LOC108598071|XP_033149434.1|DBUS	LOC119770850|XP_038122366.1|CQUI, LOC6043801|XP_038117043.1|CQUI
OG0000834	LOC108604297|XP_017849203.1|DBUS, LOC108604298|XP_017849204.1|DBUS	LOC6049792|XP_001866498.2|CQUI
OG0000836	LOC108594389|XP_017835040.2|DBUS	LOC6033191|XP_038110903.1|CQUI
OG0000837	LOC108605540|XP_017850781.1|DBUS	LOC6046885|XP_038117989.1|CQUI
OG0000838	LOC108599700|XP_017842189.1|DBUS	LOC6039707|XP_001849263.2|CQUI
OG0000839	LOC108603192|XP_017847258.1|DBUS, LOC108603892|XP_017848555.1|DBUS	LOC6032544|XP_001843124.2|CQUI
OG0000840	LOC108606305|XP_017851788.2|DBUS, LOC108607242|XP_017853410.1|DBUS	LOC6033814|XP_001844211.2|CQUI
OG0000841	LOC108603701|XP_017848220.1|DBUS	LOC6043584|XP_038118851.1|CQUI
OG0000842	LOC108601962|XP_017845438.1|DBUS	LOC6052627|XP_038111165.1|CQUI
OG0000843	LOC108596754|XP_017838322.1|DBUS	LOC6052901|XP_001869081.2|CQUI
OG0000844	LOC108603130|XP_017847139.1|DBUS	LOC6040955|XP_038108140.1|CQUI
OG0000845	LOC108606705|XP_017852569.1|DBUS	LOC119769629|XP_038118744.1|CQUI, LOC6040642|XP_001850007.2|CQUI
OG0000854	LOC108606336|XP_017851852.1|DBUS, LOC108606335|XP_017851851.1|DBUS	LOC6041770|XP_001850988.2|CQUI
OG0000855	LOC108606294|XP_017851769.1|DBUS	LOC6040439|XP_038111121.1|CQUI
OG0000856	LOC108600324|XP_033149274.1|DBUS	LOC6042751|XP_038104746.1|CQUI
OG0000857	LOC108606923|XP_017852960.1|DBUS	LOC6045738|XP_038104079.1|CQUI, LOC6045740|XP_001863047.2|CQUI, LOC6048852|XP_001865699.1|CQUI, LOC6052371|XP_001868657.2|CQUI
OG0000858	LOC108601846|XP_017845282.1|DBUS	LOC6033717|XP_001844137.2|CQUI
OG0000860	LOC108599908|XP_033149708.1|DBUS	LOC6032867|XP_038115886.1|CQUI
OG0000861	LOC108595858|XP_017836636.2|DBUS, LOC108594822|XP_017835448.1|DBUS	LOC6037309|XP_001847235.1|CQUI
OG0000862	LOC108596345|XP_017837489.1|DBUS	LOC6043976|XP_001861556.2|CQUI
OG0000863	LOC108601752|XP_017845165.1|DBUS, LOC108595245|XP_017835933.1|DBUS	LOC6044024|XP_038115592.1|CQUI
OG0000864	LOC108603759|XP_017848330.2|DBUS, LOC108607203|XP_017853356.1|DBUS	LOC6041419|XP_038113943.1|CQUI
OG0000865	LOC108604735|XP_017849806.1|DBUS	LOC6032934|XP_038112958.1|CQUI
OG0000866	LOC108608539|XP_017855444.1|DBUS	LOC6041493|XP_038110702.1|CQUI
OG0000867	LOC108601065|XP_017844449.2|DBUS, LOC108599879|XP_017842546.1|DBUS	LOC6050061|XP_001866728.2|CQUI
OG0000868	LOC108605479|XP_017850660.1|DBUS	LOC6037576|XP_001847472.2|CQUI, LOC6038283|XP_038112513.1|CQUI
OG0000869	LOC108604549|XP_017849565.1|DBUS, LOC108602059|XP_017845562.1|DBUS, LOC108604547|XP_017849560.1|DBUS	LOC119767364|XP_038111763.1|CQUI
OG0000871	LOC108597673|XP_017839835.1|DBUS	LOC6038540|XP_001848327.2|CQUI, LOC6038577|XP_038106280.1|CQUI, LOC6038538|XP_001848325.2|CQUI
OG0000872	LOC108605992|XP_017851302.1|DBUS, LOC117135020|XP_033150710.1|DBUS	LOC6038131|XP_001847929.1|CQUI
OG0000873	LOC108600372|XP_017843398.2|DBUS	LOC6047243|XP_001864326.2|CQUI, LOC6038744|XP_038111904.1|CQUI, LOC6036763|XP_038106219.1|CQUI
OG0000874	LOC108605790|XP_017851082.1|DBUS, LOC108597521|XP_017839603.1|DBUS	LOC6037196|XP_038109655.1|CQUI
OG0000875	LOC108601430|XP_017844817.1|DBUS, LOC108605091|XP_033150417.1|DBUS, LOC108605090|XP_017850145.1|DBUS, LOC108599113|XP_017841362.1|DBUS	LOC6040537|XP_038110191.1|CQUI
