Orthogroup	DSUZ.longest_only	HILL.longest_only
OG0002270	LOC108009823|XP_016929996.1|DSUZ	LOC119646408|XP_037902781.1|HILL
OG0002271	LOC108013421|XP_016934773.1|DSUZ	LOC119647797|XP_037904933.1|HILL
OG0002272	LOC108013526|XP_016934911.1|DSUZ	LOC119647750|XP_037904797.1|HILL
OG0002273	LOC108011881|XP_036672208.1|DSUZ	LOC119649571|XP_037907701.1|HILL
OG0002274	LOC108017609|XP_036671388.1|DSUZ, LOC108007761|XP_036678184.1|DSUZ	LOC119647790|XP_037904910.1|HILL
OG0002275	LOC108013426|XP_016934780.1|DSUZ	LOC119647795|XP_037904925.1|HILL
OG0002277	LOC108012817|XP_016933745.1|DSUZ	LOC119649061|XP_037906973.1|HILL
OG0002278	LOC108012232|XP_036671952.1|DSUZ	LOC119650383|XP_037909050.1|HILL
OG0002279	LOC108012445|XP_016933304.1|DSUZ	LOC119648852|XP_037906657.1|HILL, LOC119649155|XP_037907094.1|HILL
OG0002280	LOC108006686|XP_036671917.1|DSUZ	LOC119648199|XP_037905723.1|HILL
OG0002281	LOC108006665|XP_036670808.1|DSUZ	LOC119648008|XP_037905336.1|HILL
OG0002282	LOC108007163|XP_016926270.1|DSUZ	LOC119649086|XP_037907016.1|HILL
OG0002283	LOC108008759|XP_016928146.1|DSUZ	LOC119657305|XP_037920132.1|HILL, LOC119657228|XP_037920008.1|HILL, LOC119657393|XP_037920249.1|HILL
OG0002284	LOC108019807|XP_016943304.1|DSUZ	LOC119646518|XP_037902906.1|HILL
OG0002285	LOC108021830|XP_016946124.1|DSUZ	LOC119650463|XP_037909255.1|HILL
OG0002286	LOC108018049|XP_016940930.2|DSUZ, LOC108010257|XP_016930603.2|DSUZ	LOC119649955|XP_037908319.1|HILL
OG0002287	LOC108009969|XP_016930220.1|DSUZ	LOC119653021|XP_037913392.1|HILL
OG0002288	LOC108013055|XP_016934162.1|DSUZ	LOC119648663|XP_037906373.1|HILL
OG0002289	LOC108012912|XP_016933922.1|DSUZ	LOC119649250|XP_037907246.1|HILL
OG0002290	LOC108007729|XP_016926968.1|DSUZ	LOC119651797|XP_037911508.1|HILL
OG0002291	LOC108018041|XP_016940917.1|DSUZ	LOC119647226|XP_037903991.1|HILL
OG0002292	LOC108018152|XP_016941104.1|DSUZ	LOC119653533|XP_037914141.1|HILL
OG0002293	LOC108011186|XP_016931766.1|DSUZ	LOC119659415|XP_037923419.1|HILL
OG0002294	LOC108006488|XP_016925501.2|DSUZ	LOC119661107|XP_037926231.1|HILL
OG0002295	LOC108018762|XP_016941834.1|DSUZ	LOC119653230|XP_037913745.1|HILL
OG0002296	LOC108018708|XP_016941773.1|DSUZ	LOC119652982|XP_037913322.1|HILL
OG0002297	LOC108004908|XP_036674030.1|DSUZ	LOC119659876|XP_037924122.1|HILL
OG0002298	LOC108008387|XP_016927721.1|DSUZ	LOC119656593|XP_037918937.1|HILL
OG0002299	LOC108008634|XP_016928004.1|DSUZ	LOC119657831|XP_037920880.1|HILL
OG0002300	LOC108006324|XP_016925317.1|DSUZ	LOC119653080|XP_037913497.1|HILL
OG0002301	LOC108021186|XP_016945261.1|DSUZ	LOC119653049|XP_037913441.1|HILL
OG0002302	LOC108021114|XP_016945149.1|DSUZ	LOC119650848|XP_037909921.1|HILL
OG0002303	LOC108004661|XP_016923124.1|DSUZ	LOC119653669|XP_037914431.1|HILL
OG0002304	LOC108021639|XP_016945936.1|DSUZ	LOC119652508|XP_037912624.1|HILL
OG0002305	LOC108005905|XP_016924796.1|DSUZ	LOC119651745|XP_037911403.1|HILL, LOC119651397|XP_037910906.1|HILL, LOC119652571|XP_037912713.1|HILL
OG0002306	LOC108021405|XP_016945598.1|DSUZ	LOC119653029|XP_037913402.1|HILL
OG0002308	LOC108020882|XP_016944770.1|DSUZ	LOC119650780|XP_037909817.1|HILL
OG0002309	LOC108016498|XP_016938657.1|DSUZ	LOC119651381|XP_037910882.1|HILL
OG0002310	LOC108007289|XP_016926421.1|DSUZ	LOC119647257|XP_037904066.1|HILL
OG0002311	LOC108014712|XP_036672957.1|DSUZ	LOC119652655|XP_037912835.1|HILL
OG0002312	LOC108021538|XP_016945793.1|DSUZ	LOC119652707|XP_037912916.1|HILL
OG0002314	LOC108019657|XP_016943033.1|DSUZ	LOC119655834|XP_037917872.1|HILL, LOC119655507|XP_037917343.1|HILL
OG0002315	LOC108008404|XP_016927737.1|DSUZ	LOC119655367|XP_037917156.1|HILL
OG0002316	LOC108008930|XP_016928334.1|DSUZ	LOC119651316|XP_037910774.1|HILL, LOC119646240|XP_037902563.1|HILL
OG0002317	LOC108013361|XP_016934671.1|DSUZ	LOC119648385|XP_037906049.1|HILL
OG0002318	LOC108021504|XP_016945746.1|DSUZ	LOC119655108|XP_037916758.1|HILL
OG0002319	LOC108005771|XP_016924592.1|DSUZ	LOC119652959|XP_037913282.1|HILL
OG0002320	LOC108009382|XP_016929179.1|DSUZ	LOC119661768|XP_037927170.1|HILL
OG0002321	LOC108008443|XP_016927784.1|DSUZ	LOC119654879|XP_037916414.1|HILL
OG0002322	LOC108021683|XP_016945994.1|DSUZ	LOC119651720|XP_037911370.1|HILL
OG0002323	LOC108005119|XP_016923785.1|DSUZ	LOC119655386|XP_037917185.1|HILL
OG0002324	LOC108011053|XP_036671185.1|DSUZ, LOC108019346|XP_036671187.1|DSUZ	LOC119649617|XP_037907765.1|HILL
OG0002325	LOC108014097|XP_016935606.1|DSUZ	LOC119649629|XP_037907792.1|HILL
OG0002326	LOC108014101|XP_016935615.1|DSUZ	LOC119649630|XP_037907797.1|HILL
OG0002327	LOC108006022|XP_036674274.1|DSUZ	LOC119647579|XP_037904514.1|HILL
OG0002328	LOC108005856|XP_016924725.1|DSUZ	LOC119651995|XP_037911843.1|HILL
OG0002329	LOC108006880|XP_016925955.1|DSUZ	LOC119661282|XP_037926486.1|HILL
OG0002330	LOC108006057|XP_016924993.1|DSUZ	LOC119659245|XP_037923156.1|HILL
OG0002331	LOC108011219|XP_016931802.1|DSUZ	LOC119646483|XP_037902866.1|HILL, LOC119646794|XP_037903311.1|HILL
OG0002332	LOC108012368|XP_016933211.1|DSUZ	LOC119659200|XP_037923095.1|HILL
OG0002333	LOC108009475|XP_016929344.1|DSUZ	LOC119657902|XP_037920990.1|HILL
OG0002334	LOC108005689|XP_016924505.1|DSUZ	LOC119652270|XP_037912182.1|HILL
OG0002335	LOC108018244|XP_016941259.1|DSUZ	LOC119656022|XP_037918209.1|HILL
OG0002336	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ	LOC119648710|XP_037906447.1|HILL
OG0002337	LOC108009071|XP_016928573.1|DSUZ	LOC119661456|XP_037926740.1|HILL
OG0002338	LOC108020985|XP_016944932.1|DSUZ	LOC119646257|XP_037902586.1|HILL
OG0002339	LOC108020099|XP_016943692.1|DSUZ	LOC119661238|XP_037926395.1|HILL, LOC119658619|XP_037922043.1|HILL
OG0002340	LOC108019665|XP_016943082.2|DSUZ	LOC119646924|XP_037903532.1|HILL
OG0002341	LOC108008375|XP_016927704.1|DSUZ	LOC119646973|XP_037903605.1|HILL
OG0002342	LOC108018924|XP_036669333.1|DSUZ	LOC119649030|XP_037906931.1|HILL
OG0002343	LOC108019307|XP_016942620.2|DSUZ	LOC119660713|XP_037925287.1|HILL
OG0002344	LOC108006529|XP_036677565.1|DSUZ	LOC119651744|XP_037911406.1|HILL
OG0002345	LOC108019605|XP_016942972.1|DSUZ	LOC119657767|XP_037920762.1|HILL
OG0002346	LOC108021593|XP_016945872.1|DSUZ	LOC119651353|XP_037910840.1|HILL, LOC119653163|XP_037913631.1|HILL
OG0002347	LOC108010069|XP_016930372.1|DSUZ	LOC119646674|XP_037903132.1|HILL
OG0002348	LOC108020987|XP_016944934.1|DSUZ	LOC119647049|XP_037903733.1|HILL
OG0002349	LOC108019816|XP_016943319.1|DSUZ	LOC119658296|XP_037921522.1|HILL
OG0002350	LOC108019813|XP_016943313.1|DSUZ	LOC119657278|XP_037920050.1|HILL
OG0002351	LOC108009832|XP_016930011.1|DSUZ	LOC119646879|XP_037903434.1|HILL
OG0002352	LOC108018247|XP_016941263.1|DSUZ	LOC119647139|XP_037903859.1|HILL
OG0002353	LOC108014507|XP_016936135.1|DSUZ	LOC119652308|XP_037912247.1|HILL
OG0002354	LOC108019146|XP_016942384.1|DSUZ	LOC119652287|XP_037912211.1|HILL
OG0002355	LOC108008007|XP_016927277.1|DSUZ	LOC119651278|XP_037910710.1|HILL
OG0002356	LOC108021351|XP_016945523.1|DSUZ	LOC119660436|XP_037924918.1|HILL
OG0002357	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ	LOC119653801|XP_037914745.1|HILL
OG0002358	LOC108018085|XP_016940980.1|DSUZ	LOC119656951|XP_037919596.1|HILL
OG0002359	LOC108018892|XP_036675759.1|DSUZ	LOC119657707|XP_037920678.1|HILL
OG0002360	LOC108018331|XP_016941365.1|DSUZ	LOC119652938|XP_037913255.1|HILL
OG0002361	LOC108005562|XP_016924347.2|DSUZ	LOC119650828|XP_037909898.1|HILL
OG0002362	LOC108015014|XP_036678595.1|DSUZ	LOC119647434|XP_037904283.1|HILL
OG0002363	LOC108021462|XP_016945684.1|DSUZ	LOC119652537|XP_037912672.1|HILL
OG0002364	LOC108015745|XP_016937773.1|DSUZ	LOC119649693|XP_037907892.1|HILL
OG0002365	LOC108006227|XP_016925158.1|DSUZ	LOC119661179|XP_037926325.1|HILL
OG0002366	LOC108009436|XP_016929266.1|DSUZ	LOC119661623|XP_037926971.1|HILL
OG0002367	LOC108021432|XP_016945637.1|DSUZ	LOC119661318|XP_037926538.1|HILL
OG0002368	LOC108014608|XP_016936261.1|DSUZ	LOC119652467|XP_037912566.1|HILL
OG0002369	LOC108013727|XP_016935160.1|DSUZ	LOC119649382|XP_037907428.1|HILL, LOC119660565|XP_037925142.1|HILL
OG0002370	LOC108009163|XP_016928769.2|DSUZ	LOC119651809|XP_037911527.1|HILL
OG0002371	LOC108018683|XP_016941748.2|DSUZ	LOC119656539|XP_037918816.1|HILL, LOC119651032|XP_037910274.1|HILL, LOC119650814|XP_037909880.1|HILL
OG0002372	LOC108020739|XP_016944607.1|DSUZ	LOC119660545|XP_037925112.1|HILL, LOC119646395|XP_037902770.1|HILL
OG0002373	LOC108014671|XP_016936330.1|DSUZ	LOC119661102|XP_037926219.1|HILL
OG0002374	LOC108014579|XP_036673371.1|DSUZ	LOC119653043|XP_037913433.1|HILL
OG0002375	LOC108016095|XP_016938182.2|DSUZ	LOC119660203|XP_037924565.1|HILL
OG0002376	LOC108011706|XP_016932409.1|DSUZ	LOC119651132|XP_037910455.1|HILL
OG0002377	LOC108016265|XP_036675171.1|DSUZ	LOC119659088|XP_037922929.1|HILL
OG0002378	LOC108011266|XP_016931863.1|DSUZ	LOC119649998|XP_037908388.1|HILL
OG0002379	LOC108021687|XP_016946004.1|DSUZ	LOC119660040|XP_037924350.1|HILL
OG0002380	LOC108004565|XP_016922990.2|DSUZ	LOC119646172|XP_037902478.1|HILL
OG0002381	LOC108008470|XP_016927815.1|DSUZ	LOC119653793|XP_037914727.1|HILL
OG0002382	LOC108015274|XP_016937128.1|DSUZ	LOC119654175|XP_037915288.1|HILL
OG0002383	LOC108013450|XP_016934815.1|DSUZ	LOC119655164|XP_037916840.1|HILL
OG0002384	LOC108016748|XP_036676311.1|DSUZ	LOC119655722|XP_037917683.1|HILL
OG0002386	LOC108015569|XP_036672606.1|DSUZ	LOC119660530|XP_037925082.1|HILL
OG0002387	LOC108011028|XP_016931550.2|DSUZ	LOC119658632|XP_037922074.1|HILL
OG0002388	LOC108004924|XP_016923509.2|DSUZ	LOC119660597|XP_037925202.1|HILL
OG0002389	LOC108015832|XP_016937889.1|DSUZ	LOC119659861|XP_037924097.1|HILL
OG0002390	LOC108005986|XP_016924919.1|DSUZ	LOC119660777|XP_037925481.1|HILL
OG0002391	LOC108009821|XP_016929994.1|DSUZ	LOC119654799|XP_037916278.1|HILL
OG0002392	LOC108014455|XP_036671678.1|DSUZ	LOC119648776|XP_037906538.1|HILL
OG0002393	LOC108005643|XP_016924446.2|DSUZ	LOC119650098|XP_037908545.1|HILL
OG0002394	LOC108012108|XP_016932876.1|DSUZ	LOC119660569|XP_037925148.1|HILL
OG0002395	LOC108011178|XP_036674378.1|DSUZ	LOC119660359|XP_037924794.1|HILL
OG0002396	LOC108017980|XP_016940806.1|DSUZ	LOC119646132|XP_037902409.1|HILL
OG0002397	LOC108011935|XP_016932672.1|DSUZ	LOC119660308|XP_037924711.1|HILL
OG0002398	LOC108016760|XP_016939001.1|DSUZ	LOC119655398|XP_037917203.1|HILL
OG0002399	LOC108010973|XP_036669887.1|DSUZ	LOC119654108|XP_037915199.1|HILL
OG0002400	LOC108010325|XP_016930737.1|DSUZ	LOC119655117|XP_037916767.1|HILL
OG0002401	LOC108020365|XP_016944074.1|DSUZ	LOC119660972|XP_037925964.1|HILL
OG0002402	LOC108014840|XP_036673534.1|DSUZ	LOC119658794|XP_037922439.1|HILL
OG0002403	LOC108014805|XP_036673559.1|DSUZ	LOC119658795|XP_037922441.1|HILL
OG0002404	LOC108020185|XP_016943781.1|DSUZ, LOC108020184|XP_036678489.1|DSUZ	LOC119658822|XP_037922481.1|HILL
OG0002405	LOC108011252|XP_036675168.1|DSUZ	LOC119658571|XP_037921946.1|HILL
OG0002406	LOC108014334|XP_016935900.2|DSUZ	LOC119648375|XP_037906032.1|HILL
OG0002407	LOC108010829|XP_016931281.2|DSUZ	LOC119658730|XP_037922320.1|HILL
OG0002408	LOC108016237|XP_036674870.1|DSUZ	LOC119660604|XP_037925218.1|HILL
OG0002410	LOC108015573|XP_036672695.1|DSUZ	LOC119660586|XP_037925170.1|HILL
OG0002411	LOC108011553|XP_016932208.1|DSUZ	LOC119659118|XP_037922970.1|HILL
OG0002412	LOC108011730|XP_016932440.2|DSUZ, LOC108007414|XP_036677430.1|DSUZ	LOC119658884|XP_037922597.1|HILL
OG0002413	LOC108015003|XP_016936719.1|DSUZ, LOC108006721|XP_016925753.2|DSUZ	LOC119655404|XP_037917215.1|HILL
OG0002414	LOC108013318|XP_016934599.1|DSUZ	LOC119649954|XP_037908318.1|HILL
OG0002415	LOC108019289|XP_036673766.1|DSUZ, LOC108017426|XP_016939944.2|DSUZ	LOC119659203|XP_037923099.1|HILL
OG0002416	LOC108020424|XP_016944221.1|DSUZ	LOC119660796|XP_037925541.1|HILL
OG0002417	LOC108013674|XP_016935085.1|DSUZ	LOC119660805|XP_037925571.1|HILL, LOC119646214|XP_037902524.1|HILL
OG0002418	LOC108011696|XP_036677602.1|DSUZ, LOC108017039|XP_036677581.1|DSUZ, LOC108017041|XP_036677597.1|DSUZ	LOC119658681|XP_037922173.1|HILL
OG0002419	LOC108016943|XP_016939362.1|DSUZ	LOC119653741|XP_037914593.1|HILL
OG0002420	LOC118877434|XP_036672127.1|DSUZ	LOC119647472|XP_037904337.1|HILL
OG0002421	LOC108005707|XP_016924523.2|DSUZ	LOC119647190|XP_037903929.1|HILL
OG0002422	LOC108015864|XP_036672720.1|DSUZ, LOC108016356|XP_036675059.1|DSUZ	LOC119659721|XP_037923904.1|HILL
OG0002423	LOC108013934|XP_016935433.2|DSUZ	LOC119649055|XP_037906961.1|HILL, LOC119647733|XP_037904768.1|HILL
OG0002424	LOC108020427|XP_016944228.1|DSUZ	LOC119652081|XP_037911950.1|HILL
OG0002425	LOC108019152|XP_016942391.1|DSUZ	LOC119657196|XP_037919928.1|HILL
OG0002426	LOC108012878|XP_016933857.1|DSUZ	LOC119653442|XP_037913957.1|HILL
OG0002427	LOC108020431|XP_016944241.1|DSUZ	LOC119660873|XP_037925712.1|HILL
OG0002428	LOC108015278|XP_016937135.1|DSUZ	LOC119654226|XP_037915372.1|HILL
OG0002429	LOC108012968|XP_036672302.1|DSUZ	LOC119649762|XP_037907984.1|HILL
OG0002430	LOC108018188|XP_016941182.1|DSUZ	LOC119655477|XP_037917306.1|HILL
OG0002431	LOC108010256|XP_016930602.1|DSUZ	LOC119654180|XP_037915295.1|HILL
OG0002432	LOC108016612|XP_016938792.1|DSUZ	LOC119655856|XP_037917903.1|HILL
OG0002433	LOC108014146|XP_036672762.1|DSUZ	LOC119660906|XP_037925781.1|HILL
OG0002434	LOC108017488|XP_016940024.1|DSUZ	LOC119660559|XP_037925127.1|HILL, LOC119660560|XP_037925128.1|HILL
OG0002436	LOC108018097|XP_016940996.1|DSUZ	LOC119654974|XP_037916562.1|HILL
OG0002437	LOC108019824|XP_016943330.1|DSUZ	LOC119656106|XP_037918349.1|HILL
OG0002438	LOC108016855|XP_016939208.1|DSUZ	LOC119654228|XP_037915376.1|HILL
OG0002439	LOC108018579|XP_036678264.1|DSUZ, LOC108020538|XP_036678261.1|DSUZ	LOC119652633|XP_037912809.1|HILL
OG0002440	LOC108010485|XP_036670590.1|DSUZ	LOC119650031|XP_037908440.1|HILL
OG0002441	LOC108009739|XP_016929811.2|DSUZ	LOC119654363|XP_037915637.1|HILL
OG0002442	LOC108009185|XP_016928826.1|DSUZ	LOC119654472|XP_037915818.1|HILL
OG0002443	LOC108009451|XP_036668982.1|DSUZ	LOC119655257|XP_037916981.1|HILL
OG0002444	LOC108009607|XP_016929579.1|DSUZ	LOC119655585|XP_037917455.1|HILL
OG0002445	LOC108019775|XP_016943240.1|DSUZ	LOC119654997|XP_037916592.1|HILL
OG0002446	LOC108009531|XP_016929456.1|DSUZ	LOC119655351|XP_037917131.1|HILL
OG0002447	LOC108020273|XP_016943885.1|DSUZ	LOC119648048|XP_037905436.1|HILL
OG0002448	LOC108008310|XP_016927617.1|DSUZ	LOC119655254|XP_037916980.1|HILL
OG0002449	LOC108008519|XP_016927878.1|DSUZ	LOC119655516|XP_037917352.1|HILL
OG0002450	LOC108018754|XP_016941820.2|DSUZ	LOC119651379|XP_037910880.1|HILL
OG0002451	LOC108017954|XP_016940711.1|DSUZ	LOC119654699|XP_037916141.1|HILL
OG0002452	LOC108008537|XP_016927896.1|DSUZ	LOC119656072|XP_037918280.1|HILL
OG0002453	LOC108010041|XP_016930339.1|DSUZ	LOC119654909|XP_037916465.1|HILL
OG0002454	LOC108013482|XP_016934854.1|DSUZ	LOC119648715|XP_037906451.1|HILL, LOC119646825|XP_037903372.1|HILL
OG0002455	LOC108013481|XP_016934853.1|DSUZ	LOC119648741|XP_037906486.1|HILL
OG0002456	LOC108008655|XP_016928029.1|DSUZ	LOC119655658|XP_037917570.1|HILL
OG0002457	LOC108018007|XP_016940849.1|DSUZ	LOC119646410|XP_037902782.1|HILL
OG0002458	LOC118878938|XP_036677812.1|DSUZ, LOC118878937|XP_036677811.1|DSUZ, LOC108005945|XP_016924860.1|DSUZ	LOC119647523|XP_037904421.1|HILL
OG0002459	LOC108019739|XP_016943160.1|DSUZ	LOC119655273|XP_037917013.1|HILL
OG0002460	LOC108008143|XP_036669438.1|DSUZ	LOC119654957|XP_037916543.1|HILL
OG0002461	LOC108010235|XP_016930577.1|DSUZ	LOC119655739|XP_037917720.1|HILL
OG0002462	LOC108017735|XP_036669759.1|DSUZ	LOC119653574|XP_037914235.1|HILL
OG0002463	LOC108008308|XP_016927614.1|DSUZ	LOC119653475|XP_037914021.1|HILL
OG0002464	LOC108009188|XP_016928828.1|DSUZ	LOC119654425|XP_037915744.1|HILL
OG0002465	LOC118878884|XP_036677786.1|DSUZ, LOC108010723|XP_016931138.1|DSUZ	LOC119655627|XP_037917525.1|HILL
OG0002466	LOC108020398|XP_016944166.1|DSUZ	LOC119660981|XP_037925992.1|HILL
OG0002467	LOC108016083|XP_036671795.1|DSUZ	LOC119649915|XP_037908245.1|HILL
OG0002468	LOC108017370|XP_036671733.1|DSUZ	LOC119647951|XP_037905266.1|HILL
OG0002469	LOC108011628|XP_036673643.1|DSUZ	LOC119658964|XP_037922766.1|HILL
OG0002470	LOC108017820|XP_016940459.1|DSUZ	LOC119655032|XP_037916637.1|HILL
OG0002471	LOC108008348|XP_016927666.1|DSUZ	LOC119654376|XP_037915661.1|HILL, LOC119661413|XP_037926676.1|HILL
OG0002472	LOC108009800|XP_016929953.1|DSUZ	LOC119654274|XP_037915474.1|HILL
OG0002473	LOC108010207|XP_016930540.1|DSUZ	LOC119653549|XP_037914165.1|HILL
OG0002474	LOC108005671|XP_036670413.1|DSUZ	LOC119649201|XP_037907174.1|HILL
OG0002475	LOC108016485|XP_016938639.1|DSUZ	LOC119654429|XP_037915751.1|HILL
OG0002476	LOC108008498|XP_016927852.1|DSUZ	LOC119656275|XP_037918628.1|HILL
OG0002477	LOC108017835|XP_016940477.1|DSUZ	LOC119654629|XP_037916028.1|HILL
OG0002478	LOC108017849|XP_016940492.1|DSUZ	LOC119653653|XP_037914401.1|HILL
OG0002479	LOC108010106|XP_016930416.1|DSUZ	LOC119653693|XP_037914491.1|HILL
OG0002480	LOC108014330|XP_036678295.1|DSUZ	LOC119656249|XP_037918591.1|HILL
OG0002481	LOC108016780|XP_016939036.1|DSUZ	LOC119654359|XP_037915631.1|HILL
OG0002482	LOC108019690|XP_016943071.1|DSUZ	LOC119654812|XP_037916296.1|HILL
OG0002483	LOC108010108|XP_016930418.1|DSUZ	LOC119654265|XP_037915460.1|HILL
OG0002484	LOC108009080|XP_016928621.1|DSUZ	LOC119656027|XP_037918219.1|HILL
OG0002485	LOC108019810|XP_016943308.1|DSUZ	LOC119655679|XP_037917607.1|HILL
OG0002486	LOC108004815|XP_016923374.1|DSUZ	LOC119648139|XP_037905613.1|HILL
OG0002487	LOC108005649|XP_016924449.1|DSUZ	LOC119653874|XP_037914910.1|HILL
OG0002488	LOC108010132|XP_016930449.1|DSUZ	LOC119660954|XP_037925920.1|HILL
OG0002489	LOC108020437|XP_036671133.1|DSUZ, LOC118877513|XP_036672440.1|DSUZ	LOC119660887|XP_037925736.1|HILL
OG0002490	LOC108018073|XP_016940962.1|DSUZ	LOC119654280|XP_037915491.1|HILL
OG0002491	LOC108017620|XP_036670546.1|DSUZ	LOC119647915|XP_037905165.1|HILL
OG0002492	LOC108006181|XP_036669046.1|DSUZ	LOC119654307|XP_037915554.1|HILL
OG0002493	LOC108019718|XP_016943118.1|DSUZ	LOC119655465|XP_037917293.1|HILL
OG0002494	LOC118878154|XP_036675702.1|DSUZ, LOC108017453|XP_036674289.1|DSUZ	LOC119659460|XP_037923474.1|HILL, LOC119660367|XP_037924804.1|HILL
OG0002495	LOC108010019|XP_016930303.1|DSUZ	LOC119654722|XP_037916172.1|HILL
OG0002496	LOC108020691|XP_016944548.1|DSUZ	LOC119649826|XP_037908093.1|HILL, LOC119649761|XP_037907983.1|HILL
OG0002497	LOC108019369|XP_016942680.2|DSUZ	LOC119655269|XP_037917012.1|HILL, LOC119658933|XP_037922695.1|HILL, LOC119649531|XP_037907646.1|HILL, LOC119650156|XP_037908629.1|HILL
OG0002498	LOC108012547|XP_016933450.1|DSUZ	LOC119647689|XP_037904700.1|HILL, LOC119649036|XP_037906923.1|HILL
OG0002499	LOC108013307|XP_036670269.1|DSUZ	LOC119648384|XP_037906048.1|HILL, LOC119649210|XP_037907195.1|HILL, LOC119648699|XP_037906435.1|HILL, LOC119649326|XP_037907355.1|HILL, LOC119649447|XP_037907526.1|HILL, LOC119648383|XP_037906047.1|HILL
OG0002500	LOC108017467|XP_016939994.2|DSUZ	LOC119649957|XP_037908322.1|HILL
OG0002501	LOC108010250|XP_016930596.1|DSUZ	LOC119653412|XP_037913907.1|HILL
OG0002508	LOC108004829|XP_036676017.1|DSUZ	LOC119656934|XP_037919560.1|HILL
OG0002509	LOC108018198|XP_016941203.1|DSUZ	LOC119658018|XP_037921175.1|HILL
OG0002510	LOC108007881|XP_016927138.1|DSUZ	LOC119657160|XP_037919869.1|HILL
OG0002511	LOC108017548|XP_036674219.1|DSUZ, LOC118877545|XP_036672520.1|DSUZ	LOC119658508|XP_037921904.1|HILL
OG0002512	LOC108020357|XP_016944047.1|DSUZ	LOC119660968|XP_037925953.1|HILL
OG0002513	LOC108006956|XP_036674626.1|DSUZ	LOC119651669|XP_037911287.1|HILL
OG0002514	LOC108012361|XP_016933201.2|DSUZ	LOC119657600|XP_037920516.1|HILL
OG0002516	LOC108018846|XP_036674598.1|DSUZ	LOC119652843|XP_037913108.1|HILL
OG0002517	LOC108013673|XP_036676772.1|DSUZ	LOC119656542|XP_037918823.1|HILL
OG0002519	LOC108009241|XP_016928899.1|DSUZ	LOC119657706|XP_037920676.1|HILL
OG0002520	LOC108011111|XP_016931672.1|DSUZ	LOC119657408|XP_037920229.1|HILL
OG0002521	LOC108010457|XP_016930814.1|DSUZ	LOC119658239|XP_037921445.1|HILL
OG0002522	LOC108017509|XP_016940061.1|DSUZ, LOC108020283|XP_016943900.2|DSUZ	LOC119651837|XP_037911562.1|HILL
OG0002523	LOC108010765|XP_036675451.1|DSUZ	LOC119646547|XP_037902949.1|HILL
OG0002524	LOC108015307|XP_016937175.1|DSUZ	LOC119656897|XP_037919505.1|HILL
OG0002525	LOC108014459|XP_036671659.1|DSUZ	LOC119659945|XP_037924218.1|HILL
OG0002526	LOC108015730|XP_016937757.2|DSUZ, LOC108006435|XP_036673307.1|DSUZ	LOC119652519|XP_037912642.1|HILL
OG0002527	LOC118877901|XP_036674310.1|DSUZ	LOC119651131|XP_037910452.1|HILL
OG0002528	LOC108016844|XP_016939183.1|DSUZ	LOC119656514|XP_037918783.1|HILL
OG0002529	LOC118878586|XP_036677512.1|DSUZ, LOC108020243|XP_036673757.1|DSUZ	LOC119659964|XP_037924249.1|HILL
OG0002530	LOC108005636|XP_016924441.1|DSUZ	LOC119651040|XP_037910286.1|HILL
OG0002531	LOC108019502|XP_016942819.1|DSUZ	LOC119652635|XP_037912812.1|HILL
OG0002532	LOC108013031|XP_016934111.1|DSUZ, LOC108007326|XP_016926461.1|DSUZ	LOC119659820|XP_037924032.1|HILL
OG0002533	LOC108005085|XP_016923744.1|DSUZ	LOC119658116|XP_037921311.1|HILL, LOC119656790|XP_037919318.1|HILL
OG0002534	LOC108008474|XP_016927818.1|DSUZ	LOC119658054|XP_037921227.1|HILL
OG0002535	LOC108016341|XP_036672125.1|DSUZ, LOC108020722|XP_016944580.2|DSUZ	LOC119648826|XP_037906614.1|HILL
OG0002536	LOC108014316|XP_016935876.1|DSUZ	LOC119652491|XP_037912601.1|HILL
OG0002537	LOC108009132|XP_016928725.1|DSUZ	LOC119651600|XP_037911177.1|HILL
OG0002539	LOC108009729|XP_016929801.1|DSUZ	LOC119656722|XP_037919177.1|HILL
OG0002540	LOC108006418|XP_016925432.2|DSUZ	LOC119657017|XP_037919693.1|HILL
OG0002541	LOC108016520|XP_036676492.1|DSUZ	LOC119656743|XP_037919230.1|HILL
OG0002542	LOC108015386|XP_016937293.1|DSUZ	LOC119656609|XP_037918974.1|HILL
OG0002543	LOC108005124|XP_036677017.1|DSUZ	LOC119657314|XP_037920100.1|HILL
OG0002544	LOC108020493|XP_016944313.1|DSUZ	LOC119656831|XP_037919408.1|HILL
OG0002545	LOC108016622|XP_016938806.1|DSUZ	LOC119656994|XP_037919657.1|HILL
OG0002547	LOC108021825|XP_016946118.1|DSUZ	LOC119652909|XP_037913218.1|HILL
OG0002548	LOC108006263|XP_036676529.1|DSUZ	LOC119652235|XP_037912133.1|HILL
OG0002549	LOC108005393|XP_016924144.1|DSUZ	LOC119654252|XP_037915430.1|HILL
OG0002550	LOC108013711|XP_016935135.1|DSUZ	LOC119658490|XP_037921877.1|HILL
OG0002551	LOC108010819|XP_016931255.1|DSUZ	LOC119653240|XP_037913767.1|HILL
OG0002552	LOC108009605|XP_016929582.1|DSUZ	LOC119651327|XP_037910794.1|HILL
