Orthogroup	DSUZ.longest_only	DALB.longest_only
OG0002323	LOC108005119|XP_016923785.1|DSUZ	LOC117577722|XP_034118517.1|DALB, LOC117564591|XP_034099328.1|DALB
OG0002324	LOC108011053|XP_036671185.1|DSUZ	LOC117569300|XP_034106301.1|DALB
OG0002325	LOC108014097|XP_016935606.1|DSUZ	LOC117568196|XP_034104552.1|DALB
OG0002326	LOC108014101|XP_016935615.1|DSUZ	LOC117567536|XP_034103472.1|DALB
OG0002327	LOC108006022|XP_036674274.1|DSUZ	LOC117574888|XP_034114812.1|DALB
OG0002328	LOC108005856|XP_016924725.1|DSUZ	LOC117563393|XP_034097615.1|DALB
OG0002329	LOC108006880|XP_016925955.1|DSUZ	LOC117565371|XP_034100326.1|DALB
OG0002330	LOC108006057|XP_016924993.1|DSUZ	LOC117563504|XP_034097769.1|DALB
OG0002331	LOC108011219|XP_016931802.1|DSUZ	LOC117578165|XP_034119334.1|DALB, LOC117568173|XP_034104496.1|DALB
OG0002332	LOC108012368|XP_016933211.1|DSUZ	LOC117569910|XP_034107140.1|DALB
OG0002333	LOC108009475|XP_016929344.1|DSUZ	LOC117566675|XP_034102113.1|DALB
OG0002334	LOC108005689|XP_016924505.1|DSUZ	LOC117564891|XP_034099729.1|DALB
OG0002335	LOC108018244|XP_016941259.1|DSUZ	LOC117569937|XP_034107185.1|DALB
OG0002336	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ	LOC117568195|XP_034104547.1|DALB
OG0002337	LOC108009071|XP_016928573.1|DSUZ	LOC117571394|XP_034109404.1|DALB
OG0002338	LOC108020985|XP_016944932.1|DSUZ	LOC117563788|XP_034098207.1|DALB
OG0002339	LOC108020099|XP_016943692.1|DSUZ	LOC117564071|XP_034098587.1|DALB
OG0002340	LOC108019665|XP_016943082.2|DSUZ	LOC117565937|XP_034101214.1|DALB
OG0002341	LOC108008375|XP_016927704.1|DSUZ	LOC117570129|XP_034107485.1|DALB
OG0002342	LOC108018924|XP_036669333.1|DSUZ	LOC117563671|XP_034097985.1|DALB
OG0002343	LOC108019307|XP_016942620.2|DSUZ	LOC117563923|XP_034098383.1|DALB
OG0002344	LOC108006529|XP_036677565.1|DSUZ	LOC117564050|XP_034098554.1|DALB
OG0002345	LOC108019605|XP_016942972.1|DSUZ	LOC117572522|XP_034111273.1|DALB
OG0002346	LOC108021593|XP_016945872.1|DSUZ	LOC117563303|XP_034097437.1|DALB
OG0002347	LOC108010069|XP_016930372.1|DSUZ	LOC117568528|XP_034105123.1|DALB
OG0002348	LOC108020987|XP_016944934.1|DSUZ	LOC117566036|XP_034101376.1|DALB
OG0002349	LOC108019816|XP_016943319.1|DSUZ	LOC117572525|XP_034111275.1|DALB
OG0002350	LOC108019813|XP_016943313.1|DSUZ	LOC117572521|XP_034111272.1|DALB
OG0002351	LOC108009832|XP_016930011.1|DSUZ	LOC117570561|XP_034108182.1|DALB
OG0002352	LOC108018247|XP_016941263.1|DSUZ	LOC117570301|XP_034107718.1|DALB
OG0002353	LOC108014507|XP_016936135.1|DSUZ	LOC117565696|XP_034100823.1|DALB
OG0002354	LOC108019146|XP_016942384.1|DSUZ	LOC117563381|XP_034097579.1|DALB
OG0002355	LOC108008007|XP_016927277.1|DSUZ	LOC117565671|XP_034100794.1|DALB
OG0002356	LOC108021351|XP_016945523.1|DSUZ	LOC117564149|XP_034098705.1|DALB
OG0002357	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ	LOC117574548|XP_034114310.1|DALB
OG0002358	LOC108018085|XP_016940980.1|DSUZ	LOC117564880|XP_034099718.1|DALB
OG0002359	LOC108018892|XP_036675759.1|DSUZ	LOC117571924|XP_034110302.1|DALB
OG0002360	LOC108018331|XP_016941365.1|DSUZ	LOC117563723|XP_034098076.1|DALB
OG0002361	LOC108005562|XP_016924347.2|DSUZ	LOC117572380|XP_034111040.1|DALB
OG0002362	LOC108015014|XP_036678595.1|DSUZ	LOC117565565|XP_034100624.1|DALB
OG0002363	LOC108021462|XP_016945684.1|DSUZ	LOC117563786|XP_034098204.1|DALB
OG0002364	LOC108015745|XP_016937773.1|DSUZ	LOC117563783|XP_034098183.1|DALB
OG0002365	LOC108006227|XP_016925158.1|DSUZ	LOC117563498|XP_034097757.1|DALB
OG0002366	LOC108009436|XP_016929266.1|DSUZ	LOC117563616|XP_034097908.1|DALB, LOC117563609|XP_034097897.1|DALB
OG0002367	LOC108021432|XP_016945637.1|DSUZ	LOC117564962|XP_034099808.1|DALB
OG0002368	LOC108014608|XP_016936261.1|DSUZ	LOC117563216|XP_034097296.1|DALB, LOC117563976|XP_034098452.1|DALB
OG0002369	LOC108013727|XP_016935160.1|DSUZ	LOC117577664|XP_034118445.1|DALB
OG0002370	LOC108009163|XP_016928769.2|DSUZ	LOC117566101|XP_034101461.1|DALB
OG0002371	LOC108018683|XP_016941748.2|DSUZ	LOC117566105|XP_034101467.1|DALB
OG0002372	LOC108020739|XP_016944607.1|DSUZ	LOC117565496|XP_034100494.1|DALB
OG0002373	LOC108014671|XP_016936330.1|DSUZ	LOC117565252|XP_034100156.1|DALB
OG0002374	LOC108014579|XP_036673371.1|DSUZ	LOC117575364|XP_034115418.1|DALB
OG0002375	LOC108016095|XP_016938182.2|DSUZ	LOC117576535|XP_034117250.1|DALB, LOC117574759|XP_034114594.1|DALB
OG0002376	LOC108011706|XP_016932409.1|DSUZ	LOC117564723|XP_034099496.1|DALB
OG0002377	LOC108016265|XP_036675171.1|DSUZ	LOC117573671|XP_034112891.1|DALB
OG0002378	LOC108011266|XP_016931863.1|DSUZ	LOC117568032|XP_034104263.1|DALB
OG0002379	LOC108021687|XP_016946004.1|DSUZ	LOC117564621|XP_034099368.1|DALB
OG0002380	LOC108004565|XP_016922990.2|DSUZ	LOC117563625|XP_034097926.1|DALB
OG0002381	LOC108008470|XP_016927815.1|DSUZ	LOC117572440|XP_034111162.1|DALB
OG0002382	LOC108015274|XP_016937128.1|DSUZ	LOC117564627|XP_034099374.1|DALB, LOC117578028|XP_034119019.1|DALB
OG0002383	LOC108013450|XP_016934815.1|DSUZ	LOC117569053|XP_034105948.1|DALB
OG0002384	LOC108016748|XP_036676311.1|DSUZ	LOC117564092|XP_034098624.1|DALB
OG0002385	LOC108020387|XP_016944140.1|DSUZ	LOC117573067|XP_034111828.1|DALB
OG0002386	LOC108015569|XP_036672606.1|DSUZ	LOC117576190|XP_034116671.1|DALB
OG0002387	LOC108011028|XP_016931550.2|DSUZ	LOC117573888|XP_034113267.1|DALB
OG0002388	LOC108004924|XP_016923509.2|DSUZ	LOC117573540|XP_034112710.1|DALB
OG0002389	LOC108015832|XP_016937889.1|DSUZ	LOC117573907|XP_034113306.1|DALB
OG0002390	LOC108005986|XP_016924919.1|DSUZ	LOC117565167|XP_034100044.1|DALB
OG0002391	LOC108009821|XP_016929994.1|DSUZ	LOC117567556|XP_034103506.1|DALB
OG0002392	LOC108014455|XP_036671678.1|DSUZ	LOC117567270|XP_034103024.1|DALB
OG0002393	LOC108005643|XP_016924446.2|DSUZ	LOC117568511|XP_034105104.1|DALB
OG0002394	LOC108012108|XP_016932876.1|DSUZ	LOC117574073|XP_034113594.1|DALB
OG0002395	LOC108011178|XP_036674378.1|DSUZ	LOC117573859|XP_034113223.1|DALB
OG0002396	LOC108017980|XP_016940806.1|DSUZ	LOC117567602|XP_034103580.1|DALB
OG0002397	LOC108011935|XP_016932672.1|DSUZ	LOC117571826|XP_034110096.1|DALB
OG0002398	LOC108016760|XP_016939001.1|DSUZ	LOC117577616|XP_034118358.1|DALB, LOC117563359|XP_034097539.1|DALB
OG0002399	LOC108010973|XP_036669887.1|DSUZ	LOC117570510|XP_034108099.1|DALB
OG0002400	LOC108010325|XP_016930737.1|DSUZ	LOC117571465|XP_034109508.1|DALB
OG0002401	LOC108020365|XP_016944074.1|DSUZ	LOC117573180|XP_034112045.1|DALB
OG0002402	LOC108014840|XP_036673534.1|DSUZ	LOC117575084|XP_034115072.1|DALB
OG0002403	LOC108014805|XP_036673559.1|DSUZ	LOC117575893|XP_034116227.1|DALB
OG0002404	LOC108020185|XP_016943781.1|DSUZ, LOC108020184|XP_036678489.1|DSUZ	LOC117575008|XP_034114976.1|DALB
OG0002405	LOC108011252|XP_036675168.1|DSUZ	LOC117575433|XP_034115528.1|DALB
OG0002406	LOC108014334|XP_016935900.2|DSUZ	LOC117567891|XP_034104054.1|DALB
OG0002408	LOC108016237|XP_036674870.1|DSUZ	LOC117575865|XP_034116177.1|DALB
OG0002409	LOC108013320|XP_016934601.1|DSUZ	LOC117570792|XP_034108538.1|DALB
OG0002410	LOC108015573|XP_036672695.1|DSUZ	LOC117574724|XP_034114543.1|DALB
OG0002411	LOC108011553|XP_016932208.1|DSUZ	LOC117576388|XP_034116991.1|DALB
OG0002412	LOC108011730|XP_016932440.2|DSUZ, LOC108007414|XP_036677430.1|DSUZ	LOC117573452|XP_034112565.1|DALB
OG0002413	LOC108015003|XP_016936719.1|DSUZ, LOC108006721|XP_016925753.2|DSUZ	LOC117577581|XP_034118352.1|DALB
OG0002414	LOC108013318|XP_016934599.1|DSUZ	LOC117569823|XP_034107038.1|DALB
OG0002415	LOC108019289|XP_036673766.1|DSUZ, LOC108017426|XP_016939944.2|DSUZ	LOC117574320|XP_034114020.1|DALB
OG0002416	LOC108020424|XP_016944221.1|DSUZ	LOC117573233|XP_034112175.1|DALB
OG0002417	LOC108013674|XP_016935085.1|DSUZ	LOC117572532|XP_034111289.1|DALB, LOC117565012|XP_034099848.1|DALB, LOC117565506|XP_034100528.1|DALB
OG0002418	LOC108011696|XP_036677602.1|DSUZ, LOC108017039|XP_036677581.1|DSUZ, LOC108017041|XP_036677597.1|DSUZ	LOC117575948|XP_034116302.1|DALB
OG0002419	LOC108016943|XP_016939362.1|DSUZ	LOC117572654|XP_034111535.1|DALB
OG0002420	LOC118877434|XP_036672127.1|DSUZ	LOC117570054|XP_034107373.1|DALB
OG0002421	LOC108005707|XP_016924523.2|DSUZ	LOC117573302|XP_034112298.1|DALB, LOC117575080|XP_034115066.1|DALB
OG0002422	LOC108015864|XP_036672720.1|DSUZ, LOC108016356|XP_036675059.1|DSUZ	LOC117574581|XP_034114356.1|DALB
OG0002423	LOC108013934|XP_016935433.2|DSUZ	LOC117572565|XP_034111335.1|DALB
OG0002424	LOC108020427|XP_016944228.1|DSUZ	LOC117573093|XP_034111888.1|DALB
OG0002425	LOC108019152|XP_016942391.1|DSUZ	LOC117563351|XP_034097532.1|DALB
OG0002426	LOC108012878|XP_016933857.1|DSUZ	LOC117566389|XP_034101785.1|DALB
OG0002427	LOC108020431|XP_016944241.1|DSUZ	LOC117573111|XP_034111925.1|DALB
OG0002428	LOC108015278|XP_016937135.1|DSUZ	LOC117578291|XP_034119622.1|DALB
OG0002429	LOC108012968|XP_036672302.1|DSUZ	LOC117572605|XP_034111433.1|DALB
OG0002430	LOC108018188|XP_016941182.1|DSUZ	LOC117570263|XP_034107667.1|DALB
OG0002431	LOC108010256|XP_016930602.1|DSUZ	LOC117568956|XP_034105806.1|DALB
OG0002432	LOC108016612|XP_016938792.1|DSUZ	LOC117577048|XP_034118075.1|DALB
OG0002433	LOC108014146|XP_036672762.1|DSUZ	LOC117576724|XP_034117635.1|DALB
OG0002434	LOC108017488|XP_016940024.1|DSUZ	LOC117573185|XP_034112060.1|DALB
OG0002435	LOC108018860|XP_036675797.1|DSUZ	LOC117567219|XP_034102942.1|DALB
OG0002436	LOC108018097|XP_016940996.1|DSUZ	LOC117567268|XP_034103021.1|DALB
OG0002437	LOC108019824|XP_016943330.1|DSUZ	LOC117572707|XP_034111656.1|DALB
OG0002438	LOC108016855|XP_016939208.1|DSUZ	LOC117567429|XP_034103322.1|DALB
OG0002440	LOC108010485|XP_036670590.1|DSUZ	LOC117567784|XP_034103888.1|DALB
OG0002441	LOC108009739|XP_016929811.2|DSUZ	LOC117572749|XP_034111716.1|DALB
OG0002442	LOC108009185|XP_016928826.1|DSUZ	LOC117572142|XP_034110673.1|DALB
OG0002443	LOC108009451|XP_036668982.1|DSUZ	LOC117571279|XP_034109233.1|DALB
OG0002444	LOC108009607|XP_016929579.1|DSUZ	LOC117572127|XP_034110646.1|DALB
OG0002445	LOC108019775|XP_016943240.1|DSUZ	LOC117566988|XP_034102545.1|DALB, LOC117566989|XP_034102548.1|DALB
OG0002446	LOC108009531|XP_016929456.1|DSUZ	LOC117567141|XP_034102846.1|DALB
OG0002447	LOC108020273|XP_016943885.1|DSUZ	LOC117570543|XP_034108150.1|DALB
OG0002448	LOC108008310|XP_016927617.1|DSUZ	LOC117566991|XP_034102550.1|DALB
OG0002449	LOC108008519|XP_016927878.1|DSUZ	LOC117566405|XP_034101809.1|DALB
OG0002450	LOC108018754|XP_016941820.2|DSUZ	LOC117576498|XP_034117168.1|DALB
OG0002451	LOC108017954|XP_016940711.1|DSUZ	LOC117568797|XP_034105549.1|DALB
OG0002452	LOC108008537|XP_016927896.1|DSUZ	LOC117568625|XP_034105305.1|DALB
OG0002453	LOC108010041|XP_016930339.1|DSUZ	LOC117568621|XP_034105298.1|DALB
OG0002454	LOC108013482|XP_016934854.1|DSUZ	LOC117570027|XP_034107338.1|DALB
OG0002455	LOC108013481|XP_016934853.1|DSUZ	LOC117570024|XP_034107335.1|DALB
OG0002456	LOC108008655|XP_016928029.1|DSUZ	LOC117568051|XP_034104288.1|DALB
OG0002457	LOC108018007|XP_016940849.1|DSUZ	LOC117566874|XP_034102370.1|DALB
OG0002458	LOC118878938|XP_036677812.1|DSUZ, LOC118878937|XP_036677811.1|DSUZ, LOC108005945|XP_016924860.1|DSUZ	LOC117563896|XP_034098348.1|DALB
OG0002459	LOC108019739|XP_016943160.1|DSUZ	LOC117571949|XP_034110336.1|DALB
OG0002460	LOC108008143|XP_036669438.1|DSUZ	LOC117570662|XP_034108340.1|DALB
OG0002461	LOC108010235|XP_016930577.1|DSUZ	LOC117570255|XP_034107659.1|DALB
OG0002462	LOC108017735|XP_036669759.1|DSUZ	LOC117567707|XP_034103734.1|DALB
OG0002463	LOC108008308|XP_016927614.1|DSUZ	LOC117571446|XP_034109482.1|DALB
OG0002464	LOC108009188|XP_016928828.1|DSUZ	LOC117572145|XP_034110676.1|DALB
OG0002465	LOC118878884|XP_036677786.1|DSUZ, LOC108010723|XP_016931138.1|DSUZ	LOC117571673|XP_034109804.1|DALB
OG0002466	LOC108020398|XP_016944166.1|DSUZ	LOC117573144|XP_034111974.1|DALB
OG0002467	LOC108016083|XP_036671795.1|DSUZ	LOC117570649|XP_034108310.1|DALB
OG0002468	LOC108017370|XP_036671733.1|DSUZ	LOC117570663|XP_034108341.1|DALB
OG0002469	LOC108011628|XP_036673643.1|DSUZ	LOC117576818|XP_034117779.1|DALB
OG0002470	LOC108017820|XP_016940459.1|DSUZ	LOC117569671|XP_034106809.1|DALB
OG0002471	LOC108008348|XP_016927666.1|DSUZ	LOC117566403|XP_034101807.1|DALB
OG0002472	LOC108009800|XP_016929953.1|DSUZ	LOC117569416|XP_034106446.1|DALB
OG0002473	LOC108010207|XP_016930540.1|DSUZ	LOC117567223|XP_034102946.1|DALB
OG0002474	LOC108005671|XP_036670413.1|DSUZ	LOC117569483|XP_034106547.1|DALB
OG0002475	LOC108016485|XP_016938639.1|DSUZ	LOC117575184|XP_034115185.1|DALB
OG0002476	LOC108008498|XP_016927852.1|DSUZ	LOC117570890|XP_034108678.1|DALB
OG0002477	LOC108017835|XP_016940477.1|DSUZ	LOC117567612|XP_034103592.1|DALB
OG0002478	LOC108017849|XP_016940492.1|DSUZ	LOC117571463|XP_034109505.1|DALB
OG0002479	LOC108010106|XP_016930416.1|DSUZ	LOC117570727|XP_034108440.1|DALB
OG0002480	LOC108014330|XP_036678295.1|DSUZ	LOC117572042|XP_034110497.1|DALB
OG0002481	LOC108016780|XP_016939036.1|DSUZ	LOC117564139|XP_034098693.1|DALB
OG0002482	LOC108019690|XP_016943071.1|DSUZ	LOC117566700|XP_034102137.1|DALB
OG0002483	LOC108010108|XP_016930418.1|DSUZ	LOC117569221|XP_034106189.1|DALB
OG0002484	LOC108009080|XP_016928621.1|DSUZ	LOC117571746|XP_034109984.1|DALB
OG0002485	LOC108019810|XP_016943308.1|DSUZ	LOC117567433|XP_034103330.1|DALB
OG0002486	LOC108004815|XP_016923374.1|DSUZ	LOC117570192|XP_034107568.1|DALB
OG0002487	LOC108005649|XP_016924449.1|DSUZ	LOC117565663|XP_034100779.1|DALB
OG0002488	LOC108010132|XP_016930449.1|DSUZ	LOC117567940|XP_034104125.1|DALB
OG0002489	LOC108020437|XP_036671133.1|DSUZ, LOC118877513|XP_036672440.1|DSUZ	LOC117572485|XP_034111226.1|DALB
OG0002490	LOC108018073|XP_016940962.1|DSUZ	LOC117567616|XP_034103596.1|DALB
OG0002491	LOC108017620|XP_036670546.1|DSUZ	LOC117567502|XP_034103424.1|DALB, LOC117568746|XP_034105461.1|DALB
OG0002492	LOC108006181|XP_036669046.1|DSUZ	LOC117570422|XP_034107946.1|DALB
OG0002493	LOC108019718|XP_016943118.1|DSUZ	LOC117568796|XP_034105548.1|DALB
OG0002494	LOC118878154|XP_036675702.1|DSUZ, LOC108017453|XP_036674289.1|DSUZ	LOC117575001|XP_034114967.1|DALB
OG0002495	LOC108010019|XP_016930303.1|DSUZ	LOC117567939|XP_034104121.1|DALB
OG0002496	LOC108020691|XP_016944548.1|DSUZ	LOC117576106|XP_034116555.1|DALB
OG0002497	LOC108019369|XP_016942680.2|DSUZ	LOC117570735|XP_034108447.1|DALB
OG0002498	LOC108012547|XP_016933450.1|DSUZ	LOC117570241|XP_034107634.1|DALB
OG0002499	LOC108013307|XP_036670269.1|DSUZ	LOC117571352|XP_034109352.1|DALB
OG0002500	LOC108017467|XP_016939994.2|DSUZ	LOC117576766|XP_034117706.1|DALB
OG0002501	LOC108010250|XP_016930596.1|DSUZ	LOC117563880|XP_034098330.1|DALB
OG0002502	LOC108008825|XP_016928222.1|DSUZ	LOC117572784|XP_034111773.1|DALB
OG0002504	LOC108014514|XP_036671885.1|DSUZ	LOC117571061|XP_034108921.1|DALB
OG0002505	LOC108009238|XP_016928895.1|DSUZ, LOC108009236|XP_016928894.1|DSUZ	LOC117571285|XP_034109242.1|DALB
OG0002508	LOC108004829|XP_036676017.1|DSUZ	LOC117565880|XP_034101115.1|DALB
OG0002509	LOC108018198|XP_016941203.1|DSUZ	LOC117570436|XP_034107984.1|DALB
OG0002510	LOC108007881|XP_016927138.1|DSUZ	LOC117577919|XP_034118807.1|DALB
OG0002511	LOC108017548|XP_036674219.1|DSUZ, LOC118877545|XP_036672520.1|DSUZ	LOC117575857|XP_034116168.1|DALB
OG0002512	LOC108020357|XP_016944047.1|DSUZ	LOC117573148|XP_034111979.1|DALB
OG0002513	LOC108006956|XP_036674626.1|DSUZ	LOC117576603|XP_034117390.1|DALB
OG0002514	LOC108012361|XP_016933201.2|DSUZ	LOC117567043|XP_034102645.1|DALB
OG0002516	LOC108018846|XP_036674598.1|DSUZ	LOC117576359|XP_034116940.1|DALB
OG0002517	LOC108013673|XP_036676772.1|DSUZ	LOC117578080|XP_034119122.1|DALB
OG0002518	LOC108020295|XP_016943911.1|DSUZ, LOC118877726|XP_036673566.1|DSUZ	LOC117573461|XP_034112574.1|DALB
OG0002519	LOC108009241|XP_016928899.1|DSUZ	LOC117572224|XP_034110793.1|DALB
OG0002520	LOC108011111|XP_016931672.1|DSUZ	LOC117566135|XP_034101512.1|DALB
OG0002521	LOC108010457|XP_016930814.1|DSUZ	LOC117577394|XP_034118195.1|DALB
OG0002522	LOC108017509|XP_016940061.1|DSUZ, LOC108020283|XP_016943900.2|DSUZ	LOC117575840|XP_034116140.1|DALB
OG0002523	LOC108010765|XP_036675451.1|DSUZ	LOC117574742|XP_034114569.1|DALB
OG0002524	LOC108015307|XP_016937175.1|DSUZ	LOC117563974|XP_034098454.1|DALB
OG0002525	LOC108014459|XP_036671659.1|DSUZ	LOC117572360|XP_034111014.1|DALB
OG0002526	LOC108015730|XP_016937757.2|DSUZ, LOC108006435|XP_036673307.1|DSUZ	LOC117574593|XP_034114368.1|DALB
OG0002528	LOC108016844|XP_016939183.1|DSUZ	LOC117568720|XP_034105466.1|DALB
OG0002529	LOC118878586|XP_036677512.1|DSUZ, LOC108020243|XP_036673757.1|DSUZ	LOC117574093|XP_034113619.1|DALB
OG0002530	LOC108005636|XP_016924441.1|DSUZ	LOC117564625|XP_034099373.1|DALB
OG0002531	LOC108019502|XP_016942819.1|DSUZ	LOC117565082|XP_034099923.1|DALB
OG0002532	LOC108013031|XP_016934111.1|DSUZ, LOC108007326|XP_016926461.1|DSUZ	LOC117573161|XP_034112014.1|DALB
OG0002533	LOC108005085|XP_016923744.1|DSUZ	LOC117568353|XP_034104846.1|DALB
OG0002534	LOC108008474|XP_016927818.1|DSUZ	LOC117572610|XP_034111451.1|DALB
OG0002535	LOC108016341|XP_036672125.1|DSUZ, LOC108020722|XP_016944580.2|DSUZ	LOC117571592|XP_034109699.1|DALB
OG0002536	LOC108014316|XP_016935876.1|DSUZ	LOC117575338|XP_034115387.1|DALB
OG0002537	LOC108009132|XP_016928725.1|DSUZ	LOC117566711|XP_034102147.1|DALB
OG0002539	LOC108009729|XP_016929801.1|DSUZ	LOC117568084|XP_034104352.1|DALB
OG0002540	LOC108006418|XP_016925432.2|DSUZ	LOC117574629|XP_034114409.1|DALB
OG0002541	LOC108016520|XP_036676492.1|DSUZ	LOC117578295|XP_034119627.1|DALB
OG0002542	LOC108015386|XP_016937293.1|DSUZ	LOC117578222|XP_034119490.1|DALB
OG0002543	LOC108005124|XP_036677017.1|DSUZ	LOC117566615|XP_034102084.1|DALB
OG0002544	LOC108020493|XP_016944313.1|DSUZ	LOC117575525|XP_034115662.1|DALB
OG0002545	LOC108016622|XP_016938806.1|DSUZ	LOC117574702|XP_034114509.1|DALB
OG0002547	LOC108021825|XP_016946118.1|DSUZ	LOC117578235|XP_034119529.1|DALB
OG0002548	LOC108006263|XP_036676529.1|DSUZ	LOC117575867|XP_034116185.1|DALB
OG0002549	LOC108005393|XP_016924144.1|DSUZ	LOC117569259|XP_034106233.1|DALB
OG0002550	LOC108013711|XP_016935135.1|DSUZ	LOC117577941|XP_034118850.1|DALB
OG0002551	LOC108010819|XP_016931255.1|DSUZ	LOC117576378|XP_034116967.1|DALB
OG0002552	LOC108009605|XP_016929582.1|DSUZ	LOC117564253|XP_034098848.1|DALB
OG0002553	LOC108005092|XP_016923754.1|DSUZ	LOC117575246|XP_034115273.1|DALB
OG0002554	LOC108019969|XP_016943541.2|DSUZ, LOC108015237|XP_016937072.1|DSUZ	LOC117570135|XP_034107530.1|DALB
OG0002555	LOC108011170|XP_016931748.1|DSUZ	LOC117577942|XP_034118849.1|DALB
OG0002556	LOC108020261|XP_016943873.1|DSUZ, LOC118879697|XP_036678487.1|DSUZ	LOC117564391|XP_034099003.1|DALB
OG0002557	LOC108005402|XP_016924155.1|DSUZ	LOC117577789|XP_034118609.1|DALB
OG0002558	LOC108007852|XP_016927104.2|DSUZ	LOC117575173|XP_034115175.1|DALB
OG0002559	LOC108006921|XP_036678304.1|DSUZ	LOC117569560|XP_034106670.1|DALB
OG0002560	LOC108020318|XP_016943939.1|DSUZ, LOC118877867|XP_036674085.1|DSUZ	LOC117575326|XP_034115372.1|DALB
OG0002561	LOC108017562|XP_036672524.1|DSUZ	LOC117573634|XP_034112833.1|DALB
OG0002562	LOC108016659|XP_016938857.1|DSUZ	LOC117571963|XP_034110357.1|DALB
OG0002563	LOC108005441|XP_036677222.1|DSUZ	LOC117569417|XP_034106454.1|DALB
OG0002564	LOC108017226|XP_016939712.2|DSUZ	LOC117575913|XP_034116258.1|DALB
OG0002565	LOC108005727|XP_036673026.1|DSUZ	LOC117573700|XP_034112956.1|DALB
OG0002566	LOC108020288|XP_036677886.1|DSUZ, LOC108018599|XP_036673514.1|DSUZ	LOC117575837|XP_034116135.1|DALB
OG0002567	LOC108011165|XP_016931741.1|DSUZ	LOC117566144|XP_034101524.1|DALB
OG0002568	LOC108007947|XP_016927206.2|DSUZ	LOC117577090|XP_034118082.1|DALB
OG0002569	LOC108005796|XP_016924615.1|DSUZ	LOC117569025|XP_034105906.1|DALB
OG0002570	LOC108015975|XP_036677896.1|DSUZ	LOC117575746|XP_034115991.1|DALB
OG0002571	LOC108015972|XP_036677899.1|DSUZ	LOC117575751|XP_034116000.1|DALB
OG0002572	LOC108018769|XP_016941838.1|DSUZ	LOC117570893|XP_034108686.1|DALB
OG0002573	LOC108017515|XP_016940072.2|DSUZ	LOC117576275|XP_034116811.1|DALB
OG0002574	LOC108017518|XP_036673568.1|DSUZ, LOC108020286|XP_036677904.1|DSUZ	LOC117575843|XP_034116144.1|DALB
OG0002575	LOC108007364|XP_016926506.2|DSUZ	LOC117576367|XP_034116945.1|DALB
OG0002576	LOC108005656|XP_016924460.1|DSUZ	LOC117574867|XP_034114780.1|DALB
OG0002577	LOC108012579|XP_016933483.1|DSUZ	LOC117572099|XP_034110597.1|DALB
OG0002578	LOC108021578|XP_016945850.1|DSUZ	LOC117563643|XP_034097944.1|DALB
OG0002579	LOC108021450|XP_016945665.1|DSUZ	LOC117578393|XP_034119732.1|DALB
OG0002580	LOC108019607|XP_016942974.1|DSUZ	LOC117571072|XP_034108933.1|DALB
OG0002581	LOC108011899|XP_036674192.1|DSUZ	LOC117574050|XP_034113542.1|DALB
OG0002582	LOC108010602|XP_016930981.1|DSUZ	LOC117573082|XP_034111865.1|DALB
OG0002583	LOC108020545|XP_036673046.1|DSUZ	LOC117576508|XP_034117198.1|DALB
OG0002584	LOC108020453|XP_016944264.1|DSUZ, LOC118877342|XP_036671616.1|DSUZ	LOC117572486|XP_034111227.1|DALB
OG0002585	LOC118877343|XP_036671617.1|DSUZ, LOC108020454|XP_016944265.1|DSUZ	LOC117572488|XP_034111229.1|DALB
OG0002586	LOC108020125|XP_016943715.2|DSUZ	LOC117573693|XP_034112945.1|DALB
OG0002587	LOC108006108|XP_016925044.2|DSUZ	LOC117575249|XP_034115271.1|DALB
OG0002588	LOC108010565|XP_016930932.2|DSUZ	LOC117574577|XP_034114346.1|DALB
OG0002589	LOC108006374|XP_016925385.2|DSUZ	LOC117574676|XP_034114473.1|DALB
OG0002590	LOC108011149|XP_016931724.1|DSUZ	LOC117578202|XP_034119429.1|DALB
OG0002591	LOC108012158|XP_016932938.2|DSUZ	LOC117574501|XP_034114236.1|DALB
OG0002592	LOC108006660|XP_036673403.1|DSUZ	LOC117576967|XP_034118036.1|DALB
OG0002593	LOC108013863|XP_036673243.1|DSUZ	LOC117573372|XP_034112390.1|DALB
OG0002594	LOC108015935|XP_036674215.1|DSUZ	LOC117573834|XP_034113157.1|DALB
OG0002595	LOC108014138|XP_036672787.1|DSUZ	LOC117576427|XP_034117062.1|DALB
OG0002596	LOC108014904|XP_036674436.1|DSUZ, LOC118877578|XP_036672727.1|DSUZ	LOC117575233|XP_034115255.1|DALB
OG0002597	LOC108006767|XP_036675695.1|DSUZ, LOC118877974|XP_036674773.1|DSUZ	LOC117576095|XP_034116538.1|DALB
OG0002598	LOC108005593|XP_036673027.1|DSUZ, LOC108005608|XP_036678016.1|DSUZ	LOC117574262|XP_034113888.1|DALB
OG0002599	LOC108010603|XP_016930983.1|DSUZ	LOC117573212|XP_034112116.1|DALB
OG0002600	LOC108009515|XP_016929423.1|DSUZ	LOC117568168|XP_034104491.1|DALB
OG0002601	LOC108013845|XP_036672769.1|DSUZ, LOC118878049|XP_036675114.1|DSUZ	LOC117573432|XP_034112538.1|DALB
