Orthogroup	DSUZ.longest_only	BCOP.longest_only
OG0002306	LOC108021405|XP_016945598.1|DSUZ	LOC119070890|XP_037031307.1|BCOP
OG0002307	LOC108020973|XP_016944910.1|DSUZ	LOC119066739|XP_037025256.1|BCOP
OG0002308	LOC108020882|XP_016944770.1|DSUZ	LOC119072832|XP_037034035.1|BCOP
OG0002309	LOC108016498|XP_016938657.1|DSUZ	LOC119069832|XP_037029895.1|BCOP
OG0002310	LOC108007289|XP_016926421.1|DSUZ	LOC119085817|XP_037052203.1|BCOP
OG0002311	LOC108014712|XP_036672957.1|DSUZ	LOC119082307|XP_037047697.1|BCOP
OG0002312	LOC108021538|XP_016945793.1|DSUZ	LOC119072674|XP_037033844.1|BCOP, LOC119084664|XP_037050636.1|BCOP
OG0002314	LOC108019657|XP_016943033.1|DSUZ	LOC119073895|XP_037035679.1|BCOP
OG0002315	LOC108008404|XP_016927737.1|DSUZ	LOC119066318|XP_037024602.1|BCOP
OG0002316	LOC108008930|XP_016928334.1|DSUZ	LOC119072614|XP_037033763.1|BCOP
OG0002317	LOC108013361|XP_016934671.1|DSUZ	LOC119072700|XP_037033865.1|BCOP, LOC119085442|XP_037051760.1|BCOP, LOC119072701|XP_037033866.1|BCOP
OG0002318	LOC108021504|XP_016945746.1|DSUZ	LOC119082095|XP_037047357.1|BCOP
OG0002319	LOC108005771|XP_016924592.1|DSUZ	LOC119072731|XP_037033902.1|BCOP
OG0002320	LOC108009382|XP_016929179.1|DSUZ	LOC119079431|XP_037043237.1|BCOP
OG0002321	LOC108008443|XP_016927784.1|DSUZ	LOC119066374|XP_037024694.1|BCOP
OG0002322	LOC108021683|XP_016945994.1|DSUZ	LOC119082065|XP_037047298.1|BCOP
OG0002323	LOC108005119|XP_016923785.1|DSUZ	LOC119084003|XP_037049710.1|BCOP
OG0002324	LOC108011053|XP_036671185.1|DSUZ, LOC108019346|XP_036671187.1|DSUZ	LOC119073596|XP_037035065.1|BCOP
OG0002325	LOC108014097|XP_016935606.1|DSUZ	LOC119066721|XP_037025230.1|BCOP, LOC119073537|XP_037034975.1|BCOP, LOC119073517|XP_037034939.1|BCOP
OG0002326	LOC108014101|XP_016935615.1|DSUZ	LOC119076472|XP_037039144.1|BCOP, LOC119072872|XP_037034074.1|BCOP, LOC119073530|XP_037034964.1|BCOP
OG0002327	LOC108006022|XP_036674274.1|DSUZ	LOC119073735|XP_037035282.1|BCOP
OG0002328	LOC108005856|XP_016924725.1|DSUZ	LOC119082380|XP_037047798.1|BCOP
OG0002329	LOC108006880|XP_016925955.1|DSUZ	LOC119070923|XP_037031360.1|BCOP
OG0002330	LOC108006057|XP_016924993.1|DSUZ	LOC119077117|XP_037040181.1|BCOP
OG0002331	LOC108011219|XP_016931802.1|DSUZ	LOC119076302|XP_037038862.1|BCOP
OG0002332	LOC108012368|XP_016933211.1|DSUZ	LOC119085089|XP_037051225.1|BCOP
OG0002333	LOC108009475|XP_016929344.1|DSUZ	LOC119079279|XP_037042960.1|BCOP, LOC119079284|XP_037042968.1|BCOP
OG0002334	LOC108005689|XP_016924505.1|DSUZ	LOC119084807|XP_037050773.1|BCOP, LOC119080246|XP_037044389.1|BCOP
OG0002335	LOC108018244|XP_016941259.1|DSUZ	LOC119084622|XP_037050583.1|BCOP
OG0002336	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ	LOC119071160|XP_037031810.1|BCOP
OG0002337	LOC108009071|XP_016928573.1|DSUZ	LOC119081396|XP_037046177.1|BCOP
OG0002338	LOC108020985|XP_016944932.1|DSUZ	LOC119082046|XP_037047267.1|BCOP
OG0002339	LOC108020099|XP_016943692.1|DSUZ	LOC119076373|XP_037038978.1|BCOP
OG0002340	LOC108019665|XP_016943082.2|DSUZ	LOC119076367|XP_037038968.1|BCOP
OG0002341	LOC108008375|XP_016927704.1|DSUZ	LOC119068618|XP_037028179.1|BCOP, LOC119073643|XP_037035136.1|BCOP, LOC119072585|XP_037033733.1|BCOP
OG0002342	LOC108018924|XP_036669333.1|DSUZ	LOC119085397|XP_037051694.1|BCOP
OG0002343	LOC108019307|XP_016942620.2|DSUZ	LOC119077071|XP_037040108.1|BCOP
OG0002344	LOC108006529|XP_036677565.1|DSUZ	LOC119082390|XP_037047814.1|BCOP
OG0002345	LOC108019605|XP_016942972.1|DSUZ	LOC119074085|XP_037035935.1|BCOP
OG0002346	LOC108021593|XP_016945872.1|DSUZ	LOC119084611|XP_037050572.1|BCOP, LOC119072567|XP_037033702.1|BCOP
OG0002347	LOC108010069|XP_016930372.1|DSUZ	LOC119081380|XP_037046159.1|BCOP
OG0002348	LOC108020987|XP_016944934.1|DSUZ	LOC119066932|XP_037025540.1|BCOP
OG0002349	LOC108019816|XP_016943319.1|DSUZ	LOC119073881|XP_037035656.1|BCOP
OG0002350	LOC108019813|XP_016943313.1|DSUZ	LOC119081404|XP_037046193.1|BCOP
OG0002351	LOC108009832|XP_016930011.1|DSUZ	LOC119081501|XP_037046402.1|BCOP
OG0002352	LOC108018247|XP_016941263.1|DSUZ	LOC119081468|XP_037046352.1|BCOP
OG0002353	LOC108014507|XP_016936135.1|DSUZ	LOC119082403|XP_037047829.1|BCOP
OG0002354	LOC108019146|XP_016942384.1|DSUZ	LOC119085918|XP_037052367.1|BCOP
OG0002355	LOC108008007|XP_016927277.1|DSUZ	LOC119082262|XP_037047617.1|BCOP
OG0002356	LOC108021351|XP_016945523.1|DSUZ	LOC119083269|XP_037048850.1|BCOP
OG0002357	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ	LOC119079343|XP_037043066.1|BCOP, LOC119080488|XP_037044780.1|BCOP
OG0002358	LOC108018085|XP_016940980.1|DSUZ	LOC119066242|XP_037024457.1|BCOP
OG0002359	LOC108018892|XP_036675759.1|DSUZ	LOC119077069|XP_037040106.1|BCOP
OG0002360	LOC108018331|XP_016941365.1|DSUZ	LOC119071573|XP_037032407.1|BCOP
OG0002361	LOC108005562|XP_016924347.2|DSUZ	LOC119077610|XP_037040726.1|BCOP
OG0002362	LOC108015014|XP_036678595.1|DSUZ	LOC119076930|XP_037039853.1|BCOP
OG0002363	LOC108021462|XP_016945684.1|DSUZ	LOC119076926|XP_037039846.1|BCOP
OG0002364	LOC108015745|XP_016937773.1|DSUZ	LOC119076922|XP_037039831.1|BCOP
OG0002365	LOC108006227|XP_016925158.1|DSUZ	LOC119075602|XP_037037966.1|BCOP
OG0002366	LOC108009436|XP_016929266.1|DSUZ	LOC119072718|XP_037033884.1|BCOP
OG0002367	LOC108021432|XP_016945637.1|DSUZ	LOC119068278|XP_037027704.1|BCOP, LOC119084601|XP_037050551.1|BCOP
OG0002368	LOC108014608|XP_016936261.1|DSUZ	LOC119077129|XP_037040198.1|BCOP
OG0002369	LOC108013727|XP_016935160.1|DSUZ	LOC119077133|XP_037040207.1|BCOP
OG0002370	LOC108009163|XP_016928769.2|DSUZ	LOC119075583|XP_037037946.1|BCOP
OG0002371	LOC108018683|XP_016941748.2|DSUZ	LOC119076257|XP_037038820.1|BCOP
OG0002372	LOC108020739|XP_016944607.1|DSUZ	LOC119078905|XP_037042529.1|BCOP
OG0002373	LOC108014671|XP_016936330.1|DSUZ	LOC119076965|XP_037039952.1|BCOP
OG0002374	LOC108014579|XP_036673371.1|DSUZ	LOC119069869|XP_037029935.1|BCOP
OG0002375	LOC108016095|XP_016938182.2|DSUZ	LOC119081144|XP_037045783.1|BCOP
OG0002376	LOC108011706|XP_016932409.1|DSUZ	LOC119081928|XP_037047078.1|BCOP
OG0002377	LOC108016265|XP_036675171.1|DSUZ	LOC119065987|XP_037024088.1|BCOP, LOC119077235|XP_037040319.1|BCOP
OG0002378	LOC108011266|XP_016931863.1|DSUZ	LOC119084173|XP_037049927.1|BCOP
OG0002379	LOC108021687|XP_016946004.1|DSUZ	LOC119078936|XP_037042577.1|BCOP
OG0002380	LOC108004565|XP_016922990.2|DSUZ	LOC119082244|XP_037047603.1|BCOP
OG0002381	LOC108008470|XP_016927815.1|DSUZ	LOC119066384|XP_037024711.1|BCOP
OG0002382	LOC108015274|XP_016937128.1|DSUZ	LOC119071174|XP_037031832.1|BCOP
OG0002383	LOC108013450|XP_016934815.1|DSUZ	LOC119071194|XP_037031870.1|BCOP
OG0002384	LOC108016748|XP_036676311.1|DSUZ	LOC119069011|XP_037028783.1|BCOP, LOC119074536|XP_037036598.1|BCOP
OG0002386	LOC108015569|XP_036672606.1|DSUZ	LOC119084151|XP_037049893.1|BCOP
OG0002387	LOC108011028|XP_016931550.2|DSUZ	LOC119084427|XP_037050299.1|BCOP
OG0002388	LOC108004924|XP_016923509.2|DSUZ	LOC119066565|XP_037025007.1|BCOP, LOC119080347|XP_037044540.1|BCOP, LOC119078065|XP_037041397.1|BCOP
OG0002389	LOC108015832|XP_016937889.1|DSUZ	LOC119076759|XP_037039611.1|BCOP
OG0002390	LOC108005986|XP_016924919.1|DSUZ	LOC119073788|XP_037035407.1|BCOP
OG0002391	LOC108009821|XP_016929994.1|DSUZ	LOC119085224|XP_037051432.1|BCOP
OG0002392	LOC108014455|XP_036671678.1|DSUZ	LOC119072765|XP_037033958.1|BCOP, LOC119075003|XP_037037300.1|BCOP
OG0002393	LOC108005643|XP_016924446.2|DSUZ	LOC119074933|XP_037037218.1|BCOP
OG0002394	LOC108012108|XP_016932876.1|DSUZ	LOC119068580|XP_037028158.1|BCOP
OG0002395	LOC108011178|XP_036674378.1|DSUZ	LOC119078061|XP_037041390.1|BCOP
OG0002396	LOC108017980|XP_016940806.1|DSUZ	LOC119080349|XP_037044542.1|BCOP
OG0002397	LOC108011935|XP_016932672.1|DSUZ	LOC119076486|XP_037039166.1|BCOP
OG0002398	LOC108016760|XP_016939001.1|DSUZ	LOC119082077|XP_037047312.1|BCOP, LOC119073932|XP_037035696.1|BCOP, LOC119072043|XP_037033057.1|BCOP, LOC119072044|XP_037033063.1|BCOP
OG0002399	LOC108010973|XP_036669887.1|DSUZ	LOC119071691|XP_037032574.1|BCOP
OG0002400	LOC108010325|XP_016930737.1|DSUZ	LOC119071702|XP_037032585.1|BCOP
OG0002401	LOC108020365|XP_016944074.1|DSUZ	LOC119079502|XP_037043345.1|BCOP
OG0002402	LOC108014840|XP_036673534.1|DSUZ	LOC119076888|XP_037039787.1|BCOP
OG0002403	LOC108014805|XP_036673559.1|DSUZ	LOC119074386|XP_037036399.1|BCOP, LOC119076884|XP_037039783.1|BCOP
OG0002404	LOC108020185|XP_016943781.1|DSUZ, LOC108020184|XP_036678489.1|DSUZ	LOC119084374|XP_037050221.1|BCOP
OG0002405	LOC108011252|XP_036675168.1|DSUZ	LOC119071729|XP_037032653.1|BCOP
OG0002406	LOC108014334|XP_016935900.2|DSUZ	LOC119074007|XP_037035839.1|BCOP
OG0002407	LOC108010829|XP_016931281.2|DSUZ	LOC119084019|XP_037049728.1|BCOP
OG0002408	LOC108016237|XP_036674870.1|DSUZ	LOC119068865|XP_037028601.1|BCOP
OG0002410	LOC108015573|XP_036672695.1|DSUZ	LOC119074783|XP_037036952.1|BCOP
OG0002411	LOC108011553|XP_016932208.1|DSUZ	LOC119068782|XP_037028437.1|BCOP
OG0002412	LOC108011730|XP_016932440.2|DSUZ, LOC108007414|XP_036677430.1|DSUZ	LOC119068166|XP_037027543.1|BCOP
OG0002413	LOC108015003|XP_016936719.1|DSUZ, LOC108006721|XP_016925753.2|DSUZ	LOC119085333|XP_037051612.1|BCOP
OG0002414	LOC108013318|XP_016934599.1|DSUZ	LOC119083075|XP_037048592.1|BCOP
OG0002415	LOC108019289|XP_036673766.1|DSUZ, LOC108017426|XP_016939944.2|DSUZ	LOC119076085|XP_037038633.1|BCOP, LOC119076088|XP_037038636.1|BCOP
OG0002416	LOC108020424|XP_016944221.1|DSUZ	LOC119076143|XP_037038713.1|BCOP, LOC119078096|XP_037041460.1|BCOP
OG0002417	LOC108013674|XP_016935085.1|DSUZ	LOC119070846|XP_037031251.1|BCOP
OG0002418	LOC108011696|XP_036677602.1|DSUZ, LOC108017039|XP_036677581.1|DSUZ, LOC108017041|XP_036677597.1|DSUZ	LOC119066192|XP_037024404.1|BCOP
OG0002419	LOC108016943|XP_016939362.1|DSUZ	LOC119077851|XP_037041073.1|BCOP
OG0002420	LOC118877434|XP_036672127.1|DSUZ	LOC119079301|XP_037042983.1|BCOP, LOC119078134|XP_037041505.1|BCOP, LOC119082199|XP_037047528.1|BCOP
OG0002421	LOC108005707|XP_016924523.2|DSUZ	LOC119079652|XP_037043628.1|BCOP, LOC119076131|XP_037038698.1|BCOP, LOC119079578|XP_037043500.1|BCOP
OG0002422	LOC108015864|XP_036672720.1|DSUZ, LOC108016356|XP_036675059.1|DSUZ	LOC119078114|XP_037041461.1|BCOP, LOC119080523|XP_037044828.1|BCOP
OG0002423	LOC108013934|XP_016935433.2|DSUZ	LOC119074331|XP_037036310.1|BCOP
OG0002424	LOC108020427|XP_016944228.1|DSUZ	LOC119076864|XP_037039764.1|BCOP
OG0002425	LOC108019152|XP_016942391.1|DSUZ	LOC119067380|XP_037026195.1|BCOP
OG0002426	LOC108012878|XP_016933857.1|DSUZ	LOC119083250|XP_037048809.1|BCOP
OG0002427	LOC108020431|XP_016944241.1|DSUZ	LOC119078692|XP_037042251.1|BCOP
OG0002428	LOC108015278|XP_016937135.1|DSUZ	LOC119067826|XP_037026893.1|BCOP
OG0002429	LOC108012968|XP_036672302.1|DSUZ	LOC119082512|XP_037047919.1|BCOP
OG0002430	LOC108018188|XP_016941182.1|DSUZ	LOC119078236|XP_037041589.1|BCOP
OG0002431	LOC108010256|XP_016930602.1|DSUZ	LOC119071319|XP_037032097.1|BCOP
OG0002432	LOC108016612|XP_016938792.1|DSUZ	LOC119074344|XP_037036332.1|BCOP
OG0002433	LOC108014146|XP_036672762.1|DSUZ	LOC119077797|XP_037041003.1|BCOP
OG0002434	LOC108017488|XP_016940024.1|DSUZ	LOC119084220|XP_037050014.1|BCOP
OG0002436	LOC108018097|XP_016940996.1|DSUZ	LOC119071260|XP_037032010.1|BCOP
OG0002437	LOC108019824|XP_016943330.1|DSUZ	LOC119085315|XP_037051589.1|BCOP
OG0002438	LOC108016855|XP_016939208.1|DSUZ	LOC119071047|XP_037031544.1|BCOP
OG0002439	LOC108018579|XP_036678264.1|DSUZ, LOC108020538|XP_036678261.1|DSUZ	LOC119070966|XP_037031432.1|BCOP
OG0002440	LOC108010485|XP_036670590.1|DSUZ	LOC119085381|XP_037051662.1|BCOP, LOC119067279|XP_037026051.1|BCOP
OG0002441	LOC108009739|XP_016929811.2|DSUZ	LOC119071391|XP_037032162.1|BCOP
OG0002442	LOC108009185|XP_016928826.1|DSUZ	LOC119074198|XP_037036089.1|BCOP
OG0002443	LOC108009451|XP_036668982.1|DSUZ	LOC119072386|XP_037033484.1|BCOP, LOC119072392|XP_037033496.1|BCOP
OG0002444	LOC108009607|XP_016929579.1|DSUZ	LOC119084080|XP_037049810.1|BCOP
OG0002445	LOC108019775|XP_016943240.1|DSUZ	LOC119069836|XP_037029898.1|BCOP
OG0002447	LOC108020273|XP_016943885.1|DSUZ	LOC119071927|XP_037032945.1|BCOP
OG0002448	LOC108008310|XP_016927617.1|DSUZ	LOC119066229|XP_037024448.1|BCOP
OG0002449	LOC108008519|XP_016927878.1|DSUZ	LOC119071329|XP_037032108.1|BCOP
OG0002450	LOC108018754|XP_016941820.2|DSUZ	LOC119084537|XP_037050445.1|BCOP, LOC119084500|XP_037050417.1|BCOP
OG0002451	LOC108017954|XP_016940711.1|DSUZ	LOC119084029|XP_037049746.1|BCOP, LOC119077965|XP_037041240.1|BCOP
OG0002452	LOC108008537|XP_016927896.1|DSUZ	LOC119066537|XP_037024957.1|BCOP
OG0002453	LOC108010041|XP_016930339.1|DSUZ	LOC119072839|XP_037034047.1|BCOP
OG0002454	LOC108013482|XP_016934854.1|DSUZ	LOC119066170|XP_037024361.1|BCOP
OG0002455	LOC108013481|XP_016934853.1|DSUZ	LOC119072032|XP_037033048.1|BCOP
OG0002456	LOC108008655|XP_016928029.1|DSUZ	LOC119072082|XP_037033133.1|BCOP
OG0002457	LOC108018007|XP_016940849.1|DSUZ	LOC119085354|XP_037051625.1|BCOP
OG0002458	LOC118878938|XP_036677812.1|DSUZ, LOC118878937|XP_036677811.1|DSUZ, LOC108005945|XP_016924860.1|DSUZ	LOC119066843|XP_037025406.1|BCOP
OG0002459	LOC108019739|XP_016943160.1|DSUZ	LOC119077043|XP_037040065.1|BCOP
OG0002460	LOC108008143|XP_036669438.1|DSUZ	LOC119066116|XP_037024292.1|BCOP
OG0002461	LOC108010235|XP_016930577.1|DSUZ	LOC119082739|XP_037048214.1|BCOP
OG0002462	LOC108017735|XP_036669759.1|DSUZ	LOC119071060|XP_037031574.1|BCOP
OG0002463	LOC108008308|XP_016927614.1|DSUZ	LOC119078240|XP_037041597.1|BCOP
OG0002464	LOC108009188|XP_016928828.1|DSUZ	LOC119071679|XP_037032555.1|BCOP
OG0002465	LOC118878884|XP_036677786.1|DSUZ, LOC108010723|XP_016931138.1|DSUZ	LOC119082101|XP_037047366.1|BCOP
OG0002466	LOC108020398|XP_016944166.1|DSUZ	LOC119085098|XP_037051237.1|BCOP, LOC119083407|XP_037049021.1|BCOP
OG0002467	LOC108016083|XP_036671795.1|DSUZ	LOC119073227|XP_037034433.1|BCOP, LOC119081200|XP_037045812.1|BCOP
OG0002468	LOC108017370|XP_036671733.1|DSUZ	LOC119083241|XP_037048794.1|BCOP, LOC119083240|XP_037048791.1|BCOP, LOC119083221|XP_037048782.1|BCOP
OG0002469	LOC108011628|XP_036673643.1|DSUZ	LOC119067785|XP_037026821.1|BCOP
OG0002470	LOC108017820|XP_016940459.1|DSUZ	LOC119083279|XP_037048862.1|BCOP
OG0002471	LOC108008348|XP_016927666.1|DSUZ	LOC119086078|XP_037052549.1|BCOP
OG0002472	LOC108009800|XP_016929953.1|DSUZ	LOC119071492|XP_037032238.1|BCOP
OG0002473	LOC108010207|XP_016930540.1|DSUZ	LOC119072615|XP_037033765.1|BCOP
OG0002474	LOC108005671|XP_036670413.1|DSUZ	LOC119071844|XP_037032794.1|BCOP
OG0002475	LOC108016485|XP_016938639.1|DSUZ	LOC119071960|XP_037032986.1|BCOP
OG0002476	LOC108008498|XP_016927852.1|DSUZ	LOC119085339|XP_037051617.1|BCOP
OG0002477	LOC108017835|XP_016940477.1|DSUZ	LOC119072433|XP_037033542.1|BCOP
OG0002478	LOC108017849|XP_016940492.1|DSUZ	LOC119078989|XP_037042640.1|BCOP
OG0002479	LOC108010106|XP_016930416.1|DSUZ	LOC119066902|XP_037025487.1|BCOP
OG0002480	LOC108014330|XP_036678295.1|DSUZ	LOC119071163|XP_037031815.1|BCOP
OG0002481	LOC108016780|XP_016939036.1|DSUZ	LOC119067505|XP_037026410.1|BCOP, LOC119078450|XP_037041875.1|BCOP
OG0002482	LOC108019690|XP_016943071.1|DSUZ	LOC119071591|XP_037032433.1|BCOP, LOC119068653|XP_037028226.1|BCOP
OG0002483	LOC108010108|XP_016930418.1|DSUZ	LOC119076934|XP_037039866.1|BCOP
OG0002484	LOC108009080|XP_016928621.1|DSUZ	LOC119075973|XP_037038455.1|BCOP, LOC119067411|XP_037026253.1|BCOP
OG0002485	LOC108019810|XP_016943308.1|DSUZ	LOC119070974|XP_037031447.1|BCOP
OG0002486	LOC108004815|XP_016923374.1|DSUZ	LOC119085992|XP_037052458.1|BCOP
OG0002487	LOC108005649|XP_016924449.1|DSUZ	LOC119072776|XP_037033960.1|BCOP
OG0002488	LOC108010132|XP_016930449.1|DSUZ	LOC119080997|XP_037045556.1|BCOP
OG0002489	LOC108020437|XP_036671133.1|DSUZ, LOC118877513|XP_036672440.1|DSUZ	LOC119076718|XP_037039536.1|BCOP
OG0002490	LOC108018073|XP_016940962.1|DSUZ	LOC119071118|XP_037031662.1|BCOP, LOC119080097|XP_037044221.1|BCOP
OG0002491	LOC108017620|XP_036670546.1|DSUZ	LOC119071526|XP_037032302.1|BCOP
OG0002492	LOC108006181|XP_036669046.1|DSUZ	LOC119071175|XP_037031838.1|BCOP
OG0002493	LOC108019718|XP_016943118.1|DSUZ	LOC119071162|XP_037031814.1|BCOP
OG0002494	LOC118878154|XP_036675702.1|DSUZ, LOC108017453|XP_036674289.1|DSUZ	LOC119084257|XP_037050057.1|BCOP
OG0002495	LOC108010019|XP_016930303.1|DSUZ	LOC119083517|XP_037049129.1|BCOP
OG0002497	LOC108019369|XP_016942680.2|DSUZ	LOC119073156|XP_037034353.1|BCOP, LOC119080635|XP_037044944.1|BCOP, LOC119085952|XP_037052398.1|BCOP, LOC119066403|XP_037024759.1|BCOP, LOC119082531|XP_037047938.1|BCOP, LOC119080978|XP_037045518.1|BCOP
OG0002499	LOC108013307|XP_036670269.1|DSUZ	LOC119075573|XP_037037935.1|BCOP
OG0002500	LOC108017467|XP_016939994.2|DSUZ	LOC119083584|XP_037049227.1|BCOP
OG0002508	LOC108004829|XP_036676017.1|DSUZ	LOC119069496|XP_037029462.1|BCOP
OG0002509	LOC108018198|XP_016941203.1|DSUZ	LOC119067530|XP_037026479.1|BCOP
OG0002510	LOC108007881|XP_016927138.1|DSUZ	LOC119083413|XP_037049026.1|BCOP, LOC119067720|XP_037026732.1|BCOP
OG0002511	LOC108017548|XP_036674219.1|DSUZ, LOC118877545|XP_036672520.1|DSUZ	LOC119068188|XP_037027577.1|BCOP
OG0002512	LOC108020357|XP_016944047.1|DSUZ	LOC119080990|XP_037045531.1|BCOP
OG0002513	LOC108006956|XP_036674626.1|DSUZ	LOC119085629|XP_037051960.1|BCOP
OG0002514	LOC108012361|XP_016933201.2|DSUZ	LOC119068027|XP_037027285.1|BCOP
OG0002516	LOC108018846|XP_036674598.1|DSUZ	LOC119082549|XP_037047964.1|BCOP
OG0002517	LOC108013673|XP_036676772.1|DSUZ	LOC119068638|XP_037028203.1|BCOP
OG0002518	LOC108020295|XP_016943911.1|DSUZ, LOC118877726|XP_036673566.1|DSUZ	LOC119069694|XP_037029718.1|BCOP
OG0002519	LOC108009241|XP_016928899.1|DSUZ	LOC119082002|XP_037047215.1|BCOP
OG0002520	LOC108011111|XP_016931672.1|DSUZ	LOC119067422|XP_037026288.1|BCOP
OG0002521	LOC108010457|XP_016930814.1|DSUZ	LOC119067294|XP_037026080.1|BCOP
OG0002522	LOC108017509|XP_016940061.1|DSUZ, LOC108020283|XP_016943900.2|DSUZ	LOC119070134|XP_037030353.1|BCOP
OG0002523	LOC108010765|XP_036675451.1|DSUZ	LOC119068173|XP_037027556.1|BCOP
OG0002524	LOC108015307|XP_016937175.1|DSUZ	LOC119084814|XP_037050786.1|BCOP
OG0002525	LOC108014459|XP_036671659.1|DSUZ	LOC119068315|XP_037027762.1|BCOP
OG0002527	LOC108010545|XP_036674309.1|DSUZ	LOC119070111|XP_037030319.1|BCOP
OG0002528	LOC108016844|XP_016939183.1|DSUZ	LOC119068748|XP_037028349.1|BCOP
OG0002529	LOC118878586|XP_036677512.1|DSUZ, LOC108020243|XP_036673757.1|DSUZ	LOC119067909|XP_037027097.1|BCOP
OG0002530	LOC108005636|XP_016924441.1|DSUZ	LOC119076992|XP_037039995.1|BCOP, LOC119082545|XP_037047950.1|BCOP
OG0002531	LOC108019502|XP_016942819.1|DSUZ	LOC119075664|XP_037038067.1|BCOP
OG0002532	LOC108013031|XP_016934111.1|DSUZ, LOC108007326|XP_016926461.1|DSUZ	LOC119067488|XP_037026389.1|BCOP
OG0002533	LOC108005085|XP_016923744.1|DSUZ	LOC119070601|XP_037030914.1|BCOP
OG0002534	LOC108008474|XP_016927818.1|DSUZ	LOC119067662|XP_037026659.1|BCOP, LOC119068320|XP_037027771.1|BCOP
OG0002535	LOC108016341|XP_036672125.1|DSUZ, LOC108020722|XP_016944580.2|DSUZ	LOC119072304|XP_037033385.1|BCOP
OG0002536	LOC108014316|XP_016935876.1|DSUZ	LOC119080712|XP_037045073.1|BCOP
OG0002537	LOC108009132|XP_016928725.1|DSUZ	LOC119074362|XP_037036360.1|BCOP
OG0002539	LOC108009729|XP_016929801.1|DSUZ	LOC119082169|XP_037047479.1|BCOP, LOC119083386|XP_037048996.1|BCOP
OG0002540	LOC108006418|XP_016925432.2|DSUZ	LOC119067310|XP_037026113.1|BCOP
OG0002541	LOC108016520|XP_036676492.1|DSUZ	LOC119067209|XP_037025948.1|BCOP
OG0002542	LOC108015386|XP_016937293.1|DSUZ	LOC119070371|XP_037030567.1|BCOP
OG0002543	LOC108005124|XP_036677017.1|DSUZ	LOC119068574|XP_037028114.1|BCOP
OG0002544	LOC108020493|XP_016944313.1|DSUZ	LOC119069560|XP_037029537.1|BCOP, LOC119073986|XP_037035793.1|BCOP
OG0002545	LOC108016622|XP_016938806.1|DSUZ	LOC119069993|XP_037030132.1|BCOP, LOC119071287|XP_037032052.1|BCOP
OG0002547	LOC108021825|XP_016946118.1|DSUZ	LOC119070262|XP_037030427.1|BCOP
OG0002548	LOC108006263|XP_036676529.1|DSUZ	LOC119070613|XP_037030933.1|BCOP
OG0002549	LOC108005393|XP_016924144.1|DSUZ	LOC119067667|XP_037026667.1|BCOP
OG0002550	LOC108013711|XP_016935135.1|DSUZ	LOC119074515|XP_037036573.1|BCOP, LOC119074532|XP_037036591.1|BCOP
OG0002551	LOC108010819|XP_016931255.1|DSUZ	LOC119082264|XP_037047628.1|BCOP
OG0002552	LOC108009605|XP_016929582.1|DSUZ	LOC119068697|XP_037028283.1|BCOP
OG0002553	LOC108005092|XP_016923754.1|DSUZ	LOC119068612|XP_037028164.1|BCOP
OG0002554	LOC108019969|XP_016943541.2|DSUZ, LOC108015237|XP_016937072.1|DSUZ	LOC119085663|XP_037052006.1|BCOP
OG0002555	LOC108011170|XP_016931748.1|DSUZ	LOC119067291|XP_037026076.1|BCOP, LOC119081549|XP_037046467.1|BCOP
OG0002556	LOC108020261|XP_016943873.1|DSUZ, LOC118879697|XP_036678487.1|DSUZ	LOC119067989|XP_037027241.1|BCOP
OG0002557	LOC108005402|XP_016924155.1|DSUZ	LOC119067147|XP_037025840.1|BCOP
OG0002558	LOC108007852|XP_016927104.2|DSUZ	LOC119070376|XP_037030583.1|BCOP
OG0002559	LOC108006921|XP_036678304.1|DSUZ	LOC119068160|XP_037027532.1|BCOP
OG0002560	LOC108020318|XP_016943939.1|DSUZ, LOC118877867|XP_036674085.1|DSUZ	LOC119068324|XP_037027774.1|BCOP
OG0002561	LOC108017562|XP_036672524.1|DSUZ	LOC119069500|XP_037029467.1|BCOP
OG0002562	LOC108016659|XP_016938857.1|DSUZ	LOC119069154|XP_037028954.1|BCOP, LOC119085595|XP_037051948.1|BCOP, LOC119069153|XP_037028953.1|BCOP, LOC119071965|XP_037032991.1|BCOP
OG0002563	LOC108005441|XP_036677222.1|DSUZ	LOC119071167|XP_037031819.1|BCOP
OG0002564	LOC108017226|XP_016939712.2|DSUZ	LOC119070097|XP_037030305.1|BCOP, LOC119078092|XP_037041451.1|BCOP, LOC119075249|XP_037037543.1|BCOP
OG0002565	LOC108005727|XP_036673026.1|DSUZ	LOC119069163|XP_037028964.1|BCOP
OG0002566	LOC108020288|XP_036677886.1|DSUZ, LOC108018599|XP_036673514.1|DSUZ	LOC119081788|XP_037046896.1|BCOP
OG0002567	LOC108011165|XP_016931741.1|DSUZ	LOC119067298|XP_037026094.1|BCOP
OG0002568	LOC108007947|XP_016927206.2|DSUZ	LOC119082824|XP_037048370.1|BCOP, LOC119070391|XP_037030606.1|BCOP
OG0002569	LOC108005796|XP_016924615.1|DSUZ	LOC119068141|XP_037027497.1|BCOP, LOC119066720|XP_037025229.1|BCOP
