Orthogroup	DSUZ.longest_only	CQUI.longest_only
OG0002320	LOC108009382|XP_016929179.1|DSUZ	LOC6031812|XP_001842519.2|CQUI
OG0002321	LOC108008443|XP_016927784.1|DSUZ	LOC6038275|XP_001848098.1|CQUI
OG0002322	LOC108021683|XP_016945994.1|DSUZ	LOC6044453|XP_038109073.1|CQUI
OG0002323	LOC108005119|XP_016923785.1|DSUZ	LOC6041510|XP_001850760.2|CQUI
OG0002324	LOC108011053|XP_036671185.1|DSUZ, LOC108019346|XP_036671187.1|DSUZ	LOC6043907|XP_001861490.1|CQUI
OG0002325	LOC108014097|XP_016935606.1|DSUZ	LOC6043898|XP_038113606.1|CQUI
OG0002326	LOC108014101|XP_016935615.1|DSUZ	LOC6043897|XP_038106830.1|CQUI
OG0002327	LOC108006022|XP_036674274.1|DSUZ	LOC6043899|XP_038108302.1|CQUI
OG0002328	LOC108005856|XP_016924725.1|DSUZ	LOC6036378|XP_001846433.2|CQUI
OG0002329	LOC108006880|XP_016925955.1|DSUZ	LOC6036369|XP_038110618.1|CQUI
OG0002330	LOC108006057|XP_016924993.1|DSUZ	LOC6031186|XP_038106119.1|CQUI
OG0002331	LOC108011219|XP_016931802.1|DSUZ	LOC6031208|XP_001842042.2|CQUI
OG0002332	LOC108012368|XP_016933211.1|DSUZ	LOC6042252|XP_001851390.2|CQUI
OG0002333	LOC108009475|XP_016929344.1|DSUZ	LOC6032002|XP_038113463.1|CQUI
OG0002334	LOC108005689|XP_016924505.1|DSUZ	LOC6037004|XP_001846968.2|CQUI
OG0002335	LOC108018244|XP_016941259.1|DSUZ	LOC6031823|XP_038109961.1|CQUI
OG0002336	LOC118877432|XP_036672122.1|DSUZ, LOC108020747|XP_036672464.1|DSUZ	LOC6033193|XP_038109781.1|CQUI
OG0002337	LOC108009071|XP_016928573.1|DSUZ	LOC6040014|XP_038106019.1|CQUI
OG0002338	LOC108020985|XP_016944932.1|DSUZ	LOC6040854|XP_038109267.1|CQUI
OG0002339	LOC108020099|XP_016943692.1|DSUZ	LOC6031261|XP_038109126.1|CQUI, LOC6036110|XP_001846158.2|CQUI
OG0002340	LOC108019665|XP_016943082.2|DSUZ	LOC6041523|XP_001850773.2|CQUI
OG0002341	LOC108008375|XP_016927704.1|DSUZ	LOC6040128|XP_001849587.2|CQUI
OG0002342	LOC108018924|XP_036669333.1|DSUZ	LOC6040132|XP_038114414.1|CQUI
OG0002343	LOC108019307|XP_016942620.2|DSUZ	LOC6036647|XP_038106750.1|CQUI
OG0002344	LOC108006529|XP_036677565.1|DSUZ	LOC6036655|XP_038114418.1|CQUI
OG0002345	LOC108019605|XP_016942972.1|DSUZ	LOC6033169|XP_038112404.1|CQUI
OG0002346	LOC108021593|XP_016945872.1|DSUZ	LOC6033282|XP_001843752.2|CQUI
OG0002347	LOC108010069|XP_016930372.1|DSUZ	LOC6048996|XP_001865830.2|CQUI
OG0002348	LOC108020987|XP_016944934.1|DSUZ	LOC6050418|XP_038113237.1|CQUI
OG0002349	LOC108019816|XP_016943319.1|DSUZ	LOC6044752|XP_038122121.1|CQUI, LOC6039494|XP_038105822.1|CQUI, LOC119766897|XP_038109217.1|CQUI
OG0002350	LOC108019813|XP_016943313.1|DSUZ	LOC6031634|XP_038119250.1|CQUI, LOC6033104|XP_001843599.2|CQUI
OG0002351	LOC108009832|XP_016930011.1|DSUZ	LOC6042105|XP_038114014.1|CQUI
OG0002352	LOC108018247|XP_016941263.1|DSUZ	LOC6042118|XP_038112064.1|CQUI
OG0002353	LOC108014507|XP_016936135.1|DSUZ	LOC6043228|XP_001857727.2|CQUI
OG0002354	LOC108019146|XP_016942384.1|DSUZ	LOC6033274|XP_038113892.1|CQUI
OG0002355	LOC108008007|XP_016927277.1|DSUZ	LOC6038937|XP_038108240.1|CQUI
OG0002356	LOC108021351|XP_016945523.1|DSUZ	LOC6044243|XP_038114335.1|CQUI
OG0002357	LOC108006794|XP_036674199.1|DSUZ, LOC118878098|XP_036675328.1|DSUZ	LOC6052967|XP_038113574.1|CQUI, LOC6052659|XP_038106613.1|CQUI, LOC6044241|XP_001861780.2|CQUI
OG0002358	LOC108018085|XP_016940980.1|DSUZ	LOC6031859|XP_038106717.1|CQUI
OG0002359	LOC108018892|XP_036675759.1|DSUZ	LOC6031881|XP_038111803.1|CQUI
OG0002360	LOC108018331|XP_016941365.1|DSUZ	LOC6036445|XP_001846496.2|CQUI
OG0002361	LOC108005562|XP_016924347.2|DSUZ	LOC119766965|XP_038109659.1|CQUI
OG0002362	LOC108015014|XP_036678595.1|DSUZ	LOC6054587|XP_038107867.1|CQUI
OG0002363	LOC108021462|XP_016945684.1|DSUZ	LOC6038008|XP_001847855.1|CQUI
OG0002364	LOC108015745|XP_016937773.1|DSUZ	LOC6038009|XP_038113072.1|CQUI
OG0002365	LOC108006227|XP_016925158.1|DSUZ	LOC6038010|XP_001847857.2|CQUI
OG0002366	LOC108009436|XP_016929266.1|DSUZ	LOC6036339|XP_038111196.1|CQUI
OG0002367	LOC108021432|XP_016945637.1|DSUZ	LOC6034393|XP_038109097.1|CQUI
OG0002368	LOC108014608|XP_016936261.1|DSUZ	LOC6039844|XP_038108567.1|CQUI
OG0002369	LOC108013727|XP_016935160.1|DSUZ	LOC6034866|XP_001845136.2|CQUI
OG0002370	LOC108009163|XP_016928769.2|DSUZ	LOC6042079|XP_038107575.1|CQUI
OG0002371	LOC108018683|XP_016941748.2|DSUZ	LOC6042074|XP_038107576.1|CQUI
OG0002372	LOC108020739|XP_016944607.1|DSUZ	LOC6033604|XP_038107033.1|CQUI
OG0002373	LOC108014671|XP_016936330.1|DSUZ	LOC6042945|XP_001870884.2|CQUI, LOC6053051|XP_001869210.1|CQUI
OG0002374	LOC108014579|XP_036673371.1|DSUZ	LOC6048336|XP_038110935.1|CQUI
OG0002375	LOC108016095|XP_016938182.2|DSUZ	LOC6037683|XP_038108247.1|CQUI
OG0002376	LOC108011706|XP_016932409.1|DSUZ	LOC6048804|XP_038122078.1|CQUI
OG0002377	LOC108016265|XP_036675171.1|DSUZ	LOC6040478|XP_001849864.2|CQUI
OG0002378	LOC108011266|XP_016931863.1|DSUZ	LOC6042670|XP_001853364.1|CQUI
OG0002379	LOC108021687|XP_016946004.1|DSUZ	LOC6039013|XP_001848695.2|CQUI
OG0002380	LOC108004565|XP_016922990.2|DSUZ	LOC6047575|XP_001864617.1|CQUI
OG0002381	LOC108008470|XP_016927815.1|DSUZ	LOC6032249|XP_001842887.1|CQUI
OG0002382	LOC108015274|XP_016937128.1|DSUZ	LOC6048718|XP_038115337.1|CQUI
OG0002383	LOC108013450|XP_016934815.1|DSUZ	LOC6054417|XP_038118937.1|CQUI
OG0002384	LOC108016748|XP_036676311.1|DSUZ	LOC6048311|XP_038119472.1|CQUI, LOC6048302|XP_038116611.1|CQUI
OG0002386	LOC108015569|XP_036672606.1|DSUZ	LOC6033077|XP_038120640.1|CQUI
OG0002387	LOC108011028|XP_016931550.2|DSUZ	LOC6051016|XP_038115133.1|CQUI
OG0002388	LOC108004924|XP_016923509.2|DSUZ	LOC6053486|XP_038122199.1|CQUI
OG0002389	LOC108015832|XP_016937889.1|DSUZ	LOC6047438|XP_001864493.1|CQUI, LOC6034238|XP_038106278.1|CQUI
OG0002390	LOC108005986|XP_016924919.1|DSUZ	LOC6049310|XP_001866082.2|CQUI
OG0002391	LOC108009821|XP_016929994.1|DSUZ	LOC6039477|XP_038119173.1|CQUI
OG0002392	LOC108014455|XP_036671678.1|DSUZ	LOC6044685|XP_038120275.1|CQUI
OG0002393	LOC108005643|XP_016924446.2|DSUZ	LOC6045689|XP_038119329.1|CQUI
OG0002394	LOC108012108|XP_016932876.1|DSUZ	LOC6039388|XP_038121848.1|CQUI
OG0002395	LOC108011178|XP_036674378.1|DSUZ	LOC6046522|XP_038121760.1|CQUI
OG0002396	LOC108017980|XP_016940806.1|DSUZ	LOC6035019|XP_038119412.1|CQUI
OG0002397	LOC108011935|XP_016932672.1|DSUZ	LOC6043888|XP_001861470.1|CQUI
OG0002398	LOC108016760|XP_016939001.1|DSUZ	LOC6050951|XP_001867465.2|CQUI
OG0002399	LOC108010973|XP_036669887.1|DSUZ	LOC119768868|XP_038116323.1|CQUI
OG0002400	LOC108010325|XP_016930737.1|DSUZ	LOC6049235|XP_038120383.1|CQUI
OG0002401	LOC108020365|XP_016944074.1|DSUZ	LOC6050680|XP_001867244.2|CQUI
OG0002402	LOC108014840|XP_036673534.1|DSUZ	LOC6047584|XP_038116540.1|CQUI
OG0002403	LOC108014805|XP_036673559.1|DSUZ	LOC6053670|XP_038118861.1|CQUI
OG0002404	LOC108020185|XP_016943781.1|DSUZ, LOC108020184|XP_036678489.1|DSUZ	LOC6044716|XP_038118794.1|CQUI
OG0002405	LOC108011252|XP_036675168.1|DSUZ	LOC6042040|XP_038118600.1|CQUI
OG0002406	LOC108014334|XP_016935900.2|DSUZ	LOC119768831|XP_038116131.1|CQUI
OG0002407	LOC108010829|XP_016931281.2|DSUZ	LOC6039819|XP_038116523.1|CQUI
OG0002408	LOC108016237|XP_036674870.1|DSUZ	LOC6039804|XP_038119512.1|CQUI
OG0002410	LOC108015573|XP_036672695.1|DSUZ	LOC6054177|XP_038119593.1|CQUI
OG0002411	LOC108011553|XP_016932208.1|DSUZ	LOC6032563|XP_001843139.1|CQUI
OG0002412	LOC108011730|XP_016932440.2|DSUZ, LOC108007414|XP_036677430.1|DSUZ	LOC6032566|XP_038122161.1|CQUI
OG0002413	LOC108015003|XP_016936719.1|DSUZ, LOC108006721|XP_016925753.2|DSUZ	LOC6048880|XP_001865726.1|CQUI
OG0002414	LOC108013318|XP_016934599.1|DSUZ	LOC6048854|XP_001865693.2|CQUI
OG0002415	LOC108019289|XP_036673766.1|DSUZ, LOC108017426|XP_016939944.2|DSUZ	LOC6047147|XP_038117524.1|CQUI
OG0002417	LOC108013674|XP_016935085.1|DSUZ	LOC6050407|XP_001867022.2|CQUI
OG0002418	LOC108011696|XP_036677602.1|DSUZ, LOC108017039|XP_036677581.1|DSUZ, LOC108017041|XP_036677597.1|DSUZ	LOC6046399|XP_038121391.1|CQUI
OG0002419	LOC108016943|XP_016939362.1|DSUZ	LOC6037577|XP_038116558.1|CQUI, LOC6050586|XP_001867168.2|CQUI
OG0002420	LOC118877434|XP_036672127.1|DSUZ	LOC6037564|XP_038119772.1|CQUI
OG0002421	LOC108005707|XP_016924523.2|DSUZ	LOC6048010|XP_001864984.2|CQUI
OG0002422	LOC108015864|XP_036672720.1|DSUZ, LOC108016356|XP_036675059.1|DSUZ	LOC6032747|XP_038118698.1|CQUI
OG0002423	LOC108013934|XP_016935433.2|DSUZ	LOC6033816|XP_038118435.1|CQUI
OG0002424	LOC108020427|XP_016944228.1|DSUZ	LOC6040845|XP_038118999.1|CQUI
OG0002425	LOC108019152|XP_016942391.1|DSUZ	LOC6053197|XP_038120572.1|CQUI, LOC6040839|XP_038122185.1|CQUI
OG0002426	LOC108012878|XP_016933857.1|DSUZ	LOC6033988|XP_038115446.1|CQUI
OG0002427	LOC108020431|XP_016944241.1|DSUZ	LOC6033992|XP_001844380.1|CQUI
OG0002428	LOC108015278|XP_016937135.1|DSUZ	LOC6034042|XP_038116028.1|CQUI
OG0002429	LOC108012968|XP_036672302.1|DSUZ	LOC6050578|XP_038121197.1|CQUI
OG0002430	LOC108018188|XP_016941182.1|DSUZ	LOC6039947|XP_001849442.1|CQUI
OG0002431	LOC108010256|XP_016930602.1|DSUZ	LOC6046184|XP_001863416.2|CQUI
OG0002432	LOC108016612|XP_016938792.1|DSUZ	LOC6045833|XP_038112946.1|CQUI
OG0002434	LOC108017488|XP_016940024.1|DSUZ	LOC6033790|XP_001844192.2|CQUI
OG0002435	LOC108018860|XP_036675797.1|DSUZ	LOC6046932|XP_038109485.1|CQUI
OG0002436	LOC108018097|XP_016940996.1|DSUZ	LOC6054064|XP_001870042.2|CQUI, LOC119767530|XP_038112259.1|CQUI
OG0002437	LOC108019824|XP_016943330.1|DSUZ	LOC6051233|XP_038109096.1|CQUI
OG0002438	LOC108016855|XP_016939208.1|DSUZ	LOC6043548|XP_038110094.1|CQUI, LOC6032484|XP_038116010.1|CQUI
OG0002439	LOC108018579|XP_036678264.1|DSUZ, LOC108020538|XP_036678261.1|DSUZ	LOC119766963|XP_038109630.1|CQUI
OG0002440	LOC108010485|XP_036670590.1|DSUZ	LOC6048677|XP_001865561.2|CQUI
OG0002441	LOC108009739|XP_016929811.2|DSUZ	LOC6032364|XP_038107613.1|CQUI
OG0002442	LOC108009185|XP_016928826.1|DSUZ	LOC6038122|XP_038111278.1|CQUI
OG0002443	LOC108009451|XP_036668982.1|DSUZ	LOC6053099|XP_038108249.1|CQUI
OG0002444	LOC108009607|XP_016929579.1|DSUZ	LOC6052487|XP_038106064.1|CQUI
OG0002445	LOC108019775|XP_016943240.1|DSUZ	LOC6038541|XP_001848328.1|CQUI
OG0002446	LOC108009531|XP_016929456.1|DSUZ	LOC6033408|XP_001843861.2|CQUI
OG0002447	LOC108020273|XP_016943885.1|DSUZ	LOC6052098|XP_038111823.1|CQUI
OG0002448	LOC108008310|XP_016927617.1|DSUZ	LOC6051563|XP_001867979.2|CQUI
OG0002449	LOC108008519|XP_016927878.1|DSUZ	LOC6053515|XP_001869584.1|CQUI
OG0002450	LOC108018754|XP_016941820.2|DSUZ	LOC6043656|XP_038114104.1|CQUI
OG0002451	LOC108017954|XP_016940711.1|DSUZ	LOC6043669|XP_038109669.1|CQUI
OG0002452	LOC108008537|XP_016927896.1|DSUZ	LOC6050180|XP_038110120.1|CQUI
OG0002453	LOC108010041|XP_016930339.1|DSUZ	LOC6038085|XP_038109782.1|CQUI
OG0002454	LOC108013482|XP_016934854.1|DSUZ	LOC6047683|XP_038108688.1|CQUI
OG0002455	LOC108013481|XP_016934853.1|DSUZ	LOC6047681|XP_001864711.2|CQUI
OG0002456	LOC108008655|XP_016928029.1|DSUZ	LOC6036749|XP_038106369.1|CQUI
OG0002457	LOC108018007|XP_016940849.1|DSUZ	LOC6037973|XP_038109981.1|CQUI
OG0002459	LOC108019739|XP_016943160.1|DSUZ	LOC6040278|XP_038110319.1|CQUI
OG0002460	LOC108008143|XP_036669438.1|DSUZ	LOC6046545|XP_038107177.1|CQUI
OG0002461	LOC108010235|XP_016930577.1|DSUZ	LOC6037728|XP_001847609.2|CQUI
OG0002462	LOC108017735|XP_036669759.1|DSUZ	LOC6036728|XP_038106021.1|CQUI
OG0002463	LOC108008308|XP_016927614.1|DSUZ	LOC6035951|XP_038107997.1|CQUI
OG0002464	LOC108009188|XP_016928828.1|DSUZ	LOC6035936|XP_038113029.1|CQUI
OG0002465	LOC118878884|XP_036677786.1|DSUZ, LOC108010723|XP_016931138.1|DSUZ	LOC6035937|XP_038107822.1|CQUI
OG0002466	LOC108020398|XP_016944166.1|DSUZ	LOC6035693|XP_038106107.1|CQUI
OG0002467	LOC108016083|XP_036671795.1|DSUZ	LOC6045031|XP_038113008.1|CQUI
OG0002468	LOC108017370|XP_036671733.1|DSUZ	LOC6040091|XP_038107963.1|CQUI
OG0002469	LOC108011628|XP_036673643.1|DSUZ	LOC6036071|XP_038108768.1|CQUI
OG0002470	LOC108017820|XP_016940459.1|DSUZ	LOC6036080|XP_001846173.1|CQUI
OG0002471	LOC108008348|XP_016927666.1|DSUZ	LOC6040384|XP_038107221.1|CQUI
OG0002472	LOC108009800|XP_016929953.1|DSUZ	LOC6042946|XP_038108067.1|CQUI
OG0002473	LOC108010207|XP_016930540.1|DSUZ	LOC6042941|XP_001870880.2|CQUI
OG0002474	LOC108005671|XP_036670413.1|DSUZ	LOC6049842|XP_038108015.1|CQUI
OG0002475	LOC108016485|XP_016938639.1|DSUZ	LOC6038339|XP_001848154.1|CQUI
OG0002476	LOC108008498|XP_016927852.1|DSUZ	LOC6040191|XP_001849641.1|CQUI
OG0002477	LOC108017835|XP_016940477.1|DSUZ	LOC6043951|XP_038110645.1|CQUI
OG0002478	LOC108017849|XP_016940492.1|DSUZ	LOC6043127|XP_001855949.2|CQUI
OG0002479	LOC108010106|XP_016930416.1|DSUZ	LOC6046503|XP_001863689.2|CQUI
OG0002480	LOC108014330|XP_036678295.1|DSUZ	LOC6036095|XP_038111231.1|CQUI
OG0002481	LOC108016780|XP_016939036.1|DSUZ	LOC6037433|XP_001847344.2|CQUI
OG0002482	LOC108019690|XP_016943071.1|DSUZ	LOC6054086|XP_001870060.2|CQUI
OG0002483	LOC108010108|XP_016930418.1|DSUZ	LOC6043110|XP_001855883.2|CQUI
OG0002484	LOC108009080|XP_016928621.1|DSUZ	LOC6043115|XP_001855904.1|CQUI
OG0002485	LOC108019810|XP_016943308.1|DSUZ	LOC6051768|XP_001868152.2|CQUI
OG0002486	LOC108004815|XP_016923374.1|DSUZ	LOC6050978|XP_001867487.1|CQUI
OG0002487	LOC108005649|XP_016924449.1|DSUZ	LOC6052913|XP_038108954.1|CQUI
OG0002488	LOC108010132|XP_016930449.1|DSUZ	LOC6053873|XP_038111830.1|CQUI
OG0002489	LOC108020437|XP_036671133.1|DSUZ, LOC118877513|XP_036672440.1|DSUZ	LOC6037239|XP_038114170.1|CQUI
OG0002490	LOC108018073|XP_016940962.1|DSUZ	LOC6037217|XP_038112765.1|CQUI
OG0002491	LOC108017620|XP_036670546.1|DSUZ	LOC6040530|XP_001849914.2|CQUI
OG0002492	LOC108006181|XP_036669046.1|DSUZ	LOC6040552|XP_001849934.2|CQUI
OG0002493	LOC108019718|XP_016943118.1|DSUZ	LOC6040556|XP_038111560.1|CQUI
OG0002494	LOC118878154|XP_036675702.1|DSUZ, LOC108017453|XP_036674289.1|DSUZ	LOC6045149|XP_038118792.1|CQUI
OG0002495	LOC108010019|XP_016930303.1|DSUZ	LOC6036631|XP_038111990.1|CQUI
OG0002508	LOC108004829|XP_036676017.1|DSUZ	LOC6035088|XP_038122670.1|CQUI
OG0002509	LOC108018198|XP_016941203.1|DSUZ	LOC119765394|XP_038105104.1|CQUI, LOC119770056|XP_038120124.1|CQUI
OG0002510	LOC108007881|XP_016927138.1|DSUZ	LOC6038187|XP_001848017.1|CQUI
OG0002511	LOC108017548|XP_036674219.1|DSUZ, LOC118877545|XP_036672520.1|DSUZ	LOC6044330|XP_038110665.1|CQUI
OG0002512	LOC108020357|XP_016944047.1|DSUZ	LOC6038318|XP_038117657.1|CQUI
OG0002513	LOC108006956|XP_036674626.1|DSUZ	LOC6038305|XP_001848124.2|CQUI
OG0002514	LOC108012361|XP_016933201.2|DSUZ	LOC6044319|XP_001861845.1|CQUI
OG0002516	LOC108018846|XP_036674598.1|DSUZ	LOC6042706|XP_038116833.1|CQUI
OG0002517	LOC108013673|XP_036676772.1|DSUZ	LOC6053207|XP_038116640.1|CQUI, LOC6053206|XP_038121940.1|CQUI, LOC119770678|XP_038121928.1|CQUI
OG0002518	LOC108020295|XP_016943911.1|DSUZ, LOC118877726|XP_036673566.1|DSUZ	LOC6040416|XP_038105923.1|CQUI
OG0002519	LOC108009241|XP_016928899.1|DSUZ	LOC119765096|XP_038104153.1|CQUI
OG0002520	LOC108011111|XP_016931672.1|DSUZ	LOC119765152|XP_038104337.1|CQUI
OG0002521	LOC108010457|XP_016930814.1|DSUZ	LOC6045823|XP_038115345.1|CQUI
OG0002522	LOC108017509|XP_016940061.1|DSUZ, LOC108020283|XP_016943900.2|DSUZ	LOC6041768|XP_001850986.2|CQUI
OG0002523	LOC108010765|XP_036675451.1|DSUZ	LOC6040429|XP_038121903.1|CQUI
OG0002524	LOC108015307|XP_016937175.1|DSUZ	LOC6043383|XP_038116054.1|CQUI
OG0002525	LOC108014459|XP_036671659.1|DSUZ	LOC6041756|XP_038104229.1|CQUI
OG0002526	LOC108015730|XP_016937757.2|DSUZ, LOC108006435|XP_036673307.1|DSUZ	LOC6041757|XP_001850972.2|CQUI
OG0002527	LOC108010545|XP_036674309.1|DSUZ	LOC6053287|XP_038105571.1|CQUI
OG0002528	LOC108016844|XP_016939183.1|DSUZ	LOC6053284|XP_038111580.1|CQUI
OG0002529	LOC118878586|XP_036677512.1|DSUZ, LOC108020243|XP_036673757.1|DSUZ	LOC6049217|XP_001866017.1|CQUI
OG0002530	LOC108005636|XP_016924441.1|DSUZ	LOC6049213|XP_001866014.1|CQUI
OG0002531	LOC108019502|XP_016942819.1|DSUZ	LOC6048445|XP_038113332.1|CQUI
OG0002532	LOC108013031|XP_016934111.1|DSUZ, LOC108007326|XP_016926461.1|DSUZ	LOC6040445|XP_038111080.1|CQUI
OG0002533	LOC108005085|XP_016923744.1|DSUZ	LOC6035125|XP_038116394.1|CQUI
OG0002534	LOC108008474|XP_016927818.1|DSUZ	LOC6035133|XP_001845368.2|CQUI
OG0002535	LOC108016341|XP_036672125.1|DSUZ, LOC108020722|XP_016944580.2|DSUZ	LOC6049268|XP_038105706.1|CQUI, LOC6049269|XP_038105686.1|CQUI
OG0002536	LOC108014316|XP_016935876.1|DSUZ	LOC6050127|XP_001866784.1|CQUI
OG0002537	LOC108009132|XP_016928725.1|DSUZ	LOC6050067|XP_001866735.2|CQUI
OG0002539	LOC108009729|XP_016929801.1|DSUZ	LOC6049760|XP_038105192.1|CQUI
OG0002540	LOC108006418|XP_016925432.2|DSUZ	LOC6044376|XP_038104046.1|CQUI
OG0002541	LOC108016520|XP_036676492.1|DSUZ	LOC6051486|XP_001867921.2|CQUI
OG0002542	LOC108015386|XP_016937293.1|DSUZ	LOC6050195|XP_001866841.2|CQUI
OG0002543	LOC108005124|XP_036677017.1|DSUZ	LOC6053285|XP_001869398.2|CQUI
OG0002544	LOC108020493|XP_016944313.1|DSUZ	LOC6054124|XP_001870091.2|CQUI
OG0002545	LOC108016622|XP_016938806.1|DSUZ	LOC6048459|XP_038122651.1|CQUI
OG0002547	LOC108021825|XP_016946118.1|DSUZ	LOC119771193|XP_038122754.1|CQUI
OG0002548	LOC108006263|XP_036676529.1|DSUZ	LOC119765155|XP_038104372.1|CQUI
OG0002549	LOC108005393|XP_016924144.1|DSUZ	LOC119765154|XP_038104350.1|CQUI
OG0002550	LOC108013711|XP_016935135.1|DSUZ	LOC6049174|XP_038105810.1|CQUI
OG0002551	LOC108010819|XP_016931255.1|DSUZ	LOC6037404|XP_001847321.2|CQUI, LOC6038454|XP_038105325.1|CQUI
OG0002552	LOC108009605|XP_016929582.1|DSUZ	LOC6038452|XP_001848249.2|CQUI
OG0002553	LOC108005092|XP_016923754.1|DSUZ	LOC6045347|XP_038122761.1|CQUI
OG0002554	LOC108019969|XP_016943541.2|DSUZ, LOC108015237|XP_016937072.1|DSUZ	LOC6035101|XP_001845337.1|CQUI
OG0002555	LOC108011170|XP_016931748.1|DSUZ	LOC6035102|XP_001845338.2|CQUI
OG0002556	LOC108020261|XP_016943873.1|DSUZ, LOC118879697|XP_036678487.1|DSUZ	LOC6044430|XP_038122718.1|CQUI
OG0002557	LOC108005402|XP_016924155.1|DSUZ	LOC6052596|XP_001868839.1|CQUI
OG0002558	LOC108007852|XP_016927104.2|DSUZ	LOC6049816|XP_001866517.1|CQUI
OG0002559	LOC108006921|XP_036678304.1|DSUZ	LOC6044997|XP_038122831.1|CQUI
OG0002560	LOC108020318|XP_016943939.1|DSUZ, LOC118877867|XP_036674085.1|DSUZ	LOC6045244|XP_038122871.1|CQUI
OG0002561	LOC108017562|XP_036672524.1|DSUZ	LOC6052529|XP_001868783.1|CQUI
OG0002563	LOC108005441|XP_036677222.1|DSUZ	LOC6039045|XP_001848723.2|CQUI
OG0002564	LOC108017226|XP_016939712.2|DSUZ	LOC119771222|XP_038122902.1|CQUI
OG0002565	LOC108005727|XP_036673026.1|DSUZ	LOC119771165|XP_038122575.1|CQUI
OG0002566	LOC108020288|XP_036677886.1|DSUZ, LOC108018599|XP_036673514.1|DSUZ	LOC6038465|XP_038112671.1|CQUI
OG0002567	LOC108011165|XP_016931741.1|DSUZ	LOC6042686|XP_001853447.1|CQUI
OG0002568	LOC108007947|XP_016927206.2|DSUZ	LOC6053666|XP_001869712.2|CQUI
OG0002569	LOC108005796|XP_016924615.1|DSUZ	LOC6053776|XP_038105020.1|CQUI
OG0002570	LOC108015975|XP_036677896.1|DSUZ	LOC6045624|XP_038112684.1|CQUI
OG0002572	LOC108018769|XP_016941838.1|DSUZ	LOC6048780|XP_001865647.1|CQUI
OG0002573	LOC108017515|XP_016940072.2|DSUZ	LOC6043596|XP_038111932.1|CQUI
OG0002574	LOC108017518|XP_036673568.1|DSUZ, LOC108020286|XP_036677904.1|DSUZ	LOC6045003|XP_038104193.1|CQUI
OG0002575	LOC108007364|XP_016926506.2|DSUZ	LOC6038492|XP_038112605.1|CQUI
OG0002576	LOC108005656|XP_016924460.1|DSUZ	LOC6035137|XP_038104095.1|CQUI
OG0002577	LOC108012579|XP_016933483.1|DSUZ	LOC6051202|XP_001867678.2|CQUI
OG0002578	LOC108021578|XP_016945850.1|DSUZ	LOC119768616|XP_038114721.1|CQUI, LOC119766588|XP_038107355.1|CQUI
OG0002579	LOC108021450|XP_016945665.1|DSUZ	LOC6046334|XP_001863546.1|CQUI, LOC6036611|XP_001846641.1|CQUI
OG0002580	LOC108019607|XP_016942974.1|DSUZ	LOC6053493|XP_038122769.1|CQUI
OG0002581	LOC108011899|XP_036674192.1|DSUZ	LOC6034486|XP_038105426.1|CQUI
OG0002582	LOC108010602|XP_016930981.1|DSUZ	LOC6034722|XP_001845004.2|CQUI
OG0002583	LOC108020545|XP_036673046.1|DSUZ	LOC6034748|XP_038104664.1|CQUI
OG0002585	LOC118877343|XP_036671617.1|DSUZ, LOC108020454|XP_016944265.1|DSUZ	LOC119766613|XP_038107483.1|CQUI
OG0002586	LOC108020125|XP_016943715.2|DSUZ	LOC6034720|XP_038104422.1|CQUI
OG0002587	LOC108006108|XP_016925044.2|DSUZ	LOC6034719|XP_038104581.1|CQUI
OG0002588	LOC108010565|XP_016930932.2|DSUZ	LOC6044481|XP_001861994.2|CQUI, LOC119765226|XP_038104620.1|CQUI
OG0002589	LOC108006374|XP_016925385.2|DSUZ	LOC6053547|XP_038105601.1|CQUI
OG0002590	LOC108011149|XP_016931724.1|DSUZ	LOC6053918|XP_038122805.1|CQUI
OG0002591	LOC108012158|XP_016932938.2|DSUZ	LOC6052322|XP_038111789.1|CQUI
OG0002592	LOC108006660|XP_036673403.1|DSUZ	LOC6046471|XP_038104522.1|CQUI
OG0002593	LOC108013863|XP_036673243.1|DSUZ	LOC6046477|XP_038122167.1|CQUI
OG0002594	LOC108015936|XP_036672729.1|DSUZ, LOC108015935|XP_036674215.1|DSUZ	LOC6050545|XP_038106001.1|CQUI
OG0002595	LOC108014138|XP_036672787.1|DSUZ	LOC6046772|XP_038106619.1|CQUI
OG0002596	LOC108014904|XP_036674436.1|DSUZ, LOC118877578|XP_036672727.1|DSUZ	LOC6035372|XP_038122549.1|CQUI
OG0002597	LOC108006767|XP_036675695.1|DSUZ, LOC118877974|XP_036674773.1|DSUZ	LOC6035360|XP_038104383.1|CQUI
OG0002598	LOC108005593|XP_036673027.1|DSUZ, LOC108005608|XP_036678016.1|DSUZ	LOC6048982|XP_038115404.1|CQUI
OG0002599	LOC108010603|XP_016930983.1|DSUZ	LOC6051236|XP_038104285.1|CQUI
OG0002600	LOC108009515|XP_016929423.1|DSUZ	LOC6042018|XP_001851182.1|CQUI
OG0002601	LOC108013845|XP_036672769.1|DSUZ, LOC118878049|XP_036675114.1|DSUZ	LOC6035637|XP_038117863.1|CQUI
OG0002602	LOC118876791|XP_036678217.1|DSUZ, LOC108007633|XP_016926832.1|DSUZ	LOC6035648|XP_038104109.1|CQUI
OG0002603	LOC108016473|XP_036675427.1|DSUZ	LOC6035230|XP_038104327.1|CQUI
