Orthogroup	DSUZ.longest_only	CPIP.longest_only
OG0000681	LOC108020105|XP_036672713.1|DSUZ, LOC118877931|XP_036674446.1|DSUZ, LOC108005315|XP_016924017.1|DSUZ	LOC120418081|XP_039436271.1|CPIP, LOC120419864|XP_039438646.1|CPIP
OG0000683	LOC108020622|XP_016944460.1|DSUZ	LOC120421815|XP_039441026.1|CPIP, LOC120427907|XP_039448781.1|CPIP, LOC120420753|XP_039439789.1|CPIP
OG0000684	LOC108017403|XP_016939917.2|DSUZ, LOC118877928|XP_036674421.1|DSUZ	LOC120430224|XP_039451238.1|CPIP
OG0000685	LOC108019027|XP_016942130.1|DSUZ, LOC108014428|XP_016936032.1|DSUZ	LOC120414285|XP_039431349.1|CPIP
OG0000686	LOC108017789|XP_016940421.1|DSUZ, LOC108014945|XP_036676790.1|DSUZ	LOC120423501|XP_039443275.1|CPIP
OG0000687	LOC108008806|XP_016928200.1|DSUZ, LOC108012468|XP_016933349.1|DSUZ	LOC120413459|XP_039430230.1|CPIP
OG0000688	LOC108009172|XP_016928789.1|DSUZ	LOC120431079|XP_039452165.1|CPIP, LOC120417409|XP_039435385.1|CPIP
OG0000689	LOC108008377|XP_016927707.1|DSUZ, LOC108008376|XP_016927705.1|DSUZ	LOC120431213|XP_039452290.1|CPIP
OG0000690	LOC108018995|XP_016942093.2|DSUZ	LOC120417154|XP_039435072.1|CPIP, LOC120414453|XP_039431575.1|CPIP, LOC120415957|XP_039433533.1|CPIP, LOC120421238|XP_039440371.1|CPIP, LOC120417133|XP_039435047.1|CPIP
OG0000691	LOC108007869|XP_016927123.1|DSUZ, LOC108015929|XP_016937998.1|DSUZ	LOC120426138|XP_039446786.1|CPIP
OG0000692	LOC108018827|XP_016941902.2|DSUZ, LOC108011305|XP_016931899.1|DSUZ	LOC120412572|XP_039429020.1|CPIP, LOC120412641|XP_039429129.1|CPIP
OG0000694	LOC108004744|XP_016923265.1|DSUZ, LOC108010701|XP_016931100.2|DSUZ	LOC120415917|XP_039433497.1|CPIP
OG0000695	LOC108006920|XP_036678481.1|DSUZ	LOC120421982|XP_039441225.1|CPIP
OG0000696	LOC108012299|XP_016933089.1|DSUZ, LOC108011939|XP_016932677.1|DSUZ	LOC120430944|XP_039452001.1|CPIP
OG0000697	LOC108015283|XP_016937143.1|DSUZ, LOC108011910|XP_016932650.1|DSUZ	LOC120428099|XP_039449017.1|CPIP
OG0000698	LOC108007921|XP_016927184.1|DSUZ, LOC108007256|XP_016926388.1|DSUZ	LOC120412844|XP_039429401.1|CPIP
OG0000699	LOC108021404|XP_016945593.1|DSUZ, LOC108019410|XP_016942721.2|DSUZ	LOC120427812|XP_039448668.1|CPIP
OG0000700	LOC108021255|XP_016945362.1|DSUZ, LOC108021700|XP_016946018.1|DSUZ	LOC120422038|XP_039441297.1|CPIP
OG0000701	LOC108019646|XP_016943019.1|DSUZ, LOC108006283|XP_016925230.1|DSUZ	LOC120432450|XP_039453600.1|CPIP
OG0000702	LOC108014847|XP_036674496.1|DSUZ, LOC108014854|XP_036674484.1|DSUZ	LOC120429861|XP_039450866.1|CPIP
OG0000703	LOC108018241|XP_016941260.1|DSUZ, LOC108018090|XP_016940981.1|DSUZ	LOC120415396|XP_039432859.1|CPIP
OG0000704	LOC108015099|XP_036676400.1|DSUZ, LOC108010780|XP_036675657.1|DSUZ	LOC120415202|XP_039432596.1|CPIP
OG0000705	LOC108013014|XP_016934091.1|DSUZ, LOC108013012|XP_016934090.1|DSUZ	LOC120415894|XP_039433467.1|CPIP
OG0000706	LOC108007531|XP_016926713.1|DSUZ, LOC108015358|XP_016937258.1|DSUZ	LOC120431510|XP_039452545.1|CPIP, LOC120417499|XP_039435510.1|CPIP
OG0000707	LOC108008762|XP_016928149.1|DSUZ, LOC108006272|XP_016925210.1|DSUZ	LOC120420877|XP_039439931.1|CPIP, LOC120417438|XP_039435414.1|CPIP
OG0000708	LOC108016858|XP_016939213.1|DSUZ, LOC108005337|XP_036677236.1|DSUZ	LOC120414023|XP_039430974.1|CPIP
OG0000709	LOC108008049|XP_016927322.2|DSUZ, LOC108011158|XP_016931733.2|DSUZ	LOC120425929|XP_039446484.1|CPIP
OG0000710	LOC108013961|XP_016935463.1|DSUZ, LOC108010145|XP_016930468.1|DSUZ	LOC120419565|XP_039438228.1|CPIP
OG0000711	LOC108012581|XP_016933485.1|DSUZ, LOC108016919|XP_016939332.1|DSUZ	LOC120414993|XP_039432285.1|CPIP
OG0000712	LOC108005034|XP_016923660.2|DSUZ, LOC108005032|XP_016923656.2|DSUZ, LOC108005024|XP_036673358.1|DSUZ, LOC118877576|XP_036672723.1|DSUZ	LOC120415327|XP_039432747.1|CPIP
OG0000713	LOC108016495|XP_036675155.1|DSUZ, LOC108017839|XP_016940481.1|DSUZ	LOC120426914|XP_039447655.1|CPIP
OG0000714	LOC108011140|XP_016931710.1|DSUZ, LOC108007166|XP_036670539.1|DSUZ	LOC120425956|XP_039446531.1|CPIP
OG0000715	LOC108007750|XP_016926995.2|DSUZ, LOC108015793|XP_036671576.1|DSUZ	LOC120425955|XP_039446529.1|CPIP
OG0000716	LOC108011125|XP_016931685.1|DSUZ, LOC108013432|XP_016934788.1|DSUZ	LOC120416855|XP_039434686.1|CPIP
OG0000723	LOC108008795|XP_016928181.1|DSUZ	LOC120415619|XP_039433149.1|CPIP
OG0000724	LOC108015348|XP_016937247.1|DSUZ, LOC108017247|XP_036675435.1|DSUZ	LOC120424175|XP_039444197.1|CPIP
OG0000726	LOC108014222|XP_016935743.2|DSUZ, LOC108004937|XP_036673728.1|DSUZ	LOC120415569|XP_039433085.1|CPIP
OG0000727	LOC108013752|XP_016935198.2|DSUZ, LOC108013753|XP_016935199.2|DSUZ	LOC120418385|XP_039436693.1|CPIP, LOC120418370|XP_039436666.1|CPIP
OG0000728	LOC108014967|XP_016936677.2|DSUZ, LOC108004966|XP_016923558.1|DSUZ	LOC120423585|XP_039443379.1|CPIP
OG0000729	LOC108011701|XP_016932400.2|DSUZ, LOC108011704|XP_016932403.2|DSUZ	LOC120423358|XP_039443069.1|CPIP
OG0000730	LOC108005234|XP_016923915.1|DSUZ, LOC108010316|XP_016930706.1|DSUZ	LOC120417800|XP_039435933.1|CPIP
OG0000731	LOC108005739|XP_036670767.1|DSUZ, LOC108017916|XP_016940574.1|DSUZ	LOC120419772|XP_039438536.1|CPIP
OG0000732	LOC108020005|XP_016943579.1|DSUZ, LOC108020003|XP_016943577.2|DSUZ	LOC120413384|XP_039430116.1|CPIP
OG0000733	LOC108014789|XP_016936470.2|DSUZ, LOC108013351|XP_016934657.1|DSUZ	LOC120412609|XP_039429091.1|CPIP
OG0000734	LOC108004651|XP_016923090.1|DSUZ, LOC108020012|XP_036670998.1|DSUZ	LOC120421378|XP_039440503.1|CPIP
OG0000735	LOC108004591|XP_016923019.1|DSUZ, LOC108020572|XP_016944424.1|DSUZ	LOC120428673|XP_039449660.1|CPIP
OG0000736	LOC108018124|XP_016941055.1|DSUZ, LOC108015114|XP_016936857.1|DSUZ	LOC120416311|XP_039433966.1|CPIP
OG0000738	LOC108019184|XP_016942444.1|DSUZ, LOC108011249|XP_016931850.1|DSUZ	LOC120415559|XP_039433066.1|CPIP
OG0000739	LOC108015727|XP_016926869.1|DSUZ, LOC108007652|XP_016926864.1|DSUZ	LOC120418418|XP_039436733.1|CPIP, LOC120412505|XP_039428939.1|CPIP
OG0000740	LOC108016394|XP_036674218.1|DSUZ	LOC120420376|XP_039439313.1|CPIP
OG0000741	LOC108006303|XP_016925278.1|DSUZ, LOC108015678|XP_036673764.1|DSUZ	LOC120413897|XP_039430812.1|CPIP, LOC120414929|XP_039432198.1|CPIP
OG0000742	LOC108015239|XP_016937074.1|DSUZ, LOC108015240|XP_016937076.1|DSUZ	LOC120423374|XP_039443091.1|CPIP
OG0000743	LOC108013226|XP_016934444.2|DSUZ, LOC108008863|XP_016928255.1|DSUZ, LOC108008653|XP_016928028.1|DSUZ	LOC120413024|XP_039429630.1|CPIP
OG0000744	LOC108009841|XP_016930022.1|DSUZ	LOC120414224|XP_039431268.1|CPIP, LOC120414230|XP_039431274.1|CPIP
OG0000746	LOC108017857|XP_016940500.2|DSUZ, LOC118877075|XP_036669851.1|DSUZ, LOC118877071|XP_036669846.1|DSUZ, LOC108019680|XP_016943061.2|DSUZ, LOC108019926|XP_036669964.1|DSUZ, LOC108019627|XP_016942998.2|DSUZ	LOC120415831|XP_039433401.1|CPIP
OG0000753	LOC108018405|XP_036672589.1|DSUZ, LOC108012679|XP_016933595.1|DSUZ	LOC120432583|XP_039453755.1|CPIP
OG0000754	LOC108005475|XP_036676966.1|DSUZ, LOC108006284|XP_016925231.1|DSUZ	LOC120425633|XP_039446149.1|CPIP
OG0000755	LOC108018290|XP_036674677.1|DSUZ, LOC108018289|XP_036674692.1|DSUZ	LOC120424343|XP_039444367.1|CPIP
OG0000756	LOC108005039|XP_016923665.2|DSUZ	LOC120416674|XP_039434427.1|CPIP
OG0000756	LOC108005038|XP_016923664.2|DSUZ	LOC120417084|XP_039434998.1|CPIP
OG0000757	LOC108007118|XP_016926211.1|DSUZ	LOC120413458|XP_039430229.1|CPIP
OG0000758	LOC108011303|XP_036671197.1|DSUZ, LOC108011319|XP_036671194.1|DSUZ	LOC120426139|XP_039446787.1|CPIP
OG0000761	LOC108021545|XP_036676751.1|DSUZ, LOC108005031|XP_016923659.1|DSUZ	LOC120426315|XP_039447008.1|CPIP
OG0000762	LOC108005456|XP_016924241.1|DSUZ, LOC108010606|XP_016930991.1|DSUZ	LOC120431691|XP_039452740.1|CPIP, LOC120413861|XP_039430758.1|CPIP
OG0000764	LOC108006447|XP_036672945.1|DSUZ, LOC108006339|XP_016925338.1|DSUZ	LOC120416982|XP_039434838.1|CPIP
OG0000765	LOC108012671|XP_016933586.1|DSUZ, LOC108015300|XP_016937166.1|DSUZ	LOC120417525|XP_039435542.1|CPIP
OG0000766	LOC108010875|XP_016931352.1|DSUZ, LOC108020178|XP_016943771.1|DSUZ	LOC120414850|XP_039432108.1|CPIP
OG0000767	LOC108016254|XP_016938366.2|DSUZ, LOC108010681|XP_036672278.1|DSUZ	LOC120423444|XP_039443195.1|CPIP
OG0000768	LOC108005850|XP_036671900.1|DSUZ	LOC120421500|XP_039440653.1|CPIP
OG0000769	LOC108012134|XP_016932914.2|DSUZ, LOC108015385|XP_016937292.1|DSUZ	LOC120412516|XP_039428946.1|CPIP
OG0000770	LOC108009556|XP_016929506.1|DSUZ	LOC120432659|XP_039453839.1|CPIP, LOC120413150|XP_039429790.1|CPIP, LOC120432661|XP_039453841.1|CPIP
OG0000771	LOC108011804|XP_016932531.2|DSUZ, LOC108011837|XP_016932564.2|DSUZ	LOC120422224|XP_039441543.1|CPIP, LOC120431658|XP_039452697.1|CPIP
OG0000779	LOC108004707|XP_016923210.1|DSUZ	LOC120429662|XP_039450626.1|CPIP, LOC120416907|XP_039434740.1|CPIP, LOC120421811|XP_039441023.1|CPIP, LOC120430888|XP_039451974.1|CPIP, LOC120424409|XP_039444448.1|CPIP
OG0000780	LOC108009945|XP_016930178.1|DSUZ	LOC120418409|XP_039436760.1|CPIP, LOC120418035|XP_039436253.1|CPIP, LOC120418333|XP_039436646.1|CPIP
OG0000781	LOC108019124|XP_016942345.1|DSUZ, LOC108007436|XP_016926584.2|DSUZ	LOC120414167|XP_039431153.1|CPIP
OG0000782	LOC108014639|XP_036671167.1|DSUZ, LOC108005169|XP_016923833.1|DSUZ	LOC120425469|XP_039445938.1|CPIP
OG0000783	LOC108014686|XP_016936349.1|DSUZ, LOC108015375|XP_016937282.1|DSUZ	LOC120425480|XP_039445951.1|CPIP
OG0000784	LOC108012735|XP_016933657.1|DSUZ, LOC108016874|XP_016939247.1|DSUZ	LOC120428957|XP_039450028.1|CPIP
OG0000785	LOC108011725|XP_016932436.2|DSUZ, LOC108011726|XP_016932437.2|DSUZ, LOC108020160|XP_016943751.2|DSUZ	LOC120425382|XP_039445831.1|CPIP, LOC120425381|XP_039445830.1|CPIP
OG0000786	LOC108020430|XP_016944238.1|DSUZ, LOC108018387|XP_036672790.1|DSUZ	LOC120429815|XP_039450805.1|CPIP
OG0000787	LOC108013088|XP_036670990.1|DSUZ, LOC108005233|XP_016923914.1|DSUZ	LOC120430342|XP_039451379.1|CPIP
OG0000788	LOC108014889|XP_016936600.1|DSUZ, LOC108005882|XP_016924752.1|DSUZ	LOC120416496|XP_039434146.1|CPIP
OG0000789	LOC108007756|XP_016927003.2|DSUZ, LOC108013325|XP_016934615.1|DSUZ	LOC120414727|XP_039431965.1|CPIP
OG0000790	LOC108013645|XP_016935072.1|DSUZ, LOC108013632|XP_016935070.1|DSUZ	LOC120412832|XP_039429373.1|CPIP
OG0000791	LOC108017536|XP_036675275.1|DSUZ, LOC108019460|XP_036674189.1|DSUZ	LOC120421987|XP_039441235.1|CPIP, LOC120415555|XP_039433063.1|CPIP
OG0000792	LOC108009951|XP_016930193.1|DSUZ, LOC108008463|XP_016927809.1|DSUZ	LOC120415597|XP_039433125.1|CPIP
OG0000793	LOC108015971|XP_016938043.2|DSUZ, LOC108015360|XP_016937264.1|DSUZ	LOC120423637|XP_039443443.1|CPIP
OG0000794	LOC108020875|XP_016944763.1|DSUZ, LOC108015046|XP_016936774.1|DSUZ	LOC120430634|XP_039451663.1|CPIP, LOC120430632|XP_039451661.1|CPIP, LOC120431042|XP_039452127.1|CPIP, LOC120430630|XP_039451659.1|CPIP, LOC120431043|XP_039452128.1|CPIP
OG0000796	LOC108010558|XP_036674438.1|DSUZ, LOC108004727|XP_016923238.1|DSUZ	LOC120432573|XP_039453733.1|CPIP
OG0000797	LOC108017482|XP_016940016.2|DSUZ, LOC108017480|XP_036674283.1|DSUZ	LOC120414099|XP_039431056.1|CPIP, LOC120419430|XP_039438042.1|CPIP
OG0000798	LOC108019781|XP_016943258.1|DSUZ, LOC108019780|XP_016943252.1|DSUZ	LOC120415294|XP_039432697.1|CPIP
OG0000799	LOC108019251|XP_036673861.1|DSUZ, LOC108015152|XP_016936917.1|DSUZ	LOC120424434|XP_039444488.1|CPIP, LOC120428134|XP_039449050.1|CPIP
OG0000801	LOC108008266|XP_016927543.1|DSUZ, LOC108008353|XP_016927671.1|DSUZ	LOC120431544|XP_039452587.1|CPIP
OG0000802	LOC108004581|XP_016923009.1|DSUZ, LOC108004576|XP_016923005.1|DSUZ	LOC120419165|XP_039437749.1|CPIP, LOC120419161|XP_039437744.1|CPIP, LOC120419173|XP_039437760.1|CPIP
OG0000803	LOC108021119|XP_016945157.1|DSUZ, LOC108011871|XP_036670751.1|DSUZ	LOC120412688|XP_039429199.1|CPIP
OG0000810	LOC108017741|XP_036669879.1|DSUZ	LOC120430093|XP_039451114.1|CPIP, LOC120424339|XP_039444365.1|CPIP
OG0000811	LOC108006656|XP_016925681.1|DSUZ, LOC108009093|XP_016928642.1|DSUZ	LOC120430979|XP_039452051.1|CPIP
OG0000812	LOC108018925|XP_016942005.1|DSUZ, LOC108011756|XP_016932474.2|DSUZ	LOC120427000|XP_039447755.1|CPIP
OG0000814	LOC108008525|XP_016927888.1|DSUZ	LOC120419319|XP_039437923.1|CPIP, LOC120414046|XP_039431001.1|CPIP
OG0000815	LOC108021696|XP_016946016.1|DSUZ	LOC120420094|XP_039438966.1|CPIP, LOC120420412|XP_039439366.1|CPIP, LOC120419953|XP_039438750.1|CPIP, LOC120419959|XP_039438759.1|CPIP
OG0000816	LOC108004669|XP_016923136.1|DSUZ, LOC108013963|XP_016935467.1|DSUZ	LOC120415564|XP_039433070.1|CPIP
OG0000817	LOC118876775|XP_036675533.1|DSUZ, LOC108018419|XP_016941465.2|DSUZ, LOC108018418|XP_036675534.1|DSUZ	LOC120432393|XP_039453522.1|CPIP
OG0000818	LOC108016618|XP_016938801.1|DSUZ, LOC108014108|XP_016935625.1|DSUZ	LOC120420870|XP_039439923.1|CPIP, LOC120417437|XP_039435412.1|CPIP
OG0000820	LOC108015089|XP_016936818.1|DSUZ, LOC108008430|XP_016927769.1|DSUZ	LOC120418431|XP_039436744.1|CPIP
OG0000821	LOC108011585|XP_036673920.1|DSUZ, LOC108008253|XP_036669414.1|DSUZ	LOC120414923|XP_039432191.1|CPIP
OG0000822	LOC108012267|XP_016933057.1|DSUZ, LOC108021667|XP_016945971.1|DSUZ	LOC120428520|XP_039449477.1|CPIP, LOC120416210|XP_039433836.1|CPIP
OG0000831	LOC108013415|XP_016934762.1|DSUZ	LOC120427282|XP_039448065.1|CPIP, LOC120427278|XP_039448062.1|CPIP, LOC120414834|XP_039432094.1|CPIP
OG0000832	LOC108009205|XP_016928855.1|DSUZ, LOC108012190|XP_016932979.1|DSUZ	LOC120421010|XP_039440062.1|CPIP
OG0000833	LOC108020735|XP_016944599.2|DSUZ, LOC118877524|XP_036672469.1|DSUZ	LOC120422698|XP_039442145.1|CPIP
OG0000834	LOC108015454|XP_016937374.2|DSUZ, LOC108015478|XP_016937398.2|DSUZ	LOC120418860|XP_039437327.1|CPIP
OG0000836	LOC108008108|XP_016927390.1|DSUZ, LOC108020943|XP_016944870.1|DSUZ	LOC120415979|XP_039433566.1|CPIP
OG0000837	LOC108010062|XP_016930364.1|DSUZ	LOC120417498|XP_039435509.1|CPIP
OG0000839	LOC108016228|XP_036675015.1|DSUZ, LOC108005022|XP_036672637.1|DSUZ, LOC108005021|XP_036673245.1|DSUZ	LOC120413954|XP_039430891.1|CPIP
OG0000840	LOC108019838|XP_016943359.1|DSUZ, LOC108004760|XP_016923287.1|DSUZ	LOC120423439|XP_039443189.1|CPIP
OG0000843	LOC108010211|XP_016930544.1|DSUZ	LOC120431268|XP_039452336.1|CPIP
OG0000844	LOC108010265|XP_036669703.1|DSUZ, LOC108005002|XP_016923625.1|DSUZ	LOC120414979|XP_039432248.1|CPIP
OG0000845	LOC108016630|XP_016938815.1|DSUZ, LOC108016958|XP_016939383.1|DSUZ	LOC120417392|XP_039435347.1|CPIP, LOC120417419|XP_039435396.1|CPIP
OG0000854	LOC108011146|XP_016931719.1|DSUZ, LOC108011148|XP_016931723.1|DSUZ	LOC120432213|XP_039453307.1|CPIP
OG0000855	LOC108016930|XP_016939347.1|DSUZ, LOC108006077|XP_016925012.2|DSUZ	LOC120419350|XP_039437982.1|CPIP
OG0000856	LOC108006291|XP_016925240.1|DSUZ, LOC108006918|XP_016926007.2|DSUZ	LOC120421057|XP_039440135.1|CPIP
OG0000857	LOC108015334|XP_016937225.1|DSUZ	LOC120424313|XP_039444331.1|CPIP, LOC120418642|XP_039437022.1|CPIP
OG0000858	LOC108011587|XP_036673909.1|DSUZ, LOC108011586|XP_016932244.2|DSUZ	LOC120426684|XP_039447392.1|CPIP
OG0000860	LOC108013147|XP_016934323.1|DSUZ, LOC108007155|XP_036670936.1|DSUZ	LOC120428391|XP_039449328.1|CPIP
OG0000861	LOC108008751|XP_016928138.1|DSUZ, LOC108010154|XP_036669370.1|DSUZ	LOC120428748|XP_039449764.1|CPIP
OG0000862	LOC108009771|XP_016929889.1|DSUZ, LOC108021139|XP_016945188.1|DSUZ	LOC120418915|XP_039437380.1|CPIP
OG0000863	LOC108020482|XP_036673118.1|DSUZ	LOC120412605|XP_039429087.1|CPIP
OG0000865	LOC108007886|XP_016927144.1|DSUZ, LOC108017484|XP_016940019.2|DSUZ	LOC120423669|XP_039443489.1|CPIP
OG0000866	LOC108021288|XP_016945417.1|DSUZ, LOC108020870|XP_016944758.1|DSUZ	LOC120422619|XP_039442049.1|CPIP
OG0000867	LOC108009123|XP_016928695.1|DSUZ, LOC108006241|XP_016925185.1|DSUZ	LOC120413111|XP_039429751.1|CPIP
OG0000868	LOC108004668|XP_016923133.1|DSUZ	LOC120419336|XP_039437941.1|CPIP, LOC120414763|XP_039432009.1|CPIP
OG0000869	LOC108017099|XP_036674808.1|DSUZ	LOC120431030|XP_039452116.1|CPIP
OG0000871	LOC108010130|XP_016930447.1|DSUZ	LOC120416744|XP_039434513.1|CPIP
OG0000872	LOC108004841|XP_016923405.1|DSUZ, LOC108008480|XP_016927825.1|DSUZ	LOC120418438|XP_039436780.1|CPIP
OG0000873	LOC118879235|XP_036678021.1|DSUZ, LOC108007427|XP_036671097.1|DSUZ	LOC120414951|XP_039432215.1|CPIP, LOC120423917|XP_039443832.1|CPIP, LOC120414941|XP_039432205.1|CPIP
OG0000874	LOC108016691|XP_016938903.1|DSUZ, LOC108009898|XP_016930108.1|DSUZ	LOC120423682|XP_039443508.1|CPIP
OG0000875	LOC108005543|XP_036671350.1|DSUZ	LOC120429100|XP_039450197.1|CPIP
OG0000882	LOC108005482|XP_036677101.1|DSUZ, LOC108009728|XP_036676018.1|DSUZ	LOC120415611|XP_039433139.1|CPIP
OG0000883	LOC108006535|XP_016925549.1|DSUZ	LOC120419054|XP_039437562.1|CPIP, LOC120420051|XP_039438897.1|CPIP, LOC120425029|XP_039445334.1|CPIP, LOC120421899|XP_039441131.1|CPIP, LOC120420379|XP_039439326.1|CPIP
OG0000884	LOC108009339|XP_016929156.1|DSUZ, LOC108004763|XP_016923293.2|DSUZ	LOC120427201|XP_039447995.1|CPIP
OG0000885	LOC118877565|XP_036672664.1|DSUZ	LOC120424055|XP_039444010.1|CPIP, LOC120424044|XP_039444000.1|CPIP, LOC120424045|XP_039444001.1|CPIP
OG0000887	LOC108004667|XP_036676890.1|DSUZ	LOC120420686|XP_039439715.1|CPIP, LOC120420673|XP_039439704.1|CPIP, LOC120425775|XP_039446321.1|CPIP
OG0000888	LOC108012961|XP_016934001.1|DSUZ	LOC120412402|XP_039428795.1|CPIP
OG0000889	LOC118877330|XP_036671527.1|DSUZ	LOC120418561|XP_039436926.1|CPIP
OG0000890	LOC108010245|XP_016930588.1|DSUZ, LOC108020468|XP_016944282.1|DSUZ	LOC120422694|XP_039442137.1|CPIP
OG0000891	LOC108020996|XP_016944953.1|DSUZ, LOC108021473|XP_016945701.1|DSUZ	LOC120413113|XP_039429753.1|CPIP
OG0000892	LOC108015891|XP_036672276.1|DSUZ, LOC108015222|XP_016937053.2|DSUZ, LOC108013072|XP_016934182.2|DSUZ	LOC120428476|XP_039449427.1|CPIP
OG0000893	LOC108017812|XP_036675144.1|DSUZ	LOC120414042|XP_039431000.1|CPIP, LOC120415367|XP_039432803.1|CPIP, LOC120413619|XP_039430463.1|CPIP, LOC120414024|XP_039430983.1|CPIP, LOC120414031|XP_039430990.1|CPIP, LOC120413628|XP_039430476.1|CPIP
OG0000894	LOC108015978|XP_036675129.1|DSUZ, LOC108017139|XP_016939607.2|DSUZ	LOC120412970|XP_039429552.1|CPIP
OG0000895	LOC108010285|XP_016930643.1|DSUZ	LOC120430631|XP_039451660.1|CPIP, LOC120431041|XP_039452126.1|CPIP
OG0000896	LOC108008232|XP_016927512.1|DSUZ, LOC108014988|XP_016936699.1|DSUZ	LOC120422176|XP_039441485.1|CPIP
OG0000907	LOC108010212|XP_016930545.1|DSUZ	LOC120422532|XP_039441927.1|CPIP
OG0000909	LOC108007299|XP_016926433.1|DSUZ, LOC108011893|XP_016932629.1|DSUZ	LOC120424456|XP_039444523.1|CPIP
OG0000910	LOC108018274|XP_036674308.1|DSUZ, LOC108005122|XP_036677107.1|DSUZ	LOC120432597|XP_039453770.1|CPIP
OG0000911	LOC108008428|XP_016927766.1|DSUZ	LOC120417462|XP_039435459.1|CPIP
OG0000912	LOC108017677|XP_016940274.1|DSUZ, LOC108017676|XP_016940272.1|DSUZ	LOC120418557|XP_039436921.1|CPIP
OG0000913	LOC108011731|XP_036670716.1|DSUZ	LOC120418826|XP_039437276.1|CPIP
OG0000914	LOC108008891|XP_016928284.1|DSUZ	LOC120418298|XP_039436562.1|CPIP, LOC120418292|XP_039436556.1|CPIP, LOC120418291|XP_039436554.1|CPIP, LOC120418294|XP_039436558.1|CPIP, LOC120418293|XP_039436557.1|CPIP, LOC120419858|XP_039438629.1|CPIP
OG0000915	LOC108008813|XP_016928205.1|DSUZ, LOC108016694|XP_016938907.2|DSUZ	LOC120416134|XP_039433742.1|CPIP, LOC120423137|XP_039442750.1|CPIP
OG0000916	LOC108019753|XP_016943191.1|DSUZ	LOC120419180|XP_039437774.1|CPIP, LOC120419181|XP_039437782.1|CPIP
OG0000917	LOC108016593|XP_036676442.1|DSUZ	LOC120414568|XP_039431721.1|CPIP
OG0000918	LOC108019295|XP_036677308.1|DSUZ, LOC108015932|XP_016938004.1|DSUZ	LOC120420514|XP_039439508.1|CPIP, LOC120413898|XP_039430809.1|CPIP
OG0000920	LOC108004558|XP_016922981.1|DSUZ	LOC120415401|XP_039432861.1|CPIP, LOC120415381|XP_039432839.1|CPIP, LOC120415349|XP_039432772.1|CPIP, LOC120415392|XP_039432852.1|CPIP, LOC120415348|XP_039432771.1|CPIP, LOC120415389|XP_039432846.1|CPIP, LOC120430879|XP_039451942.1|CPIP
OG0000921	LOC108016746|XP_016938977.2|DSUZ, LOC108016747|XP_016938978.2|DSUZ	LOC120413978|XP_039430918.1|CPIP
OG0000922	LOC108020049|XP_036672171.1|DSUZ, LOC108020016|XP_036672173.1|DSUZ	LOC120422036|XP_039441299.1|CPIP
OG0000923	LOC108019541|XP_036672273.1|DSUZ, LOC108007980|XP_016927249.2|DSUZ	LOC120423161|XP_039442776.1|CPIP, LOC120429725|XP_039450705.1|CPIP
OG0000924	LOC108005463|XP_016924248.1|DSUZ	LOC120418575|XP_039436954.1|CPIP
OG0000925	LOC108008034|XP_016927306.2|DSUZ, LOC108008036|XP_016927308.1|DSUZ	LOC120423899|XP_039443814.1|CPIP, LOC120423887|XP_039443795.1|CPIP
OG0000935	LOC108007309|XP_036673509.1|DSUZ	LOC120413347|XP_039430059.1|CPIP
OG0000936	LOC108011918|XP_016932655.1|DSUZ, LOC108006552|XP_016925573.1|DSUZ	LOC120424541|XP_039444639.1|CPIP
OG0000937	LOC108016137|XP_036675609.1|DSUZ	LOC120421436|XP_039440578.1|CPIP, LOC120423044|XP_039442646.1|CPIP
OG0000938	LOC108008831|XP_016928227.1|DSUZ, LOC108005404|XP_016924157.1|DSUZ	LOC120418068|XP_039436262.1|CPIP
OG0000939	LOC108015247|XP_016937092.1|DSUZ, LOC108019046|XP_016942161.2|DSUZ	LOC120429750|XP_039451052.1|CPIP
OG0000941	LOC108015009|XP_016936726.1|DSUZ	LOC120416887|XP_039434719.1|CPIP
OG0000942	LOC108013179|XP_016934367.1|DSUZ	LOC120420666|XP_039439697.1|CPIP
OG0000943	LOC108009222|XP_016928870.1|DSUZ	LOC120419988|XP_039438800.1|CPIP
OG0000944	LOC108006569|XP_016925593.1|DSUZ, LOC108010322|XP_016930736.1|DSUZ	LOC120414476|XP_039431604.1|CPIP
OG0000945	LOC108013017|XP_016934097.1|DSUZ, LOC108013016|XP_016934096.2|DSUZ	LOC120422285|XP_039441609.1|CPIP
OG0000946	LOC108018902|XP_036678608.1|DSUZ, LOC108019162|XP_016942403.1|DSUZ	LOC120428439|XP_039449389.1|CPIP, LOC120427626|XP_039448449.1|CPIP
OG0000947	LOC108009139|XP_016928731.1|DSUZ	LOC120427061|XP_039447834.1|CPIP, LOC120421155|XP_039440279.1|CPIP, LOC120421145|XP_039440268.1|CPIP, LOC120421144|XP_039440267.1|CPIP
OG0000948	LOC108011795|XP_036671205.1|DSUZ	LOC120413180|XP_039429827.1|CPIP
OG0000949	LOC108005293|XP_016923981.1|DSUZ	LOC120419243|XP_039437835.1|CPIP, LOC120419259|XP_039437851.1|CPIP
OG0000950	LOC108015404|XP_036676764.1|DSUZ, LOC108019334|XP_016942644.2|DSUZ	LOC120423626|XP_039443431.1|CPIP
OG0000951	LOC108018673|XP_016941732.2|DSUZ	LOC120424899|XP_039445123.1|CPIP, LOC120432196|XP_039453284.1|CPIP
