Orthogroup	DSUZ.longest_only	AAEG.longest_only
OG0001174	LOC108013624|XP_016935056.1|DSUZ, LOC108013237|XP_016934459.1|DSUZ	LOC5569279|XP_001652811.1|AAEG
OG0001175	LOC108008454|XP_016927796.1|DSUZ	LOC5574385|XP_001661410.2|AAEG
OG0001176	LOC108009125|XP_016928704.1|DSUZ	LOC5571149|XP_021700283.1|AAEG
OG0001177	LOC108020895|XP_016944798.1|DSUZ	LOC5569526|XP_021704024.1|AAEG
OG0001178	LOC108008908|XP_016928303.2|DSUZ	LOC110676927|XP_021702495.1|AAEG
OG0001179	LOC108009497|XP_016929380.1|DSUZ	LOC5577540|XP_001656556.3|AAEG
OG0001180	LOC108020343|XP_016943987.1|DSUZ	LOC5568068|XP_001652002.1|AAEG
OG0001181	LOC108014260|XP_016935788.2|DSUZ	LOC5575371|XP_001661902.2|AAEG
OG0001182	LOC108011101|XP_036674385.1|DSUZ	LOC5571228|XP_001653528.1|AAEG, LOC5571227|XP_021707004.1|AAEG
OG0001183	LOC108011688|XP_036674260.1|DSUZ	LOC5564518|XP_021705619.1|AAEG
OG0001185	LOC108011512|XP_036673974.1|DSUZ	LOC5575995|XP_021707351.1|AAEG
OG0001186	LOC108011786|XP_016932514.1|DSUZ	LOC5568008|XP_021708299.1|AAEG
OG0001187	LOC108009527|XP_016929450.1|DSUZ	LOC5578526|XP_001663917.1|AAEG, LOC5578524|XP_001663915.2|AAEG
OG0001188	LOC108019924|XP_016943522.1|DSUZ	LOC5579654|XP_001648128.2|AAEG
OG0001189	LOC108010203|XP_016930535.2|DSUZ	LOC5565498|XP_021705339.1|AAEG, LOC5568971|XP_001652631.2|AAEG
OG0001190	LOC108005659|XP_036675904.1|DSUZ	LOC5565484|XP_021707036.1|AAEG, LOC110680425|XP_021711915.1|AAEG, LOC5565483|XP_021706750.1|AAEG
OG0001191	LOC108007108|XP_016926202.1|DSUZ	LOC5574691|XP_021708304.1|AAEG, LOC5574688|XP_021707897.1|AAEG
OG0001192	LOC108007170|XP_016926286.1|DSUZ, LOC108007151|XP_016926273.1|DSUZ	LOC5563930|XP_021705115.1|AAEG
OG0001193	LOC108010567|XP_016930936.1|DSUZ, LOC108019433|XP_016942745.1|DSUZ	LOC5572088|XP_001660168.1|AAEG, LOC110680475|XP_021711974.1|AAEG
OG0001194	LOC108016910|XP_016939316.1|DSUZ	LOC5578080|XP_001656773.1|AAEG
OG0001195	LOC108019652|XP_016943026.1|DSUZ	LOC5568267|XP_001657964.2|AAEG
OG0001201	LOC108012105|XP_016932872.2|DSUZ	LOC5564649|XP_001648985.2|AAEG, LOC5572031|XP_001660136.1|AAEG, LOC110678423|XP_021706974.1|AAEG, LOC5564633|XP_001648987.2|AAEG
OG0001202	LOC108020469|XP_016944283.2|DSUZ	LOC5572017|XP_001660128.1|AAEG
OG0001203	LOC108020394|XP_016944154.1|DSUZ	LOC5574322|XP_021694574.1|AAEG, LOC110681443|XP_021712896.1|AAEG, LOC110674735|XP_021694562.1|AAEG
OG0001204	LOC108021556|XP_016945814.1|DSUZ	LOC5574716|XP_001655300.2|AAEG
OG0001205	LOC108016276|XP_016938392.2|DSUZ	LOC5575088|XP_001661798.1|AAEG
OG0001206	LOC108007806|XP_016927051.1|DSUZ	LOC5572256|XP_021695027.1|AAEG
OG0001207	LOC108005299|XP_016923999.1|DSUZ	LOC5578378|XP_021695131.1|AAEG
OG0001208	LOC108015177|XP_036676793.1|DSUZ	LOC5576373|XP_021695474.1|AAEG
OG0001209	LOC108005690|XP_036673901.1|DSUZ, LOC118879033|XP_036677920.1|DSUZ	LOC5579262|XP_021696013.1|AAEG, LOC5571213|XP_021696002.1|AAEG
OG0001210	LOC108006349|XP_016925354.1|DSUZ	LOC5576886|XP_021703422.1|AAEG, LOC5576881|XP_021703451.1|AAEG
OG0001212	LOC108013741|XP_016935182.1|DSUZ	LOC5580010|XP_001653890.2|AAEG
OG0001213	LOC108012053|XP_036675497.1|DSUZ	LOC5564694|XP_021692994.1|AAEG, LOC5564683|XP_001649031.3|AAEG, LOC5564679|XP_001649029.3|AAEG, LOC5564684|XP_001649030.2|AAEG
OG0001214	LOC118877638|XP_036673043.1|DSUZ	LOC5576401|XP_001662611.1|AAEG
OG0001215	LOC108014380|XP_016935970.1|DSUZ	LOC5573442|XP_021693624.1|AAEG, LOC5573437|XP_021693618.1|AAEG
OG0001216	LOC108014617|XP_036674168.1|DSUZ, LOC108006766|XP_036675344.1|DSUZ	LOC5564193|XP_001648534.2|AAEG, LOC5576567|XP_021693630.1|AAEG
OG0001217	LOC108013785|XP_016935242.2|DSUZ, LOC108005942|XP_036678353.1|DSUZ	LOC5564004|XP_021693760.1|AAEG
OG0001218	LOC108014860|XP_036674271.1|DSUZ	LOC5578916|XP_001657200.2|AAEG, LOC110674344|XP_021694332.1|AAEG
OG0001220	LOC108017825|XP_016940466.1|DSUZ	LOC5568477|XP_001652310.1|AAEG, LOC5568476|XP_021695984.1|AAEG
OG0001221	LOC108010001|XP_016930277.1|DSUZ	LOC23687552|XP_021696190.1|AAEG, LOC5579458|XP_021696193.1|AAEG, LOC110676294|XP_021699295.1|AAEG, LOC110676293|XP_021699294.1|AAEG
OG0001223	LOC118878516|XP_036677413.1|DSUZ, LOC108011692|XP_016932390.2|DSUZ	LOC5576043|XP_001662373.2|AAEG
OG0001224	LOC108008495|XP_016927849.1|DSUZ	LOC110681315|XP_021712765.1|AAEG, LOC5565487|XP_001649850.1|AAEG
OG0001225	LOC108018129|XP_016941059.1|DSUZ	LOC5575931|XP_021699426.1|AAEG, LOC5575933|XP_001655925.2|AAEG
OG0001226	LOC108010116|XP_016930429.1|DSUZ	LOC5578269|XP_001663796.1|AAEG
OG0001227	LOC108011348|XP_016931950.1|DSUZ	LOC5574306|XP_001655087.1|AAEG
OG0001228	LOC108019148|XP_016942386.1|DSUZ	LOC5572246|XP_001653940.1|AAEG
OG0001229	LOC108011044|XP_036677820.1|DSUZ, LOC118879635|XP_036678423.1|DSUZ	LOC5572327|XP_021701837.1|AAEG
OG0001230	LOC108009710|XP_016929755.1|DSUZ	LOC5564611|XP_021701962.1|AAEG
OG0001231	LOC108014038|XP_016935544.1|DSUZ, LOC118878191|XP_036675910.1|DSUZ	LOC5576034|XP_001655975.1|AAEG
OG0001232	LOC108018947|XP_016942038.2|DSUZ	LOC5573898|XP_001654934.2|AAEG
OG0001233	LOC108008536|XP_016927899.1|DSUZ	LOC5573900|XP_021703334.1|AAEG
OG0001234	LOC108009206|XP_016928856.1|DSUZ	LOC5567996|XP_001657823.1|AAEG
OG0001235	LOC108021510|XP_016945753.1|DSUZ	LOC5568075|XP_001652011.2|AAEG, LOC5568073|XP_011493035.2|AAEG
OG0001236	LOC108005889|XP_016924768.2|DSUZ, LOC108005808|XP_036671904.1|DSUZ, LOC108005779|XP_016924598.1|DSUZ	LOC5575375|XP_021706184.1|AAEG, LOC110681257|XP_021712720.1|AAEG
OG0001237	LOC108015585|XP_036672609.1|DSUZ	LOC5579027|XP_021708950.1|AAEG
OG0001238	LOC108015824|XP_036675315.1|DSUZ	LOC5573338|XP_021705177.1|AAEG
OG0001240	LOC108014060|XP_016935567.2|DSUZ	LOC5575403|XP_001661923.2|AAEG, LOC5575404|XP_021707219.1|AAEG, LOC5575406|XP_021707233.1|AAEG
OG0001241	LOC108008890|XP_016928283.1|DSUZ	LOC5573887|XP_021709538.1|AAEG
OG0001242	LOC108020133|XP_016943724.1|DSUZ, LOC108019116|XP_016942330.1|DSUZ	LOC5563955|XP_001648308.1|AAEG
OG0001244	LOC108006763|XP_036675474.1|DSUZ, LOC108006790|XP_036674313.1|DSUZ	LOC110677631|XP_021704120.1|AAEG
OG0001245	LOC108018287|XP_036674689.1|DSUZ	LOC5574238|XP_001661286.2|AAEG
OG0001246	LOC108008562|XP_016927922.1|DSUZ	LOC5566857|XP_021710437.1|AAEG, LOC5566854|XP_001651279.2|AAEG, LOC5566856|XP_001651282.2|AAEG
OG0001247	LOC108019362|XP_036677485.1|DSUZ	LOC5566538|XP_021708940.1|AAEG
OG0001248	LOC108012868|XP_016933840.1|DSUZ	LOC5565422|XP_021710530.1|AAEG
OG0001249	LOC108011163|XP_016931740.1|DSUZ	LOC5569493|XP_021711683.1|AAEG
OG0001257	LOC108020331|XP_036670564.1|DSUZ	LOC5574316|XP_021694563.1|AAEG
OG0001258	LOC108006092|XP_036673073.1|DSUZ	LOC5577550|XP_001663426.1|AAEG
OG0001259	LOC108016966|XP_016939393.1|DSUZ	LOC5573522|XP_021703730.1|AAEG, LOC110678884|XP_021708156.1|AAEG
OG0001260	LOC108013945|XP_016935445.2|DSUZ	LOC5571803|XP_001659934.2|AAEG, LOC5571799|XP_021709524.1|AAEG
OG0001261	LOC108020963|XP_016944898.1|DSUZ, LOC108015335|XP_016937228.1|DSUZ, LOC108014604|XP_036677637.1|DSUZ	LOC5572383|XP_001654039.1|AAEG
OG0001262	LOC108012203|XP_036677649.1|DSUZ	LOC5573529|XP_021699106.1|AAEG
OG0001263	LOC108017321|XP_016939838.2|DSUZ	LOC5572162|XP_021701521.1|AAEG
OG0001264	LOC108021722|XP_016946047.1|DSUZ	LOC5575506|XP_021702723.1|AAEG, LOC5576313|XP_021702589.1|AAEG
OG0001265	LOC108016967|XP_016939395.1|DSUZ	LOC110677665|XP_021704331.1|AAEG
OG0001266	LOC108010210|XP_016930543.1|DSUZ	LOC110681386|XP_021712818.1|AAEG, LOC5575369|XP_001661899.2|AAEG, LOC5565134|XP_021710211.1|AAEG, LOC110680911|XP_021712391.1|AAEG, LOC5566192|XP_021712276.1|AAEG
OG0001267	LOC108015694|XP_036673041.1|DSUZ	LOC5577500|XP_021711550.1|AAEG, LOC5577506|XP_021711759.1|AAEG
OG0001269	LOC108009224|XP_016928875.1|DSUZ	LOC5578532|XP_001663924.1|AAEG
OG0001270	LOC108016270|XP_016938384.1|DSUZ	LOC5579659|XP_021706346.1|AAEG, LOC5576400|XP_001662612.2|AAEG
OG0001271	LOC108009966|XP_016930215.1|DSUZ	LOC110675398|XP_021696016.1|AAEG, LOC5573476|XP_021696019.1|AAEG
OG0001272	LOC108013281|XP_016934543.1|DSUZ	LOC5576415|XP_001656118.2|AAEG
OG0001273	LOC118877927|XP_036674397.1|DSUZ	LOC5568324|XP_001652203.1|AAEG, LOC5574558|XP_001661508.2|AAEG, LOC5579347|XP_001647653.1|AAEG
OG0001274	LOC108005858|XP_016924723.1|DSUZ	LOC5573423|XP_021697822.1|AAEG, LOC5573422|XP_001654598.1|AAEG
OG0001276	LOC108011820|XP_036671385.1|DSUZ, LOC108011824|XP_036671753.1|DSUZ	LOC5574001|XP_021698011.1|AAEG
OG0001277	LOC108012661|XP_016933576.2|DSUZ	LOC5573676|XP_021698208.1|AAEG
OG0001278	LOC108013093|XP_036672042.1|DSUZ	LOC5564225|XP_021698341.1|AAEG
OG0001279	LOC108012982|XP_016934037.1|DSUZ	LOC110680939|XP_021712413.1|AAEG, LOC5564226|XP_001648567.1|AAEG
OG0001280	LOC108012931|XP_016933954.1|DSUZ	LOC5570785|XP_001653294.1|AAEG
OG0001281	LOC108013564|XP_016934971.1|DSUZ	LOC5574271|XP_021698956.1|AAEG, LOC5574268|XP_021698957.1|AAEG
OG0001282	LOC108017683|XP_016940284.1|DSUZ	LOC5563618|XP_001647854.2|AAEG
OG0001283	LOC108009597|XP_016929559.1|DSUZ	LOC5577288|XP_021699171.1|AAEG
OG0001284	LOC108018771|XP_036677495.1|DSUZ	LOC5571151|XP_001653462.1|AAEG
OG0001285	LOC108013416|XP_016934763.1|DSUZ	LOC5569141|XP_001652750.1|AAEG, LOC5568649|XP_021700323.1|AAEG
OG0001286	LOC108006453|XP_016925469.1|DSUZ	LOC5564989|XP_001649339.1|AAEG
OG0001287	LOC118877849|XP_036674010.1|DSUZ	LOC110676842|XP_021701923.1|AAEG, LOC5577104|XP_021701924.1|AAEG, LOC5568562|XP_021710811.1|AAEG
OG0001288	LOC108021348|XP_016945519.1|DSUZ	LOC5567008|XP_021703513.1|AAEG
OG0001289	LOC108021342|XP_016945509.1|DSUZ	LOC5568175|XP_001652111.2|AAEG
OG0001290	LOC108021033|XP_016945105.1|DSUZ	LOC110675257|XP_021695397.1|AAEG, LOC5569762|XP_021704073.1|AAEG
OG0001291	LOC108017941|XP_016940659.1|DSUZ	LOC5566684|XP_001651086.1|AAEG
OG0001292	LOC108009386|XP_036668914.1|DSUZ	LOC5568574|XP_021711516.1|AAEG, LOC5568577|XP_021711532.1|AAEG, LOC5570321|XP_001653147.2|AAEG
OG0001293	LOC108017004|XP_016939445.1|DSUZ	LOC5571889|XP_001653807.1|AAEG
OG0001294	LOC108012656|XP_016933572.1|DSUZ, LOC108017475|XP_016940008.1|DSUZ	LOC5575103|XP_001661825.1|AAEG
OG0001295	LOC108018906|XP_016941987.1|DSUZ, LOC108008723|XP_036669316.1|DSUZ	LOC5568526|XP_001652354.1|AAEG
OG0001296	LOC108018805|XP_036678012.1|DSUZ	LOC5566412|XP_021706306.1|AAEG
OG0001297	LOC108017308|XP_016939820.2|DSUZ	LOC110680522|XP_021712011.1|AAEG, LOC5570070|XP_001653056.1|AAEG
OG0001298	LOC108013852|XP_016935329.2|DSUZ	LOC5567321|XP_021706418.1|AAEG, LOC5572310|XP_021710720.1|AAEG, LOC5578735|XP_021707558.1|AAEG
OG0001299	LOC108014457|XP_036671181.1|DSUZ	LOC5574559|XP_021704813.1|AAEG, LOC5567394|XP_021706377.1|AAEG
OG0001300	LOC108011180|XP_016931760.2|DSUZ, LOC118877388|XP_036671878.1|DSUZ, LOC108017069|XP_016939515.2|DSUZ	LOC5579186|XP_001664282.1|AAEG
OG0001301	LOC108008444|XP_016927786.1|DSUZ	LOC5569995|XP_001658885.2|AAEG, LOC5569998|XP_021707205.1|AAEG
OG0001302	LOC108018783|XP_016941857.1|DSUZ	LOC5564892|XP_021705408.1|AAEG
OG0001303	LOC118877799|XP_036673817.1|DSUZ, LOC108020254|XP_036677514.1|DSUZ	LOC5575416|XP_001661937.2|AAEG
OG0001304	LOC108018096|XP_016940991.1|DSUZ	LOC5572317|XP_021709111.1|AAEG
OG0001305	LOC108016271|XP_036675020.1|DSUZ	LOC5569430|XP_021710293.1|AAEG
OG0001306	LOC108015679|XP_036673820.1|DSUZ	LOC5575994|XP_021707386.1|AAEG
OG0001307	LOC108011445|XP_016932070.1|DSUZ	LOC5569652|XP_001652914.1|AAEG, LOC110673996|XP_021712917.1|AAEG
OG0001308	LOC108016952|XP_016939376.1|DSUZ	LOC5564183|XP_021710068.1|AAEG
OG0001309	LOC108004954|XP_036673733.1|DSUZ	LOC5578478|XP_001657001.1|AAEG, LOC110678731|XP_021707688.1|AAEG, LOC5578477|XP_001657000.2|AAEG, LOC110678628|XP_021707438.1|AAEG
OG0001311	LOC108010419|XP_036676021.1|DSUZ	LOC5569532|XP_021706093.1|AAEG
OG0001312	LOC108014597|XP_036670433.1|DSUZ	LOC110680920|XP_021712398.1|AAEG, LOC5579662|XP_001648136.1|AAEG
OG0001313	LOC108010192|XP_016930523.1|DSUZ	LOC5578093|XP_001656789.2|AAEG
OG0001326	LOC108006514|XP_036675352.1|DSUZ	LOC5573308|XP_021709312.1|AAEG, LOC5569122|XP_021693345.1|AAEG, LOC5580073|XP_001654814.1|AAEG, LOC5564577|XP_001648938.1|AAEG
OG0001328	LOC108018918|XP_016941999.1|DSUZ	LOC5575093|XP_001661817.1|AAEG, LOC5573724|XP_021694929.1|AAEG
OG0001329	LOC108005460|XP_016924245.1|DSUZ	LOC5579474|XP_001647772.2|AAEG
OG0001330	LOC108006525|XP_036676209.1|DSUZ, LOC108014262|XP_036676200.1|DSUZ	LOC5565026|XP_021712659.1|AAEG, LOC5579479|XP_021697265.1|AAEG
OG0001331	LOC108016587|XP_016938761.1|DSUZ	LOC5578307|XP_021693230.1|AAEG, LOC5578306|XP_001656898.2|AAEG, LOC5570111|XP_001653091.2|AAEG
OG0001332	LOC108005396|XP_016924148.1|DSUZ	LOC5571993|XP_021699097.1|AAEG, LOC110676249|XP_021699084.1|AAEG
OG0001333	LOC108006557|XP_016925580.1|DSUZ	LOC5565276|XP_021701702.1|AAEG, LOC5565260|XP_021701714.1|AAEG
OG0001334	LOC108017227|XP_036675516.1|DSUZ	LOC5568678|XP_001658093.2|AAEG, LOC5568674|XP_021703072.1|AAEG
OG0001335	LOC108019276|XP_036673773.1|DSUZ	LOC5565031|XP_001649402.2|AAEG, LOC5565073|XP_021705369.1|AAEG
OG0001336	LOC118878470|XP_036677361.1|DSUZ, LOC108014610|XP_016936262.1|DSUZ, LOC118879467|XP_036678234.1|DSUZ, LOC108013970|XP_036677744.1|DSUZ, LOC108012434|XP_016933288.1|DSUZ	LOC110681438|XP_021712885.1|AAEG, LOC5568789|XP_001658154.1|AAEG, LOC110676104|XP_021698337.1|AAEG, LOC110678581|XP_021707305.1|AAEG, LOC110676463|XP_021700129.1|AAEG, LOC110679150|XP_021708911.1|AAEG, LOC110676391|XP_021699797.1|AAEG
OG0001337	LOC108005334|XP_016924050.1|DSUZ	LOC5571583|XP_021707527.1|AAEG
OG0001338	LOC108009973|XP_016930228.1|DSUZ	LOC5577517|XP_021711315.1|AAEG, LOC110673984|XP_001656538.2|AAEG
OG0001339	LOC108009923|XP_016930139.1|DSUZ	LOC5577497|XP_021711599.1|AAEG, LOC5571779|XP_001659911.2|AAEG
OG0001340	LOC108007415|XP_036677442.1|DSUZ	LOC5575707|XP_001662155.1|AAEG, LOC5572595|XP_021713033.1|AAEG
OG0001341	LOC108011492|XP_036673956.1|DSUZ	LOC5578941|XP_001657229.1|AAEG
OG0001344	LOC118878130|XP_036675588.1|DSUZ	LOC5572158|XP_021693679.1|AAEG, LOC5575465|XP_021693677.1|AAEG
OG0001345	LOC108013911|XP_016935405.1|DSUZ	LOC5565630|XP_001649986.2|AAEG, LOC5576523|XP_001662716.2|AAEG
OG0001346	LOC108006985|XP_016926081.1|DSUZ	LOC5564378|XP_021693779.1|AAEG
OG0001347	LOC108005080|XP_016923735.1|DSUZ	LOC5575230|XP_001655636.2|AAEG
OG0001348	LOC108005308|XP_016924006.1|DSUZ	LOC5564709|XP_001649052.1|AAEG
OG0001349	LOC108012347|XP_016933185.1|DSUZ	LOC5564096|XP_021696524.1|AAEG
OG0001350	LOC108007395|XP_016926539.2|DSUZ	LOC5569213|XP_021696606.1|AAEG
OG0001351	LOC108009403|XP_016929212.1|DSUZ, LOC108008529|XP_016927889.1|DSUZ	LOC5574289|XP_001661326.1|AAEG
OG0001352	LOC118878893|XP_036677792.1|DSUZ, LOC108010964|XP_036669941.1|DSUZ	LOC5574802|XP_021697012.1|AAEG
OG0001353	LOC108019360|XP_016942672.1|DSUZ	LOC5566373|XP_001650785.1|AAEG, LOC5568325|XP_001652204.1|AAEG
OG0001354	LOC108009883|XP_016930078.1|DSUZ	LOC5573660|XP_021697339.1|AAEG
OG0001355	LOC108008534|XP_016927893.1|DSUZ	LOC5565624|XP_001649979.1|AAEG
OG0001356	LOC108012128|XP_016932907.2|DSUZ	LOC5571699|XP_001659842.2|AAEG, LOC5571704|XP_021695196.1|AAEG, LOC5572766|XP_021697637.1|AAEG
OG0001357	LOC108006840|XP_016925879.1|DSUZ	LOC5564469|XP_001648811.1|AAEG
OG0001358	LOC108015808|XP_036672403.1|DSUZ	LOC5573425|XP_021697813.1|AAEG, LOC110681441|XP_021712887.1|AAEG
OG0001359	LOC108017355|XP_016939873.1|DSUZ	LOC5563725|XP_021698111.1|AAEG, LOC5563726|XP_001648011.1|AAEG
OG0001360	LOC118879053|XP_036677930.1|DSUZ, LOC108017575|XP_036678168.1|DSUZ, LOC118878485|XP_036677383.1|DSUZ, LOC118876870|XP_036668839.1|DSUZ, LOC118879578|XP_036678373.1|DSUZ, LOC108018688|XP_016941751.2|DSUZ, LOC108009514|XP_016929422.2|DSUZ	LOC5576042|XP_001662374.1|AAEG
OG0001361	LOC108012862|XP_016933829.1|DSUZ	LOC5564239|XP_021698328.1|AAEG, LOC110676099|XP_021698327.1|AAEG
OG0001362	LOC108013097|XP_016934229.1|DSUZ	LOC5564232|XP_001648569.1|AAEG
OG0001363	LOC108014182|XP_016935706.2|DSUZ	LOC5576835|XP_001662942.1|AAEG, LOC5568880|XP_001652605.1|AAEG
OG0001364	LOC108010128|XP_016930444.1|DSUZ	LOC5572908|XP_021698679.1|AAEG, LOC5568166|XP_021703889.1|AAEG
OG0001365	LOC108013200|XP_016934398.1|DSUZ	LOC5572285|XP_001653970.1|AAEG
OG0001367	LOC108009549|XP_016929479.1|DSUZ	LOC5569059|XP_021698895.1|AAEG
OG0001368	LOC108009748|XP_016929835.1|DSUZ, LOC108007727|XP_036678321.1|DSUZ	LOC5579484|XP_021698925.1|AAEG
OG0001369	LOC108013682|XP_016935090.1|DSUZ, LOC108004560|XP_016922984.1|DSUZ	LOC5574546|XP_021699090.1|AAEG
OG0001370	LOC108010166|XP_016930497.1|DSUZ	LOC5577000|XP_001663103.2|AAEG
OG0001371	LOC118878801|XP_036677711.1|DSUZ, LOC108018763|XP_016941831.1|DSUZ	LOC5569579|XP_021699731.1|AAEG
OG0001372	LOC108017946|XP_036669951.1|DSUZ	LOC5567708|XP_021699760.1|AAEG
OG0001373	LOC108021679|XP_016945984.1|DSUZ	LOC5567451|XP_021700199.1|AAEG
OG0001374	LOC108008396|XP_016927730.1|DSUZ	LOC5571153|XP_001653469.1|AAEG
OG0001375	LOC108005940|XP_016924855.2|DSUZ	LOC5567653|XP_021700355.1|AAEG, LOC5565021|XP_001649362.2|AAEG, LOC5577084|XP_001663173.2|AAEG
OG0001376	LOC108009784|XP_016929915.1|DSUZ	LOC5578359|XP_001656930.2|AAEG, LOC5578358|XP_001656929.2|AAEG
OG0001377	LOC108019111|XP_016942323.1|DSUZ	LOC5572648|XP_021700811.1|AAEG, LOC110674014|XP_021695263.1|AAEG
OG0001378	LOC108021736|XP_016946062.1|DSUZ	LOC5564328|XP_001648655.2|AAEG
OG0001379	LOC108005491|XP_016924288.1|DSUZ	LOC5564506|XP_021701067.1|AAEG
OG0001380	LOC108007067|XP_016926160.1|DSUZ	LOC5574619|XP_021701493.1|AAEG
OG0001381	LOC108009345|XP_016929123.1|DSUZ	LOC5569383|XP_001658462.1|AAEG, LOC110680820|XP_021712291.1|AAEG
OG0001382	LOC108015885|XP_016937946.1|DSUZ	LOC5575208|XP_021701904.1|AAEG
OG0001383	LOC108018048|XP_016940929.1|DSUZ	LOC5572173|XP_001660268.1|AAEG
OG0001384	LOC108007865|XP_016927121.1|DSUZ	LOC5573809|XP_001661057.2|AAEG
OG0001385	LOC108019875|XP_016943437.1|DSUZ	LOC5573184|XP_001660801.2|AAEG, LOC5569015|XP_001652671.1|AAEG
OG0001387	LOC108005269|XP_016923950.1|DSUZ	LOC5569816|XP_001653035.1|AAEG, LOC5569815|XP_021703690.1|AAEG
OG0001388	LOC108004592|XP_016923023.1|DSUZ	LOC5570857|XP_021703776.1|AAEG, LOC5570856|XP_001653366.2|AAEG
OG0001389	LOC108011089|XP_036674513.1|DSUZ	LOC5573307|XP_021707322.1|AAEG, LOC5564316|XP_021706875.1|AAEG
OG0001390	LOC108021440|XP_016945648.1|DSUZ	LOC5580280|XP_021709147.1|AAEG
OG0001391	LOC108021283|XP_016945411.1|DSUZ	LOC5568150|XP_001652096.1|AAEG
OG0001392	LOC108019172|XP_016942421.1|DSUZ	LOC5578018|XP_001656757.2|AAEG
OG0001393	LOC108021148|XP_016945209.1|DSUZ	LOC5565962|XP_021706834.1|AAEG
OG0001394	LOC108021271|XP_016945392.1|DSUZ	LOC5566906|XP_021705325.1|AAEG, LOC5565212|XP_021706728.1|AAEG
OG0001395	LOC108004885|XP_036673984.1|DSUZ	LOC5572564|XP_001654079.1|AAEG
OG0001396	LOC108004730|XP_016923241.1|DSUZ	LOC5569944|XP_021708097.1|AAEG
OG0001397	LOC108010612|XP_036674449.1|DSUZ	LOC5566745|XP_021706420.1|AAEG, LOC5566742|XP_021706887.1|AAEG
OG0001399	LOC108011197|XP_036678190.1|DSUZ	LOC5577036|XP_021711031.1|AAEG
OG0001400	LOC108018476|XP_016941521.1|DSUZ	LOC5572994|XP_001654322.2|AAEG
OG0001401	LOC108011437|XP_016932057.1|DSUZ	LOC5575307|XP_001655681.2|AAEG
OG0001402	LOC108013770|XP_016935219.2|DSUZ, LOC108013768|XP_016935217.1|DSUZ	LOC5575317|XP_021708110.1|AAEG
OG0001403	LOC108019344|XP_016942652.2|DSUZ	LOC5566322|XP_021704181.1|AAEG
OG0001404	LOC108019846|XP_016943371.1|DSUZ	LOC5564361|XP_021707780.1|AAEG
OG0001405	LOC108008458|XP_016927801.1|DSUZ	LOC5565743|XP_001650083.2|AAEG
OG0001406	LOC108016684|XP_016938895.1|DSUZ	LOC5567494|XP_001657489.1|AAEG
OG0001407	LOC108012578|XP_016933482.1|DSUZ	LOC5571615|XP_001659808.1|AAEG
OG0001429	LOC108017212|XP_036674379.1|DSUZ	LOC23687468|XP_021694460.1|AAEG, LOC5576812|XP_021694461.1|AAEG
OG0001430	LOC108017551|XP_036672847.1|DSUZ, LOC108010991|XP_036674717.1|DSUZ	LOC5565963|XP_001650293.2|AAEG, LOC5579810|XP_021694535.1|AAEG
OG0001431	LOC108016564|XP_036676232.1|DSUZ, LOC108016563|XP_036676230.1|DSUZ, LOC108016648|XP_016938844.1|DSUZ	LOC5569476|XP_001658562.1|AAEG
OG0001432	LOC108019187|XP_016942447.1|DSUZ	LOC5576501|XP_001662693.2|AAEG
OG0001433	LOC108005954|XP_036673121.1|DSUZ	LOC5571723|XP_021695080.1|AAEG
OG0001434	LOC108019198|XP_016942471.1|DSUZ	LOC5565190|XP_021695110.1|AAEG
OG0001435	LOC108019711|XP_016943099.1|DSUZ	LOC5566771|XP_021700932.1|AAEG
OG0001436	LOC108016604|XP_016938783.1|DSUZ	LOC5573409|XP_021712979.1|AAEG
OG0001437	LOC108006895|XP_016925975.1|DSUZ	LOC5578625|XP_001657049.1|AAEG
OG0001438	LOC108007296|XP_036673616.1|DSUZ	LOC5578886|XP_021695312.1|AAEG
OG0001439	LOC108019430|XP_016942741.1|DSUZ, LOC108018501|XP_016941547.1|DSUZ	LOC5580030|XP_001653914.1|AAEG
OG0001440	LOC108006545|XP_016925565.1|DSUZ	LOC5576685|XP_001662826.2|AAEG, LOC110674453|XP_021694361.1|AAEG
OG0001442	LOC108008080|XP_016927362.1|DSUZ	LOC5566079|XP_001650445.1|AAEG
OG0001443	LOC118878101|XP_036675336.1|DSUZ	LOC5565058|XP_021711166.1|AAEG, LOC5578680|XP_001657078.2|AAEG
OG0001444	LOC108014385|XP_036673187.1|DSUZ	LOC5566780|XP_021712940.1|AAEG, LOC5567084|XP_021712899.1|AAEG
OG0001445	LOC108011664|XP_016932350.1|DSUZ	LOC5564606|XP_021713380.1|AAEG
OG0001446	LOC108005607|XP_016924404.2|DSUZ	LOC5567506|XP_021693409.1|AAEG, LOC5580163|XP_021692930.1|AAEG
OG0001447	LOC108019477|XP_036675551.1|DSUZ	LOC5567294|XP_021693331.1|AAEG
OG0001448	LOC108017239|XP_036675355.1|DSUZ	LOC5573303|XP_021706630.1|AAEG, LOC5569124|XP_021693346.1|AAEG
OG0001449	LOC108009376|XP_016929169.1|DSUZ	LOC5576532|XP_001662725.1|AAEG
OG0001450	LOC108016500|XP_016938655.1|DSUZ	LOC5571293|XP_021695848.1|AAEG
OG0001451	LOC108017769|XP_016940377.1|DSUZ	LOC5571861|XP_001653785.1|AAEG, LOC5576847|XP_001662956.1|AAEG
OG0001452	LOC108009614|XP_036669157.1|DSUZ	LOC5577804|XP_021696038.1|AAEG
