Orthogroup	DSUZ.longest_only	CCAP.longest_only
OG0002026	LOC108007455|XP_016926612.2|DSUZ	CCAP1982_LOCUS11688|CAD7003227.1|CCAP, CCAP1982_LOCUS11689|CAD7003228.1|CCAP
OG0002027	LOC108008116|XP_036669406.1|DSUZ	CCAP1982_LOCUS20430|CAD7012336.1|CCAP, CCAP1982_LOCUS20431|CAD7012337.1|CCAP
OG0002028	LOC108009466|XP_016929334.1|DSUZ	CCAP1982_LOCUS20133|CAD7012029.1|CCAP
OG0002029	LOC108011460|XP_016932095.2|DSUZ	CCAP1982_LOCUS12945|CAD7004548.1|CCAP
OG0002030	LOC108008639|XP_016928007.1|DSUZ	CCAP1982_LOCUS21186|CAD7013113.1|CCAP
OG0002031	LOC108019610|XP_016942980.2|DSUZ	CCAP1982_LOCUS19460|CAD7011357.1|CCAP
OG0002032	LOC108008009|XP_036672636.1|DSUZ	CCAP1982_LOCUS23288|CAD7015343.1|CCAP, CCAP1982_LOCUS508|CAD6991591.1|CCAP
OG0002035	LOC108007956|XP_016927214.2|DSUZ	CCAP1982_LOCUS4823|CAD6996129.1|CCAP
OG0002036	LOC118877875|XP_036674108.1|DSUZ, LOC108013906|XP_036674040.1|DSUZ	CCAP1982_LOCUS4283|CAD6995573.1|CCAP, CCAP1982_LOCUS4277|CAD6995566.1|CCAP, CCAP1982_LOCUS4286|CAD6995576.1|CCAP
OG0002038	LOC108005030|XP_016923654.2|DSUZ, LOC118877561|XP_036672640.1|DSUZ	CCAP1982_LOCUS630|CAD6991717.1|CCAP
OG0002039	LOC108007258|XP_016926386.1|DSUZ	CCAP1982_LOCUS5672|CAD6997011.1|CCAP
OG0002040	LOC108017088|XP_016939536.1|DSUZ	CCAP1982_LOCUS4199|CAD6995484.1|CCAP
OG0002041	LOC108019800|XP_036669725.1|DSUZ	CCAP1982_LOCUS19975|CAD7011863.1|CCAP
OG0002042	LOC108017123|XP_016939576.1|DSUZ	CCAP1982_LOCUS4396|CAD6995689.1|CCAP, CCAP1982_LOCUS4389|CAD6995682.1|CCAP
OG0002043	LOC108006730|XP_016925762.2|DSUZ	CCAP1982_LOCUS561|CAD6991647.1|CCAP
OG0002044	LOC108016077|XP_016938159.2|DSUZ	CCAP1982_LOCUS4877|CAD6996185.1|CCAP, CCAP1982_LOCUS4875|CAD6996183.1|CCAP
OG0002045	LOC108012222|XP_036673080.1|DSUZ	CCAP1982_LOCUS278|CAD6991349.1|CCAP
OG0002048	LOC118877869|XP_036674087.1|DSUZ, LOC108017406|XP_016939920.1|DSUZ	CCAP1982_LOCUS826|CAD6991936.1|CCAP
OG0002049	LOC108006061|XP_016924994.2|DSUZ	CCAP1982_LOCUS4976|CAD6996293.1|CCAP
OG0002049	LOC118877737|XP_036673625.1|DSUZ	CCAP1982_LOCUS4977|CAD6996295.1|CCAP
OG0002050	LOC118877700|XP_036673451.1|DSUZ	CCAP1982_LOCUS5116|CAD6996444.1|CCAP
OG0002051	LOC108009786|XP_016929917.1|DSUZ	CCAP1982_LOCUS22484|CAD7014482.1|CCAP
OG0002052	LOC108018818|XP_016941892.2|DSUZ	CCAP1982_LOCUS14831|CAD7006517.1|CCAP
OG0002053	LOC108018553|XP_016941595.2|DSUZ	CCAP1982_LOCUS268|CAD6991339.1|CCAP
OG0002054	LOC108006724|XP_016925756.2|DSUZ	CCAP1982_LOCUS2427|CAD6993617.1|CCAP
OG0002055	LOC108010873|XP_036677579.1|DSUZ, LOC108014339|XP_016935911.2|DSUZ	CCAP1982_LOCUS382|CAD6991457.1|CCAP
OG0002056	LOC108011735|XP_036671261.1|DSUZ	CCAP1982_LOCUS10781|CAD7002289.1|CCAP
OG0002057	LOC108021590|XP_016945873.1|DSUZ	CCAP1982_LOCUS7071|CAD6998476.1|CCAP
OG0002058	LOC108013048|XP_016934148.1|DSUZ	CCAP1982_LOCUS2599|CAD6993803.1|CCAP, CCAP1982_LOCUS12120|CAD7003683.1|CCAP
OG0002059	LOC108004983|XP_016923591.1|DSUZ	CCAP1982_LOCUS862|CAD6991975.1|CCAP
OG0002060	LOC108009722|XP_016929792.1|DSUZ	CCAP1982_LOCUS20652|CAD7012567.1|CCAP
OG0002061	LOC108010123|XP_016930440.1|DSUZ	CCAP1982_LOCUS21100|CAD7013011.1|CCAP
OG0002065	LOC108013246|XP_036670730.1|DSUZ	CCAP1982_LOCUS10902|CAD7002410.1|CCAP, CCAP1982_LOCUS10901|CAD7002409.1|CCAP
OG0002066	LOC108014539|XP_036673416.1|DSUZ	CCAP1982_LOCUS4585|CAD6995884.1|CCAP, CCAP1982_LOCUS4583|CAD6995882.1|CCAP
OG0002067	LOC108009467|XP_016929336.1|DSUZ	CCAP1982_LOCUS20152|CAD7012050.1|CCAP
OG0002068	LOC108018176|XP_016941164.1|DSUZ	CCAP1982_LOCUS21706|CAD7013663.1|CCAP
OG0002070	LOC108012088|XP_016932853.1|DSUZ	CCAP1982_LOCUS603|CAD6991690.1|CCAP
OG0002071	LOC108014563|XP_016936203.2|DSUZ	CCAP1982_LOCUS2429|CAD6993619.1|CCAP
OG0002072	LOC108009204|XP_016928854.1|DSUZ	CCAP1982_LOCUS22664|CAD7014680.1|CCAP
OG0002073	LOC108012955|XP_036671686.1|DSUZ	CCAP1982_LOCUS12294|CAD7003864.1|CCAP
OG0002074	LOC108009400|XP_016929208.1|DSUZ	CCAP1982_LOCUS19998|CAD7011886.1|CCAP
OG0002076	LOC108009721|XP_016929776.1|DSUZ	CCAP1982_LOCUS20493|CAD7012405.1|CCAP
OG0002077	LOC108013015|XP_016934092.1|DSUZ	CCAP1982_LOCUS20706|CAD7012622.1|CCAP, CCAP1982_LOCUS20719|CAD7012632.1|CCAP
OG0002078	LOC108019856|XP_016943388.1|DSUZ	CCAP1982_LOCUS11090|CAD7002606.1|CCAP, CCAP1982_LOCUS19774|CAD7011690.1|CCAP
OG0002079	LOC108011424|XP_016932038.1|DSUZ	CCAP1982_LOCUS13468|CAD7005106.1|CCAP, CCAP1982_LOCUS13467|CAD7005105.1|CCAP, CCAP1982_LOCUS13469|CAD7005107.1|CCAP
OG0002081	LOC108008412|XP_016927747.1|DSUZ	CCAP1982_LOCUS19470|CAD7011368.1|CCAP
OG0002082	LOC108009295|XP_036669694.1|DSUZ	CCAP1982_LOCUS20250|CAD7012153.1|CCAP
OG0002084	LOC108008319|XP_016927625.1|DSUZ	CCAP1982_LOCUS20885|CAD7012782.1|CCAP
OG0002085	LOC108009593|XP_036669454.1|DSUZ	CCAP1982_LOCUS20467|CAD7012373.1|CCAP
OG0002086	LOC108008354|XP_016927673.1|DSUZ	CCAP1982_LOCUS20236|CAD7012138.1|CCAP
OG0002087	LOC108005788|XP_016924607.2|DSUZ	CCAP1982_LOCUS318|CAD6991391.1|CCAP, CCAP1982_LOCUS324|CAD6991397.1|CCAP, CCAP1982_LOCUS14474|CAD7006146.1|CCAP, CCAP1982_LOCUS14470|CAD7006142.1|CCAP
OG0002088	LOC108013145|XP_036672228.1|DSUZ	CCAP1982_LOCUS13994|CAD7005636.1|CCAP, CCAP1982_LOCUS13982|CAD7005624.1|CCAP, CCAP1982_LOCUS13981|CAD7005623.1|CCAP, CCAP1982_LOCUS13995|CAD7005637.1|CCAP
OG0002089	LOC108019811|XP_016943311.1|DSUZ, LOC108017867|XP_016940515.1|DSUZ	CCAP1982_LOCUS19383|CAD7011275.1|CCAP
OG0002090	LOC108011264|XP_036670757.1|DSUZ	CCAP1982_LOCUS14391|CAD7006056.1|CCAP
OG0002091	LOC108008851|XP_016928245.1|DSUZ	CCAP1982_LOCUS19481|CAD7011380.1|CCAP
OG0002092	LOC108011317|XP_016931913.1|DSUZ	CCAP1982_LOCUS14442|CAD7006110.1|CCAP
OG0002093	LOC108009084|XP_016928629.1|DSUZ	CCAP1982_LOCUS19982|CAD7011870.1|CCAP, CCAP1982_LOCUS19983|CAD7011871.1|CCAP, CCAP1982_LOCUS19984|CAD7011872.1|CCAP
OG0002094	LOC108008761|XP_016928148.1|DSUZ	CCAP1982_LOCUS20508|CAD7012424.1|CCAP
OG0002096	LOC108009643|XP_036668903.1|DSUZ	CCAP1982_LOCUS20399|CAD7012303.1|CCAP
OG0002097	LOC108009142|XP_016928735.1|DSUZ	CCAP1982_LOCUS20691|CAD7012607.1|CCAP
OG0002098	LOC108017600|XP_036671317.1|DSUZ	CCAP1982_LOCUS11791|CAD7003331.1|CCAP
OG0002099	LOC108006495|XP_036672986.1|DSUZ	CCAP1982_LOCUS1590|CAD6992745.1|CCAP
OG0002100	LOC108011362|XP_016931961.1|DSUZ	CCAP1982_LOCUS13404|CAD7005032.1|CCAP
OG0002101	LOC118877127|XP_036670210.1|DSUZ, LOC108019767|XP_036670204.1|DSUZ	CCAP1982_LOCUS20972|CAD7012873.1|CCAP
OG0002102	LOC108009428|XP_016929248.1|DSUZ	CCAP1982_LOCUS20632|CAD7012547.1|CCAP
OG0002103	LOC108006105|XP_036673031.1|DSUZ	CCAP1982_LOCUS1632|CAD6992793.1|CCAP, CCAP1982_LOCUS1642|CAD6992803.1|CCAP
OG0002105	LOC108007460|XP_016926621.1|DSUZ, LOC118879061|XP_036677941.1|DSUZ	CCAP1982_LOCUS10109|CAD7001615.1|CCAP
OG0002106	LOC118877647|XP_036673114.1|DSUZ, LOC108006503|XP_036672984.1|DSUZ	CCAP1982_LOCUS11799|CAD7003340.1|CCAP, CCAP1982_LOCUS1564|CAD6992719.1|CCAP, CCAP1982_LOCUS1559|CAD6992714.1|CCAP
OG0002107	LOC108020886|XP_016944778.1|DSUZ	CCAP1982_LOCUS10008|CAD7001511.1|CCAP, CCAP1982_LOCUS9526|CAD7001054.1|CCAP, CCAP1982_LOCUS10007|CAD7001510.1|CCAP, CCAP1982_LOCUS10009|CAD7001512.1|CCAP, CCAP1982_LOCUS9531|CAD7001059.1|CCAP, CCAP1982_LOCUS10003|CAD7001506.1|CCAP, CCAP1982_LOCUS10006|CAD7001509.1|CCAP, CCAP1982_LOCUS9516|CAD7001044.1|CCAP, CCAP1982_LOCUS9271|CAD7000796.1|CCAP, CCAP1982_LOCUS9273|CAD7000798.1|CCAP, CCAP1982_LOCUS9272|CAD7000797.1|CCAP, CCAP1982_LOCUS9530|CAD7001058.1|CCAP, CCAP1982_LOCUS7926|CAD6999400.1|CCAP
OG0002108	LOC118877945|XP_036674562.1|DSUZ	CCAP1982_LOCUS3025|CAD6994264.1|CCAP
OG0002109	LOC108010803|XP_016931226.2|DSUZ, LOC108010768|XP_036675515.1|DSUZ	CCAP1982_LOCUS1350|CAD6992499.1|CCAP
OG0002110	LOC108013364|XP_016935073.2|DSUZ	CCAP1982_LOCUS14266|CAD7005928.1|CCAP, CCAP1982_LOCUS11344|CAD7002875.1|CCAP, CCAP1982_LOCUS2317|CAD6993504.1|CCAP
OG0002117	LOC108008965|XP_016928389.1|DSUZ	CCAP1982_LOCUS9994|CAD7001497.1|CCAP, CCAP1982_LOCUS9998|CAD7001501.1|CCAP
OG0002118	LOC108007317|XP_036677431.1|DSUZ	CCAP1982_LOCUS4162|CAD6995445.1|CCAP
OG0002119	LOC108006607|XP_036673216.1|DSUZ	CCAP1982_LOCUS1582|CAD6992737.1|CCAP
OG0002120	LOC108020428|XP_016944229.1|DSUZ	CCAP1982_LOCUS9323|CAD7000849.1|CCAP, CCAP1982_LOCUS9817|CAD7001320.1|CCAP
OG0002121	LOC108014782|XP_016936464.1|DSUZ	CCAP1982_LOCUS38|CAD6991090.1|CCAP, CCAP1982_LOCUS37|CAD6991089.1|CCAP
OG0002123	LOC108015212|XP_016937040.1|DSUZ	CCAP1982_LOCUS8567|CAD7000064.1|CCAP, CCAP1982_LOCUS8568|CAD7000065.1|CCAP
OG0002125	LOC108009618|XP_016929592.1|DSUZ	CCAP1982_LOCUS19878|CAD7011766.1|CCAP, CCAP1982_LOCUS19879|CAD7011767.1|CCAP
OG0002126	LOC108012475|XP_016933358.1|DSUZ	CCAP1982_LOCUS14264|CAD7005926.1|CCAP
OG0002129	LOC108014440|XP_036672899.1|DSUZ	CCAP1982_LOCUS1207|CAD6992343.1|CCAP
OG0002131	LOC108004864|XP_036673563.1|DSUZ, LOC108020291|XP_016943908.2|DSUZ	CCAP1982_LOCUS1884|CAD6993052.1|CCAP
OG0002132	LOC108021285|XP_016945413.1|DSUZ	CCAP1982_LOCUS5552|CAD6996879.1|CCAP
OG0002136	LOC108015496|XP_036675292.1|DSUZ	CCAP1982_LOCUS2138|CAD6993322.1|CCAP
OG0002142	LOC108011603|XP_016932262.1|DSUZ	CCAP1982_LOCUS1997|CAD6993175.1|CCAP
OG0002143	LOC108021261|XP_016945372.1|DSUZ	CCAP1982_LOCUS9161|CAD7000687.1|CCAP
OG0002144	LOC108020416|XP_016944208.1|DSUZ	CCAP1982_LOCUS13418|CAD7005047.1|CCAP
OG0002145	LOC108013998|XP_036674519.1|DSUZ, LOC118877591|XP_036672761.1|DSUZ	CCAP1982_LOCUS622|CAD6991709.1|CCAP
OG0002146	LOC108011640|XP_016932317.1|DSUZ	CCAP1982_LOCUS1665|CAD6992828.1|CCAP
OG0002148	LOC108007073|XP_036671956.1|DSUZ	CCAP1982_LOCUS13092|CAD7004699.1|CCAP
OG0002149	LOC108020406|XP_016944187.1|DSUZ	CCAP1982_LOCUS10222|CAD7001732.1|CCAP, CCAP1982_LOCUS10223|CAD7001733.1|CCAP, CCAP1982_LOCUS10221|CAD7001731.1|CCAP
OG0002152	LOC108017514|XP_016940071.2|DSUZ	CCAP1982_LOCUS2091|CAD6993275.1|CCAP
OG0002153	LOC108014308|XP_036674364.1|DSUZ	CCAP1982_LOCUS1613|CAD6992772.1|CCAP
OG0002154	LOC108016939|XP_016939358.1|DSUZ, LOC108019296|XP_036673944.1|DSUZ	CCAP1982_LOCUS6308|CAD6997677.1|CCAP
OG0002155	LOC108018268|XP_016941278.2|DSUZ	CCAP1982_LOCUS1752|CAD6992919.1|CCAP, CCAP1982_LOCUS1751|CAD6992918.1|CCAP, CCAP1982_LOCUS1753|CAD6992920.1|CCAP
OG0002156	LOC108007694|XP_016926918.1|DSUZ	CCAP1982_LOCUS13759|CAD7005399.1|CCAP
OG0002157	LOC108018464|XP_036673902.1|DSUZ	CCAP1982_LOCUS4056|CAD6995338.1|CCAP
OG0002159	LOC108009632|XP_016929611.1|DSUZ	CCAP1982_LOCUS2713|CAD6993925.1|CCAP
OG0002160	LOC108016421|XP_036672838.1|DSUZ, LOC108014869|XP_036675174.1|DSUZ	CCAP1982_LOCUS3058|CAD6994297.1|CCAP
OG0002161	LOC108020118|XP_016943707.2|DSUZ	CCAP1982_LOCUS1659|CAD6992820.1|CCAP
OG0002162	LOC118878119|XP_036675458.1|DSUZ, LOC108006795|XP_016925832.1|DSUZ	CCAP1982_LOCUS2186|CAD6993368.1|CCAP, CCAP1982_LOCUS2185|CAD6993367.1|CCAP
OG0002164	LOC108012109|XP_036674464.1|DSUZ	CCAP1982_LOCUS11815|CAD7003356.1|CCAP
OG0002165	LOC108013555|XP_016934959.1|DSUZ	CCAP1982_LOCUS3691|CAD6994959.1|CCAP
OG0002166	LOC108011979|XP_016932729.1|DSUZ	CCAP1982_LOCUS6734|CAD6998123.1|CCAP
OG0002167	LOC108017840|XP_016940483.1|DSUZ	CCAP1982_LOCUS19368|CAD7011260.1|CCAP
OG0002169	LOC108013613|XP_016935043.1|DSUZ	CCAP1982_LOCUS12749|CAD7004330.1|CCAP
OG0002170	LOC108020410|XP_016944195.1|DSUZ	CCAP1982_LOCUS10174|CAD7001683.1|CCAP, CCAP1982_LOCUS10177|CAD7001687.1|CCAP
OG0002171	LOC108015777|XP_016937819.1|DSUZ	CCAP1982_LOCUS3355|CAD6994620.1|CCAP
OG0002172	LOC108011013|XP_016931528.2|DSUZ	CCAP1982_LOCUS2672|CAD6993878.1|CCAP, CCAP1982_LOCUS2670|CAD6993876.1|CCAP
OG0002173	LOC108021060|XP_016945056.1|DSUZ	CCAP1982_LOCUS7908|CAD6999382.1|CCAP
OG0002174	LOC108010882|XP_016931359.2|DSUZ, LOC118877953|XP_036674611.1|DSUZ	CCAP1982_LOCUS2681|CAD6993887.1|CCAP
OG0002175	LOC108014438|XP_036675600.1|DSUZ, LOC118877954|XP_036674612.1|DSUZ	CCAP1982_LOCUS2682|CAD6993889.1|CCAP
OG0002176	LOC108014140|XP_016935659.2|DSUZ	CCAP1982_LOCUS1364|CAD6992515.1|CCAP
OG0002177	LOC108015681|XP_016937687.1|DSUZ	CCAP1982_LOCUS3852|CAD6995130.1|CCAP
OG0002178	LOC108016153|XP_036675260.1|DSUZ	CCAP1982_LOCUS1381|CAD6992532.1|CCAP
OG0002179	LOC108011004|XP_036673407.1|DSUZ	CCAP1982_LOCUS3487|CAD6994754.1|CCAP
OG0002180	LOC118878777|XP_036677668.1|DSUZ, LOC118879222|XP_036678008.1|DSUZ, LOC108016478|XP_036675290.1|DSUZ	CCAP1982_LOCUS1104|CAD6992234.1|CCAP, CCAP1982_LOCUS1116|CAD6992246.1|CCAP
OG0002182	LOC108016364|XP_016938487.2|DSUZ, LOC118876746|XP_036672618.1|DSUZ	CCAP1982_LOCUS1440|CAD6992591.1|CCAP
OG0002183	LOC108008622|XP_016927992.1|DSUZ	CCAP1982_LOCUS19379|CAD7011271.1|CCAP
OG0002184	LOC108015940|XP_016938012.2|DSUZ	CCAP1982_LOCUS9213|CAD7000740.1|CCAP, CCAP1982_LOCUS2019|CAD6993197.1|CCAP
OG0002185	LOC108006412|XP_036673302.1|DSUZ	CCAP1982_LOCUS3699|CAD6994967.1|CCAP
OG0002186	LOC108018264|XP_016941272.2|DSUZ, LOC108017043|XP_016939485.2|DSUZ	CCAP1982_LOCUS2857|CAD6994088.1|CCAP
OG0002187	LOC108012185|XP_036673013.1|DSUZ, LOC108006379|XP_016925391.1|DSUZ	CCAP1982_LOCUS3865|CAD6995142.1|CCAP
OG0002188	LOC108010100|XP_016930410.1|DSUZ	CCAP1982_LOCUS19577|CAD7011477.1|CCAP
OG0002189	LOC108007065|XP_016926158.1|DSUZ	CCAP1982_LOCUS4100|CAD6995382.1|CCAP
OG0002191	LOC108012839|XP_016933795.1|DSUZ, LOC108012844|XP_016933799.1|DSUZ	CCAP1982_LOCUS13802|CAD7005442.1|CCAP
OG0002192	LOC108007746|XP_016926990.1|DSUZ	CCAP1982_LOCUS14127|CAD7005778.1|CCAP
OG0002193	LOC108020569|XP_016944421.1|DSUZ	CCAP1982_LOCUS3660|CAD6994927.1|CCAP
OG0002194	LOC108019523|XP_036673412.1|DSUZ	CCAP1982_LOCUS2698|CAD6993906.1|CCAP
OG0002195	LOC108015757|XP_016937783.2|DSUZ	CCAP1982_LOCUS2686|CAD6993893.1|CCAP, CCAP1982_LOCUS2687|CAD6993894.1|CCAP
OG0002197	LOC108013495|XP_016934867.1|DSUZ	CCAP1982_LOCUS3658|CAD6994925.1|CCAP
OG0002198	LOC108016087|XP_036675064.1|DSUZ	CCAP1982_LOCUS4689|CAD6995982.1|CCAP
OG0002199	LOC108006084|XP_016925019.2|DSUZ	CCAP1982_LOCUS2211|CAD6993395.1|CCAP
OG0002200	LOC108019117|XP_016942331.1|DSUZ	CCAP1982_LOCUS3278|CAD6994535.1|CCAP, CCAP1982_LOCUS3279|CAD6994536.1|CCAP, CCAP1982_LOCUS3251|CAD6994507.1|CCAP
OG0002202	LOC108015643|XP_036674261.1|DSUZ, LOC108017439|XP_036672644.1|DSUZ	CCAP1982_LOCUS1281|CAD6992417.1|CCAP
OG0002203	LOC108010877|XP_036675360.1|DSUZ, LOC118877891|XP_036674207.1|DSUZ	CCAP1982_LOCUS2054|CAD6993237.1|CCAP
OG0002204	LOC108006617|XP_036673212.1|DSUZ	CCAP1982_LOCUS1580|CAD6992735.1|CCAP
OG0002205	LOC118877815|XP_036673860.1|DSUZ, LOC118878589|XP_036677519.1|DSUZ	CCAP1982_LOCUS2381|CAD6993569.1|CCAP
OG0002206	LOC108005979|XP_036673139.1|DSUZ	CCAP1982_LOCUS1459|CAD6992610.1|CCAP
OG0002207	LOC108008083|XP_036673542.1|DSUZ	CCAP1982_LOCUS2900|CAD6994134.1|CCAP
OG0002208	LOC108014756|XP_036673496.1|DSUZ	CCAP1982_LOCUS2891|CAD6994125.1|CCAP
OG0002209	LOC108015323|XP_016937211.1|DSUZ	CCAP1982_LOCUS21453|CAD7013388.1|CCAP
OG0002210	LOC108014357|XP_016935933.1|DSUZ	CCAP1982_LOCUS2579|CAD6993781.1|CCAP
OG0002211	LOC108018303|XP_036674748.1|DSUZ	CCAP1982_LOCUS2365|CAD6993553.1|CCAP
OG0002212	LOC108014139|XP_036672788.1|DSUZ	CCAP1982_LOCUS3299|CAD6994559.1|CCAP
OG0002213	LOC108015981|XP_016938057.1|DSUZ	CCAP1982_LOCUS4071|CAD6995352.1|CCAP
OG0002215	LOC108015608|XP_036674037.1|DSUZ, LOC108014529|XP_036673698.1|DSUZ	CCAP1982_LOCUS1788|CAD6992956.1|CCAP, CCAP1982_LOCUS1791|CAD6992959.1|CCAP, CCAP1982_LOCUS1790|CAD6992958.1|CCAP
OG0002216	LOC108014309|XP_036674153.1|DSUZ	CCAP1982_LOCUS20225|CAD7012126.1|CCAP
OG0002217	LOC108014619|XP_036674169.1|DSUZ, LOC108014618|XP_036675525.1|DSUZ	CCAP1982_LOCUS1629|CAD6992790.1|CCAP, CCAP1982_LOCUS1647|CAD6992808.1|CCAP, CCAP1982_LOCUS1640|CAD6992801.1|CCAP, CCAP1982_LOCUS1630|CAD6992791.1|CCAP, CCAP1982_LOCUS1648|CAD6992809.1|CCAP
OG0002219	LOC108014907|XP_036674580.1|DSUZ, LOC108014221|XP_036672783.1|DSUZ	CCAP1982_LOCUS3325|CAD6994586.1|CCAP, CCAP1982_LOCUS2338|CAD6993526.1|CCAP
OG0002220	LOC108014916|XP_036674341.1|DSUZ, LOC108014906|XP_036672732.1|DSUZ	CCAP1982_LOCUS14529|CAD7006201.1|CCAP
OG0002221	LOC108013479|XP_016934851.1|DSUZ	CCAP1982_LOCUS11417|CAD7002953.1|CCAP, CCAP1982_LOCUS11418|CAD7002954.1|CCAP
OG0002222	LOC108009535|XP_016929459.1|DSUZ	CCAP1982_LOCUS22828|CAD7014862.1|CCAP, CCAP1982_LOCUS22827|CAD7014861.1|CCAP
OG0002223	LOC108009094|XP_036668933.1|DSUZ	CCAP1982_LOCUS23412|CAD7015472.1|CCAP, CCAP1982_LOCUS23413|CAD7015473.1|CCAP
OG0002224	LOC108017926|XP_016940589.1|DSUZ	CCAP1982_LOCUS22630|CAD7014640.1|CCAP, CCAP1982_LOCUS22629|CAD7014639.1|CCAP, CCAP1982_LOCUS22633|CAD7014643.1|CCAP
OG0002225	LOC108005912|XP_036671642.1|DSUZ	CCAP1982_LOCUS10934|CAD7002445.1|CCAP, CCAP1982_LOCUS10935|CAD7002446.1|CCAP
OG0002226	LOC108017794|XP_016940427.1|DSUZ	CCAP1982_LOCUS21808|CAD7013787.1|CCAP
OG0002227	LOC108008193|XP_036669651.1|DSUZ	CCAP1982_LOCUS21604|CAD7013545.1|CCAP
OG0002228	LOC108019568|XP_036669913.1|DSUZ	CCAP1982_LOCUS21006|CAD7012907.1|CCAP
OG0002229	LOC108009266|XP_016928959.1|DSUZ	CCAP1982_LOCUS21232|CAD7013161.1|CCAP
OG0002230	LOC108019819|XP_016943322.1|DSUZ	CCAP1982_LOCUS21573|CAD7013513.1|CCAP
OG0002231	LOC108018146|XP_016941099.2|DSUZ	CCAP1982_LOCUS21526|CAD7013461.1|CCAP
OG0002232	LOC108009591|XP_016929552.1|DSUZ	CCAP1982_LOCUS21781|CAD7013750.1|CCAP, CCAP1982_LOCUS21783|CAD7013752.1|CCAP
OG0002233	LOC108011746|XP_036670948.1|DSUZ	CCAP1982_LOCUS11802|CAD7003343.1|CCAP
OG0002234	LOC108008433|XP_016927771.1|DSUZ	CCAP1982_LOCUS21280|CAD7013209.1|CCAP
OG0002235	LOC108009391|XP_036669266.1|DSUZ	CCAP1982_LOCUS22957|CAD7015000.1|CCAP
OG0002236	LOC108010172|XP_016930505.2|DSUZ, LOC108010171|XP_016930503.2|DSUZ	CCAP1982_LOCUS19571|CAD7011471.1|CCAP
OG0002237	LOC108010099|XP_016930409.1|DSUZ	CCAP1982_LOCUS19587|CAD7011488.1|CCAP
OG0002238	LOC108018141|XP_016941088.1|DSUZ	CCAP1982_LOCUS21182|CAD7013109.1|CCAP, CCAP1982_LOCUS21181|CAD7013108.1|CCAP, CCAP1982_LOCUS21185|CAD7013112.1|CCAP
OG0002240	LOC108009427|XP_016929246.1|DSUZ	CCAP1982_LOCUS22572|CAD7014573.1|CCAP
OG0002242	LOC108012346|XP_016933184.1|DSUZ, LOC108017087|XP_036677787.1|DSUZ	CCAP1982_LOCUS11880|CAD7003424.1|CCAP
OG0002243	LOC118877707|XP_036673473.1|DSUZ, LOC108018513|XP_036674179.1|DSUZ	CCAP1982_LOCUS8857|CAD7000381.1|CCAP
OG0002244	LOC108014096|XP_016935604.2|DSUZ	CCAP1982_LOCUS14732|CAD7006412.1|CCAP
OG0002245	LOC108006862|XP_036670915.1|DSUZ	CCAP1982_LOCUS10938|CAD7002449.1|CCAP, CCAP1982_LOCUS10942|CAD7002453.1|CCAP
OG0002246	LOC108018144|XP_016941093.1|DSUZ	CCAP1982_LOCUS21176|CAD7013102.1|CCAP, CCAP1982_LOCUS21175|CAD7013101.1|CCAP, CCAP1982_LOCUS21174|CAD7013100.1|CCAP
OG0002247	LOC108009881|XP_016930076.1|DSUZ	CCAP1982_LOCUS11613|CAD7003152.1|CCAP
OG0002248	LOC108020054|XP_036671887.1|DSUZ	CCAP1982_LOCUS11531|CAD7003068.1|CCAP, CCAP1982_LOCUS11168|CAD7002690.1|CCAP
OG0002250	LOC108008188|XP_036669598.1|DSUZ	CCAP1982_LOCUS22096|CAD7014090.1|CCAP, CCAP1982_LOCUS22103|CAD7014097.1|CCAP
OG0002251	LOC108008500|XP_016927853.1|DSUZ	CCAP1982_LOCUS22090|CAD7014083.1|CCAP, CCAP1982_LOCUS22091|CAD7014085.1|CCAP
OG0002252	LOC108010077|XP_016930381.1|DSUZ	CCAP1982_LOCUS22059|CAD7014051.1|CCAP
OG0002253	LOC108010133|XP_016930450.1|DSUZ	CCAP1982_LOCUS23400|CAD7015460.1|CCAP
OG0002254	LOC108011530|XP_036673949.1|DSUZ	CCAP1982_LOCUS858|CAD6991971.1|CCAP
OG0002256	LOC108009651|XP_016929654.1|DSUZ	CCAP1982_LOCUS23303|CAD7015358.1|CCAP
OG0002257	LOC108009456|XP_016929312.1|DSUZ	CCAP1982_LOCUS21457|CAD7013392.1|CCAP
OG0002258	LOC108013284|XP_016934546.1|DSUZ	CCAP1982_LOCUS10808|CAD7002318.1|CCAP, CCAP1982_LOCUS10810|CAD7002320.1|CCAP
OG0002260	LOC108005865|XP_016924732.1|DSUZ	CCAP1982_LOCUS14451|CAD7006119.1|CCAP
OG0002261	LOC108010659|XP_016931046.1|DSUZ	CCAP1982_LOCUS14525|CAD7006197.1|CCAP
OG0002262	LOC108009754|XP_016929856.1|DSUZ	CCAP1982_LOCUS20358|CAD7012262.1|CCAP
OG0002263	LOC108007488|XP_036671773.1|DSUZ	CCAP1982_LOCUS10964|CAD7002475.1|CCAP
OG0002264	LOC108009534|XP_016929457.1|DSUZ, LOC118878219|XP_036675944.1|DSUZ, LOC108010423|XP_036675993.1|DSUZ, LOC118878242|XP_036676001.1|DSUZ	CCAP1982_LOCUS22829|CAD7014863.1|CCAP
OG0002265	LOC108012636|XP_036672098.1|DSUZ	CCAP1982_LOCUS11793|CAD7003333.1|CCAP
