Orthogroup	AEAL.longest_only	DANA.longest_only
OG0001785	LOC109410228|XP_029729143.1|AEAL, LOC115266835|XP_029729293.1|AEAL	LOC6495346|XP_001958627.1|DANA
OG0001786	LOC109417548|XP_029729294.1|AEAL, LOC109410231|XP_019539306.2|AEAL	LOC6507061|XP_001965301.1|DANA
OG0001787	LOC109410234|XP_029709394.1|AEAL, LOC109417633|XP_029709391.1|AEAL	LOC6496863|XP_032310984.1|DANA
OG0001788	LOC115265624|XP_029727346.1|AEAL, LOC115265639|XP_029727372.1|AEAL, LOC109431001|XP_029727342.1|AEAL	LOC6494023|XP_001961130.1|DANA
OG0001789	LOC109421604|XP_029727121.1|AEAL, LOC115265852|XP_029727656.1|AEAL	LOC6496401|XP_001960836.1|DANA
OG0001790	LOC109409179|XP_019538145.2|AEAL	LOC6498661|XP_014762220.1|DANA
OG0001791	LOC109409116|XP_029727071.1|AEAL	LOC6495408|XP_001958776.1|DANA
OG0001792	LOC109402239|XP_029720061.1|AEAL, LOC109415858|XP_029717963.1|AEAL	LOC6497312|XP_014761637.1|DANA
OG0001793	LOC115262335|XP_029720594.1|AEAL, LOC115267562|XP_029730502.1|AEAL, LOC115267560|XP_029730500.1|AEAL, LOC109402335|XP_029720054.1|AEAL	LOC6496333|XP_032306104.1|DANA
OG0001794	LOC115254172|XP_029728604.1|AEAL, LOC109429544|XP_019561065.2|AEAL	LOC6498137|XP_032307616.1|DANA
OG0001795	LOC109411726|XP_029720217.1|AEAL	LOC6496830|XP_032311089.1|DANA
OG0001797	LOC115268734|XP_029732737.1|AEAL, LOC109428007|XP_029707546.1|AEAL, LOC115262291|XP_029720549.1|AEAL	LOC6504350|XP_014759411.1|DANA
OG0001798	LOC115262178|XP_029720357.1|AEAL, LOC109426199|XP_019557185.1|AEAL, LOC115254084|XP_029719437.1|AEAL	LOC6495965|XP_001959945.1|DANA
OG0001799	LOC109419237|XP_029723470.1|AEAL	LOC6504385|XP_032308250.1|DANA
OG0001800	LOC115264219|XP_029723586.1|AEAL, LOC109419246|XP_029713949.1|AEAL	LOC6496852|XP_001963274.2|DANA
OG0001801	LOC109415471|XP_019544893.2|AEAL, LOC109429474|XP_029724124.1|AEAL	LOC6507756|XP_001956284.3|DANA
OG0001802	LOC109401497|XP_019529619.2|AEAL, LOC109410425|XP_019539525.2|AEAL	LOC6500958|XP_001954245.1|DANA
OG0001803	LOC109427011|XP_029728214.1|AEAL	LOC6499968|XP_001953531.2|DANA
OG0001804	LOC109411686|XP_029729400.1|AEAL	LOC6494512|XP_001965916.2|DANA
OG0001805	LOC115269163|XP_029733431.1|AEAL, LOC109414666|XP_019544046.2|AEAL, LOC109423403|XP_029733429.1|AEAL, LOC115267953|XP_029731623.1|AEAL	LOC6506204|XP_001958349.1|DANA
OG0001806	LOC109416297|XP_019545884.2|AEAL	LOC6503400|XP_014759139.1|DANA
OG0001808	LOC109431862|XP_019563672.2|AEAL, LOC109422736|XP_029727927.1|AEAL	LOC6499437|XP_014766067.1|DANA
OG0001809	LOC109422636|XP_019553010.2|AEAL, LOC109402776|XP_019531027.2|AEAL	LOC6499459|XP_001954598.2|DANA
OG0001810	LOC109399628|XP_019527669.2|AEAL, LOC109429105|XP_019560491.2|AEAL	LOC6500809|XP_001953956.2|DANA
OG0001811	LOC115260364|XP_029717156.1|AEAL, LOC109427250|XP_019558322.2|AEAL, LOC109411618|XP_029718911.1|AEAL	LOC6496493|XP_001961012.3|DANA
OG0001812	LOC115254045|XP_029717196.1|AEAL, LOC109428126|XP_019559353.1|AEAL, LOC109411665|XP_019540772.1|AEAL	LOC6503193|XP_001963617.2|DANA
OG0001813	LOC115268965|XP_029733093.1|AEAL, LOC109406249|XP_029733062.1|AEAL, LOC115268966|XP_029733094.1|AEAL	LOC6499350|XP_032305766.1|DANA
OG0001814	LOC109411927|XP_019541118.2|AEAL, LOC109406265|XP_019534881.2|AEAL	LOC6500956|XP_001954240.1|DANA
OG0001815	LOC109406734|XP_029733033.1|AEAL	LOC6499133|XP_001955235.1|DANA
OG0001816	LOC109411983|XP_019541185.2|AEAL, LOC109424556|XP_019555284.2|AEAL	LOC6496539|XP_001961102.1|DANA
OG0001817	LOC109428793|XP_029733949.1|AEAL, LOC115269413|XP_029733984.1|AEAL, LOC109397766|XP_029712678.1|AEAL	LOC6495984|XP_014763574.1|DANA
OG0001818	LOC109405215|XP_029724201.1|AEAL, LOC109400336|XP_029724202.1|AEAL, LOC115264553|XP_029724210.1|AEAL	LOC6503113|XP_001963447.2|DANA
OG0001819	LOC115257598|XP_029713244.1|AEAL, LOC115257469|XP_029712942.1|AEAL, LOC109420372|XP_029713785.1|AEAL, LOC109401663|XP_029730474.1|AEAL	LOC6496087|XP_001960194.2|DANA
OG0001820	LOC115257375|XP_029712756.1|AEAL, LOC109402281|XP_029712737.1|AEAL	LOC6503827|XP_001963675.2|DANA
OG0001821	LOC109403400|XP_019531769.2|AEAL, LOC109416718|XP_019546317.2|AEAL	LOC6494777|XP_001959691.1|DANA
OG0001822	LOC115257411|XP_029712850.1|AEAL, LOC109400004|XP_029713728.1|AEAL	LOC6496389|XP_001960804.1|DANA
OG0001823	LOC109424401|XP_029707750.1|AEAL, LOC109422303|XP_029715437.1|AEAL	LOC6507202|XP_001956494.1|DANA
OG0001824	LOC109422321|XP_029708139.1|AEAL, LOC109422323|XP_019552557.2|AEAL	LOC6496835|XP_001963310.1|DANA
OG0001825	LOC109422356|XP_029716853.1|AEAL, LOC109424454|XP_029729597.1|AEAL, LOC115253932|XP_029708231.1|AEAL	LOC6496019|XP_032306172.1|DANA
OG0001826	LOC109418552|XP_019548303.2|AEAL, LOC109413115|XP_019542377.1|AEAL	LOC6496614|XP_001961263.1|DANA, LOC6497625|XP_001961680.1|DANA, LOC6504083|XP_001964142.1|DANA
OG0001827	LOC115270966|XP_029736200.1|AEAL, LOC109431039|XP_029721513.1|AEAL, LOC109431059|XP_029721511.1|AEAL	LOC6494297|XP_001960581.1|DANA
OG0001828	LOC115262623|XP_029720893.1|AEAL, LOC109408612|XP_029720923.1|AEAL	LOC6505186|XP_001965501.2|DANA
OG0001829	LOC109432645|XP_029731426.1|AEAL, LOC109432643|XP_029730715.1|AEAL	LOC6495495|XP_001958971.1|DANA
OG0001830	LOC109409849|XP_019538883.2|AEAL, LOC109397143|XP_019525028.2|AEAL	LOC6494169|XP_001960833.1|DANA
OG0001832	LOC109426386|XP_019557431.1|AEAL	LOC6503081|XP_001963397.1|DANA
OG0001833	LOC109433537|XP_019565520.2|AEAL, LOC109410618|XP_019539685.2|AEAL	LOC6495723|XP_014763467.2|DANA
OG0001834	LOC109427461|XP_029729550.1|AEAL, LOC109621246|XP_019933270.1|AEAL	LOC6499691|XP_001954133.1|DANA
OG0001848	LOC109402165|XP_029729861.1|AEAL	LOC26514684|XP_032309153.1|DANA
OG0001849	LOC115254180|XP_029729865.1|AEAL, LOC109413229|XP_019542501.1|AEAL, LOC109402168|XP_019530343.2|AEAL	LOC6499812|XP_001953861.2|DANA
OG0001850	LOC109424982|XP_029730262.1|AEAL, LOC115256417|XP_029710788.1|AEAL	LOC6502768|XP_001966880.2|DANA
OG0001851	LOC115256846|XP_029711724.1|AEAL, LOC109415375|XP_019544793.2|AEAL	LOC6501786|XP_032311739.1|DANA
OG0001853	LOC109415434|XP_029710602.1|AEAL, LOC109431096|XP_029711858.1|AEAL, LOC115253608|XP_029712024.1|AEAL	LOC6499238|XP_032307961.1|DANA
OG0001854	LOC109431144|XP_019562885.2|AEAL, LOC115256550|XP_029711142.1|AEAL, LOC109415668|XP_019545133.2|AEAL, LOC115256346|XP_029710532.1|AEAL	LOC6503919|XP_001963842.1|DANA
OG0001855	LOC109415799|XP_029711289.1|AEAL, LOC109431186|XP_019562945.2|AEAL	LOC6494271|XP_001960622.1|DANA
OG0001856	LOC109405106|XP_029711085.1|AEAL, LOC115253933|XP_029708261.1|AEAL, LOC115254725|XP_029708270.1|AEAL	LOC6501884|XP_001966736.1|DANA
OG0001857	LOC115256654|XP_029711379.1|AEAL, LOC109415228|XP_029712291.1|AEAL, LOC109415232|XP_019544663.2|AEAL, LOC109428357|XP_019559620.2|AEAL	LOC6501972|XP_001966793.1|DANA
OG0001858	LOC109415216|XP_019544649.2|AEAL	LOC6505063|XP_001965531.1|DANA
OG0001859	LOC109428400|XP_019559669.2|AEAL	LOC6503623|XP_001964043.1|DANA
OG0001860	LOC109428442|XP_019559752.2|AEAL, LOC109398212|XP_029733532.1|AEAL, LOC109419713|XP_029709809.1|AEAL	LOC6507843|XP_014765488.1|DANA
OG0001861	LOC109406620|XP_019535252.2|AEAL	LOC6501337|XP_001955018.1|DANA
OG0001862	LOC109427518|XP_029724754.1|AEAL	LOC6504383|XP_001967076.1|DANA
OG0001863	LOC109427521|XP_019558620.2|AEAL	LOC6505009|XP_001965638.1|DANA
OG0001864	LOC115254223|XP_029733336.1|AEAL, LOC109432605|XP_029733213.1|AEAL, LOC109397194|XP_029733212.1|AEAL	LOC6499683|XP_014766186.1|DANA
OG0001865	LOC115256567|XP_029711183.1|AEAL, LOC109422009|XP_019552197.2|AEAL	LOC6504425|XP_032308114.1|DANA
OG0001866	LOC115253434|XP_029710773.1|AEAL, LOC109422004|XP_029710719.1|AEAL	LOC6500365|XP_032305411.1|DANA
OG0001867	LOC109398400|XP_029711747.1|AEAL, LOC109400382|XP_029711825.1|AEAL	LOC6493408|XP_032310305.1|DANA
OG0001868	LOC109400390|XP_029711140.1|AEAL, LOC109400389|XP_029711145.1|AEAL	LOC6497143|XP_001962671.2|DANA
OG0001869	LOC109398394|XP_019526285.2|AEAL	LOC6500775|XP_014766708.1|DANA
OG0001870	LOC109409419|XP_019538408.2|AEAL	LOC6504747|XP_001966286.1|DANA
OG0001871	LOC115269531|XP_029734178.1|AEAL, LOC109432952|XP_019564851.2|AEAL	LOC6504733|XP_001966303.1|DANA
OG0001872	LOC115256094|XP_029710212.1|AEAL, LOC109414074|XP_019543355.1|AEAL, LOC115256107|XP_029710225.1|AEAL, LOC115256114|XP_029710230.1|AEAL	LOC6505981|XP_001964717.1|DANA, LOC26515565|XP_032305363.1|DANA, LOC116654491|XP_032305362.1|DANA
OG0001873	LOC109423066|XP_029708369.1|AEAL, LOC109432367|XP_029717740.1|AEAL	LOC6500472|XP_001953287.1|DANA
OG0001874	LOC115260613|XP_029717505.1|AEAL, LOC109422822|XP_019553257.1|AEAL, LOC115269510|XP_029734156.1|AEAL, LOC109400926|XP_019528958.1|AEAL	LOC6499218|XP_001955081.1|DANA
OG0001875	LOC115253646|XP_029717688.1|AEAL, LOC109418647|XP_019548413.2|AEAL, LOC109424966|XP_019555707.2|AEAL	LOC6505950|XP_014760855.2|DANA
OG0001876	LOC109431404|XP_019563168.2|AEAL, LOC109427742|XP_019558881.2|AEAL	LOC6498705|XP_014759404.1|DANA
OG0001877	LOC109431400|XP_019563162.2|AEAL	LOC6505108|XP_001965443.1|DANA
OG0001878	LOC109427648|XP_019558761.1|AEAL, LOC109431461|XP_019563212.2|AEAL, LOC115260727|XP_029717840.1|AEAL	LOC6500383|XP_001953096.1|DANA
OG0001879	LOC109412137|XP_029718070.1|AEAL	LOC6500665|XP_001953681.2|DANA
OG0001880	LOC109423238|XP_029722766.1|AEAL, LOC115263687|XP_029722772.1|AEAL	LOC6501367|XP_001955087.1|DANA
OG0001881	LOC115259336|XP_029715725.1|AEAL, LOC109425431|XP_029722818.1|AEAL, LOC109432222|XP_019564090.1|AEAL	LOC6499211|XP_032305788.1|DANA
OG0001882	LOC109425436|XP_029713268.1|AEAL	LOC6505921|XP_001964622.3|DANA
OG0001883	LOC115254336|XP_029707620.1|AEAL, LOC109400018|XP_029707622.1|AEAL, LOC109621537|XP_029729840.1|AEAL	LOC6500812|XP_014766742.1|DANA
OG0001884	LOC109621577|XP_029707660.1|AEAL, LOC109400090|XP_029707704.1|AEAL	LOC6499801|XP_001953882.1|DANA
OG0001885	LOC109417009|XP_019546681.1|AEAL, LOC115268493|XP_029732375.1|AEAL, LOC109410420|XP_029732455.1|AEAL	LOC6506138|XP_001965120.1|DANA
OG0001886	LOC109621241|XP_019931226.2|AEAL, LOC115254326|XP_029707604.1|AEAL	LOC6500550|XP_001953437.1|DANA
OG0001887	LOC109621594|XP_029712567.1|AEAL, LOC109400116|XP_029707630.1|AEAL, LOC115254331|XP_029707615.1|AEAL	LOC6496231|XP_001960503.1|DANA
OG0001888	LOC109621572|XP_029707618.1|AEAL, LOC109400059|XP_029707624.1|AEAL	LOC6498863|XP_001955782.1|DANA
OG0001889	LOC115254338|XP_029707623.1|AEAL, LOC109621599|XP_019931227.2|AEAL	LOC6501952|XP_001966754.1|DANA
OG0001890	LOC109400055|XP_029707687.1|AEAL, LOC109621568|XP_019931180.1|AEAL	LOC6506770|XP_001957272.1|DANA
OG0001891	LOC115263765|XP_029722962.1|AEAL, LOC109408875|XP_029714159.1|AEAL	LOC6505856|XP_014760817.1|DANA
OG0001892	LOC109415405|XP_029713552.1|AEAL, LOC109430367|XP_029713471.1|AEAL	LOC6503268|XP_001965846.1|DANA
OG0001893	LOC109425394|XP_019556223.2|AEAL, LOC109403247|XP_019531575.2|AEAL	LOC6499075|XP_001955359.1|DANA
OG0001894	LOC109425384|XP_019556182.1|AEAL	LOC6494099|XP_001960978.1|DANA
OG0001895	LOC109425480|XP_029715881.1|AEAL, LOC115259479|XP_029715924.1|AEAL	LOC6505328|XP_032308019.1|DANA
OG0001896	LOC109417800|XP_019547520.2|AEAL	LOC26514303|XP_032311468.1|DANA
OG0001897	LOC109400400|XP_029715817.1|AEAL, LOC115259546|XP_029716087.1|AEAL	LOC6500913|XP_014766791.1|DANA
OG0001898	LOC109412726|XP_029716094.1|AEAL, LOC115259620|XP_029716232.1|AEAL	LOC6504920|XP_001966593.2|DANA
OG0001899	LOC115259724|XP_029716360.1|AEAL, LOC109425332|XP_029716066.1|AEAL, LOC109419787|XP_029716052.1|AEAL, LOC115259537|XP_029716057.1|AEAL	LOC6505665|XP_032305530.1|DANA, LOC116654512|XP_032305533.1|DANA
OG0001900	LOC109399427|XP_019527418.2|AEAL, LOC109401200|XP_029716045.1|AEAL	LOC6493590|XP_001958054.1|DANA
OG0001901	LOC115259753|XP_029716400.1|AEAL, LOC115259491|XP_029715955.1|AEAL, LOC109433664|XP_029715952.1|AEAL	LOC6498253|XP_032307463.1|DANA
OG0001902	LOC109623088|XP_029716374.1|AEAL, LOC109408327|XP_029716075.1|AEAL	LOC26515191|XP_032309853.1|DANA
OG0001903	LOC109416357|XP_029730197.1|AEAL, LOC109430031|XP_029730181.1|AEAL	LOC6500984|XP_001954301.1|DANA
OG0001904	LOC115267136|XP_029729837.1|AEAL, LOC115254184|XP_029730179.1|AEAL, LOC109416360|XP_029730196.1|AEAL	LOC6498935|XP_001955648.1|DANA
OG0001905	LOC109430002|XP_019561560.1|AEAL, LOC115254109|XP_029722555.1|AEAL, LOC109416397|XP_019545979.1|AEAL	LOC6505015|XP_014760249.1|DANA
OG0001906	LOC109415284|XP_029733766.1|AEAL	LOC6500778|XP_032305654.1|DANA
OG0001907	LOC109402413|XP_029717987.1|AEAL, LOC115260811|XP_029717990.1|AEAL, LOC115253590|XP_029732774.1|AEAL, LOC109405455|XP_029717118.1|AEAL	LOC6501798|XP_001967178.1|DANA
OG0001908	LOC109402383|XP_019530593.2|AEAL, LOC109405481|XP_019534114.2|AEAL	LOC6499096|XP_001955310.2|DANA
OG0001909	LOC115264185|XP_029723480.1|AEAL, LOC115264180|XP_029723474.1|AEAL	LOC6501891|XP_001966721.1|DANA
OG0001910	LOC115264208|XP_029723558.1|AEAL, LOC109424847|XP_019555590.2|AEAL, LOC109424846|XP_019555589.2|AEAL	LOC6500636|XP_032307457.1|DANA
OG0001911	LOC115264073|XP_029723238.1|AEAL, LOC115264215|XP_029723579.1|AEAL, LOC109404189|XP_029723593.1|AEAL	LOC6499845|XP_032306349.1|DANA
OG0001913	LOC109398444|XP_029716388.1|AEAL, LOC109412883|XP_019542083.2|AEAL, LOC109406187|XP_029712296.1|AEAL	LOC6496903|XP_001963176.1|DANA
OG0001914	LOC109403972|XP_029723600.1|AEAL, LOC109432032|XP_029723667.1|AEAL	LOC6498915|XP_032312153.1|DANA
OG0001915	LOC109401727|XP_019529866.2|AEAL, LOC115265368|XP_029725984.1|AEAL	LOC6507485|XP_001955908.1|DANA
OG0001916	LOC109406055|XP_019534675.2|AEAL	LOC6493993|XP_032306130.1|DANA
OG0001917	LOC109621842|XP_019931580.2|AEAL	LOC6506788|XP_001957239.1|DANA
OG0001918	LOC109621708|XP_019931404.2|AEAL, LOC109410373|XP_019539468.2|AEAL	LOC6507368|XP_001956154.2|DANA
OG0001919	LOC109622547|XP_019932500.2|AEAL, LOC109622551|XP_019932504.2|AEAL	LOC6494006|XP_001961158.1|DANA
OG0001920	LOC109409370|XP_029726254.1|AEAL	LOC6507678|XP_001956130.1|DANA
OG0001921	LOC109409346|XP_019538345.2|AEAL	LOC6494046|XP_001961086.1|DANA
OG0001922	LOC109423373|XP_029727575.1|AEAL	LOC6496391|XP_001960808.1|DANA
OG0001924	LOC109418091|XP_029726738.1|AEAL	LOC6498492|XP_001965883.2|DANA
OG0001925	LOC109418125|XP_019547870.2|AEAL	LOC6493343|XP_001957559.1|DANA
OG0001926	LOC109418925|XP_029726695.1|AEAL	LOC6507025|XP_032310099.1|DANA
OG0001927	LOC115255803|XP_029709804.1|AEAL, LOC109418995|XP_019548772.2|AEAL	LOC6494920|XP_001959420.1|DANA
OG0001928	LOC109419715|XP_019549530.1|AEAL, LOC115255816|XP_029709858.1|AEAL	LOC6493468|XP_014764399.1|DANA
OG0001929	LOC109419707|XP_029733516.1|AEAL, LOC109398542|XP_029709818.1|AEAL	LOC6493466|XP_032310108.1|DANA
OG0001930	LOC115269199|XP_029733510.1|AEAL, LOC109398290|XP_029709834.1|AEAL	LOC116654683|XP_032306086.1|DANA, LOC6495788|XP_001959582.2|DANA
OG0001932	LOC109420217|XP_029725826.1|AEAL	LOC6493421|XP_032310163.1|DANA
OG0001933	LOC115260243|XP_029717033.1|AEAL, LOC109420186|XP_019550057.1|AEAL	LOC6495977|XP_001959961.1|DANA
OG0001934	LOC115256192|XP_029710312.1|AEAL, LOC109397354|XP_029732959.1|AEAL, LOC115265331|XP_029725777.1|AEAL, LOC109420259|XP_019550143.2|AEAL	LOC6506470|XP_001957811.3|DANA
OG0001935	LOC109402593|XP_029725685.1|AEAL, LOC109416472|XP_019546090.2|AEAL	LOC6506798|XP_001957220.1|DANA
OG0001937	LOC115265680|XP_029727500.1|AEAL, LOC109426918|XP_029725651.1|AEAL, LOC115265295|XP_029725645.1|AEAL	LOC6495470|XP_032306133.1|DANA
OG0001938	LOC109406574|XP_029712396.1|AEAL, LOC109427172|XP_029725594.1|AEAL	LOC6495268|XP_001958733.1|DANA
OG0001939	LOC115265670|XP_029727485.1|AEAL, LOC109426632|XP_019557705.2|AEAL, LOC115267288|XP_029730062.1|AEAL, LOC109426633|XP_019557706.2|AEAL	LOC6495581|XP_001959138.1|DANA
OG0001940	LOC115262279|XP_029720540.1|AEAL, LOC109417793|XP_019547501.2|AEAL	LOC6494558|XP_032306917.1|DANA
OG0001941	LOC109417821|XP_019547543.1|AEAL	LOC6507676|XP_014765402.1|DANA
OG0001942	LOC109409388|XP_019538407.2|AEAL, LOC109426708|XP_029725442.1|AEAL	LOC6494626|XP_032306812.1|DANA
OG0001943	LOC109426738|XP_019557820.2|AEAL, LOC109417931|XP_019547621.2|AEAL, LOC115258083|XP_029713946.1|AEAL	LOC6493184|XP_001957217.1|DANA
OG0001944	LOC109407921|XP_029732346.1|AEAL, LOC109412279|XP_029723162.1|AEAL	LOC6507488|XP_001955902.1|DANA
OG0001945	LOC109403681|XP_029735161.1|AEAL, LOC109407968|XP_029735104.1|AEAL	LOC6494097|XP_032306517.1|DANA
OG0001946	LOC109407986|XP_029735117.1|AEAL, LOC115258365|XP_029714313.1|AEAL, LOC115270149|XP_029735148.1|AEAL	LOC6496025|XP_001960070.1|DANA
OG0001947	LOC109403625|XP_029735146.1|AEAL, LOC109408086|XP_019536850.2|AEAL	LOC6494536|XP_001960151.1|DANA
OG0001948	LOC109404954|XP_019533456.2|AEAL, LOC109400617|XP_019528652.2|AEAL	LOC6505095|XP_001965475.2|DANA
OG0001949	LOC109399436|XP_029734823.1|AEAL	LOC6506936|XP_001956954.2|DANA
OG0001950	LOC109400722|XP_029734811.1|AEAL, LOC109402722|XP_029715806.1|AEAL	LOC6500042|XP_032305691.1|DANA
OG0001951	LOC109415818|XP_029725138.1|AEAL, LOC115253838|XP_029734706.1|AEAL	LOC6494193|XP_032307115.1|DANA
OG0001952	LOC115269964|XP_029734662.1|AEAL, LOC109425698|XP_029734674.1|AEAL, LOC115269966|XP_029734671.1|AEAL	LOC6496760|XP_001965809.2|DANA
OG0001953	LOC115254608|XP_029708080.1|AEAL, LOC115260123|XP_029716886.1|AEAL, LOC109430555|XP_019562174.2|AEAL	LOC6495171|XP_001958914.1|DANA
OG0001954	LOC115256967|XP_029712039.1|AEAL, LOC109622630|XP_029712070.1|AEAL, LOC115263144|XP_029721928.1|AEAL	LOC6494995|XP_001959255.1|DANA
OG0001955	LOC109415865|XP_019545356.1|AEAL, LOC109622715|XP_029712059.1|AEAL, LOC115256975|XP_029712053.1|AEAL	LOC6496603|XP_001961234.1|DANA
OG0001956	LOC109415878|XP_029722428.1|AEAL, LOC109621282|XP_029722445.1|AEAL	LOC6506444|XP_001957869.3|DANA
OG0001957	LOC109621247|XP_019933513.2|AEAL, LOC109430239|XP_019561832.1|AEAL, LOC109428867|XP_019560249.2|AEAL	LOC6495655|XP_001959316.1|DANA
OG0001958	LOC115263373|XP_029722531.1|AEAL, LOC109416238|XP_029722308.1|AEAL, LOC115263375|XP_029722533.1|AEAL, LOC109407411|XP_029722231.1|AEAL	LOC6495789|XP_032306308.1|DANA
OG0001959	LOC109424175|XP_029722127.1|AEAL, LOC109413562|XP_029721402.1|AEAL, LOC115260112|XP_029716867.1|AEAL	LOC6506779|XP_001957258.1|DANA
OG0001960	LOC115263344|XP_029722501.1|AEAL, LOC115263179|XP_029721970.1|AEAL, LOC109430897|XP_029721968.1|AEAL	LOC6507399|XP_001956088.1|DANA
OG0001961	LOC115259287|XP_029715676.1|AEAL, LOC109430942|XP_029730376.1|AEAL, LOC109431686|XP_029715644.1|AEAL	LOC6496185|XP_001960400.2|DANA
OG0001962	LOC109430950|XP_019562611.2|AEAL, LOC109431714|XP_019563527.2|AEAL	LOC6496475|XP_032306524.1|DANA
OG0001963	LOC109399513|XP_029714085.1|AEAL, LOC115254259|XP_029735711.1|AEAL, LOC109398045|XP_029714084.1|AEAL	LOC6506568|XP_001957628.1|DANA
OG0001964	LOC115254260|XP_029735856.1|AEAL, LOC109408641|XP_029736020.1|AEAL, LOC109428978|XP_029730422.1|AEAL	LOC6493507|XP_001957892.1|DANA
OG0001966	LOC109401032|XP_019529062.1|AEAL, LOC115270470|XP_029736064.1|AEAL, LOC109414964|XP_019544355.1|AEAL, LOC109415154|XP_019544586.2|AEAL	LOC6499206|XP_001955113.3|DANA
OG0001967	LOC109424271|XP_029719648.1|AEAL, LOC109428709|XP_029735262.1|AEAL, LOC115270173|XP_029735276.1|AEAL	LOC6495648|XP_001959296.1|DANA
OG0001968	LOC115265043|XP_029725102.1|AEAL, LOC115269721|XP_029734406.1|AEAL, LOC115269719|XP_029734401.1|AEAL, LOC109428738|XP_019560109.2|AEAL	LOC6506459|XP_001957836.1|DANA
OG0001969	LOC115270213|XP_029735333.1|AEAL, LOC115270240|XP_029735367.1|AEAL	LOC6496507|XP_001961042.1|DANA
OG0001970	LOC115254256|XP_029735450.1|AEAL, LOC115270264|XP_029735393.1|AEAL, LOC109423800|XP_019554378.1|AEAL, LOC109430605|XP_019562214.2|AEAL	LOC6496376|XP_001960788.1|DANA
OG0001971	LOC109423676|XP_019554218.2|AEAL, LOC115269757|XP_029734441.1|AEAL	LOC6494607|XP_001960020.1|DANA
OG0001972	LOC109423751|XP_029735575.1|AEAL, LOC109414256|XP_029735556.1|AEAL	LOC6502662|XP_001953810.1|DANA
OG0001973	LOC109423655|XP_029715596.1|AEAL, LOC115259212|XP_029715591.1|AEAL	LOC6495901|XP_001959820.2|DANA
OG0001974	LOC109408899|XP_019537814.2|AEAL, LOC115266575|XP_029728811.1|AEAL	LOC6495929|XP_032306339.1|DANA
OG0001975	LOC109416689|XP_019546295.2|AEAL, LOC115266655|XP_029729044.1|AEAL, LOC109416512|XP_029729043.1|AEAL	LOC6507536|XP_001955877.1|DANA
OG0001976	LOC115254758|XP_029708288.1|AEAL, LOC115266635|XP_029729004.1|AEAL, LOC109414979|XP_029728942.1|AEAL, LOC109415142|XP_029728995.1|AEAL	LOC6495148|XP_001958958.1|DANA
OG0001977	LOC109427863|XP_029728530.1|AEAL, LOC115259071|XP_029715442.1|AEAL, LOC115259143|XP_029715519.1|AEAL, LOC115258928|XP_029715307.1|AEAL, LOC109428168|XP_029717224.1|AEAL	LOC6498248|XP_001962393.1|DANA
OG0001978	LOC109433268|XP_019565239.1|AEAL, LOC109424444|XP_019555108.1|AEAL, LOC115259303|XP_029715695.1|AEAL	LOC6506124|XP_032309509.1|DANA, LOC6497629|XP_001961675.1|DANA
OG0001979	LOC109420083|XP_019549936.1|AEAL	LOC6505489|XP_032311142.1|DANA
OG0001980	LOC109412016|XP_019541205.1|AEAL, LOC109407960|XP_019536713.2|AEAL	LOC6497864|XP_001961593.1|DANA
OG0001982	LOC115255682|XP_029709646.1|AEAL, LOC109432886|XP_029712419.1|AEAL, LOC109401423|XP_019529520.1|AEAL	LOC26515266|XP_014760161.1|DANA
OG0001983	LOC109433074|XP_029711242.1|AEAL, LOC109411297|XP_029711472.1|AEAL	LOC6502733|XP_032309795.1|DANA
OG0001984	LOC109433083|XP_019565019.2|AEAL	LOC6498213|XP_001962313.1|DANA
OG0001985	LOC109621803|XP_029724949.1|AEAL, LOC109404203|XP_029724890.1|AEAL	LOC6505437|XP_001964904.1|DANA
OG0001986	LOC115264922|XP_029724857.1|AEAL, LOC109414034|XP_029724875.1|AEAL, LOC115253903|XP_029724936.1|AEAL	LOC6497308|XP_001962350.1|DANA
OG0001987	LOC109428779|XP_019560166.2|AEAL, LOC115253803|XP_029733997.1|AEAL	LOC6503656|XP_032308432.1|DANA
OG0001988	LOC115258948|XP_029715326.1|AEAL, LOC109409322|XP_029721659.1|AEAL, LOC109419104|XP_029715310.1|AEAL	LOC6494646|XP_001959942.1|DANA
OG0001989	LOC115258621|XP_029714772.1|AEAL, LOC109419107|XP_029721665.1|AEAL, LOC109409319|XP_029714703.1|AEAL	LOC6497848|XP_001961563.1|DANA
OG0001990	LOC109419108|XP_029715128.1|AEAL, LOC109409361|XP_029715193.1|AEAL, LOC115262912|XP_029721672.1|AEAL	LOC6498599|XP_032311203.1|DANA
OG0001991	LOC115269124|XP_029733393.1|AEAL, LOC109397556|XP_029715197.1|AEAL	LOC26514679|XP_032309416.1|DANA
OG0001992	LOC115258833|XP_029715127.1|AEAL, LOC109397539|XP_029714675.1|AEAL	LOC6497017|XP_032311119.1|DANA
OG0001993	LOC115258581|XP_029714677.1|AEAL, LOC115258553|XP_029714578.1|AEAL, LOC109397524|XP_019525370.1|AEAL	LOC6498511|XP_001962973.1|DANA
OG0001994	LOC109405873|XP_019534477.2|AEAL, LOC109407201|XP_019535726.2|AEAL	LOC6501109|XP_014766894.1|DANA
OG0001995	LOC115258769|XP_029715029.1|AEAL, LOC109405703|XP_019534308.2|AEAL, LOC109410201|XP_029730241.1|AEAL	LOC6498436|XP_001962816.1|DANA
